Assamese,Marathi
প্লাষ্টিকৰ সীমা কম কৰা,कमी प्लास्टिक मर्यादा
কম তাপত চিমেণ্ট,कमी उष्णता सिमेंट
মেচিন মল্ডিং,मशीन मोल्डिंग
বৃহৎ গঠন,मॅक्रोस्ट्रक्चर
মূল মূৰ নিয়ন্ত্ৰক,मुख्य हेड रेग्युलेटर
মূল বন্দৰ,मुख्य बंदर
মেকআপ এয়াৰ,मेकअप हवा
মানচাৰ্ড,मॅनसार्ड
মাৰ্শ্বেলিং গজ,मार्शलिंग यार्ड
শিলৰ কাম,दगडी बांधकाम
পৰিপক্ক উষ্ণতা,परिपक्व तापमान
মেজেনিন মজিয়া,मेझानाइन मजला
যান্ত্ৰিক বিশ্লেষণ,यांत्रिक विश्लेषण
যান্ত্ৰিক বায়ু চলাচল,यांत्रिक वायुवीजन
মেট্ৰিক ব্যৱস্থা,मेट्रिक प्रणाली
অণুগাঁথনি,मायक्रोस्ट्रक्चर
মিলি সমতুল্য,मिली समतुल्य
প্ৰতি লিটাৰত মিলি সমতুল্য,मिली समतुल्य प्रति लिटर
খনিজ পদাৰ্থ,खनिज
খনিজ মাটি,खनिज माती
সৰু বন্দৰ,किरकोळ बंदर
মাইট্ৰেড বন্ধ,Mitred बंद
চলন্ত মাটিৰ কলয়ড,मोबाइल माती कोलाइड
আৰ্দ্ৰতা,आर्द्रतेचा अंश
আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট,ओलावा ग्रेडियंट
মনোলিথ,मोनोलिथ
মনোৰেল,मोनोरेल
ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ,राष्ट्रीय बंदर परिषद
প্ৰাকৃতিক বিচনা,नैसर्गिक पलंग
প্ৰাকৃতিক ফিনিচিং,नैसर्गिक समाप्त
প্ৰাকৃতিক বন্দৰ,नैसर्गिक बंदर
প্ৰাকৃতিক বায়ু চলাচল,नैसर्गिक वायुवीजन
নৌসেনাৰ বন্দৰ,नौदल बंदर
নিউটন,न्यूटन
নন ইউনিফৰ্ম প্ৰবাহ,एकसमान प्रवाह नसतो
পানীৰ হাৰ দখল কৰে,पाण्याचा दर व्यापतो
তেলৰ ৰং,तेल रंग
তেলৰ কুঁৱাৰ চিমেণ্ট,तेल विहीर सिमेंट
মুকলি চেনেলৰ প্ৰবাহ,चॅनेल प्रवाह उघडा
অনুকূল আৰ্দ্ৰতা,इष्टतम ओलावा
জৈৱিক মাটি,सेंद्रिय माती
অভিবিন্যাস,अभिमुखता
অৰ্থোগনেল,ऑर्थोगोनल
অৰ্টষ্টেইন,ऑर्टस्टीन
বাহিৰৰ সংকেত,बाह्य सिग्नल
অক্সিডেচন,ऑक्सिडेशन
পেণ্ট্ৰি,पँट्री
পেৰাপেট,पॅरापेट
পেৰাপেটৰ দেৱাল,पॅरापेट भिंत
অভিভাৱকৰ সামগ্ৰী,पालक साहित्य
শিলগুটি ঢালাই প্লাষ্টাৰ,पेबल कास्ट प्लास्टर
পেডালফাৰ,पेडलफर
পেড&#39;কেল,पेडोकल
পেড’জেনেছিছ,पेडोजेनेसिस
পেড’লজি,पेडॉलॉजी
পেড’স্ফিয়াৰ,पेडोस्फियर
পেনেট্ৰ’মিটাৰ,पेनेट्रोमीटर
পেণ্ট ছাদ,पेन्ट छत
পেপটাইজিং এজেণ্ট,पेप्टायझिंग एजंट
বিশ্লেষণৰ সময়ছোৱা,विश्लेषण कालावधी
পাৰ্পেণ্ড,पर्पेंड
পাৰ্চৰ্পচন,शोषण
ঘাট,घाट
পিলাষ্টাৰ,पिलास्टर
চূড়া,खेळपट्टी
পিচড ছাদ,खड्डे पडलेले छत
সাধাৰণ কংক্ৰিট,साधा काँक्रीट
সমতল কোণ,विमान कोन
সাধাৰণ চোতাল,साधे अंगण
প্লেনছল,प्लॅनसोल
প্লাষ্টিকৰ স্থায়িত্ব,प्लास्टिकची सुसंगतता
প্লাষ্টিচিটি,प्लॅस्टिकिटी
প্লাষ্টিচিটি সূচকাংক,प्लॅस्टिकिटी निर्देशांक
প্লাষ্টিচিটিৰ সীমা,प्लॅस्टिकिटी मर्यादा
প্লাষ্টিচিটিৰ পৰিসৰ,प्लॅस्टिकिटी श्रेणी
প্লেটি গঠন,प्लेट रचना
প্লিন্থ,प्लिंथ
হাল বোৱা মাটি,नांगरलेली माती
প্লামৰ শিল,मनुका दगड
পডজোলে,पॉडझोल
আঙুলিয়াই দি,पॉइंटिंग
বহুভুজীয়া বেৰ,बहुभुज भिंत
ছিদ্ৰৰ স্থান,छिद्र जागा
বন্দৰ,बंदर
পজিটিভ ভেন্টিলেচন,सकारात्मक वायुवीजन
প্ৰেয়ৰী মাটি,प्रेयरी माती
নিখুঁততা,सुस्पष्टता
প্ৰাথমিক কণা,प्राथमिक कण
প্ৰিজমেটিক গঠন,प्रिझमॅटिक रचना
উৎপাদনশীল কাম,उत्पादक कार्य
প্ৰকল্পৰ ন্যায্যতা,प्रकल्पाचे औचित्य
সুৰক্ষামূলক কাম,संरक्षणात्मक कार्य
ছ্যুড’-মাইচেলিয়াম,स्यूडो-मायसेलियम
পুখুৰী,डबके
পাগিং,पगिंग
পিউমিচ,प्युमिस
পাঞ্চিয়ন,पंचन
পুতলা,कठपुतळी
পুটলগ,पुटलॉग
পুটলগ মৰাপাট,पुटलॉग मचान
পৰিমাণ জৰীপকাৰী,सामग्री सर्वेक्षक
শিলৰ ৰস,खणाचा रस
ঘাট,क्वे
কুইন বন্ধ,राणी बंद
কুইইন,Quoin
ৰাফ্ট ফাউণ্ডেচন,तराफा पाया
ৰেকাৰ,राकर
ৰেকিং,रेकिंग
ৰেকিং বণ্ড,रॅकिंग बाँड
ৰেকিং ফ্লেছিং,Raking फ्लॅशिंग
দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ,वेगाने बदलणारा प्रवाह
আদায়যোগ্য পেমেণ্ট,वसूल करण्यायोग्य पेमेंट
ৰঙা মাটি,लाल पृथ्वी
ৰঙা লোম,लाल चिकणमाती
নিয়ন্ত্ৰক,नियामक
ৰেগুৰ বা ক’লা কপাহী মাটি,रेगुर किंवा काळी कापूस माती
ৰিপেমেণ্ট চুক্তি,परतफेड करार
অৱশিষ্ট সংকোচন,अवशिष्ट संकोचन
অৱশিষ্ট মাটি,अवशिष्ट माती
প্ৰকাশ কৰা,प्रकट करा
পিন প্ৰকাশ কৰক,पिन प्रकट करा
টাই প্ৰকাশ কৰক,टाय प्रकट करा
ৰিজ,रिज
ৰিজ কেপিং,रिज कॅपिंग
নদী,नदी
ৰোড ষ্টেড,रस्ता स्थिर
ৰুক্ষ প্লাষ্টাৰ,खडबडीत मलम
ধ্বংসাৱশেষ,ढिगारा
ধ্বংসাৱশেষৰ শিলৰ কাম,भंगार दगडी बांधकाम
ধ্বংসাৱশেষৰ দেৱাল,कचऱ्याची भिंत
চলি থকা জোখ-মাখ,चालू मोजमाप
নিৰাপদ বহন ক্ষমতা,सुरक्षित पत्करण्याची क्षमता
নিমখৰ গ্লেজ,मीठ ग्लेझ
নমুনাৰ আকাৰ,नमुन्याचा आकार
নমুনা বিতৰণ,नमुना वितरण
নমুনা সংগ্ৰহৰ ভুল,नमुना त्रुटी
বালি,वाळू
বালিৰ ফিনিচিং,वाळू समाप्त
বালিৰ হাতৰ মল্ডিং,वाळू हात मोल्डिंग
ছেণ্ডিং,सँडिंग
সংপৃক্ত মাটি,संतृप्त माती
সংপৃক্ত মাটিৰ পেষ্ট,संतृप्त माती पेस्ट
চেচুৰেচন এক্সট্ৰেক্ট,संपृक्तता अर्क
চেচুৰেচন শতাংশ,संपृक्तता टक्केवारी
চচৰ গম্বুজ,बशी घुमट
মৰাপাট,मचान
শ্বিষ্ট,शिस्ट
সাগৰীয় বন্দৰ,सागरी बंदर
গোপন নালা,गुप्त गटार
দ্বিতীয়,दुसरा
পলস বিশ্লেষণ,अवसादन विश्लेषण
অৰ্ধকৃত্ৰিম বন্দৰ,अर्ध-कृत्रिम बंदर
অৰ্ধ জোৱাৰ-ভাটাৰ ডক,अर्ध भरतीची गोदी
চেনিল,वृद्ध
শ্বেল,शेल
শ্বীটৰ স্তূপ,पत्र्याचा ढीग
সংকোচনৰ সীমা,संकोचन मर्यादा
শ্বাটাৰিং,शटरिंग
চিয়ালিটিক মাটি,सियालिटिक माती
ছিয়েৰ’জেম,सिएरोझेम
চিল,खिंडी
পলি,गाळ
একক ফ্লেমিছ তেজ,सिंगल फ्लेमिश रक्त
একক দানাযুক্ত গঠন,एकल दाणेदार रचना
কংকালৰ মাটি,कंकाल माती
স্কাৰ্টিং,स्कर्टिंग
স্লিপাৰ ৱাল,स्लीपर भिंत
কাষৰ নালা,बाजूचे गटर
স্লাইড নিয়ম,स्लाइड नियम
স্লিপ ডক,स्लिप डॉक
স্মোনিজা,स्मोनिझा
তিয়াই থোৱা,भिजवणे
মাটিৰ সংঘ,मातीचा सहवास
মাটিৰ শ্ৰেণী,माती वर्ग
মাটিৰ জটিলতা,माती कॉम्प्लेक्स
মাটিৰ স্থায়িত্ব,मातीची सुसंगतता
মাটি পৰিয়াল,माती कुटुंब
মাটিৰ ফ্ৰেমৰ কাম,मातीच्या चौकटीचे काम
মাটিৰ আৰ্দ্ৰতা,माती ओलावा
মাটিৰ আৰ্দ্ৰতা বৃদ্ধি,जमिनीतील ओलावा वाढणे
মাটিৰ আৰ্দ্ৰতাৰ ঘাটি,जमिनीतील आर्द्रतेची कमतरता
মাটিৰ আকৃতিবিজ্ঞান,माती आकारविज्ञान
মাটিৰ কণা,मातीचा कण
মাটিৰ পৰ্যায়,मातीचा टप्पा
মাটিৰ প্ৰফাইল,माती प्रोफाइल
মাটিৰ বিক্ৰিয়া,मातीची प्रतिक्रिया
মাটি পৃথক হয়,माती वेगळी होते
মাটিৰ শৃংখলা,माती मालिका
মাটিৰ দ্ৰৱ,माती समाधान
মাটিৰ গঠন,मातीची रचना
মাটিৰ টেক্সচাৰ,मातीचा पोत
মাটিৰ প্ৰকাৰ,मातीचा प्रकार
ছলুম,सोलम
শোষণ,वर्गीकरण
Spalls,spalls
নিৰ্দিষ্ট আয়ন প্ৰভাৱ,विशिष्ट आयन प्रभाव
বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম,स्क्वेअर कोर्स्ड रबल चिनाई
বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম,चौरस नियमित कोर्स्ड मलबा दगडी बांधकाम
স্থিৰ প্ৰবাহ,स्थिर प्रवाह
ফিচফিচাই ষ্টেপ কৰিলে,स्टेप्ड फ्लॅशिंग
আঠাযুক্ততা,चिकटपणा
ষ্টিক পইণ্ট,स्टिकिंग पॉइंट
শিল,दगड
স্লপ হেণ্ড মল্ডিং,स्लॉप हात मोल्डिंग
ষ্ট্ৰেপ হিঞ্জ,पट्टा बिजागर
ষ্ট্ৰ’ বৰ্ড,स्ट्रॉ बोर्ड
নিজৰা,प्रवाह
চাপ,ताण
ষ্ট্ৰেচাৰ,स्ट्रेचर
ষ্ট্ৰেচাৰ বণ্ড,स्ट्रेचर बाँड
ষ্ট্ৰেচাৰ কোৰ্চ,स्ट्रेचर कोर्स
তাঁৰ,स्ट्रिंग
ষ্ট্ৰিং কোৰ্চ,स्ट्रिंग कोर्स
গঠন কাৰক,रचना घटक
গঠন সূচকাংক,रचना निर्देशांक
ষ্টুকো,स्टुको
ষ্টড,स्टड
ষ্টাইলবেট,स्टायलोबेट
উপ মাটি,पोट माती
উপ গঠন,उप रचना
যোগফল বক্ৰ,बेरीज वक्र
সূৰ্য্যৰ মাইকা,सूर्य अभ्रक
চুপাৰ ষ্ট্ৰাকচাৰ,सुपर रचना
জৰীপকাৰী,सर्वेक्षक
S-মান,एस-मूल्य
লুট,स्वॅग
হাঁসৰ ডিঙি,हंस मान
তম্বু,तंबू
টেবুল হেণ্ড মল্ডিং,टेबल हँड मोल्डिंग
টেংকিং,टँकिंग
টেম্পিয়েট্টো,टेम्पिएट्टो
টেম্পাৰিং,टेंपरिंग
টেমপ্লেট,साचा
টেমপ্লেট,साचा
টেপিডাৰিয়াম,Tepidarium
টেৰাকোটা,टेराकोटा
টেৰা ৰোজা,टेरा रोझा
টেৰাজো,टेराझो
টেট্ৰা ষ্টাইল,टेट्रा शैली
থ্ৰেছহ&#39;ল্ড সীমা মান,थ्रेशोल्ड मर्यादा मूल्य
নেলু,घसा
শিলৰ মাজেৰে,दगडातून
জোৱাৰ-ভাটাৰ অৱবাহিকা,भरतीचे खोरे
টাই বাৰ,टाई बार
টাই বিম,टाय बीम
টাই ৰড,टाय रॉड
তিৰছ,तीर्स
সহনশীলতা,सहिष्णुता
দাঁত ওলোৱা,दात काढणे
ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি,वरची माती किंवा पृष्ठभागाची माती
মুঠ ছিদ্ৰতা,एकूण सच्छिद्रता
ট্ৰেচাৰী,ट्रेसरी
ট্ৰেইন ৰেজিষ্টেন্স,ट्रेन प्रतिकार
ট্ৰেন্সেপ্ট,ट्रान्सेप्ट
সংক্ৰমণকালীন মাটি,संक्रमणकालीन माती
ট্ৰেন্সম,ट्रान्सम
পৰিবহণ মাটি,वाहतूक माती
ট্ৰিবিউটাৰী,उपनदी
ট্ৰাইফ’ৰিয়াম,ट्रायफोरियम
ট্ৰিগ্লিফ,ट्रायग्लिफ
ছেদ কৰা মাটি,कापलेली माती
অশান্ত প্ৰবাহ,अशांत प्रवाह
টাৰেট,बुर्ज
টিম্পাৰ num,Tympar संख्या
চূড়ান্ত বহন ক্ষমতা,अंतिम पत्करण्याची क्षमता
চূড়ান্ত ph,अंतिम पीएच
আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম,uncoursed यादृच्छिक भंगार दगडी बांधकाम
আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম,Uncoursed स्क्वेअर मलबे दगडी बांधकाम
আণ্ডাৰক্ৰফ্ট,अंडरक्रॉफ्ट
ভৰোৱা নোহোৱা ছিদ্ৰতা,अपूर्ण सच्छिद्रता
একেধৰণৰ প্ৰবাহ,एकसमान प्रवाह
ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট,युनिट फ्रेम प्रकार मचान
অনুত্পাদনশীল কাম,अनुत्पादक काम
অসংপৃক্ত মাটি,असंतृप्त माती
অস্থিৰ প্ৰবাহ,अस्थिर प्रवाह
প্লাষ্টিকৰ ওপৰৰ সীমা,वरची प्लास्टिक मर्यादा
উপত্যকাৰ নালা,दरी गटर
ভল্ট,तिजोरी
ভেটেৰিয়াম,व्हेटेरिअम
বায়ু চলাচল কৰা,वायुवीजन
ভেন্টিলেটৰ,व्हेंटिलेटर
ভেৰামদহ,वरमदाह
ভেষ্টিবুল,वेस्टिब्युल
ভিলা,व्हिला
