Kannada,Malayalam
ರಾಸಾಯನಿಕ ಯುದ್ಧ,രാസയുദ്ധം
ಚೆಸ್ಟರ್,ചെസ്റ്റർ
ಮುಖ್ಯಸ್ಥ,മുഖ്യൻ
ಮುಖ್ಯಸ್ಥ,തലവൻ
ಮುಖ್ಯಸ್ಥ,തലവൻ
ಮುಖ್ಯಸ್ಥ,തലവൻ
ಚಿಫೋನ್,ഷിഫോൺ
ಅಶ್ವದಳ,ധീരത
ಆಯ್ಕೆಮಾಡಿದ ಜನರು,തിരഞ്ഞെടുത്ത ആളുകൾ
ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್,ക്രിസ്മോഗ്രാഫിയോൺ
ಕ್ರೈಸ್ತಪ್ರಪಂಚ,ക്രൈസ്തവലോകം
ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ,ക്രിസ്ത്യൻ യുഗം
ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ,ക്രിസ്ത്യൻ സോഷ്യലിസം
ಕ್ರಾನಿಕಲ್,ക്രോണിക്കിൾ
ಕ್ರಾನಿಕಲ್,ക്രോണിക്ലർ
ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್,ക്രൈസ് ചെർസോണീസ്
ಸಿಮೆಲಿಯಮ್,സിമിലിയം
ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ,സിൻക്വെസെന്റോ സ്റ്റൈൽ
ಪ್ರದಕ್ಷಿಣೆ,പ്രദക്ഷിണം
ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ,സിസ്റ്റെർസിയൻ സന്യാസി
ಸಿಟಾಡೆಲ್,കോട്ട
ಉಲ್ಲೇಖ,അവലംബം
ಉಲ್ಲೇಖ,അവലംബം
ನಾಗರಿಕ ಅಸಹಕಾರ,നിയമലംഘനം
ಅಂತರ್ಯುದ್ಧ,ആഭ്യന്തരയുദ്ധം
ಸಿವಿಸ್ ರೋಮನಸ್,സിവിസ് റൊമാനസ്
ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು,ക്ലാസിക്കൽ പ്രായം
ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್),ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്)
ಕ್ಲೆರಿಕಲಿಸಂ,പൗരോഹിത്യം
ಕ್ಲರುಚ್,ക്ലറച്ച്
ಕ್ಲಿನಿಯಾಕ್ ಚಲನೆ,ക്ലൂനിയാക് പ്രസ്ഥാനം
ಕೋಟ್ ರಕ್ಷಾಕವಚ,കോട്ട് കവചം
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,കോട്ട് ഓഫ് ആംസ്
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,കോട്ട് ഓഫ് ആംസ്
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,കോട്ട് ഓഫ് ആംസ്
ಕೋಟ್ ಆಫ್ ಮೇಲ್,കോട്ട് ഓഫ് മെയിൽ
ಕೋಹಾರ್ಟ್,കോഹോർട്ട്
ಕಾಮಿಟಿಯಾ,കോമിറ്റിയ
ಕಾಮಿಟಿಯಾ ಸೆಂಚುರಿಯಾಟಾ,കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ
ಕಮಿಟಿಯಾ ಕ್ಯುರಿಯಾಟಾ,കോമിറ്റിയ ക്യൂറിയാറ്റ
ಕಮಿಟಿಯಾ ಟ್ರಿಬುಟಾ,കോമിറ്റിയ ട്രിബ്യൂട്ട
ಸ್ಮರಣಾರ್ಥ ಕಮಾನು,സ്മാരക കമാനം
ಸ್ಮರಣಾರ್ಥ ನಾಣ್ಯ,സ്മാരക നാണയം
ಸ್ಮರಣಾರ್ಥ ಮುದ್ರೆ,സ്മരണിക മുദ്ര
ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ,പൊതുവായ ഫീൽഡ്
ಕಮ್ಯುನಾರ್ಡ್,കമ്മ്യൂണർഡ്
ಕಾನ್ಕಾರ್ಡಾಟ್,കോൺകോർഡാറ്റ്
ಕಾನ್ಕಾರ್ಡಾಟ್,കോൺകോർഡാറ്റ്
ಕಾಂಡೋಟಿಯರ್,കൊണ്ടോട്ടിയർ
ದೃಢೀಕರಣ ಕಾರ್ಟಾರಮ್,സ്ഥിരീകരണം Cartarum
ಸಂಘರ್ಷ,സംഘർഷം
ಸಭೆ,സഭ
ರಾಜ್ಯವನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,കീഴടക്കുന്ന സംസ്ഥാനം
ವಿಜಯಶಾಲಿ,ജേതാവ്
ವಿಜಯಶಾಲಿ,വിജയി
ಕಾನ್ಸಿಲಿಯಮ್,കോൺസിലിയം
ಸಂಯೋಜಿತ,കോൺസ്റ്ററി
ಪಿತೂರಿ,ഗൂഢാലോചന
ಪಿತೂರಿ,ഗൂഢാലോചന
ದೂತಾವಾಸ,കോൺസുലേറ്റ്
ಸಮಾಲೋಚನೆ ಪುಸ್ತಕ,കൺസൾട്ടേഷൻ പുസ്തകം
ಕಾಂಟಿನೆಂಟಲ್ ಸಿಸ್ಟಮ್,കോണ്ടിനെന്റൽ സിസ്റ്റം
ಕನ್ವೆನ್ಷನ್ ಪಾರ್ಲಿಮೆಂಟ್,കൺവെൻഷൻ പാർലമെന്റ്
ಕಾಪರ್ ಹೆಡ್ಸ್ (=ಶಾಂತಿ ಪ್ರಜಾಪ್ರಭುತ್ವವಾದಿಗಳು),കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ)
ಕಾಪಿಹೋಲ್ಡ್,കോപ്പിഹോൾഡ്
ಕಾರ್ಡನಿಂಗ್,കോർഡനിംഗ്
ಕರೋನಾ,കൊറോണ
ಪಟ್ಟಾಭಿಷೇಕ,കിരീടധാരണം
ಪಟ್ಟಾಭಿಷೇಕದ ಕಲ್ಲು,കിരീടധാരണ കല്ല്
ಕಾರ್ಪಸ್,കോർപ്പസ്
ಕೋರ್ಸೇರ್,കോർസെയർ
ಕೋರ್ಸೇರ್,കോർസെയർ
ಕಾರ್ಸೆಟ್ (=ಕಾರ್ಸೆಲೆಟ್),കോർസെറ്റ് (=കോർസെലെറ്റ്)
ಕಾರ್ಟೆಸ್,കോർട്ടെസ്
ಕೋಟರ್ (=ಕೋಟಿಯರ್),കോട്ടർ (=കോട്ടിയർ)
ಕೋಟರ್ (=ಕೋಟಿಯರ್),കോട്ടർ (=കോട്ടിയർ)
ಕೌಂಟ್ ಪ್ಯಾಲಟಿನೇಟ್,പാലറ്റിനേറ്റ് എണ്ണുക
ಹಳ್ಳಿ ಮನೆ,നാടൻ വീട്
ಕೌಂಟಿ,കൗണ്ടി
ಕೌಂಟಿ ಬರೋ,കൗണ്ടി ബറോ
ಕೌಂಟಿ ನ್ಯಾಯಾಲಯಗಳು,കൗണ്ടി കോടതികൾ
ಕೌಂಟಿ ಪ್ಯಾಲಟೈನ್,കൗണ്ടി പാലറ്റൈൻ
ನ್ಯಾಯಾಲಯ,കോടതി
ನ್ಯಾಯಾಲಯ,കോടതി
ನ್ಯಾಯಾಲಯದ ಸುತ್ತೋಲೆ,കോടതി സർക്കുലർ
ನ್ಯಾಯಾಲಯದ ಶಿಷ್ಟಾಚಾರ,കോടതി മര്യാദകൾ
ಆಸ್ಥಾನಿಕ,കോർട്ടിയർ
ಕ್ಯಾಸೇಶನ್ ನ್ಯಾಯಾಲಯ,കാസേഷൻ കോടതി
ನಿರ್ದೇಶಕರ ನ್ಯಾಯಾಲಯ (EIC),കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC)
ಮಾಲೀಕರ ನ್ಯಾಯಾಲಯ,ഉടമസ്ഥരുടെ കോടതി
ಆಸ್ಥಾನ ಕವಿ,കോടതി കവി
ಒಪ್ಪಂದದ ಕ್ಯಾಮರೋನಿಯನ್ನರು,ഉടമ്പടി കാമറോണിയക്കാർ
ಕ್ರೌನ್,കിരീടം
ಕ್ರೌನ್,കിരീടം
ಕ್ರೌನ್,കിരീടം
ಕ್ರೌನ್ ಭೂಮಿ,കിരീട ഭൂമി
ಕ್ರೌನ್ ಭೂಮಿ,കിരീട ഭൂമി
ಕ್ರೌನ್ ಪ್ರಿನ್ಸ್,കിരീടാവകാശി
ಧರ್ಮಯುದ್ಧ,കുരിശുയുദ്ധം
ಕ್ರುಸೇಡರ್,കുരിശുയുദ്ധക്കാരൻ
ಕ್ರಿಪ್ಟೋಗ್ರಾಮ್,ക്രിപ്റ്റോഗ്രാം
ಕ್ಯುರಾಸ್,ക്യൂറാസ്
ಕ್ಯುರಾಸಿಯರ್,ക്യൂറാസിയർ
ಆರಾಧನಾ ದೇವತೆ,ആരാധനാ ദേവത
ಕ್ಯೂರಿಯಾ,കൂരിയ
ಕ್ಯೂರಿಯಾ,കൂരിയ
ಜಾರಿಸಂ,സാറിസം
ಡಾರ್ಕ್ ಖಂಡ,ഇരുണ്ട ഭൂഖണ്ഡം
ತೀರ್ಪಿನ ದಿನ,വിധി ദിവസം
ತೀರ್ಪಿನ ದಿನ,വിധി ദിവസം
ಡೀನ್,ഡീൻ
ದಶಕ,ദശാബ്ദം
ಡೆನಾರಿಯಸ್,ഡെനാറിയസ്
ಪದಚ್ಯುತ ದೊರೆ,സ്ഥാനഭ്രഷ്ടനായ രാജാവ്
ಹಾಳುಮಾಡು,നശിപ്പിക്കുക
ಹಾಳಾಗುವಿಕೆ,നാശം
ಸಿಂಹಾಸನವನ್ನು ಇಳಿಸು,സിംഹാസനസ്ഥനാക്കുക
ಡೈಡೆಮ್,ഡയഡം
ಡೈಡೆಮ್,ഡയഡം
ಡೈಡೆಮ್,ഡയഡം
ಡಯಾಸಿಯಾ,ഡയസിയ
ಡಿಕಾಸ್ಟರಿಯಮ್,ഡികാസ്റ്റീരിയം
ಡಿಲುವಿಯಲಿಸ್ಟ್,ഡിലുവിയലിസ്റ്റ്
ಧರ್ಮಪ್ರಾಂತ್ಯ,രൂപത
ಧರ್ಮಪ್ರಾಂತ್ಯ,രൂപത
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
ದಿರ್ಹಮ್,ദിർഹം
ವಿಶ್ವಾಸದ್ರೋಹಿ,വിശ്വസ്തതയില്ലാത്ത
ವಿಶ್ವಾಸದ್ರೋಹಿ,വിശ്വസ്തതയില്ലാത്ത
ವಿಳಂಬದ ಸಿದ್ಧಾಂತ,വീഴ്ചയുടെ സിദ്ധാന്തം
ಡಾಕ್ಯುಮೆಂಟ್,പ്രമാണം
ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ,ഡോക്യുമെന്ററി തെളിവുകൾ
ಡೋಮ್ಸ್‌ಡೇ ಪುಸ್ತಕ,ഡോംസ്‌ഡേ ബുക്ക്
ಕಾನ್ಸ್ಟಂಟೈನ್ ಕೊಡುಗೆ,കോൺസ്റ്റന്റൈന്റെ സംഭാവന
ಡೂಮ್,വിധി
ವರದಕ್ಷಿಣೆ ರಾಣಿ,സ്ത്രീധന രാജ്ഞി
ಡ್ರ್ಯಾಗನ್,ഡ്രാഗൺ
ಡ್ರೋಮೆಡಿಯನ್,ഡ്രോമെഡേറിയൻ
ಡ್ರೊಮೆಡರಿ,ഡ്രോമെഡറി
ಡ್ರೊಮಂಡ್,ഡ്രോമണ്ട്
ದ್ವಂದ್ವ,ഇരട്ട
ಉಭಯ ಮೈತ್ರಿ,ഇരട്ട സഖ്യം
ಡ್ಯುಯಲ್ ಎಂಟೆಂಟೆ,ഡ്യുവൽ എന്റന്റ്
ಉಭಯ ವ್ಯವಸ್ಥೆ (=ದ್ವಿ ಸರ್ಕಾರ),ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ)
ಡ್ಯೂಕ್,ഡ്യൂക്ക്
ಡುಮಾ,ഡുമ
ಕುಬ್ಜ ಅವತಾರ,വാമനാവതാരം
ರಾಜವಂಶ,രാജവംശം
ರಾಜವಂಶ,രാജവംശം
ಹದ್ದು,കഴുകൻ
ಹಿರಿಯ ಮನುಷ್ಯ,മൂപ്പൻ
ಅರ್ಲ್,ഏൾ
ಅರ್ಲ್ಡಮ್,എർൾഡം
ಆರಂಭಿಕ ಗುಪ್ತರು,ആദ്യകാല ഗുപ്തർ
ಆರಂಭಿಕ (ಐತಿಹಾಸಿಕ) ತಾಣಗಳು,ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ
ಆರಂಭಿಕ ವೇದ ಕಾಲ,ആദ്യകാല വേദകാലം
ಎಕ್ಲೇಷಿಯಾ,എക്ലീസിയ
ಮರುಸ್ಥಾಪನೆಯ ಶಾಸನ,തിരിച്ചടവിന്റെ ശാസന
ಎಂಟು ಪಟ್ಟು ಮಾರ್ಗ,എട്ട് മടക്ക പാത
ಹಿರಿಯರು,മൂപ്പന്മാർ
ಹಿರಿಯ ರಾಜಕಾರಣಿ (=ಜೆರೋ),മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ)
ಆನೆ ಮೇಡು,എലിഫന്റ് ഗോഡ്
ಹನ್ನೊಂದು ವರ್ಷಗಳ ದಬ್ಬಾಳಿಕೆ,പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം
ಎಲಿಸೇ (=ಎಲಿಸೀ),എലിസെ (=എലിസീ)
ಆವರಣ ಚಳುವಳಿ,എൻക്ലോഷർ പ്രസ്ഥാനം
ಎನ್ಸೈಕ್ಲಿಕಲ್,വിജ്ഞാനകോശം
ಎನ್ಸೈಕ್ಲೋಪೀಡಿಸ್ಟ್ ಚಳುವಳಿ,എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം
ಎಂಟೆಂಟೆ,എന്റന്റെ
ಎಂಟೆಂಟೆ ಕಾರ್ಡಿಯಾಲ್,എന്റെ ഹൃദയം
ಸಿಂಹಾಸನ,സിംഹാസനം
ಪರಿವಾರ,പരിവാരം
ಎಫೋಡ್,എഫോദ്
ಎಫೋರ್,എഫോർ
ಮಹಾಕಾವ್ಯ ಯುಗ,ഇതിഹാസ യുഗം
ಮಹಾಕಾವ್ಯದ ನಾಯಕ,ഇതിഹാസ നായകൻ
ಎಪಿಗ್ರಾಫ್,എപ്പിഗ്രാഫ്
ಎಪಿಸ್ಕೋಪಸಿ,എപ്പിസ്കോപ്പസി
ಎಪಿಸ್ಕೋಪೇಟ್,എപ്പിസ്കോപ്പ
ಸಂಚಿಕೆ,എപ്പിസോഡ്
ಯುಗ,യുഗം
ಯುಗ ನಿರ್ಮಾಣದ ಘಟನೆ,യുഗനിർമ്മാണ സംഭവം
ಯುಗಪುರುಷ,യുഗനിർമ്മാതാവ്
ನಾಮಪದ,പേരുനാമം
ಇಕ್ವೆರಿ,ഇക്വറി
ಇಕ್ವೆರಿ,ഇക്വറി
ಅಶ್ವಾರೋಹಿ ಪ್ರತಿಮೆ,കുതിരസവാരി പ്രതിമ
ಯುಗ,യുഗം
ಎರ್ಗಸ್ಟುಲಮ್,എർഗസ്റ്റുലം
ಯೂಕರಿಸ್ಟ್,ദിവ്യബലി
ಸುವಾರ್ತಾಬೋಧನೆ,ഇവാഞ്ചലിസം
ಇವಾಂಜೆಲಿಕಲ್ ಚಳುವಳಿ,സുവിശേഷ പ്രസ്ഥാനം
ಸುವಾರ್ತಾಬೋಧಕ,സുവിശേഷകൻ
ಎಕ್ಸಾರ್ಚ್,എക്സാർച്ച്
ಎಕ್ಸಿಲಾರ್ಚ್,എക്സിലാർക്ക്
ಫಾಲಂಗಿಸ್ಟ್,ഫലാങ്കിസ്റ്റ്
ತಂದೆ ಭೂಮಿ,പിതൃഭൂമി
ತಂದೆ ಭೂಮಿ,പിതൃഭൂമി
ಫೆರಿಯಾ,ഫെരിയേ
ಫೆಟಿಶ್,ഫെറ്റിഷ്
ಊಳಿಗಮಾನ್ಯ ಹಿಡುವಳಿಗಳು,ഫ്യൂഡൽ ഹോൾഡിംഗ്സ്
ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ (=ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ),ഫ്യൂഡലിസം (=ഫ്യൂഡൽ സമ്പ്രദായം)
ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ,ഫ്യൂഡൽ സമ്പ്രദായം
ಊಳಿಗಮಾನ್ಯ,ഫ്യൂഡറി
ಫಿಡೆ ಡಿಫೆನ್ಸರ್ (=ನಂಬಿಕೆಯ ರಕ್ಷಕ),ഫിഡെ ഡിഫൻസർ (=വിശ്വാസത്തിന്റെ സംരക്ഷകൻ)
ಫೈಫ್,ഫൈഫ്
ಕ್ಷೇತ್ರ ವ್ಯವಸ್ಥೆ,ഫീൽഡ് സിസ്റ്റം
ಹದಿನೈದನೇ ತೆರಿಗೆ,പതിനഞ്ചാമത്തെ നികുതി
ಚಿತ್ರ ತಲೆ,ചിത്ര തല
ಫಿನ್ ಡಿ ಸೈಕಲ್,ഫിൻ ഡി സൈക്കിൾ
ಬೆಂಕಿ ತಿನ್ನುವವನು,തീ തിന്നുന്നവൻ
ಐದು ಮೈಲಿ ಕಾಯಿದೆ,അഞ്ച് മൈൽ നിയമം
ಧ್ವಜ,പതാക
ಫ್ಲೇಮೆನ್ ಡಯಾಲಿಸ್,ഫ്ലെമെൻ ഡയാലിസ്
ಫ್ಲೇಮೆನ್ ಮಾರ್ಟಿಯಾಲಿಸ್,ഫ്ലമെൻ മാർട്ടിയാലിസ്
ಉರಿಯುವ ಟಾರ್ಚ್,ജ്വലിക്കുന്ന ടോർച്ച്
ಪಾರ್ಶ್ವ,പാർശ്വഭാഗം
ಪಾರ್ಶ್ವ ಚಲನೆ,ഫ്ലാങ്കിംഗ് ചലനം
ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿರುವ ನಾಗರಿಕತೆ,അഭിവൃദ്ധി പ്രാപിക്കുന്ന നാഗരികത
ಫ್ಲೂವಿಯಲಿಸ್ಟಿಕ್ ನಂಬಿಕೆ,ഫ്ലൂവിയലിസ്റ്റിക് വിശ്വാസം
ಜನಪದ ದೇವರು,നാടോടി ദൈവം
ಜನಪದ ದೇವತೆ,നാടോടി ദേവത
ಜಾನಪದ ಸ್ಮರಣೆ,നാടോടി ഓർമ്മ
ಜಾನಪದ ಪುರಾಣ (=ಜಾನಪದ),നാടോടി മിത്ത് (=നാടോടിക്കഥ)
ಆಹಾರ ಹುಡುಕುವುದು,തീറ്റ കണ്ടെത്തുന്നു
ಮುನ್ನುಗ್ಗಿ,ഫോറേ
ಮುಂದಾಳು,മുൻഗാമി
ಪೂರ್ವಜ,പൂർവ്വപിതാവ്
ಮುಂದಾಳು,മുൻഗാമി
ನಿರಾಶಾದಾಯಕ ಭರವಸೆ,കൈവിട്ട പ്രതീക്ഷ
ರಚನಾತ್ಮಕ ಹಂತ,രൂപീകരണ ഘട്ടം
ಕೋಟೆ,കോട്ട
ಕೋಟೆ,കോട്ടകെട്ടൽ
ಕೋಟೆಯ ಪಟ್ಟಣ,ഉറപ്പുള്ള പട്ടണം
ಕೋಟೆ,കോട്ട
ಫಾರ್ಚುನಾ,ഫോർച്യൂണ
ಫೋರಮ್ ರೋಮನಮ್,ഫോറം റൊമാനം
ಫ್ರಾನ್ಸಿಸ್ಕನ್,ഫ്രാൻസിസ്കൻ
ಫ್ರಾಂಕ್ಲಿನ್,ഫ്രാങ്ക്ലിൻ
ಭ್ರಾತೃಹತ್ಯಾ ಯುದ್ಧ,സഹോദരീഹത്യ യുദ്ധം
ಉಚಿತ ಚರ್ಚ್,സ്വതന്ത്ര പള്ളി
ಫ್ರೀಹೋಲ್ಡರ್,ഫ്രീഹോൾഡർ
ಸ್ವತಂತ್ರ ಸೈನಿಕ,സ്വതന്ത്ര സൈനികൻ
ಸ್ವತಂತ್ರ ಸೈನಿಕ,സ്വതന്ത്ര സൈനികൻ
ಫ್ರೀಮನ್,ഫ്രീമാൻ
ಫ್ರೀಮನ್,ഫ്രീമാൻ
ಫ್ರೀಪಾಸ್,സൗജന്യ പ്രവേശനം
ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ,ഫ്രഞ്ച് വിപ്ലവം
ಫ್ರಿಯರ್,ഫ്രയർ
ಫ್ರೇಸಿಯನ್ ಕೂಲಿ ಸೈನಿಕರು,ഫ്രാസിയൻ കൂലിപ്പടയാളികൾ
ಗಡಿನಾಡಿನ ಮನುಷ್ಯ,അതിർത്തിയിലെ മനുഷ്യൻ
ಗ್ಯಾಲಿಯನ್,ഗാലിയൻ
ಗ್ಯಾಲಿಕನ್ (=ಗ್ಯಾಲಿಕಾನಿಸ್ಟ್),ഗാലിക്കൻ (=ഗല്ലിക്കനിസ്റ്റ്)
ಗ್ಯಾಲಿಕಾನಿಸಂ,ഗാലിക്കനിസം
ಗ್ಯಾರಿಸನ್,ഗാരിസൺ
ಗೌಲ್,ഗൗൾ
ಗೌಂಟ್ಲೆಟ್,ഗൗണ്ട്ലെറ്റ്
ಗೌಂಟ್ಲೆಟ್,ഗൗണ്ട്ലെറ്റ്
ಗೆಜೆಬೋ,ഗസീബോ
ಗೆಜೆಬೋ,ഗസീബോ
ಗೆಜೆಬೋ,ഗസീബോ
ವಂಶಾವಳಿಯ ಇತಿಹಾಸ,വംശാവലി ചരിത്രം
ವಂಶಾವಳಿಯ ದಾಖಲೆ,വംശാവലി രേഖ
ವಂಶಾವಳಿಯ ಕೋಷ್ಟಕ,വംശാവലി പട്ടിക
ವಂಶಾವಳಿಯ ಮರ,വംശാവലി വൃക്ഷം
ವಂಶಾವಳಿ,വംശാവലി
ವಂಶಾವಳಿ,വംശാവലി
ಪೀಳಿಗೆ,തലമുറ
ನರಮೇಧ,വംശഹത്യ
ಅನ್ಯಜಾತಿ,വിജാതീയൻ
ಅನ್ಯಜಾತಿ,വിജാതീയൻ
ಅನ್ಯಜಾತಿ,വിജാതീയൻ
ಅನ್ಯಜಾತಿ,വിജാതീയൻ
ಘೆಟ್ಟೋ,ഗെട്ടോ
ಘೆಟ್ಟೋ,ഗെട്ടോ
ಗಿಬೆಟ್,ഗിബെറ്റ്
ಗಿಲ್ಡ್ (=ಗಿಲ್ಡ್),ഗിൽഡ് (=ഗിൽഡ്)
ಗ್ಲಾಡಿಯೇಟರ್,ഗ്ലാഡിയേറ്റർ
ಅದ್ಭುತ ಕ್ರಾಂತಿ,മഹത്തായ വിപ്ലവം
ಗೋಲ್ಡನ್ ಹಾರ್ಡ್,ഗോൾഡൻ ഹോർഡ്
ಮಹಾಮೈತ್ರಿಕೂಟ,മഹാസഖ്യം
ಗ್ರ್ಯಾಂಡಿ,ഗ്രാൻഡീ
ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್,ഗ്രാൻഡ് സിഗ്നർ
ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್,ഗ്രാൻഡ് സിഗ്നർ
ಮಹಾ ಅಂತರ್ಯುದ್ಧ,മഹത്തായ ആഭ്യന്തരയുദ്ധം
ಮಹಾ ನಿರ್ಗಮನ (ಬುದ್ಧನ),മഹത്തായ പുറപ്പാട് (ബുദ്ധന്റെ)
ಬೃಹತ್ ಭಾರತ,ഗ്രേറ്റർ ഇന്ത്യ
ಗ್ರೇಟ್ ಹೆಲ್ಲಾಸ್,ഗ്രേറ്റ് ഹെല്ലസ്
ಗ್ರೇಟ್ ಹೋರ್ಡ್,വലിയ സംഘം
ಮಹಾತ್ಯಾಗ (=ಮಹಾನ್ ನಿರ್ಗಮನ),മഹത്തായ ത്യാഗം (=വലിയ പുറപ്പാട്)
ಗ್ರೇಟ್ ಸೀಲ್,വലിയ മുദ്ര
ಗ್ರೇಟ್ ಟ್ರ್ಯಾಕ್,വലിയ ട്രാക്ക്
ದೊಡ್ಡ ವಾಹನ,വലിയ വാഹനം
ಚೀನಾದ ಮಹಾಗೋಡೆ,ചൈനീസ് വന്മതില്
ಗ್ರೀವ್,ഗ്രേവ്
ಗಾರ್ಡ್-ಚೇಂಬರ್,ഗാർഡ് ചേംബർ
ಗಾರ್ಡ್-ಚೇಂಬರ್,ഗാർഡ് ചേംബർ
ಗಾರ್ಡ್-ಚೇಂಬರ್,ഗാർഡ് ചേംബർ
ಗುಪ್ತರು,ഗുപ്തർ
ಹ್ಯಾಜಿಯೋಗ್ರಫಿ,ഹാജിയോഗ്രാഫി
ಹ್ಯಾಜಿಯೋಗ್ರಫಿ,ഹാജിയോഗ്രാഫി
ಹ್ಯಾಜಿಯಾಲಜಿ,ഹാജിയോളജി
ಹ್ಯಾಜಿಯಾಲಜಿ,ഹാജിയോളജി
ಖಾಸಗಿ ಪ್ರೇಕ್ಷಕರ ಹಾಲ್,സ്വകാര്യ പ്രേക്ഷകരുടെ ഹാൾ
ಸಾರ್ವಜನಿಕ ಪ್ರೇಕ್ಷಕರ ಸಭಾಂಗಣ,പൊതു പ്രേക്ഷകരുടെ ഹാൾ
ಹ್ಯಾಚ್ಮೆಂಟ್,ഹാച്ച്മെന്റ്
ಹೀತೆನ್,ഹീതൻ
ಹೀಥೆನ್,ഹീതൻ
ಹೀಥೆನಿಸಂ,ഹീതനിസം
ಹೆಗಿರಾ (ಹೆಜೆರಾ),ഹെഗിറ (ഹെജേര)
ಹೆಲೆನಿಸಂ,ഹെല്ലനിസം
ಹೆಲೋಟ್,ഹെലോട്ട്
ಹೆರಾಲ್ಡ್ರಿ,ഹെറാൾഡ്രി
ಪರಂಪರೆ,പൈതൃകം
ಚಿತ್ರಲಿಪಿಯ ರೇಖೀಯ ಅಕ್ಷರಗಳು,ഹൈറോഗ്ലിഫിക് ലീനിയർ പ്രതീകങ്ങൾ
ಚಿತ್ರಲಿಪಿ ಲಿಪಿ,ഹൈറോഗ്ലിഫിക് ലിപി
ಹೈ ಚರ್ಚ್,ഉയർന്ന പള്ളി
ಹೈ ಲ್ಯಾಂಡರ್,ഉയർന്ന ലാൻഡർ
ಹಿಂದೂ ಧರ್ಮ,ഹിന്ദുമതം
ಇತಿಹಾಸಕಾರ,ചരിത്രകാരൻ
ಇತಿಹಾಸಕಾರ,ചരിത്രകാരൻ
ಐತಿಹಾಸಿಕ ಭೌತವಾದ,ചരിത്രപരമായ ഭൗതികവാദം
ಐತಿಹಾಸಿಕ ಯುಗ,ചരിത്ര യുഗം
ಐತಿಹಾಸಿಕ ಗಡಿ,ചരിത്രപരമായ അതിർത്തി
ಇತಿಹಾಸಕಾರ,ചരിത്രകാരൻ
ಇತಿಹಾಸಕಾರ,ചരിത്രകാരൻ
ಇತಿಹಾಸಶಾಸ್ತ್ರ,ചരിത്രരചന
ಇತಿಹಾಸಶಾಸ್ತ್ರ,ചരിത്രരചന
ಇತಿಹಾಸ,ചരിത്രം
ಹಿಟ್ಟೈಟ್ ಸಾಮ್ರಾಜ್ಯ,ഹിറ്റൈറ്റ് സാമ്രാജ്യം
ಪವಿತ್ರ ಮೈತ್ರಿ,വിശുദ്ധ സഖ്യം
ಪವಿತ್ರ ನಗರ,വിശുദ്ധ നഗരം
ಪವಿತ್ರ ನಗರ,വിശുദ്ധ നഗരം
ಪವಿತ್ರ ಭೂಮಿ,പുണ്യ സ്ഥലം
ಪವಿತ್ರ ಭೂಮಿ,പുണ്യ സ്ഥലം
ಹೋಲಿ ಲೀಗ್,ഹോളി ലീഗ്
ಹೋಲಿ ಲೀಗ್,ഹോളി ലീഗ്
