Malayalam,English
ക്യാമറ കവറേജ്,Camera coverage
ക്യാമറ ലൈൻ-അപ്പ്,Camera line-up
ക്യാമറ ട്യൂബ്,Camera tube
മേലാപ്പ്,Canopy
കഴിവ്,Capability
കപ്പാസിറ്റാൻസ്,Capacitance
കപ്പാസിറ്റീവ് ലോഡ്,Capacitive load
കപ്പാസിറ്റീവ് പ്രതികരണം,Capacitive reactance
കപ്പാസിറ്റർ,Capacitor
കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ,Capacitor input filter
താണി,Capacity
കാപ്സ്യൂൾ,Capsule
അടിക്കുറിപ്പ്,Caption
ക്യാപ്ചർ ഇഫക്റ്റ്,Capture effect
ചീട്ട്,Card
കാർഡിയോയിഡ്,Cardioid
കാർഡിയോയിഡ് മൈക്രോഫോൺ,Cardioid microphone
വാഹകന്,Carrier
കാരിയർ ആവൃത്തി,Carrier frequency
കാരിയർ ഫ്രീക്വൻസി ഷിഫ്റ്റ്,Carrier frequency shift
കാരിയർ പവർ,Carrier power
കാരിയർ സെൻസ് സിഗ്നൽ,Carrier sense signal
കാരിയർ സംവേദനക്ഷമത,Carrier sensitivity
കാരിയർ വേർപിരിയൽ,Carrier separation
കാരിയർ ഷിഫ്റ്റ്,Carrier shift
കാരിയർ സ്പെയ്സിംഗ്,Carrier spacing
കാരിയർ അടിച്ചമർത്തൽ,Carrier suppression
കാരിയർ തരംഗം,Carrier wave
വെടിയുണ്ടക്കൂട്,Cartridge
കൊത്തുപണി,Carving
കാസ്കേഡ്,Cascade
കാസ്കേഡ് സർക്യൂട്ട്,Cascaded circuit
കാസറ്റ്,Cassette
കാസ്റ്റ് ഇരുമ്പ്,Cast iron
കാസ്റ്റിംഗ്,Casting
നാമാവലി,Catalogue
വിനാശകരമായ ഇടപെടൽ,Catastrophic interference
കാത്തഡ്,Cathode
കാഥോഡ് ഫോളോവർ,Cathode follower
കാഥോഡ് റെനോൾ,Cathode resistor
സെൽ ഫോൺ,Cellphone
സെല്ലുലാർ,Cellular
കേന്ദ്ര നിയന്ത്രണം,Central control
സെൻട്രൽ ആവൃത്തി,Central frequency
കേന്ദ്ര പ്രോസസ്സിംഗ് യൂണിറ്റ്,Central processing unit
കേന്ദ്രീകൃത ഡാറ്റാബേസ്,Centralised database
കേന്ദ്രീകൃത സംവിധാനം,Centralised system
പിഞ്ഞാണനിര്മ്മാണപരം,Ceramic
സകാരമുറി,Chamber
മാറ്റുക സ്വിച്ച്,Changeover switch
ചാനല്,Channel
ചാനൽ എൻകോഡർ,Channel encoder
ചാനൽ വേർതിരിക്കൽ,Channel separation
ചാനൽ സ്പെയ്സിംഗ്,Channel spacing
ചാനൽ സ്വിച്ചിംഗ്,Channel switching
സ്വഭാവ സവിശേഷത,Characteristic impedance
സ്വഭാവഗുണങ്ങൾ,Characteristics
ചാർജ് കാരിയർ,Charge carrier
ചാർജ് സാന്ദ്രത,Charge density
ചാർജ്ജ്,Charged
ചാർജർ,Charger
ചാർജിംഗ് വോൾട്ടേജ്,Charging voltage
അവകാശപതം,Chart
ചേസിസ്,Chasis
സല്ലാപം,Chat
കഷണം,Chip
ചോക്ക് കോയിൽ,Choke coil
ചോക്ക് ഇൻപുട്ട്,Choke input
ചോപ്പർ ആംപ്ലിഫയർ,Chopper amplifier
ക്രോമ,Chroma
ക്രോമ സാമ്പിൾ ഘടന,Chroma sampling structure
ക്രോമിനൻസ്,Chrominance
ഛായാഗ്രഹണം,Cinematography
സഞ്ചാരം,Circuit
സർക്യൂട്ട് ബോർഡ്,Circuit board
സർക്യൂട്ട് ബ്രേക്കർ,Circuit breaker
സർക്യൂട്ട് ഘടകം,Circuit element
സർക്യൂട്ട് സ്വിച്ച്,Circuit switching
സർക്യൂരി,Circuitry
വൃത്താകൃതിയിലുള്ള ചലനം,Circular motion
വൃത്താകൃതിയിലുള്ള ധ്രുവീകരണം,Circular polarization
സർക്കുലർ ഉപഗ്രഹ ഭ്രമണപഥം,Circular satellite orbit
വൃത്താകൃതിയിലുള്ള വേഗത,Circular velocity
വൃത്താകൃതിയിലുള്ള ധ്രുവീകരിച്ച ആന്റിന,Circularly polarised antenna
വൃത്താകൃതിയിലുള്ള ധ്രുവീകരണ പ്രക്ഷേപണം,Circularly polarised transmission
പഖയായ,Circulator
പചാരിക,Cladding
പട്ട,Clamp
ക്ലാമ്പിംഗ് സർക്യൂട്ട്,Clamping circuit
ക്ലാസ് ഒരു പ്രവർത്തനം,Class A operation
ക്ലാസ് സി ട്യൂൺ ആംപ്ലിഫയർ,Class C tuned amplifier
എമിഷൻ ക്ലാസ്,Class of emission
ക്ലാസിക്കൽ ഫിസിക്സ്,Classical physics
വര്ഗീകരണം,Classification
ക്ലീനിംഗ് ഏജന്റ്,Cleaning agent
വക്തമായ,Clear
ചാനൽ മായ്ക്കുക,Clear channel
ക്ലിക്കുചെയ്യുക,Click
കക്ഷി,Client
ക്ലയന്റ് ബന്ധം (സെർവർ ബന്ധം),Client relationship  (server relationship)
ക്ലിഫ് ഇഫക്റ്റ്,Cliff effect
ക്ലിപ്പ് ബോർഡ്,Clip board
ക്ലിപ്പിംഗ്,Clipping
ക്ലോക്ക് പൾസ്,Clock pulse
ക്ലോക്ക് ചെയ്ത ഫ്ലിപ്പ് ഫ്ലോപ്പ്,Clocked flip flop
ക്ലോക്ക്ഫാസിംഗ് മൈക്ക്,Clockfaced mike
ക്ലോക്ക്-ആവൃത്തി,Clock-frequency
ഘടികാരവൃത്തമായ,Clockwise
അടച്ച സർക്യൂട്ട്,Closed circuit
അടച്ച ലൂപ്പ്,Closed loop
ക്ലസ്റ്റർ,Cluster
ക്ലസ്റ്ററിംഗ്,Clustering
കോലാഹലം,Clutter
അലങ്കോല നഷ്ടം,Clutter loss
പൂശല്,Coating
അബോക്സിയൽ കേബിൾ,Coaxial cable
കോക്സിയൽ ലൈൻ,Coaxial line
അബോക്സിക് ട്രാൻസ്മിഷൻ ലൈൻ,Coaxial transmission line
സഹ ചാനല്,Co-channel
സഹകരണ ഇടപെടൽ,Co-channel interference
കോക്ലിയ,Cochlea
കോഡ്,Code
കോഡ് നമ്പർ,Code number
കോഡ് നിരക്ക്,Code rate
കോഡ് വാക്ക്,Code word
കോഡെക് (കോഡിംഗ് ഡീകോഡിംഗ്),Codec (coding decoding)
കോഡ് ചെയ്ത ഓഡിയോ,Coded audio
കോഡർ,Coder
കോഡിംഗ്,Coding
കോഡിംഗ് ഡീകോഡിംഗ് സാങ്കേതികത,Coding decoding technique
കോഡിംഗ് പിശക്,Coding error
കോഡിംഗ് നിരക്ക്,Coding rate
കോഡിംഗ് രീതി,Coding technique
ഗുണകര്മ്മം,Coefficient
നിർബന്ധിത,Coercivity
യോജിച്ച മോഡുലേഷൻ,Coherent modulation
കോണം,Coil
സഹപവര്ത്തനം,Collaboration
തകര്ന്നടിയുക,Collapse
കളപ്പുര,Collector
കളക്ടർ കറന്റ്,Collector current
അടിസ്ഥാന പെരുമാറ്റത്തിലേക്കുള്ള കളക്ടർ,Collector to base conductance
കളക്ടർ-അടിസ്ഥാന ജംഗ്ഷൻ,Collector-base junction
നിറം,Colour
കളർ അനലൈസർ,Colour analyzer
നിറം ബാലൻസ്,Colour balance
നിറം പൊട്ടിത്തെറി,Colour burst
കളർ ചാർട്ട്,Colour chart
വർണ്ണ കോമ്പിനേഷൻ,Colour combination
വർണ്ണ സ്ഥിരത,Colour constant
വർണ്ണ നിയന്ത്രണം (Chrome നിയന്ത്രണം),Colour control      (chrome control)
നിറം ആഴം,Colour depth
കളർ ക്ഷീണം,Colour fatigue
കളർ ഫിൽട്ടർ,Colour filter
കളർ കില്ലർ സർക്യൂട്ട്,Colour killer circuit
കളർ കൈൻകോപ്പ്,Colour kinescope
കളർ മിക്സർ,Colour mixer
വർണ്ണ പാറ്റേൺ,Colour pattern
വർണ്ണ പെർസെപ്ഷൻ,Colour perception
കളർ പിക്ചർ സ്ക്രീൻ,Colour picture screen
കളർ സ്പേസ്,Colour space
കളർ സബ്കറിയർ,Colour subcarrier
വർണ്ണ താപനില,Colour temperature
കളർ ട്രാൻസ്മിഷൻ,Colour transmission
കളർ ട്യൂബ്,Colour tube
നിറങ്ങൾ,Colouration
നിറമില്ലാത്ത,Colourless
സമ്മിശണം,Combination
കോമ്പിനർ,Combiner
സംയോജനം സംയോജിപ്പിക്കുന്നു,Combining process
ജ്വലിക്കുക,Combustion
ആജ്ഞാപിക്കുക,Command
തുടങ്ങുന്നതിനു,Commencement
വാണിജ്യ പ്രക്ഷേപണം,Commercial broadcasting
വാണിജ്യ ടെലിവിഷൻ,Commercial television
സാധാരണ കളക്ടർ സർക്യൂട്ട്,Common collector circuit
വാര്ത്താവിനിമയം,Communication
ആശയവിനിമയ ഉപഗ്രഹം,Communication satellite
കമ്മ്യൂണിറ്റി റേഡിയോ സെന്റർ,Community radio centre
കമ്മ്യൂണിറ്റി റേഡിയോ സ്റ്റേഷൻ,Community radio station
കോംപാക്റ്റ് ഡിസ്ക് (സിഡി),Compact disc (CD)
കോംപാക്റ്റ് ഡിസ്ക് പ്ലെയർ,Compact disc player
വേലക്കാരന്,Compander
സൃഷ്ടിച്ച്,Companding
അനുയോജ്യത,Compatibility
അനുഗുണമായ,Compatible
കംപൈലർ,Compiler
പൂരകൻ,Complementary
പരസ്പര ബന്ധപ്പെടേണ്ട ട്രാൻസിസ്റ്റർ,Complementary transistor
സങ്കീർണ്ണമായ വേവ്,Complex wave
ഘടകം,Component
സംയോജിത,Composite
സംയോജിത സർക്യൂട്ട്,Composite circuit
സംയോജിത ഡിജിറ്റൽ,Composite digital
സംയോജിത റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ,Composite radio frequency signal
സംയോജിത സിഗ്നൽ,Composite signal
സംയോജിത വീഡിയോ,Composite video
സംയോജിത വീഡിയോ സിഗ്നൽ,Composite video signal
രചന,Composition
കംപ്രസ്സുചെയ്ത ഡാറ്റ,Compressed data
കംപ്രസ്സുചെയ്ത ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ,Compressed digitized video
കംപ്രസ്സുചെയ്ത വീഡിയോ,Compressed video
കംപ്രഷൻ,Compression
കംപ്രഷൻ ആർട്ടിഫാക്റ്റ്,Compression artifact
കംപ്രഷൻ അപകടം,Compression hazard
കംപ്രഷൻ രീതി,Compression technique
കംപ്രർ,Compressor
കണക്കുകൂട്ടുക,Compute
കന്വൂട്ടര്,Computer
കമ്പ്യൂട്ടർ ആസ്ഥാനമായുള്ള മൾട്ടിമീഡിയ,Computer based multimedia
കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്,Computer programming
കമ്പ്യൂട്ടർ സാങ്കേതികവിദ്യ,Computer technology
കോൺകീവ് ലെൻസ്,Concave lens
കോൺകീവ് മിറർ,Concave mirror
ഒളിച്ചുഴ ലഭിക്കല്,Concealment
ഏകാഗ്രത,Concentrated
ഏകാഗത,Concentration
ഏകാഗത ലെൻസ്,Concentric lens
കണ്ടൻസർ മൈക്രോഫോൺ,Condenser microphone
സന്തുലിതാവസ്ഥയുടെ അവസ്ഥ,Condition of equilibrium
ആവർത്തനം,Conduction
ചണംകരണം,Conduction current
ചാരന്വിറ്റി,Conductivity
മേല്നോട്ടക്കാരി,Conductor
കോൺഫിഗറേഷൻ,Configuration
കൂട്ടുകെട്ട്,Connection
കണക്റ്റിവിറ്റി,Connectivity
കണക്റ്റർ,Connector
സ്ഥിരത,Consistency
സ്ഥിരമായി,Consistently
കൺസോൾ,Console
സ്ഥിരമായ,Constant
സ്ഥിരമായ വ്യാപ്തി,Constant  amplitude
മൈക്രോഫോൺ ബന്ധപ്പെടുക,Contact microphone
കണ്ടെയ്നർ ഫോർമാറ്റ്,Container format
മലിനമാക്കല്,Contamination
സന്തുഷ്ടമായ,Content
തുടർച്ചനാൽ,Contiguous
തുടർച്ച,Continuity
തുടർച്ച ബൂത്ത്,Continuity booth
തുടർച്ച നോബ്,Continuity knob
ഇടതടവില്ലാതെ,Continuous
തുടർച്ചയായ ആർക്ക്,Continuous arc
തുടർച്ചയായ തരംഗം,Continuous wave
കോണ്ടൂർ ലൈൻ,Contour line
കോണ്ടൂർ പ്ലാൻ,Contour plan
ഉടന്വടി,Contract
സങ്കോചനം,Contraction
ദൃശ്യതീവ്രത അനുപാതം,Contrast ratio
നിയന്ത്രണ സർക്യൂട്ട്,Control circuit
ഇലക്ട്രോഡ് നിയന്ത്രിക്കുക,Control electrode
ഉപകരണങ്ങൾ നിയന്ത്രിക്കുക,Control equipment
നിയന്ത്രണ ഗ്രിഡ്,Control grid
നിയന്ത്രണ രേഖ,Control line
നിയന്ത്രണ പാനൽ,Control panel
നിയന്ത്രണ മുറി,Control room
നിയന്ത്രണ പട്ടിക,Control table
നിയന്ത്രണ ഗോപുരം,Control tower
കണ്ട്രോളർ,Controller
ഒത്തുപണി,Convergence
മൊത്തത്തിലുള്ള ലെൻസ്,Convergent lens
കവർത്തനമാർഗ്ഗം,Convertor
കൺവെക്സ് ലെൻസ്,Convex lens
സാരമക്ഷമമായ,Convolution
പരിമിതി കോഡ് ചെയ്തു,Convolution coded
പരിണാമപരമായ പരസ്പരബന്ധം,Convolutional interleave
പരിണാമപരമായ സംക്രമണ,Convolutional interleaving
കുക്കി,Cookie
കുക്കിതാവ്,Cookier
കോപാസസ്സർ,Coprocessor
ചരട്,Cord
കൊറോണ,Corona
കൊറോണ ഡിസ്ചാർജ്,Corona discharge
പരസ്പരബന്ധം,Correlation
കോസിൻ ഘടകം,Cosine component
കോസിൻ തരംഗം,Cosine wave
കോസ്മിക് ശബ്ദം,Cosmic noise
കൗണ്ടര്,Counter
എതിർ ഘടികാരദിശയിൽ,Counter clockwise
കപ്ലർ,Coupler
കപ്ലിംഗ്,Coupling
കപ്ലിംഗ് കണ്ടൻസർ,Coupling condenser
കപ്ലിംഗ് നെറ്റ്വർക്ക്,Coupling network
Conpling പ്രതിരോധം,Coupling resistance
കോവാലന്റ് ബോണ്ട്,Covalent bond
കവറേജ്,Coverage
തകര്ച്ച,Crash
ഗുരുതരമായ ബാൻഡ്,Critical band
ഗുരുതരമായ അവസ്ഥ,Critical condition
ഗുരുതരമായ കപ്ലിംഗ്,Critical coupling
ഗുരുതരമായ ആവൃത്തി,Critical frequency
ഗുരുതരമായ പാരാമീറ്റർ,Critical parameter
മുതല ക്ലിപ്പ്,Crocodile clip
ക്രോസ് മങ്ങൽ,Cross fading
ക്രോസ് മോഡുലേഷൻ,Cross modulation
ക്രോസ് ടോക്ക്,Cross talk
ക്രോസ്ഫേഡ്,Crossfade
ക്രിപ്റ്റോഗ്രഫി,Cryptography
സ്ഫടികം,Crystal
ക്രിസ്റ്റൽ ഫിൽട്ടർ,Crystal filter
ശീതം,Cue
ക്യൂ മാർക്ക്,Cue marks
ഉപകരണം ക്യൂപ്പിംഗ് ഉപകരണം,Cueing device
നിലവിലെ ഡ്രെയിൻ,Current drain
നിലവിലെ മീറ്റർ,Current meter
നിലവിലെ ട്രാൻസ്ഫോർമർ,Current transformer
കഴ്സർ,Cursor
വളവ്,Curve
ആവൃത്തി മുറിക്കുക,Cut off frequency
മുറിവ്,Cutter
സൈബർ കഫേ,Cyber cafe
സൈബർ സുരക്ഷ,Cyber security
സൈബർ സ്ഥലം,Cyber space
ആവൃത്തി,Cycle
ചാക്രിക,Cyclic
D.C. ഘടകം,D.c. component
D.C. പ്ലേറ്റ് വൈദ്യുതി,D.c. plate power
D.C. പുനസ്ഥാപിക്കൽ,D.c. restoration
ഡാംപ്പർ ഡയോഡ്,Damper diode
നനഞ്ഞ,Damping
ഇരുണ്ട,Dark
ഡാറ്റ,Data
ഡാറ്റ ബ്രോഡ്കാസ്റ്റിംഗ്,Data broadcasting
ഡാറ്റ കംപ്രഷൻ,Data compression
ഡാറ്റ ഡ്രില്ലിംഗ്,Data drilling
ഡാറ്റ എൻക്രിപ്ഷൻ,Data encryption
ഡാറ്റ ഫയൽ,Data file
ഡാറ്റ കൈകാര്യം ചെയ്യൽ,Data handling
ഡാറ്റ ഖനനം,Data mining
ഡാറ്റ പ്രോസസ്സിംഗ്,Data processing
ഡാറ്റ പ്രോസസ്സ്,Data processor
ഡാറ്റ കുറച്ച ബിറ്റ് സിസ്റ്റം,Data reduced bit system
ഡാറ്റ സേവനം,Data service
ഡാറ്റ ഷീറ്റ്,Data sheet
ഡാറ്റ സംഭരണം,Data storage
ഡാറ്റ സ്ട്രീം,Data stream
ഡാറ്റ പരിവർത്തനം,Data transformation
ഡാറ്റ ട്രാൻസ്മിഷൻ,Data transmission
ഡാറ്റാബേസ്,Database
അപകീർത്തികരമായ,Datacasting
ഡാറ്റാഗ്രാം,Datagram
ഡിബി മീറ്റർ,DB meter
ചത്ത വായു,Dead air
ഡെഡ് ഷോർട്ട് സർക്യൂട്ട്,Dead short circuit
ചത്ത സ്ഥലം,Dead spot
ഡെഡ്ലോക്ക്,Deadlock
ഡീബഗ് പ്രോഗ്രാം,Debug programme
ഡീബഗ്ഗിംഗ്,Debugging
ശബ്ദത്തിന്റെ ക്ഷയം,Decay of sound
ഡെസിബെൽ (ഡിബി),Decibel (dB)
ദശാംശ,Decimal
ദശാംശ കോഡ്,Decimal code
ദശാംശ അക്ക,Decimal digit
അനുശാസിക്കുന്നു,Deciphering
അചഞ്ചര്,Decoder
ഡീകോഡിംഗ്,Decoding
ഡിജിറ്റൽ ട്രാൻസ്മിഷനിൽ ഡീകോഡ് ചെയ്യുന്നു,Decoding in digital transmission
വികൃതമായ,Decompression
തളർത്തുക,Decoupling
സർക്യൂട്ട് ഉപേക്ഷിക്കുന്നു,Decoupling circuit
നെറ്റ്വർക്ക് തീരുമാനിക്കുക,Decoupling network
ഡീക്രിപ്ഷൻ,Decryption
സമർപ്പിതരേഖ,Dedicated line
ഡി-എംബഡിംഗ്,De-embedding
ഡി-is ന്നൽ,De-emphasis
കുറ്റം,Default
ഗുണനിലവാരത്തിൽ തകരാറ്,Defect in quality
കുറവുള്ള,Defective
വികലമായ യൂണിറ്റ്,Defective unit
നിര്വചനം,Definition
വ്യതിചലനം,Deflection
അവശമനം,Deformation
വഞ്ചന,Defragmentation
ഡി-ഗെയ്സിംഗ് കോയിൽ,De-gaussing coil
ഡിഗ്രി,Degree
ഡി-ഇന്റർലീവ്,De-interleaver
കാലതാമസം,Delay line
കാലതാമസം,Delay time
ഫ്രെയിം മെമ്മറി വൈകി,Delayed frame memory
സ്കാനിംഗ് വൈകി,Delayed scanning
സമന്വയ സിഗ്നൽ വൈകി,Delayed synchronization signal
പസവം,Delivery
ഡെലിവറി സംവിധാനം,Delivery system
പൊളിക്കുക,Demodulation
ഡിമോഡലേറ്റർ കാർഡ്,Demodulator card
ലംതിപ്റ്റൻ,Demultiplexer
ഫീൽഡിന്റെ ആഴം,Depth of field
അവരോഹണം,Descending
ഡിസൈൻ സവിശേഷത,Design specification
ഡെസ്ക്ടോപ്പ്,Desktop
ഡിറ്റക്ടർ .ട്ട്പുട്ട്,Detector output
വതിചലനം,Deviation
ഉപായം,Device
ഉപകരണ ഡ്രൈവർ,Device driver
ഡയഗ്നോസ്റ്റിക്സ്,Diagnostics
രേഖാലേഖം,Diagram
ഡയലോഗ് ട്രാക്ക്,Dialog track
വ്യാജ മോഡ്,Diameteral mode
ഡയമണ്ട് സ്റ്റൈലസ്,Diamond stylus
ഡയഫ്രം,Diaphragm
ഡയഫ്രാഗ്മാറ്റിക് ആഗിര്ബർ,Diaphragmatic absorber
ഡിക്കോട്ടിക് ലിസണിംഗ്,Dichotic listening
ഡീലക്റ്റിക്,Dielectric
ഡീലക്ട്രിക് ബ്രേക്ക്- താഴേക്ക്,Dielectric break- down
ഡീലക്ട്രിക് നഷ്ടം,Dielectric loss
വ്യത്യാസ ആവൃത്തി,Difference frequency
വ്യത്യാസ ആവൃത്തിയുടെ വികസനം (DFD),Difference frequency distortion (DFD)
വ്യത്യാസ സ്വരം,Difference tone
ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ,Differential amplifier
ഡിഫ്രാക്ഷൻ,Diffraction
ഡിഫ്യൂസർ,Diffuser
അക്കം,Digit
ഡിജിറ്റൽ,Digital
ഡിജിറ്റൽ ആർട്ടിഫാക്റ്റ്,Digital artifact
ഡിജിറ്റൽ ഓഡിയോ,Digital audio
ഡിജിറ്റൽ ഓഡിയോ ഫിൽട്ടർ,Digital audio filter
ഡിജിറ്റൽ ഓഡിയോ വർക്ക് സ്റ്റേഷൻ,Digital audio work station
ഡിജിറ്റൽ ക്യാമറ,Digital camera
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,Digital computer
ഡിജിറ്റൽ ഡാറ്റ,Digital data
ഡിജിറ്റൽ എഡിറ്റിംഗ്,Digital editing
ഡിജിറ്റൽ എക്സൈറ്റർ,Digital exciter
ഡിജിറ്റൽ ഫിൽട്ടർ,Digital filter
ഡിജിറ്റൽ ഫ്രെയിം സമന്വയം,Digital frame synchronizer
ഡിജിറ്റൽ പൈതൃകം,Digital heritage
ഡിജിറ്റൽ ഇമേജ്,Digital image
ഡിജിറ്റൽ ലൈബ്രറി,Digital library
ഡിജിറ്റൽ മീറ്റർ,Digital meter
ഡിജിറ്റൽ മോഡുലേഷൻ,Digital modulation
ഡിജിറ്റൽ മൾട്ടിഫ്ക്സ്,Digital multiplex
ഡിജിറ്റൽ നെറ്റ്വർക്ക്,Digital network
ഡിജിറ്റൽ .ട്ട്പുട്ട്,Digital output
ഡിജിറ്റൽ പ്ലേബാക്ക്,Digital playback
ഡിജിറ്റൽ റേഡിയോ മൊണ്ടാലിലേക്ക് (ഡിആർഎം),Digital Radio Mondiale (DRM)
ഡിജിറ്റൽ റെക്കോർഡിംഗ്,Digital recording
ഡിജിറ്റൽ വിപ്ലവം,Digital revolution
ഡിജിറ്റൽ സിഗ്നൽ,Digital signal
ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ് (DSP),Digital signal processing (DSP)
ഡിജിറ്റൽ ഒപ്പ്,Digital signature
ഡിജിറ്റൽ സാങ്കേതികവിദ്യ,Digital technology
അനലോഗ് കൺവെർട്ടറിലേക്കുള്ള ഡിജിറ്റൽ,Digital to analog converter
ഡിജിറ്റൽ വീഡിയോ,Digital video
ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ,Digital voltmeter
ഡിജിറ്റലൈസേഷൻ,Digitalization
ഡിജിറ്റൈസേഷൻ,Digitization
ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ,Digitized video
ഡിജിറ്റൈസർ,Digitizer
മങ്ങിന്,Dim
പരിമാണം,Dimension
മയക്കുമരുന്ന്,Dimmer
ഡയോഡ്,Diode
മുക്കുക,Dip
ഡി മെൽക്സർ,Diplexer
ഡിപ്ലോൾ ആന്റിന,Dipole antenna
നേരിട്ടുള്ള പ്രക്ഷേപണം,Direct broadcast
നേരിട്ടുള്ള കറന്റ് (ഡി സി),Direct current (d c)
നേരിട്ടുള്ള പിക്ക് അപ്പ്,Direct pick up
നേരിട്ടുള്ള വായന ഉപകരണം,Direct reading instrument
നേരിട്ടുള്ള റെക്കോർഡിംഗ്,Direct recording
ദിശാസൂചന ആന്റിന,Directional antenna
ദിശാസൂചന കപ്ലർ,Directional coupler
ദിശാസൂചന മൈക്രോഫോൺ,Directional microphone
നിര്ദേശം,Directivity
മേല്വിലാസപ്പട്ടിക,Directory
പ്രവർത്തനരഹിതമാക്കുക,Disable
ഡിസ്ക് ആന്റിന,Disc antenna
ഡിസ്ക് അടിസ്ഥാനമാക്കിയുള്ള സംഭരണം,Disc based storage
അപവാദം,Discrete
ചകം,Disk
ഡിസ്ക് ഡ്രൈവ്,Disk drive
ഡിസ്ക് ക്വാട്ട,Disk quota
അകെച്ചെറ്റ്,Diskette
സ്ഥാനഭാവം,Dislocation
പതിക്കല്,Dispersion
സ്ഥാനമാറ്റാം,Displacement
പദര്ശനം,Display
ഡിസ്പ്ലേ യൂണിറ്റ് (കൺസോൾ),Display unit (console)
ഭിന്നിപ്പ്,Dissipation
വൈരാഗ്യം,Dissonance
വാറ്റിയെടുത്ത വെള്ളം,Distilled water
വളച്ചൊടിക്കൽ,Distortion
വിതരണ,Distribution
വിതരണം ആംപ്ലിഫയർ,Distribution amplifier
ഡിവിഷൻ,Division
ഭിചതീരം,Divisor
രേഖ,Document
ഡോൾബി ഡിജിറ്റൽ,Dolby digital
ഡൊമെയ്ൻ,Domain
ഡൊമെയ്ൻ കണ്ട്രോളർ,Domain controller
ഡോപ്ലർ ഇഫക്റ്റ്,Doppler effect
ഡബിൾ പോൾ (ഡിയോൾ),Double pole (dipole)
ഇരട്ട പോൾ സിംഗിൾ ത്രോ സ്വിച്ച്,Double pole single throw switch
ഇരട്ട സൈഡ് ഡിസ്ക്,Double sided disk
ഇരട്ട,Doublet
താഴേക്ക് വരുന്ന തരംഗം,Down coming wave
താഴേക്ക് അരുവി,Down stream
ഡൗൺലിങ്ക്,Downlink
ഡൗൺലോഡ്,Download
ഡൗൺലോഡുചെയ്യുന്നു,Downloading
ഡ്രോയിംഗ്,Drawing
ഡ്രില്ലിംഗ് ബിറ്റ്,Drilling bit
ഡ്രില്ലിംഗ് മെഷീൻ,Drilling machine
ഓടിക്കുക,Drive
ചെണ്ട,Drum
ഡ്രൈ ബൾബ് താപനില,Dry bulb temperature
വരണ്ട സെൽ,Dry cell
ഡ്രൈ സോൾഡർ,Dry solder
ഡ്യുവൽ ചാനൽ മോഡ്,Dual channel mode
ഡബ്ബിംഗ്,Dubbing
ദുരുപയോഗം,Dud
ഉപേക്ഷിക്കുക,Dump
ഡ്യുപ്ലെക്സ്,Duplex
കാലയളവ്,Duration
പൊടി,Dust
പൊടി ബഗ്,Dust bug
പൊടി തെളിവ്,Dust proof
ദുണ്രന്മാര്,Duster
ചലനാത്മക,Dynamic
ഡൈനാമിക് ബിറ്റ് വിഹിതം,Dynamic bit allocation
ഡൈനാമിക് ഇന്റർമോഡുലേഷൻ വക്രീകരണം (മങ്ങിയത്),Dynamic intermodulation distortion (DIM)
ഡൈനാമിക് ക്വാണ്ടൈസേഷൻ,Dynamic quantization
ഡൈനാമിക് റേഞ്ച്,Dynamic range
ഡൈനാമിക് റേഞ്ച് നിയന്ത്രണം,Dynamic range control
ഡൈനാമോ,Dynamo
ഇയർ ഫോൺ,Ear phone
ഭൂമി,Earth
എർത്ത് ബൾബ്,Earth bulge
ഭൂമി ചെറുത്തുനിൽപ്പ്,Earth resistance
എർത്ത് വടി,Earth rod
എർത്ത് ഉപഗ്രഹം,Earth satellite
ഭൂമി സ്റ്റേഷൻ,Earth station
എർത്ത് ടെർമിനൽ,Earth terminal
പൊയ്ക്കുന്നത്,Earthing
പതിധനി,Echo
എക്കോ ചേംബർ,Echo chamber
എഡ്ഡി കറന്റ്,Eddy current
എഡ്ഡി നിലവിലെ നഷ്ടം,Eddy current loss
എഗ്രിവൈസ് മീറ്റർ,Edgewise meter
എഡിറ്റിംഗ്,Editing
ഫലപ്രദമായ ആന്റിന ഉയരം,Effective antenna height
ഫലപ്രദമായ ആന്റിന നീളം,Effective antenna length
ഫലപ്രദമായ വോൾട്ടേജ്,Effective voltage
കാര്യക്ഷമത,Efficiency
ഇലാസ്തികത,Elasticity
വൈദ്യുത ഡിസ്ചാർജ്,Electric discharge
വൈദ്യുത മണ്ഡലം,Electric field
ഇലക്ട്രിക് ഫ്ലാഷ്,Electric flash
വൈദ്യുത ഹീറ്റർ,Electric heater
വൈദ്യുത മീറ്റർ,Electric meter
വൈദ്യുത മോട്ടോർ,Electric motor
വൈദ്യുതാഘാതം,Electric shock
വൈദ്യുത തീപ്പൊരി,Electric spark
വൈദ്യുത ഉപകരണം,Electrical appliance
വൈദ്യുത ശബ്ദം,Electrical noise
