Punjabi,Assamese
ਡਾਟਾ ਲਿੰਕ ਪਰਤ,ডাটা লিংক স্তৰ
ਡਾਟਾ ਲਿੰਕ ਲੇਅਰ (DLL),ডাটা লিংক স্তৰ (DLL)
"1.ਡਾਟਾ ਪ੍ਰਬੰਧਨ, 2.ਡਾਟਾ ਪ੍ਰਬੰਧਨ","১.ডাটা মেনেজমেণ্ট, ২.ডাটা মেনেজমেণ্ট"
"1.ਡਾਟਾ ਗਣਨਾ, 2.ਡਾਟਾ ਗਣਨਾ","১.তথ্য গণনা, ২.তথ্য গণনা"
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ ਭਾਸ਼ਾ (DML),তথ্য প্ৰক্ৰিয়াকৰণ ভাষা (DML)
ਡਾਟਾ ਮਾਡਮ ਡਾਟਾ ਮਾਡਮ,ডাটা মডেম ডাটা মডেম
"1.ਡਾਟਾ ਸੋਧ, 2.ਡਾਟਾ ਸੋਧ","১.তথ্য পৰিৱৰ্তন, ২.তথ্য পৰিৱৰ্তন"
"1.ਡਾਟਾ ਨੈੱਟਵਰਕ, 2.ਡਾਟਾ ਨੈੱਟਵਰਕ","১.ডাটা নেটৱৰ্ক, ২.ডাটা নেটৱৰ্ক"
"1.ਡਾਟਾ ਓਪਰੇਸ਼ਨ, 2.ਡਾਟਾ ਓਪਰੇਸ਼ਨ","1.ডাটা অপাৰেচন, 2.ডাটা অপাৰেচন"
"1. ਡਾਟਾ ਸੰਸਥਾਵਾਂ, 2. ਡਾਟਾ ਸੰਗਠਨ","1.ডাটা সংস্থাসমূহ, 2. ডাটা সংস্থাপন"
"1. ਡਾਟਾ ਆਉਟਪੁੱਟ, 2. ਡਾਟਾ ਆਉਟਪੁੱਟ","1. ডাটা আউটপুট, 2. ডাটা আউটপুট"
"1.ਡਾਟਾ ਪਾਥ, 2.ਡਾਟਾ ਪਾਥ","1.ডাটা পাথ, 2.ডাটা পাথ"
"1. ਡੇਟਾ ਤਿਆਰੀ, 2. ਡੇਟਾ ਤਿਆਰੀ","1.তথ্য প্ৰস্তুত কৰা, 2. তথ্য প্ৰস্তুত কৰা"
"1.ਡਾਟਾ ਗੋਪਨੀਯਤਾ, 2.ਡਾਟਾ ਗੋਪਨੀਯਤਾ","1.ডাটা গোপনীয়তা, 2.ডাটা গোপনীয়তা"
"1. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ, 2. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ","1. ডাটা প্ৰচেছৰ, 2. ডাটা প্ৰচেছৰ"
"1.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ, 2.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ","1.তথ্য সুৰক্ষা, 2.তথ্য সুৰক্ষা"
"1. ਡਾਟਾ ਰਿਕਾਰਡ, 2. ਡਾਟਾ ਰਿਕਾਰਡ","১.ডাটা ৰেকৰ্ড, ২.ডাটা ৰেকৰ্ড"
"1. ਡਾਟਾ ਪ੍ਰਾਪਤੀ, 2. ਡਾਟਾ ਪ੍ਰਾਪਤੀ","1. তথ্য উদ্ধাৰ, 2. তথ্য উদ্ধাৰ"
"1. ਡੇਟਾ ਰੁਟੀਨ, 2. ਡੇਟਾ ਰੁਟੀਨ","১.ডাটা ৰুটিন, ২.ডাটা ৰুটিন"
"1.ਡਾਟਾ ਸੁਰੱਖਿਆ, 2.ਡਾਟਾ ਸੁਰੱਖਿਆ","1.ডাটা সুৰক্ষা, 2.ডাটা সুৰক্ষা"
"1.ਡਾਟਾ ਸੈੱਟ, 2. ਡਾਟਾ ਸੈੱਟ","1.ডাটা ছেট, 2. ডাটা ছেট"
"1.ਡਾਟਾ ਸਿਗਨਲ, 2.ਡਾਟਾ ਸਿਗਨਲ","1.ডাটা সংকেত, 2.ডাটা সংকেত"
"1. ਡੇਟਾ ਐਕਸੈਸ, 2. ਡੇਟਾ ਐਕਸੈਸ","1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ"
"1.ਡਾਟਾ ਸਰੋਤ, 2.ਡਾਟਾ ਸਰੋਤ","১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস"
"1.ਡਾਟਾ ਨਿਰਧਾਰਨ, 2. ਡਾਟਾ ਨਿਰਧਾਰਨ","1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ"
"1.ਡਾਟਾ ਸੈਂਟਰ, 2.ਡਾਟਾ ਸੈਂਟਰ","১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ"
"1. ਡੇਟਾ ਸਟੋਰੇਜ, 2. ਡੇਟਾ ਸਟੋਰੇਜ","1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ"
ਡਾਟਾ ਸਟੋਰੇਜ਼ ਬਣਤਰ,তথ্য সংৰক্ষণ গঠন
"1. ਡਾਟਾ ਸਟ੍ਰਕਚਰ, 2. ਡਾਟਾ ਸਟ੍ਰਕਚਰ","1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন"
"1.ਡਾਟਾ ਸਵਿੱਚ, 2.ਡਾਟਾ ਸਵਿੱਚ","১.ডাটা চুইচ, ২.ডাটা চুইচ"
"1.ਡਾਟਾ ਸਾਰਣੀ, 2.ਡਾਟਾ ਸਾਰਣੀ","1.তথ্য টেবুল, 2.তথ্য টেবুল"
"1.ਡਾਟਾ ਅੰਤ, 2. ਡਾਟਾ ਖਤਮ","1.ডাটা শেষ, 2. ডাটা শেষ"
"1. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ, 2. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ","১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন"
"1.ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ, 2. ਡਾਟਾ ਸੰਚਾਰ","1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ"
"1. ਡਾਟਾ ਸੰਚਾਰ, 2. ਡਾਟਾ ਸੰਚਾਰ","1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন"
"1.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ, 2.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ","1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম"
"1. ਡੇਟਾ ਫਾਰਮੈਟ, 2. ਡੇਟਾ ਫਾਰਮੈਟ","1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট"
"1. ਡੇਟਾ ਯੂਨਿਟ, 2. ਡੇਟਾ ਯੂਨਿਟ","১.ডাটা ইউনিট, ২.ডাটা ইউনিট"
"1.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ, 2.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ","1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ"
ਡਾਟਾਬੇਸ,ডাটাবেছ
ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ,ডাটাবেছ প্ৰশাসন
ਡਾਟਾਬੇਸ ਡਿਜ਼ਾਈਨ,ডাটাবেছ ডিজাইন
ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ,ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা
"1.ਡਾਟਾਗਰੇਵ, 2.ਡਾਟਾਗਰੇਵ","১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ"
"1. ਡਾਟਾ, 2. ਡਾਟਾ","1. ডেটাম, 2. ডাটা"
"1.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ, 2.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ","১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল"
ਡੈੱਡਲਾਕ,ডেডলক
ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ,ডেডলক প্ৰতিৰোধ
ਨੁਕਸ ਕਲੀਅਰੈਂਸ,দোষ নিষ্কাশন
"1. ਜੱਜਮੈਂਟ ਸੈੱਲ, 2. ਜੱਜਮੈਂਟ ਬਾਕਸ","১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ"
ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ,সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া
ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ,সিদ্ধান্ত সমৰ্থন ব্যৱস্থা
ਫੈਸਲੇ ਦਾ ਰੁੱਖ,সিদ্ধান্ত গছ
"1. ਡੀਕੋਡਰ, 2. ਡੀਕੋਡਰ","১.ডিকোডাৰ, ২.ডিকোডাৰ"
ਭੰਗ ਅਸੂਲ,দ্ৰৱণ নীতি
ਡੀਕੋਡਿੰਗ,ডিকোডিং
ਸਮਰਪਿਤ ਸਿਸਟਮ,ডেডিকেটেড চিষ্টেম
ਸਮਰਪਿਤ ਪ੍ਰੈਸ,ডেডিকেটেড প্ৰেছ
ਇਮਯੂਨਾਈਜ਼ੇਸ਼ਨ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN),প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN)
ਇਮਿਊਨਾਈਜ਼ੇਸ਼ਨ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,টিকাকৰণ তথ্য ব্যৱস্থা
ਏਕੀਕਰਣ,সংহতি
ਦੇਰੀ,পলম কৰা
ਦੇਰੀ ਕਾਊਂਟਰ,বিলম্ব কাউণ্টাৰ
ਦੇਰੀ ਦਾ ਸਮਾਂ,বিলম্বৰ সময়
"1.ਮਿਟਾਓ, 2.ਮਿਟਾਓ","১.মচি পেলোৱা, ২.মচি পেলোৱা"
ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ,ডিলিচন ৰেকৰ্ড
ਡੀਲੀਮੀਟਰ,সীমা নিৰ্ধাৰণকাৰী
ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ,ডেল্টা মডুলেচন
ਮੰਗ ਪੰਨਾ,ৰিকুইজিচন পৃষ্ঠা
ਪ੍ਰਦਰਸ਼ਨ,প্ৰদৰ্শন
demodulation,ডিমডুলেচন
ਵਿ- ਮਲਟੀਪਲੈਕਸਰ,ভি-মাল্টিপ্লেক্সাৰ
ਅਸਧਾਰਨਕਰਨ,ডিনৰ্মেলাইজেচন
"1. ਘਣਤਾ, 2. ਘਣਤਾ","১.ঘনত্ব, ২.ঘনত্ব"
"1. ਨਿਰਭਰਤਾ, 2. ਨਿਰਭਰਤਾ","১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা"
ਨਿਰਭਰ ਇਕਾਈ,নিৰ্ভৰশীল একক
ਕਤਾਰ,লানি পতা
"1. ਸਤਿਕਾਰ, 2. ਸਤਿਕਾਰ","১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স"
ਲਿਆ ਰੁੱਖ,ব্যুৎপত্তি কৰা গছ
ਪ੍ਰਾਪਤ ਖੇਤਰ,ব্যুৎপত্তি কৰা ক্ষেত্ৰ
ਘਟਦੀ ਲੜੀ,অৱনমিত সজাই পৰাই তোলা
ਡਿਜ਼ਾਈਨ,ডিজাইন
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,ডেস্ক কেলকুলেটৰ
ਡੈਸਕਟਾਪ ਕੰਪਿਊਟਰ,ডেস্কটপ কম্পিউটাৰ
ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ,ডেস্কটপ উপস্থাপন
ਡੈਸਕਟਾਪ ਪ੍ਰਕਾਸ਼ਨ,ডেস্কটপ প্ৰকাশন
ਡੈਸਕਟਾਪ ਵੀਡੀਓ,ডেস্কটপ ভিডিঅ&#39;
ਮੰਜ਼ਿਲ ਪਤਾ,গন্তব্যস্থানৰ ঠিকনা
"1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਵਿਨਾਸ਼ਕਾਰੀ","১.ধ্বংসী, ২.নাশক"
ਨਿਰਣਾਇਕ ਆਟੋਮੇਟਾ,ডিটাৰ্মিনিষ্টিক automata
ਵਿਕਾਸਕਾਰ,ডেভেলপাৰ
ਵਿਕਾਸ ਸਿਸਟਮ,উন্নয়ন ব্যৱস্থা
ਜੰਤਰ,ডিভাইচ
ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ,ডিভাইচ নিয়ন্ত্ৰণ একক
ਜੰਤਰ ਕੰਟਰੋਲਰ,ডিভাইচ নিয়ন্ত্ৰক
ਜੰਤਰ ਪ੍ਰਬੰਧਨ,ডিভাইচ ব্যৱস্থাপনা
ਜੰਤਰ ਮੋਡ,ডিভাইচ ধৰণ
ਨਿਦਾਨ,নিদান
ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ,ডায়েগনষ্টিক চিষ্টেম
"1. ਡਾਇਗਨੌਸਟਿਕਸ, 2. ਡਾਇਗਨੌਸਟਿਕਸ","১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ"
ਚਿੱਤਰ,ডায়েগ্ৰাম
ਡਾਇਲ,ডায়েল কৰক
ਡਾਇਲ ਲਾਈਨ,ডায়েল লাইন
ਡਾਇਲ ਟੋਨ,ডায়েল টোন
ਡਾਇਲ ਕਰੋ,ডায়েল আপ কৰক
"1. ਵਾਰਤਾਲਾਪ, 2. ਗੱਲਬਾਤ","১/ সংলাপ, ২/ কথোপকথন"
ਗੱਲਬਾਤ ਕਮਰੇ,কথোপকথন কক্ষ
ਡਾਇਲਅੱਪ ਮਾਡਮ,ডায়েলআপ মডেম
ਬੀਮਾ,বীমা
ਸ਼ਬਦਕੋਸ਼,অভিধান
"1. ਅੰਤਰ, 2. ਭਿੰਨਤਾ","১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য"
ਸੰਖਿਆਤਮਕ,সংখ্যাগত
ਡਿਜ਼ੀਟਲ ਸਿਸਟਮ,ডিজিটেল ব্যৱস্থা
ਡਿਜ਼ੀਟਲ ਸਰਕਟ,ডিজিটেল বৰ্তনী
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,ডিজিটেল কম্পিউটাৰ
"1.ਡਿਜੀਟਲ ਡੇਟਾ, 2.ਡਿਜੀਟਲ ਡੇਟਾ","1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা"
ਡਿਜੀਟਲ ਸਹੂਲਤ,ডিজিটেল সুবিধা
ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ,ডিজিটেল ফিল্টাৰ
ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ,ডিজিটেল লাইব্ৰেৰী
ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ,ডিজিটেল মডুলেচন
"1. ਡਿਜੀਟਲ ਡਿਸਪਲੇ, 2. ਡਿਜੀਟਲ ਮਾਨੀਟਰ","1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ"
ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ,ডিজিটেল ইমেজ
"1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ","১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ"
ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ,ডিজিটেল চুইচ
ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ,ডিজিটেল এনালগ কনভাৰ্টাৰ
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,ডিজিটাইজেচন
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,ডিজিটাইজেচন
ਡਿਜੀਟਾਈਜ਼ਰ,ডিজিটাইজাৰ
ਡਾਇਓਡ,ডাইঅ&#39;ড
ਪਹਿਲੀ ਨਜ਼ਰ,পোনপটীয়া
ਸਿੱਧਾ ਪਤਾ,প্ৰত্যক্ষ ঠিকনা
ਸਿੱਧਾ ਪਰਿਵਰਤਨ,প্ৰত্যক্ষ ৰূপান্তৰ
ਸਿੱਧੀ ਜੋੜੀ,প্ৰত্যক্ষ সংযোজন
"1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)","1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)"
ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
ਸਿੱਧੀ ਵਿਧੀ,প্ৰত্যক্ষ পদ্ধতি
ਨਿਰਦੇਸ਼,দিশ নিৰ্দেশনা
ਡਾਇਰੈਕਟਰੀ,ডাইৰেকটৰী
"1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ","1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ"
ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ,ডাইৰেকটৰি সেৱা
ਅਸਮਰੱਥ,অক্ষম
ਅਸਮਰੱਥ ਸਿਗਨਲ,সংকেত নিষ্ক্ৰিয় কৰা
"1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ","১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা"
"1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ","১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন"
"1. ਡਿਸਕ, 2. ਡਿਸਕ","১.ডিস্ক, ২.ডিস্ক"
"1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ","1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা"
"1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ","1. ডিস্ক এৰে, 2. ডিস্ক এৰে"
"1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ","1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ"
ਡਿਸਕ ਫਾਈਲ,ডিস্ক নথিপত্ৰ
"1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ","1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি"
ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS),ডিস্ক অপাৰেটিং চিস্টেম (DoS)
ਡਿਸਕ ਪੈਕੇਜ,ডিস্ক পেকেজ
"1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ","1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ"
"1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ","1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ"
ਡਿਸਕੇਟ,ডিস্কেট
ਡਿਸਪਲੇ ਫਾਇਲ,ফাইল প্ৰদৰ্শন কৰক
ਡਿਸਪਲੇ ਚਿੱਤਰ,ছবি প্ৰদৰ্শন কৰক
ਨਿਪਟਾਰੇ,নিষ্পত্তি
ਦੂਰੀ,দূৰত্ব
ਦੂਰੀ ਫੰਕਸ਼ਨ,দূৰত্বৰ ফলন
ਵਿਗਾੜ,বিকৃতি
ਡਿਲੀਵਰ ਕੀਤਾ,বিলি কৰা হ’ল
ਵੰਡਿਆ ਡਾਟਾ,বিতৰণ কৰা তথ্য
ਵੰਡਿਆ ਸਰਵਰ,বিতৰণ কৰা চাৰ্ভাৰ
"1.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ, 2.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ","1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা"
ਵਿਤਰਕ,বিতৰক
ਦਸਤਾਵੇਜ਼,নথিপত্ৰ
ਪ੍ਰਮਾਣਿਤ ਦਸਤਾਵੇਜ਼,নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত
"1. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ, 2. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ","1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো"
ਦਸਤਾਵੇਜ਼,নথিপত্ৰ
"ਡੋਮੇਨ, ਡੋਮੇਨ","ডমেইন, ডমেইন"
ਡੋਮੇਨ ਨਾਮ,ডমেইনৰ নাম
"1. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ","1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ"
"ਹੇਠਾਂ, ਹੇਠਾਂ","তলত, তলত"
"1. ਅਵਲਿੰਕ, 2. ਵਰਗ","১.এভালিংক, ২.বৰ্গ"
ਡਾਊਨਲੋਡ ਕਰੋ,ডাউনল’ড
ਡਾਊਨਲੋਡ ਕਰਨ ਦਾ ਸਮਾਂ,ডাউনলোড সময়
ਖਿੱਚ,ট্ৰেকচন
DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ),DRAM (ডাইনামিক ৰেম)
ਰਨਆਫ,ৰানঅফ
ਡਰਾਈਵਰ,ড্ৰাইভাৰ
ਪੱਤੇ,পাত
ਡ੍ਰੌਪ ਲਿਸਟ ਬਾਕਸ,তালিকা বাকচ ড্ৰপ কৰক
ਡਰੱਮ ਡਰਾਈਵ,ড্ৰাম ড্ৰাইভ
"1.ਡਰਮ ਪ੍ਰਿੰਟਰ, 2.ਡਰਮ ਪ੍ਰਿੰਟਰ","1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ"
"1. ਇਮ ਯੂਨਿਟ, 2. ਡਰੱਮ ਯੂਨਿਟ","১.ইম ইউনিট, ২.ড্ৰাম ইউনিট"
"1. ਦਵੈਤ, 2. bi","১.দ্বৈততা, ২. bi"
ਦੋਹਰੀ ਘਣਤਾ,দ্বৈত ঘনত্ব
"1. ਚੁੱਪ ਦਾ ਪਤਾ, 2. ਜਾਅਲੀ ਪਤਾ","১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা"
ਡੰਪ,ভাণ্ডাৰ
ਡੁਪਲੈਕਸ ਸਰਕਟ,ডুপ্লেক্স বৰ্তনী
ਕਾਨੂੰਨੀਕਰਣ,বৈধকৰণ
ਕੁੰਜੀ,কি&#39; কি&#39;
"1.D V D R./W, 2. ਡੀਵੀਡੀ ਰੀਡਿੰਗ, 3. ਲਿਖਣਾ","১.ডি ভি ডি আৰ./ডব্লিউ, ২. ডিভিডি পঢ়া, ৩. লিখা"
DVD ROM,DVD ROM
ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ,গতিশীল নিৰ্দেশনা
"1. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ, 2. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ","1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি"
"1. ਡਾਇਨਾਮਿਕਸ, 2. ਡਾਇਨਾਮਿਕਸ","১.গতিবিদ্যা, ২.গতিশীলতা"
ਈ ਬੀ ਸੀ ਡੀ ਆਈ ਸੀ,ই খ গ ঘ আই চি
ਈ-ਕਾਰੋਬਾਰ,ই-ব্যৱসায়
echo,প্ৰতিধ্বনি
"1.ਈ-ਕਾਮਰਸ, 2.ਈ-ਕਾਮਰਸ","১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ"
ਸੰਪਾਦਨ,সম্পাদনা কৰা
ਸੰਪਾਦਕ,সম্পাদক
ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ,শিক্ষাগত প্ৰযুক্তি
e e ਪ rom,ই ই প ৰম
"1. ਅਰਥਪੂਰਨ ਪਤਾ, 2. ਪ੍ਰਭਾਵੀ ਪਤਾ","১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা"
ਅਰਥਪੂਰਨ ਸੰਚਾਲਨ ਪਤਾ,অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਕਾਰਵਾਈ,ফলপ্ৰসূ কাৰ্য্য
ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID,ফলপ্ৰসূ UID
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਕਾਰਵਾਈ,ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য
octal ਬਾਈਟ,অক্টল বাইট
"ਇਲੈਕਟ੍ਰਾਨਿਕ ਲਰਨਿੰਗ, ਈ-ਲਰਨਿੰਗ","ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং"
ਚੋਣ ਐਲਗੋਰਿਦਮ,নিৰ্বাচন এলগৰিদম
ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ ਸੇਵਾ (ਈ-ਮੇਲ),ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল)
"1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਿੰਗ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਰ","১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ"
ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ,বৈদ্যুতিক একাউণ্টিং মেচিন
ਇਲੈਕਟ੍ਰਾਨਿਕਸ,ইলেক্ট্ৰনিক্স
ਇਲੈਕਟ੍ਰਾਨਿਕ ਐਗਜ਼ੌਸਟ ਸਿਸਟਮ (ECS),ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡੇਟਾ ਐਕਸਚੇਂਜ (EDI),ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰੋਸ਼ਰ,ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ
ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਮਕੈਨਿਜ਼ਮ (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
