English,Tamil
Cross,"குறுக்கு, கலப்பு, கலப்பு"
Cross arm,குறுக்கு கை
Cross band,"குறுக்கு இசைக்குழு, இடைத்தொடர்பு"
Cross band transponder,இடைத்தொடர்பு டிரான்ஸ்பாண்டர்
Cross banding,குறுக்கு பரிமாற்றம்
Cross bar switch,குறுக்கு பட்டை சுவிட்ச்
Cross bearing,"குறுக்கு டெக்மேன், கிராஸ் டெக்மேன்"
Cross colour interference,பொருத்தமற்ற தன்மை குறுக்கீடு
Cross connection,குறுக்கு உறவுகள்
Cross correlation,தலைகீழ் உறவு
Cross correlation function,தலைகீழ் தொடர்பு செயல்பாடு
Cross correlator,குறுக்கு தொடர்பு
Cross coupling,குறுக்கு இணைப்பு
Cross coupling capacitor,குறுக்கு இணைப்பு மின்தேக்கி
Cross fibre,குறுக்கு நார்
Cross fire (=cross talk),பொருத்தமற்ற சமிக்ஞை
Cross fire method (X-ray),வெவ்வேறு முறை
Cross fired furnance,குறுக்கு சுடப்பட்ட உலை
Cross flow field,குறுக்கு ஓட்டம் பகுதி
Cross foot,குறுக்கு இடுகை
Cross hair,குறுக்கு கம்பி
Cross hatch pattern,குறுக்கே நிற்கும் சித்திரம்
Cross head,குறுக்கு மேல்
Cross linked network,"குறுக்கு வலை, குறுக்கு வலை"
Cross modulation,"மீளமுடியாத மாடுலேஷன், கிராஸ் மாடுலேஷன்"
Cross neutralisation,குறுக்கு நடுநிலைப்படுத்தல்
Cross over network (=dividing network),"மாற்றம் கண்ணி, பிரிப்பான் கண்ணி"
Cross over point,மாற்றம் புள்ளி
Cross plot,குறுக்குவெட்டு
Cross point (=stationary point),உணர்ச்சியற்ற புள்ளி
Cross polarisation,குறுக்கு துருவமுனைப்பு
Cross polarised component,குறுக்கு துருவப்படுத்தப்பட்ட கூறுகள்
Cross power spectrum,குறுக்கு-சக்தி ஸ்பெக்ட்ரம்
Cross pressure correlation,குறுக்கு அழுத்தம் தொடர்பு
Cross product,"vector-product, vector-product"
Cross ratio,இடி மின்னல் விகிதம்
Cross section,"குறுக்கு வெட்டு, குறுக்கு வெட்டு"
Cross slip,பற்றாக்குறை
Cross spectral density,குறுக்கு நிறமாலை அடர்த்தி
Cross talk,பொருத்தமற்ற சமிக்ஞை
Cross talk meter,ஒழுங்கற்ற சமிக்ஞை அளவிடப்படுகிறது
Cross term,"பல கால, கலப்பின கால"
Cross wire,குறுக்கு கம்பி
Cross-batch pattern generator,செங்குத்து சித்திரம் ஜெனரேட்டர்
Cross-hair ring,"குறுக்கு இழை வளையம், குறுக்கு இழை வளையம்"
Cross-hearing,குறுக்கு விசாரணை
Cross-linkage,குறுக்கு டை
Cross-over area,மாற்றம் மண்டலம்
Cross-phenomenon,கலப்பு நிகழ்வு
Crossed aerials (=crossed antennas),குறுக்கு ஆண்டெனா
Crossed coil aerial (=crossed loop aerial=crossed coil antenna),குறுக்கு சுருள் ஆண்டெனா
Crossed coil instrument,குறுக்கு சுருள் சாதனம்
Crossed cylinder,குறுக்கு சிலிண்டர்கள்
Crossed field,கடக்கும் பகுதி
Crossed field multipliler,இடி மின்னல் பகுதி பெருக்கி
Crossed flux,கடந்து ஃப்ளக்ஸ்
Crossed lens,குறைந்தது பிறழ்வு லென்ஸ்
Crossed nicols,க்ராசிட் நிகோல்
Crossed product,குறுக்கு தயாரிப்பு
Crossing of levels,மாடிகளின் ஆக்கிரமிப்பு
Crossover frequencies,மாறுதல் அதிர்வெண்
Crossover value,பரிமாற்ற மதிப்பு
Crowbar,"ரம்பா, சப்பல், காந்தி, அதிபரக்"
Crowdion,விருந்தையன்
Crown optical glass,"கிரீடம் ஒளியியல் கண்ணாடி, கிரீடம் ஒளியியல் கண்ணாடி"
Crreation of energy,ஆற்றல் உற்பத்தி
Cruciform,குறுக்கு வடிவம்
Crud,விரும்பத்தகாத தயாரிப்பு
Cryogen,குளிர்விக்கும் கலவை
Cryogenic electronics,குறைந்த வெப்பநிலை மின்னணுவியல்
Cryogenic film,கிரையோஜெனிக் படம்
Cryogenic gyroscope,தாழ்வெப்பநிலை
Cryogenic laboratory,குறைந்த வெப்பநிலை ஆய்வகம்
Cryogenic system,தாழ்வெப்பநிலை அமைப்பு
Cryogenics,தாழ்வெப்பநிலை
Cryomagnetic anomalies,குறைந்த வெப்பநிலை காந்த ஒழுங்கின்மை
Cryometer,ஈரப்பதமானி
Cryophoric,பனிப்பாறை
Cryophorus,"கிரையோபோர்ஸ், ஆவியாதல்"
Cryosar,கிரையோசர்
Cryoscope,உறைபனி அளவு
Cryoscopic method,உறைதல் புள்ளி முறை
Cryoscopie constant,கிரையோமெட்ரிக் மாறிலி
Cryoscopy,"கிரையோமெட்ரிக்ஸ், உறைபனி புள்ளி அளவீடு"
Cryosistor,கிரையோஜெனிக் குறைக்கடத்தி
Cryotron,"cryotron, cryothermal சுவிட்ச்"
Cryotronics,குறைந்த வெப்பநிலை மின்னணுவியல்
Crypt,குறியாக்கவியல்
Cryptofragment,தெளிவற்ற விதி
Cryptogram,சைபர்
Cryptography,"மறைநூல், மறைநூல்"
Crystailographic axis,படிக அச்சு
Crystal,படிகம்
Crystal aggretgate,படிக மொத்த
Crystal blank,செதுக்கப்பட்ட படிக
Crystal cartridge,படிக மாற்றி
Crystal class,படிக சதுரம்
Crystal clock,படிக கடிகாரம்
Crystal control,படிக கட்டுப்பாடு
Crystal counter,படிகப்படுத்தப்பட்ட கால்குலேட்டர்
Crystal cut,படிக வெட்டு
Crystal detector,படிக கண்டுபிடிப்பான்
Crystal diffraction,படிக மாறுபாடு
Crystal diode,படிக டையோடு
Crystal driven,படிக உந்துதல்
Crystal elements,"படிக கூறுகள், படிக கூறுகள்"
Crystal field,படிகக் கோளம்
Crystal field theory,படிக புல கோட்பாடு
Crystal filter,படிக வடிகட்டி
Crystal formation method,படிக உருவாக்கும் முறை
Crystal gate receiver (=crystal filter receiver),"கிரிஸ்டல் டோர் ரிசீவர், கிரிஸ்டல் ஃபில்டர் ரிசீவர்"
Crystal glass,படிக கண்ணாடி
Crystal growing,"படிக வளர்ச்சி, படிக விதைப்பு"
Crystal imperfection,படிக குறைபாடு
Crystal laser,படிக லேசர்
Crystal lattice,படிக லட்டு
Crystal lattice parameter,படிக லட்டு அளவுரு
Crystal loudspeaker,படிக ஒலிபெருக்கி
Crystal microphone,படிக ஒலிவாங்கி
Crystal model,"படிக மாதிரி, படிக மாதிரி"
Crystal momentum,படிக உந்தம்
Crystal monochromator,"படிக மோனோக்ரோமேட்டர், கிரிஸ்டல் மோனோக்ரோமேட்டர்"
Crystal optics,படிக ஒளியியல்
Crystal orientation,படிக நோக்குநிலை
Crystal parameter,"அலகு லட்டு கோர், அலகு லட்டு கோர்"
Crystal pick up,"கிரிஸ்டல் பிக் அப், கிரிஸ்டல் கலெக்டர்"
Crystal plane,படிகத் தளம்
Crystal pulling,படிக இழுவை
Crystal resonator,படிக ரெசனேட்டர்
Crystal sepectometer (=Bragg spectrometer),"கிரிஸ்டல் ஸ்பெக்ட்ரோமீட்டர், ப்ரெக் ஸ்பெக்ட்ரோமீட்டர்"
Crystal set,படிக வானொலி
Crystal shape,படிக வடிவம்
Crystal space,படிக வானம்
Crystal structure,படிக அமைப்பு
Crystal structure analysis,படிக அமைப்பு பகுப்பாய்வு
Crystal structure factor,படிக அமைப்பு பெருக்கி
Crystal symmetry,படிக சமச்சீர்
Crystal system,படிக சமூகம்
Crystal tetrode mixer,படிக டெட்ரோட் கலவை
Crystal translation operation (=lattice translation operation),லட்டு பரிமாற்ற செயல்பாடு
Crystal video rectifier,படிக வீடியோ ரெக்டிஃபையர்
Crystal whiskers,படிக கறை
Crystal-boundaries,படிக எல்லை
Crystal-controlled tube oscillator,படிக-கட்டுப்படுத்தப்பட்ட முனை ஆஸிலேட்டர்
Crystalline,"படிக, நார்ச்சத்து"
Crystalline aggregate,படிக நிறை
Crystalline lens (of eye),படிக லென்ஸ்
Crystalline virus,"படிக வைரஸ், படிக வைரஸ்"
Crystallisation (=crystallization),"படிகமாக்கல், படிகமாக்கல், படிகமாக்கல்"
Crystallogram,"படிக வரைபடம், படிக வரைபடம்"
Crystallograph,"படிகவியல், படிக வரைபடம்"
Crystallographer,படிக விஞ்ஞானி
Crystallographic,படிக-கட்டமைப்பு
Crystallographic analysis,படிக கட்டமைப்பு பகுப்பாய்வு
Crystallographic anisotropy,கிரிஸ்டல் ஸ்ட்ரக்சுரல் ஹெட்டோரோட்ரோபிசம்
Crystallographic direction,படிக திசை
Crystallographic notation,படிக கட்டமைப்பு குறியீடு
Crystallographic orientation,படிக நோக்குநிலை
Crystallographic slip,படிக பாம்பு
Crystallographic space,படிக-கட்டமைப்பு இடம்
Crystallographic symmetry,படிக சமச்சீர்
Crystallographical,படிக அமைப்பு
Crystallographical axis,படிக அச்சு
Crystallography,"படிகவியல், படிக அறிவியல்"
Crystodyne,கிறிஸ்டோடின்
Ctenacanthus costellatus*,டெனாகாந்தஸ் கோஸ்டெலடஸ்
Cube,"கன சதுரம், கன சதுரம்"
Cubic,"கனசதுரம், கனசதுரம், கனசதுரம், இருபடி, ட்ரைடெசோல், கனசதுரம்"
Cubic centimeter,கன சென்டிமீட்டர்
Cubic F,"க்யூபிக் எஃப், டிரைட்ராப்சாய்டு"
Cubic lattice,"கனசதுரம், கனசட்டி"
Cubic P,"டிரைட்ராப்சாய்டு பி, க்யூபிக்"
Cubic structure,கன அமைப்பு
Cubica antenna,கனசதுர ஆண்டெனா
Cubical cleavage,கன பிளவு
Cubical crystal,"க்யூபிக் கிரிஸ்டல், டிரைட்ராப்சாய்டு கிரிஸ்டல்"
Cubical expanxion,தொகுதி விரிவாக்கம்
Cubicle,சுற்றுப்பாதை
Cubiform,கன வடிவிலான
Cue circuit,முனை சுற்று
Cue lights,சுட்டி ஒளி
Cummulative frequency,ஒட்டுமொத்த அதிர்வெண்
Cumulative,ஒட்டுமொத்த
Cumulative effect,ஒட்டுமொத்த விளைவு
Cumulative error,ஒட்டுமொத்த பிழை ஒட்டுமொத்த பிழை
Cumulative factor,ஒட்டுமொத்த காரணி
Cumulative fission yield,ஒட்டுமொத்த முறிவு ஆதாயம்
Cumulative frequency function,ஒட்டுமொத்த அதிர்வெண் செயல்பாடு
Cumulative frequency graph,ஒட்டுமொத்த அலைவரிசை வரைபடம் ஒட்டுமொத்த அலைவரிசை வரைபடம்
Cumulative function,ஒட்டுமொத்த செயல்பாடு
Cumulative grid rerctifier,ஒட்டுமொத்த கிரிட் ரெக்டிஃபையர்
Cumulative ionization,ஒட்டுமொத்த அயனியாக்கம்
Cumulative normal distribution,ஒட்டுமொத்த இயல்பான விநியோகம்
Cumulative reliabililty,ஒட்டுமொத்த நம்பகத்தன்மை
Cumulative stability constant,ஒட்டுமொத்த நிலைத்தன்மை மாறிலி
Cup barometer,"கப் காற்றழுத்தமானி, கப் காற்றழுத்தமானி"
Curent transfer ratio,மாற்று விகிதம்
Curie (unit),கியூரி
Curie constant,க்யூரி மாறிலி
Curie feect,கியூரி விளைவு
Curie magnetic balance,கியூரியின் காந்த சமநிலை
Curie plot,கியூரி வரைபடம்
Curie temperature,கியூரி வெப்பமாக்கல்
Curie therapy,கியூரி சிகிச்சை
Curie-point,"கியூரி பாயிண்ட், கியூரி வெப்பநிலை, கியூரி டிமேக்னடைசேஷன்"
Curie-Weiss law,கியூரி-வைஸ் விதி
Curie's law,கியூரி விதி
Curiegram (radiograph),கியூரி படங்கள் (கதிர்வீச்சு படங்கள்)
Current,ஓடை
Current actuated,ஸ்ட்ரீம் செயலில் உள்ளது
Current antinode (=current loop),ஸ்ட்ரீம் துடிப்பு
Current carrying capacity,தற்போதைய சுமந்து செல்லும் திறன்
Current component,ஸ்ட்ரீம் கூறு
Current density,நீரோடை அடர்த்தி
Current drain,பிரிவு செலவுகள்
Current electricity,தற்போதைய மின்சாரம்
Current electrode,தற்போதைய மின்முனை
Current element,சிறுபான்மை நீரோடை
Current feed,ஸ்ட்ரீம் ஊட்டம்
Current feedback,ஸ்ட்ரீம் ரீசார்ஜ்
Current fluctuation,உட்பிரிவு உச்சரிப்பு
Current function,ஸ்ட்ரீம் செயல்பாடு
Current interrupter,ஸ்ட்ரீம் குறுக்கீடு
Current jet theory,ஸ்ட்ரீம் கோட்பாடு
Current limiter,தற்போதைய வரம்பு
Current loop (=current antinode),ஸ்ட்ரீம் துடிப்பு
Current meter,கால்வனோமீட்டர்
Current modulated,ஸ்ட்ரீம் பண்பேற்றப்பட்டது
Current multiplilcation factor,தற்போதைய பெருக்கி பெருக்கி
Current node,ஸ்ட்ரீம் வடிகட்டி
Current population survey,தற்போதுள்ள மக்கள் தொகை கணக்கெடுப்பு
Current pulse,"தற்போதைய துடிப்பு, மீண்டும் நிகழாத மின்னோட்டம்"
Current reduction factor,தற்போதைய மாற்ற குணகம்
Current ripple,தாரா ஊர்மிகா
Current sensitivity (of a crystal rectifier),ஸ்ட்ரீம் உணர்திறன்
Current sheet,"ஸ்ட்ரீம் ஷீட், ஸ்ட்ரீம் போர்டு"
Current term,மாறி கால
Current transformer,"தற்போதைய மின்மாற்றி, தற்போதைய மின்மாற்றி"
Current vector,ஸ்ட்ரீம் திசையன்
Current velocity,ஸ்ட்ரீம் வேகம்
Cursor,சுட்டி
Curtailment,விநியோகம்
Curtain aerial array (=curtain array),skirting ஆண்டெனா
Curtate cycloid,லத்வக்ஷ சக்ரா
Curvature,வளைவு
Curvature correction,வளைவு திருத்தம்
Curvature effect,வளைவு விளைவு
Curvature of field,"புல வளைவு, பட வளைவு"
Curvature of surface,மேற்பரப்பு வளைவு
Curvature vector,வளைவு திசையன்
Curve,"வளைவு, வளைவு"
Curve of buoyance,மிதக்கும் வளைவு
Curve of equivelocity potential,சமவெப்ப சாத்தியமான வளைவு
Curve of growth,வளர்ச்சி வளைவு
Curve of retantion,வைத்திருக்கும் வளைவு
Curved,வளைந்த
Curved beam,வளைவு பட்டை
Curved crystal spectrometer,வளைந்த படிக நிறமாலை
Curved surface,வளைந்த பக்கம்
Curvilinear co-ordinate system,வளைந்த வழிகாட்டி அமைப்பு
Curvilinear coordinates,வளைவு ஆயத்தொகுப்புகள்
Curvilinear generalized coordinates,வளைவு பொதுமைப்படுத்தப்பட்ட ஆயத்தொலைவுகள்
Curvilinear motion,வளைவு இயக்கம்
Curviliner flight,வளைவு விமானம்
Curvillinear impedance,வளைவு மின்மறுப்பு
Cushioned socket,அதிர்வு அடக்கி சாக்கெட்
Cusp-machine,கேஸ்ப் இயந்திரம்
Cut (=cutting),வெட்டுதல்
Cut off amplification fector,வேறுபட்ட பெருக்க குணகம்
Cut off field,இறுதி மண்டலம்
Cut off frequency,இறுதி அதிர்வெண்
Cut off limiting,இறுதி மடிப்பு
Cut off parabole (=critical voltage parabole),முக்கியமான மின்னழுத்த வளைவு
Cut off point,இறுதி புள்ளி
Cut off velocity,முனைய புள்ளி வேகம்
Cut off voltage,முனைய மின்னழுத்தம்
Cut paraboloid reflector,சமச்சீரற்ற பரவளைய பிரதிபலிப்பான்
Cut-off,"துளைப்பான், முடிவு, துளைத்தல்"
Cutt off wave guide,இறுதி அலை பாதை
Cutter,"நிகழ்த்துபவர், நிகழ்த்துபவர்"
Cybernetics,சைபர்நெடிக்ஸ்
Cybotatic group,ஸ்டீரியோஸ்கோபிக் தொடர் குழு
Cybotaxis,ஸ்டீரியோஸ்கோபிக் மூலக்கூறு அமைப்பு
Cycle,"சுழற்சி, சுழற்சி, சுழற்சி, இரண்டரை சுழற்சிகள், சுழற்சி சுழற்சி"
Cycle criterion,சுழற்சி எண் அளவுகோல்கள்
Cycle index,சுழற்சி எண் குறியீடு
Cycle of magnetisation,காந்தமாக்கல் வட்டம்
Cycle of reaction,எதிர்வினை சுழற்சி
Cycle per second,வினாடிக்கு சுழற்சிகள்
Cycle rate counter,சுழற்சி விகிதம் கால்குலேட்டர்
Cycle reset,சுழற்சி எண் மீட்டமைப்பு
Cycle timer,சுழற்சி காலம்
Cyclic,"சுழற்சி, சுழற்சி"
Cyclic bromoniumion,சுழற்சி புரோமோனியம் அயனி
Cyclic code,வட்ட குறியீடு
Cyclic constant,சுழற்சி மாறிலி
Cyclic coordinates,சுழற்சி ஆயத்தொலைவுகள்
Cyclic expression,சுழற்சி வெளிப்பாடு
Cyclic irrotational motion,சுழற்சி முறுக்கு
Cyclic linear transformation,சுழற்சி நேரியல் மாற்றம்
Cyclic mechanism,சுழற்சி பொறிமுறை
Cyclic motion,சுழற்சி இயக்கம்
Cyclic permeability,சுழற்சி ஊடுருவல்
Cyclic phenomenon,சுழற்சி நிகழ்வு
Cyclic process,சுழற்சி செயல்முறை
Cyclic scan,சுழற்சி ஸ்கேனிங்
Cyclic sequence,சுழற்சி வரிசை
Cyclic symmetry,சுழற்சி சமச்சீர்
Cyclilc lattice,"சுழற்சி லட்டு, சுழற்சி பின்னல்"
Cycling,சுழல்
Cycling controller,சக்கர கட்டுப்படுத்தி
Cyclisation,சுழற்சி
Cyclogram,சைக்ளோகிராம்
Cyclograph,சைக்ளோகிராஃப்
Cycloidal pendulum,சுழற்சி ஊசல்
Cyclometer,சுழற்சி அளவி
Cyclophon,சைக்ளோஃபோன்
Cyclostrophic wind,சுழலும் காற்று
Cyclotron,சைக்ளோட்ரான்
Cyclotron frequency,சைக்ளோட்ரான் அதிர்வெண்
Cyclotron radiation,சைக்ளோட்ரான் கதிர்வீச்சு
Cylilndrical,"உருளை, உருளை, உருளை, உருளை"
Cylilndrical reflector,உருளை பிரதிபலிப்பான்
Cylilndrical super conductor,உருளை சூப்பர் கண்டக்டர்
Cylindrical aerofoil,உருளை ஏரோஃபோயில்
Cylindrical coordinates,"சிலிண்டர் ஆய, உருளை ஆய"
Cylindrical gauze cathode,ரெட்டிகுலேட்டட் உருளை கேத்தோடு
Cylindrical harmonics,சிலிண்டர் ஹார்மோனிக்
Cylindrical lens,சிலிண்டர் லென்ஸ்
Cylindrical surface,சிலிண்டர் பக்கம்
Cylindrical world,உருளை உலகம்
Cylindrically symmetrical problem,சிலிண்டர்-சமச்சீர் பிரச்சனை
Cyllinder,"உருளை, உருளை"
Cyllindrical wave,உருளும் அலை
Cymbals,சங்குகள்
D C T L (Direct Coupled Transistor Logic),நேரடி இணைக்கப்பட்ட டிரான்சிஸ்டர் லாஜிக்கல் சர்க்யூட்
D cable,"டி கேபிள், ஆர்க் கேபிள்"
D constant,டி மாறிலி
D electron,எதிர் மின்னணு
D-layer of ionosphere,அயனோஸ்பியரின் D அடுக்கு
D-region,டி பகுதி
D-value,D மதிப்பு
D.A.S.D. (direct access storage device),DASD (நேரடி அணுகல் சேமிப்பு சாதனம்)
D.c.,ஈ. தா. (திசையில்)
D.c. acoustic resistence (=d.c. flow resistance),"D.C. ஒலி எதிர்ப்பு, D.C. ஓட்ட எதிர்ப்பு"
D.c. balance,DC. சமநிலை
D.c. centring,DC (சரியான) செறிவு
D.c. component (=zero frerquency component),DC (தற்போதைய) கூறு
D.c. dump,டி.சி வெளியேறு
D.c. interruption,DC (நேரடி மின்னோட்டம்) குறுக்கீடு
D.c. plate power,DC தட்டு வலிமை
D.c. potential,டி.சி. விபவ்
D.c. restoration,DC மறுசீரமைப்பு
D.c. restorer,D.C. மீட்டமைப்பாளர்
D.c. voltage,DC மின்னழுத்தம்
D' Arsonval galvanometer,டார்சன்வால் கால்வனோமீட்டர்
Dac,ஒலி மாற்றி
Dacay,சிதைவு
Daily aberration (=diurnel aberration),தினசரி உதிர்தல்
Dalayed mechanical transmission,தாமதமான தொடர்பு பரிமாற்றம்
Daleomyces phillipsii*,deliomyceza philipsai
Dalitz pair,டெலிட்ஸ் ஜோடி
Dalitz plot,zelitz வரைபடம்
Dalton's law,டால்டனின் சட்டம்
Dalton's temperature scale,டால்டன் வெப்பநிலை
Damage-risk criterion,சேத ஆபத்து அளவுகோல்
Damaging stress,சிதறடிக்கும் மன அழுத்தம்
Damaping torque,தணிக்கும் படை ஜோடி
Damkohler number,Damcoiler எண்
Damkohler's ratio,டிகோய்லர் விகிதம்
Damp haze,ஈரமான மூடுபனி
Damped harmonic oscillation,damped எளிய ஹார்மோனிக் அலைவு
Damped resonator,ஈரப்படுத்தப்பட்ட ரெசனேட்டர்
Damped vibration,தணிந்த அதிர்வு
Damped wave,ஈரமான அலை
Damped-pendulum systgem,ஈரப்படுத்தப்பட்ட ஊசல் அமைப்பு
Damper diode,தணிப்பு டையோடு
Damping capacity,தணிக்கும் திறன்
Damping constant,damping மாறிலி
Damping control,தணிப்பு கட்டுப்பாடு
Damping decrement,ஈரமாக்குதல்
Damping dfactor,தணிப்பு குணகம்
Damping forces,தணிக்கும் சக்தி
Damping loop,தணிப்பு வளையம்
Damping magnet,தணிக்கும் காந்தம்
Damping ratio,தணிப்பு விகிதம்
Damping ring,தணிப்பு வளையம்
Damping time,மனச்சோர்வு நேரம்
Dampint coefficient,தணிப்பு குணகம்
Danger coefficient,ஆட்சேபனை குணகம்
Daniell cell,டேனியல் செல்
Daniell hygrometer,டேனியல் ஹைக்ரோமீட்டர்
Daniell pyrometer,மறுப்பு ஹைக்ரோமீட்டர்
Danish steelyard,டேனிஷ் அறுகோண துலாம்
Daraf,டெராஃப்
Darcy,டார்சி
Darcy law,டார்சி விதி
Darcy number,டார்சி எண்
Darcy Weisbach coefficient,டார்சி-வெயிஸ்பேக் குணகம்
Darcy-Weisbach coeficient number,டார்சி வைஸ்பேக் குணகம்
Darcy-Weisbach equation,டார்சி வைஸ்பேக் சமன்பாடு
Dard discharge,இருண்ட மூழ்குதல்
Dark,இருள்
Dark adapted,தனிப்பயனாக்கப்பட்டது
Dark adaption,தழுவல்
Dark chamber,குருட்டு அறை
Dark conduction,இருண்ட கடத்தல்
Dark current,இருண்ட மின்னோட்டம்
Dark eclipsing star (=dark star),பிரகாசமான நட்சத்திரம்
Dark field,குருட்டுப் பகுதி
Dark field illumination,இருண்ட புலம் வெளிச்சம்
Dark field microscope,இருண்ட புல நுண்ணோக்கி
Dark nebula,மூடுபனி நெபுலா
Dark resistance,இருண்ட நெபுலா
Dark space,இருட்டடிப்பு எதிர்ப்பு
Dark star (=dark eclipsing star),இருண்ட பகுதி
Dark-current pulse,பிரகாசமான மின்னோட்டம்
Dark-eclipsing variables,ஒளிரும் மாறி
Dark-line spectrum,இருண்ட கோடு நிறமாலை
Darker grays,ஆழமான சாம்பல்
Dart leader,தொடர்ச்சியான முன்னேற்றம்
Darwin curve,டார்வின் வளைவு
Dasymetric,மக்கள்தொகை
Data,"தத்தா, உபட்டா, தரவு, நம்பிக்கை"
Data acquisition,தத் அர்ஜன்
Data address,நம்பிக்கை அட்டை
Data address light,இலை ஒளியை நம்புங்கள்
Data availability,நம்பிக்கை கிடைக்கும்
Data converter,தரவு மாற்றி
Data half cycle,அரை வட்டத்தை நம்புங்கள்
Data handing,"தரவு மேலாண்மை, துணை மேலாண்மை"
Data handing capacity,தரவு கையாளும் திறன்
Data line,தரவு வரி
Data link,தட் இணைப்பு
Data origination,தத் முயற்சி
Data path,நம்பிக்கை பாதை
Data phase,நம்பிக்கை கட்டம்
Data point,தரவு புள்ளி
Data processing,"நன்கொடை வளங்கள், துணை வளங்கள், நம்பிக்கை வளங்கள்"
Data processor,தரவு செயலி
Data purification,தத் திருத்தம்
Data rate,நம்பிக்கை விகிதம்
Data reduction,தரவு சரிசெய்தல்
Data sheet,தரவுத்தாள்
Data smoothing,தத் மூச்சுத்திணறல்
Data stabilization,தரவு நிலைப்படுத்தல்
Data transcription,தரவு மாற்றம்
Data word,ஒத்த சொற்கள்
Datamation,"டேட்டா ஆட்டோமேஷன், டேட்டாமேஷன்"
Dataphone,டேட்டாஃபோன்
Dating,திட்டமிடல்
Datum,"தத், ஆதார்"
Datum horizon,அடிப்படை அடிவானம்
Datum level,அடிப்படை தளம்
Datum of sounding,தீவிர அளவீடு தலதார்
Datum orbit,அடிப்படை அறை
Datum plane,அடிப்படை தளம்
Datum point,அடிப்படை புள்ளி
Daughter,"சிதைவு உற்பத்தியாளர், பால் தயாரிப்பு, பெற்றோர், சந்ததி"
Daughter atom,சிதையும் அணு
Daughter element,பால் உறுப்பு
Daughter isotope,பால் ஐசோடோப்பு
Daughter product (=decay product),காசநோய்
Dauphine lane,டாஃபின் சட்டம்
Davis correction,டேவிஸ் திருத்தம்
Davis-Gibson colour filter,டேவிஸ்-கிப்சன் எழுத்து வடிப்பான்
Davission coordinates,டேவிசன் ஒருங்கிணைப்பு
Davission Germer experiment,டேவிசன் சூடான பரிசோதனை
Davisson-calbick formula,டேவிசன்-கால்பிக் ஃபார்முலா
Davy's theory,டீவி கொள்கை
Dawes llimit,ஏமாற்று வரம்பு
Dawn and dusk rocket,சந்தியா ராக்கெட்
Dawn chorus (=chorus),"கோரஸ், உஷாகன்"
Dawton film,doton படம்
Day,நாள்
Daylight,திவால்
Daylight (=flood light),"திவலோக், ஓக் பிரகாஷ்"
Daylight factor,திவால் குணகம்
Daylight scene,நாள் பார்வை
Daylilght opening,divalok வாய்
Db meter,டெசிபல் மீட்டர்
DBa,சரிசெய்யப்பட்ட டெசிபல்
DBf,டெசிபல் ஃபெம்டோவாட்
DBk,டெசிபல் கிலோவாட்
DBm,டெசிபல் மில்லிவாட்
DBp,டெசிபல் பிகோவாட்
DBrn,டெசிபல் அறிவுறுத்தல் சத்தம்
DBv,டெசிபல் வோல்ட்
DBw,டெசிபல் வாட்
DBx,டெசிபல் அறிவுறுத்தல் இணைப்பு
Dc to dc (converter),நேரடி மின்னோட்டம் (மாற்றி)
Ddecoupling circuit,துண்டிப்பு சுற்று
De Broglie equation,டி ப்ரோக்லி சமன்பாடு
De Broglie wave,டி பிராக்லி அலை
De Broglie wave length,டி பிராக்லி அலைநீளம்
De Broglies' theory,டி பிராக்லி கொள்கை
De Brogllie relation,டி ப்ரோக்லி உறவு
De Haas-Van Alphen effect,டி ஹாஸ் வான் ஆல்ஃபென் விளைவு
De la Rue and Millers law,டெலா ரூ மற்றும் மில்லர் விதிகள்
De-excitation,வழித்தோன்றல்
De-Sitter space,உட்காரும் சமூகம்
Deacausite,ஒளிவிலகல் கற்றை
Deaccentuation,தடையற்ற
Deaccentuator,நடுநிலைப்படுத்தி
Deactivating collision,செயலற்ற தாக்கம்
Deactivation,"செயலிழக்கச் செய்தல், செயலிழக்கச் செய்தல்"
Dead band,செயலற்ற வளாகம்
Dead beat,ஊனமுற்ற டோல்
Dead beat rupose,அலைவு பதிலை நிறுத்து
Dead circuit,உயிரற்ற சுற்று
Dead end,"ஒலி பின்னடைவு முடிவு, முடிவு முடிவு, குருட்டு முடிவு"
Dead end effect,செயலற்ற உட்பிரிவு விளைவு
Dead end switch,செயலற்ற பிரிவு குறுகிய சுற்று சுவிட்ச்
Dead halt,திடீர் இடைவேளை
Dead loading,உணர்ச்சியற்ற சுமை
Dead room,எதிரொலி இல்லாத அறை
Dead short,முழு குறுகிய பாதை
Dead space,செயலற்ற பகுதி
Dead spot,அமைதியான இடம்
Dead studio,எதிரொலி அல்லாத ஸ்டுடியோ
Dead time,ஓய்வு நேரம்
Dead time correction,ஓய்வு நேர திருத்தம்
Dead time of a counter,கணித ஓய்வு நேரம்
Dead weight gauge,நிலையான சுமை பயனுள்ளதாக இருக்கும்
Dead weight tonnage,மொத்த டன்னேஜ்
Dead-beat pendulum,பூட்டிய ஊசல்
Dead-reckoning,"கார்ப்பரேட் பொசிஷனிங், அக்ரோனிம் பொசிஷனிங்"
Deadening effect,மயக்க விளைவு
Deafness,காது கேளாமை
Dean number,டீன் எண்
Deathnium centre,டெத்னியம் மையம்
Debilitated force,பலவீனமான சக்தி
Deborah number,டெபோரா எண்
Debugged model,தவறு மாதிரி
Debugging,விடுதலை
