English,Malayalam
Detonator,സ്ഫോടനാത്മകമായ
Detuning,വിവരണം
Detuterium discharge tube,ഡ്യൂറ്റീരിയം ഡിസ്ചാർജ് നോസിലുകൾ
Deuterium cycle,ഡ്യൂട്ടീരിയം സൈക്കിൾ
Deuteron,ഡ്യൂറ്ററോൺ
Deuteron accelerator,ഡ്യൂട്ടറോൺ ആക്സിലറേറ്റർ
Deuteron captere,ഡ്യൂറ്ററോൺ പിടിച്ചെടുക്കൽ
Deuteron electromagnetic vertex,ഡ്യൂറ്ററോൺ വൈദ്യുതകാന്തിക ടോപ്പ്
Deuton = (deuteron),"ഡ്യൂട്രോൺ, ഡ്യൂട്രോൺ"
Develop=develop,"വികസിപ്പിക്കുക, വികസിപ്പിക്കുക, വികസിപ്പിക്കുക"
Developable,വികസിപ്പിക്കാവുന്നത്
Developer,"ഡെവലപ്പർ, ഡെവലപ്പർ"
Developer front,ഡെവലപ്പർ ഫ്രണ്ട്
Developing agent,ഡെവലപ്പർ
Developing hanger,വികസന ഫ്രെയിം
Developing paper,വികസന കത്ത്
Developing temperature,"വികസന താപനില, വികസന താപനില"
Developing time,"വികസന കാലഘട്ടം, വികസന കാലഘട്ടം"
Development,"വളർച്ച, വികസനം, വ്യക്തിഗതമാക്കൽ"
Deviation,വ്യതിയാനം
Deviation coefficient,വ്യതിയാനം ഗുണകം
Deviation facdtor (=compressibility factor),"വ്യതിയാന ഘടകം, കംപ്രസ്സീവ് ഘടകം"
Deviation factor,വ്യതിചലന പ്രതിഭാസം
Deviation flag,ഫ്ലൈറ്റ് പാത സൂചകം
Deviation indicator,വ്യതിയാന സൂചകം
Deviatoric,വ്യതിചലിക്കുന്ന
Deviatoric component,വ്യതിചലിക്കുന്ന ഘടകം
Deviatoric stress,വ്യാപിക്കുന്ന സമ്മർദ്ദം
Devolved,തരംതാഴ്ത്തി
Dew,മഞ്ഞു
Dew (distance early warning),നേരത്തെയുള്ള മുന്നറിയിപ്പ് ലക്ഷ്യമിടുന്നു
Dew hygrometer,മഞ്ഞു പോയിന്റ് ഹൈഗ്രോമീറ്റർ
Dew line,ഡ്യുലൈൻ
Dew point,മഞ്ഞു പോയിന്റ്
Dewar calorimeter,ഡ്യൂർ കലോറിമീറ്റർ
Dewar flask,മാൻ ഫ്ലാസ്ക്
Dex (=brig),dx (യൂണിറ്റ്)
Dextral,ഘടികാരദിശയിൽ
Dextrorotary,ദക്ഷിണ ധ്രുവീകരണം
Di,ദ്വി
Di-interstitials,എൻഡോസ്പേം
Di-isotopic element,ദ്വി-ഐസോടോപിക് മൂലകങ്ങൾ
Diabatic,സ്വതന്ത്ര-ജീവിതം
Diactinism,ഭാരം കൂടിയ വികിരണം
Diad axis,ഇരട്ട അക്ഷം
Diafocal point,ഇരട്ട ഫോക്കസ് പോയിന്റ്
Diagnoster,ഡയഗ്നോസ്റ്റിക്സ്
Diagnostic check,ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്
Diagnostic routine,ഡയഗ്നോസ്റ്റിക് ദിനചര്യ
Diagnostic test,ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്
Diagonal,ഡയഗണൽ
Diagonal axis,ഡയഗണൽ അക്ഷം
Diagonal eyepiece,ഡയഗണൽ കണ്ണ്
Diagonal generator,ഡയഗണൽ പാരന്റ്
Diagonal horn antenna,ഡയഗണൽ തുര്യ ആന്റിന
Diagram,ഡയഗ്രം
Diagrammatic,ഡ്രോയിംഗ്
Diagrammatic method,ഡ്രോയിംഗ് രീതി
Diagrammatic representation,ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം
Dial,ഡയൽ ചെയ്യുക
Dial exchange,ടെലിഫോൺ സെന്റർ ഡയൽ ചെയ്യുക
Dial pattern bridge,"ഡയാലിക്റ്റ് പാലം, ഡയാലിക്റ്റ് പാലം"
Dial pointer,ഡയൽ പോയിന്റർ
Dial switch,ഡയൽ സ്വിച്ച്
Dial thermometer,ഡയൽ തെർമോമീറ്റർ
Dial tone,ഡയൽ ടോണ്
Dialbox,ഡയൽബോക്സ്
Diamagnate Faraday effect,ഡയമാഗ്നെറ്റിക് ഫാരഡേ പ്രഭാവം
Diamagnetic,ഡയമാഗ്നറ്റിക്
Diamagnetic correction constant,ഡയമാഗ്നെറ്റിക് മോഡുലസ്
Diamagnetic moment,ഡയമാഗ്നെറ്റിക് നിമിഷം
Diamagnetic resonance,ഡയമാഗ്നെറ്റിക് റെസൊണൻസ്
Diamagnetic shielding,ഡയമാഗ്നെറ്റിക് ഷീൽഡിംഗ്
Diamagnetic substance,ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ
Diamagnetic susceptibility,ഡയമാഗ്നറ്റിക് പ്രവണത
Diamagnetic volume,ഡയമാഗ്നെറ്റിക് വോള്യം
Diamagnetics,"ഡയമാഗ്നറ്റോളജി, ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ"
Diamagnetism,ഡയമാഗ്നെറ്റിസം
Diameter,വ്യാസം
Diametral plane,വ്യാസമുള്ള തലം
Diametrically opposite,വിപരീതമായി
Diamond,"വജ്രം, വജ്രം"
Diamond antenna (=rhombic antenna),റോംബസ് ആന്റിന
Diamond lattice,"ഡയമണ്ട് ലാറ്റിസ്, ഇടിമിന്നൽ"
Diapason,ഡയപഗെൻ
Diaphragm,"ഡയഫ്രം, ഡയഫ്രം"
Diaphragm motor force,ഡയഫ്രം മോട്ടോർ ഫോഴ്സ്
Diaphragm setting,ഡയഫ്രം അഡ്മിനിസ്ട്രേഷൻ
Diasporometer,ഡയസ്പോറോമീറ്റർ
Diathermal envelope,താപ കവർ
Diathermancy,ചൂട് പ്രവേശനക്ഷമത
Diathermanous,ചൂട് എക്സ്ചേഞ്ച്
Diathermic,ചൂട് എക്സ്ചേഞ്ച്
Diathermometer,തെർമോമീറ്റർ
Diathermy,ഡയതെർമി
Diatomic,ഡയറ്റോമിക്
Diatomic molecule,ഡയറ്റോമിക് തന്മാത്ര
Diatomic rotor,"ഡയറ്റോമിക് റോട്ടർ, ഡയറ്റോമിക് റോട്ടർ"
Diatonic scale,"ഡയറ്റോണിക് സ്വരഗ്രാം, ഡിറ്റോണിക് സ്വരഗ്രാം"
Dicap storage,ഡയോഡ്-കപ്പാസിറ്റർ സംഭരണം
Dichotic listening,ബൈനറൽ ഹിയറിംഗ്
Dichotomic variable,ദ്വിമുഖ വേരിയബിൾ
Dichotomise,വിഭജിക്കാൻ
Dichotomising axis,വിഭജന അക്ഷം
Dichotomising branch,വിഭജന ശാഖ
Dichotomising search,രണ്ട്-വഴി പര്യവേക്ഷണം
Dichotomising system,വിഭജന സംവിധാനം
Dichotomized variable,വിഭജിക്കപ്പെട്ട വേരിയബിൾ
Dichotomy,"വിഭജനം, പകുതി കല"
Dichroic,"ഡൈക്രോമാറ്റിക്, ഡൈക്രോമാറ്റിക്"
Dichroic fog,ഇരട്ട വർണ്ണത
Dichroic mirror,ഡൈക്രോമാറ്റിക് കണ്ണാടി
Dichroic ratio,ബൈക്രോമാറ്റിക് അനുപാതം
Dichroism,ഇരട്ടിയായി
Dichromate cell,പോളാർ ഡൈക്രോമാറ്റിസം
Dichromatism,ഡൈക്രോമേറ്റ് സെൽ
Dichroscope,"ഡൈക്രോമാറ്റിസം, വിഷ്വൽ ഡൈക്കോടോമി, ലെവൽ ഡൈക്രോമാറ്റിസം"
Dictaphone,ബൈനോക്കുലർ
Dictation machine,ഡിക്ടഫോൺ
Dielectirc heat,വൈദ്യുത താപം
Dielectirc permeability,വൈദ്യുത കാന്തികത
Dielectric,ഓഡിയോഗ്രാഫർ
Dielectric absorption,വൈദ്യുത ആഗിരണം
Dielectric aerial,വൈദ്യുത ആന്റിന
Dielectric breakdown,വൈദ്യുത ബ്രേക്ക്
Dielectric choesion,വൈദ്യുത സംയോജനം
Dielectric constant,വൈദ്യുത സൂചിക
Dielectric current,വൈദ്യുത പ്രവാഹം
Dielectric displacement,വൈദ്യുത സ്ഥാനചലനം
Dielectric dissipation factor,വൈദ്യുത ശോഷണം
Dielectric effect,വൈദ്യുത പ്രഭാവം
Dielectric ellipsoid,വൈദ്യുത ദീർഘവൃത്താകൃതി
Dielectric fatigue,വൈദ്യുത തളർച്ച
Dielectric heating,വൈദ്യുത ചൂടാക്കൽ
Dielectric hysteresis,വൈദ്യുത സിങ്കോപ്പ്
Dielectric loss,വൈദ്യുത നഷ്ടം
Dielectric permeability tensor,വൈദ്യുത കാന്തികത
Dielectric permittivity,വൈദ്യുത സൂചിക
Dielectric phase angle,വൈദ്യുത ഘട്ടം ആംഗിൾ
Dielectric polarisation,വൈദ്യുത ധ്രുവീകരണം
Dielectric power factor,വൈദ്യുത വൈദ്യുത ഗുണകം
Dielectric relaxation,വൈദ്യുത തളർച്ച
Dielectric rod antenna,വൈദ്യുത ബാർ ആന്റിന
Dielectric strength,വൈദ്യുത ശക്തി
Dielectric susceptibility,വൈദ്യുത പ്രവണത
Dielectric tensor,വൈദ്യുത മണ്ഡലം
Dielectric wedge,വൈദ്യുത ഫാൻ
Dielectrics,വൈദ്യുതചാലകങ്ങൾ
Diergolic (nonhypergolic),പരാന്നഭോജികൾ
Diesel cycle,ഡീസൽ സൈക്കിൾ
Diesel engine,ഡീസൽ എഞ്ചിൻ
Difference,വിടവ്
Difference amplifier (=differential amplifier),വ്യതിരിക്ത ആംപ്ലിഫയർ
Difference band,ഇടപെടൽ ബാൻഡ്
Difference curve (of thermocouple),ഇന്റർമോളികുലാർ വക്രം
Difference detector,ഡിഫറൻഷ്യൽ ഡിറ്റക്ടർ
Difference frequency,"ഡിഫറൻഷ്യൽ ഫ്രീക്വൻസി, വ്യവകലന ആവൃത്തി"
Difference function,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
Difference indicator electrodes,ഡിഫറൻഷ്യൽ ഇൻഡിക്കേറ്റർ ഇലക്ട്രോഡ്
Difference limen (=differential threshold),"ഡിഫറൻഷ്യൽ സിൽ, ഡിഫറൻഷ്യൽ ലൈമാൻ"
Difference threshould (of reverberation time),വിടവ് സിൽ
Difference tone,പരസ്പരബന്ധിതമായ സ്വരാക്ഷരങ്ങൾ
Differential,"ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഇന്റർഡിപെൻഡൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ"
Differential absorption,ഡിഫറൻഷ്യൽ ആഗിരണം
Differential amplifier (=difference amplifer),വ്യതിരിക്ത ആംപ്ലിഫയർ
Differential analyser,ഡിഫറൻഷ്യൽ അനലിസ്റ്റ്
Differential apparatus,വ്യത്യസ്തമാക്കുന്ന ഉപകരണം
Differential attraction,വ്യത്യസ്ത ആകർഷണം
Differential bais curve,ഡിഫറൻഷ്യൽ ചെരിവ് വക്രം
Differential bridge,വോൾട്ടേജ് വ്യത്യാസ പാലം
Differential calorimeter,"പെനിട്രേറ്റീവ് തെർമോമീറ്റർ, പെനിട്രേറ്റീവ് കലോറിമീറ്റർ"
Differential capacitance (of a diode),ഡിഫറൻഷ്യൽ കപ്പാസിറ്റൻസ്
Differential capacitor,ഡിഫറൻഷ്യൽ കപ്പാസിറ്റർ
Differential centrifugation,ഡിഫറൻഷ്യൽ സെൻട്രിഫ്യൂഗേഷൻ
Differential centroid velocity field,ഡിഫറൻഷ്യൽ സെൻട്രിപെറ്റൽ വെലോസിറ്റി ഫീൽഡ്
Differential chamber,ഡിഫറൻഷ്യൽ സെൽ
Differential circuit,ഡിഫറൻഷ്യൽ സർക്യൂട്ട്
Differential coefficient,ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്
Differential coil (=differential winding),വിവേചനപരമായ ജാതകം
Differential correction,ഡിഫറൻഷ്യൽ റിവിഷൻ
Differential cross section,ഡിഫറൻഷ്യൽ സോൺ
Differential detector,ഡിഫറൻഷ്യൽ ഡിറ്റക്ടർ
Differential diffusion,ഡിഫറൻഷ്യൽ ഡിഫ്യൂഷൻ
Differential discriminator,വിവേചനപരമായ
Differential duplex,ഇന്റർസ്റ്റീഷ്യൽ ഡ്യുപ്ലെക്സ്
Differential electromagnet,നിലവിലെ വൈദ്യുതകാന്തികം
Differential equation,ഡിഫറൻഷ്യൽ സമവാക്യം
Differential expansion,ആപേക്ഷിക വ്യാപനം
Differential extinction coefficient,ഡിഫറൻഷ്യൽ എക്സിറ്റിൻഷൻ കോഫിഫിഷ്യന്റ്
Differential filter,ആവൃത്തി-വ്യത്യാസ ഫിൽട്ടർ
Differential fusion,ഡിഫറൻഷ്യൽ ഫ്യൂഷൻ
Differential gain,വ്യത്യാസം സ്കോർ
Differential gain contron (=sensitivity time control),"സെൻസിബിലിറ്റി കോൾ കൺട്രോളർ, സെൻസിബിലിറ്റി കോൾ കൺട്രോൾ"
Differential galvanometer,പിയറിംഗ് ഗാൽവനോമീറ്റർ
Differential ionisation chamber,ഇന്റർമീറ്റർ അയോണൈസേഷൻ ചേമ്പർ
Differential isotope method,ഡിഫറൻഷ്യൽ ഐസോടോപ്പ് രീതി
Differential Joule Thomoson effect,ഡിഫറൻഷ്യൽ ജൂൾ തോംസൺ പ്രഭാവം
Differential level,വ്യത്യസ്ത നില
Differential m odulation,മുൻകൂട്ടി കണ്ടീഷൻഡ് മോഡുലേഷൻ
Differential media,വ്യത്യാസപ്പെടുത്തുന്ന മാധ്യമം
Differential microphone (=double button microphone),ബിബട്ടൺ കാർബൺ മൈക്രോഫോൺ
Differential permeability,ഡിഫറൻഷ്യൽ കാന്തികവൽക്കരണം
Differential phase,സമയാസമയം
Differential polar clustering,യൂണിപോളാർ ക്ലസ്റ്റർ
Differential pulley,വ്യാസമുള്ള പുള്ളി
Differential relay,"ഷണ്ട് റിലേ, ഷണ്ട് റിലേ"
Differential resistance (of a diode),ഡിഫറൻഷ്യൽ പ്രതിരോധം
Differential rotation,ഇടവിട്ടുള്ള ഭ്രമണം
Differential scanning calorimeter,ഡിഫറൻഷ്യൽ സ്കാനിംഗ് തെർമോമീറ്റർ
Differential screw,ഡിഫറൻഷ്യൽ സ്ക്രൂ
Differential segment,ഡിഫറൻഷ്യൽ ക്ലോസ്
Differential selsyn,ഇന്റർസ്റ്റീഷ്യൽ സെലിസിൻ
Differential steam calorimeter,പെനട്രന്റ് സ്റ്റീം തെർമോമീറ്റർ
Differential thermal analyzer,ഡിഫറൻഷ്യൽ തെർമൽ അനലൈസർ
Differential thermocouple,തെർമോമീറ്റർ തെർമോഇലക്ട്രിക് ദമ്പതികൾ
Differential thermometer,തെർമോമീറ്റർ തെർമോഇലക്ട്രിക് ദമ്പതികൾ
Differential thermoscope,തെർമോമീറ്റർ
Differential threshold,വിടവ് സിൽ
Differential tone,ഊന്നിപ്പറഞ്ഞ വോക്കൽസ്
Differential track length,"ഡിഫറൻഷ്യൽ പാത്ത് ദൈർഘ്യം, ഡിഫറൻഷ്യൽ പാത്ത് ദൈർഘ്യം"
Differential transducer,ഡിഫറൻഷ്യൽ ട്രാൻസ്ഡ്യൂസർ
Differential vector,ഡിഫറൻഷ്യൽ വെക്റ്റർ
Differential velocity,ഡിഫറൻഷ്യൽ പ്രവേഗം
Differential voltmeter,വോൾട്ടേജ് ഗേജ്
Differential wheel and axle,വ്യാസമുള്ള ചക്രവും സ്പിൻഡിലും
Differentiate,വേർതിരിക്കുക
Differentiated,"വ്യത്യസ്തമായ, വ്യത്യസ്തമായ"
Differentiated pulse,ഡിഫറൻഷ്യൽ പൾസ്
Differentiating circuit,ഡിഫറൻഷ്യൽ സർക്യൂട്ട്
Differentiating network,"ഡിഫറൻഷ്യൽ നെറ്റുകൾ, ഡിഫറൻഷ്യൽ സർക്യൂട്ടുകൾ"
Differentiation,"വ്യത്യാസം, വ്യത്യാസം"
Differentiation operator,ഡിഫറൻഷ്യൽ ഓപ്പറേറ്റർ
Differentiator,വ്യത്യസ്തമായ
Diffraction,ഡിഫ്രാക്ഷൻ
Diffraction at edge,കോർ ഡിഫ്രാക്ഷൻ
Diffraction at obstacle,ഒരു തടസ്സത്തിലൂടെയുള്ള വ്യതിചലനം
Diffraction at sllit,വിഭജനം വഴിയുള്ള വിഭജനം
Diffraction band,ഡിഫ്രാക്ഷൻ ബാൻഡ്
Diffraction grating,ഡിഫ്രാക്ഷൻ ഗ്രേറ്റിംഗ്
Diffraction group,ഡിഫ്രാക്ഷൻ ഗ്രൂപ്പ്
Diffraction halo,ഡിഫ്രാക്ഷൻ പരിസ്ഥിതി
Diffraction maximum,പരമാവധി ഡിഫ്രാക്ഷൻ
Diffraction minimum,ഏറ്റവും കുറഞ്ഞ ഡിഫ്രാക്ഷൻ
Diffraction pattern,ഡിഫ്രാക്ഷൻ ചിത്രം
Diffraction ripple,ഡിഫ്രാക്ഷൻ മെംബ്രൺ
Diffraction spectrum,ഡിഫ്രാക്ഷൻ സ്പെക്ട്രം
Diffractive distortion,വിപരീത രൂപഭേദം
Diffractometer,ഡിഫ്രാക്റ്റോമീറ്റർ
Diffuse,"വ്യാപിക്കുക (v.) പരത്തുക, പ്രചരിപ്പിക്കുക (v.)"
Diffuse density,വ്യാപിക്കുന്ന സാന്ദ്രത
Diffuse emission,വ്യാപിക്കുന്ന ഉദ്വമനം
Diffuse illumination,വ്യാപിക്കുന്ന പ്രകാശം
Diffuse ion layer,ഡിഫ്യൂസ് അയോൺ ലെവൽ
Diffuse junction transistor,ഡിഫ്യൂസ് ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ
Diffuse maxima,പരമാവധി വ്യാപിക്കുക
Diffuse nebula,വ്യാപിക്കുന്ന നീഹാരിക
Diffuse radiation,വ്യാപിക്കുന്ന വികിരണം
Diffuse reflection,വ്യാപിക്കുന്ന പ്രതിഫലനം
Diffuse reflection factor,വ്യാപിക്കുന്ന പ്രതിഫലന ഘടകം
Diffuse refraction,വ്യാപിക്കുന്ന അപവർത്തനം
Diffuse scattering,വ്യാപിക്കുന്ന ചിതറിക്കൽ
Diffuse spectrum,വ്യാപിക്കുന്ന സ്പെക്ട്രം
Diffuse transmission,ഡിഫ്യൂസ് ട്രാൻസ്മിഷൻ
Diffused,"വ്യാപിച്ച, വ്യാപിച്ച"
Diffused band,ഡിഫ്യൂസ് ബാൻഡ്
Diffused base transistor,ഡിഫ്യൂഷൻ ബേസ് ട്രാൻസിസ്റ്റർ
Diffused junction,ഡിഫ്യൂഷൻ ജംഗ്ഷൻ
Diffused mesa transistor,ഡിഫ്യൂസ്ഡ് മെസ ട്രാൻസിസ്റ്റർ
Diffuseness (of a surface),അവ്യക്തത
Diffuser,ഡിഫ്യൂസർ
Diffuser drag,ഡിഫ്യൂസർ ട്രാക്ഷൻ
Diffuser spillover,ഡിഫ്യൂസിവ് സ്പിൽ
Diffusible,വ്യാപിക്കുക
Diffusible ion,ഡിഫ്യൂഷൻ അയോണുകൾ
Diffusiometer,ഡിഫ്യൂഷൻമീറ്റർ
Diffusion,"വ്യാപനം, വ്യാപനം"
Diffusion battery,ഡിഫ്യൂഷൻ ബാറ്ററി
Diffusion capacitance,ഡിഫ്യൂഷൻ കപ്പാസിറ്റൻസ്
Diffusion chamber,ഡിഫ്യൂഷൻ ചേമ്പർ
Diffusion cloud chamber,ഡിഫ്യൂഷൻ ബ്രാക്കറ്റ്
Diffusion coefficient,വ്യാപനത്തിന്റെ ഗുണകം
Diffusion constant,ഡിഫ്യൂഷൻ സ്ഥിരാങ്കം
Diffusion control,വ്യാപനം നിയന്ത്രണം
Diffusion controlled process,വ്യാപനം നിയന്ത്രിത പ്രക്രിയ
Diffusion current,ഡിഫ്യൂഷൻ കറന്റ്
Diffusion electrode,ഡിഫ്യൂഷൻ ഇലക്ട്രോഡ്
Diffusion equation,വ്യാപന സമവാക്യം
Diffusion flame,വ്യാപന ജ്വാല
Diffusion flow,വ്യാപന പ്രവാഹം
Diffusion gradient,ഡിഫ്യൂഷൻ ഗ്രേഡിയന്റ്
Diffusion length,"വ്യാപന ദൈർഘ്യം, വ്യാപന ദൈർഘ്യം"
Diffusion motion,വ്യാപിക്കുന്ന വേഗത
Diffusion of vorticity,ആശയക്കുഴപ്പം വ്യാപനം
Diffusion phenomenon,വ്യാപനം പ്രതിഭാസം
Diffusion polarization,വ്യാപനം ധ്രുവീകരണം
Diffusion porometer,ഡിഫ്യൂഷൻ സ്റ്റോമോമീറ്റർ
Diffusion potential,"വ്യാപന സാധ്യത, വ്യാപന സാധ്യത"
Diffusion pressure deficit,ഡിഫ്യൂഷൻ മർദ്ദം കുറയ്ക്കൽ
Diffusion process,വ്യാപന പ്രക്രിയ
Diffusion pump,ഡിഫ്യൂഷൻ പമ്പ്
Diffusion resistance,വ്യാപന പ്രതിരോധം
Diffusion thermoeffect,ഡിഫ്യൂസിവ് തപീകരണ പ്രഭാവം
Diffusional separation,ഡിഫ്യൂസിവ് വേർപിരിയൽ
Diffusive capacity,വ്യാപന ശേഷി
Diffusive substances,ഡിഫ്യൂസിബിൾ ദ്രവ്യം
Diffusivity,ഡിഫ്യൂസിവിറ്റി
Diffusor,"ഡിഫ്യൂസർ, ഡിഫ്യൂസർ"
Digit,"സംഖ്യ, ഡയഡം, വിരൽ"
Digit recogniser,നമ്പർ ഡിസൈനർ
Digit selector,സംഖ്യാ സ്വഭാവം
Digit time track,സംഖ്യാ സമയ പാത
Digit timing pulse,സംഖ്യാ പൾസ്
Digit timing ring,നമ്പർ സമയം റിംഗ്
Digital coltmeter,ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ
Digital computer,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
Digital data,അങ്കി ദത്ത്
Digital indicator instrument,ന്യൂമറേറ്റർ
Digital output,ഡിജിറ്റൽ ഔട്ട്പുട്ട്
Digital playback,ഡിജിറ്റൽ ലിസണിംഗ്
Digital recording,ഡിജിറ്റൽ റെക്കോർഡിംഗ്
Digital simulation,ഡിജിറ്റൽ സിമുലേഷൻ
Digital simulation theory,ഡിജിറ്റൽ സിമുലേഷൻ സിദ്ധാന്തം
Digital sort,ഡിജിറ്റൽ അടുക്കൽ
Digitar (=digitiser),"ഡിജിറ്റൈസർ, ഡിജിറ്റൈസർ"
Digitize,"ഡിജിറ്റൈസ് ചെയ്യുന്നു, ഡിജിറ്റൈസ് ചെയ്യുന്നു"
Digitizer,ഡിജിറ്റൈസർ
Digitron,ഡിജിട്രോൺ
Digiverter,ന്യൂമറേറ്റർ
Diheptal base,diphtaki അടിസ്ഥാനം
Dilatation,വ്യാപനം
Dilatational component,വോളിയം വിപുലീകരണ ഘടകം
Dilatational wave,വോളിയം പ്രചരണ തരംഗം
Dilation strain,വികാസ വൈകല്യം
Dilatometer,എക്സോമീറ്റർ
Dilator,വികാസം
Dimension,"വ്യാപ്തി, വീതി, അളവ്, ശക്തി"
Dimension (size) of circuit,സർക്യൂട്ടിന്റെ വികാസം (വലിപ്പം)
Dimension of an equation,സമവാക്യത്തിന്റെ അളവ്
Dimension of space time,സമയപരിധി
Dimensional,ഡൈമൻഷണൽ
Dimensional equation,ഡൈമൻഷണൽ സമവാക്യം
Dimensional formula,ഡൈമൻഷണൽ ഫോർമുല
Dimensional number,ഡൈമൻഷണൽ നമ്പർ
Dimensional orientation,ഡൈമൻഷണൽ ഓറിയന്റേഷൻ
Dimensional quantity,ഡൈമൻഷണൽ തുക
Dimensional stability,ഡൈമൻഷണൽ സ്ഥിരത
Dimensional theory,ഇൻഷുറൻസ് തത്വം
Dimensional tolerance,ഡൈമൻഷണൽ അസിസ്റ്റൻസ്
Dimensional type,ഡൈമൻഷണൽ തരം
Dimensional unit,ഇൻഷുറൻസ് യൂണിറ്റ്
Dimensionalilty,മാനം
Dimensionalilty restriction,ഡൈമൻഷണാലിറ്റി നിയന്ത്രണം
Dimensioned plan,സ്കെയിൽ ചെയ്ത കോൺഫിഗറേഷൻ
Dimensionless,അളവില്ലാത്ത
Dimensionless coordinates,ലംബ കോർഡിനേറ്റുകൾ
Dimensionless equation,അളവില്ലാത്ത സമവാക്യം
Dimensionless strain component,ലംബമായ രൂപഭേദം ഘടകം
Dimensionless thrust,ദ്രുതഗതിയിലുള്ള ഊന്നൽ
Dimensionless velocity,തൽക്ഷണ വേഗത
Diminution,"മൂല്യത്തകർച്ച, കുറവ്"
Dimmer,പ്രസരിപ്പുള്ള
Dineutron,ബൈന്യൂട്രോൺ
Diode,ഡയോഡ്
Diode clamper,ഡയോഡ് മോർട്ട്ഗേജ്
Diode clipper,ഡയോഡ് റെസിസ്റ്റർ
Diode heptode,ഡയോഡ് ഹെപ്റ്റോഡ്
Diode laster,ഡയോഡ് ലേസർ
Diode mixer,ഡയോഡ് മിക്സർ
Diode pentode,ഡയോഡ് പെന്റോഡ്
Diode resistors,ഡയോഡ് റെസിസ്റ്റർ
Diode vacuum bube logic,ഡയോഡ് വാക്വം ഹോസ് ലോജിക്
Diode valve,ഡയോഡ് വാൽവ്
Diopter,ഡയോപ്റ്റർ
Diopter scale,ഡയോപ്റ്റർ സ്കെയിൽ
Dioptric lens (=drum lens),റിഫ്രാക്റ്റിംഗ് ലെൻസ്
Dioptric part,റിഫ്രാക്റ്ററി ഭാഗം
Dioptric system,റിഫ്രാക്റ്റീവ് സിസ്റ്റം
Dioptric telescope,റിഫ്രാക്റ്റിംഗ് ടെലിസ്കോപ്പ്
Dioptrical region,അപവർത്തന മേഖല
Dip,"വില്ലു, വില്ലു, മുങ്ങുക, തൊട്ടി"
Dip angle,വീഴ്ചയുടെ ആംഗിൾ
Dip circle,കാലിബ്രേറ്റർ
Dip needle,തീയതി പട്ടിക
Dip of horizon,ചക്രവാളരേഖ
Dip soldering,നിമജ്ജനം
Diplex operation,ഡ്യുപ്ലെക്സ് പ്രവർത്തനം
Diplexer,ഡിപ്ലോയിഡ്
Dipole,ദ്വിധ്രുവം
Dipole (=doublet antenna),ഡ്യുവൽ ആന്റിന
Dipole aerial,ബൈപോളാർ ഏരിയൽ
Dipole association,ദ്വിധ്രുവ സംയോജനം
Dipole centre,ദ്വിധ്രുവ കേന്ദ്രം
Dipole coordinate system,ദ്വിധ്രുവ കോർഡിനേറ്റ് സിസ്റ്റം
Dipole electric moment,ദ്വിധ്രുവ നിമിഷം
Dipole field,ദ്വിധ്രുവ മേഖല
Dipole interaction,ദ്വിധ്രുവ ഇടപെടൽ
Dipole layer (=electric double layer),ബൈപോളാർ പാളി
Dipole moment,ദ്വിധ്രുവ നിമിഷം
Dipole radiation,ദ്വിധ്രുവ വികിരണം
Dipole raelaxation,ദ്വിധ്രുവ വിശ്രമം
Dipole term,ദ്വിധ്രുവ പോസ്റ്റ്
Dipole wave,ദ്വിധ്രുവ തരംഗം
Dipole-dipole interaction,ദ്വിധ്രുവ-ദ്വിധ്രുവ ഇടപെടൽ
Dipole-dipole resonance forece,ദ്വിധ്രുവ-ദ്വിധ്രുവ അനുരണന ശക്തി
Dipole-dipole term,ദ്വിധ്രുവ-ദ്വിധ്രുവ പദം
Dirac delta function,dirac delta ഫംഗ്ഷൻ
Dirac equation,ഡയറക് സമവാക്യം
Dirac field,dirac ഫീൽഡ്
Dirac Maxwell equation,ഡിറാക്-മാക്സ്വെൽ സമവാക്യം
Dirac method,dirac രീതി
Dirac's relativistic wave,dirac ആപേക്ഷിക തരംഗം
Direct,"നേരായ, നേരായ, നേരായ, നേരിട്ടുള്ള, മുന്നിൽ"
Direct address (=first level address),"നേരിട്ടുള്ള വിലാസം, പ്രാഥമിക വിലാസം"
Direct binary coding,നേരിട്ടുള്ള ബൈനറി നൊട്ടേഷൻ
Direct correlation,അനുലോം പരസ്പരബന്ധം
Direct coupled amplifier,നേരിട്ടുള്ള കപ്പിൾഡ് ആംപ്ലിഫയർ
Direct current,നേരിട്ടുള്ള കറന്റ്
