Punjabi,Bengali
ਡਾਟਾ ਸੰਕੁਚਨ,ডেটা সংযোগ
ਡਾਟਾ ਸੰਕੁਚਨ,তথ্য সংকোচন
ਡਾਟਾ ਕਨੈਕਸ਼ਨ,তথ্য সংযোগ
ਡਾਟਾ ਸਥਿਰ,ডেটা ধ্রুবক
ਡਾਟਾ  ਗੰਦਗੀ,ডেটা  দূষণ
ਡਾਟਾ ਨਿਯੰਤਰਣ,ডেটা নিয়ন্ত্রণ
ਡਾਟਾ ਕੰਟਰੋਲ ਬਲਾਕ,ডেটা নিয়ন্ত্রণ ব্লক
ਡਾਟਾ ਤਬਦੀਲੀ,ডেটা রূপান্তর
ਡਾਟਾ ਕਨਵਰਟਰ,ডেটা কনভার্টর
ਡੇਟਾ ਐਲਾਨ,ডেটা ঘোষণা
ਡੇਟਾ ਐਲਾਨ  ਬਿਆਨ,ডেটা ঘোষণা  বিবৃতি
ਡਾਟਾ ਪਰਿਭਾਸ਼ਾ,ডেটা সংজ্ঞা
ਡਾਟਾ ਪਰਿਭਾਸ਼ਾ  ਨਾਮ,ডেটা সংজ্ঞা  নাম
ਡਾਟਾ ਪਰਿਭਾਸ਼ਾ  ਬਿਆਨ,ডেটা সংজ্ঞা  বিবৃতি
ਡਾਟਾ ਦੇਰੀ,ডেটা বিলম্ব
ਡਾਟਾ ਡੀਲਿਮਿਟਰ,ডেটা ডিলিমিটার
ਡਾਟਾ ਘਣਤਾ,ডেটা ঘনত্ব
ਡਾਟਾ ਵੇਰਵਾ  ਦਾਖਲਾ,ডেটা বর্ণনা  প্রবেশ
ਡਾਟਾ ਵੇਰਵਾ  ਭਾਸ਼ਾ,ডেটা বর্ণনা  ভাষা
ਡਾਟਾ ਡਿਜ਼ਾਈਨ,ডেটা ডিজাইন
ਡਾਟਾ ਜੰਤਰ,ডেটা ডিভাইস
ਡਾਟਾ ਡਿਕਸ਼ਨਰੀ,তথ্য অভিধান
ਡਾਟਾ ਨਿਰਦੇਸ਼ਤ ਸੰਚਾਰ,ডেটা নির্দেশিত সংক্রমণ
ਡਾਟਾ ਡਿਸਪਲੇਅ ਯੂਨਿਟ,ডেটা ডিসপ্লে ইউনিট
ਡਾਟਾ ਵੰਡ ਪ੍ਰਣਾਲੀ,ডেটা বিতরণ সিস্টেম
ਡੇਟਾ ਡਿਵੀਜ਼ਨ,ডেটা বিভাগ
ਡਾਟਾ ਐਲੀਮੈਂਟ,ডেটা উপাদান
ਡਾਟਾ ਐਲੀਮੈਂਟ ਚੇਨ,ডেটা উপাদান চেইন
ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ  ਕੁੰਜੀ,তথ্য এনক্রিপশন  চাবি
ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ  ਸਟੈਂਡਰਡ,তথ্য এনক্রিপশন  স্ট্যান্ডার্ড
ਡਾਟਾ ਐਂਟਰੀ,তথ্য অনুপ্রবেশ
ਡਾਟਾ ਐਂਟਰੀ ਡਿਵਾਈਸ,ডেটা এন্ট্রি ডিভাইস
ਡਾਟਾ ਗਲਤੀ,ডেটা ভুল
ਡਾਟਾ ਮੁਲਾਂਕਣ,ডেটা মূল্যায়ন
ਡਾਟਾ ਪ੍ਰੀਖਿਆ,ডেটা পরীক্ষা
ਡਾਟਾ ਐਕਸਚੇਂਜ,তথ্য বিনিময়
ਡਾਟਾ ਖੇਤਰ,উপাত্ত ক্ষেত্র
ਡਾਟਾ ਫਾਈਲ,আমার স্নাতকের
ਡਾਟਾ ਵਹਾਅ,তথ্য প্রবাহ
ਡਾਟਾ ਪ੍ਰਵਾਹ ਚਾਰਟ,ডেটা ফ্লো চার্ট
ਡਾਟਾ ਫਲੋ ਕੰਟਰੋਲ,ডেটা প্রবাহ নিয়ন্ত্রণ
ਡਾਟਾ ਫਲੋ ਐਟਰਾਮ,তথ্য প্রবাহ চিত্র
ਡਾਟਾ ਫਾਰਮੈਟ,উপাত্ত বিন্যাস
ਡਾਟਾ ਫਾਰਮੈਟ ਆਈਟਮ,ডেটা ফর্ম্যাট আইটেম
ਡਾਟਾ ਜੇਨਰੇਟਰ,ডেটা জেনারেটর
ਡਾਟਾਗ੍ਰਾਮ,ডেটাগ্রাম
ਡੈਟਾਗਰਾਮ ਸੇਵਾ,ডেটাগ্রাম পরিষেবা
ਡਾਟਾ ਗ੍ਰਾਫਿਕਸ,ডেটা গ্রাফিক্স
ਡਾਟਾ ਗ੍ਰਾਉਸਕੋਪ,ডেটা গ্রাফোস্কোপ
ਡਾਟਾ ਹੈਂਡਲਿੰਗ,ডেটা হ্যান্ডলিং
ਡਾਟਾ ਹੈਂਡਲਿੰਗ  ਸਮਰੱਥਾ,ডেটা হ্যান্ডলিং  ক্ষমতা
ਡਾਟਾ ਲੜੀ,ডেটা হায়ারার্কি
ਡਾਟਾ ਮੇਜ਼ਬਾਨ (= ਮੇਜ਼ਬਾਨ),ডেটা হোস্ট (= হোস্ট)
ਡਾਟਾ ਆਜ਼ਾਦੀ,ডেটা স্বাধীনতা
ਡਾਟਾ ਇੰਪੁੱਟ,ডাটা প্রবেশ
ਡਾਟਾ ਇਨਪੁਟ ਸਟੇਸ਼ਨ,ডেটা ইনপুট স্টেশন
ਡਾਟਾ ਇਕਸਾਰਤਾ,তথ্য অখণ্ডতা
ਡਾਟਾ ਐਕਸਚੇਂਜ,ডেটা ইন্টারচেঞ্জ
ਆਵਾਜ਼ ਵਿੱਚ ਡਾਟਾ,কণ্ঠে ডেটা
ਡਾਟਾ I / O  ਹਦਾਇਤ,ডেটা I/O  নির্দেশ
ਡਾਟਾ ਆਈਟਮ,ডেটা আইটেম
ਡਾਟਾ ਪੱਧਰ,ডেটা স্তর
ਡਾਟਾ ਲਾਇਬ੍ਰੇਰੀ,ডেটা লাইব্রেরি
ਡਾਟਾ ਲਿੰਕ ਨਿਯੰਤਰਣ  ਅੱਖਰ,ডেটা লিঙ্ক নিয়ন্ত্রণ  চরিত্র
ਡਾਟਾ ਲਿੰਕ ਭੱਜਣਾ  ਅੱਖਰ,ডেটা লিঙ্ক এস্কেপ  চরিত্র
ਡਾਟਾ ਲਿੰਕ ਪਰਤ,ডেটা লিঙ্ক স্তর
ਡਾਟਾ ਸੂਚੀ,ডেটা তালিকা
ਡਾਟਾ ਲੌਗਿੰਗ,তথ্য লগিং
ਡਾਟਾ ਪ੍ਰਬੰਧਨ,ডাটা ব্যাবস্থাপনা
ਡਾਟਾ ਪ੍ਰਬੰਧਨ  ਪ੍ਰੋਗਰਾਮ,ডাটা ব্যাবস্থাপনা  কার্যক্রম
ਡਾਟਾ ਪ੍ਰਬੰਧਨ  ਸਿਸਟਮ,ডাটা ব্যাবস্থাপনা  পদ্ধতি
ਡੇਟਾ ਹੇਰਾਫੇਰੀ,ডেটা ম্যানিপুলেটিং
ਡਾਟਾ ਹੇਰਾਫੇਰੀ  ਭਾਸ਼ਾ,ডেটা ম্যানিপুলেশন  ভাষা
ਡਾਟਾ ਮਾਸਕਿੰਗ,ডেটা মাস্কিং
ਡੈਟਾਮੈਟਿਕ ਕੰਪਿ computer ਟਰ,ডেটাম্যাটিক কম্পিউটার
ਡੇਟਾ,ডেটিমেশন
ਡਾਟਾ ਮਾਧਿਅਮ,ডেটা মিডিয়াম
ਡਾਟਾ ਮਾਈਗ੍ਰੇਸ਼ਨ,তথ্য স্থানান্তর
ਡਾਟਾ ਮੋਡ,ডেটা মোড
ਡਾਟਾ ਮੂਵ  ਹਦਾਇਤ,ডেটা সরানো  নির্দেশ
ਡਾਟਾ ਮਲਟੀਪਲੈਕਸਰ,ডেটা মাল্টিপ্লেক্সার
ਡਾਟਾ ਨਾਮ,ডেটা নাম
ਡਾਟਾ ਨੈਟਵਰਕ,তথ্য জালিকা
ਡਾਟਾ ਓਪਰੇਸ਼ਨ,ডেটা অপারেশন
ਡਾਟਾ ਸੰਗਠਨ,ডেটা সংস্থা
ਡਾਟਾ ਉਤਪਰਾ,ডেটা উত্স
ਡਾਟਾ ਆਉਟਪੁੱਟ,ডেটা আউটপুট
ਡਾਟਾ ਮਾਰਗ,ডেটা পাথ
ਡਾਟਾ ਪੜਾਅ,ডেটা ফেজ
ਡੈਨਾਫੋਨ,ডেটাফোন
ਡਾਟਾ ਪਲਾਟਰ,ডেটা চক্রান্তকারী
ਡਾਟਾ ਪੁਆਇੰਟਰ,ডেটা পয়েন্টার
ਡਾਟਾ ਤਿਆਰੀ,ডেটা প্রস্তুতি
ਡਾਟਾ ਤਿਆਰੀ  ਜੰਤਰ,ডেটা প্রস্তুতি  যন্ত্র
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,তথ্য প্রক্রিয়াজাতকরণ
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ  ਕੇਂਦਰ,তথ্য প্রক্রিয়াজাতকরণ  কেন্দ্র
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ  ਚੱਕਰ,তথ্য প্রক্রিয়াজাতকরণ  সাইকেল
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ  ਮਸ਼ੀਨ,তথ্য প্রক্রিয়াজাতকরণ  মেশিন
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ  ਨੋਡ,তথ্য প্রক্রিয়াজাতকরণ  নোড
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ  ਸਟੇਸ਼ਨ,তথ্য প্রক্রিয়াজাতকরণ  স্টেশন
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ  ਸਿਸਟਮ,তথ্য প্রক্রিয়াজাতকরণ  পদ্ধতি
ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ,ডাটা প্রসেসর
ਡਾਟਾ ਸੁਰੱਖਿਆ,তথ্য সুরক্ষা
ਡਾਟਾ ਸ਼ੁੱਧਤਾ,ডেটা পরিশোধন
ਡਾਟਾ ਰੇਡੀਓ,ডেটা রেডিও
ਡਾਟਾ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,ডেটা রিসিভার
ਡਾਟਾ ਰਿਕਾਰਡ,ডেটা রেকর্ড
ਡਾਟਾ ਕਮੀ,তথ্য হ্রাস
ਡਾਟਾ ਰਜਿਸਟਰ,ডেটা রেজিস্টার
ਡਾਟਾ ਭਰੋਸੇਯੋਗਤਾ,ডেটা নির্ভরযোগ্যতা
ਡਾਟਾ  ਪ੍ਰਤੀਨਿਧਤਾ,ডেটা  প্রতিনিধিত্ব
ਡਾਟਾ ਪ੍ਰਜਨਨ,ডেটা প্রজনন
ਡਾਟਾ ਪ੍ਰਾਪਤੀ,ডেটা পুনরুদ্ধার
ਡਾਟਾ ਸਮੀਖਿਆ  ਨਿਯੰਤਰਣ,ডেটা পর্যালোচনা  নিয়ন্ত্রণ
ਡਾਟਾ ਸੁਰੱਖਿਆ,তথ্য নিরাপত্তা
ਡਾਟਾ ਵੱਖ ਕਰਨ ਵਾਲੇ,ডেটা বিভাজক
ਡਾਟਾ ਸੈੱਟ,ডেটা সেট
ਡਾਟਾ ਕੁੱਟਣਾ,ডেটা সেট ক্লকিং
ਡਾਟਾ ਸੈੱਟ ਪਰਿਭਾਸ਼ਾ  ਟੇਬਲ,ডেটা সেট সংজ্ঞা  টেবিল
ਡਾਟਾ ਸੈੱਟ ਲੇਬਲ,ডেটা সেট লেবেল
ਡਾਟਾ ਸੈੱਟ ਦਾ ਨਾਮ,ডেটা সেট নাম
ਡਾਟਾ ਸੈੱਟ  ਸੰਗਠਨ,ডেটা সেট  সংগঠন
ਡਾਟਾ ਸੈਟ ਹਵਾਲਾ  ਗਿਣਤੀ,ডেটা সেট রেফারেন্স  সংখ্যা
ਡਾਟਾ ਨਿਰਧਾਰਤ ਕਰਨ,ডেটা সেট সুরক্ষা
ਡਾਟਾ ਸੈੱਟ ਸੈੱਟ  ਪ੍ਰੋਗਰਾਮ,ডেটা সেট ইউটিলিটি  কার্যক্রম
ਡਾਟਾ ਸੰਕੇਤ,ডেটা সিগন্যাল
ਡਾਟਾ ਸਿਗਨਲਿੰਗ ਰੇਟ,ডেটা সিগন্যালিং হার
ਡੇਟਾ ਸਿੰਕ,ডেটা সিঙ্ক
ਡਾਟਾ ਸਰੋਤ,তথ্য সূত্র
ਡਾਟਾ ਨਿਰਧਾਰਨ,ডেটা স্পেসিফিকেশন
ਡਾਟਾ ਸਟੇਸ਼ਨ,ডেটা স্টেশন
ਡਾਟਾ ਸਟੋਰੇਜ,তথ্য ভান্ডার
ਡਾਟਾ ਸਟੋਰੇਜ  Structure ਾਂਚਾ,তথ্য ভান্ডার  কাঠামো
ਡਾਟਾ ਸਟ੍ਰੀਮ,তথ্য প্রবাহ
ਡਾਟਾ structure ਾਂਚਾ,তথ্য কাঠামো
ਡਾਟਾ structure ਾਂਚਾ  ਚਿੱਤਰ,তথ্য কাঠামো  চিত্র
ਡਾਟਾ ਸਵਿਚ,ডেটা স্যুইচ
ਡਾਟਾ ਬਦਲਣਾ  ਕੇਂਦਰ,ডেটা স্যুইচিং  কেন্দ্র
ਡਾਟਾ ਬਦਲਣਾ  ਐਕਸਚੇਂਜ,ডেটা স্যুইচিং  বিনিময়
ਡਾਟਾ ਟੈਬਲੇਟ,ডেটা ট্যাবলেট
ਡਾਟਾ ਟਰਮੀਨਲ,ডেটা টার্মিনাল
ਡਾਟਾ ਟਰਮੀਨਲ  ਉਪਕਰਣ,ডেটা টার্মিনাল  সরঞ্জাম
ਡਾਟਾ ਟਾਈਮ,ডেটা সময়
ਡਾਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ,ডেটা ট্রান্সক্রিপশন
ਡਾਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ  ਜੰਤਰ,ডেটা ট্রান্সক্রিপশন  যন্ত্র
ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ,তথ্য স্থানান্তর
ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ  ਪੜਾਅ,তথ্য স্থানান্তর  পর্যায়
ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ ਰੇਟ,ডেটা স্থানান্তর হার
ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ  ਰਜਿਸਟਰ,তথ্য স্থানান্তর  নিবন্ধন
ਡਾਟਾ ਸੰਚਾਰ,ডেটা ট্রান্সমিশন
ਡਾਟਾ ਸੰਚਾਰ  ਚੈਨਲ,ডেটা ট্রান্সমিশন  চ্যানেল
ਡਾਟਾ ਸੰਚਾਰ  ਸਹੂਲਤ,ডেটা ট্রান্সমিশন  সুবিধা
ਡਾਟਾ ਸੰਚਾਰ  ਇੰਟਰਫੇਸ,ডেটা ট্রান্সমিশন  ইন্টারফেস
ਡਾਟਾ ਸੰਚਾਰ  ਲਾਈਨ,ডেটা ট্রান্সমিশন  লাইন
ਡਾਟਾ ਸੰਚਾਰ  ਸੇਵਾ,ডেটা ট্রান্সমিশন  পরিষেবা
ਡਾਟਾ ਸੰਚਾਰ  ਜਾਲ,ডেটা ট্রান্সমিশন  ফাঁদ
ਡੈਨੈਟ੍ਰੋਨ,ডেটাট্রন
ਡਾਟਾ ਕਿਸਮ,ডেটা টাইপ
ਵੌਇਸ ਦੇ ਅਧੀਨ ਡੇਟਾ,কণ্ঠের অধীনে ডেটা
ਡਾਟਾ ਯੂਨਿਟ,ডেটা ইউনিট
ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ,তথ্য বৈধতা
ਡਾਟਾ ਸ਼ਬਦ,ডেটা ওয়ার্ড
ਡੇਟਿੰਗ ਰੁਟੀਨ,ডেটিং রুটিন
ਡੈਟਮ,ডেটুম
ਡੈਟਮ ਲਾਈਨ,ডেটাম লাইন
ਦਸ਼ਮਲਵ ਬਿੰਦੂ,দশমিক বিন্দু
ਅਯੋਗ,নিষ্ক্রিয়করণ
ਮਰੇ ਬੈਂਡ,ডেড ব্যান্ড
ਮਰੇ ਹੋਏ ਫਾਈਲ,মৃত ফাইল
ਡੈੱਡ ਲਾਕ,মৃত লক
ਡੈੱਡ ਟਾਈਮ,মৃত সময়
ਮਰੇ ਜ਼ੋਨ,মৃত এলাকা
ਮਰੇ ਜ਼ੋਨ ਯੂਨਿਟ,ডেড জোন ইউনিট
ਬਹਿਸ,Deblock
ਡੀਬੱਗ,ডিবাগ
ਡੀਬੱਗਰ,ডিবাগার
ਡੀਬੱਗਿੰਗ ਸਹਾਇਤਾ,ডিবাগিং সহায়তা
ਡੀਬੱਗਿੰਗ ਸਹਾਇਤਾ  ਰੁਟੀਨ,ডিবাগিং সহায়তা  রুটিন
ਡੀਬੱਗਿੰਗ  ਭਾਸ਼ਾ,ডিবাগিং  ভাষা
ਯਾਦਦਾਸ਼ਤ ਦੀ ਡੰਪ ਡੀਬੱਗ ਕਰਨਾ,ডিবাগিং মেমরি ডাম্প
ਡੀਬੱਗਿੰਗ ਆਉਟਪੁੱਟ,ডিবাগিং আউটপুট
ਡੀਬੱਗ ਮੈਕਰੋਸ,ডিবাগ ম্যাক্রোস
ਡੀਬੱਗ ਬਿਆਨ,ডিবাগ বিবৃতি
ਦਹਾਕੇ,দশক
ਦਹਾਕੇ ਕਾਉਂਟਰ,দশকের কাউন্টার
ਫੈਸਲੇ ਟੇਬਲ ਭਾਸ਼ਾ,সিদ্ধান্ত টেবিল ভাষা
ਨਿਮਰਤਾ ਦਾ ਸਮਾਂ,হ্রাস সময়
ਵਿਕੇਂਦਰੀਕ੍ਰਿਤ  ਜਾਣਕਾਰੀ  ਸਿਸਟਮ,বিকেন্দ্রীভূত  তথ্য  পদ্ধতি
ਡੈਸੀਬੈਲ,ডেসিবেল
ਕਮੀ,সিদ্ধান্ত
ਦਸ਼ਮਲਵ ਹਿਸਾਬ ਆਪ੍ਰੇਸ਼ਨ,দশমিক গাণিতিক অপারেশন
ਦਸ਼ਮਲਵ ਅਲਾਈਨਮੈਂਟ,দশমিক প্রান্তিককরণ
ਦਸ਼ਮਲਵ ਅੰਕ,দশমিক অঙ্ক
ਦਸ਼ਮਲਵ ਮਾਰਕਰ,দশমিক চিহ্নিতকারী
ਦਸ਼ਮਲਵ ਸੰਕੇਤ,দশমিক স্বরলিপি
ਦਸ਼ਮਲਵ ਦੇ ਅੰਕ,দশমিক সংখ্যা
ਦਸ਼ਮਲਵ  ਨੰਬਰ  ਸਿਸਟਮ,দশমিক  সংখ্যা  পদ্ধতি
ਦਸ਼ਮਲਵ ਤਸਵੀਰ  ਡਾਟਾ,দশমিক ছবি  ডেটা
ਦਸ਼ਮਲਵ ਪ੍ਰਤੀਕ,দশমিক প্রতীক
ਸਮਝਦਾਰ,ডেসিফার
ਫੈਸਲਾ,সিদ্ধান্ত
ਫੈਸਲਾ ਬਾਕਸ,সিদ্ধান্ত বাক্স
ਫੈਸਲਾ ਸਰਕਟ,সিদ্ধান্ত সার্কিট
ਫੈਸਲਾ ਸਮੱਗਰੀ,সিদ্ধান্তের বিষয়বস্তু
ਫੈਸਲਾ ਐਲੀਮੈਂਟ,সিদ্ধান্তের উপাদান
ਫੈਸਲਾ  ਹਦਾਇਤ,সিদ্ধান্ত  নির্দেশ
ਫੈਸਲਾ  Kmechanism,সিদ্ধান্ত  Kmechanism
ਫੈਸਲੇ ਦੀ ਭਾਸ਼ਾ,সিদ্ধান্তের ভাষা
ਫੈਸਲਾ ਤਰਕ,সিদ্ধান্ত যুক্তি
ਫੈਸਲਾ ਤਰਕ  ਅਨੁਵਾਦਕ,সিদ্ধান্ত যুক্তি  অনুবাদক
ਫੈਸਲਾ ਸਿਧਾਂਤ,সিদ্ধান্ত নীতি
ਫੈਸਲਾ ਨਿਯਮ,সিদ্ধান্তের নিয়ম
ਫੈਸਲਾ  ਸਿਮੂਲੇਸ਼ਨ,সিদ্ধান্ত  সিমুলেশন
ਫੈਸਲੇ ਦਾ structure ਾਂਚਾ,সিদ্ধান্ত কাঠামো
ਫੈਸਲੇ ਦੀ ਮੇਜ਼,সিদ্ধান্ত টেবিল
ਫੈਸਲੇ ਸਿਧਾਂਤ,সিদ্ধান্ত তত্ত্ব
ਫੈਸਲਾ ਨਿਰੰਤਰ,সিদ্ধান্ত স্থির
ਡੀਕੋਡਰ,ডিকোডার
ਡੀਕੋਡਿੰਗ  ਹਦਾਇਤ,ডিকোডিং  নির্দেশ
ਸਜਾਵਟ,ডিকোললেট
ਹੁਨਰ,ডিকোলেটর
ਸੇਂਟ,ডিকনসেন্ট্রেশন
ਗਿਰਾਵਟ,হ্রাস
ਡਿਕ੍ਰਿਪਟ,ডিক্রিপ্ট
ਡਰ,ডিকুরল
ਸਮਰਪਿਤ ਚੈਨਲ,ডেডিকেটেড চ্যানেল
ਸਮਰਪਿਤ ਸਰਕਟ,ডেডিকেটেড সার্কিট
ਸਮਰਪਿਤ  ਕੁਨੈਕਸ਼ਨ,নিবেদিত  সংযোগ
ਸਮਰਪਿਤ ਲਿਥਸ,ডেডিকেটেড ডিভাইসড
ਸਮਰਪਿਤ ਲਾਈਨ,ডেডিকেটেড লাইন
ਸਮਰਪਿਤ ਪੋਰਟ,ডেডিকেটেড পোর্ট
ਸਮਰਪਿਤ ਰਜਿਸਟਰ,ডেডিকেটেড রেজিস্টার
ਮੂਲ,ডিফল্ট
ਮੂਲ ਸਮੂਹ,ডিফল্ট গ্রুপ
ਮੂਲ ਵਿਕਲਪ,ডিফল্ট বিকল্প
ਮੂਲ ਪੈਰਾਮੀਟਰ,ডিফল্ট প্যারামিটার
ਮੂਲ ਮੁੱਲ,ডিফল্ট মান
ਮੁਲਤਵੀ  ਸੰਬੋਧਨ ਕਰਨਾ,বিলম্বিত  সম্বোধন
ਮੁਲਤਵੀ ਦਾਖਲਾ,স্থগিত এন্ট্রি
ਮੁਲਤਵੀ ਨਿਕਾਸ,স্থগিত প্রস্থান
ਮੁਲਤਵੀ  ਰੱਖ ਰਖਾਵ,বিলম্বিত  রক্ষণাবেক্ষণ
ਮੁਲਤਵੀ ਰੱਖ ਰਖਾਵ ਸਮਾਂ,বিলম্বিত রক্ষণাবেক্ষণ সময়
ਮੁਲਤਵੀ  ਕਾਰਵਾਈ,বিলম্বিত  প্রক্রিয়াজাতকরণ
ਮੁਲਤਵੀ ਮੁੜ-ਚਾਲੂ,স্থগিত পুনঃসূচনা
ਪਰਿਭਾਸ਼ਿਤ ਆਈਟਮ,সংজ্ঞায়িত আইটেম
ਨਿਸ਼ਚਤ ਨੈਟਵਰਕ,নির্দিষ্ট নেটওয়ার্ক
ਮੋਹਰ,ডিফ্লেশন প্লেট
ਡਿਗੇਸ,দেগস
ਡੈਗੌਜ਼ਰ,দেগুসার
ਡੀਜਨਰੇਸੀ,অবক্ষয়
ਨਿਘਾਰ ਦਾ ਕਾਰਕ,অবক্ষয় ফ্যাক্টর
ਮਲਟੀ- ਦੀ ਡਿਗਰੀ  ਪ੍ਰੋਗਰਾਮਿੰਗ,বহু ডিগ্রি  প্রোগ্রামিং
ਦੇਰੀ,বিলম্ব
ਦੇਰੀ ਕਾਉਂਟਰ,বিলম্ব কাউন্টার
ਦੇਰੀ ਨਾਲ ਦੇਰੀ,ডিফারেনশিয়াল বিলম্ব
ਦੇਰੀ ਅੰਕ,বিলম্বের সংখ্যা
ਵਿਗਾੜ ਦੀ ਦੇਰੀ ਕਰੋ,বিলম্ব বিকৃতি
ਦੇਰੀ ਤੱਤ,বিলম্ব উপাদান
ਬਰਾਬਰੀ ਦੇਰੀ,বিলম্ব সমান
ਦੇਰੀ ਲਾਈਨ,বিলম্ব
ਦੇਰੀ ਲਾਈਨ ਮੈਮੋਰੀ,বিলম্ব লাইন মেমরি
ਦੇਰੀ ਲਾਈਨ ਰਜਿਸਟਰ,বিলম্ব লাইন রেজিস্টার
ਦੇਰੀ ਲਾਈਨ ਸਟੋਰੇਜ,বিলম্ব লাইন স্টোরেজ
ਦੇਰੀ ਲੂਪ ਸਟੋਰ,বিলম্ব লুপ স্টোর
ਦੇਰੀ  ਪ੍ਰੋਗਰਾਮਿੰਗ,বিলম্ব  প্রোগ্রামিং
ਦੇਰੀ ਦਾ ਸਮਾਂ,বিলম্ব সময়
ਆਈਲੀਵ  (= ਸੁਸਤ),ডিলিভ  (= ডিকোললেট)
ਮਿਟਾਓ,মুছে ফেলা
ਅੱਖਰ ਨੂੰ ਮਿਟਾਓ,চরিত্র মুছুন
ਕੁੰਜੀ ਨੂੰ ਮਿਟਾਓ,কী মুছুন
ਹਟਾਉਣ ਦਾ ਰਿਕਾਰਡ,মুছে ফেলার রেকর্ড
ਡੀਲਿਮਿਟਰ,ডিলিমিটার
ਡੀਲਿਮਿਟਰ  ਬਿਆਨ,ডিলিমিটার  বিবৃতি
ਅਦਾਇਗੀ ਸਮਾਂ,বিতরণ সময়
ਡੈਲਟਾ ਸੰਚਾਲਨ,ডেল্টা মড্যুলেশন
ਡੈਲਟਾ ਸ਼ੋਰ,ডেল্টা শব্দ
ਮੰਗ,চাহিদা
ਪ੍ਰਾਪਤ ਕਰਨ ਦੀ ਮੰਗ,চাহিদা আনতে
ਮੰਗਾਂ ਨੂੰ ਭੇਜਣਾ,চাহিদা পেজিং
ਮੰਗ  ਕਾਰਵਾਈ,চাহিদা  প্রক্রিয়াজাতকরণ
ਡਿਮਾਂਡ ਸਟੇਜਿੰਗ,চাহিদা মঞ্চ
ਹੱਦਬੰਦੀ ਪੱਟੀ,সীমানা স্ট্রিপ
ਮੁਆਵਜ਼ਾ,ডিমোডুলেশন
ਡੈਮੋਡੂਲੇਟਰ,ডেমোডুলেটর
ਡੈਮੋਗ੍ਰਾਫਿਕ  ਐਪਲੀਕੇਸ਼ਨ,ডেমোগ্রাফিক  আবেদন
ਡੈਮਟਾ,ডেমাউন্ট
ਡੈਮਿਟਲ ਟਾਪਸ,ডেমাল্টিপ্লেক্সিং
ਸੰਘਣੀ ਸੂਚੀ,ঘন তালিকা
ਘਣਤਾ,ঘনত্ব
ਨਿਰਭਰਤਾ ਸਿਧਾਂਤ,নির্ভরতা তত্ত্ব
ਨਿਰਭਰ  ਖੰਡ,নির্ভরশীল  বিভাগ
ਨਿਰਭਰ ਯੂਨਿਟ,নির্ভর ইউনিট
ਡੀਕ,ডেক
ਡਰਮਿੰਗ,ডেরিং
ਉਤਰਿਆ,অবতরণ
ਉਤਰਦੇ ਲੜੀਬੱਧ,অবতরণ বাছাই
ਵੇਰਵਾ,বর্ণনা
ਵੇਰਵਾ ਸੂਚੀ ਸੂਚੀ,বিবরণ তালিকা
ਵਰਣਨ ਕਰਨ ਵਾਲਾ,বর্ণনাকারী
ਡਿਜ਼ਾਇਨ,নকশা
ਡਿਵਾਈਸ ਨੂੰ ਨਿਰਧਾਰਤ ਕਰਨਾ,ডিজাইন করা ডিভাইস
ਡਿਜ਼ਾਇਨ ਮਾਡਮ,ডিজাইন মডেম
ਡਿਜ਼ਾਇਨ  ਅਨੁਕੂਲਤਾ,নকশা  অপ্টিমাইজেশন
ਡਿਜ਼ਾਇਨ ਗੁਪਤ,নকশা গোপনীয়তা
ਡਿਜ਼ਾਈਨ ਸਿਮੂਲੇਸ਼ਨ,ডিজাইন সিমুলেশন
ਲੋੜੀਂਦਾ ਮੁੱਲ,কাঙ্ক্ষিত মান
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,ডেস্ক ক্যালকুলেটর
ਡੈਸਕ ਜਾਂਚ,ডেস্ক চেকিং
ਡੈਸਕ ਟਾਪ ਕੰਪਿ .ਟਰ,ডেস্কটপ কম্পিউটার
ਭੇਜਣਾ,প্রেরণ
ਮੰਜ਼ਿਲ,গন্তব্য
ਮੰਜ਼ਿਲ  ਪਤਾ,গন্তব্য  ঠিকানা
ਟਿਕਾਣਾ ਕੋਡ,গন্তব্য কোড
