Punjabi,Telugu
ਘੋਸ਼ਣਾ,ప్రకటన
ਆਮਦਨੀ ਦਾ ਐਲਾਨ,ఆదాయ ప్రకటన
ਘੋਸ਼ਿਤ ਮੁੱਲ,ప్రకటించిన విలువ
ਸਹੁੰ ਬਾਰੇ ਐਲਾਨ ਕਰੋ,ప్రమాణం చేయండి
ਡੀਕੋਡ,డీకోడ్
ਡੀਕੋਡ੍ਰੋਲ,డీకోంట్రోల్
ਸਜਾਵਟ,డెకోరం
ਕਮੀ,తగ్గుదల
ਫ਼ਰਮਾਨ,డిక్రీ
ਸਮਰਪਣ,అంకితం
ਕਟੌਤੀਯੋਗ,మినహాయింపు
ਕਟੌਤੀ,మినహాయింపు
ਸਰੋਤ 'ਤੇ ਕਟੌਤੀ,మూలం వద్ద మినహాయింపు
ਤਨਖਾਹ ਤੋਂ ਕਟੌਤੀ,జీతం నుండి మినహాయింపు
ਡੀਡ,దస్తావేజు
ਗਿਰਵੀਨਾਮੇ ਦਾ ਕੰਮ,తనఖా యొక్క దస్తావేజు
ਮੰਨਿਆ ਗਿਆ ਯੂਨੀਵਰਸਿਟੀ,డీమ్డ్ విశ్వవిద్యాలయం
ਖਰਾਬ,Deface
ਹਕ਼ੀਕ਼ੀ,వాస్తవ
Defalcation,డీప్లేషన్
ਮਾਣਹਾਨੀ,పరువు నష్టం
ਮੂਲ,డిఫాల్ట్
ਡਿਫਾਲਟਰ,డిఫాల్టర్
ਨੁਕਸਦਾਰ,లోపభూయిష్ట
ਬਚਾਅ,రక్షణ
ਬਚਾਅ ਪੱਖ,రక్షణ న్యాయవాది
ਰੱਖਿਆ ਉਤਪਾਦਨ,రక్షణ ఉత్పత్తి
ਬਚਾਓ ਪੱਖ,ప్రతివాది
ਮੁਲਤਵੀ,వాయిదా వేయండి
ਮੁਲਤਵੀ ਖਰਚੇ,వాయిదా వేసిన వ్యయం
ਉਲੰਘਣਾ,ధిక్కరణ
ਘਾਟਾ,లోటు
ਘਾਟਾ ਬਜਟ,లోటు బడ్జెట్
ਪ੍ਰਭਾਸ਼ਿਤ,నిర్వచించండి
ਮੁਲਤਵੀ,ధిక్కరించండి
ਨਿਘਾਰ,క్షీణత
ਡਿਗਰੀ,డిగ్రీ
ਡੀਜੂਰ,Dejure
ਦੇਰੀ,ఆలస్యం
ਡੈਲੀਗੇਟ,ప్రతినిధి
ਸੌਂਪਿਆ ਅਥਾਰਟੀ,అప్పగించిన అధికారం
ਵਫਦ,ప్రతినిధి బృందం
ਸ਼ਕਤੀਆਂ ਦਾ ਵਫਦ ਹੋਣਾ,అధికారాల ప్రతినిధి బృందం
ਮਿਟਾਓ,తొలగించు
ਹਟਾਉਣਾ,తొలగింపు
ਜਾਣਬੁੱਝ ਕੇ,ఉద్దేశపూర్వకంగా
ਵਿਚਾਰ ਵਟਾਂਦਰੇ,చర్చ
ਕਮੀ,రుచికరమైన
ਸੀਮਾ,డీలిమిటేషన్
ਸਪੁਰਦ ਕਰੋ,బట్వాడా
ਡਿਲਿਵਰੀ,డెలివరీ
ਮੰਗ,డిమాండ్
ਮੰਗ ਨੋਟ,డిమాండ్ గమనిక
ਹੱਦਬੰਦੀ,సరిహద్దు
ਡੈਮੀ-ਅਧਿਕਾਰੀ,డెమి-అఫీషియల్
ਲੋਕਤੰਤਰ,ప్రజాస్వామ్యం
ਪ੍ਰਦਰਸ਼ਨ,ప్రదర్శన
ਨਿਰਾਸ਼ਾ,అవమానం
ਕਬਰਸਤਾਨ,డెమరేజ్
ਇਨਕਾਰ,తిరస్కరణ
ਸੰਜੋਗ,విలువ కలిగిన
Do ਨੂਵੋ,డి నోవో
ਇਨਕਾਰ,తిరస్కరించండి
ਰਵਾਨਾ,బయలుదేరండి
ਵਿਭਾਗ,విభాగం
ਵਿਭਾਗੀ ਵਿਭਾਗ,డిపార్ట్‌మెంటల్
ਵਿਭਾਗੀ ਕਾਰਵਾਈ,డిపార్ట్‌మెంటల్ చర్య
ਵਿਭਾਗੀ ਜਾਂਚ,డిపార్ట్‌మెంటల్ ఎంక్వైరీ
ਵਿਭਾਗੀ ਜਾਂਚ,విభాగ దర్యాప్తు
ਵਿਭਾਗੀ ਬੇਨਿਯਮਤਾ,డిపార్ట్‌మెంటల్ అవకతవకలు
ਵਿਭਾਗੀ ਲਾਇਬ੍ਰੇਰੀ,డిపార్ట్‌మెంటల్ లైబ్రరీ
ਵਿਭਾਗੀ ਲਾਪਰਵਾਹੀ,విభాగ నిర్లక్ష్యం
ਵਿਭਾਗੀ ਅਧਿਕਾਰ,విభాగ అనుమతి
ਵਿਭਾਗੀ ਯੋਗਤਾ ਪ੍ਰੀਖਿਆ,డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్
ਰਵਾਨਗੀ,నిష్క్రమణ
ਨਿਰਭਰਤਾ ਸਰਟੀਫਿਕੇਟ,డిపెండెన్సీ సర్టిఫికేట్
ਨਿਰਭਰ,ఆధారపడి ఉంటుంది
ਨਿਰਭਰ ਬੱਚੇ,ఆధారపడిన పిల్లలు
ਤੈਨੁਸ਼,మోహరించేందుకు
ਡੀਪੋਨੈਂਟ,డిపోనెంట్
ਦੇਸ਼ ਨਿਕਾਲੇ,బహిష్కరణ
ਅਪਗ੍ਰੇਡ,డిసెజ్
ਜਮ੍ਹਾ,డిపాజిట్
ਡਿਪੂ,డిపో
ਕਮੀ,తరుగుదల
ਉਦਾਸ ਕਲਾਸ,అణగారిన తరగతి
ਵਾਂਝੇ,కోల్పోతారు
ਡੈਪੂਟੇਸ਼ਨ,డిప్యుటేషన్
ਡੈਪੂਟੇਸ਼ਨ ਭੱਤਾ,డిప్యుటేషన్ భత్యం
ਡਿਪਟੀ,డిప్యూటీ
ਡੀਰ ਰਜਿਸਟਰ,పునర్నిర్మించబడింది
ਡਿ duty ਟੀ ਦੀ ਘਾਟ,విధి యొక్క విడదీయడం
ਦਰੇਰਾ,డెజర్వేషన్
ਡੈਗੋਗੇਸ਼ਨ,అవమానకరమైన
ਅਪਮਾਨਜਨਕ,అవమానకరమైన
ਅਪਾਰੋਕਰੀ ਟਿੱਪਣੀ,అవమానకరమైన వ్యాఖ్య
ਵੰਸ਼ਜ,వారసుడు
ਵੇਰਵਾ,వివరణ
ਯੋਗ,అర్హమైనది
ਡਿਜ਼ਾਇਨ,రూపకల్పన
ਮਨੋਨੀਤ,నియమించండి
ਅਹੁਦਾ,హోదా
ਭੇਜਣਾ,డెస్పాచ్
ਡਿਸਪੈਚ ਨੋਟ,డెస్పాచ్ నోట్
ਡੈਪਿਪਰ ਰਜਿਸਟਰ,డెస్పాచ్ రిజిస్టర్
ਮੰਜ਼ਿਲ,గమ్యం
ਵਿਖਾਵਾ,నిరాశ్రయుల
ਵੇਰਵਾ,వివరాలు
ਵੇਰਵਾ,వివరంగా
ਖੋਜਿਆ,గుర్తించడం
ਨਜ਼ਰਬੰਦੀ,నిర్బంధ
ਉਚਾਰੇ ਹੋਏ,డిటెనూ
ਦ੍ਰਿੜਤਾ,సంకల్పం
ਨਿਘਾਰ,నిరోధం
ਨੁਕਸਾਨ,హాని
ਨੁਕਸਾਨਦੇਹ,హానికరం
ਦੀ ਘਾਟ,విలువ తగ్గింపు
ਤਬਾਹੀ,వినాశనం
ਵਿਕਾਸ,అభివృద్ధి
ਭਟਕਣਾ,విడదీయండి
ਜੰਤਰ,పరికరం
ਸ਼ਰਧਾ,భక్తి
ਨਿਦਾਨ,రోగ నిర్ధారణ
ਚਿੱਤਰ,రేఖాచిత్రం
ਡਾਇਰੀ,డైరీ
ਹੁਕਮ,డిక్టేషన్
ਮਰਦਾ ਨਹੀ,చనిపోతుంది
ਖੁਰਾਕ,ఆహారం
ਹਜ਼ਮ,డైజెస్ట్
ਮਨਘੜਤ,గౌరవప్రదమైన
ਮਾਣ,గౌరవం
ਡਿਜਸ਼ਨ,డైగ్రెషన్
Dilatory,డైలేటరీ
ਦੁਬਿਧਾ,సందిగ్ధత
ਮਿਹਨਤੀ,శ్రద్ధ
ਮਾਪ,పరిమాణం
ਡਿਪਲੋਮਾ,డిప్లొమా
ਕੂਟਨੀਤੀ,దౌత్యం
ਕੂਟਨੀਤਕ ਛੋਟ,దౌత్య రోగనిరోధక శక్తి
ਸਿੱਧਾ,డైరెక్ట్
ਸਿੱਧਾ ਮੁਕਾਬਲਾ,ప్రత్యక్ష పోటీ
ਸਿੱਧਾ ਇੰਟਰਵਿ.,ప్రత్యక్ష ఇంటర్వ్యూ
ਦਿਸ਼ਾ,దిశ
ਡਾਇਰੈਕਟਰੀ,డైరెక్టరీ
ਸਿੱਧੀ ਭਰਤੀ,ప్రత్యక్ష నియామకం
ਅਸਵੀਕਾਰ ਕਰੋ,అనుమతించవద్దు
ਅਪਾਹਜਤਾ,వైకల్యం
ਅਯੋਗ ਵਿਅਕਤੀ,వికలాంగుడు
ਅਯੋਗਤਾ ਲਾਭ,డిసేబుల్మెంట్ ప్రయోజనం
ਨੁਕਸਾਨ,ప్రతికూలత
ਅਸਹਿਮਤ,అంగీకరించలేదు
ਅਸਵੀਕਾਰ ਕੀਤਾ,అనుమతించబడలేదు
ਅਸਵੀਕਾਰ,నిరాకరణ
ਤਬਾਹੀ,విపత్తు
ਤਬਾਹੀ ਪ੍ਰਬੰਧਨ,విపత్తూ నిర్వహణ
ਭਾਂਡੇ,రద్దు
ਵੰਡ,పంపిణీ
ਰੱਦ,విస్మరించండి
ਡਿਸਚਾਰਜ,ఉత్సర్గ
ਡਿਸਚਾਰਜ ਸਲਿੱਪ,ఉత్సర్గ స్లిప్
ਅਨੁਸ਼ਾਸਨੀ ਕਾਰਵਾਈ,క్రమశిక్షణా చర్య
ਅਨੁਸ਼ਾਸਨੀ ਵਿਧੀ,క్రమశిక్షణా విధానం
ਅਨੁਸ਼ਾਸਨ,క్రమశిక్షణ
ਵਿਗਾੜ,నిరాకరణ
ਖੁਲਾਸਾ,బహిర్గతం
ਅਸੰਤੁਸ਼ਟ,అసంతృప్తి
ਬੰਦ,నిలిపివేత
ਬੰਦ ਕਰੋ,నిలిపివేయండి
ਵਿਵਾਦ,అసమ్మతి
ਛੂਟ,డిస్కౌంట్
ਖੋਜ ਕਰੋ,కనుగొనండి
ਬਦਨਾਮੀ,అపఖ్యాతి
ਅੰਤਰ,వ్యత్యాసం
ਵਿਵੇਕ,అభీష్టానుసారం
ਵਿਵੇਕਸ਼ੀਲ ਗ੍ਰਾਂਟ,విచక్షణ మంజూరు
ਵਿਵੇਕਸ਼ੀਲ ਸ਼ਕਤੀ,విచక్షణ శక్తి
ਵਿਤਕਰਾ,వివక్ష
ਵਿਚਾਰ ਵਟਾਂਦਰੇ,చర్చ
ਬੇਈਮਾਨ,నిజాయితీ
ਬੇਇੱਜ਼ਤੀ,అవమానం
ਵਿਗਾੜ,విచ్ఛిన్నం
ਡਿਸਕ,డిస్క్
ਉਜਾੜਾ,తొలగుట
ਬੇਵਫ਼ਾ,నమ్మకద్రోహం
ਖਾਰਜ,రద్దుచేసే
ਬਰਖਾਸਤਗੀ,తొలగింపు
ਬਰਖਾਸਤ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,తొలగింపు విధానం
ਅਣਆਗਿਆਕਾਰੀ,అవిధేయత
ਵਿਕਾਰ,రుగ్మత
ਅਸੰਗਤ,అస్తవ్యస్తత
ਅਸਮਾਨਤਾ,అసమానత
ਡਿਸਪੈਚ ਸੈਕਸ਼ਨ,డిస్పాచ్ విభాగం
ਡਿਸਪੈਂਸਬਲ,పంపిణీ చేయదగినది
ਫੈਲਾਓ,చెదరగొట్టండి
ਉਜਾੜੇ,స్థానభ్రంశం
ਡਿਸਪਲੇਅ,ప్రదర్శన
ਨਾਰਾਜ਼ਗੀ,అసంతృప్తి
ਨਿਪਟਾਰਾ,పారవేయడం
ਦਾ ਿਨਪਟਾਰਾ,పారవేసేందుకు
ਸੁਭਾਅ,స్థానభ్రంశం
ਡਿਸਪੋਸੈਸ,తొలగింపు
ਵਿਵਾਦ,వివాదం
ਅਯੋਗਤਾ,అనర్హత
ਅਣਡਿੱਠ,విస్మరించండి
ਵਿਘਨ,అంతరాయం
ਅਸੰਤੁਸ਼ਟੀ,అసంతృప్తి
ਅਸਹਿਮਤੀ,అసమ్మతి
ਵਿਗਾੜ,అపచారం
ਭਿੰਨ ਭਿੰਨ,డిసోసియేట్
ਭੰਗ,రద్దు
ਭੰਗ,కరిగించండి
ਦੂਰੀ ਸਿੱਖਣ,దూరవిద్య
ਡਿਸਟਿਲਰੀ,డిస్టిలరీ
ਵੱਖਰਾ,విభిన్న
ਵੱਖ ਕਰਨਾ,వేరు
ਭਟਕਣਾ,వక్రీకరణ
ਪ੍ਰੇਸ਼ਾਨੀ,బాధ
ਵੰਡ,పంపిణీ
ਵੰਡ,పంపిణీ
ਜ਼ਿਲ੍ਹਾ,జిల్లా
ਜ਼ਿਲ੍ਹਾ ਕੇਂਦਰ,జిల్లా కేంద్రం
ਪਰੇਸ਼ਾਨੀ,భంగం
Ditto,డిట్టో
ਡਾਇਵਰਸ਼ਨ,మళ్లింపు
ਲਾਭਅੰਸ਼,డివిడెండ్
ਵੰਡ,విభజన
ਤਲਾਕ,విడాకులు
ਡੌਕੇਟ,డాకెట్
ਡਾਕਟਰ,వైద్యుడు
ਦਸਤਾਵੇਜ਼,పత్రం
ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ,డాక్యుమెంటరీ సాక్ష్యం
ਦਸਤਾਵੇਜ਼,డాక్యుమెంటేషన్
ਨਿਵਾਸ,నివాసం
ਨਿਵਾਸ ਸਰਟੀਫਿਕੇਟ,నివాస ధృవీకరణ పత్రం
ਪ੍ਰਭਾਵਸ਼ਾਲੀ,ఆధిపత్యం
ਦਾਨ,విరాళం
ਡੌਸੀਅਰ,డోసియర్
ਸ਼ੱਕੀ,సందేహాస్పదంగా
ਡੋਵ ਟੇਲਿੰਗ,డోవ్ టైలింగ్
ਡਾਉਨ ਗ੍ਰੇਡ,డౌన్ గ్రేడ్
ਡਰਾਫਟ,ముసాయిదా
ਖਰੜਾ ਜਵਾਬ,ముసాయిదా ప్రత్యుత్తరం
ਸਖਤ ਉਪਾਅ,తీవ్రమైన కొలత
ਡਰਾਅ ਕਰੋ,డ్రా
ਦਰਾਜ਼,డ్రాయర్
ਡਰਾਇੰਗ,డ్రాయింగ్
ਸੋਕੇ,కరువు
ਖੁਸ਼ਕ ਪ੍ਰਚਾਰ,పొడి ప్రమోషన్
ਦੋਹਰਾ ਚਾਰਜ,ద్వంద్వ ఛార్జ్
ਦੋਹਰੀ ਨਾਗਰਿਕਤਾ,ద్వంద్వ పౌరసత్వం
ਬਕਾਇਆ,గడువు
ਦੁਏ ਦਿਲਿਗੇਨ C ਏ,తగిన శ్రద్ధ
ਬਕਾਏ,బకాయిలు
ਵਿਧੀਵੱਧ,సరిగా
ਡੁਪਲਿਕੇਟ,నకిలీ
ਅਵਧੀ,వ్యవధి
ਗੜਬੜ,డ్యూరెస్
ਡਿ uty ਟੀ,విధి
ਡਿ uty ਟੀ ਭੱਤਾ,విధి భత్యం
ਡਿ duty ਟੀ ਚਾਰਟ,డ్యూటీ చార్ట్
ਡਿ duty ਟੀ ਛੁੱਟੀ,డ్యూటీ సెలవు
ਡਿ uty ਟੀ ਕਮਰਾ,డ్యూటీ రూమ్
ਮਰਨ ਦਾ ਐਲਾਨ,డైయింగ్ డిక్లరేషన్
ਗਤੀਸ਼ੀਲਤਾ,డైనమిక్స్
ਈਅਰਮਾਰਕ,కేటాయింపు
ਕਮਾਈ ਛੁੱਟੀ,సంపాదించిన సెలవు
ਕਮਾਈ,ఆదాయాలు
ਈਕੋ-ਦੋਸਤਾਨਾ,పర్యావరణ అనుకూలమైనది
ਵਾਤਾਵਰਣ,ఎకాలజీ
ਆਰਥਿਕ,ఆర్థిక
ਆਰਥਿਕ ਸ਼ੋਸ਼ਣ,ఆర్థిక దోపిడీ
ਆਰਥਿਕਤਾ,ఆర్థిక వ్యవస్థ
ਆਰਥਿਕਤਾ ਕਲਾਸ,ఎకానమీ తరగతి
ਸੰਪਾਦਨ,ఎడిటింగ్
ਐਡੀਸ਼ਨ,ఎడిషన్
ਸੰਪਾਦਕੀ,సంపాదకీయం
ਸਿੱਖਿਆ,చదువు
ਐਜੂਕੇਸ਼ਨਲ ਕੈਰੀਅਰ,విద్యా వృత్తి
ਵਿਦਿਅਕ ਸੰਸਥਾ,ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్
ਵਿੱਦਿਅਕ ਯੋਗਤਾ,అర్హతలు
ਪ੍ਰਭਾਵ,ప్రభావం
ਅਸਰਦਾਰ,ప్రభావవంతమైనది
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਤਾਰੀਖ,ప్రభావవంతమైన తేదీ
ਪ੍ਰਭਾਵ,ప్రభావాలు
ਕੁਸ਼ਲਤਾ,సమర్థత
ਕੁਸ਼ਲਤਾ,సామర్థ్యం
ਅਸਰਦਾਰ,సమర్థవంతమైనది
ਬਾਹਰ ਕੱ .ਣ,ఎజెక్ట్మెంట్
ਵਿਸਤ੍ਰਿਤ,విస్తృతమైన
Elapse,సాపేక్ష
ਚੁਣੇ ਗਏ ਨੁਮਾਇੰਦੇ,ఎన్నుకోబడిన ప్రతినిధి
ਚੋਣ,ఎన్నికల
ਚੋਣ ਕਾਲਜ,ఎలక్టోరల్ కాలేజీ
ਵੋਟਰਾਂ,ఓటర్లు
ਬਿਜਲੀ,విద్యుదీకరణ
ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੀਡੀਆ,ఎలక్ట్రానిక్ మీడియా
ਐਲੀਮੈਂਟਰੀ,ప్రాథమిక
ਯੋਗਤਾ,అర్హత
ਯੋਗਤਾ ਟੈਸਟ,అర్హత పరీక్ష
ਖਾਤਮੇ,ఎలిమినేషన్
ਭਾਸ਼ਣ,వాగ్ధాటి
ਸ਼ਰਮਿੰਦਾ,ఇబ్బంది
ਗਬਨ,అపహరణ
ਚਿੰਨ੍ਹ,చిహ్నం
ਮੋਹਿੰਗ ਮੋਹਰ,ఎంబోసింగ్ సీల్
ਐਮਰਜੈਂਸੀ,అత్యవసర పరిస్థితి
ਐਮਰਜੈਂਸੀ ਰਾਹਤ,అత్యవసర ఉపశమనం
ਸੰਕਟਕਾਲੀਨ,ఎమర్జెంట్
ਪਰਵਾਸ,వలస
ਜਲਦਬਾਜ਼ੀ,ఎమోల్యూమెంట్స్
ਅਵਿਸ਼ਵਾਸੀ,ఎంపానెల్మెంట్
ਹਮਦਰਦੀ,సానుభూతిగల
ਨੌਕਰੀ,ఉద్యోగం
ਕਰਮਚਾਰੀ,ఉద్యోగి
ਕਰਮਚਾਰੀ ਭਾਗੀਦਾਰੀ,ఉద్యోగుల భాగస్వామ్యం
ਕਰਮਚਾਰੀ ਦਾ ਯੋਗਦਾਨ,ఉద్యోగి సహకారం
ਕਰਮਚਾਰੀ ਦਾ ਪ੍ਰੋਵੀਡੈਂਟ ਫੰਡ,ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్
ਮਾਲਕ,యజమాని
ਰੁਜ਼ਗਾਰ,ఉపాధి
ਰੁਜ਼ਗਾਰ ਦਾ ਵਟਾਂਦਰਾ,ఉపాధి మార్పిడి
ਰੁਜ਼ਗਾਰ ਨੋਟਿਸ,ఉపాధి నోటీసు
ਰੁਜ਼ਗਾਰ ਦਫਤਰ,ఉపాధి కార్యాలయం
ਸ਼ਕਤੀਕਰਨ,సాధికారత
ਸਸ਼ਕਤੀਕਰਨ,సాధికారత
ਦਾ ਵੇਰਵਾ,అమలు
ਲਾਗੂ ਕਰਨ,చట్టం
En ਬਲਬ,ఎన్ బ్లాక్
ਨ੍ਰਿਤ,ENCASH
ਬੰਦ,పరివేష్టిత
ਹੌਂਸਲਾ ਅਫ਼ਜ਼ਾਈ,ప్రోత్సాహం
ਘ੍ਰਿਣਾਯੋਗ,ఆక్రమణ
ਪ੍ਰੇਸ਼ਾਨ,ఎన్‌కంబ్రాన్స్
ਸਮਰਥਨ,ఎండోర్స్
ਐਂਡੋਮੈਂਟ,ఎండోమెంట్
ਅੰਤ ਉਤਪਾਦ,ముగింపు ఉత్పత్తి
Energy ਰਜਾ,శక్తి
ਲਾਗੂ ਕਰੋ,అమలు
ਰੁੱਝੇ ਹੋਏ,నిమగ్నమవ్వండి
ਵਾਧਾ,మెరుగుదల
ਦਾਖਲਾ,ఆంథ్యం
En ਮਾਸੀ,ఎన్ మాస్సే
ਪੜਤਾਲ,విచారణ
ਦਾਖਲਾ,నమోదు
ਦਾਖਲਾ (= ਦਾਖਲਾ),నమోదు (= నమోదు)
ਦਾਖਲਾ ਨੰਬਰ,నమోదు సంఖ్య
ਰਸਤੇ ਵਿੱਚ,దారిలో
ਹੋਂਦ,తరువాత
ਯਕੀਨੀ ਬਣਾਓ,నిర్ధారించడానికి
ਦਾਖਲ ਕਰੋ,నమోదు చేయండి
ਉੱਦਮ,ఎంటర్ప్రైజ్
ਮਨੋਰੰਜਨ,వినోదం
ਮਨੋਰੰਜਨ,వినోదం
ਹੱਕਦਾਰ,అర్హత
ਹੱਕਦਾਰ,అర్హత
ਇੰਟਾਈਟਲਮੈਂਟ,అర్హత
ਪਰਵੇਸ਼,ప్రవేశం
ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ,ప్రవేశం
ਦਾਖਲਾ,ప్రవేశం
ਦਾਖਲੇ ਪੱਧਰ ਦੀ ਨੌਕਰੀ,ప్రవేశ స్థాయి ఉద్యోగం
ਗਣਨਾ,గణన
ਵਾਤਾਵਰਣ,పర్యావరణం
ਰਾਜਦੂਤ,రాయబారి
ਮਹਾਂਮਾਰੀ,అంటువ్యాధి
ਐਪੀਟੋਮ,ఎపిటోమ్
ਸਮਾਨਤਾ,సమానత్వం
ਸੰਤੁਲਨ,సమతౌల్య
ਉਪਕਰਣ,పరికరాలు
ਇਕੁਇਟੀ,ఈక్విటీ
ਬਰਾਬਰ,సమానం
ਬਰਾਬਰ,సమస్యాత్మక
ਖਰਾਬੀ,నిర్మూలించేందుకు
ਇਰੱਟਾ,లోపటా
ਗਲਤੀ,లోపం
ਚੜ੍ਹਨਾ,ఎస్కలేషన్
ਐਸਕਾਰਟ,ఎస్కార్ట్
ਜ਼ਰੂਰੀ,అవసరం
ਸਥਾਪਨਾ,స్థాపన
ਅੰਦਾਜ਼ਾ ਲਗਾਓ,అంచనా
ਅਨੁਮਾਨਤ ਲਾਗਤ,అంచనా ఖర్చు
ਨੈਤਿਕਤਾ,నీతి
Itiquette,మర్యాద
ਨਿਕਾਸੀ,తరలింపు
ਪਹਿਲਾਂ,తప్పించుకుంటుంది
ਮੁਲਾਂਕਣ,మూల్యాంకనం
ਇਥੋਂ ਤਕ ਕਿ ਨੰਬਰ,సరి సంఖ్య
ਆਖਰਕਾਰ,చివరికి
ਬੇਦਖਲੀ,తొలగింపు
ਸਬੂਤ,సాక్ష్యం
ਵਿਕਸਿਤ,పరిణామం
ਬਿਲਕੁਲ,ఖచ్చితమైనది
ਇਮਤਿਹਾਨ,పరీక్ష
ਪ੍ਰੀਖਿਆ,ఎగ్జామినే
ਪ੍ਰੀਖਿਅਕ,ఎగ్జామినర్
ਉਦਾਹਰਣ,ఉదాహరణ
ਖੁਦਾਈ,తవ్వకం
ਸ਼ਾਨਦਾਰ,అద్భుతమైన
ਅਪਵਾਦ,మినహాయింపు
ਬੇਮਿਸਾਲ,అసాధారణమైనది
ਵਧੇਰੇ,అదనపు
ਐਕਸਚੇਂਜ,మార్పిడి
ਖਜ਼ਾਨੇ,ఖజానా
ਆਬਕਾਰੀ (= ਆਬਕਾਰੀ ਡਿ duty ਟੀ),ఎక్సైజ్ (= ఎక్సైజ్ డ్యూటీ)
ਬਾਹਰ ਕੱ .ੋ,మినహాయించండి
ਨਿਵੇਕਲਾ,ప్రత్యేకమైనది
ਬਹਾਨਾ,సాకు
ਚਲਾਓ,అమలు చేయండి
ਕਾਰਜਕਾਰੀ,ఎగ్జిక్యూటివ్
ਕਾਰਜਕਾਰੀ ਕਮੇਟੀ,కార్య నిర్వాహక కమిటీ
ਕਾਰਜਕਾਰੀ ਸ਼ਕਤੀ,ఎగ్జిక్యూటివ్ పవర్
ਕਾਰਜਕਾਰੀ,ఎగ్జిక్యూటివ్స్
ਕਾਰਜਕਾਰੀ ਅਮਲੇ,ఎగ్జిక్యూటివ్ సిబ్బంది
ਛੋਟ,మినహాయింపు
ਛੋਟ,మినహాయింపు
ਕਸਰਤ,వ్యాయామం
ਸਾਬਕਾ ਗ੍ਰੇਟੀਆ,మాజీ గ్రాటియా
ਸਾਬਕਾ ਗ੍ਰੈਟੀਆ ਭੁਗਤਾਨ,మాజీ గ్రాటియా చెల్లింపు
ਨਿਕਾਸ,ఎగ్జాస్ట్
ਥਕਾਵਟ,సమగ్ర
ਪ੍ਰਦਰਸ਼ਨੀ,ప్రదర్శన
ਤਹਿ,బహిర్గతం
Exim ਨੀਤੀ,ఎక్సిమ్ పాలసీ
ਨਿਕਾਸ,బయటకి దారి
ਬੰਦ ਕਰੋ ਇੰਟਰਵਿ.,నిష్క్రమణ ఇంటర్వ్యూ
ਬੰਦ ਕਰਨ ਦੀ ਨੀਤੀ,నిష్క్రమణ విధానం
ਵਗਣ ਦੀ ਪੋਲ,ఎగ్జిట్ పోల్
ਸਾਬਕਾ ਕਾਰਜਕਾਰੀ,మాజీ ఉద్యోగి
ਸਹਿਯੋਗੀ,ఎక్సోనెరేట్
ਵਿਸਥਾਰ,విస్తరణ
ਸਾਬਕਾ ਪਾਰਟ,మాజీ పార్టే
ਮਿਆਦ ਪੁੱਗਣ,బహిష్కరణ
Expedient,ప్రయోజనకరమైన
ਤੇਜ਼,వేగవంతం చేయండి
ਕੱ exp ੋ,బహిర్గతం
ਖਰਚ,వ్యయం
ਤਜਰਬਾ,అనుభవం
ਪ੍ਰਯੋਗ,ప్రయోగం
ਮਾਹਰ,నిపుణుడు
ਮਿਆਦ ਖਤਮ,గడువు
ਅੰਤ ਦੀ ਤਾਰੀਖ,గడువు తీరు తేదీ
ਵਿਆਖਿਆ,వివరణ
ਸਪਸ਼ਟ,స్పష్టంగా
ਸ਼ੋਸ਼ਣ,దోపిడీ
ਪੜਚੋਲ,అన్వేషించండి
ਧਮਾਕਾ,పేలుడు
ਨਿਰਯਾਤ,ఎగుమతి
ਸਾਬਕਾ ਪੋਸਟ ਫੈਕਟੋ,మాజీ పోస్ట్ వాస్తవం
ਐਕਸਪ੍ਰੈਸ,ఎక్స్‌ప్రెస్
ਸਮੀਕਰਨ,వ్యక్తీకరణ
ਕੱ ul ੇ ਜਾਣ,బహిష్కరణ
ਐਕਸਗਰਜ,ఎక్స్‌క్గెన్స్
ਵਧਾਓ,విస్తరించండి
ਹੱਦ,విస్తృతమైన
ਬਾਹਰੀ,బాహ్య
ਜਬਰਦਸਤੀ,దోపిడీ
ਵਾਧੂ,అదనపు
ਐਬਸਟਰੈਕਟ,సారం
ਅਸਧਾਰਨ,అసాధారణ
ਅਤਿਕਥਨੀ,విపరీత
ਕੱਟੜਪੰਥੀ,ఉగ్రవాది
ਐਕਸਟਰੋਵਰਟ,ఎక్స్‌ట్రావర్ట్
ਅੱਖ ਗਵਾਹ,కంటి సాక్షి
ਮਨਘੜਤ,కల్పించండి
ਅੰਕਿਤ ਮੁੱਲ,ముఖ విలువ
ਸਹੂਲਤ,సులభతరం
ਸਹੂਲਤ,సౌకర్యం
ਪੱਖ,ఫేస్‌సిమైల్
ਤੱਥ,వాస్తవం
ਧੜੇਬੰਦੀ,కక్షవాదం
ਕਾਰਕ,కారకం
ਫੈਕਟਰੀ,ఫ్యాక్టరీ
