Telugu,English
చట్టవిరుద్ధమైన యుద్ధం,Illegal war
ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్,Illuminated manuscript
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,Illustrated manuscript
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,Illustrated manuscript
ఇమామ్ (ఇమ్మామ్),Imam (Immaum)
ఇమామత్,Imamate
ఇమామత్,Imamate
ఇమాంబరః,Imambarah
ఇంపీరియల్,Imperial
ఇంపీరియల్ నగరం,Imperial city
సామ్రాజ్యవాదం,Imperialism
ఇంపీరియల్ ప్రాధాన్యత,Imperial preference
అసంబద్ధం,Impolicy
మోసగాడు,Impostor
జైలు శిక్ష,Imprisonment
జైలు శిక్ష,Imprisonment
చొరబాటు,Incursion
చొరబాటుదారుడు,Incursionist
స్వాతంత్ర్యం,Independence
స్వాతంత్ర్య దినోత్సవం,Independence day
ఇండిపెండెన్స్ హాల్,Independence Hall
ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్),Indian Amerian (=Red Indian=American Indian)
ఇండియన్ హోమ్ రూల్ లీగ్,Indian Home Rule League
పారిశ్రామిక విప్లవం,Industrial Revolution
అవిశ్వాసం,Infidel
అవిశ్వాసం,Infidel
చొరబాటు,Infiltration
చొరబాటుదారుడు,Infiltrator
సమాచారం ఇచ్చేవాడు,Informant
సమాచారం ఇచ్చేవాడు,Informant
ఇన్ఫార్మర్,Informer
ఇన్ఫార్మర్,Informer
ప్రవేశము,Ingress
ప్రవేశము,Ingress
ప్రవేశము,Ingress
నివాసం,Inhabitance
నివాసి,Inhabitant
వారసత్వం,Inheritance
వారసత్వం,Inheritance
వారసత్వం,Inheritance
శాసనం,Inscription
చిహ్నము,Insignia
ప్రవేశ పరికరం,Instrument of Accession
ప్రభుత్వ సాధనం,Instrument of Government
తిరుగుబాటు (తిరుగుబాటు),Insurgence (insurgency)
తిరుగుబాటుదారుడు,Insurgent
తిరుగుబాటు,Insurrection
తిరుగుబాటు,Insurrection
అనుసంధానం,Integration
రికార్డుల సమగ్రత,Integrity of records
రాష్ట్రాల సమగ్రత,Integrity of states
మేధావి (ఇంటెలిజెంట్జియా),Intelligentsia (Intelligentzia)
మధ్యవర్తిత్వం,Intercession
మధ్యవర్తి,Intercessor
మధ్యవర్తి,Intermediary
అంతర్జాతీయవాదం,Internationalism
అంతర్జాతీయవాదం,Internationalism
అంతర్జాతీయవాది,Internationalist
అంతర్గత యుద్ధం,Internecine war
ఇంటర్నీ,Internee
ఇంటర్నీ,Internee
ఇంటర్నీ క్యాంపు,Internee camp
ఇంటర్న్మెంట్,Internment
ఇంటర్న్మెంట్,Internment
ఇంటర్న్మెంట్,Internment
ఇంటర్నేషనల్,Internuncio
వ్యాఖ్యాత,Interpreter
వ్యాఖ్యాత,Interpreter
వ్యాఖ్యాత,Interpreter
జోక్యం,Intervention
ఇంటస్టేసి,Intestacy
పేగు,Intestate
చమత్కారం,Intrigue
చొరబాటుదారుడు,Intruder
చొరబాటుదారుడు,Intruder
చొరబాటు,Intrusion
దండయాత్ర,Invasion
దండయాత్ర,Invasion
పెట్టుబడి,Invest
పెట్టుబడి,Invest
పెట్టుబడి,Invest
పెట్టుబడి,Invest
పెట్టుబడి,Investiture
పెట్టుబడి,Investiture
పెట్టుబడి,Investiture
పెట్టుబడి వేడుక,Investiture ceremony
జాతీయతతో పెట్టుబడి పెట్టండి,Invest with nationality
ఇన్విన్సిబుల్ ఆర్మడ,Invincible Armada
ఉల్లంఘన (రాష్ట్రం),Inviolateness (of state)
ఉల్లంఘించిన స్థితి,Inviolate state
అభేద్యమైన కోట,Invulnerable castle
ఇనుప యుగం,Iron age
ఇనుప తెర,Iron curtain
ఐరన్ గార్డ్,Iron guard
ఇనుము రేషన్లు,Iron rations
ఇనుప వైపులా,Iron sides
ఇనుప చిట్కా బాణం,Iron tipped arrow
ఇస్త్మియన్ ఆటలు,Isthmian games
జానిసరీ,Janissary
కాపలాదారు,Janitor
కాపలాదారు,Janitor
జావెలిన్,Javelin
జిమ్ క్రో చట్టాలు,Jim Crow Laws
జింగో,Jingo
జింగో,Jingo
జింగో,Jingo
జింగోయిజం,Jingoism
ఉమ్మడి చర్య,Joint action
ఉమ్మడి నియంత్రణ,Joint control
ఉమ్మడి ఆక్యుపెన్సీ,Joint occupancy
జ్యూరీ,Jury
కారణం మాత్రమే,Just cause
ఉంచండి,Keep
ఆర్కైవ్స్ కీపర్,Keeper of Archives
కెటిల్-డ్రమ్,Kettle-drum
కీలక పదం,Key word
రాజు,King
రాజ్యం,Kingdom
కింగ్లెట్,Kinglet
కింగ్ మేకర్,King maker
రాజ్యాధికారం,Kingship
రాజ్యాధికారం,Kingship
కిచెన్ క్యాబినెట్,Kitchen cabinet
నైట్,Knight
రాజ్యం,Kinghthood
కింగ్స్ హాస్పిటల్స్,Kinghts hospitalers
నైట్స్ ఆఫ్ సెయింట్ జాన్,Knights of Saint John
నైట్ టెంప్లర్,Knight Templar
కు క్లక్స్ క్లాన్ (KKK),Ku Klux Klan (K.K.K.)
కుమింటాంగ్,Kumintang
లౌకికత్వం,Laity
లాన్స్,Lance
లాన్సర్,Lancer
తరువాత గుప్తులు,Later Guptas
చట్టబద్ధమైన వారసుడు,Lawful heir
చట్టవిరుద్ధం (=అక్రమం),Lawlessness (=disorder)
చట్టవిరుద్ధం (=అక్రమం),Lawlessness (=disorder)
చట్ట ప్రభువులు,Law lords
భక్తి చట్టం,Law of Piety
దేశముల సమాహారం,League of Nations
లెగసీ (=బిక్వెస్ట్),Legacy (=bequest)
లెగసీ (=బిక్వెస్ట్),Legacy (=bequest)
చట్టపరమైన వారసుడు,Legal heir
చట్టబద్ధత,Legate
చట్టబద్ధత,Legate
చట్టబద్ధత,Legate
లెజెండ్,Legend
లెజెండ్,Legend
లెజియన్,Legion
లెజియన్,Legion
లెజియన్ ఆఫ్ ఆనర్,Legion of Honour
లెస్ మెజెస్టి (=లెస్ మెజెస్టే),Lese majesty (=lese majeste)
తక్కువ రాష్ట్రాలు,Lesser states
విశ్వసనీయత లేఖలు,Letters of credence
లీజ్-లార్డ్,Liege-lord
లీజ్ మనిషి,Liege man
లీజ్ మనిషి,Liege man
జీవిత ఖైదు,Life imprisonment
వంశం,Lineage
లిటిల్ ఇంగ్లాండు,Little Englander
చిన్న వాహనం (=తక్కువ వాహనం),Little Vehicle (=lesser vehicle)
లిటోరల్ రాష్ట్రం,Littoral state
ప్రార్ధనలు,Liturgies
ప్రార్ధన,Liturgy
స్థానిక విధేయత,Local allegiance
స్థానిక-స్వయం ప్రభుత్వం,Local-self government
సుదీర్ఘ పార్లమెంటు,Long Parliament
తక్కువ దేశాలు,Low Countries
విశ్వాసపాత్రుడు,Loyal
విధేయత,Loyalty
మాకియవెల్లియన్ విధానం,Machiavellian policy
మాగ్నా కార్టా,Magna Carta
మాగ్నమ్ కన్సిలియం,Magnum Concillium
మలం నిషేధం,Malum prohibitum
మాండమస్,Mandamus
ఆదేశం,Mandate
"ఆదేశం, తరగతి &#39;A&#39;","Mandate, class 'A'"
"ఆదేశం, తరగతి &#39;B&#39;","Mandate, class 'B'"
"ఆదేశం, తరగతి &#39;సి&#39;","Mandate, class 'C'"
ఆదేశ వ్యవస్థ,Mandate system
తప్పనిసరి స్థితి,Mandatory state
మాంగోనెల్,Mangonel
మేనిఫెస్టో,Manifesto
యుక్తులు,Manoeuvres
మ్యాన్ ఆఫ్ వార్,Man-of-war
మనోర్,Manor
మనోర్,Manor
మానవ శక్తి,Man-power
మానవ శక్తి,Man-power
మాన్యుమిషన్,Manumission
మనుమిత్,Manumit
మాన్యుస్క్రిప్ట్,Manuscript
మాన్యుస్క్రిప్ట్,Manuscript
మాన్యుస్క్రిప్ట్,Manuscript
మారౌడర్,Marauder
సముద్ర బెల్ట్,Maritime belt
సముద్ర నాగరికత,Maritime civilization
సముద్ర జెండా,Maritime flag
సముద్ర శక్తులు,Maritime powers
సముద్ర సార్వభౌమాధికారం,Maritime soverignty
సముద్ర యుద్ధం,Maritime war
మార్క్విస్,Marquis
మార్క్విసేట్,Marquisate
మార్షల్ లా,Martial law
మార్షల్ రేసులు,Martial races
అమరవీరుడు,Martyr
నరమేధం,Massacre
మాస్ యుక్తి,Mass of manoeuvre
మాస్టర్-ఎట్-ఆర్మ్స్,Master-at-arms
మాస్టర్ ఆఫ్ వేడుకలు,Master of ceremonies
ఇంటి యజమాని,Master of Household
మాస్టర్ ఆఫ్ ది హార్స్,Master of the Horse
మాస్టర్ ఆఫ్ ది రోల్స్,Master of the Rolls
మ్యాచ్,Match
మ్యాచ్,Match
అగ్గిపెట్టె,Matchlock
వైవాహిక మైత్రి,Matrimonial alliance
మధ్యధరా శక్తులు,Mediterranian powers
మెన్షెవిక్,Menshevik
కిరాయి సైన్యం,Mercenary army
కిరాయి సైనికుడు,Mercenary soldier
వ్యాపారి,Merchantman
మధ్య యుగాలు,Middle ages
మధ్యప్రాచ్యం,Middle East
మధ్య మార్గము,Middle passage
మధ్య మార్గం,Middle path
మధ్య మార్గం (=మిడిల్ కోర్సు),Middle way (=middle course)
వలసదారు,Migrant
వలస,Migration
వలస,Migration
వలస,Migration
మిలిటరిజం,Militarism
మిలిటరిజం,Militarism
మిలిటరిజం,Militarism
మిలిటరిజం,Militarism
మిలిటరిస్ట్,Militarist
మిలిటరిస్ట్,Militarist
సైనికీకరణ,Militarization
సైనికీకరణ,Militarization
సైనికీకరణ,Militarization
సైనిక వ్యూహకర్త (= వ్యూహకర్త),Military tactician (=tactician)
సైనిక వ్యూహకర్త (= వ్యూహకర్త),Military tactician (=tactician)
సైనిక వ్యూహాలు (=వ్యూహాలు),Military tactics (=tactics)
మిలిషియా,Militia
మిలిషియా,Militia
దుష్పరిపాలన,Misrule
లింక్ లేదు,Missing link
మిషన్,Mission
మిషన్,Mission
మిషన్,Mission
మిశ్రమ జాతి,Mixed race
ఆధునిక చరిత్ర,modern history
మోడ్స్ వీవెండి,Modus vivendi
మోనాకిజం,Monachism
చక్రవర్తి,Monarch
చక్రవర్తి,Monarch
రాచరికం,Monarchism
రాచరికం,Monarchism
రాచరికవాది,Monarchist
రాచరికం,Monarchy
మఠం,Monastery
మఠం,Monastery
మఠం,Monastery
సన్యాసం,Monasticism
సన్యాసం,Monasticism
సన్యాసి,Monk
మాతృదేశం,Mother country
మాతృభూమి,Motherland
పార్లమెంటుల తల్లి,Mother of Parliaments
ముక్రాకర్స్,Muckrakers
మమ్మీ,Mummy
మ్యూజియం,Museum
మస్కెట్,Musket
మస్కటీర్,Musketeer
మస్కెట్రీ,Musketry
మస్కెట్రీ,Musketry
మస్టర్ మాస్టర్,Muster master
మస్టర్-రోల్,Muster-roll
మస్టర్-రోల్,Muster-roll
తిరుగుబాటు,Mutiny
తిరుగుబాటు చట్టం,Mutiny Act
మిస్టరీ షిప్,Mystery ship
కథనం,Narrative
దేశం,Nation
స్థానికుడు,Native
స్థానిక రాష్ట్రం,Native state
సహజత్వం,Naturalism
సహజ హక్కులు,Natural rights
నాజీ,Nazi
నాజీ విప్లవం,Nazi revolution
నాజీయిజం,Nazism
తూర్పు సమీపంలో,Near East
నీగ్రో,Negro
నీగ్రోఫిల్,Negrophil
నీగ్రోఫిలిజం,Negrophilism
నీగ్రోఫోబియా,Negrophobia
తటస్థ,Neutral
తటస్థ దేశం,Neutral country
నూతన ఒప్పందం,New Deal
కొత్త ప్రపంచం,New World
ప్రభువు,Nobility
కీర్తిగల,Noble
కీర్తిగల,Noble
సంచార జాతులు,Nomad
సంచార గుంపు,Nomadic horde
సంచారము,Nomadism
దురాక్రమణ రహిత ఒప్పందం,Non-aggression pact
దురాక్రమణ రహిత ఒప్పందం,Non-aggression treaty
యుద్ధం చేయని రాష్ట్రం,Non-belligerent state
నాన్-కో-ఆపరేషన్,Non-co-operation
సహాయ నిరాకరణ ఉద్యమం,Non co-operation movement
ఎదురుగా,Obverse
ఎదురుగా,Obverse
ఓక్లోక్రసీ (=మొబోక్రసీ),Ochlocracy (=mobocracy)
ఓక్లోక్రాట్,Ochlocrat
అధికారిక పత్రం,Official document
పాత ప్రపంచం,Old world
ఒలిగార్కీ,Oligarchy
దాడి,Onslaught
బహిరంగ చర్చలు,Open negotiation
ఓపెన్ ప్రశ్న,Open question
రికార్డులను తెరవండి,Open records
ఓరియంట్,Orient
ఓరియంటలిజం,Orientalism
ఓరియంటలిజం,Orientalism
ఓరియంటలిస్ట్,Orientalist
మూలం,Origin
మూలం,Origin
ఆర్థోగ్రఫీ,Orthography
శత్రుత్వాలు చెలరేగడం,Outbreak of hostilities
అవుట్-పోస్ట్,Out-post
పైగా ప్రభువు,Over-lord
ఓవర్ రైడ్,Over-ride
ఓవర్ రైడ్,Over-ride
పాగన్,Pagan
పాగన్,Pagan
పాగనిజం,Paganism
పాగనిజం,Paganism
పగోడా,Pagoda
పగోడా,Pagoda
పగోడా,Pagoda
ప్యాలెస్ కుట్రలు,Palace intrigues
పాలటినేట్,Palatinate
తాటి ఆకు,Palm-leaf
పామ్ ఆదివారం,Palm Sunday
పానెజిరిస్ట్,Panegyrist
భయాందోళనలు,Panic
భయాందోళనలు,Panic
భయాందోళనలు కలిగించేవాడు,Panic-monger
పాపసీ,Papacy
పాపసీ,Papacy
పాపసీ,Papacy
పాపసీ,Papacy
పాపల్ ఎద్దు,Papal bull
పాపాలిజం,Papalism
పాపాలిజం,Papalism
పాపాలిస్ట్,Papalist
పాపల్ రాష్ట్రం,Papal state
పాపిజం (=పాపిస్ట్రీ),Papism (=papistry)
పాపిస్ట్,Papist
పాపిరస్,Papyrus
ఉపమానం,Parable
పారామౌంట్,Paramount
పారామౌంట్సీ (=పారామౌంట్ పవర్),Paramountcy (=paramount power)
పారామౌంట్ లేడీ,Paramount lady
పరమ ప్రభువు,Paramount lord
పార్చ్మెంట్,Parchment
పార్చ్మెంట్,Parchment
పార్చ్మెంట్,Parchment
క్షమించు,Pardon
పార్లేస్,Parleys
పార్లేస్,Parleys
పార్లమెంట్ (=పార్లమెంట్),Parliament (=parlement)
పార్లమెంట్,Parliament
పార్లమెంట్,Parliament
పార్లమెంట్,Parliament
పార్లమెంట్ చట్టం,Parliament Act
పార్లమెంటేరియన్,Parliamentarian
పార్లమెంటేరియన్,Parliamentarian
పార్లమెంటరీ ఏజెంట్,Parliamentary agent
పార్నెలిజం,Parnellism
పెరోల్,Parole
పెరోల్,Parole
పారిసిడ్,Parricide
పారిసిడ్,Parricide
పక్షపాతం,Partisan
పక్షపాతం,Partisan
పక్షపాతం,Partisan
పాస్,Pass
పాస్ వర్డ్ (=వాచ్ వర్డ్),Pass word (=watch word)
జాతిపిత,Patriarch
పితృదేవతలు,Patriarchs
పాట్రిషియన్,Patrician
పితృస్వామ్యం,Patrimony
పాక్స్ బ్రిటానికా,Pax Britannica
పాక్స్ రొమానా,Pax Romana
పూర్వీకుల నుండి వంశక్రమము,Pedigree
పూర్వీకుల నుండి వంశక్రమము,Pedigree
వంశపారంపర్య వ్యక్తి,Pedigreed person
పీర్,Peer
పీర్,Peer
పీరేజ్,Peerage
పీరేజ్,Peerage
పీరేజ్,Peerage
ఐర్లాండ్ సహచరులు,Peers of Ireland
స్కాట్లాండ్ సహచరులు,Peers of Scotland
పెనిన్సులర్ ప్రచారం,Peninsular Campaign
ద్వీపకల్ప యుద్ధం,Peninsular war
పెన్నెంట్,Pennant
పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్),People's Charter (=National Charter)
పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్),People's front (=popular front)
అపవిత్రత,Perfidy
కాలం,Period
కాలం,Period
పెరిఫెరీ,Periphery
శాశ్వత పరిష్కారం,Permanent Settlement
శాశ్వత ఫైఫ్,Perpetual fief
ఫాలాంక్స్,Phalanx
ఫాలాంక్స్,Phalanx
ఫారో,Phraoh
పిక్టోగ్రామ్,Pictogram
పిక్టోగ్రాఫ్,Pictograph
పిక్టోగ్రాఫ్,Pictograph
యాత్రికుడు,Pilgrim
యాత్రికుల తండ్రులు,Pilgrim fathers
దోపిడీ,Pillage
దోపిడీ,Pillage
పిల్లర్,Pillar
స్తంభ శాసనాలు (అశోకుని),Pillar Edicts (of Ashoka)
స్తంభ శాసనాలు (అశోకుని),Pillar Edicts (of Ashoka)
స్తంభ శాసనాలు (అశోకుని),Pillar Edicts (of Ashoka)
పైరేట్,Pirate
పైరేట్,Pirate
పిచ్ యుద్ధం,Pitched battle
ప్లాట్లు,Plot
పోలిస్,Polis
పోలిస్,Polis
రాజనీతిజ్ఞుడు,Politarch
రాజకీయ ఏజెంట్,Political Agent
రాజకీయ ఆశ్రయం,Political asylum
రాజకీయ నివాసి,Political Resident
రాజకీయ ఉగ్రవాదం,Political terrorism
ఎన్నికల పన్ను,Poll tax
పాంటూన్,Pontoon
ప్రీమియర్,Premier
ప్రీమియర్,Premier
ప్రీమియర్‌షిప్,Premiership
ప్రెసిడెన్సీ,Presidency
ప్రెసిడెన్సీ,Presidency
అధ్యక్షుడు,President
అధ్యక్షుడు,President
ప్రెసిడియం,Presidium
ప్రధాన మంత్రి,Prime Minister
ప్రిమోజెనిచర్,Primogeniture
యువరాజు,Prince
యువరాజు,Prince
ప్రిన్స్ బిషప్,Prince Bishop
ప్రిన్స్ కన్సార్ట్,Prince Consort
ప్రిన్స్ రీజెంట్,Prince Regent
పిన్స్ రెగ్నెంట్,Pince regnant
ప్రిన్సెస్ రీజెంట్,Princess Regent
ప్రిన్సెస్ రాయల్,Princess Royal
ప్రిన్సిపాలిటీ,Principality
ప్రిన్సిపాలిటీ,Principality
ప్రిన్సిపాలిటీ,Principality
బహుమతి,Prize
బహుమతి,Prize
నగదు బహుమతి,Prize money
వృత్తిపరమైన సైనికుడు,Professional soldier
ప్రామిస్,Promise
ప్రమోన్టరీ కోట,Promontory fort
రక్షించు,Protectorate
రక్షించు,Protectorate
రక్షించు,Protectorate
ఆశ్రితుడు,Protégé
మూలాధారం,Provenance
మూలాధారం,Provenance
మూలాధార వ్యవస్థ,Provenance system
ప్రో-జియోనిస్ట్,Pro-zionist
ప్రజా శత్రువు,Public enemy
ప్రజా శత్రువు,Public enemy
పంక్టేషన్స్,Punctations
ప్యూనిక్ యుద్ధాలు,Punic wars
ప్యూరిటన్,Puritan
పుట్చ్,Putsch
చతుర్భుజం,Quadriga
చతుర్భుజ కూటమి,Quadruple alliance
క్వేకర్,Quaker
రాణి,Queen
రాణి భార్య,Queen consort
క్వీన్ వరుడు,Queen dowager
క్వీన్డమ్,Queendom
క్వీన్డమ్,Queendom
రాణి తల్లి,Queen mother
రాణి రాణి,Queen regnant
క్విస్లింగ్,Quisling
క్విస్లింగ్,Quisling
అద్దె మానేయండి,Quit rent
వణుకు,Quiver
వారెంటో,Quo warranto
జాతి,Race
జాతి ఆధిపత్యం,Racial supremacy
ర్యాక్,Rack
ర్యాక్,Rack
రైడ్,Raid
రైడ్,Raid
ప్రాకారము,Rampart
ప్రాకారము,Rampart
దోపిడీ,Ransack
విమోచన క్రయధనం,Ransom
విమోచన క్రయధనం,Ransom
విధ్వంసం,Ravage
విధ్వంసం,Ravages
రాజ్యం,Realm
వెనుక గార్డు,Rear guard
వెనుక రక్షణ చర్య,Rear guard action
తిరుగుబాటుదారుడు,Rebel
తిరుగుబాటు,Rebellion
తిరుగుబాటుకు గుర్తింపు,Recognition of insurgency
రీకండక్షన్,Reconduction
నిఘా,Reconnaissance
పునర్నిర్మాణం,Reconstruction
రికార్డ్ చేయండి,Record
రికార్డు కార్యాలయం,Record office
రికార్డ్ రిటైర్మెంట్,Record retirement
ఎర్ర చొక్కాలు,Red shirts
సంస్కరణ,Reformation
శరణార్థ,Refugee
రెగాలియా,Regalia
రెగాలియా,Regalia
రెగాలియా,Regalia
రీజెన్సీ,Regency
రీజెంట్,Regent
రీజెంట్ రాణి,Regent queen
రెజిసైడ్,Regicide
రెజిసైడ్లు,Regicides
పాలన,Regime
పాలన,Regime
ప్రాంతం,Region
రెగ్నల్ సంవత్సరం,Regnal year
రెగ్నెంట్,Regnant
రెగ్నమ్,Regnum
రీచ్,Reich
పాలన,Reign
పాలన,Reign
పాలించే కుటుంబం,Reigning family
భయానక పాలన,Reign of terror
భయానక పాలన,Reign of terror
బలపరచు,Reinforce
అదనపుబల o,Reinforcement
పునఃస్థాపన,Reinstatement
తిరిగి పెట్టుబడి పెట్టండి,Reinvest
రిలే పోస్ట్,Relay post
రిలే మార్గం,Relay route
రిలే వ్యవస్థ,Relay system
విడుదల,Release
విడుదల,Release
త్యజించుట,Renunciation
త్యజించుట,Renunciation
రెపర్టరీ (=ఇన్వెంటరీ),Repertory (=inventory)
రిపోజిటరీ,Repository
రిపోజిటరీ,Repository
రిపబ్లిక్,Republic
గణతంత్ర దినోత్సవం,Republic Day
రిస్క్రిప్ట్,Rescript
రిస్క్రిప్ట్,Rescript
నివాసి,Resident
పునరుద్ధరణ,Restoration
పునరుత్థానం,Resurrection
పునరుత్థానం,Resurrection
తిరోగమనం,Retreat
రివర్స్ (నాణెం),Reverse (of a coin)
తిరుగుబాటు,Revolt
విప్లవం,Revolution
"విప్లవం, ఫ్రెంచ్","Revolution, French"
విప్లవం గ్లోరియస్,Revolution Glorious
"విప్లవం, పారిశ్రామిక","Revolution, Industrial"
రైజింగ్,Rising
రాటెన్-బరో,Rotten-borough
రఫ్ రైడర్స్,Rough Riders
గుండ్రని తలలు,Round-heads
రూట్,Rout
రాయల్ ప్రేక్షకులు,Royal audience
రాయల్ చార్టర్,Royal charter
రాయల్ క్రెస్ట్,Royal crest
రాయల్ క్రెస్ట్,Royal crest
రాయల్ డిక్రీ,Royal decree
రూబ్రిక్,Rubric
శిథిలాలు,Ruins
రన్నర్,Runner
విధ్వంసం,Sabotage
సాబెర్,Sabre
సాబర్స్,Sabres
త్యాగం,Sacrifice
త్యాగం,Sacrifice
త్యాగం,Sacrifice
సురక్షితమైన ప్రవర్తన,Safe conduct
రక్షణ,Safeguard
రక్షణ,Safeguard
రక్షణ విధులు,Safeguarding duties
సాలీ,Sally
సాలీ-పోర్ట్,Sally-port
రాజదండం,Sceptre
స్కిమిటార్,Scimitar
రెండవ ఎస్టేట్,Second estate
శాఖ,Sect
శాఖ,Sect
నిర్భందించటం,Seizure
నిర్భందించటం,Seizure
సెనేట్,Senate
సెనేట్,Senate
సెనేట్,Senate
సెనేట్,Senate
సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్),Serf (=bordar or villein)
సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్),Serf (=bordar or villein)
సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్),Serfdom (serfhood or serfage)
సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్),Serfdom (serfhood or serfage)
నీడ రాజు,Shadow king
షిప్ మనీ,Ship Money
షాక్ దళాలు (=తుఫాను దళాలు),Shock troops (=storm troops)
పొట్టి పార్లమెంట్,Short Parliament
వాగ్వివాదం,Skirmish
బానిస,Slave
బానిసత్వం,Slavery
బానిసత్వం,Slavery
సైనిక రాజనీతిజ్ఞుడు,Soldier statesman
ఈటె,Spear
ఈటె-తల,Spear-head
గోళము,Sphere
స్ఫ్రాగిస్టిక్స్,Sphragistics
వ్యవస్థను పాడు చేస్తుంది,Spoils system
స్క్వైర్,Squire
స్క్వైర్,Squire
Squirearchy,Squirearchy
Squirearchy,Squirearchy
ప్రామాణికం,Standard
స్టాండర్డ్ బేరర్,Standard-bearer
స్టాండింగ్ ఆర్మీ,Standing army
స్టాండింగ్ ఆర్డర్లు,Standing orders
స్టాండింగ్ ఆర్డర్లు,Standing orders
రాజనీతిజ్ఞుడు,Statesman
రాతి శాసనం,Stone inscription
తుఫాను దళాలు,Storm troops
వ్యూహం,Stratagem
వ్యూహం,Strategy
వ్యూహం,Strategy
వ్యూహం,Strategy
స్ట్రాటోక్రసీ,Stratocracy
కలహాలు,Strife
కలహాలు,Strife
బలమైన పట్టు,Strong hold
బలమైన పట్టు,Strong hold
అనుబంధ టాలయన్స్,Subsidiary talliance
వారసత్వం,Succession
వారసుడు,Successor
ఓటు హక్కు,Suffrage
ఓటు హక్కుదారుడు,Suffragist
సుల్తానేట్,Sultanate
సుల్తానేట్ కాలం,Sultanate period
లొంగిపో,Surrender
సుజెరైన్,Suzerain
సుజరైన్ రాష్ట్రం,Suzerain state
ఖడ్గవీరుడు,Swordsman
తమ్మనీ సొసైటీ,Tammany Society
కోపముగల కత్తి,Tempered sword
అద్దెదారు,Tenant
అద్దెదారు,Tenant
భూభాగం,Territory
భూభాగం,Territory
భూభాగం ప్రభుత్వం,Territory government
తీవ్రవాదం,Terrorism
థర్డ్ ఎస్టేట్,Third estate
మూడు ఎస్టేట్లు,Three estates
టోల్,Toll
టోల్ హౌస్,Toll house
సమాధి,Tomb
టోరీ,Tory
టోటెమ్,Totem
టవర్,Tower
టవర్,Tower
విజయ టవర్,Tower of victory
దేశద్రోహి,Traitor
ద్రోహం,Treachery
రాజద్రోహం,Treason
సంధి,Treaty
యుద్ధం ద్వారా విచారణ (=యుద్ధం ద్వారా కాలిబాట),Trial by battle (=trail by combat)
నివాళి,Tribute
నివాళి,Tribute
నివాళి భూమి,Tribute land
ట్రిపుల్ కూటమి,Triple alliance
ట్రిపుల్ entente,Triple entente
విజయం,Triumph
విజయం,Triumph
అలజడి,Turmoil
నిరంకుశ హత్య,Tyrannicide
నిరంకుశ హత్య,Tyrannicide
దౌర్జన్యం,Tyranny
దౌర్జన్యం,Tyranny
నిరంకుశుడు,Tyrant
ఉహ్లాన్,Uhlan
ఉకాసే,Ukase
ఉకాసే,Ukase
ఉలేమా,Ulema
అల్టిమేటం,Ultimatum
అల్టిమేటం,Ultimatum
సామ్ మామయ్య,Uncle sam
అండర్-కింగ్,Under-king
యునైటెడ్ ఐరిష్ మెన్,United Irishmen
ఐక్యరాజ్యసమితి,United Nations
యునైటెడ్ ప్రావిన్స్,United Provinces
యునైటెడ్ ప్రావిన్స్,United Provinces
అసమానమైన కోట,Univallated fort
సార్వత్రిక చక్రవర్తి,Universal monarch
సార్వత్రిక ఓటు హక్కు,Universal suffrage
తిరుగుబాటు,Uprising
దోపిడీ,Usurpation
దోపిడీదారుడు,Usurper
ఆదర్శధామం,Utopia
విధ్వంసం,Vandal
విధ్వంసం,Vandalism
వాన్గార్డ్,Vanguard
వాన్గార్డ్,Vanguard
వాన్గార్డ్,Vanguard
వరంజియన్,Varangian
వరంజియన్ గార్డు,Varangian guard
వాసల్,Vassal
వాసల్,Vassal
వాసల్ రాష్ట్రం,Vassal state
వాటికన్ కౌన్సిల్,Vatican Council
ఓడ,Vessel
ఓడ,Vessel
ఓడ,Vessel
ఉపరాజు,Vice-king
వైస్రాయ్,Viceroy
వైస్రాయిల్టీ=వైస్రాయ్‌షిప్,Viceroyalty=viceroyship
విక్టర్,Victor
విజయం,Victory
విలన్,Villein
సముద్రయానం,Voyage
దుర్బలమైన కోట,Vulnerable fortress
వాల్ పెయింటింగ్,Wall painting
వాల్ పెయింటింగ్,Wall painting
యుద్ధం,War
యుద్ధ ప్రభువు,War-lord
యోధుడు,Warrior
యోధుడు,Warrior
యోధుడు,Warrior
యుద్ధనౌక,Warship
వాచ్-వర్డ్,Watch-word
సంక్షేమ రాజ్యం,Welfare state
సంక్షేమ పనులు,Welfare Work
విగ్,Whig
తెల్ల జెండా,White flag
తెల్లవారి భారం,Whitemen's burden
ప్రపంచ సామ్రాజ్యం,World empire
ప్రపంచ ఉద్యమం,World movement
ప్రపంచ రాజకీయాలు,World politics
ప్రపంచ శక్తి,World power
ప్రపంచ యుద్ధం,World war
