Hindi,Gujarati
खंडक स्थानान्तरण,અવરોધ -તબદીલી
खंडक स्थआनान्तरण फलन,અવરોધ -તબદીલી કાર્ય
फुल्लन,ફૂંકવું
पुनः फुल्लन,પટકવું
फुल्लन,વધી રહેલું
निर्वाध क्रमादेश,વાદળી રંગનો કાર્યક્રમ
मोटे अक्षर,હિંમતવાન ચહેરો
पृष्ठित स्मृति,પુસ્તક
बहुलक्ष्यी संदेश,પુસ્તક સંદેશ
बूलीय संपूरण,ભૌતિક પૂરક
बूलीय संयोजी,જોડાયેલ
बूलीय आँकड़ा प्रकार,બુલિયન ડેટા પ્રકાર
बूलीय फलन,ફોજત કાર્ય
बूलीय संक्रिया,રાંતિકરણ કામગીરી
बूलीय संक्रिया सारणी,રસ્તાનો operationપસી
बूलीय संकारक,ફોલ્લીન ઓપરેટર
उत्प्रेरक क्रमादेश,તોપ
स्वोत्थानी,બૂટ લોડર
स्वोत्थानी स्मृति,બૂટ સ્ટ્રેપ મેમરી
स्वोत्थान,બંધબેસતી પટ્ટી
स्वोत्थानी अनुरूप अभिकलित्र,બુટ સ્ટ્રેપિંગ એનાલોગ કમ્પ્યુટર
उभयनिष्ठ,બુટ સ્ટ્રેપિંગ ભાષા પ્રોસેસર
पश्चांक,ઉધાર
पश्चांक,અંકિત અંક
द्विधा संचार,પણ
द्विधा संक्रिया,હાર્વે ઓપરેશન
समानयन विधि,બોટમ-અપ પદ્ધતિ (= ઘટાડો પદ્ધતિ)
उच्छलन,Ingતરતું
परिबंध,બંધાયેલું
परिसीमा,હદ
परिसीमा सरेखण,સીમા -ગોઠવણી
परिसीमा परीक्षण,સીમા -કસોટી
उच्छलन व्यस्त घंटा,વ્યસ્ત સમય બાઉન્ડિંગ
परिबंध पंजी,હંગામો પત્રક
शाखा,શાખા
शाखा और परिबंध विधि,શાખા અને બાઉન્ડ પદ્ધતિ
शाखा केबिल,શાખા કેબલ
शाखन,શાખા
शाखन जालक्रम,શાખા -નેટવર્ક
शाखा अनुदेश,શાખા સૂચના
शाखाबिन्दु,શાખાબિંદુ
शाखा संसाधन,શાખા પ્રક્રિયા
शाखा सारणी,શાખાખાં
विच्छेद,તૂટી પડવી
विच्छेद कुंजी,તોડવાની ચાવી
विच्छेद बिन्दू,વિરામ બિંદુ
विच्छेद बिन्दू विराम,વિરામ બિંદુ અટક
विच्छेद बिन्दु अनुदेश,વિરામ બિંદુ સૂચના
विच्छेद बिन्दु स्विच,વિરામ બિંદુ સ્વીચ
विच्छेद अनुक्रम,વિરામ ક્રમ
सेतुबद्ध टैप,તામસી નળ
सेतु सामग्री,પુષ્પકોણ
सेतु बंधन,શરાબ
द्युति अनुपात,તેજ ગુણોત્તર
विस्तृत बैंड,વ્યાપક બેન્ડ
प्रसारण विधा,પ્રસારણ -પદ્ધતિ
प्रसारण उपग्रह,ઉપગ્રહ
बूसेल्स वर्गीकरण प्रणाली,બ્રસેલ વર્ગીકરણ પદ્ધતિ
मनमानी बल विधि,ઘાતકી શક્તિ અભિગમ
ब-तरू,બીક-વૃક્ષ
बुदबुद स्मृति,બબલ મેમરી
बुदबुद छांट,બબલ
"समूह, बकट",ડોલવું
चयक,બફર
चयक प्रणला,બફર ચેરી
चयकित प्रवर्धक,બફર એમ્પ્લીફાયર
चयकित अभिकलित्र,બફર્ડ કમ્પ્યુટર
चयकित युक्ति,બફરડ
चयकित निवेश,બફર ઇનપુટ
चयकित संदेश,બફર કરેલું સંદેશ
चयकन,ધક્કો
चयक नि/नि युक्ति,બફર I/O ઉપકરણ
चयक प्रबंध,બફરનું સંચાલન
चयक निर्गम,બફર આઉટપુટ
चयक पैड संप्रतीक,બફર પેડ પાત્ર
चयक पूल,બફર પૂલ
चयक पूलन,બફર પૂલિંગ
चयक पंजी,બફર રજિસ્ટર
चयक भंडारण,બફર સંગ્રહ
चयक भंडार,બફર ભંડાર
दोष,કણ
बग्गी,ખડતલ
अंतर्निर्मित फलन,વિધેય
अंतर्निर्मित प्रक्रिया,બાંધકામ કાર્યપદ્ધતિ
प्रस्फोट विधा,વિસ્ફોટ
प्रस्फोट संचरण,વિસ્ફોટ
बस,બસ
बस बार,બસ બાર
बस नियंत्रक,બસ નિયંત્રક
बस चालक,બસ ચાલક
बस विस्तारक,બસ વધારનાર
व्यवसाय आँकड़ा संसाधन,વ્યાપાર -પ્રક્રિયા
व्यवसाय सूचना तंत्र,ધંધાકીય માહિતી પદ્ધતિ
व्यवसाय यंत्र,ધંધાનું યંત્ર
व्यवसाय यंत्र समायोजन,ધંધાનું મશીન -ક્લોકિંગ
व्यवसाय नियोजन भाषा,ધંધાકીય આયોજન ભાષા
व्यवसाय सेवा,ધંધાકીય સેવા
पश्चभरण,બસ
बस अंत,સમાપ્તિ
बस सामग्री,બસનો વેર
बस तार,બસ
व्यस्त घंटा,વ્યસ્ત સમય
व्यस्त संकेत,વ્યસ્ત સિધ્ધાંત
व्यस्तता टोन,વ્યસ્ત સ્વર
उपमार्ग क्रियाविधि,બાયપાસ કાર્યપદ્ધતિ
उपोत्पाद,પાટપાથ
बाइट,પહાડ
बाइटर प्रकलन,બાઇટ હેરાફેરી
बाइट विधा,બોટ્ટ મોડ
बाइट बहुसंकेतक प्रणाल,મલ્ટિપ્લેક્સર ચેનલ
बाइट बहुसंकेतक विधा,બાઇટ મલ્ટિપ્લેક્સર મોડ
बाइट बहुसंकेतन,ગુણાકાર
केबल,કેબલ
केबल प्रसारण,કેબલ
केबल टेलिवीजन सेवा,કેબલ ટેલિવિઝન સેવા
केबल प्रवेश कक्ष,તામસી
"कैशे, द्रुतिका",કળશ
द्रुणिका स्मृति,કેશ કેશ મેમરી
परिकलन,ગણતરી
परिकलन छिद्र,ગણતરી પંચ
परिकलित्र,ગણક
परिकलित्र चिप,ગણતરીકાર
बीजीप तर्कयुक्त परिकलित्र,બીજગણિત તર્ક સાથેની ગણતરી
अंकगणितीय तर्कयुक्त परिकलित्र,અંકગણિત તર્ક સાથે કેલ્ક્યુલેટર
क्रमादेशनीयता रहित परिकलित्र,પ્રોગ્રામેબિલિટી વિના ગણતરી
क्रमादेशनीयतायुक्त परिकलित्र,પ્રોગ્રામિબિલિટી સાથેની ગણતરી
विचरण कलन,વિવિધતા
आह्वान,ઉઠાવવું
संदर्भ आह्वान,સંદર્ભ દ્વારા ક call લ કરવો
मान आह्वान,મૂલ્યથી ક call લ કરો
आह्वान निदेशन कट,દિગ્દર્શન કોડ ક .લ કરો
आह्वान स्थापना,સંસ્થા
आह्वान अग्रेषण,ક call લ ફોરવર્ડિંગ
सुलेखीय आलेखित्र,સુલેખનકાર
आह वान,ક callingપન
आह वान स्वतंत्र चर,દલીલ
आह्वान क्रमादेश,કાર્યક્રમ
आह्वान अनुक्रम,ક callingનલ -ક્રમ
आह्वान उपक्रमादेश,ક calling લ કરીને સબપ્રોગ્રામ
आह्वान संख्या,ક call લ નંબર
आह्वान संसाधित्र,ક call લ પ્રોસેસર
आह्वान प्रगति संकेत,પ્રગતિ સિગ્નલ ક .લ કરો
आह्वान भंडार,ક callલ સ્ટોર
आह्वान प्रतीक्षा,કોલ પ્રતીક્ષા માં છે
निरसन,રદ કરવું
निरसन संप्रतीक,રદ કરવું
निरसन कुंजी,રદ કરો
पूर्वाभिलिखित पैराग्राफ,તૈયાર ફકરો
पूर्वाभिलिखित प्रक्रिया सामग्री,તૈયાર સોફ્ટવેર
विहित जनन,ગ્રામીણ પે generation ી
संधारित्र भंडारण,મૂડી -સંગ્રહ
क्षमता,શક્તિ
"कैप्स्टन, टेपचालक चक्र",એક જાતનો છોડ
प्रग्रहण,પકડવું
"पत्रक, कार्ड",પ cardપન
पत्रक पंजर,કાર્ડ પાંજરા
पत्रक न्याधार,કાર્ડ ચેસિસ
पत्रक जाँच,કાર્ડ તપાસ
पत्रक कूट,કાર્ડ સંહિતા
पत्रक स्तंभ,કાર્ડ -સ્તંભ
पत्रक चक्र,કાર્ડ
पत्रक गड्डी,કાર્ડ તૂતક
पत्रक त्रुटि जाँच,કાર્ડ ભૂલ ચકાસણી
पत्रक क्षेत्र,કાર્ડ મેદાન
पत्रक संचिका,કાર્ડ ફાઇલ
पत्रक रूप,કાર્ડ -ફોર્મ
पत्र संरूप,કાર્ડ ફોર્મેટ
पत्रक प्लुति मंजूषा,કાર્ડ હ opper પર
पत्रक प्रतिबिंब,કાર્ડ
पत्रक निवेश,પત્રકાર
पत्रक संबाधा,કાર્ડ જામ
पत्रक भारक,કાર્ડ લોડર
पत्रक गड्डी,પેકર
पत्रक पथ,કાર્ડ -પાથ
पत्रक क्रमादेशित परिकलित्र,કાર્ડ પ્રોગ્રામ કરેલ કેલ્ક્યુલેટર
पत्रक क्रमादेशित अभिकलित्र,કાર્ડ -પ્રોગ્રામ કમ્પ્યુટર
पत्रक छिद्रित्र,કાર્ડની પંચ
पत्रक छिद्रण तकनीक,કાર્ડ પંચીંગ તકનીક
पत्रक पठित्र,કાર્ડ રીડર
पत्रक पुनरूत्पादित्र,કાર્ડ પ્રજનન કરનાર
पत्रक पंक्ति,કાર્ડ હરોળ
पत्रक समुच्चय,કાર્ડનો સમૂહ
पत्रक शाटित्र,કાર્ડ સોર્ટર
पत्रक चितीयक,કાર્ડ સ્ટackક બનાવનાર
पत्रक भंडारण,કાર્ડ
पत्रक चक्रिका उपयोगिता,કાર્ડ-થી-ડિસ્ક ઉપયોગિતા
पत्रक चुंबकीय टेप रूपांतरण,કાર્ડ-થી-ગાંઠડીનું ટેપ રૂપાંતર
पत्रक मुद्रण क्रमादेश,કાર્ડ થી છાપકામ કાર્યક્રમ
पत्रक टेप परिवर्तित्र,ટેપ કન્વર્ટર માટે કાર્ડ
पत्रक पथ,કાર્ડ -પાટા
पत्रक सत्यायन,ચકાસણી
कैरट,કરડું
घूर्णित्र,કાટમાળ
वाहन,વાહન
वाहन नियंत्रण संप्रतीक,વાહન નિયંત્રણ -પાત્ર
वाहन नियंत्रण टेप,વાહન -નિયંત્રણ ટેપ
वाहन वापसी,વાહન વળતર
वाहन वापसी संप्रतीक,વાહન
वाहक,માલવાહક
वाहक छिद्र,વાહક
नीत भार,વાહક
वाहक वापसी संप्रतीक,કેરિયર રીટર્ન પાત્ર
वाहक-वाहक,વાહક -વાહક
वाहक संकेत,વાહક સંકેત
वाहक तंत्र,વાહક પદ્ધતિ
वाहक रव अनुपात,વાહક થી અવાજ
वाहक तरंग,વાહક
"हस्तंगत, हासिल",વહન કરવું
हस्तंगत पूर्ण संकेत,સંપૂર્ણ સિગ્નલ વહન કરો
हस्तंगत पूर्णता संवेदन,પૂર્ણતા સંવેદના
हस्तंगत अंक,અંકિત
हस्तंगत ध्वज,ધ્વજ
हस्तंगत संकलन काल,સમયનો વહન કરવો
आगुटिका,કારતૂસ
आगुटिका चक्रिका,વાહન -છાપ
सोपानी संबंधन,કાસ્કેડ જોડાણ
सोपानी नियंत्रण,કોશિક નિયંત્રણ
सोपानित विलयन,મર્જ
सोपानी विलय,કાસ્કેડ મર્જ કરવું
रोकड़ सदृश प्रलेख,કેશ જેવા દસ્તાવેજ
रोकड़ सदृश प्रलेख,કેશ જેવા ટેન્ડર (= કેશ જેવા દસ્તાવેજ)
"कैसेट, पेटिका",કેસેટ
नव-विभाजी निरसन,નાઇન્સ કાસ્ટિંગ
अभिलक्ष्य भाषआ,કાટા ભાષા (= object બ્જેક્ટ ભાષા)
क्रमादेश सूची,સૂચિ
क्रमादेश सूचीकृत आँकड़ा-समुच्चय,કેટલોગ ડેટા સેટ
क्रमादेश सूची निर्देशिका,સૂચિબદ્ધ ડિરેક્ટરી
क्रमादेश सूचीकृत प्रक्रिया,ક્યાવાજ -કાર્યપદ્ધતિ
विपत्तिपूर्ण त्रुटि,આપત્તિજનક ભૂલ
"कैटीना, शृंखला",એક જાતની catંચી
शृंखलित,મોરી
कैथोड़ किरण भंडारण,કેટોડ રે સ્ટોરેજ
कैथोड किरण नलिका,કેથોડ રે ટ્યુબ
कैथोड किरण नलिका प्रदर्श,કેથોડ રે ટ્યુબ ડિસ્પ્લે
कोष्ठिका,ઓરડું
कोष्ठिकीय चल टेलीफोन जालक्रम,સેલ્યુલર મોબાઇલ ટેલિફોન નેટવર્ક
कोष्ठिकीय रेडियो,કોષ -ગુણોત્તર
कोष्ठिकीय विदारण,કોષ -વિભાજન
केन्द्रण,કેન્દ્રમાં રાખવું
केन्द्र रेखा,મધ્ય રેખા
केन्द्रीय नियंत्रण एकक,કેન્દ્રીય નિયંત્રણ એકમ
केन्द्रीकृत स्वचालित संदेश लेखा,કેન્દ્રિય સ્વચાલિત સંદેશ હિસાબ
केन्द्रीकृत आँकड़ा संसाथन,કેન્દ્રીયકૃત ડેટા પ્રોસેસિંગ
केन्द्रीकृत जालक्रम,કેન્દ્રીયકૃત નેટવર્ક
केन्द्रीय स्मृति,કેન્દ્રી યાદશક્તિ
केन्द्रीय कार्यालय,કેન્દ્રીય કચેરી
केन्द्रीय कार्यालय कूट,કેન્દ્રીય કચેરી સંહિતા
केन्द्रीय कार्यालय कार्य आदेश,કેન્દ્રીય કચેરી કાર્ય હુકમ
केन्द्रीय संसाधन एकक,કેન્દ્રીય પ્રક્રિયા એકમ
केन्द्रीय संसाधन एकक पाश,કેન્દ્રીય પ્રક્રિયા એકમ લૂપ
केन्द्रीय संसाधित्र,કેન્દ્રીય પ્રોસેસર
केन्द्रीय क्रमवीक्षण पाश,કેન્દ્રીય સ્કેનીંગ લૂપ
नियंत्रण केन्द्र,સેન્ટ્રલ સ્ટેશન (= નિયંત્રણ સ્ટેશન)
केन्द्रीय कार्यालय कार्य आदेश,કેન્દ્રીય કચેરી કાર્ય હુકમ
प्रमाणीकृत टेप,પ્રમાણિત ટેપ
टिकली,શણગારવું
टिकलीरहित टेप,ચાદર
शृंखला,સાંકળ
शृंखला योजना क्रमादेश,સાંકળ -વધારા
शृंखला कूट,સાંકડો
शृंखलित संचिका,સાંકળ ફાઇલ
शृंखलित सूची,સાંકળ યાદી
शृंखलित अभिलेख,સાંધાનો વિક્રમ
शृंखलन,શેરો
शृंखलन अधिप्रवाह,છલકાઇને સાંકળ
शृंखलन खोज,શેરી શોધ
शृंखला खड़ी,સાંકળ કડી
शृंखला अनुरक्षण क्रमादेश,સાંકળ જાળવણી કાર્યક્રમ
शृंखला मुद्रित्र,સાંકળ મુદ્રક
परिवर्तन संप्रतीक,પાત્ર બદલો
परिवर्तन सन्निक्षेप,બદલો ડમ્પ
परिवर्तन संचिका,ફાઈલ બદલો
परिवर्तन अभिलेख,ફેરફાર
परिवर्तन चिह्न,બદલો સંકેત
परिवर्तन टेप,ટેપ બદલો
"चैनल, प्रणाल",માર્ગ
प्रणाल अनुकूलित्र,ચેનલ એડેપ્ટર
प्रणाल पता शब्द,ચેનલ સરનામું શબ્દ
प्रणाल संलग्न,ચેનલ સાથે જોડાયેલું
प्रणाल संलग्न केन्द्र,ચેનલ સાથે જોડાયેલ સ્ટેશન
प्रणाल बैंक,ચુસ્ત બેંક
प्रणाल व्यस्त टोन,ચેનલ વ્યસ્ત સ્વર
प्रणाल क्षमता,નૈતિક ક્ષમતા
प्रणाल समादेश,ચેનલ આદેશ
प्रणाल समादेश शब्द,ચેનલ આદેશ શબ્દ
प्रणाल नियंत्रक,ચેનલ નિયંત્રક
प्रणाल नियंत्रण शब्द,ચેનલ નિયંત્રણ શબ્દ
प्रणाल आँकड़े,ચેનલ ડેટા
प्रणाल सिरा,ચેનલ
प्रणाल त्रुटि,ચેનલ ભૂલ
प्रणाल प्रसुप्ति,પ્રણાલી
प्रणाल आच्छद,માસ્ક
प्रणाल अधिभार,ચેનલ
प्रणाल मुद्रित्र,ચેનલ મુદ્રક
प्रणाल क्रमादेश,માર્ગ -કાર્યક્રમ
प्रणाल क्रमादेश अनुवाद,ચેનલ કાર્યક્રમ
प्रणाल पंक्ति,ચેનલ
प्रणाल विश्वसनीयता,ચેનલ વિશ્વસનીયતા
प्रणाल सेवा एकक,ચેનલ સેવા એકમ
प्रणाल समुच्चय,ચેનલ સમૂહ
प्रणाल अवस्थिति शब्द,ચેનલ સ્થિતિ શબ્દ
प्रणाल तुल्यकालित्र,ચેનલ સુમેળ કરનાર
प्रणाल-प्रणाल अनुकूलित्र,ચેનલ થી ચેનલ એડેપ્ટર
संप्रतीक,પાત્ર
संप्रतीक पताभिगमन,પાત્ર
संप्रतीक विन्यास,વર્તનની વ્યવસ્થા
संप्रतीक कोडांतरण,પાત્ર વિધાનસભા
संप्रतीक मुद्रित्र,પાત્ર
संप्रतीक एकांतरदर्श,પાત્ર ઝબકવું
संप्रतीक परिसीमा,અક્ષર -સીમા
संप्रतीक कोष्ठिका,અક્ષર
संप्रतीक जाँच,અક્ષર તપાસ
संप्रतीक कूट,પાત્ર સંહિતા
संप्रतीक अभिविन्यास,અક્ષર
संप्रतीक अधिसंख्यन,પાત્ર ભીડ
संप्रतीक आँकड़ा प्रकार,પાત્ર ડેટા પ્રકાર
संप्रतीक-विलोपी संप्रतीक,અક્ષુક
संप्रतीक विसीमक,ચારિત્ર્યશામક
संप्रतीक सघनता,પાત્ર ઘનતા
संप्रतीक युक्ति नियंत्रण,પાત્ર ઉપકરણ નિયંત્રણ
संप्रतीक प्रदर्श युक्ति,પાત્ર પ્રદર્શન ઉપકરણ
संप्रतीक प्रदर्श अंतक,પાત્ર પ્રદર્શન ટર્મિનલ
संप्रतीक कोर,અક્ષર
संप्रतीक अवयव,પાત્ર તત્વ
संप्रतीक उत्सर्जक,પાત્ર ખરબચડી
संप्रतीक त्रुटि-दर,પાત્ર ભૂલ દર
संप्रतीक व्यंजक,અક્ષરનું અભિવ્યક્તિ
संप्रतीक पूरण,પાત્ર ભચવો
संप्रतीक संरूप स्मृति,પાત્ર બંધારણ
संप्रतीक जनक,અક્ષર -જનરેટ
संप्रतीक-सूचना-दर,અક્ષર માહિતી દર
संप्रतीक अनुदेश,અક્ષર -સૂચના
अभिलक्षणिक,લાક્ષણિકતા
अभिलक्षणकि विरूपण,લાક્ષણિકતા
अभिलक्षणिक प्रतिबाधा,લાક્ષણિકતા
संप्रतीक कुंजी,પાત્ર ચાવી
संप्रतीक माध्य एन्ट्रॉपी,પાત્રનો અર્થ
संप्रतीक माध्य एन्ट्रॉपी,અક્ષર મીન માહિતી સામગ્રી = પાત્રનો અર્થ એન્ટ્રોપી)
संप्रतीक अभिविन्यस्त,પાત્ર
संप्रतीक रूपरेखा,અક્ષર - રૂપરેખા
संप्रतीक स्थिति,વીનાત સ્થિતિ
संप्रतीक मुद्रित्र,પાત્ર મુદ્રક
संप्रतीक पठित्र,પાત્ર વાચકો
संप्रतीक अभिज्ञान,પાત્ર માન્યતા
संप्रतीक संबंध,પાત્ર
संप्रतीक पंक्ति,અક્ષર -પંક્તિ
संप्रतीक समुच्चय,અક્ષર -સમૂહ
संप्रतीक आमाप,અક્ષરનું કદ
संप्रतीक विषम,પાત્ર
संप्रतीक रज्जु,અક્ષર -તાર
संप्रतीक रज्जु अचर,પાત્ર શબ્દમાળા
संप्रतीक चिह्निका,અક્ષર -સ્ટ્રોક
संप्रतीक शैली,અક્ષર શૈલી
संप्रतीक उपसमुच्चय,અક્ષરનો સબસેટ
संप्रतीक टेप,અક્ષર -ટેપ
संचित्र,ચાર્ટ
संचित्र निर्माण,ચાર્ટ બનાવટ
संचित्र पठित्र,ચાર્ટ વાચક
न्याधार,ચેસિસ
न्याधार समायोजन,ચેસિસ સભા
शैबिशैव सन्निकटन,ચેબીશેવ અંદાજ
जाँच द्वयंक,તપાસવું
जाँच बस,ચેક બસ
जाँच पत्रक,ચેક કાર્ડ
जाँच संप्रतीक,તપાસનું અક્ષર
जाँच कूट,તપાસનો સંકેત
जाँच प्रतिबंध,તપાસની સ્થિતિ
जाँच निदानी,ડાયગ્નોસ્ટિક તપાસો
जाँच अंक,અંકિત
जाँच सूचक,સૂચક સૂચક
जाँच सूचक अनुदेश,સૂચક સૂચના
जाँच क्रमादेश,કાર્યક્રમ
जाँच तकनीक,તપાસની તકનીક
जाँच कुंजी,ચેક કી
जाँच अंक,નંબર તપાસો (= અંકો તપાસો)
दोषमार्जन,તપાસો (= ડિબગ)
दोषमार्जन नेमका,રૂટિન તપાસો
जाँच बिन्दु,ચેક પોઇન્ટ
जाँच बिन्दु आँकड़ा समुच्चय,પોઇન્ટ ડેટા સેટ તપાસો
जाँच बिन्दु सन्निक्षेप,ચેક પોઇન્ટ ડમ્પ
जाँच बिन्दु अभिलेख,ચેક પોઇન્ટ રેકોર્ડ
जाँच बिन्दु पुनः प्रारंभन,ચેક પોઇન્ટ ફરીથી પ્રારંભ કરો
जाँच बिन्दु नेमका,નિત્યક્રમ તપાસો
जाँच बिन्दु शॉटन,ચેક પોઇન્ટ સ ing ર્ટિંગ
जाँच समस्या,તપાસની સમસ્યા
जाँच पंजी,તપાસ -રજિસ્ટર
जाँच पुनः आरंभन कुंजी,રીસેટ કી તપાસો
जाँच नेमका,દિનચર્યા
जाँच पंक्ति,પંક્તિ
जाँच हल,તપાસનો ઉકેલ
जाँच योग,તપાસની રકમ
जाँच जोड़,કુલ તપાસ
जाँच शब्द,તપાસનો શબ્દ
संतति खंड,બાળ -ક્ષેત્ર
स्तंभ द्वि-आधारी,ચાઇનીઝ દ્વિસંગી (સ્તંભ દ્વિસંગી)
"चिप, एटलिका",ક chંગું
चिप वाहक,ચિપ વાહક
चिप सूक्ष्म संसाधित्र,માઇક્રોપ્રોસેસર
चिप प्रक्रम,ચિપ પ્રક્રિયા
चिप पंजी स्थापत्य कला,ચિપ રજિસ્ટર આર્કિટેક્ચર
चिप वरण,ચિપ પસંદ કરો
चयन युक्ति,પસંદગી -ઉપકરણ
"बीज लेख, साइफर",સંદિગ્ધતા
कूटलिखित आँकड़े,સાઇફર ટેક્સ્ટ (= એન્કિફર્ડ ડેટા)
परिपथ,સરકીટ
परिपथ पट्ट,સર્કિટ બોર્ડ
परिपथ विच्छेदक,ઘાતકી તોડનાર
परिपथ पत्रक,સરકીટ કાર્ડ
परिपथ कोटि,સરકીટ ગ્રેડ
परिपथ लोड,સરકીટ લોડ
परिपथ आदेश,સરકીટ હુકમ
परिपथ विश्वसनीयता,સર્કિટની વિશ્વસનીયતા
परिपथ स्विच,સર્કિટ -સ્વિચ
परिपथ स्विचित संबंधन,સર્કિટ સ્વીચ જોડાણ
परिपथ स्विचन,સરકીટ ફેરબદલ
परिपथ स्विचन एकक,સર્કિટ સ્વિચિંગ એકમ
परिपथ एकक कोडांतरण,સરકીટ એકમ વિધાનસભા
वृत्तीय चयकन,ગોળ બફર
वृतीय सूची,ગોળ યાદી
वृतीय विस्थापन,ગોળ પામી
परिसंचारी पंजी,ફરતું રજિસ્ટર
परिसंचारी भंडारण,ફરતું સંગ્રહ
उल्लेख,પ્રશંસાપત્ર
परिनिधान,આવરણ ચઢાવવુ
वर्ग,વર્ગ
वर्ग 5 कार्यालय,વર્ગ 5 office ફિસ
वर्ग अवस्था,વર્ગની સ્થિતિ
वर्गिकरण,વર્ગીકરણ
" मार्जन प्रचालन , मार्जन संक्रिया",સફાઈ -કામગીરી
मार्जन,ચોખ્ખુ
रिक्त क्षेत्र,સ્પષ્ટ વિસ્તાર
रिक्त क्षेत्र,સ્પષ્ટ બેન્ડ (= સ્પષ્ટ ક્ષેત્ર
स्पष्ट प्रणाल,નિર્ભર માટા
स्पष्ट आँकड़े,માહિતી રદ્દ કરો
प्रदर्श निरसन,સ્પષ્ટ પ્રદર્શન
भंडारण निरसन,મેમરી સાફ કરો (= સ્પષ્ટ સંગ્રહ)
स्पष्ट आँकड़ा सत्र,સ્પષ્ટ સત્ર
भंडारण निरसन,સંગ્રહ
कर्तन,ક્લેઇપિંગ
कालद परिपथ,ઘડિયાળ
कालद परिपथ,ઘડિયાળની સર્કિટ
कालद गणित्र,ઘડિયાળ કાઉન્ટર
कालद आवृति,ઘડિયાળ આવર્તન
समायोजन,ઘડિયાળ
कालद अन्तरायन,ઘડિયાળ વિક્ષેપ
कालद स्पंद,ઘડિયાળની પલ્સ
कालद दर,ઘડિયાળ દર
कालद,ઘડિયાળ રજિસ્ટર (= ટાઈમર)
कालद संकेत,ઘડિયાળનો સંકેત
कालद अनुकार,ઘડિયાળ સિમ્યુલેશન
कालद समय,ઘડિયાળનો સમય
कालद पथ,ઘડિયાળનો માર્ગ
अन्तर्वर्गिकरण,નજીકનું વર્ગીકરણ
संवृति सरणी,બંધ એરે
संवृत संचिका,બંધ ફાઈલ
संवृत पाश,બંધ લૂપ
संवृत पाश (नियन्त्रण) तंत्र,બંધ લૂપ (નિયંત્રણ) સિસ્ટમ
संवृत नेमका,દિનચર્યા
परसेवी प्रचालन,બંધ ઓપરેશન
संवृत उपनेमका,બંધ સુબ્રોઉટીન
संवृत उपयोक्ता समूह,બંધનકર્તા જૂથ
दृढ़तः युग्मित,નજીકથી જોડાયેલ
अंतक समापन,ટર્મિનલ બંધ કરવું
संचिका समापन,ફાઇલ બંધ કરવી
गुच्छ,ઝગડો
गुच्छ विश्लेषण,રંગદ્રવ
गुच्छ नियंत्रक,ક્લસ્ટર નિયંત્રક
गुच्छ नियंत्रक आसंथि,ક્લસ્ટર નિયંત્રક નોડ
गुच्छ नियंत्रक एकक,ક્લસ્ટર નિયંત્રણ એકમ
गुच्छित संचिका,છીનવાઈ ગયેલી ફાઈલ
गुच्छन कलन-विधि,ગંલા
संलयन,એકરૂપ થવું
लेपित पत्रक,કોટેડ કાર્ડ
समाक्ष केबल,કો - એક્ષેલ કેબલ
कोबोल,એકસાળ
कोबोल संप्रतीक,કોબોલનું પાત્ર
कोबोल क्रमादेशन,કોબોલ કાર્યક્રમ
कोडासिल,અવસાન
"कूट, कोड",સંહિતા
कूट क्षेत्र,સંકેત -વિસ્તાર
कूट शृंखला,સંકેત
कूट जाँच,સંકેત -દરખાસ્ત
कूट लिखित अंकगणितीय आँकड़े,કોડેડ અંકગણિત ડેટા
कूटलिखित संप्रतीक समुच्चय,કોડેડ પાત્ર સમૂહ
कूटलिखित रूपांतरित्र,કોડેડ કન્વર્ટર
कूटलिखित दशमलव संकेतन-पद्धति,કોડેડ દશાંશ સંકેત
कूटाश्रित तंत्र,આધારિત પદ્ધતિ
कूटलिखित आलेखिकी,કોડેડ ગ્રાફિક્સ
कूटलिखित प्रतिबिम्ब स्थान,કોડેડ છબી
कूटनिदेशी संप्रतीक,સંકેત -પાત્ર
कूट लिखित क्रमादेश,કોડેડ કાર્યક્રમ
कूट लिखित निरूपण,કોડેડ પ્રતિનિધિત્વ
कूटलिखित विराम,કોડેડ સ્ટોપ
कूट अवयव,સંકેત -તત્વ
कूटविस्तार संप्रतीक,સંહિતા
कूट फ्रेम,શબ્દભંડોળ
कूट छिद्र,સંકેત -છિદ્ર
कूट स्वतन्त्र आँकड़ा संचार,સ્વતંત્ર ડેટા સંદેશાવ્યવહાર
कूट स्वतन्त्र तंत्र,સ્વતંત્ર પદ્ધતિ
कूट स्वतंत्र तंत्र,કોડ-સંવેદનશીલ સિસ્ટમ (= કોડ-ઇન-આશ્રિત  સિસ્ટમ)
कूट कुंजी,સંકેત
कूट स्तर,સંકેત સ્તર
कूट रेखा,સંકેત -રેખા
कूट रेखा सूचक,સંકેત સંકેત
कूट बिन्दु अनुवादक,સંકેત -અનુવાદક
कूट स्थिति,સંકેત -સ્થિતિ
कोडित्र,કોડ
कूटाश्रित तंत्र,કોડ-સંવેદનશીલ સિસ્ટમ (= કોડ-આધારિત સિસ્ટમ)
कूट समुच्चय,સંકેત
कूट-पारदर्शी आँकड़ा संचार,પારદર્શક ડેટા સંદેશાવ્યવહાર
कूटाश्रित तंत्र,કોડ-પારદર્શક સિસ્ટમ (= કોડ આશ્રિત  સિસ્ટમ)
