Kannada,Bengali
ಜನನ ಹೇಬರ್ ಸೈಕಲ್,জন্ম হাবার চক্র
ಬಾರ್ನ್-ಮೇಯರ್ ಸಿದ್ಧಾಂತ,বার্ন-মেয়ার তত্ত্ব
ಜನನ ಒಪೆನ್ಹೈಮರ್ ಅಂದಾಜು,জন্ম ওপেনহাইমার প্রায়োক্সিমেশন
ಜನನ ಫಾನ್ ಕಾರ್ಮನ್ ಸಿದ್ಧಾಂತ,জন্ম ফাউন কারম্যান তত্ত্ব
ಬೋರಾನ್ ಕೋಶ,বোরন কোষ
ಬೌರ್ಮನ್ ಪರಿಣಾಮ,বাউরম্যান প্রভাব
ಬೋಸ್ ಐನ್ಸ್ಟೈನ್ ಘನೀಕರಣ,বোস আইনস্টাইন ঘনীভবন
ಬೋಸ್-ಕಣ,বোস-কণা
ಬೋಸ್ ಐನ್ಸ್ಟೈನ್ ಅನಿಲ,বোস আইনস্টাইন গ্যাস
ಬೋಸ್-ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,বোস-আইনস্টাইন পরিসংখ্যান
ಬೋಸಾನ್,বোসন
ಉಪಮೇಲ್ಮೈ ರಂಧ್ರ ಡಿಫರೆನ್ಷಿಯಲ್ ನಿಪಿಡ್,সাবসারফেস হোল ডিফারেনশিয়াল নিপিড
"ತಾಲಿವಾಯು ಮಿಕ್ಸರ್, ತಾಲಿವಾಟಕ್","তালিভায়ু মিক্সার, তালিওয়াটক"
ಉಪಮೇಲ್ಮೈ ಒಣಗಿಸುವುದು,ভূপৃষ্ঠ শুকানো
ಸಮತಲ ಅನುರಣನ,প্ল্যানার অনুরণন
ಮೇಲ್ಮೈ ತುಂಬುವ ವಿಧಾನ,সাবসারফেস ফিলিং পদ্ধতি
ಭೂಗರ್ಭದ ಬಲ,ভূপৃষ্ঠের বল
ಕ್ವಿಂಟೆಟ್ ಕ್ವಾರ್ಕ್,পঞ্চক কোয়ার্ক
"ಜಂಪ್, ಜಂಪ್","লাফ, লাফ"
ಸೀಮಿತ ಆಯಾಮಗಳು,আবদ্ধ মাত্রা
ಬೌಂಡ್ ಪ್ಯಾಶನ್,আবদ্ধ আবেগ
ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್,আবদ্ধ ইলেকট্রন
ಸುತ್ತುವರಿದ ಕಣ,আবদ্ধ কণা
ಬೌಂಡ್ ರಾಜ್ಯ,আবদ্ধ অবস্থা
"ಮಿತಿ, ಮಿತಿ (ಸಂ.), ಕನಿಷ್ಠ (ವಿ.)","সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)"
ಗಡಿ ಮಟ್ಟ,সীমানা স্তর
ಗಡಿ ಮಟ್ಟದ ಶಕ್ತಿ ಸಮೀಕರಣ,সীমানা স্তরের শক্তি সমীকরণ
ಗಡಿ ಮಟ್ಟದ ಸಮೀಕರಣ,সীমানা স্তরের সমীকরণ
ಗಡಿ ಮಟ್ಟದ ಶಬ್ದ,সীমানা স্তরের শব্দ
ಸೀಮಂತ್ ಪ್ರದೀಪ್,সীমান্ত প্রদীপ
ಕನಿಷ್ಠ ಮಾರ್ಕರ್,প্রান্তিক চিহ্নিতকারী
ಒತ್ತಡವನ್ನು ಸೀಮಿತಗೊಳಿಸುವುದು,চাপ সীমিত করা
ಗಡಿ ಮಟ್ಟದ ನಿಯಂತ್ರಣ,সীমানা স্তর নিয়ন্ত্রণ
"ಧನು ರಾಶಿ, ಗಾಜ್","ধনু, গাজ"
ಕಮಾನುಗಳು,খিলান
ನೌಕಾಯಾನ ಅಲೆ,পালতোলা তরঙ্গ
ಬಿಲ್ಲುಗಾರಿಕೆ,তীরন্দাজ
ಐವತ್ತೆರಡು-ನಿದ್ರೆ ಕ್ಯಾಮೆರಾ,বাহান্ন ন্যাপ ক্যামেরা
ಬಿಲ್ಲುಗಾರಿಕೆ,তীরন্দাজ
ಬಾಕ್ಸ್ ಕಾರ್ ಪಟ್ಟಿ,বক্স গাড়ী চাবুক
"ಬಕ್ಸ್ ಕಂಪಾಸ್, ಬಾಕ್ಸ್ ಪಾಯಿಂಟರ್","বক্স কম্পাস, বক্স পয়েন্টার"
ಬಕ್ಸ್ ಕಾರು,টাকার গাড়ি
ಬಾಕ್ಸ್ ಕಾರ್ ಸರ್ಕ್ಯೂಟ್,বক্স গাড়ী সার্কিট
ಬಾಯ್ಲರ್ ತಾಪನ,বয়লার গরম করা
ಬಾಯ್ಲೆ ಕಾನೂನು,বয়েলের আইন
ಬಾಯ್ಲರ್ ತಾಪನ,বয়লার গরম করা
ಬ್ರಾ ವೆಕ್ಟರ್,ব্রা ভেক্টর
ಕಿರಿದಾದ ವಕ್ರರೇಖೆ,সংকীর্ণ বক্ররেখা
ಚಿಕ್ಕ ಅಕ್ಷರ ಪ್ರಿಸ್ಮ್,সংক্ষিপ্ত অক্ষর প্রিজম
ಬ್ರಾಕೆಟ್-ವರ್ಗ,বন্ধনী-শ্রেণী
bragg ಸಮೀಕರಣ,ব্র্যাগ সমীকরণ
ಬಡಾಯಿ ನಿಯಮ,ব্র্যাগ নিয়ম
ಬಡಿವಾರ ಸಂಬಂಧ,ব্র্যাগ সম্পর্ক
ಬ್ರಾಗ್ ಸ್ಕ್ಯಾಟರಿಂಗ್,ব্র্যাগ স্ক্যাটারিং
ಬ್ರಾಗ್ ಸ್ಪೆಕ್ಟ್ರೋಮೀಟರ್,ব্র্যাগ স্পেকট্রোমিটার
ಬ್ರಾಗ್-ಗ್ರೇ ಕೋಟರ್,ব্র্যাগ-গ্রে কোটার
ಬ್ರಾಗ್-ಗ್ರೇ ಕೋಟರ್ ಸಿದ್ಧಾಂತ,ব্র্যাগ-গ্রে কোটার তত্ত্ব
ಬ್ರಾಗ್-ಬಾಟಮ್,ব্র্যাগ-বটম
ಬ್ರಾಗ್ ಮಧ್ಯಂತರ,ব্র্যাগ ব্যবধান
ಹೆಣೆದುಕೊಂಡ ತಂತಿ,জড়িত তার
ಬ್ರೇಕ್ ಅಶ್ವಶಕ್ತಿ,ব্রেক অশ্বশক্তি
ಬ್ರೇಕ್ ಎಂದರೆ ಪರಿಣಾಮಕಾರಿ ಒತ್ತಡ,ব্রেক মানে কার্যকর চাপ
ಬ್ರೇಕ್ ಪ್ಯಾರಾಚೂಟ್,ব্রেক প্যারাসুট
ಬ್ರೇಕ್ ಉಷ್ಣ ದಕ್ಷತೆ,ব্রেক তাপ দক্ষতা
ಬ್ರೇಕ್ ವರ್ಗ,ব্রেক ক্লাস
ಬ್ರೇಕ್ ರಾಕೆಟ್,ব্রেক রকেট
ಬ್ರಾಮಾ ಸಂಕೋಚಕ,ব্রামা কম্প্রেসার
ಶಾಖೆ ಸರ್ಕ್ಯೂಟ್,শাখা সার্কিট
ಶಾಖೆಯ ಪ್ರತಿರೋಧ,শাখা প্রতিবন্ধকতা
ಕವಲೊಡೆಯುವ ಸೂಚನೆಗಳು,শাখা নির্দেশাবলী
ಶಾಖೆಯ ಬಿಂದು,শাখা বিন্দু
ಕವಲೊಡೆಯುತ್ತಿದೆ,শাখা
ಶಾಖೆಯ ಸರಪಳಿ,শাখা চেইন
ಕವಲೊಡೆಯುವ ಅನುಪಾತ,শাখা অনুপাত
ಕವಲೊಡೆಯುವ ಪ್ರಕ್ರಿಯೆ,শাখা প্রক্রিয়া
ಕವಲೊಡೆಯುವ ಅನುಪಾತ,শাখা অনুপাত
ಕವಲೊಡೆಯುವ ನಿಯಮ,শাখার নিয়ম
"ಬ್ರೇವ್ ಲ್ಯಾಟಿಸ್, ಬ್ರೇವ್ ಲ್ಯಾಟಿಸ್","সাহসী জালি, সাহসী জালি"
"ಹಿತ್ತಾಳೆ ಬ್ರೇಜಿಂಗ್, ಹಿತ್ತಾಳೆ ಬೆಸುಗೆ ಹಾಕುವುದು","ব্রাস ব্রেজিং, ব্রাস সোল্ডারিং"
ಪ್ರಯೋಗ ಮಂಡಳಿ,পরীক্ষা বোর্ড
ಬೇರ್ಪಡುವಿಕೆ,বিচ্ছেদ
ಬ್ರೇಕ್ ಕನೆಕ್ಟರ್,সংযোগকারী বিরতি
ಬಿರುಕು ಲಕ್ಷಣಗಳು,ফাটল লক্ষণ
ಬ್ರೇಕ್-ಆಫ್ ಕನೆಕ್ಟರ್,ব্রেক-অফ সংযোগকারী
ಮಧ್ಯಂತರ ಕಾರ್ಯಾಚರಣೆ,ব্যবধান অপারেশন
ಮಧ್ಯಂತರ ಕೀಯಿಂಗ್,ব্যবধান কীিং
ಓಡಿಹೋದ,পলায়ন
"ಫ್ರಾಕ್ಚರ್ ಡಯೋಡ್, ಝೀನರ್ ಝಯೋಡ್","ফ্র্যাকচার ডায়োড, জেনার জায়োড"
ಬ್ರೇಕಿಂಗ್ ಪ್ರತಿರೋಧ,প্রতিবন্ধকতা ভাঙ্গা
ಬ್ರೇಕ್-ಔಟ್,বিচ্ছিন্ন
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,ব্রেকিং ভোল্টেজ
ಮುರಿಯುವ ಶಕ್ತಿ,অবিচ্ছিন্ন শক্তি
ಬಿರುಕು,ফাটল
"ಬ್ರೀಡರ್ ರಿಯಾಕ್ಟರ್, ಬ್ರೀಡರ್ ನ್ಯೂಕ್ಲಿಯರ್ ಫರ್ನೇಸ್, ಬ್ರೀಡರ್ ಫರ್ನೇಸ್","ব্রিডার রিঅ্যাক্টর, ব্রিডার নিউক্লিয়ার ফার্নেস, ব্রিডার ফার্নেস"
"ನಿವಾರಕ ವಿಕಿರಣ, ಬ್ರಾಂಸ್ಟ್ರಾಲಂಗ್","retardant বিকিরণ, bramstralung"
ಬ್ರೂಸ್ಟರ್-ಕೋನ,brewster-কোণ
ಬ್ರೂಸ್ಟರ್ ಫ್ರಿಂಜ್,ব্রুস্টার ফ্রিঞ্জ
ಬೂಸ್ಟರ್ ನಿಯಮಗಳು,বুস্টার নিয়ম
ಮೇರು,মেরু
ಸೇತುವೆಯ &#39;ಟಿ&#39; ಜಾಲರಿ,ব্রিজড &#39;টি&#39; জাল
ಸೇತುವೆ ಸರ್ಕ್ಯೂಟ್,সেতু সার্কিট
ಸೇತುವೆ ಸಂಪರ್ಕ,সেতু সংযোগ
ಸೇತುವೆಯ ಸಂಯೋಜಿತ ಆಂಪ್ಲಿಫಯರ್,সেতু সংযুক্ত পরিবর্ধক
"ಸೇತುವೆ ವಿಧಾನ, ಸೇತುವೆ ವಿಧಾನ","সেতু পদ্ধতি, সেতু পদ্ধতি"
ಸೇತುವೆ ಮಾಡ್ಯುಲೇಟರ್,সেতু মডুলেটর
ಸೇತುವೆ ವಿಭಜನೆಯ ಸಿದ್ಧಾಂತ,সেতু বিভাজন তত্ত্ব
ಸೇತುವೆಯ &#39;ಟಿ&#39; ಅಟೆನ್ಯೂಯೇಟರ್,ব্রিজড &#39;টি&#39; অ্যাটেনুয়েটর
ಸೇತುವೆ ಲಿಂಕ್ ಲೈನ್,সেতু লিঙ্ক লাইন
ಸೇತುವೆ ಬಂಧ,সেতু বন্ধন
ಸೇತುವೆ ಆಂಪ್ಲಿಫಯರ್,সেতু পরিবর্ধক
ಸೇತುವೆ ಲಾಭ,সেতু লাভ
ಸೇತುವೆ ಗುಂಪು,সেতু গ্রুপ
ಸೇತುವೆ ನಷ್ಟ,ব্রিজিং ক্ষতি
ಬ್ರಿಡ್ಜ್‌ಮ್ಯಾನ್ ಪರಿಣಾಮ,ব্রিজম্যান প্রভাব
"ಪ್ರಕಾಶಮಾನವಾದ, ಹೊಳಪುಳ್ಳ, ಬೆರಗುಗೊಳಿಸುವ","উজ্জ্বল, উজ্জ্বল, ঝলমলে"
ಪ್ರಭಾಸ್ ಚಿತ್ರ,প্রভাসের সিনেমা
ಪ್ರಕಾಶಮಾನವಾದ ರೇಖೆಯ ವರ್ಣಪಟಲ,উজ্জ্বল লাইন বর্ণালী
"ಲೈಟ್-ಬ್ಯಾಂಡ್ ಮಾದರಿ, ಲೈಟ್-ಬ್ಯಾಂಡ್ ಪ್ರತಿಧ್ವನಿ","লাইট-ব্যান্ড মডেল, লাইট-ব্যান্ড ইকো"
ಪ್ರಕಾಶಿಸುವ ನಾಡಿ,আলোকিত নাড়ি
"ದ್ಯುತಿ, ಪ್ರಭಾ","দ্যুতি, প্রভা"
ಹೊಳಪು ನಿಯಂತ್ರಣ,উজ্জ্বলতা নিয়ন্ত্রণ
ನಿಷೇಧದ ಬೆಳಕು,নিষেধাজ্ঞার আলো
ಹೊಳಪಿನ ಪ್ರಮಾಣ,উজ্জ্বলতা স্কেল
ವಿಕಿರಣ ಶಾಖ,বিকীর্ণ তাপ
ಬೃಲುವನ್ ಹರಿವು,briluvan প্রবাহ
ಬ್ರಿಲ್ಲುವನ್ ಕಾರ್ಯ,ব্রিলুওয়ান ফাংশন
ಬೃಲುವನ ಚದುರುವಿಕೆ,ব্রিলুভান বিক্ষিপ্ত
ಬ್ರಿಲುವಾನ್ ಪ್ರದೇಶ,ব্রিলুওয়ান এলাকা
ಇಟ್ಟಿಗೆಗಾರ ಸ್ಪೈಕ್,brickman স্পাইক
ಬ್ರಿಟಿಷ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕ್ಯಾಂಡಲ್,ব্রিটিশ স্ট্যান্ডার্ড মোমবাতি
ಸುಲಭವಾಗಿ,ভঙ্গুর
ಸುಲಭವಾಗಿ ಮುರಿತ,ভঙ্গুর ফাটল
ಸುಲಭವಾಗಿ ವಸ್ತು,ভঙ্গুর উপাদান
ಸುಲಭವಾಗಿ ಶಾಖ,ভঙ্গুর তাপ
ಸೂಕ್ಷ್ಮತೆ,ভঙ্গুরতা
ಸ್ಟುಡಿಯೋ ಲೈಟಿಂಗ್,স্টুডিও আলো
ವಿಶಾಲ ಬ್ಯಾಂಡ್ ಆಂಪ್ಲಿಫಯರ್,প্রশস্ত ব্যান্ড পরিবর্ধক
ವಿಶಾಲ ಬ್ಯಾಂಡ್ ಕ್ಲೈಸ್ಟ್ರಾನ್,প্রশস্ত ব্যান্ড klystran
"ಪೃಥು ಬ್ಯಾಂಡ್ ಎನ್. ಎಂ.ಆರ್. ಸ್ಪೆಕ್ಟ್ರೋಮೀಟರ್, ಅರ್ಥ್‌ಬ್ಯಾಂಡ್ ಎನ್. ಎಂ.ಆರ್. ಸ್ಪೆಕ್ಟ್ರೋಮೀಟರ್","পৃথু ব্যান্ড এন. জনাব. স্পেকট্রোমিটার, আর্থব্যান্ড n. জনাব. স্পেকট্রোমিটার"
ವ್ಯಾಪಕ ವಿಕಿರಣ ಕಿರಣದ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,বিস্তৃত বিকিরণ মরীচি শোষণ
ಭೂಮಿಯ ಕಿರಣದ ಕೊಳೆತ,পৃথিবীর মরীচি ক্ষয়
ವಿಶಾಲ ನಾಡಿ,প্রশস্ত পালস
ವ್ಯಾಪಕ ಅನುರಣನ,ব্যাপক অনুরণন
ಸಮ ಆಯತಾಕಾರದ ಸ್ಥಾನ (ಬಿ-ಸ್ಥಾನ),ইকুরেক্টাঙ্গুলার অবস্থান (B- অবস্থান)
ವಿವರವಾದ ಶ್ರುತಿ,বিস্তারিত টিউনিং
ವ್ಯಾಪಕ ಆನಂದ,ব্যাপক উপভোগ
ಪ್ರಸಾರ ಅಪ್ಲಿಕೇಶನ್‌ಗಳು,সম্প্রচার অ্যাপ্লিকেশন
ಹರಡುವ ಪ್ರದೇಶ,ছড়িয়ে এলাকা
ಪ್ರಸಾರ ದಿನ,সম্প্রচারের দিন
ಪ್ರಸಾರ,সম্প্রচার
ವಿಶಾಲ ಹೀರಿಕೊಳ್ಳುವ ರೇಖೆ,প্রশস্ত শোষণ লাইন
ವಿವರವಾದ ಮಟ್ಟ,বিস্তারিত স্তর
ಪಾರ್ಶ್ವವಾಗಿ,পার্শ্ববর্তী ভিত্তিক
ಓರೆಯಾದ ಆಂಟೆನಾ ರಚನೆ,তির্যক অ্যান্টেনা অ্যারে
"ಅಡ್ಡ ಘರ್ಷಣೆ, ಪಾರ್ಶ್ವದ ಪ್ರಭಾವ","তির্যক সংঘর্ষ, পার্শ্বীয় প্রভাব"
ಬ್ರೋಗ್ಲಿ ಸೂತ್ರ,ব্রগলি সূত্র
ವಿಭಜಿತ ವಕ್ರರೇಖೆ,খণ্ডিত বক্ররেখা
ಮುರಿದ ರೇಖೆ,ভাঙা লাইন
ಕಂದು ಶಾಖ ಪರೀಕ್ಷೆ,বাদামী তাপ পরীক্ষা
ಬ್ರೌನಿ ಚಲನೆ,ব্রাউনি গতি
ಬ್ರೌನಿ-ಚಲನೆ,ব্রাউনি-মোশন
ಬ್ರೌನಿ ಕಣಗಳು,ব্রাউনি কণা
"ಮುರಿಯಿರಿ, ಮುರಿಯಿರಿ","বিরতি, বিরতি"
ಫಲವತ್ತತೆ ಅನುಪಾತ,উর্বরতা অনুপাত
"ರಿವರ್ಸ್ ಆಂಟೆನಾ, ಬ್ರೂಸ್ ಆಂಟೆನಾ","বিপরীত অ্যান্টেনা, ব্রুস অ্যান্টেনা"
"ಕುಚಿ, ಬುರುಶ್, ಕರ್ಚ್, ಗುಲ್ಮ್","কুচি, বুরুশ, কুর্চ, গুলম"
ಬರ್ಷ್ ಸಂಪರ್ಕ ನಷ್ಟ,Burruss যোগাযোগ ক্ষতি
"ಕಾರ್ಚ್ ಸಂಪರ್ಕ ಪ್ರತಿರೋಧ, ಬುರುಷ್ ಸಂಪರ್ಕ ಪ್ರತಿರೋಧ","কর্চ যোগাযোগ প্রতিরোধ, বুরুশ যোগাযোগ প্রতিরোধ"
"ಕರ್ಚ್ ಬ್ಲೈಟ್ ಮೆಷಿನ್, ಬುರುಶ್ ಬ್ಲೈಟ್ ಮೆಷಿನ್","কার্চ ব্লাইট মেশিন, বুরুশ ব্লাইট মেশিন"
ಬುರುಷ್ ಇಮ್ಮರ್ಶನ್,বুরুশ নিমজ্জন
"ಬುರುಶ್-ಹೋಲ್ಡರ್, ಕರ್ಚ್-ಹೋಲ್ಡರ್","বুরুশ-ধারক, কুর্চ-ধারক"
"ಕರ್ಚ್ ಯಂತ್ರ, ಬುರುಷ್ ಯಂತ್ರ","কার্চ মেশিন, বুরুশ মেশিন"
"ಕಚ್ ಚಿಹ್ನೆ, ಬುರುಷ್ ಚಿಹ್ನೆ","কচ্ছ চিহ্ন, বুরুশ চিহ্ন"
ಬಿಟಿ-ಸಂಸ್ಕರಿಸಿದ ಸ್ಫಟಿಕ,বিটি-নিরাময় স্ফটিক
"ಗುಳ್ಳೆ, ಬಬಲ್ (ed.), ಬಬಲ್ (ver.)","বুদবুদ, বুদবুদ (সম্পাদনা), বুদবুদ (ভার.)"
ಬಬಲ್ ಸ್ಪ್ರಿಂಗ್ ಸ್ಕ್ರೂ,বুদ্বুদ বসন্ত স্ক্রু
ಬಬಲ್ ಕೋಶ,বুদ্বুদ কোষ
ಬಬಲ್ ಓವರ್ವೋಲ್ಟೇಜ್,বুদ্বুদ ওভারভোল্টেজ
ಬಬಲ್ ಪಾಯಿಂಟ್,বুদ্বুদ বিন্দু
ಬಬಲ್ ದೋಣಿ,বুদ্বুদ নৌকা
ಬಬಲ್ ಪರೀಕ್ಷೆ,বুদ্বুদ পরীক্ষা
ಬಬಲ್ ಕಾಲಮ್,বুদবুদ কলাম
ಬಬಲ್ ವೀಕ್ಷಕ ಪ್ರಿಸ್ಮ್,বুদবুদ দর্শক প্রিজম
ಬಬಲ್ ವಿಸ್ಕೋಮೀಟರ್,বুদবুদ ভিসকোমিটার
ಭೂತಗನ್ನಡಿ,বিবর্ধক কাচ
ಹೊಮ್ಮುವಿಕೆ,উদ্দীপনা
ಬಬಲ್ ವಿಧಾನ,বুদ্বুদ পদ্ধতি
ಸರಿದೂಗಿಸುವ ಬ್ಯಾಟರಿ,ক্ষতিপূরণকারী ব্যাটারি
ಸರಿದೂಗಿಸುವ ಸರ್ಕ್ಯೂಟ್,ক্ষতিপূরণ সার্কিট
ಹಿಮ್ಮುಖ ಜಾತಕ,বিপরীতমুখী রাশিফল
ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್,ক্ষতিপূরণকারী ভোল্টেজ
ಸಂಕೋಚನ,সংকোচন
ಮರುಕಳಿಸುವಿಕೆ ಮರುಕಳಿಸುವಿಕೆ,relapse relapse
ಸಂಕೋಚನ ಲೋಡ್,সংকোচন লোড
ಸಾಂಕ್ರಾಮಿಕ ಕಲ್ಪನೆ,সংক্রামক অনুমান
"ಆಂಫೋಟೆರಿಕ್ ಪ್ರತಿರೋಧ, ಬಫರ್","amphoteric প্রতিরোধের, বাফার"
"ಆಂಪ್-ರೆಸಿಸ್ಟೆನ್ಸ್ ಆಕ್ಷನ್, ಬಫರ್ ಆಕ್ಷನ್","amp-প্রতিরোধ কর্ম, বাফার কর্ম"
ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್,বাফার পরিবর্ধক
ಸಾಮಾನ್ಯ ಪ್ರತಿರೋಧಕತೆ,সাধারণ প্রতিরোধ ক্ষমতা
ಬಫರ್ ಶೀಟ್,বাফার শীট
"amp ಪ್ರತಿರೋಧ ನಿಯಂತ್ರಕ, ಬಫರ್ ನಿಯಂತ್ರಣ","amp-প্রতিরোধক নিয়ামক, বাফার নিয়ন্ত্রণ"
"ಆಂಪ್-ರೆಸಿಸ್ಟೆನ್ಸ್ ಇಂಡೆಕ್ಸ್, ಬಫರ್ ಇಂಡೆಕ್ಸ್","amp-প্রতিরোধ সূচক, বাফার সূচক"
ಬಫರ್ ಹೂಡಿಕೆ,বাফার বিনিয়োগ
ಬಫರ್ ಚೆಕ್,বাফার চেক
ಬಫರ್ ನಿರ್ಗಮನ,বাফার প্রস্থান
"ಸುತ್ತುವರಿದ ಪ್ರತಿರೋಧ ಅನುಪಾತ, ಬಫರ್ ಅನುಪಾತ","অ্যাম্বিয়েন্ট রেজিস্ট্যান্স রেশিও, বাফার রেশিও"
ಬಫರ್ ಉತ್ತರ,বাফার উত্তর
ಬಫರ್ ವಸಂತ,বাফার বসন্ত
ಬಫರ್ ಸಂಗ್ರಹಣೆ,বাফার স্টোরেজ
ಬಫರ್ ಟ್ಯೂಬ್,বাফার টিউব
ತೇಲುವ ನಿರೋಧಕ,উচ্ছ্বাস প্রতিরোধী
ಬಫರ್ ಕಂಪೈಲರ್,বাফার কম্পাইলার
ಸಾಮಾನ್ಯ ಪ್ರತಿರೋಧ,সাধারণ প্রতিরোধ
"ತೇಲುವ ಪ್ರತಿರೋಧ, ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ, ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ","প্রফুল্ল প্রতিরোধ, বাফারিং ক্ষমতা, বাফারিং ক্ষমতা"
ಬಗಲ್,বিউগল
ಬರ್ಧನ್,বর্ধন
ಬೆಳವಣಿಗೆಯ ಅವಧಿ,ক্রমবর্ধমান সময়কাল
"ಹೆಚ್ಚಿಸುವ ಅಂಶ, ಅಪವರ್ತನದ ಅಂಶ","বুস্টিং ফ্যাক্টর, ফ্যাক্টরিং ফ্যাক্টর"
ಅಕೌಸ್ಟಿಕ್ಸ್,ধ্বনিবিদ্যা
ಆಂತರಿಕ ತಪಾಸಣೆ,অভ্যন্তরীণ চেক
ಅಂತರ್ನಿರ್ಮಿತ ಆಂಟೆನಾ,অন্তর্নির্মিত অ্যান্টেনা
ಅಂತರ್ನಿರ್ಮಿತ ರೀಚಾರ್ಜ್ ಸಾಧನ,অন্তর্নির্মিত রিচার্জ ডিভাইস
ಬಲ್ಬ್,বাল্ব
ಬಲ್ಬ್ ಮಾನ್ಯತೆ,বাল্ব এক্সপোজার
ಬಲ್ಬ್ ಕವರ್,বাল্ব কভার
ಬಲ್ಬ್ ಗಾಜು,বাল্ব গ্লাস
ಬಲ್ಬ್ ದಂತ,বাল্ব ডেন্টাল
ಬಲ್ಬ್ ಟ್ಯೂಬ್,বাল্ব টিউব
ಉಬ್ಬು ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ (ಲೂಪ್ ವ್ಯವಸ್ಥೆ),এমবসিং মেকানিজম (লুপ সিস্টেম)
"ಉಬ್ಬು ಪರೀಕ್ಷೆ, ಉಬ್ಬು ಪರೀಕ್ಷೆ","bulge test, bulge test"
ಹೊರಹೊಮ್ಮು,আবির্ভূত
"ಪರಿಮಾಣ, ಬೃಹತ್, ದ್ರವ್ಯರಾಶಿ, ದ್ರವ್ಯರಾಶಿ, ಕಾರ್ಯ","আয়তন, বাল্ক, ভর, ভর, ফাংশন"
ಪರಿಮಾಣ ಪ್ರತಿಕ್ರಿಯೆ,ভলিউম প্রতিক্রিয়া
ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ,জনসংখ্যার প্রভাব
ಸಾಮೂಹಿಕ ಪರಿಣಾಮ ಸಾಧನ,ভর প্রভাব ডিভাইস
ಪರಿಮಾಣ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,ভলিউম স্থিতিস্থাপকতা
ಜನಸಂಖ್ಯಾ ರೆಕಾರ್ಡರ್,জনসংখ্যা রেকর্ডার
ಬೃಹತ್ ಅಂಶ,বাল্ক ফ্যাক্টর
"ಬಲ್ಕ್ ಹೆಡ್, ಸೇಫ್ಟಿ ಡಿಸ್ಟ್ರಪ್ಟರ್","বাল্ক হেড, সেফটি ডিসরাপ্টার"
ಪರಿಮಾಣದ ಜೀವಿತಾವಧಿ,ভলিউম জীবনকাল
ಪರಿಮಾಣ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಗುಣಾಂಕ,ভলিউম স্থিতিস্থাপকতা সহগ
ಮ್ಯಾಕ್ರೋ ಲೈಟ್ ಡ್ರೈವರ್,ম্যাক্রো লাইট ড্রাইভার
ಜನಸಂಖ್ಯೆಯ ಆಸ್ತಿ,জনসংখ্যা সম্পত্তি
ಸಾಮೂಹಿಕ ಆಸ್ತಿ ಪ್ರತಿರೋಧ,ভর সম্পত্তি প্রতিরোধের
ಪರಿಮಾಣದ ವಿರೂಪ,ভলিউম বিকৃতি
ಪರಿಮಾಣ ಪ್ರವೃತ್ತಿ,ভলিউম প্রবণতা
ಗರಿಷ್ಠ ತಾಪಮಾನ,সর্বোচ্চ তাপমাত্রা
ಬುಲ್ ಹಾರ್ನ್,bullhorn
"ಉಬ್ಬು, ಉಬ್ಬು","bulge, bulge"
ಉಬ್ಬು ಸಂಪರ್ಕ,স্ফীতি যোগাযোগ
"ಗೊಂಚಲು, ಗೊಂಚಲು (ಎನ್.), ಕ್ಲಸ್ಟರ್ಡ್ (ವರ್.)","গুচ্ছ, গুচ্ছ (n.), to be clustered (ver.)"
ಕ್ಲಸ್ಟರ್ಡ್ ಎಲೆಕ್ಟ್ರಾನ್ ಕಿರಣ,ক্লাস্টার ইলেকট্রন মরীচি
ಗುಂಪನ್ನು,গুচ্ছ
ಬಂಚಿ ಕೋಟರ್,গুচ্ছ কোটার
ಕ್ಲಸ್ಟರ್ ಪ್ರದೇಶ,ক্লাস্টার এলাকা
ಕಿರಣದ ಗುಂಪು,মরীচি গ্রুপ
ಬನ್ ದೋಷ ಸಂಶ್ಲೇಷಣೆ,বান ত্রুটি সংশ্লেষণ
ಬನ್ಸೆನ್ ಕೋಶ,বুনসেন সেল
ಬುನ್ಸೆನ್ ಡಿಸ್ಚಾರ್ಜ್ ಉಪಕರಣ,বুনসেন ডিসচার্জ যন্ত্রপাতি
"ಬನ್ಸೆನ್‌ನ ಐಸ್ ಕ್ಯಾಲೋರಿಮೀಟರ್, ಬನ್‌ಸೆನ್‌ನ ಐಸ್ ಥರ್ಮಾಮೀಟರ್","বুনসেনের বরফ ক্যালোরিমিটার, বুনসেনের বরফ থার্মোমিটার"
