Malayalam,Punjabi
വരക്കാനുള്ള ബോർഡ്,ਡਰਾਇੰਗ ਬੋਰਡ
സന്ദര്ശകമുറി,ਡਰਾਇੰਗ ਰੂਮ
ഡ്രിഫ്റ്റ്,ਵਹਿਣਾ
ഉണങ്ങിയ ബൾബ് താപനില,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
ഡ്രൈ ഡോക്ക്,ਸੁੱਕੀ ਡੌਕ
ഉണങ്ങിയ റബ്ബർ കൊത്തുപണി,ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ
ഡച്ച് ബോണ്ട്,ਡੱਚ ਬਾਂਡ
കുള്ളൻ മതിൽ,ਬੌਣੀ ਕੰਧ
പാർപ്പിട യൂണിറ്റ്,ਨਿਵਾਸ ਯੂਨਿਟ
ഈവ്,ਈਵ
ഈവ്സ് ഗട്ടർ,ਈਵਸ ਗਟਰ
സാമ്പത്തിക സാധ്യത,ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ
എക്ടോഡൈനാമോർഫിക് മണ്ണ്,ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
എഡ്ഡി,ਐਡੀ
ഫലപ്രദമായ വലിപ്പം,ਪ੍ਰਭਾਵੀ ਆਕਾਰ
പുഷ്പം,ਪ੍ਰਫੁੱਲਤ
മലിനജലം,ਪ੍ਰਵਾਹ
ഉയരത്തിലുമുള്ള,ਉਚਾਈ
എലുവിയേഷൻ,ਐਲੂਵੀਏਸ਼ਨ
എലൂവിയം,ਐਲੂਵਿਅਮ
എൻഡോഡൈനാമോർഫിക് മണ്ണ്,ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
എഞ്ചിനീയറിംഗ് സാധ്യത,ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ
ഇംഗ്ലീഷ് ബോണ്ട്,ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ
ഇംഗ്ലീഷ് ഗാർഡൻ വാൾ ബോണ്ട്,ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ
"EPM (ഒരു ദശലക്ഷത്തിന് തുല്യം),&quot;","EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;"
തുല്യ ഭാരം,ਬਰਾਬਰ ਭਾਰ
ഉദാ,ਅਰਗ
കൈമാറ്റം ചെയ്യാവുന്നത്,ਵਟਾਂਦਰੇਯੋਗ
കൈമാറ്റം ചെയ്യാവുന്ന അസിഡിറ്റി,ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ
കൈമാറ്റം ചെയ്യാവുന്ന സോഡിയം ശതമാനം (ESP),ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP)
ഇ.എസ്.പി.,ਈ.ਐੱਸ.ਪੀ.
അസിഡിറ്റി കൈമാറ്റം ചെയ്യുക,ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ
എക്സ്ചേഞ്ച് കോംപ്ലക്സ്,ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ
എക്സോസ്റ്റ്,ਨਿਕਾਸ
തുറന്ന ഫിനിഷ്,ਪ੍ਰਗਟ ਮੁਕੰਮਲ
കണ്ണ്,ਆਈ
കണ് പുരികം,ਅੱਖ ਦਾ ਭਾਂਡਾ
അഭിമുഖീകരിക്കുന്നു,ਸਾਹਮਣਾ ਕਰਨਾ
ഫേസിംഗ് ബോണ്ട്,ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
സുരക്ഷാ ഘടകം,ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ
വീഴ്ച,ਗਿਰਾਵਟ
ഫേഷ്യ,ਫੇਸੀਆ
ഫേഷ്യൽ ബോർഡ്,ਫੇਸੀਆ ਬੋਰਡ
തെറ്റ്,ਨੁਕਸ
വയലിലെ ഈർപ്പം,ਖੇਤ ਦੀ ਨਮੀ
അന്തിമ ഈർപ്പം തുല്യമാണ്,ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ
ഫില്ലറ്റ് (മോർട്ടാർ),ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ)
ഫൈനൽ,ਫਾਈਨਲ
അന്തിമ അളവ്,ਅੰਤਮ ਮਾਪ
അന്തിമ പേയ്മെന്റ്q,ਅੰਤਿਮ ਭੁਗਤਾਨq
ഫൈനൽ പ്രീ-സ്ട്രെസ്,ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ
അവസാന പിരിമുറുക്കം,ਅੰਤਮ ਤਣਾਅ
സാമ്പത്തിക സാധ്യത,ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ
ഫൈൻ അഗ്രഗേറ്റ്,ਵਧੀਆ ਕੁੱਲ
പിളർന്ന പാറ,ਫਿਸਰਡ ਚੱਟਾਨ
പതാക കല്ല്,ਝੰਡਾ ਪੱਥਰ
ഫ്ലെമിഷ് ബോണ്ട്,ਫਲੇਮਿਸ਼ ਬਾਂਡ
മിന്നുന്നു,ਫਲੈਸ਼ਿੰਗ
മിന്നുന്ന പ്രവാഹം,ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ
പരന്ന മേൽക്കൂര,ਫਲੈਟ ਛੱਤ
ഫ്ലെഷെ,ਫਲੇਚੇ
ഫ്ലെമിഷ് ഗാർഡൻ വാൾ ബോണ്ട്,ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ
ഫ്ലിന്റ്,Flint
ഫ്ലിന്റ് മതിൽ,Flint ਕੰਧ
ഫ്ലോട്ടിംഗ് ഫ്ലോർ,ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ
ഫ്ലോക്കുലേഷൻ,ਫਲੋਕੂਲੇਸ਼ਨ
ഫ്ലോക്കുലേഷൻ പരിധി,ਫਲੋਕੂਲੇਸ਼ਨ ਸੀਮਾ
ഫ്ലോക്കുലേഷൻ അനുപാതം,ਫਲੋਕੂਲੇਸ਼ਨ ਅਨੁਪਾਤ
ഫ്ലോക്കുളുകൾ,ਫਲੋਕੂਲਸ
തറ,ਮੰਜ਼ਿਲ
ഫ്ലോർ സീൽ,ਮੰਜ਼ਿਲ ਸੀਲ
ഒഴുക്ക്,ਪ੍ਰਵਾਹ
ഏറ്റക്കുറച്ചിലുകൾ,ਉਤਰਾਅ-ਚੜ੍ਹਾਅ
കാൽനടയായി,ਫੁੱਟਿੰਗ
ഫൗണ്ടേഷൻ,ਬੁਨਿਆਦ
ഫ്രീ ഫാൾ ബാരോ ടോപ്പിംഗ് മിക്സർ,ਫਰੀ ਫਾਲ ਬੈਰੋ ਟਾਪਿੰਗ ਮਿਕਸਰ
ഫ്രീ ഫാൾ മിക്സർ (ഡ്രം തരം),ਫਰੀ ਫਾਲ ਮਿਕਸਰ (ਡਰੱਮ ਦੀ ਕਿਸਮ)
സ്വതന്ത്ര കല്ല്,ਮੁਫ਼ਤ ਪੱਥਰ
ഫ്രെഷെറ്റ്,ਫਰੈੱਸਟ
ഘർഷണ കൂമ്പാരം,ਰਗੜ ਢੇਰ
തവള,ਡੱਡੂ
ഗേബിൾ,ਗੇਬਲ
ഗബ്ലെറ്റ്,ਗੈਬਲੇਟ
ഗാംബ്രൽ മേൽക്കൂര,Gambrel ਛੱਤ
ഗേജ്,ਗੇਜ
അളക്കൽ വിഭാഗം,ਗੇਜਿੰਗ ਸੈਕਸ਼ਨ
ഗേജിംഗ് സ്റ്റേഷൻ,ਗੇਜਿੰਗ ਸਟੇਸ਼ਨ
പൊതുവായ ലൊക്കേഷൻ പ്ലാൻ,ਆਮ ਟਿਕਾਣਾ ਯੋਜਨਾ
പൊതു വെന്റിലേഷൻ,ਆਮ ਹਵਾਦਾਰੀ
ജി ചക്രവാളം അല്ലെങ്കിൽ ഗ്ലേ ചക്രവാളം,G ਹੋਰੀਜ਼ਨ ਜਾਂ ਗਲੇ ਹੋਰੀਜ਼ਨ
വരെ ഗ്ലേഷ്യൽ,ਤੱਕ ਗਲੇਸ਼ੀਅਲ
ഗ്നീസ്,ਗਨੀਸ
ഗുഡ്സ് യാർഡ്,ਮਾਲ ਵਿਹੜਾ
ഗ്രേഡിയന്റ് പ്രതിരോധം,ਗਰੇਡੀਐਂਟ ਪ੍ਰਤੀਰੋਧ
ഗ്രാനൈറ്റ്,ਗ੍ਰੇਨਾਈਟ
ഗ്രാനുലാർ ഘടന,ਦਾਣੇਦਾਰ ਬਣਤਰ
ഗ്രാനുലേഷൻ,ਗ੍ਰੇਨੂਲੇਸ਼ਨ
ഗ്രാനുൾ,ਗ੍ਰੈਨਿਊਲ
ഗുരുത്വാകർഷണ ജല രഹിത ജലം,ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਪਾਣੀ ਮੁਕਤ ਪਾਣੀ
ഗുരുത്വാകർഷണ മുറ്റം,ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਯਾਰਡ
വലിയ മണ്ണ് ഗ്രൂപ്പ്,ਮਹਾਨ ਮਿੱਟੀ ਸਮੂਹ
ഗ്രില്ലേജ് അടിസ്ഥാനം,ਗ੍ਰਿਲੇਜ ਬੁਨਿਆਦ
ഗ്രൗണ്ട് ഹാൻഡ് മോൾഡിംഗ്,ਜ਼ਮੀਨੀ ਹੱਥ ਮੋਲਡਿੰਗ
ഗ്രൂപ്പുചെയ്ത ഡോക്ക്,ਸਮੂਹਬੱਧ ਡੌਕ
ഗ്രൂപ്പ് ഭവനം,ਗਰੁੱਪ ਹਾਊਸਿੰਗ
അതിഥി മുറി,ਮਹਿਮਾਨ ਕਮਰਾ
ഗട്ടർ,ਗਟਰ
ഗട്ടർ വഹിക്കുന്നയാൾ,ਗਟਰ ਚੁੱਕਣ ਵਾਲਾ
ഗട്ടർ പരിശോധന,ਗਟਰ ਚੈੱਕ
ചുറ്റിക ഡ്രസ്സിംഗ്,ਹੈਮਰ ਡਰੈਸਿੰਗ
തുറമുഖം,ਬੰਦਰਗਾਹ
അഭയകേന്ദ്രം,ਪਨਾਹ ਦੀ ਬੰਦਰਗਾਹ
ഹാർഡ് പാൻ,ਹਾਰਡ ਪੈਨ
തലക്കെട്ട്,ਸਿਰਲੇਖ
തലക്കെട്ട് ബോണ്ട്,ਹੈਡਰ ਬਾਂਡ
ഹെഡ്ഡർ കോഴ്സ്,ਹੈਡਰ ਕੋਰਸ
ഹെഡ് ഗേറ്റ് ഘടന,ਮੁੱਖ ਗੇਟ ਬਣਤਰ
കനാലിന്റെ തലവൻ,ਨਹਿਰ ਦਾ ਮੁਖੀ
ഹെഡ് റെഗുലേറ്റർ,ਹੈੱਡ ਰੈਗੂਲੇਟਰ
മത്തി അസ്ഥിബന്ധം,ਹੈਰਿੰਗ ਹੱਡੀ ਬੰਧਨ
ഹൃദയം,ਦਿਲਦਾਰ
നനവിന്റെ ചൂട്,ਗਿੱਲਾ ਕਰਨ ਦੀ ਗਰਮੀ
ഉയർന്ന അലുമിന സിമന്റ്,ਉੱਚ ਐਲੂਮਿਨਾ ਸੀਮਿੰਟ
ഹിപ്,ਕਮਰ
ഹിപ് ക്യാപ്പിംഗ്,ਹਿੱਪ ਕੈਪਿੰਗ
ഇടുങ്ങിയ അറ്റം,ਛੁਪੇ ਸਿਰੇ
ഹുഡ്,ਹੁੱਡ
ഹുഡ് മോൾഡിംഗ്,ਹੁੱਡ ਮੋਲਡਿੰਗ
ഹുക്കിന്റെ നിയമം,ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ
വളയം ഇരുമ്പ്,ਹੂਪ ਲੋਹਾ
ചക്രവാളം,ਹੋਰੀਜ਼ਨ
ഹ്യുമിഡിഫിക്കേഷൻ,ਨਮੀ
"ഈർപ്പം, കേവല","ਨਮੀ, ਪੂਰਨ"
"ഈർപ്പം, ആപേക്ഷികം","ਨਮੀ, ਰਿਸ਼ਤੇਦਾਰ"
ഹമ്പ് യാർഡ്,ਹੰਪ ਵਿਹੜਾ
ഹൈഡ്രോളിക് മർദ്ദം,ਹਾਈਡ੍ਰੌਲਿਕ ਦਬਾਅ
ജലാംശം,ਹਾਈਡ੍ਰੇਸ਼ਨ
ജലവിശ്ലേഷണം,ਹਾਈਡ੍ਰੌਲਿਸਿਸ
ഹൈഡ്രോലൈറ്റിക് അസിഡിറ്റി,ਹਾਈਡਰੋਲਾਈਟਿਕ ਐਸਿਡਿਟੀ
ഹൈഡ്രോമോർഫിക് മണ്ണ്,ਹਾਈਡ੍ਰੋਮੋਰਫਿਕ ਮਿੱਟੀ
ഹൈഡ്രോഫിലിക് കൊളോയിഡ്,ਹਾਈਡ੍ਰੋਫਿਲਿਕ ਕੋਲਾਇਡ
ഹൈഡ്രോഫോബിക് കൊളോയിഡ്,ਹਾਈਡ੍ਰੋਫੋਬਿਕ ਕੋਲਾਇਡ
ഹൈഡ്രോസ്റ്റാറ്റിക് മർദ്ദം അനുപാതം,ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ ਅਨੁਪਾਤ
ഹൈഗ്രോസ്കാപ്റ്റിക് ഗുണകം,ਹਾਈਗਰੋਸਕੈਪਟਿਕ ਗੁਣਾਂਕ
ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം,ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ
ഹൈഡ്രോസ്കോപ്പിസിറ്റി,ਹਾਈਡ੍ਰੋਸਕੋਪੀਸੀਟੀ
ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം,ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ
ഹൈപ്പർബാറിക് ചേംബർ,ਹਾਈਪਰਬਰਿਕ ਚੈਂਬਰ
ഹൈപ്പർസ്റ്റാറ്റിക് ഫ്രെയിം,ਹਾਈਪਰਸਟੈਟਿਕ ਫਰੇਮ
ഹൈപ്സോമീറ്റർ,ਹਾਈਪਸੋਮੀਟਰ
പ്രകാശം,ਪ੍ਰਕਾਸ਼
ഇംബിബേഷൻ ഈർപ്പം,ਇਮਬਿਬੇਸ਼ਨ ਨਮੀ
പാകമാകാത്ത മണ്ണ്,ਅਸ਼ੁੱਧ ਮਿੱਟੀ
പിടിച്ചെടുത്ത ഡോക്ക്,ਜਬਤ ਡੌਕ
ഭൂമിയുടെ വരുമാനം വർദ്ധിപ്പിക്കുക,ਜ਼ਮੀਨੀ ਮਾਲੀਏ ਵਿੱਚ ਵਾਧਾ
സ്വതന്ത്ര സ്കാർഫോൾഡ്,ਸੁਤੰਤਰ ਪਾੜ
ഇൻഡുറേറ്റഡ്,ਇੰਡਿਊਰੇਟਿਡ
പ്രാരംഭ പ്രിസ്ട്രെസ്,ਸ਼ੁਰੂਆਤੀ ਪ੍ਰੀਸਟਰੈਸ
പ്രാരംഭ ടെൻഷൻ,ਸ਼ੁਰੂਆਤੀ ਤਣਾਅ
ഉൾനാടൻ ജലപാത തുറമുഖം,ਅੰਦਰੂਨੀ ਜਲ ਮਾਰਗ ਬੰਦਰਗਾਹ
ഇൻസുലേറ്റിംഗ് ബോർഡ്,ਇੰਸੂਲੇਟਿੰਗ ਬੋਰਡ
ഇന്റർമീഡിയറ്റ് പോർട്ട്,ਵਿਚਕਾਰਲਾ ਪੋਰਟ
ആന്തരിക ഘർഷണം,ਅੰਦਰੂਨੀ ਰਗੜ
ഇൻട്രാസോണൽ മണ്ണ്,ਇੰਟਰਾਜ਼ੋਨਲ ਮਿੱਟੀ
അയോൺ,ਆਇਨ
അയോൺ എക്സ്ചേഞ്ച്,ਆਇਨ ਐਕਸਚੇਂਜ
ഇരുമ്പ് പാൻ,ਲੋਹੇ ਦਾ ਪੈਨ
ജലസേചന ഭൂമി,ਸਿੰਜਾਈ ਵਾਲੀ ਜ਼ਮੀਨ
ജലസേചനം,ਸਿੰਚਾਈ
ജലസേചന സെസ്,ਸਿੰਚਾਈ ਸੈੱਸ
ജാംബ്,ਜਾਮ
ജോഗിൾ,ਜੌਗਲ
ജോഗിൾ പിൻ,ਜੌਗਲ ਪਿੰਨ
ജൂൾ,ਜੂਲ
ജമ്പർ,ਜੰਪਰ
കിലോഗ്രാം,ਕਿਲੋਗ੍ਰਾਮ
കിലോഗ്രാം ശക്തി,ਕਿਲੋਗ੍ਰਾਮ ਬਲ
കിലോഗ്രാം ഫോഴ്സ് മീറ്റർ,ਕਿਲੋਗ੍ਰਾਮ ਫੋਰਸ ਮੀਟਰ
കിലോവാട്ട് മണിക്കൂർ,ਕਿਲੋਵਾਟ ਘੰਟਾ
രാജാവ് അടച്ചുപൂട്ടൽ,ਰਾਜਾ ਬੰਦ
അടുക്കള,ਰਸੋਈ
ലേസ്ഡ് കോളം,ਲੇਸਡ ਕਾਲਮ
ലാഗിംഗ്,ਪਛੜ ਰਿਹਾ ਹੈ
ലാമെല്ല റൂട്ട്,ਲਮੇਲਾ ਜੜ੍ਹ
ലാമിനാർ ഒഴുക്ക്,ਲੈਮਿਨਰ ਵਹਾਅ
വിളക്ക് ദ്വാരം,ਲੈਂਪ ਮੋਰੀ
ഭൂമി ശേഖരിക്കൽ,ਜ਼ਮੀਨ ਦਾ ਵਾਧਾ
ലാൻഡ് സ്ലൈഡിംഗ്,ਲੈਂਡ ਸਲਾਈਡਿੰਗ
ലാറ്ററൈറ്റ്,ਲੈਟਰਾਈਟ
ലാറ്ററൈറ്റ് മണ്ണ്,ਲੈਟਰਾਈਟ ਮਿੱਟੀ
വലിയ സംഖ്യകളുടെ നിയമം,ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ
ലേഔട്ട് പ്ലാൻ,ਖਾਕਾ ਯੋਜਨਾ
ലെഡ്ജർ,ਲੇਜ਼ਰ
നാരങ്ങ പാൻ,ਚੂਨਾ ਪੈਨ
ലിന്റൽ,ਲਿੰਟਲ
ദ്രാവക പരിധി,ਤਰਲ ਸੀਮਾ
ലൈവ് ലോഡ്,ਲਾਈਵ ਲੋਡ
പശിമരാശി,ਲੋਮ
പ്രാദേശിക എക്‌സ്‌ഹോസ്റ്റ് വെന്റിലേഷൻ,ਸਥਾਨਕ ਨਿਕਾਸ ਹਵਾਦਾਰੀ
ലോക്കോ യാർഡ്,ਲੋਕੋ ਵਿਹੜਾ
ലോസ്,ਲੋਸ
കുറഞ്ഞ പ്ലാസ്റ്റിക് പരിധി,ਘੱਟ ਪਲਾਸਟਿਕ ਸੀਮਾ
കുറഞ്ഞ ചൂട് സിമന്റ്,ਘੱਟ ਗਰਮੀ ਸੀਮਿੰਟ
മെഷീൻ മോൾഡിംഗ്,ਮਸ਼ੀਨ ਮੋਲਡਿੰਗ
മാക്രോസ്ട്രക്ചർ,ਮੈਕਰੋਸਟ੍ਰਕਚਰ
പ്രധാന ഹെഡ് റെഗുലേറ്റർ,ਮੁੱਖ ਹੈੱਡ ਰੈਗੂਲੇਟਰ
പ്രധാന തുറമുഖം,ਮੁੱਖ ਪੋਰਟ
മേക്കപ്പ് എയർ,ਮੇਕਅਪ ਏਅਰ
മാൻസാർഡ്,ਮਾਨਸਾਰਡ
മാർഷലിംഗ് യാർഡ്,ਮਾਰਸ਼ਲਿੰਗ ਯਾਰਡ
കൊത്തുപണി,ਚਿਣਾਈ
പക്വത താപനില,ਪਰਿਪੱਕ ਤਾਪਮਾਨ
മെസാനൈൻ തറ,ਮੇਜ਼ਾਨਾਈਨ ਮੰਜ਼ਿਲ
മെക്കാനിക്കൽ വിശകലനം,ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ
മെക്കാനിക്കൽ വെന്റിലേഷൻ,ਮਕੈਨੀਕਲ ਹਵਾਦਾਰੀ
മെട്രിക് സിസ്റ്റം,ਮੈਟ੍ਰਿਕ ਸਿਸਟਮ
മൈക്രോസ്ട്രക്ചർ,ਮਾਈਕਰੋਸਟ੍ਰਕਚਰ
മില്ലി തുല്യം,ਮਿਲਿ ਬਰਾਬਰ
ഒരു ലിറ്ററിന് തുല്യമായ മില്ലി,ਮਿਲੀ ਬਰਾਬਰ ਪ੍ਰਤੀ ਲੀਟਰ
ധാതു,ਖਣਿਜ
ധാതു മണ്ണ്,ਖਣਿਜ ਮਿੱਟੀ
ചെറിയ തുറമുഖം,ਮਾਮੂਲੀ ਪੋਰਟ
മിട്രഡ് ക്ലോഷർ,Mitred ਬੰਦ
മൊബൈൽ മണ്ണ് കൊളോയിഡ്,ਮੋਬਾਈਲ ਮਿੱਟੀ ਕੋਲਾਇਡ
ഈർപ്പത്തിന്റെ ഉള്ളടക്കം,ਨਮੀ ਸਮੱਗਰੀ
ഈർപ്പം ഗ്രേഡിയന്റ്,ਨਮੀ ਗਰੇਡੀਐਂਟ
മോണോലിത്ത്,ਮੋਨੋਲਿਥ
മോണോറെയിൽ,ਮੋਨੋਰੇਲ
നാഷണൽ ഹാർബർ കൗൺസിൽ,ਨੈਸ਼ਨਲ ਹਾਰਬਰ ਕੌਂਸਲ
സ്വാഭാവിക കിടക്ക,ਕੁਦਰਤੀ ਬਿਸਤਰਾ
സ്വാഭാവിക ഫിനിഷ്,ਕੁਦਰਤੀ ਮੁਕੰਮਲ
സ്വാഭാവിക തുറമുഖം,ਕੁਦਰਤੀ ਬੰਦਰਗਾਹ
സ്വാഭാവിക വെന്റിലേഷൻ,ਕੁਦਰਤੀ ਹਵਾਦਾਰੀ
നാവിക തുറമുഖം,ਨੇਵਲ ਬੰਦਰਗਾਹ
ന്യൂട്ടൺ,ਨਿਊਟਨ
ഏകീകൃതമല്ലാത്ത ഒഴുക്ക്,ਗੈਰ ਇਕਸਾਰ ਵਹਾਅ
ജലനിരക്ക് ഉൾക്കൊള്ളുന്നു,ਪਾਣੀ ਦੀ ਦਰ &#39;ਤੇ ਕਬਜ਼ਾ ਕਰਦਾ ਹੈ
ഓയിൽ പെയിന്റ്,ਤੇਲ ਰੰਗਤ
എണ്ണ കിണർ സിമന്റ്,ਤੇਲ ਖੂਹ ਸੀਮਿੰਟ
ചാനൽ ഫ്ലോ തുറക്കുക,ਚੈਨਲ ਦਾ ਪ੍ਰਵਾਹ ਖੋਲ੍ਹੋ
ഒപ്റ്റിമൽ ഈർപ്പം,ਸਰਵੋਤਮ ਨਮੀ
ജൈവ മണ്ണ്,ਜੈਵਿਕ ਮਿੱਟੀ
ഓറിയന്റേഷൻ,ਸਥਿਤੀ
ഓർത്തോഗണൽ,ਆਰਥੋਗੋਨਲ
ഒർട്ട്സ്റ്റീൻ,ਓਰਟਸਟਾਈਨ
ബാഹ്യ സിഗ്നൽ,ਬਾਹਰੀ ਸੰਕੇਤ
ഓക്സിഡേഷൻ,ਆਕਸੀਕਰਨ
കലവറ,ਪੈਂਟਰੀ
പാരപെറ്റ്,ਪੈਰਾਪੇਟ
പാരപെറ്റ് മതിൽ,ਪੈਰਾਪੇਟ ਕੰਧ
പാരന്റ് മെറ്റീരിയൽ,ਮਾਪੇ ਸਮੱਗਰੀ
പെബിൾ കാസ്റ്റ് പ്ലാസ്റ്റർ,ਪੇਬਲ ਕਾਸਟ ਪਲਾਸਟਰ
പെഡൽഫർ,ਪੈਡਲਫਰ
പെഡോക്കൽ,ਪੈਡੋਕਲ
പെഡോജെനിസിസ്,ਪੀਡੋਜਨੇਸਿਸ
പെഡോളജി,ਪੈਡੌਲੋਜੀ
പെഡോസ്ഫിയർ,ਪੀਡੋਸਫੀਅਰ
പെനെട്രോമീറ്റർ,ਪੈਨੇਟ੍ਰੋਮੀਟਰ
പെന്റ് മേൽക്കൂര,ਪੈਂਟ ਛੱਤ
പെപ്റ്റിസിംഗ് ഏജന്റ്,ਪੈਪਟਾਈਜ਼ਿੰਗ ਏਜੰਟ
വിശകലന കാലയളവ്,ਵਿਸ਼ਲੇਸ਼ਣ ਦੀ ਮਿਆਦ
പെർപെൻഡ്,ਪਰਪੇਂਡ
പെർസോർപ്ഷൻ,ਸ਼ੋਸ਼ਣ
പിയർ,ਪੀਅਰ
പിലാസ്റ്റർ,ਪਿਲਾਸਟਰ
പിച്ച്,ਪਿੱਚ
പിച്ചിട്ട മേൽക്കൂര,ਟੋਏ ਵਾਲੀ ਛੱਤ
പ്ലെയിൻ കോൺക്രീറ്റ്,ਸਾਦਾ ਕੰਕਰੀਟ
തലം ആംഗിൾ,ਪਲੇਨ ਕੋਣ
സമതല മുറ്റം,ਸਾਦਾ ਵਿਹੜਾ
പ്ലാൻസോൾ,ਪਲੈਨਸੋਲ
പ്ലാസ്റ്റിക് സ്ഥിരത,ਪਲਾਸਟਿਕ ਇਕਸਾਰਤਾ
പ്ലാസ്റ്റിറ്റി,ਪਲਾਸਟਿਕਤਾ
പ്ലാസ്റ്റിറ്റി സൂചിക,ਪਲਾਸਟਿਕਤਾ ਸੂਚਕਾਂਕ
പ്ലാസ്റ്റിറ്റി പരിധി,ਪਲਾਸਟਿਕ ਸੀਮਾ
പ്ലാസ്റ്റിറ്റി ശ്രേണി,ਪਲਾਸਟਿਕ ਸੀਮਾ
പ്ലാറ്റി ഘടന,ਪਲੇਟੀ ਬਣਤਰ
സ്തംഭം,ਪਲਿੰਥ
ഉഴുതുമണ്ണ്,ਹਲ ਮਿੱਟੀ
പ്ലം കല്ല്,Plum ਪੱਥਰ
പോഡ്സോൾ,ਪੋਡਜ਼ੋਲ
ചൂണ്ടിക്കാണിക്കുന്നു,ਇਸ਼ਾਰਾ
ബഹുഭുജ മതിൽ,ਬਹੁਭੁਜ ਕੰਧ
പോർ സ്പേസ്,ਪੋਰ ਸਪੇਸ
തുറമുഖം,ਪੋਰਟ
പോസിറ്റീവ് വെന്റിലേഷൻ,ਸਕਾਰਾਤਮਕ ਹਵਾਦਾਰੀ
പുൽമേടുള്ള മണ്ണ്,ਪ੍ਰੈਰੀ ਮਿੱਟੀ
കൃത്യത,ਸ਼ੁੱਧਤਾ
പ്രാഥമിക കണിക,ਪ੍ਰਾਇਮਰੀ ਕਣ
പ്രിസ്മാറ്റിക് ഘടന,ਪ੍ਰਿਜ਼ਮੈਟਿਕ ਬਣਤਰ
ഉൽപ്പാദനപരമായ ജോലി,ਲਾਭਕਾਰੀ ਕੰਮ
പദ്ധതിയുടെ ന്യായീകരണം,ਪ੍ਰੋਜੈਕਟ ਜਾਇਜ਼ਤਾ
സംരക്ഷണ പ്രവർത്തനം,ਸੁਰੱਖਿਆ ਦਾ ਕੰਮ
കപട-മൈസീലിയം,ਸੂਡੋ-ਮਾਈਸੀਲੀਅਮ
പുഡിൽ,ਛੱਪੜ
പഗ്ഗിംഗ്,ਪੁੱਗਿੰਗ
പ്യൂമിസ്,ਪਿਊਮਿਸ
പഞ്ച്യോൺ,ਪੰਚ
പാവ,ਕਠਪੁਤਲੀ
പുട്ട്ലോഗ്,ਪੁਟਲੌਗ
പുട്ട്ലോഗ് സ്കാർഫോൾഡ്,ਪੁਟਲੌਗ ਸਕੈਫੋਲਡ
അളവ് തൂക്ക നിരീക്ഷകൻ,ਮਾਤਰਾ ਸਰਵੇਖਣ
ക്വാറി സ്രവം,ਖੱਡ ਦਾ ਰਸ
കടവ,ਕਵੇ
രാജ്ഞി അടച്ചുപൂട്ടൽ,ਰਾਣੀ ਬੰਦ
ക്വോയിൻ,ਕੋਇਨ
റാഫ്റ്റ് അടിത്തറ,ਬੇੜਾ ਬੁਨਿਆਦ
റാക്കർ,ਰੇਕਰ
റാക്കിംഗ്,ਰੈਕਿੰਗ
റാക്കിംഗ് ബോണ്ട്,ਰੈਕਿੰਗ ਬਾਂਡ
റാക്കിംഗ് ഫ്ലാഷിംഗ്,ਰੈਕਿੰਗ ਫਲੈਸ਼ਿੰਗ
