Bengali,Hindi
1.ধুলো 2.বুকনি,1.धूल 2. बुकनी
1. ডাস্টার 2. বিক্ষিপ্তকারী,1.धूलित्र 2. प्रकीर्णक
ছিটানো,बुरकना
1. বামন 2. বামন,1. बौना 2. वामन
বামন পিরামিড,वामन पिरामिड
ভামিনী ভবন,वामिनीभवन
বাস্তুশাস্ত্র,पारिस्थितिकी
অর্থনীতি,अर्थमिति
অর্থনৈতিক দক্ষতা,आर्थिक दक्षता
পরিস্থিতিগত প্রকার,परिस्थितिक प्ररूप
অতিরিক্ত স্তরিত,बहिःस्तरपोषित
নরম,मृदीय
মৃত্তিকা বিজ্ঞান,मृदा विज्ञान
1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার,1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी
খাদ্য অংশ,खाद्य अंश
চাহিদার স্থিতিস্থাপকতা,मांग की लोच
উত্পাদন স্থিতিস্থাপকতা,उत्पादन लोच
তড়িৎ বিশ্লেষণ,विद्युत्-अपघटन
ইলেক্ট্রোফোরেসিস,वैद्युतकण-संचलन
বাষ্পীভবন,अवक्षालन
1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত,1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार
1. উইয়ার বান্দি 2. স্ট্রবান্ডি,1.मेड़ बंदी 2. डौलबंदी
ভ্রূণ,भ्रूण
1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা,1. भ्रूणविज्ञान 2. भौणिकी
1. প্রস্থান 2. প্রস্থান,1. निकलना 2. निर्गमन
ইমালসিফায়ার,पायसीकारक
অন্তঃসত্ত্বা,अंतर्जात
আন্তঃবিন্দু বিভাগ,अंतः सूत्री विभाजन
অন্তঃপরজীবী,अंतः परजीवी
এন্ডোস্পার্ম,भ्रूणपोष
এন্টারপ্রাইজ,उद्यम
কীটতত্ত্ব,कीटविज्ञान
পরিবেশ,पर्यावरण
1. এনজাইম 2. এনজাইম,1. प्रकिण्व 2. एन्जाइम
ক্লাস্টার গ্রাফটিং,दलपुंज कलमबंदी
1. এপিফাইট 2. এপিফাইট,1. अधिपादप 2. एपिफाइट
ইক্যুইটি,समानधारिता
নির্মূল,उन्मूलन
অত্যাবশ্যক পুষ্টি,आवश्यक पोषक तत्व
1. পরিমাপ 2. জাম্প 3. মূল্যায়ন,1. परिमापन 2. कूतना 3. आकलन
সূক্ষ্মতা,पांडुरता
সুজনিক,सुजननिक
মূল্যায়ন,मूल्यांकन
বাষ্প গেজ,वाष्पनमापी
বাষ্পীভবন,वाष्पन-वाष्पोत्सर्जन
চিরন্তন বিপ্লব,सदाहरित क्रांति
1. চিরসবুজ 2. চিরসবুজ,1. सदाहरित 2. सदापर्णी
উন্নয়ন,विकास
বিছিন্ন করা,उच्छेद करना
পরিক্ষয় (উর্বরতা),परिक्षय (उर्वरता)
শোষণ,शोषण
1. অন্বেষণ 2. অন্বেষণ,1. खोज 2. अन्वेषण
1. এক্সট্রুশন 2. নির্গমন,1. बहिर्वेधन 2. उत्सारण
আই,आंख
1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স,1. कारक 2. घटक 3. उपादान 4. साधन
ফ্যাক্টর উত্পাদনশীলতা,कारक उत्पादकता
ব্যবসায়ীদের ডিসকাউন্ট,आढ़तिये का बट्टा
ফ্যাক্টরিয়াল ব্লক ডিজাইন,क्रमगुणित ब्लॉक डिजाइन
বিকল্প,विकल्पी
1. পট্টি 2. পালিহার,1. पड़ती 2. पलिहर
স্থূল,कुल
ক্ষেত্রের মূল্যায়ন,प्रक्षेत्र मूल्यांकन
খামার বাজেট,प्रक्षेत्र का बजट बनाना
কৃষি ব্যবসা,कृषि व्यवसाय
ক্ষেত্রের পরিকল্পনা,प्रक्षेत्र नियोजन
1. কৃষক 2. কৃষক,1. किसान 2. कृषक
1. কৃষি 2. কৃষিকাজ,1. कृषि 2. खेती
সংঘর্ষ,संघट्टन
একাধিক প্রজনন,बहुप्रजनन
গাঁজন,किण्वन
উর্বরতা,उर्वरता
সার,उर्वरक
সার ব্যবহারের দক্ষতা,उर्वरक उपयोग दक्षता
তন্তুযুক্ত,रेशेदार
1. খামার 2. এলাকা 3. অবস্থান,1. खेत 2. क्षेत्र 3. स्थान
মাটির জল ধরে রাখা,मृदा जलधारिता
ক্ষেত্র প্রদর্শন,प्रक्षेत्र प्रदर्शन
1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন,1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण
1. প্লাবন 2. গর্ভধারণ,1. आप्लावन 2. अधिसिंचन
প্রবাহ চিত্র,प्रवाह आरेख
খাদ্য মূল্য,खाद्य मान
পশুখাদ্য,चारा
পূর্বাভাস,पूर्वानुमान
বন। জংগল,वन
বনায়ন,वनरोपण
1. তাদপার্ন 2. ফর্ম,1. ताड़पर्ण 2. प्रपर्ण
হিম প্রতিরোধী,तुषार रोधी
1. পাল 2. ব্লাইট,1.पाला 2. तुषार
1. হিমায়িত 2. হিমায়িত,1. हिमशीतित 2. हिमीकृत
ফাংশন,फलन
1. ফল পতন 2. ফল পতন,1. फल पातन 2. फल का झड़ना
ফল হত্তয়া,फल बनना
1. ফিউমিগেশন 2. ফিউমিগেশন,1. धूमन 2. धूम देना
ছত্রাকনাশক,कवकनाशी
অ্যান্টিফাঙ্গাল,कवकरोधी
ছত্রাক,कवक
1. খুদ 2. সীতা,1. खूड़ 2. सीता
1. ফিউশন 2. ফিউশন,1. संलयन 2. संगलन
সুতি পশম,रूआं
লোমশ,रोएंदार
1. গাছের আলসার 2. পিটিকা,1. वृक्ष व्रण 2. पिटिका
1. গ্যামেট 2. গেমেট,1. युग्मक 2. गैमीट
1. বাগান 2. বাগান,1. उद्यान 2. बाग
1. পানসাল 2. হাইড্রোমিটার,1. पनसाल 2. जलमापी
জিন সংগ্রহ,जीन संग्रह
জিন ট্যাগন,जीन टैगन
বংশতালিকা,वंशावली विज्ञान
জিন মানচিত্র,जीन मानचित्र
জেনেটিক্স,आनुवंशिकी
1. জিনোম 2. সংগেন,1. जीनोम 2. संजीन
সঞ্জিনী কালেকশন,संजीनी संग्रह
জিনোমিক্স,जीनोमिक्स
জিনোটাইপ,जीनप्ररूपी
1. জিনের গঠন 2. জিনের ধরন,1. जीनी संरचना 2. जीन प्ररूप
লিনেজ,वंश
1. বংশ 2. বংশ,1. जीनस 2. वंश
1. জীবাণু 2. জীবাণু,1. रोगाणु 2. जर्म
জীবাণু নাশক,रोगाणुनाशी
অঙ্কুরোদগম,अंकुरण
1. জার্মপ্লাজম 2. জার্মপ্লাজম,1. जननद्रव्य 2. जर्मप्लाज्म
জিবেরেলিক অ্যাসিড,जिबरेलिक अम्ल
কুড়ানো,ओटना
টুশ,तुष
1. গ্লুটেন 2. পেটুক,1. लसदार 2. ग्लूटिनी
গ্লাইকোলাইসিস,ग्लाइकोलिसिस
চমৎকার,नाइस
সোনালী বিপ্লব,स्वर्णिम क्रांति
1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস,1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण
1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ,1. कलमबंद पादप 2. कलमी पौधा
কলম অসামঞ্জস্যপূর্ণ,कलम असंगत
গ্রানা,ग्रैना
দানাদার,कणिकायन
সবুজ সার,हरी खाद
সবুজ বিপ্লব,हरित क्रांति
বৃদ্ধি এবং উন্নয়ন,वृद्धि और परिवर्धन
1. মাড়ির রোগ,1. गोंद रोग 2. गोंदार्ति
বিষমকামী,भिन्नस्थ - उभयस्त्रीलिंगी
1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা,1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप
1. ওলা 2. কারকাপাত 3. কারকা,1. ओला 2. करकापात 3. करका
রোমিলওয়াচ,रोमिलवैच
লবণাক্ত সিস্ট,लवणमृदोद्भिद्
হ্যারো,हैरो
1. ফসল কাটার সূচক 2. ফসল কাটার সূচক,1. तुड़ाई सूचकांक 2. कटाई सूचकांक
1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন,1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज
1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং,1. तोड़ना 2. कटाई 3. तुड़ाई
1. ডিম পাড়া 2. ডিম ফোর্স,1. अंडे से निकलना 2. अंडा सेना
শুষ্ক ঘাস,सूखी घास
শুকনো ফিড,सूखा चारा
গেঞ্জি,गंजी
কুয়াশা,धुंध
ঝাপসা,धुंधता
1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা,1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा
খাঁজ শেষ,सिरा (नाली का)
শীর্ষ ছাঁটাই,शीर्ष छंटाई
বেড়া,बाड़
হেফাজত,अधिरक्षण
কুন্ডলিনী,कुंडलिनी
হেমাটাইট,हेमैटाइट
1. ভেষজ 2. ভেষজ,1. शाक 2. बूटी
1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম,1.वनस्पति संग्रह 2. वनस्पति संग्रहालय
হার্বিসাইড,शाकनाशी
বংশগতি,आनुवंशिकता
বংশগতি,वंशागतित्व
উভকামী,उभयलिंगी
heterochromatic,विषमवर्णी
heterofertilization,विषम-निषेचन
1. হাইব্রিডোজ 2. হেটেরোসিস,1. संकरओज 2. हेटेरोसिस
সেক্সক্রোমোজোম,लिंगक्रोमोसोम
লালনপালন,परपोषित
হেক্সাডেসিমেল,षड्गुणित
ঠান্ডা সুপ্ততা,शीत निष्क्रियता
উচ্চ ঘনত্ব রোপণ,उच्च सघनता रोपण
1. পিন্ডলক 2. পাহাড় (ধান),1. पिंडलक 2. हिल (धान)
হিস্টোগ্রাম,आयतचित्र
উচ্চ প্রযুক্তির উদ্যানপালন,उच्च तकनीकी औद्यानिकी
1. দই 2. মৌচাক,1.करंड 2. छत्ता
1. আগাছা 2. আগাছা,1.गुड़ाई 2. गोड़ना
ধারণ,जोत
ব্যক্তিগত খামার,निजी फार्म
হোমিওস্টেসিস,समस्थिति
স্বদেশ,वासभूमि
একজাতীয়তা,समांगता
1. সমজাতীয় 2. সমজাতীয়,1.सजातीय 2. समांगी
সহানুভূতিশীল,समधर्मी
সমজাতীয়,समयुग्मज
1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার,1.खुरलिका 2. खाद्यधानी 3. हापर
1. স্তর 2. দিগন্ত,1.संस्तर 2. क्षितिज
উদ্যান ফসল,औद्यानिक फसलें
1. হর্টিকালচার 2. হর্টিকালচার 3. হর্টিকালচার 4. হর্টিকালচার,1. उद्यान विज्ञान 2. बागवानी 3. उद्यान कृषि 4.औदयानिकी
