Kannada,Marathi
ದೆವ್ವದ ಮೀನು,सैतान मासे
ವಿನಾಶದ ಅವಧಿ,डेव्होनियन कालावधी
ಡಿವ್ರೀಸ್ ಸಿದ್ಧಾಂತ,डी-व्हरीज सिद्धांत
ದೀನ್‌ಕಾರ್ಟಿಕೊಸ್ಟೆರಾನ್,डी-फॉक्सीकोर्टिकोस्टेरॉन
ಹಿಂಸಾತ್ಮಕ,डायहायब्रिड
ಜಗಳ,डायनुक्लियोटाइड
ಡಯಾಬಿಟಿಸ್ ಇನ್ಸಿಪಿಡಸ್,मधुमेह इन्सिपिडस
ಮಧುಮೇಹ,मधुमेह
ಡಯಾಸೆಲ್‌ಮಾರ್ಫರ್,डायसेटिलमॉर्फिन
ರೋಗನರಣೆ,निदान
ರೋಗನಿರ್ಣಯ ಮತ್ತು ಚಿಕಿತ್ಸಕ,डायग्नोस्टिक आणि थेरपीटिक्स
ರೋಗನಿರ್ಣಯದ ಚಿತ್ರಣ,निदान प्रतिमा
ರೋಗನಿರ್ಣಯದ ಕಿಟ್,डायग्नोस्टिक किट
ವೇಷಭೂಷಣ,डायकिनेसिस
ದ್ರವ,डायलिसिंग फ्लुइड
ವೇಷ,डायलिसिस
ಡಿಯಾಂಡ್ರಿಯಾ,डायंड्रिया
ಎಂಡ್ರೇ,डायंड्रस
ಕಂದಕ,डायपॉज
ಅತಿಸಾರ,अतिसार
ಡಯಾಸ್ಟೊಲಿಕ್ ಒತ್ತಡ,डायस्टोलिक प्रेशर
ಡಯಾಟಮ್,डायटॉम
ಡಯಾಟೆಯೇಸಿಯಸ್ ಭೂಮಿ,Diatomaceous पृथ्वी
ಡೈಆಕ್ಸಿಲ್ಗ್ಲಿಸೆರಾಲ್ (ಡಿಜಿ),डायऑक्सिलग्लिसेरॉल (डीजी)
ಡಿಬಾಸಿಕ್ ಫಾಸ್ಫೇಟ್,डायबॅसिक फॉस्फेट
ಪಾಕಶಯಾದ,Dichanthium
ಡಿಕ್ಲೋರೊ ಡಿಫೆನಿಲ್ ಟ್ರೈಕ್ಲೋರೊಥೇನ್ (ಡಿಡಿಟಿ),डायक्लोरो डिफेनिल ट्रायक्लोरोएथेन (डीडीटी)
ದ್ವಂದ್ವ,डिकोटॉमस
ಡಿಕಾಂಡಿಲಿಕ್ ತಲೆಬುರುಡೆ,डिकॉन्डिलिक कवटी
ಡಿಕೋಟೈಲೆಡಾನ್,डिकोटिल्डन
ಡಿಕ್ಟಿಯೋಸೋಮ್,डिक्टिओसोम
ಡಿಕ್ಟಿಯೊಟ,डिक्टिओटा
ಡೈನ್ಸ್ಫಾಲ,डायनेफॅलॉन
ಆಹಾರ,आहार
ಭೇದಾತ್ಮಕ ಕೊಡುಗೆ,विभेदक योगदान
ಡಿಫರೆನ್ಷಿಯಲ್ ಹಸ್ತಕ್ಷೇಪ ಕಾಂಟ್ರಾಸ್ಟ್ ಮೈಕ್ರೋಸ್ಕೋಪ್,भिन्न हस्तक्षेप कॉन्ट्रास्ट मायक्रोस्कोप
ಭೇದ -ಸಂತಾನೋತ್ಪತ್ತಿ,विभेदक पुनरुत्पादन
ವಿಭಿನ್ನ ಜೀವಕೋಶ,विभेदित सेल
ಭಿನ್ನತೆ,भेदभाव
ವಿವರ್ಟ್ಡ್ ತರಂಗ,विखुरलेली लाट
ಪ್ರಸಾರ,डिफ्यूज
ಹರಡುವ ಸಾಮರ್ಥ್ಯ,भिन्न क्षमता
ಜೀರ್ಣುವುದು,पचन
ಜೀರ್ಣಕಾರಿ ರಸ,पाचक रस
ಜೀರ್ಣಾಂಗ ವ್ಯವಸ್ಥೆ,पचन संस्था
ಜೀರ್ಣಾಂಗವ್ಯೂಹ,पाचक मार्ग
ಅಂಕ,अंक
ಡಿಜಿಟಲ್ ವ್ಯವಕಲನ ಆಂಜಿಯೋಗ್ರಫಿ,डिजिटल वजाबाकी एंजियोग्राफी
ಪ್ರತಿಷ್ಠೆಯಂತೆ,डिजिटल
ಡಿಜಿಟಿಫಾರ್ಮ್ ಗ್ರಂಥಿ,डिजिटिफॉर्म ग्रंथी
ಡಿಕೆರಿಯಾನ್,डिकेरियन
ಡಿಕೆರಿಯೋಫೇಸ್,डिकेरिओफेस
ಮಧುರ,डायमर
ಪ್ರಾಬಲ್ಯದ ಮಾರಕ ಆಲೀಲ್,प्रबळ प्राणघातक le लेल
ದ್ವಿವರ್ಗಣ,डिमॉर्फिझम
ಇಳಿಜಾರು,डायनिट्रोजन
ರಾತ್ರಿಯ ದಿನ,Dinoflagelate
ದೈವಭಕ್ತ,डायओसियस
ಡಯೋಸ್ಪೈರೋಸ್ ಮೆಲನಾಕ್ಸಿಲಾನ್,डायोस्पायरोस मेलानोक्सिलॉन
ಪಾಯಿಜಾಲ,डिप्प्टाइड
ದೀಪದೋಂಟ್,डायफोडोंट
ದಾಯವಾಷ್ಠಿಕ,डिप्लोबॅसिलस
ರಾಯಭಾರಿಗಳ,डिप्लोब्लास्टिक
ಡಿಪ್ಲೊಕೊಕಸ್ ನ್ಯುಮೋನಿಯಾ,डिप्लोकोकस न्यूमोनिया
ಡಿಪ್ಜೋಟಿ,डिप्लोइड स्टेज
ರಾಜಗೀತೆ,डिप्लोमा
ರಾಸಾಯನಿಕ,डिप्लोंटिक
ರಾಯಭಾರ,डिप्लोसोम
ದಾಯ್ಯಿತ,डिप्लोस्टोम
ರಾಜತಕಾಯ,डिप्लोटिन स्टेज
ದೀಕ್ಷಿ,दिप्तेरा
ದೀಕ್ಷಿ,दिपेरान
ಡಿಪ್ಟೆರೊಕಾರ್ಪಸ್ ಹೋಪಿಯ,डिपेरोकार्पस होपिया
ಹೊರನೋಟ,डिप्थेरिया
ದಿಕ್ಕಿನ ಆಯ್ಕೆ,दिशात्मक निवड
ಡೈಸ್ಯಾಮರೈಡ್ ಹೈಲುರಾನಿಕ್ ಆಮ್ಲ,डिस्केराइड हायल्यूरॉनिक acid सिड
ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು,डिस्केराइड
ಗತಿ,डिस्क
ಡಿಸ್ಕ್,डिस्क फ्लोरेट
ಪರಾಗವನ್ನು ಹೊರಹಾಕುವುದು,परागकण डिस्चार्ज
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,विवादास्पद भिन्नता
ಪ್ರತ್ಯೇಕ ರೂಪಾಂತರ,भिन्न उत्परिवर्तन
ರೋಗ,आजार
ಅಸಂಗತ ಪ್ರಕ್ರಿಯೆ,विघटन प्रक्रिया
ಸೋಂಕುಗಳೆತ,जंतुनाशक
ಸೋಂಕುರಹಿತ,निर्जंतुकीकरण
ಮೂಳೆಯ ಅಸ್ವಸ್ಥತೆಗಳು,हाडांचे विकार
ಪ್ರಸಾರ,प्रसार
ದೂರದ,दूरस्थ
ದೂರ ಸುರುಳಿಯಾಗಿ,डिस्टल कॉन्व्होल्यूटेड
ಡಿಸ್ಟಲ್ ನೆಫ್ರಾನ್,डिस्टल नेफ्रॉन
ದೂರದೃಷ್ಟಿ,डिस्टल फॅलेन्क्स
ದೂರದ ವರ್ಣದ್ರವ್ಯ,दूरस्थ रंगद्रव्य
ದೈವಿಕ,दैनंदिन
ದಿವಲನ ಕ್ಯಾಷನ್,डिव्हॅलेंट केशन
ಕೆಳಮಟ್ಟದ,Divalent
ಬೇರೆಡು,डायव्हरज
ಅಡ್ಡಲಾಗಿರುವುದು,विचलन
ವೈವಿಧ್ಯ,विविधता
ಕಾರ್ಮಿಕರ ವಿಭಾಗ,कामगार विभाग
ವಿಭಾಗ,विभागणी
ವಿಭಾಗ,विभागणी
ಡಿಎನ್‌ಎ ಅವಲಂಬಿತ ಆರ್‌ಎನ್‌ಎ ಪಾಲಿಮರೇಸ್,डीएनए अवलंबून आरएनए पॉलिमरेज
ಡಿಎನ್‌ಎ ಬ್ಲಾಟಿಂಗ್,डीएनए ब्लॉटिंग
ಡಿಎನ್‌ಎ ಸೀಳು,डीएनए क्लीवेज
ಡಿಎನ್‌ಎ ಕ್ಲೋಯಿನಿಂಗ್,डीएनए क्लोइंग
ಡಿಎನ್‌ಎ ಚಾಲಿತ ಹೈಬ್ರಿಡೈಸೇಶನ್,डीएनए चालित संकरित
ಡಿಎನ್‌ಎ ಬೆರಳಚ್ಚು,डीएनए फिंगरप्रिंटिंग
ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,डीएनए लायब्ररी
ಡಿಎನ್‌ಎ ಕರಗುವಿಕೆ,डीएनए वितळणे
ಡಿಎನ್‌ಎ ಮೆತಿಲೀಕರಣ,डीएनए मेथिलेशन
ಡಿಎನ್‌ಎ ಪಾಲಿಮರ,डीएनए पॉलिमरेज
ಡಿಎನ್‌ಎ ತನಿಖೆ,डीएनए तपासणी
ಡಿಎನ್‌ಎ ದುರಸ್ತಿ,डीएनए दुरुस्ती
ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ,डीएनए प्रतिकृती
ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ,डीएनए प्रतिकृती
ಡಿಎನ್‌ಎ ಅನುಕ್ರಮ,डीएनए अनुक्रम
ಡಿಎನ್‌ಎ ಸ್ಪ್ಲೈಸಿಂಗ್,डीएनए स्प्लिंग
ಡಿಎನ್‌ಎ ಸೂಪರ್ ಕಾಯಿಲಿಂಗ್,डीएनए सुपर कॉइलिंग
ಡಿಎನ್‌ಎ ಪ್ರತಿಲೇಖನ,डीएनए लिप्यंतरण
ಡಿಎನ್‌ಎ ವೆಕ್ಟರ್,डीएनए वेक्टर
ಡಾಬ್ಸನ್ ಘಟಕ,डॉबसन युनिट
ಶ್ವಾನ ಮೀನು,डॉगफिश
ಗಲಾಟೆ,डोलिओलम
ಡಾಲ್ಫಿನ್ (ಸಸ್ತನಿ),डॉल्फिन (सस्तन प्राणी)
ಸಾಕು ಪ್ರಾಣಿ,पाळीव प्राणी
ಸಾಕು ಪ್ರಾಣಿಗಳ,पाळीव प्राणी
ಸಾಕುಪ್ರಾಣಿ,पाळीव वनस्पती
ಸಾಕಾಣಿಕೆ,घरगुती
ಸಾಕಾಣಿಕೆ,घरगुती
ಪ್ರಬಲ ಜೀನ್,प्रबळ जनुक
ಪ್ರಬಲ ಘಟಕ ಅಂಶ,प्रबळ युनिट फॅक्टर
ದಾನನ್ ಸಮತೋಲನ,डोनन समतोल
ದಾನಿ ಕೋಶ,दाता सेल
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,डॉपलर प्रभाव
ಡಾರ್ಸಲ್ ಆಂತರಿಕ ಮೇಲ್ಮೈ,पृष्ठीय अंतर्गत पृष्ठभाग
ಡಾರ್ಸಲ್ ನರ ಬಂಡಿ,पृष्ठीय मज्जातंतू दोरखंड
ಸುಸ್ತಾಗುವಿಕೆ,सुप्तता
ಡಾರ್ಸಲ್ ರೆಕ್ಕೆ,पृष्ठीय पंख
ಡಾರ್ಸಲ್ ಟೊಳ್ಳಾದ ನರಮಂಡಲ,पृष्ठीय पोकळ मज्जासंस्था
ಡಾರ್ಸಲ್ ಮೂಗಿನ ಹೊಳ್ಳೆ,पृष्ठीय नाकपुडी
ಡಾರ್ಸಲ್ ರೂಟ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,पृष्ठीय रूट गँगलियन
ಡಾರ್ಸಲ್ ಮೇಲ್ಮೈ,पृष्ठीय पृष्ठभाग
ಡಾರ್ಸಲ್ ಒಳಾಂಗಗಳ ಗೂಡು,पृष्ठीय व्हिसरल हम्प
ಡಾರ್ಸಿವೆಂಟ್ರಲ್ ಎಲೆ,Dorsiventral लीफ
ಎರಡು ಬಂಡಿ,डबल बॉन्ड
ಎರಡು ತೆಂಗಿನಕಾಯಿ,डबल नारळ
ಡಬಲ್ ಹೆಲಿಕ್ಸ್,डबल हेलिक्स
ಡಬಲ್ ಸ್ಟ್ರಾಂಡೆಡ್ ರಚನೆ,डबल अडकलेली रचना
ಕೆಳಗಡೆ,डाउनस्ट्रीम
ಕೆಳಮಟ್ಟದ ಸಂಸ್ಕರಣೆ,डाउनस्ट्रीम प्रक्रिया
ಕೆಳಕಡಿ ಸಿಂಡ್ರೋಮ್,डाउन सिंड्रोम
ದಾಸ,Dracaena
ದಾಸ,ड्रॅको
ಡ್ರ್ಯಾಗನ್ ನೊಣ,ड्रॅगन फ्लाय
ಹಳಿ,थेंब
ಡ್ರಾಪ್ಸಿ,थेंब
ಡ್ರೊಸೊಫಿಲಾ ಮೆಲನೊಗಾಸ್ಟರ್,ड्रोसोफिला मेलानोगास्टर
ಬರಗಾಲ,दुष्काळ
ಬರ ನಿರೋಧಕ ಹುಲ್ಲು,दुष्काळ प्रतिरोधक गवत
Drugಷಧ,औषध
Drugಷಧ,औषध
ಮಾದಕ ವ್ಯಸನ,औषधीचे दुरुपयोग
ಡ್ರಮ್ ಕೋಲು,शेवगा
ಬಿದ್ದ,Drupe
ಶುಷ್ಕ ಜೀವರಾಶಿ,कोरडे बायोमास
ಒಣ ಶೇಖರಣೆ,कोरडे साठा
ಒಣ ಆಪಿಥೆಕಸ್,ड्रायओपिथकस
ಹಳ್ಳ,ड्रायऑप्टेरिस
ನಾಳದ ಎಫೆರೆಂಟ್,डक्ट्यूल एफरेंट
ದಾಳದ ಅಪಧಮನಿ,डक्टस आर्टेरिओसस
ಕಸಚಾಲೆ,डक्टस एपिडिडिमस
ಕುಡಿನಮ್,पक्वाशय
ನಕಲು ಮಾಡುವುದು,डुप्लिकेशन
ಡುರಾಮಾಟರ್,दुरामेटर
ಡ್ರಾಮೆನ್,दुरामेन
ಡರ್ಟಾ,दुरंत
ಧೂಳು ಮಾಲಿನ್ಯ,धूळ प्रदूषण
ಕುಬ್ಜ,बटू
ಕುಬ್ಜತನ,बौनेपणा
ಕುಬ್ಜ-ಕಾಂಡದ ಸಸ್ಯ,बौने-स्टेम प्लांट
ದೈನೈನ್,डायनेन
ಅಂಕ,अंक
ಹದ್ದು,गरुड
ಕಬ್ಬಿಣದ,कान ओसिकल
ಕಿವಿಗುದಾಯಿ,इअरकॉकल
ಮುಂಚಿನ ಜೀವನ,सर्वात लवकर जीवन
ಆರಂಭಿಕ ಮರ,लवकर लाकूड
ಕಿವಿಗೆ,इअरमफ
ಭೂಪ್ರದೇಶ,पृथ्वी शिखर परिषद
ತಿನ್ನುವುದು ಮತ್ತು ತಿನ್ನುವುದು,खाणे आणि खाल्ले जात आहे
ಭೂಮಿ,पृथ्वी
ಭೂಮಿ,पृथ्वी
ಸ್ರಾವ,एबेनालेस
ಇಬ್ರಾಕ್ಟೇಟ್ ಗೀತೆ,Ebracteate
ಒಂದು ಬಗೆಯ ಶವ,ECHENEIS
ದಿಟುಕೋಯು,इचिनोकोकस
ಪ್ರತಿಧ್ವನಿ,इकोलोकेशन
ಗ್ರಹಣ,एक्लिप्टा अल्बा
ಪರಿಸರ ವಿಜ್ಞಾನದ ರೂಪ,पर्यावरणीय रुपांतर
ಪರಿಸರ ವಿಜ್ಞಾನ,पर्यावरणीय कार्यक्षमता
ಪರಿಸರಶಾಸ್ತ್ರೀಯ ಪರಸ್ಪರ ಅವಲಂಬನೆ,पर्यावरणीय परस्परावलंबन
ಪರಿಸರ ವಿಜ್ಞಾನದ ಪಿರಮಿ,पर्यावरणीय पिरॅमिड
ಪರಿಸರ ವಿಜ್ಞಾನದ,पर्यावरणीय स्वच्छता
ಪರಿಸರ ಅನುಕ್ರಮ,पर्यावरणीय वारसा
ಪರಿಸರ ವಿಜ್ಞಾನದ,पर्यावरणीय टिकाव
ಪರಿಸರ ವಿಜ್ಞಾನಿ,इकोलॉजिस्ट
ಪರಿಸರ ವಿಜ್ಞಾನ,पर्यावरणशास्त्र
ಪರಿಸರ ವಿಜ್ಞಾನ ಮತ್ತು ಪರಿಸರ,पर्यावरणीय आणि वातावरण
ಪರಿಸರ ಶೌಚಾಲಯ,इकोसन टॉयलेट
ಪರಿಸರ ವ್ಯವಸ್ಥೆ,इकोसिस्टम
ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ವೈವಿಧ್ಯತೆ,इकोसिस्टम विविधता
ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಪ್ರಕ್ರಿಯೆ,इकोसिस्टम प्रक्रिया
ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಸೇವೆ,इकोसिस्टम सेवा
ಜೀವಕಣ,इकोटोन
ವಲಸೆಗಾರ,इकोटोरिझम
ಜೀವರ ರೂಪ,इकोटाइप
ಇಸಿಪಿ ಗ್ರೇಡಿಯಂಟ್,ईसीपी ग्रेडियंट
ಉಚ್ಚೆಕಾಯಿ,Ectocarpus
ಬಾಹ್ಯರೇಖೆ,Ectoderm
ಎಕ್ಟೊಮೈಕೊರಿ iz ೆ,इक्टोमीकोराझिझा
ಮೇಲ್ನೋಟದ,Ectoparasite
ಅಪಸ್ಥಾನೀಯ ಗರ್ಭಧಾರಣೆಯ,स्थानभ्रष्ट गर्भधारणा
ಪ್ರಾಚೀನ ರೂಪ,Ectotherm
ಬಹಿರ್ಮಾಣದ,Ectothermic
ಅಂಚಿನ ಪರಿಣಾಮ,धार प्रभाव
ಅಂಚಿನ ಪ್ರಭೇದ,धार प्रजाती
ಪರಿಣಾಮಕಾರಿ ಹೊಡೆತ,प्रभावी स्ट्रोक
ಪರಿಣಾಮಕಾರಿ,इंफेक्टर
ಪರಿಣಾಮಕಾರಿ,इंफेक्टर
ಬೇಸರಪಡಿಸುವ,प्रभाव
ಎಫೆರೆಂಟ್ ಅಪಧಮನಿಯ,प्रभावी धमनी
ದಕ್ಷತೆಯ ಸೂಚ್ಯಂಕ,कार्यक्षमता निर्देशांक
ಹೊರಸೂಸುವ,FULUENT
ಹೊರಸೂಸುವ ಚಿಕಿತ್ಸಾ ಘಟಕ (ಇಟಿಪಿ),प्रचलित उपचार प्रकल्प (ईटीपी)
ಇತ್ತ,प्रवाह
ಉದ್ಧಟ,Ested
ಮೊಟ್ಟೆ,अंडे
ಮೊಟ್ಟೆಪಟ್ಟೆ,अंडी उपकरण
ಅಹಂ ಕೇಂದ್ರೀಕರಣ,अहंकार सेंट्रिझम
ಐಕ್ಚಾರ್ನಿಯಾ ಕ್ರಾಸ್ಸಿಪ್ಸ್,आयकॉर्निया क्रॅसिप्स
ಸ್ಖಲನ ನಾಳ,स्खलन नलिका
ಎಲ್ ನಿನೊ ಪರಿಣಾಮ,एल निनो प्रभाव
Eonoiplast,Elaioplast
ಜರಿಗೋಳ,Elasmobranch
ಸ್ಥಿತಿಸ್ಥಾಪಕ,लवचिक फायबर
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,लवचिक शक्ती
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,लवचिकता
ಎಲಾಸ್ಟಿನ್,ELASTIN
ಹಾಯದವನು,इलेटर
ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರ,विद्युत क्षेत्र
ವಿದ್ಯುತ್ ಪ್ರಕಾಶಕ,इलेक्ट्रिक इल्युमिनेटर
ವಿದ್ಯುತ್ ಅಂಗ,इलेक्ट्रिक ऑर्गन
ವಿದ್ಯುತ್ ವಿಸರ್ಜನೆ,विद्युत स्त्राव
ವಿದ್ಯುತ್ ಸಂಭಾವ್ಯ ವ್ಯತ್ಯಾಸ,विद्युत संभाव्य फरक
ವಿದ್ಯುತ್ ಸಂಪೇ,इलेक्ट्रिकल सिनॅप्स
ಎಲೆಕ್ಟ್ರೋಕಾರ್ಡಿಯೋಗ್ರಾಮ್ (ಇಸಿಜಿ),इलेक्ट्रोकार्डिओग्राम (ईसीजी)
ವಿದ್ಯುದರ್ಚಿ,इलेक्ट्रोकार्डियोग्राफ
ವಿದ್ಯುತ್ಕಂಪನ ಚಿಕಿತ್ಸೆ,इलेक्ट्रोकार्डियोग्राफी
ಎಲೆಕ್ಟ್ರೋಕೆಮಿಕಲ್ ಪ್ರೋಟಾನ್ ಗ್ರೇಡಿಯಂಟ್,इलेक्ट्रोकेमिकल प्रोटॉन ग्रेडियंट
ವಿದ್ಯುತ್ತುತನ,इलेक्ट्रोएन्सेफॅलोग्राम
ವಿದ್ಯುದ್ವವತೆ,इलेक्ट्रोएन्सेफॅलोग्राफी
ವಿದ್ಯುದ್ವಿಭಜಿತ,इलेक्ट्रोजेनिक
ವಿದ್ಯುತ್ಕಾಂತೀಯ ಮಸೂರ,इलेक्ट्रोमॅग्नेटिक लेन्स
ವಿದ್ಯುತ್ಕಾಂತೀಯ ವಿಕಿರಣ,इलेक्ट्रोमॅग्नेटिक रेडिएशन
ವಿದ್ಯುತ್ಕಾಂತೀಯ ಸಿದ್ಧಾಂತ,इलेक्ट्रोमॅग्नेटिक सिद्धांत
ವಿದ್ಯುದನಿ,इलेक्ट्रॉन स्वीकारणारा
ವಿದ್ಯುತ್ತು ಬಾಂಬು,इलेक्ट्रॉन बॉम्बस्फोट
ಎಲೆಕ್ಟ್ರಾನ್ ಕೊರತೆ,इलेक्ट्रॉनची कमतरता
ಕಾಲ್ಚೀಲ,इलेक्ट्रॉन दाता
ವಿದ್ಯುದನಿ,इलेक्ट्रॉन मायक्रोस्कोप
ವಿದ್ಯುತ್ತುರ ಪಾರದರ್ಶಕತೆ,इलेक्ट्रॉन पारदर्शकता
ಎಲೆಕೋಸು ಸರಪಳಿ,इलेक्ट्रॉन ट्रान्सपोर्ट साखळी
ವಿದ್ಯುತ್ತುರ ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆ,इलेक्ट्रॉन ट्रान्सपोर्ट सिस्टम
ವಿದ್ಯುದ್ವಿಭಜಿತ,इलेक्ट्रोनॅगेटिव्ह
ವಿದ್ಯುದಿವಂಗ್ಯಾಮ,इलेक्ट्रोनॅगेटिव्ह अणू
ವಿದ್ಯುನ್ಮಾನಿನ ತ್ಯಾಜ್ಯ,इलेक्ट्रॉनिक कचरा
ವಿದ್ಯುನ್ಮವತೆ,इलेक्ट्रोफोरेसीस
ವಿದ್ಯುಚ್ಚಲನವಾಸ,इलेक्ट्रोपोरेशन
ಸ್ಥಾಯೀ ಚುಚ್ಚುವ ವ್ಯಕ್ತಿ,इलेक्ट्रोस्टेटिक प्रीपिटेटर
ಅಂಶ,घटक
ಅಂಶ,घटक
ಆನೆಫರು,अलेफास
ದೀರ್ಘವೃತ್ತ ಪಟ್ಟಿ,लंबवर्तुळ पट्टी
ದೀರ್ಘವೃತ್ತ,लंबवर्तुळाकार संयुक्त
ಉದ್ದವಾದ ಹೃದಯ,वाढविलेले हृदय
ಉದ್ದನೆಯ ಅಂಶ,वाढीचा घटक
ಎಲ್ಫಿಡಿಯಂ,एल्फिडियम
ಉದಾತ್ತನೆ,निर्लज्ज
ತಿಕ್ಕಲು,Emarginate
ಇಂಚರು,Emasculation
ಭ್ರೂಣ ಸಂಸ್ಕೃತಿ,गर्भ संस्कृती
ಭ್ರೂಣ ಅಭಿವೃದ್ಧಿ,गर्भ विकास
ಭ್ರೂಣ ರಕ್ಷಣೆ,गर्भ बचाव
ಭ್ರೂಣ,गर्भ
ಭ್ರೂಣದ ಚೀಲ,गर्भ सॅक
ಭ್ರೂಣಶಾಸ್ತ್ರದ ಸಂಶೋಧನೆ,भ्रूण संशोधन
ಭ್ರೂಣಶಾಸ್ತ್ರ,गर्भशास्त्र
ಭ್ರೂಣದ ಬ್ಲಾಸ್ಟೋಪೋರ್,भ्रूण ब्लास्टोपोर
ಭ್ರೂಣದ ಅಭಿವೃದ್ಧಿ,भ्रूण विकास
ಭ್ರೂಣದ ಮರಣ,भ्रूण मृत्यू
ಜಲೀಯ,उदयोन्मुख हायड्रोफाइट
ವಲಸೆ,इमिग्रेशन
ಎಮಿಲಿಯಾ ಸೋಂಚಿಫೋಲಿಯಾ,इमिलिया सोनचिफोलिया
ಭಾವಾತ್ಮಕ ಪ್ರಕ್ಷುಬ್ಧತೆ,भावनिक अशांतता
ಸ ೦ ಗಲಗಂಜ,Empetraceae
ಮಧುರ,एम्फिसीमा
ಪ್ರಾಯೋಗಿಕ ಸೂತ್ರ,अनुभवजन्य सूत्र
ಬಾಯಿ,इमू
ಎಮದಿ ಮಾಡುವಿಕೆ,इमल्सिफाइंग
ಪತಂಗ,Enaima
ದಂತಕೇಂದ್ರ,मुलामा चढवणे
ಎನ್‌ಕೋಡ್ ಮಾಡಲಾದ ಕಿಣ್ವ,एन्कोड एंजाइम
ಸುತ್ತಳತೆ,एन्किस्टेशन
ಅಂತ್ಯದ ಗೋಡೆ,शेवटची भिंत
ತರುವ,चिंताजनक
ಸ್ಥಳೀಯ,स्थानिक
ಅಂತ್ಯ,एन्डेमिझम
ಎಂಡರ್ಗೋನಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,एन्डर्गोनिक प्रतिक्रिया
ಎಂಡೊಕಾರ್ಜ,एंडोकार्प
ಅಂತಃಸ್ರಾವಕ ವ್ಯವಸ್ಥೆಯ,अंतःस्रावी प्रणाली
ಎಂಡೊಸೈಟೋಸುಗಳು,एंडोसाइटोसिस
ಎಂಡುಡರ್ಮ್,एंडोडर्म
ಎಂಡೊಲಾಪು,एंडोलिम्फ
ಎಂಡೊಮೆಟ್ರಿಯಂ,एंडोमेट्रियम
ಎಂಡೊಮೈಕೊರಿ iz ೆ,एंडोमायकोरिझा
ಎಂಡೋನ್ಯೂಕ್ಲೀಸ್ ಗುರುತಿಸುವಿಕೆ ತಾಣ,एंडोन्यूक्लीझ रिकग्निशन साइट
ಎಂಡೊಪ್ಲಾಸ್ಮಿಕ್ ರೆಟಿಕ್ಯುಲಮ್,ईंडोप्लास्मिक रेटिक्युलम
ಎಪೋಲು,एंडोस्कोप
ಎಂಡೋಸ್ಕೋಪಿ,एंडोस्कोपी
ಎಂಡೊಸ್ಕೆಲಿಟನ,एंडोस्केलेटन
ಎಂಡೋಸಮ್,एंडोसोम
ಎಂಡೋಸ್ಪರೆ,एंडोस्पर्म
ಎಂಡೋಸ್ಪರ್ಮ,एंडोस्पर्मिक
ಎಂಡೋಥೆಲಿಯಲ್ ಲೈನಿಂಗ್,एंडोथेलियल अस्तर
ಎಂಡೂಥೀಲಿಯಂ,एंडोथेलियम
ಎಂಡೋಥೆರ್ಮ್ (eomoiotherm),एंडोथर्म (ईओमोईथर्म)
ಎಂಡೋಥರ್ಮಿಟ್ ಮಾಡಿದ,एंडोथर्मिक
ಎಂಡೋಥರ್ಮಿಟ್ ಮಾಡಿದ,एंडोथर्मिक
ಏಕಕಂಡ,एंडोटॉक्सिन
ಅಂತ್ಯ ಚೀಲ,शेवटची थैली
ಎಂಡೋಪ್ಲಾಸಮದ,एंडोप्लाज्मिक
ಎಂಡ್ರೆಕ್ರೈನ್ ವ್ಯವಸ್ಥೆಯ,एंड्रोक्राइन सिस्टम
ಶಕ್ತಿಯನ್ನು ಒಟ್ಟುಗೂಡಿಸಲಾಗಿದೆ,उर्जा आत्मसात केली
ಶಕ್ತಿ ಹರಿವು,उर्जा प्रवाह मॉडेल
ಶಕ್ತಿ ತೋಟ,उर्जा वृक्षारोपण
ಶಕ್ತಿ ತೋಟ,उर्जा वृक्षारोपण
ಶಕ್ತಿಯ ಮೂಲ,ऊर्जा स्रोत
ಎಂಜಿನಿಯರಿಂಗ್,अभियांत्रिकी
ಎಂಟಾಮೀಬಾ ಹಿಸ್ಟೊಲಿಟಿಕಾ,एंटामोबा हिस्टोलिटिका
ಎಂಟರೋಬಿಯಸ್,एंटरोबियस
ಎಂಟೊಡೆಟ್,एन्टरोसाइट
ಎಂಟೆನ್,एंटरॉन
ಸುಲಿಗೆ,एन्थॅल्पी
ತಳಮಳವಿಲ್ಲದ,एंटोमोफिलस
ಬುದ್ಧಿ,एंटोमोफिली
ಎಳೆಯ,एन्ट्रोपी
ವಾತಾವರಣ,वातावरण
