Marathi,Malayalam
जनगणना,കാനേഷുമാരി
जनगणना,കാനേഷുമാരി
सेंटीमोर्गन,സെന്റിമോർഗൻ
सेंटीपीडा ऑर्बिक्युलरिस,സെന്റിപീഡ ഓർബിക്ലലാരിസ്
मध्य अक्ष,സെൻട്രൽ അക്ഷം
मध्यवर्ती सेल,മധ്യ സെൽ
मध्यवर्ती कोअर,സെൻട്രൽ കോർ
मध्यवर्ती मत,സെൻട്രൽ ഡോമ
केंद्रीय औषध संशोधन संस्था,സെൻട്രൽ മയക്കുമരുന്ന് റിസർച്ച് ഇൻസ്റ്റിറ്റ്യൂട്ട്
मध्य फील्ड,മധ്യ ഫീൽഡ്
सेंट्रल लॅक्टेल,സെൻട്രൽ ലീഷ്യൽ
मध्यवर्ती मज्जासंस्था,കേന്ദ്ര നാഡീവ്യവസ്ഥ
मध्यवर्ती सल्कस,സെൻട്രൽ സുൽക്കസ്
सेंट्रीफ्यूगेशन,സെൻറ്ഫ്യൂഗേഷൻ
सेंट्रीओल,സെൻട്രിയോൾ
सेन्ट्रोमेर,സെൻട്രോമേരെ
सेन्ट्रोसोम,നൂറ്റാണ്ട്
सेन्टरोस्फीअर,സെന്റോസ്ഫിയർ
सेफलोचॉर्डेट,Cefalochardate
सेफलोचॉर्डेट्स,Cefalochardates
सेफलोस्पोरिन,സെഫാലോസ്പോരിൻ
सेफॅलोथोरॅक्स,സെഫലോത്തോറാക്സ്
सेराटोफिलॅसी,സെറാറ്റോഫില്ലേസി
धान्य धान्य,ധാന്യ ധാന്യം
सेरेबेलर पेडनकल,സെറിബെല്ലാർ പൂങ്കുലത്തണ്ട്
सेरेबेलम,സെറെബെല്ലം
सेरेब्रल अ‍ॅक्विडक्ट,സെറിബ്രൽ അക്വാദ്യ
सेरेब्रल कॉर्टेक्स,മസ്തിഷ്കാവരണം
सेरेब्रल गोलार्ध,സെറിബ്രൽ അർദ്ധഗോളത്തിൽ
सेरेब्रल वेंट्रिकल,സെറിബ്രൽ വെൻട്രിക്കിൾ
सेरेब्रोस्पाइनल फ्लुइड (सीएसएफ),സെറെബ്രോസ്പൈനൽ ദ്രാവകം (സിഎസ്എഫ്)
सेरेब्रम,സെറിബ്രം
प्रमाणित बियाणे,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
सेर्यूमेनस ग्रंथी,സെറമ്പനുസരിച്ച് ഗ്രന്ഥി
गर्भाशय ग्रीवा,ഗർഭാശയം
गर्भाशय ग्रीवा कॅप,സെർവിക്കൽ തൊപ്പി
गर्भाशय ग्रीवा,സെർവിക്കൽ കശേരു
गर्भाशय ग्रीवा,സെർവിക്സ്
सेझियम क्लोराईड,സിസിയം ക്ലോറൈഡ്
सेसपूल,സെസ്പൂൾ
Cetasians,സെറ്റസിൻസ്
चेटोप्टेरस,ചാറ്റോപ്റ്ററസ്
चालझा,ചാലസ
चालझा,ചാലസ
चालझल एंड,ചാലസൽ അവസാനം
चालिना,ചാലിയന
गिरगिट (चामेलियन),ചാമെലിയൻ (ചാമലീൻ)
चक्रोइड,ചാൻക്രോയിഡ്
चॅनल,ചാനല്
चॅनल,ചാനല്
चैपरॉन,ചേരപോൺ
चारा,ചാര
वैशिष्ट्यपूर्ण वनस्पती,സ്വഭാവ സസ്യങ്ങൾ
कोळसा,കരി
चार्गॅफचा नियम,ചാർജാഫിന്റെ ഭരണം
चार्ज युग्मित डिव्हाइस (सीसीडी),ചാർജ് ചെയ്ത ഉപകരണം (സിസിഡി)
चार्जिंग,ചാർജ്ജുചെയ്യല്
Chasmogamous,ഗാസ്മോകാഹാസസ്
चॅटमालस,ചത്തമലസ്
चेलोन,ചെലോൺ
रासायनिक विश्लेषक,കെമിക്കൽ വിശകലനം
रासायनिक बंध,രാസബന്ധം
रासायनिक ब्रेकडाउन,കെമിക്കൽ തകരാര്
रासायनिक जटिलता,കെമിക്കൽ സങ്കീർണ്ണത
रासायनिक वातावरण,കെമിക്കൽ എൻവയോൺ
रासायनिक उत्क्रांती,രാസ പരിണാമം
रासायनिक पद्धत,രാസ രീതി
रासायनिक म्युटागेन,കെമിക്കൽ മ്യൂട്ടേഗൻ
रासायनिक मूळ,രാസ ഉത്ഭവിച്ച
रासायनिक ऑक्सिजनची मागणी,കെമിക്കൽ ഓക്സിജൻ ആവശ്യം
रासायनिक क्षमता,രാസവസ്തു
रासायनिक स्कॅल्पेल,കെമിക്കൽ സ്കാൽപൽ
रासायनिक सिग्नल,കെമിക്കൽ സിഗ്നൽ
रासायनिक Synapse,രാസ സിനാപ്സ്
केमिओमोटिक गृहीतक,കീമിയോസ്മോട്ടിക് സിദ്ധാന്തം
केमिस्ट,രസതന്തശാസ്തജ്ഞന്
रसायनशास्त्र,രസതന്ത്രം
केमोसिंथेसिस,കീമോസിന്തസിസ്
केमो-ऑटोरोफिक बॅक्टेरिया,കീമോ-ഓട്ടോറോഫിക് ബാക്ടീരിയ
केमोनॅस्टी,കീമുഷത്യം
केमोसिंथेसिस,കീമോസിന്തസിസ്
केमोसिंथेटिक ऑटोट्रोफ,കീമോസിന്തറ്റിക് ഓട്ടോട്രോഫ്
केमोसिंथेटिक बॅक्टेरिया,കീമോസിന്തറ്റിക് ബാക്ടീരിയ
केमोटॅक्सिस,മാനോടാക്സിക്സി
केमोटाक्सोनॉमी,മാനോടാക്പോത്ത്
केमोथेरपी,കീമോതെറാപ്പി
चेनोपोडियासी,ചെനോപോഡിയയേ
Chiasmata,ചിയാസ്മാത
चियास्मना प्रकार गृहीतक,ചിയാസ്മ്ന തരം സിദ്ധാന്തം
चिकुंगुनिया,കോക്കിംഗുനി
चिकोरी,Chicory
बालपण,കുട്ടിക്കാലം
मिरची मोझॅक विषाणू,മുക്കി മൊസൈക് വൈറസ്
सिंचोना ऑफिसिनलिस,സിൻകോണ അഫീഡിനാനിസ്
चिरोप्टेरोफिली,ചിറോപ്രോഫിലി
चिटिन,ചിറ്റിൻ
चिटिनस,Chitiness
क्लॅमिडीया ट्रॅकोमॅटिस,ക്ലമീഡിയ ട്രാക്കോറ്റോമാറ്റിസ്
क्लेमिडियासिस,ക്ലമീസിയാസിസ്
क्लेमिडोमोनास,Chlamymoonas
क्लोरॅम्फेनिकॉल,ക്ലോറാംഫെനിക്കോൾ
क्लोरेला,ക്ലോറെല്ല
क्लोरेन्चायमा,ക്ലോറെഞ്ചമ
क्लोराईड सेल,ക്ലോറൈഡ് സെൽ
क्लोरीन,ക്ലോറിൻ
क्लोरोफ्लूरो कार्बन (सीएफसीएस),ക്ലോറോഫ്ലൂറോ കാർബൺ (സിഎഫ്സി)
क्लोरोफॉर्म,ക്ലോറോഫോം
क्लोरोफिसी,ക്ലോറോഫിസിസി
क्लोरोफाइट पूर्वज,ക്ലോറോഫൈറ്റ് പൂർവ്വികൻ
क्लोरोसिस,ക്ലോറോസിസ്
क्लोरोसिस,ക്ലോറോസിസ്
चॅनोसाइट,Chocanocyte
कोलेसीस्टोकिनेसिस,കോളസിസ്റ്റോക്കിനിസ്
कोलेसीस्टोकिनिन,കോളസിസ്റ്റോക്കിനിൻ
कोलेस्ट्रॉल,കൊളസ്ട്രോൾ
कोलिनेर्जिक,കോളിനെർജിക്
चोंड्रिच्थे,Chondrichhies
चोंड्रिन,ചണ്ട്രിൻ
चोंड्रोसाइट,Chondrocyte
Chordae टेंडिने,ശ്ശോ
Chordata,ചോർഡാറ്റ
कोरिओलॅंटोइक प्लेसेंटा,Chorioalantantoic മറുപിള്ള
कोरियन,ചോറൽ
कोरिओनिक कॉर्टिकोट्रोपिन,കോറിയോണിക് കോർട്ടികോട്രോപിൻ
कोरिओनिक गोनाडोट्रोपिन,കോറിയോണിക് ഗോണഡോട്രോപിൻ
कोरिओनिक थायरोट्रोपिन,കോറിയോണിക് തൈറോപിൻ
कोरिओड,കോറോയിഡ്
क्रोमॅटिड,ക്രോമാറ്റിഡ്
क्रोमॅटिन फायबर,ക്രോമാറ്റിൻ ഫൈബർ
क्रोमॅटिन,ക്രോമാറ്റിൻ
क्रोमॅटोग्राफिक तंत्र,ക്രോമാറ്റോഗ്രാഫിക് സാങ്കേതികത
क्रोमॅटोग्राफी,ക്രോമാറ്റോഗ്രാഫി
क्रोमेटोफोर,ക്രോമാറ്റോഫോർ
क्रोमोजेनिक सब्सट्रेट,ക്രോമോജെനിക് കെ.ഇ.
क्रोमोनेमा,ക്രോമനെമ
क्रोमोफोर,ക്രോമോഫോർ
क्रोमोप्लास्ट,ക്രോമപ്ലാസ്റ്റ്
क्रोमोसोमल विकृती,ക്രോമസോമാൽ വ്യതിചലനം
क्रोमोसोमल दोष,ക്രോമസോമാൽ തകരാറ്
क्रोमोसोम मॅपिंग,ക്രോമസോം മാപ്പിംഗ്
आनुवंशिकतेचा गुणसूत्र सिद्धांत,ക്രോമസോം ഹെർമിറ്റിയുടെ സിദ്ധാന്തം
वारशाचा गुणसूत्र सिद्धांत,ക്രോമസോം അവകാശത്തിന്റെ സിദ്ധാന്തം
तीव्र ब्राँकायटिस,വിട്ടുമാറാത്ത ബ്രോങ്കൈറ്റിസ്
क्रॉनिक मायोइड ल्यूकेमिया,വിട്ടുമാറാത്ത മൈക്ക് രക്താർബുദം
क्रॉनिकल,പുരാവൃത്തം
कालक्रमानुसार,കാലക്രമത്തിൽ
क्रायसॅन्थेमम सिनेरीरियलफोलियम,ക്രിസന്തം സിനിറേരിയൽഫോളിയം
क्रायसॅन्थेमम इंडिकम,ക്രിസന്തമം ഇൻഡിക്കം
क्रायंथेमम रोझम,ക്രിയാന്തമം റോമൻ
क्रिसोफिटा,ക്രിസോഫിറ്റ
क्रिसोफाइट,ക്രിസോഫൈറ്റ്
क्लोमिक्रॉन,സൈലോമിക്രോൺ
चिम,ചിം
Kymotrypsin,CHYMOTHRYPIN
सिकाडा,സിക്കാഡ
सिकर एरिएटिनम,CICER ARITINUM
सिच्लिड फिश,സിച്ലിഡ് മത്സ്യം
सी-होरिझोन,സി-ഹൊറൈൻ
सिलिया,സിലിയ
सिलीरी बॉडी,സിലിയറി ബോഡി
सिलीरी गॅंग्लियन,സിലിയറി ഗാംഗ്ലിയൻ
सिलीरी चळवळ,സിലിയറി പ്രസ്ഥാനം
सिलीरी,സിലിയറി
सिलीएट,സിലിയേറ്റ്
सिलियम (सिलिया),സിലിയം (സിലിയ)
सिंचोना,ചൃതാന
सिओना,സിയോണ
सिप्रोफ्लोक्सासिन,Ciprofloxacin
अभिसरण,പദക്ഷിണം
वर्तुळाकार प्रणाली,രക്തചംക്രമണവ്യൂഹം
Surerosophageal कमिशन,അനുരത്ത കമാൻഡ്
सिरोझ,സിറോഹോസ്
सिरोसिस,സിറോസിസ്
सिरहस,Cirhous
सिस्टर्ना,സിത്തക
मिस्ट्रॉन,സിയന്റോൺ
सिट्रुलीन,സിട്രുലിൻ
लिंबूवर्गीय फळ,സിട്രസ് ഫലം
क्लेडिस्टिक्स,Chratistity -
क्लेडोड,പചാരു
क्लेडोफोरा,ക്ലോഡോഫോറ
क्लेरियस गॅरीपिनस,ക്ലാരിയസ് ഗാരിനിനസ്
वर्ग,പകുക്കുക
वर्ग,പകുക്കുക
वर्गीकरण,വര്ഗീകരണം
क्लेव्हिसेप्स,ക്ലാവിസ്പ്സ്
क्लेव्हिकल,ക്ലാവിക്കിൾ
क्लॉलेसलेस अंक,ക്ലാൻലെസ് ഡിജിറ്റ്
क्ले,കളിമണ്ണ്
क्लीवेज फ्यूरो,പിളർപ്പ് രോമ
क्लीस्टोगॅमस,ക്ലിയസ്റ്റോഗസ്
क्लेमाटिस,ക്ലെമറ്റിസ്
हवामान,കാലാവസ്ഥ
हवामान क्षेत्र,കാലാവസ്ഥാ മേഖല
हवामान पॅरामीटर,കാലാവസ്ഥാ പാരാമീറ്റർ
क्लायमॅक्स समुदाय,ക്ലൈമാക്സ് കമ്മ്യൂണിറ്റി
गिर्यारोहक,കയറുന്നവന്
चढणे,കയറ്റം
क्लिनिकल कालावधी,ക്ലിനിക്കൽ കാലയളവ്
क्लीटलर,ക്ലിറ്റലാർ
क्लीटेलम,ധാരണയല്
क्लीटोरिया,ക്ലിറ്റോറിയ
क्लिटोरिस,ക്ലിറ്റോറിസ്
क्लोका,വലോക്ക
क्लोनल बेडूक,ക്ലോണൽ തവള
क्लोनल प्रसार,ക്ലോണൽ പ്രചരണം
क्लोनल निवड,ക്ലോണൽ തിരഞ്ഞെടുക്കൽ
क्लोन,ക്ലോൺ
क्लोनिंग,ക്ലോണിംഗ്
जवळचे लग्न,അടുത്ത വിവാഹം
बंद प्रणाली,അടച്ച സിസ്റ്റം
क्लोस्ट्रिडियम,ക്ലോസ്ട്രിഡിയം
क्लोस्ट्रिडियम ब्यूटिलिसियम,ക്ലോസ്ട്രിഡിയം ബ്യൂട്ടലിസിയം
क्लॉट बस्टर,കട്ട്ട്ട് ബസ്റ്റർ
रक्ताची गठ्ठा,രക്തത്തിന്റെ കട്ടപിടിക്കുന്നത്
क्लोव्हर बीन,ക്ലോവർ ബീൻ
क्लोव्हर-लीफ मॉडेल,ക്ലോവർ-ഇല മോഡൽ
जोकर मासे,കോമാളി മത്സ്യം
Cnidarians,സിനിദാരിയൻമാർ
Cnidoblast,Cnidoblatst
कोअरव्हॅरेट,കൂടെതാരം
खडबडीत समायोजन नॉब,നാടൻ ക്രമീകരണ നോബ്
जाड वाळु,നാടൻ മണൽ
किनारपट्टीचा ढिगा .्या,തീരദേശ ചരട്
किनारपट्टी कोळंबी संस्कृती फार्म,തീരദേശ ചെമ്മൻ കൾച്ചർ ഫാം
कोबाल्ट,കോബാൾട്ട്
कोकेन,കൊക്കെയ്ൻ
कोकिडिओसिस,കോസിഡിയോസിസ്
कोकस,കോക്കണ
Coccyx,കോകെസിക്സ്
कोक्लीया,കോക്ലിയ
कोक्लीया,കോക്ലിയ
कोकून,കീടകോശം
कोड केलेले अनुवांशिक प्रोग्राम,കോഡ് ചെയ്ത ജനിതക പ്രോഗ്രാം
कोडिन,കോഡിൻ
कोडिंग,കോഡിംഗ്
कोडिंग,കോഡിംഗ്
कोडिंग,കോഡിംഗ്
कोडिंग स्ट्रँड,കോഡിംഗ് സ്ട്രാന്റ്
कोडिनन्स,കോഡിമിനൻസ്
कोडन,കോഡൺ
COELENTERATE,കോളറേറ്റ്
कोलेन्टरन,കോലെൻഡെറോൺ
सेलिआक गॅंग्लियन,സീലിയാക് ഗാംഗ്ലിയൻ
कोलोमेट,കോളമറ്റ്
कोयलोम,വസനാഥൻ
कोयलोमिक एपिथेलियम,കോലോമിക് എപിത്തീലിയം
कोयलोमिक फ्लुइड,കോലോമിക് ദ്രാവകം
कोयलोमो सॅक,കോലോമോ സാക്
कोनोसाइटिक,Coinocytic
कोएनोपोडियासी,Coenopodiayeae
कोएन्झाइम,Coenzyme
सह-उत्क्रांती,സഹ-പരിണാമം
सह-उत्कटता,കോ-വംശനാശം
सह-घटक,സഹ-ഘടകം
एकत्रीकरण,ഏകീകരണം
एकत्रित शक्ती,ഏകീകൃത ശക്തി
एकत्रित सिद्धांत,കോഹെസിയ സിദ്ധാന്തം
एकत्रीकरण-तणाव-ट्रान्सपायरी,കോഹെഷൻ-ടെൻഷൻ-ട്രാൻസ്പിറേഷൻ
कोहोर्ट,കൂഓട്ട്
आवर्तपणे किंवा हेल्कली कॉलेड,സർപ്പികളായി അല്ലെങ്കിൽ ഹെയ്ലിലായി
Colled,കോയിഡ് ചെയ്തു
कोयटस,കോത്തീസ്
कोयटस इंटरप्टस (पैसे काढणे),COITUS ഇന്ററമ്പസ് (പിൻവലിക്കൽ)
कोल्चिसिन,കോൾചിക്കൈൻ
कोल्चिकम शरद .तूतील,കോൾകികം ശരത്നം
शांत रक्ताचा,കഠിനഹൃദയനായ
थंड वाळवंट,തണുത്ത മരുഭൂമി
कोल्ड रिसेप्टर,തണുത്ത റിസപ്റ്റർ
कोलियोप्टेरन,കോൾഫോപ്റ്റർ
कोलिओप्टिल,കൊലിപ്റ്റൈൽ
कोलोरहिझा,കൊലോഹിസ
कोलियस,കൊളാസ്
कोलेजन,കൊളാജൻ
कोलेजन फायबर,കൊളാജൻ ഫൈബർ
कॉलर,കുപ്പായക്കഴുത്ത്
संपार्श्विक ग्रंथी,കൊളാറ്ററൽ ഗ്രന്ഥി
ट्यूब्यूल गोळा करीत आहे,സ്ക്യൂബുൾ ശേഖരിക്കുന്നു
नलिका गोळा करणे,നാളം ശേഖരിക്കുന്നു
कोलेटोट्रिचम,കൊളീറ്റോട്രിചിം
कोलोब्लास्ट सेल,കോളിബ്ലാസ്റ്റ് സെൽ
कोलोइड,കൊളോയിഡ്
कोलोइडल,കൊളീരിക്കൽ
कोलोकेशिया,കൊളോസാസിയ
कोलन,കോളമില്ല
वसाहती फॉर्म,കൊളോണിയൽ ഫോം
वसाहती एनओएसटीओसी,കൊളോണിയൽ നസ്റ്റോക്ക്
वसाहतवाद,കോളനിവൽക്കരണം
कॉलनी,കോളനി
कोलोस्ट्रम,കൊളസ്ട്രം
रंग अंधत्व,വർണ്ണ അന്ധത
स्तंभ क्रोमॅटोग्राफी,നിര ക്രോമാറ്റോഗ്രാഫി
बर्टिनीचा स्तंभ,ബെർട്ടിനിയുടെ നിര
स्तंभ एपिथेलियम,നിര എപിത്തീലിയം
कंघी प्लेट,കോം പ്ലേറ്റ്
एकत्रित रोगप्रतिकारक कमतरता सिंड्रोम,സംയോജിത രോഗപ്രതിരോധ സിൻഡ്രോം
एकत्रित वजन,സംയോജിത ഭാരം
कंघी-जेली,കോം-ജെബി
ज्वलन,ജ്വലിക്കുക
दहन प्रक्रिया,ജ്വലന പ്രക്രിയ
स्वल्पविराम,അര്ധവിരാമചിഹ്നം
Comensalism,ആമേനസം
कमिशनल जहाज,കമ്മീഷൻ പാത്രം
सामान्य पूर्वज,പൊതു പൂർവ്വികൻ
सामान्य कॅरोटीड धमनी,സാധാരണ കരോട്ടിഡ് ധമനി
सामान्य भारतीय टॉड,സാധാരണ ഇന്ത്യൻ ടോഡ്
समुदाय विविधता,കമ്മ്യൂണിറ്റി വൈവിധ്യം
समुदाय संवाद,കമ്മ്യൂണിറ്റി ഇടപെടൽ
कॉम्पॅक्शन,തൊഴില്മുതൽ
कंपेनियन सेल,കൺവീൻ സെൽ
तुलनात्मक शरीरशास्त्र,താരതമ്യ അനാട്ടമി
तुलनात्मक मॉर्फोलॉजी,താരതമ്യ രചനയുടെ രചന
सुसंगतता,അനുയോജ്യത
सुसंगतता,അനുയോജ്യത
भरपाई पुनर्जन्म,നഷ്ടപരിഹാര പുനരുജ്ജീവിപ്പിക്കൽ
सक्षम सेल,യോഗ്യതയുള്ള സെൽ
सक्षम होस्ट,യോഗ്യതയുള്ള ഹോസ്റ്റ്
स्पर्धा,മത്സരം
स्पर्धात्मक प्रतिबंध,മത്സര തടസ്സം
स्पर्धात्मक अवरोधक,മത്സര ഇൻഹിബിറ്റർ
पूरकता,പരസ്പരവാതം
पूरक फिल्टर,പരസ്പര പൂരക ഫിൽട്ടർ
पूरक जनुक,പൂരക ജീൻ
पूरक जोडी,പൂരക ജോഡി
पूर्ण पाचन तंत्र,ദഹനനാളത്തെ പൂർത്തിയാക്കുക
पूर्ण दुवा,ലിങ്കേജ് പൂർത്തിയാക്കുക
पूर्ण ऑक्सिडेशन,ഓക്സിഡേഷൻ പൂർത്തിയാക്കുക
कॉम्प्लेक्स,കോംപ്ലമായ
कॉम्प्लेक्स,കോംപ്ലമായ
कॉम्प्लेक्स,കോംപ്ലമായ
कॉम्प्लेक्स टिश्यू,സങ്കീർണ്ണ ടിഷ്യു
संमिश्र,സംയോജിത
कंपाऊंड कोरीएमबी,കോമ്പൗണ്ട് കോറിഎംബി
कंपाऊंड एपिथेलियम,കോമ്പൗണ്ട് എപിത്തീലിയം
कंपाऊंड डोळे,കമ്പൻ കണ്ണുകൾ
कंपाऊंड अंबेल,കോമ്പൗണ്ട് അംബൽ
सक्तीची क्रिया,നിർബന്ധിത പ്രവർത്തനം
संगणकीय जीवशास्त्र,കമ്പ്യൂട്ടേഷണൽ ബയോളജി
संगणकीय टोमोग्राफी,കണക്കാക്കിയ ടോമോഗ്രഫി
संगणकाचा पडदा,കമ്പ്യൂട്ടര് സ്ക്രീന്
एकाग्र मूत्र,ഏകാന്തമായ മൂത്രം
एकाग्रता,ഏകാഗത
एकाग्रता ग्रेडियंट,ഏകാഗ്രത ഗ്രേഡിയന്റ്
संकल्पना,കല്പന
संक्षेपण,കട്ടിയാക്കല്
संक्षेपण,കട്ടിയാക്കല്
कंडेन्सेशन डिकॉन्डेन्सेशन सायकल,കണ്ടൻസേഷൻ ഡെക്കൻസേഷൻ സൈക്കിൾ
कंडेन्डेड स्टेट,ബാഷ്പീകരിച്ച അവസ്ഥ
कंडेन्सर लेन्स,കണ്ടൻസർ ലെൻസ്
सशर्त,സോപാധികമായ
सशर्त,സോപാധികമായ
मज्जातंतू आवेग,നാഡി പ്രേരണയുടെ ചാലകം
पाणी वाहून नेणे,ജലത്തിന്റെ ചാലകം
प्रवाहकीय इलेक्ट्रोलाइट जेल,പാലകങ്ങൾ ഇലക്ട്രോലൈറ്റ് ജെൽ
सुळका,കോൺ
अनुरुप,അനുരൂപമാക്കുക
कॉन्फॉर्मर,കീറെക്കല്
जन्मजात,അശഹരമായ
शंकूच्या आकाराचे मूळ,കോണിക്കൽ റൂട്ട്
शंकूच्या आकाराचे,കോണാകൃതി
कॉनिडिया,സിയ
कॉनिफर,കോണിഫർ
कॉन्फेरिए,കോണിഫീറിയ
कॉनिफेरोप्सिडा,കോനിഫീരോപ്സിഡ
संवहनी बंडल कॉंजोइंट,കഞ്ചാവ് വാസ്കുലർ ബണ്ടിൽ
संयुग्मित,സംയോജിതമായി
संयोजन,സംയോജനം
कंजेक्टिवा,കൺജക്റ്റിവ
संयोजक ऊतक,കൺജക്റ്റീവ് ടിഷ്യു
संयोजी ऊतक,കണക്റ്റീവ് ടിഷ്യു
कॉनेलचा प्रयोग,കോണലിന്റെ പരീക്ഷണം
संवर्धन वनीकरण,കൺസർവേഷൻ ഫോറസ്റ്റ്
संरक्षक नांगरलेली जमीन,യാഥാസ്ഥിതിക കൃഷി
स्थिरता,സ്ഥിരാങ്കം
घटक,ഘടകമായ
संवैधानिक सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य,ഘടനാപരമായ എൻസൈം
ग्राहक,ഉപഭോക്താവ്
संपर्क निषेध,ബന്ധപ്പെടാനുള്ള തടസ്സം
संसर्गजन्य रोग,പകർച്ചവ്യാധി
दूषित,മലിനമാക്കുക
दूषित,മലിനമാക്കല്
समकालीन जीवशास्त्र,സമകാലിക ബയോളജി
खंड,ഭൂഖണ്ഡം
समोच्च नांगर,കോണ്ടൂർ ഉഴുന്നു
करारक्षमता,കരാർ
कॉन्ट्रॅक्टिल फायबर,കരാറൽ ഫൈബർ
कॉन्ट्रॅक्टिल प्रोटीन,ചുരുക്കമില്ലാത്ത പ്രോട്ടീൻ
कराराचा प्रतिसाद,ചുരുങ്ങിയ പ്രതികരണം
कॉन्ट्रॅक्टिल व्हॅक्यूओल,ചുരുക്കമില്ലാത്ത വാക്യം
कॉन्ट्रास्ट एजंट,ദൃശ്യതീവ്രത ഏജന്റ്
कॉन्ट्रास्ट एजंट,ദൃശ്യതീവ്രത ഏജന്റ്
कॉन्ट्रास्ट एजंट,ദൃശ്യതീവ്രത ഏജന്റ്
विरोधाभासी वैशिष्ट्य,വ്യത്യാസപ്പെടുന്ന സ്വഭാവം
सेंट्रीफ्यूगल फोर्स,അപകേന്ദ്ര ബലം
नियंत्रण घटक,നിയന്ത്രണ ഘടകം
नियंत्रित प्रयोग,നിയന്ത്രിത പരീക്ഷണം
कॉनस,കറസുള്ള
कॉनस आर्टेरिओसस,കോണസ് ആർട്ട്റ്ററിയോസസ്
पारंपारिक नांगरलेली जमीन,പരമ്പരാഗത കൃഷി
रूपांतरित,സംയോജിപ്പോടെ
अभिसरण,സംയോജിക്കുന്നു
अभिसरण (उत्क्रांती),സംയോജിത (പരിണാമം)
कॉन्व्होलव्हुलासी,കോൺവെൾവേലസ്
कॉन्व्होल्यूटेड ट्यूब्यूल,ചുരുങ്ങിയ ട്യൂളർ
समन्वय,സമനയം
कोपोलिमर,കോപോളിമർ
तांबे,ചെന്വ്
कॉप्रोलाइट,കൊപ്പിളിറ്റിന്റെ
कॉप्रोफिलस,കോപ്രോഫിലസ്
कोप्युलेट,കോപ്പുലേറ്റ്
संभोग,കോപ്പുലേഷൻ
संभोग,കോപ്പുലേഷൻ
कॉप्युलेटरी पॅड,കോപ്പുലേറ്ററി പാഡ്
कोरल रीफ समुदाय,കോറൽ റീഫ് കമ്മ്യൂണിറ്റി
कोरल,പവിഴം
कॉर्डेट,കോരൻ
कोर क्षेत्र,കോർ ഏരിയ
कोअर झोन,കോർ സോൺ
कोअरप्रेशर,കോർബെർസർ
कोरीफोस्फिन,കൊറിഫോസ്ഫിൻ
कॉर्क,അടപ്പ്
कॉर्क कॅम्बियम,കോർക്ക് കാംബിയം
कॉर्क स्क्रू,കോർക്ക് സ്ക്രൂ
कॉर्म,വലം
कॉर्न बोरर,ധാന്യം ബോറർ
कॉर्निया,കൊറിയ
कॉर्नियन सेल,കോർണിജെൻ സെൽ
कॉर्नियल लेन्स,കോർണിയൽ ലെൻസ്
कोरोला,കൊറോള്ള
कोरोना,കൊറോണ
कोरोना भेदक एंजाइम,കൊറോണ നുഴഞ്ഞുകയറുന്ന എൻസൈമിനെ
कोरोना रेडिएटा,കൊറോണ റേഡിയേറ്റ
कोरोनरीया,കൊറോണറിയേ
कोरोनरी धमनी,കൊറോണറി ആർട്ടറി
कोरोनरी आर्टरी बायपास,കൊറോണറി ആർട്ടറി ബൈപാസ്
हृद्य रक्तवाहिन्यांचा विकार,കൊറോണറി ആർട്ടറി രോഗം
कोरोनरी सल्कस,കൊറോണറി സുൽക്കസ്
कॉर्पोरा कॅव्हर्नोसा (पुरुषाचे जननेंद्रिय),കോർപ്പറേസ് കാമോസ (പെനിസിന്റെ)
कॉर्पोरा चतुर्भुज,കോർപ്പറ ക്വാഡ്രിഗീന
कॉर्पस,സൈനികോഹിര്ണം
कॉर्पस अल्बिकन्स,കോർപ്പസ് ആൽബികാൻസ്
कॉर्पस कॅलोसम,കോർപ്പസ്ലോസം
कॉर्पस ल्यूटियम,കോർപ്പസ് ടു
कॉर्पस स्पंजिओसम,കോർപ്പസ് സ്പോഞ്ചിയോമൊമാൻ
कॉर्पस स्ट्रायटम,കോർപ്പസ് സ്ട്രൈയം
कॉरोड,കോയിര്ഡ്
कॉर्टेक्स,Cuortex
कॉर्टिकल नेफ्रॉन,കോർട്ടിക്കൽ നെമ്മന്വി
कॉर्टिकोस्टेरॉन,കോർട്ടികോസ്റ്റെറോൺ
कॉर्टिकोट्रोफिक,കോർട്ടികോട്രോഫിക്ക്
कोर्टिसोल,കോർട്ടിസോൾ
कोर्टिसोन,കോർട്ടിസോൺ
कॉर्व्हस,കൊഗ്രാസ്
कोरीएमबी,Corymb
कॉस्मिक मूळ,കോസ്മിക് ഉത്ഭവം
कॉस्मिक किरण,കോസ്മിക് റേ
कॉस्मिड,കോസ്മിഡ്
कॉस्मोझोआन सिद्धांत,കോസ്മോസോൺ സിദ്ധാന്തം
कापूस बॉलवर्म,കോട്ടൺ ബോൾവർം
समुपदेशन,കൗല്സിംഗ്
काउंटर-करंट सिस्टम,ക er ണ്ടർ-നിലവിലെ സിസ്റ്റം
चुलत भाऊ अथवा बहीण,കസിൻ വിവാഹം
सहसंयोजक बंध,കോവാലന്റ് ബോണ്ട്
कव्हर,മൂടി
एपिथेलियम कव्हर करत आहे,ഉൾക്കൊള്ളുന്ന പതിപ്പിലിയം
