Kannada,Gujarati
ಎಲುವಿಯಮ್,એલ્યુવિયમ
ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,એન્ડોડાયનેમોર્ફિક માટી
ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ,એન્જિનિયરિંગની શક્યતા
ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್,અંગ્રેજી બોન્ડ
ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,અંગ્રેજી ગાર્ડન વોલ બોન્ડ
"EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;","EPM (મિલિયન દીઠ સમકક્ષ),&quot;"
ಸಮಾನ ತೂಕ,સમકક્ષ વજન
ಉದಾ,અર્ગ
ವಿನಿಮಯ ಮಾಡಬಹುದಾದ,વિનિમયક્ષમ
ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ,વિનિમયક્ષમ એસિડિટી
ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP),વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP)
ಇ.ಎಸ್.ಪಿ.,ઇ.એસ.પી.
ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ,એક્સચેન્જ એસિડિટી
ವಿನಿಮಯ ಸಂಕೀರ್ಣ,વિનિમય સંકુલ
ನಿಷ್ಕಾಸ,એક્ઝોસ્ટ
ಬಹಿರಂಗ ಮುಕ್ತಾಯ,ખુલ્લી પૂર્ણાહુતિ
ಕಣ್ಣು,આંખ
ಕಣ್ಣು ಹುಬ್ಬು,આંખ ભ્રમર
ಎದುರಿಸುತ್ತಿದೆ,સામનો કરવો
ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ,બોન્ડનો સામનો કરવો
ಸುರಕ್ಷತೆಯ ಅಂಶ,સલામતીનું પરિબળ
ಪತನ,પડવું
ಫೇಶಿಯಾ,ફેસિયા
ಫೇಶಿಯಾ ಬೋರ್ಡ್,ફેસિયા બોર્ડ
ದೋಷ,દોષ
ಕ್ಷೇತ್ರ ತೇವಾಂಶ,ક્ષેત્રની ભેજ
ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ,અંતિમ ભેજ સમકક્ષ
ಫಿಲೆಟ್ (ಗಾರೆ),ફિલેટ (મોર્ટારનું)
ಅಂತಿಮ,અંતિમ
ಅಂತಿಮ ಮಾಪನ,અંતિમ માપન
ಅಂತಿಮ ಪಾವತಿq,અંતિમ ચુકવણીq
ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ,અંતિમ પૂર્વ તણાવ
ಅಂತಿಮ ಒತ್ತಡ,અંતિમ તાણ
ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ,નાણાકીય શક્યતા
ಉತ್ತಮವಾದ ಒಟ್ಟು,ફાઇન એકંદર
ಬಿರುಕುಗೊಂಡ ಬಂಡೆ,ફિસર્ડ ખડક
ಧ್ವಜದ ಕಲ್ಲು,ધ્વજ પથ્થર
ಫ್ಲೆಮಿಶ್ ಬಂಧ,ફ્લેમિશ બોન્ડ
ಮಿನುಗುತ್ತಿದೆ,ફ્લેશિંગ
ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್,ચમકદાર પ્રવાહ
ಫ್ಲಾಟ್ ಛಾವಣಿ,સપાટ છત
ಫ್ಲೆಚೆ,ફ્લેચે
ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,ફ્લેમિશ ગાર્ડન વોલ બોન્ડ
ಫ್ಲಿಂಟ್,ચકમક
ಫ್ಲಿಂಟ್ ಗೋಡೆ,ફ્લિન્ટ દિવાલ
ತೇಲುವ ಮಹಡಿ,ફ્લોટિંગ ફ્લોર
ಫ್ಲೋಕ್ಯುಲೇಷನ್,ફ્લોક્યુલેશન
ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ,ફ્લોક્યુલેશન મર્યાદા
ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ,ફ્લોક્યુલેશન રેશિયો
ಫ್ಲೋಕಲ್ಸ್,ફ્લોક્યુલ્સ
ಮಹಡಿ,ફ્લોર
ಮಹಡಿ ಮುದ್ರೆ,ફ્લોર સીલ
ಹರಿವು,પ્રવાહ
ಏರಿಳಿತ,વધઘટ
ಕಾಲಿಡುವುದು,ફૂટિંગ
ಅಡಿಪಾಯ,ફાઉન્ડેશન
ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್,ફ્રી ફોલ બેરો ટોપિંગ મિક્સર
ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ),ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર)
ಉಚಿತ ಕಲ್ಲು,મફત પથ્થર
ಫ್ರೆಶ್ಸೆಟ್,ફ્રેશેટ
ಘರ್ಷಣೆ ರಾಶಿ,ઘર્ષણ ખૂંટો
ಕಪ್ಪೆ,દેડકા
ಗೇಬಲ್,ગેબલ
ಗ್ಯಾಬ್ಲೆಟ್,ગેબલેટ
ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ,ગેમ્બ્રેલ છત
ಗೇಜ್,ગેજ
ಅಳತೆ ವಿಭಾಗ,માપન વિભાગ
ಮಾಪಕ ನಿಲ್ದಾಣ,ગેજિંગ સ્ટેશન
ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ,સામાન્ય સ્થાન યોજના
ಸಾಮಾನ್ಯ ವಾತಾಯನ,સામાન્ય વેન્ટિલેશન
ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್,G ક્ષિતિજ અથવા gley ક્ષિતિજ
ತನಕ ಗ್ಲೇಶಿಯಲ್,સુધી હિમનદી
ಗ್ನೀಸ್,જીનીસ
ಸರಕುಗಳ ಅಂಗಳ,માલ યાર્ડ
ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ,ઢાળ પ્રતિકાર
ಗ್ರಾನೈಟ್,ગ્રેનાઈટ
ಹರಳಿನ ರಚನೆ,દાણાદાર માળખું
ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್,દાણાદાર
ಗ್ರ್ಯಾನ್ಯೂಲ್,ગ્રાન્યુલ
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು,ગુરુત્વાકર્ષણ મુક્ત પાણી
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ,ગુરુત્વાકર્ષણ યાર્ડ
ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು,ગ્રેટ માટી જૂથ
ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ,ગ્રિલેજ ફાઉન્ડેશન
ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್,ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ
ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್,જૂથબદ્ધ ડોક
ಗುಂಪು ವಸತಿ,ગ્રુપ હાઉસિંગ
ಅತಿಥಿ ಕೊಠಡಿ,અતિથિ ખંડ
ಗಟಾರ,ગટર
ಗಟಾರ ಹೊರುವವನು,ગટર ધારક
ಗಟರ್ ಚೆಕ್,ગટર ચેક
ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್,હેમર ડ્રેસિંગ
ಬಂದರು,હાર્બર
ಆಶ್ರಯ ಬಂದರು,આશ્રય બંદર
ಹಾರ್ಡ್ ಪ್ಯಾನ್,સખત તપેલી
ಶಿರೋಲೇಖ,હેડર
ಹೆಡರ್ ಬಾಂಡ್,હેડર બોન્ડ
ಹೆಡರ್ ಕೋರ್ಸ್,હેડર કોર્સ
ಹೆಡ್ ಗೇಟ್ ರಚನೆ,હેડ ગેટ સ્ટ્રક્ચર
ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ,કેનાલના વડા
ಮುಖ್ಯ ನಿಯಂತ್ರಕ,હેડ રેગ્યુલેટર
ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ,હેરિંગ બોન બોન્ડ
ಹಾರ್ಟಿಂಗ್,હાર્ટીંગ
ತೇವಗೊಳಿಸುವ ಶಾಖ,ભીનાશની ગરમી
ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್,ઉચ્ચ એલ્યુમિના સિમેન્ટ
ಹಿಪ್,હિપ
ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್,હિપ કેપિંગ
ಹಿಪ್ಡ್ ಎಂಡ್,હિપ્ડ એન્ડ
ಹುಡ್,હૂડ
ಹುಡ್ ಮೋಲ್ಡಿಂಗ್,હૂડ મોલ્ડિંગ
ಹುಕ್ ಕಾನೂನು,હૂકનો કાયદો
ಹೂಪ್ ಕಬ್ಬಿಣ,હૂપ આયર્ન
ಹಾರಿಜಾನ್,ક્ષિતિજ
ಆರ್ದ್ರತೆ,ભેજીકરણ
"ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ","ભેજ, સંપૂર્ણ"
"ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ","ભેજ, સંબંધિત"
ಹಂಪ್ ಯಾರ್ಡ್,હમ્પ યાર્ડ
ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ,હાઇડ્રોલિક દબાણ
ಜಲಸಂಚಯನ,હાઇડ્રેશન
ಜಲವಿಚ್ಛೇದನ,હાઇડ્રોલિસિસ
ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ,હાઇડ્રોલિટીક એસિડિટી
ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು,હાઇડ્રોમોર્ફિક માટી
ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್,હાઇડ્રોફિલિક કોલોઇડ
ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್,હાઇડ્રોફોબિક કોલોઇડ
ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ,હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર
ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ,હાઇગ્રોસ્કેપ્ટિક ગુણાંક
ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ,હાઇગ્રોસ્કોપિક ભેજ
ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ,હાઇડ્રોસ્કોપીસીટી
ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ,હાઇગ્રોસ્કોપિક ભેજ
ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್,હાયપરબેરિક ચેમ્બર
ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್,હાઇપરસ્ટેટિક ફ્રેમ
ಹೈಪ್ಸೋಮೀಟರ್,હાઇપ્સોમીટર
ಇಲ್ಯುಮಿನೇಷನ್,રોશની
ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ,એમ્બિબેશન ભેજ
ಬಲಿಯದ ಮಣ್ಣು,અપરિપક્વ માટી
ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್,જપ્ત કરાયેલ ડોક
ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ,જમીનની આવકમાં વધારો
ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,સ્વતંત્ર પાલખ
ಇಂಡರೇಟೆಡ್,ઈન્ડ્યુરેટેડ
ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್,પ્રારંભિક prestress
ಆರಂಭಿಕ ಒತ್ತಡ,પ્રારંભિક તણાવ
ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು,આંતરદેશીય જળમાર્ગ બંદર
ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್,ઇન્સ્યુલેટીંગ બોર્ડ
ಮಧ್ಯಂತರ ಬಂದರು,મધ્યવર્તી બંદર
ಆಂತರಿಕ ಘರ್ಷಣೆ,આંતરિક ઘર્ષણ
ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು,ઇન્ટ્રાઝોનલ માટી
ಅಯಾನು,આયન
ಅಯಾನು ವಿನಿಮಯ,આયન વિનિમય
ಕಬ್ಬಿಣದ ಪ್ಯಾನ್,લોખંડની તપેલી
ನೀರಾವರಿ ಭೂಮಿ,સિંચાઈવાળી જમીન
ನೀರಾವರಿ,સિંચાઈ
ನೀರಾವರಿ ಸೆಸ್,સિંચાઈ ઉપકર
ಜಾಂಬ್,જાંબ
ಜೋಗಲ್,જોગલ
ಜೋಗಲ್ ಪಿನ್,જોગલ પિન
ಜೂಲ್,જૌલ
ಜಂಪರ್,જમ્પર
ಕಿಲೋಗ್ರಾಂ,કિલોગ્રામ
ಕಿಲೋಗ್ರಾಂ ಬಲ,કિલોગ્રામ બળ
ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್,કિલોગ્રામ ફોર્સ મીટર
ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ,કિલોવોટ કલાક
ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ,રાજા બંધ
ಅಡಿಗೆ,રસોડું
ಲೇಸ್ಡ್ ಕಾಲಮ್,લેસ્ડ કૉલમ
ಹಿಂದುಳಿದಿದೆ,લેગીંગ
ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್,લેમેલા મૂળ
ಲ್ಯಾಮಿನಾರ್ ಹರಿವು,લેમિનર પ્રવાહ
ದೀಪದ ರಂಧ್ರ,દીવો છિદ્ર
ಭೂಮಿ ಸಂಚಯ,જમીન સંવર્ધન
ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್,લેન્ડ સ્લાઇડિંગ
ಲ್ಯಾಟರೈಟ್,લેટેરાઇટ
ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು,લેટેરાઇટ માટી
ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು,મોટી સંખ્યાનો કાયદો
ಲೇಔಟ್ ಯೋಜನೆ,લેઆઉટ યોજના
ಖಾತಾ ಪುಸ್ತಕ,ખાતાવહી
ಸುಣ್ಣದ ಪ್ಯಾನ್,ચૂનો પાન
ಲಿಂಟೆಲ್,લિંટેલ
ದ್ರವ ಮಿತಿ,પ્રવાહી મર્યાદા
ಲೈವ್ ಲೋಡ್,લાઈવ લોડ
ಲೋಮ್,લોમ
ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ,સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન
ಲೋಕೋ ಅಂಗಳ,લોકો યાર્ડ
ಲೋಸ್,લોસ
ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ,ઓછી પ્લાસ્ટિક મર્યાદા
ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್,ઓછી ગરમી સિમેન્ટ
ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್,મશીન મોલ્ડિંગ
ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್,મેક્રોસ્ટ્રક્ચર
ಮುಖ್ಯ ನಿಯಂತ್ರಕ,મુખ્ય હેડ રેગ્યુલેટર
ಮುಖ್ಯ ಬಂದರು,મુખ્ય બંદર
ಮೇಕಪ್ ಗಾಳಿ,મેકઅપ એર
ಮನ್ಸಾರ್ಡ್,મૅનસાર્ડ
ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್,માર્શલિંગ યાર્ડ
ಕಲ್ಲುಗಾರಿಕೆ,ચણતર
ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ,પરિપક્વતા તાપમાન
ಮೆಜ್ಜನೈನ್ ಮಹಡಿ,મેઝેનાઇન ફ્લોર
ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ,યાંત્રિક વિશ્લેષણ
ಯಾಂತ್ರಿಕ ವಾತಾಯನ,યાંત્રિક વેન્ટિલેશન
ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ,મેટ્રિક સિસ્ટમ
ಸೂಕ್ಷ್ಮ ರಚನೆ,માઇક્રોસ્ટ્રક્ચર
ಮಿಲಿ ಸಮಾನ,મિલી સમકક્ષ
ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ,મિલી સમકક્ષ પ્રતિ લિટર
ಖನಿಜ,ખનિજ
ಖನಿಜ ಮಣ್ಣು,ખનિજ માટી
ಚಿಕ್ಕ ಬಂದರು,નાના બંદર
ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ,Mitred બંધ
ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್,મોબાઇલ સોઇલ કોલોઇડ
ತೇವಾಂಶ,ભેજનું પ્રમાણ
ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್,ભેજ ઢાળ
ಏಕಶಿಲೆ,મોનોલિથ
ಮೊನೊರೈಲ್,મોનોરેલ
ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ,નેશનલ હાર્બર કાઉન્સિલ
ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ,કુદરતી પથારી
ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ,કુદરતી પૂર્ણાહુતિ
ನೈಸರ್ಗಿಕ ಬಂದರು,કુદરતી બંદર
ನೈಸರ್ಗಿಕ ವಾತಾಯನ,કુદરતી વેન્ટિલેશન
ನೌಕಾ ಬಂದರು,નેવલ બંદર
ನ್ಯೂಟನ್,ન્યુટન
ಏಕರೂಪವಲ್ಲದ ಹರಿವು,બિન-સમાન પ્રવાહ
ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ,પાણીનો દર રોકે છે
ಎಣ್ಣೆ ಬಣ್ಣ,ઓઇલ પેઇન્ટ
ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್,તેલનો કૂવો સિમેન્ટ
ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ,ચેનલ ફ્લો ખોલો
ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ,મહત્તમ ભેજ
ಸಾವಯವ ಮಣ್ಣು,ઓર્ગેનિક માટી
ದೃಷ್ಟಿಕೋನ,ઓરિએન્ટેશન
ಆರ್ಥೋಗೋನಲ್,ઓર્થોગોનલ
ಒರ್ಟ್ಸ್ಟೈನ್,ઓર્ટસ્ટેઇન
ಬಾಹ್ಯ ಸಂಕೇತ,બાહ્ય સંકેત
ಆಕ್ಸಿಡೀಕರಣ,ઓક્સિડેશન
ಪ್ಯಾಂಟ್ರಿ,પેન્ટ્રી
ಪ್ಯಾರಪೆಟ್,પેરાપેટ
ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ,પેરાપેટ દિવાલ
ಮೂಲ ವಸ್ತು,પિતૃ સામગ્રી
ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್,પેબલ કાસ્ટ પ્લાસ્ટર
ಪೆಡಲ್ಫರ್,પેડલફર
ಪೆಡೋಕಲ್,પેડોકલ
ಪೆಡೋಜೆನೆಸಿಸ್,પેડોજેનેસિસ
ಪೆಡೋಲಜಿ,પેડોલોજી
ಪೀಡೋಸ್ಪಿಯರ್,પીડોસ્ફિયર
ಪೆನೆಟ್ರೋಮೀಟರ್,પેનેટ્રોમીટર
ಪೆಂಟ್ ಛಾವಣಿ,પેન્ટ છત
ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್,પેપ્ટાઇઝિંગ એજન્ટ
ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ,વિશ્લેષણનો સમયગાળો
ಪರ್ಪೆಂಡ್,પેપેન્ડ
ಪರ್ಸರ್ಪ್ಶನ್,શોષણ
ಪಿಯರ್,પિયર
ಪಿಲಾಸ್ಟರ್,પિલાસ્ટર
ಪಿಚ್,પીચ
ಪಿಚ್ ಛಾವಣಿ,ખાડાવાળી છત
ಸರಳ ಕಾಂಕ್ರೀಟ್,સાદો કોંક્રિટ
ಪ್ಲೇನ್ ಕೋನ,પ્લેન કોણ
ಬಯಲು ಅಂಗಳ,સાદો યાર્ડ
ಪ್ಲಾನ್ಸೋಲ್,પ્લાન્સોલ
ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ,પ્લાસ્ટિક સુસંગતતા
ಪ್ಲಾಸ್ಟಿಟಿ,પ્લાસ્ટીસીટી
ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ,પ્લાસ્ટિસિટી ઇન્ડેક્સ
ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ,પ્લાસ્ટિસિટી મર્યાદા
ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ,પ્લાસ્ટિસિટી શ્રેણી
ಪ್ಲಾಟಿ ರಚನೆ,પ્લેટી માળખું
ಸ್ತಂಭ,પ્લિન્થ
ನೇಗಿಲು ಮಣ್ಣು,ખેડાણની માટી
ಪ್ಲಮ್ ಕಲ್ಲು,આલુ પથ્થર
ಪೊಡ್ಜೋಲ್,પોડઝોલ
ಸೂಚಿಸುತ್ತಿದೆ,નિર્દેશ
ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ,બહુકોણીય દિવાલ
ರಂಧ್ರದ ಜಾಗ,છિદ્ર જગ્યા
ಬಂದರು,બંદર
ಧನಾತ್ಮಕ ವಾತಾಯನ,હકારાત્મક વેન્ટિલેશન
ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು,પ્રેરી માટી
ನಿಖರತೆ,ચોકસાઇ
ಪ್ರಾಥಮಿಕ ಕಣ,પ્રાથમિક કણ
ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ,પ્રિઝમેટિક માળખું
ಉತ್ಪಾದಕ ಕೆಲಸ,ઉત્પાદક કાર્ય
ಯೋಜನೆಯ ಸಮರ್ಥನೆ,પ્રોજેક્ટનું સમર્થન
ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ,રક્ષણાત્મક કાર્ય
ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್,સ્યુડો-માયસેલિયમ
ಕೊಚ್ಚೆಗುಂಡಿ,ખાબોચિયું
ಪಗ್ಗಿಂಗ್,પગીંગ
ಪ್ಯೂಮಿಸ್,પ્યુમિસ
ಪಂಚೆಯಾನ್,પંચોન
ಬೊಂಬೆ,કઠપૂતળી
ಪುಟ್ಲಾಗ್,પુટલોગ
ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,પુટલોગ સ્કેફોલ્ડ
ಪ್ರಮಾಣ ಸರ್ವೇಯರ್,જથ્થો સર્વેયર
ಕ್ವಾರಿ ಸಾಪ್,ખાણનો રસ
ಕ್ವೇ,ક્વે
ರಾಣಿ ಮುಚ್ಚುವಿಕೆ,રાણી બંધ
ಕ್ವೊಯಿನ್,ક્વોઈન
ರಾಫ್ಟ್ ಅಡಿಪಾಯ,રાફ્ટ ફાઉન્ડેશન
ರೇಕರ್,રેકર
ರೇಕಿಂಗ್,રેકિંગ
ರಾಕಿಂಗ್ ಬಾಂಡ್,રેકિંગ બોન્ડ
ಮಿನುಗುವ ರೇಕಿಂಗ್,Raking ફ્લેશિંગ
ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು,ઝડપથી બદલાતો પ્રવાહ
ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ,વસૂલપાત્ર ચુકવણી
ಕೆಂಪು ಭೂಮಿ,લાલ પૃથ્વી
ಕೆಂಪು ಲೋಮ್,લાલ લોમ
ನಿಯಂತ್ರಕ,રેગ્યુલેટર
ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು,રેગુર અથવા કાળી કપાસની માટી
ಮರುಪಾವತಿ ಒಪ್ಪಂದ,ચુકવણી કરાર
ಉಳಿದ ಕುಗ್ಗುವಿಕೆ,શેષ સંકોચન
ಉಳಿಕೆ ಮಣ್ಣು,શેષ માટી
ಬಹಿರಂಗಪಡಿಸಿ,ઉઘાડી
ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ,પીન જણાવો
ರಿವೀಲ್ ಟೈ,ટાઈ જાહેર કરો
ರಿಡ್ಜ್,રિજ
ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್,રિજ કેપિંગ
ನದಿ,નદી
ರೋಡ್ ಸ್ಟೇಡ್,રોડ સ્ટેડ
ಒರಟು ಪ್ಲಾಸ್ಟರ್,રફ પ્લાસ્ટર
ಅವಶೇಷಗಳು,રોડાં
ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು,રોડાં ચણતર
ಅವಶೇಷಗಳ ಗೋಡೆ,રોડાંની દિવાલ
ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ,ચાલી રહેલ માપન
ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,સલામત બેરિંગ ક્ષમતા
ಉಪ್ಪು ಮೆರುಗು,મીઠું ગ્લેઝ
ಮಾದರಿ ಅಳತೆ,નમૂનાનું કદ
ಮಾದರಿ ವಿತರಣೆ,નમૂના વિતરણ
ಮಾದರಿ ದೋಷ,સેમ્પલિંગ ભૂલ
ಮರಳು,રેતી
ಮರಳು ಮುಕ್ತಾಯ,રેતી પૂર્ણાહુતિ
ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್,રેતી હાથ મોલ્ડિંગ
ಮರಳುಗಾರಿಕೆ,સેન્ડિંગ
ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು,સંતૃપ્ત માટી
ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್,સંતૃપ્ત માટી પેસ્ટ
ಶುದ್ಧತ್ವ ಸಾರ,સંતૃપ્તિ અર્ક
ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು,સંતૃપ્તિ ટકાવારી
ಸಾಸರ್ ಗುಮ್ಮಟ,રકાબી ગુંબજ
ಸ್ಕ್ಯಾಫೋಲ್ಡ್,પાલખ
ಸ್ಕಿಸ್ಟ್,શિસ્ટ
ಸಮುದ್ರ ಬಂದರು,સમુદ્ર બંદર
ರಹಸ್ಯ ಗಟಾರ,ગુપ્ત ગટર
ಎರಡನೇ,બીજું
ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ,સેડિમેન્ટેશન વિશ્લેષણ
ಅರೆ ಕೃತಕ ಬಂದರು,અર્ધ-કૃત્રિમ બંદર
ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್,અર્ધ ભરતી ડોક
ವಯಸ್ಸಾದ,સેનાઇલ
ಶೇಲ್,શેલ
ಹಾಳೆಯ ರಾಶಿ,શીટનો ખૂંટો
ಕುಗ್ಗುವಿಕೆ ಮಿತಿ,સંકોચન મર્યાદા
