Punjabi,Tamil
ਕਿਸਮਤ ਨਿਵੇਸ਼ ਸੁਰੱਖਿਆ,ஃபேட் இன்வெஸ்ட்மென்ட் பாதுகாப்பு
ਚਰਬੀ ਉਲਟ,கொழுப்பு தலைகீழ்
ਕਿਸਮਤ ਸਮਝੌਤਾ,விதி ஒப்பந்தம்
ਚਰਬੀ mosfet,கொழுப்பு மொஸ்ஃபெட்
ਚਰਬੀ ਚਾਲਕਤਾ,கொழுப்பு கடத்துத்திறன்
ਸੌਣ ਦਾ ਸਮਾਂ,உறக்க நேரம்
ਫਾਇਲ ਆਯਾਤ,கோப்பு இறக்குமதி
ਫਾਈਬਰ,நார்ச்சத்து
ਫਾਈਬਰ ਕੁਨੈਕਟਰ,ஃபைபர் இணைப்பு
ਫਾਈਬਰ ਵੰਡਿਆ ਡਾਟਾ ਇੰਟਰਫੇਸ,ஃபைபர் விநியோகிக்கப்பட்ட தரவு இடைமுகம்
ਫਾਈਬਰ ਗਲਾਸ,இழை கண்ணாடி
ਫਾਈਬਰ ਆਪਟਿਕ ਲਿੰਕ,ஃபைபர் ஆப்டிக் இணைப்பு
ਫਾਈਬਰ ਆਪਟਿਕਸ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੰਡੋ,ஃபைபர் ஆப்டிக்ஸ் டிரான்ஸ்மிஷன் சாளரம்
ਫਾਈਬਰ ਲਾਈਟ ਡਿਟੈਕਟਰ,ஃபைபர் லைட் டிடெக்டர்
ਫਾਈਬਰ ਬੰਧਨ,நார் பிணைப்பு
ਫਿਬੋਨਾਚੀ ਨੰਬਰ,ஃபைபோனச்சி எண்கள்
ਵਰਚੁਅਲ ਸ਼ੋਰ ਜਨਰੇਟਰ,மெய்நிகர் இரைச்சல் ஜெனரேட்டர்
ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲੇ ਦੀ ਵਫ਼ਾਦਾਰੀ,பெறுநரின் விசுவாசம்
ਧੋਖਾਧੜੀ,போலி
ਖੇਤਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ,பகுதி உதவி
ਖੇਤਰ ਪ੍ਰਭਾਵ ਜੰਤਰ,புல விளைவு சாதனம்
ਖੇਤਰ ਪ੍ਰਭਾਵ ਸਵਿੱਚ,புல விளைவு சுவிட்ச்
ਖੇਤਰ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਟਰਾਂਜ਼ਿਸਟਰ,புல பயனுள்ள டிரான்சிஸ்டர்
ਖੇਤਰ ਨਿਕਾਸ,புல உமிழ்வு
ਲੀਡ ਸਰੀਰ,முன்னணி உடல்
ਖੇਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ,புல அதிர்வெண்
ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ,புல தீவிரம்
ਖੇਤਰ ਪ੍ਰੋਗਰਾਮ ਤਰਕ ਐਰੇ,புல நிரல் தர்க்க வரிசை
ਖੇਤਰ ਟੈਸਟ,கள சோதனை
ਖੇਤਰ ਰੱਦ,கள ரத்து
FIFO ਮੈਮੋਰੀ,FIFO நினைவகம்
ਕੁਸ਼ਲਤਾ ਸੂਚਕਾਂਕ,செயல்திறன் குறியீடு
ਫਾਈਲ,கோப்பு
ਫਾਈਲ ਫਿਲਰ,கோப்பு நிரப்பு
ਫਾਈਲ ਕਮਾਂਡ,கோப்பு கட்டளை
ਫਾਇਲ ਸਰਵਰ,கோப்பு சேவையகம்
ਪਰਤ ਕੈਪਸੀਟਰ,அடுக்கு மின்தேக்கி
ਪਰਤ ਰੋਧਕ,அடுக்கு மின்தடை
ਫਿਲਟਰ,வடிகட்டி
ਫਿਲਟਰ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,வடிகட்டி பண்புகள்
ਫਿਲਟਰ ਸਰਕਟ,வடிகட்டி சுற்று
ਸੰਗ੍ਰਹਿ,சேகரிப்பு
ਫਿਲਟਰ ਡਿਜ਼ਾਈਨ,வடிகட்டி வடிவமைப்பு
ਸੰਚਾਰ ਡਾਟਾ,தொடர்பு தரவு
ਫਿਲਟਰ ਵਿਧੀ,வடிகட்டி முறை
ਫਿਲਟਰ ਪੁਨਰ ਨਿਰਮਾਣ,வடிகட்டி புனரமைப்பு
ਅੰਤਮ ਅਸੈਂਬਲਿੰਗ,இறுதி அசெம்பிளிங்
ਫਿੰਗਰ ਪ੍ਰਿੰਟ,கைரேகை
ਸੀਮਤ ਆਵੇਗਸ਼ੀਲ ਰਿਪੋਰਟਿੰਗ ਫਿਲਟਰ,வரையறுக்கப்பட்ட மனக்கிளர்ச்சி அறிக்கை வடிகட்டி
ਸੀਮਿਤ ਪੈਰਾਮੀਟਰ,வரையறுக்கப்பட்ட அளவுரு
ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ,வரையறுக்கப்பட்ட நிலை இயந்திரம்
ਗੋਲੀਬਾਰੀ ਕੋਣ,துப்பாக்கி சூடு கோணம்
ਫਰਮਵੇਅਰ,நிலைபொருள்
ਪਹਿਲਾ ਚਿੱਤਰ ਸ਼ਬਦ,முதல் உருவ வார்த்தை
ਪਹਿਲਾ ਆਰਡਰ ਪਰਾਸ਼,முதல் வரிசை பிரஷ்
ਫਿਸ਼ਰ ਲੂਪ ਟੈਸਟ,பிஷ்ஷர் லூப் சோதனை
ਸਥਿਰ,நிலையான
ਸਥਿਰ attenuator,நிலையான அட்டென்யூட்டர்
ਸਥਿਰ ਸਥਿਤੀ,நிலையான நோக்குநிலை
ਸਥਿਰ ਕੈਲਕੁਲੇਟਰ,நிலையான கால்குலேட்டர்
ਸਥਿਰ ਖੇਤਰ,நிலையான பகுதி
ਅਸਾਈਨਮੈਂਟ ਮਸ਼ੀਨ,ஒதுக்கீட்டு இயந்திரம்
ਨਿਸ਼ਚਿਤ ਸਮਾਂ ਕੰਟਰੋਲਰ,நிலையான நேரக் கட்டுப்படுத்தி
ਝੰਡਾ,கொடி
flange,விளிம்பு
ਫਲੈਪ attenuator,மடல் அட்டென்யூட்டர்
ਚਮਕਦਾਰ,ஒளிரும்
ਚਮਕ ਕਨਵਰਟਰ,பிரகாசம் மாற்றி
ਗਲੋ,ஒளிரும்
ਫਲੈਟ ਫਲੋਰ ਸਕੈਨਿੰਗ,தட்டையான தரை ஸ்கேனிங்
ਫਲੈਟ ਕੋਇਲ,தட்டையான சுருள்
ਫਲੈਟ ਫਾਇਲ,பிளாட் கோப்பு
ਫਲੈਟ ਫਿਲਟਰ,தட்டையான வடிகட்டி
ਫਲੈਟ ਪੈਕ,பிளாட் பேக்
ਫਲੈਟ ਰਿਬਨ ਕੇਬਲ,தட்டையான ரிப்பன் கேபிள்
ਫਲੈਟ ਚੋਟੀ ਦਾ ਨਮੂਨਾ,தட்டையான மேல் மாதிரி
F-ਪਰਤ,F-அடுக்கு
F-ਲੇਅਰ ਆਇਨੋਸਫੀਅਰ,F-அடுக்கு அயனோஸ்பியர்
ਫਲੇਮਿੰਗ,ஃப்ளெமிங்
ਫਲੇਮਿੰਗ ਅਤੇ ਕਲਿੰਟਨ ਡਾਇਵਰਜੈਂਸ ਵਿਧੀ,ஃப்ளெமிங் மற்றும் கிளிண்டன் வேறுபாடு முறை
ਉੱਡਣਾ,படபடப்பு
ਵਹਿਣ ਦਾ ਸ਼ੋਰ,படபடப்பு சத்தம்
ਫਲਟਰ ਫੋਟੋਮੀਟਰ,படபடப்பு போட்டோமீட்டர்
ਫਲਿਪ ਫਲਾਪ,புரட்டல்
ਫਲਿੱਪ ਫਲਾਪ ਅਸਿੰਕਰੋਨਸ ਨਿਵੇਸ਼,ஃபிளிப் ஃப்ளாப் ஒத்திசைவற்ற முதலீடு
ਫਲਿੱਪ ਫਲਾਪ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,ஃபிளிப் ஃப்ளாப் பண்புகள்
ਫਲਿੱਪ ਫਲਾਪ ਕਾਲ ਸਿਗਨਲ,ஃபிளிப் ஃப்ளாப் அழைப்பு சமிக்ஞை
ਫਲਿੱਪ ਫਲਾਪ ਟਾਈਮਲਾਈਨ,ஃபிளிப் ஃப்ளாப் காலவரிசை
ਫਲਿੱਪ ਫਲਾਪ ਕੋਰ-ਟਰਿੱਗਰ ਕੀਤਾ ਗਿਆ,ஃபிளிப் ஃப்ளாப் கோர்-தூண்டப்பட்டது
ਫਲਿੱਪ ਫਲਾਪ jK ਟ੍ਰਿਗਰ,flip flop jK தூண்டுதல்
ਫਲਿੱਪ ਫਲਾਪ ਕੁੰਡੀ,ஃபிளிப் ஃப்ளாப் தாழ்ப்பாள்
ਫਲਿੱਪ ਫਲਾਪ ਮਾਸਟਰ-ਸੇਵ,புரட்டுதல் மாஸ்டர்-அடிமை
ਫਲਿੱਪ ਫਲਾਪ RS,ஃபிளிப் ஃப்ளாப் ஆர்எஸ்
ਫਲਿੱਪ ਫਲਾਪ ਸਟਾਰਟਅੱਪ ਰੀਸਟਾਰਟ ਸੈੱਟ ਰੀਸੈਟ (SR),Flip Flop Startup Restart Set Reset (SR)
ਫਲਿੱਪ ਫਲਾਪ ਸਮਕਾਲੀ ਨਿਵੇਸ਼,ஃபிளிப் ஃப்ளாப் சின்க்ரோனஸ் முதலீடு
ਫਲੋਟੇਸ਼ਨ ਚਾਰਜ,மிதவை கட்டணம்
ਫਲੋਟ ਗਠਨ,மிதவை உருவாக்கம்
ਫਲੋਟਿੰਗ ਗੇਟ,மிதக்கும் வாயில்
ਵੰਡਣਾ,விலகல்
ਅਣ-ਕੁਨੈਕਟਿਡ ਲੋਡ,இணைக்கப்படாத சுமை
ਗੈਰ-ਸੰਬੰਧਿਤ ਸਰੋਤ,தொடர்பில்லாத ஆதாரம்
ਪੂਰੀ ਰੋਸ਼ਨੀ,முழு வெளிச்சம்
ਫਲਾਪੀ,நெகிழ்
ਫਲਾਪੀ ਡਿਸਕ,நெகிழ் வட்டு
ਵਹਾਅ,ஓட்டம்
ਵਹਾਅ ਚਾਰਟ,ஓட்ட விளக்கப்படம்
ਗਰੇਡੀਐਂਟ ਚਿੱਤਰ,சாய்வு வரைபடம்
ਵਹਾਅ ਦੀ ਦਿਸ਼ਾ,ஓட்டம் திசை
ਵਹਾਅ ਲਾਈਨ,ஓட்ட வரி
ਫਲੋਮੀਟਰ,ஓட்டமானி
FLT U2 ਫਿਲਟਰ,FLT U2 வடிகட்டி
ਬਹੁਵਚਨ ਡਿਕੈ ਥਿਊਰਮ,பன்மை சிதைவு தேற்றம்
ਤਰਲ ਰਗੜ damping,திரவ உராய்வு தணிப்பு
ਤਰਲ ਮੰਜ਼ਿਲ,திரவ தளம்
ਫਲੋਰੋਸੈਂਸ ਪ੍ਰਭਾਵ ਟਿਊਬ,ஃப்ளோரசன்ஸ் விளைவு குழாய்
ਫਲੋਰੋਸੈਂਟ,ஃப்ளோரசன்ட்
ਉੱਡਣਾ,படபடப்பு
ਵਹਾਅ ਦੀ ਘਣਤਾ,ஃப்ளக்ஸ் அடர்த்தி
ਪ੍ਰਵਾਹ ਦਰਵਾਜ਼ਾ ਮੈਗਨੇਟੋਮੀਟਰ,ஃப்ளக்ஸ் கதவு காந்தமானி
ਵਹਾਅ ਬਾਈਡਿੰਗ,ஃப்ளக்ஸ் பிணைப்பு
"ਫਲਾਕਸ ਮੀਟਰ, ਫਲੈਕਸ ਮੀਟਰ","ஃப்ளக்ஸ் மீட்டர், ஃப்ளக்ஸ் மீட்டர்"
ਵਹਾਅ ਸੋਲਡਰ,ஃப்ளக்ஸ் சாலிடர்
ਵਿਰੋਧੀ ਸੱਟ,எதிர் காயம்
ਪ੍ਰਤੀਕਰਮ ਉੱਚ ਵੋਲਟੇਜ,எதிர்வினை உயர் மின்னழுத்தம்
ਉਲਟ ਕਰੰਟ ਟ੍ਰਾਂਸਫਾਰਮਰ,எதிர் மின்மாற்றி
ਸੰਚਵ ਪ੍ਰਭਾਵ,குவிப்பு விளைவு
ਬਾਰੰਬਾਰਤਾ ਮੋਡੂਲੇਸ਼ਨ ਡਿਜੀਟਲ ਡਿਟੈਕਟਰ,அதிர்வெண் பண்பேற்றம் டிஜிட்டல் டிடெக்டர்
ਫ੍ਰੀਕੁਐਂਸੀ ਮੋਡੂਲੇਸ਼ਨ ਪੀਕ ਡਿਟੈਕਟਰ,அதிர்வெண் மாடுலேஷன் பீக் டிடெக்டர்
ਲਿਫਾਫੇ ਵਾਲੀ ਮੋਡੂਲੇਸ਼ਨ ਆਰਟ ਐਡਿਡ ਲੂਪ ਡਿਟੈਕਟਰ,என்வலப் செய்யப்பட்ட மாடுலேஷன் ஆர்ட் சேர்க்கப்பட்ட லூப் டிடெக்டர்
ਐੱਫ.ਐੱਮ ਆਵਾਜ਼ ਦੀ ਬਾਰੰਬਾਰਤਾ ਟੈਲੀਗ੍ਰਾਫ,எப்.எம் குரல் அதிர்வெண் தந்தி
ਫੋਕਲ,குவிய
ਫੋਕਸ,கவனம்
ਫੋਕਸ ਕੈਮਰਾ,ஃபோகஸ் கேமரா
ਫੋਕਸ ਐਰਰ ਐਂਪਲੀਫਾਇਰ,கவனம் பிழை பெருக்கி
ਫੋਕਸ ਤਸਵੀਰ ਟਿਊਬ,கவனம் பட குழாய்
ਫੋਕਸ ਸਰਵੋ,ஃபோகஸ் சர்வோ
ਫੋਕਸ ਅਤੇ ਫਾਲੋ-ਅੱਪ,கவனம் மற்றும் பின்தொடர்தல்
ਫੋਕਸ ਕਰੋ ਅਤੇ ਸਰੀਰ ਦੀ ਪਾਲਣਾ ਕਰੋ,கவனம் மற்றும் உடல் பின்பற்ற
ਫੁਆਇਲ-ਕਿਸਮ ਗੇਜ,படலம்-வகை அளவீடு
ਪਹਿਲੀ ਦਰਾੜ,முதல் விரிசல்
ਫੋਲਡ ਬੈਕ ਵੋਲਟੇਜ ਲਿਮਿਟਰ,மீண்டும் மடி மின்னழுத்த வரம்பு
ਸਫੈਦ ਲਾਈਨ ਮੁੱਲ,வெள்ளை வரி மதிப்பு
ਮੌਜੂਦਾ ਲਿਮਿਟਰ ਨੂੰ ਪਿੱਛੇ ਮੋੜੋ,மின்னோட்ட வரம்பைத் திரும்ப மடக்கு
ਫੋਲਡ ਆਰਕੀਟੈਕਚਰ,மடிந்த கட்டிடக்கலை
ਫੋਲਡਡ ਡਾਈਪੋਲ,மடிந்த இருமுனையம்
ਫੋਲਡ ਡੋਪੋਲ,மடிந்த இருமுனையம்
ਫੋਲਡ ਐਲੀਮੈਂਟ,மடிந்த உறுப்பு
ਪਿੱਛੇ,பின்தங்கி
ਫੌਂਟ ਡਿਸਪਲੇਅ,எழுத்துரு காட்சி
ਭੋਜਨ ਪ੍ਰਿੰਟ,உணவு அச்சு
ਵਰਜਿਤ ਪਹਿਰੇਦਾਰ,தடை இசைக்குழு
ਵਰਜਿਤ ਊਰਜਾ ਪਾੜਾ,தடைசெய்யப்பட்ட ஆற்றல் இடைவெளி
ਰੋਕਿਆ ਜ਼ੋਨ,தடை செய்யப்பட்ட மண்டலம்
ਫੋਰਸ,படை
propulsive ਪਰਿਵਰਤਕ,உந்துதல் மாற்றி
ਵਿਦੇਸ਼ੀ ਵਸਤੂ,வெளிநாட்டு பொருள்
ਫਾਰਮ ਫੈਕਟਰ,வடிவம் காரணி
ਪੰਨਾ ਭਰੋ,பக்க நிரப்பு
ਰਸਮੀ ਤਰਕ,முறையான தர்க்கம்
ਫਾਰਮੈਟ ਨੰਬਰ,வடிவமைப்பு எண்
fortran,ஃபோர்ட்ரான்
ਅਚਾਨਕ ਵਿਗਾੜ,தற்செயலான சிதைவு
ਅੱਗੇ ਪੱਖਪਾਤ,முன்னோக்கி சார்பு
ਅੱਗੇ ਪੱਖਪਾਤ,முன்னோக்கி சார்பு
ਅੱਗੇ ਪੱਖਪਾਤ ਸੰਯੁਕਤ,முன்னோக்கி சார்பு கூட்டு
ਅੱਗੇ ਬਲਾਕਿੰਗ ਰਾਜ,முன்னோக்கி தடுக்கும் நிலை
ਅੱਗੇ ਬਰੇਕ ਵੋਲਟੇਜ,முன்னோக்கி முறிவு மின்னழுத்தம்
ਅੱਗੇ ਗਲਤੀ ਸੁਧਾਰ,முன்னோக்கி பிழை திருத்தம்
ਸਾਹਮਣੇ ਲੂਪ ਲਾਭ,முன் வளைய ஆதாயம்
ਸਾਹਮਣੇ ਸੜਕ ਲਾਭ,முன் சாலை ஆதாயம்
ਅੱਗੇ ਧਰੁਵੀਤਾ,முன்னோக்கி துருவமுனைப்பு
ਅੱਗੇ ਚਾਲਕਤਾ,முன்னோக்கி கடத்துத்திறன்
ਅੱਗੇ ਆਵਾਜਾਈ ਦਾ ਸਮਾਂ,முன்னோக்கி போக்குவரத்து நேரம்
ਫੋਸਟਰ ਸਿਲੀ ਵਿਵੇਕਰ,ஃபாஸ்டர் சில்லி விவேகர்
ਚੌਗੁਣਾ ਇੰਕੋਡਿੰਗ,நான்கு மடங்கு குறியாக்கம்
quadrupole,நான்குமுனை
ਚਤੁਰਭੁਜ ਡਿਜ਼ੀਟਲ ਸੰਚਾਰ,நாற்கர டிஜிட்டல் பரிமாற்றம்
ਚਤੁਰਭੁਜ ਨੈੱਟਵਰਕ,நாற்கர வலையமைப்பு
ਚਤੁਰਭੁਜ ਨੈੱਟਵਰਕ,குவாட்டர்னரி நெட்வொர்க்
ਕਵਾਡ ਟਿਊਬ ਕੈਮਰਾ,குவாட் டியூப் கேமரா
ਫੁਰੀਅਰ ਗੁਣਾਂਕ,ஃபோரியர் குணகம்
ਫੁਰੀਅਰ ਏਕੀਕਰਣ,ஃபோரியர் ஒருங்கிணைப்பு
ਫੁਰੀਅਰ ਉਲਟ,ஃபோரியர் தலைகீழ்
ਚਾਰੀਅਰ ਲੜੀ,நான்கு தொடர்
ਸੰਚਾਰ,பரவும் முறை
ਫੁਰੀਅਰ ਤ੍ਰਿਕੋਣਮਿਤੀ ਲੜੀ,ஃபோரியர் முக்கோணவியல் தொடர்
ਫੁਰੀਅਰ ਥਿਊਰਮ,ஃபோரியர் தேற்றம்
ਚਾਰ ਗੁਣਾ ਜੰਤਰ,நான்கு மடங்கு சாதனம்
ਚਤੁਰਭੁਜ ਡਾਇਓਡ,குவாட்டர்னரி டையோடு
ਮੋਬਾਈਲ ਪੁਆਇੰਟ ਪ੍ਰੋਸੈਸਰ,மொபைல் புள்ளி செயலி
ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ ਯੂਨਿਟ,மிதக்கும் புள்ளி அலகு
ਫਾਇਲ ਤਬਦੀਲੀ,கோப்பு மாற்று
ਅੰਸ਼ਿਕ ਗਲਤੀ,பகுதியளவு பிழை
ਅੰਤਰ ਸੰਚਾਰ,வேறுபட்ட பரிமாற்றம்
ਫਰੇਮ,சட்டகம்
ਫਰੇਮ ਬਫਰ ਚਿੱਪ,சட்ட இடையக சிப்
ਫਰੇਮ ਕੈਪਚਰ,சட்ட பிடிப்பு
ਫਰੇਮ ਪਾਸਵਰਡ,சட்ட கடவுச்சொல்
ਫਰੇਮ ਫਾਰਮੈਟ,சட்ட வடிவம்
ਫਰੇਮ ਬਾਰੰਬਾਰਤਾ,சட்ட அதிர்வெண்
ਫਰੇਮ ਜ਼ਮੀਨ,சட்ட நிலம்
ਫਰੇਮ ਸਮਕਾਲੀ ਬਿੰਦੂ,சட்ட ஒத்திசைவு புள்ளிகள்
ਫਰੇਮ ਸਮਕਾਲੀਕਰਨ,சட்ட ஒத்திசைவு
ਫਰੇਮ ਸਮਕਾਲੀ ਸਿਗਨਲ,சட்ட ஒத்திசைவான சமிக்ஞை
ਫਰੈਂਕ ਕੋਡ,வெளிப்படையான குறியீடு
ਮੁਫ਼ਤ ਇਲੈਕਟ੍ਰੋਨ,இலவச எலக்ட்ரான்கள்
ਮੁਫ਼ਤ ਜ਼ੋਨ,இலவச மண்டலம்
ਮੁਫ਼ਤ ਮੂਵਿੰਗ ਔਸਿਲੇਟਰ,இலவச நகரும் ஆஸிலேட்டர்
ਖਾਲੀ ਸਪੇਸਿੰਗ ਰੁਕਾਵਟ,இலவச இடைவெளி மின்மறுப்பு
ਖਾਲੀ ਸਪੇਸਿੰਗ,இலவச இடைவெளி
ਮੁਫਤ ਮੂਵਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,இலவச நகரும் மல்டிவிபிரேட்டர்
ਬਾਰੰਬਾਰਤਾ,அதிர்வெண்
ਬਾਰੰਬਾਰਤਾ,அதிர்வெண்
ਬਾਰੰਬਾਰਤਾ,அதிர்வெண்
ਬਾਰੰਬਾਰਤਾ,அதிர்வெண்
ਬਾਰੰਬਾਰਤਾ ਨਾਲ ਜੁੜਿਆ ਚੈਨਲ,அதிர்வெண் இணைக்கப்பட்ட சேனல்
ਬਾਰੰਬਾਰਤਾ ਅਸਾਈਨਮੈਂਟ,அதிர்வெண் ஒதுக்கீடு
ਬਾਰੰਬਾਰਤਾ ਬੈਂਡ,அலைவரிசை
ਬਾਰੰਬਾਰਤਾ ਕਨਵਰਟਰ,அதிர்வெண் மாற்றி
ਬਾਰੰਬਾਰਤਾ ਮੁਆਵਜ਼ਾ,அதிர்வெண் இழப்பீடு
ਬਾਰੰਬਾਰਤਾ ਮੁਆਵਜ਼ਾ,அதிர்வெண் இழப்பீடு
ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਿਤ ਔਸਿਲੇਟਰ,அதிர்வெண் கட்டுப்படுத்தப்பட்ட ஆஸிலேட்டர்
ਬਾਰੰਬਾਰਤਾ ਤਬਦੀਲੀ,அதிர்வெண் மாற்றம்
ਬਾਰੰਬਾਰਤਾ ਮੋਡੂਲੇਸ਼ਨ,அதிர்வெண் பண்பேற்றம்
ਬਾਰੰਬਾਰਤਾ ਖੋਜੀ,அதிர்வெண் கண்டறிதல்
ਬਾਰੰਬਾਰਤਾ ਭਟਕਣਾ,அதிர்வெண் விலகல்
ਬਾਰੰਬਾਰਤਾ ਭਟਕਣਾ,அதிர்வெண் விலகல்
ਬਾਰੰਬਾਰਤਾ ਅੰਤਰ,அதிர்வெண் வேறுபாடு
ਬਾਰੰਬਾਰਤਾ ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ,அதிர்வெண் பாகுபடுத்துபவர்
ਬਾਰੰਬਾਰਤਾ ਵਿਗਾੜ,அதிர்வெண் சிதைவு
ਬਾਰੰਬਾਰਤਾ ਪਰਿਵਰਤਨ,அதிர்வெண் மாறுபாடு
ਬਾਰੰਬਾਰਤਾ ਵੱਖ ਕਰਨ ਵਾਲਾ,அதிர்வெண் பிரிப்பான்
ਮਲਟੀਪਲੈਕਸਰ ਫ੍ਰੀਕੁਐਂਸੀ ਡਿਵੀਜ਼ਨ,மல்டிபிளெக்சர் அதிர்வெண் பிரிவு
ਬਾਰੰਬਾਰਤਾ ਡਬਲਰ,அதிர்வெண் இரட்டிப்பாகிறது
ਬਾਰੰਬਾਰਤਾ ਸਵਿਚਿੰਗ,அதிர்வெண் மாறுதல்
ਬਾਰੰਬਾਰਤਾ ਪੈਦਾ,அதிர்வெண் உருவாக்கம்
ਬਾਰੰਬਾਰਤਾ ਨਿਰਭਰ ਐਂਟੀਨਾ,அதிர்வெண் சார்ந்த ஆண்டெனா
ਬਾਰੰਬਾਰਤਾ ਇੰਟਰਫੇਸ,அதிர்வெண் இடைமுகம்
ਬਾਰੰਬਾਰਤਾ ਦਖਲਅੰਦਾਜ਼ੀ,அதிர்வெண் குறுக்கீடு
ਵਾਰਵਾਰਤਾ ਉਲਟ,அதிர்வெண் தலைகீழ்
ਬਾਰੰਬਾਰਤਾ ਮੋਡੂਲੇਸ਼ਨ,அதிர்வெண் பண்பேற்றம்
ਬਾਰੰਬਾਰਤਾ ਮੋਡੂਲੇਸ਼ਨ ਸੂਚਕਾਂਕ,அதிர்வெண் பண்பேற்றம் குறியீடு
ਬਾਰੰਬਾਰਤਾ ਮੋਡੀਊਲੇਟਰ,அதிர்வெண் மாடுலேட்டர்
ਬਾਰੰਬਾਰਤਾ ਤੰਗ ਬੈਂਡ,அதிர்வெண் குறுகிய இசைக்குழு
ਬਾਰੰਬਾਰਤਾ ਸ਼ੋਰ,அதிர்வெண் இரைச்சல்
ਬਾਰੰਬਾਰਤਾ ਸੀਮਾ,அதிர்வெண் வரம்பு
ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਤੀਕਿਰਿਆ ਮਾਡਿਊਲੇਟਰ,அதிர்வெண் எதிர்வினை மாடுலேட்டர்
ਬਾਰੰਬਾਰਤਾ ਹਵਾਲਾ,அதிர்வெண் குறிப்பு
ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,அதிர்வெண் பதில்
ਬਾਰੰਬਾਰਤਾ ਗਰੇਡਿੰਗ,அதிர்வெண் தரப்படுத்தல்
ਬਾਰੰਬਾਰਤਾ ਆਵਾਜ਼ ਸਰਕਟ,அதிர்வெண் ஒலி சுற்று
ਬਾਰੰਬਾਰਤਾ ਸਪੈਕਟ੍ਰਮ,அதிர்வெண் நிறமாலை
ਬਾਰੰਬਾਰਤਾ ਸਥਿਰਤਾ,அதிர்வெண் நிலைத்தன்மை
ਬਾਰੰਬਾਰਤਾ ਮਿਆਰੀ,அதிர்வெண் தரநிலை
ਬਾਰੰਬਾਰਤਾ ਨੁਕਸ,அதிர்வெண் தவறு
ਬਾਰੰਬਾਰਤਾ ਸੰਸਲੇਸ਼ਣ,அதிர்வெண் தொகுப்பு
ਬਾਰੰਬਾਰਤਾ ਸੰਸਲੇਸ਼ਣ,அதிர்வெண் தொகுப்பு
ਬਾਰੰਬਾਰਤਾ ਸਿੰਥੇਸਾਈਜ਼ਡ ਟਿਊਨਿੰਗ,அதிர்வெண் தொகுக்கப்பட்ட டியூனிங்
ਬਾਰੰਬਾਰਤਾ ਵੋਲਟੇਜ ਤਬਦੀਲੀ,அதிர்வெண் மின்னழுத்த மாற்றம்
ਵੋਲਟੇਜ ਕਨਵਰਟਰ ਦੀ ਬਾਰੰਬਾਰਤਾ,மின்னழுத்த மாற்றிக்கு அதிர்வெண்
ਬਾਰੰਬਾਰਤਾ-ਵੋਲਟੇਜ ਕਨਵਰਟਰ,அதிர்வெண்-மின்னழுத்த மாற்றி
ਬਾਰੰਬਾਰਤਾ-ਵੋਲਟੇਜ ਕਨਵਰਟਰ,அதிர்வெண்-மின்னழுத்த மாற்றி
ਬਾਰੰਬਾਰਤਾ ਬੇਅਰਿੰਗ,அதிர்வெண் தாங்கி
ਬਾਰੰਬਾਰਤਾ ਟ੍ਰਾਂਸਫਰ,அதிர்வெண் பரிமாற்றம்
ਬਾਰੰਬਾਰਤਾ ਸੰਚਾਰ,அதிர்வெண் பரிமாற்றம்
ਬਾਰੰਬਾਰਤਾ ਟਿਊਨਰ,அதிர்வெண் ட்யூனர்
ਵੈਕਟਰ ਮੋਡਿਊਲੇਟਰ,எழுத்து மாடுலேட்டர்
ਬਾਰੰਬਾਰਤਾ ਚੌੜਾ ਬੈਂਡ,அதிர்வெண் பரந்த இசைக்குழு
ਫਰੈਸਨੇਲ ਡਿਗਰੇਡੇਸ਼ਨ ਬਾਰੰਬਾਰਤਾ,ஃப்ரெஸ்னல் சிதைவு அதிர்வெண்
ਰਗੜ ਗਲਤੀ,உராய்வு பிழை
ਸਰਕਲ ਅੱਖਰ,வட்ட பாத்திரம்
ਸਾਹਮਣੇ ਬੋਰਡ ਕੰਟਰੋਲ,முன் பலகை கட்டுப்பாடு
ਸਾਹਮਣੇ ਦਲਾਨ,முன் தாழ்வாரம்
ਠੰਡ ਬਿੰਦੂ ਹਾਈਗਰੋਮੀਟਰ,பனி புள்ளி ஹைக்ரோமீட்டர்
ਫਾਇਲ ਸਟੋਰੇਜ਼,கோப்பு சேமிப்பு
ਫੂ ਮੰਚੂ ਵਾਇਰਸ,ஃபூ மஞ்சு வைரஸ்
