Kannada,Gujarati
"ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್","નળાકાર, સિલિન્ડર, નળાકાર, સિલિન્ડર"
ಸಿಲಿಂಡರ್ ಪುಟ,સિલિન્ડર પૃષ્ઠ
"ಶೂನ್ಯ, ಸೈಫರ್","શૂન્ય, સાઇફર"
ಡಿಲ್ಬರ್ಟ್ನ ಸಿದ್ಧಾಂತ,ડિલ્બર્ટનો સિદ્ધાંત
ಸರಳ ಹಾರ್ಮೋನಿಕ್ ಚಲನೆಯನ್ನು ತೇವಗೊಳಿಸಿತು,ભીની સરળ હાર્મોનિક ગતિ
ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ,સતત ભીનાશ
"ದತ್, ಉಪತ್ತಾ, ಡೇಟಾ, ಟ್ರಸ್ಟ್","દત્ત, ઉપત્તા, ડેટા, ટ્રસ્ટ"
ದತ್ ಕೈಗೊಂಡಿದ್ದಾರೆ,દત્ત ઉપક્રમ
ವಿಶ್ವಾಸಾರ್ಹ ಸಂಪನ್ಮೂಲ ವ್ಯವಸ್ಥೆ,સંસાધન સિસ્ટમ પર વિશ્વાસ કરો
ಡೇಟಾ ಪ್ರೊಸೆಸರ್,ડેટા પ્રોસેસર
ಮಾಹಿತಿಯ ಕಾಗದ,ડેટા શીટ
ದಶಭುಜ,દશકોણ
ಡೆಕಾಗ್ರಾಮ್,ડેકગ્રામ
ಡೆಕಾಮೀಟರ್,ડેકેમીટર
ಕೊಳೆತ ಸೂಚ್ಯಂಕ,સડો સૂચકાંક
ಕೊಳೆತ ವಕ್ರರೇಖೆ,સડો વળાંક
ಸೊಗಸಾದ ಕಾರ್ಯ,ભવ્ય કાર્ય
ದೇಸಿಗ್ರಾಮ್,દેશીગ્રામ
ದಶಮಾಂಶ,દશાંશ
"ದಶಮಾಂಶ, ದಶಮಾಂಶ","દશાંશ, દશાંશ"
ದಶಮಾಂಶ ಕೋಡ್,દશાંશ કોડ
ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ,દશાંશ કોડેડ અંક
ದಶಮಾಂಶ ವಿಸ್ತರಣೆ,દશાંશ વિસ્તરણ
ದಶಮಾಂಶ ಭಾಗ,દશાંશ અપૂર્ણાંક
ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ,દશાંશ સંકેત સિસ્ટમ
ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ,દશાંશ સંકેત સિસ્ટમ
ದಶಮಾಂಶ ಬಿಂದು,દશાંશ બિંદુ
ದಶಮಾಂಶ ಪ್ರಮಾಣ,દશાંશ સ્કેલ
ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,દશાંશ સિસ્ટમ
ಡೆಸಿಮೀಟರ್,ડેસીમીટર
ಎನ್ಕೋಡಿಂಗ್,એન્કોડિંગ
ನಿರ್ಧಾರ ಮಾದರಿ,નિર્ણય મોડલ
ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ,નિર્ણય સિદ્ધાંત
ನಿರ್ಧಾರ ವೇರಿಯಬಲ್,નિર્ણય ચલ
"ಡಿಕೋಡರ್, ಡಿಕೋಡರ್","ડીકોડર, ડીકોડર"
"ಎನ್ಕೋಡಿಂಗ್, ಡಿಕೋಡಿಂಗ್","એન્કોડિંગ, ડીકોડિંગ"
ಬೇರ್ಪಡಿಸಬಹುದಾದ ಸೆಟ್,અલગ કરી શકાય તેવો સમૂહ
ಕಡಿಮೆಯಾಗುತ್ತಿದೆ,ઘટતું
ಕ್ಷೀಣಿಸುವ ಕಾರ್ಯ,ઘટતું કાર્ય
ಡೆಡೆಕಿಂಡ್-ಕಟ್,Dedekind-કટ
ಡೆಡೆಕಿಂಡ್-ಪ್ರಮೇಯ,ડેડકાઇન્ડ-પ્રમેય
ಸಂಯೋಜಿಸಲು,સમાવિષ્ટ કરવું
ಕಾರ್ಪೊರೇಟ್ ಅಭ್ಯಾಸ,કોર્પોરેટ પ્રેક્ટિસ
ತಪ್ಪು,ખોટું
ವ್ಯಾಖ್ಯಾನ ಸಮೀಕರಣ,વ્યાખ્યાત્મક સમીકરણ
ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ,ચોક્કસ અભિન્ન
ಸ್ಥಿರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,નિશ્ચિત મેટ્રિક્સ
"ವ್ಯಾಖ್ಯಾನ, ಸ್ಪಷ್ಟತೆ, ಖಚಿತತೆ","વ્યાખ્યા, સ્પષ્ટતા, નિશ્ચિતતા"
ವಿರೂಪ ಕರ್ವ್,વિરૂપતા વળાંક
ವಿಕೃತ ಪುಟ,વિકૃત પૃષ્ઠ
"ದುರಾಚಾರ, ದುರಾಚಾರ","વ્યભિચાર, બદનામી"
ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ನಿಖರತೆ,પરિવહન સમસ્યાઓમાં અસ્પષ્ટતા
"ಪದವಿ, ಪದವಿ, ಶಕ್ತಿ, ಪದವಿ, ಪ್ರಮಾಣ, ಪ್ರಮಾಣ, ಪದವಿ","ડિગ્રી, ડિગ્રી, ડિગ્રી, ડિગ્રી, જથ્થો, તીવ્રતા, ડિગ્રી"
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣದ ಶಕ್ತಿ,વિભેદક સમીકરણની શક્તિ
"ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ, ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ","સ્વતંત્રતાની ડિગ્રી, સ્વતંત્રતાની ડિગ્રી"
ಬಹುಪದದ ಶಕ್ತಿ,બહુપદીની શક્તિ
ಪರಿವಾರವನ್ನು ಹೊರಹಾಕಿದರು,હાંકી કાઢવામાં આવેલ ટોળકી
ಡೆಲ್ಟಾ ಕಾರ್ಯ,ડેલ્ટા કાર્ય
ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ,માંગ અને ઉપયોગિતા વળાંક
ಬೇಡಿಕೆ ಸಮೀಕರಣ,માંગ સમીકરણ
ಬೇಡಿಕೆ ಕಾರ್ಯ,માંગ કાર્ય
ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನಗಳು,વસ્તી વિષયક અભ્યાસ
ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ,વસ્તી વિષયક
ಮೊವರ್ ಪ್ರಮೇಯ,મોવર પ્રમેય
"ಪ್ರದರ್ಶಿಸಲು, ಸಾಕ್ಷ್ಯ ನೀಡಲು, ಪ್ರದರ್ಶಿಸಲು","દર્શાવવું, સાક્ષી આપવી, દર્શાવવું"
"ಪ್ರಾತಿನಿಧ್ಯ, ಪುರಾವೆ, ಪ್ರದರ್ಶನ, ಪ್ರದರ್ಶನ","રજૂઆત, પુરાવો, પ્રદર્શન, પ્રદર્શન"
ಪ್ರಾತಿನಿಧ್ಯ ಜ್ಯಾಮಿತಿ,પ્રતિનિધિત્વ ભૂમિતિ
ಪ್ರತಿ,દરેક
ದಟ್ಟವಾದ ಸಮುಚ್ಚಯ,ગાઢ એકંદર
"ಸಾಂದ್ರತೆ, ಸಾಂದ್ರತೆ","ઘનતા, ઘનતા"
ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್,ગણવાયોગ્ય સમૂહ
ಆರೋಹಣ ಸ್ಥಿರ,ચડતી સ્થિર
ಅವಲಂಬಿತ ಘಟನೆ,આશ્રિત ઘટના
ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,આશ્રિત રેન્ડમ ચલ
ಅವಲಂಬಿತ ವೇರಿಯಬಲ್,આશ્રિત ચલ
ಅವಲಂಬಿತ ವೇರಿಯಬಲ್,આશ્રિત ચલ
ಖಿನ್ನತೆಯ ಕೋನ,હતાશાનો કોણ
"ವ್ಯುತ್ಪನ್ನ, ವ್ಯುತ್ಪನ್ನ, ವ್ಯತ್ಯಾಸ","વ્યુત્પન્ન, વ્યુત્પન્ન, તફાવત"
"ವ್ಯುತ್ಪನ್ನ, ವ್ಯುತ್ಪನ್ನ","વ્યુત્પન્ન, વ્યુત્પન્ન"
ಪಡೆದ ಶ್ರೇಣಿ,વ્યુત્પન્ન શ્રેણી
ಪಡೆದ ಸೆಟ್,મેળવેલ સમૂહ
"ಅವರೋಹಣ, ಅವರೋಹಣ","ઉતરતા, ઉતરતા"
ಅವರೋಹಣ ಕ್ರಮ,ઉતરતા ક્રમમાં
ಅವರೋಹಣ ಶ್ರೇಣಿ,ઉતરતી શ્રેણી
ಪ್ರಕ್ಷೇಪಕ ಜ್ಯಾಮಿತಿ,પ્રોજેક્ટિવ ભૂમિતિ
ವಿವರಣಾತ್ಮಕ ಮಾದರಿ,વર્ણનાત્મક મોડેલ
ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು,વર્ણનાત્મક આંકડા
"ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಕ್ಕೆ (ಸಂ.), ವಿನ್ಯಾಸಕ್ಕೆ, ವಿನ್ಯಾಸಕ್ಕೆ (ಎನ್.)","ડિઝાઇન કરવી, ડિઝાઇન કરવી, ડિઝાઇન કરવી (ed.), ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.)"
ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ,પ્રયોગની ડિઝાઇન
ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ડેસ્ક કેલ્ક્યુલેટર
"ಗುರುತಿಸುವಿಕೆ, ಪತ್ತೆ","ઓળખ, શોધ"
"ನಿರ್ಣಾಯಕ, ನಿರ್ಣಾಯಕ, ನಿರ್ಣಾಯಕ","નિર્ધારક, નિર્ધારક, નિર્ધારક"
ನಿರ್ಣಾಯಕ ಕ್ರಮ,નિર્ણાયક ક્રમ
ನಿರ್ಧರಿಸಲು,નક્કી કરવા માટે
ನಿರ್ಣಾಯಕ ಮಾದರಿ,નિર્ધારિત મોડેલ
ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ,નિર્ણાયક સમસ્યા
ವಿಚಲನ,વિચલન
ವಿಚಲನ ಗುಣಾಂಕ,વિચલન ગુણાંક
ಬೈನರಿ ಸಿಸ್ಟಮ್,દ્વિસંગી સિસ્ટમ
"ಕರ್ಣ ಹೈಪೊಟೆನ್ಯೂಸ್,",વિકર્ણ કર્ણ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಕರ್ಣೀಕರಣ,મેટ્રિક્સ કર્ણકરણ
"ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್","વિકર્ણ મેટ્રિક્સ, વિકર્ણ મેટ્રિક્સ"
ಕರ್ಣೀಯ ಸಮಾನತೆ,કર્ણ સમાનતા
ರೇಖಾಚಿತ್ರ,રેખાકૃતિ
ರೇಖಾಚಿತ್ರ ವಿಧಾನ,ચિત્રકામ પદ્ધતિ
ಚಿತ್ರಾತ್ಮಕ ಪ್ರಾತಿನಿಧ್ಯ,ગ્રાફિકલ રજૂઆત
ವ್ಯಾಸ,વ્યાસ
ಸೆಟ್ ವ್ಯಾಸ,વ્યાસ સેટ કરો
ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ,ડાયમેટ્રિકલી વિરુદ્ધ
"ಕ್ರಾಸ್ ಫೈರ್, ದಾಳ ಎಸೆಯಿರಿ","ક્રોસફાયર, ડાઇસ ફેંકો"
ಉಭಯಚರ ವರ್ಗೀಕರಣ,ઉભયજીવી વર્ગીકરણ
"ಕವಲೊಡೆಯುವಿಕೆ, ಅರ್ಧ","વિભાજન, અડધું"
ನಿಘಂಟು,શબ્દકોશ
ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ,વિભેદક કલન
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,વિભેદક સમીકરણ
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,વિભેદક સૂત્ર
ಭೇದಾತ್ಮಕ ವಿಧಾನ,વિભેદક પદ્ધતિ
ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ,સેટનો તફાવત
ಭಿನ್ನವಾಗಬಲ್ಲ,વિભેદક
ಡಿಫರೆನ್ಷಿಯಲ್ ಕರ್ವ್,વિભેદક વળાંક
ಭೇದಾತ್ಮಕ ಕಾರ್ಯ,વિભેદક કાર્ય
"ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಇಂಟರ್ಟ್ರಿಯಲ್, ಇಂಟರಾಜೆನ್ಸಿ, ಡಿಫರೆನ್ಷಿಯಲ್","વિભેદક, વિભેદક, વિભેદક, આંતરપ્રાપ્તિ, આંતરવ્યક્તિ, વિભેદક"
ಭೇದಾತ್ಮಕ ಗಣಿತ,વિભેદક ગણિત
ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ,વિભેદક ગુણાંક
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,વિભેદક સમીકરણ
ಭೇದಾತ್ಮಕ ಘರ್ಷಣೆ,વિભેદક અથડામણ
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,વિભેદક સૂત્ર
ಭೇದಾತ್ಮಕ ಕಾರ್ಯ,વિભેદક કાર્ય
ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,વિભેદક ભૂમિતિ
ಹೆಚ್ಚಿನ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ,ઉચ્ચ ઓર્ડર તફાવત
ಭೇದಾತ್ಮಕ ವಿಭಾಗ,વિભેદક સેગમેન્ટ
ಪ್ರತ್ಯೇಕಿಸಿ,તફાવત કરવો
"ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ","ભેદભાવ, ભેદભાવ"
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,વિભેદક સૂત્ર
ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ,વેક્ટરનો તફાવત
"ಪ್ರಸರಣ, ಪ್ರಸರಣ","પ્રસરણ, પ્રસરણ"
"ಅಂಕಿ, ವಜ್ರ, ಬೆರಳು","અંક, મુદ્રા, આંગળી"
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,ડિજિટલ કમ્પ્યુટર
ಆಂಕಿ ದತ್,અંકી દત્ત
"ವಿಸ್ತಾರ, ಅಗಲ, ಆಯಾಮ, ಶಕ್ತಿ","હદ, પહોળાઈ, પરિમાણ, શક્તિ"
ಆಯಾಮ,પરિમાણ
ಆಯಾಮವಿಲ್ಲದ,પરિમાણહીન
ಸಮೀಕರಣದ ಆಯಾಮ,સમીકરણ પરિમાણ
ಡಯೋಫಾಂಟಸ್ ಸಮೀಕರಣ,ડાયોફન્ટસનું સમીકરણ
ಪತನದ ಕೋನ,પતનનો કોણ
ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು,દ્વિધ્રુવ કોઓર્ડિનેટ્સ
ದ್ವಿಧ್ರುವಿ,દ્વિધ્રુવ
ಬೈಪಿರಮಿಡ್,બાયપીરામિડ
ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ,ડીરાક ડેલ્ટા કાર્ય
ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ,સામાન્ય સ્પર્શક
ಬಲ ಕೋನ,જમણો ખૂણો
ನೇರ ಲೈನ್,સીધી રેખા
ಬಾಹ್ಯಾಕಾಶ ಉತ್ಪನ್ನ,જગ્યા વ્યુત્પન્ન
"ಡಿಕೋಸಿನ್, ಡಿಕೋ-ಕೊಸೈನ್","ડીકોસિન, ડીકો-કોસાઇન"
ಗರಿಷ್ಠ ದಿಕ್ಕಿನಲ್ಲಿ,મહત્તમ દિશા
ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ,પ્રક્ષેપણ દિશા
ದಿಕ್ಕಿನ ಅನುಪಾತ,દિશા ગુણોત્તર
ನಿಯಂತ್ರಕ ವೃತ್ತ,નિયમનકારી વર્તુળ
ನಿಯಂತ್ರಕ ವೃತ್ತ,નિયમનકાર વર્તુળ
ಅನುಲೋಮಾ ಉತ್ಪನ್ನ,અનુલોમા ઉત્પાદન
"ನೇರ ಪುರಾವೆ, ನೇರ ಪುರಾವೆ","સીધો પુરાવો, સીધો પુરાવો"
ಅನುಕ್ರಮ ಅನುಪಾತ,અનુક્રમિક ગુણોત્તર
ವಿಧಿ,નિયતિ
ಅನುಲೋಮ ಮೊತ್ತ,અનુલોમા સરવાળો
ಬೇರ್ಪಟ್ಟ ಸೆಟ್,અસંબંધિત સમૂહ
"ಸ್ಥಗಿತ, ಸ್ಥಗಿತ, ವಿರಾಮ","નિરંતરતા, નિરંતરતા, વિરામ"
ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ,વ્યુત્પન્નતાની વિરામ
ಮೊದಲ ವಿಧದ ಸ್ಥಗಿತ,પ્રથમ પ્રકારનું વિરામ
ಎರಡನೇ ವಿಧದ ಸ್ಥಗಿತ,બીજા પ્રકારનું વિરામ
ನಿರಂತರ ವಿತರಣೆ,અવ્યવસ્થિત વિતરણ
ನಿರಂತರ ಕಾರ್ಯ,અવ્યવસ્થિત કાર્ય
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,અવ્યવસ્થિત તફાવત
ಕಣಗಳು,રજકણ
ನಿರಂತರ ವಿತರಣೆ,અવ્યવસ્થિત વિતરણ
ನಿರಂತರ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ,અસંતુલિત સંભાવના વિતરણ
ನಿರಂತರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,અવ્યવસ્થિત રેન્ડમ ચલ
ನಿರಂತರ ಮಾದರಿ ಜಾಗ,અવિરત નમૂના જગ્યા
ಪ್ರತ್ಯೇಕವಾದ ಒಟ್ಟು,અલગ એકંદર
ಪ್ರತ್ಯೇಕ ಜನಸಂಖ್ಯೆ,અલગ વસ્તી
ಪ್ರತ್ಯೇಕ ರಾಜ್ಯ,અલગ રાજ્ય
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,અવ્યવસ્થિત તફાવત
ವಿತರಣಾ ತೆರಿಗೆ,વિતરણ કર
ತಾರತಮ್ಯದ ವಿಶ್ಲೇಷಣೆ,ભેદભાવપૂર્ણ વિશ્લેષણ
ಬೇರ್ಪಟ್ಟ,અસંબંધિત
ಅಸಂಬದ್ಧ ಘಟನೆ,અસંબદ્ધ ઘટના
ಬೇರ್ಪಟ್ಟ ಸೆಟ್,અસંબંધિત સમૂહ
ಅಸಂಯೋಜಿತ ಅಳವಡಿಕೆ,અસંબંધિત નિવેશ
"ವಿಂಗಡಣೆ, ತರ್ಕಬದ್ಧ ಮೊತ್ತ","વિભાજન, તર્કસંગત સરવાળો"
"ಪ್ರಸರಣ, ಚದುರುವಿಕೆ","વિખેરવું, વિખેરવું"
ಪ್ರಸರಣ ಚಾರ್ಟ್,વિક્ષેપ ચાર્ટ
ಪ್ರಸರಣ ಸೂಚ್ಯಂಕ,વિક્ષેપ સૂચકાંક
ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ,વિક્ષેપ રેખાકૃતિ
ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್,વિક્ષેપ મેટ્રિક્સ
ಸ್ಥಳಾಂತರ,વિસ્થાપન
ಪ್ರದರ್ಶನ,પ્રદર્શન
ಕನ್ಸೋಲ್,કન્સોલ
"ಅಸಮ, ಅಸಮ","અસમાન, અસમાન"
ಚದುರಿಸುವ ಶಕ್ತಿ,વિસર્જન બળ
ದೂರ ಕಾರ್ಯ,અંતર કાર્ય
ದೂರ ಮಾಡ್ಯುಲಸ್,અંતર મોડ્યુલસ
ವಿತರಕವಲ್ಲದ,બિન-વિતરણકારક
"ವಿತರಣಾ ನಿಯಮ, ವಿತರಣಾ ನಿಯಮ","વિતરણ નિયમ, વિતરણ નિયમ"
"ಚದುರಿಸಲು, ವಿಸರ್ಜಿಸಲು","વિખેરી નાખવું, વિખેરી નાખવું"
"ಭಿನ್ನತೆ, ಭಿನ್ನತೆ, ಭಿನ್ನತೆ","ભિન્નતા, ભિન્નતા, ભિન્નતા"
ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ,વિચલન પ્રમેય
ವಿಭಿನ್ನ,જુદીજુદી
ವಿಭಿನ್ನ ಶ್ರೇಣಿ,અલગ શ્રેણી
ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ,વિભાજિત તફાવત
"ವಿಭಜನೆ, ವಿಭಜನೆ","વિભાજ્યતા, વિભાજ્યતા"
"ಭಾಗಿಸಬಹುದಾದ, ಭಾಗಿಸಬಹುದಾದ","વિભાજ્ય, વિભાજ્ય"
"ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ","વિભાજન, વિભાજન, વિભાજન"
ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್,વિભાજન અલ્ગોરિધમ
ವಿಭಜಿತ ಉಂಗುರ,વિભાજિત રિંગ
ಚತುರ್ಭುಜ,ચતુર્ભુજ
ದಶಭುಜ,દશકોણ
"ಡೊಮೇನ್, ಡೊಮೇನ್, ಪ್ರಾಂತ್ಯ, ಪ್ರದೇಶ","ડોમેન, ડોમેન, પ્રાંત, પ્રદેશ"
ಕಾರ್ಯದ ಡೊಮೇನ್,કાર્યનું ડોમેન
ವ್ಯಾಖ್ಯಾನ-ಪ್ರಾಂತ್ಯ,વ્યાખ્યા-પ્રાંત
ಅಸ್ತಿತ್ವದ ಸ್ಥಿತಿ,અસ્તિત્વની સ્થિતિ
ಅತಿಕ್ರಮಿಸುವ ಸಾಧನ,ઓવરરાઇડિંગ ઉપકરણ
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,ડોપ્લર અસર
"ಪಾಯಿಂಟ್ ಉತ್ಪನ್ನ, ಸ್ಕೇಲಾರ್ ಉತ್ಪನ್ನ","બિંદુ ઉત્પાદન, સ્કેલર ઉત્પાદન"
ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ,ડોટેડ વળાંક
ಡ್ಯುಯಲ್ ಡಿಫರೆನ್ಷಿಯಲ್,બેવડા તફાવત
ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ,ડબલ ઘાતાંકીય વિતરણ
ಡಬಲ್ ಕಾಯಿಲ್,ડબલ કોઇલ
ಬೈನರಿ ಅವಿಭಾಜ್ಯ,દ્વિસંગી અભિન્ન
ಬೈನರಿ ಏಕೀಕರಣ,દ્વિસંગી એકીકરણ
ಎರಡು ಮಿತಿ,ડબલ મર્યાદા
ಎರಡು ಮಾದರಿ ಈವೆಂಟ್,ડબલ સેમ્પલિંગ ઇવેન્ટ
ಎರಡು ಅನುಕ್ರಮ,ડબલ ક્રમ
ಡಬಲ್ ಸರಣಿ,ડબલ શ્રેણી
ಎರಡು-ಲಗತ್ತಿಸಲಾದ ಸಂಕೇತ,ડબલ-જોડાયેલ નોટેશન
ಎರಡು ಸಂಕಲನ,ડબલ સંકલન
ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ,નીચે તરફ પ્રવેગક
ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ,નીચે તરફનું વિસ્થાપન
ಕೆಳಮುಖ ಚಲನೆ,નીચેની ગતિ
ಕೆಳಮುಖ ವೇಗ,નીચે તરફનો વેગ
ಎಳೆತ,ટ્રેક્શન
ಎಳೆತ ಬಲ,ટ્રેક્શન બળ
"ಉಭಯ ದ್ವಂದ್ವತೆ,",બેવડી દ્વૈતતા
ಡ್ಯುಯಲ್ ಬೇಸ್,ડ્યુઅલ બેઝ
ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ,દ્વિ આંતરિક ઉત્પાદન
ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
"ಎರಡು ಕಾರ್ಯಾಚರಣೆ, ಎರಡು ಕಾರ್ಯಾಚರಣೆ","ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન"
ಉಭಯ ಸಮಸ್ಯೆ,બેવડી સમસ્યા
ಡ್ಯುಯಲ್ ಸಿಂಗಲ್ ಅಲ್ಗಾರಿದಮ್,ડ્યુઅલ સિંગલ અલ્ગોરિધમ
ಎರಡು ಏಕ ವಿಧಾನ,ડ્યુઅલ સિંગલ પદ્ધતિ
ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್,બેવડી જગ્યા
ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್,દ્વિ ચલ
ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್,ડ્યુઅલ વેક્ટર જગ્યા
ಮೂಕ ಸೂಚ್ಯಂಕ,મૌન અનુક્રમણિકા
ಮೂಕ ಅಡಿಟಿಪ್ಪಣಿ,મૌન ફૂટર
ಮೌನ ಒಪ್ಪಂದ,મૌન કરાર
ಮೂಕ ವೇರಿಯಬಲ್,શાંત ચલ
ನಕಲು,ડુપ્લિકેશન
ಕ್ರಿಯಾತ್ಮಕ,ગતિશીલ
ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ,ગતિશીલ સિસ્ટમ
ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ,ગતિશીલ માંગ કાર્ય
ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ,ગતિશીલ મોડેલ
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ગતિશીલ પ્રોગ્રામિંગ
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರಗಳು,ગતિશીલ પ્રોગ્રામિંગ તકનીકો
"ಡೈನಾಮಿಕ್ಸ್, ಡೈನಾಮಿಕ್ಸ್","ગતિશીલતા, ગતિશીલતા"
ಕಣದ ಡೈನಾಮಿಕ್ಸ್,કણ ગતિશીલતા
ಕಠಿಣ ದೇಹದ ಡೈನಾಮಿಕ್ಸ್,સખત શરીરની ગતિશીલતા
"ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿಯ ಸಂಪರ್ಕ (ver.)","પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી સંપર્ક (ver.)"
ಭೂಕಂಪದ ತೀವ್ರತೆ,ભૂકંપની તીવ્રતા
ವಿಕೇಂದ್ರೀಯತೆ,તરંગીતા
ಊಹೆ,ધારણા
ಆರ್ಥಿಕ ಮುನ್ಸೂಚನೆ,ઇકોનોમેટ્રિક આગાહી
ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,અર્થશાસ્ત્રી
ಅರ್ಥಶಾಸ್ತ್ರ,અર્થશાસ્ત્ર
ಅರ್ಥಶಾಸ್ತ್ರ,અર્થશાસ્ત્ર
"ಕೋರ್, ಅಂಚು, ಕಣ್ಣೀರು","કોર, ધાર, આંસુ"
