Malayalam,English
ഇമ്മ്യൂണൈസേഷൻ ഡാറ്റ നെറ്റ്‌വർക്ക് (DDN),defence data network (DDN)
പ്രതിരോധ കുത്തിവയ്പ്പ് വിവര സംവിധാനം,defence information system
സംയോജനം,defragmentation
കാലതാമസം,delay
കാലതാമസം കൗണ്ടർ,delay counter
കാലതാമസം സമയം,delay time
"1.ഇല്ലാതാക്കുക, 2.ഇല്ലാതാക്കുക",delete
ഇല്ലാതാക്കൽ രേഖ,deletion record
ഡിലിമിറ്റർ,delimiter
ഡെൽറ്റ മോഡുലേഷൻ,delta modulation
അഭ്യർത്ഥന പേജ്,demand paging
പ്രകടനം,demo
demodulation,demodulation
വി-മൾട്ടിപ്ലക്‌സർ,demultiplexer
ഡീനോർമലൈസേഷൻ,denormalization
"1. സാന്ദ്രത, 2. സാന്ദ്രത",density
"1. ആശ്രിതത്വം, 2. ആശ്രിതത്വം",dependency
ആശ്രിത യൂണിറ്റ്,dependent unit
ക്യൂ,dequeue
"1. dereference, 2. dereference",dereferencing
ഉരുത്തിരിഞ്ഞ വൃക്ഷം,derivation tree
ഉരുത്തിരിഞ്ഞ ഫീൽഡ്,derived field
അവരോഹണ തരം,descending sort
ഡിസൈൻ,design
ഡെസ്ക് കാൽക്കുലേറ്റർ,desk calculator
ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടറുകൾ,desk top computer
ഡെസ്ക്ടോപ്പ് അവതരണം,desktop presentation
ഡെസ്ക്ടോപ്പ് പ്രസിദ്ധീകരണം,desktop publishing (DTP)
ഡെസ്ക്ടോപ്പ് വീഡിയോ,desktop video
ലക്ഷ്യസ്ഥാന വിലാസം,destination address
"1. ഡിസ്ട്രോയർ, 2. ഡിസ്ട്രോയർ",destructer
ഡിറ്റർമിനിസ്റ്റിക് ഓട്ടോമാറ്റ,deterministric automats
ഡെവലപ്പർ,developer
വികസന സംവിധാനം,development system
ഉപകരണം,device
ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്,device control unit
ഉപകരണ കൺട്രോളർ,device controller
ഉപകരണ മാനേജ്മെന്റ്,device management
ഉപകരണ മോഡ്,device mode
രോഗനിർണയം,diagnosis
ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം,diagnostic system
"1. ഡയഗ്നോസ്റ്റിക്സ്, 2. ഡയഗ്നോസ്റ്റിക്സ്",diagnostics
ഡയഗ്രം,diagram
ഡയൽ ചെയ്യുക,dial
ഡയൽ ലൈൻ,dial line
ഡയൽ ടോണ്,dial tone
ഡയൽ അപ്,dial up
"1. സംഭാഷണം, 2. സംഭാഷണം",dialog
സംഭാഷണ മുറി,dialog box
ഡയലപ്പ് മോഡം,dialup modem
ഇൻഷുറൻസ്,diamension
നിഘണ്ടു,dictionary
"1. ഡിഫറൻഷ്യൽ, 2. വ്യത്യാസം",differentiation
സംഖ്യാപരമായ,digital
ഡിജിറ്റൽ സംവിധാനം,digital channel
ഡിജിറ്റൽ സർക്യൂട്ട്,digital circuit
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,digital computer
"1.ഡിജിറ്റൽ ഡാറ്റ, 2.ഡിജിറ്റൽ ഡാറ്റ",digital data
ഡിജിറ്റൽ സൗകര്യം,digital facility
ഡിജിറ്റൽ ഫിൽട്ടർ,digital filter
ഡിജിറ്റൽ ലൈബ്രറി,digital library
ഡിജിറ്റൽ മോഡുലേഷൻ,digital modulation
"1. ഡിജിറ്റൽ ഡിസ്പ്ലേ, 2. ഡിജിറ്റൽ മോണിറ്റർ",digital monitor
ഡിജിറ്റൽ ചിത്രം,digital picture
"1. ഡിജിറ്റൽ സിഗ്നേച്ചർ, 2. ഡിജിറ്റൽ സിഗ്നേച്ചർ",digital signature
ഡിജിറ്റൽ സ്വിച്ച്,digital switch
ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ,digital to analog (D/A) converter
ഡിജിറ്റൈസേഷൻ,digitization
ഡിജിറ്റൈസേഷൻ,digitize
ഡിജിറ്റൈസർ,digitizer
ഡയോഡ്,diode
പ്രഥമദൃഷ്ട്യാ,direct
നേരിട്ടുള്ള വിലാസം,direct address
നേരിട്ടുള്ള പരിവർത്തനം,direct conversion
നേരിട്ടുള്ള സംയോജനം,direct coupling
"1. ഡയറക്ട് മെമ്മറി ആക്സസ്, 2. ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)",direct memory access (DMA)
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),direct memory acess (DMA)
നേരിട്ടുള്ള രീതി,direct method
ദിശകൾ,directive
ഡയറക്ടറി,directory
"1. ഡയറക്ടറി സെർവർ, 2. ഡയറക്ടറി സെർവർ",directory server
ഡയറക്ടറി സേവനം,directory service
സാധ്യമല്ല,disable
സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു,disabling signal
"1. വിച്ഛേദിക്കൽ, 2. വിച്ഛേദിക്കൽ",disconnect
"1. ഡിസ്ക്രീറ്റ്, 2. ഡിസ്ക്രീറ്റ്",discrete
"1. ഡിസ്ക്, 2. ഡിസ്ക്",disk
"1. ഡിസ്ക് വിലാസം, 2. ഡിസ്ക് വിലാസം",disk address
"1. ഡിസ്ക് അറേ, 2. ഡിസ്ക് അറേ",disk array
"1. ഡിസ്ക് ശേഷി, 2. ഡിസ്ക് ശേഷി",disk capacity
"1. ഡിസ്ക് ഡ്രൈവർ, 2. ഡിസ്ക് ഡ്രൈവ്",disk drive
ഡിസ്ക് ഫയൽ,disk file
"1. ഡിസ്ക് മെമ്മറി, 2. ഡിസ്ക് മെമ്മറി, 3. ഡിസ്ക് മെമ്മറി, 4. ഡിസ്ക് മെമ്മറി",disk memory
ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DoS),disk operating system (DOS)
ഡിസ്ക് പാക്കേജ്,disk pack
"1.ചക്രിക സെർവർ, 2.ഡിസ്ക് സെർവർ",disk server
"1. ഡിസ്ക് സംഭരണം, 2. ഡിസ്ക് സംഭരണം",disk storage
ഡിസ്കെറ്റ്,diskette
ഫയൽ പ്രദർശിപ്പിക്കുക,display file
ചിത്രം പ്രദർശിപ്പിക്കുക,display image
നിർമാർജനം,disposal
ദൂരം,distance
ദൂരം പ്രവർത്തനം,distance function
വളച്ചൊടിക്കൽ,distortion
എത്തിച്ചു,distributed
വിതരണം ചെയ്ത ഡാറ്റ,distributed data
വിതരണം ചെയ്ത സെർവർ,distributed server
"1.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം, 2.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം",distributed system
വിതരണക്കാരൻ,distributive
പ്രമാണം,document
പ്രമാണം അംഗീകൃത,document retrieved
"1. ഡോക്യുമെന്റ് വിൻഡോ, 2. ഡോക്യുമെന്റ് വിൻഡോ",document window
പ്രമാണീകരണം,documentation
"ഡൊമെയ്ൻ, ഡൊമെയ്ൻ",domain
ഡൊമെയ്ൻ നാമം,domain name
"1. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ, 2. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ",dot matrix printer
"താഴെ, താഴെ",down
"1.അവലിങ്ക്, 2.ചതുരം",down link
ഡൗൺലോഡ്,down loading
ഡൗൺലോഡ് സമയം,down time
ട്രാക്ഷൻ,dragging
DRAM (ഡൈനാമിക് റാം),DRAM (dynamic RAM)
ഒഴുക്ക്,drift
ഡ്രൈവർ,driver
ഇലകൾ,drop
ഡ്രോപ്പ് ലിസ്റ്റ് ബോക്സ്,drop down list box
ഡ്രം ഡ്രൈവ്,drum drive
"1.ഡ്രം പ്രിന്റർ, 2.ഡ്രം പ്രിന്റർ",drum printer
"1. Im യൂണിറ്റ്, 2. ഡ്രം യൂണിറ്റ്",drum unit
"1. ദ്വൈതത, 2. ദ്വി",dual
ഇരട്ട സാന്ദ്രത,dual density
"1. നിശബ്ദ വിലാസം, 2. വ്യാജ വിലാസം",dummy address
തള്ളുക,dump
ഇരട്ട സർക്യൂട്ട്,duplex circuit
നിയമവിധേയമാക്കൽ,duplexing
കീ കീ,duplicate
"1.D V D R./W, 2. ഡിവിഡി വായന, 3. എഴുത്ത്",DVD R/W
ഡിവിഡി റോം,DVD ROM
ചലനാത്മക നിർദ്ദേശം,dynamic instruction
"1.ഡൈനാമിക് മെമ്മറി, 2.ഡൈനാമിക് മെമ്മറി",dynamic memory
"1. ഡൈനാമിക്സ്, 2. ഡൈനാമിക്സ്",dynamics
ഇ ബി സി ഡി ഐ സി,EBCDIC
ഇ-ബിസിനസ്,e-business
പ്രതിധ്വനി,echo
"1.ഇ-കൊമേഴ്‌സ്, 2.ഇ-കൊമേഴ്‌സ്",e-commerce
എഡിറ്റിംഗ്,edit
എഡിറ്റർ,editor
വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ,educational technology
ഇ ഇ പി റോം,EEP rom
"1. അർത്ഥവത്തായ വിലാസം, 2. ഫലപ്രദമായ വിലാസം",effective address (floating address)
അർത്ഥവത്തായ പ്രവർത്തന വിലാസം,effective operand address
ഫലപ്രദമായ പ്രവർത്തനം,effective procedure
ഫലപ്രദമായ യുഐഡി,effective UID (user identification)
ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം,efffective transmission operand
ഒക്ടൽ ബൈറ്റ്,eight-bit byte
"ഇലക്ട്രോണിക് പഠനം, ഇ-ലേണിംഗ്",e-learning
തിരഞ്ഞെടുപ്പ് അൽഗോരിതം,election-algirthm
ഇലക്ട്രോണിക് മെയിൽ സേവനം (ഇ-മെയിൽ),electric mailing (e-mail)
"1.ഇലക്‌ട്രോണിക് പ്രിന്റിംഗ്, 2.ഇലക്‌ട്രോണിക് പ്രിന്റർ",electric printer
ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ,electrical accounting machine
ഇലക്ട്രോണിക്സ്,electronic
ഇലക്ട്രോണിക് എക്‌സ്‌ഹോസ്റ്റ് സിസ്റ്റം (ഇസിഎസ്),electronic clearance system (ECS)
ഇലക്ട്രോണിക് ഡാറ്റ എക്സ്ചേഞ്ച് (EDI),electronic data interchange (EDI)
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്,electronic data processing
ഇലക്ട്രോണിക് ബ്രോഷർ,electronic filing
ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ മെക്കാനിസം (ഇഎഫ്ടിഎസ്),electronic funds transfer System (EFTS)
"1.ഇലക്‌ട്രോണിക് ജേണൽ, 2.ഇലക്‌ട്രോണിക് ജേണൽ",electronic journals
ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം,electronic publishing
ഇലക്ട്രോണിക് സ്വിച്ച്,electronic switch
"ഘടകം, ഘടകം",element
ഇ-മെയിൽ,e-mail
"1. ഇ-മെയിൽ വിലാസം, 2. ഇലക്ട്രോണിക് മെയിലിംഗ് വിലാസം",e-mail address
എംബഡഡ് സിസ്റ്റം,embedded system
ഉൾച്ചേർക്കൽ,embedding
എമിറ്റർ കപ്പിൾഡ് ലോജിക് (ECL),emitter couple logic (ECL)
ശൂന്യമായ ഇടം,empty stack
"1. ബ്ലാങ്ക് ചെയിൻ, 2. ബ്ലാങ്ക് ചെയിൻ",empty string
യന്ത്രവൽക്കരണം,emulation
"1.ക്യാപ്സുലേഷൻ, 2.ക്യാപ്സുലേഷൻ",encapsulation
ഡീകോഡർ,encipher
എൻകോഡിംഗ്,encode
"1. എൻകോഡർ, 2. കൊഡാക്ക്",encoder
മറച്ച ഡാറ്റ,encrepted data
മറഞ്ഞിരിക്കുന്ന ഫയൽ സിസ്റ്റം,encripting file system
"1. എൻക്രിപ്ഷൻ, 2. കോഡിംഗ്, 3. എൻകോഡിംഗ്",encryption
ബ്ലോക്ക് അവസാനം,end of block
ഫയൽ-അവസാനം,end of file (EOF)
ഉപയോക്താവ്,end-user
നൽകുക,enter
എൻട്രി കീ,enter-key
"1. ഉദ്യം സർവാർ, 2. ഉദ്യം സേവക്",enterprise server
എന്റർപ്രൈസ് സിസ്റ്റം,enterprise system
ശക്തി,entity
ശക്തി ബന്ധം,entity-relationship
പ്രവേശന സമയം,entry time
ഇൻപുട്ട് വേരിയബിൾ,entry variable
എണ്ണാവുന്ന,enumerable
പരിസ്ഥിതി,environment
"1.യുഗം, 2. യുഗം, 3. നിർദ്ദേശ നിമിഷം",epoch
EPRAM (ഫിനാൻസ് പ്രോഗ്രാമബിൾ റീഡ്-ഓൺലി മെമ്മറി),EPROM
എപ്സിലോൺ കൺസ്ട്രക്റ്റർ,epsilon closure
സമനില,equalizer
ഉപകരണങ്ങൾ,equipment
തുല്യതാ ക്ലാസ്,equivalence class
തുല്യമായ ബന്ധം,equivalence relation
"1. വംശനാശം, 2. ഉന്മൂലനം",erase
പിശക് തിരുത്തൽ കോഡ്,error correcting code
തെറ്റ് തിരുത്തൽ,error correction
പിശക് കണ്ടെത്തൽ,error detection
പിശക് കൈകാര്യം ചെയ്യൽ,error handling
പിശക് സന്ദേശം,error message
പിശക് നിരക്ക്,error rate
പിശക് വീണ്ടെടുക്കൽ,error recovery
പിശക് പേര്,error routine
രക്ഷപ്പെടൽ ചിഹ്നം,escape character
ഇഥർനെറ്റ്,ethernet
സംഭവം,event
ഇവന്റ് ചെയിൻ,event chain
ഇവന്റ് നിയന്ത്രണം,event control
ഇവന്റ് കൗണ്ടർ,event counter
ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ,exception handling
എക്സ്ചേഞ്ച് ഡിസ്ക് സംഭരണം,exchangeable disk storage
ഒഴിവാക്കൽ,exclusion
എക്സ്ക്ലൂസീവ് കൂടാതെ (x അല്ലെങ്കിൽ),exclusive Or (XOR)
എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം,executable program
നിർവ്വഹണ പ്രസ്താവന,executive statement
തിരഞ്ഞെടുത്ത തിരയൽ,exhaustive search
നിലവിലുള്ള,exist
ഇഷ്യൂ,exit
വിദഗ്ധ സംവിധാനം,expert system
"1. എക്സ്പ്രഷൻ, 2. ആവിഷ്കാരം",expression
വിപുലീകരിച്ച ഗ്രാഫിക്കൽ മാട്രിക്സ് (x g a),extended graphic array (XGA)
വിപുലീകരിച്ച വ്യാവസായിക മാനദണ്ഡങ്ങൾ (EIS),extended industry standard (EIS)
ഓവർലോഡഡ് മെഷീൻ,extended machine
വിപുലീകരിച്ച മെമ്മറി,extended memory
"1. എക്സ്റ്റൻഡഡ് പ്രിസിഷൻ, 2. എക്സ്റ്റൻഡഡ് കൃത്യത",extended precision
"1.എക്സ്റ്റെൻഡഡ് സോർട്ടിംഗ്, 2.എക്സ്റ്റെൻഡഡ് സെപ്പറേഷൻ",extended sorting
സഹായത്തിനായി വിളിക്കുക,external call
ബാഹ്യ പിശക്,external error
ബാഹ്യ പ്രവർത്തനം,external function
ബാഹ്യ തടസ്സം,external interrupt
"1. ബാഹ്യ മെമ്മറി, 2. ബാഹ്യ മെമ്മറി",external memory
ബാഹ്യ മെമ്മറി,external memory
ബാഹ്യ മോഡം,external modem
ബാഹ്യ റഫറൻസ്,external reference
ബാഹ്യ തിരയൽ,external searching
ബാഹ്യ സംഭരണ ഉപകരണം,external storage device
വേർതിരിച്ചെടുക്കൽ,extraction
എക്സ്ട്രാപോളേഷൻ,extrapolation
പാനൽ പ്രതീക പ്രിന്റർ,face-character printer
പരാജയപ്പെടാത്ത പ്രവർത്തനം,fail-safe operation
പരാജയതോത്,failure rate
പരാജയം ഡിസ്ചാർജ്,failure recovery
തെറ്റായ കോഡ്,false code
തെറ്റായ പിശക്,false error
"1.നിക്ഷേപം, 2.നിക്ഷേപ പോയിന്റുകൾ",fan-in
"1. ലക്കം, 2. ലക്കം നമ്പർ",fan-out
"1. റെപ്ലിക്കേഷൻ I/O ഉപകരണം, 2. റെപ്ലിക്ക ഇൻപുട്ട് ഉപകരണം/ഔട്ട്‌പുട്ട്",fascimile I/O device
ദ്രുത ഫോർയർ ട്രാൻസ്ഫർ,fast fourier transform (FFT)
മാരകമായ തെറ്റ്,fatal error
തെറ്റ് കണ്ടെത്തൽ,fault detection
തെറ്റ് രോഗനിർണയം,fault diagnosis
തെറ്റ് സഹിഷ്ണുത,fault tolerance
ഫാക്സ്,fax
ഫാക്സ് സന്ദേശം,fax message
എഫ് ഡിസി,FDC
ലക്ഷണം കണ്ടുപിടിക്കൽ,feature detection
ചക്രം നിറയ്ക്കുക,feed cycle
പുനർനിക്ഷേപം,feedback
"1.വിതരണക്കാരൻ, 2. പോഷകാഹാരം, 3. തീറ്റ",feeder
ഏതെങ്കിലും,fetch
ഫിബൊനാച്ചിയുടെ കണ്ടെത്തൽ,fibonacci search
ഫിബൊനാച്ചി സീക്വൻസ്,fibonacci sequence
ഫിബൊനാച്ചി സീരീസ്,fibonacci series
ഫൈബർ ഒപ്റ്റിക്സ്,fibre optics
ഫിഡോ കെണി,fido net
പ്രദേശം,field
അഞ്ചാം തലമുറ കമ്പ്യൂട്ടർ,fifth generation computers
"1. ഫയൽ, 2. ഫയൽ",file
ഫയൽ ആക്സസ് രീതി,file access method
ഫയൽ അലോക്കേഷൻ പട്ടിക,file allocation table
ഫയൽ കംപ്രഷൻ,file compression
ഫയൽ പകർത്തൽ,file copying
ഫയൽ കോൺഫിഗറേഷൻ,file layout
ഫയൽ ലയിപ്പിക്കുക,file merge
ഫയൽ വീണ്ടെടുക്കൽ,file recovery
ഫയൽ സംഭരണം,file storage
ഫയൽ ഘടന,file structure
ഫയൽ സിസ്റ്റം,file system
ഫയൽ കൈമാറ്റം,file transfer
ഫയൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (FTP),file transfer protocol (FTP)
ഫിൽട്ടർ,filter
അവസാന സ്ഥാനം,final state
തിരയുക,find
പരിമിത സംസ്ഥാന യന്ത്രം,finite state machine
അഗ്നി മതിൽ,fire wall
ഫേംവെയർ,firmware
ആദ്യം വരുന്നവർക്ക് ആദ്യം നൽകുക,first come first serve
ആദ്യ തലമുറ കമ്പ്യൂട്ടർ,first generation computer
ആദ്യ ഇൻപുട്ട് ആദ്യ ലക്കം (FIFO),first in first out (FIFO)
ആദ്യ ഓർഡർ വാദം,first order logic
ആദ്യ ഓർഡർ തത്വം,first order theory
നിശ്ചിത വിഭജനം,fixed partition
അടയാളം,flag
ഫ്ലെക്സിബിൾ ഡിസ്ക്,flexible disk
ഫ്ലോപ്പി ഡിസ്ക്,floppy disk
ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ് (FDD),flopy disk drive (Fdd)
ഫ്ലോ ചാർട്ട്,flow chart
നിയന്ത്രണം ഒഴുക്ക്,flow of control
മുന്നേ,flush
ഫോൾഡർ,folder
ഫോണ്ട്,font
ഫോണ്ട് കുടുംബം,font family
ബാഹ്യ കീ,foreign key
ഫോം,form
പ്രതീകാത്മക ഭാഷ,formal language
പ്രതീകാത്മക രീതി,formal system
"1.ഫോർമാറ്റ്, 2.ഫോം",format
ഡ്രോയിംഗ്,formatting
ഫോർട്രോൺ,fortran
"1.ഫോർട്രാൻ (ഒരു കമ്പ്യൂട്ടർ ഭാഷ) പ്രോഗ്രാം, 2. ഫോർട്രാൻ പ്രോഗ്രാമിംഗ്",fortran programming
ഫോർവേഡ് സ്ലാഷ്,forward slash
നാലാം തലമുറ കമ്പ്യൂട്ടർ,fourth generation computer
വിഭാഗം,fragment
ഫ്രെയിം,frame
"1.സ്വതന്ത്ര വല, 2.സൗജന്യ വല",free net
സ്വതന്ത്ര സോഫ്റ്റ്‌വെയർ ട്രസ്റ്റ്,free software foundation
സൗജന്യ സംഭരണം,free storage
ഫ്രീവെയർ,freeware
മുന്നിൽ,front end
"1.ഫ്രണ്ട് പാനൽ, 2.ഫ്രണ്ട് പാനൽ",front panel
"1. പ്രവർത്തനങ്ങൾ, 2. പ്രവർത്തനം",function
ഫംഗ്ഷൻ കീ,function key
ഫംഗ്ഷൻ റഫറൻസ്,function reference
പ്രവർത്തനപരമായ ആശ്രിതത്വം,functional dependency
ഫംഗ്ഷൻ ടെസ്റ്റ്,functional testing
"1.അവ്യക്തമായ യുക്തി, 2.അവ്യക്തമായ യുക്തി",fuzzy logic
"1. ഫസി സെറ്റ്, 2. ഫസി സെറ്റ്",fuzzy set
നേട്ടം,gain
കായിക വൃക്ഷം,game tree
ഇടവേള പ്രതീകം,gap character
മാലിന്യം,garbage
മാലിന്ന്യ ശേഖരണം,garbage collection
മാലിന്ന്യ ശേഖരണം,garbage collection
ട്രാഷ് ഔട്ട് ഇൻസൈഡ് ട്രാഷ് (ജിഗോ),garbage in garbage out (GIGO)
വാതിൽ,gate
വാതിൽ പാത (നെറ്റ്‌വർക്കിന്റെ പശ്ചാത്തലത്തിൽ),gateway
സമഗ്രമായ പ്രോഗ്രാം,general program
സമഗ്രമായ പ്രോഗ്രാം,general program
വിശാലമായ ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ,general purpose computer
പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ,general purpose computer
പൊതു രജിസ്റ്റർ,general register
പൊതുവൽക്കരണം,generalization
പൊതുവൽക്കരണം,generalization
വിശാലമായ വസ്തു ഭാഷ,general-purpose language
ബ്രോഡ് പർപ്പസ് ഓപ്പറേഷൻ സിസ്റ്റം,general-purpose operating sysem
സമഗ്രമായ ഉദ്ദേശ്യ രജിസ്റ്റർ,general-purpose regisgter
പിശക് സൃഷ്ടിച്ചു,generated error
പ്രത്യുൽപാദന പ്രവർത്തനം,generating function
ക്ലാസ് ജനറൽ,generic class
ക്ലാസ് ഫംഗ്ഷൻ,generic function
പൊതു ക്ലാസ് പേര്,generic name
ജിഗോ,gigo
"1. യൂണിവേഴ്സൽ, 2. ഗ്ലോബൽ",global
സാർവത്രിക കോഡ്,global code
സാർവത്രിക ലോക്ക്,global lock
"1. യൂണിവേഴ്സൽ നെറ്റ്വർക്ക്, 2. യൂണിവേഴ്സൽ നെറ്റ്വർക്ക്",global network
സാർവത്രിക ശൃംഖല,global network
"1. ലോക ഉപയോക്താവ്, 2. പൊതു ഉപയോക്താവ്, 3. സാർവത്രിക ഉപയോക്താവ്",global user
ആഗോള വേരിയബിളുകൾ,global variable
"1.ആഗോളവൽക്കരണം, 2.ആഗോളവൽക്കരണം",globalisation
ഗോഫർ (ഒരു നെറ്റ്‌വർക്കിലെ ഒരു പ്രോട്ടോക്കോൾ),gopher
ഗോഫർ റിസപ്റ്റർ,gopher client
"1. ഗോഫർ സെർവർ, 2. ഗോഫർ സെർവർ",gopher server
ഗോഫർ സൈറ്റ്,gopher site
ഗോഫർ സ്പേസ്,gopher space
ആകർഷകമായ അപചയം,graceful degradation
വ്യാകരണ പരിഷ്കരണം,grammar checker
വ്യാകരണ ഹോട്ടി എക്‌സ്‌ട്രോവേർഷൻ,grammar graceful exit
"1.ആകെ മൊത്തം, 2.മഹത്തായ ആകെ, 3.ആകെ",grand total
"1.ഗ്രാഫ്, 2.ഗ്രാഫ്",graph
"1.ഗ്രാഫ് നോട്ടേഷൻ, 2.ഗ്രാഫ് നോട്ടേഷൻ",graph plotting
"1. ഗ്രാഫിക് പ്രതീകങ്ങൾ, 2. ഗ്രാഫിക്കൽ പ്രതീകങ്ങൾ",graphic character
"1. ഗ്രാഫിക്കൽ കൺട്രോളർ, 2. ഗ്രാഫിക്കൽ കൺട്രോളർ",graphic controller
"1. ഗ്രാഫിക്കൽ ഡാറ്റ ഘടന, 2. ഗ്രാഫിക്കൽ ഡാറ്റ ഘടന",graphic data structure
"1. ഗ്രാഫിക് ഡിസ്പ്ലേ പ്രോഗ്രാം, 2. ഗ്രാഫിക്കൽ ഡിസ്പ്ലേ പ്രോഗ്രാം",graphic display program
"1.ഗ്രാഫിക്കൽ ഡിസ്പ്ലേ റെസല്യൂഷൻ, 2.ഗ്രാഫിക് ഡിസ്പ്ലേ",graphic display resolution
"1. ഗ്രാഫിക് ഭാഷ, 2. ഗ്രാഫിക്കൽ ഭാഷ",graphic language
"1. ഗ്രാഫിക് ഭാഷ, 2. ഗ്രാഫിക്കൽ ഭാഷ",graphic language
"1. ഗ്രാഫിക്കൽ പ്ലേറ്റ്, 2. ഗ്രാഫിക്കൽ പ്ലേറ്റ്",graphic panel
"1.ഗ്രാഫിക് ആനിമേഷൻ, 2.ഗ്രാഫിക് ആനിമേഷൻ",graphical animation
ഗ്രാഫിക് ട്രാൻസ്ഫർ ഫോർമാറ്റ് (GIF),graphical interface format (GIF)
"1.ഗ്രാഫിക് യൂസർ ഇന്റർഫേസ് (GUI), 2.ഗ്രാഫിക് യൂസർ ഇന്റർഫേസ്",graphical user interface (GUI)
"1.ഗ്രാഫിക്സ്, 2.ഗ്രാഫിക്സ്",graphics
"1.ഗ്രാഫിക്സ് ആപ്ലിക്കേഷൻ, 2.ഗ്രാഫിക്കൽ ആപ്ലിക്കേഷൻ",graphics application
"1.ഗ്രാഫിക്സ് കഴ്സർ, 2.ഗ്രാഫിക്കൽ കഴ്സർ",graphics cursor
"1.ഗ്രാഫിക് മോഡ്, 2.ഗ്രാഫിക് മോഡ്",graphics mode
"1.ഗ്രാഫിക്സ് പാക്കേജ്, 2.ഗ്രാഫിക്കൽ പാക്കേജ്",graphics package
"1.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ, 2.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ",graphics software
"1.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ, 2.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ",graphics software
"1.ഗ്രാഫിക്സ് സോഫ്റ്റ്‌വെയർ പാക്കേജ്, 2.ഗ്രാഫിക്കൽ സോഫ്റ്റ്‌വെയർ പാക്കേജ്",graphics software package
ഗ്രേ സ്കെയിൽ,gray scale
"1. അത്യാഗ്രഹ രീതി, 2. അത്യാഗ്രഹ രീതി",greedy method
മുന്തിരി,grep
ഗ്രിഡ്,grid
ഗ്രിഡ് ചാർട്ട്,grid chart
ഗ്രിഡ് കണക്കുകൂട്ടൽ,grid computing
ഗ്രിഡ് മോഡുലേഷൻ,grid modulation
ഗ്രൗണ്ട് വേവ്,ground wave
ഗ്രൂപ്പ്,group
ഗ്രൂപ്പ് വിലാസം,group address
ഗ്രൂപ്പ് കോഡ്,group code
ഗ്രൂപ്പ് ആശയവിനിമയം,group communication
ഗ്രൂപ്പ് ആശയവിനിമയം,group communication
"1.ഗ്രൂപ്പ് ഐഡന്റിറ്റി, 2.ഗ്രൂപ്പ് ഐഡന്റിറ്റി",group identification
ഗ്രൂപ്പ് പേര്,group name
ഗ്രൂപ്പ്വെയർ,groupware
വളർച്ച,growth
"1.കാവൽ, 2.കാവൽ",guard
മാർഗനിർദേശം നൽകിയ മാധ്യമങ്ങൾ,guided media
വെടിയുണ്ട,gunzip
ഡീകോഡ്,hack
ഡീകോഡർ,hacker
ഡീകോഡർ നിഘണ്ടു,hacker's dictionary
പകുതി ആഡർ,half adder
പകുതി പാലം,half bridge
പകുതി ഡ്യൂപ്ലക്സ്,half duplex
പകുതി ഡ്യൂപ്ലെക്സ് ലൈൻ,half duplex line
പകുതി ഡ്യുപ്ലെക്സ് മോഡ്,half duplex mode
പകുതി തീവ്രത,half intensity
സെമി റൂട്ടർ,half router
സെമി-ഡിവിഷണൽ,half subtracter
പകുതി ചിത്രം,half toning
പകുതി വാക്ക്,half word
ഹാമിൽട്ടോണിയൻ ചക്ര,hamiltonious cycle
ഹാമിംഗ് കോഡ്,hamming code
കൈ,hand
അച്ചടിച്ച കോപ്പി,hand copy
കൈകാര്യം ചെയ്യുന്നു,handle
കൈകാര്യം ചെയ്യുന്നു,handling
സസ്പെൻഷൻ,hang
സുഖകരമായ കെണി,happy net
ഹാർഡ് കോപ്പി ഉപകരണം,hard copy device
