Bengali,Marathi
দিকনির্দেশ,दिशानिर्देश
ডিরেক্টরি,निर्देशिका
"1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার","1. निर्देशिका सर्व्हर, 2. निर्देशिका सर्व्हर"
ডিরেক্টরি সেবা,निर्देशिका सेवा
অক্ষম,अक्षम
অক্ষম সংকেত,सिग्नल अक्षम करणे
"1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন","1. डिस्कनेक्शन, 2. डिस्कनेक्शन"
"1. বিচ্ছিন্ন, 2. বিযুক্ত","1. स्वतंत्र, 2. स्वतंत्र"
"1. ডিস্ক, 2. ডিস্ক","1. डिस्क, 2. डिस्क"
"1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা","1. डिस्क पत्ता, 2. डिस्क पत्ता"
"1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে","1. डिस्क अॅरे, 2. डिस्क अॅरे"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. डिस्क क्षमता, 2. डिस्क क्षमता"
"1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ","1. डिस्क ड्रायव्हर, 2. डिस्क ड्राइव्ह"
ডিস্ক ফাইল,डिस्क फाइल
"1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি","1. डिस्क मेमरी, 2. डिस्क मेमरी, 3. डिस्क मेमरी, 4. डिस्क मेमरी"
ডিস্ক অপারেটিং সিস্টেম (DoS),डिस्क ऑपरेटिंग सिस्टम (DoS)
ডিস্ক প্যাকেজ,डिस्क पॅकेज
"1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার","1.चक्रिका सर्व्हर, 2.डिस्क सर्व्हर"
"1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ","1. डिस्क स्टोरेज, 2. डिस्क स्टोरेज"
ডিস্কেট,डिस्केट
প্রদর্শন ফাইল,फाइल प्रदर्शित करा
প্রদর্শন চিত্র,प्रतिमा प्रदर्शित करा
নিষ্পত্তি,विल्हेवाट
দূরত্ব,अंतर
দূরত্ব ফাংশন,अंतर कार्य
বিকৃতি,विकृती
বিতরণ করা,वितरित
বিতরণ করা তথ্য,वितरित डेटा
বিতরণ করা সার্ভার,वितरित सर्व्हर
"1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম","1.वितरित प्रणाली, 2.वितरित प्रणाली"
পরিবেশক,वितरक
নথি,दस्तऐवज
নথি স্বীকৃত,दस्तऐवज मान्यताप्राप्त
"1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো","1. दस्तऐवज विंडो, 2. दस्तऐवज विंडो"
ডকুমেন্টেশন,दस्तऐवजीकरण
"ডোমেইন, ডোমেইন","डोमेन, डोमेन"
ডোমেন নাম,डोमेनचे नाव
"1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার","1. डॉट मॅट्रिक्स प्रिंटर, 2. डॉट मॅट्रिक्स प्रिंटर"
"নীচে, নীচে","खाली, खाली"
"1.Avallink, 2.Square","1.अवलिंक, 2.स्क्वेअर"
ডাউনলোড,डाउनलोड करा
ডাউনলোড সময়,डाउनलोड वेळ
আকর্ষণ,कर्षण
DRAM (ডাইনামিক RAM),DRAM (डायनॅमिक रॅम)
রানঅফ,प्रवाह
ড্রাইভার,चालक
পাতা,पाने
ড্রপ লিস্ট বক্স,ड्रॉप लिस्ट बॉक्स
ড্রাম ড্রাইভ,ड्रम ड्राइव्ह
"1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার","1.ड्रम प्रिंटर, 2.ड्रम प्रिंटर"
"1. আইএম ইউনিট, 2. ড্রাম ইউনিট","1. इम युनिट, 2. ड्रम युनिट"
"1. দ্বৈততা, 2. দ্বি","1. द्वैत, 2. द्वि"
দ্বৈত ঘনত্ব,दुहेरी घनता
"1. নীরব ঠিকানা, 2. জাল ঠিকানা","1. मूक पत्ता, 2. बनावट पत्ता"
ডাম্প,डंप
ডুপ্লেক্স সার্কিট,डुप्लेक्स सर्किट
বৈধকরণ,कायदेशीरकरण
কী কী,की की
"1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা","1.D V D R./W, 2. डीव्हीडी वाचन, 3. लेखन"
ডিভিডি রম,डीव्हीडी रॉम
গতিশীল নির্দেশ,डायनॅमिक सूचना
"1.ডাইনামিক মেমরি, 2.ডাইনামিক মেমরি","1.डायनॅमिक मेमरी, 2.डायनॅमिक मेमरी"
"1. গতিবিদ্যা, 2. গতিবিদ্যা","1. डायनॅमिक्स, 2. डायनॅमिक्स"
E B C D I C,E B C D I C
ই-ব্যবসা,ई-व्यवसाय
প্রতিধ্বনি,प्रतिध्वनी
"1.e-commerce, 2.e-commerce","1.ई-कॉमर्स, 2.ई-कॉमर्स"
সম্পাদনা,संपादन
সম্পাদক,संपादक
শিক্ষাবিষয়ক প্রযুক্তি,शैक्षणिक तंत्रज्ञान
e e p rom,e e p rom
"1. অর্থপূর্ণ ঠিকানা, 2. কার্যকর ঠিকানা","1. अर्थपूर्ण पत्ता, 2. प्रभावी पत्ता"
অর্থপূর্ণ অপারেন্ড ঠিকানা,अर्थपूर्ण ऑपरेंड पत्ता
কার্যকর পদক্ষেপ,प्रभावी कृती
কার্যকরী ইউআইডি,प्रभावी UID
কার্যকর ট্রান্সমিশন অপারেশন,प्रभावी ट्रांसमिशन ऑपरेशन
অক্টাল বাইট,ऑक्टल बाइट
"ইলেকট্রনিক লার্নিং, ই-লার্নিং","इलेक्ट्रॉनिक शिक्षण, ई-लर्निंग"
নির্বাচন অ্যালগরিদম,निवडणूक अल्गोरिदम
ইলেকট্রনিক মেইল সার্ভিস (ই-মেইল),इलेक्ट्रॉनिक मेल सेवा (ई-मेल)
"1.ইলেক্ট্রনিক প্রিন্টিং, 2.ইলেক্ট্রনিক প্রিন্টার","1.इलेक्ट्रॉनिक प्रिंटिंग, 2.इलेक्ट्रॉनिक प्रिंटर"
বৈদ্যুতিক অ্যাকাউন্টিং মেশিন,इलेक्ट्रिकल अकाउंटिंग मशीन
ইলেকট্রনিক্স,इलेक्ट्रॉनिक्स
ইলেকট্রনিক নিষ্কাশন সিস্টেম (ECS),इलेक्ट्रॉनिक एक्झॉस्ट सिस्टम (ECS)
ইলেকট্রনিক ডেটা এক্সচেঞ্জ (EDI),इलेक्ट्रॉनिक डेटा एक्सचेंज (EDI)
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,इलेक्ट्रॉनिक डेटा प्रोसेसिंग
ইলেকট্রনিক ব্রোশিওর,इलेक्ट्रॉनिक ब्रोशर
ইলেকট্রনিক ফান্ড ট্রান্সফার মেকানিজম (EFTS),इलेक्ट्रॉनिक निधी हस्तांतरण यंत्रणा (EFTS)
"1.ইলেক্ট্রনিক জার্নাল, 2.ইলেক্ট্রনিক জার্নাল","1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रॉनिक जर्नल"
ইলেকট্রনিক প্রকাশনা,इलेक्ट्रॉनिक प्रकाशन
ইলেকট্রনিক সুইচ,इलेक्ट्रॉनिक स्विच
"উপাদান, উপাদান","घटक, घटक"
ই-মেইল,ई-मेल
"1. ই-মেইল ঠিকানা, 2. ইলেকট্রনিক মেইলিং ঠিকানা","1. ई-मेल पत्ता, 2. इलेक्ट्रॉनिक मेलिंग पत्ता"
এমবেডেড সিস্টেম,एम्बेडेड प्रणाली
এমবেডিং,एम्बेडिंग
ইমিটার কাপলড লজিক (ইসিএল),एमिटर कपल्ड लॉजिक (ECL)
ফাঁকা স্থান,मोकळी जागा
"1. ফাঁকা চেইন, 2. ফাঁকা চেইন","1. कोरी साखळी, 2. कोरी साखळी"
যান্ত্রিকীকরণ,यांत्रिकीकरण
"1.ক্যাপসুলেশন, 2.ক্যাপসুলেশন","1.कॅप्सुलेशन, 2.कॅप्सुलेशन"
ডিকোডার,डिकोडर
এনকোডিং,एन्कोडिंग
"1. এনকোডার, 2. কোডাক","1. एन्कोडर, 2. कोडॅक"
লুকানো তথ্য,लपलेला डेटा
লুকানো ফাইল সিস্টেম,लपलेली फाइल सिस्टम
"1. এনক্রিপশন, 2. কোডিং, 3. এনকোডিং","1. एन्क्रिप्शन, 2. कोडिंग, 3. एन्कोडिंग"
ব্লক শেষ,ब्लॉक एंड
ফাইল-এন্ড,फाइल-एंड
ব্যবহারকারী,वापरकर्ता
প্রবেশ করা,प्रविष्ट करा
এন্ট্রি কী,एंट्री की
"1. উদ্যম সারওয়ার, 2. উদ্যম সেবক","१.उद्यम सरवर, २.उद्यम सेवक"
এন্টারপ্রাইজ সিস্টেম,एंटरप्राइझ प्रणाली
শক্তি,शक्ती
শক্তি সখ্যতা,शक्ती आत्मीयता
প্রবেশের সময়,प्रवेश वेळ
ইনপুট পরিবর্তনশীল,इनपुट व्हेरिएबल
গণনার যোগ্য,मोजण्यायोग्य
পরিবেশ,वातावरण
"1.Epoch, 2. যুগ, 3. নির্দেশের মুহূর্ত","1.युग, 2. युग, 3. सूचना क्षण"
EPRAM (ফাইনান্স প্রোগ্রামেবল রিড-ওনলি মেমরি),EPRAM (फायनान्स प्रोग्राम करण्यायोग्य वाचनीय मेमरी)
epsilon constrictor,एप्सिलॉन कन्व्हेक्टर
সমানকারী,तुल्यकारक
সরঞ্জাম,उपकरणे
সমতা শ্রেণী,समतुल्य वर्ग
সমতুল্য সম্পর্ক,समतुल्य संबंध
"1. বিলুপ্তি, 2. নির্মূল","1. विलोपन, 2. निर्मूलन"
ত্রুটি সংশোধন কোড,त्रुटी सुधारणे कोड
ত্রুটি সংশোধন,त्रुटी सुधारणे
ত্রুটি সনাক্তকরণ,त्रुटी शोधणे
শিল্প খাত,त्रुटी हाताळणी
ভুল বার্তা,त्रुटी संदेश
ত্রুটি হার,त्रुटी दर
ত্রুটি পুনরুদ্ধার,त्रुटी पुनर्प्राप्ती
ত্রুটির নাম,त्रुटी नाव
পালাবার প্রতীক,सुटका प्रतीक
ইথারনেট,इथरनेट
ঘটনা,कार्यक्रम
ইভেন্ট চেইন,कार्यक्रम साखळी
ঘটনা নিয়ন্ত্রণ,घटना नियंत्रण
ইভেন্ট কাউন্টার,कार्यक्रम काउंटर
ব্যতিক্রম হ্যান্ডলিং,अपवाद हाताळणी
বিনিময় ডিস্ক স্টোরেজ,एक्सचेंज डिस्क स्टोरेज
বর্জন,बहिष्कार
একচেটিয়া এবং (x বা),अनन्य आणि (x किंवा)
এক্সিকিউটেবল প্রোগ্রাম,एक्झिक्युटेबल प्रोग्राम
মৃত্যুদন্ড বিবৃতি,अंमलबजावणी विधान
নির্বাচনী অনুসন্ধান,निवडक शोध
বিদ্যমান,विद्यमान
সমস্যা,समस्या
দক্ষ পদ্ধতি,तज्ञ प्रणाली
"1. অভিব্যক্তি, 2. অভিব্যক্তি","1. अभिव्यक्ती, 2. अभिव्यक्ती"
বর্ধিত গ্রাফিক্যাল ম্যাট্রিক্স (x g a),विस्तारित ग्राफिकल मॅट्रिक्स (x g a)
বর্ধিত শিল্প মান (EIS),विस्तारित औद्योगिक मानके (EIS)
ওভারলোড মেশিন,ओव्हरलोड मशीन
বর্ধিত মেমরি,विस्तारित मेमरी
"1. বর্ধিত নির্ভুলতা, 2. বর্ধিত নির্ভুলতা","1. विस्तारित अचूकता, 2. विस्तारित अचूकता"
"1. বর্ধিত বাছাই, 2. বর্ধিত বিচ্ছেদ","1.विस्तारित वर्गीकरण, 2.विस्तारित पृथक्करण"
ডাক,कॉल करा
বাহ্যিক ত্রুটি,बाह्य त्रुटी
বাইরের ফাংশন,बाह्य कार्य
বাহ্যিক বাধা,बाह्य व्यत्यय
"1. বাহ্যিক মেমরি, 2. বহিরাগত মেমরি","1.बाह्य मेमरी, 2.बाह्य मेमरी"
বাহ্যিক স্মৃতি,बाह्य मेमरी
বাহ্যিক মডেম,बाह्य मोडेम
বাহ্যিক রেফারেন্স,बाह्य संदर्भ
বাহ্যিক অনুসন্ধান,बाह्य शोध
বাহ্যিক স্টোরেজ ডিভাইস,बाह्य स्टोरेज डिव्हाइस
নিষ্কাশন,काढणे
এক্সট্রাপোলেশন,एक्सट्रापोलेशन
প্যানেল অক্ষর প্রিন্টার,पॅनेल वर्ण प्रिंटर
ব্যর্থ-নিরাপত্তা অপারেশন,अयशस्वी-सुरक्षा ऑपरेशन
ব্যর্থতার হার,अपयशाचा दर
ব্যর্থতা স্রাব,अयशस्वी डिस्चार्ज
মিথ্যা কোড,खोटा कोड
মিথ্যা ত্রুটি,खोटी चूक
"1.বিনিয়োগ, 2.বিনিয়োগ পয়েন্ট","1.गुंतवणूक, 2.गुंतवणुकीचे गुण"
"1. ইস্যু, 2. ইস্যু নম্বর","1. अंक, 2. अंक क्रमांक"
"1. প্রতিলিপি I/O ডিভাইস, 2. প্রতিরূপ ইনপুট ডিভাইস/আউটপুট","1. प्रतिकृती I/O डिव्हाइस, 2. प्रतिकृती इनपुट डिव्हाइस/आउटपुट"
দ্রুত ফোরিয়ার স্থানান্তর,जलद फोरियर हस्तांतरण
মারাত্মক ত্রুটি,गंभीर त्रुटी
ত্রুটি সনাক্তকরণ,दोष शोधणे
ত্রুটি নির্ণয়,दोष निदान
দোষ সহনশীলতা,चुकीची सहनशीलता
ফ্যাক্স,फॅक्स
ফ্যাক্স বার্তা,फॅक्स संदेश
f dc,f dc
লক্ষণ সনাক্তকরণ,लक्षण शोधणे
ভরাট চাকা,चाक भरणे
পুনঃবিনিয়োগ,पुनर्गुंतवणूक
"1. সরবরাহকারী, 2. পুষ্টি, 3. ফিডার","1.पुरवठादार, 2.पोषण, 3.फीडर"
anan,anyan
ফিবোনাচি আবিষ্কার,फिबोनाची शोध
ফিবোনাচি ক্রম,फिबोनाची क्रम
ফিবোনাচি সিরিজ,फिबोनाची मालिका
ফাইবার অপটিক্স,फायबर ऑप्टिक्स
ফিডো ফাঁদ,फिडो ट्रॅप
অঞ্চল,प्रदेश
পঞ্চম প্রজন্মের কম্পিউটার,पाचव्या पिढीचा संगणक
"1. ফাইল, 2। ফাইল","1.फाइल, 2. फाइल"
ফাইল অ্যাক্সেস পদ্ধতি,फाइल प्रवेश पद्धत
ফাইল বরাদ্দ টেবিল,फाइल वाटप सारणी
ফাইল কম্প্রেশন,फाइल कॉम्प्रेशन
ফাইল কপি করা,फाइल कॉपी करणे
ফাইল কনফিগারেশন,फाइल कॉन्फिगरेशन
ফাইল মার্জ,फाइल विलीन करा
ফাইল পুনরুদ্ধার,फाइल पुनर्प्राप्ती
ফাইল স্টোরেজ,फाइल स्टोरेज
ফাইল গঠন,फाइल संरचना
নথি ব্যবস্থা,फाइल सिस्टम
ফাইল স্থানান্তর,फाइल हस्तांतरण
ফাইল ট্রান্সফার প্রোটোকল (FTP),फाइल ट्रान्सफर प्रोटोकॉल (FTP)
ছাঁকনি,फिल्टर
শেষ অবস্থান,शेवटची स्थिती
অনুসন্ধান করুন,शोधा
সসীম রাষ্ট্র মেশিন,मर्यादित राज्य मशीन
আগুন প্রাচীর,आग भिंत
ফার্মওয়্যার,फर्मवेअर
আগে আসলে আগে পাবেন,प्रथम येणाऱ्यास प्रथम सेवा
প্রথম প্রজন্মের কম্পিউটার,पहिल्या पिढीचा संगणक
ফার্স্ট ইনপুট ফার্স্ট ইস্যু (FIFO),फर्स्ट इनपुट फर्स्ट इश्यू (FIFO)
প্রথম আদেশের যুক্তি,प्रथम ऑर्डर युक्तिवाद
প্রথম আদেশ নীতি,प्रथम ऑर्डर तत्त्व
স্থির বিভাগ,निश्चित विभागणी
চিহ্ন,सही करा
নমনীয় ডিস্ক,लवचिक डिस्क
ফ্লপি ডিস্ক,फ्लॉपी डिस्क
ফ্লপি ডিস্ক ড্রাইভ (FDD),फ्लॉपी डिस्क ड्राइव्ह (FDD)
ফ্লো চার্ট,प्रवाह चार्ट
নিয়ন্ত্রণ প্রবাহ,नियंत्रण प्रवाह
প্রভাত,पहाट
ফোল্ডার,फोल्डर
ফন্ট,फॉन्ट
ফন্ট পরিবার,फॉन्ट कुटुंब
বাহ্যিক কী,बाह्य की
ফর্ম,फॉर्म
প্রতীকী ভাষা,प्रतीकात्मक भाषा
প্রতীকী পদ্ধতি,प्रतीकात्मक पद्धत
"1.ফর্ম্যাট, 2.ফর্ম","1.स्वरूप, 2.फॉर्म"
অঙ্কন,रेखाचित्र
fortron,फोर्टॉन
"1.ফরট্রান (একটি কম্পিউটার ভাষা) প্রোগ্রাম, 2.ফরট্রান প্রোগ্রামিং","1. Fortran (एक संगणक भाषा) प्रोग्राम, 2. Fortran प्रोग्रामिंग"
ফরোয়ার্ড স্ল্যাশ,पुढे झुकणारी तिरकी रेष
৪র্থ প্রজন্মের কম্পিউটার,चौथ्या पिढीचा संगणक
অধ্যায়,विभाग
ফ্রেম,फ्रेम
"1.ফ্রি নেট, 2.ফ্রি নেট","1.फ्री नेट, 2.फ्री नेट"
বিনামূল্যে সফ্টওয়্যার বিশ্বাস,मोफत सॉफ्टवेअर ट्रस्ट
বিনামূল্যে সঞ্চয়স্থান,विनामूल्य संचयन
বিনামূল্যের,फ्रीवेअर
সামনে,समोर
"1.ফ্রন্ট প্যানেল, 2.ফ্রন্ট প্যানেল","1. फ्रंट पॅनल, 2. फ्रंट पॅनल"
"1. ফাংশন, 2. ফাংশন","1.कार्ये, 2. कार्य"
ফাংশন কী,फंक्शन की
ফাংশন রেফারেন্স,कार्य संदर्भ
কার্যকরী নির্ভরতা,कार्यात्मक अवलंबित्व
ফাংশন পরীক্ষা,कार्य चाचणी
"1.অস্পষ্ট যুক্তি, 2.অস্পষ্ট যুক্তি","1.अस्पष्ट तर्क, 2.अस्पष्ट तर्क"
"1.ফাজি সেট, 2.ফাজি সেট","1.अस्पष्ट संच, 2.अस्पष्ट संच"
লাভ করা,मिळवणे
ক্রীড়া গাছ,क्रीडा वृक्ष
ব্যবধান চরিত্র,मध्यांतर वर्ण
আবর্জনা,कचरा
আবর্জনা সংগ্রহ,कचरा गोळा करणे
আবর্জনা সংগ্রহ,कचरा गोळा करणे
ট্র্যাশ ইনসাইড ট্র্যাশ আউট (গিগো),कचरा आत कचरा बाहेर (Gigo)
দরজা,दरवाजा
দরজার পথ (নেটওয়ার্কের প্রসঙ্গে),दरवाजाचा मार्ग (नेटवर्कच्या संदर्भात)
ব্যাপক প্রোগ্রাম,सर्वसमावेशक कार्यक्रम
ব্যাপক প্রোগ্রাম,सर्वसमावेशक कार्यक्रम
ব্যাপক উদ্দেশ্য কম্পিউটার,व्यापक उद्देश संगणक
সাধারণ উদ্দেশ্য কম্পিউটার,सामान्य उद्देश संगणक
সাধারণ রেজিস্টার,सामान्य नोंदणी
সাধারণীকরণ,सामान्यीकरण
সাধারণীকরণ,सामान्यीकरण
বিস্তৃত বস্তুর ভাষা,विस्तृत ऑब्जेक्ट भाषा
ব্রড পারপাস অপারেশন সিস্টেম,ब्रॉड पर्पज ऑपरेशन सिस्टम
ব্যাপক উদ্দেশ্য নিবন্ধন,सर्वसमावेशक उद्देश नोंदणी
ত্রুটি উত্পন্ন,त्रुटी निर्माण झाली
প্রজনন ফাংশন,पुनरुत्पादक कार्य
শ্রেণী সাধারণ,सामान्य वर्ग
ক্লাস ফাংশন,वर्ग कार्य
সাধারণ শ্রেণীর নাম,सामान्य वर्गाचे नाव
গিগো,gigo
"1. সর্বজনীন, 2. বিশ্বব্যাপী","1. युनिव्हर्सल, 2. ग्लोबल"
সার্বজনীন কোড,सार्वत्रिक कोड
সার্বজনীন লক,सार्वत्रिक लॉक
"1. ইউনিভার্সাল নেটওয়ার্ক, 2. ইউনিভার্সাল নেটওয়ার্ক","1. युनिव्हर्सल नेटवर्क, 2. युनिव्हर्सल नेटवर्क"
সার্বজনীন নেটওয়ার্ক,सार्वत्रिक नेटवर्क
"1. বিশ্ব ব্যবহারকারী, 2. সর্বজনীন ব্যবহারকারী, 3. সর্বজনীন ব্যবহারকারী","1. जागतिक वापरकर्ता, 2. सार्वजनिक वापरकर्ता, 3. सार्वत्रिक वापरकर्ता"
গ্লোবাল ভেরিয়েবল,जागतिक चल
"1.বিশ্বায়ন, 2.বিশ্বায়ন","1.जागतिकीकरण, 2.जागतिकीकरण"
গোফার (একটি নেটওয়ার্কে একটি প্রোটোকল),गोफर (नेटवर्कमधील प्रोटोकॉल)
গোফার রিসেপ্টর,गोफर रिसेप्टर
"1. গোফার সার্ভার, 2. গোফার সার্ভার","1. गोफर सर्व्हर, 2. गोफर सर्व्हर"
গোফার সাইট,गोफर साइट
গোফার স্থান,गोफर जागा
আকর্ষণীয় অধঃপতন,आकर्षक अध:पतन
ব্যাকরণ সংশোধনকারী,व्याकरण सुधारक
ব্যাকরণ হটি বহির্মুখী,व्याकरण आकर्षक बहिर्मुखता
"1.মোট মোট, 2.গ্রেট মোট, 3.মোট মোট","1.एकूण एकूण, 2.महान एकूण, 3.एकूण एकूण"
"1.গ্রাফ, 2.গ্রাফ","1. आलेख, 2. आलेख"
"1.গ্রাফ স্বরলিপি, 2.গ্রাফ স্বরলিপি","1.ग्राफ नोटेशन, 2.ग्राफ नोटेशन"
"1. গ্রাফিক অক্ষর, 2. গ্রাফিকাল অক্ষর","1. ग्राफिक वर्ण, 2. ग्राफिकल वर्ण"
"1. গ্রাফিক্যাল কন্ট্রোলার, 2. গ্রাফিকাল কন্ট্রোলার","1. ग्राफिकल कंट्रोलर, 2. ग्राफिकल कंट्रोलर"
"1. গ্রাফিকাল ডেটা স্ট্রাকচার, 2. গ্রাফিকাল ডেটা স্ট্রাকচার","1. ग्राफिकल डेटा स्ट्रक्चर, 2. ग्राफिकल डेटा स्ट्रक्चर"
"1. গ্রাফিক ডিসপ্লে প্রোগ্রাম, 2. গ্রাফিকাল ডিসপ্লে প্রোগ্রাম","1. ग्राफिक डिस्प्ले प्रोग्राम, 2. ग्राफिकल डिस्प्ले प्रोग्राम"
"1.গ্রাফিকাল ডিসপ্লে রেজোলিউশন, 2.গ্রাফিক ডিসপ্লে","1.ग्राफिकल डिस्प्ले रिझोल्यूशन, 2.ग्राफिक डिस्प्ले"
"1. গ্রাফিক ভাষা, 2. গ্রাফিকাল ভাষা","1. ग्राफिक भाषा, 2. ग्राफिकल भाषा"
"1. গ্রাফিক ভাষা, 2. গ্রাফিকাল ভাষা","1. ग्राफिक भाषा, 2. ग्राफिकल भाषा"
"1. গ্রাফিকাল প্লেট, 2. গ্রাফিকাল প্লেট","1. ग्राफिकल प्लेट, 2. ग्राफिकल प्लेट"
"1.গ্রাফিক অ্যানিমেশন, 2.গ্রাফিক অ্যানিমেশন","1.ग्राफिक अॅनिमेशन, 2.ग्राफिक अॅनिमेशन"
গ্রাফিক ট্রান্সফার ফরম্যাট (GIF),ग्राफिक ट्रान्सफर फॉरमॅट (GIF)
"1.গ্রাফিক ইউজার ইন্টারফেস (GUI), 2.গ্রাফিক ইউজার ইন্টারফেস","1.ग्राफिक यूजर इंटरफेस (GUI), 2.ग्राफिक यूजर इंटरफेस"
"1.গ্রাফিক্স, 2.গ্রাফিক্স","1.ग्राफिक्स, 2.ग्राफिक्स"
"1.গ্রাফিক্স অ্যাপ্লিকেশন, 2.গ্রাফিকাল অ্যাপ্লিকেশন","1.ग्राफिक्स ऍप्लिकेशन, 2.ग्राफिकल ऍप्लिकेशन"
"1.গ্রাফিক্স কার্সার, 2.গ্রাফিকাল কার্সার","1.ग्राफिक्स कर्सर, 2.ग्राफिकल कर्सर"
"1.গ্রাফিক্স মোড, 2.গ্রাফিক মোড","1.ग्राफिक्स मोड, 2.ग्राफिक मोड"
"1.গ্রাফিক্স প্যাকেজ, 2.গ্রাফিকাল প্যাকেজ","1.ग्राफिक्स पॅकेज, 2.ग्राफिकल पॅकेज"
"1.গ্রাফিক্স সফটওয়্যার, 2.গ্রাফিক্স সফটওয়্যার","1.Graphics Software, 2.Graphics Software"
"1.গ্রাফিক্স সফটওয়্যার, 2.গ্রাফিক্স সফটওয়্যার","1.Graphics Software, 2.Graphics Software"
"1.গ্রাফিক্স সফটওয়্যার প্যাকেজ, 2.গ্রাফিকাল সফটওয়্যার প্যাকেজ","1.Graphics Software Package, 2.Graphical Software Package"
ধূসর স্কেল,राखाडी स्केल
"1. লোভী পদ্ধতি, 2. লোভী পদ্ধতি","1. लोभी पद्धत, 2. लोभी पद्धत"
আঙ্গুর,द्राक्ष
গ্রিড,ग्रिड
গ্রিড চার্ট,ग्रिड चार्ट
গ্রিড গণনা,ग्रिड गणना
গ্রিড মড্যুলেশন,ग्रिड मॉड्यूलेशन
স্থল তরঙ্গ,जमिनीची लाट
দল,गट
গ্রুপ ঠিকানা,गट पत्ता
শঙ্ঘবদ্ধ কোড,गट कोड
গ্রুপ যোগাযোগ,गट संवाद
গ্রুপ যোগাযোগ,गट संवाद
"1.গ্রুপ আইডেন্টিটি, 2.গ্রুপ আইডেন্টিটি","1.ग्रुप आयडेंटिटी, 2.ग्रुप आयडेंटिटी"
দলের নাম,गटाचे नाव
গ্রুপওয়্যার,ग्रुपवेअर
বৃদ্ধি,वाढ
"1.গার্ড, 2.গার্ড","१.गार्ड, २.गार्ड"
নির্দেশিত মিডিয়া,मार्गदर्शित माध्यम
বন্দুক,गनझिप
ডিকোড,डीकोड
ডিকোডার,डिकोडर
ডিকোডার অভিধান,डिकोडर शब्दकोश
অর্ধেক যোগকারী,अर्धा जोडणारा
অর্ধেক সেতু,अर्धा पूल
অর্ধেক দ্বৈত,अर्धा डुप्लेक्स
হাফ ডুপ্লেক্স লাইন,अर्धा डुप्लेक्स लाइन
হাফ ডুপ্লেক্স মোড,अर्धा डुप्लेक्स मोड
অর্ধেক তীব্রতা,अर्धी तीव्रता
আধা রাউটার,अर्ध राउटर
আধা-বিভাগীয়,अर्ध-विभागीय
অর্ধেক ছবি,अर्धी प्रतिमा
অর্ধেক শব্দ,अर्धा शब्द
হ্যামিলটোনিয়ান চক্র,हॅमिलटोनियन चक्र
হ্যামিং কোড,हॅमिंग कोड
হাত,हात
মুদ্রিত কপি,छापील प्रत
হ্যান্ডলিং,हाताळणी
হ্যান্ডলিং,हाताळणी
সাসপেনশন,निलंबन
আনন্দদায়ক ফাঁদ,आनंददायी सापळा
হার্ড কপি ডিভাইস,हार्ड कॉपी डिव्हाइस
"1.হার্ড ডিস্ক, 2.ইনফ্লেক্সিবল ডিস্ক","1.हार्ड डिस्क, 2.इन्फ्लेक्झिबल डिस्क"
অনমনীয় ডিস্ক পতন,लवचिक डिस्क कोसळणे
কঠিন ত্রুটি,कठीण त्रुटी
হার্ডওয়্যার প্রবাহ নিয়ন্ত্রণ,हार्डवेअर प्रवाह नियंत्रण
"1.হারমোনিক, 2.হারমোনিক","1.हार्मोनिक, 2.हार्मोनिक"
"1.হারমোনিক গড়, 2. সুরেলা গড়","1.हार्मोनिक मीन, 2. हार्मोनिक मीन"
হ্যাকিং,हॅकिंग
হ্যাকিং ডায়াগ্রাম,हॅकिंग आकृती
চিমিং টেবিল,चिमिंग टेबल
হ্যাকিং কৌশল,हॅकिंग तंत्र
"1.হেডার, 2.এন্ট্রি","1.हेडर, 2.एंट्री"
"1.স্ট্যাক, 2.স্ট্যাক","1.स्टॅक, 2.स्टॅक"
ভর বাছাই,वस्तुमान वर्गीकरण
সাহায্য,मदत
সাহায্য পর্দা,मदत स्क्रीन
"1.help নেটওয়ার্ক, 2.help নেটওয়ার্ক","1.help नेटवर्क, 2.help नेटवर्क"
হার্টজ (কম্পাঙ্ক/ফ্রিকোয়েন্সির একক),हर्ट्झ (वारंवारता/वारंवारतेचे एकक)
স্বতঃস্ফূর্ত,उत्स्फूर्त
