Odiya,Assamese
ଡେଜି ସର୍କଲ୍ |,ডেইজী চক্ৰ
ଡାଟା ଆଡମିନିଷ୍ଟ୍ରେଟର୍,ডাটা প্ৰশাসক
ତଥ୍ୟ ଆବଣ୍ଟନ,তথ্য আবণ্টন
"1. ଡାଟା ଫିଲ୍ଡ, 2. ଡାଟା ଫିଲ୍ଡ |","1.ডাটা ফিল্ড, 2.ডাটা ফিল্ড"
"1. ଡାଟା ଆରେ, 2 ଡାଟା ଆରେ","1.ডাটা এৰে, 2. ডাটা এৰে"
"1. ଡାଟା-ଆଧାର, 2. ଡାଟାବେସ୍ |","১.ডাটা-বেছ, ২.ডাটাবেছ"
ତଥ୍ୟ ଖଣ୍ଡ,তথ্যৰ খণ্ডিতকৰণ
"1. ଡାଟା ବସ୍, 2. ଡାଟା ବସ୍ |","১.ডাটা বাছ, ২.ডাটা বাছ"
"1. ଡାଟା ବାହକ, 2. ଡାଟା ବାହକ |","1.ডাটা কেৰিয়াৰ, 2.ডাটা কেৰিয়াৰ"
ଡାଟା ସେଲ୍ |,ডাটা চেল
"1. ଡାଟା ସିଷ୍ଟମ୍, 2. ଡାଟା ଚ୍ୟାନେଲ୍ |","১.ডাটা চিষ্টেম, ২.ডাটা চেনেল"
ତଥ୍ୟ ଯୋଗାଯୋଗ |,ডাটা যোগাযোগ
"1. ଡାଟା ସଙ୍କୋଚନ, 2. ଡାଟା ସଙ୍କୋଚନ |","1.ডাটা কম্প্ৰেছন, 2.ডাটা কম্প্ৰেছন"
ଡାଟା ଫିଲ୍ଡ |,ডাটা ফিল্ড
ଡାଟା ଫାଇଲ୍ |,ডাটা ফাইল
"1. ଡାଟା ଫ୍ଲୋ, 2. ଡାଟା ଫ୍ଲୋ |","১.ডাটা ফ্ল’, ২.ডাটা ফ্ল’"
"1. ଡାଟା ଫ୍ଲୋଚାର୍ଟ, 2. ଚାର୍ଟ","১.ডাটা ফ্ল’চাৰ্ট, ২.চাৰ্ট"
ଡାଟା କ୍ରମ,ডাটা হাইৰাৰ্কি
ତଥ୍ୟ ସ୍ତର,তথ্যৰ স্তৰ
"1. ଡାଟା ସଂଗ୍ରହ, 2. ଡାଟା ଲାଇବ୍ରେରୀ |","১.তথ্য সংগ্ৰহ, ২.তথ্য লাইব্ৰেৰী"
ଡାଟା ଲିଙ୍କ୍ ସ୍ତର |,ডাটা লিংক স্তৰ
ଡାଟା ଲିଙ୍କ୍ ସ୍ତର (DLL),ডাটা লিংক স্তৰ (DLL)
"1. ଡାଟା ପରିଚାଳନା, 2. ଡାଟା ପରିଚାଳନା","১.ডাটা মেনেজমেণ্ট, ২.ডাটা মেনেজমেণ্ট"
"1. ଡାଟା ଗଣନା, 2. ଡାଟା ଗଣନା |","১.তথ্য গণনা, ২.তথ্য গণনা"
ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ଭାଷା (DML),তথ্য প্ৰক্ৰিয়াকৰণ ভাষা (DML)
ଡାଟା ମୋଡେମ୍ ଡାଟା ମୋଡେମ୍ |,ডাটা মডেম ডাটা মডেম
"1. ଡାଟା ସଂଶୋଧନ, 2. ଡାଟା ସଂଶୋଧନ |","১.তথ্য পৰিৱৰ্তন, ২.তথ্য পৰিৱৰ্তন"
"1. ଡାଟା ନେଟୱାର୍କ, 2. ଡାଟା ନେଟୱାର୍କ |","১.ডাটা নেটৱৰ্ক, ২.ডাটা নেটৱৰ্ক"
"1. ଡାଟା ଅପରେସନ୍, 2. ଡାଟା ଅପରେସନ୍ |","1.ডাটা অপাৰেচন, 2.ডাটা অপাৰেচন"
"1. ଡାଟା ସଂଗଠନ, 2 ତଥ୍ୟ ସଂଗଠନ","1.ডাটা সংস্থাসমূহ, 2. ডাটা সংস্থাপন"
"1. ଡାଟା ଆଉଟପୁଟ୍, 2. ଡାଟା ଆଉଟପୁଟ୍","1. ডাটা আউটপুট, 2. ডাটা আউটপুট"
"1. ଡାଟା ପଥ, 2. ଡାଟା ପଥ","1.ডাটা পাথ, 2.ডাটা পাথ"
"1. ଡାଟା ପ୍ରସ୍ତୁତି, 2. ତଥ୍ୟ ପ୍ରସ୍ତୁତି |","1.তথ্য প্ৰস্তুত কৰা, 2. তথ্য প্ৰস্তুত কৰা"
"1. ଡାଟା ଗୋପନୀୟତା, 2. ଡାଟା ଗୋପନୀୟତା |","1.ডাটা গোপনীয়তা, 2.ডাটা গোপনীয়তা"
"1. ଡାଟା ପ୍ରୋସେସର୍, 2. ଡାଟା ପ୍ରୋସେସର୍ |","1. ডাটা প্ৰচেছৰ, 2. ডাটা প্ৰচেছৰ"
"1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା","1.তথ্য সুৰক্ষা, 2.তথ্য সুৰক্ষা"
"1. ଡାଟା ରେକର୍ଡ, 2. ଡାଟା ରେକର୍ଡ |","১.ডাটা ৰেকৰ্ড, ২.ডাটা ৰেকৰ্ড"
"1. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର, 2. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର","1. তথ্য উদ্ধাৰ, 2. তথ্য উদ্ধাৰ"
"1. ଡାଟା ରୁଟିନ୍, 2. ଡାଟା ରୁଟିନ୍ |","১.ডাটা ৰুটিন, ২.ডাটা ৰুটিন"
"1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା","1.ডাটা সুৰক্ষা, 2.ডাটা সুৰক্ষা"
"1. ଡାଟା ସେଟ୍, 2 ଡାଟା ସେଟ୍ |","1.ডাটা ছেট, 2. ডাটা ছেট"
"1. ଡାଟା ସିଗନାଲ୍, 2. ଡାଟା ସିଗ୍ନାଲ୍ |","1.ডাটা সংকেত, 2.ডাটা সংকেত"
"1. ଡାଟା ଆକ୍ସେସ୍, 2. ଡାଟା ଆକ୍ସେସ୍ |","1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ"
"1. ଡାଟା ଉତ୍ସ, 2. ଡାଟା ଉତ୍ସ |","১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস"
"1. ଡାଟା ନିର୍ଦ୍ଦିଷ୍ଟକରଣ, 2 ତଥ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |","1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ"
"1. ଡାଟା କେନ୍ଦ୍ର, 2. ଡାଟା କେନ୍ଦ୍ର |","১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ"
"1. ଡାଟା ଷ୍ଟୋରେଜ୍, 2. ଡାଟା ଷ୍ଟୋରେଜ୍ |","1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ"
ଡାଟା ଷ୍ଟୋରେଜ୍ ଗଠନ,তথ্য সংৰক্ষণ গঠন
"1. ଡାଟା ଗଠନ, 2. ଡାଟା ଗଠନ","1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন"
"1. ଡାଟା ସୁଇଚ୍, 2. ଡାଟା ସୁଇଚ୍ |","১.ডাটা চুইচ, ২.ডাটা চুইচ"
"1. ଡାଟା ଟେବୁଲ୍, 2. ଡାଟା ଟେବୁଲ୍ |","1.তথ্য টেবুল, 2.তথ্য টেবুল"
"1. ଡାଟା ଶେଷ, 2 ଡାଟା ଶେଷ","1.ডাটা শেষ, 2. ডাটা শেষ"
"1. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍ |","১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন"
"1. ଡାଟା ସ୍ଥାନାନ୍ତର, 2 ତଥ୍ୟ ସ୍ଥାନାନ୍ତର","1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ"
"1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ |","1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন"
"1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍ |","1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম"
"1. ଡାଟା ଫର୍ମାଟ୍, 2. ଡାଟା ଫର୍ମାଟ୍ |","1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট"
"1. ଡାଟା ୟୁନିଟ୍, 2. ଡାଟା ୟୁନିଟ୍ |","১.ডাটা ইউনিট, ২.ডাটা ইউনিট"
"1. ଡାଟା ବ id ଧତା, 2. ଡାଟା ବ id ଧତା |","1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ"
ଡାଟାବେସ୍,ডাটাবেছ
ଡାଟାବେସ୍ ପ୍ରଶାସନ,ডাটাবেছ প্ৰশাসন
ଡାଟାବେସ୍ ଡିଜାଇନ୍ |,ডাটাবেছ ডিজাইন
ଡାଟାବେସ୍ ପରିଚାଳନା ସିଷ୍ଟମ୍ |,ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা
"1. ଡାଟାଗ୍ରାଭ୍, 2. ଡାଟାଗ୍ରାଭ୍ |","১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ"
"1. ଡାଟମ୍, 2. ତଥ୍ୟ","1. ডেটাম, 2. ডাটা"
"1. ନିଷ୍କ୍ରିୟ ଜୋନ୍, 2. ସକ୍ରିୟ ଜୋନ୍ |","১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল"
ଅବରୋଧ,ডেডলক
ଅବରୋଧ ରୋକିବା |,ডেডলক প্ৰতিৰোধ
ତ୍ରୁଟି କ୍ଲିୟରାନ୍ସ |,দোষ নিষ্কাশন
"1. ବିଚାର କକ୍ଷ, 2. ବିଚାର ବାକ୍ସ |","১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ"
ନିଷ୍ପତ୍ତି ଗ୍ରହଣ ପ୍ରକ୍ରିୟା,সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া
ନିଷ୍ପତ୍ତି ସମର୍ଥନ ପ୍ରଣାଳୀ |,সিদ্ধান্ত সমৰ্থন ব্যৱস্থা
ନିଷ୍ପତ୍ତି ବୃକ୍ଷ |,সিদ্ধান্ত গছ
"1. ଡିକୋଡର୍, 2. ଡିକୋଡର୍ |","১.ডিকোডাৰ, ২.ডিকোডাৰ"
ବିଲୋପ ନୀତି |,দ্ৰৱণ নীতি
ଡିକୋଡିଂ,ডিকোডিং
ଉତ୍ସର୍ଗୀକୃତ ସିଷ୍ଟମ୍ |,ডেডিকেটেড চিষ্টেম
ଉତ୍ସର୍ଗୀକୃତ ପ୍ରେସ୍ |,ডেডিকেটেড প্ৰেছ
ପ୍ରତିରୋପଣ ଡାଟା ନେଟୱାର୍କ (DDN),প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN)
ପ୍ରତିରୋପଣ ସୂଚନା ପ୍ରଣାଳୀ |,টিকাকৰণ তথ্য ব্যৱস্থা
ଏକୀକରଣ,সংহতি
ବିଳମ୍ବ,পলম কৰা
ବିଳମ୍ବ କାଉଣ୍ଟର,বিলম্ব কাউণ্টাৰ
ବିଳମ୍ବ ସମୟ,বিলম্বৰ সময়
"1. ଡିଲିଟ୍, 2. ଡିଲିଟ୍","১.মচি পেলোৱা, ২.মচি পেলোৱা"
ବିଲୋପ ରେକର୍ଡ,ডিলিচন ৰেকৰ্ড
ଡିଲିମିଟର,সীমা নিৰ্ধাৰণকাৰী
ଡେଲଟା ମଡ୍ୟୁଲେସନ୍,ডেল্টা মডুলেচন
ଆବଶ୍ୟକତା ପୃଷ୍ଠା |,ৰিকুইজিচন পৃষ্ঠা
କାର୍ଯ୍ୟଦକ୍ଷତା,প্ৰদৰ্শন
demodulation,ডিমডুলেচন
ଭି-ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |,ভি-মাল্টিপ্লেক্সাৰ
ନାମକରଣ,ডিনৰ্মেলাইজেচন
"1. ଘନତା, 2. ଘନତା","১.ঘনত্ব, ২.ঘনত্ব"
"1. ନିର୍ଭରଶୀଳତା, 2. ନିର୍ଭରଶୀଳତା |","১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা"
ନିର୍ଭରଶୀଳ ଏକକ |,নিৰ্ভৰশীল একক
ଧାଡି,লানি পতা
"1. ଡିଫେରେନ୍ସ, 2. ଡିଫେରେନ୍ସ","১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স"
ଉତ୍ପନ୍ନ ଗଛ |,ব্যুৎপত্তি কৰা গছ
ପ୍ରାପ୍ତ କ୍ଷେତ୍ର,ব্যুৎপত্তি কৰা ক্ষেত্ৰ
ଅବତରଣ କ୍ରମ |,অৱনমিত সজাই পৰাই তোলা
ଡିଜାଇନ୍,ডিজাইন
ଡେସ୍କ କାଲକୁଲେଟର,ডেস্ক কেলকুলেটৰ
ଡେସ୍କଟପ୍ କମ୍ପ୍ୟୁଟରଗୁଡିକ,ডেস্কটপ কম্পিউটাৰ
ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା,ডেস্কটপ উপস্থাপন
ଡେସ୍କଟପ୍ ପ୍ରକାଶନ |,ডেস্কটপ প্ৰকাশন
ଡେସ୍କଟପ୍ ଭିଡିଓ,ডেস্কটপ ভিডিঅ&#39;
ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା,গন্তব্যস্থানৰ ঠিকনা
"1. ବିନାଶକାରୀ, 2. ବିନାଶକାରୀ |","১.ধ্বংসী, ২.নাশক"
ନିର୍ଣ୍ଣୟକାରୀ ଅଟୋମାଟା |,ডিটাৰ্মিনিষ্টিক automata
ବିକାଶକାରୀ,ডেভেলপাৰ
ବିକାଶ ବ୍ୟବସ୍ଥା,উন্নয়ন ব্যৱস্থা
ଉପକରଣ,ডিভাইচ
ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ,ডিভাইচ নিয়ন্ত্ৰণ একক
ଉପକରଣ ନିୟନ୍ତ୍ରକ,ডিভাইচ নিয়ন্ত্ৰক
ଉପକରଣ ପରିଚାଳନା,ডিভাইচ ব্যৱস্থাপনা
ଉପକରଣ ମୋଡ୍,ডিভাইচ ধৰণ
ନିରାକରଣ,নিদান
ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |,ডায়েগনষ্টিক চিষ্টেম
"1. ନିଦାନ, 2. ନିଦାନ","১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ"
ଚିତ୍ର,ডায়েগ্ৰাম
ଡାଏଲ୍ କରନ୍ତୁ |,ডায়েল কৰক
ଡାଏଲ୍ ଲାଇନ୍ |,ডায়েল লাইন
ଡାଏଲ୍ ସ୍ୱର,ডায়েল টোন
ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |,ডায়েল আপ কৰক
"1. ସଂଳାପ, 2. ବାର୍ତ୍ତାଳାପ","১/ সংলাপ, ২/ কথোপকথন"
ବାର୍ତ୍ତାଳାପ କକ୍ଷ |,কথোপকথন কক্ষ
ଡାଏଲଅପ୍ ମୋଡେମ୍ |,ডায়েলআপ মডেম
ବୀମା,বীমা
ଅଭିଧାନ,অভিধান
"1. ଭିନ୍ନକ୍ଷମ, 2 ଭିନ୍ନତା","১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য"
ସାଂଖ୍ୟିକ,সংখ্যাগত
ଡିଜିଟାଲ୍ ସିଷ୍ଟମ୍ |,ডিজিটেল ব্যৱস্থা
ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |,ডিজিটেল বৰ্তনী
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,ডিজিটেল কম্পিউটাৰ
"1. ଡିଜିଟାଲ୍ ଡାଟା, 2. ଡିଜିଟାଲ୍ ଡାଟା |","1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা"
ଡିଜିଟାଲ୍ ସୁବିଧା,ডিজিটেল সুবিধা
ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |,ডিজিটেল ফিল্টাৰ
ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |,ডিজিটেল লাইব্ৰেৰী
ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍,ডিজিটেল মডুলেচন
"1. ଡିଜିଟାଲ୍ ପ୍ରଦର୍ଶନ, 2. ଡିଜିଟାଲ୍ ମନିଟର |","1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ"
ଡିଜିଟାଲ୍ ପ୍ରତିଛବି |,ডিজিটেল ইমেজ
"1. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ, 2. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |","১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ"
ଡିଜିଟାଲ୍ ସୁଇଚ୍ |,ডিজিটেল চুইচ
ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |,ডিজিটেল এনালগ কনভাৰ্টাৰ
ଡିଜିଟାଇଜେସନ୍,ডিজিটাইজেচন
ଡିଜିଟାଇଜେସନ୍,ডিজিটাইজেচন
ଡିଜିଟାଇଜର୍,ডিজিটাইজাৰ
ଡାୟୋଡ୍,ডাইঅ&#39;ড
ପ୍ରିମା ଫେସୀ |,পোনপটীয়া
ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା,প্ৰত্যক্ষ ঠিকনা
ସିଧାସଳଖ ରୂପାନ୍ତର |,প্ৰত্যক্ষ ৰূপান্তৰ
ସିଧାସଳଖ ଯୋଡି |,প্ৰত্যক্ষ সংযোজন
"1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)","1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)"
ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |,প্ৰত্যক্ষ পদ্ধতি
ଦିଗଗୁଡିକ,দিশ নিৰ্দেশনা
ଡିରେକ୍ଟୋରୀ,ডাইৰেকটৰী
"1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |","1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ"
ଡିରେକ୍ଟୋରୀ ସେବା,ডাইৰেকটৰি সেৱা
ଅସମର୍ଥ |,অক্ষম
ସଙ୍କେତ ଅକ୍ଷମ କରିବା |,সংকেত নিষ্ক্ৰিয় কৰা
"1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା","১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা"
"1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |","১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন"
"1. ଡିସ୍କ, 2. ଡିସ୍କ","১.ডিস্ক, ২.ডিস্ক"
"1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା","1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা"
"1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |","1. ডিস্ক এৰে, 2. ডিস্ক এৰে"
"1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |","1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ"
ଡିସ୍କ ଫାଇଲ୍ |,ডিস্ক নথিপত্ৰ
"1. ଡିସ୍କ ମେମୋରୀ, 2. ଡିସ୍କ ମେମୋରୀ, 3. ଡିସ୍କ ମେମୋରୀ, 4 | ଡିସ୍କ ମେମୋରୀ","1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি"
ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DoS),ডিস্ক অপাৰেটিং চিস্টেম (DoS)
ଡିସ୍କ ପ୍ୟାକେଜ,ডিস্ক পেকেজ
"1. ଚାକ୍ରିକା ସର୍ଭର, 2. ଡିସ୍କ ସର୍ଭର |","1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ"
"1. ଡିସ୍କ ସଂରକ୍ଷଣ, 2. ଡିସ୍କ ସଂରକ୍ଷଣ","1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ"
ଡିସ୍କେଟ୍ |,ডিস্কেট
ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,ফাইল প্ৰদৰ্শন কৰক
ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,ছবি প্ৰদৰ্শন কৰক
ନିଷ୍କାସନ,নিষ্পত্তি
ଦୂରତା,দূৰত্ব
ଦୂରତା କାର୍ଯ୍ୟ,দূৰত্বৰ ফলন
ବିକୃତି,বিকৃতি
ବିତରଣ,বিলি কৰা হ’ল
ବଣ୍ଟିତ ତଥ୍ୟ |,বিতৰণ কৰা তথ্য
ବଣ୍ଟିତ ସର୍ଭର |,বিতৰণ কৰা চাৰ্ভাৰ
"1. ବଣ୍ଟିତ ସିଷ୍ଟମ୍, 2. ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |","1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা"
ବିତରକ,বিতৰক
ଡକ୍ୟୁମେଣ୍ଟ୍,নথিপত্ৰ
ଡକ୍ୟୁମେଣ୍ଟ୍ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ |,নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত
"1. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ, 2. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |","1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো"
ଡକ୍ୟୁମେଣ୍ଟେସନ୍,নথিপত্ৰ
"ଡୋମେନ୍, ଡୋମେନ୍","ডমেইন, ডমেইন"
ଡୋମେନ୍ ନାମ,ডমেইনৰ নাম
"1. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍, 2. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |","1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ"
"ତଳେ, ତଳେ","তলত, তলত"
"1. ଆଭାଲିଙ୍କ୍, 2. ସ୍କ୍ୱାର୍ |","১.এভালিংক, ২.বৰ্গ"
ଡାଉନଲୋଡ୍ କରନ୍ତୁ |,ডাউনল’ড
ଡାଉନଲୋଡ୍ ସମୟ |,ডাউনলোড সময়
ଟ୍ରାକ୍ସନ୍,ট্ৰেকচন
DRAM (ଡାଇନାମିକ୍ RAM),DRAM (ডাইনামিক ৰেম)
ରନ୍ ଅଫ୍,ৰানঅফ
ଡ୍ରାଇଭର |,ড্ৰাইভাৰ
ପତ୍ର,পাত
ଡ୍ରପ୍ ତାଲିକା ବାକ୍ସ,তালিকা বাকচ ড্ৰপ কৰক
ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |,ড্ৰাম ড্ৰাইভ
"1. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍, 2. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |","1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ"
"1. ଇମ୍ ୟୁନିଟ୍, 2. ଡ୍ରମ୍ ୟୁନିଟ୍ |","১.ইম ইউনিট, ২.ড্ৰাম ইউনিট"
"1. ଦ୍ୱ ual ତ୍ୟ, 2 bi","১.দ্বৈততা, ২. bi"
ଦ୍ୱ ual ତ ଘନତା |,দ্বৈত ঘনত্ব
"1. ନୀରବ ଠିକଣା, 2. ନକଲି ଠିକଣା |","১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা"
ଡମ୍ପିଂ,ভাণ্ডাৰ
ଡବଲ୍ ସର୍କିଟ୍ |,ডুপ্লেক্স বৰ্তনী
ଆଇନଗତକରଣ |,বৈধকৰণ
କି କି,কি&#39; কি&#39;
"1.D V D R./W, 2 DVD ପଠନ, 3. ଲେଖିବା","১.ডি ভি ডি আৰ./ডব্লিউ, ২. ডিভিডি পঢ়া, ৩. লিখা"
DVD ROM,DVD ROM
ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ,গতিশীল নিৰ্দেশনা
"1. ଡାଇନାମିକ୍ ମେମୋରୀ, 2. ଡାଇନାମିକ୍ ମେମୋରୀ |","1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি"
"1. ଡାଇନାମିକ୍ସ, 2. ଡାଇନାମିକ୍ସ","১.গতিবিদ্যা, ২.গতিশীলতা"
E B C D I C,ই খ গ ঘ আই চি
ଇ-ବ୍ୟବସାୟ |,ই-ব্যৱসায়
ଇକୋ,প্ৰতিধ্বনি
"1.e- ବାଣିଜ୍ୟ, 2.e- ବାଣିଜ୍ୟ |","১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ"
ସମ୍ପାଦନା,সম্পাদনা কৰা
ସମ୍ପାଦକ,সম্পাদক
ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,শিক্ষাগত প্ৰযুক্তি
e e p rom,ই ই প ৰম
"1. ଅର୍ଥପୂର୍ଣ୍ଣ ଠିକଣା, 2. ପ୍ରଭାବଶାଳୀ ଠିକଣା |","১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা"
ଅର୍ଥପୂର୍ଣ୍ଣ ଅପରେଣ୍ଡ୍ ଠିକଣା |,অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা
ପ୍ରଭାବଶାଳୀ କାର୍ଯ୍ୟ,ফলপ্ৰসূ কাৰ্য্য
ପ୍ରଭାବଶାଳୀ UID |,ফলপ্ৰসূ UID
ପ୍ରଭାବଶାଳୀ ସଂକ୍ରମଣ କାର୍ଯ୍ୟ,ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য
ଅକ୍ଟାଲ୍ ବାଇଟ୍ |,অক্টল বাইট
"ଇଲେକ୍ଟ୍ରୋନିକ୍ ଶିକ୍ଷା, ଇ-ଲର୍ନିଂ |","ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং"
ନିର୍ବାଚନ ଆଲଗୋରିଦମ |,নিৰ্বাচন এলগৰিদম
ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ ସେବା (ଇ-ମେଲ୍),ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল)
