Marathi,Telugu
नियंत्रण तपशील,నియంత్రణ స్పెసిఫికేషన్
नियंत्रण स्टॅक,కంట్రోల్ స్టాక్
नियंत्रण मानक,నియంత్రణ ప్రమాణం
नियंत्रण विधान,నియంత్రణ ప్రకటన
नियंत्रण स्टेशन,కంట్రోల్ స్టేషన్
नियंत्रण संचयन,నియంత్రణ నిల్వ
कंट्रोल स्टोरेज सेव्ह,నియంత్రణ నిల్వ సేవ్
नियंत्रण स्विच,నియంత్రణ స్విచ్
नियंत्रण यंत्रणा,నియంత్రణ వ్యవస్థ
नियंत्रण टेप,కంట్రోల్ టేప్
नियंत्रण तंत्र,నియంత్రణ సాంకేతికత
नियंत्रण टर्मिनल,నియంత్రణ టెర్మినల్
एकूण नियंत्रण,మొత్తం నియంత్రణ
नियंत्रण हस्तांतरण विधान,నియంత్రణ బదిలీ ప్రకటన
नियंत्रण युनिट,నియంత్రణ యూనిట్
नियंत्रण व्हेरिएबल,నియంత్రణ వేరియబుల్
नियंत्रण खंड,నియంత్రణ వాల్యూమ్
शब्द नियंत्रित करा,నియంత్రణ పదం
अधिवेशन,కన్వెన్షన్
अधिवेशन उपकरणे,కన్వెన్షన్ పరికరాలు
अभिसरण,కన్వర్జెన్స్
संभाषण,సంభాషణ
संभाषणात्मक,సంభాషణ
संभाषण बीजगणित भाषा,సంభాషణ బీజగణిత భాష
संभाषण कंपाईलर,సంభాషణ కంపైలర్
संभाषणात्मक संगणन,సంభాషణ కంప్యూటింగ్
संभाषणात्मक भाषा,సంభాషణ భాష
संभाषण मोड,సంభాషణ మోడ్
संभाषण प्रणाली,సంభాషణ వ్యవస్థ
संभाषणात्मक टर्मिनल,సంభాషణ టెర్మినల్
संभाषणात्मक वेळ सामायिकरण,సంభాషణ సమయం భాగస్వామ్యం
रूपांतरण,మార్పిడి
रूपांतरण किंमत,మార్పిడి ఖర్చు
रूपांतरण डिव्हाइस,మార్పిడి పరికరం
रूपांतरण मोड,మార్పిడి మోడ్
रूपांतरण दिनचर्या,మార్పిడి దినచర్య
रूपांतरित करा,మార్చండి
कन्व्हर्टर,కన్వర్టర్
बहिर्गोल प्रोग्रामिंग,కుంభాకార ప్రోగ్రామింగ్
समन्वयित मेमरी,కోఆర్డినేట్ చిరునామా మెమరీ
समन्वय डेटा,డేటాను సమన్వయం చేయండి
समन्वय भूमिती भाषा,జ్యామితి భాష సమన్వయం
समन्वय ग्राफिक्स,గ్రాఫిక్స్ సమన్వయం
समन्वय नेटवर्क,సమన్వయ నెట్‌వర్క్
समन्वय वेळ स्केल,సమన్వయ సమయ స్కేల్
कॉपी,కాపీ
कॉर्डलेस प्लग,కార్డ్‌లెస్ ప్లగ్
कॉर्डनोनिअर सिस्टम,కార్డోనియర్ వ్యవస్థ
कोअर,కోర్
कोअर डंप,కోర్ డంప్
कोर प्रतिमा,కోర్ చిత్రం
कोर प्रतिमा लायब्ररी,కోర్ ఇమేజ్ లైబ్రరీ
कोअर मेमरी,కోర్ మెమరీ
कोर नेटवर्क,కోర్ నెట్‌వర్క్
सह-रहिवासी,సహ-నివాస
कोर स्टोरेज,కోర్ నిల్వ
कोर सिस्टम,కోర్ సిస్టమ్
सह-रुटीन,సహ-రూటిన్
बरोबर आणि कॉपी,సరైనది మరియు కాపీ
दुरुस्ती वैशिष्ट्य,ఫీచర్ సరిదిద్దడం
दुरुस्ती,దిద్దుబాటు
सुधार माहिती,దిద్దుబాటు సమాచారం
सुधारात्मक देखभाल,దిద్దుబాటు నిర్వహణ
सुधारात्मक देखभाल वेळ,దిద్దుబాటు నిర్వహణ సమయం
खर्च विश्लेषण,వ్యయ విశ్లేషణ
खर्च-केंद्र लेखा,ఖర్చు-కేంద్రం అకౌంటింగ్
गणना,కౌంట్
काउंटर,కౌంటర్
काउंटर इनहिबिट,కౌంటర్ ఇన్హిబిట్
काउंट-की-डेटा डिव्हाइस,కౌంట్-కీ-డేటా పరికరం
राष्ट्र संकेतांक,దేశం కోడ్
गंभीर पथ पद्धत,క్లిష్టమైన మార్గం పద్ధతి
क्रॉस बार स्विच,క్రాస్ బార్ స్విచ్
क्रॉस बार सिस्टम,క్రాస్ బార్ సిస్టమ్
फेर पडताळणी,మరొక్కసారి పరిశీలించు
क्रॉस कंपाईलर,క్రాస్ కంపైలర్
क्रॉस डोमेन संप्रेषण,క్రాస్ డొమైన్ కమ్యూనికేషన్
क्रॉस फायर,క్రాస్ ఫైర్
क्रॉस फूट,క్రాస్ ఫుట్
क्रॉस फूटिंग टेस्ट,క్రాస్ ఫుటింగ్ పరీక్ష
क्रॉस पॉईंट अ‍ॅरे,క్రాస్ పాయింట్ అర్రే
क्रॉस सेक्शनल टेस्टिंग,క్రాస్ సెక్షనల్ పరీక్ష
अ‍ॅरेचा क्रॉस विभाग,శ్రేణి యొక్క క్రాస్ సెక్షన్
क्रॉस सॉफ्टवेअर,క్రాస్ సాఫ్ట్‌వేర్
क्रॉस सुबेरिया दुवा,క్రాస్ సబ్‌రియా లింక్
क्रॉस टॉक,క్రాస్ టాక్
क्रॉस ट्रॅकिंग,క్రాస్ ట్రాకింగ్
गर्दी,రద్దీ
क्रायोजेनिक्स,క్రయోజెనిక్స్
क्रायोजेनिक स्टोरेज,క్రయోజెనిక్ నిల్వ
क्रायोजेनिक स्टोअर,క్రయోజెనిక్ స్టోర్
क्रायोस्टॅट,క్రియోస్టాట్
क्रिओट्रॉन,క్రియోట్రాన్
क्रिप्टोग्राफिक,క్రిప్టోగ్రాఫిక్
क्रिप्टोग्राफिक अल्गोरिदम,క్రిప్టోగ్రాఫిక్ అల్గోరిథం
क्रिप्टोग्राफी,క్రిప్టోగ్రఫీ
संचयी निर्देशांक,సంచిత సూచిక
चलन प्रतीक,కరెన్సీ చిహ్నం
वर्तमान बीम स्थिती,ప్రస్తుత బీమ్ స్థానం
वर्तमान कनेक्ट गट,ప్రస్తుత కనెక్ట్ సమూహం
चालू पिढी,ప్రస్తుత తరం
वर्तमान सूचना  नोंदणी करा,ప్రస్తుత సూచన  రిజిస్టర్
चालू ओळ  पॉईंटर,ప్రస్తుత లైన్  పాయింటర్
वर्तमान लूप (=  वर्तमान अँटिनोड),ప్రస్తుత లూప్ (=  ప్రస్తుత యాంటినోడ్)
चालू मोड लॉजिक,ప్రస్తుత మోడ్ లాజిక్
वर्तमान रेकॉर्ड,ప్రస్తుత రికార్డు
कर्सर,కర్సర్
कर्सर कंट्रोल की,కర్సర్ కంట్రోల్ కీ
Cttate,కర్టేట్
वक्र अनुयायी,కర్వ్ అనుచరుడు
उशी,కుషన్
ग्राहक प्रवेश क्षेत्र,కస్టమర్ యాక్సెస్ ప్రాంతం
ग्राहक माहिती नियंत्रण प्रणाली,కస్టమర్ ఇన్ఫర్మేషన్ కంట్రోల్ సిస్టమ్
ग्राहक परिसर उपकरणे,కస్టమర్ ప్రాంగణ పరికరాలు
ग्राहक स्विचिंग सिस्टम,కస్టమర్ స్విచింగ్ సిస్టమ్
कट फॉर्म,కట్ ఫారం
कट फॉर्म मोड,ఫారమ్ మోడ్ కట్
कट पद्धत,కట్ పద్ధతి
कट ऑफ,కత్తిరించిన
सायबरनेशन,సైబర్‌నేషన్
सायबरनेटिक्स,సైబర్‌నెటిక్స్
चक्र,చక్రం
चक्र मोजणी,చక్రాల సంఖ్య
सायकल निर्देशांक,సైకిల్ సూచిక
सायकल मेमरी,సైకిల్ మెమరీ
सायकल मायक्रोप्रोग्रामिंग,సైకిల్ మైక్రోప్రోగ్రామింగ్
सायकल रीसेट,సైకిల్ రీసెట్
चक्र सामायिकरण,సైకిల్ షేరింగ్
चक्र चोरी,సైకిల్ స్టీల్
चक्र चोरी,సైకిల్ దొంగిలించడం
सायकल वेळ,సైకిల్ సమయం
चक्रीय कोड,చక్రీయ కోడ్
चक्रीय रिडंडंसी तपासणी,చక్రీయ పునరావృతం చెక్
चक्रीय शिफ्ट,చక్రీయ షిఫ్ట్
चक्रीय संचयन,చక్రీయ నిల్వ
चक्रीय हस्तांतरण,చక్రీయ బదిలీ
सिलेंडर संकल्पना,సిలిండర్ కాన్సెప్ట్
वर्ण,పాత్ర
कोडित दशांश,కోడెడ్ దశాంశం
डेझी साखळी,డైసీ గొలుసు
डेझी प्रिंट व्हील,డైసీ ప్రింట్ వీల్
डेझी व्हील,డైసీ వీల్
ओलसर,డంపింగ్
डेटा,సమాచారం
वरील डेटा,వాయిస్ పైన ఉన్న డేటా
डेटा प्रवेश व्यवस्था,డేటా యాక్సెస్ అమరిక
डेटा संपादन,డేటా సేకరణ
डेटा अधिग्रहण संगणक,డేటా సముపార్జన కంప్యూటర్
डेटा अ‍ॅडॉप्शन युनिट,డేటా అనుసరణ యూనిట్
डेटा प्रशासक,డేటా నిర్వాహకుడు
डेटा एकत्रित,డేటా మొత్తం
डेटा क्षेत्र,డేటా ప్రాంతం
डेटा अ‍ॅरे,డేటా శ్రేణి
डेटा विशेषता,డేటా లక్షణం
डेटा बँक,డేటా బ్యాంక్
डेटाबेस,డేటాబేస్
डेटाबेस प्रशासन,డేటాబేస్ పరిపాలన
डेटाबेस व्यवस्थापन,డేటాబేస్ నిర్వహణ
डेटाबेस व्यवस्थापन प्रणाली,డేటాబేస్ నిర్వహణ వ్యవస్థ
डेटा ब्लॉक,డేటా బ్లాక్
डेटा ब्रेक (= थेट मेमरी प्रवेश),డేటా విరామం (= ప్రత్యక్ష మెమరీ యాక్సెస్)
डेटा बफर रजिस्टर,డేటా బఫర్ రిజిస్టర్
डेटा कॅप्चर,డేటా క్యాప్చర్
डेटा कार्ड,డేటా కార్డ్
डेटा कॅरियर,డేటా క్యారియర్
डेटा सेल,డేటా సెల్
डेटा चॅनेल,డేటా ఛానెల్
डेटा चॅनेल मल्टिप्लेक्सर,డేటా ఛానల్ మల్టీప్లెక్సర్
डेटा सर्किट,డేటా సర్క్యూట్
डेटा सर्किट पारदर्शकता,డేటా సర్క్యూట్ పారదర్శకత
डेटा कोड,డేటా కోడ్
माहिती संकलन,వివరాల సేకరణ
डेटा संकलन स्टेशन,డేటా సేకరణ స్టేషన్
डेटा संग्रह प्रणाली,డేటా సేకరణ వ్యవస్థ
डेटा  संप्रेषण,సమాచారం  కమ్యూనికేషన్
डेटा  संप्रेषण  चॅनल,సమాచారం  కమ్యూనికేషన్  ఛానెల్
डेटा  संप्रेषण  उपकरणे,సమాచారం  కమ్యూనికేషన్  పరికరాలు
डेटा  संप्रेषण  इंटरफेस,సమాచారం  కమ్యూనికేషన్  ఇంటర్ఫేస్
डेटा  संप्रेषण  नेटवर्क,సమాచారం  కమ్యూనికేషన్  నెట్‌వర్క్
डेटा  संप्रेषण  सेवा,సమాచారం  కమ్యూనికేషన్  సేవ
डेटा कॉम्पॅक्शन,డేటా సంపీడనం
डेटा कॉम्प्रेशन,డేటా కుదింపు
डेटा कनेक्शन,డేటా కనెక్షన్
डेटा स्थिर,డేటా స్థిరాంకం
डेटा  दूषित,సమాచారం  కాలుష్యం
डेटा नियंत्रण,డేటా నియంత్రణ
डेटा नियंत्रण ब्लॉक,డేటా కంట్రోల్ బ్లాక్
डेटा रूपांतरण,డేటా మార్పిడి
डेटा कन्व्हर्टर,డేటా కన్వర్టర్
डेटा घोषणा,డేటా డిక్లరేషన్
डेटा घोषणा  विधान,డేటా డిక్లరేషన్  ప్రకటన
डेटा व्याख्या,డేటా నిర్వచనం
डेटा व्याख्या  नाव,డేటా నిర్వచనం  పేరు
डेटा व्याख्या  विधान,డేటా నిర్వచనం  ప్రకటన
डेटा विलंब,డేటా ఆలస్యం
डेटा डिलिमीटर,డేటా డీలిమిటర్
डेटा घनता,డేటా సాంద్రత
डेटा वर्णन  प्रविष्टी,డేటా వివరణ  ప్రవేశం
डेटा वर्णन  इंग्रजी,డేటా వివరణ  భాష
डेटा डिझाइन,డేటా డిజైన్
डेटा डिव्हाइस,డేటా పరికరం
डेटा शब्दकोश,డేటా నిఘంటువు
डेटा निर्देशित ट्रान्समिशन,డేటా దర్శకత్వం వహించింది
डेटा प्रदर्शन युनिट,డేటా డిస్ప్లే యూనిట్
डेटा वितरण प्रणाली,డేటా పంపిణీ వ్యవస్థ
डेटा विभाग,డేటా విభాగం
डेटा घटक,డేటా మూలకం
डेटा घटक साखळी,డేటా ఎలిమెంట్ చైన్
डेटा कूटबद्धीकरण  की,డేటా గుప్తీకరణ  కీ
डेटा कूटबद्धीकरण  मानक,డేటా గుప్తీకరణ  ప్రమాణం
माहिती भरणे,సమాచారం పొందుపరచు
डेटा प्रविष्टी डिव्हाइस,డేటా ఎంట్రీ పరికరం
डेटा त्रुटी,డేటా లోపం
डेटा मूल्यांकन,డేటా మూల్యాంకనం
डेटा परीक्षा,డేటా పరీక్ష
डेटा एक्सचेंज,డేటా మార్పిడి
डेटा फील्ड,డేటా ఫీల్డ్
डेटा फाइल,సమాచార దస్తా
माहितीचा प्रवाह,డేటా ప్రవాహం
डेटा प्रवाह चार्ट,డేటా ఫ్లో చార్ట్
डेटा प्रवाह नियंत्रण,డేటా ప్రవాహ నియంత్రణ
डेटा प्रवाह आकृती,డేటా ప్రవాహ రేఖాచిత్రం
डेटा स्वरूप,డేటా ఫార్మాట్
डेटा स्वरूप आयटम,డేటా ఫార్మాట్ అంశం
डेटा जनरेटर,డేటా జనరేటర్
डेटाग्राम,డేటాగ్రామ్
डेटाग्राम सेवा,డేటాగ్రామ్ సేవ
डेटा ग्राफिक्स,డేటా గ్రాఫిక్స్
डेटा ग्राफोस्कोप,డేటా గ్రాఫోస్కోప్
डेटा हाताळणी,డేటా నిర్వహణ
डेटा हाताळणी  क्षमता,డేటా నిర్వహణ  సామర్థ్యం
डेटा पदानुक्रम,డేటా సోపానక్రమం
डेटा होस्ट (= होस्ट),డేటా హోస్ట్ (= హోస్ట్)
डेटा स्वातंत्र्य,డేటా స్వాతంత్ర్యం
डेटा इनपुट,డేటా ఇన్పుట్
डेटा इनपुट स्टेशन,డేటా ఇన్పుట్ స్టేషన్
माहिती एकाग्रता,డేటా సమగ్రత
डेटा इंटरचेंज,డేటా ఇంటర్‌చేంజ్
व्हॉईस मध्ये डेटा,వాయిస్‌లో డేటా
डेटा I/O  सूचना,డేటా I/O  సూచన
डेटा आयटम,డేటా అంశం
डेटा पातळी,డేటా స్థాయి
डेटा लायब्ररी,డేటా లైబ్రరీ
डेटा दुवा नियंत्रण  वर्ण,డేటా లింక్ నియంత్రణ  పాత్ర
डेटा लिंक एस्केप  वर्ण,డేటా లింక్ ఎస్కేప్  పాత్ర
डेटा दुवा स्तर,డేటా లింక్ లేయర్
डेटा यादी,డేటా జాబితా
डेटा लॉगिंग,డేటా లాగింగ్
माहिती व्यवस्थापन,సమాచార నిర్వహణ
माहिती व्यवस्थापन  कार्यक्रम,సమాచార నిర్వహణ  ప్రోగ్రామ్
माहिती व्यवस्थापन  प्रणाली,సమాచార నిర్వహణ  వ్యవస్థ
डेटा हाताळणी,డేటా మానిప్యులేటింగ్
डेटा मॅनिपुलेशन  इंग्रजी,డేటా మానిప్యులేషన్  భాష
डेटा मास्किंग,డేటా మాస్కింగ్
डेटामॅटिक संगणक,డేటామాటిక్ కంప్యూటర్
डेटामेशन,డేటామేషన్
डेटा मध्यम,డేటా మాధ్యమం
डेटा माइग्रेशन,డేటా వలస
डेटा मोड,డేటా మోడ్
डेटा मूव्ह  सूचना,డేటా కదలిక  సూచన
डेटा मल्टीप्लेक्सर,డేటా మల్టీప్లెక్సర్
डेटा नाव,డేటా పేరు
डेटा नेटवर्क,డేటా నెట్‌వర్క్
डेटा ऑपरेशन,డేటా ఆపరేషన్
डेटा संस्था,డేటా సంస్థ
डेटा मूळ,డేటా మూలం
डेटा आउटपुट,డేటా అవుట్పుట్
डेटा पथ,డేటా మార్గం
डेटा टप्पा,డేటా దశ
डेटाफोन,డేటాఫోన్
डेटा प्लॉटर,డేటా ప్లాటర్
डेटा पॉईंटर,డేటా పాయింటర్
डेटा तयारी,డేటా తయారీ
डेटा तयारी  साधन,డేటా తయారీ  పరికరం
डेटा प्रक्रिया,డేటా ప్రాసెసింగ్
डेटा प्रक्रिया  मध्य,డేటా ప్రాసెసింగ్  కేంద్రం
डेटा प्रक्रिया  चक्र,డేటా ప్రాసెసింగ్  చక్రం
डेटा प्रक्रिया  मशीन,డేటా ప్రాసెసింగ్  యంత్రం
डेटा प्रक्रिया  नोड,డేటా ప్రాసెసింగ్  నోడ్
डेटा प्रक्रिया  स्टेशन,డేటా ప్రాసెసింగ్  స్టేషన్
डेटा प्रक्रिया  प्रणाली,డేటా ప్రాసెసింగ్  వ్యవస్థ
डेटा प्रोसेसर,డేటా ప్రాసెసర్
माहिती संरक्षण,సమాచార రక్షణ
डेटा शुध्दीकरण,డేటా శుద్దీకరణ
डेटा रेडिओ,డేటా రేడియో
डेटा रिसीव्हर,డేటా రిసీవర్
डेटा रेकॉर्ड,డేటా రికార్డ్
डेटा कपात,డేటా తగ్గింపు
डेटा नोंदणी,డేటా రిజిస్టర్
डेटा विश्वसनीयता,డేటా విశ్వసనీయత
डेटा  प्रतिनिधित्व,సమాచారం  ప్రాతినిథ్యం
डेटा पुनरुत्पादन,డేటా పునరుత్పత్తి
डेटा पुनर्प्राप्ती,డేటా తిరిగి పొందడం
डेटा पुनरावलोकन  नियंत्रण,డేటా సమీక్ష  నియంత్రణ
डेटा सुरक्षा,డేటా భద్రత
डेटा विभाजक,డేటా సెపరేటర్
डेटा सेट,డేటా సెట్
डेटा सेट क्लॉकिंग,డేటా సెట్ క్లాకింగ్
डेटा सेट व्याख्या  टेबल,డేటా సెట్ నిర్వచనం  పట్టిక
डेटा सेट लेबल,డేటా సెట్ లేబుల్
डेटा सेट नाव,డేటా సెట్ పేరు
डेटा सेट  संस्था,డేటా సెట్  సంస్థ
डेटा सेट संदर्भ  क्रमांक,డేటా సెట్ రిఫరెన్స్  సంఖ్య
डेटा सेट सुरक्षा,డేటా సెట్ భద్రత
डेटा सेट युटिलिटी  कार्यक्रम,డేటా సెట్ యుటిలిటీ  ప్రోగ్రామ్
डेटा सिग्नल,డేటా సిగ్నల్
डेटा सिग्नलिंग दर,డేటా సిగ్నలింగ్ రేటు
डेटा सिंक,డేటా సింక్
माहितीचा स्रोत,సమాచార మూలం
डेटा तपशील,డేటా స్పెసిఫికేషన్
डेटा स्टेशन,డేటా స్టేషన్
डेटा संचयन,డేటా నిల్వ
डेटा संचयन  रचना,డేటా నిల్వ  నిర్మాణం
डेटा प्रवाह,డేటా స్ట్రీమ్
डेटा रचना,డేటా నిర్మాణం
डेटा रचना  आकृती,డేటా నిర్మాణం  రేఖాచిత్రం
डेटा स्विच,డేటా స్విచ్
डेटा स्विचिंग  मध्य,డేటా స్విచింగ్  కేంద్రం
डेटा स्विचिंग  एक्सचेंज,డేటా స్విచింగ్  మార్పిడి
डेटा टॅब्लेट,డేటా టాబ్లెట్
डेटा टर्मिनल,డేటా టెర్మినల్
डेटा टर्मिनल  उपकरणे,డేటా టెర్మినల్  పరికరాలు
डेटा वेळ,డేటా సమయం
डेटा ट्रान्सक्रिप्शन,డేటా ట్రాన్స్క్రిప్షన్
डेटा ट्रान्सक्रिप्शन  साधन,డేటా ట్రాన్స్క్రిప్షన్  పరికరం
डेटा हस्तांतरण,సమాచార బదిలీ
डेटा हस्तांतरण  टप्पा,సమాచార బదిలీ  దశ
डेटा हस्तांतरण दर,డేటా బదిలీ రేటు
डेटा हस्तांतरण  नोंदणी करा,సమాచార బదిలీ  రిజిస్టర్
डेटा ट्रान्समिशन,డేటా ప్రసారం
डेटा ट्रान्समिशन  चॅनल,డేటా ప్రసారం  ఛానెల్
डेटा ट्रान्समिशन  सुविधा,డేటా ప్రసారం  సౌకర్యం
डेटा ट्रान्समिशन  इंटरफेस,డేటా ప్రసారం  ఇంటర్ఫేస్
डेटा ट्रान्समिशन  ओळ,డేటా ప్రసారం  లైన్
डेटा ट्रान्समिशन  सेवा,డేటా ప్రసారం  సేవ
डेटा ट्रान्समिशन  सापळा,డేటా ప్రసారం  ఉచ్చు
डेटाट्रॉन,డేటాట్రాన్
डेटा प्रकार,సమాచార తరహా
व्हॉईस अंतर्गत डेटा,వాయిస్ కింద డేటా
डेटा युनिट,డేటా యూనిట్
माहितीचे वैधीकरण,సమాచారం ప్రామాణీకరణ
डेटा शब्द,డేటా పదం
डेटिंग रूटीन,డేటింగ్ దినచర్య
डेटम,డేటా
डेटम लाइन,డేటా లైన్
दशांश चिन्ह,దశాంశ బిందువు
निष्क्रियता,క్రియారహితం
मृत बँड,డెడ్ బ్యాండ్
मृत फाईल,డెడ్ ఫైల్
डेड लॉक,డెడ్ లాక్
मृत वेळ,డెడ్ టైమ్
डेड झोन,డెడ్ జోన్
डेड झोन युनिट,డెడ్ జోన్ యూనిట్
डेब्लॉक,డెబ్లాక్
डीबग,డీబగ్
डीबगर,డీబగ్గర్
डीबगिंग मदत,డీబగ్గింగ్ సహాయం
डीबगिंग मदत  दिनचर्या,డీబగ్గింగ్ సహాయం  దినచర్య
डीबगिंग  इंग्रजी,డీబగ్గింగ్  భాష
डीबगिंग मेमरी डंप,డీబగ్గింగ్ మెమరీ డంప్
डीबगिंग आउटपुट,డీబగ్గింగ్ అవుట్పుట్
डीबग मॅक्रो,డీబగ్ మాక్రోస్
डीबग स्टेटमेंट,డీబగ్ స్టేట్మెంట్
दशक,దశాబ్దం
दशकाचा काउंटर,దశాబ్దం కౌంటర్
निर्णय सारणी भाषा,నిర్ణయం పట్టిక భాష
घसरण वेळ,క్షీణత సమయం
विकेंद्रित  माहिती  प्रणाली,వికేంద్రీకృత  సమాచారం  వ్యవస్థ
डेसिबल,డెసిబెల్
निर्णय,నిర్ణయాత్మకత
दशांश अंकगणित ऑपरेशन,దశాంశ అంకగణిత ఆపరేషన్
दशांश संरेखन,దశాంశ అమరిక
दशांश अंक,దశాంశ అంకె
दशांश मार्कर,దశాంశ మార్కర్
दशांश नोटेशन,దశాంశ సంజ్ఞామానం
दशांश अंक,దశాంశ సంఖ్య
दशांश  संख्या  प्रणाली,దశాంశం  సంఖ్య  వ్యవస్థ
दशांश चित्र  डेटा,దశాంశ చిత్రం  సమాచారం
दशांश प्रतीक,దశాంశ చిహ్నం
Decifer,డెసిఫర్
निर्णय,నిర్ణయం
निर्णय बॉक्स,డెసిషన్ బాక్స్
निर्णय सर्किट,నిర్ణయం సర్క్యూట్
निर्णय सामग्री,నిర్ణయం కంటెంట్
निर्णय घटक,నిర్ణయం మూలకం
निर्णय  सूचना,నిర్ణయం  సూచన
निर्णय  Kmechanism,నిర్ణయం  Kmechanism
निर्णय भाषा,నిర్ణయం భాష
निर्णय तर्कशास्त्र,నిర్ణయం తర్కం
निर्णय तर्कशास्त्र  अनुवादक,నిర్ణయం తర్కం  అనువాదకుడు
निर्णय तत्व,నిర్ణయం సూత్రం
निर्णय नियम,నిర్ణయం నియమం
निर्णय  सिम्युलेशन,నిర్ణయం  అనుకరణ
निर्णय रचना,నిర్ణయ నిర్మాణం
निर्णय सारणी,నిర్ణయం పట్టిక
निर्णय सिद्धांत,నిర్ణయం సిద్ధాంతం
निर्णय स्थिर,నిర్ణయం స్థిరాంకం
डीकोडर,డీకోడర్
डीकोडिंग  सूचना,డీకోడింగ్  సూచన
Decololate,డికౌలేట్ చేయండి
डीकोलेटर,డికాల్
Concencention,డీకోనెంట్రేషన్
घट,తగ్గుదల
डिक्रिप्ट,డీక్రిప్ట్
डिकर्ल,DECURL
समर्पित चॅनेल,అంకితమైన ఛానెల్
समर्पित सर्किट,అంకితమైన సర్క్యూట్
समर्पित  कनेक्शन,అంకితం  కనెక్షన్
समर्पित डिव्हिडेड,అంకితమైనది
समर्पित ओळ,అంకితమైన పంక్తి
समर्पित बंदर,అంకితమైన పోర్ట్
समर्पित नोंदणी,అంకితమైన రిజిస్టర్
डीफॉल्ट,డిఫాల్ట్
डीफॉल्ट गट,డిఫాల్ట్ సమూహం
डीफॉल्ट पर्याय,డిఫాల్ట్ ఎంపిక
डीफॉल्ट पॅरामीटर,డిఫాల్ట్ పరామితి
डीफॉल्ट मूल्य,డిఫాల్ట్ విలువ
स्थगित  पत्ता,వాయిదా వేయబడింది  చిరునామా
स्थगित प्रवेश,వాయిదాపడిన ప్రవేశం
स्थगित निर्गमन,వాయిదాపడిన నిష్క్రమణ
स्थगित  देखभाल,వాయిదా వేయబడింది  నిర్వహణ
स्थगित देखभाल वेळ,వాయిదా వేయబడింది నిర్వహణ సమయం
स्थगित  प्रक्रिया,వాయిదా వేయబడింది  ప్రాసెసింగ్
स्थगित रीस्टार्ट,వాయిదాపడిన పున art ప్రారంభం
परिभाषित आयटम,నిర్వచించిన అంశం
निश्चित नेटवर्क,ఖచ్చితమైన నెట్‌వర్క్
विक्षेपण प्लेट,విక్షేపం ప్లేట్
डीगॉस,డీగస్
डेगॉसर,డీగాస్సర్
अधोगती,క్షీణత
अधोगती घटक,క్షీణత కారకం
बहु-  प्रोग्रामिंग,బహుళ-డిగ్రీ యొక్క డిగ్రీ  ప్రోగ్రామింగ్
विलंब,ఆలస్యం
विलंब काउंटर,ఆలస్యం కౌంటర్
विलंब भिन्नता,ఆలస్యం అవకలన
विलंब अंक,ఆలస్యం అంకె
विलंब विकृती,ఆలస్యం వక్రీకరణ
विलंब घटक,ఆలస్యం మూలకం
विलंब बरोबरी,ఆలస్యం ఈక్వలైజర్
विलंब,ఆలస్యం
विलंब लाइन मेमरी,లైన్ మెమరీ ఆలస్యం
विलंब लाइन रजिस्टर,ఆలస్యం లైన్ రిజిస్టర్
विलंब लाइन स्टोरेज,ఆలస్యం లైన్ నిల్వ
विलंब लूप स्टोअर,ఆలస్యం లూప్ స్టోర్
विलंब  प्रोग्रामिंग,ఆలస్యం  ప్రోగ్రామింగ్
विलंब वेळ,సమయం ఆలస్యం
Delave  (= डीकोलाट),డీలేవ్  (= డికాల్)
हटवा,తొలగించు
वर्ण हटवा,అక్షరాన్ని తొలగించండి
की हटवा,కీని తొలగించండి
हटविणे रेकॉर्ड,తొలగింపు రికార్డు
डिलिमीटर,డీలిమిటర్
डिलिमीटर  विधान,డీలిమిటర్  ప్రకటన
वितरण वेळ,డెలివరీ సమయం
डेल्टा मॉड्यूलेशन,డెల్టా మాడ్యులేషన్
डेल्टा आवाज,డెల్టా శబ్దం
मागणी,డిమాండ్
मागणी आणत आहे,డిమాండ్ పొందడం
मागणी पेजिंग,డిమాండ్ పేజింగ్
मागणी  प्रक्रिया,డిమాండ్  ప్రాసెసింగ్
मागणी स्टेजिंग,డిమాండ్ స్టేజింగ్
सीमांकन पट्टी,సరిహద్దు స్ట్రిప్
डिमोड्युलेशन,డెమోడ్యులేషన్
डेमोड्युलेटर,డెమోడ్యులేటర్
डेमोग्राफिक  अर्ज,జనాభా  అప్లికేషన్
डेमॉन्ट,డెమౌంట్
डेमल्टिप्लेक्सिंग,డెమల్టిప్లెక్సింగ్
दाट यादी,దట్టమైన జాబితా
घनता,సాంద్రత
अवलंबित्व सिद्धांत,డిపెండెన్సీ సిద్ధాంతం
अवलंबून  विभाग,ఆధారపడి ఉంటుంది  విభాగం
अवलंबून युनिट,డిపెండెంట్ యూనిట్
डेक,DEQUE
डर्निंग,డెర్నింగ్
खाली उतरणारा,అవరోహణ
उतरत्या क्रमवारी,అవరోహణ విధమైన
वर्णन,వివరణ
वर्णन यादी,వివరణ జాబితా
वर्णनकर्ता,వివరణ
डिझाइन,రూపకల్పన
नियुक्त डिव्हाइस,పరికరాన్ని నియమించడం
डिझाइन मॉडेम,డిజైన్ మోడెమ్
डिझाइन  सर्वोत्तमीकरण,రూపకల్పన  సర్వోత్తమీకరణం
डिझाइन गुप्तता,డిజైన్ గోప్యత
डिझाइन सिम्युलेशन,డిజైన్ అనుకరణ
