Kannada,English
ಪಡೆದ ಘಟಕ,Derived unit
ಆರ್ಡ್ರಾಯ್ಡ್,Deroid
ದರಿಯಾಜಿನ್ ಸಂಖ್ಯೆ,Deryagin number
ಡಿಸ್ಯಾಚುರೇಟೆಡ್ ಪಾತ್ರಗಳು,Desaturated color
ಅಪರ್ಯಾಪ್ತ ಮೂಲ,Desaturated primary
ದೇಸೌಟಿ ಸೇತು,Desauty's bridge
ಡಕಾರ್ಟೆ ನಿಯಮ,Descarte's rule of signs
ಡೆಸ್ಕಾರ್ಟೆಯ ವಕ್ರೀಭವನದ ನಿಯಮ,Descartes law of refraction
"ಅವರೋಹಣ, ಅವರೋಹಣ",Descending
ಅವರೋಹಣ ಉಪವ್ಯಾಪಾರ,Descending branch
ಮೂಲದ ಕುಸಿತ,Descending node
ಅವರೋಹಣ ಕ್ರಮ,Descending order
ಅವರೋಹಣ ಶ್ರೇಣಿ,Descending series
"ಅವರೋಹಣ, ಅವರೋಹಣ",Descent
ಅವರೋಹಣ ಪಥ,Descent rajectory
ಡೆಕಾರ್ಟೆ ಕಿರಣ,Descrates ray
ಪದದ ಅಂಗೀಕಾರ,Descrete word intelligibility
"ವಿವರಿಸಿ, ಚಿತ್ರಿಸಿ, ನಿರ್ಮಿಸಿ",Describe
ಛೇದಕ,Descriptor
"ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಕ್ಕೆ (ಸಂ.), ವಿನ್ಯಾಸಕ್ಕೆ, ವಿನ್ಯಾಸಕ್ಕೆ (ಎನ್.)",Design
ವಿನ್ಯಾಸ ಕಾಗದ,Design paper
ವಿನ್ಯಾಸ ಗುಣಮಟ್ಟ,Design requirement (=quallity of design)
ವಿನ್ಯಾಸ ವಿವರಣೆ,Design specification
ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ,Desing of experiment
ಡೆಲ್ಯಾಂಡರ್ ಟೇಬಲ್,Deslandres table
ಮೌನ,Desquelching
ಡೆಸ್ಟ್ರೂ ಪರಿಣಾಮ,Destriau effect
ವಿನಾಶ ಸರ್ಕ್ಯೂಟ್,Destruct circuit
ವಿನಾಶ ರೇಖೆ,Destructi line
ವಿನಾಶ,Destruction
ದುರಂತ,Destructive breakdown
ವಿನಾಶಕಾರಿ ಹಸ್ತಕ್ಷೇಪ,Destructive interference
"ಮುರಿಯುವ ಪರೀಕ್ಷೆ, ವಿನಾಶಕಾರಿ ಪರೀಕ್ಷೆ",Destructive test
ವಿನಾಶಕಾರಿ ಪರೀಕ್ಷೆ,Destructive testing
ಬೇರ್ಪಡಿಸಬಹುದಾದ ಆನೋಡ್,Detachable anode
ಬೇರ್ಪಡಿಸುವ ಗುಣಾಂಕ,Detached coefficient
ಪ್ರತ್ಯೇಕವಾದ ಸ್ಟ್ರೋಕ್,Detached shock
ಪ್ರತ್ಯೇಕವಾದ ಆಘಾತ ತರಂಗ,Detached shock wave
ವಿವರಣೆ ಕಾಂಟ್ರಾಸ್ಟ್ ಅನುಪಾತ,Detail contrast ratio
"ವಿಸ್ತಾರವಾದ ಬ್ಯಾಲೆನ್ಸ್, ಸಂಗೋಪಾಂಗಿ ಬ್ಯಾಲೆನ್ಸ್",Detailed balancing
ವಿಶಾಲವಾದ ಸಿದ್ಧಾಂತ,Detailed theory
"ಗುರುತಿಸುವಿಕೆ, ಪತ್ತೆಕಾರಕ",Detection
ಪತ್ತೆ ಗುಣಾಂಕ,Detection coefficient
ದೋಷ ಪತ್ತೆ,Detection of error
ಪತ್ತೇದಾರಿ ಶ್ರವಣ ಸಾಧನಗಳು,Detectophone
ಡಿಟೆಕ್ಟರ್ ಸಮತೋಲಿತ ಪಕ್ಷಪಾತ,Deterctor balanced bias
ನಿರ್ಣಾಯಕ ರಚನೆ,Determinate structure
ನಿರ್ಣಾಯಕತೆ,Determinateness
ನಿರ್ಣಾಯಕ ಸಮೀಕರಣ,Determinating equation
ನಿರ್ಣಯ,Determination
ನಿರ್ಧರಿಸಲಾಗುತ್ತದೆ,Determinded
ನಿರ್ಧರಿಸಲು,Determine
ನಿಗದಿತ ದೇಹ,Determined system
ನಿರ್ಧರಿಸುವ ಅಂಶ,Determining factor
ಪೋಸ್ಟ್ ಅನ್ನು ನಿರ್ಧರಿಸುವುದು,Determining step
ನಿರ್ಣಾಯಕ ವೇರಿಯಬಲ್,Determining variable
ನಿರ್ಣಾಯಕ,Deterministic
ನಿರ್ಣಾಯಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್,Deterministic programming
ಪತ್ತೆಕಾರಕ,Detertor
ಸ್ಫೋಟಗೊಂಡ ಫ್ಯೂಸ್,Detonating fuze
ಸ್ಫೋಟ ವರ್ಗಾವಣೆ,Detonation transfer
ಒಡೆದ ಅಲೆ,Detonation wave
ಸ್ಫೋಟಕ,Detonator
ವಿವರಣೆ,Detuning
ಡ್ಯೂಟೇರಿಯಮ್ ಡಿಸ್ಚಾರ್ಜ್ ನಳಿಕೆಗಳು,Detuterium discharge tube
ಡ್ಯೂಟೇರಿಯಮ್ ಚಕ್ರ,Deuterium cycle
ಡ್ಯೂಟೆರಾನ್,Deuteron
ಡ್ಯೂಟೆರಾನ್ ವೇಗವರ್ಧಕ,Deuteron accelerator
ಡ್ಯೂಟೆರಾನ್ ಕ್ಯಾಪ್ಚರ್,Deuteron captere
ಡ್ಯೂಟೆರಾನ್ ವಿದ್ಯುತ್ಕಾಂತೀಯ ಮೇಲ್ಭಾಗ,Deuteron electromagnetic vertex
"ಡ್ಯೂಟ್ರಾನ್, ಡ್ಯೂಟ್ರಾನ್",Deuton = (deuteron)
"ಅಭಿವೃದ್ಧಿ, ಅಭಿವೃದ್ಧಿ, ಅಭಿವೃದ್ಧಿ",Develop=develop
ಅಭಿವೃದ್ಧಿಪಡಿಸಬಹುದಾದ,Developable
"ಡೆವಲಪರ್, ಡೆವಲಪರ್",Developer
ಡೆವಲಪರ್ ಮುಂಭಾಗ,Developer front
ಡೆವಲಪರ್,Developing agent
ಅಭಿವೃದ್ಧಿ ಚೌಕಟ್ಟು,Developing hanger
ಅಭಿವೃದ್ಧಿ ಪತ್ರ,Developing paper
"ಅಭಿವೃದ್ಧಿ ತಾಪಮಾನ, ಅಭಿವೃದ್ಧಿ ತಾಪಮಾನ",Developing temperature
"ಅಭಿವೃದ್ಧಿಯ ಅವಧಿ, ಅಭಿವೃದ್ಧಿಯ ಅವಧಿ",Developing time
"ಬೆಳವಣಿಗೆ, ಅಭಿವೃದ್ಧಿ, ವೈಯಕ್ತೀಕರಣ",Development
ವಿಚಲನ,Deviation
ವಿಚಲನ ಗುಣಾಂಕ,Deviation coefficient
"ವಿಚಲನ ಘಟಕ, ಸಂಕುಚಿತ ಘಟಕ",Deviation facdtor (=compressibility factor)
ಭಿನ್ನಾಭಿಪ್ರಾಯ ವಿದ್ಯಮಾನ,Deviation factor
ವಿಮಾನ ಮಾರ್ಗ ಸೂಚಕ,Deviation flag
ವಿಚಲನ ಸೂಚಕ,Deviation indicator
ವಕ್ರವಾದ,Deviatoric
ವಿಕೃತ ಅಂಶ,Deviatoric component
ಪ್ರಸರಣ ಒತ್ತಡ,Deviatoric stress
ಕೆಳಮಟ್ಟಕ್ಕಿಳಿದ,Devolved
ಇಬ್ಬನಿ,Dew
ಗುರಿ ಮುಂಚಿನ ಎಚ್ಚರಿಕೆ,Dew (distance early warning)
ಡ್ಯೂ ಪಾಯಿಂಟ್ ಹೈಗ್ರೋಮೀಟರ್,Dew hygrometer
ಡ್ಯುಲೈನ್,Dew line
ಇಬ್ಬನಿ ಬಿಂದು,Dew point
ಡ್ಯುಯರ್ ಕ್ಯಾಲೋರಿಮೀಟರ್,Dewar calorimeter
ಜಿಂಕೆ ಫ್ಲಾಸ್ಕ್,Dewar flask
dx (ಘಟಕ),Dex (=brig)
ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,Dextral
ದಕ್ಷಿಣ ಧ್ರುವೀಕರಣ,Dextrorotary
ದ್ವಿ,Di
ಎಂಡೋಸ್ಪರ್ಮ್,Di-interstitials
ದ್ವಿ-ಐಸೋಟೋಪಿಕ್ ಅಂಶಗಳು,Di-isotopic element
ಮುಕ್ತ ಜೀವನ,Diabatic
ತೂಕದ ವಿಕಿರಣ,Diactinism
ಎರಡು ಅಕ್ಷ,Diad axis
ಡಬಲ್ ಫೋಕಸ್ ಪಾಯಿಂಟ್,Diafocal point
ರೋಗನಿರ್ಣಯ,Diagnoster
ರೋಗನಿರ್ಣಯ ಪರೀಕ್ಷೆ,Diagnostic check
ರೋಗನಿರ್ಣಯದ ದಿನಚರಿ,Diagnostic routine
ರೋಗನಿರ್ಣಯ ಪರೀಕ್ಷೆ,Diagnostic test
ಕರ್ಣೀಯ,Diagonal
ಕರ್ಣೀಯ ಅಕ್ಷ,Diagonal axis
ಕರ್ಣೀಯ ಕಣ್ಣು,Diagonal eyepiece
ಕರ್ಣೀಯ ಪೋಷಕ,Diagonal generator
ಕರ್ಣ ತುರ್ಯ ಆಂಟೆನಾ,Diagonal horn antenna
ರೇಖಾಚಿತ್ರ,Diagram
ಚಿತ್ರ,Diagrammatic
ರೇಖಾಚಿತ್ರ ವಿಧಾನ,Diagrammatic method
ಚಿತ್ರಾತ್ಮಕ ಪ್ರಾತಿನಿಧ್ಯ,Diagrammatic representation
ಡಯಲ್ ಮಾಡಿ,Dial
ದೂರವಾಣಿ ಕೇಂದ್ರವನ್ನು ಡಯಲ್ ಮಾಡಿ,Dial exchange
"dialyukt ಸೇತುವೆ, dialyukt ಸೇತುವೆ",Dial pattern bridge
ಡಯಲ್ ಪಾಯಿಂಟರ್,Dial pointer
ಡಯಲ್ ಸ್ವಿಚ್,Dial switch
ಡಯಲ್ ಥರ್ಮಾಮೀಟರ್,Dial thermometer
ಡಯಲ್ ಟೋನ್,Dial tone
ಡಯಲ್ ಬಾಕ್ಸ್,Dialbox
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಫ್ಯಾರಡೆ ಪರಿಣಾಮ,Diamagnate Faraday effect
ಕಾಂತೀಯ,Diamagnetic
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಮಾಡ್ಯುಲಸ್,Diamagnetic correction constant
ಡೈಮ್ಯಾಗ್ನೆಟಿಕ್ ಕ್ಷಣ,Diamagnetic moment
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಸೋನೆನ್ಸ್,Diamagnetic resonance
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಶೀಲ್ಡ್,Diamagnetic shielding
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು,Diamagnetic substance
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಪ್ರವೃತ್ತಿ,Diamagnetic susceptibility
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಪರಿಮಾಣ,Diamagnetic volume
"ಡಯಾಮ್ಯಾಗ್ನೆಟಾಲಜಿ, ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು",Diamagnetics
ಕಾಂತೀಯತೆ,Diamagnetism
ವ್ಯಾಸ,Diameter
ವ್ಯಾಸದ ಸಮತಲ,Diametral plane
ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ,Diametrically opposite
"ವಜ್ರ, ವಜ್ರ",Diamond
ರೋಂಬಸ್ ಆಂಟೆನಾ,Diamond antenna (=rhombic antenna)
"ವಜ್ರದ ಜಾಲರಿ, ಸಿಡಿಲು",Diamond lattice
ಡಯಾಪೇಜೆನ್,Diapason
"ಡಯಾಫ್ರಾಮ್, ಡಯಾಫ್ರಾಮ್",Diaphragm
ಡಯಾಫ್ರಾಮ್ ಮೋಟಾರ್ ಬಲ,Diaphragm motor force
ಡಯಾಫ್ರಾಮ್ ಆಡಳಿತ,Diaphragm setting
ಡಯಾಸ್ಪೊರೊಮೀಟರ್,Diasporometer
ಉಷ್ಣ ಕವರ್,Diathermal envelope
ಶಾಖದ ಪ್ರವೇಶಸಾಧ್ಯತೆ,Diathermancy
ಶಾಖ ವಿನಿಮಯ,Diathermanous
ಶಾಖ ವಿನಿಮಯ,Diathermic
ಥರ್ಮಾಮೀಟರ್,Diathermometer
ಡೈಥರ್ಮಿ,Diathermy
ಡಯಾಟಮಿಕ್,Diatomic
ಡಯಾಟಮಿಕ್ ಅಣು,Diatomic molecule
"ಡಯಾಟೊಮಿಕ್ ರೋಟರ್, ಡಯಾಟೊಮಿಕ್ ರೋಟರ್",Diatomic rotor
"ಡಯಾಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್, ಡಿಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್",Diatonic scale
ಡಯೋಡ್-ಕೆಪಾಸಿಟರ್ ಸಂಗ್ರಹಣೆ,Dicap storage
ಬೈನೌರಲ್ ವಿಚಾರಣೆ,Dichotic listening
ದ್ವಿಮುಖ ವೇರಿಯಬಲ್,Dichotomic variable
ಇಬ್ಭಾಗಿಸಲು,Dichotomise
ಕವಲೊಡೆಯುವ ಅಕ್ಷ,Dichotomising axis
ಕವಲೊಡೆಯುವ ಶಾಖೆ,Dichotomising branch
ದ್ವಿಮುಖ ಪರಿಶೋಧನೆ,Dichotomising search
ವಿಭಜನೆ ವ್ಯವಸ್ಥೆ,Dichotomising system
ವಿಭಜಿತ ವೇರಿಯಬಲ್,Dichotomized variable
"ವಿಭಜನೆ, ಅರ್ಧ ಕಲೆ",Dichotomy
"ದ್ವಿವರ್ಣ, ದ್ವಿವರ್ಣ",Dichroic
ಡಬಲ್ ವರ್ಣೀಯತೆ,Dichroic fog
ದ್ವಿವರ್ಣ ಕನ್ನಡಿ,Dichroic mirror
ದ್ವಿವರ್ಣ ಅನುಪಾತ,Dichroic ratio
ದುಪ್ಪಟ್ಟಾಯಿತು,Dichroism
ಧ್ರುವೀಯ ಡೈಕ್ರೊಮ್ಯಾಟಿಸಮ್,Dichromate cell
ಡೈಕ್ರೋಮೇಟ್ ಕೋಶ,Dichromatism
"ಡೈಕ್ರೊಮ್ಯಾಟಿಸಮ್, ದೃಶ್ಯ ದ್ವಿಗುಣ, ಮಟ್ಟದ ಡೈಕ್ರೊಮ್ಯಾಟಿಸಮ್",Dichroscope
ದುರ್ಬೀನು,Dictaphone
ಡಿಕ್ಟಾಫೋನ್,Dictation machine
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಶಾಖ,Dielectirc heat
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕಾಂತೀಯತೆ,Dielectirc permeability
ಆಡಿಯೋಗ್ರಾಫರ್,Dielectric
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,Dielectric absorption
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಆಂಟೆನಾ,Dielectric aerial
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಬ್ರೇಕ್,Dielectric breakdown
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಒಗ್ಗಟ್ಟು,Dielectric choesion
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸೂಚ್ಯಂಕ,Dielectric constant
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕರೆಂಟ್,Dielectric current
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸ್ಥಳಾಂತರ,Dielectric displacement
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕೊಳೆತ,Dielectric dissipation factor
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಪರಿಣಾಮ,Dielectric effect
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ದೀರ್ಘವೃತ್ತ,Dielectric ellipsoid
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಆಯಾಸ,Dielectric fatigue
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ತಾಪನ,Dielectric heating
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸಿಂಕೋಪ್,Dielectric hysteresis
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ,Dielectric loss
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕಾಂತೀಯತೆ,Dielectric permeability tensor
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸೂಚ್ಯಂಕ,Dielectric permittivity
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಹಂತದ ಕೋನ,Dielectric phase angle
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಧ್ರುವೀಕರಣ,Dielectric polarisation
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಪವರ್-ಗುಣಾಂಕ,Dielectric power factor
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಆಯಾಸ,Dielectric relaxation
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಬಾರ್ ಆಂಟೆನಾ,Dielectric rod antenna
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಶಕ್ತಿ,Dielectric strength
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಪ್ರವೃತ್ತಿ,Dielectric susceptibility
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕ್ಷೇತ್ರ,Dielectric tensor
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಫ್ಯಾನ್,Dielectric wedge
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ಸ್,Dielectrics
ಪರಾವಲಂಬಿ,Diergolic (nonhypergolic)
ಡೀಸೆಲ್ ಸೈಕಲ್,Diesel cycle
ಡೀಸಲ್ ಯಂತ್ರ,Diesel engine
ಅಂತರ,Difference
ಡಿಸ್ಟಿಂಕ್ಷನ್ ಆಂಪ್ಲಿಫೈಯರ್,Difference amplifier (=differential amplifier)
ಹಸ್ತಕ್ಷೇಪ ಬ್ಯಾಂಡ್,Difference band
ಇಂಟರ್ಮೋಲಿಕ್ಯುಲರ್ ಕರ್ವ್,Difference curve (of thermocouple)
ಡಿಫರೆನ್ಷಿಯಲ್ ಡಿಟೆಕ್ಟರ್,Difference detector
"ಭೇದಾತ್ಮಕ ಆವರ್ತನ, ವ್ಯವಕಲನ ಆವರ್ತನ",Difference frequency
ಭೇದಾತ್ಮಕ ಕಾರ್ಯ,Difference function
ಭೇದಾತ್ಮಕ ಸೂಚಕ ವಿದ್ಯುದ್ವಾರ,Difference indicator electrodes
"ಡಿಫರೆನ್ಷಿಯಲ್ ಸಿಲ್, ಡಿಫರೆನ್ಷಿಯಲ್ ಲೈಮನ್",Difference limen (=differential threshold)
ಅಂತರ ಸಿಲ್,Difference threshould (of reverberation time)
ಹೆಣೆದುಕೊಂಡ ಸ್ವರಗಳು,Difference tone
"ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್",Differential
ಭೇದಾತ್ಮಕ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,Differential absorption
ಡಿಸ್ಟಿಂಕ್ಷನ್ ಆಂಪ್ಲಿಫೈಯರ್,Differential amplifier (=difference amplifer)
ಭೇದಾತ್ಮಕ ವಿಶ್ಲೇಷಕ,Differential analyser
ವಿಭಿನ್ನ ಸಾಧನ,Differential apparatus
ವಿಭಿನ್ನ ಆಕರ್ಷಣೆ,Differential attraction
ಭೇದಾತ್ಮಕ ಇಳಿಜಾರಿನ ರೇಖೆ,Differential bais curve
ವೋಲ್ಟೇಜ್ ವ್ಯತ್ಯಾಸ ಸೇತುವೆ,Differential bridge
"ಪೆನೆಟ್ರೇಟಿವ್ ಥರ್ಮಾಮೀಟರ್, ಪೆನೆಟ್ರೇಟಿವ್ ಕ್ಯಾಲೋರಿಮೀಟರ್",Differential calorimeter
ಡಿಫರೆನ್ಷಿಯಲ್ ಕೆಪಾಸಿಟನ್ಸ್,Differential capacitance (of a diode)
ಡಿಫರೆನ್ಷಿಯಲ್ ಕೆಪಾಸಿಟರ್,Differential capacitor
ಭೇದಾತ್ಮಕ ಕೇಂದ್ರಾಪಗಾಮಿ,Differential centrifugation
ವಿಭಿನ್ನ ಕೇಂದ್ರಾಭಿಮುಖ ವೇಗ ಕ್ಷೇತ್ರ,Differential centroid velocity field
ಭೇದಾತ್ಮಕ ಕೋಶ,Differential chamber
ಡಿಫರೆನ್ಷಿಯಲ್ ಸರ್ಕ್ಯೂಟ್,Differential circuit
ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ,Differential coefficient
ತಾರತಮ್ಯದ ಜಾತಕ,Differential coil (=differential winding)
ಭೇದಾತ್ಮಕ ಪರಿಷ್ಕರಣೆ,Differential correction
ಭೇದಾತ್ಮಕ ವಲಯ,Differential cross section
ಡಿಫರೆನ್ಷಿಯಲ್ ಡಿಟೆಕ್ಟರ್,Differential detector
ಭೇದಾತ್ಮಕ ಪ್ರಸರಣ,Differential diffusion
ತಾರತಮ್ಯ,Differential discriminator
ಇಂಟರ್ಸ್ಟಿಷಿಯಲ್ ಡ್ಯುಪ್ಲೆಕ್ಸ್,Differential duplex
ಪ್ರಸ್ತುತ ವಿದ್ಯುತ್ಕಾಂತ,Differential electromagnet
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,Differential equation
ಸಾಪೇಕ್ಷ ಹರಡುವಿಕೆ,Differential expansion
ಡಿಫರೆನ್ಷಿಯಲ್ ಅಳಿವಿನ ಗುಣಾಂಕ,Differential extinction coefficient
ಆವರ್ತನ-ವ್ಯತ್ಯಾಸ ಫಿಲ್ಟರ್,Differential filter
ಭೇದಾತ್ಮಕ ಸಮ್ಮಿಳನ,Differential fusion
ವ್ಯತ್ಯಾಸ ಅಂಕ,Differential gain
"ಸಂವೇದನಾ ಕರೆ ನಿಯಂತ್ರಕ, ಸಂವೇದನಾ ಕರೆ ನಿಯಂತ್ರಣ",Differential gain contron (=sensitivity time control)
ಚುಚ್ಚುವ ಗಾಲ್ವನೋಮೀಟರ್,Differential galvanometer
ಇಂಟರ್ಮೀಟರ್ ಅಯಾನೀಕರಣ ಚೇಂಬರ್,Differential ionisation chamber
ಡಿಫರೆನ್ಷಿಯಲ್ ಐಸೊಟೋಪ್ ವಿಧಾನ,Differential isotope method
ಡಿಫರೆನ್ಷಿಯಲ್ ಜೌಲ್ ಥಾಮ್ಸನ್ ಪರಿಣಾಮ,Differential Joule Thomoson effect
ವಿಭಿನ್ನ ಮಟ್ಟ,Differential level
ಪೂರ್ವಾಪೇಕ್ಷಿತ ಮಾಡ್ಯುಲೇಶನ್,Differential m odulation
ವಿಭಿನ್ನ ಮಾಧ್ಯಮ,Differential media
ಬಿಬಟನ್ ಕಾರ್ಬನ್ ಮೈಕ್ರೊಫೋನ್,Differential microphone (=double button microphone)
ಡಿಫರೆನ್ಷಿಯಲ್ ಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್,Differential permeability
ಕಾಲಕಾಲಕ್ಕೆ,Differential phase
ಏಕಧ್ರುವೀಯ ಕ್ಲಸ್ಟರ್,Differential polar clustering
ವ್ಯಾಸದ ರಾಟೆ,Differential pulley
"ಷಂಟ್ ರಿಲೇ, ಷಂಟ್ ರಿಲೇ",Differential relay
ಭೇದಾತ್ಮಕ ಪ್ರತಿರೋಧ,Differential resistance (of a diode)
ಮಧ್ಯಂತರ ತಿರುಗುವಿಕೆ,Differential rotation
ಡಿಫರೆನ್ಷಿಯಲ್ ಸ್ಕ್ಯಾನಿಂಗ್ ಥರ್ಮಾಮೀಟರ್,Differential scanning calorimeter
ಡಿಫರೆನ್ಷಿಯಲ್ ಸ್ಕ್ರೂ,Differential screw
ಭೇದಾತ್ಮಕ ಷರತ್ತು,Differential segment
ತೆರಪಿನ ಸೆಲೆಸಿನ್,Differential selsyn
ನುಗ್ಗುವ ಉಗಿ ಥರ್ಮಾಮೀಟರ್,Differential steam calorimeter
ಡಿಫರೆನ್ಷಿಯಲ್ ಥರ್ಮಲ್ ವಿಶ್ಲೇಷಕ,Differential thermal analyzer
ಥರ್ಮಾಮೀಟರ್ ಥರ್ಮೋಎಲೆಕ್ಟ್ರಿಕ್ ಜೋಡಿ,Differential thermocouple
ಥರ್ಮಾಮೀಟರ್ ಥರ್ಮೋಎಲೆಕ್ಟ್ರಿಕ್ ಜೋಡಿ,Differential thermometer
ಥರ್ಮಾಮೀಟರ್,Differential thermoscope
ಅಂತರ ಸಿಲ್,Differential threshold
ಒತ್ತು ಗಾಯನ,Differential tone
"ಡಿಫರೆನ್ಷಿಯಲ್ ಪಾತ್ ಲೆಂತ್, ಡಿಫರೆನ್ಷಿಯಲ್ ಪಾತ್ ಲೆಂಗ್ತ್",Differential track length
ಭೇದಾತ್ಮಕ ಸಂಜ್ಞಾಪರಿವರ್ತಕ,Differential transducer
ಡಿಫರೆನ್ಷಿಯಲ್ ವೆಕ್ಟರ್,Differential vector
ಭೇದಾತ್ಮಕ ವೇಗ,Differential velocity
ವೋಲ್ಟೇಜ್ ಗೇಜ್,Differential voltmeter
ವ್ಯಾಸದ ಚಕ್ರ ಮತ್ತು ಸ್ಪಿಂಡಲ್,Differential wheel and axle
ಪ್ರತ್ಯೇಕಿಸಿ,Differentiate
"ವಿಭಿನ್ನ, ವಿಭಿನ್ನ",Differentiated
ಭೇದಾತ್ಮಕ ನಾಡಿ,Differentiated pulse
ಡಿಫರೆನ್ಷಿಯಲ್ ಸರ್ಕ್ಯೂಟ್,Differentiating circuit
"ಡಿಫರೆನ್ಷಿಯಲ್ ನೆಟ್‌ಗಳು, ಡಿಫರೆನ್ಷಿಯಲ್ ಸರ್ಕ್ಯೂಟ್‌ಗಳು",Differentiating network
"ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ",Differentiation
ಡಿಫರೆನ್ಷಿಯಲ್ ಆಪರೇಟರ್,Differentiation operator
ಭೇದಾತ್ಮಕ,Differentiator
ವಿವರ್ತನೆ,Diffraction
ಕೋರ್ ಡಿಫ್ರಾಕ್ಷನ್,Diffraction at edge
ತಡೆಗೋಡೆ ಮೂಲಕ ವಿವರ್ತನೆ,Diffraction at obstacle
ಸ್ಲಿಟ್ನಿಂದ ವಿವರ್ತನೆ,Diffraction at sllit
ಡಿಫ್ರಾಕ್ಷನ್ ಬ್ಯಾಂಡ್,Diffraction band
ವಿವರ್ತನೆ ಗ್ರ್ಯಾಟಿಂಗ್,Diffraction grating
ವಿವರ್ತನೆ ಗುಂಪು,Diffraction group
ವಿವರ್ತನೆ ಪರಿಸರ,Diffraction halo
ಗರಿಷ್ಠ ವಿವರ್ತನೆ,Diffraction maximum
ಕನಿಷ್ಠ ವಿವರ್ತನೆ,Diffraction minimum
ವಿವರ್ತನೆ ಚಿತ್ರ,Diffraction pattern
ವಿವರ್ತನೆ ಪೊರೆ,Diffraction ripple
ವಿವರ್ತನೆ ಸ್ಪೆಕ್ಟ್ರಮ್,Diffraction spectrum
ಹಿಂತಿರುಗಿಸಬಹುದಾದ ವಿರೂಪ,Diffractive distortion
ಡಿಫ್ರಾಕ್ಟೋಮೀಟರ್,Diffractometer
"ಹರಡಲು (ವಿ.) ಹರಡಲು, ಹರಡಲು (ವಿ.)",Diffuse
ಪ್ರಸರಣ ಸಾಂದ್ರತೆ,Diffuse density
ಪ್ರಸರಣ ಹೊರಸೂಸುವಿಕೆ,Diffuse emission
ಪ್ರಸರಣ ಪ್ರಕಾಶ,Diffuse illumination
ಪ್ರಸರಣ ಅಯಾನು ಮಟ್ಟ,Diffuse ion layer
