Odiya,Kannada
ଇଲେକ୍ଟ୍ରୋ ଇଲେକ୍ଟ୍ରିକ୍ ଅକ୍ଷ |,ಎಲೆಕ್ಟ್ರೋಎಲೆಕ್ಟ್ರಿಕ್ ಅಕ್ಷ
ଫେରୋ ଇଲେକ୍ଟ୍ରିକ୍,ಫೆರೋಎಲೆಕ್ಟ್ರಿಸಿಟಿ
ଫେରୋଲେକ୍ଟ୍ରିକ୍ ଡୋମେନ୍ |,ಫೆರೋಎಲೆಕ್ಟ್ರಿಕ್ ಡೊಮೇನ್
"ଫେରୋଲେକ୍ଟ୍ରିକ୍ ପଦାର୍ଥ, ଫେରୋଲେକ୍ଟ୍ରିକ୍ ପଦାର୍ଥ |","ಫೆರೋಎಲೆಕ್ಟ್ರಿಕ್ ವಸ್ತು, ಫೆರೋಎಲೆಕ್ಟ್ರಿಕ್ ವಸ್ತು"
ଫେରୋଲେକ୍ଟ୍ରିକ୍ ପ୍ଲେଟ୍ |,ಫೆರೋಎಲೆಕ್ಟ್ರಿಕ್ ಪ್ಲೇಟ್
ଫେରୋ ଇଲେକ୍ଟ୍ରିକ୍ ସମ୍ପତ୍ତି |,ಫೆರೋಎಲೆಕ್ಟ್ರಿಕ್ ಆಸ್ತಿ
"ଫେରୋ ଇଲେକ୍ଟ୍ରିକ୍, ଫେରୋ ଇଲେକ୍ଟ୍ରିକ୍ |","ಫೆರೋಎಲೆಕ್ಟ್ರಿಸಿಟಿ, ಫೆರೋಎಲೆಕ್ಟ್ರಿಸಿಟಿ"
"ଫେରୋଲେକ୍ଟ୍ରିକ୍ ସାମଗ୍ରୀ, ଫେରୋଲେକ୍ଟ୍ରିକ୍ ସାମଗ୍ରୀ |","ಫೆರೋಎಲೆಕ್ಟ್ರಿಕ್ ವಸ್ತು, ಫೆರೋಎಲೆಕ್ಟ್ರಿಕ್ ವಸ್ತು"
ଫେରୋମ୍ୟାଗ୍ନେଟିକ୍ ପଦାର୍ଥ |,ಫೆರೋಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು
ଫେରୋମ୍ୟାଗ୍ନେଟିକ୍ ମୁହୂର୍ତ୍ତ |,ಫೆರೋಮ್ಯಾಗ್ನೆಟಿಕ್ ಕ್ಷಣ
ଫେରୋମ୍ୟାଗ୍ନେଟିକ୍ ପଦାର୍ଥ |,ಫೆರೋಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು
ferromagnetism,ಫೆರೋಮ್ಯಾಗ್ನೆಟಿಸಮ್
ଫେରୋ ଚୁମ୍ବକୀୟ ଲେଖା |,ಫೆರೋ ಮ್ಯಾಗ್ನೆಟಿಕ್ ಬರವಣಿಗೆ
"ବାରୋମିଟର, ଫେରୋମିଟର |","ಬಾರೋಮೀಟರ್, ಫೆರೋಮೀಟರ್"
"ଫେରୋ-ରିଜୋନାଣ୍ଟ ସର୍କିଟ୍, ଆଇରନ୍-ରିଜୋନାଣ୍ଟ ସର୍କିଟ୍ |","ಫೆರೋ-ರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್, ಐರನ್-ರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್"
"ଫେରୋଷ୍ଟାଟିକ୍ ଚାପ, ଫେରୋଷ୍ଟାଟିକ୍ ନିପିଡ୍ |","ಫೆರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡ, ಫೆರೋಸ್ಟಾಟಿಕ್ ನಿಪಿಡ್"
ଫେରେକ୍ସ କ୍ୟୁବ୍ |,ಫೆರಾಕ್ಸ್ ಘನ
ଫାଇବର ଅପ୍ଟିକ୍ସ |,ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್
ଫିକ୍ ଡିଫ୍ୟୁଜନ୍ ନିୟମ |,ಫಿಕ್ ಡಿಫ್ಯೂಷನ್ ನಿಯಮ
ଅନୁମାନ କରାଯାଏ |,ಭಾವಿಸಲಾದ
"କଳ୍ପନା ଚାର୍ଜ, କଳ୍ପନା ଚାର୍ଜ |","ಕಾಲ್ಪನಿಕ ಆವೇಶ, ಕಾಲ್ಪನಿಕ ಆವೇಶ"
ଅବିସ୍ମରଣୀୟ ପ୍ରବାହ ଅନୁମାନ କରାଯାଇଛି |,ಸಂಕುಚಿತಗೊಳಿಸಲಾಗದ ಹರಿವನ್ನು ಊಹಿಸಲಾಗಿದೆ
ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |,ವರ್ಚುವಲ್ ಶಕ್ತಿ
ଆଞ୍ଚଳିକ ଅବଶିଷ୍ଟ ଶକ୍ତି |,ಕಾಲ್ಪನಿಕ ಶೇಷ ಶಕ್ತಿ
କାଳ୍ପନିକ ଉପଗ୍ରହ |,ಕಾಲ್ಪನಿಕ ಉಪಗ್ರಹ
elves,ಎಲ್ವೆಸ್
କାଳ୍ପନିକ ବର୍ଷ |,ಕಾಲ್ಪನಿಕ ವರ್ಷ
ସୁନ୍ଦରତା,ಕೈಚಳಕ
ନିର୍ଦ୍ଦେଶନାମା,ಸೂಚನಾ ಸಾಲು
ନିର୍ଦ୍ଦେଶ ଚିହ୍ନ,ಸೂಚನಾ ಗುರುತು
ରେଫରେନ୍ସ ପଏଣ୍ଟ |,ಉಲ್ಲೇಖ ಬಿಂದು
ଉତ୍ତାପ ନିର୍ଦ୍ଦେଶ,ತಾಪನ ಸೂಚನೆ
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର, କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","ಕ್ಷೇತ್ರ, ಕ್ಷೇತ್ರ, ಕ್ಷೇತ್ರ, ಕ್ಷೇತ್ರ"
କ୍ଷେତ୍ର କୋଣ,ಕ್ಷೇತ್ರ ಕೋನ
କ୍ଷେତ୍ର ଆଧାର,ಪ್ರದೇಶದ ಬೇಸ್
ଫ୍ରେମ୍ ବଙ୍କା |,ಫ್ರೇಮ್ ಬಾಗುವುದು
କ୍ଷେତ୍ର ବର୍ଗୀକରଣ |,ಪ್ರದೇಶದ ವರ್ಗೀಕರಣ
ଫ୍ରେମ୍ ଡିଫ୍ଲେକ୍ସନ୍ |,ಫ್ರೇಮ್ ವಿಚಲನ
କ୍ଷେତ୍ର ବିତରଣକାରୀ |,ಕ್ಷೇತ್ರ ವಿತರಣಾ
କ୍ଷେତ୍ର ବିସ୍ଥାପନ ବିଚ୍ଛିନ୍ନକାରୀ |,ಕ್ಷೇತ್ರ ಸ್ಥಳಾಂತರ ಐಸೊಲೇಟರ್
ଫ୍ରେମ୍ ବିଛିନ୍ନକାରୀ |,ಫ್ರೇಮ್ ವಿಭಜಕ
"ଆଞ୍ଚଳିକ ନିର୍ଗମନ, ଆଞ୍ଚଳିକ ନିର୍ଗମନ |","ಪ್ರಾದೇಶಿಕ ಹೊರಸೂಸುವಿಕೆ, ಪ್ರಾದೇಶಿಕ ಹೊರಸೂಸುವಿಕೆ"
କ୍ଷେତ୍ର ନିର୍ଗତ ମାଇକ୍ରୋସ୍କୋପ୍ |,ಕ್ಷೇತ್ರ ಹೊರಸೂಸುವ ಸೂಕ್ಷ್ಮದರ್ಶಕ
କ୍ଷେତ୍ର ଶକ୍ତି,ಕ್ಷೇತ್ರ ಶಕ್ತಿ
କ୍ଷେତ୍ର ବର୍ଦ୍ଧିତ ଫଟୋ ଇଲେକ୍ଟ୍ରିକ୍ ନିର୍ଗମନ |,ಕ್ಷೇತ್ರ ವರ್ಧಿತ ದ್ಯುತಿವಿದ್ಯುತ್ ಹೊರಸೂಸುವಿಕೆ
କ୍ଷେତ୍ର ସମୀକରଣ |,ಕ್ಷೇತ್ರ ಸಮೀಕರಣ
କ୍ଷେତ୍ର ଉପକରଣ,ಕ್ಷೇತ್ರ ಸಲಕರಣೆ
କ୍ଷେତ୍ର ବିସ୍ତାର,ಪ್ರದೇಶ ವಿಸ್ತರಣೆ
ମାଗଣା ନିର୍ଗମନ ପ୍ରବାହ |,ಉಚಿತ ಹೊರಸೂಸುವಿಕೆ ಸ್ಟ್ರೀಮ್
କ୍ଷେତ୍ର ମୁକ୍ତ ଚଟାଣ |,ಪ್ರದೇಶ ಮುಕ್ತ ಮಹಡಿ
କ୍ଷେତ୍ର ମୁକ୍ତ ଡାଇଭର୍ସନ |,ಪ್ರದೇಶ ಮುಕ್ತ ತಿರುವು
କ୍ଷେତ୍ର ଫ୍ରିକ୍ୱେନ୍ସି ନିୟନ୍ତ୍ରଣ |,ಕ್ಷೇತ್ರ ಆವರ್ತನ ನಿಯಂತ್ರಣ
କ୍ଷେତ୍ର କାର୍ଯ୍ୟ,ಪ್ರದೇಶದ ಕಾರ್ಯ
ବାଇନୋକୁଲାର ବାଇନୋକୁଲାର |,ದುರ್ಬೀನು ದುರ್ಬೀನುಗಳು
ଫିଲ୍ଡ ଗ୍ରେଡିଏଣ୍ଟ୍ |,ಕ್ಷೇತ್ರ ಗ್ರೇಡಿಯಂಟ್
କ୍ଷେତ୍ର ସୂଚକାଙ୍କ |,ಪ್ರದೇಶ ಸೂಚ್ಯಂಕ
କ୍ଷେତ୍ରର ତୀବ୍ରତା |,ಕ್ಷೇತ್ರದ ತೀವ್ರತೆ
କ୍ଷେତ୍ର-ଆୟନ ନିର୍ଗମନ |,ಕ್ಷೇತ್ರ-ಅಯಾನ್ ಹೊರಸೂಸುವಿಕೆ
ଫ୍ରେମ୍ କିଷ୍ଟୋନ୍ ତରଙ୍ଗ ଫର୍ମ |,ಫ್ರೇಮ್ ಕೀಸ್ಟೋನ್ ತರಂಗ ರೂಪ
ଫିଲ୍ଡ ଲେନ୍ସ,ಕ್ಷೇತ್ರ ಮಸೂರ
ଫ୍ରେମ୍ ର line ଖ୍ୟ ନିୟନ୍ତ୍ରଣ |,ಫ್ರೇಮ್ ರೇಖಾತ್ಮಕತೆಯ ನಿಯಂತ್ರಣ
କ୍ଷେତ୍ର ଚୁମ୍ବକ,ಕ್ಷೇತ್ರದ ಮ್ಯಾಗ್ನೆಟ್
ଫ୍ରେମ୍ ମନିଟର ଟ୍ୟୁବ୍ |,ಫ್ರೇಮ್ ಮಾನಿಟರ್ ಟ್ಯೂಬ್
ଜନ-ଶକ୍ତି କ୍ଷେତ୍ର |,ಸಾಮೂಹಿಕ ಶಕ್ತಿಗಳ ಕ್ಷೇತ್ರ
କ୍ରମାଗତ ଚାପ କ୍ଷେତ୍ର |,ನಿರಂತರ ಒತ್ತಡ ಕ್ಷೇತ್ರ
ଭିନ୍ନକ୍ଷମ ଗତି କ୍ଷେତ୍ର |,ಭೇದಾತ್ಮಕ ಚಲನೆಯ ವಲಯ
ତ୍ରୁଟି ମଣ୍ଡଳ |,ದೋಷ ವಲಯ
ବଳ କ୍ଷେତ୍ର,ಬಲ ಕ್ಷೇತ್ರ
ରେଖା କ୍ଷେତ୍ର,ಸಾಲಿನ ಪ್ರದೇಶ
ଚଳନ ଚାର୍ଜର କ୍ଷେତ୍ର |,ಚಲಿಸುವ ಚಾರ್ಜ್ ಕ್ಷೇತ್ರ
ବିନ୍ଦୁ କ୍ଷେତ୍ର |,ಪಾಯಿಂಟ್ ಪ್ರದೇಶ
ନିଟ୍ ନିଷ୍କ୍ରିୟତା କ୍ଷେତ୍ର |,ನಿವ್ವಳ ಜಡತ್ವ ಕ್ಷೇತ್ರ
ଭେକ୍ଟର କ୍ଷେତ୍ର,ವೆಕ್ಟರ್ ಕ್ಷೇತ್ರ
ଦର୍ଶନ କ୍ଷେତ୍ର,ದೃಷ್ಟಿ ಕ್ಷೇತ್ರ
ଫିଲ୍ଡ ଅପରେଟର |,ಕ್ಷೇತ್ರ ನಿರ್ವಾಹಕ
କ୍ଷେତ୍ର କଣିକା |,ಕ್ಷೇತ್ರದ ಕಣ
"କ୍ଷେତ୍ର ଚିତ୍ର, ଫିଲ୍ଡୋଗ୍ରାଫି |","ಪ್ರದೇಶ ರೇಖಾಚಿತ್ರ, ಕ್ಷೇತ್ರಶಾಸ್ತ್ರ"
"ବାହ୍ୟ ପ୍ରସାରଣ, (ଷ୍ଟୁଡିଓ) ବାହ୍ୟ ପ୍ରସାରଣ |","ಬಾಹ್ಯ ಪ್ರಸಾರ, (ಸ್ಟುಡಿಯೋ) ಬಾಹ್ಯ ಪ್ರಸಾರ"
ଫିଲ୍ଡ ଗ୍ରାଫ୍ କ techni ଶଳ |,ಕ್ಷೇತ್ರ ಗ್ರಾಫ್ ತಂತ್ರ
ଫିଲ୍ଡ ପ୍ରତିରୋଧକ ଇଲେକ୍ଟ୍ରୋଡ୍ |,ಕ್ಷೇತ್ರ ನಿರೋಧಕ ವಿದ್ಯುದ್ವಾರ
ମୁକ୍ତ ଜୋନ୍ ସମ୍ବେଦନଶୀଳତା |,ಮುಕ್ತ ವಲಯದ ಸೂಕ್ಷ್ಮತೆ
ଫ୍ରେମ୍ କ୍ରମିକ ଯନ୍ତ୍ର |,ಫ್ರೇಮ್ ಅನುಕ್ರಮ ಯಾಂತ್ರಿಕತೆ
ଫ୍ରେମ୍ ଆରିଏଣ୍ଟେସନ୍ ସିଷ୍ଟମ୍ |,ಚೌಕಟ್ಟಿನ ದೃಷ್ಟಿಕೋನ ವ್ಯವಸ್ಥೆ
କ୍ଷେତ୍ର ସୀମା,ಪ್ರದೇಶ ಮಿತಿ
କ୍ଷେତ୍ରର ତୀବ୍ରତା ମାପ |,ಕ್ಷೇತ್ರದ ತೀವ್ರತೆಯನ್ನು ಅಳೆಯಲಾಗುತ್ತದೆ
ତରଙ୍ଗର କ୍ଷେତ୍ର ତୀବ୍ରତା |,ಅಲೆಯ ಕ್ಷೇತ್ರದ ತೀವ್ರತೆ
ଫ୍ରେମ୍ ସ୍କାନିଂ |,ಫ್ರೇಮ್ ಸ್ಕ್ಯಾನಿಂಗ್
ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନାଇଜେସନ୍ ସଙ୍କେତ |,ಫ್ರೇಮ್ ಸಿಂಕ್ರೊನೈಸೇಶನ್ ಸಿಗ್ನಲ್
ଫ୍ରେମ୍ ଆରିଏଣ୍ଟେସନ୍ |,ಚೌಕಟ್ಟಿನ ದೃಷ್ಟಿಕೋನ
ଫ୍ରେମ୍ ସମୟ ସମାପ୍ତ,ಫ್ರೇಮ್ ಅವಧಿ ಮೀರಿದೆ
ଫିଲ୍ଡ ଭେକ୍ଟର୍ |,ಕ್ಷೇತ್ರ ವೆಕ್ಟರ್
କ୍ଷେତ୍ର ରାଶିଫଳ,ಕ್ಷೇತ್ರ ಜಾತಕ
ଫିଲ୍ଡ-ଇଫେକ୍ଟ ଡାୟୋଡ୍ |,ಕ್ಷೇತ್ರ-ಪರಿಣಾಮದ ಡಯೋಡ್
ଫିଲ୍ଡ ଇଫେକ୍ଟ ଟ୍ରାନଜିଷ୍ଟର,ಕ್ಷೇತ್ರ ಪರಿಣಾಮ ಟ್ರಾನ್ಸಿಸ್ಟರ್
ଫିଲ୍ଡ-ଇଫେକ୍ଟ ଭାରିଷ୍ଟର୍ |,ಕ್ಷೇತ್ರ-ಪರಿಣಾಮದ varistor
"ୟୁନିପୋଲାର୍ ଟ୍ରାନଜିଷ୍ଟର, ଫିଲ୍ଡିଷ୍ଟର୍ |","ಯುನಿಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್, ಫೀಲ್ಡಿಸ್ಟರ್"
ସ୍ଥିର ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରିତ |,ಸ್ಥಿರ ಆವರ್ತನ ಹರಡುತ್ತದೆ
ପଞ୍ଚମ (ବ୍ୟବଧାନ),ಐದನೇ (ಮಧ್ಯಂತರ)
ପେଣ୍ଟାଗୋନାଲ୍ ସିଦ୍ଧାନ୍ତ |,ಪಂಚಭುಜಾಕೃತಿಯ ತತ್ವ
"ସଂଖ୍ୟା, ସଂଖ୍ୟା","ಸಂಖ್ಯೆ, ಅಂಕಿ"
ଆକୃତି ଅକ୍ଷ,ಆಕಾರದ ಅಕ್ಷ
ସାଇଫର୍ ମାସ୍କ |,ಸೈಫರ್ ಮುಖವಾಡ
ଦକ୍ଷତା ସୂଚକାଙ୍କ,ದಕ್ಷತೆ ಸೂಚ್ಯಂಕ
"ସୂତା, ଚିଲାଣ୍ଟ, ଚିଲାଣ୍ଟ, ଶ ga ଳୀ ଚିଲାଣ୍ଟ |","ದಾರ, ತಂತು, ತಂತು, ಪಾಚಿ ತಂತು"
ଚିଲାଣ୍ଟ ଷ୍ଟ୍ରିମ୍ |,ತಂತು ಸ್ಟ್ರೀಮ್
ଚିଲାଣ୍ଟ ଦୀପ |,ತಂತು ದೀಪ
ଫିଲାମାଣ୍ଟ କ୍ୟାଥୋଡ୍ |,ತಂತು ಕ್ಯಾಥೋಡ್
ଟେନସନ୍ ମାଇକ୍ରୋମିଟର |,ಒತ್ತಡ ಮೈಕ್ರೋಮೀಟರ್
ଫାଇବର ମାଇକ୍ରୋସ୍କୋପ୍ ତୁଳନାକାରୀ |,ಫೈಬರ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ ಹೋಲಿಕೆದಾರ
"ବାଲି, ବଷ୍ଟନ |","ಮರಳು, ಬಸ್ಟ್"
ଉପଯୁକ୍ତ ସମୟ |,ಪರಿಪೂರ್ಣ ಸಮಯ
ସପ୍ଲିମେଣ୍ଟ ବ୍ୟାଣ୍ଡ |,ಪೂರಕ ಬ್ಯಾಂಡ್
ସମାପ୍ତ ଚଟାଣ |,ಪೂರ್ಣಗೊಂಡ ಮಹಡಿ
ସଂପୂର୍ଣ୍ଣ କକ୍ଷ |,ಸಂಪೂರ್ಣ ಕೋಶ
(ଗଣିତର) ପୁରଣ କରନ୍ତୁ |,(ಗಣಿತದ) ಭರ್ತಿ
ଗୁଣାତ୍ମକ ଭରଣ,ಭರ್ತಿ ಗುಣಾಂಕ
"ଚଳଚ୍ଚିତ୍ର, ସ୍ତର","ಚಿತ್ರ, ಪದರ"
"ଫିଲ୍ମ ବେଜ୍, ଫିଲ୍ମ ବ୍ୟାଜ୍ |","ಫಿಲ್ಮ್ ಬೀಜ್, ಫಿಲ್ಮ್ ಬ್ಯಾಡ್ಜ್"
ଚଳଚ୍ଚିତ୍ର ଫୁଟିବା |,ಚಿತ್ರ ಕುದಿಯುವ
ସ୍ତର ଗୁଣବତ୍ତା,ಪದರದ ಗುಣಾಂಕ
ଚଳଚ୍ଚିତ୍ର ଶୋଷକ,ಫಿಲ್ಮ್ ಅಬ್ಸಾರ್ಬರ್
ଚଳଚ୍ଚିତ୍ର-କ୍ରମ |,ಚಲನಚಿತ್ರ ಅನುಕ್ರಮ
ଚଳଚ୍ଚିତ୍ର କୁଲିଂ ପଦ୍ଧତି |,ಫಿಲ್ಮ್ ಕೂಲಿಂಗ್ ವಿಧಾನ
"ଟେଲିଫିଲ୍ମ, ଫିଲ୍ମ ପିକଅପ୍ |","ಟೆಲಿಫಿಲ್ಮ್, ಫಿಲ್ಮ್ ಪಿಕಪ್"
ଚଳଚ୍ଚିତ୍ର-ପଜିଟିଭ୍ |,ಚಲನಚಿತ್ರ-ಧನಾತ್ಮಕ
ଚଳଚ୍ଚିତ୍ର ପ୍ରୋଜେକ୍ଟ ରିଡର୍ |,ಚಲನಚಿತ್ರ ಪ್ರೊಜೆಕ್ಷನ್ ರೀಡರ್
ଚଳଚ୍ଚିତ୍ର ରେକର୍ଡର୍,ಚಲನಚಿತ್ರ ರೆಕಾರ್ಡರ್
ଚଳଚ୍ଚିତ୍ର ସ୍କ୍ରିନିଂ,ಚಲನಚಿತ್ರ ಪ್ರದರ್ಶನ
ଚଳଚ୍ଚିତ୍ର ସ୍ଲାଇଡ୍,ಫಿಲ್ಮ್ ಸ್ಲೈಡ್
ଚଳଚ୍ଚିତ୍ର କିସିପ୍ରାଟା |,ಚಿತ್ರ ಕ್ಷಿಪ್ರತ
ସୁଟିଂ,ಚಿತ್ರೀಕರಣ
ଚଳଚ୍ଚିତ୍ର ମାପ,ಚಲನಚಿತ್ರ ಮಾಪನ
"ଫିଲ୍ଟର୍, ଫିଲ୍ଟର୍, ଫିଲ୍ଟର୍ (n।) ଫିଲ୍ଟର୍, ଫିଲ୍ଟର୍, ଫିଲ୍ଟର୍ (ver।)","ಫಿಲ್ಟರ್, ಫಿಲ್ಟರ್, ಫಿಲ್ಟರ್ (n.) ಫಿಲ್ಟರ್, ಫಿಲ್ಟರ್, ಫಿಲ್ಟರ್ (ver.)"
ଫିଲ୍ଟର କ୍ୟାପେସିଟର |,ಫಿಲ್ಟರ್ ಕೆಪಾಸಿಟರ್
"ଫିଲ୍ଟର ରୁମ୍, ଫିଲ୍ଟ୍ରେସନ୍ ରୁମ୍ |","ಫಿಲ್ಟರ್ ಕೊಠಡಿ, ಶೋಧನೆ ಕೊಠಡಿ"
ଫିଲ୍ଟର୍ ଚକ୍ |,ಫಿಲ್ಟರ್ ಚಾಕ್
ଫିଲ୍ଟର ସର୍କିଟ |,ಫಿಲ್ಟರ್ ಸರ್ಕ್ಯೂಟ್
ଫିଲ୍ଟର୍ ସ୍ଫଟିକ୍ |,ಫಿಲ್ಟರ್ ಸ್ಫಟಿಕ
ଫିଲ୍ଟର ରେଜୋଲୁସନ,ಫಿಲ್ಟರ್ ರೆಸಲ್ಯೂಶನ್
ଫିଲ୍ଟର ଗୁଣବତ୍ତା,ಫಿಲ್ಟರ್ ಗುಣಾಂಕ
ଫିଲ୍ଟର ପ୍ରତିରୋଧ ପ୍ରତିରୋଧକ |,ಫಿಲ್ಟರ್ ಪ್ರತಿರೋಧ ಪ್ರತಿರೋಧಕ
"ଫିଲ୍ଟର ପେପର, ଫିଲ୍ଟର ପେପର |","ಫಿಲ್ಟರ್ ಪೇಪರ್, ಫಿಲ್ಟರ್ ಪೇಪರ್"
ଫିଲ୍ଟ ପାସବ୍ୟାଣ୍ଡ |,ಫಿಲ್ಟರ್ ಪಾಸ್ಬ್ಯಾಂಡ್
"ଫିଲ୍ଟର ପମ୍ପ, ଫିଲ୍ଟର ପମ୍ପ |","ಫಿಲ್ಟರ್ ಪಂಪ್, ಫಿಲ್ಟರ್ ಪಂಪ್"
ଫିଲ୍ଟର ରିଆକ୍ଟର |,ಫಿಲ್ಟರ್ ರಿಯಾಕ್ಟರ್
ଫିଲ୍ଟର୍ ବିଭାଗ |,ಫಿಲ್ಟರ್ ವಿಭಾಗ
ଫିଲ୍ଟର୍ ସ୍ଲଟ୍ |,ಫಿಲ್ಟರ್ ಸ್ಲಾಟ್
ଫିଲ୍ଟର୍ ସ୍ପେକ୍ଟ୍ରଫୋଟୋମିଟର |,ಫಿಲ್ಟರ್ ಸ್ಪೆಕ್ಟ್ರೋಫೋಟೋಮೀಟರ್
ଫିଲ୍ଟର ଟ୍ରାନ୍ସମିସନ୍ ବ୍ୟାଣ୍ଡ |,ಫಿಲ್ಟರ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಬ್ಯಾಂಡ್
ଫିଲ୍ଟର୍ ବିକିରଣ |,ಫಿಲ್ಟರ್ ಮಾಡಿದ ವಿಕಿರಣ
"ଫିଲ୍ଟରେସନ୍, ଫିଲ୍ଟରେସନ୍, ଫିଲ୍ଟରେସନ୍ |","ಶೋಧನೆ, ಶೋಧನೆ, ಶೋಧನೆ"
ପିସ୍ ପାର୍ଶ୍ୱ ଆଣ୍ଟେନା |,ಮೀನ ಬದಿಯ ಆಂಟೆನಾ
ପାର୍ଶ୍ୱ ତରଙ୍ଗ ପଥ,ಮೀನ ಪಾರ್ಶ್ವ ತರಂಗ ಮಾರ್ಗ
"ଅନ୍ତିମ, ଅନ୍ତିମ","ಅಂತಿಮ, ಅಂತಿಮ"
ଅନ୍ତିମ ଏମ୍ପ୍ଲିଫାୟର୍ |,ಅಂತಿಮ ಆಂಪ್ಲಿಫಯರ್
ଅନ୍ତିମ ଆନାଡ୍ |,ಅಂತಿಮ ಆನೋಡ್
ଶେଷ ତାରିଖ,ಕೊನೆಯ ದಿನಾಂಕ
ଅନ୍ତିମ ସଟ୍,ಅಂತಿಮ ಹೊಡೆತ
ଅନ୍ତିମ ବେଗ,ಅಂತಿಮ ವೇಗ
ଅନୁସନ୍ଧାନକାରୀ ଟେଲିସ୍କୋପ |,ಪರಿಶೋಧಕ ದೂರದರ್ಶಕ
"ବିଶୋଧିତ, ପତଳା, ସୂକ୍ଷ୍ମ, ସୂକ୍ଷ୍ମ, ଗ୍ରାନୁଲାର୍ |","ಸಂಸ್ಕರಿಸಿದ, ತೆಳ್ಳಗಿನ, ಉತ್ತಮವಾದ, ಉತ್ತಮವಾದ, ಹರಳಿನ"
ମାଇକ୍ରୋ-ଆଡଜଷ୍ଟମେଣ୍ଟ୍ |,ಸೂಕ್ಷ್ಮ ಹೊಂದಾಣಿಕೆ
ମାଇକ୍ରୋପିଗମେଣ୍ଟେସନ୍ ପାର୍ଥକ୍ୟ |,ಮೈಕ್ರೋಪಿಗ್ಮೆಂಟೇಶನ್ ವ್ಯತ್ಯಾಸ
ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |,ಸೂಕ್ಷ್ಮ ರಚನೆ
ମାଇକ୍ରୋ କଣ୍ଟ୍ରୋଲ୍ ଉପାଦାନ |,ಸೂಕ್ಷ್ಮ ನಿಯಂತ್ರಣ ಅಂಶ
ମାଇକ୍ରୋ ଫିଲ୍ଟର୍ |,ಸೂಕ್ಷ್ಮ ಫಿಲ್ಟರ್
ସୂକ୍ଷ୍ମ କଣିକା |,ಸೂಕ್ಷ್ಮ ಕಣಗಳು
ମାଇକ୍ରୋସ୍କୋପିକ୍ ସ୍କାନିଂ |,ಮೈಕ್ರೋಸ್ಕೋಪಿಕ್ ಸ್ಕ್ಯಾನಿಂಗ್
ନରମ ସିଲେଇ |,ಮೃದುವಾದ ಹೊಲಿಗೆ
ମାଇକ୍ରୋ ଲାମିନେସନ୍ |,ಮೈಕ್ರೋ ಲ್ಯಾಮಿನೇಶನ್
ଉତ୍ତମ ଗଠନ,ಉತ್ತಮ ರಚನೆ
ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |,ಸೂಕ್ಷ್ಮ ರಚನೆ
ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର ସିଦ୍ଧାନ୍ତ |,ಸೂಕ್ಷ್ಮ ರಚನೆಯ ಸಿದ್ಧಾಂತ
ସୂକ୍ଷ୍ମ ଟ୍ୟୁନିଂ ନିୟନ୍ତ୍ରଣ |,ಉತ್ತಮ ಶ್ರುತಿ ನಿಯಂತ್ರಣ
ମାଇକ୍ରୋ ବିଭାଜିତ |,ಸೂಕ್ಷ್ಮವಾಗಿ ವಿಂಗಡಿಸಲಾಗಿದೆ
"ସୀମିତ, ସମାପ୍ତ, ଶୂନ୍ୟ ନୁହେଁ |","ಸೀಮಿತ, ಕೊನೆಗೊಳ್ಳುವ, ಶೂನ್ಯವಲ್ಲದ"
ସୀମିତ ଆକାଶବାଣୀ ବିସ୍ତାର ସମୀକରଣ |,ಸೀಮಿತ ಅಕೌಸ್ಟಿಕ್ ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಸಮೀಕರಣ
ସୀମିତ କଣ୍ଡକ୍ଟିଭିଟି |,ಸೀಮಿತ ವಾಹಕತೆ
ସୀମିତ ଗଠନମୂଳକ ସମୀକରଣ |,ಸೀಮಿತ ರಚನಾತ್ಮಕ ಸಮೀಕರಣ
ସୀମିତ ସଂଶୋଧନ |,ಸೀಮಿತ ತಿದ್ದುಪಡಿ
ସୀମିତ ବିସ୍ତାର,ಸೀಮಿತ ವಿಸ್ತರಣೆ
ସୀମିତ କ୍ଷେତ୍ର |,ಸೀಮಿತ ಕ್ಷೇತ್ರ
ସୀମିତ ଫର୍ମ |,ಸೀಮಿತ ರೂಪ
