Odiya,Assamese
ବାୟୁମଣ୍ଡଳୀୟ ଅସ୍ଥିରତା |,বায়ুমণ্ডলীয় অস্থিৰতা
ବାୟୁମଣ୍ଡଳୀୟ ବିଶୃଙ୍ଖଳା |,বায়ুমণ্ডলীয় বিক্ষিপ্ততা
ବାୟୁମଣ୍ଡଳୀୟ ଉତ୍ତାପ,বায়ুমণ্ডলৰ উষ্ণতা বৃদ্ধি
ବାୟୁମଣ୍ଡଳ ଯାନ୍ତ୍ରିକ,বায়ুমণ্ডলীয় বলবিজ্ঞান
ବାୟୁମଣ୍ଡଳୀୟ ମଡେଲ୍ |,বায়ুমণ্ডলীয় আৰ্হি
ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |,বায়ুমণ্ডলীয় শব্দ
ବାୟୁମଣ୍ଡଳୀୟ ଅପ୍ଟିକ୍ସ |,বায়ুমণ্ডলীয় অপটিক্স
ବାୟୁମଣ୍ଡଳୀୟ ଦୋହରିବା |,বায়ুমণ্ডলীয় দোলন
ବାୟୁମଣ୍ଡଳୀୟ ଓଜୋନ |,বায়ুমণ্ডলীয় অ’জন
ବାୟୁମଣ୍ଡଳ ପଦାର୍ଥ ବିଜ୍ଞାନ |,বায়ুমণ্ডলীয় পদাৰ্থ বিজ্ঞান
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,বায়ুমণ্ডলীয় চাপ
ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ ତରଙ୍ଗ |,বায়ুমণ্ডলীয় ৰেডিঅ&#39; তৰংগ
ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରତିଫଳନ |,বায়ুমণ্ডলীয় বিবৰ্তন
ବାୟୁମଣ୍ଡଳ ସ୍ଥିରତା |,বায়ুমণ্ডলীয় স্থিৰতা
ବାୟୁମଣ୍ଡଳୀୟ ଜୁଆର |,বায়ুমণ্ডলীয় জোৱাৰ
ବାୟୁମଣ୍ଡଳୀୟ ବିଶୃଙ୍ଖଳା |,বায়ুমণ্ডলীয় বিক্ষিপ্ততা
ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |,ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
ପରମାଣୁ,পাৰমাণৱিক
ପରମାଣୁ ମୂଳ,নিউক্লিয়াৰ কোৰ
ପରମାଣୁ-ଇଲେକ୍ଟ୍ରନ୍ ଅନୁପାତ |,পৰমাণু-ইলেক্ট্ৰন অনুপাত
ଆଣବିକ ପୋଲାରାଇଜେସନ୍ |,পাৰমাণৱিক মেৰুকৰণ
ପରମାଣୁ,পাৰমাণৱিক
ପରମାଣୁ ଶୋଷଣ ଗୁଣବତ୍ତା |,পাৰমাণৱিক শোষণ সহগ
ପରମାଣୁ କୋଣାର୍କ ଗତି |,পাৰমাণৱিক কৌণিক গতিবেগ
ପରମାଣୁ ଆରେ,পাৰমাণৱিক এৰে
ପରମାଣୁ ବିମ୍ |,পৰমাণু ৰশ্মি
ପରମାଣୁ ବୋମା,পৰমাণু বোমা
ପରମାଣୁ ବନ୍ଧ ଶକ୍ତି |,পাৰমাণৱিক বন্ধন শক্তি
ପରମାଣୁ କେସନ୍,নিউক্লিয়াৰ কেটিয়ন
ପରମାଣୁ ଘଣ୍ଟା,পাৰমাণৱিক ঘড়ী
ପରମାଣୁ ଧକ୍କା |,পাৰমাণৱিক সংঘৰ্ষ
ପରମାଣୁ ସଂରଚନା,পাৰমাণৱিক বিন্যাস
ପରମାଣୁ ସ୍ଥିର |,পাৰমাণৱিক ধ্ৰুৱক
ପରମାଣୁ ସଂଯୋଜନା |,পাৰমাণৱিক স্থানাংক
ପରମାଣୁ ମୂଳ,নিউক্লিয়াৰ কোৰ
ପରମାଣୁ ବକ୍ର,পাৰমাণৱিক বক্ৰ
ପରମାଣୁ ବିଚ୍ଛିନ୍ନତା |,পাৰমাণৱিক বিভাজন
ପରମାଣୁ ଡୋମେନ୍,পাৰমাণৱিক ডমেইন
ଆଣବିକ ଶକ୍ତି,পাৰমাণৱিক শক্তি
ପରମାଣୁ ଶକ୍ତି ସ୍ତର,পাৰমাণৱিক শক্তিৰ স্তৰ
ପରମାଣୁ ଉତ୍ତେଜନା କାର୍ଯ୍ୟ,পাৰমাণৱিক উত্তেজনা কাৰ্য্য
ପରମାଣୁ କ୍ଷେତ୍ର,পাৰমাণৱিক ক্ষেত্ৰ
ପରମାଣୁ ଫ୍ଲୋରୋସେନ୍ସ |,পাৰমাণৱিক প্ৰতিসৰণ
ପରମାଣୁ ଗଠନ କାରକ |,পাৰমাণৱিক গঠন কাৰক
ପରମାଣୁ ଆବୃତ୍ତି,পাৰমাণৱিক কম্পাঙ্ক
ପରମାଣୁ ଉତ୍ତାପ,পাৰমাণৱিক তাপ
ପରମାଣୁ ସମ୍ଭାବ୍ୟ ଉତ୍ତାପ |,পাৰমাণৱিক বিভৱ তাপ
ପରମାଣୁ ହାଇଡ୍ରୋଜେନ |,পাৰমাণৱিক হাইড্ৰজেন
ପରମାଣୁ ହାଇଡ୍ରୋଜେନ୍ ମାସର |,পাৰমাণৱিক হাইড্ৰজেন মেজাৰ
ପରମାଣୁ ଅନୁମାନ,পাৰমাণৱিক অনুমান
ପରମାଣୁ,পাৰমাণৱিক ছাই
ପରମାଣୁ ଶକ୍ତି ସ୍ତର,পাৰমাণৱিক শক্তিৰ স্তৰ
ପରମାଣୁ ରେଖା ଶକ୍ତି |,পাৰমাণৱিক ৰেখাৰ শক্তি
ଆଣବିକ ମାସ,পাৰমাণৱিক ভৰ
ପରମାଣୁ ମାସ ରୂପାନ୍ତର ମଲ୍ଟିପ୍ଲାଏର୍ |,পাৰমাণৱিক ভৰ ৰূপান্তৰ বহুগুণক
ପରମାଣୁ ମାସ ଏକକ |,পাৰমাণৱিক ভৰ একক
"ପରମାଣୁ ମଡେଲ୍, ପରମାଣୁ ମଡେଲ୍ |","পাৰমাণৱিক আৰ্হি, পাৰমাণৱিক আৰ্হি"
ପରମାଣୁ ଅଣୁ,পাৰমাণৱিক অণু
ପରମାଣୁ ମୁହୂର୍ତ୍ତ,পাৰমাণৱিক মুহূৰ্ত
ଆଣବିକ ନ୍ୟୁକ୍ଲିୟସ୍ |,নিউক্লিয়াছ নিউক্লিয়াছ
ପରମାଣୁ ସଂଖ୍ୟା,পাৰমাণৱিক সংখ্যা
ପରମାଣୁ କୋଠରୀ,পাৰমাণৱিক কক্ষ
ପରମାଣୁ-କକ୍ଷପଥ |,পাৰমাণৱিক-কক্ষপথ
ପରମାଣୁ ଅମ୍ଳଜାନ |,পাৰমাণৱিক অক্সিজেন
ପରମାଣୁ ପାରାମିଟର,পাৰমাণৱিক প্ৰাচল
ଆଣବିକ ପଦାର୍ଥ ବିଜ୍ଞାନ |,পাৰমাণৱিক পদাৰ্থ বিজ্ঞান
"ଆଣବିକ ଗଦା, ଆଣବିକ ରିଆକ୍ଟର |","নিউক্লিয়াৰ-পাইল, নিউক্লিয়াৰ ৰিয়েক্টৰ"
ପରମାଣୁ ବିମାନ,পাৰমাণৱিক সমতল
ଆଣବିକ ଶକ୍ତି,পাৰমাণৱিক শক্তি
ପରମାଣୁ ପରିସର,পাৰমাণৱিক ব্যাসাৰ্ধ
ପରମାଣୁ ଅନୁପାତ,পাৰমাণৱিক অনুপাত
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |","নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল"
ପରମାଣୁ ପ୍ରତିକ୍ରିୟା,পাৰমাণৱিক বিবৰ্তন
ପରମାଣୁ ରକେଟ୍ |,পাৰমাণৱিক ৰকেট
ପରମାଣୁ ବିଛାଇବା କାରକ |,পাৰমাণৱিক বিকিৰণ কাৰক
ପରମାଣୁ ଦ race ଡ଼ |,পাৰমাণৱিক জাতি
ପରମାଣୁ ସ୍ପେକ୍ଟ୍ରମ୍ |,পাৰমাণৱিক বৰ্ণালী
ପରମାଣୁ ସ୍ଥିରତା |,পাৰমাণৱিক স্থিতিশীলতা
ପରମାଣୁ ଅବସ୍ଥା,পাৰমাণৱিক অৱস্থা
ଆଣବିକ ନିରାକରଣ କ୍ଷମତା |,পাৰমাণৱিক প্ৰতিৰোধ
ପରମାଣୁ ଗଠନ,পাৰমাণৱিক গঠন
ପରମାଣୁ ଗଠନ କାରକ |,পাৰমাণৱিক গঠন কাৰক
ଗ୍ରାମ ପରମାଣୁ ଚୁମ୍ବକୀୟ ପ୍ରବୃତ୍ତି |,গ্ৰাম নিউক্লিয়াৰ চুম্বকীয় প্ৰৱণতা
ପରମାଣୁ ନାମକରଣ ପ୍ରତୀକ |,পাৰমাণৱিক নামকৰণ চিহ্ন
ପରମାଣୁ ତତ୍ତ୍। |,পাৰমাণৱিক তত্ত্ব
ପରମାଣୁ ହାଇଡ୍ରୋଜେନ ମଶାଲ |,পাৰমাণৱিক হাইড্ৰজেন টৰ্চ
ପରମାଣୁ ଏକକ,পাৰমাণৱিক একক
ପରମାଣୁ କମ୍ପନ |,পাৰমাণৱিক কম্পন
ପରମାଣୁ ପରିମାଣ,পাৰমাণৱিক আয়তন
ପରମାଣୁ ବର୍ଜ୍ୟବସ୍ତୁ |,পাৰমাণৱিক আৱৰ্জনা
ଆଣବିକ ଅସ୍ତ୍ର,পাৰমাণৱিক অস্ত্ৰ
ପରମାଣୁ ମାସ,পাৰমাণৱিক ভৰ
ପରମାଣୁ ଜନସଂଖ୍ୟା,পাৰমাণৱিক ভৰ স্কেল
ପରମାଣୁ ମାସ ଏକକ |,পাৰমাণৱিক ভৰ একক
ପରମାଣୁ,পাৰমাণৱিকতা
ପରମାଣୁ,পাৰমাণৱিক ক্ৰন
କଣିକା ନିଲମ୍ବନ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,কণা স্থলবন্দী প্ৰযুক্তি
ପରମାଣୁ,পাৰমাণৱিক
ପରମାଣୁ,পাৰমাণৱিক
କଣିକା,কণা
ଗ୍ରାନ୍ୟୁଲେଟ୍ |,গ্ৰেনুলেট
ଗ୍ରାନ୍ୟୁଲେଟ୍ |,গ্ৰেনুলেটেড
କଣିକା,কণা
କଣିକା,কণা
କଣିକା ପଦାର୍ଥ |,কণাযুক্ত পদাৰ্থ
atony,atony
atony ବ୍ୟବଧାନ,atony ব্যৱধান
ସଂଲଗ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,সংলগ্নতা সহগ
"ଦୁର୍ବଳ, ପତଳା |","দুৰ্বল, পাতল"
ଖରାପ ସମୁଦାୟ ପ୍ରତିଫଳନ |,কম মুঠ প্ৰতিফলন
"ଆଘାତ, ହ୍ରାସ, ସଂକୀର୍ଣ୍ଣ, ସଂକୀର୍ଣ୍ଣ |","ক্ষীণকৰণ, হ্ৰাস, সংকুচিত হোৱা, সংকীৰ্ণ হোৱা"
ଆଟେଣ୍ଡେସନ୍ ବ୍ୟାଣ୍ଡ |,ক্ষীণকৰণ বেণ্ড
ଆଘାତ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,ক্ষীণকৰণ সহগ
ଆଘାତପ୍ରାପ୍ତ |,ক্ষীণ কৰা
ସଂକୀର୍ଣ୍ଣ କ୍ରସ୍ କଟ୍ |,সংকীৰ্ণ ক্ৰছ কাট
ଆଘାତ ସମାନତା,ক্ষীণকৰণ সমতা স্থাপন
ଆଘାତ କାରକ |,ক্ষীণকৰণ কাৰক
ଆଘାତ ବାରମ୍ବାର ବିକୃତି |,ক্ষীণকৰণ কম্পাঙ্ক বিকৃতি
ଶବ୍ଦ ତରଙ୍ଗର ଆଘାତ,শব্দ তৰংগৰ ক্ষীণকৰণ
ଆଘାତ,ক্ষীণ কৰা
ମନୋଭାବ,আচৰণ
ମନୋଭାବ ନିୟନ୍ତ୍ରଣ |,মনোভাৱ নিয়ন্ত্ৰণ
ମନୋଭାବ ନିୟନ୍ତ୍ରଣ ଜିରୋ |,মনোভাৱ নিয়ন্ত্ৰণ gyro
ମନୋଭାବ ନିୟନ୍ତ୍ରଣ ଜେଟ୍ |,মনোভাৱ নিয়ন্ত্ৰণ জেট
ମନୋଭାବ ମାର୍କର |,মনোভাৱৰ চিহ্নিতকাৰী
ଇଲେକ୍ଟ୍ରୋମ୍ୟାଗ୍ନେଟୋମିଟର |,ইলেক্ট্ৰ&#39;মেগনেট&#39;মিটাৰ
ଚମତ୍କାର |,আকৰ্ষণ
ଆକର୍ଷଣ,আকৰ্ষণবাদ
ଆକର୍ଷଣର ଶକ୍ତି |,আকৰ্ষণৰ বল
ଆକର୍ଷଣୀୟ ଲାଞ୍ଜ |,আকৰ্ষণীয় ঠেং
ଧକ୍କା,সংঘৰ্ষ
ଗୁଣାତ୍ମକ ପରୀକ୍ଷା,গুণগত মান পৰীক্ষা
ଅଟୋ ସନ୍ତୁଳନ,অটো বেলেন্স
atwood ର ମେସିନ୍ |,atwood ৰ মেচিন
ଶ୍ରବଣତା |,শ্ৰৱণ ক্ষমতা
ଅଡିଓମିଟର |,অডিঅ&#39;মিটাৰ
ଶ୍ରବଣତା ସୀମା,শ্ৰৱণ ক্ষমতাৰ সীমা
ଶ୍ରବଣଯୋଗ୍ୟ |,শ্ৰৱণযোগ্য
ଅଡିଓ ଡୋପ୍ଲର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিঅ&#39; ডপলাৰ এম্প্লিফায়াৰ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି |,অডিঅ&#39; কম্পাঙ্ক
ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍ |,অডিঅ&#39; স্পেকট্ৰম
ଶ୍ରୋତା ଅବଶୋଷଣ କୋଏଫିସିଏଣ୍ଟ୍ |,দৰ্শক শোষণ সহগ
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |,শ্ৰৱণযোগ্য কম্পাঙ্ক
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,শ্ৰৱণযোগ্য কম্পাঙ্ক পৰিবৰ্ধক
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ହାରମୋନିକ୍ ବିକୃତି |,শ্ৰৱণযোগ্য কম্পাঙ্ক হাৰমনিক বিকৃতি
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସ୍କେଲର୍ |,অডিঅ&#39; ফ্ৰিকুৱেন্সি স্কেলাৰ
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ସଙ୍କେତ |,শ্ৰৱণযোগ্য কম্পাঙ্ক সংকেত
ଅଡିଓ ଜେନେରେଟର,অডিঅ&#39; জেনেৰেটৰ
ଅଡିଓ ଟପ୍ |,অডিঅ&#39; শীৰ্ষ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ମିକ୍ସର୍ |,অডিঅ&#39; ফ্ৰিকুৱেন্সি মিক্সাৰ
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଆଉଟପୁଟ୍,অডিঅ&#39; কম্পাঙ্ক আউটপুট
ଶବ୍ଦ ସଙ୍କେତ,শব্দ সংকেত
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ବାହକ |,শ্ৰৱণযোগ্য কম্পাঙ্ক বাহক
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଟେପର |,শ্ৰৱণযোগ্য কম্পাঙ্ক টেপাৰ
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି-ଟ୍ରାନ୍ସଫର୍ମର |,শ্ৰৱণযোগ্য কম্পাঙ্ক-ট্ৰেন্সফৰ্মাৰ
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,শ্ৰৱণ ক্ষমতা গ্ৰাফ
ଶ୍ରବଣତା ଗ୍ରାଫ୍ କଭର |,শ্ৰৱণ ক্ষমতা গ্ৰাফ কভাৰ
ଅଡିଓ ଫିଡ୍ |,অডিঅ&#39; ফিড
ବିଜ୍ଞାନ ଶୁଣିବା |,শ্ৰৱণ বিজ্ঞান
ଅଡିଓମିଟର |,অডিঅ&#39;মিটাৰ
audiometry,অডিঅ&#39;মেট্ৰি
ଅଡିଓମେଟ୍ରିକ୍ କଭରେଜ୍ |,অডিঅ&#39;মেট্ৰিক কভাৰেজ
ଅଡିଓ,অডিঅ&#39;
ଅଡିଓ ଗେଜ୍ |,অডিঅ&#39; গেজ
ରାଗି ଶୁଣିବା |,শুনি থকা ৰাগি
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରିତ |,শ্ৰৱণযোগ্য কম্পাঙ্ক প্ৰেৰণ কৰা হয়
ଅଡିଓ ଭିଜୁଆଲ୍ ସହାୟକ,দৃশ্য-শ্ৰাব্য সহায়ক
ଅଡିଓ-ଭିଜୁଆଲ୍ ଧ୍ୱନି ପରୀକ୍ଷା |,দৃশ্য-শ্ৰাব্য শব্দ পৰীক্ষা
"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |","অডিটৰিয়াম, অডিটৰিয়াম"
ଅଡିଟୋରିୟମ୍ ଆକାଶବାଣୀ |,অডিটৰিয়াম শব্দবিজ্ঞান
ଅଡିଟୋରିୟମ୍ ଶବ୍ଦ |,অডিটৰিয়ামৰ শব্দ
ଶ୍ରବଣ ସହାୟତା,শ্ৰৱণ যন্ত্ৰ
ଶ୍ରବଣ ଦୃଷ୍ଟିକୋଣ |,শ্ৰৱণ ক্ষমতাৰ দৃষ্টিভংগী
ଶ୍ରବଣ ପ୍ରଶିକ୍ଷଣ (ବଧିରମାନଙ୍କ ପାଇଁ),শ্ৰৱণ প্ৰশিক্ষণ (বধিৰসকলৰ বাবে)
ନିର୍ମାଣ ନିୟମ,নিৰ্মাণৰ নিয়ম
ଆଗର୍-ବର୍ମିସ୍ |,auger-বাৰ্মিজ
ଓଜ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,অজ সহগ
ଓଜ୍ ପ୍ରଭାବ,oz প্ৰভাৱ
ଓଜ୍ ଇଲେକ୍ଟ୍ରନ୍ |,oz ইলেক্ট্ৰন
oze ପ୍ରକ୍ରିୟା,oze প্ৰক্ৰিয়া
ବୃଷ୍ଟିପାତ,বৰষুণৰ পৰা ওলোৱা
ପଦୋନ୍ନତି,প্ৰচাৰ
ସମୃଦ୍ଧ ସଂଶୋଧନ |,সমৃদ্ধি সংশোধন
ଅତିରିକ୍ତ ଦୂରତା |,বহিঃপ্ৰকাশৰ দূৰত্ব
ପୃଷ୍ଠା ପଦୋନ୍ନତି |,পৃষ্ঠাৰ প্ৰচাৰ
ଥ୍ରଷ୍ଟ ଅନୁପାତ,বৃদ্ধি কৰা ঠেলা অনুপাত
ବେଗ ବୃଦ୍ଧି,বৃদ্ধি পোৱা বেগ
ପଦୋନ୍ନତି କାରକ |,পদোন্নতিৰ কাৰক
ଉନ୍ନତିକାରୀ,এনহান্সাৰ
ଶ୍ରବଣ କଭର |,শ্ৰৱণীয় আৱৰণ
ଶବ୍ଦ ଶୂନ୍ୟ |,শব্দ শূন্য
ଶବ୍ଦ ଶୂନ୍ୟ ନିର୍ଣ୍ଣୟକାରୀ |,শব্দ শূন্য নিৰ্ণায়ক
"ଆକାଶବାଣୀ ବିକନ୍, ରେଡିଓ ସାଉଣ୍ଡ ରେଞ୍ଜ |","একাউষ্টিক বিকন, ৰেডিঅ’ শব্দ ৰেঞ্জ"
ଶ୍ରବଣ ଗ୍ରହଣ,শ্ৰৱণীয় অভ্যৰ্থনা
"ଅଡିଓ ସିଗନାଲ୍, ସାଉଣ୍ଡ୍ ସିଗ୍ନାଲ୍ |","অডিঅ&#39; সংকেত, শব্দ সংকেত"
ଶବ୍ଦ ପ୍ରସାରିତ |,শব্দ প্ৰেৰণ কৰা হয়
କର୍ନାଜା ସନ୍ନାଡି |,কৰ্ণজ সন্নদি
ପୋଲାର ଅଗ୍ନି,মেৰু শিখা
ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି,দক্ষিণ মেৰু শিখা
ଉତ୍ତର ପୋଲାର ଆଲୋକ |,উত্তৰ মেৰুৰ পোহৰ
ପୋଲାର ଫ୍ଲେମ୍ ଆକ୍ଟିଭେସନ୍ |,মেৰু শিখা সক্ৰিয়কৰণ
ପୋଲାର ଅଗ୍ନି ଉତ୍ତେଜନା |,মেৰু শিখা উত্তেজনা
ପୋଲାର ଫ୍ଲେମ୍ ପାରସ୍ପରିକ କ୍ରିୟା |,মেৰু শিখাৰ পাৰস্পৰিক ক্ৰিয়া
ପୋଲାର ଆଲୋକ ରେଖା |,মেৰু পোহৰৰ ৰেখা
ପୋଲାର ପ୍ରତିଫଳନ |,মেৰু প্ৰতিফলন
"ପୋଲାର ଲାଇଟ୍ ସ୍ପେକ୍ଟ୍ରମ୍, ଅରୋରି ସ୍ପେକ୍ଟ୍ରମ୍ |","মেৰু পোহৰৰ বৰ্ণালী, অৰোৰি বৰ্ণালী"
ପୋଲାର ଫ୍ଲେମ୍ storm ଡ (ଆୟନୋସ୍ପେରିକ୍ storm ଡ),মেৰু শিখা ধুমুহা (আয়নমণ্ডলীয় ধুমুহা)
ପୋଲାର ଲାଇଟ୍ ଜୋନ୍ |,মেৰু পোহৰৰ অঞ্চল
auscultation,auscultation
ବିଲୁପ୍ତ ହେବା,বিলুপ্তি
ବିନିମୟ ଗୁଣବତ୍ତା,বিনিময় সহগ
ବିନିମୟ ନିୟମ |,বিনিময়ৰ নিয়ম
ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |,অনুমোদিত বাহক কম্পাঙ্ক
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ
ଶ୍ରବଣ ସନ୍ତୁଳନ |,শ্ৰৱণ ভাৰসাম্য
ମାନଚିତ୍ର ତୁଳନାକାରୀ,মানচিত্ৰ তুলনাকাৰী
ଅଟୋ ରେଜିଷ୍ଟର |,অটো ৰেজিষ্টাৰ
ଅଟୋ ସମାନ୍ତରାଳ ସ୍ପେକ୍ଟ୍ରୋମିଟର |,অটো সমান্তৰাল বৰ্ণালীমাপক
ସେଲଫେରୋଡାଇନ୍ |,selfheterodyne
ଅଟୋ ଆୟନାଇଜେସନ୍ |,অটো আয়নীয়কৰণ
ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |,স্বয়ংক্ৰিয় সতৰ্কবাণী
ସ୍ capac ୟ କ୍ୟାପିଟାନ୍ସ କପଲିଂ |,self capacitance কাপলিং
"swakoot, swakoot","স্বকুট, স্বকুট"
ସ୍ୱୟଂ ସମାନ୍ତରାଳ ଟେଲିସ୍କୋପ |,স্ব-সমান্তৰাল টেলিস্কোপ
ଅଟୋ-ସମାନ୍ତରାଳ |,স্বয়ংক্ৰিয় সমান্তৰাল
ଅଟୋ ସମାନ୍ତରାଳ,অটো সমান্তৰালকাৰী
ଅଟୋକୋରେଲେସନ୍ ଚିତ୍ର |,স্বয়ংসম্বন্ধ ডায়াগ্ৰাম
ଅଟୋଡିନ୍ |,অটোডিন
ଅଟୋଡିନ୍ ସର୍କିଟ୍ |,অটোডাইন বৰ্তনী
"ଅଟୋ କୋଡିଂ, ଅଟୋ କୋଡିଂ |","অটো ক&#39;ডিং, অটো ক&#39;ডিং"
ଅଟୋଫ୍ଲୋରୋସେନ୍ସ |,অটোফ্লু&#39;ৰেচেন্স
ଅଟୋ ଟ୍ରାକିଂ |,অটো ট্ৰেকিং
ଅଟୋଗିରୋ |,autogyro
ଆତ୍ମ ଇଗ୍ନିସନ୍ |,self ignition
ସ୍ୱୟଂ ଚାଳକ,self propellant
ସ୍ୱୟଂ ଇଗ୍ନିସନ୍ ଗରମ |,স্বয়ং প্ৰজ্বলন উত্তাপ
ଅଟୋଇଣ୍ଡକ୍ଟିଭ୍ କପଲିଂ |,অটোইণ্ডাক্টিভ কাপলিং
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |","স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়"
ସ୍ୱୟଂ ସଂଶୋଧନ |,স্বয়ং সংশোধন
ସ୍ୱୟଂଚାଳିତ ଉପାୟ ଏବଂ ଅବତରଣ |,স্বয়ংক্ৰিয় এপ্ৰ&#39;চ আৰু লেণ্ডিং
ସେଲ୍ଫ୍ ଇନପୁଟ୍ ବ୍ୟାକ୍,self input back bias
ସ୍ୱୟଂଚାଳିତ ବିମ୍ ଆରିଏଣ୍ଟେସନ୍ |,স্বয়ংক্ৰিয় ৰশ্মি অৰিয়েণ্টেচন
ସ୍ୱୟଂଚାଳିତ ପକ୍ଷପାତ |,স্বয়ংক্ৰিয় পক্ষপাতিত্ব
ସ୍ୱୟଂଚାଳିତ ପକ୍ଷପାତ କ୍ଷତିପୂରଣ |,স্বয়ংক্ৰিয় পক্ষপাতিত্ব ক্ষতিপূৰণ
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,স্বয়ংক্ৰিয় ভুল সংশোধন
ଆତ୍ମ-ଗଣନା,আত্ম-গণনা
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,স্বয়ংক্ৰিয় কম্পিউটাৰ
ସ୍ୱୟଂଚାଳିତ ଡେମାଗ୍ନେଟାଇଜର |,স্বয়ংক্ৰিয় ডিমেগনেটাইজাৰ
ସ୍ୱୟଂଚାଳିତ ଟାକୋମିଟର |,স্বয়ংক্ৰিয় টেকোমিটাৰ
ସ୍ୱୟଂଚାଳିତ ଗାଇଡ୍ |,স্বয়ংক্ৰিয় গাইড
ଅଟୋ ଅପଗ୍ରେଡ୍ ମାପ,স্বয়ংক্ৰিয় উন্নীতকৰণ জোখ
ସ୍ୱୟଂଚାଳିତ ଟେଲିଫୋନ୍ କେନ୍ଦ୍ର |,স্বয়ংক্ৰিয় টেলিফোন চেণ্টাৰ
ସ୍ୱୟଂଚାଳିତ ଭରିବା ଉପକରଣ |,স্বয়ংক্ৰিয় ভৰোৱা যন্ত্ৰ
ଅଟୋ ଟ୍ରାକିଂ |,অটো ট্ৰেকিং
"ସ୍ୱୟଂଚାଳିତ ଗ୍ରେଟ୍, ସ୍ୱୟଂଚାଳିତ ରେଟିକଲ୍ |","স্বয়ংক্ৰিয় গ্ৰেট, স্বয়ংক্ৰিয় ৰেটিকল"
ଅଟୋ ବିଜ୍ଞପ୍ତି ଅପସାରଣ |,অটো অধিসূচনা আঁতৰোৱা
ସ୍ୱୟଂଚାଳିତ ସୀମା,স্বয়ংক্ৰিয় সীমাবদ্ধক
ସ୍ୱୟଂଚାଳିତ କୋଟ,স্বয়ংক্ৰিয় উদ্ধৃতি
ସେଲ୍ ଫୋନେମ୍ ବର୍ଗୀକରଣ |,self ধ্বনি শ্ৰেণীবিভাজন
ସ୍ୱୟଂଚାଳିତ ଫଟୋ ପ୍ରେରଣ,স্বয়ংক্ৰিয় ফটো ট্ৰেন্সমিছন
ସ୍ୱୟଂଚାଳିତ ଷଡଯନ୍ତ୍ରକାରୀ |,স্বয়ংক্ৰিয় প্লটাৰ
ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |,স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং
ସ୍ୱୟଂଚାଳିତ ଦୂରତା ମାପ |,স্বয়ংক্ৰিয় দূৰত্ব জোখা
