Kannada,English
ಜರಡಿ ಸ್ಕ್ಯಾನಿಂಗ್,Batch scanning
ಬ್ಯಾಟರಿ ಚಾರ್ಜಿಂಗ್,Battery charging
ಕಿರಣ,Beam
ಹೊಡೆ,Beat
ಬೀಟ್ ಆವರ್ತನ ಆಂದೋಲಕ,Beat frequency oscillator
ಬೆಳ್ಳೆ,Bel
ಪಕ್ಷಪಾತ,Bias
ಪಕ್ಷಪಾತ ಸರ್ಕ್ಯೂಟ್,Bias circuit
ಪಕ್ಷಪಾತ ಆವರ್ತನ,Bias frequency
ಪಕ್ಷಪಾತ ವಾತಾವರಣ,Bias voltage
ಫಾರ್ವರ್ಡ್ ದಿಕ್ಕಿನಲ್ಲಿ ಪಕ್ಷಪಾತ,Biased in the forward direction
ದ್ವಿ-ದಿಕ್ಕಿನ ಮೈಕ್ರೊಫೋನ್,Bi-directional microphone
ಬಿಡಿ ಹಲಗೆ,Billboard
ಬಿಲ್ಬೋರ್ಡ್ ಅಪ್ಲಿಕೇಶನ್,Billboard application
ದ್ವಿ-ರೂಪಕ ಅಂಶ,Bi-metallic element
ಬೈನರಿ,Binary
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,Binary coded decimal
ಬೈನರಿ ಅಂಕೆ (ಬಿಟ್),Binary digit (bit)
ಬೈನರಿ ಸಂಖ್ಯೆ,Binary number
ಬೈನೌರಲ್ ವಿಚಾರಣೆ,Binaural hearing
ಜೈಲು ಪ್ರದೇಶದ,Binocular
ಬಯೋಕಾಲಕ,Biometric
ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,Bipolar transistor
ಬಿಟ್ ಹಂಚಿಕೆ,Bit allocation
ಬಿಟ್ ದರ,Bit rate
ಕಪ್ಪು ಮತ್ತು ಬಿಳಿ ಟಿವಿ,Black & white TV
ಖಾಲಿ,Blank
ಖಾಲಿ ಮಧ್ಯಂತರ,Blanking interval
ಖಾಲಿ ಮಟ್ಟ,Blanking level
ಬ್ಲೀಡರ್ ಪ್ರತಿರೋಧ,Bleeder resistance
ಮಿನುಗಿದ ಕ್ಯಾಮೆರಾ,Blimped camera
ಕುರುಡು ಪ್ರಜ್ವಲಿಸುವ,Blinding glare
ಮಿಟುಕಿಸು,Blink
ಮಿಟುಕಿಸುವ,Blinking
ಕವಣೆ,Block code
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,Block diagram
ಬ್ಲಾಕ್ ಇಂಟರ್ಲೀವ್,Block interleave
ಕೆಪಾಸಿಟರ್ ಅನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗುತ್ತಿದೆ,Blocking capacitor
ಆಂದೋಲಕವನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗುತ್ತಿದೆ,Blocking oscillator
ಅರಳು,Bloom
ಬೀಸುವ ದೀಪ,Blow lamp
ಹೊಡೆತ,Blow pipe
ಚೂರು,Blower
ಕಾಲ್ಪನಿಕ,Bluetooth
ದೇಹದ ಧಾರಾವಶನ,Body capacitance
ಬುಕ್‌ ಲಕ್ಷಣ,Bookmark
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,Boolean algebra
ಹೆಚ್ಚಿಸು,Boom
ಹೆಚ್ಚಿಸು,Boost
ಪ್ರೌoster,Booster
ಬೂಸ್ಟರ್ ಬೆಳಕು,Booster light
ವರ್ಧಕ,Boosting
ಬೂಟಾಟಿಕೆ,Booting
ಬೂಟಾಟಿಕೆ,Bootstrap
ಕೆಳಗಡೆ,Bottom light
ಬೌನ್ಸ್ ಲೈಟ್,Bounce light
ಒಡೆಯುವುದು,Break down
ವೋಲ್ಟೇಜ್ ಅನ್ನು ಒಡೆಯಿರಿ,Break down voltage
ಸೇತುವೆ ಅಂಶ,Bridge element
ಸೇತುವೆ ಸರಿಪಡಿಸುವಿಕೆ,Bridge rectifier
ಸೇತುವೆಯ ‘ಟಿ’ ಅಟೆನ್ಯುವೇಟರ್,Bridged ‘T’ attenuator
ಸೇತುವೆಯ ರಚನೆ,Bridged structure
ಸೇತುವೆ,Bridging
ಆಂಪ್ಲಿಫೈಯರ್,Bridging amplifier
ಸೇತುವೆ ನಷ್ಟ,Bridging loss
ಹೊಳಪು,Brightness
ಹೊಳಪು ನಿಯಂತ್ರಣ,Brightness control
ಸ್ಥಿರವಾದ,Brittle
ಸ್ಥಿರವಾದ ವಸ್ತು,Brittle substance
ಪ್ರಸಾರ,Broadband
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ವರ್ಧಕ,Broadband amplifier
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ಐಎಸ್‌ಡಿಎನ್,Broadband ISDN
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ವ್ಯವಸ್ಥೆಯ,Broadband system
ಪ್ರಸಾರ ಮತ್ತು ಸಂವಹನ ತಂತ್ರಜ್ಞಾನ,Broadcast and communication technology
ಪ್ರಸಾರ ಪ್ರಸಾರ,Broadcast coverage
ಪ್ರಸಾರ ರಿಸೀವರ್,Broadcast receiver
ಪ್ರಸಾರ ಸೇವಾ ಯೋಜನೆ,Broadcast service planning
ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್,Broadcast transmitter
ಪ್ರಸಾರಕ,Broadcaster
ಪ್ರಸಾರ,Broadcasting
ಪ್ರಸಾರ ಕೇಂದ್ರ,Broadcasting station
ಒಡೆದ,Broken
ಬ್ರೌಸರ್,Browser
ಉಜ್ಜುವುದು,Browsing
ಗುಂಡು,Bubble
ಬಫಲು,Buffer
ಬಫರ್ ವರ್ಧಕ,Buffer amplifier
ಬಫುರಿ,Buffer tube
ಬಗೆಗಿನ,Bug
ಅಂತರ್ಗತ ಆಂಟೆನಾ,Built-in antenna
ಬರ್ದಿ,Burner
ಸುಟ್ಟುಹೋಗುವುದು,Burning
ಸ್ಫೋಟಕ ದೋಷ,Burst error
ಬರ್ಸ್ಟ್ ಒಳಸೇರಿಸುವಿಕೆಯ ನಾಡಿ,Burst insertion pulse
ಬರ್ಸ್ಟ್ ಹಂತ,Burst phase
ಬೂಸು,Bus
ಉದ್ಯಮ ಚತುರತೆ,Business intelligence
ಬಜಣಸು,Buzzer
ಬೈಪಾಸ್,By pass
ಹಾದುಹೋಗುವ ಮೂಲಕ,By passing
ಬೈಪಾಸ್ ಕಂಡೆನ್ಸರ್,Bypass condenser
ಸಿ,C
ಸಿ+ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಭಾಷೆ,C+programming language
ಸಂಚಾರಿ,Cabinet
ಕೇಬಲ್,Cable
ಕೇಬಲ್ ಸಂಯುಕ್ತ,Cable compound
ಕೇಬಲ್ ಸಮೀಕರಣ,Cable equalization
ಕೇಬಲ್ ನಷ್ಟ,Cable loss
ಸಂಗ್ರಹ,Cache
ಷಚ,Caching
ಕೋಶಕ ಕೋಶ,Cadmium cell
ಲೆಕ್ಕಾಚಾರ ಮಾಡುವುದು ಯಂತ್ರ,Calculating machine
ಲೆಕ್ಕಾಚಾರ,Calculation
ಕ್ಯಾಲ್ಕುಲೇಟರ್,Calculator
ಅಳಿಸು,Calibrate
ಚಕಮಕಿ,Calipers
ಕ್ಯಾಲೋರಿಮೀಟರ್,Calorimeter
ಕ್ಯಾಮ್‌ಕಾರ್ಗೆ,Camcorder
ಕ್ಯಾಮೆರಾ,Camera
ಕ್ಯಾಮೆರಾ ಜೋಡಣೆ,Camera alignment
ಕ್ಯಾಮೆರಾ ದ್ಯುತಿರಂಧ್ರ,Camera aperture
ಕ್ಯಾಮೆರಾ ವ್ಯಾಪ್ತಿ,Camera coverage
ಕ್ಯಾಮೆರಾ ಶ್ರೇಣಿ,Camera line-up
ಕ್ಯಾಮೆರಾ ಟ್ಯೂಬ್,Camera tube
ಮೇಲಾವರಣ,Canopy
ಸಾಮರ್ಥ್ಯ,Capability
ಧಾರ್ಮಿಕತೆ,Capacitance
ಕೆಪರಿಟಿವ್ ಹೊರೆ,Capacitive load
ಕೆಪ್ಪೆಯುಳ್ಳ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕತೆ,Capacitive reactance
ಕಂದಕ,Capacitor
ಕೆಪಾಸಿಟರ್ ಇನ್ಪುಟ್ ಫಿಲ್ಟರ್,Capacitor input filter
ಸಾಮರ್ಥ್ಯ,Capacity
ಬಿರಡೆ,Capsule
ಶೀರ್ಷಿಕೆ,Caption
ಸೆರೆಹಿಡಿಯುವ ಪರಿಣಾಮ,Capture effect
ಚೀಟಿ,Card
ಹೃದಯದ,Cardioid
ಹೃದಯಪ್ರಮೀತಿ,Cardioid microphone
ವಾಹಕ,Carrier
ವಾಹಕ ಆವರ್ತನ,Carrier frequency
ವಾಹಕ ಆವರ್ತನ ಶಿಫ್ಟ್,Carrier frequency shift
ವಾಹಕ ಶಕ್ತಿ,Carrier power
ವಾಹಕ ಸೆನ್ಸ್ ಸಿಗ್ನಲ್,Carrier sense signal
ವಾಹಕ ಸೂಕ್ಷ್ಮತೆ,Carrier sensitivity
ವಾಹಕ ಪ್ರತ್ಯೇಕತೆ,Carrier separation
ವಾಹಕ ಶಿಖರ,Carrier shift
ವಾಹಕ ಅಂತರ,Carrier spacing
ವಾಹಕ ನಿಗ್ರಹ,Carrier suppression
ವಾಹಕ ತರಂಗ,Carrier wave
ಕಾರ್ಟ್ರಿಡ್ಜ್,Cartridge
ಕೆತ್ತನೆ,Carving
ಕಸಾಯಿಖಾನೆ,Cascade
ಸರ್ಕ್ಯೂಟ್,Cascaded circuit
ಕ್ಯಾಸೆಲೆ,Cassette
ಎರಕಹೊಯ್ದ ಕಬ್ಬಿಣದ,Cast iron
ಬಿಂಚು,Casting
ಪಟ್ಟಿ,Catalogue
ದುರಂತ ಹಸ್ತಕ್ಷೇಪ,Catastrophic interference
ಕ್ಯಾಥೋಡ್,Cathode
ಕ್ಯಾಥೋಡ್ ಅನುಯಾಯಿ,Cathode follower
ಕ್ಯಾಥೋಡ್ ರೆಸಿಸ್ಟರ್,Cathode resistor
ಸೆಲ್ ಫೋನ್,Cellphone
ಕೋಶಾಕಾರದ,Cellular
ಕೇಂದ್ರ ನಿಯಂತ್ರಣ,Central control
ಕೇಂದ್ರ ಆವರ್ತನ,Central frequency
ಮಧ್ಯ ಸಂಸ್ಕರಣಾ ಘಟಕ,Central processing unit
ಕೇಂದ್ರೀಕೃತ ದತ್ತಸಂಚಯ,Centralised database
ಕೇಂದ್ರಮಾಪಕ,Centralised system
ಕುಸುಕಿನ,Ceramic
ಕೊಠಡಿ,Chamber
ಬದಲಾವಣೆ ಸ್ವಿಚ್,Changeover switch
ಚಾನಲ್,Channel
ಚಾನೆಲ್ ಎನ್‌ಕೋಡರ್,Channel encoder
ಚಾನಲ್ ಬೇರ್ಪಡಿಕೆ,Channel separation
ಚಾನಲ್ ಅಂತರ,Channel spacing
ಚಾನೆಲ್ ಸ್ವಿಚಿಂಗ್,Channel switching
ವಿಶಿಷ್ಟ ಪ್ರತಿರೋಧ,Characteristic impedance
ಗುಣಲಕ್ಷಣಗಳು,Characteristics
ಚಾರ್ಜ್ ಕ್ಯಾರಿಯರ್,Charge carrier
ಚಾರ್ಜ್ ಸಾಂದ್ರತೆ,Charge density
ಕಲೆಹತ್ತಿದ,Charged
ಜಗಳ,Charger
ಚಾರ್ಜಿಂಗ್ ವೋಲ್ಟೇಜ್,Charging voltage
ಪಟ್ಟಿ,Chart
ಚಾಸಿಸ್,Chasis
ಚಾಚು,Chat
ಚೂರು,Chip
ಚಾಕ್ ಕಾಯಿಲ್,Choke coil
ಉಸಿರುಗಟ್ಟಿಸಿ ಇನ್ಪುಟ್,Choke input
ಚಾಪರ್ ವರ್ಧಕ,Chopper amplifier
ಚಾಚು,Chroma
ಕ್ರೋಮಾ ಮಾದರಿ ರಚನೆ,Chroma sampling structure
ಕ್ರೋಮಿನಂಗೆ,Chrominance
Mat ಾಯಲೇಖಿ,Cinematography
ಸುತ್ತಾಟ,Circuit
ಸುತ್ತಳತೆ,Circuit board
ಸರ್ಕ್ಯೂಟ್ ಬ್ರೇಕರ್,Circuit breaker
ಸರ್ಕ್ಯೂಟ್ ಅಂಶ,Circuit element
ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚಿಂಗ್,Circuit switching
ವೃತ್ತಕಾಯಿ,Circuitry
ವೃತ್ತಾಕಾರದ ಚಲನೆ,Circular motion
ವೃತ್ತಾಕಾರದ ಧ್ರುವೀಕರಣ,Circular polarization
ವೃತ್ತಾಕಾರದ ಉಪಗ್ರಹ ಕಕ್ಷೆ,Circular satellite orbit
ವೃತ್ತಾಕಾರದ ವೇಗ,Circular velocity
ವೃತ್ತಾಕಾರವಾಗಿ ಧ್ರುವೀಕರಿಸಿದ ಆಂಟೆನಾ,Circularly polarised antenna
ವೃತ್ತಾಕಾರವಾಗಿ ಧ್ರುವೀಕರಿಸಿದ ಪ್ರಸರಣ,Circularly polarised transmission
ಸಂಚಾರಿ,Circulator
ಗಡಿಯಾರ,Cladding
ಕ್ಲಾಂಪ್,Clamp
ಕ್ಲ್ಯಾಂಪ್ ಮಾಡುವ ಸರ್ಕ್ಯೂಟ್,Clamping circuit
ವರ್ಗ ಎ ಕಾರ್ಯಾಚರಣೆ,Class A operation
ವರ್ಗ ಸಿ ಟ್ಯೂನ್ಡ್ ಆಂಪ್ಲಿಫಯರ್,Class C tuned amplifier
ಹೊರಸೂಸುವಿಕೆ ವರ್ಗ,Class of emission
ಶಾಸ್ತ್ರೀಯ ಭೌತಶಾಸ್ತ್ರ,Classical physics
ವರ್ಗೀಕರಣ,Classification
ಶುಚಿಗೊಳಿಸುವ ಏಜೆಂಟ್,Cleaning agent
ಸ್ಪಷ್ಟ,Clear
ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ,Clear channel
ಕ್ಲಿಕ್,Click
ಗ್ರಾಹಕ,Client
ಕ್ಲೈಂಟ್ ಸಂಬಂಧ (ಸರ್ವರ್ ಸಂಬಂಧ),Client relationship  (server relationship)
ಬಂಡವಾಳ,Cliff effect
ಬಿಲ್ಲೆ,Clip board
ಚಂಚಲವಾದ,Clipping
ಗಡಿಯಾರ ನಾಡಿ,Clock pulse
ಗಡಿಯಾರ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್,Clocked flip flop
ಗಡಿಯಾರ ಮೈಕ್,Clockfaced mike
ಗಡಿಯಾರ ಆವರ್ತನ,Clock-frequency
ಪ್ರದಕ್ಷಿಣೆಯಾಗಿ,Clockwise
ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್,Closed circuit
ಮುಚ್ಚಿದ ಲೂಪ್,Closed loop
ಚೂರು,Cluster
ಚೂರುಚೂರು,Clustering
ಬ ೦ ದೆ,Clutter
ಕಾಲ್ಚೆಂಡಲ ನಷ್ಟ,Clutter loss
ಲೇಪನ,Coating
ಗಟ್ಟಿ ಕವಚದ ತಂತಿ,Coaxial cable
ಏಕಾಕ್ಷ ರೇಖೆ,Coaxial line
ಏಕಾಕ್ಷ ಪ್ರಸರಣ ಮಾರ್ಗ,Coaxial transmission line
ಸಹ-ಚಾನೆಲ್,Co-channel
ಸಹ-ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ,Co-channel interference
ಕೋಕ್ಲಿಯಾ,Cochlea
ಸಂಹಿತೆ,Code
ಸಂಹಿತೆ,Code number
ಕೋಡ್ ದರ,Code rate
ಕೋಡ್ ಪದ,Code word
ಕೊಡೆಕ್ (ಕೋಡಿಂಗ್ ಡಿಕೋಡಿಂಗ್),Codec (coding decoding)
ಕೋಡೆಡ್ ಆಡಿಯೊ,Coded audio
ಕೋಡರ್,Coder
ಕೋಡಿಂಗ್,Coding
ಕೋಡಿಂಗ್ ಡಿಕೋಡಿಂಗ್ ತಂತ್ರ,Coding decoding technique
ಕೋಡಿಂಗ್ ದೋಷ,Coding error
ಕಪ್ಪರೆ,Coding rate
ಕೋಡಿಂಗ್ ತಂತ್ರ,Coding technique
ಗುಣಕ,Coefficient
ದಟ್ಟಣೆ,Coercivity
ಸುಸಂಬದ್ಧ ಮಾಡ್ಯುಲೇಷನ್,Coherent modulation
ಸುರುಳಿ,Coil
ಸಹಯೋಗ,Collaboration
ಕುಸಿತ,Collapse
ಸಂಗ್ರಾಹಕ,Collector
ಸಂಗ್ರಾಹಕ,Collector current
ಮೂಲ ವಾಹಕತೆಗೆ ಸಂಗ್ರಾಹಕ,Collector to base conductance
ಸಂಗ್ರಾಹಕ-ಬೇಸ್ ಜಂಕ್ಷನ್,Collector-base junction
ಬಣ್ಣ,Colour
ಬಣ್ಣ ವಿಶ್ಲೇಷಕ,Colour analyzer
ಬಣ್ಣ ಸಮತೋಲನ,Colour balance
ಬಣ್ಣ ಬಡಿ,Colour burst
ಬಣ್ಣ ಚಾರ್ಟ್,Colour chart
ಬಣ್ಣ ಸಂಯೋಜನೆ,Colour combination
ಬಣ್ಣ ಸ್ಥಿರ,Colour constant
ಬಣ್ಣ ನಿಯಂತ್ರಣ (ಕ್ರೋಮ್ ನಿಯಂತ್ರಣ),Colour control      (chrome control)
ಬಣ್ಣ ಆಳ,Colour depth
ಬಣ್ಣಗಳ ಆಯಾಸ,Colour fatigue
ಬಣ್ಣ ಫಿಲ್ಟರ್,Colour filter
ಬಣ್ಣ ಕೊಲೆಗಾರ ಸರ್ಕ್ಯೂಟ್,Colour killer circuit
ಬಣ್ಣ ಕೈನೆಸ್ಕೋಪ್,Colour kinescope
ಬಣ್ಣ ಮಿಶ್ರಣ,Colour mixer
ಬಣ್ಣ ಮಾದರಿ,Colour pattern
ಬಣ್ಣ ಗ್ರಹಿಕೆ,Colour perception
ಬಣ್ಣ ಚಿತ್ರ ಪರದೆ,Colour picture screen
ಬಣ್ಣ ಸ್ಥಳ,Colour space
ಬಣ್ಣ,Colour subcarrier
ಬಣ್ಣ ತಾಪಮಾನ,Colour temperature
ಬಣ್ಣ ಹರಡುವಿಕೆ,Colour transmission
ಬಣ್ಣ ಕೊಳವೆ,Colour tube
ಬಣ್ಣ,Colouration
ಬಣ್ಣರಹಿತ,Colourless
ಸಂಯೋಜನೆ,Combination
ಸಂಯೋಜಕ,Combiner
ಸಂಯೋಜನೆ ಪ್ರಕ್ರಿಯೆ,Combining process
ದಹನ,Combustion
ಸ ೦ ಧಿಗೆ,Command
ಪ್ರಾರಂಭಿಸು,Commencement
ವಾಣಿಜ್ಯ ಪ್ರಸಾರ,Commercial broadcasting
ವಾಣಿಜ್ಯ ದೂರದರ್ಶನ,Commercial television
ಸಾಮಾನ್ಯ ಸಂಗ್ರಾಹಕ ಸರ್ಕ್ಯೂಟ್,Common collector circuit
ಸಂವಹನ,Communication
ಸಂವಹನ ಉಪಗ್ರಹ,Communication satellite
ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ,Community radio centre
ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ,Community radio station
ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ (ಸಿಡಿ),Compact disc (CD)
ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ ಪ್ಲೇಯರ್,Compact disc player
ಗಡಿ,Compander
ಸಂಕೋಚನ,Companding
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,Compatibility
ಹೊಂದಬಲ್ಲ,Compatible
ಕೊಲೆಗಡುಕ,Compiler
ಪೂರ್ಯ,Complementary
ಪೂರಕ ಟ್ರಾನ್ಸಿಸ್ಟರ್,Complementary transistor
ಸಂಕೀರ್ಣ ಅಲೆ,Complex wave
ಅಂಶ,Component
ಸಂಯೋಜಿತ,Composite
ಸಂಯೋಜಿತ ಸರ್ಕ್ಯೂಟ್,Composite circuit
ಸಂಯೋಜಿತ ಡಿಜಿಟಲ್,Composite digital
ಸಂಯೋಜಿತ ರೇಡಿಯೋ ಆವರ್ತನ ಸಂಕೇತ,Composite radio frequency signal
ಸಂಯೋಜಿತ ಸಂಕೇತ,Composite signal
ಸಂಯೋಜಿತ ವೀಡಿಯೊ,Composite video
ಸಂಯೋಜಿತ ವೀಡಿಯೊ ಸಂಕೇತ,Composite video signal
ಸಂಯೋಜನೆ,Composition
ಸಂಕುಚಿತ ಡೇಟಾ,Compressed data
ಸಂಕುಚಿತ ಡಿಜಿಟಲೀಕರಣಗೊಂಡ ವೀಡಿಯೊ,Compressed digitized video
ಸಂಕುಚಿತ ವೀಡಿಯೊ,Compressed video
ಸಂಕೋಚನ,Compression
ಸಂಕೋಚನ ಕಲಾಕೃತಿ,Compression artifact
ಸಂಕೋಚನ ಅಪಾಯ,Compression hazard
ಸಂಕೋಚನ ತಂತ್ರ,Compression technique
ಜೋಪಾನದವ,Compressor
ಲೆಕ್ಕಾಚಾರ,Compute
ಕಂಪ್ಯೂಟರ್,Computer
ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಮಲ್ಟಿಮೀಡಿಯಾ,Computer based multimedia
ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,Computer programming
ಕಂಪ್ಯೂಟರ್ ತಂತ್ರಜ್ಞಾನ,Computer technology
ಕಾನ್ವೆಂಟ್ ಲೆನ್ಸ್,Concave lens
ಕನ್ನಡಿ,Concave mirror
ಮರೆತುಹೋಗುವುದು,Concealment
ಕೇಂದ್ರೀಕೃತವಾಗಿತ್ತು,Concentrated
ಏಕಾಗ್ರತೆ,Concentration
ಏಕಕೇಂದ್ರಕ ಮಸೂರ,Concentric lens
ಘನವಸ್ತಮೀನ,Condenser microphone
ಸಮತೋಲನದ ಸ್ಥಿತಿ,Condition of equilibrium
ಸಂಕುಚಿತಗೊಳಿಸುವುದು,Conduction
ಕಂಡಕ್ಷನ್ ಕರೆಂಟ್,Conduction current
ವಾಹಕತೆ,Conductivity
ವಾಹಕಕ,Conductor
ಸಂರಚನೆ,Configuration
ಸಂಪರ್ಕ,Connection
ಸಂಪರ್ಕೀಕರಣ,Connectivity
ಸಂಪರ್ಕ,Connector
ಸ್ಥಿರತೆ,Consistency
ಸ್ಥಿರವಾಗಿ,Consistently
ಗಡಿ,Console
ನಿರಂತರ,Constant
ಸ್ಥಿರ ವೈಶಾಲ್ಯ,Constant  amplitude
ಮೈಕ್ರೊಫೋನ್ ಸಂಪರ್ಕಿಸಿ,Contact microphone
ಕಂಟೇನರ್ ಸ್ವರೂಪ,Container format
ಮಾಲಿನ್ಯ,Contamination
ಕಲೆ,Content
ನೆಮ್ಮದಿಯ,Contiguous
ನಿರಂತರತೆ,Continuity
ನಿರಂತರ ಬೂತ್,Continuity booth
ನಿರಂತರ ಗುಬ್ಬಿ,Continuity knob
ನಿರಂತರ,Continuous
ನಿರಂತರ ಚಾಪ,Continuous arc
ನಿರಂತರ ಅಲೆ,Continuous wave
ಬಾಹ್ಯರೇಖೆ,Contour line
ಬಾಹ್ಯರೇಖೆಯ ಯೋಜನೆ,Contour plan
ಒಪ್ಪಂದ,Contract
ದೂಷಣೆ,Contraction
ವ್ಯತಿರಿಕ್ತ ಅನುಪಾತ,Contrast ratio
ನಿಯಂತ್ರಣ ವಿವರಣೆ,Control circuit
ನಿಯಂತ್ರಿತ ವಿದ್ಯುದ್ವಾರ,Control electrode
ನಿಯಂತ್ರಣ ಉಪಕರಣಗಳು,Control equipment
ನಿಯಂತ್ರಣ ಗ್ರಿಡ್,Control grid
ನಿಯಂತ್ರಣ ಮಾರ್ಗ,Control line
ನಿಯಂತ್ರಣಫಲಕ,Control panel
ನಿಯಂತ್ರಣ ಕೊಠಡಿ,Control room
ನಿಯಂತ್ರಣ ಮೇಜು,Control table
ನಿಯಂತ್ರಣ ಗೋಪುರ,Control tower
ನಿಯಂತ್ರಕ,Controller
ಒಮ್ಮುಖವಾಗುವಿಕೆ,Convergence
ಒಮ್ಮುಖ ಮಸೂರ,Convergent lens
ವರ್ಗಾಯಿಸುವವನು,Convertor
ಪೀನ ಮಸೂರ,Convex lens
ಕಣ್ಗಾವಲು,Convolution
ಕನ್ವಲ್ಯೂಷನ್ ಕೋಡೆಡ್,Convolution coded
ಕನ್ವಿಲ್ಯೂಶನಲ್ ಇಂಟರ್ಲೀವ್,Convolutional interleave
ಕನ್ವಿರಚಲ್ ಇಂಟರ್ಲೀವಿಂಗ್,Convolutional interleaving
ಕುಕೀ,Cookie
ಕನ್ನಡಿಯ,Cookier
ನಿಷೇಧಕ,Coprocessor
ಹಗ್ಗ,Cord
ಕರೋನ,Corona
ಕರೋನ,Corona discharge
ಪರಸ್ಪರ,Correlation
ಕಾಸಿನ್ ಘಟಕ,Cosine component
ಕಾಸಿನ್ ತರಂಗ,Cosine wave
ಕಾಸ್ಮಿಕ್ ಶಬ್ದ,Cosmic noise
ಪ್ರತಿಕೂಲತೆ,Counter
ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,Counter clockwise
ಕಪಾಟು,Coupler
ಜೋಡಣೆ,Coupling
ಕಪ್ಲಿಂಗ್ ಕಂಡೆನ್ಸರ್,Coupling condenser
ಜೋಡಣೆ ನೆಟ್‌ವರ್ಕ್,Coupling network
ಜೋಡಣೆ ಪ್ರತಿರೋಧ,Coupling resistance
ಕೋವೆಲನ್ಸಿಯ ಬಂಡಿ,Covalent bond
ವ್ಯಾಪ್ತಿ,Coverage
ಅಪಘಾತ,Crash
ವಿಮರ್ಶಕರ ತಂಡ,Critical band
ವಿಮರ್ಶೆ,Critical condition
ವಿಮರ್ಶಾತ್ಮಕ ಜೋಡಣೆ,Critical coupling
ನಿರ್ಣಾಯಕ ಆವರ್ತನ,Critical frequency
ವಿಮರ್ಶಾತ್ಮಕ ನಿಯತಾಂಕ,Critical parameter
ಮೊಸಳೆ ಕ್ಲಿಪ್,Crocodile clip
ಅಡ್ಡ ಮರೆಯಾಗುತ್ತಿರುವ,Cross fading
ಅಡ್ಡಕತ್ತು,Cross modulation
ಅಡ್ಡ ಮಾತುಕತೆ,Cross talk
ಅಡ್ಡನಡು,Crossfade
ಕ್ರಿಪ್ಟೋಗ್ರಫಿ,Cryptography
ಸ್ಫಟಿಕ,Crystal
ಸ್ಫಟಿಕ ಫಿಲ್ಟರ್,Crystal filter
ಸೂಚನೆ,Cue
ಕ್ಯೂ ಗುರುತುಗಳು,Cue marks
ಕ್ಯೂಯಿಂಗ್ ಸಾಧನ,Cueing device
ಪ್ರಸ್ತುತ,Current drain
ಪ್ರಸ್ತುತ ಮೀಟರ್,Current meter
ಪ್ರಸ್ತುತ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,Current transformer
ಕರ್ಸರ್,Cursor
ಉರುಳು,Curve
ಆವರ್ತನವನ್ನು ಕತ್ತರಿಸಿ,Cut off frequency
ಕಟ್ಟುವವನು,Cutter
ಸೈಬರ್ ಕೆಫೆ,Cyber cafe
ಸೈಬರ್ ಭದ್ರತೆ,Cyber security
ಸೈಬರ್ ಜಾಗ,Cyber space
ಚಕ್ರ,Cycle
ಆವರ್ತಕ,Cyclic
ಡಿಸಿ. ಅಂಶ,D.c. component
ಡಿಸಿ. ತಟ್ಟೆಯ ಶಕ್ತಿ,D.c. plate power
ಡಿಸಿ. ಪುನಃಸ್ಥಾಪನೆ,D.c. restoration
ಡಯೋಡೆ,Damper diode
ತೇವಗೊಳಿಸುವ,Damping
ಕತ್ತಲೆ,Dark
ದತ್ತ,Data
ದತ್ತಾಂಶ ಪ್ರಸಾರ,Data broadcasting
ದತ್ತಾಂಶ ಸಂಕೋಚನ,Data compression
ದತ್ತಾಂಶ ಕೊರೆಯುವ,Data drilling
ದತ್ತಾಂಶ ಗೂ r ನಿಶ್ಚಯ,Data encryption
ದತ್ತಾಂಶಗಳು,Data file
