Hindi,Assamese
निम्न सुघट्यता सीमा,প্লাষ্টিকৰ সীমা কম কৰা
अल्प ऊष्मा सीमेंट,কম তাপত চিমেণ্ট
यांत्रिक पथाई,মেচিন মল্ডিং
स्थूल संरचना,বৃহৎ গঠন
प्रमुख शीर्ष नियंत्रक,মূল মূৰ নিয়ন্ত্ৰক
मुख्य पत्तन,মূল বন্দৰ
पुनःपूर्तिवायु,মেকআপ এয়াৰ
मैनसई,মানচাৰ্ড
मार्शलिंग यार्ड,মাৰ্শ্বেলিং গজ
चिनाई,শিলৰ কাম
परिपाक तापक्रम,পৰিপক্ক উষ্ণতা
मध्य तल,মেজেনিন মজিয়া
यांत्रिक विश्लेषण,যান্ত্ৰিক বিশ্লেষণ
यांत्रिक संवातन,যান্ত্ৰিক বায়ু চলাচল
मीटरी पद्धति,মেট্ৰিক ব্যৱস্থা
सूक्ष्म संरचना,অণুগাঁথনি
मिली तुल्यांक,মিলি সমতুল্য
मिली तुल्यांक प्रति लीटर,প্ৰতি লিটাৰত মিলি সমতুল্য
खनिज,খনিজ পদাৰ্থ
खनिज मृदा,খনিজ মাটি
लघु पत्तन,সৰু বন্দৰ
कलमी डेली,মাইট্ৰেড বন্ধ
जल मृदा कोलाइड,চলন্ত মাটিৰ কলয়ড
आर्द्रतांश,আৰ্দ্ৰতা
आर्द्रता प्रवणता,আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট
मोनोलिथ/एकाश्म,মনোলিথ
मोनोरेल,মনোৰেল
राष्ट्रीय पोताश्रय परिषद,ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ
प्राकृतिक तल,প্ৰাকৃতিক বিচনা
प्राकृतिक परिष्कृति,প্ৰাকৃতিক ফিনিচিং
प्राकृतिक पोताश्रय,প্ৰাকৃতিক বন্দৰ
प्राकृतिक संवातन,প্ৰাকৃতিক বায়ু চলাচল
जल सेना पोताश्रय,নৌসেনাৰ বন্দৰ
न्यूटन,নিউটন
असम प्रवाह,নন ইউনিফৰ্ম প্ৰবাহ
उपभोक्ता जल दर,পানীৰ হাৰ দখল কৰে
तेल रंगलेप,তেলৰ ৰং
तेल कूप सीमेंट,তেলৰ কুঁৱাৰ চিমেণ্ট
मुक्त पृष्ठ वाहिका प्रवाह,মুকলি চেনেলৰ প্ৰবাহ
अनुकूलतम आर्द्रता,অনুকূল আৰ্দ্ৰতা
जैव मृदा,জৈৱিক মাটি
अभिविन्यास,অভিবিন্যাস
लाम्बिक,অৰ্থোগনেল
ओर्टस्टीन,অৰ্টষ্টেইন
बाह्य सिगनल,বাহিৰৰ সংকেত
ऑक्सीकरण,অক্সিডেচন
रसोई भण्डार,পেণ্ট্ৰি
मुंडेेर,পেৰাপেট
मुंडेर दीवार,পেৰাপেটৰ দেৱাল
मूल सामग्री,অভিভাৱকৰ সামগ্ৰী
बजरी प्लास्टर,শিলগুটি ঢালাই প্লাষ্টাৰ
पेडल्फर,পেডালফাৰ
पेडोकल,পেড&#39;কেল
मृदा उत्पत्ति,পেড’জেনেছিছ
मृदा रचना विज्ञान,পেড’লজি
मृदा मंडल,পেড’স্ফিয়াৰ
वेधनमापी,পেনেট্ৰ’মিটাৰ
छज्जा छत,পেণ্ট ছাদ
पाचक कर्मक,পেপটাইজিং এজেণ্ট
विश्लेषण अवधि,বিশ্লেষণৰ সময়ছোৱা
खड़ा जोड़,পাৰ্পেণ্ড
आशोषण,পাৰ্চৰ্পচন
प्रस्तम्भ,ঘাট
भित्ति स्तम्भ,পিলাষ্টাৰ
ढाल/प्रवणता,চূড়া
ढालू छत,পিচড ছাদ
अप्रबलित कंक्रीट,সাধাৰণ কংক্ৰিট
समतल कोण,সমতল কোণ
समतल यार्ड,সাধাৰণ চোতাল
प्लानसॉल,প্লেনছল
सुघट्यता संसक्ति,প্লাষ্টিকৰ স্থায়িত্ব
पराप्रत्यास्थता,প্লাষ্টিচিটি
सुघट्यता सूचकांक,প্লাষ্টিচিটি সূচকাংক
सुघट्यता सीमा,প্লাষ্টিচিটিৰ সীমা
सुघट्यता पिरसर,প্লাষ্টিচিটিৰ পৰিসৰ
पटली संरचना,প্লেটি গঠন
कुरसी,প্লিন্থ
हल मृदा,হাল বোৱা মাটি
प्लम पत्थर,প্লামৰ শিল
पाडजोल,পডজোলে
टीप,আঙুলিয়াই দি
बहुकोणी दीवार,বহুভুজীয়া বেৰ
रंध्र अवकाश,ছিদ্ৰৰ স্থান
पत्तन,বন্দৰ
प्रभावी संवातन,পজিটিভ ভেন্টিলেচন
प्रशाद्वल मृदा,প্ৰেয়ৰী মাটি
परिशुद्धता,নিখুঁততা
प्राथमिक कण,প্ৰাথমিক কণা
प्रिज्मीय संरचना,প্ৰিজমেটিক গঠন
उत्पादक कार्य,উৎপাদনশীল কাম
परियोजना औचित्य समर्थन,প্ৰকল্পৰ ন্যায্যতা
संरक्षक कार्य,সুৰক্ষামূলক কাম
आभासी माइसीलियम,ছ্যুড’-মাইচেলিয়াম
पडल,পুখুৰী
रौंदना,পাগিং
झाँवा,পিউমিচ
थूनी,পাঞ্চিয়ন
पपेट,পুতলা
कड़ी,পুটলগ
धारण पल्लियों का पाड़,পুটলগ মৰাপাট
मात्रा सर्वेक्षक,পৰিমাণ জৰীপকাৰী
खदान रस,শিলৰ ৰস
भित्ति घाट,ঘাট
मादा डेली/क्वीन क्लोजर,কুইন বন্ধ
कोनिया,কুইইন
रैफ्ट बेड़ा नींव,ৰাফ্ট ফাউণ্ডেচন
तिरछी टेक,ৰেকাৰ
रेकिंग,ৰেকিং
तिरछी चाल,ৰেকিং বণ্ড
नति जलरोधी झिल्ली,ৰেকিং ফ্লেছিং
द्रुत परिवर्ती प्रवाह,দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ
वसूलीयोग्य भुगतान,আদায়যোগ্য পেমেণ্ট
लाल मिट्टी,ৰঙা মাটি
लाल दुमट,ৰঙা লোম
नियंत्रक/रेगुलेटर,নিয়ন্ত্ৰক
रेगर या काली कपासी मृदा,ৰেগুৰ বা ক’লা কপাহী মাটি
वापस भुगतान ठेका,ৰিপেমেণ্ট চুক্তি
अवशिष्ट संकुचन,অৱশিষ্ট সংকোচন
अवशिष्ट मृदा,অৱশিষ্ট মাটি
बाह्य पक्ष,প্ৰকাশ কৰা
बाह्य पक्ष पिन,পিন প্ৰকাশ কৰক
बाह्य पक्ष बंधक,টাই প্ৰকাশ কৰক
कूट,ৰিজ
कूट मुंडेरी,ৰিজ কেপিং
नदी,নদী
पोताश्रेय द्रोणों,ৰোড ষ্টেড
दानेदार प्लास्टर,ৰুক্ষ প্লাষ্টাৰ
ढोंका,ধ্বংসাৱশেষ
ढोका चिनाई,ধ্বংসাৱশেষৰ শিলৰ কাম
ढोंका भित्ति,ধ্বংসাৱশেষৰ দেৱাল
चालू मापन या मध्यवर्ती मापन,চলি থকা জোখ-মাখ
सुरक्षी धारण क्षमता/अनुमेय धारण क्षमता,নিৰাপদ বহন ক্ষমতা
लवण परिष्कृति,নিমখৰ গ্লেজ
प्रतिदर्श आमाप,নমুনাৰ আকাৰ
प्रतिचयन वितरण,নমুনা বিতৰণ
प्रतिचयन त्रुटि,নমুনা সংগ্ৰহৰ ভুল
बाल,বালি
बलुई परिष्कृति,বালিৰ ফিনিচিং
रेत हस्त पथाई,বালিৰ হাতৰ মল্ডিং
बालू घर्षण,ছেণ্ডিং
संतृप्त मृदा,সংপৃক্ত মাটি
संतृप्त मृदा लेई,সংপৃক্ত মাটিৰ পেষ্ট
संतृप्ति निष्कर्षण,চেচুৰেচন এক্সট্ৰেক্ট
संतृप्ति प्रतिशतता,চেচুৰেচন শতাংশ
शराविका गुम्मद,চচৰ গম্বুজ
पाड़,মৰাপাট
शिस्ट,শ্বিষ্ট
समुद्री अथवा महासागरीय पत्तन,সাগৰীয় বন্দৰ
गुप्त वाहिका,গোপন নালা
सेकन्ड,দ্বিতীয়
सादन विश्लेषण,পলস বিশ্লেষণ
सामि कृत्रिम पोताश्रय,অৰ্ধকৃত্ৰিম বন্দৰ
अर्द्ध-ज्वारीय गोदी,অৰ্ধ জোৱাৰ-ভাটাৰ ডক
जरावस्था,চেনিল
शेल,শ্বেল
चादरी पाइल,শ্বীটৰ স্তূপ
संकुचन सीमा,সংকোচনৰ সীমা
तख्ताबन्दी,শ্বাটাৰিং
सियालिटिक मृदा,চিয়ালিটিক মাটি
सीरोजेम,ছিয়েৰ’জেম
देहली या सिल,চিল
साद,পলি
इकहरी फ्लेमिश चाल,একক ফ্লেমিছ তেজ
एकल कणीय संरचना,একক দানাযুক্ত গঠন
अधकचरी मृदा,কংকালৰ মাটি
अंचल,স্কাৰ্টিং
आधार भित्तियाँ,স্লিপাৰ ৱাল
सर्पी वाहिका,কাষৰ নালা
परिकलन पट्टिका,স্লাইড নিয়ম
सर्पण गोदी,স্লিপ ডক
स्मोनिटजा,স্মোনিজা
समतापकरण,তিয়াই থোৱা
मृदा समवाय,মাটিৰ সংঘ
मृदा वर्ग,মাটিৰ শ্ৰেণী
मृदा सम्मिश्र,মাটিৰ জটিলতা
मृदा संसक्ति,মাটিৰ স্থায়িত্ব
मृदा परिवार,মাটি পৰিয়াল
मृदा सार,মাটিৰ ফ্ৰেমৰ কাম
मृदा नमी,মাটিৰ আৰ্দ্ৰতা
मृदा नमी अभिवृद्धि,মাটিৰ আৰ্দ্ৰতা বৃদ্ধি
मृदा नयी न्यूनता,মাটিৰ আৰ্দ্ৰতাৰ ঘাটি
मृदाकारिकी,মাটিৰ আকৃতিবিজ্ঞান
मृदा कण,মাটিৰ কণা
मृदा प्रावस्था,মাটিৰ পৰ্যায়
मृदा परिच्छेदिका,মাটিৰ প্ৰফাইল
मृदा अभिक्रिया,মাটিৰ বিক্ৰিয়া
मृदा कणवर्ग,মাটি পৃথক হয়
मृदा श्रेणी,মাটিৰ শৃংখলা
मृदा घोल,মাটিৰ দ্ৰৱ
मृदा संरचना,মাটিৰ গঠন
मृदा गठन,মাটিৰ টেক্সচাৰ
मृदा प्रकार,মাটিৰ প্ৰকাৰ
सोलम,ছলুম
शोषण,শোষণ
कत्तर,Spalls
विशिष्ट आयन प्रभाव,নিৰ্দিষ্ট আয়ন প্ৰভাৱ
चौकोर रद्देदार ढोका चिनाई,বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম
नियमित चौकोर रद्देदार ढोका चिनाई,বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম
अपरिवर्ती प्रवाह,স্থিৰ প্ৰবাহ
सोपानी जलरोधी झिल्ली,ফিচফিচাই ষ্টেপ কৰিলে
चिपचिपापन,আঠাযুক্ততা
चिपकन बिंदु,ষ্টিক পইণ্ট
पत्थर,শিল
गीली हस्थ पथाई,স্লপ হেণ্ড মল্ডিং
पट्टक कब्जा,ষ্ট্ৰেপ হিঞ্জ
गत्ता,ষ্ট্ৰ’ বৰ্ড
सरिता,নিজৰা
प्रतिबल,চাপ
पट्टी/स्ट्रैचर,ষ্ট্ৰেচাৰ
पट्टी/स्ट्रैचर चाल,ষ্ট্ৰেচাৰ বণ্ড
पट्टी रद्दा,ষ্ট্ৰেচাৰ কোৰ্চ
स्ट्रिंग,তাঁৰ
किंगरी रद्दा,ষ্ট্ৰিং কোৰ্চ
संरचना गुणांक,গঠন কাৰক
संरचना सूचक अंक,গঠন সূচকাংক
स्टुको,ষ্টুকো
स्टड,ষ্টড
आधार पीठ,ষ্টাইলবেট
अवमृदा,উপ মাটি
अधः रचना,উপ গঠন
संकलन वक्र,যোগফল বক্ৰ
सनमाइका,সূৰ্য্যৰ মাইকা
अधिरचना/ऊपरी ढाँचा,চুপাৰ ষ্ট্ৰাকচাৰ
सर्वेक्षक,জৰীপকাৰী
S-मान,S-মান
प्रठप्पा,লুট
हंस ग्रीवा,হাঁসৰ ডিঙি
मंडप,তম্বু
मेज हस्त पथाई,টেবুল হেণ্ড মল্ডিং
टैंकन,টেংকিং
टैम्पीटो,টেম্পিয়েট্টো
मृदुकरण,টেম্পাৰিং
टैमप्लेट,টেমপ্লেট
आकार पट्ट,টেমপ্লেট
टेपीडेरियम,টেপিডাৰিয়াম
टैराकोटा,টেৰাকোটা
टैरारोसा,টেৰা ৰোজা
टैराजो,টেৰাজো
चतुरभिकल्पना,টেট্ৰা ষ্টাইল
प्रभाव सीमा मान,থ্ৰেছহ&#39;ল্ড সীমা মান
कंठ,নেলু
धुर पत्थर,শিলৰ মাজেৰে
ज्वारीय बेसिन,জোৱাৰ-ভাটাৰ অৱবাহিকা
तान छड़,টাই বাৰ
बंधन धरन,টাই বিম
तान दंड,টাই ৰড
टिर्स,তিৰছ
उपेक्ष्य त्रुटि,সহনশীলতা
दाढ़ा,দাঁত ওলোৱা
पृष्ठ मृदा या ऊपरी मृदा,ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি
कुल सरंध्रता,মুঠ ছিদ্ৰতা
अलंकरण,ট্ৰেচাৰী
ट्रेन प्रतिरोध,ট্ৰেইন ৰেজিষ্টেন্স
ट्रानसैप्ट,ট্ৰেন্সেপ্ট
संक्रमणीय मृदा,সংক্ৰমণকালীন মাটি
अनुप्रस्थिका,ট্ৰেন্সম
परिवाहित मृदा,পৰিবহণ মাটি
उप नदी,ট্ৰিবিউটাৰী
गलियारा,ট্ৰাইফ’ৰিয়াম
ट्रिगलिफ,ট্ৰিগ্লিফ
रुंड मृदा,ছেদ কৰা মাটি
विक्षुब्ध प्रवाह,অশান্ত প্ৰবাহ
टर्रेट,টাৰেট
डाट की भराई,টিম্পাৰ num
अंतिम धारण क्षमता,চূড়ান্ত বহন ক্ষমতা
अंतिम ph,চূড়ান্ত ph
बेतरतीब बेरद्दा ढोंका चिनाई,আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম
बेतरतीब चौकोर रद्देदार ढोका चिनाई,আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম
तहखाना,আণ্ডাৰক্ৰফ্ট
अपूरित संरंध्रता,ভৰোৱা নোহোৱা ছিদ্ৰতা
सम्प्रवाह,একেধৰণৰ প্ৰবাহ
एकल ढाँचे की तरह का पाड़,ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট
अनउत्पादक कार्य,অনুত্পাদনশীল কাম
असंतृप्त मृदा,অসংপৃক্ত মাটি
अधीर प्रवाह,অস্থিৰ প্ৰবাহ
ऊपरी सुघट्यता सीमा,প্লাষ্টিকৰ ওপৰৰ সীমা
द्रोणी वाहिका,উপত্যকাৰ নালা
चापछद,ভল্ট
सायबान,ভেটেৰিয়াম
संवाहन,বায়ু চলাচল কৰা
रोशनदान,ভেন্টিলেটৰ
बरामदा,ভেৰামদহ
ड्योढ़ी,ভেষ্টিবুল
विला,ভিলা
