Assamese,Gujarati
ইলেক্ট্ৰনিক চাবি,ઇલેક્ટ્રોનિક કી
ইলেক্ট্ৰনিক মেইল (ই-মেইল),ઈલેક્ટ્રોનિક મેઈલ (ઈ-મેલ)
ইলেক্ট্ৰনিক ভৰ,ઇલેક્ટ્રોનિક માસ
ইলেক্ট্ৰনিক সংখ্যাগত,ઇલેક્ટ્રોનિક આંકડાકીય
ইলেক্ট্ৰনিক চুইচিং,ઇલેક્ટ્રોનિક સ્વિચિંગ
ইলেক্ট্ৰনিক ভল্টমিটাৰ,ઇલેક્ટ્રોનિક વોલ્ટમીટર
ইলেক্ট্ৰনিকভাৱে টিউন কৰা ৰিচিভাৰ,ઇલેક્ટ્રોનિક રીતે ટ્યુન કરેલ રીસીવર
ইলেক্ট্ৰনিকছ উদ্যোগ সংস্থা,ઇલેક્ટ્રોનિક્સ ઉદ્યોગ સંગઠન
ইলেক্ট্ৰ&#39;প্লেটিং,ઇલેક્ટ્રોપ્લેટિંગ
ইলেক্ট্ৰস্কোপ,ઇલેક્ટ્રોસ્કોપ
বিদ্যুৎচুম্বকত্ব,ઇલેક્ટ્રોમેગ્નેટિઝમ
ইলেক্ট্ৰষ্টেটিক ফ্লাক্স,ઇલેક્ટ્રોસ્ટેટિક પ્રવાહ
ইলেক্ট্ৰষ্টেটিক সংৰক্ষক,ઇલેક્ટ્રોસ્ટેટિક પ્રિઝર્વેટિવ
উপাদান,તત્વ
বিকশিত কৰা,અપગ્રેડ
উন্নতিৰ কোণ,ઉન્નતિ કોણ
উপবৃত্তাকাৰ প্ৰতিফলক,લંબગોળ પરાવર્તક
উপবৃত্তাকাৰ ফিল্টাৰ,લંબગોળ ફિલ્ટર
উপবৃত্তাকাৰ মেৰু,લંબગોળ ધ્રુવ
এম্বেডেড চিস্টেম,એમ્બેડેડ સિસ્ટમ
abssidic ক&#39;ড,એબ્સિડિક કોડ
এমিটাৰ,ઉત્સર્જક
এমিটাৰ অৰিয়েণ্টেচন কনফিগাৰেচন,ઉત્સર્જક ઓરિએન્ટેશન રૂપરેખાંકન
এমিটাৰ বাইপাছ কেপাচিটৰ,ઉત્સર્જક બાયપાસ કેપેસિટર
নিৰ্গমনকাৰী বৈশিষ্ট্য,ઉત્સર્જક લાક્ષણિકતાઓ
এমিটাৰ কাপল্ড এম্প্লিফায়াৰ,ઉત્સર્જક જોડી એમ્પ્લીફાયર
এমিটাৰ প্ৰসাৰণ,ઉત્સર્જક પ્રસરણ
এমিটাৰ ট্ৰেইলিং,ઉત્સર્જક પાછળનું
এমিটাৰ ৰেজিষ্টৰ,ઉત્સર્જક રેઝિસ્ટર
এমিটাৰ স্থিতিশীল অৰিয়েণ্টেচন কনফিগাৰেচন,ઉત્સર્જક સ્થિર ઓરિએન્ટેશન રૂપરેખાંકન
এমিটাৰ বেচ জংচন,ઉત્સર્જક આધાર જંકશન
"এমিটাৰ কাপল্ড লজিক, ইচিএল","એમિટર કપલ્ડ લોજિક, ECL"
যান্ত্ৰিক,યાંત્રિક
সক্ষম কৰা,સક્ષમ કરો
এনকেপচুলেচন,એન્કેપ્સ્યુલેશન
কোদিত্ৰা,કોડીત્રા
এনক্ৰিপচন,એન્ક્રિપ્શન
বৃত্তাকাৰ লাভ,પરિપત્ર લાભ
ৰূপান্তৰ,રૂપાંતર
প্ৰণালীবদ্ধ,પ્રણાલીગત
বৃত্তাকাৰ বিচ্যুতি,ગોળાકાર વિસ્થાપન
দীৰ্ঘায়িত এন্টেনা,રેખાંશ એન્ટેના
দীৰ্ঘায়িত এৰে,રેખાંશ એરે
শক্তি,ઊર્જા
শক্তি বাৰ,ઊર્જા પટ્ટી
বেণ্ড গেপ,બેન્ડ ગેપ
শক্তিৰ স্তৰ,ઊર્જા સ્તર
শক্তিৰ স্তৰৰ ডায়েগ্ৰাম,ઊર્જા સ્તર ડાયાગ્રામ
উন্নত প্ৰসাৰিত ভৰ নিৰ্দিষ্টকৰণ,ઉન્નત વિસ્તૃત માસ સ્પષ્ટીકરણ
বৃদ্ধি কৰা প্ৰবন্ধ পঞ্জীয়ক,વધારો લેખ રજીસ્ટ્રાર
বৃদ্ধি,વૃદ્ધિ
বৃদ্ধিৰ ধৰণ,વૃદ્ધિ પેટર્ન
উন্নত Mosfet,ઉન્નત Mosfet
এণ্ট্ৰপি,એન્ટ્રોપી
খাম ডিমডুলেটৰ,પરબિડીયું ડિમોડ્યુલેટર
পৰিৱেশ,પર્યાવરણ
"এপিটেক্সি বৃদ্ধি, আৰোহী বৃদ্ধি","એપિટાક્સી વૃદ્ધિ, ચડતી વૃદ્ધિ"
"এপিট্ৰেকিয়াল স্তৰ, আৰোহী স্তৰ","epitracheal સ્તર, ચડતા સ્તર"
"এপিটাক্সি, অভাৰৰাইডিং","એપિટાક્સી, ઓવરરાઇડિંગ"
ইপক্সি-ফাইবাৰ গ্লাছৰ স্তৰ,ઇપોક્સી-ફાઇબર ગ્લાસ સ્તર
ইপি-ৰম,EP-ROM
এপ্সিলন,એપ્સીલોન
সমতা স্থাপন,સમાનતા
সমতা বৰ্তনী,સમાનતા સર્કિટ
সমতা,સમાનતા
সমীকৰণ,સમીકરણ
ইকুৱেলাইজাৰ ফিল্টাৰ,બરાબરી ફિલ્ટર
সমীকৰণটো,સમીકરણ
বিষুৱীয় সমতল,વિષુવવૃત્તીય વિમાન
সমবিভৱ ৰেখা,આઇસોપોટેન્શિયલ લાઇન
সমবিভৱ পৃষ্ঠা,ઇક્વિપોટેન્શિયલ પાનું
সমতুল্য বৰ্তনী,સમકક્ષ સર્કિટ
সমতুল্য ইনপুট শব্দ জেনেৰেটৰ,સમાન ઇનપુટ અવાજ જનરેટર
সমতুল্য ইনপুট শব্দ প্ৰতিৰোধ ক্ষমতা,સમાન ઇનપુટ અવાજ પ્રતિકાર
সমতুল্য সমস্থানিক বিকিৰণ শক্তি,સમકક્ષ આઇસોટોપિક વિકિરણ શક્તિ
বিলোপ,કાઢી નાખો
শক্তি প্ৰক্ৰিয়া,ઊર્જા પ્રક્રિયા
ত্ৰুটি নিয়ন্ত্ৰণ ক&#39;ডিং,ભૂલ નિયંત્રણ કોડિંગ
ভুল সংশোধন ক&#39;ড,ભૂલ સુધારણા કોડ
ভুল ধৰা পেলোৱা ক&#39;ড,ભૂલ શોધ કોડ
ভুল নিয়ন্ত্ৰণ,ભૂલ હેન્ડલિંગ
ভুলৰ হাৰ,ભૂલ દર
ভুল ভল্টেজ,ભૂલ વોલ્ટેજ
ভুল পৰিবৰ্ধক,ભૂલ એમ્પ્લીફાયર
isaki ডাইঅ&#39;ড,ઇસાકી ડાયોડ
এচিং,કોતરણી
ইথাৰনেট,ઈથરનેટ
অইলাৰৰ উপপাদ্য,યુલરનું પ્રમેય
প্ৰসাৰণ হ্ৰাস ধৰণ,પરિમાણ ઘટાડવું મોડ
বাষ্পীভৱন প্ৰক্ৰিয়া,બાષ્પીભવન પ્રક્રિયા
ই-ভেক্টৰ,ઇ-વેક્ટર
সমতা,સમાનતા
ব্যতিক্ৰম নিয়ন্ত্ৰণ,અપવાદ હેન્ડલિંગ
অতিৰিক্ত শব্দ অনুপাত,વધારાનો અવાજ ગુણોત્તર
ট্ৰিপল ক&#39;ড,ટ્રિપલ કોડ
উদ্দীপনা টেবুল,ઉત્તેજના કોષ્ટક
echo XOR গেট,ઇકો XOR ગેટ
এক্সিকিউচন চফ্টৱেৰ,એક્ઝેક્યુશન સોફ્ટવેર
নিষ্পাদন পদক্ষেপ,અમલની ચાલ
নিষ্পাদন সময়,અમલ સમય
একচেটিয়া ন&#39;ৰ গেট,વિશિષ્ટ નોર ગેટ
সম্প্ৰচাৰক,પ્રસારણકર્તા
ঘাতীয় ক্ষয়,ઘાતાંકીય સડો
ঘাতীয় ডাইঅ&#39;ড,ઘાતાંકીય ડાયોડ
ঘাতীয় ফুৰিয়েৰ শৃংখলা,ઘાતાંકીય ફોરિયર શ્રેણી
ঘাতীয় ফলন,ઘાતાંકીય કાર્ય
বাহ্যিক কম্পাঙ্ক ৰেজিষ্টেন্স,બાહ્ય આવર્તન પ્રતિકાર
অতি উচ্চ কম্পাঙ্ক,ખૂબ ઊંચી આવર્તન
উচ্চ সম্ভাৱনা,ઉચ્ચ સંભાવના
অতি কম কম্পাঙ্ক,ખૂબ જ ટૂંકી આવર્તન
অভেদ্য অৰ্ধপৰিবাহী,અભેદ્ય સેમિકન્ડક્ટર
ফাইলটো খোলক,ફાઇલ ખોલો
অৰ্ধপৰিবাহী নিৰ্মাণ,સેમિકન્ડક્ટર ફેબ્રિકેશન
fabri পেরো অনুনাদক,ફેબ્રી પેરો રેઝોનેટર
পেনেল,પેનલ
বহুগুণক,ગુણક
ফেক্টৰিয়েল,ફેક્ટોરિયલ
lacunae,ખામી
ক্ষীণকৰণ,એટેન્યુએશન
ক্ষীণকৰণ,એટેન્યુએશન
ফাহি একপক্ষীয় পাৰ্যমান্যতা জোখা,ફાહી એકપક્ષીય અભેદ્યતા માપક
বিফল হোৱা,નિષ્ફળતા
বিফল ধৰণ,નિષ્ફળ મોડ
বিফলতাৰ হাৰ,નિષ્ફળતા દર
ফেয়াৰ চাইল্ড অৰ্ধপৰিবাহী,ફેર ચાઇલ્ડ સેમિકન્ડક્ટર
পতনৰ সময়,પાનખર સમયગાળો
পাতি কালাদ কোৰ,પાટી કેલાડ કોર
পেট কোৰ,પેટ કોર
পতন হোৱা,પતન
মিছা,ખોટું
ভাঁজ কৰা কাগজ,ફોલ્ડ કાગળ
ইনপুট,ઇનપુટ
ইছ্যু নম্বৰ,મુદ્દા નંબર
ফাৰাড,ફરાડ
ফাৰাডে ইফেক্ট,ફેરાડે અસર
ফাৰাডে ঘূৰণ,ફેરાડે પરિભ્રમણ
faraday স্ক্ৰীণ,ફેરાડે સ્ક્રીન
faraday ধ্ৰুৱক,ફેરાડે સતત
ফেৰাডেৰ আইন,ફેરાડેનો કાયદો
প্ৰতিৰূপ,પ્રતિકૃતિ
প্ৰতিলিপি গ্ৰাহক,પ્રતિકૃતિ રીસીવર
প্ৰতিলিপি যোগাযোগকাৰী,પ્રતિકૃતિ કોમ્યુનિકેટર
প্ৰতিৰূপ,પ્રતિકૃતિ
প্ৰতিলিপি সংকেত,પ્રતિકૃતિ સંકેત
চোকা কোৰ,તીક્ષ્ણ કોર
দ্ৰুত fourier ৰূপান্তৰ,ઝડપી ફોરિયર ટ્રાન્સફોર્મ
জাহাজৰ ৰচিদ দিনকাৰি,વહાણની રસીદ દિનકારી
ফাইল আবণ্টনৰ সময়সূচী,ફાઈલ ફાળવણી શેડ્યૂલ
মাৰাত্মক ভুল,જીવલેણ ભૂલ
মূল নথিপত্ৰ,પિતૃ ફાઇલ
ইনপুট,ઇનપુટ
"দোষ, দোষ","દોષ, દોષ"
দোষ বিশ্লেষণ,ખામી વિશ્લેષણ
দোষ ৰেটিং,ફોલ્ટ રેટિંગ
দোষ স্থানীয়কৰণ,ફોલ્ટ સ્થાનિકીકરણ
দোষ স্থানীয় দলং,ફોલ્ટ અવકાશી પુલ
দোষ ফিল্টাৰ টগল কৰক,ફોલ્ટ ફિલ્ટર ટૉગલ
পতন সহনশীলতা,પતન સહનશીલતા
ফানোৰ এলগৰিদম,ફેનોનું અલ્ગોરિધમ
ইছ্যু নম্বৰ,મુદ્દા નંબર
ইছ্যু নম্বৰ গছ,અંક નંબર વૃક્ષ
ফেক্স,ફેક્સ
ফাইলৰ সংমিশ্ৰণ,ફાઇલ સંયોજન
F সংযোগকাৰী,એફ કનેક્ટર
কম্পাঙ্ক বিভাজন মাল্টিপ্লেক্সাৰ,ફ્રીક્વન્સી ડિવિઝન મલ્ટિપ્લેક્સર
এফ ই চি ক&#39;ড,FEC કોડ
ফেডাৰেল কমিউনিকেচন কমিছন,ફેડરલ કોમ્યુનિકેશન્સ કમિશન
পুনৰ বিনিয়োগ লুপ লাভ,પુનઃરોકાણ લૂપ ગેઇન
ক্ষীণ কৰা চুম্বকীয় পদাৰ্থ,ક્ષીણ ચુંબકીય પદાર્થ
ইনপুট,ઇનપુટ
পুনৰ বিনিয়োগৰ উৎপাদন,પુનઃરોકાણ ઉપજ
জীৱিকাৰ ক্ষতি,નિર્વાહ નુકશાન
পুনৰ বিনিয়োগ,પુનઃરોકાણ
পুনৰ বিনিয়োগ এম্প্লিফায়াৰ,પુનઃરોકાણ એમ્પ્લીફાયર
পুনৰ প্ৰৱৰ্তন বিকৃতি,પુનઃ પરિચય વિકૃતિ
পুনৰ বিনিয়োগ ব্লক ডায়াগ্ৰাম,પુનઃરોકાણ બ્લોક ડાયાગ્રામ
পুনৰ বিনিয়োগৰ ধাৰা ডায়েগ্ৰাম,પુનઃરોકાણ સ્ટ્રીમ ડાયાગ્રામ
পুনৰুদ্ধাৰ লুপ,પુનઃસ્થાપન લૂપ
পুনৰ বিনিয়োগ দোলক,પુનઃરોકાણ ઓસિલેટર
পুনৰ বিনিয়োগৰ দৌৰ,પુનઃરોકાણ સ્પર્ધા
পুনৰ বিনিয়োগ স্থানচ্যুতি পঞ্জীয়ন,રિઇન્વેસ્ટમેન્ટ ડિસ્પ્લેસમેન્ટ રજિસ્ટર
পুনৰ বিনিয়োগ নীতিৰ ডায়েগ্ৰাম,પુનઃરોકાણ સિદ્ધાંત ડાયાગ્રામ
পুনৰ প্ৰৱৰ্তন ভল্টেজ ডায়াগ্ৰাম,રીઇન્ટ્રોડક્શન વોલ્ટેજ ડાયાગ્રામ
ফাৰ্মি স্তৰ,ફર્મી સ્તર
ফেৰিক ইণ্ডাক্টৰ,ફેરિક ઇન્ડક્ટર
ফেৰাইট,ફેરાઇટ
ফেৰাইট এন্টেনা,ફેરાઇટ એન્ટેના
ফেৰাইট অপতৃণ,ફેરાઇટ નીંદણ
ফেৰাইট স্পিনাৰ,ફેરાઇટ સ્પિનર
ফেৰাইট বিভাজক,ફેરાઇટ વિભાજક
ফেৰাইট লাইন সম্প্ৰসাৰণ,ફેરાઇટ લાઇન એક્સ્ટેંશન
ফেৰাইট-কোৰ ট্ৰেন্সফৰ্মাৰ,ફેરાઇટ-કોર ટ્રાન્સફોર્મર
ferro ক্ৰম টেপ,ફેરો ક્રોમ ટેપ
ফেৰ&#39;মেগনেটিজম,ફેરોમેગ્નેટિઝમ
ভাগ্য,ભાગ્ય
ফিল্ড ইফেক্ট ট্ৰেঞ্জিষ্টৰ (FET),ફિલ્ડ ઇફેક્ટ ટ્રાન્ઝિસ્ટર (FET)
ফেট বুষ্টাৰ,ફેટ બૂસ્ટર
fret পৰিপূৰক প্ৰতিসমতা,fret પૂરક સમપ્રમાણતા
চৰ্বি হ্ৰাসৰ ধৰণ,ચરબી અવક્ષય મોડ
"ভাগ্য দ্বৈততা গেট, দ্বৈততা গেট","ભાગ્ય દ્વૈત દ્વાર, દ્વૈત દ્વાર"
চৰ্বি বৃদ্ধিৰ ধৰণ,ચરબી વૃદ્ધિ મોડ
&#39;ফ্ৰেট ফ্ৰিকুৱেন্সি ৰেচপন্স&#39;,fret આવર્તન પ્રતિભાવ
চৰ্বি গ্ৰাফিক বিশ্লেষণ,ચરબી ગ્રાફિક વિશ્લેષણ
FATE বিনিয়োগৰ সুৰক্ষা,ભાવિ રોકાણ સલામતી
চৰ্বি ওলোটা,ચરબી ઊલટું
ভাগ্য চুক্তি,ભાગ્ય કરાર
চৰ্বিযুক্ত mosfet,ચરબી મોસ્ફેટ
চৰ্বিৰ পৰিবাহীতা,ચરબી વાહકતા
টোপনিৰ সময়,ઊંઘવાનો સમય
ফাইল আমদানি,ફાઇલ આયાત
আঁহ,ફાઇબર
ফাইবাৰ সংযোগকাৰী,ફાઇબર કનેક્ટર
ফাইবাৰ বিতৰণ কৰা তথ্য আন্তঃপৃষ্ঠ,ફાઇબર વિતરિત ડેટા ઇન્ટરફેસ
ফাইবাৰ গ্লাছ,ફાઇબર ગ્લાસ
ফাইবাৰ অপটিক লিংক,ફાઈબર ઓપ્ટિક લિંક
ফাইবাৰ অপটিক্স ট্ৰেন্সমিছন উইণ্ড&#39;,ફાઈબર ઓપ્ટિક્સ ટ્રાન્સમિશન વિન્ડો
ফাইবাৰ লাইট ডিটেক্টৰ,ફાઇબર લાઇટ ડિટેક્ટર
ফাইবাৰ বণ্ডিং,ફાઇબર બંધન
ফিবোনাচি সংখ্যা,ફિબોનાકી નંબરો
ভাৰ্চুৱেল শব্দ উৎপাদক,વર્ચ્યુઅલ અવાજ જનરેટર
গ্ৰাহকৰ নিষ্ঠা,પ્રાપ્તકર્તાની વફાદારી
জালিয়াতি,બનાવટી
এলেকা সহায়ক,વિસ્તાર સહાયિત
ফিল্ড ইফেক্ট ডিভাইচ,ક્ષેત્ર અસર ઉપકરણ
ফিল্ড ইফেক্ট চুইচ,ક્ષેત્ર અસર સ્વીચ
ফিল্ড ইফেক্টিভ ট্ৰেঞ্জিষ্টৰ,ક્ષેત્ર અસરકારક ટ્રાન્ઝિસ્ટર
ক্ষেত্ৰ নিৰ্গমন,ક્ષેત્ર ઉત્સર્જન
সীহৰ শৰীৰ,લીડ બોડી
ফিল্ড ফ্ৰিকুৱেন্সি,ક્ષેત્ર આવર્તન
ক্ষেত্ৰৰ তীব্ৰতা,ક્ષેત્રની તીવ્રતા
ফিল্ড প্ৰগ্ৰেম লজিক এৰে,ફીલ્ડ પ્રોગ્રામ લોજિક એરે
ক্ষেত্ৰ পৰীক্ষা,ક્ષેત્ર પરીક્ષણ
ফিল্ড বাতিল কৰা,ક્ષેત્ર રદબાતલ
FIFO মেমৰি,FIFO મેમરી
দক্ষতা সূচকাংক,કાર્યક્ષમતા સૂચકાંક
ফাইল,ફાઇલ
ফাইল ভৰোৱা,ફાઇલ ફિલર
file কমাণ্ড,ફાઇલ આદેશ
নথিপত্ৰ চাৰ্ভাৰ,ફાઇલ સર્વર
স্তৰৰ কেপাচিটৰ,સ્તર કેપેસિટર
স্তৰৰ ৰেজিষ্টৰ,સ્તર રેઝિસ્ટર
ফিল্টাৰ,ફિલ્ટર
ফিল্টাৰৰ বৈশিষ্ট্যসমূহ,ફિલ્ટર લાક્ષણિકતાઓ
ফিল্টাৰ বৰ্তনী,ફિલ્ટર સર્કિટ
সংগ্ৰহ,સંગ્રહ
ফিল্টাৰ ডিজাইন,ફિલ્ટર ડિઝાઇન
যোগাযোগ তথ্য,સંચાર ડેટા
ফিল্টাৰ পদ্ধতি,ફિલ્ટર પદ્ધતિ
ফিল্টাৰ পুনৰ্গঠন,ફિલ્ટર પુનઃનિર્માણ
চূড়ান্ত একত্ৰীকৰণ,અંતિમ એસેમ્બલીંગ
আঙুলিৰ ছাপ,ફિંગર પ્રિન્ટ
সসীম আৱেগিক প্ৰতিবেদন ফিল্টাৰ,મર્યાદિત આવેગજન્ય રિપોર્ટિંગ ફિલ્ટર
সসীম প্ৰাচল,મર્યાદિત પરિમાણ
সসীম অৱস্থাৰ যন্ত্ৰ,મર્યાદિત રાજ્ય મશીન
ফায়াৰিং এংগেল,ફાયરિંગ એંગલ
ফাৰ্মৱেৰ,ફર્મવેર
প্ৰথম চিত্ৰ শব্দ,પ્રથમ આકૃતિ શબ્દ
প্ৰথম ক্ৰমৰ প্ৰাচ,પ્રથમ ઓર્ડર પ્રેશ
ফিচাৰ লুপ পৰীক্ষা,ફિશર લૂપ ટેસ્ટ
নেৰানেপেৰা,સતત
ফিক্সড এটেনুৱেটৰ,સ્થિર એટેન્યુએટર
ফিক্সড অৰিয়েণ্টেচন,નિશ્ચિત અભિગમ
ফিক্সড কেলকুলেটৰ,નિશ્ચિત કેલ્ક્યુલેટર
নিৰ্দিষ্ট এলেকা,નિશ્ચિત વિસ્તાર
এচাইনমেণ্ট মেচিন,સોંપણી મશીન
নিৰ্দিষ্ট সময় নিয়ন্ত্ৰক,નિશ્ચિત સમય નિયંત્રક
পতাকা,ધ્વજ
ফ্লেংগ,ફ્લેંજ
ফ্লেপ এটেনুৱেটৰ,ફ્લૅપ એટેન્યુએટર
flamboyant,ચમક
উজ্জ্বলতা ৰূপান্তৰক,તેજ કન્વર્ટર
উজ্জ্বলতা,ચમક
ফ্লেট ফ্ল&#39;ৰ স্কেনিং,ફ્લેટ ફ્લોર સ્કેનિંગ
সমতল কুণ্ডলী,સપાટ કોઇલ
ফ্লেট ফাইল,ફ્લેટ ફાઇલ
ফ্লেট ফিল্টাৰ,ફ્લેટ ફિલ્ટર
ফ্লেট পেক,ફ્લેટ પેક
সমতল ফিতা কেবল,ફ્લેટ રિબન કેબલ
ফ্লেট টপ নমুনা সংগ্ৰহ,ફ્લેટ ટોપ સેમ્પલિંગ
F-স্তৰ,F-સ્તર
F-স্তৰীয় আয়নমণ্ডল,F-સ્તર આયનોસ્ફિયર
ফ্লেমিং,ફ્લેમિંગ
ফ্লেমিং আৰু ক্লিণ্টন ডাইভাৰ্জেন্স মেথড,ફ્લેમિંગ અને ક્લિન્ટન ડાયવર્જન્સ પદ્ધતિ
flutter,ફફડાટ
flutter শব্দ,ફફડાટનો અવાજ
ফ্লাটাৰ ফটোমিটাৰ,ફ્લટર ફોટોમીટર
ফ্লিপ ফ্লপ,ફલીપ ફલોપ
ফ্লিপ ফ্লপ এচিনক্ৰ&#39;নাছ বিনিয়োগ,ફ્લિપ ફ્લોપ અસુમેળ રોકાણ
ফ্লিপ ফ্লপৰ বৈশিষ্ট্যসমূহ,ફ્લિપ ફ્લોપ લાક્ષણિકતાઓ
ফ্লিপ ফ্লপ কল সংকেত,ફ્લિપ ફ્લોપ કોલ સિગ્નલ
ফ্লিপ ফ্লপ টাইমলাইন,ફ્લિપ ફ્લોપ સમયરેખા
ফ্লিপ ফ্লপ কোৰ-ট্ৰিগাৰ কৰা হৈছে,ફ્લિપ ફ્લોપ કોર-ટ્રિગર
ফ্লিপ ফ্লপ jK ট্ৰিগাৰ,ફ્લિપ ફ્લોપ જેકે ટ્રિગર
ফ্লিপ ফ্লপ লেচ,ફ્લિપ ફ્લોપ લેચ
ফ্লিপ ফ্লপ মাষ্টাৰ-স্লেভ,ફ્લિપ ફ્લોપ માસ્ટર-સ્લેવ
ফ্লিপ ফ্লপ আৰ এছ,ફ્લિપ ફ્લોપ RS
ফ্লিপ ফ্লপ আৰম্ভ পুনৰাৰম্ভ সেট পুনৰায় সেট কৰক (SR),ફ્લિપ ફ્લોપ સ્ટાર્ટઅપ રીસ્ટાર્ટ સેટ રીસેટ (SR)
ফ্লিপ ফ্লপ সমকালীন বিনিয়োগ,ફ્લિપ ફ્લોપ સિંક્રનસ રોકાણ
ভাসমান চাৰ্জ,ફ્લોટેશન ચાર્જ
ভাসমান গঠন,ફ્લોટ રચના
ভাসমান গেট,તરતો દરવાજો
বিনিয়োগ,વિનિમય
অসংযুক্ত লোড,અનકનેક્ટેડ લોડ
অসম্পৰ্কীয় উৎস,અસંબંધિત સ્ત્રોત
সম্পূৰ্ণ আলোকসজ্জা,સંપૂર્ણ રોશની
ফ্লপি,ફ્લોપી
ফ্লপি ডিস্ক,ફ્લોપી ડિસ્ક
প্ৰবাহ,પ્રવાહ
ফ্ল&#39; চাৰ্ট,ફ્લો ચાર્ટ
গ্ৰেডিয়েন্ট ডায়াগ্ৰাম,ઢાળ રેખાકૃતિ
প্ৰবাহৰ দিশ,પ્રવાહની દિશા
প্ৰবাহ ৰেখা,પ્રવાહ રેખા
ফ্ল&#39;মিটাৰ,ફ્લોમીટર
FLT U2 ফিল্টাৰ,FLT U2 ફિલ્ટર
বহুবচন ক্ষয় উপপাদ্য,બહુવચન સડો પ્રમેય
তৰল ঘৰ্ষণ ডেম্পিং,પ્રવાહી ઘર્ષણ ભીનાશ
তৰল মজিয়া,પ્રવાહી માળ
ফ্লু&#39;ৰেচেন্স ইফেক্ট টিউব,ફ્લોરોસેન્સ ઇફેક્ટ ટ્યુબ
ফ্লু&#39;ৰেচেণ্ট,ફ્લોરોસન્ટ
flutter,ફફડાટ
ফ্লাক্স ঘনত্ব,પ્રવાહ ઘનતા
ফ্লাক্স দুৱাৰৰ চুম্বকমাপক,ફ્લક્સ ડોર મેગ્નેટોમીટર
ফ্লাক্স বাইণ্ডিং,પ્રવાહ બંધનકર્તા
"ফ্লাক্স মিটাৰ, ফ্লাক্স মিটাৰ","ફ્લક્સ મીટર, ફ્લક્સ મીટર"
ফ্লাক্স ছল্ডাৰ,ફ્લક્સ સોલ્ડર
কাউণ্টাৰ ইনজুৰি,કાઉન્ટર ઈજા
ৰিয়েক্টেন্স উচ্চ ভল্টেজ,પ્રતિક્રિયા ઉચ્ચ વોલ્ટેજ
কাউণ্টাৰকাৰেণ্ট ট্ৰেন্সফৰ্মাৰ,કાઉન્ટરકરન્ટ ટ્રાન્સફોર્મર
সঞ্চয় প্ৰভাৱ,સંચય અસર
ফ্ৰিকুৱেন্সি মডুলেচন ডিজিটেল ডিটেক্টৰ,ફ્રીક્વન્સી મોડ્યુલેશન ડિજિટલ ડિટેક્ટર
ফ্ৰিকুৱেন্সি মডুলেচন পিক ডিটেক্টৰ,ફ્રીક્વન્સી મોડ્યુલેશન પીક ડિટેક્ટર
আৱৰণযুক্ত মডুলেচন কলা যোগ কৰা হৈছে লুপ ডিটেক্টৰ,એન્વેલપ્ડ મોડ્યુલેશન આર્ટ એડેડ લૂપ ડિટેક્ટર
এফ এম ভয়েচ ফ্ৰিকুৱেন্সি টেলিগ্ৰাফ,એફએમ વૉઇસ ફ્રીક્વન્સી ટેલિગ્રાફ
focal,ફોકલ
ধ্যান কেন্দ্ৰিত,ફોકસ
ফ&#39;কাচ কেমেৰা,ફોકસ કેમેરા
ফ&#39;কাচ ভুল এম্প্লিফায়াৰ,ફોકસ એરર એમ્પ્લીફાયર
ফোকাচ ছবি টিউব,ફોકસ પિક્ચર ટ્યુબ
ফোকাচ চাৰ্ভো,ફોકસ સર્વો
ফোকাচ আৰু ফ’ল’-আপ,ફોકસ અને ફોલો-અપ
ফোকাচ আৰু ফ’ল’ আপ বডি,ફોકસ અને ફોલોઅપ બોડી
ফয়েল-টাইপ গেজ,ફોઇલ-ટાઇપ ગેજ
প্ৰথম ফাট,પ્રથમ ક્રેક
ভল্টেজ লিমিটাৰক পিছলৈ ভাঁজ কৰক,ફોલ્ડ બેક વોલ્ટેજ લિમિટર
বগা ৰেখাৰ মান,સફેદ રેખા મૂલ્ય
কাৰেণ্ট লিমিটাৰক পিছলৈ ভাঁজ কৰক,વર્તમાન લિમિટરને ફોલ્ડ બેક કરો
ভাঁজ কৰা স্থাপত্য,ફોલ્ડ આર્કિટેક્ચર
ভাঁজ কৰা ডাইপোল,ફોલ્ડ દ્વિધ્રુવ
ভাঁজ কৰা ডাইপোল,ફોલ્ડ દ્વિધ્રુવ
ভাঁজ কৰা উপাদান,ફોલ્ડ તત્વ
ট্ৰেইলিং,પાછળ
ফন্ট প্ৰদৰ্শন,ફોન્ટ ડિસ્પ્લે
খাদ্যৰ প্ৰিন্ট,ફૂડ પ્રિન્ટ
নিষিদ্ধ বেণ্ড,નિષેધ બેન્ડ
নিষিদ্ধ শক্তিৰ ব্যৱধান,પ્રતિબંધિત ઊર્જા અંતર
বাৰ্ড জ&#39;ন,પ્રતિબંધિત ઝોન
বল,બળ
প্ৰপালচিভ কনভাৰ্টাৰ,પ્રોપલ્સિવ કન્વર્ટર
বিদেশী বস্তু,વિદેશી પદાર્થ
ফৰ্ম ফ্যাক্টৰ,ફોર્મ ફેક્ટર
পৃষ্ঠা পূৰণ কৰা,પૃષ્ઠ ભરો
আনুষ্ঠানিক যুক্তি,ઔપચારિક તર્ક
ফৰ্মেট নম্বৰ,ફોર્મેટ નંબર
fortran,ફોરટ્રાન
আকস্মিক বিকৃতি,આકસ્મિક વિકૃતિ
ফৰৱাৰ্ড বায়াছ,ફોરવર્ડ પૂર્વગ્રહ
