Assamese,Malayalam
ডি চি। ক্ষতিগ্ৰস্ত অপাৰেচনেল এম্প্লিফায়াৰ,ഡിസി. കേടായ പ്രവർത്തന ആംപ്ലിഫയർ
অশক্তিশালীকৰণ,നോൺ-റെൻഫോഴ്സ്മെന്റ്
ডিমৰ্গানৰ আইন,ഡിമോർഗന്റെ നിയമം
দে সৌতি দলং,ദേ സൌതി പാലം
জিৰণিৰ সময়,വിശ്രമ സമയം
জিৰণিৰ অঞ্চল,വിശ്രമ മേഖല
দোষ নিষ্কাশন,തെറ്റ് ക്ലിയറൻസ്
দশক কেলকুলেটৰ,ദശാബ്ദ കാൽക്കുലേറ്റർ
ডেচিবেল,ഡെസിബെൽ
দশমিক কেলকুলেটৰ,ദശാംശ കാൽക്കുലേറ്റർ
দশমিক-বাইনাৰী ৰূপান্তৰ,ദശാംശ-ബൈനറി പരിവർത്തനം
ঠিকনা ডিকোডিং,വിലാസം ഡീകോഡിംഗ്
ডিকোডাৰ,ഡീകോഡർ
এলিল,അല്ലീലുകൾ
ডেডিকেটেড এপ্লিকেচন,സമർപ്പിത അപേക്ഷ
নিবেদিত নিয়ন্ত্ৰক,സമർപ്പിത കൺട്രോളർ
ডি চি। প্ৰি-ৰিইনফৰ্চমেণ্ট চাৰ্কিট,ഡിസി. പ്രീ-റൈൻഫോഴ്സ്മെന്റ് സർക്യൂട്ട്
দোষ ঘনত্ব,വൈകല്യ സാന്ദ്രത
ডিফ্লেকচন কইল,ഡിഫ്ലെക്ഷൻ കോയിൽ
বিক্ষেপণ প্লেট,ഡിഫ്ലെക്ഷൻ പ്ലേറ്റ്
বিক্ষেপণ একক,ഡിഫ്ലെക്ഷൻ യൂണിറ്റ്
বিফল হোৱা,പരാജയം
(চুম্বকীয়) বিক্ষিপ্ততা,(കാന്തിക) വ്യാപനം
ডি গাউছন ৰাশিফল,ഡി ഗൗസൺ ജാതകം
ডি গোছন,ഡി ഗോസൺ
বিলম্ব বৰ্তনী,കാലതാമസം സർക്യൂട്ട്
বিলম্ব লাইন,കാലതാമസം ലൈൻ
বিলম্বৰ সময়,കാലതാമസം സമയം
বিলম্বিত স্বয়ংক্ৰিয় লাভ নিয়ন্ত্ৰক,വൈകിയ ഓട്ടോമാറ്റിക് ഗെയിൻ കൺട്രോളർ
বিলম্বিত স্বয়ংক্ৰিয় লাভ নিয়ন্ত্ৰক,വൈകിയ ഓട്ടോമാറ്റിക് ഗെയിൻ കൺട്രോളർ
বিলম্বিত স্বয়ংক্ৰিয় উচ্চতা নিয়ন্ত্ৰক / বিলম্বিত এভিচি,വൈകിയ ഓട്ടോമാറ്റിക് ലൗഡ്‌നെസ് കൺട്രോളർ / വൈകിയ എവിസി
ডেলন মেকানিকেল ৰেক্টিফায়াৰ,ഡെലോൺ മെക്കാനിക്കൽ റക്റ്റിഫയർ
ডেল্টা সংযোগ,ഡെൽറ്റ കണക്ഷൻ
ডেল্টা বন্দুক,ഡെൽറ്റ തോക്ക്
ডেল্টা বন্দুকৰ নলী,ഡെൽറ്റ തോക്ക് ഹോസ്
ডেল্টা মডুলেচন,ഡെൽറ്റ മോഡുലേഷൻ
ডেল্টা-চিগমা এনালগ-ডিজিট ৰূপান্তৰক,ഡെൽറ്റ-സിഗ്മ അനലോഗ് അക്ക കൺവെർട്ടർ
বিচুম্বকীয়কৰণ,demagnetization
বিচুম্বকীয়কৰণ বক্ৰ,demagnetization കർവ്
বিচুম্বকীয়কৰণ বহুগুণক,ഡീമാഗ്നെറ്റൈസേഷൻ മൾട്ടിപ്ലയർ
ডিমডুলেচন,demodulation
ডিমডুলেটৰ,demodulator
ডি মাৰ্গানৰ উপপাদ্য,ഡി മാർഗൻ സിദ്ധാന്തം
মাল্টিপ্লেক্সাৰ,മൾട്ടിപ്ലക്സർ
ডিনৰ্মালাইজড স্ক&#39;ৰ,ഡീനോർമലൈസ്ഡ് സ്കോർ
ডিপ্লিচন কেপাচিটৰ,ശോഷണം കപ്പാസിറ്റർ
ডিপ্লিচন,ശോഷണം
ডিপ্লিচন মোড mosfet,depletion mode mosfet
"ডিপ্লিচন জ&#39;ন, ডিপ্লিচন জ&#39;ন","depletion zone, depletion zone"
ৰেটিং,റേറ്റിംഗ്
ডিচেচুৰেটেড চৰিত্ৰ,ശൂന്യമായ പ്രതീകങ്ങൾ
অসংবেদনশীলতা,സംവേദനക്ഷമത
ডিজাইনৰ নিয়ম,ഡിസൈൻ നിയമങ്ങൾ
পৰীক্ষাৰ ডিজাইন,ടെസ്റ്റ് ഡിസൈൻ
ধ্বংসাত্মক অনুনাদ,വിനാശകരമായ അനുരണനം
ডিটেক্টৰ,ഡിറ്റക്ടർ
বিকল্প বিদ্যুৎ প্ৰবাহৰ দলং ডিটেক্টৰ,ആൾട്ടർനേറ്റിംഗ് കറന്റ് ബ്രിഡ്ജ് ഡിറ്റക്ടർ
কম্পাঙ্ক বিচ্যুতি ধ্ৰুৱক,ഫ്രീക്വൻസി ഡീവിയേഷൻ സ്ഥിരാങ്കം
বিচ্যুতি কম্পাঙ্ক,വ്യതിയാനത്തിന്റെ ആവൃത്തി
ডিভাইচ,ഉപകരണം
N বিভাজন,N പാർട്ടീഷനുകൾ
দ্বিবিভাজন কেলকুলেটৰ,വിഭജന കാൽക്കുലേറ്റർ
বিভাজক,സെപ്പറേറ്റർ
ডি-ফ্লিপ-ফ্লপ,ഡി-ഫ്ലിപ്പ്-ഫ്ലോപ്പ്
d ফ্লিপ ফ্লপ,d ഫ്ലിപ്പ് ഫ്ലോപ്പ്
ডাইলেক্ট্ৰিক ধ্ৰুৱক,വൈദ്യുത സ്ഥിരാങ്കം
ডাইলেক্ট্ৰিকছ,വൈദ്യുതചാലകങ്ങൾ
ডাইক,ഡൈക്ക്
ডাইঅ&#39;ড খহনীয়া,ഡയോഡ് മണ്ണൊലിപ്പ്
ডায়েল কৰক,ഡയൽ ചെയ്യുക
টেপাৰ ডায়েফ্ৰাম,ടേപ്പർഡ് ഡയഫ്രം
ডেইজী চেইন,ഡെയ്സി ചെയിൻ
ডাকটিকটৰ আকাৰ,സ്റ്റാമ്പ് വലിപ്പം
ডাইলেক্ট্ৰিক শোষণ,വൈദ്യുത ആഗിരണം
ডাইলেক্ট্ৰিক আৱৰণ,വൈദ്യുത പൂശുന്നു
ডাইলেক্ট্ৰিক পইণ্ট,വൈദ്യുത സൂചിക
"ডাইলেক্ট্ৰিক ক্ষতি, ডাইলেক্ট্ৰিক ক্ষতি,","വൈദ്യുത നഷ്ടം, വൈദ്യുത നഷ്ടം"
ডিফাৰেন্সিয়েল এম্প্লিফায়াৰ,ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ
ডিফাৰেন্সিয়েল এম্প্লিফায়াৰ,ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ
ডিফাৰেন্সিয়েল কেথ’ড ট্ৰেইলিং,ഡിഫറൻഷ്യൽ കാഥോഡ് ട്രെയിലിംഗ്
ডিফাৰেন্সিয়েল অপাৰেটৰ,ഡിഫറൻഷ്യൽ ഓപ്പറേറ്റർ
ডিফাৰেন্সিয়েল ইনপুট ভল্টেজ,ഡിഫറൻഷ്യൽ ഇൻപുട്ട് വോൾട്ടേജ്
ডিফাৰেন্সিয়েল মোড,ഡിഫറൻഷ്യൽ മോഡ്
ডিফাৰেন্সিয়েল মোড ইংগিত,ഡിഫറൻഷ്യൽ മോഡ് സൂചന
ডিফাৰেন্সিয়েল যোৰ,ഡിഫറൻഷ്യൽ ജോഡി
ডিফাৰেন্সিয়েল পি এছ কে,ഡിഫറൻഷ്യൽ PSK
ডিফাৰেন্সিয়েল চাৰ্কিট,ഡിഫറൻഷ്യൽ സർക്യൂട്ട്
ডিফাৰেন্সিয়েল,ഡിഫറൻഷ്യൽ
ডিফ্য়ুজ জংচন ট্ৰেঞ্জিষ্টৰ,ഡിഫ്യൂസ് ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ
বিক্ষিপ্ত ৰেজিষ্টৰ,ഡിഫ്യൂസ് റെസിസ്റ്റർ
প্ৰসাৰণ,വ്യാപനം
প্ৰসাৰণ কেপাচিটৰ,ഡിഫ്യൂഷൻ കപ്പാസിറ്റർ
ডিজিটেল ফিল্টাৰ,ഡിജിറ്റൽ ഫിൽട്ടർ
মানংক,സ്കോർ
ডিজিটেল বৰ্তনী,ഡിജിറ്റൽ സർക്യൂട്ട്
ডিজিটেল যোগাযোগ,ഡിജിറ്റൽ ആശയവിനിമയം
ডিজিটেল তুলনাকাৰী,ഡിജിറ്റൽ താരതമ്യം
ডিজিটেল কম্পিউটাৰ,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
ডিজিটেল বিলম্ব,ഡിജിറ്റൽ കാലതാമസം
ডিজিটেল ডিজাইন মাইক্ৰ&#39;পাৱাৰ,ഡിജിറ്റൽ ഡിസൈൻ മൈക്രോ പവർ
ডিজিটেল প্ৰদৰ্শন,ഡിജിറ്റൽ ഡിസ്പ്ലേ
ডিজিটেল ফিল্টাৰ,ഡിജിറ്റൽ ഫിൽട്ടർ
ডিজিটেল ফিল্টাৰিং,ഡിജിറ്റൽ ഫിൽട്ടറിംഗ്
সংখ্যাগত যুক্তি,സംഖ്യാപരമായ ന്യായവാദം
সংখ্যাগত যুক্তি,സംഖ്യാപരമായ ന്യായവാദം
ডিজিটেল পলিমিটাৰ,ഡിജിറ്റൽ പോളിമീറ്റർ
ডিজিটেল মাল্টিমিটাৰ,ഡിജിറ്റൽ പോളിമീറ്റർ
ডিজিটেল পালছ,ഡിജിറ്റൽ പൾസ്
ডিজিটেল সংকেত প্ৰক্ৰিয়াকৰণ,ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ്
ডিজিটেল টেলিভিছন,ഡിജിറ്റൽ ടെലിവിഷൻ
ডিজিটেল এনালগ কনভাৰ্টাৰ,ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ
বীমা,ഇൻഷുറൻസ്
মাত্ৰিক সমীকৰণ,ഡൈമൻഷണൽ സമവാക്യം
ডাইঅ&#39;ড,ഡയോഡ്
ডাইঅ&#39;ডৰ বৈশিষ্ট্য,ഡയോഡ് സവിശേഷതകൾ
ডাইঅ&#39;ডৰ বৈশিষ্ট্যপূৰ্ণ বক্ৰ,ഡയോഡ് സ്വഭാവ വക്രം
ডাইঅ&#39;ড ডিটেক্টৰ,ഡയോഡ് ഡിറ്റക്ടർ
ডাইঅ&#39;ড বহুগুণক,ഡയോഡ് മൾട്ടിപ്ലയർ
ডাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ লজিক/ডিটিএছ,ഡയോഡ് ട്രാൻസിസ്റ്റർ ലോജിക്/ഡിടിഎസ്
জীয়েক,മകൾ
নাতি চুইচ,നാറ്റി സ്വിച്ച്
ডিপ্লয়ড,ഡിപ്ലോയിഡ്
ডাইপোল,ദ്വിധ്രുവം
ডাইপোল এন্টেনা,ദ്വിധ്രുവ ആന്റിന
dirac,ഡയറക്
প্ৰত্যক্ষ ঠিকনা,നേരിട്ടുള്ള വിലാസം
প্ৰত্যক্ষ সংযোজন,നേരിട്ടുള്ള സംയോജനം
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)
প্ৰত্যক্ষ লিখাৰ দেহ,നേരിട്ടുള്ള എഴുത്ത് ശരീരം
দিশগত গেমেট,ദിശാസൂചന ഗെയിമറ്റ്
দিশগত লাভ,ദിശാസൂചന നേട്ടം
দিশগততা,ദിശാബോധം
দিশ এন্টেনা,ദിശ ആന്റിന
অক্ষম কৰা অনুসন্ধান,പ്രവർത്തനരഹിതമായ അന്വേഷണം
ডিএসেম্বল,വേർപെടുത്തുക
বিসৰ্জন,നിമജ്ജനം
"ইমাৰ্চন লেম্প, ইমাৰ্চন লেম্প","നിമജ്ജന വിളക്ക്, നിമജ്ജന വിളക്ക്"
কণাযুক্ত পদাৰ্থ,കണികാ ദ്രവ്യം
বিতৰণ কৰ,വിതരണ നികുതി
অৱতল এন্টেনা,കോൺകേവ് ആന്റിന
ডিস্ক,ഡിസ്ക്
বিচ্যুতি ধ্ৰুৱক (ধ্ৰুৱক),സ്ഥാനചലന സ്ഥിരാങ്കം (സ്ഥിരമായ)
বিচ্যুতি কাৰেণ্ট,ഡിസ്പ്ലേസ്മെന്റ് കറന്റ്
বিচ্যুতিৰ ভুল,സ്ഥാനചലന പിശക്
প্ৰদৰ্শন,പ്രദർശനം
পচি যোৱা,ക്ഷയം
বিকৃতি,വളച്ചൊടിക്കൽ
বিকৃতিৰ ক্ষতি,രൂപഭേദം കേടുപാടുകൾ
বিকৃতি বিদ্যুৎ প্ৰবাহৰ পৰিসৰ,വക്രീകരണ നിലവിലെ ശ്രേണി
বিকৃতি ধাৰা rot,വക്രീകരണം സ്ട്രീം ചെംചീയൽ
বিকৃতি সংবেদনশীলতা,വക്രീകരണ സംവേദനക്ഷമത
বিকৃতি লাভৰ মাৰ্জিন,വക്രീകരണം നേട്ടം മാർജിൻ
বিকৃতি ইনপুট ৰেজিষ্টেন্স,രൂപഭേദം ഇൻപുട്ട് പ്രതിരോധം
বিকৃতি লুপ লাভ,വക്രീകരണം ലൂപ്പ് നേട്ടം
বিতৰণ কৰা এম্প্লিফায়াৰ,വിതരണം ചെയ്ത ആംപ്ലിഫയർ
বিতৰণ বহুগুণক,വിതരണ ഗുണിതം
ভেৰিয়েচন ৰিচিভাৰ,വ്യതിയാന റിസീവർ
শূন্য বিভাজন পৰীক্ষা,പൂജ്യം ഡിവിഷൻ ടെസ്റ്റ്
ডি-স্তৰ,ഡി-ലെയർ
আয়নমণ্ডলৰ D-স্তৰ,അയണോസ്ഫിയറിന്റെ ഡി-പാളി
ঘ-শৈবাল,ഡി-മോസ്
ডলবি শৰীৰ,ഡോൾബി ശരീരം
ফলপ্ৰসূ মেৰু,ഫലപ്രദമായ പോൾ
ফলপ্ৰসূ মেৰু প্ৰতিৰোধ ক্ষমতা,ഫലപ്രദമായ പോൾ പ്രതിരോധം
দাতাৰ আৱৰ্জনা,ദാതാവിന്റെ മാലിന്യം
দাতাৰ সামগ্ৰী,ദാതാവിന്റെ മെറ്റീരിയൽ
dontcare ৰ অৱস্থা,ഡോണ്ട് കെയർ സ്റ്റാറ്റസ്
ব্যভিচাৰ কৰা,മായം ചേർക്കൽ
ডপলাৰ ইফেক্ট,ഡോപ്ലർ പ്രഭാവം
ডপলাৰ ৰাডাৰ,ഡോപ്ലർ റഡാർ
ডোজিমিটাৰ,ഡോസിമീറ്റർ
বিন্দু মেট্ৰিক্স,പോയിന്റ് മാട്രിക്സ്
বিন্দু সংকেত,പോയിന്റ് നൊട്ടേഷൻ
গৌণ বিষয়,ദ്വിതീയ പ്രശ്നം
দ্বিস্তৰীয় কেপাচিটৰ,ദ്വിതല കപ്പാസിറ്റർ
বাইন&#39;ৰেল ক্লাইষ্ট্ৰন,ബൈനറൽ ക്ലൈസ്ട്രോൺ
দ্বিপাক্ষিক বাৰ,ഉഭയകക്ഷി ബാർ
দ্বিপাক্ষিক পিচি ব’ৰ্ড,ഉഭയകക്ഷി പിസി ബോർഡ്
ডাবল মাৰ্কিং,ഇരട്ട അടയാളപ്പെടുത്തൽ
ডাবল ট্ৰেঞ্জিষ্টৰ,ഇരട്ട ട്രാൻസിസ്റ്റർ
ডুৱেল টিউনড এম্প্লিফায়াৰ,ഡ്യുവൽ ട്യൂൺ ചെയ്ത ആംപ്ലിഫയർ
ডাবল লেয়াৰ ট্ৰেঞ্জিষ্টৰ এম্প্লিফায়াৰ,ഇരട്ട പാളി ട്രാൻസിസ്റ്റർ ആംപ്ലിഫയർ
doubles,ഇരട്ടിക്കുന്നു
বাধাৰ সময়,തടസ്സം സമയം
আউটপুট ইলেক্ট্ৰ&#39;ড,ഔട്ട്പുട്ട് ഇലക്ട്രോഡ്
ট্ৰেইলিং আউটপুট ইলেক্ট্ৰ&#39;ড,ട്രെയിലിംഗ് ഔട്ട്പുട്ട് ഇലക്ട്രോഡ്
ঘ ৰাম,ഡി റാം
ঘ ৰাম,ഡി റാം
ৰানঅফ কোষ,റൺഓഫ് സെൽ
ৰানঅফ ষ্ট্ৰিম,ഒഴുകുന്ന നീരൊഴുക്ക്
ৰানঅফৰ বেগ,ഒഴുക്ക് വേഗത
ছিদ্ৰ কৰা টেপ,സുഷിരം ടേപ്പ്
অপাৰেটৰ বাছ,ഓപ്പറേറ്റർ ബസ്
অপাৰেটিং পৰ্যায়,പ്രവർത്തന ഘട്ടം
অধৰ্ম,അധർമ്മം
শুকান কোষ,ഡ്രൈ സെൽ
শুকান এচিং,ഉണങ്ങിയ കൊത്തുപണി
শুকান ফিল্ম,ഡ്രൈ ഫിലിം
শুকান চুইচিং,ഡ്രൈ സ്വിച്ചിംഗ്
ড্ৰাইষ্টাছ আৰ্ট ডিচপ্লেচাৰ,ഡ്രൈസ്റ്റാസ് ആർട്ട് ഡിസ്പ്ലേസർ
ডি.টি.ই.,ഡി.ടി.ഇ.
dtl (ডাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ লজিক),dtl (ഡയോഡ് ട്രാൻസിസ്റ്റർ ലോജിക്)
"ড্ৱাইগেট ভাগ্য, ড্ৱাইগেট এফ. ই.টি.","ഡ്വിഗെറ്റ് ഫേറ്റ്, ഡ്വിഗെറ്റ് എഫ്. ഇ.ടി."
ডুৱেল মেচিং,ഇരട്ട പൊരുത്തം
দম্পতী সংক্ৰমণ,ദമ്പതികൾ ട്രാൻസ്മിഷൻ
ডাবল ৰিড সমন্বয়ক,ഇരട്ട വായന കോർഡിനേറ്റർ
"ডুৱেল-ডিফাৰেন্স এনালগ, ডিজিটেল কনভাৰ্টাৰ","ഡ്യുവൽ-ഡിഫറൻസ് അനലോഗ്, ഡിജിറ്റൽ കൺവെർട്ടർ"
ডাইপোল পৰিৱৰ্তন,ദ്വിധ്രുവ മാറ്റം
ডাবল ফ&#39;ল&#39; ভল্টেজ কন্ট্ৰ&#39;লাৰ,ഇരട്ട ഫോളോ വോൾട്ടേജ് കൺട്രോളർ
দ্বৈততা,ദ്വൈതത്വം
ডাবল ৰোড,ഇരട്ട തുഴച്ചിൽ
নিৰৱ এন্টেনা,നിശബ്ദ ആന്റിന
ডুপ্লেক্স ট্ৰেন্সমিছন,ഡ്യുപ്ലെക്സ് ട്രാൻസ്മിഷൻ
উপযোগিতা অনুপাত,യൂട്ടിലിറ്റി അനുപാതം
ইউটিলিটি ৰেচিঅ&#39; মডুলেচন,യൂട്ടിലിറ്റി റേഷ്യോ മോഡുലേഷൻ
dB-25 সংযোগকাৰী,dB-25 കണക്റ്റർ
ৰেচিডেন্সি,താമസസ്ഥലം
গতিশীল বৈশিষ্ট্য,ചലനാത്മക സവിശേഷതകൾ
গতিশীল বৈশিষ্ট্য,ചലനാത്മക സവിശേഷതകൾ
ডাইনামিক কাৰেণ্ট,ഡൈനാമിക് കറന്റ്
ডাইনামিক ইম্পিডেন্স,ചലനാത്മക പ്രതിരോധം
"ডাইনামিক লোড লাইন, লোড লাইন","ഡൈനാമിക് ലോഡ് ലൈൻ, ലോഡ് ലൈൻ"
গতিশীল স্মৃতিশক্তি,ഡൈനാമിക് മെമ്മറി
ভেৰিয়েবল মেমৰি চেল,വേരിയബിൾ മെമ്മറി സെൽ
ডাইনামিক মেমৰি ৰিফ্ৰেচাৰ,ഡൈനാമിക് മെമ്മറി റിഫ്രഷർ
গতিশীল মাউছ ওলোটা,ചലനാത്മക മൗസ് വിപരീതം
গতিশীল ৰেম গতিশীল ৰেম,ഡൈനാമിക് റാം ഡൈനാമിക് റാം
ডাইনামিক ৰেঞ্জ,ചലനാത്മക ശ്രേണി
গতিশীল ৰেজিষ্টেন্স,ചലനാത്മക പ്രതിരോധം
গতিশীল বিচ্যুতি পঞ্জিকা,ഡൈനാമിക് ഡിസ്പ്ലേസ്മെന്റ് രജിസ്റ്റർ
গতিশীল পৰীক্ষা,ഡൈനാമിക് ടെസ്റ്റ്
ডাইনামিক ভিডিঅ&#39; ৰেণ্ডম এক্সেছ মেমৰি (DVRAM),ഡൈനാമിക് വീഡിയോ റാൻഡം ആക്സസ് മെമ്മറി (DVRAM)
ডাইনামো,ഡൈനാമോ
ডাইনামোমিটাৰ,ഡൈനാമോമീറ്റർ
ডাইনিট্ৰন দোলক,ഡൈനിട്രോൺ ഓസിലേറ്റർ
"আগতীয়া প্ৰভাৱ, আগতীয়া প্ৰভাৱ","ആദ്യകാല പ്രഭാവം, ആദ്യകാല പ്രഭാവം"
ই এ ৰম,ഇ ഒരു റോം
পৃথিৱী সংযোগ,ഭൂമി കണക്റ്റിവിറ്റി
গ্ৰাউণ্ড ষ্টেচন,ഗ്രൗണ്ട് സ്റ്റേഷൻ
এবাৰ্ছ-মৌল-সমীকৰণ,എബർസ്-മൗൾ-സമവാക്യം
এবাৰ্ছ-মৌল-মডেল,എബെർസ്-മൗൾ-മോഡൽ
প্ৰতিধ্বনি,പ്രതിധ്വനി
এন্টি ইকো,ആന്റി എക്കോ
এডি কাৰেণ্ট,എഡ്ഡി കറന്റ്
ষ্ট্ৰেণ্ড সংযোগকাৰী,സ്ട്രാൻഡ് കണക്റ്റർ
কোৰ ডিটেক্টৰ,കോർ ഡിറ്റക്ടർ
কোৰ ট্ৰিগাৰ ফ্লিপ ফ্লপ,കോർ ട്രിഗർ ഫ്ലിപ്പ് ഫ്ലോപ്പ്
কোৰ ট্ৰিগাৰ লেচ,കോർ ട്രിഗർ ലാച്ച്
&#39;এডিচন ইফেক্ট&#39;,എഡിസൺ പ്രഭാവം
সম্পাদক,എഡിറ്റർ
ফলপ্ৰসূ এলেকা,ഫലപ്രദമായ പ്രദേശം
ফলপ্ৰসূ কাৰেণ্ট,ഫലപ്രദമായ നിലവിലെ
ফলপ্ৰসূ মাটিৰ ব্যাসাৰ্ধ,ഫലപ്രദമായ ഗ്രൗണ്ട് ആരം
ফলপ্ৰসূ উচ্চতা,ഫലപ്രദമായ ഉയരം
কাৰ্যকৰী দৈৰ্ঘ্য,ഫലപ്രദമായ നീളം
কাৰ্যকৰী ভৰ,ഫലപ്രദമായ പിണ്ഡം
ফলপ্ৰসূ বিকিৰণ শক্তি,ഫലപ്രദമായ വികിരണം ശക്തി
কাৰ্যকৰী ভল্টেজ,ഫലപ്രദമായ വോൾട്ടേജ്
দক্ষতা,കാര്യക്ഷമത
ই.ই.পি. ৰম,ഇ.ഇ.പി. ROM
আইকনল সমীকৰণ,ഐക്കണൽ സമവാക്യം
বিপৰীত ধাৰণক্ষমতা,വിപരീത കപ്പാസിറ്റൻസ്
ই-স্তৰ,ഇ-പാളി
বৈদ্যুতিক প্ৰবাহ,വൈദ്യുത പ്രവാഹം
বৈদ্যুতিক ক্ষেত্ৰ,വൈദ്യുത മണ്ഡലം
বৈদ্যুতিক ক্ষেত্ৰৰ তীব্ৰতা,ഇലക്ട്രിക് ഫീൽഡ് തീവ്രത
বৈদ্যুতিক প্ৰবাহৰ লাইন,വൈദ്യുത പ്രവാഹ ലൈനുകൾ
বৈদ্যুতিক বিভৱ,വൈദ്യുത സാധ്യത
বিদ্যুৎস্পৃষ্ট,വൈദ്യുതാഘാതം
ইলেক্ট্ৰ&#39;-ছল্ডাৰ,ഇലക്ട്രോ-സോൾഡർ
বৈদ্যুতিক তৰংগ,വൈദ്യുത തരംഗം
বৈদ্যুতিক দৈৰ্ঘ্য,വൈദ്യുത ദൈർഘ്യം
বৈদ্যুতিক শক্তি,വൈദ്യുത ശക്തി
বিদ্যুৎ,വൈദ്യുതി
ইচিজি,ഇ.സി.ജി
বৈদ্যুতিক ডাইনেমো মিটাৰ,ഇലക്ട്രിക് ഡൈനാമോ മീറ്റർ
ইলেক্ট্ৰ&#39;ড,ഇലക്ട്രോഡ്
ইলেক্ট্ৰ&#39;ড কাৰেণ্ট,ഇലക്ട്രോഡ് കറന്റ്
ইলেক্ট্ৰ&#39;লুমিনেচেন্স,വൈദ്യുത പ്രകാശം
ইলেক্ট্ৰ&#39;লুমিনেচেণ্ট ডিছপ্লে,ഇലക്ട്രോലൂമിനസെന്റ് ഡിസ്പ്ലേ
গেলভানিক পৃথকীকৰণ,ഗാൽവാനിക് ഒറ്റപ്പെടൽ
ইলেক্ট্ৰলাইট,ഇലക്ട്രോലൈറ്റ്
ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ,ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ
ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ,ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ
বিদ্যুৎচুম্বক,വൈദ്യുതകാന്തികം
বিদ্যুৎচুম্বকীয় শক্তি,വൈദ്യുതകാന്തിക ഊർജ്ജം
বিদ্যুৎচুম্বকীয় প্ৰৰোচনা,വൈദ്യുതകാന്തിക ഇൻഡക്ഷൻ
"বিদ্যুৎচুম্বকীয় হস্তক্ষেপ, ইএমআই","വൈദ്യുതകാന്തിക ഇടപെടൽ, ഇഎംഐ"
বিদ্যুৎচুম্বকীয় বৰ্ণালী,വൈദ്യുതകാന്തിക സ്പെക്ട്രം
বিদ্যুৎচুম্বকীয় তৰংগ,വൈദ്യുതകാന്തിക തരംഗം
বিদ্যুৎচুম্বকত্ব,വൈദ്യുതകാന്തികത
ইলেক্ট্ৰ&#39; মেকানিকেল ফিল্টাৰ,ഇലക്ട്രോ മെക്കാനിക്കൽ ഫിൽട്ടർ
ইলেক্ট্ৰ&#39;মিটাৰ,ഇലക്ട്രോമീറ്റർ
বিদ্যুৎচালিত বল,ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്
ইলেক্ট্ৰন,ഇലക്ട്രോൺ
ইলেক্ট্ৰন ৰশ্মি,ഇലക്ട്രോൺ ബീം
ইলেক্ট্ৰন আধান,ഇലക്ട്രോൺ ചാർജ്
ইলেক্ট্ৰন নিৰ্গমন,ഇലക്ട്രോൺ ഉദ്വമനം
ইলেক্ট্ৰন প্ৰবাহ,ഇലക്ട്രോൺ ഒഴുക്ക്
ইলেক্ট্ৰন গেছ,ഇലക്ട്രോൺ വാതകം
ইলেক্ট্ৰন যন্ত্ৰ,ഇലക്ട്രോൺ ഉപകരണം
ইলেক্ট্ৰন ফুটা যোৰ,ഇലക്ട്രോൺ ദ്വാര ജോഡി
ইলেক্ট্ৰন মাইক্ৰস্কোপ,ഇലക്ട്രോൺ മൈക്രോസ്കോപ്പ്
ইলেক্ট্ৰন কক্ষপথ,ഇലക്ട്രോൺ പരിക്രമണം
ইলেক্ট্ৰন খোলা,ഇലക്ട്രോൺ ഷെൽ
ইলেক্ট্ৰন ভল্ট,ഇലക്ട്രോൺ വോൾട്ട്
ইলেক্ট্ৰন তৰংগ নলী,ഇലക്ട്രോൺ വേവ് ട്യൂബ്
ইলেক্ট্ৰনিক চাৰ্জ,ഇലക്ട്രോണിക് ചാർജ്
ইলেক্ট্ৰনিক ডাটা ষ্ট্ৰেছ,ഇലക്ട്രോണിക് ഡാറ്റ സമ്മർദ്ദം
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ইলেক্ট্ৰনিক চাবি,ഇലക്ട്രോണിക് കീ
ইলেক্ট্ৰনিক মেইল (ই-মেইল),ഇലക്ട്രോണിക് മെയിൽ (ഇ-മെയിൽ)
ইলেক্ট্ৰনিক ভৰ,ഇലക്ട്രോണിക് പിണ്ഡം
ইলেক্ট্ৰনিক সংখ্যাগত,ഇലക്ട്രോണിക് സംഖ്യാശാസ്ത്രം
ইলেক্ট্ৰনিক চুইচিং,ഇലക്ട്രോണിക് സ്വിച്ചിംഗ്
