Gujarati,English
"1.ક્રોસ પ્રોગ્રામેબલ-ટ્રાન્સફર, 2. પ્રોગ્રામેબલ દીઠ",cross compiler
અપ્રસ્તુત સંકેત,cross fire
અપ્રસ્તુત વાત,cross talk
સંકેતલિપી,cryptographic
"1. સંકેતલિપી, 2. સંકેતલિપી, 3. સંકેતલિપી",cryptography
ચલણ પ્રતીક,currency symbol
વર્તમાન ડિરેક્ટરી,current directory
વર્તમાન વિન્ડો,current window
કર્સર,cursor
વળાંક,curve
"1. કટ અને પેસ્ટ, 2. કટ અને પેસ્ટ",cut and paste
કાપવાની પદ્ધતિ,cut method
સાયબર,cyber
સાયબર કાફે,cyber café
સાયબર રોકડ,cyber cash
સાયબર અપરાધ,cyber crime
સાયબર ડાલેક્સ,cyber delics
સાયબર કાયદો,cyber law
સાયબર સેક્સ,cyber sex
"1. સાયબર સાયન્સ, 2. સાયબરનેટિક્સ",cybernatics
"1.સાયબરાઇઝેશન, 2. સાયબરાઇઝેશન",cybernation
ચક્ર,cycle
"1.ચક્ર મેમરી, 2.ચક્ર મેમરી",cycle memory
ચક્ર નુકશાન,cycle steal
ચક્ર સમય,cycle time
ચક્રીય,cyclic
ડિમન,daemon
ડેઝી વર્તુળ,daisy wheel
ડેટા એડમિનિસ્ટ્રેટર,data administrator
ડેટા ફાળવણી,data allocation
"1.ડેટા ફીલ્ડ, 2.ડેટા ફીલ્ડ",data area
"1.ડેટા એરે, 2. ડેટા એરે",data array
"1.ડેટા-બેઝ, 2.ડેટાબેઝ",data base
ડેટા ફ્રેગમેન્ટેશન,data break
"1. ડેટા બસ, 2. ડેટા બસ",data bus
"1.ડેટા કેરિયર, 2.ડેટા કેરિયર",data carrier
ડેટા સેલ,data cell
"1.ડેટા સિસ્ટમ, 2.ડેટા ચેનલ",data channel
ડેટા કમ્યુનિકેશન,data communication
"1.ડેટા કમ્પ્રેશન, 2.ડેટા કમ્પ્રેશન",data compression
માહિતી ક્ષેત્ર,data field
ડેટા ફાઇલ,data file
"1. ડેટા ફ્લો, 2. ડેટા ફ્લો",data flow
"1.ડેટા ફ્લોચાર્ટ, 2.ચાર્ટ",data flow Chart
ડેટા વંશવેલો,data hierarchy
ડેટા સ્તર,data level
"1.ડેટા કલેક્શન, 2.ડેટા લાઇબ્રેરી",data library
ડેટા લિંક સ્તર,data link layer
ડેટા લિંક લેયર (DLL),data link layer (DLL)
"1.ડેટા મેનેજમેન્ટ, 2.ડેટા મેનેજમેન્ટ",data management
"1.ડેટા ગણતરી, 2.ડેટા ગણતરી",data manipulation
ડેટા પ્રોસેસિંગ લેંગ્વેજ (DML),data manipulation language (DML)
ડેટા મોડેમ ડેટા મોડેમ,data modem
"1.ડેટા ફેરફાર, 2.ડેટા ફેરફાર",data modification
"1.ડેટા નેટવર્ક, 2.ડેટા નેટવર્ક",data network
"1.ડેટા ઓપરેશન, 2.ડેટા ઓપરેશન",data operation
"1.ડેટા સંસ્થાઓ, 2. ડેટા સંસ્થા",data organization
"1. ડેટા આઉટપુટ, 2. ડેટા આઉટપુટ",data output
"1.ડેટા પાથ, 2.ડેટા પાથ",data path
"1. ડેટા તૈયારી, 2. ડેટા તૈયારી",data prepration
"1.ડેટા ગોપનીયતા, 2.ડેટા ગોપનીયતા",data privacy
"1. ડેટા પ્રોસેસર, 2. ડેટા પ્રોસેસર",data processor
"1.ડેટા પ્રોટેક્શન, 2.ડેટા પ્રોટેક્શન",data protection
"1. ડેટા રેકોર્ડ, 2. ડેટા રેકોર્ડ",data record
"1. ડેટા પુનઃપ્રાપ્તિ, 2. ડેટા પુનઃપ્રાપ્તિ",data retrieval
"1. ડેટા રૂટીન, 2. ડેટા રૂટીન",data routine
"1.ડેટા સુરક્ષા, 2.ડેટા સુરક્ષા",data security
"1.ડેટા સેટ, 2. ડેટા સેટ",data set
"1.ડેટા સિગ્નલ, 2.ડેટા સિગ્નલ",data signal
"1. ડેટા એક્સેસ, 2. ડેટા એક્સેસ",data sink
"1.ડેટા સ્ત્રોત, 2.ડેટા સ્ત્રોત",data source
"1.ડેટા સ્પષ્ટીકરણ, 2. ડેટા સ્પષ્ટીકરણ",data specification
"1.ડેટા સેન્ટર, 2.ડેટા સેન્ટર",data station
"1. ડેટા સ્ટોરેજ, 2. ડેટા સ્ટોરેજ",data storage
માહિતી સંગ્રહ માળખું,data storage structure
"1. ડેટા સ્ટ્રક્ચર, 2. ડેટા સ્ટ્રક્ચર",data structure
"1.ડેટા સ્વિચ, 2.ડેટા સ્વિચ",data switch
"1.ડેટા ટેબલ, 2.ડેટા ટેબલ",data table
"1.ડેટા અંત, 2. ડેટા અંત",data terminal
"1. ડેટા ટ્રાન્સક્રિપ્શન, 2. ડેટા ટ્રાન્સક્રિપ્શન",data transcription
"1.ડેટા ટ્રાન્સફર, 2. ડેટા ટ્રાન્સફર",data transfer
"1. ડેટા ટ્રાન્સમિશન, 2. ડેટા ટ્રાન્સમિશન",data transmission
"1.ડેટા ટ્રાન્સમિશન સિસ્ટમ, 2.ડેટા ટ્રાન્સમિશન સિસ્ટમ",data transmission Channel
"1. ડેટા ફોર્મેટ, 2. ડેટા ફોર્મેટ",data type
"1. ડેટા યુનિટ, 2. ડેટા યુનિટ",data unit
"1.ડેટા માન્યતા, 2.ડેટા માન્યતા",data validation
ડેટાબેઝ,database
ડેટાબેઝ વહીવટ,database adminstration
ડેટાબેઝ ડિઝાઇન,database design
ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ,database management system
"1.ડેટાગ્રેવ, 2.ડેટાગ્રેવ",datagrav
"1. ડેટમ, 2. ડેટા",datum
"1.નિષ્ક્રિય ઝોન, 2.નિષ્ક્રિય ઝોન",dead zone
મડાગાંઠ,deadlock
ડેડલોક નિવારણ,deadlock prevention
ફોલ્ટ ક્લિયરન્સ,debug
"1. જજમેન્ટ સેલ, 2. જજમેન્ટ બોક્સ",decision box
નિર્ણય લેવાની પ્રક્રિયા,decision making process
નિર્ણય સપોર્ટ સિસ્ટમ,decision support system
નિર્ણય વૃક્ષ,decision tree
"1. ડીકોડર, 2. ડીકોડર",decoder
વિસર્જન સિદ્ધાંત,decomposition principle
ડીકોડિંગ,decryption
સમર્પિત સિસ્ટમ,dedicated channel
સમર્પિત પ્રેસ,dedicated port
ઇમ્યુનાઇઝેશન ડેટા નેટવર્ક (DDN),defence data network (DDN)
રોગપ્રતિકારક માહિતી સિસ્ટમ,defence information system
એકીકરણ,defragmentation
વિલંબ,delay
વિલંબ કાઉન્ટર,delay counter
વિલંબ સમય,delay time
"1.કાઢી નાખો, 2.કાઢી નાખો",delete
કાઢી નાખવાનો રેકોર્ડ,deletion record
સીમાંકક,delimiter
ડેલ્ટા મોડ્યુલેશન,delta modulation
વિનંતી પાનું,demand paging
કામગીરી,demo
ડિમોડ્યુલેશન,demodulation
વી-મલ્ટિપ્લેક્સર,demultiplexer
વિકૃતિકરણ,denormalization
"1. ઘનતા, 2. ઘનતા",density
"1. અવલંબન, 2. અવલંબન",dependency
આશ્રિત એકમ,dependent unit
કતાર,dequeue
"1. ડિરેફરન્સ, 2. ડિરેફરન્સ",dereferencing
વ્યુત્પન્ન વૃક્ષ,derivation tree
વ્યુત્પન્ન ક્ષેત્ર,derived field
ઉતરતા ક્રમ,descending sort
ડિઝાઇન,design
ડેસ્ક કેલ્ક્યુલેટર,desk calculator
ડેસ્કટોપ કમ્પ્યુટર્સ,desk top computer
ડેસ્કટોપ પ્રસ્તુતિ,desktop presentation
ડેસ્કટોપ પ્રકાશન,desktop publishing (DTP)
ડેસ્કટોપ વિડિઓ,desktop video
ગંતવ્ય સરનામું,destination address
"1. ડિસ્ટ્રોયર, 2. ડિસ્ટ્રોયર",destructer
નિર્ધારિત ઓટોમેટા,deterministric automats
વિકાસકર્તા,developer
વિકાસ પ્રણાલી,development system
ઉપકરણ,device
ઉપકરણ નિયંત્રણ એકમ,device control unit
ઉપકરણ નિયંત્રક,device controller
ઉપકરણ સંચાલન,device management
ઉપકરણ મોડ,device mode
નિદાન,diagnosis
ડાયગ્નોસ્ટિક સિસ્ટમ,diagnostic system
"1. ડાયગ્નોસ્ટિક્સ, 2. ડાયગ્નોસ્ટિક્સ",diagnostics
રેખાકૃતિ,diagram
ડાયલ,dial
ડાયલ લાઇન,dial line
ડાયલ ટોન,dial tone
ડાયલ અપ,dial up
"1. સંવાદ, 2. વાતચીત",dialog
વાતચીત ખંડ,dialog box
ડાયલઅપ મોડેમ,dialup modem
વીમા,diamension
શબ્દકોશ,dictionary
"1. વિભેદક, 2. તફાવત",differentiation
સંખ્યાત્મક,digital
ડિજિટલ સિસ્ટમ,digital channel
ડિજિટલ સર્કિટ,digital circuit
ડિજિટલ કમ્પ્યુટર,digital computer
"1.ડિજિટલ ડેટા, 2.ડિજિટલ ડેટા",digital data
ડિજિટલ સુવિધા,digital facility
ડિજિટલ ફિલ્ટર,digital filter
ડિજિટલ પુસ્તકાલય,digital library
ડિજિટલ મોડ્યુલેશન,digital modulation
"1. ડિજિટલ ડિસ્પ્લે, 2. ડિજિટલ મોનિટર",digital monitor
ડિજિટલ છબી,digital picture
"1. ડિજિટલ હસ્તાક્ષર, 2. ડિજિટલ હસ્તાક્ષર",digital signature
ડિજિટલ સ્વીચ,digital switch
ડિજિટલ એનાલોગ કન્વર્ટર,digital to analog (D/A) converter
ડિજિટાઇઝેશન,digitization
ડિજિટાઇઝેશન,digitize
ડિજિટાઇઝર,digitizer
ડાયોડ,diode
પ્રથમ નજરે,direct
સીધું સરનામું,direct address
સીધું રૂપાંતર,direct conversion
સીધું જોડાણ,direct coupling
"1. ડાયરેક્ટ મેમરી એક્સેસ, 2. ડાયરેક્ટ મેમરી એક્સેસ (DMA)",direct memory access (DMA)
ડાયરેક્ટ મેમરી એક્સેસ (DMA),direct memory acess (DMA)
સીધી પદ્ધતિ,direct method
દિશાઓ,directive
ડિરેક્ટરી,directory
"1. ડિરેક્ટરી સર્વર, 2. ડિરેક્ટરી સર્વર",directory server
ડિરેક્ટરી સેવા,directory service
અસમર્થ,disable
નિષ્ક્રિય સંકેત,disabling signal
"1. ડિસ્કનેક્શન, 2. ડિસ્કનેક્શન",disconnect
"1. અલગ, 2. અલગ",discrete
"1. ડિસ્ક, 2. ડિસ્ક",disk
"1. ડિસ્ક સરનામું, 2. ડિસ્ક સરનામું",disk address
"1. ડિસ્ક એરે, 2. ડિસ્ક એરે",disk array
"1. ડિસ્ક ક્ષમતા, 2. ડિસ્ક ક્ષમતા",disk capacity
"1. ડિસ્ક ડ્રાઈવર, 2. ડિસ્ક ડ્રાઈવ",disk drive
ડિસ્ક ફાઇલ,disk file
"1. ડિસ્ક મેમરી, 2. ડિસ્ક મેમરી, 3. ડિસ્ક મેમરી, 4. ડિસ્ક મેમરી",disk memory
ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DoS),disk operating system (DOS)
ડિસ્ક પેકેજ,disk pack
"1.ચક્રિકા સર્વર, 2.ડિસ્ક સર્વર",disk server
"1. ડિસ્ક સંગ્રહ, 2. ડિસ્ક સંગ્રહ",disk storage
ડિસ્કેટ,diskette
ડિસ્પ્લે ફાઇલ,display file
પ્રદર્શિત છબી,display image
નિકાલ,disposal
અંતર,distance
અંતર કાર્ય,distance function
વિકૃતિ,distortion
વિતરિત,distributed
વિતરિત ડેટા,distributed data
વિતરિત સર્વર,distributed server
"1.વિતરિત સિસ્ટમ, 2.વિતરિત સિસ્ટમ",distributed system
વિતરક,distributive
દસ્તાવેજ,document
દસ્તાવેજ અધિકૃત,document retrieved
"1. ડોક્યુમેન્ટ વિન્ડો, 2. ડોક્યુમેન્ટ વિન્ડો",document window
દસ્તાવેજીકરણ,documentation
"ડોમેન, ડોમેન",domain
ડોમેન નામ,domain name
"1. ડોટ મેટ્રિક્સ પ્રિન્ટર, 2. ડોટ મેટ્રિક્સ પ્રિન્ટર",dot matrix printer
"નીચે, નીચે",down
"1.અવલિંક, 2.ચોરસ",down link
ડાઉનલોડ કરો,down loading
ડાઉનલોડ સમય,down time
ટ્રેક્શન,dragging
DRAM (ડાયનેમિક રેમ),DRAM (dynamic RAM)
વહેણ,drift
ડ્રાઈવર,driver
પાંદડા,drop
ડ્રોપ લિસ્ટ બોક્સ,drop down list box
ડ્રમ ડ્રાઇવ,drum drive
"1.ડ્રમ પ્રિન્ટર, 2.ડ્રમ પ્રિન્ટર",drum printer
"1. ઇમ યુનિટ, 2. ડ્રમ યુનિટ",drum unit
"1. દ્વૈત, 2. દ્વિ",dual
બેવડી ઘનતા,dual density
"1. મૌન સરનામું, 2. નકલી સરનામું",dummy address
ડમ્પ,dump
ડબલ સર્કિટ,duplex circuit
કાયદેસરકરણ,duplexing
કી કી,duplicate
"1.D V D R./W, 2. ડીવીડી વાંચન, 3. લેખન",DVD R/W
ડીવીડી રોમ,DVD ROM
ગતિશીલ સૂચના,dynamic instruction
"1.ડાયનેમિક મેમરી, 2.ડાયનેમિક મેમરી",dynamic memory
"1. ડાયનેમિક્સ, 2. ડાયનેમિક્સ",dynamics
E B C D I C,EBCDIC
ઈ-વ્યવસાય,e-business
પડઘો,echo
"1.e-commerce, 2.e-commerce",e-commerce
સંપાદન,edit
સંપાદક,editor
શૈક્ષણિક ટેકનોલોજી,educational technology
e e p rom,EEP rom
"1. અર્થપૂર્ણ સરનામું, 2. અસરકારક સરનામું",effective address (floating address)
અર્થપૂર્ણ ઓપરેન્ડ સરનામું,effective operand address
અસરકારક કાર્યવાહી,effective procedure
અસરકારક UID,effective UID (user identification)
અસરકારક ટ્રાન્સમિશન કામગીરી,efffective transmission operand
ઓક્ટલ બાઈટ,eight-bit byte
"ઈલેક્ટ્રોનિક લર્નિંગ, ઈ-લર્નિંગ",e-learning
ચૂંટણી અલ્ગોરિધમ,election-algirthm
ઈલેક્ટ્રોનિક મેઈલ સર્વિસ (ઈ-મેલ),electric mailing (e-mail)
"1.ઈલેક્ટ્રોનિક પ્રિન્ટિંગ, 2.ઈલેક્ટ્રોનિક પ્રિન્ટર",electric printer
ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન,electrical accounting machine
ઈલેક્ટ્રોનિક્સ,electronic
ઇલેક્ટ્રોનિક એક્ઝોસ્ટ સિસ્ટમ (ECS),electronic clearance system (ECS)
ઇલેક્ટ્રોનિક ડેટા એક્સચેન્જ (EDI),electronic data interchange (EDI)
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,electronic data processing
ઇલેક્ટ્રોનિક બ્રોશર,electronic filing
ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર મિકેનિઝમ (EFTS),electronic funds transfer System (EFTS)
"1.ઈલેક્ટ્રોનિક જર્નલ, 2.ઈલેક્ટ્રોનિક જર્નલ",electronic journals
ઇલેક્ટ્રોનિક પ્રકાશન,electronic publishing
ઇલેક્ટ્રોનિક સ્વીચ,electronic switch
"તત્વ, તત્વ",element
ઈ-મેલ,e-mail
"1. ઈ-મેલ સરનામું, 2. ઈલેક્ટ્રોનિક મેઈલિંગ સરનામું",e-mail address
એમ્બેડેડ સિસ્ટમ,embedded system
એમ્બેડિંગ,embedding
એમિટર કમ્પલ્ડ લોજિક (ECL),emitter couple logic (ECL)
ખાલી જગ્યા,empty stack
"1. ખાલી સાંકળ, 2. ખાલી સાંકળ",empty string
યાંત્રિકરણ,emulation
"1.કેપ્સ્યુલેશન, 2.કેપ્સ્યુલેશન",encapsulation
ડીકોડર,encipher
એન્કોડિંગ,encode
"1. એન્કોડર, 2. કોડક",encoder
છુપાયેલ ડેટા,encrepted data
છુપાયેલ ફાઇલ સિસ્ટમ,encripting file system
"1. એન્ક્રિપ્શન, 2. કોડિંગ, 3. એન્કોડિંગ",encryption
બ્લોક અંત,end of block
ફાઇલ-એન્ડ,end of file (EOF)
વપરાશકર્તા,end-user
દાખલ કરો,enter
એન્ટ્રી કી,enter-key
"1. ઉદ્યમ સરવર, 2. ઉદ્યમ સેવક",enterprise server
એન્ટરપ્રાઇઝ સિસ્ટમ,enterprise system
શક્તિ,entity
શક્તિ આકર્ષણ,entity-relationship
પ્રવેશ સમય,entry time
ઇનપુટ ચલ,entry variable
ગણતરીપાત્ર,enumerable
પર્યાવરણ,environment
"1.યુગ, 2. યુગ, 3. સૂચના ક્ષણ",epoch
EPRAM (ફાઇનાન્સ પ્રોગ્રામેબલ રીડ-ઓન્લી મેમરી),EPROM
એપ્સીલોન કન્સ્ટ્રક્ટર,epsilon closure
બરાબરી,equalizer
સાધનસામગ્રી,equipment
સમાનતા વર્ગ,equivalence class
સમાન સંબંધ,equivalence relation
"1. લુપ્તતા, 2. નાબૂદી",erase
ભૂલ સુધારણા કોડ,error correcting code
ભૂલ સુધારણા,error correction
ભૂલ શોધ,error detection
ભૂલ હેન્ડલિંગ,error handling
ક્ષતી સંદેશ,error message
ભૂલ દર,error rate
ભૂલ પુનઃપ્રાપ્તિ,error recovery
ભૂલ નામ,error routine
એસ્કેપ પ્રતીક,escape character
ઈથરનેટ,ethernet
ઘટના,event
ઘટના સાંકળ,event chain
ઘટના નિયંત્રણ,event control
ઇવેન્ટ કાઉન્ટર,event counter
અપવાદ હેન્ડલિંગ,exception handling
એક્સચેન્જ ડિસ્ક સ્ટોરેજ,exchangeable disk storage
બાકાત,exclusion
વિશિષ્ટ અને (x અથવા),exclusive Or (XOR)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,executable program
અમલ નિવેદન,executive statement
પસંદગીયુક્ત શોધ,exhaustive search
અસ્તિત્વમાં છે,exist
મુદ્દો,exit
નિષ્ણાત સિસ્ટમ,expert system
"1. અભિવ્યક્તિ, 2. અભિવ્યક્તિ",expression
વિસ્તૃત ગ્રાફિકલ મેટ્રિક્સ (x g a),extended graphic array (XGA)
વિસ્તૃત ઔદ્યોગિક ધોરણો (EIS),extended industry standard (EIS)
ઓવરલોડ મશીન,extended machine
વિસ્તૃત મેમરી,extended memory
"1. વિસ્તૃત ચોકસાઇ, 2. વિસ્તૃત ચોકસાઈ",extended precision
"1.વિસ્તૃત સૉર્ટિંગ, 2.વિસ્તૃત વિભાજન",extended sorting
કૉલ કરો,external call
બાહ્ય ભૂલ,external error
બાહ્ય કાર્ય,external function
બાહ્ય વિક્ષેપ,external interrupt
"1.એક્સ્ટર્નલ મેમરી, 2.એક્સટર્નલ મેમરી",external memory
બાહ્ય મેમરી,external memory
બાહ્ય મોડેમ,external modem
બાહ્ય સંદર્ભ,external reference
બાહ્ય શોધ,external searching
બાહ્ય સંગ્રહ ઉપકરણ,external storage device
નિષ્કર્ષણ,extraction
એક્સ્ટ્રાપોલેશન,extrapolation
પેનલ અક્ષર પ્રિન્ટર,face-character printer
નિષ્ફળ-સુરક્ષા કામગીરી,fail-safe operation
નિષ્ફળતા દર,failure rate
નિષ્ફળતા સ્રાવ,failure recovery
ખોટો કોડ,false code
ખોટી ભૂલ,false error
"1.રોકાણ, 2.રોકાણ પોઈન્ટ્સ",fan-in
"1. અંક, 2. અંક નંબર",fan-out
"1. પ્રતિકૃતિ I/O ઉપકરણ, 2. પ્રતિકૃતિ ઇનપુટ ઉપકરણ/આઉટપુટ",fascimile I/O device
ઝડપી ફોરિયર ટ્રાન્સફર,fast fourier transform (FFT)
જીવલેણ ભૂલ,fatal error
ખામી શોધ,fault detection
ખામી નિદાન,fault diagnosis
સહનશીલતા દોષ,fault tolerance
ફેક્સ,fax
ફેક્સ સંદેશ,fax message
f dc,FDC
લક્ષણ શોધ,feature detection
ફિલ વ્હીલ,feed cycle
પુનઃરોકાણ,feedback
"1.સપ્લાયર, 2.પોષણ, 3.ફીડર",feeder
કોઈપણ,fetch
ફિબોનાકી શોધ,fibonacci search
ફિબોનાકી ક્રમ,fibonacci sequence
ફિબોનાકી શ્રેણી,fibonacci series
ફાઇબર ઓપ્ટિક્સ,fibre optics
ફિડો ટ્રેપ,fido net
પ્રદેશ,field
પાંચમી પેઢીનું કમ્પ્યુટર,fifth generation computers
"1.ફાઈલ, 2. ફાઇલ",file
ફાઇલ એક્સેસ પદ્ધતિ,file access method
ફાઈલ ફાળવણી ટેબલ,file allocation table
ફાઇલ કમ્પ્રેશન,file compression
ફાઇલ નકલ,file copying
ફાઇલ રૂપરેખાંકન,file layout
ફાઇલ મર્જ,file merge
ફાઇલ પુનઃપ્રાપ્તિ,file recovery
ફાઇલ સંગ્રહ,file storage
ફાઇલ માળખું,file structure
ફાઇલ સિસ્ટમ,file system
ફાઇલ ટ્રાન્સફર,file transfer
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),file transfer protocol (FTP)
ફિલ્ટર,filter
છેલ્લી સ્થિતિ,final state
શોધો,find
મર્યાદિત રાજ્ય મશીન,finite state machine
આગ દિવાલ,fire wall
ફર્મવેર,firmware
વહેલા તે પહેલાં,first come first serve
પ્રથમ પેઢીના કમ્પ્યુટર,first generation computer
ફર્સ્ટ ઇનપુટ ફર્સ્ટ ઇશ્યુ (FIFO),first in first out (FIFO)
પ્રથમ ઓર્ડર દલીલ,first order logic
પ્રથમ ઓર્ડર સિદ્ધાંત,first order theory
નિશ્ચિત વિભાજન,fixed partition
હસ્તાક્ષર,flag
લવચીક ડિસ્ક,flexible disk
ફ્લોપી ડિસ્ક,floppy disk
ફ્લોપી ડિસ્ક ડ્રાઇવ (FDD),flopy disk drive (Fdd)
ફ્લો ચાર્ટ,flow chart
નિયંત્રણ પ્રવાહ,flow of control
વહેલી સવાર,flush
ફોલ્ડર,folder
ફોન્ટ,font
ફોન્ટ કુટુંબ,font family
બાહ્ય કી,foreign key
ફોર્મ,form
સાંકેતિક ભાષા,formal language
પ્રતીકાત્મક પદ્ધતિ,formal system
"1.ફોર્મેટ, 2.ફોર્મ",format
ચિત્ર,formatting
ફોર્ટન,fortran
"1.ફોર્ટ્રાન (કોમ્પ્યુટર ભાષા) પ્રોગ્રામ, 2.ફોર્ટ્રાન પ્રોગ્રામિંગ",fortran programming
ફોરવર્ડ સ્લેશ,forward slash
4થી પેઢીના કમ્પ્યુટર,fourth generation computer
વિભાગ,fragment
ફ્રેમ,frame
"1.ફ્રી નેટ, 2.ફ્રી નેટ",free net
મફત સોફ્ટવેર ટ્રસ્ટ,free software foundation
મફત સંગ્રહ,free storage
ફ્રીવેર,freeware
આગળ,front end
"1.ફ્રન્ટ પેનલ, 2.ફ્રન્ટ પેનલ",front panel
"1.કાર્યો, 2. કાર્ય",function
કાર્ય કી,function key
કાર્ય સંદર્ભ,function reference
કાર્યાત્મક નિર્ભરતા,functional dependency
કાર્ય પરીક્ષણ,functional testing
"1.અસ્પષ્ટ તર્ક, 2.અસ્પષ્ટ તર્ક",fuzzy logic
"1.ફઝી સેટ, 2.ફઝી સેટ",fuzzy set
લાભ,gain
રમતગમતનું વૃક્ષ,game tree
અંતરાલ પાત્ર,gap character
કચરો,garbage
કચરો સંગ્રહ,garbage collection
કચરો સંગ્રહ,garbage collection
ટ્રૅશ ઇનસાઇડ ટ્રૅશ આઉટ (ગીગો),garbage in garbage out (GIGO)
દરવાજો,gate
ડોર પાથ (નેટવર્કના સંદર્ભમાં),gateway
વ્યાપક કાર્યક્રમ,general program
વ્યાપક કાર્યક્રમ,general program
વ્યાપક હેતુ કમ્પ્યુટર,general purpose computer
સામાન્ય હેતુ કમ્પ્યુટર,general purpose computer
સામાન્ય રજીસ્ટર,general register
સામાન્યીકરણ,generalization
સામાન્યીકરણ,generalization
વ્યાપક પદાર્થ ભાષા,general-purpose language
વ્યાપક હેતુ ઓપરેશન સિસ્ટમ,general-purpose operating sysem
વ્યાપક હેતુ રજીસ્ટર,general-purpose regisgter
ભૂલ જનરેટ,generated error
પ્રજનન કાર્ય,generating function
વર્ગ સામાન્ય,generic class
વર્ગ કાર્ય,generic function
સામાન્ય વર્ગનું નામ,generic name
ગીગો,gigo
"1. યુનિવર્સલ, 2. વૈશ્વિક",global
સાર્વત્રિક કોડ,global code
સાર્વત્રિક લોક,global lock
"1. યુનિવર્સલ નેટવર્ક, 2. યુનિવર્સલ નેટવર્ક",global network
સાર્વત્રિક નેટવર્ક,global network
"1. વિશ્વ વપરાશકર્તા, 2. જાહેર વપરાશકર્તા, 3. સાર્વત્રિક વપરાશકર્તા",global user
વૈશ્વિક ચલો,global variable
"1.વૈશ્વિકીકરણ, 2.વૈશ્વિકીકરણ",globalisation
ગોફર (નેટવર્કમાં પ્રોટોકોલ),gopher
ગોફર રીસેપ્ટર,gopher client
"1. ગોફર સર્વર, 2. ગોફર સર્વર",gopher server
ગોફર સાઇટ,gopher site
ગોફર જગ્યા,gopher space
આકર્ષક અધોગતિ,graceful degradation
વ્યાકરણ સુધારક,grammar checker
વ્યાકરણ હોટી બહિર્મુખતા,grammar graceful exit
"1.કુલ કુલ, 2.મહાન કુલ, 3.કુલ કુલ",grand total
"1.ગ્રાફ, 2.ગ્રાફ",graph
"1.ગ્રાફ નોટેશન, 2.ગ્રાફ નોટેશન",graph plotting
"1. ગ્રાફિક અક્ષરો, 2. ગ્રાફિકલ અક્ષરો",graphic character
"1. ગ્રાફિકલ કંટ્રોલર, 2. ગ્રાફિકલ કંટ્રોલર",graphic controller
"1. ગ્રાફિકલ ડેટા સ્ટ્રક્ચર, 2. ગ્રાફિકલ ડેટા સ્ટ્રક્ચર",graphic data structure
"1. ગ્રાફિક ડિસ્પ્લે પ્રોગ્રામ, 2. ગ્રાફિકલ ડિસ્પ્લે પ્રોગ્રામ",graphic display program
"1.ગ્રાફિકલ ડિસ્પ્લે રિઝોલ્યુશન, 2.ગ્રાફિક ડિસ્પ્લે",graphic display resolution
"1. ગ્રાફિકલ ભાષા, 2. ગ્રાફિકલ ભાષા",graphic language
"1. ગ્રાફિક ભાષા, 2. ગ્રાફિકલ ભાષા",graphic language
"1. ગ્રાફિકલ પ્લેટ, 2. ગ્રાફિકલ પ્લેટ",graphic panel
"1.ગ્રાફિક એનિમેશન, 2.ગ્રાફિક એનિમેશન",graphical animation
ગ્રાફિક ટ્રાન્સફર ફોર્મેટ (GIF),graphical interface format (GIF)
"1.ગ્રાફિક યુઝર ઈન્ટરફેસ (GUI), 2.ગ્રાફિક યુઝર ઈન્ટરફેસ",graphical user interface (GUI)
"1.ગ્રાફિક્સ, 2.ગ્રાફિક્સ",graphics
"1.ગ્રાફિક્સ એપ્લિકેશન, 2.ગ્રાફિકલ એપ્લિકેશન",graphics application
"1.ગ્રાફિક્સ કર્સર, 2.ગ્રાફિકલ કર્સર",graphics cursor
"1.ગ્રાફિક્સ મોડ, 2.ગ્રાફિક મોડ",graphics mode
"1.ગ્રાફિક્સ પેકેજ, 2.ગ્રાફિકલ પેકેજ",graphics package
"1.ગ્રાફિક્સ સોફ્ટવેર, 2.ગ્રાફિક્સ સોફ્ટવેર",graphics software
"1.ગ્રાફિક્સ સોફ્ટવેર, 2.ગ્રાફિક્સ સોફ્ટવેર",graphics software
"1.ગ્રાફિક્સ સોફ્ટવેર પેકેજ, 2.ગ્રાફિકલ સોફ્ટવેર પેકેજ",graphics software package
ગ્રે સ્કેલ,gray scale
"1. લોભી પદ્ધતિ, 2. લોભી પદ્ધતિ",greedy method
દ્રાક્ષ,grep
ગ્રીડ,grid
ગ્રીડ ચાર્ટ,grid chart
ગ્રીડ ગણતરી,grid computing
ગ્રીડ મોડ્યુલેશન,grid modulation
જમીન તરંગ,ground wave
જૂથ,group
જૂથ સરનામું,group address
જૂથ કોડ,group code
જૂથ સંચાર,group communication
જૂથ સંચાર,group communication
"1.જૂથ ઓળખ, 2.જૂથ ઓળખ",group identification
જૂથનું નામ,group name
ગ્રુપવેર,groupware
વૃદ્ધિ,growth
"1.ગાર્ડ, 2.ગાર્ડ",guard
માર્ગદર્શિત મીડિયા,guided media
ગનઝિપ,gunzip
ડીકોડ,hack
ડીકોડર,hacker
