Bengali,Hindi
সামন্ত,सामंत
ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক),धर्मत्राता
ফিফ,जागीर
ক্ষেত্র ব্যবস্থা,क्षेत्र-व्यवस्था
পঞ্চদশ কর,पंचदशांश कर
ফিগার হেড,नाम मात्र का अध्यक्ष
ফিন ডি siecle,अवसानमुखी शताब्दी
আগুন ভক্ষক,फायर ईटर
পাঁচ মাইল আইন,पाँच मील अधिनियम
পতাকা,"पताका, ध्वज"
ফ্ল্যামেন ডায়ালিস,जुपिटर के पुजारी
ফ্ল্যামেন মার্শালিস,मार्स के पुजारी
জ্বলন্ত মশাল,"दीप्त शिला, जलती मशाल"
ফ্ল্যাঙ্ক,"पार्श्व, बाजू"
ফ্ল্যাঙ্কিং আন্দোলন,"तुलुग़मा, पार्श्वग्राह"
বিকশিত সভ্যতা,उन्नतिशील सभ्यता
fluvialistic বিশ্বাস,नदी संबंधी विश्वास
লোকদেবতা,"लोक-देवता, जन-देवता"
লোকদেবী,जन-देवी
লোক স্মৃতি,लोक-स्मृति
লোককথা (=লোককাহিনী),लोक कथा
চারণ,रसदमारी धावा
অভিযান,धावा
পূর্বাবস্থায়,"पुरखा, पूर्वज"
পূর্বপুরুষ,"पूर्वज, पुरखा"
অগ্রদূত,पूर्वगामी
অসহায় আশা,"जोखिम दल, अग्रदल"
গঠনমূলক পর্যায়,निर्माण-अवस्था
দুর্গ,"किला, दुर्ग, गढ़"
দুর্গ,क़िलाबंदी
সুরক্ষিত শহর,"प्राचीरयुक्त नगर, परकोटेवाला नगर"
দুর্গ,"दुर्ग, कोटला, गढ़ी"
ফরচুনা,फॉर्चूना
ফোরাম রোমানাম,रोमन फोरम
ফ্রান্সিসকান,फ्रांसिस श्रमण
ফ্র্যাঙ্কলিন,मध्यवर्गीय ज़मींदार
ভ্রাতৃঘাতী যুদ্ধ,भ्रातृघातक युद्ध
বিনামূল্যে চার্চ,"स्वतंत्र चर्च, अबद्ध गिरजा"
ফ্রিহোল্ডার,"उन्मुक्त भूमिधर, स्वतंत्र माफीदार"
ফ্রিল্যান্স সৈনিক,() शस्त्रोपजीवी सैनिक
ফ্রিল্যান্স সৈনিক,(2) स्वच्छंद सैनिक
ফ্রিম্যান,() स्वाधीन नागरिक
ফ্রিম্যান,(2) पर्ण नागरिक
ফ্রিপাস,दस्तक
ফরাসি বিপ্লব,फ्रांसीसी क्रांति
ভদ্র,भिक्षु
ফ্রিশিয়ান ভাড়াটে,फ्रिजी भृतक सैनिक
সীমান্তের মানুষ,सीमांतवासी व्यक्ति
গ্যালিওন,"दीर्घ नौपोत, दीर्घ नौका"
গ্যালিকান (=গ্যালিকানিস্ট),"फ्राँसीसी, गॉलीय व्यक्ति"
গ্যালিকানিজম,गैलीयवाद
গ্যারিসন,"दुर्ग सेना, गैरिसन"
গল,गॉल
গান্টলেট,"() लौह हस्तक, धातु का दस्ताना"
গান্টলেট,(2) हस्त-कवच
গাজেবো,() सावन-भादों
গাজেবো,(2) धारागृह
গাজেবো,(3) झरोखा
বংশগত ইতিহাস,वंशावली-इतिहास
বংশগত রেকর্ড,"वंशावली-इतिहास, वंशावली अभिलेख"
বংশগত সারণী,"वंशसारणी, वंशावली"
বংশগত গাছ,वंश-वृक्ष
বংশতালিকা,"वंशावली, वंश-वृक्ष"
বংশতালিকা,2. वंशिकी
প্রজন্ম,पीढ़ी
গণহত্যা,"जन-संहार, जाति-संहार"
বিধর্মী,() सामान्य जन
বিধর্মী,(2) गैर यहूदी
বিধর্মী,(3) ईसाई
বিধর্মী,(4) मूर्त‍ि पूजक
ঘেটো,"() घेटो, यहूदी बस्ती"
ঘেটো,(2) पृथक बस्ती
গিবত,"टिकटी, फाँसी का तख्ता"
গিল্ড (=গিল্ড),श्रेणी
গ্ল্যাডিয়েটার,"खड्गमल्ल, असिक्रीड़क"
গৌরবময় বিপ্লব,गौरवमय क्रांति
গোল্ডেন হোর্ড,तातारी महासंघ
মহাজোট,"यूरोपीय सहबंध, यूरोपीय संश्रय"
গ্র্যান্ডি,अमीर
গ্র্যান্ড সাইনর,() तुर्की का सुल्तान
গ্র্যান্ড সাইনর,(2) महासामंत
মহান গৃহযুদ্ধ,महा गृहयुद्ध
মহান প্রস্থান (বুদ্ধের),(महात्मा बुद्ध का) महाभिनिष्क्रमण
বৃহত্তর ভারত,बृहत्तर भारत
গ্রেট হেলাস,बृहत यूनान
গ্রেট হোর্ড,ग्रेट होर्ड
মহান ত্যাগ (= মহান প্রস্থান),महाभिनिष्क्रमण
মহান সীল,"राज-मुद्रा, राजा की मुहर"
মহান Trak,महाप्रवासन
দারুণ যানবাহন,महायान
চীনের মহাপ্রাচীর,"चीन की महाप्राचीर, चीन की विशाल दीवार"
গ্রীভ,"पिंडलीत्राण, पिंडलीकवच"
গার্ড-চেম্বার,() रक्षक कक्ष
গার্ড-চেম্বার,(2) रक्षक चौकी
গার্ড-চেম্বার,(3) अस्थायी कारावास
গুপ্ত,गुप्त वंश
হ্যাজিওগ্রাফি,() संत चरित संग्रह
হ্যাজিওগ্রাফি,(2) संत चरित लेखन
হ্যাজিওলজি,() संत चरित
হ্যাজিওলজি,(2) संत साहित्य
ব্যক্তিগত দর্শকদের হল,दीवाने ख़ास
পাবলিক দর্শক হল,"दीवाने आम, आम दरबार"
হ্যাচমেন্ট,"शस्त्रांकित पट्टिका, कुल-चिह्नाँकित पट्टिका"
বিধর্মী,() अवधर्मी
বিধর্মী,"(2) क़ाफिर, बुतपरस्त"
হিথেনিজম,देव-पूजा
হেগিরা (হেজেরা),हिज़र
হেলেনবাদ,यूनानी संस्कृति
হেলট,"भूमिदास, दास"
হেরাল্ড্রি,कुल-चिह्रांकन कला
ঐতিহ্য,विरासत
হায়ারোগ্লিফিক রৈখিক অক্ষর,चित्रात्मक रेखीय अक्षर या प्रतीक
হায়ারোগ্লিফিক লিপি,चित्रात्मक लिपि
উচ্চ গির্জা,हाई चर्च
উচ্চ ল্যান্ডার,हाई लैन्डर
হিন্দুধর্ম,हिंदू धर्म
ঐতিহাসিক,() इतिहासज्ञ
ঐতিহাসিক,(2) इतिहासकार
ঐতিহাসিক বস্তুবাদ,ऐतिहासिक भौतिकवाद
ঐতিহাসিক যুগ,ऐतिहासिक युग ऐतिहासिक काल
ঐতিহাসিক সীমান্ত,ऐतिहासिक सीमांत
ইতিহাসবিদ,इतिहास-लेखक
ইতিহাসবিদ,2. इतिवृत्त लेखक
ইতিহাস রচনা,इतिहास-लेखनकला
ইতিহাস রচনা,2. इतिहास-लेखन
ইতিহাস,इतिहास
হিট্টাইট সাম্রাজ্য,हित्ती साम्राज्य
পবিত্র জোট,"पवित्र मैत्री, पवित्र सहबंध"
পবিত্র শহর,"() पुण्य पुरी, पवित्र नगर"
পবিত্র শহর,(2) होली सिटी
পবিত্র ভূমি,() पुण्य भूमि
পবিত্র ভূমি,(2) होली लैंड
পবিত্র লীগ,"() होली लीग, पवित्र संघ"
পবিত্র লীগ,"() सन्  से  ईo की अवधि में, पोप जूलियस द्वितीय (पदकाल सन् - ईo) ने फ्रांसिसियों को इटली से निष्कासित करने के उद्देश्य से इटली के नगर राज्य वेनिस को विजित कर और स्पेन के फर्डिनेन्ड (सन् - ईo) के साथ मिलकर पवित्र संघ की स्थापना की। आगे चलकर इंग्लैंड के राजा हेनरी अष्टम (सन् -) और सम्राट मैक्सिमिलियन प्रथम् (पदकाल सन् - ईo) भी संघ में सम्मिलित हो गए। हेनरी अष्टम् ने ‘एड़ युद्ध’ (बैटिल आफ द स्पर्स) में फ्रांसीसियों को पराजित किया और यह संघ भी उसी के साथ समाप्त हो गया।"
পবিত্র রোমান সাম্রাজ্য (= সাম্রাজ্য),"पवित्र रोमन साम्राज्य, रोम का धर्म-राज्य"
পবিত্র সাগর,() पोप का अधिकार-क्षेत्र
পবিত্র সাগর,(2) धर्ममंडल
জেহাদ,जिहाद
জেহাদ,2. धर्म-युद्ध
হোম সরকার,बर्तानिया सरकार
ঘরের রক্ষক,"होम गार्ड, गृह रक्षक दल"
স্বদেশ,स्वदेश
স্বায়ত্তশাসন,स्वशासन
স্বায়ত্তশাসন,होम रूल
Horde,ओर्दु
Horde,2. झुंड
শত্রু দেশ,विरोधी देश
প্রতিকূল ভূমি,शत्रु-प्रदेश
গরম সাধনা,"क्षिप्र अनुघर्षण, सरगर्मी से पीछा करना"
গৃহ,सदन
গৃহ,2. घराना
হাউস অফ কমন্স,हाउस ऑफ कॉमन्स
হাউস অফ লর্ডস,हाउस ऑफ लॉर्डस
হাউস অফ রিপ্রেজেন্টেটিভস,हाउस ऑफ रिप्रेजेन्टेटिव्स
Huguenots,"हयूजिनात, फ्रांसीसी प्रोटेस्टैन्ट"
মানবতাবাদ,"मानवतावाद, मानवता"
মানবতাবাদী,मानव (ता) वादी
শত ইয়েসের যুদ্ধ,शतवर्षीय युद्ध
হুংকার,"हंकर, अनुदारदली (य)"
ইবাদত খানা (উপাসনা ঘর),"इबादतखाना, उपासना-गृह"
আইকনোক্লাস্ট,"मूर्ति भंजक, बुतशिकन"
মূর্তিপূজক,मूर्त्तिपूजक
ইলাহী যুগ,"इलाही संवत्, इलाही काल"
অবৈধ যুদ্ধ,अवैध युद्ध
আলোকিত পাণ্ডুলিপি,"अलंकृत पांडुलिपि, चमकदार पांडुलिपि"
সচিত্র পাণ্ডুলিপি,सचित्र पांडुलिपि
সচিত্র পাণ্ডুলিপি,2. सचित्र हस्तलेख
ইমাম (ইমাম),इमाम
ইমামতি,इमाम-राज्य
ইমামতি,2. इमाम पद
ইমামবাড়া,इमामबाड़ा
ইম্পেরিয়াল,"साम्राज्यिक, साम्राज्य संबंधी"
ইম্পেরিয়াল সিটি,साम्राज्यिक नगर
সাম্রাজ্যবাদ,साम्राज्यवाद
ইম্পেরিয়াল পছন্দ,साम्राज्यिक अधिमानात्मकता
ইমপলিসি,दुःनीति
প্রতারক,झूठा दावेदार; प्रतारक
কারাবাস,कैद
কারাবাস,2. कारावास
অনুপ্রবেশ,"क्षिप्र आक्रमण, अचानक हमला"
অনুপ্রবেশকারী,"आक्रमणकारी, धावामार"
স্বাধীনতা,स्वाधीनता
স্বাধীনতা দিবস,स्वाधीनता-दिवस
স্বাধীনতা হল,इंडिपेन्डेंस हाल
ভারতীয় আমেরিকান (=লাল ভারতীয়=আমেরিকান ভারতীয়),अमरीकी इंडियन
ইন্ডিয়ান হোম রুল লিগ,"भारतीय होम रूल लीग, इंडियन होम रूल लीग"
শিল্প বিপ্লব,औद्योगिक क्रांति
কাফের,"क़ाफिर, अविश्वासी"
কাফের,"2. क़ाफिर, विधर्मी"
অনুপ্রবেশ,घुसपैठ
অনুপ্রবেশকারী,घुसपैठिया
তথ্যদাতা,ज्ञापक
তথ্যদাতা,2. भेदिया
তথ্যদাতা,सूचनादाता
তথ্যদাতা,2. मुखबिर
প্রবেশ,प्रवेश
প্রবেশ,2. अंतः प्रवेश
প্রবেশ,3. प्रवेशाधिकार
বাসস্থান,निवास
বাসিন্দা,निवासी
উত্তরাধিকার,वंशागति
উত্তরাধিকার,2. उत्तराधिकार
উত্তরাধিকার,3. दाय
শিলালিপি,"उत्कीर्ण लेख, अभिलेख"
চিহ্ন,लक्षण
যোগদানের যন্ত্র,अधिमिलन-पत्र
সরকারের যন্ত্র,इन्स्ट्रूमेंट ऑफ गवर्नमेंट
বিদ্রোহ (বিদ্রোহ),उपप्लव
বিদ্রোহী,उपप्लवी
বিদ্রোহ,विप्लव
বিদ্রোহ,2. परिद्रोह
মিশ্রণ,"एकीकरण, समेकीकरण"
রেকর্ডের অখণ্ডতা,अभिलेखों (रिकार्डों) की अविकलता
রাজ্যের অখণ্ডতা,राज्यों की अखंडता
ইন্টেলিজেন্টসিয়া (বুদ্ধিমত্তা),बुद्धिजीवी वर्ग
মধ্যস্থতা,"अंतःस्थता, बीच-बचाव"
মধ্যস্থতাকারী,अंतःस्थ
মধ্যস্থতাকারী,मध्यस्थ
আন্তর্জাতিকতাবাদ,अंतर्राष्ट्रीयता
আন্তর্জাতিকতাবাদ,"2. अंतर्राष्ट्रीयतावाद, अंतर्राष्ट्रवाद"
আন্তর্জাতিকতাবাদী,"अंतर्राष्ट्रीयतावादी, अंतर्राष्ट्रवादी"
আন্তঃযুদ্ধ,अन्यान्यध्वंसी युद्ध
ইন্টার্নী,नज़रबंद व्यक्ति
ইন্টারনি,2. स्थानबद्ध व्यक्ति
ইন্টারনি ক্যাম্প,युद्धबंदी शिविर
অন্তরীণ,नज़रबंदी
অন্তরীণ,2. स्थानबद्धता
অন্তরীণ,3. नज़रबंदी का दंड
ইন্টারনুনসিও,अंतरनंसियों
দোভাষী,दुभाषिया
দোভাষী,2. भाषान्तरकार
দোভাষী,3. व्याख्याकार
হস্তক্ষেপ,"अंतः क्षेप, हस्तक्षेप"
ইন্টেস্ট্যাসি,निर्वसीयता
ইনটেস্টেট,"निर्वसीयती, इच्छा-पत्र रहित"
চক্রান্ত,"साजिश, षड़यंत्र"
অনুপ্রবেশকারী,"बल-प्रवेष्टा, बल पूर्वक प्रवेश करने या घुस आने वाला"
অনুপ্রবেশকারী,2. अतिक्रमी
অনধিকারপ্রবেশ,बल-प्रवेश
আক্রমণ,आक्रमण
আক্রমণ,2. चढ़ाई
বিনিয়োগ করুন,घेर लेना
বিনিয়োগ করুন,2. खिलअत देना
বিনিয়োগ করুন,3. मान प्रदान करना
বিনিয়োগ করুন,4. पद प्रदान करना
ইনভেস্টিচার,खिलअत देना
ইনভেস্টিচার,2. पद-स्थापन
ইনভেস্টিচার,3. मान-प्रदान
বিনিয়োগ অনুষ্ঠান,मान-प्रदान समारोह
জাতীয়তার সাথে বিনিয়োগ করুন,राष्ट्रीयता प्रदान करना
অজেয় আরমাদা,अजेय आर्मेडा
অমান্যতা (রাষ্ট্রের),राज्य की अनुल्लंघनीयता
লঙ্ঘন রাষ্ট্র,अभेद्य राज्य
অভেদ্য দুর্গ,अभेद्य दुर्ग
আয়রন বয়স,लौह युग
লোহার পর্দা,"लौह पट, लोहे का पर्दा, दुर्भेद्य आवरण"
আয়রন গার্ড,"आयरन गार्ड, लौहरक्षक दल"
লোহার রেশন,"आपाती राशन, आपाती रसद"
লোহার দিক,आयरन साइड्स
লোহার টিপযুক্ত তীর,लोहाग्रयुक्त बाण
ইস্তমিয়ান গেমস,इस्थिमियायी खेल
জেনিসারি,"जांनिसार, तुर्की पैदल सैनिक"
দারোয়ান,द्वारपाल
দারোয়ান,2. फर्राश
জ্যাভলিন,"बरछी, बरछा"
জিম ক্রো আইন,"जिम क्रो लॉ, जिम क्रो क़ानून"
জিঙ্গো,उद्धत राष्ट्रवादी
জিঙ্গো,2. जिंगो
জিঙ্গো,"3. युयुत्सु, युद्धप्रिय"
জিঙ্গোইজম,युयुत्सुवाद
যৌথ অভিযান,संयुक्त कार्यवाही
যৌথ নিয়ন্ত্রণ,संयुक्त नियंत्रण
যৌথ দখল,"संयुक्त संधारण, संयुक्त दख़ल"
জুরি,जूरी
শুধু কারণ,न्यायोचित उद्देश्य
রাখা,अंतः कोट
আর্কাইভের রক্ষক,पुरालेखपाल
কেটলি-ড্রাম,"नगाड़ा, नक्कारा"
মূল শব্দ,संकेत शब्द
রাজা,राजा
রাজ্য,"राज्य, राजा"
কিংলেট,क्षुद्र राज
কিং মেকার,"भूपकर्त्ता, राजविधाता"
রাজত্ব,राजपद
রাজত্ব,2. राजतंत्र
রান্নাঘরের তাক,गुप्त सलाहकार
নাইট,नाइट
রাজত্ব,नाइट पद
Kinghts হাসপাতালের,नाइट्स हॉसपिटेलर्स
সেন্ট জন নাইট,नाइट्स ऑफ सेन्ट जॉन
নাইট টেম্পলার,नाइट टेम्पलर
Ku Klux Klan (KKK),कू क्लक्स क्लान
কুমিন্তং,"कोमिंतांग, कूमिंतांग"
সাধারণ,"सामान्य धर्मोपासक वर्ग, उपासक वर्ग"
ল্যান্স,"भाला, कुंत"
ল্যান্সার,"भालाधारी, भालासवार, कुंतधारी"
পরে গুপ্তরা,उत्तर गुप्तवंश
বৈধ উত্তরাধিকারী,वैधा उत्तराधिकारी
অনাচার (=বিশৃঙ্খলা),अव्यवस्था
অনাচার (=বিশৃঙ্খলা),2. अराजकता
আইন প্রভুরা,लॉ लॉर्डस
ধার্মিকতার আইন,(अशोक द्वार प्रवर्तित) धर्म
জাতির লীগ,राष्ट्र संघ
উত্তরাধিকার (= উইল),() रिक्थ
উত্তরাধিকার (= উইল),(2) वसीयत संपदा
আইনগত উত্তরাধিকারী,"वैध उत्तराधिकारी, कानूनी वारिस"
লিগেট,पोपदूत
লিগেট,2. लीगेट
লিগেট,"3. प्रणिधि, मितार्थ दूत"
কিংবদন্তি,आख्यान
কিংবদন্তি,2. लेख
সৈন্যদল,लीजन
সৈন্যদল,2. सैन्य दल
লিজিয়ন অফ অনার,लीजन ऑफ ऑनर
লেস ম্যাজেস্টি (=লেস ম্যাজেস্ট),राजद्रोह
কম রাজ্য,लघु राज्य
বিশ্বাস পত্র,प्रत्यय-पत्र
লিজ-প্রভু,सीमांत स्वामी
লিজ ম্যান,() सेवाबद्ध सामंत
লিজ ম্যান,"(2) परिचर, खिदमतगार"
যাবজ্জীবন কারাদণ্ড,आजीवन कारावास
বংশ,वंश परम्परा
লিটল ইংল্যান্ডার,लिटिल इंग्लैंडर
ছোট যান (= কম যানবাহন),हीनयान
উপকূলীয় রাষ্ট্র,समुद्र तटवर्त्ती राज्य
লিটার্জি,प्रार्थना-विधि
লিটার্জি,प्रार्थना विधि
স্থানীয় আনুগত্য,स्थानीय निष्ठा
স্থানীয় স্ব-সরকার,"स्थानीय स्वशासन, स्थानीय स्वायत्त शासन"
দীর্ঘ সংসদ,लौंग पार्लियामैंट
নিম্ন দেশগুলি,"लो कंट्रीज़, निम्नतल देश"
অনুগত,निष्ठावान
আনুগত্য,निष्ठा
ম্যাকিয়াভেলিয়ান নীতি,मैकियाविली नीति
ম্যাগনা কার্টা,मेग्ना कार्टा
ম্যাগনাম কনসিলিয়াম,"मैगनम कान्सिलियम, उच्च परिषद्"
মালুম নিষেধ,राज्यवर्जित कृत्य
মান্দামুস,परमाधिदेश
ম্যান্ডেট,अधिदेश
"আদেশ, শ্রেণী &#39;ক&#39;",अधिदेश वर्ग 'क'
"আদেশ, শ্রেণী &#39;বি&#39;",अधिदेश वर्ग 'ख'
"ম্যান্ডেট, ক্লাস &#39;সি&#39;",अधिदेश वर्ग 'ग'
ম্যান্ডেট সিস্টেম,अधिदेश पद्धति
বাধ্যতামূলক অবস্থা,अधिदेश प्राप्त राज्य
ম্যাঙ্গোনেল,"मेंगोनेल, प्रक्षेपास्त्र"
ঘোষণাপত্র,घोषणा-पत्र
কৌশল,"सैन्यव्यूहन, स्थिति परिवर्तन-कौशल"
যুদ্ধের মানুষ,"युद्धपोत, जंगी जहाज"
ম্যানর,"मेनर, सामंत-भूमि"
ম্যানর,2. सामंत गढ़ी
জনশক্তি,"जनशक्ति, जन बल"
জনশক্তি,2. श्रमिक शक्ति
ম্যানুমিশন,दासत्वमुक्ति
মনুমিত,दासत्व से मुक्ति
পাণ্ডুলিপি,हस्तलेख ग्रथ
পাণ্ডুলিপি,2. पांडुलिपि
পাণ্ডুলিপি,3. हस्तलिखित ग्रंथ
ডাকাত,लुटेरा
সামুদ্রিক বেল্ট,"समुद्र तटवर्ती प्रदेश, समुद्र तटवर्ती क्षेत्र"
সামুদ্রিক সভ্যতা,"समुद्री सभ्यता, समुद्री तटवर्ती सभ्यता"
সামুদ্রিক পতাকা,"समुद्री ध्वज, समुद्री पताका"
সামুদ্রিক ক্ষমতা,समुद्री शक्तियाँ
সামুদ্রিক সার্বভৌমত্ব,समुद्री प्रभुसत्ता
সামুদ্রিক যুদ্ধ,समुद्री युद्ध
মার্কুইস,मार्क्विस
মার্কুইসেট,मार्क्विस का पद
সেনাশাসন,"मार्शल लॉ, फौजी शासन"
মার্শাল রেস,लड़ाकू जातियाँ
শহীদ,शहीद
হত্যাকাণ্ড,"हत्याकांड, जनसंहार"
কৌশলের ভর,सैन्य पुंज
মাস্টার-এ-আর্মস,मास्टर एट आर्म्स
অনুষ্ঠান - এর গুরু,"मास्टर आफ सेरीमोनीज, समारोह-अधीक्षक, समारोह प्रबन्धक"
গৃহকর্তা,राजभवन प्रबन्धक
ঘোড়ার মাস্টার,मास्टर ऑफ हॉर्स
রোলস মাস্টার,मास्टर ऑफ द रोल्स
ম্যাচ,"तोड़ा, टोटा"
ম্যাচ,2. पलीता
ম্যাচলক,तोड़ेदार बंदूक
বৈবাহিক জোট,"वैवाहिक संबंध, विवाह द्वारा मैत्री"
ভূমধ্য শক্তি,"भूमध्य सागरीय शक्तियाँ, भूमध्य सागरीय राष्ट्र"
মেনশেভিক,"मेन्शेविक, नरम दलीय रूसी साम्यवादी"
ভাড়াটে বাহিনী,भृतक सेना
ভাড়াটে সৈনিক,"भृतक सैनिक, भाड़े का सिपाही"
বণিক,व्यापारी जहाज़
মধ্যবয়সী,"मध्य युग, मध्य काल"
মধ্যপ্রাচ্য,"पश्चिमी एशिया, (यूरोपीय दृष्टि से) मध्य पूर्व"
মধ্যপথ,मध्य समुद्री मार्ग
মধ্যপথ,मध्यम मार्ग
মধ্য পথ (=মিডল কোর্স),"मध्य मार्ग, बीच का रास्ता"
অভিবাসী,प्रवासी
মাইগ্রেশন,प्रवास
মাইগ্রেশন,2. स्थानांतर गमन
মাইগ্রেশন,3. देशांतर गमन
সামরিকবাদ,सैन्यवाद
সামরিকবাদ,2. फ़ौजी शासन व्यवस्था
সামরিকবাদ,3. सैन्य युद्धवाद
সামরিকবাদ,4. युद्ध प्रियता
সামরিকবাদী,सैन्यवादी
সামরিকবাদী,2. युद्धवादी
সামরিকীকরণ,सैन्यीकरण
সামরিকীকরণ,2. सैनिकीकरण
সামরিকীকরণ,3. फ़ौजी शासन
সামরিক কৌশলবিদ (=কৌশলবিদ),समरतंत्री
সামরিক কৌশলবিদ (=কৌশলবিদ),2. व्यूह कुशन
সামরিক কৌশল (=কৌশল),"समरतंत्र, समर विद्या, युद्ध विद्या"
মিলিশিয়া,"नागरिक सेना, सिंहबंदी"
মিলিশিয়া,2. मिलिशिया
দুঃশাসন,कुशासन
হারানো সুত্র,लुप्त कड़ी
মিশন,"दूतमंडल, मिशन"
মিশন,2. सेवादल गठित मंडल
মিশন,3. दौत्यकर्म
মিশ্র জাতি,मिश्र प्रजाति
আধুনিক ইতিহাস,आधुनिक इतिहास
জীবনযাত্রাপ্রণালী,"अस्थायी व्यवस्था, आरज़ी समझौता, कार्यनिर्वाहक व्यवस्था"
একাধিপত্য,मठवास
রাজা,एकराष्ट्र
রাজা,2. राजा
রাজতন্ত্র,राजतंत्रवाद
রাজতন্ত্র,2. राजतंत्र से सिद्धान्त
রাজতন্ত্রবাদী,राजतंत्रवादी
রাজতন্ত্র,"राजतंत्र, एकराट्तंत्र"
মঠ,मठ
মঠ,2. बिहार
মঠ,3. संधाराम
সন্ন্যাস,मठजीवन
সন্ন্যাস,2. मठतंत्र
সন্ন্যাসী,भिक्षु
মাতৃভূমি,"मूल देश, मातृदेश"
মাতৃভূমি,मातृभूमि
সংসদের মা,संसद जननी
মুক্রকারস,"मकरेकर, कीचड़ उछालने वाला"
মমি,"ममी, चिरशव"
যাদুঘর,"संग्रहालय, अजायबघर"
মাস্কেট,"तुपक, लंबी बंदूक, तुफंग"
মাস্কেটিয়ার,"बंदकूची, बरकंदाज़"
মাস্কেট্রি,बरकंदाज़ों का दस्ता
মাস্কেট্রি,2. बरकंदाज़ी
মাস্টার মাস্টার,सैनिक उपस्थिति अधिकारी
মাস্টার-রোল,सैनिक नामावली
মাস্টার-রোল,2. उपस्थिति नामावली
বিদ্রোহ,"सैनिक विद्रोह, सैन्य विद्रोह ग़दर, फ़ौजी बग़ावत"
বিদ্রোহ আইন,"विद्रोह विधि, म्यूटिनी एक्ट"
রহস্য জাহাজ,रहस्यपूर्ण जहाज
বর্ণনামূলক,वर्णन
জাতি,राष्ट्र
স্থানীয়,"दैशवासी, देशीय व्यक्ति"
দেশীয় রাজ্য,रजवाड़ा
প্রকৃতিবাদ,प्रकृतिवाद
প্রাকৃতিক অধিকার,"नैसर्गिक अधिकार, प्राकृतिक अधिकार"
নাৎসি,"नात्सी, नाज़ी"
নাৎসি বিপ্লব,"नात्सी क्रांति, नाज़ी क्रांति"
নাৎসিবাদ,"नाज़ीवाद, नात्सीवाद"
পূর্ব কাছাকাছি,निकट पूर्व
নিগ্রো,नीग्रो
নিগ্রোফিল,नीग्रो समर्थक
নেগ্রোফিলিজম,नीग्रो प्रेम
নিগ্রোফোবিয়া,नीग्रो भय
নিরপেক্ষ,तटस्थ
নিরপেক্ষ দেশ,तटस्थ देश
নতুন চুক্তি,"न्यूडील, नई नीति, नई व्यवस्था"
নতুন বিশ্ব,नूतन विश्व
আভিজাত্য,"अभिजात वर्ग, अमीर वर्ग"
উন্নতচরিত্র,"अभिजात, अमीर"
উন্নতচরিত্র,2. मोहर
যাযাবর,"खानाबदोश, यायावर"
যাযাবর দল,यायावर दल
যাযাবর,खानाबदोशी जिंदगी
অহিংস সন্ধি,"अनाक्रमण अनुबंध, अनाक्रमण समझौता"
অ-আগ্রাসন চুক্তি,अनाक्रमण संधि
যুদ্ধহীন রাষ্ট্র,अयोधी राष्ट्र
অসহযোগিতা,असहयोग
অসহযোগ আন্দোলন,असहयोग आंदोलन
বিপরীত,(सिक्के का) मुख्य भाग
বিপরীত,2. परिपूरक भाग
গণতন্ত্র (=জনতাতন্ত্র),भीड़शाही
অক্লোক্র্যাট,"भीड़तंत्र का समर्थक, भीड़तंत्र का प्रतिपादक"
অফিসের নথিপত্র,"सरकारी दस्ताबेज़, सरकारी प्रलेख"
পুরোনো জগৎ,पुरानी दुनिया
অলিগার্কি,"गुटतंत्र, स्वल्पतंत्र"
আক্রমণ,"धातक आक्रमण, जबरदस्त मारकाट"
খোলা আলোচনা,प्रकट संधिवार्त्ता
খোলা প্রশ্ন,"मुक्त प्रश्न, खुला प्रश्न, विवादास्पद प्रश्न"
রেকর্ড খুলুন,अप्रतिबद्ध अभिलेख
প্রাচ্য,प्राच्य
প্রাচ্যবাদ,प्राच्यवाद
প্রাচ্যবাদ,2. पूर्व देशीयता
প্রাচ্যবিদ,प्राच्यविद्
উৎপত্তি,उद्भव
উৎপত্তি,"2. उद्गम, उत्पत्ति"
অর্থোগ্রাফি,शुद्ध लेखन
শত্রুতার প্রাদুর্ভাব,"सहसा युद्धारंभ, युद्ध का सहसा आरंभ, युद्ध का सहसा छिड़ जाना।"
আউট-পোস্ট,"सीमा चौकी, चौकी"
ওভার-লর্ড,अधिपति
অগ্রাহ্য করা,"चढ़ आना, कुचलना"
অগ্রাহ্য করা,2. प्रत्यादेश करना
পৌত্তলিক,"देवपूजक, पैगन"
পৌত্তলিক,पैगन
পৌত্তলিকতা,"देवपूजन, मूर्तिपूजा"
পৌত্তলিকতা,2. देवपूजावाद
প্যাগোডা,स्तूप
প্যাগোডা,2. बौद्ध मंदिर
প্যাগোডা,3. पैगोडा
প্রাসাদ চক্রান্ত,राजप्रासाद षड़यंत्र
প্যালাটিনেট,जागीर
তাল পাতা,"ताल, ताड़-पत्र"
অব্যবহিত পূর্ববর্তী রবিবার,खजूरी रविवार
প্যানেগরিস্ট,"प्रशस्तिकार, विरुदकार"
আতঙ্ক,आतंक
আতঙ্ক,2. तहलका
আতঙ্কগ্রস্ত,आतंककारक
পোপপদ,पोपतंत्र
পোপপদ,2. पोप पद
পোপপদ,3. पोप अवधि
পোপপদ,"4. पोप-परंपरा, पोपीय उत्तराधिकार"
পাপল বলদ,पोप का आदेश-पत्र
পোপবাদ,पोपवाद
