English,Marathi
dimension,"विस्तार, रुंदी, परिमाण, शक्ती"
dimensionality,आयाम
dimensionless,आकारहीन
dimension of an equation,समीकरण परिमाण
diophantine equation,डायओफँटसचे समीकरण
dip angle,पडण्याचा कोन
dipolar coordinates,द्विध्रुवीय समन्वय
dipole,द्विध्रुव
dipyramid (bipyramid),द्विपिरॅमिड
Dirac delta function,डायरॅक डेल्टा फंक्शन
direct common tangent,सामान्य स्पर्शिका
directed angle,काटकोन
directed line,थेट ओळ
directional derivative,जागा व्युत्पन्न
direction cosine,"डिकोसाइन, डिको-कोसाइन"
direction of maxima,कमाल दिशा
direction of projection,प्रक्षेपण दिशा
direction ratio,दिशा गुणोत्तर
director circle,नियामक मंडळ
director sphere,नियामक मंडळ
direct product,अनुलोमा उत्पादन
direct proof,"थेट पुरावा, थेट पुरावा"
direct proportion,अनुक्रमिक गुणोत्तर
directrix,नशीब
direct sum,अनुलोमा बेरीज
disconncted sets,विभक्त संच
discontinuity,"खंड, खंड, खंड"
discontinuity of derivative,डेरिव्हेटिव्हचे खंडन
discontinuity of the first kind,प्रथम प्रकार खंडितता
discontinuity of the second kind,दुसरा प्रकार खंडितता
discontinuous distribution,अखंड वितरण
discontinuous function,अखंड कार्य
discontinuous variate,सतत फरक
discrete,कण
discrete distribution,अखंड वितरण
discrete probability distribution,अखंड संभाव्यता वितरण
discrete random variable,खंडित यादृच्छिक चल
discrete sample space,अखंड नमुना जागा
discrete set,स्वतंत्र एकूण
discrete space,स्वतंत्र लोकसंख्या
discrete topology,स्वतंत्र अवस्था
discrete variate,सतत फरक
discriminant,वितरण कर
discriminatory analysis (=discriminant analysis),भेदभावपूर्ण विश्लेषण
disjoint,विभक्त
disjoint events,विघटित घटना
disjoint sets,विभक्त संच
disjoint union,विच्छेदन समाविष्ट करणे
disjunction,"वियोग, तर्कसंगत बेरीज"
dispersion,"फैलाव, विखुरणे"
dispersion chart,फैलाव चार्ट
dispersion constant,फैलाव निर्देशांक
dispersion diagram,फैलाव आकृती
dispersion matrix (=covariance matrix),फैलाव मॅट्रिक्स
displacement,विस्थापन
display,प्रदर्शन
display unit (=consol),कन्सोल
dissimilar,"असमान, असमान"
dissipative forces,नष्ट करणारी शक्ती
distance function,अंतर कार्य
distance modulus,अंतर मॉड्यूलस
distribution-free method,वितरण नसलेले
distributive law,"वितरण नियम, वितरण नियम"
diverge,"उधळणे, उधळणे"
divergence,"वळवणे, वळवणे, वळवणे"
divergence theorem,भिन्नता प्रमेय
divergent,वळवणारा
divergent series,भिन्न श्रेणी
divided difference,विभाजित फरक
divisibility,"विभाज्यता, विभाज्यता"
divisible,"विभाज्य, विभाज्य"
division,"विभागणी, विभागणी, विभागणी"
division algorithm,विभाजन अल्गोरिदम
division ring,स्प्लिट रिंग
dodecagon,चतुर्भुज
dodecahedron,दशभुज
domain,"डोमेन, डोमेन, प्रांत, प्रदेश"
domain of a function,कार्यक्षेत्र
domain of definition,व्याख्या-प्रांत
domain of existence,अस्तित्वाची स्थिती
dominant strategy,अधिलिखित डिव्हाइस
doppler effect,डॉपलर प्रभाव
dot product,"बिंदू उत्पादन, स्केलर उत्पादन"
dotted curve,ठिपके असलेला वक्र
double differentiation,दुहेरी भिन्नता
double exponential distribution,दुहेरी घातांकीय वितरण
double helix,दुहेरी कॉइल
double integral,बायनरी अविभाज्य
double integration,बायनरी एकत्रीकरण
double limit,दुहेरी मर्यादा
double sampling plan,दुहेरी सॅम्पलिंग इव्हेंट
double sequence,दुहेरी क्रम
double series,दुहेरी मालिका
double suffix notation,दुहेरी-संलग्न नोटेशन
double summation,दुहेरी संकलन
downward acceleration,अधोगामी प्रवेग
downward displacement,खालच्या दिशेने विस्थापन
downward motion,खालची गती
downward velocity,खालचा वेग
drag,कर्षण
drag force,कर्षण शक्ती
dual,दुहेरी द्वैत
dual basis,दुहेरी पाया
dual inner product,दुहेरी अंतर्गत उत्पादन
dual linear programming problem,दुहेरी रेखीय प्रोग्रामिंग समस्या
dual operation,"दुहेरी ऑपरेशन, दुहेरी ऑपरेशन"
dual problem,दुहेरी समस्या
dual simplex algorithm,ड्युअल सिंगल अल्गोरिदम
dual simplex technique,दुहेरी एकल पद्धत
dual space,दुहेरी जागा
dual variable,ड्युअल व्हेरिएबल
dual vector space,दुहेरी वेक्टर जागा
dummy index,मूक निर्देशांक
dummy subscript,मूक तळटीप
dummy suffix,मूक करार
dummy variable,मूक व्हेरिएबल
duplicator process,डुप्लिकेशन
dynamical,गतिमान
dynamical system,डायनॅमिक प्रणाली
dynamic demand function,डायनॅमिक मागणी कार्य
dynamic model,डायनॅमिक मॉडेल
dynamic programming,डायनॅमिक प्रोग्रामिंग
dynamic programming approach,डायनॅमिक प्रोग्रामिंग दृष्टीकोन
dynamic programming technique,डायनॅमिक प्रोग्रामिंग तंत्र
dynamics,"गतिशीलता, गतिशीलता"
dynamics of a particle,कण गतिशीलता
dynamics of rigid bodies,कठोर शरीर गतिशीलता
earth,"पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी संपर्क (ver.)"
earthquake intensity,भूकंपाची तीव्रता
eccentricity,विलक्षणता
eclipse,गृहीतक
econometric forecast,अर्थमितीय अंदाज
econometrician,अर्थमितितज्ञ
econometrics,अर्थमिती
economics,अर्थशास्त्र
edge,"कोर, धार, फाडणे"
edge of a convex set,एकूण कोर तोंड
efficiency factor,कार्यक्षमता निर्देशांक
eigen element,वैशिष्ट्यपूर्ण घटक
eigen function,वैशिष्ट्यपूर्ण कार्य
eigen value,"eigen मूल्य, वैशिष्ट्यपूर्ण मूल्य"
eigen value equation,वैशिष्ट्यपूर्ण मूल्य समीकरण
eigen vector,"इजेन वेक्टर, वैशिष्ट्यपूर्ण वेक्टर"
elastic,लवचिक
elastic constant,लवचिक कास्ट
elastic equilibrium,लवचिक समतोल
elasticity,लवचिकता
elasticity surface,लवचिकता पृष्ठ
electronic computer,"इलेक्ट्रॉनिक संगणक, इलेक्ट्रॉनिक संगणक"
element,"घटक, घटक, घटक"
elementary column operation,प्रारंभिक स्तंभ ऑपरेशन
elementary event,प्रारंभिक घटना
elementary function,प्रारंभिक कार्य
elementary operation,प्रारंभिक ऑपरेशन
elementary outcome,प्राथमिक परिणाम
elementary probability law,प्रारंभिक संभाव्यता नियम
elementary row operation,लाइन ऑपरेशन सुरू
eliminate,"संपवणे, नायनाट करणे"
elemination procedure,ठराव प्रक्रिया
ellipse,"लंबवर्तुळ, लंबवृत्त"
ellipsoid,लंबवर्तुळाकार
ellipsoidal,लंबवर्तुळाकार
ellipsoidal surface,लंबवर्तुळाकार पृष्ठ
elliptical body,लंबवर्तुळाकार शरीर
embedding,एम्बेडिंग
emission,उत्सर्जन
empirical data,अनुभवजन्य विश्वास
empirical formula,प्रायोगिक सूत्र
empirical probability,अनुभवजन्य संभाव्यता
empirical relation,अनुभवजन्य संबंध
empty set,रिकामा संच
enclosed,बद्ध
encoding,"एन्कोडिंग, कोडिंग"
endomorphism,इंटरऑपरेबिलिटी
end point,शेवटचा बिंदू
end point of class interval,वर्ग मध्यांतराचा शेवटचा बिंदू
energy,ऊर्जा
energy momentum component,ऊर्जा-गती घटक
entering variable,एंट्री व्हेरिएबल
enumerable set,मोजण्यायोग्य संच
enumeration,"मोजणे, मोजणे"
equal,"समान, समान, समान, समान"
equality,"समानता, समानता"
equally likely,शक्यता
equal probability selection method (=epsem),अगदी संभाव्यता निवड पद्धत
equate,बरोबरी करणे
equation,"समीकरण, समीकरण"
equation of first degree,चतुर्भुज समीकरण
equation of second degree,चतुर्भुज समीकरण
equation of third degree,चतुर्भुज समीकरण
equator,"विषुववृत्त, विषुववृत्त, मध्यरेषा"
equicontinuous,सुसंगत
equilateral,समभुज
equilibrium,"समतोल, समतोल, समतोल"
equilibrium of forces,बल संतुलन
equilibrium point,समतोल बिंदू
equivalence,समतुल्यता
equivalence class,समतुल्य वर्ग
equivalence relation,समतुल्य संबंध
equivalent,"समतुल्य, समतुल्य (v.), समतुल्य (सं.)"
equivalent matrix,समतुल्य मॅट्रिक्स
equivalent set,समतुल्य संच
ergodicity,प्रवृत्ती
error,"चूक, चूक, चूक, अयोग्यता"
error analysis,त्रुटी विश्लेषण
error code,त्रुटी कोड
error coefficient,त्रुटी गुणांक
error of mean square,चौरस सरासरी त्रुटी
error of the first kind,प्रथम प्रकारची त्रुटी
error of the second kind,दुसऱ्या प्रकारची त्रुटी
escape probability,सुटण्याची शक्यता
escape velocity,सुटलेला वेग
E. Schmidt's orthogonalization process,ई. श्मिट मोबिलायझेशन प्रक्रिया
escribed circle,बहिर्मुख
essential,"आवश्यक, आवश्यक"
essentially unique,अक्षरशः अद्वितीय
estimate,"मूल्यांकन करणे, मूल्यांकन करणे (व्हेर.), मूल्यांकन करणे (सं.)"
estimation method,अंदाज पद्धत
Euclidean coordinate,युक्लिडियन समन्वय
Euclidean domain,युक्लिडियन डोमेन
Euclidean geometry,युक्लिडियन भूमिती
Euclidean n-space,युक्लिडियन एन-स्पेस
Euclidean plane,युक्लिडियन विमान
Euler's theorem,युलरचे प्रमेय
evaluate,"मूल्यांकन, मूल्यांकन"
even,अगदी
even curve,अगदी वक्र
even function,सम कार्य
even multiple,अगदी रीफ्रॅक्टरी
even number,सम संख्या
even odd symmetry,विषम सममिती
even permutation,अगदी क्रमपरिवर्तन
event,"घटना, भाग"
even term,सममितीय
exact,"अगदी अचूक, नेमके, नेमके"
exact chi-square test,अचूक ची-स्क्वेअर चाचणी
exact differential,अचूक फरक
exact equation,अचूक समीकरण
example,उदाहरण
exchange,देवाणघेवाण
exhaustive event,विशिष्ट घटना
existence axiom,अस्तित्वात्मक स्वयंसिद्ध
existence probability(= a priori probability),जगण्याची शक्यता
existence theorem,अस्तित्व प्रमेय
exogenous variable,बाह्य चल
expansion,"पसरणे, पसरणे"
expectation function,अपेक्षा कार्य
expected frequency,अपेक्षित वारंवारता
expected value,अपेक्षित मूल्य
experiment,प्रयोग
experimental error,"प्रायोगिक त्रुटी, प्रायोगिक त्रुटी"
explanation,"स्पष्टीकरण, स्पष्टीकरण"
explicit equation,स्पष्ट समीकरण
explicit form,स्पष्टपणे
explicit function,स्पष्ट कार्य
explicit solution,स्पष्ट समाधान
exponent,घातांक
exponential curve,घातांक वक्र
exponential density function,घातांक संभाव्यता कार्य
exponential distribution,घातांकीय वितरण
exponential equation,घातांकीय समीकरण
exponential function,घातांकीय कार्य
exponential growth,"घातांकीय वाढ, घातांक वाढ"
exponential law,घातांकीय नियम
exponential map,घातांक नकाशा
exponential series,"घातांक मालिका, घातांक मालिका"
expression,"अभिव्यक्ती, अभिव्यक्ती, चेहर्यावरील हावभाव, अभिव्यक्ती"
extended interval,विस्तारित मध्यांतर
extended real line,वर्धित वास्तविक ओळ
extended real number system,विस्तारित वास्तविक संख्या प्रणाली
extension of a mapping,मॅपिंग विस्तार
exterior angle,बाह्य कोन
exterior area,बाह्य क्षेत्र
exterior point,बाह्य बिंदू
external,बाह्य
extrapolation of trend value,प्रेडिकेट मूल्याचे एक्स्ट्रापोलेशन
extrapolation technique,एक्सट्रापोलेशन तंत्र
extremal value,शिखर मूल्य
extreme,"अत्यंत, शेवट, टोकाचा, कळस"
extreme point,उच्च बिंदू
extreme point of convex set,विरुद्ध संचाचा अत्यंत बिंदू
extremum of a function,फंक्शनचे अत्यंत मूल्य
extremum property,अत्यंत गुणधर्म
face,"चेहरा, बाजू, समोर"
face value,दर्शनी मूल्य
factor,"घटक, घटक, घटक, खंड"
factor analysis,घटक विश्लेषण
factored,खंडित
factorial,तथ्यात्मक
factorial design,एकाधिक घटक डिझाइन
factorization,फॅक्टरीकरण
factorise,घटक करण्यासाठी
fair game,न्याय खेळ
FALSE,"आभासी, खोटे, कोड"
family,"कुटुंब, कुटुंब, कुळ, कुटुंब"
family of circles,एकूण वर्तुळ
family curves,वक्र एकूण
family of functions,कार्यांचे कुटुंब
family of lines,एकूण ओळ
facsimile,प्रतिकृती
F-distribution,F-वितरण
feasible basic solution,सातत्यपूर्ण बेस सोल्यूशन
feasible solution,सुसंगत समाधान
feed back,"रिचार्ज, पुनर्गुंतवणूक"
Fermat principle,फर्माचा कायदा
Fermat's theorem,फर्माचे प्रमेय
Fermi-Dirac statistics,फर्मी-डिरॅक-स्टॅटिस्टिक्स
Fibonacci number,फिबोनाची संख्या
Fibonacci series,फिबोनाची श्रेणी
field,"फील्ड, फील्ड, फील्ड, फील्ड"
final velocity,अंतिम वेग
finite,"मर्यादित, मर्यादित"
finite basis,मर्यादित आधार
finite decimal,मर्यादित दशांश
finite difference,मर्यादित फरक
finite difference method,मर्यादित फरक पद्धत
finite dimensional,मर्यादित आयामी
finite dimensional vector space,मर्यादित मितीय वेक्टर
finite game,मर्यादित खेळ
finite geometry,मर्यादित भूमिती
finite intersection,मर्यादित अविभाज्य
finite many,मर्यादितता
finite Markov chain,मर्यादित मार्कोव्ह साखळी
finiteness proof,मर्यादितपणाचा पुरावा
finite number,मर्यादित संख्या
finite population,मर्यादित लोकसंख्या
finite probability,मर्यादित संभाव्यता
finite series,शेवटचा दर्जा
finite set,मर्यादित संच
finite velocity,मर्यादित वेग
finite volume,मर्यादित खंड
fitting,"मिसळा, समायोजित करा"
fitting of curve,वक्र समायोजन
fitting of straight line,सरळ रेषा समायोजन
fixed point theorem,स्थिर बिंदू प्रमेय
fixed sample,निश्चित नमुना
flight velocity,उड्डाणाचा वेग
floating point arithmetic,फ्लोटिंग पॉइंट गणना
floating point system,"फ्लोटिंग पॉइंट सिस्टम, फ्लोटिंग पॉइंट सिस्टम"
flow chart,प्रवाह चार्ट
flow velocity,प्रवाह वेग
fluid dynamics,द्रव गतिशीलता
focal,"फोकल, कॉन्फोकल, फोकल"
focal chord,फोकल जीवा
focal distance,फोकल अंतर
focal length,केंद्रस्थ लांबी
focus,"नाभी, फोकस, मूळ"
foot,"पाऊल, पाऊल, पाऊल"
foot of perpendicular,ऑर्थोगोनल
force of gravity,गुरुत्वाकर्षण शक्ती
forecasting,अंदाज
formula,सुत्र
formulate,थ्रेडिंग
formulation,"स्वरूपन, स्वरूपन, सूत्रीकरण"
forward difference,पुढे
forward interpolation,फॉरवर्ड इन्सर्शन
foundation of mathematics,गणिताचा पाया
Fourier's analysis,चौरंग विश्लेषण
Fourier's series,फोरियर मालिका
Fourier's transform,फोरियर ट्रान्सफॉर्म
fraction,वेगळे
fractional coordinate,अपूर्णांक समन्वय
fractional number,अपूर्णांक संख्या
fractional programming,फ्रॅक्शनल प्रोग्रामिंग
free path,मुक्त मार्ग
free vector,फ्री वेक्टर फ्री वेक्टर
frequency,"वारंवारता, वारंवारता"
frequency column,वारंवारता स्तंभ
frequency curve,"वारंवारता वक्र, वारंवारता वक्र"
frequency distribution,वारंवारता वितरण
frequency histogram,वारंवारता हिस्टोग्राम
frequency of occurrence,घटना वारंवारता
frequency polygon,वारंवारता-बहुभुज
frequency table,वारंवारता सारणी
frustum,फ्रस्टम
frustum of a pyramid,पिरॅमिड फ्रस्टम
frustum of a sphere,शेल फ्रस्टम
full expansion,पूर्ण प्रसार
function,"कार्ये, कार्ये, वैशिष्ट्ये (गट)"
functional analysis,कार्य विश्लेषण
fundamental,"मूळ, मूळ"
fundamental theorem,मूलभूत प्रमेय
fundamental theorem of algebra,बीजगणिताचे मूलभूत प्रमेय
galaxy,"आकाशगंगा, आकाश-गंगा"
Galois field,गॅलोइस प्रदेश
Galois group,गॅलोईस ग्रुप
gambler's ruin,जुगाराचे वित्त
game and move,खेळ आणि युक्त्या
game of chance,संधीचा खेळ
game of dice,फासे खेळ
games theory,खेळ सिद्धांत
games with perfect recall,परिपूर्ण मेमरी गेम
game value,खेळ मूल्य
gamma function,गॅमा फंक्शन
Gauss-Argand plane,गॉस-आर्गॉन फ्लॅट
Gaussian curve,गॉस-वक्र
Gaussian elimination,गॉसियन सोल्यूशन
Gaussian plane,गॉस-प्लेन
Gauss-Jordan reduction,गॉस-जोर समायोजन
general case,विस्तृत स्थिती
general convergence theorem,सामान्य अभिसरण प्रमेय
general equation,सामान्य समीकरण
general factor,सर्वसमावेशक घटक
general form,"सामान्य स्वरूप, विस्तृत"
general formula,सामान्य सूत्र
general game,विस्तृत खेळ
general inference,सामान्य अंदाज
general integral,सर्वसमावेशक अविभाज्य
generalization,सामान्यीकरण
generalised associative law,सामान्यीकृत सहयोगी नियम
generalised continuum hypothesis,सामान्यीकृत सातत्य गृहीतक
generalised convex function,सामान्यीकृत उतरत्या फंक्शन
generalised coordinates,सामान्यीकृत समन्वय
generalised eigen value problem,सामान्यीकृत इजेन मूल्य समस्या
general convergence theorem,सामान्य अभिसरण प्रमेय
general equation,सामान्य समीकरण
general factor,सर्वसमावेशक घटक
general form,"सामान्य, व्यापक"
general formula,सामान्य सूत्र
general game,विस्तृत खेळ
general inference,सामान्य अंदाज
general integral,सर्वसमावेशक अविभाज्य
generalization,सामान्यीकरण
generalised associative law,सामान्यीकृत सहयोगी नियम
generalised continuum hypothesis,सामान्यीकृत सातत्य गृहीतक
generalised convex function,सामान्यीकृत उतरत्या फंक्शन
generalised coordinates,सामान्यीकृत समन्वय
generalised eigen value problem,सामान्यीकृत इजेन मूल्य समस्या
generic name,"कुळाचे नाव, वर्गाचे नाव, जातीचे नाव"
genus of surface,पृष्ठ क्रमांक
geodesic,"पर्यायी, जिओडेसिक"
geometrical,भौमितिक
geometrical construction,भौमितिक डिझाइन
geometrical mean,भौमितिक सरासरी
geometrical multiplicity,भौमितिक गुणाकार
geometrical probability,भौमितिक संभाव्यता
geometrical progression,भौमितिक प्रगती
geometrical series,भौमितिक मालिका
geometrical shape,भौमितिक आकृती
geometrico arithmetic series,भौमितिक अंकगणित मालिका
geometry,"भूमिती, भूमिती"
global maximum,सार्वत्रिक कमाल
global property,सार्वत्रिक किमान मालमत्ता
global minimum,सार्वत्रिक किमान
global optimum,सार्वत्रिक इष्टतम
global property,सार्वत्रिक मालमत्ता
global saddle point,सार्वत्रिक प्रवेश बिंदू
goodness of fit,गुळगुळीतपणा
grade correlation,रँक सहसंबंध
graded data,वर्गीकृत डेटा
gradient,"उतार, ग्रेडियंट"
gradient density,उतार घनता
gradient of line,ओळ उतार
gradient of velocity,वेग ग्रेडियंट
gradient vector,उतार वेक्टर
gradient velocity,उतार वेग
grading,"ग्रेडिंग, ग्रेडिंग, ग्रेडिंग, लेव्हल बॅलन्सिंग"
grading analysis,ग्रेडिंग विश्लेषण
gram,हरभरा
Gram determinant,ग्राम भाजक
Gram - Schmidt orthogonalization process,ग्राम-श्मिटची एकत्रित प्रक्रिया
grand mean,महान अर्थ
grand total,सर्वयोग
graph,"आलेख, आलेख, आलेख"
graphic,ग्राफिक
graphical,"ग्राफिक, आलेख"
graphical computation,ग्राफिकल गणना
graphical construction,"ग्राफिक डिझाइन, ग्राफिक डिझाइन"
graphical integration,ग्राफिकल एकत्रीकरण
graphical interpolation,ग्राफिकल समाविष्ट करणे
graphical method,ग्राफिक पद्धत
graphical representation,"ग्राफिकल प्रतिनिधित्व, ग्राफिकल प्रतिनिधित्व"
graphic expression,"ग्राफिक पाककृती, ग्राफिक"
graph paper,"आलेख कागद, चौरस कागद, आलेख कागद"
gravitation,"गुरुत्वाकर्षण, गुरुत्वाकर्षण"
gravitational accelaration,गुरुत्वाकर्षण प्रवेग
gravitational attraction,"गुरुत्वाकर्षण, गुरुत्वाकर्षण आकर्षण"
gravitational constant,गुरुत्वाकर्षण स्थिरांक
gravitational curvature,गुरुत्वाकर्षण वक्रता
gravitational force,गुरुत्वाकर्षण शक्ती
gravitational pull,गुरुत्वाकर्षण खेचणे
gravity,गुरुत्वाकर्षण
great bear,सप्तर्षी
great circle,मोठे वर्तुळ
great - circle plane,मोठे वर्तुळाचे विमान
great circle route,रुंद वर्तुळ
greatest common measure,सर्वात मोठा घटक
greatest element,शीर्ष घटक
greatest lower bound,सर्वात मोठी खालची सीमा
great number,वस्तुमान संख्या
great triangle,बहुभुज
Gregorian calendar,ग्रेगोरियन कॅलेंडर
Gregorian correction,ग्रेगोरियन आवर्तन
Gregory formula,ग्रेगोरियन सूत्र
Gregory - Newton formula,ग्रेगरी-न्यूटन सूत्र
Gregory series,ग्रेगोरियन श्रेणी
gross,"स्थूल, एकूण (v.) स्थूल (n.)"
gross correlation,स्थूल सहसंबंध
gross error,घोर चूक
gross income,एकूण उत्पन्न
group,"वर्ग, गट, संघटना"
group automorphism,गट स्वीकृती
group axiom,गट स्वयंसिद्ध
group control,गट नियंत्रण
grouped series,गटबद्ध श्रेणी
group of symmetries,सममितीचा संच
group of transformation,रूपांतरण गट
groupoid,क्लस्टर
group theoretical assumption,समूह सिद्धांत कल्पना
group theory,गट सिद्धांत
growth,वाढ
growth formula,वाढ सूत्र
growth rate,वाढीचा दर
g-statistic,g-नमुना
guessed average,अंदाजे सरासरी
half adder,अर्धा जोडणारा
half open interval,अर्ध-बंद मध्यांतर
half space,अर्धी लोकसंख्या
Hamilton Cayley Theorem,हॅमिल्टन केली प्रमेय
Hamiltonian operator,हॅमिलटोनी ऑपरेटर
Hamilton's quaternion algebra,हॅमिल्टनचा चौपट
harmonic,"harmonic, harmonic, harmonic, harmonic"
harmonic envelope,हार्मोनिक कव्हर
harmonic mean,हार्मोनिक मीन
harmonic progression,हार्मोनिक प्रगती
harmonics,"परस्पर विश्लेषण, गुणवत्ता"
harmonic series,हार्मोनिक श्रेणी
height,"उंची, उंची, उंची"
hemisphere,"गोलार्ध, गोलार्ध"
hemispherical,गोलार्ध
hemispherical projection,गोलार्ध प्रक्षेपण
heptagon,हेप्टॅगॉन
Hermitian conjugate operator,हर्मिट संयुग्मित ऑपरेटर
Hermitian form,हर्मेटिक लढाई
Hermitian matrix,हर्मेटिक मॅट्रिक्स
Hermitian operator,हर्मेटिक ऑपरेटर
Hermitian product,संन्यासी उत्पादन
Hermitian semigroup,हर्मेटिक गट
Hermitian space,आश्रित लोकसंख्या
Hermitian transformation,हर्मेटिक रूपांतरण
Hess diagram,hess आकृती
Hessian matrix,हेसियन मॅट्रिक्स
Hessian of function,कार्याचे hessian
heterogeneity test,विषमता चाचणी
heterogeneous,"विषम, विषम, विषम"
heterogeneous data,विषम आकृती
heterogeneous population,विषम लोकसंख्या
heuristic,नैसर्गिक
heuristically,नैसर्गिकरित्या
hexagon,षटकोन
hexahedron,षटकोन
hierarchial subdivision,श्रेणीबद्ध उपविभाग
hierarchy,"पदानुक्रम, उच्च परंपरा"
high birth rate,उच्च जन्म दर
high death rate,उच्च मृत्यू दर
higher - age – group,उच्च वयोगटातील
higher order,उच्च क्रम
highest order,सर्वोच्च क्रम
Hilbert cube,हिल्बर्ट घन
Hilbert space,हिल्बर्ट लोकसंख्या
H–invariant,एच-नक्की
historigram,वेळ फ्रेम
hollow cone,पोकळ शंकू
homeomorphism,"समानता, समानता"
homogeneity,"एकजिनसीपणा, एकजिनसीपणा"
homogeneous,"एकसंध, एकसंध, एकसंध, एकसंध, एकसंध, एकसंध"
homogeneous data,एकसंध आकृत्या
homogeneous difference equation,एकसंध विभेदक समीकरण
homomorphism,होमोमॉर्फिझम
horizontal,क्षैतिज
horizontal plane,क्षैतिज विमान
hour,तास
hydrodynamic,हायड्रोडायनॅमिक
hydrodynamics,"hydrodynamics, hydrodynamics, hydrodynamics"
hydromechanics,"हायड्रोमेकॅनिक्स, हायड्रोमेकॅनिक्स"
hydrostatic,हायड्रोस्टॅटिक
hydrostatic balance,उत्साही शिल्लक
hydrostatics,"हायड्रोस्टॅटिक्स, हायड्रोस्टॅटिक्स"
hyperbola,"हायपरबोला, हायपरबोला"
hyperboloid,"हायपरबोला, हायपरबोलॉइड"
hyperboloid of one sheet,मोनोलिथिक हायपरबोला
hyperboloid of revolution,फिरणारा-हायपरबोला
hyperboloid of two sheets,दुहेरी हायपरबोला
hypergeometric distribution,अतिभूमितीय वितरण
hypergeometric series,अतिभूमितीय श्रेणी
hyperplane,"फ्लीस फ्लॅट, सुपर फ्लॅट"
hypersphere,ऑसिलेटर
hyper surface,"ओव्हरपेज, विहंगावलोकन पृष्ठ"
hypotenuse,कान
hypothesis,गृहीतक
ideal basis,आदर्श आधार
ideal fluid,आदर्श द्रव
ideal gas,आदर्श वायू
identical eigen value,अविभाज्य eigen मूल्य
identically equal,पूर्णपणे एकसारखे
Identity,"एकसारखे, एकसारखे, समानता, व्यक्तिमत्व"
identity element,संबंधित घटक
identity function,ओळख कार्य
identity  homomorphism,समान समरूपता
identity map,समान नकाशा
identity mapping,एकसारखे मॅपिंग
identity matrix,समान मॅट्रिक्स
identity of a group,गट अॅनालॉग
identity of a ring,रिंगचे अॅनालॉग
identity operator,समान ऑपरेटर
identity period,ओळख कालावधी
identity permutation,ओळख क्रमपरिवर्तन
identity relation,समान संबंध
identity transformation,समान रूपांतरणे
if and only if,जर आणि फक्त तर
if - then' computer,&#39;जर-तर&#39; कंपाइलर
ill condition,गैरप्रकार
ill-conditioned equation,चुकीचे समीकरण
ill-conditioned matrix,चुकीचे मॅट्रिक्स
ill-conditioned polynomial,maladaptive बहुपदी
ill-conditioned system,विकृत शरीर
illogical,तर्कहीन
illustrate,उदाहरण द्या
illustration,"उदाहरण, चित्र, चित्र, चित्रण"
image of a set,सेटचे प्रतिबिंब
image of a subset,उपसंचाचे प्रतिबिंब
image of point,बिंदू प्रतिबिंब
image set,प्रतिमा संच
Imaginary,"कल्पित, काल्पनिक, कल्पित"
imaginary angle,गृहित कोन
imaginary circle,कल्पित वर्तुळ
imaginary circular points,गृहित गोलाकार बिंदू
imaginary coefficient,काल्पनिक गुणांक
imaginary coordinate,गृहीत समन्वय
imaginary homothetic,गृहीत स्थिती
imaginary intersection,छेदनबिंदू गृहीत धरले
imaginary line,काल्पनिक ओळ
imaginary number,विषम संख्या
imaginary point,काल्पनिक मुद्दा
imaginary root,मूळ गृहीत
imaginary rotation,गृहित रोटेशन
imaginary unit,नियुक्त युनिट्स
imbedding,"एम्बेड करणे, एम्बेड करणे"
impedance matrix,प्रतिबाधा मॅट्रिक्स
implicit,अस्पष्ट
implicit function,अस्पष्ट कार्य
implicit integration formula,अस्पष्ट एकीकरण सूत्र
improbable,असामान्य
improper,"विचित्र, अयोग्य"
improper division,अयोग्य विभागणी
improper double integral (= infinite double integral),अनंत दुहेरी अविभाज्य
improper factor,विषम घटक
improper fraction,विषम अंश
improper maximum,अवास्तव सर्वोच्च
improper minimum,अवास्तव सर्वात कमी
improper rotation,कंपाऊंड रोटेशन
improvement matrix,सुधारणा मॅट्रिक्स
impulse,आवेग
impulsive force,आवेगपूर्ण शक्ती
impulsive pressure,आवेगपूर्ण दबाव
impulsive tension,आवेगपूर्ण ताण
impulsive wrench,आवेगपूर्ण पाना
imputed cost,आकारलेली किंमत
inadequacy,अपुरेपणा
incident wave,घटना लहर
inclination of a vector,वेक्टर ग्रेडियंट
inclination of orbit,वर्ग तापमान
incline,"आती, नाती"
inclined,"कललेला, कललेला, वाकलेला"
inclined plane,कलते विमान
included,"अंतर्गत, समाविष्ट"
inclusion,"समाविष्ट करणे, समाविष्ट करणे, समाविष्ट करणे, समाविष्ट करणे, समाविष्ट करणे"
incomplete gamma function,अपूर्ण गामा कार्य
inconsistency,विसंगती
inconsistent,"विसंगत, विरोधी"
inconsistent statistic,विसंगत नमुने
inconsistent system,विसंगत शरीर
incorrect,"अशुद्ध, चुकीचे"
incorrect decision,चुकीचा निर्णय
increase,वाढ
increasing function,वाढते कार्य
increment,वाढ
indefinite,अनिश्चित
indefinite form,अनिश्चित फॉर्म
indefinite integral,अनिश्चित अविभाज्य
indefinite matrix,अनिश्चित मॅट्रिक्स
indefinite quadratic form,अनिश्चित द्विधातु एकसमानता
independence,स्वातंत्र्य
