Tamil,Hindi
சான்றிதழ்,प्रमाणपत्र
உடற்பயிற்சி சான்றிதழ்,"स्वस्थता प्रमाणपत्र, दुरस्ती प्रमाणपत्र"
இடுகையிடும் சான்றிதழ்,डाक प्रमाणपत्र
சேவை சான்றிதழ்,सेवा प्रमाणपत्र
சான்றிதழ்,"प्रमाणन, प्रमाणीकरण"
சான்று பெற்ற நகல்,प्रमाणित प्रति
சான்றளிக்கவும்,प्रमाणित करना
செஸ்,उपकर
இடைநிறுத்தம்,"समाप्‍ति, प्रविरति"
சங்கிலி,"जंज़ीर, जरीब, श्रृंखला, कड़ी"
தலைவர்/தலைவர்,"अध्यक्ष, सभापति"
சல்லன்,चालान
சவால்,"चुनौती, आक्षेप"
அறை,"चेम्बर, कक्ष, सदन"
சேம்பர் ஆஃப் காமர்ஸ்,वाणिज्य मंडल
மாற்றம்,"परिवर्तन, बदलाव, बदलना"
குழப்பம்,अव्यवस्था
அத்தியாயம்,"अध्याय, शाखा, चैप्टर"
எழுத்து படுகொலை,चरित्र हनन
எழுத்து சான்றிதழ்,चरित्र प्रमाणपत्र
கட்டணம்,"कार्य-भार, प्रभारख़र्च, आरोप"
சொத்து மீது கட்டணம்,संपत्‍ति पर प्रभार
குற்றவியல் தாள்,आरोप पत्र
தொண்டு,"धर्मार्थ, ख़ैराती, पूर्त"
தொண்டு,"पूर्तकाय;दान, खैरात, उदारता"
விளக்கப்படம்,"चार्ट, संचित्र"
சார்ட்டர்,"भाड़े पर लेना, चार्टर"
சேஸிஸ் எண்,"चैसिस नंबर, चैसिस संख्या"
மோசடி,"छल, छल करना"
காசோலை,"पड़ताल, जांच, रोक, मिलान करना"
சரிபார்ப்பு பட்டியல்,जांच सूची
சோதனை இடுகை,"जांच चौकी, जांच नाका"
வேதியியலாளர்,"रसायनज्ञ, कैमिस्ट, दवा-विक्रता, औषध व्यवसायी"
காசோலை,चैक
சரிபார்க்கவும்,चैक पत्रक
தலைவர்,"प्रमुख, मुख्य"
குழந்தைகள் கல்வி கொடுப்பனவு,संतान शिक्षा भत्ता
குழந்தை சுரண்டல்,बाल शोषण
குழந்தை தொழிலாளி,बाल श्रम;बाल मज़दूर
குழந்தை நலன்,बाल कल्याण
நாள்பட்ட,"जीर्ण, पुराना;चिरकालिक"
காலவரிசைப்படி (= காலவரிசை வரிசை),कालक्रम
வட்டம்,"परिमंडल, सर्कल, हलक़ा"
சுற்று வீடு,सर्किट हाउस
வட்ட (= வட்ட கடிதம்),परिपत्र
சுழற்சி,परिचालन
சூழ்நிலை,परिस्थिति
சூழ்நிலை ஆதாரம்,पारिस्थितिक साक्ष्य
மேற்கோள்,"उद्‌धरण, कथन, प्रशस्ति"
குடியுரிமை,नागरिकता
நகர ஈடுசெய்யும் கொடுப்பனவு,नगर प्रतिकर भत्‍ता
குடிமை வசதிகள்,नागरिक सुविधाएं
Gool,"सिविल, नागरिक, दीवानी, असैनिक"
சிவில் குறியீடு,"सिविल संहिता, नागरिक संहिता"
நல்ல பாதுகாப்பு,नागरिक सुरक्षा
சிவில் பட்டியல்,सिविल सूची
சிவில் திருமணம்,"अदालती विवाह, सिविल विवाह"
சிவில் நடைமுறை குறியீடு,सिविल प्रक्रिया संहिता
சிவில் சேவை,सिविल सेवा
சிவில் வழக்கு,"सिविल वाद, दीवानी मुकदमा"
சிவில் சப்ளைஸ்,नागरिक पूर्ति
உள்நாட்டுப் போர்,गृह युद्‌ध
உரிமைகோரல்,"दावा, दावा करना"
உரிமைகோருபவர்,दावेदार
கோரிக்கை படிவம்,दावा फ़ार्म
பணத்தைத் திரும்பப் பெறுவதற்கான உரிமைகோரல்,धन-वापसी का दावा
தெளிவுபடுத்தல்,स्पष्‍टीकरण
வர்க்கம்,"वर्ग, दर्जा, कक्षा, श्रेणी"
வகைப்படுத்தப்பட்ட விளம்பரம்,वर्गीकृत विज्ञापन
வகைப்படுத்தப்பட்ட ஆவணங்கள்,"वर्गीकृत प्रलेख, गुप्‍त दस्तावेज"
வகைப்படுத்தப்பட்ட தகவல்,"वर्गीकृत सूचना, गुप्‍त सूचना"
வகைப்படுத்தவும்,वर्गीकरण करना
கிளாசிஸ்,"वर्गवार, श्रेणीवार"
உட்கூறு,खंड
அனுமதி,"निर्बाधता, निकासी, अनापत्‍ति, समाशोधन"
தெளிவான காலியிடம்,स्पष्‍ट रिक्‍ति
எழுத்தர்,"लिपिकीय, लेखन संबंधी"
எழுத்தர் கேடர்,लिपिक संवर्ग
எழுத்தர் பிழை,"लेखन त्रुटि, लिखाई की भूल"
எழுத்தர் ஊழியர்கள்,लिपिक वर्ग
எழுத்தர் வேலை,लिपिकीय कार्य
வாடிக்கையாளர்,"ग्राहक, सेवार्थी"
ஆடை அறை,"क्लोक रूम, अमानती सामानघर"
ஆண்டின் இறுதி,वर्ष की समाप्‍ति
முடிவிருப்பு,अंत शेष
கடைசி நாள்,अंतिम तिथि
மூடல்,"समापन, समाप्‍ति"
துப்பு,"सूत्र, संकेत"
CO ('இணைத் தலைவர்' போல),सह
சக குற்றவாளி,सह-अभियुक्‍त
பயிற்சி,अनुशिक्षण
கூட்டணி அரசு,गठबंधन सरकार
குறியீடு,"संहिता, कूट, कोड"
குறியீட்டு எண்,कूट संख्या
நடத்தை விதிமுறை,आचार संहिता
குறியீடு சொல்,कूट शब्द
குறியீட்டு முறை,कूट लेखन
வற்புறுத்தல்,"ज़ोर-जबरदस्ती, प्रपीड़न"
சகவாழ்வு,सह-अस्तित्व
அறியக்கூடிய,संज्ञेय
அறியக்கூடிய குற்றம்,संज्ञेय अपराध
அறிவாற்றல்,"संज्ञान, ध्यान"
தற்செயல் நிகழ்வு,संयोग
இணைந்து,सहयोग
இணை பாதுகாப்பு,संपार्श्‍विक प्रतिभूति
சகா,सहकर्मी;सहयोगी
கூட்டு,"सामूहिक, समूह"
கூட்டு பொறுப்பு,सामूहिक उत्‍तरदायित्व
சேகரிப்பு,"कलक्टरी, समाहर्तालय, समाहरणालय"
கூட்டு,दुरभिसंधि
காலனி,"बस्ती, कॉलोनी, उपनिवेश"
வண்ண குருட்டுத்தன்மை,वर्णांधता
நெடுவரிசை,"स्तंभ, ख़ाना"
சீப்பு செயல்பாடு,"चप्पा-चप्पा खोज, सघन खोज अभियान"
கட்டளை,"कमान, समादेश"
நினைவு,"स्मृति, स्मरणोत्सव"
பாராட்டத்தக்கது,"प्रशंसनीय, सराहनीय"
துவக்க,अनुरूप
வர்ணனை,"व्याख्या, टीका, आंखों देखा हाल"
கருத்துகள்,टिप्पणी
வர்த்தகம்,वाणिज्य
வணிக இடைவெளி,विज्ञापन अंतराल
தரகு,"आयोग, कमीशन, आढ़त"
ஆணையிடுதல்,"प्रवर्तन में लाना, चालू करना"
கமிட்,"वचनबद्‌ध होना, करना, सुपुर्द करना"
அர்ப்பணிப்பு,"वचनबद्‌धता, प्रतिबद्‌धता, सुपुर्दगी"
பொருள்,"वस्तु, पण्य"
பொது,सामान्य
வகுப்புவாத,"सांप्रदायिक, सामुदायिक"
வகுப்புவாத நல்லிணக்கம்,सांप्रदायिक सद्‍भाव
தொடர்பு கொள்ளுங்கள்,"संदेश पहुंचाना, बताना, संचारित करना, बातचीत करना, संपर्क करना"
தொடர்பு,"संचार, संदेश, पत्र व्यवहार, संप्रेषण"
தொடர்பு இடைவெளி,संप्रेषण का अभाव
தொடர்பு,विज्ञप्‍ति
சமூக,"समुदाय, समाज"
சமூக மையம்,सामुदायिक केंद्र
சமூக மேம்பாட்டு திட்டம்,सामुदायिक विकास परियोजना
சமூக சேவை,सामुदायिक सेवा
மாற்றுதல்,"परिवर्तन, संराशीकरण, लघूकरण"
மாற்றப்பட்ட விடுப்பு,परिवर्तित छुट्टी
மாற்றப்பட்ட மதிப்பு,संराशीकृत मूल्य
ஒப்பீடு,"तुलना, मिलान"
இரக்கம்,अनुकंपा
இரக்கமுள்ள தரை,अनुकंपा आधार
இரக்கமுள்ள விடுப்பு,अनुकंपा छुट्‌टी
இணக்கமான,"संगत, अनुकूल"
கட்டாயப்படுத்தவும்,विवश करना
காம்பென்டியம்,सार-संग्रह
இழப்பீடு,"प्रतिपूर्ति, प्रतिकार;मुआवज़ा"
ஈடுசெய்யும் கொடுப்பனவு,प्रतिकर भत्‍ता
ஈடுசெய்யும் விடுப்பு,प्रतिपूरक छुट्टी
திறன்,सक्षमता
திறமையான,सक्षम
தகுதிவாய்ந்த அதிகாரம்,सक्षम प्राधिकारी
போட்டி,प्रतियोगिता
போட்டி தேர்வு,प्रतियोगिता परीक्षा
தொகுப்பு,संकलन
புகார்,"शिकायत, परिवाद"
புகார் புத்தகம்,शिकायत पुस्तिका
பூர்த்தி,पूरक
நிரப்பு,पूरक
முழுமை,"पूर्ण;पूरा करना, समाप्‍त करना"
நிறைவு சான்றிதழ்,समापन प्रमाण-पत्र
இணக்கம்,"अनुपालन, पालन"
சிக்கலானது,जटिल
பாராட்டு,"अभिनंदन, प्रशंसा, सम्मान"
பாராட்டு நகல்,मानार्थ प्रति
இணங்க,अनुपालन करना
கூட்டு கலாச்சாரம்,सामासिक संस्कृति
கலவை,"रचना, संघटन, गठन, प्रशमन"
விரிவான,व्यापक;बृहत्
விரிவான காப்பீடு,व्यापक बीमा
சமரசம்,समझौता;समझौता करना
கட்டாய,अनिवार्य
கட்டாய ஓய்வு,अनिवार्य सेवा-निवृत्‍ति
கணினி,"कंप्यूटर, अभिकलित्र"
கணினி மையம்,"कंप्यूटर केंद्र, अभिकलित्र केंद्र"
கணினி நட்பு,कंप्यूटर अनुकूल
கணினிமயமாக்கல்,कंप्यूटरीकरण
கணினி மொழி,कंप्यूटर भाषा
கணினி கல்வி,कंप्यूटर साक्षरता
கருத்து,संकल्पना
அக்கறை,"समुद्‌यम, सरोकार, चिंता"
சலுகை,रियायत
சலுகை விகிதம்,रियायती दर
சலுகை சான்றிதழ்,रियायत प्रमाणपत्र
சமரசம்,सुलह
இறுதியான குறிப்புகள்,समापन टिप्पणी
முடிவுரை,"निष्कर्ष, समाप्ति"
முடிவானது,"निश्‍चयात्मक, निश्‍चायक"
ஒத்துப்போகிறது,सहमत होना
ஒத்துழைப்பு,सहमति
கண்டனம்,"अनुपयोगी घोषित करना, दंडनीय घोषित करना, निन्दा करना"
நிலை,"शर्त, प्रतिबंध, दशा, स्थिति"
நிபந்தனை,सशर्त
நிபந்தனை ஏற்றுக்கொள்வது,सशर्त स्वीकृति
ஒப்பந்தத்தின் நிபந்தனைகள்,"ठेके की शर्तें, संविदा की शर्तें"
சேவையின் நிபந்தனைகள்,"नौकरी की शर्तें, सेवा शर्तें"
இரங்கல்,"संवेदना, शोक"
மன்னிப்பு,माफ़ करना
நடத்தை,"आचरण, संचालित करना"
விதிகளை நடத்துங்கள்,आचरण नियमावली
மாநாடு,सम्मेलन
மாநாட்டு அறை,सम्मेलन कक्ष
கான்பரன்சிங் வசதி,बहु-संलाप सुविधा
மாநாடு,प्रदान करना
ரகசியமானது,गोपनीय
சிறைவாசம்,"परिरोध, प्रसूति"
உறுதிப்படுத்தவும்,पुष्‍टि करना
உறுதிப்படுத்தல்,"पुष्‍टि, स्थायीकरण"
சேவையின் உறுதிப்படுத்தல்,सेवा का स्थायीकरण
உறுதிப்படுத்தல் ஆணை,स्थायीकरण आदेश
பறிமுதல்,"अधिहरण, ज़ब्ती"
மோதல்,"संघर्ष;विरोध, विरोधिता"
முரண்பட்ட பார்வைகள்,परस्पर विरोधी विचार
ஏற்ப,अनुरूपता
வாழ்த்து,"बधाई, अभिनंदन"
இணைப்பு,"संबंध, संयोजन, कनेक्शन, जोड़ना"
ஒத்துழைப்பு,"मौन सहमति, मौनानुकूलता"
மனசாட்சி,अंत:करण
ஒருமித்த கருத்து,मतैक्य
ஒப்புதல்,सहमति
விளைவு,"परिणाम, फल"
இதன் விளைவாக,"अनुवर्ती, परिणामी"
பாதுகாப்பு,संरक्षण
கருத்தில் கொள்ளுங்கள் மண்டலம்,विचार क्षेत्र
சரக்கு,परेषिती
சரக்கு,परेषण
சரக்கு குறிப்பு,परेषण नोट
சீரானது,"एकरूप, संगत"
ஒருங்கிணைந்த நிதி,"संचित निधि, समेकित निधि"
ஒருங்கிணைந்த ஊதியம்,समेकित वेतन
ஒருங்கிணைந்த அறிக்கை,समेकित विवरण
ஒருங்கிணைப்பு,"चकबंदी, समेकन, सुदृढ़ीकरण"
பகட்டான,"सुस्पष्‍ट, सहज दृश्य, ध्यानाकर्षी"
சதி,षड्यंत्र
மாறிலி,स्थिर;नियत;सतत
தொகுதி,निर्वाचन क्षेत्र
தொகுதி,संघटक
அரசியலமைப்பு,"संघटन, गठन, संविधान"
கட்டுப்பாடு,मजबूरी
கட்டுமானம்,"निर्माण, रचना"
ஆலோசகர்,परामर्शदाता
ஆலோசனை,परामर्श
ஆலோசனைக் குழு,परामर्शदात्री समिति
நுகர்வு உருப்படி,उपभोग्य वस्तु
நுகர்வு,उपभोग करना;खपाना
நுகர்வோரின் பொருட்கள்,उपभोक्‍ता वस्तुएँ
நுகர்வோர் மன்றம்/கவுன்சில்,उपभोक्ता मंच परिषद्
நுகர்வோர் நோக்குநிலை,उपभोक्ता अभिमुखीकरण
நுகர்வு,"उपभोग, खपत"
தொடர்பு,संपर्क
தொடர்பு திட்டம்,संपर्क कार्यक्रम
தொற்று நோய்,सांसर्गिक रोग
கட்டுப்படுத்தவும்,"समाविष्‍ट करना, रोकना"
சிந்தியுங்கள்,"ध्यानपूर्वक विचार करना, अनुध्यान करना"
சமகால,"समसामयिक, समकालीन"
நீதிமன்ற அவமதிப்பு,न्यायालय की अवमानना
சர்ச்சை,"विवाद, दावा, प्रतिविरोध"
உள்ளடக்கங்கள்,"विषय सूची, अंतर्वस्तु, अंश"
போட்டி,"विवाद, प्रतियोगिता, लड़ना"
சூழல்,"प्रसंग, संदर्भ"
தற்செயல்கள்,आकस्मिक व्यय
தற்செயல்,"संभाव्य स्थिति, आकस्मिकता, प्रासंगिकता"
தற்செயல் கொடுப்பனவு,आकस्मिकता भत्‍ता
தற்செயல் நிதி,आकस्मिकता निधि
தற்செயல் மானியம்,प्रांसगिक अनुदान
தற்செயல் திட்டம்,आपात-निर्वाह योजना
தொடர்ச்சியான கட்டணங்கள்,"आकस्मिक प्रभार, फुटकर ख़र्च"
தொடர்ச்சியான நியமனம்,सतत नियुक्‍ति
தொடர்ச்சியான வளர்ச்சி,सतत विकास
தொடர்ச்சியான செயல்முறை,सतत प्रक्रिया
தொடர்ச்சியான சேவை,सतत सेवा
தடை,विनिषिद्‌ध
ஒப்பந்த,"ठेका, संविदा"
ஒப்பந்த பத்திரம்,संविदा विलेख
வேலைவாய்ப்பு ஒப்பந்தம்,नियोजन संविदा
ஒப்பந்த காலம்,"संविदा की अवधि, ठेके की अवधि"
ஒப்பந்த ஆவணம்,"ठेका प्रलेख, संविदा प्रलेख"
ஒப்பந்த பொறுப்பு,संविदागत देयता
ஒப்பந்த சேவை,संविदा सेवा
முரண்பாடு,"खंडन, परस्पर-विरोध"
முரண்பாடான அறிக்கை,विरोधात्मक कथन
மாறாக,"प्रतिकूल, विपरीत"
முரண்பாடு,उल्लंघन
பங்களிப்பு,"योगदान, अंशदान, चंदा"
பங்களிப்பு ஓய்வூதிய திட்டம்,अंशदायी पेन्शन योजना
பங்களிப்பு வருங்கால வைப்பு நிதி,अंशदायी भविष्य निधि
கட்டுப்பாடு,नियंत्रण
கட்டுப்பாட்டு அதிகாரி,नियंत्रण अधिकारी
சர்ச்சைக்குரிய,विवादास्पद
சர்ச்சைக்குரிய விஷயம்,विवादास्पद मामला
சர்ச்சை,विवाद
வசதி,सुविधा
மாநாடு,"परिपाटी, रूढि, समागम"
வழக்கமான,"रूढ़, रूढिगत"
உரையாடல்,"अवगत, परिचित"
மாற்றவும்,"परिवर्तित करना, संपरिवर्तित"
மாற்றப்பட்ட விடுப்பு,संपरिवर्तित छुट्टी
அனுப்புதல்,"वाहन, सवारी, हस्तांतरण"
அனுப்பும் கொடுப்பனவு,वाहन भत्‍ता
அனுப்பும் பத்திரம்,हस्तांतरण विलेख
அனுப்பும் செலவுகள்,"वाहन व्यय, सवारी खर्च"
குற்றவாளி,"सिद्‌धदोष, सिद्‌धदोष ठहराना, दोष सिद्‌ध करना"
தண்டனை,"दोषसिद्‌धि, दृढ़विश्‍वास"
மாநாடு,दीक्षांत समारोह
குளிரூட்டும் காலம்,उपशमन अवधि
ஒத்துழைப்பு,"सहयोग, सहकारिता"
கூட்டுறவு,"सहकारी, सहयोगशील"
கூட்டுறவு சமூகம்,सहकारी समिति
இணையாக,सहयोजित करना
ஒத்துழைக்கப்பட்ட உறுப்பினர்,सहयोजित सदस्य
ஒருங்கிணைப்பு,"समन्वय, तालमेल, समन्वयन"
இணை உரிமையாளர்,सहस्वामी
இணை கூட்டாளர்,सहभागीदार
நகலெடு,"प्रतिलिपि, नक़ल, प्रति, कॉपी"
நகலெடுக்கும்,"प्रतिलिपिकरण, प्रतियाँ बनाना"
பதிப்புரிமை,"स्वत्वाधिकार, प्रतिलिप्याधिकार, कॉपीराइट"
நல்ல,सौहार्दपूर्ण
கொரோனர்,मृत्यु समीक्षक
கார்ப்பரேட் உடல்,निगमित निकाय
கார்ப்பரேட் திட்டமிடல்,कंपनी आयोजना
கார்ப்பரேஷன்,निगम
மாநகராட்சி வரி,निगम कर
திருத்தம்,"शुद्‌धि, शोधन, सुधार"
சரியான நடவடிக்கைகள் (= திருத்தங்கள்),सुधारक उपाय
கடித தொடர்பு,"पत्राचार, पत्रव्यवहार"
கடித பாடநெறி,पत्राचार पाठ्यक्रम
கடிதப் பகுதி,पत्राचार भाग
நிருபர்,संवाददाता
தொடர்புடைய,"तदनुरूप, तदनुसार, तत्समान"
கோரிஜெண்டம்,शुद्‌धि-पत्र;भूल सुधार
உறுதிப்படுத்துதல்,संपुष्‍टि करना
உறுதிப்படுத்தல்,संपुष्‍टि
சிதைந்த கோப்பு,"भ्रष्‍ट, भ्रष्‍ट करना"
ஊழல்,भ्रष्‍टाचार
ஊழல் பயிற்சி,भ्रष्‍ट आचरण
காஸ்மோபாலிட்டன் நகரம்,विश्‍वनगर
செலவு,लागत
செலவு கணக்காளர்,लागत लेखाकार
செலவு பகுப்பாய்வு,लागत विश्‍लेषण
செலவு உச்சவரம்பு,लागत सीमा
செலவு செயல்திறன்,"लागत की किफायत, लागत प्रभाविता"
வாழ்க்கை செலவு,निर्वाह व्यय
செலவு மீறப்பட்டது,लागत अतिक्रमण
குடிசை தொழில்,कुटीर उद्‌योग
சபை,परिषद्
அமைச்சர்கள் சபை,"मंत्री परिषद्, मंत्रिपरिषद्"
மாநில சபை,राज्य सभा
ஆலோசனை,"काउंसेल, परामर्श देना, मंत्रणा देना"
ஆலோசனை,"परामर्श, परामर्श सेवा, उपबोधन"
கவுண்டர்,"काउंटर, पटल, प्रति, जवाबी, गणित्र"
எதிர் நடவடிக்கை,जवाबी कार्रवाई
எதிர் வாக்குமூலம்,"प्रति-शपथपत्र, जवाबी हलफ़नामा"
எதிர் கட்டணம்,प्रत्यारोप
எதிர் உரிமைகோரல்,प्रतिदावा
கள்ள நாணயம்,"जाली मुद्रा, जाली करेंसी"
கள்ளநோட்டுதல்,"जालसाजी, कूटकरण"
கள்ளநூல்,"प्रतिपर्ण, अधपन्ना"
எதிர் சலுகை,प्रतिप्रस्ताव
கவுண்டர்ன்,प्रतिहस्ताक्षर करना
சதி,"बलात् राजपरिवर्तन, तख्ता-पलट"
கூப்பன்,कूपन
கூரியர்,"वार्ताहर, कूरियर"
கூரியர் சேவை,कूरियर सेवा
பாடநெறி,"मार्ग, दिशा, क्रम, प्रक्रिया, पाठ्यक्रम"
படிப்பு படிப்புகள்,पाठ़्यक्रम
நீதிமன்ற வழக்கு,"अदालती मामला, न्यायालयी प्रकरण"
மரியாதை,"सौजन्य, शिष्‍टाचार"
சிறிய காரணங்களின் நீதிமன்றம்,लघुवाद न्यायालय
உடன்படிக்கை,प्रसंविदा
கவர்,"आवरण, लिफ़ाफ़ा, संरक्षण"
பாதுகாப்பு,"व्याप्ति, संरक्षण, समावेशन, कवरेज"
முகப்பு அல்லது அறிமுக கடிதம்,सहपत्र
மெமோவை உள்ளடக்கியது,"सहज्ञापन, सहमेमो"
குறிப்பு,सह टिप्पणी
செயலிழப்பு திட்டம்,द्रुत कार्यक्रम
கிரீமி லேயர்,नवोन्नत वर्ग
உருவாக்கம்,"सर्जन, रचना, निर्माण"
படைப்பு,सर्जनात्मक
படைப்பாற்றல்,"सर्जनशीलता, सर्जनात्मकता"
கிரெச்,"शिशु सदन, बालवाड़ी"
நற்சான்றிதழ்கள் குழு,प्रत्ययपत्र समिति
நம்பகத்தன்மை,"विश्‍वसनीयता, साख"
கடன்,"ऋण, उधार, साख, जमा"
நம்பத்தகுந்த,"प्रशंसनीय, सराहनीय"
கடன் ஆலோசனை,जमा संज्ञापन
கடன் மற்றும் சிக்கன சமூகம்,बचत और उधार समिति
கடன் அட்டை,क्रेडिट कार्ड
கடன் வசதிகள்,"उधार सुविधाएं, ऋण सुविधाएं"
கடன் நுழைவு,जमा प्रविष्‍टि
கடன் குறிப்பு,जमा पत्र
கடன் வழங்குபவர்,"लेनदार, ऋणदाता"
தகனம்,दाह संस्कार
தகனம் மைதானம்,"श्‍मशान भूमि, शवदाहगृह"
குழு,कर्मीदल
குற்றம்,अपराध
நம்பிக்கையின் குற்றவியல் மீறல்,आपराधिक विश्‍वास भंग
குற்றவியல் நீதிமன்றம்,"दंड न्यायालय, फ़ौजदारी अदालत"
குற்றவியல் அலட்சியம்,"आपराधिक उपेक्षा, घोर उपेक्षा"
குற்றவியல் குற்றம்,"दंडनीय अपराध, दांडिक अपराध"
குற்றவியல் நடைமுறை குறியீடு,दंड प्रक्रिया संहिता
நெருக்கடி,संकट
நெருக்கடி மேலாண்மை,संकट प्रबंधन
அளவுகோல்,"मानदंड, कसौटी"
திறனாய்வு,आलोचना
குறுக்கு,"क्रॉस लगाना;काट देना, संकर"
குறுக்கு இனம்,संकर नस्ल
குறுக்கு சோதனை,दुतरफ़ा पड़ताल
குறுக்கு காசோலை,"क्रॉस चैक, रेखित चैक"
குறுக்கு விசாரணை,प्रतिपरीक्षा;जिरह
குறுக்கு குறிப்பு,परस्पर संदर्भ
குறுக்கு வாக்களிப்பு,पक्षांतर मतदान
முக்கியமான தேதி,निर्णायक तिथि
கச்சா,"कच्चा;अपरिष्कृत, अशोधित, अशिष्‍ट"
குற்றவாளி கொலை,आपराधिक मानव वध
குற்றவாளி,"अपराधी, दोषी, अभियुक्‍त"
சாகுபடி,"खेती, कृषि, संवर्धन"
கலாச்சார பரிமாற்ற திட்டம்,सांस्कृतिक विनिमय कार्यक्रम
ஒட்டுமொத்த,संचयी
நாணய,"मुद्रा, करेंसी"
நாணய மாற்று,मुद्रा विनिमय
நாணய குறிப்பு,करेंसी नोट
நடப்பு,"चालू, प्रचलित, वर्तमान"
நடப்பு கணக்கு,चालू खाता
தற்போதைய கடமைகள்,वर्तमान कर्तव्यभार
நடப்பு அமர்வு,"चालू सत्र, चालू अधिवेशन"
கல்வி மற்றும் தொழில்பற்றிய சிறுதொகுப்பு,जीवनवृत्‍त
குறைத்தல்,कम करना
பாதுகாவலர்,अभिरक्षक
காவல்,"अभिरक्षा, हिरासत"
வழக்கம்,"रूढ़ि, प्रथा"
வழக்கம்,सीमा शुल्क
வழக்கம்,"रूढिगत, प्रथागत"
வழக்கமான நடைமுறை,प्रथागत प्रक्रिया
சுங்க வரி,सीमा शुल्क
வாடிக்கையாளர்,"ग्राहक, गाहक"
வாடிக்கையாளர் நட்பு,ग्राहक हितैषी
தனிப்பயன் தேர்வு,सीमा-शुल्क जाँच
வெட்டு,कम करना
வெட்டு இயக்கம்,कटौती-प्रस्ताव
இறுதி நாள்,विभेदक तिथि
மிதிவண்டி,चक्र
தினசரி,दैनिक
தினசரி கொடுப்பனவு,दैनिक भत्‍ता
தினசரி நாட்குறிப்பு,"दैनिक डायरी, दैनिकी, दैनंदिनी, रोजनामचा"
தினசரி பதிவு,दैनिक रजिस्टर
தினசரி அறிக்கை,दैनिक रिपोर्ट
தினசரி வழக்கமான,"दैनिक कार्य, रोज़ का काम"
தினசரி ஊதியங்கள்,"दैनिक मज़दूरी, दिहाड़ी"
டக் ஸ்டேஜ்,डाक स्तर
டக் ட்ரே,डाक ट्रे
சேதம்,"क्षति, हानि, नुकसान"
சேதங்கள்,"नुक़सानी, हर्जाना"
ஆபத்தானது,खतरनाक
தைரியம்,"साहसी, साहसिक, निर्भीक"
தகவல்கள்,"आधार सामग्री;आंकड़े, डाटा"
தரவு வங்கி,आकंडा बैंक
தரவுத் தளம்,आंकड़ा संचय
தரவு சேகரிப்பு,"आंकड़ा संग्रहण, आधार-सामग्री संग्रहण"
தரவு உணவு,आंकडा भरण
தகவல் செயல்முறை,आंकड़ा संसाधन
தேதி,"दिनांक, तारीख़, तिथि"
வந்த தேதி,"आगमन तिथि, आने की तारीख़"
பிறந்த தேதி,जन्म तिथि
புறப்பட்ட தேதி,"प्रस्थान तारीख, जाने की तारीख़"
வெளியேற்றும் தேதி,"कार्यमुक्‍ति तारीख, छुट्टी की तारीख"
முதிர்ச்சியின் தேதி,परिपक्वता तारीख
ரசீது தேதி,"प्राप्ति तारीख, प्राप्ति तिथि"
நாள் முத்திரை,"तारीख़ मोहर, दिनांकन"
நாள் அறிஞர்,अनावासी छात्र
பகல் நேரப்பணி,दिन की पारी
அருளின் நாட்கள்,रियायती दिन
அன்றாட வேலை,"दैनंदिन कार्य, रोजमर्रा का काम"
இறந்த கணக்கு,निष्क्रिय खाता
காலக்கெடுவை,समय सीमा
முட்டுக்கட்டை,गतिरोध
இறந்த பங்கு பதிவு,जड़ स्टॉक रजिस्टर
இறந்த எடை,कुल भार
ஒப்பந்தம்,"सौदा, व्यवहार करना"
உதவியாளரைக் கையாளுதல்,संबंधित सहायक
கையாளுதல்,"व्यवहार, लेनदेन"
மரண ஆண்டுவிழா,पुण्यतिथि
அன்புள்ள கொடுப்பனவு,महंगाई भत्‍ता
மரண நன்மை,मृत्यु हितलाभ
இறப்பு-கம்-ஓய்வூதிய கிராச்சுட்டி,मृत्यु-सह-निवृत्‍ति उपदान
சேவையில் மரணம்,सेवा के दौरान मृत्यु
Deauthorizatioin,प्राधिकार निरसन
டெபார்,"रोकना, विवर्जित करना"
பற்று,"नामे, नामे डालना"
பற்று ஆலோசனை,नामे संज्ञापन
கடன்,ऋण
கடன் மேலாண்மை,ऋण प्रबंधन
கடனாளி,"ऋणी, देनदार"
இறந்தவர்,"मृत, मृतक, दिवंगत"
ஒழுக்கம்,शिष्‍टता
பரவலாக்கம்,विकेंद्रीकरण
தீர்மானிக்கும் காரணி,निर्णायक कारक
முடிவு,"निर्णय, फैसला;विनिश्‍चय"
முடிவெடுக்கும்,निर्णयन
முடிவெடுக்கும் செயல்முறை,निर्णयन प्रक्रिया
அறிவிப்பு,घोषणा
வருமான அறிவிப்பு,आय की घोषणा
அறிவிக்கப்பட்ட மதிப்பு,घोषित मूल्य
சத்தியப்பிரமாணத்தை அறிவிக்கவும்,"सशपथ घोषित करना, शपथपूर्वक घोषणा करना"
டிகோட்,कूट वाचन
Decontrol,"विनियंत्रण, नियंत्रण हटाना"
அலங்கார,शिष्‍टता;शालीनता;मर्यादा
குறைவு,"घटत, कमी"
ஆணை,"डिगरी, डिक्री"
அர்ப்பணிப்பு,समर्पण
விலக்கு,कटौती-योग्य
கழித்தல்,"कटौती, घटाव"
மூலத்தில் கழித்தல்,स्रोत पर कटौती
சம்பளத்திலிருந்து விலக்கு,वेतन से कटौती
பத்திரம்,विलेख
அடமானத்தின் பத்திரம்,बंधक विलेख
