Telugu,Odiya
చెనోపోడియం,ଚେନୋପୋଡିୟମ୍
చెర్రీ టమొూటా,ଚେରି ଟମାଟୋ |
చెర్రీ,ଚେରି
"చిక్పా, గ్రామ్","ଛେନା, ଗ୍ରାମ |"
మిరపకాయలు,ଚିଲିସ
చైనా టర్పెంటైన్ చెట్టు,ଚୀନ୍ ଟର୍ପେଣ୍ଟାଇନ୍ ଗଛ |
చౌ చౌ,ଚୋ-ଚାଉ
క్రిసాన్తిమం,ChrysSanthemumum
"చుఫా, ఎర్త్ బాదం","ଚୁଫା, ପୃଥିବୀ ବାଦାମ |"
సికోరీ,ସୋହୋରୀ
దాల్చిన చెక్క,ଚିନାବାଦାମ |
సిట్రాన్,ଆରଟନ୍ |
సిట్రోనెల్లా గడ్డి,ସାଇଟ୍ରନେଲିଲା ଘାସ |
క్లైంబింగ్ జాస్మిన్,ଜସ୍ମିନ୍ ଚ cl େ |
లవంగం,ଲବଙ୍ଗ
క్లస్టర్ బీన్,କ୍ଲଷ୍ଟର ବିନ୍ |
కోకో,କୋକୋ
కొబ్బరి,ନଡ଼ିଆ |
కాఫీ,କଫି
కోలియస్,କୋଲସ
కోలోకాసియా,କୋଲୋସିସିଆ
"కోలోసిన్త్, చేదు ఆపిల్","ଉପନିବେଶ, ତିକ୍ତ ଆପଲ୍ |"
సాధారణ పర్స్లేన్,ସାଧାରଣ ପର୍ସଲେନ |
కొత్తిమీర,ଧନିଆ
పత్తి,କପା
కౌపీయా,ଗା cow ାସ
క్యూబ్బ్,କ୍ୟୁବ୍
దోసకాయ,କାକୁଡି
కుకుర్బిట్స్,କ୍ୟୁକୁଭର୍ଟସ୍ |
జీలకర్ర,ଜିର୍ତିକ |
కరివేపాకు ఆకు,ତରକାରୀ ପତ୍ର |
సీతాఫలం,କଷ୍ଟାର୍ଡ ​​ଆପଲ୍ |
క్యాప్సూల్ బోరర్,କ୍ୟାପସୁଲ୍ ବୋରର୍ |
గొంగళి పురుగు,କ୍ୟାଟପିଲର୍
సిట్రస్ సైలా,ସାଇଟ୍ରସ୍ ସିଲେଲା |
క్రికెట్,କ୍ରିକେଟ୍
కాకి,କାଉ
కట్ పురుగు,କଟା ପୋକ
పాల,ଦୁଗ୍ଧ
పాల,ଦୁର୍ଗର
ఆనకట్ట,ବନ୍ଧ
రోజు-తటస్థ,ଦିନ-ନିରପେକ୍ଷ |
పుష్పించే రోజుల తరువాత,ଫୁଲର ଦିନ ପରେ |
పూర్తి బ్లూమ్ తర్వాత రోజులు,ପୂର୍ଣ୍ଣ ଫୁଲ ପରେ ଦିନ |
డెబ్లోసింగ్,Deblossome
డీకాల్సిఫికేషన్,ହ୍ରାସ
డికాంట్,କ୍ଷୟ
క్షయం,କ୍ଷୟ
ఆకురాల్చే,ନିର୍ଣ୍ଣୟ
దశాంశం,ଦଶମିକ
లోపం,ଅଭାବ |
మట్టి,ଡିଫ୍ଲୋକେସନ୍ (ମାଟି)
డెఫ్లోరేషన్,ପରିଶୋଧନ
డీఫోలియేషన్,ଗଭୀରତା
అటవీ నిర్మూలన,ଜଙ୍ଗଲ |
క్షీణత,ଅବଶ୍ୟ ନିରନ୍ତର
క్షీణత,ଭିକେସନ୍
డిగ్రీ రోజులు,ଡିଗ୍ରୀ ଦିନ
డిగ్రీ,ଡିଗ୍ରୀ
డీహిస్సెన్స్,ଡିଫିସେନ୍ସ |
డెహల్లింగ్,ଦେହୁଙ୍ଗିଂ
డెహస్కింగ్,ଦେହକ୍କକ୍ କରିବା
నిర్జలీకరణం,ଡିହାଇଡିଂ
డీహైడ్రేటర్,ଘୋଡେନକର୍
డిమాండ్,ଚାହିଦା
డీనాటరేషన్,ନିନ୍ଦା
తిరస్కరణ,ନିନ୍ଦା
డిపాజిట్,ଜମା
నిక్షేపణ,ଚିହ୍ନ
తరుగుదల డీసాలినైజేషన్,ଅବନତି କରାଲିନାଇଜେସନ୍ |
డీసికేషన్,ମାନସ
రూపకల్పన,ଡିଜାଇନ୍
డెస్సికేటర్,ଡେସିକର୍ତ୍ତା
డెస్టొనింగ్,ଆକ୍ରମଣ
డెస్కరింగ్,ନିଷ୍କ୍ରିୟ |
డెసినాప్సిస్,Desynapp ଗୁଡିକ
డిటాసెల్,ଡିଟସେଲ |
డిటాసెలింగ్,ଡିଟସେସିଂ |
నిర్ణయాధికారి,ନିର୍ଣ୍ଣୟ
విలువ తగ్గింపు,ମୂଲ୍ୟ ହ୍ରାସ
డివెగెటేషన్,ବିଘ୍ନନା
విచలనం,ବ୍ୟତିକ୍ରମ
డైడ్,Digd
రోగ నిర్ధారణ,ନିରାକରଣ
డైకోగామి,ଡିକୋଗାମି |
డైకోటోమి,ଡିକଟୋଟୋମି |
విత్తనం,ଡିକୋଟିଡିନ୍ (ବିହନ)
డై బ్యాక్ (వ్యాధి),ବ୍ୟାକ୍ ବ୍ୟାକ୍ (ରୋଗ)
విస్తరణ,ପରିଭାଷାନ
డైజెస్టిబిలిటీ,ହଜମ୍ବତି |
డైహైబ్రిడ్,ଡିହାଇବଏଡ୍
ఒక రకానికి చెందిన వ్యక్తి,ଡିକି (DYKE)
పలుచన,ମିଶ୍ରିତ
డైయోసియస్,ଡାଇଓକାରୀ
డిప్లాయిడ్,ଡିପ୍ଲାଇଡ୍
డిప్లాయిడ్,ଡିପ୍ଲାଇଡ୍
డిప్లొనెమా,ଡିପ୍ଲୋନେମା
విడదీయడం,ଅଦୃଶ୍ୟତା
డిస్కింగ్,ଡିସ୍କ
డిస్కౌంట్,ରିହାତି
క్రిమిసంహారక,ଅସଂଗୁକ୍ଷା
చెదరగొట్టడం,ବିଚ୍ଛେଦ
వ్యాప్తి,ବିସ୍ତାର
వైవిధ్యీకరణ,ବିବିଧତା
వైవిధ్యభరితమైన వ్యవసాయం,ବିବିଧ ଚାଷ
DNA నిచ్చెన,DNA ସିଡ଼ି |
DNA రిసెప్టర్,DNA RESPTOTER |
డాకేజ్,ଡୋଗେଜ
ఆధిపత్యం,ପ୍ରାଧାନ୍ୟ
నిద్రాణస్థితి,Gormancy
మోతాదు,ମାତ୍ରା
డబుల్ సిగ్మోయిడ్ కర్వ్,ଡବଲ୍ ସିଗମାଇଡ୍ ବକ୍ର |
ముసాయిదా (ముసాయిదా),ଡ୍ରାଫ୍ଟ (ଡ୍ରାଫ୍ଟ)
హరించడం,ନାଳି
పారుదల,ଜଳ ନିଷ୍କାସନ
డ్రా,ଡ୍ର
డ్రించింగ్,ଶୁଖିବା
డ్రెస్సింగ్ (విత్తనం),ପୋଷାକ (ବିହନ)
డ్రిల్ (ఎన్.),ଡ୍ରିଲ୍ (n।)
డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్),ଡ୍ରିଲିଂ (ଏଜେ। Engg)
వ్యవసాయ శాస్త్రం,ଡ୍ରିଲିଂ (ଆଗ୍ରୋନ୍ରୋଣ)
బిందు సేద్యం,ଜଳସେଚନ
డ్రైలాండ్ వ్యవసాయం,ଡ୍ରାଏଲାଣ୍ଡ ଫାର୍ମିଂ |
దుమ్ము,ଧୂଳି
డస్టర్,ଡଷ୍ଟର୍
దుమ్ము,ଧୂଳି
మరగుజ్జు,ବଧୂ |
మరగుజ్జు పిరమిడ్,ବଧୂ ପିରାମିଡ୍ |
మరగుజ్జు,ବଧୂ |
డైసీ,Daissy
తేదీలు,ତାରିଖ
రోజు జాస్మిన్,ଦିନ ଜସ୍ମିନ୍ |
మెంతులు,ଡିଲ୍
దిననాథ్ గడ్డి,ଦିନନାଥ ଘାସ |
డాడర్,ଚାଳକ
"డూబ్ గడ్డి, బెర్ముడా గడ్డి","ଡୋବ ଘାସ, ବରମୁଣ୍ଡା ଘାସ |"
డ్రూస్,ଡଣ୍ଠି
పొడి అల్లం,ଶୁଖିଲା ଅଦା
బీటిల్‌ను డీఫోలైట్ చేస్తుంది,ଡିଫୋଲିଂ ପୋକ
డ్రోన్,ଡ୍ରୋନ୍
బాతు,ବତକ
ఎకాలజీ,ପରିବେଶ
ఎకోనొమెట్రిక్స్,ଇକୋନୋମଟ୍ରିକ୍ସ |
ఆర్థిక సామర్థ్యం,ଅର୍ଥନ aff ତିକ ଦକ୍ଷତା |
ఎకోటైప్,ଇକୋଟେପ୍ |
ఎక్టోట్రోఫిక్,Ectorrophic
ఎడాఫిక్,ଏଡଫାଲିକ୍ |
ఎడాఫాలజీ,ଏଡିବାଫୋଲୋଜି
అంచు,Eding
తినదగిన భాగం,ସମ୍ପୁର୍ଣ୍ଣ ଅଂଶ
డిమాండ్ యొక్క స్థితిస్థాపకత,ଚାହିଦା ଚାହିଦା |
ఉత్పత్తి యొక్క స్థితిస్థాపకత,ଉତ୍ପାଦନର ଇଲଷ୍ଟିକ୍ |
విద్యుద్విశ్లేషణ,ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍
ఎలెక్ట్రోఫోరేసిస్,ଇଲେକ୍ଟ୍ରୋଫୋରସସ୍
ఎలివియేషన్,ବିଲିୟନଟେସନ୍
ఎమాస్క్యులేటర్,ଇମାସକୋଲେଟର |
ఎంబాంకింగ్,ଜବରଦଖଲ
పిండం,ଭ୍ରୁଣ
పిండశాస్త్రం,ଭ୍ରୁଣବିଶ୍ୱାସ
ఆవిర్భావం,ଉଦତର |
ఎమల్సిఫైయర్,ଏମୁଲେସିଫାୟର୍ |
ఎండోజెనస్,ଇବଗେନୋଜ
ఎండోమిటోసిస్,ଏଣ୍ଡୋରିଟୋସିସ୍ |
ఎండోపరాసైట్,ଏଣ୍ଡୋ ପଯାତ୍ରାଟ୍ |
ఎండోస్పెర్మ్,ଏଣ୍ଡୋରମ୍
ఎంటర్ప్రైజ్,ଉଦ୍ୟମ୍
కీటకాలజీ,ପ୍ରବେଶ
పర్యావరణం,ପରିବେଶ
ఎంజైమ్,ଏନଜାଇମ୍
ఎపికోటిల్ అంటుకట్టుట,ଏପିକୋଟିସ୍ ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |
ఎపిఫైట్,EpipheeTee
ఈక్విటీ,ଇକ୍ୱିଟି |
నిర్మూలన,ବିଲାତି
అవసరమైన పోషకాలు,ଅତ୍ୟାବଶ୍ୟକ ପୁଷ୍ଟିକର |
అంచనా,ଆକଳନ
ఎటిలేషన్,ଇଥିଓପିଏମ |
యూజెనిక్,ଇଉଜେନିକ୍
మూల్యాంకనం,ମୂଲ୍ୟାଙ୍କନ
ఆవిరిపోటు,Evaporimer
ఇవాపో-ట్రాన్స్పిరేషన్,ବାଷ୍ପ-ଟ୍ରାନ୍ସପେରେସନ୍ |
ఎవర్‌గ్రీన్ విప్లవం,ଚିର ସବୁଜ ବିପ୍ଳବ |
సతత హరిత,ଚିର ସବୁଜ |
పరిణామం,ବିବର୍ତ୍ତନ
ఎక్సైజ్,ଏକ୍ସ
అలసట,ନିଷ୍କାସନ (ପ୍ରଜନନ)
దోపిడీ,ଶୋଷଣ
అన్వేషణ,ଅନୁସନ୍ଧାନ
ఎక్స్‌ట్రషన్,ବହିଷ୍କାର
కళ్ళు,ଆଖି (ସାଲେଡେନ୍ / ଆଳୁ)
తినదగిన పైన్,ଖାଇବା ପାଇନ୍
"ఏనుగు పాదం, యమ","ହାତୀ ପାଦ, ୟାମ"
యూకలిప్టస్,ଇଉକ୍ଲିପଟସ୍
వానపాము,ପୃଥିବୀ କୀଟ
కీటక శాస్త్రవేత్త,Entomologist-
పర్యావరణవేత్త,ପରିବେଶଗତବାଦୀ
కారకం,କାରକ
కారకాల ఉత్పాదకత,କାରକ ଉତ୍ପାଦନ
కారకం,ଭାସ୍ଟାଉଣ୍ଡ
కారకమైన బ్లాక్ డిజైన్,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |
ఫ్యాకల్టీ,ଅଧ୍ୟାପକ
ఫాలో,ପତଳା |
కుటుంబం,ପରିବାର
వ్యవసాయ మదింపు,ଫାର୍ମ ମୂଲ୍ୟାଙ୍କନ |
వ్యవసాయ బడ్జెట్,ଫାର୍ମ ବଜେଟ୍
వ్యవసాయ వ్యాపారం,ଚାଷ ବ୍ୟବସାୟ
వ్యవసాయ ప్రణాళిక,ଫାର୍ମ ଯୋଜନା
రైతు,କୃଷକ
వ్యవసాయం,ଚାଷ
ఫాసియేషన్,ବନ୍ଧକ
మలం,ଫେବୃଆଣ୍ଡେସନ୍
కిణ్వ ప్రక్రియ,ମୁଖ
సంతానోత్పత్తి,ପ୍ରଜନନ
ఎరువులు,ସାର
ఎరువుల వినియోగ సామర్థ్యం,ଫର୍ଟିଲାଇଜର ବ୍ୟବହାର ଦକ୍ଷତା ବ୍ୟବହାର କରନ୍ତୁ |
ఫైబరస్,ଫାଇବ୍ରସ୍
ఫీల్డ్,କ୍ଷେତ୍ର
క్షేత్ర సామర్థ్యం,କ୍ଷେତ୍ର ଦକ୍ଷତା
క్షేత్ర ప్రదర్శన,କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ
స్థిరీకరణ,ଫିକ୍ସସନ୍
వరదలు,ବନ୍ୟା ପରିସ୍ଥିତି
ప్రవాహ రేఖ చిత్రం,ପ୍ରବାହ ଚିତ୍ର |
ఆహార విలువ,ଖାଦ୍ୟ ମୂଲ୍ୟ
మేట,ଚାରା (ଖାଇବାକୁ)
అంచనా,ପୂର୍ବାନୁମାନ
అటవీ,ଜଙ୍ଗଲ
అటవీప్రాంతం,ରକ୍ତ ବନ୍ଧୁମାନେ
ఫ్రాండ్,ବରଣ୍ଡ
ఫ్రాస్ట్ రెసిస్టెంట్,ବରଫ ପ୍ରତିରୋଧକ |
ఫ్రాస్ట్,ବରଫ
స్తంభింపచేసిన (పండు & కూరగాయలు),ଫ୍ରିଜ୍ (ଫଳ ଏବଂ ପନିପରିବା)
ఫలితం,ଫଳ
ఫ్రూట్ డ్రాప్,ଫଳ ଡ୍ରପ୍
పండు-సెట్ (పండ్ల అమరిక),ଫଳ-ସେଟ୍ (ଫଳ ସେଟିଂ)
ధూమపానం,ଫ୍ୟାଜିଜ୍
శిలీంద్ర సంహారిణి,ଫଙ୍ଗିସାଇଡ୍ |
శిలీంధ్ర,ଫଙ୍ଗିଷ୍ଟାଟିକ୍ |
ఫంగస్,କବକ
ఫ్యూరో,ଫ୍ରୁ
ఫ్యూజన్,ଫ୍ୟୁଜନ୍ |
ఫజ్,ଫୁଜ୍
మసక,ଅସ୍ପଷ୍ଟ
"ఫెన్నెల్, సోంపు","ଫେନେଲ, ଆଣ୍ଠୁଏ |"
FENUGREEK,FenugRek
అత్తి,ଡିମ୍ବିରି
ఫింగర్ మిల్లెట్,ଆଙ୍ଗୁଠି ମିଲେଟ୍ |
ఫైర్-ఫ్లేమ్ బుష్,ଅଗ୍ନି-ଅଗ୍ନି ବୁଦା
అటవీ జ్వాల,ଜଙ୍ଗଲର ନିଆଁ
ఫ్రెంచ్ బీన్,ଫରାସୀ ବିନ୍
ఫ్లీ,ପୋକ
ఫాక్స్,ଠେକୁଆ
ఫ్రూట్ ఫ్లై,ଫଳ ଉଡ଼ିଠି
పిత్తాశయం,ଗଲ୍ (ହୋର୍ଟ)
గామేట్,ଖେଳ
తోట,ଉଦ୍ୟାନ
గేజ్ (నీరు),ଗେଜ୍ (ପାଣି)
జీన్ బ్యాంక్,ଜିନ୍ ବ୍ୟାଙ୍କ |
జన్యు ట్యాగింగ్,ଜିନ୍ ଟ୍ୟାଗ୍ କରିବା |
జన్యుశాస్త్రం,ବଂଶଧରୋଗ ବିଜ୍ଞାନ
జన్యు పటం,ଜେନେଟିକ୍ ମାନଚିତ୍ର |
జన్యుశాస్త్రం,Gegnetics
జన్యువు,ଜିଦ୍
జెనోమిక్ లైబ్రరీ,ଜେନୋମିକ୍ ଲାଇବ୍ରେରୀ |
జెనోమిక్స్,ଜେନୋମିଟର
జన్యురూపం,ଜେନେଟାଇପ୍
జన్యురూపం,ଜେନେଟାଇପ୍
జాతి,ଜେନସ୍
జాతి,ଜେନସ୍
జెర్మ్,ଜୀବାଣୁ
జెర్మిసైడ్,ଜୀବାଣୁ
అంకురోత్పత్తి,ଅଦମାରଣ
జెర్మ్ప్లాజమ్,Germplasm
గిబ్బెరెల్లిక్ ఆమ్లం,ଗିବବର୍ଗିକ୍ ଏସିଡ୍ |
జిన్నింగ్,ଗିନିଂ
గ్లూమ్,ଲ୍ୟୁମର
గ్లూటినస్,ଗ୍ଲାଉଟିନିୟସ୍ |
గ్లైకోలిసిస్,ଗ୍ଲାଇକୋଲିସିସ୍ |
గ్నిస్,Gneass
గోల్డెన్ రివల్యూషన్,ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ
గ్రేడింగ్,ଗ୍ରେଡିଂ
అంటు వేసిన మొక్క,ଗ୍ରାଫ୍ଟିତ ଉଦ୍ଭିଦ |
అంటుకట్టుట-అపజయం,ଗ୍ରାଫ୍ଟ-ଅସଙ୍ଗତ |
గ్రన్నా,ଗ୍ରାନା |
గ్రాన్యులేషన్,ଗ୍ରାନୁଲେସନ୍
ఆకుపచ్చ ఎరువు,ସବୁଜ ଖତ
హరిత విప్లవం,ସବୁଜ ବିପ୍ଳବ
పెరుగుదల మరియు అభివృద్ధి,ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ |
గుమ్మోసిస్,ଗୁମ୍ବୋସ୍
గైనోడియోసియస్,ନଦୂତର
పిత్తాశయ గింజ,ଗଲ୍ ବାଦାମ |
వెల్లుల్లి,ରସୁଣ |
గెర్బెరా,ଅହବେରା |
గెర్కిన్,ଘର୍ନ୍କିନ୍ |
అల్లం,ଅଦା
గ్లాడియోలస్,ଗୁଗାଓସସ୍ |
మేక కలుపు (అగెరాటమ్),ଛେଳି ତୃଣକ (ଏଗ୍ରାଟମ୍)
ద్రాక్షపండు,ଅଙ୍ଗୁର ଫଳ
ద్రాక్ష,ଅଙ୍ଗୁର
ఆకుపచ్చ గ్రామ్,ସବୁଜ ଗ୍ରାମ
గ్రెవియా,Grewia
వేరుశనగ,ଭୂମିରେ
గువా,ଗୁଆବା
గినియా గడ్డి,ଗିନି ଘାସ
పిత్తాశయ మిడ్జ్,ଗାଲ୍ ମିଜ୍ |
గడ్డి హాప్పర్,ଘାସ ହପର୍ |
గుండీ బగ్,ଗୁଣ୍ଡିନ୍ ବଗ୍ |
అలవాటు,ଅଭ୍ୟାସ
వడగళ్ళు,କୁଆପଥର
హెయిరీ వెచ్,ହେୟାରସିଭେଚ୍ |
హలోఫైట్,ହାଲଫିଟେଟ୍
హారో,ହାରୋ
హార్వెస్ట్ ఇండెక్స్,ଅମଳ ସୂଚକାଙ୍କ |
హార్వెస్ట్,ଅମଳ
హార్వెస్టింగ్,ଅମଳ
హాచ్,ହ୍ୟାଚ୍
హే,ଘାସ
హేలేజ్,ହେଲିଜ୍ |
హేస్టాక్,ହେସ୍ଟକ୍
పొగమంచు,କୁହୁଡି
మబ్బుగా,ଦୁର୍ବଳ
తల (అగ్రో),ମୁଣ୍ଡ (ଆଗ୍ରୋ)
తల (ఛానెల్ యొక్క),ମୁଣ୍ଡ (ଚ୍ୟାନେଲର)
వెనుకకు వెళుతుంది,ହେଡିଙ୍ଗ୍
హెడ్జ్,ହେଜ୍
హెడ్జింగ్,ହେଡିଙ୍ଗ୍
హెలిక్స్,ହେଲିକ୍ସ |
హెమటైట్,ହେମାଟାଇଟ୍
హెర్బ్,B ଷଧ
హెర్బేరియం,ହର୍ବରିୟମ୍ |
హెర్బిసైడ్,B ଷଧୀୟ
వంశపారంపర్యత,ବଂଶାନୁକ୍ରମିକ
మతవిశ్వాశాల,ପରବର୍ତ୍ତୀ ସମୟରେ ଚୟନର ଯୋଗ୍ୟତା |
హెర్మాఫ్రోడైట్,His ହେମାଫ୍ରୋଡାଇଟ୍ |
హెటెరోక్రోమటిక్,ହେଟେରକୋମେଟିକ୍ |
హెటెరోఫెర్టిలైజేషన్,ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |
హెటెరోసిస్,ହେଟେରୋସିସ୍ |
హెటెరోసోమ్,ହେଟେରୋସ୍କୋମ୍
హెటెరోట్రోఫ్,ହେଟେରୋଟ୍ରୋଫ୍ |
హెక్సాప్లాయిడ్,Hexaploid
హైబర్నేట్,ହାଇବରନେଟ୍ |
అధిక సాంద్రతగల నాటడం,ଉଚ୍ଚ ଘନତା ଲଗାଇବା |
కొండ (బియ్యం),ପାହାଡ (ଚାଉଳ)
హిస్టోగ్రాం,ହିଷ୍ଟୋଗ୍ରାମ୍
హిటెక్ హార్టికల్చర్,ହାଇଟେକ୍ ହଳିକତା |
అందులో నివశించే తేనెటీగలు,ଗୁପ୍ତ
హూయింగ్,ହୋଙ୍ଗ
పట్టుకొని,ଧରି ରଖିବା
హోమ్ ఫామ్,ଘର ଫାର୍ମ |
హోమియోస్టాసిస్,ହୋମେଓଷ୍ଟାସାସାସୀ
హోమ్‌స్టెడ్,ହୋମଷ୍ଟେଡ୍ |
సజాతీయత,ସମଲିଙ୍ଗୀତା |
సజాతీయ,ସମଲିଙ୍ଗୀ
హోమోలోగస్,ସମ୍ବାଦ
హోమోజైగోట్,ସୋମବରଗୋଟେଗୋଟ୍ |
హాప్పర్,ହପର୍
హోరిజోన్,ରାଶି
ఉద్యాన పంటలు,ଉଦ୍ୟାନ କୃଷି ଫସଲ |
హార్టికల్చర్,ଉଦ୍ୟାନ କୃଷି
హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్,ହୋର୍ଟି-ସିଲଭି ପେଷ୍ଟୁରାଲ୍ ଚାଷ ​​|
హోస్ట్,ହୋଷ୍ଟ
వేడి నీటి చికిత్స,ଗରମ ପାଣି ଚିକିତ୍ସା |
హల్,ହଲ୍
తేమ,ଆର୍ଦ୍ରତା
హ్యూమస్,ହ୍ୟୁମସ୍
హస్క్,ହସ୍
హస్కర్,ହ୍ୱକର୍
హస్కింగ్,ହସିଂ
హైబ్రిడ్,ହାଇବ୍ରିଡ୍ |
హైబ్రిడైజేషన్,ହାଇବ୍ରିଡାଇଜେସନ୍ |
ఆర్ద్రీకరణ,ହାଇଡ୍ରେସନ୍
హైడ్రాలజీ,ହାଇଡ୍ରୋଲୋଜି
జలవిశ్లేషణ,ହାଇଡ୍ରୋଲାଇସିସ୍
హైడ్రోమీటర్,ହାଇଡ୍ରୋମିଟର |
హైడ్రోఫిలస్,ହାଇଡ୍ରୋଫିଲୋସ୍
హైడ్రోపోనిక్స్,ହାଇଡ୍ରୋପୋନିକ୍ସ |
హైడ్రోస్పియర్,ହାଇଡ୍ରୋସଫେରର୍ |
జలవిద్యుత్,ହାଇଡ୍ରୋସ୍କୋପିଟି |
హైపర్‌పారాసైట్,ହାଇପରପେରାସାଇଟ୍ |
హైపర్‌ప్లాసియా,ହାଇପରପ୍ସିଆ
హైఫా,ହାଇଫା
హైపోకోటైల్,କପଟୋଟଲ୍
పరికల్పన,ଶୁଳୋପାସିସ୍ |
గర్భసంచి,ହିଷ୍ଟେରେସିସ୍ (ଜଳ)
హాజెల్ గింజ,ହାଜେଲ ବାଦାମ
జనపనార,ହେମ୍ପ
హెన్‌బేన్,ହେନବାନ୍ |
హెన్నా,ହେନ୍ନା
మందార,ହାଇବିସ୍କସ୍ |
హాప్,ହପ୍
ఉలవలు,ଘୋଡା ଗ୍ରାମ |
గుర్రం-కంటి-బీన్,ଘୋଡା ଚକ୍ଷୁ-ବିନ୍ |
తేనెటీగ,ମହୁ ମାଛି
హాప్పర్,ହପର୍
హార్టికల్చర్,ହାର୍ଟିସୁରିଷ୍ଟ |
హైడ్రాలజిస్ట్,ଜଳ
సిటు అంటుకట్టుటలో,ପରିସ୍ଥିତି ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ ରେ |
విట్రోలో,ଭିଟ୍ରୋରେ |
వివో లో,ଭିଭୋରେ
విచక్షణారహితం,ଅଜ୍ଞାତ
పురుగు,କୀଟ
పురుగుల తెగులు,କୀଟପତଙ୍ଗ ପୋକ
పురుగు,କୀଟରୀ
పురుగుమందు,କୀଟନାଶକ
పురుగుమందు,କୀଟନାଶକ
ఇన్సోలేషన్,ନିନ୍ଦା
కరగని,ଅପିସ୍ମରଣୀ
నాడులు,ଇନଷ୍ଟାର (କୀଟ)
ఇన్సులేటర్,ଇନସୁଲେଟର |
ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ରୋଗ ପରିଚାଳନା
ఇంటిగ్రేటెడ్ పోషక నిర్వహణ,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ପୁଷ୍ଟିକର ପରିଚାଳନା
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ପେଷ୍ଟ ପରିଚାଳନା
తీవ్రత,ତୀବ୍ରତା
ఇంటెన్సివ్,ତୀବ୍ର
ఇంటర్‌క్రాప్,ଇଣ୍ଟରକ୍ରପ୍
(పరస్పర కల్చే,ଇଣ୍ଟରକେଟିଭେସନ୍ (ଇଣ୍ଟରକଲ୍ଟର)
వడ్డీ,ଆଗ୍ରହ
ఇంటర్నోడ్,ଆଭେଜର |
కణ విభజన,ଇଣ୍ଟରଫାଜ୍ (କକ୍ଷ ବିଭାଗ)
ఇంటర్‌పోలేషన్,ଇଣ୍ଟରପୋଲେସନ୍
ఇంటర్-స్టెరైల్,ଇଣ୍ଟର-ଷ୍ଟେରାଇଲ୍ |
జాబితా,ଭଣ୍ଡାର
విలోమం,ଓଲଟା |
Insucre,ଜଡିତ
అయాన్,ଆୟନ
వికిరణం,ବିକଶିତତା |
నీటిపారుదల,ଜଳସେଚନ
ISO యుగ్మ వికల్పాలు,ISO ସା elles େଲାଲ |
ISO ఉత్పత్తి వక్రత,ISO ଉତ୍ପାଦ ବକ୍ର |
ఐసోబార్,ଆଇସୋ ବାର୍ |
ఐసోగామి,ଆଇସୋଗାମି |
ఐసోలేషన్ దూరం,ବିଚ୍ଛିନ୍ନତା ଦୂରତା |
ఐసోప్లాయిడ్,Isploid
ఐసోక్వాంట్,Isoquat
ఐసోటోప్,ଇସୋଟୋପ୍
ఇండియన్ బిర్చ్,ଭାରତୀୟ ବିରଞ୍ଚ |
ఇండియన్ బ్లూ పైన్,ଭାରତୀୟ ନୀଳ ପାଇନ୍ |
భారతీయ చెర్రీ,ଭାରତୀୟ ଚେରି |
భారతీయ జునిపెర్,ଭାରତୀୟ ଜୁନିପର |
భారతీయ కినో చెట్టు,ଭାରତୀୟ କୋନୋ ଗଛ |
భారతీయ లారల్ చెట్టు,ଇଣ୍ଡିଆନ୍ ଆର୍ଥିକ ଗଛ |
భారతీయ పిచ్చి,ଭାରତୀୟ ମାଡଡରର
ఇండియన్ మాడ్లర్,ଭାରତୀୟ ମାଡଲର |
ఇండియన్ పోడో ఫైలం,ଇଣ୍ଡିଆନ୍ ପୋଡା ଫାଇଲମ୍ |
ఇండిగో,ଇଗିଗୋ |
ఇటాలియన్ మిల్లెట్,ଇଟାଲୀ ମିଲେଟ |
ఐవరీ ట్రీ,ହାତୀ ଦାନ୍ତ
ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ,ଆଇଭି ଗୋଡ / ଛୋଟ ଗୋରୁକ |
బెల్లం,ଜାଗର
జపోనికా రైస్,ଜାପିକା ଚାଉଳ
జాసిద్,ଜାସିଡ୍ |
జవానికా రైస్,ଜାନବାନୀ ଚାଉଳ |
జెల్లింగ్,ଅଳଙ୍କାର
H ుమ్ సాగు,Jhum ଚାଷ
జంపింగ్ జన్యువు,ଜମ୍ପ୍ ଜିନ୍
జంక్ DNA,ଜଙ୍କ ଡିନା |
బాల్య దశ,ନାବାଳକ ଚେଜ୍ |
జాకరంద,ଜାକରଣ୍ଡା |
