Bengali,Odiya
ফ্লেচে,ଫ୍ଲେଚେ
ফ্লেমিশ গার্ডেন ওয়াল বন্ড,ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
চকমকি,ଫ୍ଲିଣ୍ଟ |
চকমকি দেয়াল,ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |
ভাসমান মেঝে,ଭାସମାନ ଚଟାଣ |
ফ্লোকুলেশন,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |
ফ্লোকুলেশন সীমা,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |
ফ্লোকুলেশন অনুপাত,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |
ফ্লোকুলস,ଫ୍ଲୋକ୍ୟୁଲ୍ସ |
মেঝে,ଚଟାଣ
মেঝে সিল,ଚଟାଣ ସିଲ୍ |
প্রবাহ,ପ୍ରବାହ
ওঠানামা,ଅସ୍ଥିରତା |
ফুটিং,ଫୁଟିଂ
ফাউন্ডেশন,ଫାଉଣ୍ଡେସନ୍
ফ্রি ফল ব্যারো টপিং মিক্সার,ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |
ফ্রি ফল মিক্সার (ড্রাম টাইপ),ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର)
বিনামূল্যে পাথর,ମାଗଣା ପଥର |
ফ্রেশেট,ଫ୍ରେଶେଟ୍ |
ঘর্ষণ গাদা,ଘର୍ଷଣ ଗଦା |
ব্যাঙ,ବେଙ୍ଗ
গ্যাবল,ଗେବୁଲ୍ |
গ্যাবলেট,ଗାବଲେଟ୍ |
গ্যাম্বেলের ছাদ,ଗାମ୍ବ୍ରେଲ୍ ଛାତ |
গেজ,ଗେଜ୍
পরিমাপক বিভাগ,ଗଗିଂ ବିଭାଗ |
গেজিং স্টেশন,ଗଗିଂ ଷ୍ଟେସନ୍ |
সাধারণ অবস্থান পরিকল্পনা,ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |
সাধারণ বায়ুচলাচল,ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |
G দিগন্ত বা gley দিগন্ত,ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |
হিমবাহ পর্যন্ত,ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ
জিনিস,ଗ୍ନିସ୍ |
গুডস ইয়ার্ড,ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ
গ্রেডিয়েন্ট প্রতিরোধ,ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |
গ্রানাইট,ଗ୍ରାନାଇଟ୍ |
দানাদার গঠন,ଗ୍ରାନୁଲାର୍ ଗଠନ |
দানাদার,ଗ୍ରାନୁଲେସନ୍ |
কণিকা,ଗ୍ରାନୁଲ୍ |
মহাকর্ষীয় জল মুক্ত জল,ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |
গ্র্যাভিটেশনাল ইয়ার্ড,ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |
মহান মাটি গ্রুপ,ମହାନ ମାଟି ଗୋଷ୍ଠୀ |
গ্রিলেজ ফাউন্ডেশন,ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |
স্থল হাত ছাঁচনির্মাণ,ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
দলবদ্ধ ডক,ଗ୍ରୁପ୍ ଡକ୍ |
গ্রুপ হাউজিং,ଗୋଷ୍ଠୀ ଗୃହ
অতিথি কক্ষ,ଅତିଥି ଗୃହ
নর্দমা,ଗୁଟର୍ |
নর্দমা বহনকারী,ଗୁଟର ଧାରକ |
গটার চেক,ଗୁଟର ଯାଞ୍ଚ |
হাতুড়ি ড্রেসিং,ହାମର ଡ୍ରେସିଂ |
হারবার,ହାରବର୍
আশ্রয়ের পোতাশ্রয়,ଆଶ୍ରୟସ୍ଥଳ
শক্ত প্যান,ହାର୍ଡ ପ୍ୟାନ |
হেডার,ହେଡର୍
হেডার বন্ড,ହେଡର୍ ବଣ୍ଡ୍ |
হেডার কোর্স,ହେଡର୍ ପାଠ୍ୟକ୍ରମ
হেড গেটের গঠন,ହେଡ୍ ଗେଟ୍ ଗଠନ |
খালের প্রধান,କେନାଲର ମୁଖ୍ୟ |
হেড রেগুলেটর,ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
হেরিং হাড়ের বন্ধন,ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |
হার্টিং,ହୃଦୟ
ভিজানোর তাপ,ଓଦା ଗରମ |
উচ্চ অ্যালুমিনা সিমেন্ট,ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |
নিতম্ব,ହିପ୍
হিপ ক্যাপিং,ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |
নিতম্বের শেষ,ହିପ୍ ଶେଷ
ঘোমটা,ହୁଡ୍ |
হুড ছাঁচনির্মাণ,ହୁଡ୍ ମୋଲିଡିଂ |
হুকের আইন,ହୁକର ନିୟମ |
হুপ লোহা,ଲୁହା ହୁପ୍ |
দিগন্ত,ରାଶି
আর্দ্রতা,ଆର୍ଦ୍ରତା
"আর্দ্রতা, পরম","ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |"
"আর্দ্রতা, আপেক্ষিক","ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |"
হাম্প ইয়ার্ড,ହମ୍ପ୍ ୟାର୍ଡ |
জলবাহী চাপ,ହାଇଡ୍ରୋଲିକ୍ ଚାପ |
হাইড্রেশন,ହାଇଡ୍ରେସନ୍ |
হাইড্রোলাইসিস,ହାଇଡ୍ରୋଲାଇସିସ୍ |
হাইড্রোলাইটিক অ্যাসিডিটি,ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |
হাইড্রোমরফিক মাটি,ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |
হাইড্রোফিলিক কলয়েড,ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |
হাইড্রোফোবিক কলয়েড,ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |
হাইড্রোস্ট্যাটিক চাপ অনুপাত,ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |
হাইগ্রোস্ক্যাপটিক সহগ,ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
হাইগ্রোস্কোপিক আর্দ্রতা,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
হাইড্রোস্কোপিসিটি,ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |
হাইগ্রোস্কোপিক আর্দ্রতা,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
হাইপারবারিক চেম্বার,ହାଇପରବାରିକ୍ ଚାମ୍ବର |
হাইপারস্ট্যাটিক ফ্রেম,ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |
হাইপসোমিটার,ହାଇପୋସୋମିଟର |
আলোকসজ্জা,ଆଲୋକ
ইমবিবেশন আর্দ্রতা,ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |
অপরিণত মাটি,ଅପରିପକ୍ୱ ମାଟି |
জব্দ ডক,ପ୍ରଭାବିତ ଡକ୍ |
ভূমি রাজস্ব বৃদ্ধি,ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି
স্বাধীন ভারা,ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |
নিমজ্জিত,ପ୍ରେରିତ |
প্রাথমিক prestress,ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ
প্রাথমিক উত্তেজনা,ପ୍ରାରମ୍ଭିକ ଟେନସନ |
অভ্যন্তরীণ জলপথ বন্দর,ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |
অন্তরক বোর্ড,ଇନସୁଲେଟିଂ ବୋର୍ଡ |
মধ্যবর্তী বন্দর,ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |
অভ্যন্তরীণ ঘর্ষণ,ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |
ইন্ট্রাজোনাল মাটি,ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |
অয়ন,ଆଇନ୍
আয়ন বিনিময়,ଆଇନ୍ ବିନିମୟ |
লোহার প্যান,ଲୁହା ପ୍ୟାନ |
সেচ সম্পন্ন ভূমি,ଜଳସେଚିତ ଜମି |
সেচ,ଜଳସେଚନ
সেচ সেস,ଜଳସେଚନ ବନ୍ଦ
জাম্ব,ଜାମ୍
জগল,ଜୋଗଲ୍ |
জগল পিন,ଜୋଗଲ୍ ପିନ୍ |
জুল,ଜୁଲେ |
জাম্পার,ଜମ୍ପର୍ |
কিলোগ্রাম,କିଲୋଗ୍ରାମ |
কিলোগ্রাম বল,କିଲୋଗ୍ରାମ ଫୋର୍ସ |
কিলোগ্রাম ফোর্স মিটার,କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |
কিলোওয়াট ঘন্টা,କିଲୋୱାଟ ଘଣ୍ଟା |
রাজা বন্ধ,ରାଜା ବନ୍ଦ
রান্নাঘর,ରୋଷେଇ ଘର |
জরিযুক্ত কলাম,ସ୍ତମ୍ଭ
ল্যাগিং,ଲଗିଂ
ল্যামেলা মূল,ଲାମେଲା ମୂଳ |
লেমিনার প্রবাহ,ଲାମିନାର୍ ପ୍ରବାହ |
বাতির গর্ত,ଦୀପ ଗର୍ତ୍ତ |
ভূ - বিস্তৃতি,ଜମି ଅଧିଗ୍ରହଣ
ল্যান্ড স্লাইডিং,ଭୂମି ସ୍ଲାଇଡିଂ |
ল্যাটেরাইট,ଲାଟେରାଇଟ୍ |
ল্যাটেরাইট মাটি,ଲାଟେରାଇଟ୍ ମାଟି |
বড় সংখ্যার আইন,ବହୁ ସଂଖ୍ୟକ ନିୟମ |
বিন্যাস পরিকল্পনা,ଲେଆଉଟ୍ ଯୋଜନା |
খাতা,ଲେଜର
চুন প্যান,ଚୂନ ପ୍ୟାନ |
লিন্টেল,ଲିନଟେଲ୍ |
তরল সীমা,ତରଳ ସୀମା |
লাইভ লোড,ଲାଇଭ୍ ଲୋଡ୍ |
দোআঁশ,ଲୋମ୍ |
স্থানীয় নিষ্কাশন বায়ুচলাচল,ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |
লোকো ইয়ার্ড,ଲୋକୋ ଅଗଣା |
লস,ଲୋସ୍ |
নিম্ন প্লাস্টিকের সীমা,ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
কম তাপ সিমেন্ট,କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |
মেশিন ছাঁচনির্মাণ,ମେସିନ୍ ମୋଲିଡିଂ |
ম্যাক্রোস্ট্রাকচার,ମାକ୍ରୋଷ୍ଟ୍ରକଚର |
প্রধান প্রধান নিয়ন্ত্রক,ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
প্রধান বন্দর,ମୁଖ୍ୟ ବନ୍ଦର
বায়ু আপ করা,ମେକ୍ଅପ୍ ବାୟୁ |
মানসার্ড,ମାନସାର୍ଡ |
মার্শালিং ইয়ার্ড,ମାର୍ଶାଘାଇ ଅଗଣା |
রাজমিস্ত্রির কাজ,ମାନସ
পরিপক্ক তাপমাত্রা,ପରିପକ୍ୱ ତାପମାତ୍ରା |
মধ্যবর্তী তলা মেঝে,ମେଜଜାନାଇନ୍ ଚଟାଣ |
যান্ত্রিক বিশ্লেষণ,ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |
যান্ত্রিক বায়ুচলাচল,ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |
মেট্রিক সিস্টেম,ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |
মাইক্রোস্ট্রাকচার,ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |
মিলি সমতুল্য,ମିଲି ସମାନ |
মিলি প্রতি লিটার সমতুল্য,ଲିଟର ପିଛା ମିଲି ସମାନ |
খনিজ,ମିନେରାଲ୍ |
খনিজ মাটি,ଖଣିଜ ମାଟି |
ছোট বন্দর,ଛୋଟ ବନ୍ଦର
Mitred বন্ধ,ମିତ୍ରେଡ୍ ବନ୍ଦ |
মোবাইল সয়েল কলয়েড,ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |
আর্দ্রতা কন্টেন্ট,ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |
আর্দ্রতা গ্রেডিয়েন্ট,ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |
মনোলিথ,ମୋନୋଲିଥ୍ |
মনোরেল,ମୋନୋରାଇଲ୍ |
জাতীয় হারবার কাউন্সিল,ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |
প্রাকৃতিক বিছানা,ପ୍ରାକୃତିକ ଶଯ୍ୟା |
প্রাকৃতিক ফিনিস,ପ୍ରାକୃତିକ ସମାପ୍ତି |
প্রাকৃতিক পোতাশ্রয়,ପ୍ରାକୃତିକ ବନ୍ଦର
প্রাকৃতিক বায়ুচলাচল,ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |
নৌ বন্দর,ନାଭାଲ୍ ବନ୍ଦର
নিউটন,ନ୍ୟୁଟନ୍ |
অ অভিন্ন প্রবাহ,ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |
জলের হার দখল করে,ଜଳ ହାର ଦଖଲ କରେ |
তেলে আকা,ତେଲ ରଙ୍ଗ |
তেল কূপ সিমেন্ট,ତେଲ କୂଅ ସିମେଣ୍ଟ |
খোলা চ্যানেল প্রবাহ,ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |
সর্বোত্তম আর্দ্রতা,ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |
জৈব মাটি,ଜ Organ ବିକ ମାଟି |
ওরিয়েন্টেশন,ଓରିଏଣ୍ଟେସନ୍
অর্থোগোনাল,Orthogonal
অর্টস্টেইন,ଅର୍ଟଷ୍ଟାଇନ୍ |
বাইরের সংকেত,ବାହ୍ୟ ସଙ୍କେତ
জারণ,ଅକ୍ସିଡେସନ୍ |
প্যান্ট্রি,ପାନ୍ଟ୍ରି |
প্যারাপেট,ପାରାପେଟ୍ |
প্রাচীর প্রাচীর,ପାରାପେଟ୍ କାନ୍ଥ |
পিতামাতার উপাদান,ପିତାମାତା ସାମଗ୍ରୀ |
নুড়ি ঢালাই প্লাস্টার,ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |
পেডালফার,ପେଡାଲଫର୍ |
পেডোকাল,ପେଡୋକାଲ୍ |
পেডোজেনেসিস,ପେଡୋଜେନେସିସ୍ |
পেডোলজি,ପେଡୋଲୋଜି |
পেডোস্ফিয়ার,ପେଡୋସଫିସର୍ |
পেনেট্রোমিটার,ପେନେଟ୍ରୋମିଟର |
পেন্ট ছাদ,ପେଣ୍ଟ ଛାତ |
পেপটাইজিং এজেন্ট,ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |
বিশ্লেষণের সময়কাল,ବିଶ୍ଳେଷଣର ସମୟ |
পারপেন্ড,Perpend
শোষণ,ପର୍ସପର୍ସନ୍ |
পিয়ার,ପିଆର୍ |
পিলাস্টার,ପାଇଲଷ୍ଟର |
পিচ,ପିଚ୍
গল্পটা ছাদ,ଛାତ ଛାତ
সাধারণ কংক্রিট,ସାଧା କଂକ୍ରିଟ୍ |
সমতল কোণ,ବିମାନ କୋଣ
সমতল গজ,ସମତଳ ପ୍ରାଙ୍ଗଣ
প্ল্যানসোল,ପ୍ଲାନସୋଲ୍ |
প্লাস্টিকের সামঞ্জস্য,ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |
প্লাস্টিসিটি,ପ୍ଲାଷ୍ଟିକ୍ |
প্লাস্টিসিটি সূচক,ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |
প্লাস্টিসিটি সীমা,ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
প্লাস্টিসিটি পরিসীমা,ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |
প্লাটি গঠন,ପ୍ଲାଟି ଗଠନ |
প্লিন্থ,ପ୍ଲିଣ୍ଟ୍ |
লাঙ্গলের মাটি,ହଳ ମାଟି
বরই পাথর,ଘିଅ ପଥର |
পডজোল,ପୋଡଜୋଲ୍ |
ইশারা,ସୂଚାଉଛି |
বহুভুজ প্রাচীর,ବହୁମୁଖୀ କାନ୍ଥ |
ছিদ্র স্থান,ଖୋଲା ସ୍ଥାନ |
বন্দর,ବନ୍ଦର
ইতিবাচক বায়ুচলাচল,ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |
প্রাইরি মাটি,ପ୍ରିରି ମାଟି |
যথার্থতা,ସଠିକତା
প্রাথমিক কণা,ପ୍ରାଥମିକ କଣିକା |
প্রিজম্যাটিক কাঠামো,ପ୍ରିଜାମେଟିକ୍ ଗଠନ |
উৎপাদনশীল কাজ,ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |
প্রকল্পের ন্যায্যতা,ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |
প্রতিরক্ষামূলক কাজ,ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |
সিউডো-মাইসেলিয়াম,ସିଉଡୋ-ମାଇସେଲିୟମ୍ |
পুডল,ପୁଡଲ୍ |
পাগিং,ପଗ୍ କରିବା |
পিউমিস,ପୁମିସ୍ |
পাঞ্চিয়ন,ପୁଞ୍ଚେନ୍ |
পুতুল,ପପୁଟ୍
পুটলগ,ପୁଟଲଗ୍ |
পুটলগ ভারা,ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |
পরিমাণ পরিমাপক,ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |
খনির রস,କ୍ୱାରି ସପ୍ |
কোয়ে,କ୍ୱେ
রানী বন্ধ,ରାଣୀ ବନ୍ଦ
কুইন,କୁଇନ୍ |
ভেলা ফাউন্ডেশন,ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |
রাকার,ରାକର୍ |
রেকিং,Raking
রেকিং বন্ড,ବନ୍ଧନ
ঝলকানি raking,ଫ୍ଲାସ୍ କରିବା
দ্রুত পরিবর্তনশীল প্রবাহ,ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |
পুনরুদ্ধারযোগ্য পেমেন্ট,ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |
লাল পৃথিবী,ଲାଲ ପୃଥିବୀ |
লাল দোআঁশ,ଲାଲ୍ ଲୋମ୍ |
রেগুলেটর,ନିୟାମକ
রেগুর বা কালো তুলা মাটি,ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |
পরিশোধের চুক্তি,ପରିଶୋଧ ଚୁକ୍ତି
অবশিষ্ট সংকোচন,ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |
অবশিষ্ট মাটি,ଅବଶିଷ୍ଟ ମାଟି |
প্রকাশ করা,ପ୍ରକାଶ କରନ୍ତୁ |
পিন প্রকাশ করুন,ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |
টাই প্রকাশ,ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |
রিজ,ରିଜ୍
রিজ ক্যাপিং,ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |
নদী,ନଦୀ
রোড স্টেড,ରାସ୍ତା ସ୍ଥିର
রুক্ষ প্লাস্টার,କଠିନ ପ୍ଲାଷ୍ଟର |
ধ্বংসস্তুপ,ଅଳିଆ |
ধ্বংসস্তূপ রাজমিস্ত্রি,ଅଳିଆ ଆବର୍ଜନା |
ধ্বংসস্তূপ দেয়াল,ଅଳିଆ ଆବର୍ଜନା |
চলমান পরিমাপ,ଚାଲୁଥିବା ପରିମାପ |
নিরাপদ ভারবহন ক্ষমতা,ନିରାପଦ ବହନ କ୍ଷମତା |
লবণ গ্লেজ,ଲୁଣ ଗ୍ଲେଜ୍ |
সাধারন মাপ,ନମୁନା ଆକାର
নমুনা বিতরণ,ନମୁନା ବଣ୍ଟନ
নমুনা ত্রুটি,ନମୁନା ତ୍ରୁଟି |
বালি,ବାଲି
বালি ফিনিস,ବାଲି ଶେଷ
বালি হাত ছাঁচনির্মাণ,ବାଲି ହାତ ତିଆରି
স্যান্ডিং,ବାଲିଯାତ୍ରା |
স্যাচুরেটেড মাটি,ପରିପୂର୍ଣ୍ଣ ମାଟି
স্যাচুরেটেড মাটির পেস্ট,ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |
স্যাচুরেশন নির্যাস,ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |
স্যাচুরেশন শতাংশ,ସାଚୁଚରେସନ୍ ଶତକଡା
সসার গম্বুজ,ସସ୍ ଗମ୍ବୁଜ |
ভারা,ସ୍କାଫୋଲ୍ଡ |
শিস্ট,ସ୍କିଷ୍ଟ୍ |
সমুদ্র বন্দর,ସମୁଦ୍ର ବନ୍ଦର
গোপন নর্দমা,ଗୁପ୍ତ ଗୁଟର୍ |
দ্বিতীয়,ଦ୍ୱିତୀୟ |
অবক্ষেপণ বিশ্লেষণ,ଅବତରଣ ବିଶ୍ଳେଷଣ |
আধা-কৃত্রিম বন্দর,ସେମି-କୃତ୍ରିମ ବନ୍ଦର |
আধা জোয়ার ডক,ସେମି ଜୁଆର ଡକ୍ |
বার্ধক্য,ସେନିଲ୍ |
শেল,ଶେଲ୍
চাদরের স্তূপ,ସିଟ୍ ଗଦା |
সংকোচন সীমা,ସଙ୍କୋଚନ ସୀମା |
শাটারিং,ବନ୍ଦ
সিয়ালিটিক মাটি,ସିଆଲିଟିକ୍ ମାଟି |
সিয়েরোজেম,ସିରୋଜେମ୍ |
সিল,ସିଲ୍ |
পলি,ସିଲ୍ଟ |
একক ফ্লেমিশ রক্ত,ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |
একক দানাদার কাঠামো,ଏକକ ଶସ୍ୟ ଗଠନ |
কঙ্কালের মাটি,କଙ୍କାଳ ମାଟି |
স্কার্টিং,ସ୍କର୍ଟିଂ
ঘুমের প্রাচীর,ଶୋଇବା କାନ୍ଥ |
পাশের নর্দমা,ସାଇଡ୍ ଗୁଟର୍ |
পিছলানো পদ্দতি,ସ୍ଲାଇଡ୍ ନିୟମ |
স্লিপ ডক,ସ୍ଲିପ୍ ଡକ୍ |
স্মোনিজা,ସ୍ମୋନିଜା |
ভিজানো,ଭିଜିବା |
মৃত্তিকা সমিতি,ମୃତ୍ତିକା ସଙ୍ଗଠନ |
মাটির শ্রেণী,ମୃତ୍ତିକା ଶ୍ରେଣୀ
মাটি জটিল,ମୃତ୍ତିକା ଜଟିଳ |
মাটির সামঞ্জস্য,ମୃତ୍ତିକାର ସ୍ଥିରତା |
মাটির পরিবার,ମୃତ୍ତିକା ପରିବାର |
মাটির ফ্রেমের কাজ,ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |
মাটির আদ্রতা,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |
মাটির আর্দ্রতা বৃদ্ধি,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |
মাটির আর্দ্রতার ঘাটতি,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |
মাটির রূপবিদ্যা,ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |
মাটির কণা,ମୃତ୍ତିକା କଣିକା |
মাটির পর্যায়,ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |
মাটি প্রোফাইল,ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |
মাটির প্রতিক্রিয়া,ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |
মাটি আলাদা করে,ମୃତ୍ତିକା ଅଲଗା ହୁଏ |
মাটি সিরিজ,ମୃତ୍ତିକା କ୍ରମ |
মাটির সমাধান,ମୃତ୍ତିକା ସମାଧାନ |
মাটির গঠন,ମୃତ୍ତିକା ଗଠନ
মাটির গঠন,ମୃତ୍ତିକା ଗଠନ
মাটির ধরন,ମୃତ୍ତିକା ପ୍ରକାର |
সোলুম,ସୋଲମ୍ |
সর্পশন,Sorption
স্পালস,ସ୍ପଲ୍
নির্দিষ্ট আয়ন প্রভাব,ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |
বর্গাকার কোর্সকৃত ধ্বংসস্তূপের গাঁথনি,ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
বর্গাকার নিয়মিত কোর্সকৃত ধ্বংসস্তুপ গাঁথনি,ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
অটল প্রবাহ,ସ୍ଥିର ପ୍ରବାହ |
ধাপে ধাপে ঝলকানি,ଷ୍ଟେପ୍ ଫ୍ଲାସ୍
আঠালোতা,ସ୍ଥିରତା |
স্টিকিং পয়েন্ট,ଷ୍ଟିକ୍ ପଏଣ୍ଟ |
পাথর,ପଥର |
স্লপ হাত ছাঁচনির্মাণ,ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
চাবুক কবজা,ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |
খড় বোর্ড,ଷ୍ଟ୍ରୋ ବୋର୍ଡ |
প্রবাহ,ଷ୍ଟ୍ରିମ୍
মানসিক চাপ,ଚାପ
স্ট্রেচার,ଷ୍ଟ୍ରେଚର୍
স্ট্রেচার বন্ড,ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |
স্ট্রেচার কোর্স,ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ
স্ট্রিং,ବାକ୍ୟ
স্ট্রিং কোর্স,ଷ୍ଟ୍ରିଙ୍ଗ୍ ପାଠ୍ୟକ୍ରମ
স্ট্রাকচার ফ্যাক্টর,ଗଠନ କାରକ |
গঠন সূচক,ସଂରଚନା ସୂଚକାଙ୍କ |
স্টুকো,ଷ୍ଟୁକୋ |
স্টুড,ଅଧ୍ୟୟନ |
স্টাইলোবেট,ଷ୍ଟାଇଲୋବେଟ୍ |
সাব মাটি,ଉପ ମାଟି |
উপ-কাঠামো,ଉପ ଗଠନ
সমষ্টি বক্ররেখা,ସମୀକରଣ ବକ୍ର
সূর্য মাইকা,ସୂର୍ଯ୍ୟ ମିକା |
সুপার স্ট্রাকচার,ସୁପର ଗଠନ
সার্ভেয়ার,ସର୍ବେକ୍ଷଣକାରୀ |
এস-মান,S- ମୂଲ୍ୟ
চোরাই মাল,ଚୋରାମାଲ
রাজহাঁসের ঘাড়,ସ୍ an ାନ୍ ବେକ
তাবারন্যাকল,ତମ୍ବୁ
টেবিল হাত ছাঁচনির্মাণ,ଟେବୁଲ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
ট্যাঙ্কিং,ଟ୍ୟାଙ୍କିଂ |
টেম্পিয়েত্তো,ଟେମ୍ପିଏଟୋ |
