Assamese,English
1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ,grafted plant
কলম অসামঞ্জস্যপূৰ্ণ,graft-incompatible
গ্ৰানা,granna
গ্ৰেনুলেচন,granulation
সেউজীয়া গোবৰ,green manure
সেউজ বিপ্লৱ,green revolution
বৃদ্ধি আৰু বিকাশ,growth and development
১/ আঁঠুৰ ৰোগ,gummosis
বিষমযৌন,gynodioecious
1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ,habit
১.অলা ২.কৰকাপাট ৩.কৰ্কা,hail
ৰোমিলৱাচ,hairyvetch
চেলাইন চিষ্ট,halophyte
harrow,harrow
১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক,harvest index
১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন,harvest
১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা,harvesting
১/ কণী পৰা ২) কণী বল,hatch
শুকান ঘাঁহ,hay
শুকান খাদ্য,haylage
গঞ্জি,haystock
কুঁৱলী,haze
কুঁৱলীময়,hazy
১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা,head (Agro)
খাঁজৰ শেষ,head (of channel)
শীৰ্ষ ছাঁটনি,heading back
বেৰা,hedge
জিম্মাত ৰখা,hedging
কুণ্ডলিনী,helix
হেমাটাইট,hematite
১.বনৌষধি ২.বনৌষধি,herb
১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়,herbarium
ঘাঁহনিনাশক,herbicide
বংশগততা,heredity
বংশগততা,heretability
উভলিংগী,hermaphrodite
হেটেৰ&#39;ক্ৰ&#39;মেটিক,heterochromatic
হেটেৰ&#39;ফাৰ্টিলাইজেচন,heterofertilization
১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ,heterosis
লিংগক্ৰম&#39;জম,heterosome
লালন-পালন কৰা,heterotroph
হেক্সাডেচিমেল,hexaploid
ঠাণ্ডা নিদ্ৰা,hibernate
উচ্চ ঘনত্বৰ ৰোপণ কৰা,high density planting
১.পিণ্ডলক ২.পাহাৰ (ধান),hill (rice)
হিষ্টোগ্ৰাম,histogram
হাই টেক উদ্যান শস্য,hitech horticulture
১.দৈ ২.মৌচাক,hive
1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা,hoeing
ধৰি ৰখা,holding
ব্যক্তিগত পাম,home farm
হোমিঅ&#39;ষ্টেছিছ,homeostasis
গৃহভূমি,homestead
সমতা,homogeneity
1. সমজাতীয় 2. সমজাতীয়,homogenous
সহানুভূতিশীল,homologus
সমযোজী,homozygote
১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ,hopper
১.স্তৰ ২.দিগন্ত,horizon
উদ্যান শস্য,horticultural crops
১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য,horticulture
