English,Gujarati
covariance,સહપ્રવૃત્તિ
coverage,"1. કાર્યક્ષેત્ર, 2. પ્રસારણ"
crash,પતન
critical path,મુશ્કેલ રસ્તો
critical path method (CPM),ક્રિટિકલ પાથ મેથડ (CPM)
cross check,"1.ક્રોસ ટેસ્ટ, 2.ક્રોસ ટેસ્ટ"
cross compiler,"1.ક્રોસ પ્રોગ્રામેબલ-ટ્રાન્સફર, 2. પ્રોગ્રામેબલ દીઠ"
cross fire,અપ્રસ્તુત સંકેત
cross talk,અપ્રસ્તુત વાત
cryptographic,સંકેતલિપી
cryptography,"1. સંકેતલિપી, 2. સંકેતલિપી, 3. સંકેતલિપી"
currency symbol,ચલણ પ્રતીક
current directory,વર્તમાન ડિરેક્ટરી
current window,વર્તમાન વિન્ડો
cursor,કર્સર
curve,વળાંક
cut and paste,"1. કટ અને પેસ્ટ, 2. કટ અને પેસ્ટ"
cut method,કાપવાની પદ્ધતિ
cyber,સાયબર
cyber café,સાયબર કાફે
cyber cash,સાયબર રોકડ
cyber crime,સાયબર અપરાધ
cyber delics,સાયબર ડાલેક્સ
cyber law,સાયબર કાયદો
cyber sex,સાયબર સેક્સ
cybernatics,"1. સાયબર સાયન્સ, 2. સાયબરનેટિક્સ"
cybernation,"1.સાયબરાઇઝેશન, 2. સાયબરાઇઝેશન"
cycle,ચક્ર
cycle memory,"1.ચક્ર મેમરી, 2.ચક્ર મેમરી"
cycle steal,ચક્ર નુકશાન
cycle time,ચક્ર સમય
cyclic,ચક્રીય
daemon,ડિમન
daisy wheel,ડેઝી વર્તુળ
data administrator,ડેટા એડમિનિસ્ટ્રેટર
data allocation,ડેટા ફાળવણી
data area,"1.ડેટા ફીલ્ડ, 2.ડેટા ફીલ્ડ"
data array,"1.ડેટા એરે, 2. ડેટા એરે"
data base,"1.ડેટા-બેઝ, 2.ડેટાબેઝ"
data break,ડેટા ફ્રેગમેન્ટેશન
data bus,"1. ડેટા બસ, 2. ડેટા બસ"
data carrier,"1.ડેટા કેરિયર, 2.ડેટા કેરિયર"
data cell,ડેટા સેલ
data channel,"1.ડેટા સિસ્ટમ, 2.ડેટા ચેનલ"
data communication,ડેટા કમ્યુનિકેશન
data compression,"1.ડેટા કમ્પ્રેશન, 2.ડેટા કમ્પ્રેશન"
data field,માહિતી ક્ષેત્ર
data file,ડેટા ફાઇલ
data flow,"1. ડેટા ફ્લો, 2. ડેટા ફ્લો"
data flow Chart,"1.ડેટા ફ્લોચાર્ટ, 2.ચાર્ટ"
data hierarchy,ડેટા વંશવેલો
data level,ડેટા સ્તર
data library,"1.ડેટા કલેક્શન, 2.ડેટા લાઇબ્રેરી"
data link layer,ડેટા લિંક સ્તર
data link layer (DLL),ડેટા લિંક લેયર (DLL)
data management,"1.ડેટા મેનેજમેન્ટ, 2.ડેટા મેનેજમેન્ટ"
data manipulation,"1.ડેટા ગણતરી, 2.ડેટા ગણતરી"
data manipulation language (DML),ડેટા પ્રોસેસિંગ લેંગ્વેજ (DML)
data modem,ડેટા મોડેમ ડેટા મોડેમ
data modification,"1.ડેટા ફેરફાર, 2.ડેટા ફેરફાર"
data network,"1.ડેટા નેટવર્ક, 2.ડેટા નેટવર્ક"
data operation,"1.ડેટા ઓપરેશન, 2.ડેટા ઓપરેશન"
data organization,"1.ડેટા સંસ્થાઓ, 2. ડેટા સંસ્થા"
data output,"1. ડેટા આઉટપુટ, 2. ડેટા આઉટપુટ"
data path,"1.ડેટા પાથ, 2.ડેટા પાથ"
data prepration,"1. ડેટા તૈયારી, 2. ડેટા તૈયારી"
data privacy,"1.ડેટા ગોપનીયતા, 2.ડેટા ગોપનીયતા"
data processor,"1. ડેટા પ્રોસેસર, 2. ડેટા પ્રોસેસર"
data protection,"1.ડેટા પ્રોટેક્શન, 2.ડેટા પ્રોટેક્શન"
data record,"1. ડેટા રેકોર્ડ, 2. ડેટા રેકોર્ડ"
data retrieval,"1. ડેટા પુનઃપ્રાપ્તિ, 2. ડેટા પુનઃપ્રાપ્તિ"
data routine,"1. ડેટા રૂટીન, 2. ડેટા રૂટીન"
data security,"1.ડેટા સુરક્ષા, 2.ડેટા સુરક્ષા"
data set,"1.ડેટા સેટ, 2. ડેટા સેટ"
data signal,"1.ડેટા સિગ્નલ, 2.ડેટા સિગ્નલ"
data sink,"1. ડેટા એક્સેસ, 2. ડેટા એક્સેસ"
data source,"1.ડેટા સ્ત્રોત, 2.ડેટા સ્ત્રોત"
data specification,"1.ડેટા સ્પષ્ટીકરણ, 2. ડેટા સ્પષ્ટીકરણ"
data station,"1.ડેટા સેન્ટર, 2.ડેટા સેન્ટર"
data storage,"1. ડેટા સ્ટોરેજ, 2. ડેટા સ્ટોરેજ"
data storage structure,માહિતી સંગ્રહ માળખું
data structure,"1. ડેટા સ્ટ્રક્ચર, 2. ડેટા સ્ટ્રક્ચર"
data switch,"1.ડેટા સ્વિચ, 2.ડેટા સ્વિચ"
data table,"1.ડેટા ટેબલ, 2.ડેટા ટેબલ"
data terminal,"1.ડેટા અંત, 2. ડેટા અંત"
data transcription,"1. ડેટા ટ્રાન્સક્રિપ્શન, 2. ડેટા ટ્રાન્સક્રિપ્શન"
data transfer,"1.ડેટા ટ્રાન્સફર, 2. ડેટા ટ્રાન્સફર"
data transmission,"1. ડેટા ટ્રાન્સમિશન, 2. ડેટા ટ્રાન્સમિશન"
data transmission Channel,"1.ડેટા ટ્રાન્સમિશન સિસ્ટમ, 2.ડેટા ટ્રાન્સમિશન સિસ્ટમ"
data type,"1. ડેટા ફોર્મેટ, 2. ડેટા ફોર્મેટ"
data unit,"1. ડેટા યુનિટ, 2. ડેટા યુનિટ"
data validation,"1.ડેટા માન્યતા, 2.ડેટા માન્યતા"
database,ડેટાબેઝ
database adminstration,ડેટાબેઝ વહીવટ
database design,ડેટાબેઝ ડિઝાઇન
database management system,ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ
datagrav,"1.ડેટાગ્રેવ, 2.ડેટાગ્રેવ"
datum,"1. ડેટમ, 2. ડેટા"
dead zone,"1.નિષ્ક્રિય ઝોન, 2.નિષ્ક્રિય ઝોન"
deadlock,મડાગાંઠ
deadlock prevention,ડેડલોક નિવારણ
debug,ફોલ્ટ ક્લિયરન્સ
decision box,"1. જજમેન્ટ સેલ, 2. જજમેન્ટ બોક્સ"
decision making process,નિર્ણય લેવાની પ્રક્રિયા
decision support system,નિર્ણય સપોર્ટ સિસ્ટમ
decision tree,નિર્ણય વૃક્ષ
decoder,"1. ડીકોડર, 2. ડીકોડર"
decomposition principle,વિસર્જન સિદ્ધાંત
decryption,ડીકોડિંગ
dedicated channel,સમર્પિત સિસ્ટમ
dedicated port,સમર્પિત પ્રેસ
defence data network (DDN),ઇમ્યુનાઇઝેશન ડેટા નેટવર્ક (DDN)
defence information system,રોગપ્રતિકારક માહિતી સિસ્ટમ
defragmentation,એકીકરણ
delay,વિલંબ
delay counter,વિલંબ કાઉન્ટર
delay time,વિલંબ સમય
delete,"1.કાઢી નાખો, 2.કાઢી નાખો"
deletion record,કાઢી નાખવાનો રેકોર્ડ
delimiter,સીમાંકક
delta modulation,ડેલ્ટા મોડ્યુલેશન
demand paging,વિનંતી પાનું
demo,કામગીરી
demodulation,ડિમોડ્યુલેશન
demultiplexer,વી-મલ્ટિપ્લેક્સર
denormalization,વિકૃતિકરણ
density,"1. ઘનતા, 2. ઘનતા"
dependency,"1. અવલંબન, 2. અવલંબન"
dependent unit,આશ્રિત એકમ
dequeue,કતાર
dereferencing,"1. ડિરેફરન્સ, 2. ડિરેફરન્સ"
derivation tree,વ્યુત્પન્ન વૃક્ષ
derived field,વ્યુત્પન્ન ક્ષેત્ર
descending sort,ઉતરતા ક્રમ
design,ડિઝાઇન
desk calculator,ડેસ્ક કેલ્ક્યુલેટર
desk top computer,ડેસ્કટોપ કમ્પ્યુટર્સ
desktop presentation,ડેસ્કટોપ પ્રસ્તુતિ
desktop publishing (DTP),ડેસ્કટોપ પ્રકાશન
desktop video,ડેસ્કટોપ વિડિઓ
destination address,ગંતવ્ય સરનામું
destructer,"1. ડિસ્ટ્રોયર, 2. ડિસ્ટ્રોયર"
deterministric automats,નિર્ધારિત ઓટોમેટા
developer,વિકાસકર્તા
development system,વિકાસ પ્રણાલી
device,ઉપકરણ
device control unit,ઉપકરણ નિયંત્રણ એકમ
device controller,ઉપકરણ નિયંત્રક
device management,ઉપકરણ સંચાલન
device mode,ઉપકરણ મોડ
diagnosis,નિદાન
diagnostic system,ડાયગ્નોસ્ટિક સિસ્ટમ
diagnostics,"1. ડાયગ્નોસ્ટિક્સ, 2. ડાયગ્નોસ્ટિક્સ"
diagram,રેખાકૃતિ
dial,ડાયલ
dial line,ડાયલ લાઇન
dial tone,ડાયલ ટોન
dial up,ડાયલ અપ
dialog,"1. સંવાદ, 2. વાતચીત"
dialog box,વાતચીત ખંડ
dialup modem,ડાયલઅપ મોડેમ
diamension,વીમા
dictionary,શબ્દકોશ
differentiation,"1. વિભેદક, 2. તફાવત"
digital,સંખ્યાત્મક
digital channel,ડિજિટલ સિસ્ટમ
digital circuit,ડિજિટલ સર્કિટ
digital computer,ડિજિટલ કમ્પ્યુટર
digital data,"1.ડિજિટલ ડેટા, 2.ડિજિટલ ડેટા"
digital facility,ડિજિટલ સુવિધા
digital filter,ડિજિટલ ફિલ્ટર
digital library,ડિજિટલ પુસ્તકાલય
digital modulation,ડિજિટલ મોડ્યુલેશન
digital monitor,"1. ડિજિટલ ડિસ્પ્લે, 2. ડિજિટલ મોનિટર"
digital picture,ડિજિટલ છબી
digital signature,"1. ડિજિટલ હસ્તાક્ષર, 2. ડિજિટલ હસ્તાક્ષર"
digital switch,ડિજિટલ સ્વીચ
digital to analog (D/A) converter,ડિજિટલ એનાલોગ કન્વર્ટર
digitization,ડિજિટાઇઝેશન
digitize,ડિજિટાઇઝેશન
digitizer,ડિજિટાઇઝર
diode,ડાયોડ
direct,પ્રથમ નજરે
direct address,સીધું સરનામું
direct conversion,સીધું રૂપાંતર
direct coupling,સીધું જોડાણ
direct memory access (DMA),"1. ડાયરેક્ટ મેમરી એક્સેસ, 2. ડાયરેક્ટ મેમરી એક્સેસ (DMA)"
direct memory acess (DMA),ડાયરેક્ટ મેમરી એક્સેસ (DMA)
direct method,સીધી પદ્ધતિ
directive,દિશાઓ
directory,ડિરેક્ટરી
directory server,"1. ડિરેક્ટરી સર્વર, 2. ડિરેક્ટરી સર્વર"
directory service,ડિરેક્ટરી સેવા
disable,અસમર્થ
disabling signal,નિષ્ક્રિય સંકેત
disconnect,"1. ડિસ્કનેક્શન, 2. ડિસ્કનેક્શન"
discrete,"1. અલગ, 2. અલગ"
disk,"1. ડિસ્ક, 2. ડિસ્ક"
disk address,"1. ડિસ્ક સરનામું, 2. ડિસ્ક સરનામું"
disk array,"1. ડિસ્ક એરે, 2. ડિસ્ક એરે"
disk capacity,"1. ડિસ્ક ક્ષમતા, 2. ડિસ્ક ક્ષમતા"
disk drive,"1. ડિસ્ક ડ્રાઈવર, 2. ડિસ્ક ડ્રાઈવ"
disk file,ડિસ્ક ફાઇલ
disk memory,"1. ડિસ્ક મેમરી, 2. ડિસ્ક મેમરી, 3. ડિસ્ક મેમરી, 4. ડિસ્ક મેમરી"
disk operating system (DOS),ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DoS)
disk pack,ડિસ્ક પેકેજ
disk server,"1.ચક્રિકા સર્વર, 2.ડિસ્ક સર્વર"
disk storage,"1. ડિસ્ક સંગ્રહ, 2. ડિસ્ક સંગ્રહ"
diskette,ડિસ્કેટ
display file,ડિસ્પ્લે ફાઇલ
display image,પ્રદર્શિત છબી
disposal,નિકાલ
distance,અંતર
distance function,અંતર કાર્ય
distortion,વિકૃતિ
distributed,વિતરિત
distributed data,વિતરિત ડેટા
distributed server,વિતરિત સર્વર
distributed system,"1.વિતરિત સિસ્ટમ, 2.વિતરિત સિસ્ટમ"
distributive,વિતરક
document,દસ્તાવેજ
document retrieved,દસ્તાવેજ અધિકૃત
document window,"1. ડોક્યુમેન્ટ વિન્ડો, 2. ડોક્યુમેન્ટ વિન્ડો"
documentation,દસ્તાવેજીકરણ
domain,"ડોમેન, ડોમેન"
domain name,ડોમેન નામ
dot matrix printer,"1. ડોટ મેટ્રિક્સ પ્રિન્ટર, 2. ડોટ મેટ્રિક્સ પ્રિન્ટર"
down,"નીચે, નીચે"
down link,"1.અવલિંક, 2.ચોરસ"
down loading,ડાઉનલોડ કરો
down time,ડાઉનલોડ સમય
dragging,ટ્રેક્શન
DRAM (dynamic RAM),DRAM (ડાયનેમિક રેમ)
drift,વહેણ
driver,ડ્રાઈવર
drop,પાંદડા
drop down list box,ડ્રોપ લિસ્ટ બોક્સ
drum drive,ડ્રમ ડ્રાઇવ
drum printer,"1.ડ્રમ પ્રિન્ટર, 2.ડ્રમ પ્રિન્ટર"
drum unit,"1. ઇમ યુનિટ, 2. ડ્રમ યુનિટ"
dual,"1. દ્વૈત, 2. દ્વિ"
dual density,બેવડી ઘનતા
dummy address,"1. મૌન સરનામું, 2. નકલી સરનામું"
dump,ડમ્પ
duplex circuit,ડબલ સર્કિટ
duplexing,કાયદેસરકરણ
duplicate,કી કી
DVD R/W,"1.D V D R./W, 2. ડીવીડી વાંચન, 3. લેખન"
DVD ROM,ડીવીડી રોમ
dynamic instruction,ગતિશીલ સૂચના
dynamic memory,"1.ડાયનેમિક મેમરી, 2.ડાયનેમિક મેમરી"
dynamics,"1. ડાયનેમિક્સ, 2. ડાયનેમિક્સ"
EBCDIC,E B C D I C
e-business,ઈ-વ્યવસાય
echo,પડઘો
e-commerce,"1.e-commerce, 2.e-commerce"
edit,સંપાદન
editor,સંપાદક
educational technology,શૈક્ષણિક ટેકનોલોજી
EEP rom,e e p rom
effective address (floating address),"1. અર્થપૂર્ણ સરનામું, 2. અસરકારક સરનામું"
effective operand address,અર્થપૂર્ણ ઓપરેન્ડ સરનામું
effective procedure,અસરકારક કાર્યવાહી
effective UID (user identification),અસરકારક UID
efffective transmission operand,અસરકારક ટ્રાન્સમિશન કામગીરી
eight-bit byte,ઓક્ટલ બાઈટ
e-learning,"ઈલેક્ટ્રોનિક લર્નિંગ, ઈ-લર્નિંગ"
election-algirthm,ચૂંટણી અલ્ગોરિધમ
electric mailing (e-mail),ઈલેક્ટ્રોનિક મેઈલ સર્વિસ (ઈ-મેલ)
electric printer,"1.ઈલેક્ટ્રોનિક પ્રિન્ટિંગ, 2.ઈલેક્ટ્રોનિક પ્રિન્ટર"
electrical accounting machine,ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન
electronic,ઈલેક્ટ્રોનિક્સ
electronic clearance system (ECS),ઇલેક્ટ્રોનિક એક્ઝોસ્ટ સિસ્ટમ (ECS)
electronic data interchange (EDI),ઇલેક્ટ્રોનિક ડેટા એક્સચેન્જ (EDI)
electronic data processing,ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ
electronic filing,ઇલેક્ટ્રોનિક બ્રોશર
electronic funds transfer System (EFTS),ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર મિકેનિઝમ (EFTS)
electronic journals,"1.ઈલેક્ટ્રોનિક જર્નલ, 2.ઈલેક્ટ્રોનિક જર્નલ"
electronic publishing,ઇલેક્ટ્રોનિક પ્રકાશન
electronic switch,ઇલેક્ટ્રોનિક સ્વીચ
element,"તત્વ, તત્વ"
e-mail,ઈ-મેલ
e-mail address,"1. ઈ-મેલ સરનામું, 2. ઈલેક્ટ્રોનિક મેઈલિંગ સરનામું"
embedded system,એમ્બેડેડ સિસ્ટમ
embedding,એમ્બેડિંગ
emitter couple logic (ECL),એમિટર કમ્પલ્ડ લોજિક (ECL)
empty stack,ખાલી જગ્યા
empty string,"1. ખાલી સાંકળ, 2. ખાલી સાંકળ"
emulation,યાંત્રિકરણ
encapsulation,"1.કેપ્સ્યુલેશન, 2.કેપ્સ્યુલેશન"
encipher,ડીકોડર
encode,એન્કોડિંગ
encoder,"1. એન્કોડર, 2. કોડક"
encrepted data,છુપાયેલ ડેટા
encripting file system,છુપાયેલ ફાઇલ સિસ્ટમ
encryption,"1. એન્ક્રિપ્શન, 2. કોડિંગ, 3. એન્કોડિંગ"
end of block,બ્લોક અંત
end of file (EOF),ફાઇલ-એન્ડ
end-user,વપરાશકર્તા
enter,દાખલ કરો
enter-key,એન્ટ્રી કી
enterprise server,"1. ઉદ્યમ સરવર, 2. ઉદ્યમ સેવક"
enterprise system,એન્ટરપ્રાઇઝ સિસ્ટમ
entity,શક્તિ
entity-relationship,શક્તિ આકર્ષણ
entry time,પ્રવેશ સમય
entry variable,ઇનપુટ ચલ
enumerable,ગણતરીપાત્ર
environment,પર્યાવરણ
epoch,"1.યુગ, 2. યુગ, 3. સૂચના ક્ષણ"
EPROM,EPRAM (ફાઇનાન્સ પ્રોગ્રામેબલ રીડ-ઓન્લી મેમરી)
epsilon closure,એપ્સીલોન કન્સ્ટ્રક્ટર
equalizer,બરાબરી
equipment,સાધનસામગ્રી
equivalence class,સમાનતા વર્ગ
equivalence relation,સમાન સંબંધ
erase,"1. લુપ્તતા, 2. નાબૂદી"
error correcting code,ભૂલ સુધારણા કોડ
error correction,ભૂલ સુધારણા
error detection,ભૂલ શોધ
error handling,ભૂલ હેન્ડલિંગ
error message,ક્ષતી સંદેશ
error rate,ભૂલ દર
error recovery,ભૂલ પુનઃપ્રાપ્તિ
error routine,ભૂલ નામ
escape character,એસ્કેપ પ્રતીક
ethernet,ઈથરનેટ
event,ઘટના
event chain,ઘટના સાંકળ
event control,ઘટના નિયંત્રણ
event counter,ઇવેન્ટ કાઉન્ટર
exception handling,અપવાદ હેન્ડલિંગ
exchangeable disk storage,એક્સચેન્જ ડિસ્ક સ્ટોરેજ
exclusion,બાકાત
exclusive Or (XOR),વિશિષ્ટ અને (x અથવા)
executable program,એક્ઝિક્યુટેબલ પ્રોગ્રામ
executive statement,અમલ નિવેદન
exhaustive search,પસંદગીયુક્ત શોધ
exist,અસ્તિત્વમાં છે
exit,મુદ્દો
expert system,નિષ્ણાત સિસ્ટમ
expression,"1. અભિવ્યક્તિ, 2. અભિવ્યક્તિ"
extended graphic array (XGA),વિસ્તૃત ગ્રાફિકલ મેટ્રિક્સ (x g a)
extended industry standard (EIS),વિસ્તૃત ઔદ્યોગિક ધોરણો (EIS)
extended machine,ઓવરલોડ મશીન
extended memory,વિસ્તૃત મેમરી
extended precision,"1. વિસ્તૃત ચોકસાઇ, 2. વિસ્તૃત ચોકસાઈ"
extended sorting,"1.વિસ્તૃત સૉર્ટિંગ, 2.વિસ્તૃત વિભાજન"
external call,કૉલ કરો
external error,બાહ્ય ભૂલ
external function,બાહ્ય કાર્ય
external interrupt,બાહ્ય વિક્ષેપ
external memory,"1.એક્સ્ટર્નલ મેમરી, 2.એક્સટર્નલ મેમરી"
external memory,બાહ્ય મેમરી
external modem,બાહ્ય મોડેમ
external reference,બાહ્ય સંદર્ભ
external searching,બાહ્ય શોધ
external storage device,બાહ્ય સંગ્રહ ઉપકરણ
extraction,નિષ્કર્ષણ
extrapolation,એક્સ્ટ્રાપોલેશન
face-character printer,પેનલ અક્ષર પ્રિન્ટર
fail-safe operation,નિષ્ફળ-સુરક્ષા કામગીરી
failure rate,નિષ્ફળતા દર
failure recovery,નિષ્ફળતા સ્રાવ
false code,ખોટો કોડ
false error,ખોટી ભૂલ
fan-in,"1.રોકાણ, 2.રોકાણ પોઈન્ટ્સ"
fan-out,"1. અંક, 2. અંક નંબર"
fascimile I/O device,"1. પ્રતિકૃતિ I/O ઉપકરણ, 2. પ્રતિકૃતિ ઇનપુટ ઉપકરણ/આઉટપુટ"
fast fourier transform (FFT),ઝડપી ફોરિયર ટ્રાન્સફર
fatal error,જીવલેણ ભૂલ
fault detection,ખામી શોધ
fault diagnosis,ખામી નિદાન
fault tolerance,સહનશીલતા દોષ
fax,ફેક્સ
fax message,ફેક્સ સંદેશ
FDC,f dc
feature detection,લક્ષણ શોધ
feed cycle,ફિલ વ્હીલ
feedback,પુનઃરોકાણ
feeder,"1.સપ્લાયર, 2.પોષણ, 3.ફીડર"
fetch,કોઈપણ
fibonacci search,ફિબોનાકી શોધ
fibonacci sequence,ફિબોનાકી ક્રમ
fibonacci series,ફિબોનાકી શ્રેણી
fibre optics,ફાઇબર ઓપ્ટિક્સ
fido net,ફિડો ટ્રેપ
field,પ્રદેશ
fifth generation computers,પાંચમી પેઢીનું કમ્પ્યુટર
file,"1.ફાઈલ, 2. ફાઇલ"
file access method,ફાઇલ એક્સેસ પદ્ધતિ
file allocation table,ફાઈલ ફાળવણી ટેબલ
file compression,ફાઇલ કમ્પ્રેશન
file copying,ફાઇલ નકલ
file layout,ફાઇલ રૂપરેખાંકન
file merge,ફાઇલ મર્જ
file recovery,ફાઇલ પુનઃપ્રાપ્તિ
file storage,ફાઇલ સંગ્રહ
file structure,ફાઇલ માળખું
file system,ફાઇલ સિસ્ટમ
file transfer,ફાઇલ ટ્રાન્સફર
file transfer protocol (FTP),ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP)
filter,ફિલ્ટર
final state,છેલ્લી સ્થિતિ
find,શોધો
finite state machine,મર્યાદિત રાજ્ય મશીન
fire wall,આગ દિવાલ
firmware,ફર્મવેર
first come first serve,વહેલા તે પહેલાં
first generation computer,પ્રથમ પેઢીના કમ્પ્યુટર
first in first out (FIFO),ફર્સ્ટ ઇનપુટ ફર્સ્ટ ઇશ્યુ (FIFO)
first order logic,પ્રથમ ઓર્ડર દલીલ
first order theory,પ્રથમ ઓર્ડર સિદ્ધાંત
fixed partition,નિશ્ચિત વિભાજન
flag,હસ્તાક્ષર
flexible disk,લવચીક ડિસ્ક
floppy disk,ફ્લોપી ડિસ્ક
flopy disk drive (Fdd),ફ્લોપી ડિસ્ક ડ્રાઇવ (FDD)
flow chart,ફ્લો ચાર્ટ
flow of control,નિયંત્રણ પ્રવાહ
flush,વહેલી સવાર
folder,ફોલ્ડર
font,ફોન્ટ
font family,ફોન્ટ કુટુંબ
foreign key,બાહ્ય કી
form,ફોર્મ
formal language,સાંકેતિક ભાષા
formal system,પ્રતીકાત્મક પદ્ધતિ
format,"1.ફોર્મેટ, 2.ફોર્મ"
formatting,ચિત્ર
fortran,ફોર્ટન
fortran programming,"1.ફોર્ટ્રાન (કોમ્પ્યુટર ભાષા) પ્રોગ્રામ, 2.ફોર્ટ્રાન પ્રોગ્રામિંગ"
forward slash,ફોરવર્ડ સ્લેશ
fourth generation computer,4થી પેઢીના કમ્પ્યુટર
fragment,વિભાગ
frame,ફ્રેમ
free net,"1.ફ્રી નેટ, 2.ફ્રી નેટ"
free software foundation,મફત સોફ્ટવેર ટ્રસ્ટ
free storage,મફત સંગ્રહ
freeware,ફ્રીવેર
front end,આગળ
front panel,"1.ફ્રન્ટ પેનલ, 2.ફ્રન્ટ પેનલ"
function,"1.કાર્યો, 2. કાર્ય"
function key,કાર્ય કી
function reference,કાર્ય સંદર્ભ
functional dependency,કાર્યાત્મક નિર્ભરતા
functional testing,કાર્ય પરીક્ષણ
fuzzy logic,"1.અસ્પષ્ટ તર્ક, 2.અસ્પષ્ટ તર્ક"
fuzzy set,"1.ફઝી સેટ, 2.ફઝી સેટ"
gain,લાભ
game tree,રમતગમતનું વૃક્ષ
gap character,અંતરાલ પાત્ર
garbage,કચરો
garbage collection,કચરો સંગ્રહ
garbage collection,કચરો સંગ્રહ
garbage in garbage out (GIGO),ટ્રૅશ ઇનસાઇડ ટ્રૅશ આઉટ (ગીગો)
gate,દરવાજો
gateway,ડોર પાથ (નેટવર્કના સંદર્ભમાં)
general program,વ્યાપક કાર્યક્રમ
general program,વ્યાપક કાર્યક્રમ
general purpose computer,વ્યાપક હેતુ કમ્પ્યુટર
general purpose computer,સામાન્ય હેતુ કમ્પ્યુટર
general register,સામાન્ય રજીસ્ટર
generalization,સામાન્યીકરણ
generalization,સામાન્યીકરણ
general-purpose language,વ્યાપક પદાર્થ ભાષા
general-purpose operating sysem,વ્યાપક હેતુ ઓપરેશન સિસ્ટમ
general-purpose regisgter,વ્યાપક હેતુ રજીસ્ટર
generated error,ભૂલ જનરેટ
generating function,પ્રજનન કાર્ય
generic class,વર્ગ સામાન્ય
generic function,વર્ગ કાર્ય
generic name,સામાન્ય વર્ગનું નામ
gigo,ગીગો
global,"1. યુનિવર્સલ, 2. વૈશ્વિક"
global code,સાર્વત્રિક કોડ
global lock,સાર્વત્રિક લોક
global network,"1. યુનિવર્સલ નેટવર્ક, 2. યુનિવર્સલ નેટવર્ક"
global network,સાર્વત્રિક નેટવર્ક
global user,"1. વિશ્વ વપરાશકર્તા, 2. જાહેર વપરાશકર્તા, 3. સાર્વત્રિક વપરાશકર્તા"
global variable,વૈશ્વિક ચલો
globalisation,"1.વૈશ્વિકીકરણ, 2.વૈશ્વિકીકરણ"
gopher,ગોફર (નેટવર્કમાં પ્રોટોકોલ)
gopher client,ગોફર રીસેપ્ટર
gopher server,"1. ગોફર સર્વર, 2. ગોફર સર્વર"
gopher site,ગોફર સાઇટ
gopher space,ગોફર જગ્યા
graceful degradation,આકર્ષક અધોગતિ
grammar checker,વ્યાકરણ સુધારક
grammar graceful exit,વ્યાકરણ હોટી બહિર્મુખતા
grand total,"1.કુલ કુલ, 2.મહાન કુલ, 3.કુલ કુલ"
graph,"1.ગ્રાફ, 2.ગ્રાફ"
graph plotting,"1.ગ્રાફ નોટેશન, 2.ગ્રાફ નોટેશન"
graphic character,"1. ગ્રાફિક અક્ષરો, 2. ગ્રાફિકલ અક્ષરો"
graphic controller,"1. ગ્રાફિકલ કંટ્રોલર, 2. ગ્રાફિકલ કંટ્રોલર"
graphic data structure,"1. ગ્રાફિકલ ડેટા સ્ટ્રક્ચર, 2. ગ્રાફિકલ ડેટા સ્ટ્રક્ચર"
graphic display program,"1. ગ્રાફિક ડિસ્પ્લે પ્રોગ્રામ, 2. ગ્રાફિકલ ડિસ્પ્લે પ્રોગ્રામ"
graphic display resolution,"1.ગ્રાફિકલ ડિસ્પ્લે રિઝોલ્યુશન, 2.ગ્રાફિક ડિસ્પ્લે"
graphic language,"1. ગ્રાફિકલ ભાષા, 2. ગ્રાફિકલ ભાષા"
graphic language,"1. ગ્રાફિક ભાષા, 2. ગ્રાફિકલ ભાષા"
graphic panel,"1. ગ્રાફિકલ પ્લેટ, 2. ગ્રાફિકલ પ્લેટ"
graphical animation,"1.ગ્રાફિક એનિમેશન, 2.ગ્રાફિક એનિમેશન"
graphical interface format (GIF),ગ્રાફિક ટ્રાન્સફર ફોર્મેટ (GIF)
graphical user interface (GUI),"1.ગ્રાફિક યુઝર ઈન્ટરફેસ (GUI), 2.ગ્રાફિક યુઝર ઈન્ટરફેસ"
graphics,"1.ગ્રાફિક્સ, 2.ગ્રાફિક્સ"
graphics application,"1.ગ્રાફિક્સ એપ્લિકેશન, 2.ગ્રાફિકલ એપ્લિકેશન"
graphics cursor,"1.ગ્રાફિક્સ કર્સર, 2.ગ્રાફિકલ કર્સર"
graphics mode,"1.ગ્રાફિક્સ મોડ, 2.ગ્રાફિક મોડ"
graphics package,"1.ગ્રાફિક્સ પેકેજ, 2.ગ્રાફિકલ પેકેજ"
graphics software,"1.ગ્રાફિક્સ સોફ્ટવેર, 2.ગ્રાફિક્સ સોફ્ટવેર"
graphics software,"1.ગ્રાફિક્સ સોફ્ટવેર, 2.ગ્રાફિક્સ સોફ્ટવેર"
graphics software package,"1.ગ્રાફિક્સ સોફ્ટવેર પેકેજ, 2.ગ્રાફિકલ સોફ્ટવેર પેકેજ"
gray scale,ગ્રે સ્કેલ
greedy method,"1. લોભી પદ્ધતિ, 2. લોભી પદ્ધતિ"
grep,દ્રાક્ષ
grid,ગ્રીડ
