Bengali,English
গ্রাফিকাল উপস্থাপনা,diagrammatic presentation
ব্যাস,diameter
ব্যাস সেট করুন,diameter of a set
diametrically বিপরীত,diametrically opposite
"ক্রসফায়ার, পাশা নিক্ষেপ",dice throw
উভচর শ্রেণিবিন্যাস,dichotomous classification
"বিভাজন, অর্ধেক",dichotomy
অভিধান,dictionary order
অন্তরীকরণ ক্যালকুলাস,difference calculus
আঙ্গক,difference equation
ডিফারেনশিয়াল সূত্র,difference formula
পার্থক্য পদ্ধতি,difference method
সেটের পার্থক্য,difference of sets
পার্থক্যযোগ্য,differentiable
ডিফারেনশিয়াল বক্ররেখা,differentiable curve
ডিফারেনশিয়াল ফাংশন,differentiable function
"ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ইন্টারট্রায়াল, ইন্টারএজেন্সি, ডিফারেনশিয়াল",differential
ডিফারেনশিয়াল ম্যাথ,differential calculus
ডিফারেনশিয়াল সহগ,differential coefficient
আঙ্গক,differential equation
ডিফারেনশিয়াল সংঘর্ষ,differential form
ডিফারেনশিয়াল সূত্র,differential formula
ডিফারেনশিয়াল ফাংশন,differential function
ডিফারেনশিয়াল জ্যামিতি,differential geometry
উচ্চ ক্রম পার্থক্য,differential of higher order
ডিফারেনশিয়াল সেগমেন্ট,differential quotient
পার্থক্য করা,differentiate
"পার্থক্য, পার্থক্য",differentiation
ডিফারেনশিয়াল সূত্র,differentiation formula
ভেক্টরের পার্থক্য,differentiation of vector
"diffusion, diffusion",diffusion
"numeral, diadem, finger",digit
ডিজিটাল কম্পিউটার,digital computer
অঙ্কিকা দত্ত,digital data
"ব্যাপ্তি, প্রস্থ, মাত্রা, শক্তি",dimension
মাত্রিকতা,dimensionality
মাত্রাহীন,dimensionless
সমীকরণ মাত্রা,dimension of an equation
ডায়োফ্যান্টাসের সমীকরণ,diophantine equation
পতনের কোণ,dip angle
ডাইপোল স্থানাঙ্ক,dipolar coordinates
ডাইপোল,dipole
বাইপিরামিড,dipyramid (bipyramid)
ডিরাক ডেল্টা ফাংশন,Dirac delta function
সাধারণ স্পর্শক,direct common tangent
সমকোণ,directed angle
সরাসরি লাইন,directed line
স্থান ডেরিভেটিভ,directional derivative
"ডিকোসাইন, ডিকো-কোসাইন",direction cosine
সর্বোচ্চ দিক,direction of maxima
অভিক্ষেপ দিক,direction of projection
দিক অনুপাত,direction ratio
নিয়ন্ত্রক চক্র,director circle
নিয়ন্ত্রক বৃত্ত,director sphere
অনুলোমা পণ্য,direct product
"সরাসরি প্রমাণ, সরাসরি প্রমাণ",direct proof
অনুক্রমিক অনুপাত,direct proportion
নিয়তি,directrix
অনুলোমা যোগফল,direct sum
বিচ্ছিন্ন সেট,disconncted sets
"discontinuity, discontinuity, break",discontinuity
ডেরিভেটিভের বিচ্ছিন্নতা,discontinuity of derivative
প্রথম ধরনের বিরতি,discontinuity of the first kind
দ্বিতীয় প্রকার বিরতি,discontinuity of the second kind
অবিচ্ছিন্ন বিতরণ,discontinuous distribution
অবিচ্ছিন্ন ফাংশন,discontinuous function
অবিচ্ছিন্ন পার্থক্য,discontinuous variate
কণা,discrete
অবিচ্ছিন্ন বিতরণ,discrete distribution
অবিচ্ছিন্ন সম্ভাব্যতা বন্টন,discrete probability distribution
অবিচ্ছিন্ন এলোমেলো পরিবর্তনশীল,discrete random variable
অবিচ্ছিন্ন নমুনা স্থান,discrete sample space
বিযুক্ত সমষ্টি,discrete set
বিচ্ছিন্ন জনসংখ্যা,discrete space
পৃথক রাষ্ট্র,discrete topology
অবিচ্ছিন্ন পার্থক্য,discrete variate
বিতরণ কর,discriminant
বৈষম্যমূলক বিশ্লেষণ,discriminatory analysis (=discriminant analysis)
বিচ্ছিন্ন,disjoint
বিচ্ছিন্ন ঘটনা,disjoint events
বিচ্ছিন্ন সেট,disjoint sets
বিচ্ছিন্ন সন্নিবেশ,disjoint union
"disjunction, rational sum",disjunction
"dispersion, scattering",dispersion
বিচ্ছুরণ চার্ট,dispersion chart
বিচ্ছুরণ সূচক,dispersion constant
বিচ্ছুরণ চিত্র,dispersion diagram
বিচ্ছুরণ ম্যাট্রিক্স,dispersion matrix (=covariance matrix)
উত্পাটন,displacement
প্রদর্শনী,display
কনসোল,display unit (=consol)
"অসম, অসম",dissimilar
অপসারণ শক্তি,dissipative forces
দূরত্ব ফাংশন,distance function
দূরত্ব মডুলাস,distance modulus
অ বিতরণকারী,distribution-free method
"বন্টন নিয়ম, বন্টন নিয়ম",distributive law
"নষ্ট করা, নষ্ট করা",diverge
"ভিন্নতা, বিচ্যুতি, বিচ্যুতি",divergence
ভিন্নতা উপপাদ্য,divergence theorem
ভিন্নমুখী,divergent
ভিন্ন পরিসীমা,divergent series
বিভক্ত পার্থক্য,divided difference
"বিভাজ্যতা, বিভাজ্যতা",divisibility
"বিভাজ্য, বিভাজ্য",divisible
"বিভাগ, বিভাগ, বিভাগ",division
বিভাগ অ্যালগরিদম,division algorithm
ভগ্ন চক্র,division ring
চতুর্ভুজ,dodecagon
দশভুজ,dodecahedron
"ডোমেইন, ডোমেইন, প্রদেশ, অঞ্চল",domain
ফাংশনের ডোমেইন,domain of a function
সংজ্ঞা-প্রদেশ,domain of definition
অস্তিত্বের অবস্থা,domain of existence
ওভাররাইডিং ডিভাইস,dominant strategy
ডপলার এফেক্ট,doppler effect
"পয়েন্ট পণ্য, স্কেলার পণ্য",dot product
বিন্দুযুক্ত বক্ররেখা,dotted curve
দ্বৈত পার্থক্য,double differentiation
ডবল সূচকীয় বন্টন,double exponential distribution
ডবল কুণ্ডলী,double helix
বাইনারি অবিচ্ছেদ্য,double integral
বাইনারি ইন্টিগ্রেশন,double integration
দ্বিগুণ সীমা,double limit
ডবল স্যাম্পলিং ইভেন্ট,double sampling plan
ডবল ক্রম,double sequence
ডবল সিরিজ,double series
ডবল-সংযুক্ত স্বরলিপি,double suffix notation
ডবল সংকলন,double summation
নিম্নগামী ত্বরণ,downward acceleration
নিম্নগামী স্থানচ্যুতি,downward displacement
নিম্নগামী গতি,downward motion
নিম্নগামী বেগ,downward velocity
আকর্ষণ,drag
ট্র্যাকশন বল,drag force
"দ্বৈত দ্বৈততা,",dual
দ্বৈত ভিত্তি,dual basis
দ্বৈত অভ্যন্তরীণ পণ্য,dual inner product
ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা,dual linear programming problem
"ডবল অপারেশন, ডুয়াল অপারেশন",dual operation
দ্বৈত সমস্যা,dual problem
দ্বৈত একক অ্যালগরিদম,dual simplex algorithm
দ্বৈত একক পদ্ধতি,dual simplex technique
দ্বৈত স্থান,dual space
দ্বৈত পরিবর্তনশীল,dual variable
দ্বৈত ভেক্টর স্থান,dual vector space
নীরব সূচক,dummy index
নীরব ফুটার,dummy subscript
নীরব চুক্তি,dummy suffix
নীরব পরিবর্তনশীল,dummy variable
নকল,duplicator process
গতিশীল,dynamical
গতিশীল সিস্টেম,dynamical system
গতিশীল চাহিদা ফাংশন,dynamic demand function
গতিশীল মডেল,dynamic model
গতিশীল প্রোগ্রামিং,dynamic programming
গতিশীল প্রোগ্রামিং পদ্ধতি,dynamic programming approach
গতিশীল প্রোগ্রামিং কৌশল,dynamic programming technique
"গতিবিদ্যা, গতিবিদ্যা",dynamics
কণা গতিবিদ্যা,dynamics of a particle
অনমনীয় শরীরের গতিবিদ্যা,dynamics of rigid bodies
"পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবীর যোগাযোগ (ver.)",earth
ভূমিকম্পের তীব্রতা,earthquake intensity
উদ্ভটতা,eccentricity
ধৃষ্টতা,eclipse
অর্থনৈতিক পূর্বাভাস,econometric forecast
অর্থনীতিবিদ,econometrician
অর্থনীতি,econometrics
অর্থনীতি,economics
"কোর, প্রান্ত, টিয়ার",edge
সামগ্রিক কোর সম্মুখীন,edge of a convex set
দক্ষতা সূচক,efficiency factor
চরিত্রগত উপাদান,eigen element
চরিত্রগত ফাংশন,eigen function
"eigen মান, চরিত্রগত মান",eigen value
বৈশিষ্ট্যগত মান সমীকরণ,eigen value equation
"আইজেন ভেক্টর, চরিত্রগত ভেক্টর",eigen vector
ইলাস্টিক,elastic
ইলাস্টিক ঢালাই,elastic constant
ইলাস্টিক ভারসাম্য,elastic equilibrium
স্থিতিস্থাপকতা,elasticity
স্থিতিস্থাপকতা পৃষ্ঠা,elasticity surface
"ইলেকট্রনিক কম্পিউটার, ইলেকট্রনিক কম্পিউটার",electronic computer
"উপাদান, উপাদান, উপাদান",element
প্রাথমিক কলাম অপারেশন,elementary column operation
প্রাথমিক ঘটনা,elementary event
প্রাথমিক ফাংশন,elementary function
প্রাথমিক অপারেশন,elementary operation
প্রাথমিক ফলাফল,elementary outcome
প্রাথমিক সম্ভাবনার নিয়ম,elementary probability law
লাইন অপারেশন শুরু,elementary row operation
"নির্মূল করা, নিশ্চিহ্ন করা,",eliminate
রেজোলিউশন প্রক্রিয়া,elemination procedure
"উপবৃত্ত, উপবৃত্ত",ellipse
উপবৃত্তাকার,ellipsoid
উপবৃত্তাকার,ellipsoidal
উপবৃত্তাকার পাতা,ellipsoidal surface
উপবৃত্তাকার শরীর,elliptical body
এমবেডিং,embedding
নির্গমন,emission
অভিজ্ঞতামূলক বিশ্বাস,empirical data
গবেষণামূলক সূত্র,empirical formula
অভিজ্ঞতামূলক সম্ভাবনা,empirical probability
অভিজ্ঞতামূলক সম্পর্ক,empirical relation
ফাঁকা সেট,empty set
আবদ্ধ,enclosed
"এনকোডিং, কোডিং",encoding
আন্তঃকার্যক্ষমতা,endomorphism
শেষপ্রান্ত,end point
ক্লাস ব্যবধানের শেষ বিন্দু,end point of class interval
শক্তি,energy
শক্তি-মোমেন্টাম উপাদান,energy momentum component
এন্ট্রি ভেরিয়েবল,entering variable
গণনাযোগ্য সেট,enumerable set
"গণনা, গণনা",enumeration
"সমান, সমান, সমান, সমান",equal
"সমতা, সমতা",equality
সম্ভবত,equally likely
এমনকি সম্ভাব্যতা নির্বাচন পদ্ধতি,equal probability selection method (=epsem)
সমান করা,equate
"সমীকরণ, সমীকরণ",equation
দ্বিঘাত সমীকরণ,equation of first degree
দ্বিঘাত সমীকরণ,equation of second degree
দ্বিঘাত সমীকরণ,equation of third degree
"বিষুবরেখা, বিষুবরেখা, মধ্যরেখা",equator
সামঞ্জস্যপূর্ণ,equicontinuous
সমবাহু,equilateral
"ভারসাম্য, ভারসাম্য, ভারসাম্য",equilibrium
বল ভারসাম্য,equilibrium of forces
ভারসাম্য বিন্দু,equilibrium point
সমতা,equivalence
সমতা শ্রেণী,equivalence class
সমতা সম্পর্ক,equivalence relation
"সমতুল্য, সমতুল্য (v.), সমতুল্য (ed.)",equivalent
সমতুল্য ম্যাট্রিক্স,equivalent matrix
সমতুল্য সেট,equivalent set
প্রবণতা,ergodicity
"ভুল, ভুল, ভুল, ভুল",error
ত্রুটি বিশ্লেষণ,error analysis
ভুল সংকেত,error code
ত্রুটি সহগ,error coefficient
বর্গক্ষেত্র মানে ত্রুটি,error of mean square
প্রথম ধরনের ত্রুটি,error of the first kind
দ্বিতীয় ধরনের ত্রুটি,error of the second kind
পালানোর সম্ভাবনা,escape probability
মুক্তিবেগ,escape velocity
ই. শ্মিড্টের সচলতা প্রক্রিয়া,E. Schmidt's orthogonalization process
বহির্মুখী,escribed circle
"অপরিহার্য, অপরিহার্য",essential
কার্যত অনন্য,essentially unique
"মূল্যায়ন করা, মূল্যায়ন করা (ver.), মূল্যায়ন করা (ed.)",estimate
অনুমান পদ্ধতি,estimation method
ইউক্লিডীয় স্থানাঙ্ক,Euclidean coordinate
ইউক্লিডীয় ডোমেইন,Euclidean domain
ইউক্লিডীয় জ্যামিতি,Euclidean geometry
ইউক্লিডিয়ান এন-স্পেস,Euclidean n-space
ইউক্লিডীয় সমতল,Euclidean plane
অয়লারের উপপাদ্য,Euler's theorem
"মূল্যায়ন করা, মূল্যায়ন করা",evaluate
এমন কি,even
এমনকি বক্ররেখা,even curve
এমনকি ফাংশন,even function
এমনকি অবাধ্য,even multiple
জোড় সংখ্যা,even number
অদ্ভুত প্রতিসাম্য,even odd symmetry
এমনকি স্থানান্তর,even permutation
"ঘটনা, পর্ব",event
আইসোমেট্রিক,even term
"সঠিক, সঠিক, ঠিক",exact
সঠিক চি-স্কয়ার পরীক্ষা,exact chi-square test
সঠিক পার্থক্য,exact differential
সঠিক সমীকরণ,exact equation
উদাহরণ,example
বিনিময়,exchange
নির্দিষ্ট ঘটনা,exhaustive event
অস্তিত্বের স্বতঃসিদ্ধ,existence axiom
বেঁচে থাকার সম্ভাবনা,existence probability(= a priori probability)
অস্তিত্বের উপপাদ্য,existence theorem
বাহ্যিক পরিবর্তনশীল,exogenous variable
"বিস্তার, বিস্তার",expansion
প্রত্যাশা ফাংশন,expectation function
প্রত্যাশিত ফ্রিকোয়েন্সি,expected frequency
প্রত্যাশিত মান,expected value
পরীক্ষা,experiment
"পরীক্ষামূলক ত্রুটি, পরীক্ষামূলক ত্রুটি",experimental error
"ব্যাখ্যা, ব্যাখ্যা",explanation
পরিষ্কার সমীকরণ,explicit equation
পরিষ্কারভাবে,explicit form
পরিষ্কার ফাংশন,explicit function
পরিষ্কার সমাধান,explicit solution
সূচক,exponent
সূচকীয় বক্ররেখা,exponential curve
সূচকীয় সম্ভাব্যতা ফাংশন,exponential density function
সূচকীয় বিতরণ,exponential distribution
সূচকীয় সমীকরণ,exponential equation
ব্যাখ্যামূলক কাজ,exponential function
"সূচকীয় বৃদ্ধি, সূচকীয় বৃদ্ধি",exponential growth
সূচকীয় নিয়ম,exponential law
সূচকীয় মানচিত্র,exponential map
"সূচকীয় সিরিজ, সূচকীয় সিরিজ",exponential series
"অভিব্যক্তি, অভিব্যক্তি, মুখের অভিব্যক্তি, অভিব্যক্তি",expression
বর্ধিত ব্যবধান,extended interval
বর্ধিত বাস্তব লাইন,extended real line
বর্ধিত বাস্তব সংখ্যা সিস্টেম,extended real number system
ম্যাপিং এক্সটেনশন,extension of a mapping
বাহ্যিক কোণ,exterior angle
বাইরের অঞ্চল,exterior area
বাহ্যিক বিন্দু,exterior point
বহিরাগত,external
predicate মান এক্সট্রাপোলেশন,extrapolation of trend value
এক্সট্রাপোলেশন কৌশল,extrapolation technique
সর্বোচ্চ মূল্য,extremal value
"চরম, শেষ, চরম, চূড়ান্ত",extreme
উচ্চ বিন্দু,extreme point
বিপরীত সেটের চরম বিন্দু,extreme point of convex set
ফাংশনের চরম মান,extremum of a function
চরম বৈশিষ্ট্য,extremum property
"মুখ, পাশে, সামনে",face
পরিচিতি,face value
"উপাদান, গুণনীয়ক, গুণনীয়ক, ধারা,",factor
ফ্যাক্টর বিশ্লেষণ,factor analysis
খণ্ডিত,factored
ফ্যাক্টরিয়াল,factorial
একাধিক ফ্যাক্টর নকশা,factorial design
ফ্যাক্টরাইজেশন,factorization
ফ্যাক্টর থেকে,factorise
ন্যায়বিচার খেলা,fair game
"ভার্চুয়াল, মিথ্যা, কোড",FALSE
"পরিবার, পরিবার, বংশ, পরিবার",family
বৃত্ত মোট,family of circles
বক্ররেখা মোট,family curves
ফাংশন পরিবার,family of functions
মোট রেখা,family of lines
প্রতিরূপ,facsimile
F-বন্টন,F-distribution
সামঞ্জস্যপূর্ণ ভিত্তি সমাধান,feasible basic solution
সামঞ্জস্যপূর্ণ সমাধান,feasible solution
"রিচার্জ, পুনঃবিনিয়োগ",feed back
ফার্মার আইন,Fermat principle
ফার্মার উপপাদ্য,Fermat's theorem
ফার্মি-ডিরাক-পরিসংখ্যান,Fermi-Dirac statistics
ফিবোনাচি সংখ্যা,Fibonacci number
ফিবোনাচি পরিসীমা,Fibonacci series
"ক্ষেত্র, ক্ষেত্র, ক্ষেত্র, ক্ষেত্র",field
চূড়ান্ত বেগ,final velocity
"সসীম, সসীম",finite
সসীম ভিত্তি,finite basis
সসীম দশমিক,finite decimal
সীমিত পার্থক্য,finite difference
সীমিত পার্থক্য পদ্ধতি,finite difference method
সসীম মাত্রিক,finite dimensional
সসীম মাত্রিক ভেক্টর,finite dimensional vector space
সীমাবদ্ধ খেলা,finite game
সসীম জ্যামিতি,finite geometry
সসীম অবিচ্ছেদ্য,finite intersection
সসীমতা,finite many
সীমাবদ্ধ মার্কভ চেইন,finite Markov chain
সসীমতা প্রমাণ,finiteness proof
সসীম সংখ্যা,finite number
সীমিত জনসংখ্যা,finite population
সীমিত সম্ভাবনা,finite probability
শেষ গ্রেড,finite series
সসীম সেট,finite set
সীমিত বেগ,finite velocity
সীমিত আয়তন,finite volume
"মিশ্রিত করা, সামঞ্জস্য করা",fitting
বক্ররেখা সমন্বয়,fitting of curve
সরলরেখা সমন্বয়,fitting of straight line
স্থির বিন্দু উপপাদ্য,fixed point theorem
স্থির নমুনা,fixed sample
ফ্লাইটের বেগ,flight velocity
ভাসমান পয়েন্ট গণনা,floating point arithmetic
"ফ্লোটিং পয়েন্ট সিস্টেম, ভাসমান পয়েন্ট সিস্টেম",floating point system
ফ্লো চার্ট,flow chart
গতির প্রবাহ,flow velocity
তরল গতিবিদ্যা,fluid dynamics
"ফোকাল, কনফোকাল, ফোকাল",focal
ফোকাল জ্যা,focal chord
ফোকাল দূরত্ব,focal distance
ফোকাস দৈর্ঘ্য,focal length
"নাভি, ফোকাস, উৎপত্তি",focus
"পা, পা, পা",foot
অর্থোগোনাল,foot of perpendicular
মহাকর্ষীয় বল,force of gravity
পূর্বাভাস,forecasting
সূত্র,formula
থ্রেডিং,formulate
"বিন্যাস, বিন্যাস, প্রণয়ন",formulation
এগিয়ে,forward difference
এগিয়ে সন্নিবেশ,forward interpolation
গণিতের ভিত্তি,foundation of mathematics
চতুর্মুখী বিশ্লেষণ,Fourier's analysis
ফুরিয়ার সিরিজ,Fourier's series
ফুরিয়ার রুপান্তর,Fourier's transform
ভিন্ন,fraction
ভগ্নাংশ স্থানাঙ্ক,fractional coordinate
ভগ্নাংশ সংখ্যা,fractional number
ভগ্নাংশ প্রোগ্রামিং,fractional programming
মুক্ত পথ,free path
বিনামূল্যে ভেক্টর বিনামূল্যে ভেক্টর,free vector
"ফ্রিকোয়েন্সি, ফ্রিকোয়েন্সি",frequency
ফ্রিকোয়েন্সি কলাম,frequency column
"ফ্রিকোয়েন্সি বক্ররেখা, ফ্রিকোয়েন্সি বক্ররেখা",frequency curve
কম্পাংক বন্টন,frequency distribution
ফ্রিকোয়েন্সি হিস্টোগ্রাম,frequency histogram
ঘটনার ফ্রিকোয়েন্সি,frequency of occurrence
ফ্রিকোয়েন্সি বহুভুজ,frequency polygon
ফ্রিকোয়েন্সি টেবিল,frequency table
frustum,frustum
পিরামিড ফ্রাস্টাম,frustum of a pyramid
শেল frustum,frustum of a sphere
সম্পূর্ণ বিস্তার,full expansion
"ফাংশন, ফাংশন, বৈশিষ্ট্য (গোষ্ঠী)",function
ফাংশন বিশ্লেষণ,functional analysis
"মূল, মূল",fundamental
মৌলিক উপপাদ্য,fundamental theorem
বীজগণিতের মৌলিক উপপাদ্য,fundamental theorem of algebra
"গ্যালাক্সি, আকাশ-গঙ্গা",galaxy
গ্যালো অঞ্চল,Galois field
গ্যালোস গ্রুপ,Galois group
জুয়াড়ির আর্থিক,gambler's ruin
গেম এবং কৌশল,game and move
সুযোগের খেলা,game of chance
পাশা খেলা,game of dice
খেলা তত্ত্ব,games theory
নিখুঁত মেমরি গেম,games with perfect recall
খেলার মান,game value
গামা ফাংশন,gamma function
গাউস-আর্গন সমতল,Gauss-Argand plane
গাউস-বক্ররেখা,Gaussian curve
গাউসিয়ান সমাধান,Gaussian elimination
গাউস-বিমান,Gaussian plane
গাউস-জোর সমন্বয়,Gauss-Jordan reduction
বিস্তৃত অবস্থান,general case
সাধারণ অভিসার তত্ত্ব,general convergence theorem
সাধারণ সমীকরণ,general equation
ব্যাপক ফ্যাক্টর,general factor
"সাধারণ ফর্ম, বিস্তৃত",general form
সাধারণ সূত্র,general formula
প্রশস্ত খেলা,general game
সাধারণ অনুমান,general inference
ব্যাপক অবিচ্ছেদ্য,general integral
সাধারণীকরণ,generalization
সাধারণীকৃত সহযোগী নিয়ম,generalised associative law
সাধারণীকৃত ধারাবাহিক অনুমান,generalised continuum hypothesis
সাধারণীকৃত অবরোহী ফাংশন,generalised convex function
সাধারণীকৃত স্থানাঙ্ক,generalised coordinates
সাধারণীকৃত eigen মান সমস্যা,generalised eigen value problem
সাধারণ অভিসার তত্ত্ব,general convergence theorem
সাধারণ সমীকরণ,general equation
ব্যাপক ফ্যাক্টর,general factor
"সাধারণ ফর্ম, বিস্তৃত",general form
সাধারণ সূত্র,general formula
প্রশস্ত খেলা,general game
সাধারণ অনুমান,general inference
ব্যাপক অবিচ্ছেদ্য,general integral
সাধারণীকরণ,generalization
সাধারণীকৃত সহযোগী নিয়ম,generalised associative law
সাধারণীকৃত ধারাবাহিক অনুমান,generalised continuum hypothesis
সাধারণীকৃত অবরোহী ফাংশন,generalised convex function
সাধারণীকৃত স্থানাঙ্ক,generalised coordinates
সাধারণীকৃত eigen মান সমস্যা,generalised eigen value problem
"বংশ-নাম, শ্রেণী-নাম, বর্ণ-নাম",generic name
পৃষ্ঠা সংখ্যা,genus of surface
"বিকল্প, জিওডেসিক",geodesic
জ্যামিতিক,geometrical
জ্যামিতিক নকশা,geometrical construction
জ্যামিতি মানে,geometrical mean
জ্যামিতিক বহুবিধতা,geometrical multiplicity
জ্যামিতিক সম্ভাবনা,geometrical probability
জ্যামিতিক অগ্রগতি,geometrical progression
জ্যামিতিক সিরিজ,geometrical series
জ্যামিতিক চিত্র,geometrical shape
জ্যামিতিক পাটিগণিত সিরিজ,geometrico arithmetic series
"জ্যামিতি, জ্যামিতি",geometry
সর্বজনীন সর্বোচ্চ,global maximum
সর্বজনীন সর্বনিম্ন সম্পত্তি,global property
সর্বনিম্ন সর্বনিম্ন,global minimum
সর্বজনীন সর্বোত্তম,global optimum
সার্বজনীন সম্পত্তি,global property
সর্বজনীন অ্যাক্সেস পয়েন্ট,global saddle point
মসৃণতা,goodness of fit
র্যাঙ্ক পারস্পরিক সম্পর্ক,grade correlation
শ্রেণীবদ্ধ তথ্য,graded data
"ঢাল, গ্রেডিয়েন্ট",gradient
ঢাল ঘনত্ব,gradient density
লাইন ঢাল,gradient of line
বেগ গ্রেডিয়েন্ট,gradient of velocity
ঢাল ভেক্টর,gradient vector
ঢাল বেগ,gradient velocity
"গ্রেডিং, গ্রেডিং, গ্রেডিং, লেভেল ব্যালেন্সিং",grading
গ্রেডিং বিশ্লেষণ,grading analysis
ছোলা,gram
গ্রাম হর,Gram determinant
গ্রাম-শ্মিডের সংঘবদ্ধকরণ প্রক্রিয়া,Gram - Schmidt orthogonalization process
মহান গড়,grand mean
সর্বযোগ,grand total
"গ্রাফ, গ্রাফ, গ্রাফ",graph
গ্রাফিক,graphic
"গ্রাফিক, গ্রাফ",graphical
গ্রাফিকাল গণনা,graphical computation
"গ্রাফিক ডিজাইন, গ্রাফিক ডিজাইন",graphical construction
গ্রাফিকাল ইন্টিগ্রেশন,graphical integration
গ্রাফিকাল সন্নিবেশ,graphical interpolation
গ্রাফিক পদ্ধতি,graphical method
"গ্রাফিকাল উপস্থাপনা, গ্রাফিকাল উপস্থাপনা",graphical representation
"গ্রাফিক রেসিপি, গ্রাফিক",graphic expression
"গ্রাফ কাগজ, বর্গাকার কাগজ, গ্রাফ কাগজ",graph paper
"মহাকর্ষ, মহাকর্ষ",gravitation
মহাকর্ষীয় ত্বরণ,gravitational accelaration
"মহাকর্ষ, মহাকর্ষীয় আকর্ষণ",gravitational attraction
মহাকর্ষীয় ধ্রুবক,gravitational constant
মহাকর্ষীয় বক্রতা,gravitational curvature
মহাকর্ষীয় বল,gravitational force
মহাকর্ষীয় টান,gravitational pull
মাধ্যাকর্ষণ,gravity
সপ্তর্ষি,great bear
বড় বৃত্ত,great circle
বড় বৃত্ত সমতল,great - circle plane
প্রশস্ত বৃত্ত,great circle route
সবচেয়ে বড় ফ্যাক্টর,greatest common measure
শীর্ষ উপাদান,greatest element
সর্বশ্রেষ্ঠ নিম্ন সীমা,greatest lower bound
ভর সংখ্যা,great number
বহুভুজ,great triangle
গ্রেগরিয়ান ক্যালেন্ডার,Gregorian calendar
গ্রেগরিয়ান রিভিশন,Gregorian correction
গ্রেগরিয়ান সূত্র,Gregory formula
গ্রেগরি-নিউটন সূত্র,Gregory - Newton formula
গ্রেগরিয়ান ক্যাটাগরি,Gregory series
"স্থূল, মোট (v.) স্থূল (n.)",gross
স্থূল পারস্পরিক সম্পর্ক,gross correlation
স্থূল ত্রুটি,gross error
স্থূল আয়,gross income
"শ্রেণী, গোষ্ঠী, সমিতি",group
গ্রুপ গ্রহণ,group automorphism
গ্রুপ স্বতঃসিদ্ধ,group axiom
গ্রুপ নিয়ন্ত্রণ,group control
দলবদ্ধ বিভাগ,grouped series
প্রতিসাম্যের গ্রুপ,group of symmetries
রূপান্তর গ্রুপ,group of transformation
সমষ্টি,groupoid
গ্রুপ তত্ত্ব ধারণা,group theoretical assumption
গ্রুপ তত্ত্ব,group theory
বৃদ্ধি,growth
বৃদ্ধির সূত্র,growth formula
বৃদ্ধির হার,growth rate
g-নমুনা,g-statistic
আনুমানিক গড়,guessed average
অর্ধেক যোগকারী,half adder
আধা-বন্ধ ব্যবধান,half open interval
অর্ধেক জনসংখ্যা,half space
হ্যামিলটন কেলি উপপাদ্য,Hamilton Cayley Theorem
হ্যামিলটোনি অপারেটর,Hamiltonian operator
হ্যামিল্টনের চতুষ্পদ,Hamilton's quaternion algebra
"harmonic, harmonic, harmonic, harmonic",harmonic
সুরেলা আবরণ,harmonic envelope
সুরেলা গড়,harmonic mean
সুরেলা অগ্রগতি,harmonic progression
"ইন্টারেক্টিভ বিশ্লেষণ, গুণমান",harmonics
সুরেলা পরিসীমা,harmonic series
"উচ্চতা, উচ্চতা, উচ্চতা",height
"গোলার্ধ, গোলার্ধ",hemisphere
গোলার্ধীয়,hemispherical
গোলার্ধীয় অভিক্ষেপ,hemispherical projection
হেপ্টাগন,heptagon
সন্ন্যাসী কনজুগেট অপারেটর,Hermitian conjugate operator
হারমেটিক যুদ্ধ,Hermitian form
হারমেটিক ম্যাট্রিক্স,Hermitian matrix
হারমেটিক অপারেটর,Hermitian operator
সন্ন্যাসী পণ্য,Hermitian product
হারমেটিক গ্রুপ,Hermitian semigroup
আশ্রম জনসংখ্যা,Hermitian space
হারমেটিক রূপান্তর,Hermitian transformation
হেস ডায়াগ্রাম,Hess diagram
হেসিয়ান ম্যাট্রিক্স,Hessian matrix
ফাংশনের হেসিয়ান,Hessian of function
ভিন্নতা পরীক্ষা,heterogeneity test
"ভিন্নধর্মী, ভিন্নধর্মী, ভিন্নধর্মী",heterogeneous
ভিন্নধর্মী পরিসংখ্যান,heterogeneous data
ভিন্নধর্মী জনসংখ্যা,heterogeneous population
প্রাকৃতিক,heuristic
স্বাভাবিকভাবে,heuristically
ষড়ভুজ,hexagon
ষড়ভুজ,hexahedron
অনুক্রমিক উপবিভাগ,hierarchial subdivision
"শ্রেণিবিন্যাস, উচ্চ ঐতিহ্য",hierarchy
উচ্চ জন্ম হার,high birth rate
উচ্চ মৃত্যুর হার,high death rate
উচ্চ বয়সের গ্রুপ,higher - age – group
উচ্চতর ক্রম,higher order
সর্বোচ্চ আদেশ,highest order
হিলবার্ট কিউব,Hilbert cube
হিলবার্ট জনসংখ্যা,Hilbert space
H- নিশ্চিত,H–invariant
সময় ফ্রেম,historigram
ফাঁপা শঙ্কু,hollow cone
"মিল, মিল",homeomorphism
"homogeneity, homogeneity",homogeneity
"সমজাতীয়, সমজাতীয়, সমজাতীয়, সমজাতীয়, সমজাতীয়",homogeneous
