Odiya,Malayalam
ସମବାୟ,ഒരേസമയം
ସମବାୟ ଶକ୍ତି,സമകാലിക ശക്തി
ସର୍ତ୍ତମୂଳକ ଘନତା କାର୍ଯ୍ୟ,സോപാധിക സാന്ദ്രത പ്രവർത്തനം
ସର୍ତ୍ତମୂଳକ ବଣ୍ଟନ |,സോപാധിക വിതരണം
ପ୍ରତିବନ୍ଧକ ପ୍ରତୀକ୍ଷା |,നിയന്ത്രിത പ്രതീക്ഷ
ସର୍ତ୍ତମୂଳକ ଅର୍ଥ |,സോപാധിക അർത്ഥം
ସର୍ତ୍ତମୂଳକ ସମ୍ଭାବନା |,സോപാധിക സംഭാവ്യത
ଶ୍ରେଣୀବଦ୍ଧତା ପ୍ରତିବନ୍ଧକ |,വിന്യാസ നിയന്ത്രണം
ସ୍ଥିରତା ପ୍ରତିବନ୍ଧକ |,സ്ഥിരത നിയന്ത്രണങ്ങൾ
ଅଖଣ୍ଡତା ପ୍ରତିବନ୍ଧକ |,സമഗ്രത നിയന്ത്രണം
ସ୍ପର୍ଶ ପ୍ରତିବନ୍ଧକ |,സ്പർശന നിയന്ത്രണം
"କୋଣ, କୋଣ","കോൺ, കോൺ"
ଆତ୍ମବିଶ୍ୱାସର ବ୍ୟବଧାନ |,ആത്മവിശ്വാസമുള്ള ഇടവേള
ଆତ୍ମବିଶ୍ୱାସ ବ୍ୟବଧାନ ଆକଳନ |,ആത്മവിശ്വാസ ഇടവേള കണക്കാക്കൽ
ବିଶ୍ୱସ୍ତତା ସୀମା,വിശ്വസ്തതയുടെ പരിധികൾ
ଆତ୍ମବିଶ୍ୱାସ ମଣ୍ଡଳ |,ആത്മവിശ്വാസ മേഖല
ବିରୋଧ ପ୍ରଦର୍ଶନ,പ്രതിഷേധ നിലപാട്
କନଫୋକାଲ୍ କୋନିକ୍ |,കോൺഫോക്കൽ കോണിക്ക്
କନଫୋକାଲ୍ ଏଲିପସଏଡ୍ |,കോൺഫോക്കൽ ദീർഘവൃത്താകൃതി
କନଫୋକାଲ୍ ଜ୍ୟାମିତି |,കോൺഫോക്കൽ ജ്യാമിതി
କନଫୋକାଲ୍ ହାଇପରବୋଲା |,കൺഫോക്കൽ ഹൈപ്പർബോള
କନଫୋକାଲ୍ ହାଇପରବୋଲା |,കൺഫോക്കൽ ഹൈപ്പർബോള
କନଫୋକାଲ୍ ପାରାବୋଲା |,കൺഫോക്കൽ പരാബോള
କନଫୋକାଲ୍ ପାରାବୋଲିକ୍ ସଂଯୋଜନା |,കൺഫോക്കൽ പാരാബോളിക് കോർഡിനേറ്റുകൾ
"ଅନୁରୂପ, ଅନୁରୂପ |","സാദൃശ്യമുള്ള, സാദൃശ്യമുള്ള"
ଆଙ୍ଗଲ୍ ମ୍ୟାପିଙ୍ଗ୍ |,ആംഗിൾ മാപ്പിംഗ്
"ସମନ୍ୱୟ, ଦ୍ୱିପାକ୍ଷିକ ରେଖା-ସମୁଦାୟ, ସମାନତା |","പൊരുത്തം, ബൈപാരലൽ ലൈൻ-മൊത്തം, തുല്യത"
ଦ୍ୱିପାକ୍ଷିକ ବୃତ୍ତ ସମୁଦାୟ |,ആകെ ബൈപാരലൽ സർക്കിൾ
"ସମାନ, ଏପରିକି","സമന്വയം, പോലും"
ସମାନ ମାଟ୍ରିକ୍ସ |,തുല്യമായ മാട്രിക്സ്
"conic, conic","ശംഖ്, ശംഖു"
conical frustum |,കോണാകൃതിയിലുള്ള നിരാശ
conical kundalini,കോണാകൃതിയിലുള്ള കുണ്ഡലിനി
"କୋନିକ୍ କଟ୍, କୋନିକ୍ |","കോണിക കട്ട്, കോണിക"
କୋନିକ୍ ଗଣିତ |,കോണിക ഗണിതം
"କୋଣ-କଟା, କୋଣ-ବିଭାଗ |","കോൺ-കട്ട്, കോൺ-സെക്ഷൻ"
"କଞ୍ଜୁଗେଟେଡ୍ ହେବା (v।), କଞ୍ଜୁଗେଟେଡ୍ ହେବା (v।)","സംയോജിപ്പിക്കുക (വി.), സംയോജിപ്പിക്കുക (വി.)"
କଞ୍ଜୁଗେଟ୍ କୋଣ |,സംയോജിത കോൺ
କଞ୍ଜୁଗେଟ୍ ଅକ୍ଷ |,സംയോജിത അക്ഷം
ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକୁ ସଂଯୋଗ କରନ୍ତୁ |,സങ്കീർണ്ണ സംഖ്യകൾ സംയോജിപ്പിക്കുക
ସଂଯୋଗ ଦିଗ,സംയോജിത ദിശ
କଞ୍ଜୁଗେଟ୍ ଫଙ୍କସନ୍ |,സംയോജിത പ്രവർത്തനം
ମ୍ୟାଟ୍ରିକ୍ସର କଞ୍ଜୁଗେଟ୍ |,മാട്രിക്സിന്റെ സംയോജനം
conjugate permutation,സംയോജിത ക്രമമാറ്റം
କଞ୍ଜୁଗେଟ୍ ଭେରିଏବଲ୍ |,സംയോജിത വേരിയബിൾ
"ଯୋଗ, ମିଶ୍ରଣ","യോഗ, കോമ്പിനേഷൻ"
ଲଗାତାର,തുടർച്ചയായി
କ୍ରମାଗତ ସଂଖ୍ୟା,തുടർച്ചയായ സംഖ്യകൾ
ଶକ୍ତି ସଂରକ୍ଷଣ,ഊർജ്ജ സംരക്ഷണം
ଜନ ସଂରକ୍ଷଣ |,ബഹുജന സംരക്ഷണം
ପୃଷ୍ଠପୋଷକ,രക്ഷാധികാരി
"ସ୍ଥିରତା, ସ୍ଥିରତା, ସ୍ଥିରତା, ସ୍ଥିରତା |","സ്ഥിരത, സ്ഥിരത, സ്ഥിരത, സ്ഥിരത"
ସ୍ଥିରତା ପ୍ରତିବନ୍ଧକ |,സ്ഥിരത നിയന്ത്രണങ്ങൾ
"ସୁସଙ୍ଗତ ଆକଳନ, ବିପରୀତ ଆକଳନ |","അനുയോജ്യമായ എസ്റ്റിമേറ്റ്, വിപരീത എസ്റ്റിമേറ്റ്"
"ସ୍ଥିର ଆକଳନକାରୀ, ବିରୋଧୀ ନୁହେଁ |","സ്ഥിരമായ എസ്റ്റിമേറ്റർ, വൈരുദ്ധ്യമില്ലാത്ത എസ്റ്റിമേറ്റർ"
"ବିପରୀତ ନମୁନା, ସ୍ଥିର ନମୁନା |","പരസ്പരവിരുദ്ധമല്ലാത്ത സാമ്പിൾ, അനുയോജ്യമായ സാമ്പിൾ"
"ସୁସଙ୍ଗତ ସଂସ୍ଥା, ଅଣ-ବିବାଦୀୟ ସଂସ୍ଥା |","അനുയോജ്യമായ എന്റിറ്റികൾ, വൈരുദ്ധ്യമില്ലാത്ത എന്റിറ്റികൾ"
କୋନସୋଲ,കൺസോൾ
"ସ୍ଥିର, ସ୍ଥିର, ସ୍ଥିର, ଅସ୍ଥାବର, ପରିବର୍ତ୍ତନଶୀଳ, ୟୁନିଫର୍ମ |","സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ, അചഞ്ചലമായ, മാറ്റമില്ലാത്ത, യൂണിഫോം"
ସମାନ ତ୍ୱରଣ,യൂണിഫോം ത്വരണം
ସ୍ଥିର କାର୍ଯ୍ୟ,സ്ഥിരമായ പ്രവർത്തനം
ମାଧ୍ୟାକର୍ଷଣ ବିନ୍ଦୁ |,ഗുരുത്വാകർഷണ പോയിന്റ്
ଏକୀକରଣ ସ୍ଥିର |,സംയോജന സ്ഥിരത
ଆନୁପାତିକତା ସ୍ଥିର |,ആനുപാതിക സ്ഥിരത
ସ୍ଥିର ପାରାମିଟର |,സ്ഥിരമായ പരാമീറ്റർ
କ୍ରମାଗତ ବହୁଭୂତ |,സ്ഥിരമായ ബഹുപദം
ସ୍ଥିର ଅନୁପାତ,നിശ്ചിത അനുപാതം
ସମାନ ପଦକ୍ଷେପ,ഏകീകൃത നീക്കം
ସ୍ଥିର ଅବଧି,സ്ഥിരമായ കാലാവധി
ସମାନ ବେଗ,ഏകീകൃത വേഗത
ସୃଷ୍ଟିକର୍ତ୍ତାଙ୍କ ସମୀକରଣ |,സ്രഷ്ടാവിന്റെ സമവാക്യം
ପ୍ରତିବନ୍ଧକ,പരിമിതി
"ସୃଷ୍ଟି କରିବାକୁ, ସୃଷ୍ଟି କରିବାକୁ |","സൃഷ്ടിക്കാൻ, സൃഷ്ടിക്കാൻ"
ଗଠନ,രൂപീകരണം
ଗ୍ରାହକ ପସନ୍ଦ,ഉപഭോക്തൃ മുൻഗണനകൾ
ବ୍ୟବହାର କାର୍ଯ୍ୟ,ഉപഭോഗ പ്രവർത്തനം
ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |,ടാൻജെന്റ് കോൺ
ଯୋଗାଯୋଗ ବିନ୍ଦୁ,കോൺടാക്റ്റ് പോയിന്റ്
ଧାରଣ କରିଛି |,അടങ്ങിയിരിക്കുന്നു
ଅନୁବନ୍ଧିତ ସାରଣୀ |,അഫിലിയേഷൻ പട്ടിക
ନିରନ୍ତର ଯାନ୍ତ୍ରିକ |,തുടർച്ചയായ മെക്കാനിക്സ്
ବିଭିନ୍ନ ଅର୍ଥ,വ്യത്യസ്ത ധനകാര്യം
ଆର୍ଥିକ ଉତ୍ପାଦ,സാമ്പത്തിക ഉൽപ്പന്നം
"ନିରନ୍ତର, ନିରନ୍ତର |","തുടർച്ച, തുടർച്ച"
କାର୍ଯ୍ୟଗୁଡ଼ିକର ନିରନ୍ତର |,പ്രവർത്തനങ്ങളുടെ തുടർച്ച
ନିରନ୍ତର ପରୀକ୍ଷା |,തുടർച്ചയായ പരിശോധന
"ନିରନ୍ତର, ଅବିଭକ୍ତ, ଭଙ୍ଗା, ନିରନ୍ତର, ନିରନ୍ତର |","തുടർച്ചയായ, അഖണ്ഡമായ, അഖണ്ഡമായ, തുടർച്ചയായ, തുടർച്ചയായ"
କ୍ରମାଗତ ଡେରିଭେଟିଭ୍ |,തുടർച്ചയായ ഡെറിവേറ്റീവ്
ନିରନ୍ତର ବଣ୍ଟନ |,തുടർച്ചയായ വിതരണം
କ୍ରମାଗତ ଉପରେ |,മുകളിൽ തുടർച്ചയായി
ନିରନ୍ତର କାର୍ଯ୍ୟ,തുടർച്ചയായ പ്രവർത്തനം
କ୍ରମାଗତ ଭାବରେ ଭିନ୍ନକ୍ଷମ |,തുടർച്ചയായി വ്യത്യാസപ്പെട്ടിരിക്കുന്നു
ନିରନ୍ତର ମାନଚିତ୍ର,തുടർച്ചയായ ഭൂപടം
କ୍ରମାଗତ ମ୍ୟାପିଙ୍ଗ୍ |,തുടർച്ചയായ മാപ്പിംഗ്
ନିରନ୍ତର ସମ୍ଭାବ୍ୟତା ସାନ୍ଧ୍ରତା କାର୍ଯ୍ୟ |,തുടർച്ചയായ പ്രോബബിലിറ്റി ഡെൻസിറ്റി ഫംഗ്‌ഷൻ
ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |,തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ
କ୍ରମାଗତ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,തുടർച്ചയായ റാൻഡം വേരിയബിൾ
ନିରନ୍ତର ନମୁନା ସ୍ଥାନ |,തുടർച്ചയായ സാമ്പിൾ സ്ഥലം
କ୍ରମାଗତ ଭେରିଏବଲ୍ |,തുടർച്ചയായ വേരിയബിൾ
କ୍ରମାଗତ ତରଙ୍ଗ |,തുടർച്ചയായ തരംഗം
"ନିରନ୍ତର, ନିରନ୍ତର |","തുടർച്ച, തുടർച്ച"
କ୍ରମାଗତ ଆକ୍ସିୟମ୍ |,തുടർച്ചയായ സിദ്ധാന്തം
ପ୍ରକୃତ ସଂଖ୍ୟା ସେଟ୍ |,യഥാർത്ഥ സംഖ്യ സെറ്റ്
ନିରନ୍ତର ନୀତି |,തുടർച്ചയായ തത്വം
ବିଷୟବସ୍ତୁ ସଂଯୋଗ,കോണ്ടൂർ ഇന്റഗ്രേഷൻ
ସଂକୋଚନ ମ୍ୟାପିଂ |,സങ്കോച മാപ്പിംഗ്
ବିରୋଧ କରନ୍ତୁ |,എതിർക്കുക
ପ୍ରତିଫଳନ,പ്രതിഫലനം
ନିୟନ୍ତ୍ରଣ,നിയന്ത്രണം
ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ,നിയന്ത്രണ ചാർട്ട്
ଅର୍ଥର ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |,ശരാശരിയുടെ നിയന്ത്രണ ചാർട്ട്
ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ |,വൈകല്യങ്ങളുടെ നിയന്ത്രണം
ପରିସର ନିୟନ୍ତ୍ରଣ |,പരിസരത്തിന്റെ നിയന്ത്രണം
ଭେରିଏବଲ୍ସର ନିୟନ୍ତ୍ରଣ,വേരിയബിളുകളുടെ നിയന്ത്രണം
"ଏକତ୍ର କରିବାକୁ, ଏକତ୍ର କରିବାକୁ |","ഒത്തുചേരുക, ഒത്തുചേരുക"
ଅର୍ଥ ସମ୍ମିଶ୍ରଣ |,ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്
ବର୍ଗର ଅର୍ଥ ସମ୍ମିଶ୍ରଣ |,ചതുരം എന്നാൽ ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്
ସମ୍ଭାବ୍ୟତାରେ ସମ୍ମିଶ୍ରଣ |,സംഭാവ്യതയിൽ ഒത്തുചേരൽ
ସମ୍ମିଶ୍ରଣ ସୀମା |,ഒത്തുചേരൽ പരിധി
ସମ୍ମିଶ୍ରଣ ବ୍ୟାସାର୍ଦ୍ଧ |,ഒത്തുചേരൽ ആരം
ସମ୍ମିଶ୍ରଣ ଅଞ୍ଚଳ |,ഒത്തുചേരൽ മേഖല
"ଏକତ୍ର କର (ver।), ଏକତ୍ର କର (n।)","converge (ver.), converge (n.)"
ସମ୍ମିଳିତ କ୍ରମ |,ഒത്തുചേരൽ ക്രമം
ସମ୍ମିଳିତ କ୍ରମ |,ഒത്തുചേരൽ പരമ്പര
"ବିପରୀତ, ବିପରୀତ","എതിർ, എതിർ"
"ଅପରପକ୍ଷେ, Vytyasane",വിപരീതമായി വൈത്യസനേ
ରୂପାନ୍ତର ଭଗ୍ନାଂଶ |,പരിവർത്തന അംശം
ରୂପାନ୍ତର ସାରଣୀ |,പരിവർത്തന പട്ടിക
ଦୂରକୁ ମୁହାଁଇଲେ |,അഭിമുഖീകരിക്കുന്നു
ଶରୀର ଆଡକୁ |,ശരീരം അഭിമുഖീകരിക്കുന്നു
ବିପରୀତ ମିଶ୍ରଣ |,വിപരീത കോമ്പിനേഷൻ
ମୁହାଁ କଭର |,അഭിമുഖീകരിക്കുന്ന കവർ
ବିଭ୍ରାନ୍ତିକର କାର୍ଯ୍ୟ |,വ്യതിചലിക്കുന്ന പ്രവർത്തനം
ର ar ଖ୍ୟ ସଂଗ୍ରହର ସମ୍ମୁଖୀନ |,ലീനിയർ അക്യുമുലേഷൻ അഭിമുഖീകരിക്കുന്നു
ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂର ସମ୍ମୁଖୀନ |,ലീനിയർ പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു
ଦୂରତା ଜନସଂଖ୍ୟା,വിദൂര ജനസംഖ്യയെ അഭിമുഖീകരിക്കുന്നു
ପଲିହେଡ୍ରନ୍ ସମ୍ମୁଖୀନ |,പോളിഹെഡ്രോൺ അഭിമുഖീകരിക്കുന്നു
ଅଗ୍ରଗାମୀ ପ୍ରୋଗ୍ରାମିଂ |,പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു
ମୁହାଁମୁହିଁ ଅଞ୍ଚଳ |,അഭിമുഖീകരിക്കുന്ന പ്രദേശം
ମୁହାଁ ସେଟ୍ |,അഭിമുഖീകരിക്കുന്ന സെറ്റ്
ସଂକଳନ,സംവഹനം
ସମ୍ମିଶ୍ରଣ ଅବିଚ୍ଛେଦ୍ୟ |,സംയോജിത സംയോജനം
ସଙ୍କୋଚନ ଥିଓରେମ୍ |,കംപ്രഷൻ സിദ്ധാന്തം
"ସଂଯୋଜନା, ସଂଯୋଜନା, କୋଭାରିଆନ୍ସ |","ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക, സഹവർത്തിത്വം"
ନିର୍ଦ୍ଦେଶକ ଅକ୍ଷ,ഡയറക്ടർ അച്ചുതണ്ട്
ଜ୍ୟାମିତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |,കോർഡിനേറ്റ് ജ്യാമിതി
ସମତଳ ବିମାନ,കോർഡിനേറ്റ് വിമാനം
ସଂଯୋଜନା,കോർഡിനേറ്റുകൾ
"ସଂଯୋଜନା ପ୍ରଣାଳୀ, ନିର୍ଦ୍ଦେଶ ପ୍ରଣାଳୀ |","കോർഡിനേറ്റ് സിസ്റ്റം, ഇൻസ്ട്രക്ഷൻ സിസ്റ്റം"
କପର୍ନିକସ୍-ଶରୀର |,കോപ്പർനിക്കസ്-ശരീരം
ପ୍ଲାନାର୍ |,പ്ലാനർ
କପ୍ଲାନାର୍ ଫୋର୍ସ |,കോപ്ലനാർ ഫോഴ്സ്
ସମତଳତା |,പരന്നത
ମୌଳିକ ସଂଖ୍ୟା,പ്രധാന സംഖ്യ
"ସଂଶୋଧନ ଗୁଣକର୍ତ୍ତା, ସଂଶୋଧନ ଗୁଣକର୍ତ୍ତା |","തിരുത്തൽ ഗുണനം, തിരുത്തൽ ഗുണനം"
ସଠିକ୍ ସମାଧାନ |,ശരിയായ പരിഹാരം
ସହ-ସମ୍ପର୍କ,സഹ ബന്ധം
ସଂଶୋଧନ ଗୁଣବତ୍ତା,പരസ്പരബന്ധം ഗുണകം
ସମ୍ପର୍କ ଚିତ୍ର,പരസ്പരബന്ധം ഡയഗ്രം
ସମ୍ପର୍କ କାର୍ଯ୍ୟ,പരസ്പരബന്ധം പ്രവർത്തനം
"ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ, ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ |","കോറിലേഷൻ മാട്രിക്സ്, കോറിലേഷൻ മാട്രിക്സ്"
ସମ୍ପର୍କ ଅନୁପାତ |,പരസ്പര ബന്ധ അനുപാതം
ସମ୍ପର୍କ ଚିତ୍ର,പരസ്പരബന്ധം ഡയഗ്രം
ସମ୍ପର୍କ-ଚିତ୍ର ବିଶ୍ଳେଷଣ |,പരസ്പരബന്ധം-ചിത്ര വിശകലനം
"to correspond, to correspond","പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക"
ସଙ୍ଗଠନର ନିୟମ |,അസോസിയേഷന്റെ നിയമങ്ങൾ
ଅନୁରୂପ କୋଣ |,അനുബന്ധ കോൺ
ସୁସଙ୍ଗତ ପାର୍ଶ୍ୱ |,അനുയോജ്യമായ വശം
ସେଟ୍ କରନ୍ତୁ |,സെറ്റ്
"କୋସାଇନ୍, କୋଟିଜିଆ","cosine, cotizya"
କୋସାଇନ୍ ନିୟମ |,കോസൈനുകളുടെ ഭരണം
ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,ചെലവ് വിശകലനം
ମୂଲ୍ୟ ସର୍ବାଧିକ,ചെലവ് പരമാവധിയാക്കൽ
ଗଣନା ଯୋଗ୍ୟତା,എണ്ണൽ സിദ്ധാന്തം
ଗଣନାଯୋଗ୍ୟ,എണ്ണാവുന്ന
ଗଣନା ଯୋଗ୍ୟ ଯୋଗୀ |,എണ്ണാവുന്ന സങ്കലനം
ଗଣନାଯୋଗ୍ୟ ଆଧାର |,എണ്ണാവുന്ന അടിസ്ഥാനം
ଗଣନାଯୋଗ୍ୟ ଆଧାର |,എണ്ണാവുന്ന അടിസ്ഥാനം
ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |,എണ്ണാവുന്ന സെറ്റ്
ଅସଂଖ୍ୟ |,എണ്ണിയാലൊടുങ്ങാത്തത്
"କାଲକୁଲେଟର, ପ୍ୟାନେଲ୍, କାଉଣ୍ଟର |","കാൽക്കുലേറ്റർ, പാനൽ, കൌണ്ടർ"
ଘଣ୍ଟା ବୁଲାଇ ଅପଚୟ |,എതിർ ഘടികാരദിശയിൽ പാഴാക്കൽ
କାଉଣ୍ଟର ନମୁନା |,എതിർ ഉദാഹരണം
କୋଭାରିଆନ୍ସ |,സഹവർത്തിത്വം
କୋଭାରିଆନ୍ସ ନିୟମ |,സഹവർത്തിത്വ നിയമം
କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ |,കോവേരിയൻസ് മാട്രിക്സ്
କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |,സഹവർത്തിത്വ രീതി
କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |,സഹവർത്തിത്വ രീതി
କ୍ରାମରଙ୍କ ନିୟମ |,ക്രാമർ നിയമം
କ୍ରାମର-ରାଓ ଅସମାନତା |,ക്രാമർ-റാവു അസമത്വം
ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍,വസ്തുനിഷ്ഠമായ പ്രവർത്തനം
ଜଟିଳ କୋଣ,നിർണായക ആംഗിൾ
ଜଟିଳ ବିନ୍ଦୁ |,നിര്ണ്ണായക ബിന്ദു
କାର୍ଯ୍ୟର ଜଟିଳ ବିନ୍ଦୁ |,പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്
ଜଟିଳ ମୂଲ୍ୟ,നിർണായക മൂല്യം
ଜଟିଳ ବେଗ,നിർണായക വേഗത
ଓଲଟା ସମ୍ପର୍କ କାର୍ଯ୍ୟ |,ഇൻവേഴ്സ് കോറിലേഷൻ ഫംഗ്ഷൻ
"ଭେକ୍ଟର-ଉତ୍ପାଦ, ଭେକ୍ଟର-ଉତ୍ପାଦ |","വെക്റ്റർ-ഉൽപ്പന്നം, വെക്റ്റർ-ഉൽപ്പന്നം"
ବଜ୍ରପାତ ଅନୁପାତ |,ഇടിമിന്നൽ അനുപാതം
କ୍ରସ୍ ବିଭାଗ,ക്രോസ് സെക്ഷൻ
କ୍ରିପ୍ଟୋଗ୍ରାଫି,ക്രിപ്റ്റോഗ്രഫി
"କ୍ୟୁବ୍, କ୍ୟୁବ୍","ക്യൂബ്, ക്യൂബ്"
କ୍ୟୁବ୍ ନମ୍ବର |,ക്യൂബ് നമ്പർ
କ୍ୟୁବ୍ ମୂଳ |,ക്യൂബ് റൂട്ട്
"କ୍ୟୁବ୍, ଘନ, ଘନ, ଚତୁର୍ଥାଂଶ, ଟ୍ରାଇଗୋନାଲ୍, ଘନ |","ക്യൂബ്, ക്യൂബിക്, ക്യൂബിക്, ക്വാഡ്രാറ്റിക്, ത്രികോണം, ക്യൂബിക്"
"କ୍ୟୁବ୍, କ୍ୟୁବ୍, ଘନ |","ക്യൂബ്, ക്യൂബ്, ക്യൂബിക്"
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,ക്വാഡ്രാറ്റിക് സമവാക്യം
ଘନ ଇଞ୍ଚ |,ക്യുബിക് ഇഞ്ച്
ଘନ ମିଟର,ക്യുബിക് മീറ്റർ
ଚତୁର୍ଭୁଜ ପାରାବୋଲା |,ചതുരാകൃതിയിലുള്ള പരവലയം
କ୍ୟୁବ୍ ମୂଳ |,ക്യൂബ് റൂട്ട്
ତ୍ରିଗୁଣ ଅବଧି,ട്രിപ്പിൾ ടേം
orthogonal ସମାନ୍ତରାଳ |,ഓർത്തോഗണൽ സമാന്തരം
"ସଂକଳିତ ସଂକଳିତ,",സഞ്ചിത സമാഹരിച്ചത്
ସଂକଳନ ବକ୍ର,ക്യുമുലേറ്റീവ് കർവ്
ସଂକଳନ ବଣ୍ଟନ କାର୍ଯ୍ୟ,സഞ്ചിത വിതരണ പ്രവർത്തനം
ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି |,സഞ്ചിത ആവൃത്തി
ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍,ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ
ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ କ୍ୟୁମୁଲେଟିଭ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ |,ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ് ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്
ସଂକଳନ ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ,ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
"କର୍ଲ, କ୍ୱିଣ୍ଟାଲ୍ |","ചുരുളൻ, ക്വിന്റൽ"
ଦ୍ୱିପାକ୍ଷିକ ବକ୍ର,ദ്വിസമാന്തര വക്രം
ଭେକ୍ଟର୍ କର୍ଲ୍ |,വെക്റ്റർ ചുരുളൻ
"ଧନୁ ବନ୍ଧନୀ, ଆର୍","വില്ലു ബ്രേസ്, കമാനം"
stream ରଣା,ധാര
ଚଳନ ବିନ୍ଦୁ |,ചലിക്കുന്ന പോയിന്റ്
ବକ୍ରତା,വക്രത
ବକ୍ର ପ୍ରଭାବ,വക്രത പ്രഭാവം
ବକ୍ର,വളവ്
ବକ୍ର ରେଖା,വളഞ്ഞ രേഖ
ବକ୍ର ଅନୁସନ୍ଧାନ,കർവ് ട്രേസിംഗ്
curvilinear asymptote |,വളഞ്ഞ അസിംപ്റ്റോട്ട്
curvilinear coordinates,curvilinear കോർഡിനേറ്റുകൾ
କର୍ଭିଲାଇନ୍ ରିଗ୍ରେସନ୍ |,കർവിലീനിയർ റിഗ്രഷൻ
"ଅସ୍ପଷ୍ଟ, କସପ |","അവ്യക്തമായ, കൂമ്പാരം"
"ଚକ, ଘୂର୍ଣ୍ଣନ, ଚକ୍ର, କାଷ୍ଟିଂ ଚକ, ସଙ୍କୋଚନ ଚକ |","വീൽ, റൊട്ടേഷൻ, സൈക്കിൾ, കാസ്റ്റിംഗ് വീൽ, കോംപാക്ഷൻ വീൽ"
ଚକ୍ରବର୍ତ୍ତୀ ଭିନ୍ନତା |,ചാക്രിക വ്യതിയാനം
ସାଇକ୍ଲିକ୍ ଭେକ୍ଟର ଉତ୍ପାଦ |,സൈക്ലിക് വെക്റ്റർ ഉൽപ്പന്നം
ଚକ୍ରବର୍ତ୍ତୀ ଚାହିଦା |,ചാക്രിക ആവശ്യം
ଚକ୍ରବର୍ତ୍ତୀ ଅଭିବ୍ୟକ୍ତି |,ചാക്രിക പദപ്രയോഗം
ଚକ୍ରବର୍ତ୍ତୀ ଗୋଷ୍ଠୀ |,ചാക്രിക ഗ്രൂപ്പ്
ଚକ୍ରବ୍ୟୁହ,ചാക്രിക ക്രമമാറ്റം
"ସାଇକ୍ଲୋଏଡ୍, ସାଇକ୍ଲୋଏଡ୍ |","സൈക്ലോയ്ഡ്, സൈക്ലോയ്ഡ്"
"ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର","സിലിണ്ടർ, സിലിണ്ടർ"
"ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର |","സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ"
ସିଲିଣ୍ଡର ପୃଷ୍ଠା |,സിലിണ്ടർ പേജ്
"ଶୂନ, ସାଇଫର୍","പൂജ്യം, സൈഫർ"
ଦିଲବର୍ଟଙ୍କ ଉପଦେଶ |,ദിൽബെർട്ടിന്റെ സിദ്ധാന്തം
ସରଳ ହରମୋନିକ୍ ଗତି,നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ചലനം
ଡମ୍ପିଂ ସ୍ଥିର |,സ്ഥിരമായ ഈർപ്പം
