Hindi,Marathi
सािबर कानून,सायबर कायदा
सािबर सेक्स,सायबर सेक्स
"1.सािबर विज्ञान,2. साइबरनेटिक्स","1. सायबर सायन्स, 2. सायबरनेटिक्स"
"1.सािबरकरण,2. सािबरीकरण","1.सायबरायझेशन, 2. सायबरीकरण"
चक्र,सायकल
"1.चक्र स्मृति, 2.चक्र मेमोरी","1.चक्र स्मृती, 2.चक्र स्मृती"
चक्र हरण,सायकल नुकसान
चक्र काल,सायकल वेळ
चक्रीय,चक्रीय
डेमॉन,डिमन
डेजी चक्र,डेझी चक्र
आँकड़ा प्रशासक,डेटा प्रशासक
आँकड़ा नियतन,डेटा वाटप
"1.आँकड़ा क्षेत्र, 2.डाटा क्षेत्र","1.डेटा फील्ड, 2.डेटा फील्ड"
"1.आँकड़ा सरणी,2. ऑकड़ा व्यूह","1.डेटा अॅरे, 2. डेटा अॅरे"
"1.डाटा-बेस, 2. आँकड़ा आधार","1.डेटा-बेस, 2.डेटाबेस"
डाटा विभंग,डेटा विखंडन
"1.आँकडा बस, 2. डाटा बस","1. डेटा बस, 2. डेटा बस"
"1.ऑकड़ा वाहक, 2.डाटा वाहक","1.डेटा वाहक, 2.डेटा वाहक"
आँकड़ा कोष्ठिका,डेटा सेल
"1.आँकड़ा प्रणाल, 2. आँकड़ा चैनल","1.डेटा प्रणाली, 2.डेटा चॅनेल"
आँकड़ा संचार,डेटा संप्रेषण
"1.आँकड़ा संपीडन, 2. डाटा संपीडन","1.डेटा कॉम्प्रेशन, 2.डेटा कॉम्प्रेशन"
आँकड़ा क्षेत्र,डेटा फील्ड
आँकड़ा संचिका,डेटा फाइल
"1.आँकड़ा प्रवाह, 2. डाटा प्रवाह","1. डेटा प्रवाह, 2. डेटा प्रवाह"
"1.आँकड़ा प्रवाह संचित्र, 2.चार्ट","1.डेटा फ्लोचार्ट, 2.चार्ट"
आँकड़ा पदानुक्रम,डेटा पदानुक्रम
आँकड़ा स्तर,डेटा पातळी
"1.आँकड़ा संग्रह, 2. आँकड़ा लाइब्रेरी","1.डेटा संकलन, 2.डेटा लायब्ररी"
आँकड़ा कड़ी परत,डेटा लिंक स्तर
आँकड़ा कड़ी परत (डी एल एल),डेटा लिंक लेयर (DLL)
"1.आँकड़ा प्रबंधन, 2.डाटा प्रबंधन","1.डेटा व्यवस्थापन, 2.डेटा व्यवस्थापन"
"1.ऑकड़ा प्रकलन, 2.डाटा प्रकलन","1.डेटा गणना, 2.डेटा गणना"
आँकड़ा प्रकलन भाषा (डी एम एल),डेटा प्रोसेसिंग भाषा (DML)
"आँकड़ा माडेम, डाटा माडेम",डेटा मोडेम डेटा मोडेम
"1.आँकड़ा आपरिवर्तन, 2. आँकड़ा आशोधन","1.डेटा मॉडिफिकेशन, 2.डेटा मॉडिफिकेशन"
"1.आँकड़ा जालक्रम, 2.डाटा नेटवर्क","1.डेटा नेटवर्क, 2.डेटा नेटवर्क"
"1.आँकड़ा संक्रिया, 2.डाटा संक्रिया","1.डेटा ऑपरेशन, 2.डेटा ऑपरेशन"
"1.आँकड़ा संगठन्अ,2. डाटा संगठन","1.डेटा संस्था, 2. डेटा संस्था"
"1.आँकड़ा निर्गम, 2.डाटा निर्गम","1. डेटा आउटपुट, 2. डेटा आउटपुट"
"1.आँकड़ा पथ, 2. डाटा पथ","1.डेटा पथ, 2.डेटा पथ"
"1.आँकड़ा तैयारी, 2. डाटा तैयारी","1. डेटा तयार करणे, 2. डेटा तयार करणे"
"1.आँकड़ा गोपनीयता, 2. डाटा गोपनीयता","1.डेटा गोपनीयता, 2.डेटा गोपनीयता"
"1.ऑकड़ा प्रक्रमक, 2. डाटा प्रक्रमक","1. डेटा प्रोसेसर, 2. डेटा प्रोसेसर"
"1.आँकड़ा रक्षण, 2. डाटा रक्षण","1.डेटा संरक्षण, 2.डेटा संरक्षण"
"1.आँकड़ा अभिलेख, 2. डाटा अभिलेख","1. डेटा रेकॉर्ड, 2. डेटा रेकॉर्ड"
"1.आँकड़ा पुनः-प्राप्ति, 2. डाटा पुन:प्राप्ति","1. डेटा पुनर्प्राप्ती, 2. डेटा पुनर्प्राप्ती"
"1.आँकड़ा नेमिक, 2. आँकड़ा रुटीन","1. डेटा रूटीन, 2. डेटा रूटीन"
"1.आँकड़ा सुरक्षा, 2. डाटा सुरक्षा","1.डेटा सुरक्षा, 2.डेटा सुरक्षा"
"1.आँकड़ा समुच्चय,2. डाटा समुच्चय","१.डेटा संच, २. डेटा सेट"
"1.आँकड़ा संकेत, 2.डाटा संकेत","1.डेटा सिग्नल, 2.डेटा सिग्नल"
"1.आँकड़ा अभिगम, 2. डाटा अभिगम","1. डेटा ऍक्सेस, 2. डेटा ऍक्सेस"
"1.आँकड़ा स्रोत, 2.डाटा स्रोत","1.डेटा स्रोत, 2.डेटा स्रोत"
"1.आँकड़ा विनिर्देश,2. डाटा विनिर्देश","1.डेटा तपशील, 2. डेटा तपशील"
"1.आँकड़ा केंद्र, 2. डाटा केंद्र","1.डेटा सेंटर, 2.डेटा सेंटर"
"1.ऑकड़ा भंडारण, 2. डाटा भंडारण","1. डेटा स्टोरेज, 2. डेटा स्टोरेज"
आँकड़ा भंडारण संरचना,डेटा स्टोरेज संरचना
"1.ऑकड़ा संरचना, 2. डाटा संरचना","1. डेटा स्ट्रक्चर, 2. डेटा स्ट्रक्चर"
"1.आँकड़ा स्विच, 2. डाटा स्विच","1.डेटा स्विच, 2.डेटा स्विच"
"1.आँकड़ा सारणी, 2.डाटा सारणी","1.डेटा टेबल, 2.डेटा टेबल"
"1.आँकड़ा अंतक,2. डाटा अंतक","1.डेटा एंड, 2. डेटा समाप्त"
"1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन","1. डेटा ट्रान्सक्रिप्शन, 2. डेटा ट्रान्सक्रिप्शन"
"1.आँकड़ा अंतरण,2. डाटा अंतरण","1.डेटा ट्रान्सफर, 2. डेटा ट्रान्सफर"
"1.आँकड़ा संचरण, 2. डाटा संचरण","1. डेटा ट्रान्समिशन, 2. डेटा ट्रान्समिशन"
"1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली","1. डेटा ट्रान्समिशन सिस्टम, 2. डेटा ट्रान्समिशन सिस्टम"
"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप","1. डेटा फॉरमॅट, 2. डेटा फॉरमॅट"
"1.आँकड़ा एकक, 2. डाटा एकक","1. डेटा युनिट, 2. डेटा युनिट"
"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण","1.डेटा प्रमाणीकरण, 2.डेटा प्रमाणीकरण"
डाटाबेस,डेटाबेस
डाटाबेस प्रशासन,डेटाबेस प्रशासन
डाटाबेस अभिकल्प,डेटाबेस डिझाइन
डाटाबेस प्रबंधन तंत्र,डेटाबेस व्यवस्थापन प्रणाली
"1.आँकड़ाग्रेव, 2. डाटाग्रेव","1.डेटाग्रेव्ह, 2.डेटाग्रेव्ह"
"1.डेटम, 2. ऑकड़ा","1. डेटाम, 2. डेटा"
"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र","1.निष्क्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
गतिरोध,गतिरोध
गतिरोध रोकथाम,गतिरोध प्रतिबंध
दोष मार्जन,दोष क्लिअरन्स
"1.निर्णय कोष्ठ, 2. निर्णय पेटी","1. जजमेंट सेल, 2. जजमेंट बॉक्स"
निर्णय निर्धारण प्रक्रम,निर्णयप्रक्रिया
निर्णय सहायक तंत्र,निर्णय समर्थन प्रणाली
निर्णय वृक्ष,निर्णयाचे झाड
"1.कुटवाचक, 2. विकोडक","1. डीकोडर, 2. डीकोडर"
विघटन सिद्धांत,विघटन तत्त्व
विकोडन,डीकोडिंग
समर्पित प्रणाल,समर्पित प्रणाली
समर्पित दवारक,समर्पित प्रेस
प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),लसीकरण डेटा नेटवर्क (DDN)
प्रतिरक्षण सूचना प्रणाली,लसीकरण माहिती प्रणाली
एकीकरण,एकीकरण
विलंब,विलंब
विलंब गणक,विलंब काउंटर
विलंब काल,विलंब वेळ
"1.मिटाना, 2. हटाना","1.हटवा, 2.हटवा"
विलोपन अभिलेख,हटवणे रेकॉर्ड
परिसीमक,परिसीमक
डेल्टा माँडुलन,डेल्टा मॉड्युलेशन
माँग पृष्ठन,मागणी पृष्ठ
प्रदर्शन,कामगिरी
विमाडुलन,demodulation
वि-बहुसंकेतक,V- मल्टीप्लेक्सर
असमान्यीकरण,विकृतीकरण
"1.घनत्व, 2. सधनता","1. घनता, 2. घनता"
"1.आश्रिता, 2. निर्भरता","1. अवलंबित्व, 2. अवलंबित्व"
आश्रित एकक,अवलंबून युनिट
विपंक्ति,रांग
"1.अपनिर्देशन, 2. अपसंदर्भन","1. dereference, 2. dereference"
व्युत्पन्न वृक्ष,व्युत्पन्न झाड
व्युत्पन्न क्षेत्र,व्युत्पन्न फील्ड
अवरोही छंटाई,उतरत्या क्रमवारी
अभिकल्प,डिझाइन
डेस्क परिकलक,डेस्क कॅल्क्युलेटर
डेस्कटॉप कंप्यूटर,डेस्कटॉप संगणक
डेस्कटॉप प्रस्तुतिकरण,डेस्कटॉप सादरीकरण
डेस्कटॉप प्रकाशन,डेस्कटॉप प्रकाशन
डेस्कटॉप वीडियो,डेस्कटॉप व्हिडिओ
गंतव्य पता,गंतव्य पत्ता
"1.विनाशक,  2.अपध्वंशक","1. विनाशक, 2. विनाशक"
निर्धारणात्मक ऑटोमेटा,निर्धारक ऑटोमेटा
विकासक,विकसक
विकास तन्त्र,विकास प्रणाली
युक्ति,साधन
युक्ति नियंत्रण एकक,डिव्हाइस नियंत्रण युनिट
युक्ति नियंत्रक,डिव्हाइस नियंत्रक
युक्ति प्रबंधन,डिव्हाइस व्यवस्थापन
युक्ति विधा,डिव्हाइस मोड
निदान,निदान
निदानी तंत्र,निदान प्रणाली
"1.निदान, 2. निदानिकी","1. निदान, 2. निदान"
आरेख,आकृती
डायल,डायल
डायल लाइन,डायल लाइन
डायल टोन,डायल टोन
डायल अप,डायल करा
"1.संवाद, 2. वार्तालाप","1. संवाद, 2. संभाषण"
वार्तालाप कोष्ठ,संभाषण कक्ष
डायलअप मॉडम,डायलअप मॉडेम
विमा,विमा
शब्दकोश,शब्दकोश
"1. अवकलन ,2. विभेदन","1. भिन्नता, 2. भिन्नता"
अंकीय,संख्यात्मक
अंकीय प्रणाल,डिजिटल प्रणाली
अंकीय परिपथ,डिजिटल सर्किट
अंकीय कंप्यूटर,डिजिटल संगणक
"1.अंकीय आँकड़ा, 2.अंकीय डाटा","1.डिजिटल डेटा, 2.डिजिटल डेटा"
अंकीय सुविधा,डिजिटल सुविधा
अंकीय फिल्टर,डिजिटल फिल्टर
अंकीय लाइब्रेरी,डिजिटल लायब्ररी
अंकीय माडुलन,डिजिटल मॉड्यूलेशन
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर","1. डिजिटल डिस्प्ले, 2. डिजिटल मॉनिटर"
अंकीय चित्र,डिजिटल प्रतिमा
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक","1. डिजिटल स्वाक्षरी, 2. डिजिटल स्वाक्षरी"
अंकीय स्विच,डिजिटल स्विच
अंकीय अनुरूप रूपांतरक,डिजिटल अॅनालॉग कनवर्टर
अंकरूपण,डिजिटायझेशन
अंकीकरण,डिजिटायझेशन
अंकरूपक,डिजिटायझर
डायोड,डायोड
प्रत्यक्ष,प्रथमदर्शनी
प्रत्यक्ष पता,थेट पत्ता
प्रत्यक्ष रुपांतरण,थेट रूपांतरण
प्रत्यक्ष युग्मन,थेट जोडणी
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)","1. डायरेक्ट मेमरी ऍक्सेस, 2. डायरेक्ट मेमरी ऍक्सेस (DMA)"
प्रत्यक्ष स्मृति अभिगम (डी एम ए),डायरेक्ट मेमरी ऍक्सेस (DMA)
प्रत्यक्ष विधि,थेट पद्धत
निदेश,दिशानिर्देश
निर्देशिका,निर्देशिका
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर","1. निर्देशिका सर्व्हर, 2. निर्देशिका सर्व्हर"
निर्देशिका सेवा,निर्देशिका सेवा
असमर्थ,अक्षम
असमर्थकारी संकेत,सिग्नल अक्षम करणे
"1.असंबंधन, 2. विसंबंधन","1. डिस्कनेक्शन, 2. डिस्कनेक्शन"
"1.असतत , 2. विविक्त","1. स्वतंत्र, 2. स्वतंत्र"
"1.चक्रिका, 2. डिस्क","1. डिस्क, 2. डिस्क"
"1.चक्रिका पता, 2. डिस्क पता","1. डिस्क पत्ता, 2. डिस्क पत्ता"
"1.चक्रिका सरणी, 2. डिस्क सरणी","1. डिस्क अॅरे, 2. डिस्क अॅरे"
"1.चक्रिका क्षमता, 2. डिस्क क्षमता","1. डिस्क क्षमता, 2. डिस्क क्षमता"
"1.चक्रिका चालक, 2.डिस्क ड्रािव","1. डिस्क ड्रायव्हर, 2. डिस्क ड्राइव्ह"
चक्रिका संचिका,डिस्क फाइल
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी","1. डिस्क मेमरी, 2. डिस्क मेमरी, 3. डिस्क मेमरी, 4. डिस्क मेमरी"
चक्रिका परिचालन तंत्र (डी ओ एस),डिस्क ऑपरेटिंग सिस्टम (DoS)
चक्रिका संकुल,डिस्क पॅकेज
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर","1.चक्रिका सर्व्हर, 2.डिस्क सर्व्हर"
"1.चक्रिका भंडारण, 2. डिस्क भंडारण","1. डिस्क स्टोरेज, 2. डिस्क स्टोरेज"
डिस्केट,डिस्केट
प्रदर्श संचिका,फाइल प्रदर्शित करा
प्रदर्श प्रतिबिंब,प्रतिमा प्रदर्शित करा
निपटान,विल्हेवाट
दूरी,अंतर
दूरी फलन,अंतर कार्य
विरूपण,विकृती
वितरित,वितरित
वितरित आँकड़ा,वितरित डेटा
वितरित परिसेवक,वितरित सर्व्हर
"1.वितरित प्रणाली, 2. वितरित तंत्र","1.वितरित प्रणाली, 2.वितरित प्रणाली"
वितरक,वितरक
प्रलेख,दस्तऐवज
प्रलेख प्रत्यानयित,दस्तऐवज मान्यताप्राप्त
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो","1. दस्तऐवज विंडो, 2. दस्तऐवज विंडो"
प्रलेखन,दस्तऐवजीकरण
"डोमेन, प्रक्षेत्र","डोमेन, डोमेन"
डोमेन नाम,डोमेनचे नाव
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर","1. डॉट मॅट्रिक्स प्रिंटर, 2. डॉट मॅट्रिक्स प्रिंटर"
"अध:, नीचे","खाली, खाली"
"1.अवलिंक , 2.अवकड़ी","1.अवलिंक, 2.स्क्वेअर"
अधोभारण,डाउनलोड करा
अधोभारण काल,डाउनलोड वेळ
कर्षण,कर्षण
डीरैम (गतिक रैम),DRAM (डायनॅमिक रॅम)
अपवाह,प्रवाह
चालक,चालक
पात,पाने
निपात सूची बॉक्स,ड्रॉप लिस्ट बॉक्स
ड्रम ड्रािव,ड्रम ड्राइव्ह
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर","1.ड्रम प्रिंटर, 2.ड्रम प्रिंटर"
"1.इम एकक, 2. ड्रम इकाई","1. इम युनिट, 2. ड्रम युनिट"
"1.द्वैत,2. द्वि","1. द्वैत, 2. द्वि"
द्वैत घनत्व,दुहेरी घनता
"1.मूक पता, 2. छद्म पता","1. मूक पत्ता, 2. बनावट पत्ता"
सन्निक्षेप,डंप
दवैध परिपथ,डुप्लेक्स सर्किट
दवैधीकरण,कायदेशीरकरण
केय्प्रतिकुंजी,की की
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन","1.D V D R./W, 2. डीव्हीडी वाचन, 3. लेखन"
डी वी डी रॉम,डीव्हीडी रॉम
गतिक अनुदेश,डायनॅमिक सूचना
"1.गतिक स्मृति, 2.गतिक मेमोरी","1.डायनॅमिक मेमरी, 2.डायनॅमिक मेमरी"
"1.गति विज्ञान, 2. गतिकी","1. डायनॅमिक्स, 2. डायनॅमिक्स"
ई बी सी डी आई सी,E B C D I C
ई व्यवसाय,ई-व्यवसाय
प्रतिध्वनि,प्रतिध्वनी
"1.ई-कॉमर्स, 2.ई-वाणिज्य","1.ई-कॉमर्स, 2.ई-कॉमर्स"
संपादन,संपादन
संपादक,संपादक
शैक्षिक प्रौद्योगिकी,शैक्षणिक तंत्रज्ञान
ई ई पी रॉम,e e p rom
"1.सार्थक पता , 2.प्रभावी पता","1. अर्थपूर्ण पत्ता, 2. प्रभावी पत्ता"
सार्थक संकार्य पता,अर्थपूर्ण ऑपरेंड पत्ता
प्रभावी क्रिया,प्रभावी कृती
प्रभावी यू.आई.डी.,प्रभावी UID
प्रभावी संचरण संकार्य,प्रभावी ट्रांसमिशन ऑपरेशन
अष्टबिट बािट,ऑक्टल बाइट
"इलेक्ट्रॉनिक अधिगम, ई अधिगम","इलेक्ट्रॉनिक शिक्षण, ई-लर्निंग"
चुनाव एल्गोरिथम,निवडणूक अल्गोरिदम
इलेक्ट्रोनिक डाकसेवा (ई. मेल),इलेक्ट्रॉनिक मेल सेवा (ई-मेल)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर","1.इलेक्ट्रॉनिक प्रिंटिंग, 2.इलेक्ट्रॉनिक प्रिंटर"
विद्युत लेखा मशीन,इलेक्ट्रिकल अकाउंटिंग मशीन
इलेक्ट्रोनिकी,इलेक्ट्रॉनिक्स
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),इलेक्ट्रॉनिक एक्झॉस्ट सिस्टम (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),इलेक्ट्रॉनिक डेटा एक्सचेंज (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,इलेक्ट्रॉनिक डेटा प्रोसेसिंग
इलेक्ट्रॉनिक विवरणिक,इलेक्ट्रॉनिक ब्रोशर
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),इलेक्ट्रॉनिक निधी हस्तांतरण यंत्रणा (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका","1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रॉनिक जर्नल"
इलेक्ट्रॉनिक प्रकाशन,इलेक्ट्रॉनिक प्रकाशन
इलेक्ट्रॉनिक स्विच,इलेक्ट्रॉनिक स्विच
"तत्व, अवयव","घटक, घटक"
ई-मेल,ई-मेल
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता","1. ई-मेल पत्ता, 2. इलेक्ट्रॉनिक मेलिंग पत्ता"
अंत:स्थापित तंत्र,एम्बेडेड प्रणाली
अंत:स्थापन,एम्बेडिंग
उत्सर्जक युग्मित तर्क (ई.सी.एल.),एमिटर कपल्ड लॉजिक (ECL)
रिक्त चिति,मोकळी जागा
"1.रिक्त श्रृंखला, 2. रिक्त माला","1. कोरी साखळी, 2. कोरी साखळी"
यंत्रानुकरण,यांत्रिकीकरण
"1.केप्सूलीकरण, 2. केप्सूलन","1.कॅप्सुलेशन, 2.कॅप्सुलेशन"
कूटलेखक,डिकोडर
कूटलेखन,एन्कोडिंग
"1.कूटलेखक, 2. कोडक","1. एन्कोडर, 2. कोडॅक"
गूढ आंकडा,लपलेला डेटा
गूढ फािल सिस्टम,लपलेली फाइल सिस्टम
"1.गोपन, 2. कोडन, 3. कूटलेखन","1. एन्क्रिप्शन, 2. कोडिंग, 3. एन्कोडिंग"
खंडक अंत,ब्लॉक एंड
संचिका-अन्त,फाइल-एंड
प्रयोक्ता,वापरकर्ता
प्रवेश,प्रविष्ट करा
प्रवेश कुंजी,एंट्री की
"1.उद्यम सरवर, 2. उद्यम सेवक","१.उद्यम सरवर, २.उद्यम सेवक"
उद्यम तंत्र,एंटरप्राइझ प्रणाली
सत्ता,शक्ती
सत्ता संबंधता,शक्ती आत्मीयता
प्रवेश काल,प्रवेश वेळ
प्रविष्ट चर,इनपुट व्हेरिएबल
गणनीय,मोजण्यायोग्य
परिवेश,वातावरण
"1.ईपोच,2. युग,3. निर्देश क्षण","1.युग, 2. युग, 3. सूचना क्षण"
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPRAM (फायनान्स प्रोग्राम करण्यायोग्य वाचनीय मेमरी)
एपसिलॉन संवरक,एप्सिलॉन कन्व्हेक्टर
तुल्यकारक,तुल्यकारक
उपस्कर,उपकरणे
तुल्यता वर्ग,समतुल्य वर्ग
तुल्य संबंध,समतुल्य संबंध
"1.विलोपन, 2.मिटान","1. विलोपन, 2. निर्मूलन"
त्रुटि संशोधन कूट,त्रुटी सुधारणे कोड
त्रुटि संशोधन,त्रुटी सुधारणे
त्रुटि संसूचन,त्रुटी शोधणे
त्रुटि प्रहस्तन,त्रुटी हाताळणी
त्रुटि संदेश,त्रुटी संदेश
त्रुटि दर,त्रुटी दर
त्रुटि पुनर्डद्धार,त्रुटी पुनर्प्राप्ती
त्रुटि नेमक,त्रुटी नाव
पलायन संप्रतीक,सुटका प्रतीक
ईथरनेट,इथरनेट
घटना,कार्यक्रम
घटना श्रृंखला,कार्यक्रम साखळी
घटना नियंत्रण,घटना नियंत्रण
घटना गणक,कार्यक्रम काउंटर
अपवाद प्रहस्तन,अपवाद हाताळणी
विनिमय डिस्क भंडारण,एक्सचेंज डिस्क स्टोरेज
अपवर्जन,बहिष्कार
अनन्य और (एक्स ऑर),अनन्य आणि (x किंवा)
निष्पाद्य क्रमादेश,एक्झिक्युटेबल प्रोग्राम
निष्पादन कथन,अंमलबजावणी विधान
चयनिक खोज,निवडक शोध
विदयमान,विद्यमान
निर्गम,समस्या
विशेषज्ञ तंत्र,तज्ञ प्रणाली
"1. अभिव्यक्ति ,2. व्यंजक","1. अभिव्यक्ती, 2. अभिव्यक्ती"
विस्तारित आलेखीय आव्यूह (एक्स जी ए),विस्तारित ग्राफिकल मॅट्रिक्स (x g a)
विस्तारित औदयोगिक मानक (इ.आई.एस.),विस्तारित औद्योगिक मानके (EIS)
अतिदेशित मशीन,ओव्हरलोड मशीन
विस्तारित स्मृति,विस्तारित मेमरी
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता","1. विस्तारित अचूकता, 2. विस्तारित अचूकता"
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण","1.विस्तारित वर्गीकरण, 2.विस्तारित पृथक्करण"
वाह्य आह्वान,कॉल करा
वाह्य त्रुटि,बाह्य त्रुटी
वाह्य फलन,बाह्य कार्य
वाह्य अंतरायन,बाह्य व्यत्यय
"1.वाह्य स्मृति, 2. वाह्य मेमोरी","1.बाह्य मेमरी, 2.बाह्य मेमरी"
वाह्य स्मृति,बाह्य मेमरी
वाह्य मॉडेम,बाह्य मोडेम
वाह्य संदर्भ,बाह्य संदर्भ
वाह्य खोज,बाह्य शोध
वाह्य भंडारण युक्ति,बाह्य स्टोरेज डिव्हाइस
निष्कर्षण,काढणे
बहिर्वेशन,एक्सट्रापोलेशन
फलक संप्रतीक मुद्रक,पॅनेल वर्ण प्रिंटर
विफल-सुरक्षा संक्रिया,अयशस्वी-सुरक्षा ऑपरेशन
विफलता दर,अपयशाचा दर
विफलता मुक्ति,अयशस्वी डिस्चार्ज
मिथ्या कूट,खोटा कोड
मिथ्या त्रुटि,खोटी चूक
"1.निवेशाँक, 2. निवेश-अंक","1.गुंतवणूक, 2.गुंतवणुकीचे गुण"
"1.निर्गताँक, 2. निर्गत-अंक","1. अंक, 2. अंक क्रमांक"
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम","1. प्रतिकृती I/O डिव्हाइस, 2. प्रतिकृती इनपुट डिव्हाइस/आउटपुट"
द्रुत फौरिएर अन्तरण,जलद फोरियर हस्तांतरण
घातक त्रुटि,गंभीर त्रुटी
दोष संसूचन,दोष शोधणे
दोष निदान,दोष निदान
दोष सहिष्णुता,चुकीची सहनशीलता
फैक्स,फॅक्स
फैक्स संदेश,फॅक्स संदेश
एफ डी सी,f dc
लक्षण संसूचन,लक्षण शोधणे
भरण चक्र,चाक भरणे
पुनर्निवेश,पुनर्गुंतवणूक
"1.प्रदायक,2.पोषक, 3.फीडर","1.पुरवठादार, 2.पोषण, 3.फीडर"
आनयन,anyan
फिबोनेकी खोज,फिबोनाची शोध
फिबोनेकी अनुक्रम,फिबोनाची क्रम
फिबोनेकी श्रेणी,फिबोनाची मालिका
तंतु प्रकाशिकी,फायबर ऑप्टिक्स
फिडो जाल,फिडो ट्रॅप
क्षेत्र,प्रदेश
पंचम पीढ़ी कम्प्यूटर,पाचव्या पिढीचा संगणक
"1.संचिका,2. फािल","1.फाइल, 2. फाइल"
संचिका अभिगम विधि,फाइल प्रवेश पद्धत
संचिका नियतन सारणी,फाइल वाटप सारणी
संचिका संपीडन,फाइल कॉम्प्रेशन
संचिका प्रतिलिपिकरण,फाइल कॉपी करणे
संचिका विन्यास,फाइल कॉन्फिगरेशन
संचिका विलय,फाइल विलीन करा
संचिका पुन:प्राप्ति,फाइल पुनर्प्राप्ती
संचिका भंडारण,फाइल स्टोरेज
संचिका संरचना,फाइल संरचना
संचिका तंत्र,फाइल सिस्टम
संचिका अंतरण,फाइल हस्तांतरण
फाील अंतरण प्रोटोकॉल (एफ टी पी),फाइल ट्रान्सफर प्रोटोकॉल (FTP)
फिल्टर,फिल्टर
अंतिम स्थिति,शेवटची स्थिती
खोज,शोधा
परिमित अवस्था यंत्र,मर्यादित राज्य मशीन
फायर वॉल,आग भिंत
फर्मवेयर,फर्मवेअर
पहले आो पहले पाो,प्रथम येणाऱ्यास प्रथम सेवा
प्रथम पीढ़ी कंप्यूटर,पहिल्या पिढीचा संगणक
प्रथम निवेश प्रथम निर्गम (फीफो ),फर्स्ट इनपुट फर्स्ट इश्यू (FIFO)
प्रथम कोटि तर्क,प्रथम ऑर्डर युक्तिवाद
प्रथम कोटि सिद्धांत,प्रथम ऑर्डर तत्त्व
नियत विभाजन,निश्चित विभागणी
चिन्ह,सही करा
नम्य डिस्क,लवचिक डिस्क
फ्लॉपी डिस्क,फ्लॉपी डिस्क
फ्लापी डिस्क चालन (एफ डी डी),फ्लॉपी डिस्क ड्राइव्ह (FDD)
प्रवाह संचित्र,प्रवाह चार्ट
नियंत्रण प्रवाह,नियंत्रण प्रवाह
प्रधावन,पहाट
फोल्डर,फोल्डर
फाँट,फॉन्ट
फाँट परिवार,फॉन्ट कुटुंब
वाह्य कुंजी,बाह्य की
रूप,फॉर्म
प्रतीकात्मक भाषा,प्रतीकात्मक भाषा
प्रतीकात्मक विधि,प्रतीकात्मक पद्धत
"1.फॉरमैट, 2.आरूप","1.स्वरूप, 2.फॉर्म"
आरूपण,रेखाचित्र
फोरट्रॉन,फोर्टॉन
"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन","1. Fortran (एक संगणक भाषा) प्रोग्राम, 2. Fortran प्रोग्रामिंग"
अग्रतिर्यक स्लैश,पुढे झुकणारी तिरकी रेष
चतुर्थ पीढ़ी कंप्यूटर,चौथ्या पिढीचा संगणक
खंड,विभाग
फ्रेम,फ्रेम
"1.मुक्त नेट, 2.मुक्त जाल","1.फ्री नेट, 2.फ्री नेट"
मुक्त सॉफ्टवेयर न्यास,मोफत सॉफ्टवेअर ट्रस्ट
मुक्त भंडारण,विनामूल्य संचयन
फ्रीवेयर,फ्रीवेअर
अग्रांत,समोर
