Kannada,Tamil
ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ,பொறியியல் சாத்தியம்
ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್,ஆங்கில பத்திரம்
ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,ஆங்கில தோட்ட சுவர் பத்திரம்
"EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;","EPM (ஒரு மில்லியனுக்கு சமம்),&quot;"
ಸಮಾನ ತೂಕ,சமமான எடை
ಉದಾ,எ.கா
ವಿನಿಮಯ ಮಾಡಬಹುದಾದ,மாற்றத்தக்கது
ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ,மாற்றக்கூடிய அமிலத்தன்மை
ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP),மாற்றக்கூடிய சோடியம் சதவீதம் (ESP)
ಇ.ಎಸ್.ಪಿ.,ஈ.எஸ்.பி.
ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ,பரிமாற்ற அமிலத்தன்மை
ವಿನಿಮಯ ಸಂಕೀರ್ಣ,பரிமாற்ற வளாகம்
ನಿಷ್ಕಾಸ,வெளியேற்ற
ಬಹಿರಂಗ ಮುಕ್ತಾಯ,வெளிப்பட்ட பூச்சு
ಕಣ್ಣು,கண்
ಕಣ್ಣು ಹುಬ್ಬು,கண் புருவம்
ಎದುರಿಸುತ್ತಿದೆ,எதிர்கொள்ளும்
ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ,எதிர்கொள்ளும் பிணைப்பு
ಸುರಕ್ಷತೆಯ ಅಂಶ,பாதுகாப்பு காரணி
ಪತನ,வீழ்ச்சி
ಫೇಶಿಯಾ,ஃபேசியா
ಫೇಶಿಯಾ ಬೋರ್ಡ್,முக பலகை
ದೋಷ,தவறு
ಕ್ಷೇತ್ರ ತೇವಾಂಶ,வயல் ஈரப்பதம்
ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ,இறுதி ஈரப்பதம் சமம்
ಫಿಲೆಟ್ (ಗಾರೆ),ஃபில்லட் (மோட்டார்)
ಅಂತಿಮ,இறுதி
ಅಂತಿಮ ಮಾಪನ,இறுதி அளவீடு
ಅಂತಿಮ ಪಾವತಿq,இறுதி கட்டணம்
ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ,இறுதி முன் மன அழுத்தம்
ಅಂತಿಮ ಒತ್ತಡ,இறுதி பதற்றம்
ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ,நிதி சாத்தியம்
ಉತ್ತಮವಾದ ಒಟ್ಟು,நேர்த்தியான மொத்த
ಬಿರುಕುಗೊಂಡ ಬಂಡೆ,பிளவுபட்ட பாறை
ಧ್ವಜದ ಕಲ್ಲು,கொடி கல்
ಫ್ಲೆಮಿಶ್ ಬಂಧ,பிளெமிஷ் பிணைப்பு
ಮಿನುಗುತ್ತಿದೆ,ஒளிரும்
ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್,பளிச்சிடும் ஓடை
ಫ್ಲಾಟ್ ಛಾವಣಿ,தட்டையான கூரை
ಫ್ಲೆಚೆ,Fleche
ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,பிளெமிஷ் தோட்ட சுவர் பிணைப்பு
ಫ್ಲಿಂಟ್,பிளின்ட்
ಫ್ಲಿಂಟ್ ಗೋಡೆ,பிளின்ட் சுவர்
ತೇಲುವ ಮಹಡಿ,மிதக்கும் தளம்
ಫ್ಲೋಕ್ಯುಲೇಷನ್,ஃப்ளோக்குலேஷன்
ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ,ஃப்ளோகுலேஷன் வரம்பு
ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ,ஃப்ளோகுலேஷன் விகிதம்
ಫ್ಲೋಕಲ್ಸ್,ஃப்ளோக்குல்ஸ்
ಮಹಡಿ,தரை
ಮಹಡಿ ಮುದ್ರೆ,மாடி முத்திரை
ಹರಿವು,ஓட்டம்
ಏರಿಳಿತ,ஏற்ற இறக்கம்
ಕಾಲಿಡುವುದು,காலடி
ಅಡಿಪಾಯ,அறக்கட்டளை
ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್,இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்
ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ),இலவச வீழ்ச்சி கலவை (டிரம் வகை)
ಉಚಿತ ಕಲ್ಲು,இலவச கல்
ಫ್ರೆಶ್ಸೆಟ್,புதியது
ಘರ್ಷಣೆ ರಾಶಿ,உராய்வு குவியல்
ಕಪ್ಪೆ,தவளை
ಗೇಬಲ್,கேபிள்
ಗ್ಯಾಬ್ಲೆಟ್,கேப்லெட்
ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ,சூதாட்ட கூரை
ಗೇಜ್,அளவீடு
ಅಳತೆ ವಿಭಾಗ,அளவிடும் பிரிவு
ಮಾಪಕ ನಿಲ್ದಾಣ,அளவிடும் நிலையம்
ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ,பொதுவான இருப்பிடத் திட்டம்
ಸಾಮಾನ್ಯ ವಾತಾಯನ,பொது காற்றோட்டம்
ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್,G அடிவானம் அல்லது gley அடிவானம்
ತನಕ ಗ್ಲೇಶಿಯಲ್,வரை பனிப்பாறை
ಗ್ನೀಸ್,Gneiss
ಸರಕುಗಳ ಅಂಗಳ,பொருட்கள் முற்றம்
ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ,சாய்வு எதிர்ப்பு
ಗ್ರಾನೈಟ್,கிரானைட்
ಹರಳಿನ ರಚನೆ,சிறுமணி அமைப்பு
ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್,குருணையாக்கம்
ಗ್ರ್ಯಾನ್ಯೂಲ್,சிறுமணி
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು,ஈர்ப்பு நீர் இல்லாத நீர்
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ,ஈர்ப்பு முற்றம்
ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು,பெரிய மண் குழு
ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ,கிரில்லேஜ் அடித்தளம்
ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್,தரையில் கை மோல்டிங்
ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್,குழுவாக்கப்பட்ட கப்பல்துறை
ಗುಂಪು ವಸತಿ,குழு வீடுகள்
ಅತಿಥಿ ಕೊಠಡಿ,விருந்தினர் அறை
ಗಟಾರ,சாக்கடை
ಗಟಾರ ಹೊರುವವನು,சாக்கடை சுமப்பவர்
ಗಟರ್ ಚೆಕ್,கால்வாய் சோதனை
ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್,சுத்தி அலங்காரம்
ಬಂದರು,துறைமுகம்
ಆಶ್ರಯ ಬಂದರು,புகலிடத் துறைமுகம்
ಹಾರ್ಡ್ ಪ್ಯಾನ್,கடினமான பான்
ಶಿರೋಲೇಖ,தலைப்பு
ಹೆಡರ್ ಬಾಂಡ್,தலைப்பு பத்திரம்
ಹೆಡರ್ ಕೋರ್ಸ್,தலைப்பு பாடநெறி
ಹೆಡ್ ಗೇಟ್ ರಚನೆ,தலை வாயில் அமைப்பு
ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ,கால்வாயின் தலைவர்
ಮುಖ್ಯ ನಿಯಂತ್ರಕ,தலைமை சீராக்கி
ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ,ஹெர்ரிங் எலும்பு பிணைப்பு
ಹಾರ್ಟಿಂಗ್,இதயம்
ತೇವಗೊಳಿಸುವ ಶಾಖ,ஈரமாக்கும் வெப்பம்
ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್,உயர் அலுமினா சிமெண்ட்
ಹಿಪ್,இடுப்பு
ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್,ஹிப் கேப்பிங்
ಹಿಪ್ಡ್ ಎಂಡ್,இடுப்பு முனை
ಹುಡ್,ஹூட்
ಹುಡ್ ಮೋಲ್ಡಿಂಗ್,ஹூட் மோல்டிங்
ಹುಕ್ ಕಾನೂನು,ஹூக்கின் சட்டம்
ಹೂಪ್ ಕಬ್ಬಿಣ,வளைய இரும்பு
ಹಾರಿಜಾನ್,அடிவானம்
ಆರ್ದ್ರತೆ,ஈரப்பதமாக்குதல்
"ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ","ஈரப்பதம், முழுமையானது"
"ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ","ஈரப்பதம், உறவினர்"
ಹಂಪ್ ಯಾರ್ಡ್,ஹம்ப் யார்டு
ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ,ஹைட்ராலிக் அழுத்தம்
ಜಲಸಂಚಯನ,நீரேற்றம்
ಜಲವಿಚ್ಛೇದನ,நீராற்பகுப்பு
ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ,ஹைட்ரோலைடிக் அமிலத்தன்மை
ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು,ஹைட்ரோமார்பிக் மண்
ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್,ஹைட்ரோஃபிலிக் கொலாய்டு
ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್,ஹைட்ரோபோபிக் கொலாய்டு
ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ,ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்
ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ,ஹைக்ரோஸ்காப்டிக் குணகம்
ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ,ஹைட்ரோஸ்கோபிசிட்டி
ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್,ஹைபர்பேரிக் அறை
ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್,ஹைப்பர்ஸ்டேடிக் சட்டகம்
ಹೈಪ್ಸೋಮೀಟರ್,ஹைப்சோமீட்டர்
ಇಲ್ಯುಮಿನೇಷನ್,வெளிச்சம்
ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ,உட்புகுதல் ஈரப்பதம்
ಬಲಿಯದ ಮಣ್ಣು,முதிர்ச்சியடையாத மண்
ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್,சிறைபிடிக்கப்பட்ட கப்பல்துறை
ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ,நில வருவாய் அதிகரிப்பு
ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,சுதந்திர சாரக்கட்டு
ಇಂಡರೇಟೆಡ್,உள்வாங்கப்பட்டது
ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್,ஆரம்ப அழுத்த அழுத்தம்
ಆರಂಭಿಕ ಒತ್ತಡ,ஆரம்ப பதற்றம்
ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು,உள்நாட்டு நீர்வழி துறைமுகம்
ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್,காப்பு பலகை
ಮಧ್ಯಂತರ ಬಂದರು,இடைநிலை துறைமுகம்
ಆಂತರಿಕ ಘರ್ಷಣೆ,உள் உராய்வு
ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು,உள் மண்டல மண்
ಅಯಾನು,அயன்
ಅಯಾನು ವಿನಿಮಯ,அயன் பரிமாற்றம்
ಕಬ್ಬಿಣದ ಪ್ಯಾನ್,இரும்பு சட்டி
ನೀರಾವರಿ ಭೂಮಿ,பாசன நிலம்
ನೀರಾವರಿ,நீர்ப்பாசனம்
ನೀರಾವರಿ ಸೆಸ್,பாசன செஸ்
ಜಾಂಬ್,ஜம்ப்
ಜೋಗಲ್,தள்ளாட்டம்
ಜೋಗಲ್ ಪಿನ್,ஜாக்கிள் முள்
ಜೂಲ್,ஜூல்
ಜಂಪರ್,குதிப்பவர்
ಕಿಲೋಗ್ರಾಂ,கிலோகிராம்
ಕಿಲೋಗ್ರಾಂ ಬಲ,கிலோகிராம் படை
ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್,கிலோகிராம் விசை மீட்டர்
ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ,கிலோவாட் மணி
ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ,கிங் மூடல்
ಅಡಿಗೆ,சமையலறை
ಲೇಸ್ಡ್ ಕಾಲಮ್,லேஸ்டு நெடுவரிசை
ಹಿಂದುಳಿದಿದೆ,பின்னடைவு
ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್,லமெல்லா வேர்
ಲ್ಯಾಮಿನಾರ್ ಹರಿವು,லேமினார் ஓட்டம்
ದೀಪದ ರಂಧ್ರ,விளக்கு துளை
ಭೂಮಿ ಸಂಚಯ,நிலப் பெருக்கம்
ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್,நில சறுக்கல்
ಲ್ಯಾಟರೈಟ್,லேட்டரைட்
ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು,லேட்டரைட் மண்
ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು,பெரிய எண்களின் சட்டம்
ಲೇಔಟ್ ಯೋಜನೆ,தளவமைப்பு திட்டம்
ಖಾತಾ ಪುಸ್ತಕ,பேரேடு
ಸುಣ್ಣದ ಪ್ಯಾನ್,சுண்ணாம்பு பான்
ಲಿಂಟೆಲ್,லிண்டல்
ದ್ರವ ಮಿತಿ,திரவ வரம்பு
ಲೈವ್ ಲೋಡ್,நேரடி சுமை
ಲೋಮ್,களிமண்
ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ,உள்ளூர் வெளியேற்ற காற்றோட்டம்
ಲೋಕೋ ಅಂಗಳ,லோகோ முற்றம்
ಲೋಸ್,லூஸ்
ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ,குறைந்த பிளாஸ்டிக் வரம்பு
ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್,குறைந்த வெப்ப சிமெண்ட்
ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್,இயந்திர மோல்டிங்
ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್,மேக்ரோஸ்ட்ரக்சர்
ಮುಖ್ಯ ನಿಯಂತ್ರಕ,முக்கிய தலைமை சீராக்கி
ಮುಖ್ಯ ಬಂದರು,முக்கிய துறைமுகம்
ಮೇಕಪ್ ಗಾಳಿ,ஒப்பனை காற்று
ಮನ್ಸಾರ್ಡ್,மான்சார்ட்
ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್,மார்ஷலிங் முற்றம்
ಕಲ್ಲುಗಾರಿಕೆ,கொத்து
ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ,முதிர்ச்சியடைந்த வெப்பநிலை
ಮೆಜ್ಜನೈನ್ ಮಹಡಿ,இடைமட்ட மாடி
ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ,இயந்திர பகுப்பாய்வு
ಯಾಂತ್ರಿಕ ವಾತಾಯನ,இயந்திர காற்றோட்டம்
ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ,மெட்ரிக் அமைப்பு
ಸೂಕ್ಷ್ಮ ರಚನೆ,நுண் கட்டமைப்பு
ಮಿಲಿ ಸಮಾನ,மில்லிக்கு சமம்
ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ,ஒரு லிட்டருக்கு மில்லி சமம்
ಖನಿಜ,கனிம
ಖನಿಜ ಮಣ್ಣು,கனிம மண்
ಚಿಕ್ಕ ಬಂದರು,சிறிய துறைமுகம்
ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ,மிட்ரெட் மூடல்
ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್,நடமாடும் மண் கொலாய்டு
ತೇವಾಂಶ,ஈரப்பதம்
ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್,ஈரப்பதம் சாய்வு
ಏಕಶಿಲೆ,ஒற்றைக்கல்
ಮೊನೊರೈಲ್,மோனோரயில்
ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ,தேசிய துறைமுக சபை
ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ,இயற்கை படுக்கை
ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ,இயற்கையான பூச்சு
ನೈಸರ್ಗಿಕ ಬಂದರು,இயற்கை துறைமுகம்
ನೈಸರ್ಗಿಕ ವಾತಾಯನ,இயற்கை காற்றோட்டம்
ನೌಕಾ ಬಂದರು,கடற்படை துறைமுகம்
ನ್ಯೂಟನ್,நியூட்டன்
ಏಕರೂಪವಲ್ಲದ ಹರಿವು,சீரற்ற ஓட்டம்
ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ,நீர் வீதத்தை ஆக்கிரமித்துள்ளது
ಎಣ್ಣೆ ಬಣ್ಣ,எண்ணெய் வண்ணப்பூச்சு
ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್,எண்ணெய் கிணறு சிமெண்ட்
ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ,திறந்த சேனல் ஓட்டம்
ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ,உகந்த ஈரப்பதம்
ಸಾವಯವ ಮಣ್ಣು,கரிம மண்
ದೃಷ್ಟಿಕೋನ,நோக்குநிலை
ಆರ್ಥೋಗೋನಲ್,ஆர்த்தோகனல்
ಒರ್ಟ್ಸ್ಟೈನ್,ஆர்ட்ஸ்டீன்
ಬಾಹ್ಯ ಸಂಕೇತ,வெளிப்புற சமிக்ஞை
ಆಕ್ಸಿಡೀಕರಣ,ஆக்சிஜனேற்றம்
ಪ್ಯಾಂಟ್ರಿ,சரக்கறை
ಪ್ಯಾರಪೆಟ್,பாரபெட்
ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ,பாரபெட் சுவர்
ಮೂಲ ವಸ್ತು,பெற்றோர் பொருள்
ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್,கூழாங்கல் வார்ப்பு பிளாஸ்டர்
ಪೆಡಲ್ಫರ್,பெடல்பர்
ಪೆಡೋಕಲ್,பெடோகல்
ಪೆಡೋಜೆನೆಸಿಸ್,பெடோஜெனெசிஸ்
ಪೆಡೋಲಜಿ,பெடாலஜி
ಪೀಡೋಸ್ಪಿಯರ್,பெடோஸ்பியர்
ಪೆನೆಟ್ರೋಮೀಟರ್,பெனெட்ரோமீட்டர்
ಪೆಂಟ್ ಛಾವಣಿ,பென்ட் கூரை
ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್,பெப்டிசிங் முகவர்
ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ,பகுப்பாய்வு காலம்
ಪರ್ಪೆಂಡ್,பெர்பென்ட்
ಪರ್ಸರ್ಪ್ಶನ್,பெர்ஸர்ப்ஷன்
ಪಿಯರ್,பையர்
ಪಿಲಾಸ್ಟರ್,பிலாஸ்டர்
ಪಿಚ್,பிட்ச்
ಪಿಚ್ ಛಾವಣಿ,பிட்ச் கூரை
ಸರಳ ಕಾಂಕ್ರೀಟ್,வெற்று கான்கிரீட்
ಪ್ಲೇನ್ ಕೋನ,விமான கோணம்
ಬಯಲು ಅಂಗಳ,சமவெளி முற்றம்
ಪ್ಲಾನ್ಸೋಲ್,பிளான்சோல்
ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ,பிளாஸ்டிக் நிலைத்தன்மை
ಪ್ಲಾಸ್ಟಿಟಿ,பிளாஸ்டிசிட்டி
ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ,பிளாஸ்டிசிட்டி இன்டெக்ஸ்
ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ,பிளாஸ்டிசிட்டி வரம்பு
ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ,பிளாஸ்டிசிட்டி வரம்பு
ಪ್ಲಾಟಿ ರಚನೆ,பிளாட்டி அமைப்பு
ಸ್ತಂಭ,பீடம்
ನೇಗಿಲು ಮಣ್ಣು,உழவு மண்
ಪ್ಲಮ್ ಕಲ್ಲು,பிளம் கல்
ಪೊಡ್ಜೋಲ್,போட்ஸோல்
ಸೂಚಿಸುತ್ತಿದೆ,சுட்டி
ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ,பலகோண சுவர்
ರಂಧ್ರದ ಜಾಗ,துளை இடம்
ಬಂದರು,துறைமுகம்
ಧನಾತ್ಮಕ ವಾತಾಯನ,நேர்மறை காற்றோட்டம்
ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು,புல்வெளி மண்
ನಿಖರತೆ,துல்லியம்
ಪ್ರಾಥಮಿಕ ಕಣ,முதன்மை துகள்
ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ,பிரிஸ்மாடிக் அமைப்பு
ಉತ್ಪಾದಕ ಕೆಲಸ,உற்பத்தி வேலை
ಯೋಜನೆಯ ಸಮರ್ಥನೆ,திட்ட நியாயப்படுத்தல்
ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ,பாதுகாப்பு வேலை
ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್,போலி-மைசீலியம்
ಕೊಚ್ಚೆಗುಂಡಿ,குட்டை
ಪಗ್ಗಿಂಗ್,புக்கிங்
ಪ್ಯೂಮಿಸ್,பியூமிஸ்
ಪಂಚೆಯಾನ್,குத்து
ಬೊಂಬೆ,பொம்மை
ಪುಟ್ಲಾಗ್,புட்லாக்
ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,புட்லாக் சாரக்கட்டு
ಪ್ರಮಾಣ ಸರ್ವೇಯರ್,அளவு சர்வேயர்
ಕ್ವಾರಿ ಸಾಪ್,குவாரி சாறு
ಕ್ವೇ,குவே
ರಾಣಿ ಮುಚ್ಚುವಿಕೆ,ராணி மூடல்
ಕ್ವೊಯಿನ್,குவோயின்
ರಾಫ್ಟ್ ಅಡಿಪಾಯ,ராஃப்ட் அடித்தளம்
ರೇಕರ್,ரேக்கர்
ರೇಕಿಂಗ್,ரேக்கிங்
ರಾಕಿಂಗ್ ಬಾಂಡ್,ரேக்கிங் பத்திரம்
ಮಿನುಗುವ ರೇಕಿಂಗ್,ரேக்கிங் ஒளிரும்
ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು,வேகமாக மாறுபடும் ஓட்டம்
ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ,திரும்பப் பெறக்கூடிய கட்டணம்
ಕೆಂಪು ಭೂಮಿ,சிவப்பு பூமி
ಕೆಂಪು ಲೋಮ್,சிவப்பு களிமண்
ನಿಯಂತ್ರಕ,சீராக்கி
ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು,ரெகர் அல்லது கருப்பு பருத்தி மண்
ಮರುಪಾವತಿ ಒಪ್ಪಂದ,திருப்பிச் செலுத்தும் ஒப்பந்தம்
ಉಳಿದ ಕುಗ್ಗುವಿಕೆ,எஞ்சிய சுருக்கம்
ಉಳಿಕೆ ಮಣ್ಣು,எஞ்சிய மண்
ಬಹಿರಂಗಪಡಿಸಿ,வெளிப்படுத்து
ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ,பின்னை வெளிப்படுத்து
ರಿವೀಲ್ ಟೈ,டை வெளிப்படுத்து
ರಿಡ್ಜ್,ரிட்ஜ்
ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್,ரிட்ஜ் கேப்பிங்
ನದಿ,நதி
ರೋಡ್ ಸ್ಟೇಡ್,சாலை நிலை
ಒರಟು ಪ್ಲಾಸ್ಟರ್,கரடுமுரடான பிளாஸ்டர்
ಅವಶೇಷಗಳು,இடிபாடுகள்
ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು,இடிந்த கொத்து
ಅವಶೇಷಗಳ ಗೋಡೆ,இடிந்த சுவர்
ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ,இயங்கும் அளவீடு
ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,பாதுகாப்பான தாங்கும் திறன்
ಉಪ್ಪು ಮೆರುಗು,உப்பு படிந்து
ಮಾದರಿ ಅಳತೆ,மாதிரி அளவு
ಮಾದರಿ ವಿತರಣೆ,மாதிரி விநியோகம்
ಮಾದರಿ ದೋಷ,மாதிரி பிழை
ಮರಳು,மணல்
ಮರಳು ಮುಕ್ತಾಯ,மணல் பூச்சு
ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್,மணல் கை மோல்டிங்
ಮರಳುಗಾರಿಕೆ,மணல் அள்ளுதல்
ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು,நிறைவுற்ற மண்
ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್,நிறைவுற்ற மண் பேஸ்ட்
ಶುದ್ಧತ್ವ ಸಾರ,செறிவூட்டல் சாறு
ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು,செறிவூட்டல் சதவீதம்
ಸಾಸರ್ ಗುಮ್ಮಟ,சாசர் குவிமாடம்
ಸ್ಕ್ಯಾಫೋಲ್ಡ್,சாரக்கட்டு
ಸ್ಕಿಸ್ಟ್,ஷிஸ்ட்
ಸಮುದ್ರ ಬಂದರು,கடல் துறைமுகம்
ರಹಸ್ಯ ಗಟಾರ,ரகசிய சாக்கடை
ಎರಡನೇ,இரண்டாவது
ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ,வண்டல் பகுப்பாய்வு
ಅರೆ ಕೃತಕ ಬಂದರು,அரை செயற்கை துறைமுகம்
ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್,அரை அலை கப்பல்
ವಯಸ್ಸಾದ,முதுமை
ಶೇಲ್,ஷேல்
ಹಾಳೆಯ ರಾಶಿ,தாள் குவியல்
ಕುಗ್ಗುವಿಕೆ ಮಿತಿ,சுருக்க வரம்பு
ಶಟರಿಂಗ್,ஷட்டரிங்
