Hindi,Kannada
सुरक्षा गुणांक,ಸುರಕ್ಷತೆಯ ಅಂಶ
प्रवणता,ಪತನ
मुख पट्टी,ಫೇಶಿಯಾ
मुख पट्टी बोर्ड,ಫೇಶಿಯಾ ಬೋರ್ಡ್
भ्रंश,ದೋಷ
क्षेत्रीय नमी,ಕ್ಷೇತ್ರ ತೇವಾಂಶ
क्षेत्रीय आर्द्रता तुल्यांक,ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ
मसाले की चपती/फिलेट,ಫಿಲೆಟ್ (ಗಾರೆ)
कलश,ಅಂತಿಮ
अंतिम मापन,ಅಂತಿಮ ಮಾಪನ
अंतिम भुगतान,ಅಂತಿಮ ಪಾವತಿq
अंतिम पूर्व प्रतिबल,ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ
अंतिम तनाव,ಅಂತಿಮ ಒತ್ತಡ
वित्तीय संभाव्यता,ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ
महीन समुच्चय/बारीक मिलावा,ಉತ್ತಮವಾದ ಒಟ್ಟು
विदीर्ण शैल,ಬಿರುಕುಗೊಂಡ ಬಂಡೆ
पटिया पत्थर,ಧ್ವಜದ ಕಲ್ಲು
फ्लेमिश चाल,ಫ್ಲೆಮಿಶ್ ಬಂಧ
फ्लैशिंग/जल रोधी झिल्ली,ಮಿನುಗುತ್ತಿದೆ
सद्योवेगी सरिता,ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್
सपाट छत,ಫ್ಲಾಟ್ ಛಾವಣಿ
फलीके,ಫ್ಲೆಚೆ
फ्लेमिश गार्डन वाल चाल,ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
चकमक प्रस्तर,ಫ್ಲಿಂಟ್
फ्लिंट दीवार,ಫ್ಲಿಂಟ್ ಗೋಡೆ
प्लवमान फर्श,ತೇಲುವ ಮಹಡಿ
उर्णन,ಫ್ಲೋಕ್ಯುಲೇಷನ್
ऊर्णन सीमा,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ
ऊर्णन अनुपात,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ
ऊर्णिका,ಫ್ಲೋಕಲ್ಸ್
फर्श,ಮಹಡಿ
फर्शरुद्धक/फर्श सील,ಮಹಡಿ ಮುದ್ರೆ
प्रवाह,ಹರಿವು
उच्चावचन,ಏರಿಳಿತ
पाद,ಕಾಲಿಡುವುದು
नींव,ಅಡಿಪಾಯ
मुक्त प्रपात बैरो उद्वर्ती मिश्रक,ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್
मुक्त प्रपात मिश्रक (ढोल के आकार का),ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ)
मुक्त पत्थर,ಉಚಿತ ಕಲ್ಲು
नदीपूर,ಫ್ರೆಶ್ಸೆಟ್
घर्षण पाइल,ಘರ್ಷಣೆ ರಾಶಿ
किश्ती/फॉग,ಕಪ್ಪೆ
त्रयंकी,ಗೇಬಲ್
लघु त्रयंकी,ಗ್ಯಾಬ್ಲೆಟ್
गैमबरेल छत,ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ
गेज (रेल पथ),ಗೇಜ್
प्रमापन परिच्छेद,ಅಳತೆ ವಿಭಾಗ
प्रमापन स्थल,ಮಾಪಕ ನಿಲ್ದಾಣ
सामान्य अवस्थापन अनुविक्षेप,ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ
सामान्य संवातन,ಸಾಮಾನ್ಯ ವಾತಾಯನ
संस्तर या ग्ले संस्तर,ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್
हिमगोलाश्म मृत्तिका,ತನಕ ಗ್ಲೇಶಿಯಲ್
नाइस,ಗ್ನೀಸ್
माल यार्ड,ಸರಕುಗಳ ಅಂಗಳ
प्रवणता प्रतिरोध,ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ
ग्रेनाइट,ಗ್ರಾನೈಟ್
दानेदार संरचना,ಹರಳಿನ ರಚನೆ
कणनन,ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್
दाना,ಗ್ರ್ಯಾನ್ಯೂಲ್
गृरूत्व जल या मुक्त जल,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು
मार्शलिंग गुरुत्वीय यार्ड,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ
बृहत् मृदा समूह,ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು
झंझरी/ग्रिलेज नींव,ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ
भूहस्त पथाई,ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್
समूहित गोदी,ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್
सामूहिक आवासन,ಗುಂಪು ವಸತಿ
अतिथि कक्ष,ಅತಿಥಿ ಕೊಠಡಿ
नाली,ಗಟಾರ
नाली धारक,ಗಟಾರ ಹೊರುವವನು
नाली रोधक,ಗಟರ್ ಚೆಕ್
हथौड़ा गढ़ाई,ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್
पोताश्रय,ಬಂದರು
आश्रय देने वाले पोताश्रय,ಆಶ್ರಯ ಬಂದರು
कठोर तल,ಹಾರ್ಡ್ ಪ್ಯಾನ್
तोड़ा/हैडर,ಶಿರೋಲೇಖ
तोड़ा/हैडर चाल,ಹೆಡರ್ ಬಾಂಡ್
तोड़ा रद्दा,ಹೆಡರ್ ಕೋರ್ಸ್
मुख फाटक संरचना,ಹೆಡ್ ಗೇಟ್ ರಚನೆ
नहर का शीर्ष,ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ
मुख नियंत्रक,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
लहरिया चाल,ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ
भरत,ಹಾರ್ಟಿಂಗ್
सिक्तन उष्मा,ತೇವಗೊಳಿಸುವ ಶಾಖ
अक्षि-एल्यूमिना सीमेन्ट,ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್
पुट्ठा,ಹಿಪ್
पुट्ठा मुंडेरी,ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್
कूट सिरा,ಹಿಪ್ಡ್ ಎಂಡ್
छत्रक,ಹುಡ್
गढ़ा छत्रक,ಹುಡ್ ಮೋಲ್ಡಿಂಗ್
हुक का नियम,ಹುಕ್ ಕಾನೂನು
पत्ती लोहा,ಹೂಪ್ ಕಬ್ಬಿಣ
संस्तर/होराइजन,ಹಾರಿಜಾನ್
आद्रीकरण,ಆರ್ದ್ರತೆ
निरपेक्ष आद्रता,"ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ"
आपेक्षिक आद्रता,"ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ"
हम्प यार्ड,ಹಂಪ್ ಯಾರ್ಡ್
द्रवचालित दाब,ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ
जलयोजन,ಜಲಸಂಚಯನ
जल अपघटन,ಜಲವಿಚ್ಛೇದನ
चल अपघटनी अम्लता,ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ
जलकृत मृदा,ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು
जलरागी कोलाइड,ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್
जलविरागी कोलाइड,ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್
स्थिरद्रवीय दाब अनुपात,ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ
आद्रताग्रही गुणांक,ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ
आद्रताग्राही नमी,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
आर्द्रताग्राहिता,ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ
आर्द्रताग्राही नमी,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
हाईपरबैरिक कक्ष,ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್
अपेक्षाधिक ढाँचा,ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್
जलक्वथनांकमापी,ಹೈಪ್ಸೋಮೀಟರ್
प्रदीप्ति,ಇಲ್ಯುಮಿನೇಷನ್
अंतःशोषणी आर्द्रता,ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ
अपूर्ण परिणत मृदा,ಬಲಿಯದ ಮಣ್ಣು
अवरुद्ध गोदी,ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್
भू आय वृद्धि,ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ
स्वतंत्र पाड़,ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
कठोरीकृत,ಇಂಡರೇಟೆಡ್
प्रारम्भिक पूर्व प्रतिबल,ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್
प्रारम्भिक तनाव,ಆರಂಭಿಕ ಒತ್ತಡ
अन्तर्देशी जलमार्ग पत्तन,ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು
विसंवाहन पट्ट,ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್
मध्यवर्ती पत्तन,ಮಧ್ಯಂತರ ಬಂದರು
आन्तरिक धर्षण,ಆಂತರಿಕ ಘರ್ಷಣೆ
अंतः क्षेत्रीय मृदा,ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು
आयन,ಅಯಾನು
आयन विनिमय,ಅಯಾನು ವಿನಿಮಯ
लोह स्तर,ಕಬ್ಬಿಣದ ಪ್ಯಾನ್
सिंचित भूमि,ನೀರಾವರಿ ಭೂಮಿ
सिंचाई,ನೀರಾವರಿ
सिंचाई उपकर,ನೀರಾವರಿ ಸೆಸ್
पाखा,ಜಾಂಬ್
गुज्झी,ಜೋಗಲ್
संधि पिन,ಜೋಗಲ್ ಪಿನ್
जूल,ಜೂಲ್
जम्पर,ಜಂಪರ್
किलोग्राम,ಕಿಲೋಗ್ರಾಂ
किलोग्राम बल,ಕಿಲೋಗ್ರಾಂ ಬಲ
किलोग्राम बल मीटर,ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್
किलोवाट घण्टा,ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ
नर डेली/किंग क्लोजर,ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ
रसोई,ಅಡಿಗೆ
लेसित स्तम्भ,ಲೇಸ್ಡ್ ಕಾಲಮ್
वेष्ठन,ಹಿಂದುಳಿದಿದೆ
लमेला छत,ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್
स्तरीय प्रवाह,ಲ್ಯಾಮಿನಾರ್ ಹರಿವು
दीपछिद्र,ದೀಪದ ರಂಧ್ರ
भूमि अभिवृद्धि,ಭೂಮಿ ಸಂಚಯ
भूस्खलन,ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್
लैटेराइट,ಲ್ಯಾಟರೈಟ್
लैटेराइट मृदा या लैटोसॉल,ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು
बृहत संख्या सिद्धांत,ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು
अभिन्यास अनुविक्षप,ಲೇಔಟ್ ಯೋಜನೆ
पाड़-बेड़ा,ಖಾತಾ ಪುಸ್ತಕ
चूना तल,ಸುಣ್ಣದ ಪ್ಯಾನ್
लिंटल,ಲಿಂಟೆಲ್
द्रव सीमा,ದ್ರವ ಮಿತಿ
चल भार,ಲೈವ್ ಲೋಡ್
टुमट,ಲೋಮ್
स्थानीय निर्वात संवातन,ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ
लोको यार्ड,ಲೋಕೋ ಅಂಗಳ
लोएस,ಲೋಸ್
निम्न सुघट्यता सीमा,ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
अल्प ऊष्मा सीमेंट,ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್
यांत्रिक पथाई,ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್
स्थूल संरचना,ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್
प्रमुख शीर्ष नियंत्रक,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
मुख्य पत्तन,ಮುಖ್ಯ ಬಂದರು
पुनःपूर्तिवायु,ಮೇಕಪ್ ಗಾಳಿ
मैनसई,ಮನ್ಸಾರ್ಡ್
मार्शलिंग यार्ड,ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್
चिनाई,ಕಲ್ಲುಗಾರಿಕೆ
परिपाक तापक्रम,ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ
मध्य तल,ಮೆಜ್ಜನೈನ್ ಮಹಡಿ
यांत्रिक विश्लेषण,ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ
यांत्रिक संवातन,ಯಾಂತ್ರಿಕ ವಾತಾಯನ
मीटरी पद्धति,ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ
सूक्ष्म संरचना,ಸೂಕ್ಷ್ಮ ರಚನೆ
मिली तुल्यांक,ಮಿಲಿ ಸಮಾನ
मिली तुल्यांक प्रति लीटर,ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ
खनिज,ಖನಿಜ
खनिज मृदा,ಖನಿಜ ಮಣ್ಣು
लघु पत्तन,ಚಿಕ್ಕ ಬಂದರು
कलमी डेली,ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ
जल मृदा कोलाइड,ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್
आर्द्रतांश,ತೇವಾಂಶ
आर्द्रता प्रवणता,ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್
मोनोलिथ/एकाश्म,ಏಕಶಿಲೆ
मोनोरेल,ಮೊನೊರೈಲ್
राष्ट्रीय पोताश्रय परिषद,ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ
प्राकृतिक तल,ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ
प्राकृतिक परिष्कृति,ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ
प्राकृतिक पोताश्रय,ನೈಸರ್ಗಿಕ ಬಂದರು
प्राकृतिक संवातन,ನೈಸರ್ಗಿಕ ವಾತಾಯನ
जल सेना पोताश्रय,ನೌಕಾ ಬಂದರು
न्यूटन,ನ್ಯೂಟನ್
असम प्रवाह,ಏಕರೂಪವಲ್ಲದ ಹರಿವು
उपभोक्ता जल दर,ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ
तेल रंगलेप,ಎಣ್ಣೆ ಬಣ್ಣ
तेल कूप सीमेंट,ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್
मुक्त पृष्ठ वाहिका प्रवाह,ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ
अनुकूलतम आर्द्रता,ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ
जैव मृदा,ಸಾವಯವ ಮಣ್ಣು
अभिविन्यास,ದೃಷ್ಟಿಕೋನ
लाम्बिक,ಆರ್ಥೋಗೋನಲ್
ओर्टस्टीन,ಒರ್ಟ್ಸ್ಟೈನ್
बाह्य सिगनल,ಬಾಹ್ಯ ಸಂಕೇತ
ऑक्सीकरण,ಆಕ್ಸಿಡೀಕರಣ
रसोई भण्डार,ಪ್ಯಾಂಟ್ರಿ
मुंडेेर,ಪ್ಯಾರಪೆಟ್
मुंडेर दीवार,ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ
मूल सामग्री,ಮೂಲ ವಸ್ತು
बजरी प्लास्टर,ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್
पेडल्फर,ಪೆಡಲ್ಫರ್
पेडोकल,ಪೆಡೋಕಲ್
मृदा उत्पत्ति,ಪೆಡೋಜೆನೆಸಿಸ್
मृदा रचना विज्ञान,ಪೆಡೋಲಜಿ
मृदा मंडल,ಪೀಡೋಸ್ಪಿಯರ್
वेधनमापी,ಪೆನೆಟ್ರೋಮೀಟರ್
छज्जा छत,ಪೆಂಟ್ ಛಾವಣಿ
पाचक कर्मक,ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್
विश्लेषण अवधि,ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ
खड़ा जोड़,ಪರ್ಪೆಂಡ್
आशोषण,ಪರ್ಸರ್ಪ್ಶನ್
प्रस्तम्भ,ಪಿಯರ್
भित्ति स्तम्भ,ಪಿಲಾಸ್ಟರ್
ढाल/प्रवणता,ಪಿಚ್
ढालू छत,ಪಿಚ್ ಛಾವಣಿ
अप्रबलित कंक्रीट,ಸರಳ ಕಾಂಕ್ರೀಟ್
समतल कोण,ಪ್ಲೇನ್ ಕೋನ
समतल यार्ड,ಬಯಲು ಅಂಗಳ
प्लानसॉल,ಪ್ಲಾನ್ಸೋಲ್
सुघट्यता संसक्ति,ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ
पराप्रत्यास्थता,ಪ್ಲಾಸ್ಟಿಟಿ
सुघट्यता सूचकांक,ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ
सुघट्यता सीमा,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ
सुघट्यता पिरसर,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ
पटली संरचना,ಪ್ಲಾಟಿ ರಚನೆ
कुरसी,ಸ್ತಂಭ
हल मृदा,ನೇಗಿಲು ಮಣ್ಣು
प्लम पत्थर,ಪ್ಲಮ್ ಕಲ್ಲು
पाडजोल,ಪೊಡ್ಜೋಲ್
टीप,ಸೂಚಿಸುತ್ತಿದೆ
बहुकोणी दीवार,ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ
रंध्र अवकाश,ರಂಧ್ರದ ಜಾಗ
पत्तन,ಬಂದರು
प्रभावी संवातन,ಧನಾತ್ಮಕ ವಾತಾಯನ
प्रशाद्वल मृदा,ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು
परिशुद्धता,ನಿಖರತೆ
प्राथमिक कण,ಪ್ರಾಥಮಿಕ ಕಣ
प्रिज्मीय संरचना,ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ
उत्पादक कार्य,ಉತ್ಪಾದಕ ಕೆಲಸ
परियोजना औचित्य समर्थन,ಯೋಜನೆಯ ಸಮರ್ಥನೆ
संरक्षक कार्य,ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ
आभासी माइसीलियम,ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್
पडल,ಕೊಚ್ಚೆಗುಂಡಿ
रौंदना,ಪಗ್ಗಿಂಗ್
झाँवा,ಪ್ಯೂಮಿಸ್
थूनी,ಪಂಚೆಯಾನ್
पपेट,ಬೊಂಬೆ
कड़ी,ಪುಟ್ಲಾಗ್
धारण पल्लियों का पाड़,ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
मात्रा सर्वेक्षक,ಪ್ರಮಾಣ ಸರ್ವೇಯರ್
खदान रस,ಕ್ವಾರಿ ಸಾಪ್
भित्ति घाट,ಕ್ವೇ
मादा डेली/क्वीन क्लोजर,ರಾಣಿ ಮುಚ್ಚುವಿಕೆ
कोनिया,ಕ್ವೊಯಿನ್
रैफ्ट बेड़ा नींव,ರಾಫ್ಟ್ ಅಡಿಪಾಯ
तिरछी टेक,ರೇಕರ್
रेकिंग,ರೇಕಿಂಗ್
तिरछी चाल,ರಾಕಿಂಗ್ ಬಾಂಡ್
नति जलरोधी झिल्ली,ಮಿನುಗುವ ರೇಕಿಂಗ್
द्रुत परिवर्ती प्रवाह,ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು
वसूलीयोग्य भुगतान,ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ
लाल मिट्टी,ಕೆಂಪು ಭೂಮಿ
लाल दुमट,ಕೆಂಪು ಲೋಮ್
नियंत्रक/रेगुलेटर,ನಿಯಂತ್ರಕ
रेगर या काली कपासी मृदा,ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
वापस भुगतान ठेका,ಮರುಪಾವತಿ ಒಪ್ಪಂದ
अवशिष्ट संकुचन,ಉಳಿದ ಕುಗ್ಗುವಿಕೆ
अवशिष्ट मृदा,ಉಳಿಕೆ ಮಣ್ಣು
बाह्य पक्ष,ಬಹಿರಂಗಪಡಿಸಿ
बाह्य पक्ष पिन,ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ
बाह्य पक्ष बंधक,ರಿವೀಲ್ ಟೈ
कूट,ರಿಡ್ಜ್
कूट मुंडेरी,ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್
नदी,ನದಿ
पोताश्रेय द्रोणों,ರೋಡ್ ಸ್ಟೇಡ್
दानेदार प्लास्टर,ಒರಟು ಪ್ಲಾಸ್ಟರ್
ढोंका,ಅವಶೇಷಗಳು
ढोका चिनाई,ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
ढोंका भित्ति,ಅವಶೇಷಗಳ ಗೋಡೆ
चालू मापन या मध्यवर्ती मापन,ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ
सुरक्षी धारण क्षमता/अनुमेय धारण क्षमता,ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
लवण परिष्कृति,ಉಪ್ಪು ಮೆರುಗು
प्रतिदर्श आमाप,ಮಾದರಿ ಅಳತೆ
प्रतिचयन वितरण,ಮಾದರಿ ವಿತರಣೆ
प्रतिचयन त्रुटि,ಮಾದರಿ ದೋಷ
बाल,ಮರಳು
बलुई परिष्कृति,ಮರಳು ಮುಕ್ತಾಯ
रेत हस्त पथाई,ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್
बालू घर्षण,ಮರಳುಗಾರಿಕೆ
संतृप्त मृदा,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು
संतृप्त मृदा लेई,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್
संतृप्ति निष्कर्षण,ಶುದ್ಧತ್ವ ಸಾರ
संतृप्ति प्रतिशतता,ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು
शराविका गुम्मद,ಸಾಸರ್ ಗುಮ್ಮಟ
पाड़,ಸ್ಕ್ಯಾಫೋಲ್ಡ್
शिस्ट,ಸ್ಕಿಸ್ಟ್
समुद्री अथवा महासागरीय पत्तन,ಸಮುದ್ರ ಬಂದರು
गुप्त वाहिका,ರಹಸ್ಯ ಗಟಾರ
सेकन्ड,ಎರಡನೇ
सादन विश्लेषण,ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ
सामि कृत्रिम पोताश्रय,ಅರೆ ಕೃತಕ ಬಂದರು
अर्द्ध-ज्वारीय गोदी,ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್
जरावस्था,ವಯಸ್ಸಾದ
शेल,ಶೇಲ್
चादरी पाइल,ಹಾಳೆಯ ರಾಶಿ
संकुचन सीमा,ಕುಗ್ಗುವಿಕೆ ಮಿತಿ
तख्ताबन्दी,ಶಟರಿಂಗ್
सियालिटिक मृदा,ಸಿಯಾಲಿಟಿಕ್ ಮಣ್ಣು
सीरोजेम,ಸಿರೋಜೆಮ್
देहली या सिल,ಸಿಲ್
साद,ಹೂಳು
इकहरी फ्लेमिश चाल,ಏಕ ಮಾಂಸದ ರಕ್ತ
एकल कणीय संरचना,ಏಕ ಹರಳಿನ ರಚನೆ
अधकचरी मृदा,ಅಸ್ಥಿಪಂಜರದ ಮಣ್ಣು
अंचल,ಸ್ಕರ್ಟಿಂಗ್
आधार भित्तियाँ,ಸ್ಲೀಪರ್ ಗೋಡೆ
सर्पी वाहिका,ಸೈಡ್ ಗಟರ್
परिकलन पट्टिका,ಸ್ಲೈಡ್ ನಿಯಮ
सर्पण गोदी,ಸ್ಲಿಪ್ ಡಾಕ್
स्मोनिटजा,ಸ್ಮೋನಿಜಾ
समतापकरण,ನೆನೆಯುವುದು
मृदा समवाय,ಮಣ್ಣಿನ ಸಂಘ
मृदा वर्ग,ಮಣ್ಣಿನ ವರ್ಗ
मृदा सम्मिश्र,ಮಣ್ಣಿನ ಸಂಕೀರ್ಣ
मृदा संसक्ति,ಮಣ್ಣಿನ ಸ್ಥಿರತೆ
मृदा परिवार,ಮಣ್ಣಿನ ಕುಟುಂಬ
मृदा सार,ಮಣ್ಣಿನ ಚೌಕಟ್ಟಿನ ಕೆಲಸ
मृदा नमी,ಮಣ್ಣಿನ ತೇವಾಂಶ
मृदा नमी अभिवृद्धि,ಮಣ್ಣಿನ ತೇವಾಂಶ ಸಂಗ್ರಹಣೆ
मृदा नयी न्यूनता,ಮಣ್ಣಿನ ತೇವಾಂಶದ ಕೊರತೆ
मृदाकारिकी,ಮಣ್ಣಿನ ರೂಪವಿಜ್ಞಾನ
मृदा कण,ಮಣ್ಣಿನ ಕಣ
मृदा प्रावस्था,ಮಣ್ಣಿನ ಹಂತ
मृदा परिच्छेदिका,ಮಣ್ಣಿನ ಪ್ರೊಫೈಲ್
मृदा अभिक्रिया,ಮಣ್ಣಿನ ಪ್ರತಿಕ್ರಿಯೆ
मृदा कणवर्ग,ಮಣ್ಣು ಬೇರ್ಪಡುತ್ತದೆ
मृदा श्रेणी,ಮಣ್ಣಿನ ಸರಣಿ
मृदा घोल,ಮಣ್ಣಿನ ಪರಿಹಾರ
मृदा संरचना,ಮಣ್ಣಿನ ರಚನೆ
मृदा गठन,ಮಣ್ಣಿನ ರಚನೆ
मृदा प्रकार,ಮಣ್ಣಿನ ಪ್ರಕಾರ
सोलम,ಸೋಲಮ್
शोषण,ಸೋರ್ಪ್ಶನ್
कत्तर,ಸ್ಪ್ಯಾಲ್ಸ್
विशिष्ट आयन प्रभाव,ನಿರ್ದಿಷ್ಟ ಅಯಾನು ಪರಿಣಾಮ
चौकोर रद्देदार ढोका चिनाई,ಚೌಕಾಕಾರದ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
नियमित चौकोर रद्देदार ढोका चिनाई,ಸ್ಕ್ವೇರ್ಡ್ ರೆಗ್ಯುಲರ್ ಕೋರ್ಸ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
अपरिवर्ती प्रवाह,ಸ್ಥಿರ ಹರಿವು
सोपानी जलरोधी झिल्ली,ಮಿನುಗುತ್ತಾ ಹೆಜ್ಜೆ ಹಾಕಿದೆ
चिपचिपापन,ಜಿಗುಟುತನ
चिपकन बिंदु,ಅಂಟಿಕೊಳ್ಳುವ ಬಿಂದು
