Tamil,Telugu
தற்செயல் கொடுப்பனவு,ఆకస్మిక భత్యం
தற்செயல் நிதி,ఆకస్మిక నిధి
தற்செயல் மானியம்,ఆకస్మిక గ్రాంట్
தற்செயல் திட்டம்,ఆకస్మిక ప్రణాళిక
தொடர்ச்சியான கட்டணங்கள்,నిరంతర ఛార్జీలు
தொடர்ச்சியான நியமனம்,నిరంతర నియామకం
தொடர்ச்சியான வளர்ச்சி,నిరంతర అభివృద్ధి
தொடர்ச்சியான செயல்முறை,నిరంతర ప్రక్రియ
தொடர்ச்சியான சேவை,నిరంతర సేవ
தடை,నిషేధం
ஒப்பந்த,ఒప్పందం
ஒப்பந்த பத்திரம்,కాంట్రాక్ట్ డీడ్
வேலைவாய்ப்பு ஒப்பந்தம்,ఉపాధి ఒప్పందం
ஒப்பந்த காலம்,ఒప్పంద కాలం
ஒப்பந்த ஆவணம்,ఒప్పంద పత్రం
ஒப்பந்த பொறுப்பு,ఒప్పంద బాధ్యత
ஒப்பந்த சேவை,ఒప్పంద సేవ
முரண்பாடு,వైరుధ్యం
முரண்பாடான அறிக்கை,విరుద్ధమైన ప్రకటన
மாறாக,విరుద్ధంగా
முரண்பாடு,ఉల్లంఘన
பங்களிப்பு,సహకారం
பங்களிப்பு ஓய்வூதிய திட்டம்,కంట్రిబ్యూటరీ పెన్షన్ స్కీమ్
பங்களிப்பு வருங்கால வைப்பு நிதி,కంట్రిబ్యూటరీ ప్రావిడెంట్ ఫండ్
கட்டுப்பாடு,నియంత్రణ
கட்டுப்பாட்டு அதிகாரி,నియంత్రించే అధికారి
சர்ச்சைக்குரிய,వివాదాస్పద
சர்ச்சைக்குரிய விஷயம்,వివాదాస్పద విషయం
சர்ச்சை,వివాదం
வசதி,సౌలభ్యం
மாநாடு,కన్వెన్షన్
வழக்கமான,సాంప్రదాయిక
உரையாடல்,సంభాషణ
மாற்றவும்,మార్చండి
மாற்றப்பட்ட விடுப்பு,మార్చబడిన సెలవు
அனுப்புதல்,రవాణా
அனுப்பும் கொடுப்பனவு,రవాణా భత్యం
அனுப்பும் பத்திரம்,రవాణా దస్తావేజు
அனுப்பும் செலவுகள்,రవాణా ఖర్చులు
குற்றவாளி,దోషి
தண்டனை,నమ్మకం
மாநாடு,కాన్వొకేషన్
குளிரூட்டும் காலம்,శీతలీకరణ ఆఫ్ పీరియడ్
ஒத்துழைப்பு,సహకారం
கூட்டுறவு,సహకార
கூட்டுறவு சமூகம்,కోఆపరేటివ్ సొసైటీ
இணையாக,సహకార
ஒத்துழைக்கப்பட்ட உறுப்பினர்,సహ-ఎంపిక సభ్యుడు
ஒருங்கிணைப்பு,సమన్వయ
இணை உரிமையாளர்,సహ యజమాని
இணை கூட்டாளர்,సహ-భాగస్వామి
நகலெடு,కాపీ
நகலெடுக்கும்,కాపీ చేస్తోంది
பதிப்புரிமை,కాపీరైట్
நல்ல,కార్డియల్
கொரோனர்,కరోనర్
கார்ப்பரேட் உடல்,కార్పొరేట్ బాడీ
கார்ப்பரேட் திட்டமிடல்,కార్పొరేట్ ప్రణాళిక
கார்ப்பரேஷன்,కార్పొరేషన్
மாநகராட்சி வரி,కార్పొరేషన్ పన్ను
திருத்தம்,దిద్దుబాటు
சரியான நடவடிக்கைகள் (= திருத்தங்கள்),దిద్దుబాటు చర్యలు (= సరిదిద్దారు)
கடித தொடர்பு,కరస్పాండెన్స్
கடித பாடநெறி,కరస్పాండెన్స్ కోర్సు
கடிதப் பகுதி,కరస్పాండెన్స్ భాగం
நிருபர்,కరస్పాండెంట్
தொடர்புடைய,సంబంధిత
கோரிஜெண்டம்,కొరిగెండం
உறுதிப்படுத்துதல்,ధృవీకరించండి
உறுதிப்படுத்தல்,ధృవీకరణ
சிதைந்த கோப்பு,అవినీతి
ஊழல்,అవినీతి
ஊழல் பயிற்சி,అవినీతి సాధన
காஸ்மோபாலிட்டன் நகரம்,కాస్మోపాలిటన్ సిటీ
செலவு,ధర
செலவு கணக்காளர்,ఖర్చు అకౌంటెంట్
செலவு பகுப்பாய்வு,వ్యయ విశ్లేషణ
செலவு உச்சவரம்பு,ఖర్చు పైకప్పు
செலவு செயல்திறன்,వ్యయ ప్రభావం
வாழ்க்கை செலவு,జీవన వ్యయం
செலவு மீறப்பட்டது,ఖర్చును అధిగమిస్తుంది
குடிசை தொழில்,కుటీర పరిశ్రమ
சபை,కౌన్సిల్
அமைச்சர்கள் சபை,మంత్రుల మండలి
மாநில சபை,కౌన్సిల్ ఆఫ్ స్టేట్స్
ஆலோசனை,న్యాయవాది
ஆலோசனை,కౌన్సెలింగ్
கவுண்டர்,కౌంటర్
எதிர் நடவடிக்கை,కౌంటర్ చర్య
எதிர் வாக்குமூலம்,కౌంటర్ అఫిడవిట్
எதிர் கட்டணம்,కౌంటర్ ఛార్జ్
எதிர் உரிமைகோரல்,కౌంటర్ దావా
கள்ள நாணயம்,నకిలీ కరెన్సీ
கள்ளநோட்டுதல்,నకిలీ
கள்ளநூல்,కౌంటర్ ఫాయిల్
எதிர் சலுகை,కౌంటర్ ఆఫర్
கவுண்டர்ன்,కౌంటర్సైన్
சதி,తిరుగుబాటు
கூப்பன்,కూపన్
கூரியர்,కొరియర్
கூரியர் சேவை,కొరియర్ సేవ
பாடநெறி,కోర్సు
படிப்பு படிப்புகள்,అధ్యయనం యొక్క కోర్సులు
நீதிமன்ற வழக்கு,కోర్టు కేసు
மரியாதை,మర్యాద
சிறிய காரணங்களின் நீதிமன்றம்,చిన్న కారణాల న్యాయస్థానం
உடன்படிக்கை,ఒడంబడిక
கவர்,కవర్
பாதுகாப்பு,కవరేజ్
முகப்பு அல்லது அறிமுக கடிதம்,కవరింగ్ లెటర్
மெமோவை உள்ளடக்கியது,కవరింగ్ మెమో
குறிப்பு,గమనిక
செயலிழப்பு திட்டம்,క్రాష్ ప్రోగ్రామ్
கிரீமி லேயர்,క్రీము పొర
உருவாக்கம்,సృష్టి
படைப்பு,సృజనాత్మక
படைப்பாற்றல்,సృజనాత్మకత
கிரெச்,క్రీచ్
நற்சான்றிதழ்கள் குழு,క్రెడెన్షియల్స్ కమిట్
நம்பகத்தன்மை,విశ్వసనీయత
கடன்,క్రెడిట్
நம்பத்தகுந்த,విశ్వసనీయమైనది
கடன் ஆலோசனை,క్రెడిట్ సలహా
கடன் மற்றும் சிக்கன சமூகம்,క్రెడిట్ మరియు పొదుపు సమాజం
கடன் அட்டை,క్రెడిట్ కార్డు
கடன் வசதிகள்,ఋణ వసతులు
கடன் நுழைவு,క్రెడిట్ ఎంట్రీ
கடன் குறிப்பு,క్రెడిట్ గమనిక
கடன் வழங்குபவர்,రుణదాత
தகனம்,శ్మశానవాటిక
தகனம் மைதானம்,శ్మశానవాటిక గ్రౌండ్
குழு,సిబ్బంది
குற்றம்,నేరం
நம்பிக்கையின் குற்றவியல் மீறல்,నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం
குற்றவியல் நீதிமன்றம்,క్రిమినల్ కోర్ట్
குற்றவியல் அலட்சியம்,నేర నిర్లక్ష్యం
குற்றவியல் குற்றம்,క్రిమినల్ నేరం
குற்றவியல் நடைமுறை குறியீடு,క్రిమినల్ ప్రొసీజర్ కోడ్
நெருக்கடி,సంక్షోభం
நெருக்கடி மேலாண்மை,సంక్షోభ నిర్వహణ
அளவுகோல்,ప్రమాణం
திறனாய்வு,విమర్శ
குறுக்கு,క్రాస్
குறுக்கு இனம்,క్రాస్ బ్రీడ్
குறுக்கு சோதனை,క్రాస్ చెకింగ్
குறுக்கு காசோலை,క్రాస్డ్ చెక్
குறுக்கு விசாரணை,క్రాస్ ఎగ్జామినేషన్
குறுக்கு குறிப்பு,ఆధార సూచిక
குறுக்கு வாக்களிப்பு,క్రాస్ ఓటింగ్
முக்கியமான தேதி,కీలకమైన తేదీ
கச்சா,ముడి
குற்றவாளி கொலை,అపరాధ నరహత్య
குற்றவாளி,అపరాధి
சாகுபடி,సాగు
கலாச்சார பரிமாற்ற திட்டம்,సాంస్కృతిక మార్పిడి కార్యక్రమం
ஒட்டுமொத்த,సంచిత
நாணய,కరెన్సీ
நாணய மாற்று,ద్రవ్య మారకం
நாணய குறிப்பு,కరెన్సీ గమనిక
நடப்பு,ప్రస్తుత
நடப்பு கணக்கு,వాడుక ఖాతా
தற்போதைய கடமைகள்,ప్రస్తుత విధులు
நடப்பு அமர்வு,ప్రస్తుత సెషన్
கல்வி மற்றும் தொழில்பற்றிய சிறுதொகுப்பு,కరికులం విటే
குறைத்தல்,కర్లేట్
பாதுகாவலர்,సంరక్షకుడు
காவல்,కస్టడీ
வழக்கம்,ఆచారం
வழக்கம்,ఆచారం
வழக்கம்,ఆచారం
வழக்கமான நடைமுறை,ఆచారం విధానం
சுங்க வரி,కస్టమ్ డ్యూటీ
வாடிக்கையாளர்,కస్టమర్
வாடிக்கையாளர் நட்பு,కస్టమర్ ఫ్రెండ్లీ
தனிப்பயன் தேர்வு,అనుకూల పరీక్ష
வெட்டு,కత్తిరించండి
வெட்டு இயக்கம்,కట్ మోషన్
இறுதி நாள்,తేదీని కత్తిరించండి
மிதிவண்டி,చక్రం
தினசரி,రోజువారీ
தினசரி கொடுப்பனவு,రోజువారీ భత్యం
தினசரி நாட்குறிப்பு,రోజువారీ డైరీ
தினசரி பதிவு,రోజువారీ రిజిస్టర్
தினசரி அறிக்கை,రోజువారీ నివేదిక
தினசரி வழக்கமான,దినచర్య
தினசரி ஊதியங்கள்,రోజువారీ వేతనాలు
டக் ஸ்டேஜ்,డాక్ స్టేజ్
டக் ட்ரே,డాక్ ట్రే
சேதம்,నష్టం
சேதங்கள்,నష్టాలు
ஆபத்தானது,ప్రమాదకరమైనది
தைரியம்,ధైర్యం
தகவல்கள்,సమాచారం
தரவு வங்கி,డేటా బ్యాంక్
தரவுத் தளம்,డేటా బేస్
தரவு சேகரிப்பு,వివరాల సేకరణ
தரவு உணவு,డేటా దాణా
தகவல் செயல்முறை,డేటా ప్రాసెసింగ్
தேதி,తేదీ
வந்த தேதி,రాక తేదీ
பிறந்த தேதி,పుట్టిన తేది
புறப்பட்ட தேதி,బయలుదేరే తేదీ
வெளியேற்றும் தேதி,ఉత్సర్గ తేదీ
முதிர்ச்சியின் தேதி,పరిపక్వత తేదీ
ரசீது தேதி,రశీదు తేదీ
நாள் முத்திரை,తేదీ స్టాంప్
நாள் அறிஞர்,రోజు పండితుడు
பகல் நேரப்பணி,డే షిఫ్ట్
அருளின் நாட்கள்,దయ యొక్క రోజులు
அன்றாட வேலை,రోజు నుండి రోజు పని
இறந்த கணக்கு,డెడ్ ఖాతా
காலக்கெடுவை,గడువు
முட்டுக்கட்டை,డెడ్లాక్
இறந்த பங்கு பதிவு,డెడ్ స్టాక్ రిజిస్టర్
இறந்த எடை,చనిపోయిన బరువు
ஒப்பந்தம்,ఒప్పందం
உதவியாளரைக் கையாளுதல்,వ్యవహార సహాయకుడు
கையாளுதல்,వ్యవహారం
மரண ஆண்டுவிழா,మరణ వార్షికోత్సవం
அன்புள்ள கொடுப்பனவு,ప్రియమైన భత్యం
மரண நன்மை,మరణ ప్రయోజనం
இறப்பு-கம்-ஓய்வூதிய கிராச்சுட்டி,డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ
சேவையில் மரணம்,సేవలో మరణం
Deauthorizatioin,Deauthorizatioin
டெபார்,డెబార్
பற்று,డెబిట్
பற்று ஆலோசனை,డెబిట్ సలహా
கடன்,అప్పు
கடன் மேலாண்மை,రుణ నిర్వహణ
கடனாளி,రుణగ్రహీత
இறந்தவர்,మరణించిన
ஒழுக்கம்,మర్యాద
பரவலாக்கம்,వికేంద్రీకరణ
தீர்மானிக்கும் காரணி,నిర్ణయాత్మక కారకం
முடிவு,నిర్ణయం
முடிவெடுக்கும்,నిర్ణయం తీసుకోవడం
முடிவெடுக்கும் செயல்முறை,నిర్ణయం తీసుకునే ప్రక్రియ
அறிவிப்பு,ప్రకటన
வருமான அறிவிப்பு,ఆదాయ ప్రకటన
அறிவிக்கப்பட்ட மதிப்பு,ప్రకటించిన విలువ
சத்தியப்பிரமாணத்தை அறிவிக்கவும்,ప్రమాణం చేయండి
டிகோட்,డీకోడ్
Decontrol,డీకోంట్రోల్
அலங்கார,డెకోరం
குறைவு,తగ్గుదల
ஆணை,డిక్రీ
அர்ப்பணிப்பு,అంకితం
விலக்கு,మినహాయింపు
கழித்தல்,మినహాయింపు
மூலத்தில் கழித்தல்,మూలం వద్ద మినహాయింపు
சம்பளத்திலிருந்து விலக்கு,జీతం నుండి మినహాయింపు
பத்திரம்,దస్తావేజు
அடமானத்தின் பத்திரம்,తనఖా యొక్క దస్తావేజు
கருதப்பட்ட பல்கலைக்கழகம்,డీమ్డ్ విశ్వవిద్యాలయం
தூக்கி எறியுங்கள்,Deface
நடைமுறையில்,వాస్తవ
Defalcation,డీప్లేషన్
அவதூறு,పరువు నష్టం
இயல்புநிலை,డిఫాల్ట్
தவறியவர்,డిఫాల్టర్
குறைபாடுள்ள,లోపభూయిష్ట
பாதுகாப்பு,రక్షణ
பாதுகாப்பு ஆலோசகர்,రక్షణ న్యాయవాది
பாதுகாப்பு உற்பத்தி,రక్షణ ఉత్పత్తి
பிரதிவாதி,ప్రతివాది
அவிழ்த்து விடுங்கள்,వాయిదా వేయండి
ஒத்திவைக்கப்பட்ட செலவு,వాయిదా వేసిన వ్యయం
மீறுதல்,ధిక్కరణ
பற்றாக்குறை,లోటు
பற்றாக்குறை பட்ஜெட்,లోటు బడ్జెట్
வரையறு,నిర్వచించండి
மீறுகின்றனர்,ధిక్కరించండి
சீரழிவு,క్షీణత
பட்டம்,డిగ్రీ
டிஜூர்,Dejure
தாமதம்,ఆలస్యం
பிரதிநிதி,ప్రతినిధి
ஒப்படைக்கப்பட்ட அதிகாரம்,అప్పగించిన అధికారం
தூதுக்குழு,ప్రతినిధి బృందం
அதிகாரங்களின் பிரதிநிதிகள்,అధికారాల ప్రతినిధి బృందం
அழி,తొలగించు
நீக்குதல்,తొలగింపు
வேண்டுமென்றே,ఉద్దేశపూర్వకంగా
விவாதம்,చర్చ
டெலிசென்சிங்,రుచికరమైన
வரையறை,డీలిమిటేషన్
வழங்கவும்,బట్వాడా
டெலிவரி,డెలివరీ
தேவை,డిమాండ్
தேவை குறிப்பு,డిమాండ్ గమనిక
வரையறை,సరిహద్దు
டெமி-ஆஃபீஷியல்,డెమి-అఫీషియల్
ஜனநாயகம்,ప్రజాస్వామ్యం
ஆர்ப்பாட்டம்,ప్రదర్శన
மனச்சோர்வு,అవమానం
அழிவு,డెమరేజ్
மறுப்பு,తిరస్కరణ
பிரிவு,విలువ కలిగిన
டி நோவோ,డి నోవో
மறுக்கவும்,తిరస్కరించండి
புறப்படு,బయలుదేరండి
துறை,విభాగం
துறை,డిపార్ట్‌మెంటల్
துறை நடவடிக்கை,డిపార్ట్‌మెంటల్ చర్య
துறைசார் விசாரணை,డిపార్ట్‌మెంటల్ ఎంక్వైరీ
துறைசார் விசாரணை,విభాగ దర్యాప్తు
துறை ஒழுங்கற்ற தன்மை,డిపార్ట్‌మెంటల్ అవకతవకలు
துறை நூலகம்,డిపార్ట్‌మెంటల్ లైబ్రరీ
துறைசார் அலட்சியம்,విభాగ నిర్లక్ష్యం
துறைசார் அனுமதி,విభాగ అనుమతి
துறைசார் தகுதி தேர்வு,డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్
புறப்படுதல்,నిష్క్రమణ
சார்பு சான்றிதழ்,డిపెండెన్సీ సర్టిఫికేట్
சார்ந்தது,ఆధారపడి ఉంటుంది
சார்பு குழந்தைகள்,ఆధారపడిన పిల్లలు
வரிசைப்படுத்த,మోహరించేందుకు
அதிருப்தி,డిపోనెంట్
நாடுகடத்தல்,బహిష్కరణ
பதவி நீக்கம்,డిసెజ్
வைப்பு,డిపాజిట్
டிப்போ,డిపో
தேய்மானம்,తరుగుదల
மனச்சோர்வடைந்த வகுப்பு,అణగారిన తరగతి
ரிவ்,కోల్పోతారు
துணை,డిప్యుటేషన్
பிரதிநிதி கொடுப்பனவு,డిప్యుటేషన్ భత్యం
துணை,డిప్యూటీ
ஒழுங்கற்ற,పునర్నిర్మించబడింది
கடமையின் விலகல்,విధి యొక్క విడదీయడం
Dereservation,డెజర్వేషన్
இழிவு,అవమానకరమైన
இழிவுபடுத்தும்,అవమానకరమైన
இழிவான கருத்து,అవమానకరమైన వ్యాఖ్య
வம்சாவளி,వారసుడు
விளக்கம்,వివరణ
தகுதியானவர்,అర్హమైనది
வடிவமைப்பு,రూపకల్పన
நியமிக்கவும்,నియమించండి
பதவி,హోదా
அனுப்பும்,డెస్పాచ్
அனுப்பும் குறிப்பு,డెస్పాచ్ నోట్
அனுப்பும் பதிவு,డెస్పాచ్ రిజిస్టర్
இலக்கு,గమ్యం
ஆதரவற்ற,నిరాశ్రయుల
விவரம்,వివరాలు
விவரிக்கப்பட்ட,వివరంగా
கண்டறியவும்,గుర్తించడం
தடுப்புக்காவல்,నిర్బంధ
டிடெனு,డిటెనూ
உறுதியை,సంకల్పం
தடுப்பு,నిరోధం
தீங்கு விளைவிக்கும்,హాని
தீங்கு விளைவிக்கும்,హానికరం
மதிப்புக் குறைப்பு,విలువ తగ్గింపు
பேரழிவு,వినాశనం
வளர்ச்சி,అభివృద్ధి
விலகவும்,విడదీయండి
சாதனம்,పరికరం
பக்தி,భక్తి
கண்டறிதல்,రోగ నిర్ధారణ
வரைபடம்,రేఖాచిత్రం
டைரி,డైరీ
கட்டளை,డిక్టేషన్
இறக்கிறது,చనిపోతుంది
உணவு,ఆహారం
செரிமானம்,డైజెస్ట్
கண்ணியமான,గౌరవప్రదమైన
க ity ரவம்,గౌరవం
திசைதிருப்பல்,డైగ్రెషన్
தூண்டும்,డైలేటరీ
குழப்பம்,సందిగ్ధత
விடாமுயற்சி,శ్రద్ధ
பரிமாணம்,పరిమాణం
டிப்ளோமா,డిప్లొమా
இராஜதந்திரம்,దౌత్యం
இராஜதந்திர நோய் எதிர்ப்பு சக்தி,దౌత్య రోగనిరోధక శక్తి
நேரடி,డైరెక్ట్
நேரடி போட்டி,ప్రత్యక్ష పోటీ
நேரடி நேர்காணல்,ప్రత్యక్ష ఇంటర్వ్యూ
திசையில்,దిశ
அடைவு,డైరెక్టరీ
நேரடி ஆட்சேர்ப்பு,ప్రత్యక్ష నియామకం
அனுமதிக்காதீர்கள்,అనుమతించవద్దు
இயலாமை,వైకల్యం
ஊனமுற்றவர்,వికలాంగుడు
ஊனமுற்றோர் நன்மை,డిసేబుల్మెంట్ ప్రయోజనం
தீமை,ప్రతికూలత
கருத்து வேறுபாடு,అంగీకరించలేదు
அனுமதிக்கப்படவில்லை,అనుమతించబడలేదు
மறுப்பு,నిరాకరణ
பேரழிவு,విపత్తు
பேரிடர் மேலாண்மை,విపత్తూ నిర్వహణ
கலைக்கவும்,రద్దు
வழங்கல்,పంపిణీ
நிராகரிக்கவும்,విస్మరించండి
வெளியேற்றம்,ఉత్సర్గ
வெளியேற்ற சீட்டு,ఉత్సర్గ స్లిప్
ஒழுங்கு நடவடிக்கை,క్రమశిక్షణా చర్య
ஒழுங்கு நடைமுறை,క్రమశిక్షణా విధానం
ஒழுக்கம்,క్రమశిక్షణ
மறுக்கவும்,నిరాకరణ
வெளிப்படுத்தல்,బహిర్గతం
அதிருப்தி,అసంతృప్తి
இடைநிறுத்தம்,నిలిపివేత
நிறுத்துங்கள்,నిలిపివేయండి
முரண்பாடு,అసమ్మతి
தள்ளுபடி,డిస్కౌంట్
கண்டுபிடி,కనుగొనండి
இழிவுபடுத்தும்,అపఖ్యాతి
முரண்பாடு,వ్యత్యాసం
விவேகம்,అభీష్టానుసారం
விருப்பமான மானியம்,విచక్షణ మంజూరు
விருப்பமான சக்தி,విచక్షణ శక్తి
பாகுபாடு,వివక్ష
விவாதம்,చర్చ
நேர்மையற்ற,నిజాయితీ
அவமதிப்பு,అవమానం
சிதைவு,విచ్ఛిన్నం
வட்டு,డిస్క్
இடப்பெயர்வு,తొలగుట
விசுவாசமற்ற,నమ్మకద్రోహం
தள்ளுபடி,రద్దుచేసే
பணிநீக்கம்,తొలగింపు
தள்ளுபடி நடைமுறை,తొలగింపు విధానం
கீழ்ப்படியவில்லை,అవిధేయత
கோளாறு,రుగ్మత
ஒழுங்கின்மை,అస్తవ్యస్తత
ஏற்றத்தாழ்வு,అసమానత
அனுப்பும் பிரிவு,డిస్పాచ్ విభాగం
விநியோகிக்கக்கூடியது,పంపిణీ చేయదగినది
சிதறல்,చెదరగొట్టండి
இடம்பெயர்ந்தது,స్థానభ్రంశం
காட்சி,ప్రదర్శన
அதிருப்தி,అసంతృప్తి
அகற்றுதல்,పారవేయడం
அப்புறப்படுத்துங்கள்,పారవేసేందుకు
இடமாற்றம்,స్థానభ్రంశం
அகற்றுதல்,తొలగింపు
சர்ச்சை,వివాదం
தகுதி நீக்கம்,అనర్హత
புறக்கணிக்கவும்,విస్మరించండి
இடையூறு,అంతరాయం
அதிருப்தி,అసంతృప్తి
கருத்து வேறுபாடு,అసమ్మతి
அவதூறு,అపచారం
விலகவும்,డిసోసియేట్
கலைப்பு,రద్దు
கரைக்கவும்,కరిగించండి
தொலைதூர கல்வி,దూరవిద్య
டிஸ்டில்லரி,డిస్టిలరీ
வேறுபட்டது,విభిన్న
வேறுபடுத்துங்கள்,వేరు
சிதைவு,వక్రీకరణ
துன்பம்,బాధ
விநியோகிக்கவும்,పంపిణీ
விநியோகம்,పంపిణీ
மாவட்டம்,జిల్లా
மாவட்ட மையம்,జిల్లా కేంద్రం
குழப்பம்,భంగం
டிட்டோ,డిట్టో
திசை திருப்புதல்,మళ్లింపు
ஈவுத்தொகை,డివిడెండ్
பிரிவு,విభజన
விவாகரத்து,విడాకులు
டாக்கெட்,డాకెట్
மருத்துவர்,వైద్యుడు
ஆவணம்,పత్రం
ஆவண சான்றுகள்,డాక్యుమెంటరీ సాక్ష్యం
ஆவணம்,డాక్యుమెంటేషన్
குடியிருப்பு,నివాసం
குடியேறிய சான்றிதழ்,నివాస ధృవీకరణ పత్రం
ஆதிக்கம் செலுத்தும்,ఆధిపత్యం
நன்கொடை,విరాళం
டோசியர்,డోసియర్
சந்தேகம்,సందేహాస్పదంగా
புறா வால்,డోవ్ టైలింగ్
டவுன் கிரேடு,డౌన్ గ్రేడ్
வரைவு,ముసాయిదా
வரைவு பதில்,ముసాయిదా ప్రత్యుత్తరం
கடுமையான நடவடிக்கை,తీవ్రమైన కొలత
வரை,డ్రా
அலமாரியை,డ్రాయర్
வரைதல்,డ్రాయింగ్
வறட்சி,కరువు
உலர் பதவி உயர்வு,పొడి ప్రమోషన్
இரட்டை கட்டணம்,ద్వంద్వ ఛార్జ్
இரட்டை குடியுரிமை,ద్వంద్వ పౌరసత్వం
காரணமாக,గడువు
உரிய விடாமுயற்சி,తగిన శ్రద్ధ
நிலுவைத் தொகை,బకాయిలు
முறையாக,సరిగా
நகல்,నకిలీ
காலம்,వ్యవధి
துணிச்சல்,డ్యూరెస్
கடமை,విధి
கடமை கொடுப்பனவு,విధి భత్యం
கடமை விளக்கப்படம்,డ్యూటీ చార్ట్
கடமை விடுப்பு,డ్యూటీ సెలవు
வரி அறை,డ్యూటీ రూమ్
இறக்கும் அறிவிப்பு,డైయింగ్ డిక్లరేషన్
இயக்கவியல்,డైనమిక్స్
நொறுக்கி,కేటాయింపు
ஈட்டிய விடுப்பு,సంపాదించిన సెలవు
வருவாய்,ఆదాయాలు
சூழல் நட்பு,పర్యావరణ అనుకూలమైనది
சூழலியல்,ఎకాలజీ
பொருளாதாரம்,ఆర్థిక
பொருளாதார சுரண்டல்,ఆర్థిక దోపిడీ
பொருளாதாரம்,ఆర్థిక వ్యవస్థ
பொருளாதார வகுப்பு,ఎకానమీ తరగతి
எடிட்டிங்,ఎడిటింగ్
பதிப்பு,ఎడిషన్
தலையங்கம்,సంపాదకీయం
கல்வி,చదువు
கல்வி வாழ்க்கை,విద్యా వృత్తి
கல்வி நிறுவனம்,ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్
கல்வி தகுதி,అర్హతలు
விளைவு,ప్రభావం
பயனுள்ள,ప్రభావవంతమైనది
நடைமுறைப்படுத்திய தேதி,ప్రభావవంతమైన తేదీ
விளைவுகள்,ప్రభావాలు
செயல்திறன்,సమర్థత
திறன்,సామర్థ్యం
திறமையான,సమర్థవంతమైనది
வெளியேற்றுதல்,ఎజెక్ట్మెంట్
விரிவான,విస్తృతమైన
கழித்தல்,సాపేక్ష
தேர்ந்தெடுக்கப்பட்ட பிரதிநிதி,ఎన్నుకోబడిన ప్రతినిధి
தேர்தல்,ఎన్నికల
தேர்தல் கல்லூரி,ఎలక్టోరల్ కాలేజీ
வாக்காளர்,ఓటర్లు
மின்மயமாக்கல்,విద్యుదీకరణ
மின்னணு ஊடகம்,ఎలక్ట్రానిక్ మీడియా
அடிப்படை,ప్రాథమిక
தகுதி,అర్హత
தகுதி சோதனை,అర్హత పరీక్ష
நீக்குதல்,ఎలిమినేషన్
சொற்பொழிவு,వాగ్ధాటి
சங்கடம்,ఇబ్బంది
மோசடி,అపహరణ
சின்னம்,చిహ్నం
புடைப்பு முத்திரை,ఎంబోసింగ్ సీల్
அவசரம்,అత్యవసర పరిస్థితి
அவசர நிவாரணம்,అత్యవసర ఉపశమనం
வெளிப்படும்,ఎమర్జెంట్
குடியேற்றம்,వలస
ஊதியம்,ఎమోల్యూమెంట్స్
அனுபவ,ఎంపానెల్మెంట్
பச்சாத்தாபம்,సానుభూతిగల
வேலை,ఉద్యోగం
பணியாளர்,ఉద్యోగి
பணியாளர் பங்கேற்பு,ఉద్యోగుల భాగస్వామ్యం
பணியாளரின் பங்களிப்பு,ఉద్యోగి సహకారం
பணியாளரின் வருங்கால வைப்பு நிதி,ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్
முதலாளி,యజమాని
வேலை,ఉపాధి
வேலைவாய்ப்பு பரிமாற்றம்,ఉపాధి మార్పిడి
வேலைவாய்ப்பு அறிவிப்பு,ఉపాధి నోటీసు
வேலைவாய்ப்பு அலுவலகம்,ఉపాధి కార్యాలయం
அதிகாரம்,సాధికారత
அதிகாரம்,సాధికారత
இயற்றுதல்,అమలు
சட்டம்,చట్టం
En gloc,ఎన్ బ్లాక్
Encash,ENCASH
இணைக்கவும்,పరివేష్టిత
ஊக்கம்,ప్రోత్సాహం
அத்துமீறல்,ఆక్రమణ
இடையூறு,ఎన్‌కంబ్రాన్స్
ஒப்புதல்,ఎండోర్స్
எண்டோவ்மென்ட்,ఎండోమెంట్
"இறுதி பொருள், இறுதி பெருக்கல் விடை",ముగింపు ఉత్పత్తి
ஆற்றல்,శక్తి
செயல்படுத்தவும்,అమలు
ஈடுபடுங்கள்,నిమగ్నమవ్వండి
விரிவாக்கம்,మెరుగుదల
கட்டளையிடவும்,ఆంథ్యం
En பெருமளவில்,ఎన్ మాస్సే
விசாரணை,విచారణ
பதிவு,నమోదు
பதிவு (= பதிவு),నమోదు (= నమోదు)
பதிவு எண்,నమోదు సంఖ్య
வழியாக,దారిలో
அடுத்தடுத்த,తరువాత
உறுதி,నిర్ధారించడానికి
உள்ளிடவும்,నమోదు చేయండి
நிறுவனம்,ఎంటర్ప్రైజ్
பொழுதுபோக்கு,వినోదం
பொழுதுபோக்கு,వినోదం
உரிமை,అర్హత
உரிமை,అర్హత
உரிமை,అర్హత
நுழைவு,ప్రవేశం
நுழைவாளர்,ప్రవేశం
நுழைவு,ప్రవేశం
நுழைவு நிலை வேலை,ప్రవేశ స్థాయి ఉద్యోగం
கணக்கீடு,గణన
சூழல்,పర్యావరణం
தூதர்,రాయబారి
