English,Odiya
Extremely high tension (EHT),ଉଚ୍ଚ ସମ୍ଭାବନା |
Extremely low frequency (ELF),ବହୁତ ଛୋଟ ଫ୍ରିକ୍ୱେନ୍ସି |
Extrinsic semiconductor,ଅପ୍ରାକୃତିକ ସେମିକଣ୍ଡକ୍ଟର |
F.O. (opening a file),ଫାଇଲ୍ ଖୋଲ |
Fabrication of semiconductor,ସେମିକଣ୍ଡକ୍ଟର ଗଠନ
Fabry-pirot resonator,ଫାବ୍ରି ପେରୋ ରିଜୋନେଟର |
Face,ପ୍ୟାନେଲ୍ |
Factor,ଗୁଣକ
Factorial,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |
Fade out,ଲାକୁନା
Fading,ଆଘାତ
Fading,ଆଘାତ
FAHY simplex permeability meter,ଫାହି ଏକପାଖିଆ ଅନୁମତି ମାପକାରୀ |
Failure,ବିଫଳତା
Failure mode,ବିଫଳ ମୋଡ୍ |
Failure rate,ବିଫଳତା ହାର
Fair child semiconductors,ମେଳା ଶିଶୁ ସେମିକଣ୍ଡକ୍ଟର |
Fall time,ପତନ ଅବଧି
Falling clock edge,ପାଟି କାଲାଡ୍ କୋର |
Falling edge,ପ୍ୟାଟ୍ କୋର୍ |
Fallout,ଭୁଶୁଡ଼ିବା |
FALSE,ମିଥ୍ୟା
Fan fold paper,ଫୋଲଡ୍ କାଗଜ |
Fan-in,ଇନପୁଟ୍
Fan-out,ସଂଖ୍ୟା ସଂଖ୍ୟା
Farad,farad
Faraday effect,ଦୂର ପ୍ରଭାବ
Faraday rotation,ଫାରାଡେ ଘୂର୍ଣ୍ଣନ |
Faraday screen,ଦୂର ପରଦା |
Faraday's constant,ଫାରାଡେ ସ୍ଥିର |
Faraday's law,ଫାରାଡେଙ୍କ ନିୟମ |
Facsimile,ପ୍ରତିକୃତି
Facsimile receiver,ପ୍ରତିକୃତି ରସିଭର୍ |
Facsimile transmitter,ପ୍ରତିକୃତି ଯୋଗାଯୋଗକାରୀ |
Facsinite,ପ୍ରତିକୃତି
Facsinite signal,ନକଲ ସଙ୍କେତ
Fast edge,ତୀକ୍ଷ୍ଣ ମୂଳ |
Fast fourier transform,ଶୀଘ୍ର ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ |
Fast recovery rectifier,ଜାହାଜ ରସିଦ ଡିଙ୍କାରୀ |
FAT (file allocation table),ଫାଇଲ୍ ଆବଣ୍ଟନ କାର୍ଯ୍ୟସୂଚୀ |
Fatal error,ସାଂଘାତିକ ତ୍ରୁଟି |
Father file,ପ୍ୟାରେଣ୍ଟ୍ ଫାଇଲ୍ |
Fau-in,ଇନପୁଟ୍
Fault,"ଦୋଷ, ଦୋଷ"
Fault analysis,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
Fault grading,ତ୍ରୁଟି ମୂଲ୍ୟାୟନ
Fault localization,ତ୍ରୁଟି ଲୋକାଲାଇଜେସନ୍ |
Fault localizing bridge,ତ୍ରୁଟି ସ୍ଥାନୀୟ ସେତୁ |
Fault node toggle,ତ୍ରୁଟି ଫିଲ୍ଟର ଟୋଗଲ୍ |
Fault tolerance,ସହନଶୀଳତା
Fauo's alogrithm,ଫାନୋର ଆଲଗୋରିଦମ |
Fau-out,ସଂଖ୍ୟା ସଂଖ୍ୟା
Fau-out tree,ସଂଖ୍ୟା ଗଛ ଦିଅ |
Fax,ଫ୍ୟାକ୍ସ
Fc (combining file),ଫାଇଲ୍ ମିଶ୍ରଣ |
F-connector,F ସଂଯୋଜକ |
FDM (frequency division multiplexer),ଫ୍ରିକ୍ୱେନ୍ସି ଡିଭିଜନ୍ ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |
FEC code,FEC କୋଡ୍
Federal communications commission (FCC),ଫେଡେରାଲ୍ ଯୋଗାଯୋଗ ଆୟୋଗ |
Feedback loop gain,ପୁନ rein ନିବେଶ ଲୁପ୍ ଲାଭ |
Feebly magnetic material,ଆଘାତପ୍ରାପ୍ତ ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
Feed,ଇନପୁଟ୍
Feed back gain,ପୁନ vest ନିବେଶ ଅମଳ |
Feed through loss,ରୋଜଗାର କ୍ଷତି
Feedback,ପୁନ vest ନିବେଶ
Feedback amplifier,ପୁନ rein ନିବେଶ ଏମ୍ପ୍ଲିଫାୟର୍ |
Feedback amplifier distortion,ପୁନ tr ଉତ୍ପାଦନ ବିକୃତି |
Feedback block diagram,ପୁନ rein ନିବେଶ ବ୍ଲକ ଚିତ୍ର |
Feedback current diagram,ପୁନ rein ନିବେଶ ଷ୍ଟ୍ରିମ୍ ଚିତ୍ର |
Feedback loop,ପୁନ st ସ୍ଥାପନ ଲୁପ୍ |
Feedback oscillator,ପୁନ rein ନିବେଶ ଓସିଲେଟର |
Feedback racing,ପୁନ rein ନିବେଶ ଦ race ଡ଼ |
Feedback shift-register,ପୁନ in ନିବେଶ ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |
Feedback theory diagram,ପୁନ vest ବିନିଯୋଗ ନୀତି ଚିତ୍ର |
Feedback voltage diagram,ପୁନ tr ଉତ୍ପାଦନ ଭୋଲଟେଜ୍ ଚିତ୍ର |
Fermi level,ଫର୍ମୀ ସ୍ତର |
Ferric induction,ଫେରିକ୍ ଇନଡକ୍ଟର |
Ferrite,ଫେରାଇଟ୍ |
Ferrite antenna,ଫେରାଇଟ୍ ଆଣ୍ଟେନା |
Ferrite bealt,ଫେରିଟ୍ ତୃଣ |
Ferrite circulator,ଫେରାଇଟ୍ ସ୍ପିନର୍ |
Ferrite isolator,ଫେରାଇଟ୍ ବିଛିନ୍ନକାରୀ |
Ferrite line width,ଫେରାଇଟ୍ ଲାଇନ୍ ଏକ୍ସଟେନ୍ସନ୍ |
Ferrite-core transformer,ଫେରାଇଟ୍-କୋର୍ ଟ୍ରାନ୍ସଫର୍ମର |
Ferro-chrome tape,ଫେରୋ କ୍ରୋମ୍ ଟେପ୍ |
Ferromagnetism,ferromagnetism
FET,ଭାଗ୍ୟ
FET (field-effect transistor),ଫିଲ୍ଡ ଇଫେକ୍ଟ ଟ୍ରାନଜିଷ୍ଟର (FET)
FET amplifier,ଫ୍ୟାଟ୍ ବୁଷ୍ଟର୍ |
FET complementary symmetry,ଫ୍ରେଟ୍ ସଂପନ୍ନ ସମୃଦ୍ଧତା |
FET depletion mode,ଫ୍ୟାଟ୍ ହ୍ରାସ ମୋଡ୍ |
FET dual gate,"ଭାଗ୍ୟ ଦ୍ୱ ual ତ ଦ୍ୱାର, ଦ୍ୱ ual ତ ଦ୍ୱାର |"
FET enhancement mode,ଚର୍ବି ବୃଦ୍ଧି ଧାରା |
FET frequency response,ଫ୍ରେଟ୍ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
FET graphical analysis,ଫ୍ୟାଟ୍ ଗ୍ରାଫିକ୍ ବିଶ୍ଳେଷଣ |
FET input protection,ଭାଗ୍ୟ ନିବେଶ ନିରାପତ୍ତା |
FET inverter,ଚର୍ବି ଓଲଟା |
FET junction,ଭାଗ୍ୟ ଚୁକ୍ତି
FET MOSFET,ଚର୍ବି ମସଫେଟ |
FET trans conductance,ଫ୍ୟାଟ୍ କଣ୍ଡକ୍ଟିଭିଟି |
Fetch time,ଶୋଇବା ସମୟ |
FI (importing a file),ଫାଇଲ୍ ଆମଦାନି |
Fiber,ଫାଇବର
Fiber connector,ଫାଇବର ସଂଯୋଜକ |
Fiber distributed data interface (FDDI),ଫାଇବର ବଣ୍ଟିତ ଡାଟା ଇଣ୍ଟରଫେସ୍ |
Fiber glass,ଫାଇବର ଗ୍ଲାସ |
Fiber optic link,ଫାଇବର ଅପ୍ଟିକ୍ ଲିଙ୍କ୍ |
Fiber optics propagation window,ଫାଇବର ଅପ୍ଟିକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ ୱିଣ୍ଡୋ |
Fiber photo detector,ଫାଇବର ଲାଇଟ୍ ଡିଟେକ୍ଟର୍ |
Fiber splicing,ଫାଇବର ବନ୍ଧନ |
Fibonocci numbers,ଫାଇବୋନାକ୍ସି ସଂଖ୍ୟା |
Fictitious noise generator,ଭର୍ଚୁଆଲ୍ ଶବ୍ଦ ଜେନେରେଟର |
Fidelity of receiver,ପ୍ରାପ୍ତକର୍ତ୍ତାଙ୍କ ବିଶ୍ୱସ୍ତତା |
Fidelity,ଜାଲିଆତି
Field aiding,କ୍ଷେତ୍ର ସହାୟତା
Field effect device,କ୍ଷେତ୍ର ପ୍ରଭାବ ଉପକରଣ
Field effect switch,ଫିଲ୍ଡ ଇଫେକ୍ଟ ସୁଇଚ୍
Field effect transistor,କ୍ଷେତ୍ର ପ୍ରଭାବଶାଳୀ ଟ୍ରାନଜିଷ୍ଟର |
Field emission,କ୍ଷେତ୍ର ନିର୍ଗମନ |
Field forward system,ସୀସା ଶରୀର |
Field frequency,କ୍ଷେତ୍ର ଆବୃତ୍ତି
Field intensity,କ୍ଷେତ୍ରର ତୀବ୍ରତା |
Field programmable logic array (FPLA),ଫିଲ୍ଡ ପ୍ରୋଗ୍ରାମ୍ ଲଜିକ୍ ଆରେ |
Field test,କ୍ଷେତ୍ର ପରୀକ୍ଷା
Fields cancelling,କ୍ଷେତ୍ର ପ୍ରତ୍ୟାହାର
FIFO memory,FIFO ସ୍ମୃତି
Figure of merit,ଦକ୍ଷତା ସୂଚକାଙ୍କ
File,ଫାଇଲ୍ |
File backup,ଫାଇଲ୍ ଫିଲର୍ |
File command,ଫାଇଲ୍ କମାଣ୍ଡ୍ |
File server,ଫାଇଲ୍ ସର୍ଭର |
Film capacitor,ସ୍ତର କ୍ୟାପେସିଟର୍ |
Film type register,ସ୍ତର ପ୍ରତିରୋଧକ |
Filter,ଫିଲ୍ଟର୍
Filter characteristic,ଫିଲ୍ଟର ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
Filter circuit,ଫିଲ୍ଟର ସର୍କିଟ |
Filter communication data,ସଂଗ୍ରହ
Filter design,ଫିଲ୍ଟର ଡିଜାଇନ୍
Filter link,ଯୋଗାଯୋଗ ତଥ୍ୟ
Filter method,ଫିଲ୍ଟର ପଦ୍ଧତି |
Filter reconstruction,ଫିଲ୍ଟର ପୁନ struction ନିର୍ମାଣ |
Final assembly,ଅନ୍ତିମ ସମାବେଶ |
Finger print,ଫିଙ୍ଗର ପ୍ରିଣ୍ଟ |
Finite impulse response filter,ସୀମିତ ଇମ୍ପ୍ଲୁସିଭ୍ ରିପୋର୍ଟିଂ ଫିଲ୍ଟର୍ |
Finite parameters,ସୀମିତ ପାରାମିଟର |
Finite state machine,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
Firing angle,ଫାୟାରିଙ୍ଗ୍ କୋଣ |
Firmware,ଫର୍ମୱେୟାର |
First data word,ପ୍ରଥମ ଚିତ୍ର ଶବ୍ଦ |
First order loop,ପ୍ରଥମ ଅର୍ଡର ପ୍ରଶ୍ |
Fisher loop test,ଫିସର୍ ଲୁପ୍ ପରୀକ୍ଷା |
Fixed,ସ୍ଥିର
Fixed attenuator,ସ୍ଥିର ଆଟେନୁଏଟର୍ |
Fixed bias,ସ୍ଥିର ଆଭିମୁଖ୍ୟ
Fixed counter,ସ୍ଥିର କାଲକୁଲେଟର
Fixed field,ସ୍ଥିର କ୍ଷେତ୍ର |
Fixed instruction machine,ଆସାଇନମେଣ୍ଟ ମେସିନ୍ |
Fixed timer,ସ୍ଥିର ସମୟ ନିୟନ୍ତ୍ରକ |
Flag,ପତାକା
Flange,ଫ୍ଲେଞ୍ଜ୍
Flap attenuator,ଫ୍ଲାପ୍ ଆଟେନୁଏଟର୍ |
Flash,ଜ୍ୱଳନ୍ତ
Flash converter,ଉଜ୍ଜ୍ୱଳତା ରୂପାନ୍ତରକାରୀ |
Flashing,ଚମକ
Flat bed scanning,ଫ୍ଲାଟ ଫ୍ଲୋର ସ୍କାନିଂ |
Flat coil,ଫ୍ଲାଟ କୋଇଲ୍ |
Flat file,ଫ୍ଲାଟ ଫାଇଲ୍ |
Flat filter,ଫ୍ଲାଟ ଫିଲ୍ଟର |
Flat pack,ଫ୍ଲାଟ ପ୍ୟାକ୍ |
Flat ribbon cable,ଫ୍ଲାଟ ରିବନ୍ କେବୁଲ୍ |
Flat-topped sampling,ଫ୍ଲାଟ ଟପ୍ ନମୁନା |
F-layer,F- ସ୍ତର |
F-layer ionosphere,F- ସ୍ତର ଆୟନୋସାଇଫର୍ |
Fleming,ଫ୍ଲେମିଂ
Fleming and Clinton commutator method,ଫ୍ଲେମିଂ ଏବଂ କ୍ଲିଣ୍ଟନ୍ ଡାଇଭର୍ଜେନ୍ସ ପଦ୍ଧତି |
Flicker,ut ୁଲା
Flicker noise,ଶବ୍ଦ ଶବ୍ଦ
Flicker photometer,ଫ୍ଲଟର୍ ଫୋଟୋମିଟର |
Flip flop,ଫ୍ଲିପ୍ ଫ୍ଲପ୍
Flip flop asynchronous input,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଅସନ୍ତୁଳିତ ବିନିଯୋଗ |
Flip flop characteristic,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ବ acter ଶିଷ୍ଟ୍ୟଗୁଡିକ |
Flip flop clock signal,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କଲ୍ ସିଗ୍ନାଲ୍ |
Flip flop clocked,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଟାଇମଲାଇନ୍ |
Flip flop edge-triggered,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କୋର୍-ଟ୍ରିଗର୍ |
Flip flop J-K triggered,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ jK ଟ୍ରିଗର |
Flip flop latch,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଲ୍ୟାଚ୍ |
Flip flop master-slave,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ମାଷ୍ଟର-ଦାସ |
Flip flop R-S,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ RS
Flip flop set reset (SR),ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଷ୍ଟାର୍ଟଅପ୍ ପୁନ Rest ସେଟ୍ ସେଟ୍ ପୁନ et ସେଟ୍ (SR)
Flip flop synchronous input,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ସିଙ୍କ୍ରୋନସ୍ ନିବେଶ |
Float charging,ଫ୍ଲୋଟେସନ୍ ଚାର୍ଜ |
Floating construction,ଭାସମାନ ଗଠନ |
Floating gate,ଭାସମାନ ଗେଟ୍ |
Floating input,ବିଭାଜନ
Floating load,ସଂଯୋଗ ହୋଇନଥିବା ଭାର |
Floating supply,ସମ୍ପର୍କିତ ଉତ୍ସ |
Flood lightening,ପୂର୍ଣ୍ଣ ଆଲୋକ
Floppy,ଫ୍ଲପି
Floppy disk,ଫ୍ଲପି ଡିସ୍କ |
Flow,ପ୍ରବାହ
Flow chart,ଫ୍ଲୋ ଚାର୍ଟ
Flow diagram,ଗ୍ରେଡିଏଣ୍ଟ୍ ଚିତ୍ର
Flow direction,ପ୍ରବାହ ଦିଗ
Flow line,ପ୍ରବାହ ରେଖା
Flow meter,ଫ୍ଲୋମିଟର
FLT-U2 filter,FLT U2 ଫିଲ୍ଟର୍ |
Fluctuation dissipation theorem,ବହୁଳ କ୍ଷୟ ତତ୍ତ୍। |
Fluid friction damping,ତରଳ ଘର୍ଷଣ ଡମ୍ପିଂ |
Fluid level,ତରଳ ଚଟାଣ |
Fluorescence effect tube,ଫ୍ଲୋରୋସେନ୍ସ ଇଫେକ୍ଟ ଟ୍ୟୁବ୍ |
Fluorescent,ଫ୍ଲୋରୋସେଣ୍ଟ୍ |
Flutter,ut ୁଲା
Flux density,ଫ୍ଲକ୍ସ ସାନ୍ଦ୍ରତା |
Flux gate magnetometer,ଫ୍ଲକ୍ସ କବାଟ ମ୍ୟାଗ୍ନେଟୋମିଟର |
Flux linkage,ଫ୍ଲକ୍ସ ବାଇଣ୍ଡିଂ |
Flux meter,"ଫ୍ଲକ୍ସ ମିଟର, ଫ୍ଲକ୍ସ ମିଟର |"
Flux soldering,ଫ୍ଲକ୍ସ ସୋଲଡର |
Flyback,କାଉଣ୍ଟର ଆଘାତ
Flyback high voltage,ପ୍ରତିକ୍ରିୟା ଉଚ୍ଚ ଭୋଲଟେଜ୍ |
Flyback transformer,ବିପରୀତ ଟ୍ରାନ୍ସଫର୍ମର |
Flywheel effect,ଜମା ପ୍ରଭାବ
FM digital detector,ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ ଡିଜିଟାଲ ଡିଟେକ୍ଟର |
FM peak detector,ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ ଶିଖର ଡିଟେକ୍ଟର |
FM phase locked loop detector,ଏନଭଲଡ୍ ମଡ୍ୟୁଲେସନ୍ ଆର୍ଟ ଲୁପ୍ ଡିଟେକ୍ଟର୍ ଯୋଡିଛି |
FMVFT (FM voice frequency telegraph),FM ଭଏସ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଟେଲିଗ୍ରାଫ୍ |
Focal,ଫୋକାଲ୍ |
Focus,ଧ୍ୟାନ ଦିଅନ୍ତୁ |
Focus camera,ଫୋକସ୍ କ୍ୟାମେରା |
Focus error amplifier,ଫୋକସ୍ ଏରର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
Focus picture tube,ଫୋକସ୍ ଚିତ୍ର ଟ୍ୟୁବ୍ |
Focus servo,ସର୍ଭୋକୁ ଧ୍ୟାନ ଦିଅନ୍ତୁ |
Focussing and tracking coil,ଧ୍ୟାନ ଏବଂ ଅନୁସରଣ
Focussing and tracking system,ଶରୀରକୁ ଧ୍ୟାନ ଦିଅ ଏବଂ ଅନୁସରଣ କର |
Foil type guage,ଫଏଲ୍ ପ୍ରକାର ଗେଜ୍ |
Foistbreakdown,ପ୍ରଥମ ଫାଟ
Fold back voltage limiting,ଫୋଲ୍ ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ସୀମା
Fold over value,ଧଳା ରେଖା ମୂଲ୍ୟ |
Fold back current limiting,ସାମ୍ପ୍ରତିକ ସୀମାକୁ ଫୋଲ୍ କରନ୍ତୁ |
Folded architecture,ଫୋଲଡ୍ ସ୍ଥାପତ୍ୟ |
Folded dipole,ଫୋଲଡ୍ ଡିପୋଲ୍ |
Folded dipole,ଫୋଲଡ୍ ଡିପୋଲ୍ |
Folded element,ଫୋଲଡ୍ ଉପାଦାନ |
Follower,ଟ୍ରେଲିଂ
Font for display,ଫଣ୍ଟ ପ୍ରଦର୍ଶନ
Foot print,ଖାଦ୍ୟ ମୁଦ୍ରଣ |
Forbidden band,ଟାବୁ ବ୍ୟାଣ୍ଡ |
Forbidden gap energy,ନିଷେଧ ଶକ୍ତି ବ୍ୟବଧାନ |
Forbidden region,ବାର୍ଡ ଜୋନ୍ |
Force,ବଳ
Forced commutator,ଗତିଶୀଳ ରୂପାନ୍ତରକାରୀ |
Foreign object,ବିଦେଶୀ ବସ୍ତୁ
Form factor,ଫର୍ମ ଫ୍ୟାକ୍ଟର୍ |
Form feed,ପୃଷ୍ଠା ପୁରଣ
Formal logic,ଆନୁଷ୍ଠାନିକ ତର୍କ
Format number,ଫର୍ମାଟ୍ ନମ୍ବର |
Fortran,fortran
Fortuitous distortion,ଆକସ୍ମିକ ବିକୃତି |
Forward bias,ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ |
Forward bias,ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ |
Forward biased junction,ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ
Forward blocking state,ଅଗ୍ରଗାମୀ ଅବରୋଧ ଅବସ୍ଥା |
Forward breakdown voltage,ଅଗ୍ରଗାମୀ ବ୍ରେକ୍ ଭୋଲଟେଜ୍ |
Forward error correction,ଅଗ୍ରଗାମୀ ତ୍ରୁଟି ସଂଶୋଧନ |
Forward loop gain,ସାମ୍ନା ଲୁପ୍ ଲାଭ |
Forward path gain,ଆଗ ରାସ୍ତା ଲାଭ
Forward polarity,ଅଗ୍ରଗାମୀ ପୋଲାରିଟି |
Forward trans conductance,ଅଗ୍ରଗାମୀ କଣ୍ଡକ୍ଟିଭିଟି |
Forward transist time,ଗମନାଗମନ ସମୟ
Foster-Seely discriminator,ପାଳକ ସିଲି ବିବେକକର |
Four bit coding,ଚତୁର୍ଭୁଜ ଏନକୋଡିଂ |
Four inputs,ଚତୁର୍ଭୁଜ
Four state digital transmission,ଚତୁର୍ଭୁଜ ଡିଜିଟାଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |
Four terminal network,ଚତୁର୍ଭୁଜ ନେଟୱାର୍କ |
Four terminal network,ଚତୁର୍ଥାଂଶ ନେଟୱାର୍କ |
Four tube camera,କ୍ୱାଡ୍ ଟ୍ୟୁବ୍ କ୍ୟାମେରା |
Fourier coefficient,ଫୁରିଅର୍ କୋଏଫିସିଏଣ୍ଟ୍ |
Fourier integral,ଫୁରିଅର୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
Fourier inverse,ଫୁରିଅର୍ ଓଲଟା |
Fourier series,ଚାରି ସିରିଜ୍ |
Fourier transmission,ସଂକ୍ରମଣ
Fouriertrigonometric series,ଫୋରିଅର୍ ଟ୍ରାଇଗୋନେଟ୍ରିକ୍ ସିରିଜ୍ |
Fourier's theorem,ଫୁରିଅର୍ ଥିଓରେମ୍ |
Four-layer device,ଚତୁର୍ଭୁଜ ଉପକରଣ
Four-layer diode,ଚତୁର୍ଥାଂଶ ଡାୟୋଡ୍ |
FPP (floating point processor),ମୋବାଇଲ୍ ପଏଣ୍ଟ ସଞ୍ଚାଳକ |
FPU/floating point unit,ଭାସମାନ ବିନ୍ଦୁ ଏକକ |
FR (retriever a file),ଫାଇଲ୍ ପ୍ରତିସ୍ଥାପନ
Fractional error,ଭଗ୍ନାଂଶ ତ୍ରୁଟି |
Fractional transmissibility,ଭିନ୍ନକ୍ଷମ ପ୍ରସାରଣ |
Frame,ଫ୍ରେମ୍
Frame buffer chip,ଫ୍ରେମ୍ ବଫର୍ ଚିପ୍ |
Frame capture,ଫ୍ରେମ୍ କ୍ୟାପଚର୍ |
Frame code word,ଫ୍ରେମ୍ ପାସୱାର୍ଡ |
Frame format,ଫ୍ରେମ୍ ଫର୍ମାଟ୍
Frame frequency,ଫ୍ରେମ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
Frame ground,ଫ୍ରେମ୍ ଜମି |
Frame synchronising bit,ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନସ୍ ପଏଣ୍ଟ୍ |
Frame synchronization,ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନାଇଜେସନ୍ |
Frame synchronizing signal,ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନସ୍ ସିଗ୍ନାଲ୍ |
Frank code,ଖୋଲା କୋଡ୍
Free electron,ମାଗଣା ଇଲେକ୍ଟ୍ରନ୍ |
Free field,ମାଗଣା ଜୋନ୍ |
Free running oscillator,ମାଗଣା ଚଳପ୍ରଚଳ ଓସିଲେଟର |
Free space impedance,ମାଗଣା ବ୍ୟବଧାନ ପ୍ରତିରୋଧ |
Free space path loss,ମାଗଣା ବ୍ୟବଧାନ
Free-running multivibrator,ମାଗଣା ଚଳପ୍ରଚଳ ମଲ୍ଟିଭାଇବ୍ରେଟର |
Frequency,ଆବୃତ୍ତି
Frequency,ଆବୃତ୍ତି
Frequency,ଆବୃତ୍ତି
Frequency,ଆବୃତ୍ତି
Frequency adjacent channel,ଫ୍ରିକ୍ୱେନ୍ସି ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |
Frequency allocation,ଫ୍ରିକ୍ୱେନ୍ସି ଆସାଇନମେଣ୍ଟ
Frequency bands,ଫ୍ରିକ୍ୱେନ୍ସି ବ୍ୟାଣ୍ଡ |
Frequency changer,ଫ୍ରିକ୍ୱେନ୍ସି କନଭର୍ଟର |
Frequency compensation,ବାରମ୍ବାର କ୍ଷତିପୂରଣ
Frequency compensation,ବାରମ୍ବାର କ୍ଷତିପୂରଣ
Frequency controlled oscillator,ଫ୍ରିକ୍ୱେନ୍ସି ନିୟନ୍ତ୍ରିତ ଓସିଲେଟର |
Frequency conversion,ବାରମ୍ବାର ପରିବର୍ତ୍ତନ
Frequency demodulation,ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେସନ୍
Frequency detector,ଫ୍ରିକ୍ୱେନ୍ସି ଡିଟେକ୍ଟର |
Frequency deviation,ବାରମ୍ବାର ବିଭ୍ରାଟ |
Frequency deviation,ବାରମ୍ବାର ବିଭ୍ରାଟ |
Frequency discrimination,ବାରମ୍ବାର ଭିନ୍ନତା
Frequency discriminator,ବାରମ୍ବାର ଭେଦଭାବ
Frequency distortion,ବାରମ୍ବାର ବିକୃତି
Frequency diversity,ବାରମ୍ବାର ପରିବର୍ତ୍ତନ
Frequency divider,ଫ୍ରିକ୍ୱେନ୍ସି ବିଛିନ୍ନକାରୀ |
Frequency division multiplexing,ମଲ୍ଟିପ୍ଲେକ୍ସର୍ ଫ୍ରିକ୍ୱେନ୍ସି ଡିଭିଜନ୍ |
Frequency doubler,ଫ୍ରିକ୍ୱେନ୍ସି ଡବଲ୍
Frequency frogging,ଫ୍ରିକ୍ୱେନ୍ସି ସୁଇଚ୍
Frequency generation,ବାରମ୍ବାର ଉତ୍ପାଦନ
Frequency independent antenna,ଫ୍ରିକ୍ୱେନ୍ସି ନିର୍ଭରଶୀଳ ଆଣ୍ଟେନା |
Frequency interface,ଫ୍ରିକ୍ୱେନ୍ସି ଇଣ୍ଟରଫେସ୍
Frequencyinterference,ବାରମ୍ବାର ବାଧା
Frequency inversion,ଫ୍ରିକ୍ୱେନ୍ସି ଓଲଟା |
Frequency modulation,ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେସନ୍
Frequency modulation index,ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ୍ ଇଣ୍ଡେକ୍ସ |
Frequency modulator,ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେଟର
Frequency narrow band,ଫ୍ରିକ୍ୱେନ୍ସି ସଂକୀର୍ଣ୍ଣ ବ୍ୟାଣ୍ଡ |
Frequency noise,ବାରମ୍ବାର ଶବ୍ଦ
Frequency range,ଫ୍ରିକ୍ୱେନ୍ସି ପରିସର
Frequency reactance modulator,ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା ମଡ୍ୟୁଲେଟର |
Frequency reference,ଫ୍ରିକ୍ୱେନ୍ସି ରେଫରେନ୍ସ
Frequency response,ବାରମ୍ବାର ପ୍ରତିକ୍ରିୟା
Frequency scaling,ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରେଡିଂ
Frequency sound circuit,ଫ୍ରିକ୍ୱେନ୍ସି ସାଉଣ୍ଡ ସର୍କିଟ |
Frequency spectrum,ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ପେକ୍ଟ୍ରମ୍ |
Frequency stability,ବାରମ୍ବାର ସ୍ଥିରତା |
Frequency standards,ଫ୍ରିକ୍ୱେନ୍ସି ମାନକ
Frequency swing,ବାରମ୍ବାର ତ୍ରୁଟି
Frequency synthesis,ଫ୍ରିକ୍ୱେନ୍ସି ସିନ୍ଥେସିସ୍ |
Frequency synthesis,ଫ୍ରିକ୍ୱେନ୍ସି ସିନ୍ଥେସିସ୍ |
Frequency synthesized tuning,ଫ୍ରିକ୍ୱେନ୍ସି ସିନ୍ଥାଇଜଡ୍ ଟ୍ୟୁନିଂ |
