Hindi,Malayalam
"सातत्य,सातत्य","തുടർച്ച, തുടർച്ച"
अवस्था-सातत्य,സംസ്ഥാന തുടർച്ച
"संतत,अखंड,अविछिन्न,अविरत ,सतत","തുടർച്ചയായ, അഖണ്ഡമായ, അഖണ്ഡമായ, തുടർച്ചയായ, തുടർച്ചയായ"
सातत्यक,തുടർച്ച
"संकुचित करना,संकुचित होना (क्रि.)","കംപ്രസ് ചെയ്യുക, കംപ്രസ് ചെയ്യുക (ver.)"
संकुचित,ചുരുങ്ങുക
संकुचन,സങ്കോചം
प्रतिकक्षीय दिशा,എതിർ പരിക്രമണ ദിശ
प्रतिसम्बन्धित पिंड,ബന്ധു ശരീരം
"विपर्यास,व्यतिरेक","വൈരുദ്ധ്യം, വൈരുദ്ധ്യം"
नियंत्रण,നിയന്ത്രണം
संवहन,സംവഹനം
संवहन-पद,അറിയിക്കുന്നു പോസ്റ്റ്
संवहनी,രക്തക്കുഴലുകൾ
रूढ़ परमाणु भार,സാധാരണ ആറ്റോമിക ഭാരം
"अभिसरित करना,अभिसरित होना","ഒത്തുചേരുക, ഒത്തുചേരുക"
"अभिसरण,अभिसारिता","ഒത്തുചേരൽ, ഒത്തുചേരൽ"
अभिसरणकारी लेन्स,ഒത്തുചേരുന്ന ലെൻസ്
"विलोम,विपरीत","എതിർ, എതിർ"
विलोमतः,VICA തിരിച്ചും
रूपांतरण,പരിവർത്തനം
रूपान्तरित,പരിവർത്തനം ചെയ്തു
परिवर्तक,കൺവെർട്ടർ
परिवर्तनीय लेन्स,മാറ്റാവുന്ന ലെൻസ്
उत्तल,കുത്തനെയുള്ള
उत्तलता,convexity
उत्तलावतल,കുത്തനെയുള്ള
उभयोत्तल,ബൈകോൺവെക്സ്
शीतक,കൂളന്റ്
"शीतक यंत्र,शीतित्र","റഫ്രിജറന്റ്, ചില്ലർ"
कूलिज नलिका,കൂളിഡ്ജ് ട്യൂബ്
शीतन,തണുപ്പിക്കൽ
शीतक,കൂളന്റ്
सहकारी परिघटना,സഹകരണ പ്രതിഭാസം
"निर्देशी,निर्देशांक","ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക"
निर्देशक अक्ष,ഡയറക്ടർ അച്ചുതണ്ട്
समतलीय,പ്ലാനർ
समतलीयता,പരന്നത
"प्रतिलिपिकरण,प्रतिलिपि,प्रति","പകർത്തുക, പകർത്തുക, പകർത്തുക"
क्रोड,കാമ്പ്
क्रोडीय इलेक्ट्रॉन,കോർ ഇലക്ട്രോൺ
कोरिऑलिस त्वरण,കോറിയോലിസ് ത്വരണം
कोरिऑलिस बल,കോറിയോലിസ് ശക്തി
"किरीट,कोरोना","കിരിത്, കൊറോണ"
कोरोना ऑस्ट्रेलिस,കൊറോണ ഓസ്ട്രേലിയ
कोरोना बोरिएलिस,കൊറോണ ബൊറിയലിസ്
किरीटीय सौर ज्वाला,സൗരജ്വാല
कणिका,തരികൾ
"कणिकामय,कणिका",ഗ്രാനുലാർ
"संशुद्ध,सही","ശരി, ശരി"
संशोधित,പുതുക്കിയ
"संशुद्धि,संशोधन","തിരുത്തൽ, ഭേദഗതി"
सहसंबंध,സഹ ബന്ധം
"संगत होना,तदनरूपी होना","പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക"
संगति-नियम,അസോസിയേഷന്റെ നിയമങ്ങൾ
संगत,അകമ്പടി
कोसाइन नियम,കോസൈൻ നിയമം
अंतरिक्षी बाहुल्य,സ്ഥല സമൃദ്ധി
ब्रह्मांडीय,കോസ്മിക്
अंतरिक्ष किरणी प्रस्फोट,ബഹിരാകാശ രശ്മി പൊട്ടിത്തെറിച്ചു
"अंतरिक्ष किरण,कॉस्मिक किरण","ബഹിരാകാശ രശ്മി, കോസ്മിക് കിരണങ്ങൾ"
अंतरिक्ष किरणवर्षण,ബഹിരാകാശ മഴ
अंतरिक्ष,സ്ഥലം
ब्रह्मांडिकीय,കോസ്മിക്
"ब्रह्मांडिकी,ब्रह्मांड-विज्ञान","പ്രപഞ്ചശാസ്ത്രം, പ്രപഞ്ചശാസ്ത്രം"
अंतरिक्षयात्री,ബഹിരാകാശ സഞ്ചാരി
अंतरिक्षयानिकी,ബഹിരാകാശ ശാസ്ത്രം
"कॉसमस,ब्रह्मांड","പ്രപഞ്ചം, പ്രപഞ്ചം"
कूलॉम,കൂലംബ്
कूलॉमी क्षेत्र,കൂലോമി ഏരിയ
कूलॉमीटर,കൂലോമീറ്റർ
"गिनती,गणना ,गणनांक ,काउंट","എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക"
"अवगणनांक ,विलोम गणन","എണ്ണൽ, വിപരീത എണ്ണൽ"
"गणित्र ,काउंटर,फलक","കാൽക്കുലേറ്റർ, കൌണ്ടർ, പാനൽ"
वामावर्त,എതിർ ഘടികാരദിശയിൽ
"विपरीत धारा ,प्रति प्रवाह","റിവേഴ്സ് കറന്റ്, കൌണ്ടർ കറന്റ്"
विरोधी विद्युतवाहक-बल,ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സിനെ എതിർക്കുന്നു
प्रतियुक्ति,ഡെപ്യൂട്ടേഷൻ
"प्रतितोल,धड़आ",റിവേഴ്സ് ടോർസോ
गणन-दर,കൗണ്ട് നിരക്ക്
"गणनांक,गणन-संख्या,गिनती,गणना","എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക"
बल-युग्म,നിർബന്ധ ജോഡി
युग्मित,കപ്പിൾഡ്
युग्मक,കപ്ലർ
युग्मन,ഇണചേരൽ
"अभीष्ट दिशा ,पथ,मार्ग","ഉദ്ദേശിച്ച ദിശ, പാത, വഴി"
सहसंयोजकता,കോവാലൻസി
सहसंयोजकता,കോവാലൻസി
सहसंयोजक,സഹകാരി
सहप्रसरण,സഹവർത്തിത്വം
सहपरिवर्ती,അനുരൂപമായ
"व्याप्ति क्षेत्र ,प्रसारण क्षेत्र","കവറേജ് ഏരിയ, ബ്രോഡ്കാസ്റ്റ് ഏരിയ"
आवरण-पट्टिका,കവർ ഷീറ്റ്
चटचटाहट,സംസാരം
जनन दर,പ്രത്യുൽപാദന ശക്തിയുടെ തോത്
"मंद विरूपण,विसर्पण",നേരിയ വികലത
"शिखर,कलगी",കൊടുമുടി
"कसौटी,निकष","മാനദണ്ഡം, മാനദണ്ഡം"
क्रांतिक,വിമർശനാത്മകം
क्रांतिकता,വിമർശനം
मकर क्लिप,കാപ്രിക്കോൺ ക്ലിപ്പ്
क्रुक्स का अदीप्त प्रदेश,വഞ്ചകരുടെ ഇരുണ്ട രാജ്യം
"क्रॉस,संकर संकरण",ക്രോസ്-ഹൈബ്രിഡ് ഹൈബ്രിഡൈസേഷൻ
"क्रॉस बैंड,परस्पर संचार",ക്രോസ് ബാൻഡ് ആശയവിനിമയം
अप्रासंगिक वर्ण व्यक्तिकरण,അപ്രസക്തമായ സ്വഭാവ വ്യക്തിത്വം
क्रॉस संबंधन,ക്രോസ് ബന്ധങ്ങൾ
क्रॉसित क्षेत्र,കടന്ന പ്രദേശം
अल्पतम विपथी लेन्स,ഏറ്റവും കുറഞ്ഞ വ്യതിയാന ലെൻസ്
तिर्यक् उत्पाद,ക്രോസ് ഉൽപ്പന്നം
अप्रासंगिक सिग्नल,അപ്രസക്തമായ സിഗ്നൽ
तलों का अतिक्रमण,നിലകളുടെ കയ്യേറ്റം
संक्रमण क्षेत्र,സംക്രമണ മേഖല
संक्रमण बिंदु,പരിവർത്തന പോയിന്റ്
विनिमय मान,വിനിമയ മൂല്യം
"वेक्टर-गुणनफल,सदिश गुणनफल",വെക്റ്റർ-പ്രൊഡക്ട് വെക്റ്റർ ഉൽപ്പന്നം
"अनुप्रस्थ काट,अनुप्रस्थ परिच्छेद","ക്രോസ് സെക്ഷൻ, ക്രോസ് സെക്ഷൻ"
"गुणित पद,संकरपद","ഒന്നിലധികം പദങ്ങൾ, ഹൈബ്രിഡ് പദം"
क्रॉस तार,ക്രോസ് വയർ
"क्राऊन चाक्षुष काँच,क्राऊन प्रकाशिक काँच","ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്, ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്"
शीतजन मिश्रण,തണുപ്പിക്കൽ മിശ്രിതം
निम्नताप इलेक्ट्रॉनिकी,കുറഞ്ഞ താപനില ഇലക്ട്രോണിക്സ്
निम्नतापी,ഹൈപ്പോഥെർമിയ
निम्नतापिकी प्रयोगशाला,ക്രയോജനിക് ലബോറട്ടറി
निम्रतापिकी,നിമ്രതാപികി
हिमांकमापी,ഫ്രീസിങ് ഗേജ്
हिमांकमितीय स्थिरांक,ക്രയോമെട്രിക് സ്ഥിരാങ്കം
क्रिस्टल,ക്രിസ്റ്റൽ
"क्रिस्टलीय,रवेदार","സ്ഫടികമായ, നാരുകളുള്ള"
"क्रिस्टलन,क्रिस्टलीकरण,क्रिस्टलीभवन","ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ"
"क्रिस्टल वैज्ञानिक,क्रिस्टल विज्ञानवेत्ता",ക്രിസ്റ്റൽ ശാസ്ത്രജ്ഞൻ
क्रिस्टल-संरचनात्मक,ക്രിസ്റ്റൽ ഘടനാപരമായ
क्रिस्टल संरचनात्मक,ക്രിസ്റ്റൽ ഘടന
"क्रिस्टलिकी,क्रिस्टल विज्ञान","ക്രിസ്റ്റലോഗ്രഫി, ക്രിസ്റ്റൽ സയൻസ്"
जालक स्थानांतरण संक्रिया,ലാറ്റിസ് ട്രാൻസ്ഫർ ഓപ്പറേഷൻ
क्रिस्टल श्मश्रु,ക്രിസ്റ്റൽ സ്മഡ്ജ്
"घन,क्यूब",ക്യൂബ് ക്യൂബ്
"घन,घनाकृति,घनीय,त्रिघात ,घनीय,त्रिसमलंबाक्ष","ക്യൂബ്, ക്യൂബ്, ക്യൂബ്, ത്രികോണം, ക്യൂബ്, ത്രികോണം"
घनीय विदलन,ക്യൂബിക് പിളർപ്പ്
कक्षिका,പരിക്രമണപഥം
संचयी,സഞ്ചിത
क्यूरी नियतांक,ക്യൂറി സ്ഥിരം
क्यूरी प्रभाव,ക്യൂറി പ്രഭാവം
"क्यूरी बिन्दु, क्यूरी तापांक,क्यूरी विचुबकतांक","ക്യൂറി പോയിന്റ്, ക്യൂറി താപനില, ക്യൂറി ഡീമാഗ്നെറ്റൈസേഷൻ പോയിന്റ്"
क्यूरी,ക്യൂറി
धारा,ധാര
धारा का अल्पांश,സ്ട്രീമിലെ ന്യൂനപക്ഷം
विरतीकरण,വിതരണ
वक्रता,വക്രത
"वक्र,वक्र रेखा",കർവ് കർവ് ലൈൻ
वक्रित,വളഞ്ഞ
वक्र दंड,കർവ് ബാർ
वक्र पृष्ठ,വളഞ്ഞ പേജ്
वृद्धि-वक्र,വളർച്ച വക്രം
वक्ररेखी,വളഞ്ഞത്
"छेदक अंतक ,छाड़न","perforator, മുറിക്കൽ"
अंतक क्षेत्र,അവസാന മേഖല
अंतक आवृत्ति,അവസാന ആവൃത്തി
अंतकीय बिंदु,അവസാന പോയിന്റ്
अंतकीय बिंदु वेग,ടെർമിനൽ പോയിന്റ് വേഗത
अंतक वोल्टता,ടെർമിനൽ വോൾട്ടേജ്
"कर्तित्र,कर्तक","അവതാരകൻ, അവതാരകൻ"
साइबरनेटिक्स,സൈബർനെറ്റിക്സ്
"चक्र,आवर्तन ,साइकिल","സൈക്കിൾ, സൈക്കിൾ, സൈക്കിൾ"
साइकिल प्रति सेकंड,സെക്കൻഡിൽ സൈക്കിളുകൾ
"चक्रीय,चक्रिक","ചാക്രിക, ചാക്രിക"
चक्रण,കറങ്ങുക
चक्रजीय लोलक,ചാക്രിക പെൻഡുലം
साइक्लोट्रॉन,സൈക്ലോട്രോൺ
साइक्लोट्रॉन आवृत्ति,സൈക്ലോട്രോൺ ഫ്രീക്വൻസി
"बेलन,सिलिन्डर","സിലിണ്ടർ, സിലിണ്ടർ"
"बलेनाकार,सिलिन्डराकार,बेलनी,सिलिन्डरी","സിലിണ്ടർ, സിലിണ്ടർ ആകൃതി, സിലിണ്ടർ, സിലിണ്ടർ"
सिलिंडरी हार्मोनिक,സിലിണ്ടർ ഹാർമോണിക്
अवमंदित,നനഞ്ഞു
अवमंदित सरल आवर्त दोलन,നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ആന്ദോളനം
अवमंदक,ഡാംപർ
डेन्यल सेल,ഡാനിയൽ സെൽ
अदीप्त,ഇരുണ്ട്
"दत्त संसाधन,उपात्त संसाधन,न्यास संसाधन","സംഭാവന ചെയ്ത വിഭവങ്ങൾ, കീഴിലുള്ള വിഭവങ്ങൾ, ട്രസ്റ്റ് ഉറവിടങ്ങൾ"
"विघटन उत्पादक,दुहिता उत्पादत ,मूलज ,संतति","വിഘടിപ്പിക്കുന്ന നിർമ്മാതാവ്, ഉൽപ്പാദിപ്പിക്കുന്ന പാൽ, മാതാപിതാക്കൾ, സന്തതി"
डैविसन गर्मर प्रयोग,ഡേവിസൺ ഹോട്ടർ പരീക്ഷണം
डी. सी. (दिष्टधारा),D.C. (ഡയറക്ടീവ്)
निष्क्रिय भाग,നിഷ്ക്രിയ ഭാഗം
मूक स्थल,നിശബ്ദ സ്ഥലം
दे ब्राग्ली तरंग दैर्घ्य,ഡി ബ്രാഗ്ലി തരംഗദൈർഘ്യം
डेबाई अभिलाक्षणिक ताप,Debye സ്വഭാവ താപനില
"डेबाई दैर्घ्य,डेबाई दूरी","ഡെബൈ നീളം, ഡെബി ദൂരം"
डेबाई-विश्रांति काल,കടം-അവധി
क्षय,ക്ഷയം
क्षयांक,ശോഷണ സൂചിക
मंदक,നേർപ്പിക്കുന്ന
मंदन,മന്ദബുദ്ധി
अभिविराम काल,സമയം താൽക്കാലികമായി നിർത്തുക
डेसिबेल,ഡെസിബെൽ
डेसिबेलमापी,ഡെസിബെലോമീറ്റർ
"दशमलव,दशमिक","ദശാംശം, ദശാംശം"
विवर्गीकरण,വർഗ്ഗീകരണം
"दिक्पात,क्रांति,उपक्रम,डिक्लिनेशन","പ്രക്ഷോഭം, വിപ്ലവം, ഏറ്റെടുക്കൽ, തകർച്ച"
समक्रांतिक वृत्त,ഐസോമെട്രിക് സർക്കിൾ
"कूटवाचक,विकोडक",ഡീകോഡർ
"अपघटन ,वियोजन","വിഘടനം, പിരിച്ചുവിടൽ"
विसंपीडन,ഡീകംപ്രഷൻ
विसंदूषण,അണുവിമുക്തമാക്കൽ
अलंकरण,അലങ്കാരം
वियुग्मन,സംയോജനം
ह्रासमान फलन,പ്രവർത്തനം കുറയുന്നു
अपक्षय,കാലാവസ്ഥ
विप्रबलन,ലംഘനം
अधस्थ तल,സബ്ഫ്ലോർ
गहन अंतरिक्ष,ആഴമുള്ള സ്ഥലം
व्युत्तेजन,വ്യുൽപ്പന്നം
"दोष,त्रुटि,क्षति,कमी","വൈകല്യം, പിശക്, ക്ഷതം, കുറവ്"
सदोष,തെറ്റായ
प्रतिरक्षा,പ്രതിരോധശേഷി
सीमक द्वारक,ലിമിറ്റർ വാതിൽ
"परिभाषा ,स्पष्टता ,निश्चय","നിർവചനം, വ്യക്തത"
विक्षेपित करना,വ്യതിചലിപ്പിക്കുക
विक्षेपक,deflector
"विक्षेप ,विक्षेपण","വ്യതിചലനം, വ്യതിചലനം"
विक्षेपी विफोकसन,ഡിഫ്ലെക്റ്റീവ് ഫോക്കസ്
विक्षेप-द्विगुणन दर्पण,വ്യതിചലനം-ഇരട്ട കണ്ണാടി
विक्षेपक क्षेत्र,വ്യതിചലന മേഖല
गुरुत्व-प्रभावित विक्षेप,ഗുരുത്വാകർഷണം ബാധിച്ച വ്യതിചലനം
विक्षेप पट्टिकाएँ,ചുരുക്കെഴുത്ത് പ്ലേറ്റുകൾ
विफ़ओकसन,ശ്രദ്ധ കേന്ദ്രീകരിക്കുക
विरूप्यता,വൈകല്യം
"विरूपण ,विकृति","വക്രീകരണം, വക്രീകരണം"
विगैसन,വിഗാസൺ
"अपभ्रष्टता,अपह्रास","ധിക്കാരം, ധിക്കാരം"
"अपभ्रष्ट होना (क्रि.),अपभ्रष्ट (सं.) ,अपह्रासित (वि.)","അശുദ്ധമാക്കുക (ver.), തരംതാഴ്ത്തുക (n.), തരംതാഴ്ത്തപ്പെടുക (v.)"
अपभ्रष्ट गैस,മാലിന്യ വാതകം
"अपभ्रंशन ,अपह्रासन,व्यपजनन,विपोषण","വ്യതിചലനം, അഫാസിയ, ഇല്ലായ്മ, ഇല്ലായ്മ"
वितोषी,സന്തോഷിപ്പിക്കുന്നത്
"डिग्री,अंश ,परिमाण ,घात ,कोटि ,मात्रा,अंशांक","ബിരുദം, ബിരുദം, മാഗ്നിറ്റ്യൂഡ്, ഡിഗ്രി, ഡിഗ്രി, അളവ്, ന്യൂമറേറ്റർ"
सांद्रता-मात्रा,ഏകാഗ്രത-വോളിയം
वियोजन-मात्रा,ഡിസോസിയേഷൻ അളവ്
स्वतंत्रता की कोटि. स्वातंत्र्य कोटि,സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം. സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം
आयनन की मात्रा,അയോണൈസേഷന്റെ അളവ്
ध्रुवण का परिमाण,ധ്രുവീകരണത്തിന്റെ വ്യാപ്തി
परिशुद्धता की मात्रा,കൃത്യതയുടെ അളവ്
निरार्द्रीकरण,dehumidification
विआयनन,ഡീയോണൈസേഷൻ
विलम्ब,കാലതാമസം
विलम्बित,വൈകി
अस्थानीकरण,പ്രാദേശികവൽക്കരണം
डेल्टा फलन,ഡെൽറ്റ പ്രവർത്തനം
विचुम्बकन,demagnetization
विचुम्बकित वक्र,demagnetized curve
विचुम्बकित्र,demagnetizer
विमॉडुलन,demodulation
सघन संकुलन,ഇടതൂർന്ന തിരക്ക്
सघनतामापी,സാന്ദ്രത ഗേജ്
"घनत्व ,सघनता","സാന്ദ്രത, സാന്ദ്രത"
ह्रासी स्तर,മൂല്യത്തകർച്ച നില
अवक्षय जोन,ശോഷണ മേഖല
विध्रुवण,ഡിപോളറൈസേഷൻ
विध्रुवित,ഡിപോളറൈസ്ഡ്
विध्रुवक,ഡിപോളറൈസർ
"क्षेत्र की गहराई,क्षेत्र की गंभीरता","ഫീൽഡിന്റെ ആഴം, ഫീൽഡിന്റെ തീവ്രത"
"व्युत्पन्न पोलेरोग्राम,व्युत्पन्न ध्रुवण लेख","ഉരുത്തിരിഞ്ഞ പോളറോഗ്രാം, ഉരുത്തിരിഞ്ഞ ധ്രുവഗ്രാം"
व्युत्पन्न,ഉരുത്തിരിഞ്ഞത്
"अवरोही,अवरोहण","ഇറക്കം, ഇറക്കം"
"अवरोहांक ,अवरोहण","ഇറക്കം, ഇറക്കം"
"वर्णन करना ,निर्माण करना,खींचना","വിവരിക്കുക, നിർമ്മിക്കുക, വരയ്ക്കുക"
निरूपक,ഡിനോമിനേറ്റർ
"अभिकल्प,डिजाइन,अभिकल्पना (सं.) ,अभिकल्पना करना,डिजाइन करना (क्रि.)","രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.) രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.)"
विनाश,നാശം
विनाशी व्यतिकरण,വിനാശകരമായ ഇടപെടൽ
"भंजक,विनाशात्मक","വിനാശകരമായ, വിനാശകരമായ"
"पहचान,संसूचन","തിരിച്ചറിയൽ, കണ്ടെത്തൽ"
संसंचक,കളക്ടർ
निर्धार्यता,നിർണായകവാദം
निर्धारक,നിർണ്ണയിക്കുന്നയാൾ
निर्धारण,ദൃഢനിശ്ചയം
निर्धारित करना,നിർണ്ണയിക്കാൻ
निर्धारित,നിശ്ചയിച്ചു
डयूटरॉन,ഡ്യൂറ്ററോൺ
"व्यक्त करना,विकसित करना,विकासन","പ്രകടിപ്പിക്കുക, വികസിപ്പിക്കുക, വികസിപ്പിക്കുക"
"विकासक,डेवेलपर","ഡെവലപ്പർ, ഡെവലപ്പർ"
"परिवर्धन ,विकास","വികസനം, വികസനം"
विचलन,വ്യതിയാനം
ओस,മഞ്ഞു
ओसांक,മഞ്ഞു പോയിന്റ്
दक्षिण ध्रुवण-घूर्णक,ദക്ഷിണ ധ്രുവീകരണം
निदानार्थ परीक्षण,ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്
विकर्ण,ഡയഗണൽ
आरेख,ഡയഗ്രം
आरेख,ഡയഗ്രം
डायल,ഡയൽ ചെയ്യുക
प्रतिचुंबकीय,ഡയമാഗ്നറ്റിക്
"प्रतिचुबकत्व विज्ञान ,प्रतिचुंबकीय पदार्थ","ഡയമാഗ്നറ്റോളജി, ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ"
प्रतिचुंबकत्व,ഡയമാഗ്നെറ്റിസം
व्यास,വ്യാസം
व्यासतः सम्मुख,വിപരീതമായി
"हीरक,हीरा","വജ്രം, വജ്രം"
"तनुपट,डायाफ्राम मध्यपट","ഡയഫ്രം, ഡയഫ്രം"
ऊष्मा-पार्य,ചൂട് എക്സ്ചേഞ്ച്
ऊष्मा-पार्य,ചൂട് എക്സ്ചേഞ്ച്
"डायाटोनिक स्वरग्राम,द्विटोनी स्वरग्राम","ഡയറ്റോണിക് സ്വരഗ്രാം, ഡയറ്റോണിക് സ്വരഗ്രാം"
"द्विभाजन ,अर्धक कला","വിഭജനം, അർദ്ധകല"
डाइक्रोमेट सेल,ഡൈക്രോമേറ്റ് സെൽ
"द्विवर्णता ,दृष्टि द्विवर्णता ,स्तरीय द्विवर्णता ,द्विरंजकता","ദ്വിമുഖം, വിഷ്വൽ ദ്വിമുഖം, ലെവൽ ദ്വിമുഖം"
डिक्टाफोन,ഡിക്ടഫോൺ
परावैद्युत,വൈദ്യുതചാലകം
परावैद्युतिकी,വൈദ്യുതചാലകങ്ങൾ
डीजल-चक्र,ഡീസൽ സൈക്കിൾ
अंतर,വിടവ്
"अंतर आवृत्ति,व्यवकलन आवृत्ति","ഡിഫറൻഷ്യൽ ഫ്രീക്വൻസി, വ്യവകലന ആവൃത്തി"
"विभेदक,भेददर्शी ,अन्तरात्मक ,अवकल ,अन्तराश्रयी,विभेदी","വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, ഇന്റർസ്റ്റീഷ്യൽ, ഡിഫറൻഷ്യൽ"
विभेदी अवशोषण,ഡിഫറൻഷ്യൽ ആഗിരണം
भेद प्रवर्धक,വ്യതിരിക്ത ആംപ്ലിഫയർ
"भेददर्शी ऊष्मामापी,भेददर्शी कैलॉरीमीटर","പെനിട്രേറ്റീവ് കലോറിമീറ്റർ, പെനിട്രേറ്റീവ് കലോറിമീറ്റർ"
विभेदी संधारित्र,ഡിഫറൻഷ്യൽ കപ്പാസിറ്റർ
विभेदी परिक्षेत्र,ഡിഫറൻഷ്യൽ സോൺ
विभेदी विसरण,ഡിഫറൻഷ്യൽ ഡിഫ്യൂഷൻ
अवकल समीकरण,ഡിഫറൻഷ്യൽ സമവാക്യം
अवकलन विलोपन गुणांक,ഡിഫറൻഷ്യൽ എക്സിറ്റിൻഷൻ കോഫിഫിഷ്യന്റ്
अंतरमापी आयनन कोष्ठ,ഇന്റർമീറ്റർ അയോണൈസേഷൻ ചേമ്പർ
विभेदी समस्थानिक विधि,ഡിഫറൻഷ്യൽ ഐസോടോപ്പ് രീതി
विभेदी वेग,ഡിഫറൻഷ്യൽ പ്രവേഗം
अवकलन करना,വേർതിരിക്കുക
"अवकलित ,विभेदित","വ്യത്യസ്തമായ, വ്യത്യസ്തമായ"
"विभेदन,अवकलन","വ്യത്യാസം, വ്യത്യാസം"
विवर्तन,ഡിഫ്രാക്ഷൻ
विवर्तनमापी,ഡിഫ്രാക്റ്റോമീറ്റർ
"विसरित,विसारित","വ്യാപിച്ച, വ്യാപിച്ച"
विसरित,വ്യാപിച്ചു
"विसरण,विसार",വ്യാപനം
विसरणशीलता,ഡിഫ്യൂസിവിറ്റി
"अंक,व्यास का द्वादशांश,अंगुलि","അക്കം, വ്യാസം, വിരൽ"
अंकीय अभिलेखन,ഡിജിറ്റൽ റെക്കോർഡിംഗ്
अंकक वोल्टतामापी,ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ
द्वि-समस्थानिक तत्व,ദ്വി-ഐസോടോപിക് മൂലകങ്ങൾ
विस्फारण,വ്യാപനം
विस्फार विकृति,വികാസ വൈകല്യം
विस्फारमापी,എക്സോമീറ്റർ
विस्फरिणी,വിസ്ഫരിണി
"विस्तार,लंबाई-चौड़आई,विमा ,घात","വിപുലീകരണം, നീളം-വീതി, അളവ്, ശക്തി"
विमीय,ഡൈമൻഷണൽ
विमीयता,മാനം
विमा-इकाई,ഇൻഷുറൻസ് യൂണിറ്റ്
विमाहीन अविम,അളവില്ലാത്ത മാനം
"ह्रास,न्यूनीकरण","മൂല്യത്തകർച്ച, കുറവ്"
दीप्तिमंदक,പ്രസരിപ്പുള്ള
डायोड,ഡയോഡ്
डाइऑप्टर,ഡയോപ്റ്റർ
अपवर्तन क्षेत्र,അപവർത്തന മേഖല
अपवर्तनी लेन्स,റിഫ്രാക്റ്റിംഗ് ലെൻസ്
"नमन,नति ,निमज्जन ,गर्त","കുമ്പിടുക, കുമ്പിടുക, തൊട്ടി"
नति कोण,വീഴ്ചയുടെ ആംഗിൾ
द्विध्रुव,ദ്വിധ്രുവം
द्विध्रुवी परत,ബൈപോളാർ പാളി
डिरैक डेल्टा फलन,dirac delta ഫംഗ്ഷൻ
"सरल,सीधा,ऋजु,प्रत्यक्ष,समक्ष","നേരായ, നേരായ, നേരായ, നേരിട്ടുള്ള, എതിർ"
अनुलोम सहसंबंध,അനുലോം പരസ്പരബന്ധം
दिष्ट धारा,നേരിട്ടുള്ള കറന്റ്
दिष्ट,നേരിട്ട്
"सीधा समाघात,सीधी टक्कर","നേരിട്ടുള്ള അടി, നേരായ അടി"
"दिशा,दिक्","ദിശ, ദിശ"
"दिशात्मक,दिशिक",ദിശാസൂചന
दिक् स्थायित्व,ബഹിരാകാശ സ്ഥിരത
"दिक्कोज्या,दिक-कोसाइन","ഡിക്കോസിൻ, ഡിക്കോസിൻ"
"दैशिक,दिशिक,दिशात्मक","ദിശാസൂചകമായ, ദിശാസൂചകമായ, ദിശാസൂചകമായ"
दिशिकता,ദിശാബോധം
सामान्य जालक,സാധാരണ ലാറ്റിസ്
सीधी लाइन,നേർരേഖ
अनुक्रमानुपात,തുടർച്ചയായ അനുപാതം
प्रत्यक्ष विधि,നേരിട്ടുള്ള രീതി
दिशक,സംവിധാനം
प्रत्यक्ष पाठी यंत्र,നേരിട്ടുള്ള വായന ഉപകരണം
समक्ष दूरदर्शक,മുന്നിൽ ദൂരദർശിനി
"बिंब,मंडलक,डिस्क,चक्रिका","ഒബ്ജക്റ്റ്, സർക്കിൾ, ഡിസ്ക്, ഡിസ്ക്"
" विसर्जन ,आस्राव ,विरंजन","നിമജ്ജനം, എഫ്യൂഷൻ, ബ്ലീച്ചിംഗ്"
सोपानी विसर्जन,വെള്ളം നിമജ്ജനം
"असातत्य ,असातत्य ,भंग","നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഒടിവ്"
असंतत,തുടർച്ചയായി
"शोध,खोज","ഗവേഷണം, തിരയൽ"
विसंगति,പൊരുത്തക്കേട്
विविक्त,കണികകൾ
"अवतल ऐन्टेना,डिश ऐन्टेना","കോൺകേവ് ആന്റിന, ഡിഷ് ആന്റിന"
"विघटन ,कणीकरण","പിരിച്ചുവിടൽ, ഗ്രാനുലേഷൻ"
विघटन-स्थिरांक,പിരിച്ചുവിടൽ സ്ഥിരമായ
