English,Kannada
Gneiss,ಗ್ನೀಸ್
Goods yard,ಸರಕುಗಳ ಅಂಗಳ
Gradient resistance,ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ
Granite,ಗ್ರಾನೈಟ್
Granular structure,ಹರಳಿನ ರಚನೆ
Granulation,ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್
Granule,ಗ್ರ್ಯಾನ್ಯೂಲ್
Gravitational water free water,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು
Gravitational yard,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ
Great soil group,ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು
Grillage foundation,ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ
Ground hand moulding,ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್
Grouped dock,ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್
Group housing,ಗುಂಪು ವಸತಿ
Guest room,ಅತಿಥಿ ಕೊಠಡಿ
Gutter,ಗಟಾರ
Gutter bearer,ಗಟಾರ ಹೊರುವವನು
Gutter check,ಗಟರ್ ಚೆಕ್
Hammer dressing,ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್
Harbour,ಬಂದರು
Harbour of refuge,ಆಶ್ರಯ ಬಂದರು
Hard pan,ಹಾರ್ಡ್ ಪ್ಯಾನ್
Header,ಶಿರೋಲೇಖ
Header bond,ಹೆಡರ್ ಬಾಂಡ್
Header course,ಹೆಡರ್ ಕೋರ್ಸ್
Head gate structure,ಹೆಡ್ ಗೇಟ್ ರಚನೆ
Head of canal,ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ
Head regulator,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
Herring bone bond,ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ
Hearting,ಹಾರ್ಟಿಂಗ್
Heat of wetting,ತೇವಗೊಳಿಸುವ ಶಾಖ
High alumina cement,ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್
Hip,ಹಿಪ್
Hip capping,ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್
Hipped end,ಹಿಪ್ಡ್ ಎಂಡ್
Hood,ಹುಡ್
Hood moulding,ಹುಡ್ ಮೋಲ್ಡಿಂಗ್
Hook's law,ಹುಕ್ ಕಾನೂನು
Hoop iron,ಹೂಪ್ ಕಬ್ಬಿಣ
Horizon,ಹಾರಿಜಾನ್
Humidification,ಆರ್ದ್ರತೆ
"Humidity, absolute","ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ"
"Humidity, relative","ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ"
Hump yard,ಹಂಪ್ ಯಾರ್ಡ್
Hydraulic pressure,ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ
Hydration,ಜಲಸಂಚಯನ
Hydrolysis,ಜಲವಿಚ್ಛೇದನ
Hydrolytic acidity,ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ
Hydromorphic soil,ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು
Hydrophilic colloid,ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್
Hydrophobic colloid,ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್
Hydrostatic pressure ratio,ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ
Hygroscaptic coefficient,ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ
Hygroscopic moisture,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
Hydroscopicity,ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ
Hygroscopic moisture,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
Hyperbaric chamber,ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್
Hyperstatic frame,ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್
Hypsometer,ಹೈಪ್ಸೋಮೀಟರ್
Illumination,ಇಲ್ಯುಮಿನೇಷನ್
Imbibation moisture,ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ
Immature soil,ಬಲಿಯದ ಮಣ್ಣು
Impounded dock,ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್
Increment of land revenue,ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ
Independent scaffold,ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
Indurated,ಇಂಡರೇಟೆಡ್
Initial prestress,ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್
Initial tension,ಆರಂಭಿಕ ಒತ್ತಡ
Inland waterway port,ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು
Insulating board,ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್
Intermediate port,ಮಧ್ಯಂತರ ಬಂದರು
Internal friction,ಆಂತರಿಕ ಘರ್ಷಣೆ
Intrazonal soil,ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು
Ion,ಅಯಾನು
Ion exchange,ಅಯಾನು ವಿನಿಮಯ
Iron pan,ಕಬ್ಬಿಣದ ಪ್ಯಾನ್
Irrigated land,ನೀರಾವರಿ ಭೂಮಿ
Irrigation,ನೀರಾವರಿ
Irrigation cess,ನೀರಾವರಿ ಸೆಸ್
Jamb,ಜಾಂಬ್
Joggle,ಜೋಗಲ್
Joggle pin,ಜೋಗಲ್ ಪಿನ್
Joule,ಜೂಲ್
Jumper,ಜಂಪರ್
Kilogram,ಕಿಲೋಗ್ರಾಂ
Kilogram force,ಕಿಲೋಗ್ರಾಂ ಬಲ
Kilogram force meter,ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್
Kilowatt hour,ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ
King closure,ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ
Kitchen,ಅಡಿಗೆ
Laced column,ಲೇಸ್ಡ್ ಕಾಲಮ್
Lagging,ಹಿಂದುಳಿದಿದೆ
Lamella root,ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್
Laminar flow,ಲ್ಯಾಮಿನಾರ್ ಹರಿವು
Lamp hole,ದೀಪದ ರಂಧ್ರ
Land accretion,ಭೂಮಿ ಸಂಚಯ
Land sliding,ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್
Laterite,ಲ್ಯಾಟರೈಟ್
Laterite soil,ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು
Law of large numbers,ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು
Layout plan,ಲೇಔಟ್ ಯೋಜನೆ
Ledger,ಖಾತಾ ಪುಸ್ತಕ
Lime pan,ಸುಣ್ಣದ ಪ್ಯಾನ್
Lintel,ಲಿಂಟೆಲ್
Liquid limit,ದ್ರವ ಮಿತಿ
Live load,ಲೈವ್ ಲೋಡ್
Loam,ಲೋಮ್
Local exhaust ventilation,ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ
Loco yard,ಲೋಕೋ ಅಂಗಳ
Loess,ಲೋಸ್
Lower plastic limit,ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
Low heat cement,ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್
Machine moulding,ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್
Macrostructure,ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್
Main head regulator,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
Main port,ಮುಖ್ಯ ಬಂದರು
Makeup air,ಮೇಕಪ್ ಗಾಳಿ
Mansard,ಮನ್ಸಾರ್ಡ್
Marshalling yard,ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್
Masonry,ಕಲ್ಲುಗಾರಿಕೆ
Maturing temperature,ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ
Mezzanine floor,ಮೆಜ್ಜನೈನ್ ಮಹಡಿ
Mechanical analysis,ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ
Mechanical ventilation,ಯಾಂತ್ರಿಕ ವಾತಾಯನ
Metric system,ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ
Microstructure,ಸೂಕ್ಷ್ಮ ರಚನೆ
Milli equivalent,ಮಿಲಿ ಸಮಾನ
Milli equivalent per litre,ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ
Mineral,ಖನಿಜ
Mineral soil,ಖನಿಜ ಮಣ್ಣು
Minor port,ಚಿಕ್ಕ ಬಂದರು
Mitred closure,ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ
Mobile soil colloid,ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್
Moisture content,ತೇವಾಂಶ
Moisture gradient,ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್
Monolith,ಏಕಶಿಲೆ
Monorail,ಮೊನೊರೈಲ್
National harbour council,ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ
Natural bed,ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ
Natural finish,ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ
Natural harbour,ನೈಸರ್ಗಿಕ ಬಂದರು
Natural ventilation,ನೈಸರ್ಗಿಕ ವಾತಾಯನ
Naval harbour,ನೌಕಾ ಬಂದರು
Newton,ನ್ಯೂಟನ್
Non uniform flow,ಏಕರೂಪವಲ್ಲದ ಹರಿವು
Occupies water rate,ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ
Oil paint,ಎಣ್ಣೆ ಬಣ್ಣ
Oil well cement,ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್
Open channel flow,ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ
Optimum moisture,ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ
Organic soil,ಸಾವಯವ ಮಣ್ಣು
Orientation,ದೃಷ್ಟಿಕೋನ
Orthogonal,ಆರ್ಥೋಗೋನಲ್
Ortstein,ಒರ್ಟ್ಸ್ಟೈನ್
Outer signal,ಬಾಹ್ಯ ಸಂಕೇತ
Oxidation,ಆಕ್ಸಿಡೀಕರಣ
Pantry,ಪ್ಯಾಂಟ್ರಿ
Parapet,ಪ್ಯಾರಪೆಟ್
Parapet wall,ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ
Parent material,ಮೂಲ ವಸ್ತು
Pebble cast plaster,ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್
Pedalfer,ಪೆಡಲ್ಫರ್
Pedocal,ಪೆಡೋಕಲ್
Pedogenesis,ಪೆಡೋಜೆನೆಸಿಸ್
Pedology,ಪೆಡೋಲಜಿ
Pedosphere,ಪೀಡೋಸ್ಪಿಯರ್
Penetrometer,ಪೆನೆಟ್ರೋಮೀಟರ್
Pent roof,ಪೆಂಟ್ ಛಾವಣಿ
Peptizing agent,ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್
Period of analysis,ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ
Perpend,ಪರ್ಪೆಂಡ್
Persorption,ಪರ್ಸರ್ಪ್ಶನ್
Pier,ಪಿಯರ್
Pilaster,ಪಿಲಾಸ್ಟರ್
Pitch,ಪಿಚ್
Pitched roof,ಪಿಚ್ ಛಾವಣಿ
Plain concrete,ಸರಳ ಕಾಂಕ್ರೀಟ್
Plane angle,ಪ್ಲೇನ್ ಕೋನ
Plain yard,ಬಯಲು ಅಂಗಳ
Plansol,ಪ್ಲಾನ್ಸೋಲ್
Plastic consistency,ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ
Plasticity,ಪ್ಲಾಸ್ಟಿಟಿ
Plasticity index,ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ
Plasticity limit,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ
Plasticity range,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ
Platy structure,ಪ್ಲಾಟಿ ರಚನೆ
Plinth,ಸ್ತಂಭ
Plough soil,ನೇಗಿಲು ಮಣ್ಣು
Plum stone,ಪ್ಲಮ್ ಕಲ್ಲು
Podzole,ಪೊಡ್ಜೋಲ್
Pointing,ಸೂಚಿಸುತ್ತಿದೆ
Polygonal wall,ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ
Pore space,ರಂಧ್ರದ ಜಾಗ
Port,ಬಂದರು
Positive ventilation,ಧನಾತ್ಮಕ ವಾತಾಯನ
Prairie soil,ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು
Precision,ನಿಖರತೆ
Primary particle,ಪ್ರಾಥಮಿಕ ಕಣ
Prismatic structure,ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ
Productive work,ಉತ್ಪಾದಕ ಕೆಲಸ
Project justification,ಯೋಜನೆಯ ಸಮರ್ಥನೆ
Protective work,ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ
Pseudo-mycelium,ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್
Puddle,ಕೊಚ್ಚೆಗುಂಡಿ
Pugging,ಪಗ್ಗಿಂಗ್
Pumice,ಪ್ಯೂಮಿಸ್
Puncheon,ಪಂಚೆಯಾನ್
Puppet,ಬೊಂಬೆ
Putlog,ಪುಟ್ಲಾಗ್
Putlog scaffold,ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
Quantity surveyor,ಪ್ರಮಾಣ ಸರ್ವೇಯರ್
Quarry sap,ಕ್ವಾರಿ ಸಾಪ್
Quay,ಕ್ವೇ
Queen closure,ರಾಣಿ ಮುಚ್ಚುವಿಕೆ
Quoin,ಕ್ವೊಯಿನ್
Raft foundation,ರಾಫ್ಟ್ ಅಡಿಪಾಯ
Raker,ರೇಕರ್
Raking,ರೇಕಿಂಗ್
Raking bond,ರಾಕಿಂಗ್ ಬಾಂಡ್
Raking flashing,ಮಿನುಗುವ ರೇಕಿಂಗ್
Rapidly varying flow,ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು
Recoverable payment,ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ
Red earth,ಕೆಂಪು ಭೂಮಿ
Red loam,ಕೆಂಪು ಲೋಮ್
Regulator,ನಿಯಂತ್ರಕ
Regur or black cotton soil,ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
Repayment contract,ಮರುಪಾವತಿ ಒಪ್ಪಂದ
Residual shrinkage,ಉಳಿದ ಕುಗ್ಗುವಿಕೆ
Residual soil,ಉಳಿಕೆ ಮಣ್ಣು
Reveal,ಬಹಿರಂಗಪಡಿಸಿ
Reveal pin,ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ
Reveal tie,ರಿವೀಲ್ ಟೈ
Ridge,ರಿಡ್ಜ್
Ridge capping,ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್
River,ನದಿ
Road stead,ರೋಡ್ ಸ್ಟೇಡ್
Rough plaster,ಒರಟು ಪ್ಲಾಸ್ಟರ್
Rubble,ಅವಶೇಷಗಳು
Rubble masonry,ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
Rubble walling,ಅವಶೇಷಗಳ ಗೋಡೆ
Running measurement,ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ
Safe bearing capacity,ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
Salt glaze,ಉಪ್ಪು ಮೆರುಗು
Sample size,ಮಾದರಿ ಅಳತೆ
Sampling distribution,ಮಾದರಿ ವಿತರಣೆ
Sampling error,ಮಾದರಿ ದೋಷ
Sand,ಮರಳು
Sand finish,ಮರಳು ಮುಕ್ತಾಯ
Sand hand moulding,ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್
Sanding,ಮರಳುಗಾರಿಕೆ
Saturated soil,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು
Saturated soil paste,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್
Saturation extract,ಶುದ್ಧತ್ವ ಸಾರ
Saturation percentage,ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು
Saucer dome,ಸಾಸರ್ ಗುಮ್ಮಟ
Scaffold,ಸ್ಕ್ಯಾಫೋಲ್ಡ್
Schist,ಸ್ಕಿಸ್ಟ್
Sea port,ಸಮುದ್ರ ಬಂದರು
Secret gutter,ರಹಸ್ಯ ಗಟಾರ
Second,ಎರಡನೇ
Sedimentation analysis,ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ
Semi-artificial harbour,ಅರೆ ಕೃತಕ ಬಂದರು
Semi tidal dock,ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್
Senile,ವಯಸ್ಸಾದ
Shale,ಶೇಲ್
Sheet pile,ಹಾಳೆಯ ರಾಶಿ
Shrinkage limit,ಕುಗ್ಗುವಿಕೆ ಮಿತಿ
Shuttering,ಶಟರಿಂಗ್
Siallitic soil,ಸಿಯಾಲಿಟಿಕ್ ಮಣ್ಣು
Sierozem,ಸಿರೋಜೆಮ್
Sill,ಸಿಲ್
Silt,ಹೂಳು
Single flemish blood,ಏಕ ಮಾಂಸದ ರಕ್ತ
Single grained structure,ಏಕ ಹರಳಿನ ರಚನೆ
Skeletal soil,ಅಸ್ಥಿಪಂಜರದ ಮಣ್ಣು
Skirting,ಸ್ಕರ್ಟಿಂಗ್
Sleeper wall,ಸ್ಲೀಪರ್ ಗೋಡೆ
Side gutter,ಸೈಡ್ ಗಟರ್
Slide rule,ಸ್ಲೈಡ್ ನಿಯಮ
Slip dock,ಸ್ಲಿಪ್ ಡಾಕ್
Smoniza,ಸ್ಮೋನಿಜಾ
Soaking,ನೆನೆಯುವುದು
Soil association,ಮಣ್ಣಿನ ಸಂಘ
Soil class,ಮಣ್ಣಿನ ವರ್ಗ
Soil complex,ಮಣ್ಣಿನ ಸಂಕೀರ್ಣ
Soil consistency,ಮಣ್ಣಿನ ಸ್ಥಿರತೆ
Soil family,ಮಣ್ಣಿನ ಕುಟುಂಬ
Soil frame work,ಮಣ್ಣಿನ ಚೌಕಟ್ಟಿನ ಕೆಲಸ
Soil moisture,ಮಣ್ಣಿನ ತೇವಾಂಶ
Soil moisture accretion,ಮಣ್ಣಿನ ತೇವಾಂಶ ಸಂಗ್ರಹಣೆ
Soil moisture deficit,ಮಣ್ಣಿನ ತೇವಾಂಶದ ಕೊರತೆ
Soil morphology,ಮಣ್ಣಿನ ರೂಪವಿಜ್ಞಾನ
Soil particle,ಮಣ್ಣಿನ ಕಣ
Soil phase,ಮಣ್ಣಿನ ಹಂತ
Soil profile,ಮಣ್ಣಿನ ಪ್ರೊಫೈಲ್
Soil reaction,ಮಣ್ಣಿನ ಪ್ರತಿಕ್ರಿಯೆ
Soil separates,ಮಣ್ಣು ಬೇರ್ಪಡುತ್ತದೆ
Soil series,ಮಣ್ಣಿನ ಸರಣಿ
Soil solution,ಮಣ್ಣಿನ ಪರಿಹಾರ
Soil structure,ಮಣ್ಣಿನ ರಚನೆ
Soil texture,ಮಣ್ಣಿನ ರಚನೆ
Soil type,ಮಣ್ಣಿನ ಪ್ರಕಾರ
Solum,ಸೋಲಮ್
Sorption,ಸೋರ್ಪ್ಶನ್
Spalls,ಸ್ಪ್ಯಾಲ್ಸ್
Specific ion effect,ನಿರ್ದಿಷ್ಟ ಅಯಾನು ಪರಿಣಾಮ
Squared coursed rubble masonry,ಚೌಕಾಕಾರದ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
Squared regular coursed rubble masonry,ಸ್ಕ್ವೇರ್ಡ್ ರೆಗ್ಯುಲರ್ ಕೋರ್ಸ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
Steady flow,ಸ್ಥಿರ ಹರಿವು
Stepped flashing,ಮಿನುಗುತ್ತಾ ಹೆಜ್ಜೆ ಹಾಕಿದೆ
Stickiness,ಜಿಗುಟುತನ
Sticking point,ಅಂಟಿಕೊಳ್ಳುವ ಬಿಂದು
Stone,ಕಲ್ಲು
Slop hand moulding,ಸ್ಲೋಪ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್
Strap hinge,ಸ್ಟ್ರಾಪ್ ಹಿಂಜ್
Straw board,ಒಣಹುಲ್ಲಿನ ಹಲಗೆ
Stream,ಸ್ಟ್ರೀಮ್
Stress,ಒತ್ತಡ
Stretcher,ಸ್ಟ್ರೆಚರ್
Stretcher bond,ಸ್ಟ್ರೆಚರ್ ಬಾಂಡ್
Stretcher course,ಸ್ಟ್ರೆಚರ್ ಕೋರ್ಸ್
String,ಸ್ಟ್ರಿಂಗ್
String course,ಸ್ಟ್ರಿಂಗ್ ಕೋರ್ಸ್
Structure factor,ರಚನಾತ್ಮಕ ಅಂಶ
Structure index,ರಚನೆ ಸೂಚ್ಯಂಕ
Stucco,ಗಾರೆ
Stud,ಸ್ಟಡ್
Stylobate,ಸ್ಟೈಲೋಬೇಟ್
Sub soil,ಉಪ ಮಣ್ಣು
Sub structure,ಉಪ ರಚನೆ
Summation curve,ಸಂಕಲನ ಕರ್ವ್
Sun mica,ಸೂರ್ಯ ಮೈಕಾ
Super structure,ಸೂಪರ್ ರಚನೆ
Surveyor,ಸರ್ವೇಯರ್
S-value,ಎಸ್-ಮೌಲ್ಯ
Swag,ತೋರಣ
Swan neck,ಸ್ವಾನ್ ಕುತ್ತಿಗೆ
Tabernacle,ಗುಡಾರ
Table hand moulding,ಟೇಬಲ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್
Tanking,ಟ್ಯಾಂಕಿಂಗ್
Tempietto,ಟೆಂಪಿಯೆಟ್ಟೊ
Tempering,ಟೆಂಪರಿಂಗ್
Template,ಟೆಂಪ್ಲೇಟ್
Template,ಟೆಂಪ್ಲೇಟ್
Tepidarium,ಟೆಪಿಡೇರಿಯಮ್
Terracotta,ಟೆರಾಕೋಟಾ
Terra rosa,ಟೆರ್ರಾ ರೋಸಾ
Terrazzo,ಟೆರಾಝೋ
Tetra style,ಟೆಟ್ರಾ ಶೈಲಿ
Threshold limit value,ಮಿತಿ ಮಿತಿ ಮೌಲ್ಯ
Throat,ಗಂಟಲು
Through stone,ಕಲ್ಲಿನ ಮೂಲಕ
Tidal basin,ಉಬ್ಬರವಿಳಿತದ ಜಲಾನಯನ ಪ್ರದೇಶ
Tie bar,ಟೈ ಬಾರ್
Tie beam,ಕಿರಣವನ್ನು ಕಟ್ಟಿಕೊಳ್ಳಿ
Tie rod,ಕಟ್ಟಿದ ಸಲಾಕೆ
Tirs,ಟಿರ್ಸ್
Tolerance,ಸಹಿಷ್ಣುತೆ
Toothing,ಹಲ್ಲುಜ್ಜುವುದು
Top soil or surface soil,ಮೇಲಿನ ಮಣ್ಣು ಅಥವಾ ಮೇಲ್ಮೈ ಮಣ್ಣು
Total porosity,ಒಟ್ಟು ಸರಂಧ್ರತೆ
Tracery,ಟ್ರೇಸರಿ
Train resistance,ರೈಲು ಪ್ರತಿರೋಧ
Transept,ಟ್ರಾನ್ಸೆಪ್ಟ್
Transitional soil,ಪರಿವರ್ತನೆಯ ಮಣ್ಣು
Transom,ಟ್ರಾನ್ಸಮ್
Transport soil,ಸಾರಿಗೆ ಮಣ್ಣು
Tributary,ಉಪನದಿ
Triforium,ಟ್ರಿಫೊರಿಯಮ್
Triglyph,ಟ್ರೈಗ್ಲಿಫ್
Truncated soil,ಮೊಟಕುಗೊಳಿಸಿದ ಮಣ್ಣು
Turbulent flow,ಪ್ರಕ್ಷುಬ್ಧ ಹರಿವು
Turret,ತಿರುಗು ಗೋಪುರ
Tympar num,ಟೈಂಪರ್ ಸಂಖ್ಯೆ
Ultimate bearing capacity,ಅಂತಿಮ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
Ultimate ph,ಅಂತಿಮ ಪಿಎಚ್
Uncoursed random rubble masonry,ಅನಿರ್ದಿಷ್ಟ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
Uncoursed squared rubble masonry,ಕೋರ್ಸೆಡ್ ಸ್ಕ್ವೇರ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
Undercroft,ಅಂಡರ್ಕ್ರಾಫ್ಟ್
Unfilled porosity,ತುಂಬದ ಸರಂಧ್ರತೆ
Uniform flow,ಏಕರೂಪದ ಹರಿವು
Unit frame type scaffold,ಯೂನಿಟ್ ಫ್ರೇಮ್ ಮಾದರಿ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
Unproductive work,ಅನುತ್ಪಾದಕ ಕೆಲಸ
Unsaturated soil,ಅಪರ್ಯಾಪ್ತ ಮಣ್ಣು
Unsteady flow,ಅಸ್ಥಿರ ಹರಿವು
Upper plastic limit,ಮೇಲಿನ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
Valley gutter,ಕಣಿವೆ ಗಟಾರ
Vault,ವಾಲ್ಟ್
Vetarium,ವೆಟೇರಿಯಮ್
Ventilation,ವಾತಾಯನ
Ventilator,ವೆಂಟಿಲೇಟರ್
Veramdah,ವೆರಾಮದಾಹ್
Vestibule,ವೆಸ್ಟಿಬುಲ್
Villa,ವಿಲ್ಲಾ
