Punjabi,Malayalam
1. ਸਫਾਈ 2. ਰਗੜਨਾ 3. ਸਫਾਈ 4. ਸ਼ੁੱਧੀਕਰਨ,1. വൃത്തിയാക്കൽ 2. സ്‌ക്രബ്ബിംഗ് 3. വൃത്തിയാക്കൽ 4. ശുദ്ധീകരണം
ਲਗਾਤਾਰ ਪਰਾਗਣ,സ്ഥിരമായ പരാഗണം
cruciferous ਫਲ,ക്രൂസിഫറസ് ഫലം
ਜਲਵਾਯੂ,കാലാവസ്ഥ
ਜਲਵਾਯੂ ਵਿਗਿਆਨ,കാലാവസ്ഥാ ശാസ്ത്രം
ਕੱਟਣਾ,കത്രിക
ਗੰਢ (ਮਿੱਟੀ),പിണ്ഡം (കളിമണ്ണ്)
ਕਲੋਨ,ക്ലോൺ
1. ਬੱਦਲ 2. ਬੱਦਲ,1.മേഘങ്ങൾ 2.മേഘങ്ങൾ
ਝੁੰਡ,കൂട്ടം
ਝੁੰਡ,കുല
1. ਮੋਟਾ 2. ਮੋਟਾ 3. ਕੱਚਾ 4. ਮੋਟਾ,1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ
1. ਕਵਰ 2. ਚਮੜਾ,1. കവർ 2. ലെതറെറ്റ്
ਕੋਯਾ,കോയ
1. ਕੋਐਨਜ਼ਾਈਮ 2. ਕੋ-ਐਨਜ਼ਾਈਮ,1. കോഎൻസൈം 2. കോ-എൻസൈം
ਤਾਲਮੇਲ,കെട്ടുറപ്പ്
1. ਫਾਈਬਰ (ਜੂਟ ਜੂਟ) 2. ਨਾਰੀਅਲ ਮੋਟੇ,1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്
ਮੁਲੰਕੁਰ ਚੋਲਾ,മുളങ്കൂർ ചോല
,
ਕੋਲਾਇਡ (ਮਿੱਟੀ),കൊളോയിഡ് (മണ്ണ്)
1.ਕਾਲਮ 2.ਕੋਲੁਮੇਲਾ,1.നിര 2.കൊലുമെല്ല
1. ਜੁਰਮਾਨਾ 2. ਕਾਲਮ 3. ਕਾਲਮ,1. പെനാൽറ്റി 2. കോളം 3. കോളം
ਸਾਂਝ,കൂട്ടായ്മ
ਵਪਾਰਕ ਬੈਂਕ,കൊമേഴ്സ്യൽ ബാങ്ക്
1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ,1. ചരക്ക് 2. ചരക്ക്
ਭਾਈਚਾਰਾ,സമൂഹം
ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ),സങ്കോചം (മണ്ണിന്റെ)
1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ,1. അനുയോജ്യത 2. അനുയോജ്യത
ਅਨੁਕੂਲਤਾ,അനുയോജ്യത
1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ,1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം
ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ,മത്സരപരമായ ഇടപെടൽ
ਪੂਰਕ ਫਸਲ,സപ്ലിമെന്റ് വിള
1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ,1. സംയുക്തം 2. സങ്കീർണ്ണമായ
ਸੰਵਿਧਾਨਕ,ഘടകഭാഗം
ਰਚਨਾ,രചന
ਖਾਦ,കമ്പോസ്റ്റ്
ਮਿਸ਼ਰਿਤ ਵਿਆਜ,കൂട്ടുപലിശ
ਗਣਨਾ,കണക്കുകൂട്ടൽ
1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ,1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ
1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ,1. ഏകാഗ്രത 2. ഏകാഗ്രത
1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ,1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ
ਚਾਲਕਤਾ,ചാലകത
1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ,1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ
1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ,1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത
1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ
ਸੰਜੋਗ,സംയോജനം
1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ,1. അഡിറ്റീവ് 2. കണക്റ്റീവ്
ਸੁਰੱਖਿਆ,സംരക്ഷണം
ਏਕੀਕਰਨ,ഏകീകരണം
1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ,1. ചേരുവ 2. ചേരുവകൾ
ਖਪਤਕਾਰ,ഉപഭോക്താവ്
ਖਪਤ,ഉപഭോഗം
ਗੰਦਗੀ,മലിനീകരണം
ਕੰਟੂਰ ਲਾਉਣਾ,കോണ്ടൂർ നടീൽ
ਕੰਟੋਰ ਲਾਈਨ,കോണ്ടൂർ ലൈൻ
1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ,1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി
ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼,നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം
ਸਹਿਕਾਰੀ ਬੈਂਕ,സഹകരണ ബാങ്ക്
ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ,സഹകരണ സംഘം അംഗം
ਗੁਲਮਾਵਨ,ഗുൽമാവാൻ
ਘਣ,സമചതുര
1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ,1. ദൽപുഞ്ച് 2. കൊറോള
1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ,1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്
ਲਾਗਤ,ചെലവ്
cotyledon,കോട്ടിലിഡൺ
ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ,ക്രെഡിറ്റ് കമ്മിറ്റി
1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ,1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്
1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ,1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ
1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ,1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം
ਵਾਪਸੀ,പിൻവലിക്കൽ
ਸਮੱਸਿਆ,പ്രശ്നം
ਟੈਸਟ,പരീക്ഷ
ਨਾਜ਼ੁਕ,വിമർശനാത്മകം
ਫਸਲ ਬੀਮਾ,വിള ഇൻഷുറൻസ്
ਫਸਲ ਕਰਜ਼ਾ,വിള വായ്പ
1. ਫਸਲ 2. ਫਸਲ,1. വിള 2. വിള
ਕਾਸ਼ਤ ਖੇਤਰ,കൃഷി പ്രദേശം
ਪਾਰ ਅਸੰਗਤ,ക്രോസ് പൊരുത്തമില്ലാത്ത
1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ),1. കിരീടം 2. പിനാക്കിൾ (സസ്യം)
ਨਰਮ ਕਣ,മൃദുവായ കണങ്ങൾ
ਛਾਲੇ,പുറംതോട്
1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ,1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം
ਛਾਂਟੀ (ਫਲ),അരിവാൾ (പഴം)
ਕਲਮ,പേന
ਕਿਸਮ ਦੀ ਕਿਸਮ,കൃഷി ഇനം
1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ,1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി
1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ,1. കർഷകൻ 2. കൃഷിക്കാരൻ
1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ,1. കൃഷി 2. കൃഷി 3. വളർത്തൽ
1.ਸਰੋਤ 2.ਤਿਆਰੀ,1.വിഭവം 2.തയ്യാറെടുപ്പ്
1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ,1.കുന്തളൻ 2.കുഞ്ചോൻ
ਆਸਣ,ഭാവം
1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ,1. പുറംതൊലി 2. പുറംതൊലി
1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ,1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ
1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ,1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം
cytochrome,സൈറ്റോക്രോം
ਸੈੱਲ ਜੋੜਨਾ,സെൽ കപ്ലിംഗ്
ਸੈੱਲ ਪ੍ਰਜਨਨ,കോശ പുനരുൽപാദനം
ਸੈੱਲ ਜੈਨੇਟਿਕਸ,സെൽ ജനിതകശാസ്ത്രം
cytoplasmic ਡਿਵੀਜ਼ਨ,സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ
ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ,സെൽ ബയോളജി
ਸੈੱਲ lysis,സെൽ ലിസിസ്
1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ,1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ
cytoplasm,സൈറ്റോപ്ലാസം
1. ਡੇਅਰੀ 2. ਡੇਅਰੀ,1. ഡയറി 2. ഡയറി
ਡੇਅਰੀ ਉਦਯੋਗ,ക്ഷീര വ്യവസായം
1. ਡੈਮ 2. ਬਰੀਡਰ,1. ഡാം 2. ബ്രീഡർ
ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ,ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്
ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,പൂവിടുമ്പോൾ ദിവസം
ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം
ਅਕੁਸ਼ਲਤਾ,കാര്യക്ഷമതയില്ലായ്മ
decalcification,ഡീകാൽസിഫിക്കേഷൻ
1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ,1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്
ਸੜਨ,ക്ഷയം
ਪਤਝੜ,ഇലപൊഴിയും
1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ,1. ദശാംശം 2. ദശാംശം
ਘਟੀਆਪਨ,അപകർഷത
ਅਨੁਰਾਨ (ਮਿੱਟੀ),അനുരൻ (മണ്ണ്)
ਵਿਪੁਸ਼ਪਨ,വിപുഷ്പൻ
ਬਿਲਿੰਗ,ബില്ലിംഗ്
ਕਟਾਈ,വനനശീകരണം
ਬਦਨਾਮੀ,അപമാനം
ਪਤਨ,തരംതാഴ്ത്തൽ
ਭਾਗ ਦਿਨ,ഭാഗം ദിവസം
1. ਮਾਤਰਾ 2. ਹਿੱਸਾ,1. അളവ് 2. ഭാഗം
dehiscence,അപചയം
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,തൊണ്ട നീക്കം
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,തൊണ്ട നീക്കം
ਡੀਹਾਈਡਰੇਸ਼ਨ,നിർജ്ജലീകരണം
ਨਿਹਾਈਡ੍ਰਸ,ജലരഹിതമായ
ਮੰਗ,ആവശ്യം
1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ,1. ഡീനാറ്ററേഷൻ 2. ഗുണനം
ਖੰਡਨ,അപകീർത്തിപ്പെടുത്തൽ
1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ),1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം)
ਜਮ੍ਹਾ,നിക്ഷേപം
1. ਘਟਾਓ 2. ਘਟਾਓ,1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച
ਡੀਸਲੀਨੇਸ਼ਨ,ഉപ്പുനീക്കം
1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ,1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം
1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ,1. ഡിസൈൻ 2. ഡിസൈൻ
ਸੁੱਕਣ ਵਾਲਾ,വരണ്ട
ਕਰਨਲ ਹਟਾਉਣ,കേർണൽ നീക്കം
ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ,ഡി-ഇന്റർകലേഷൻ
ਸੰਜੋਗ,സംയോജനം
1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ,1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ
ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ,ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ
ਨਿਰਧਾਰਕ,നിർണ്ണയിക്കുന്നയാൾ
devaluation,മൂല്യച്യുതി
de-vegetate,സസ്യഭക്ഷണം
ਭਟਕਣਾ,വ്യതിയാനം
ਡਬਲ,ഇരട്ടി
ਨਿਦਾਨ,രോഗനിർണയം
ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ,വ്യത്യസ്ത പക്വത
ਵੰਡ,വിഭജനം
1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ),1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്)
ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ,പുറം രോഗം
1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ,1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ
ਪਾਚਨ ਸਮਰੱਥਾ,ദഹനക്ഷമത
ਡਾਇਹਾਈਬ੍ਰਿਡ,ഡൈഹൈബ്രിഡ്
1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ,1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം
ਮਾਮੂਲੀ,തുച്ഛമായ
1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ,1. ഏകഭാര്യ 2. ഏകഭാര്യ
ਡਿਪਲੋਇਡ,ഡിപ്ലോയിഡ്
1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ,1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്
dipole,ദ്വിധ്രുവം
1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ,1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം
1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ,1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്
ਛੂਟ,കിഴിവ്
ਕੀਟਾਣੂਨਾਸ਼ਕ,അണുനശീകരണം
1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ,1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ
1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ,1.ചിതറിക്കൽ 2.വ്യതിയാനം
ਵਿਭਿੰਨਤਾ,വൈവിധ്യവൽക്കരണം
ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ,വൈവിധ്യമാർന്ന കൃഷി
ਡੀਐਨਏ ਕਦਮ,ഡിഎൻഎ ഘട്ടം
ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ,ഡിഎൻഎ റിസീവർ
ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ,ഡോക്ക് വാടകയ്ക്ക്
ਅਸਰਦਾਰ,ഫലപ്രദമായ
ਸੁਸਤਤਾ,സുഷുപ്തി
1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ,1. അളവ് 2. അളവ് 3. അളവ്
ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ,ഇരട്ട സിഗ്മോയിഡ് കർവ്
1. ਝੱਖੜ 2. ਖਿੱਚੋ,1. കാറ്റ് 2. നീട്ടുക
1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ,1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം
ਡਰੇਨੇਜ,ഡ്രെയിനേജ്
ਖਿੱਚ,ട്രാക്ഷൻ
1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ,1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക
ਕਾਸਮੈਟਿਕਸ (ਬੀਜ),സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ)
1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger,1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ
1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ,1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ
1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ,1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക
ਤੁਪਕਾ ਸਿੰਚਾਈ,ഡ്രിപ്പ് ഇറിഗേഷൻ
ਸੁੱਕੀ ਖੇਤੀ,ഉണങ്ങിയ കൃഷി
1.ਧੂੜ 2.ਬੁਕਨੀ,1.പൊടി 2.ബുക്നെ
1. ਡਸਟਰ 2. ਸਕੈਟਰਰ,1. ഡസ്റ്റർ 2. സ്കാറ്ററർ
ਛਿੜਕਣ ਲਈ,തളിക്കാൻ
1. ਬੌਣਾ 2. ਵਾਮਨ,1. വാമനൻ 2. വാമനൻ
ਵਾਮਨ ਪਿਰਾਮਿਡ,വാമന പിരമിഡ്
ਵਾਮਿਨੀ ਭਵਨ,വാമിനി ഭവൻ
ਵਾਤਾਵਰਣ,പരിസ്ഥിതി ശാസ്ത്രം
ਅਰਥ ਗਣਿਤ,ഇക്കണോമെട്രിക്സ്
ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ,സാമ്പത്തിക കാര്യക്ഷമത
ਸਥਿਤੀ ਦੀ ਕਿਸਮ,സാഹചര്യ തരം
ਵਾਧੂ ਪੱਧਰੀ,അധിക-സ്ട്രാറ്റിഫൈഡ്
ਨਰਮ,മൃദുവായ
ਮਿੱਟੀ ਵਿਗਿਆਨ,മണ്ണ് ശാസ്ത്രം
1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ,1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ
ਭੋਜਨ ਦਾ ਹਿੱਸਾ,ഭക്ഷണ ഭാഗം
ਮੰਗ ਦੀ ਲਚਕਤਾ,ഡിമാൻഡിന്റെ ഇലാസ്തികത
ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ,ഉത്പാദന ഇലാസ്തികത
ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ,വൈദ്യുതവിശ്ലേഷണം
ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ,ഇലക്ട്രോഫോറെസിസ്
ਵਾਸ਼ਪੀਕਰਨ,ആവിയായി
1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ,1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം
1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ,1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി
ਭਰੂਣ,ഭ്രൂണം
1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ,1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം
1. ਨਿਕਾਸ 2. ਨਿਕਾਸ,1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക
emulsifier,എമൽസിഫയർ
ਅੰਤਰਜਾਤੀ,അന്തർജനകമായ
ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ,ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ
ਅੰਤਰ-ਪਰਜੀਵੀ,ഇൻട്രാ-പാരാസിറ്റിക്
ਐਂਡੋਸਪਰਮ,എൻഡോസ്പേം
ਉੱਦਮ,എന്റർപ്രൈസ്
ਕੀਟ ਵਿਗਿਆਨ,കീടശാസ്ത്രം
ਵਾਤਾਵਰਣ,പരിസ്ഥിതി
1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ,1. എൻസൈം 2. എൻസൈം
ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ,ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്
1. ਐਪੀਫਾਈਟ 2. ਐਪੀਫਾਈਟ,1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്
ਇਕੁਇਟੀ,ഇക്വിറ്റി
ਖਾਤਮਾ,ഉന്മൂലനം
ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ,അവശ്യ പോഷകങ്ങൾ
1. ਮਾਪ 2. ਜੰਪ 3. ਮੁਲਾਂਕਣ,1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ
ਚੁਸਤ,സൂക്ഷ്മത
ਸੁਜਾਨਿਕ,സുജനിക്
ਮੁਲਾਂਕਣ,മൂല്യനിർണ്ണയം
ਭਾਫ਼ ਗੇਜ,സ്റ്റീം ഗേജ്
evaportranspiration,ബാഷ്പീകരണ പ്രചോദനം
ਸਦੀਵੀ ਇਨਕਲਾਬ,ശാശ്വത വിപ്ലവം
1. ਸਦਾਬਹਾਰ 2. ਸਦਾਬਹਾਰ,1. നിത്യഹരിതം 2. നിത്യഹരിതം
ਵਿਕਾਸ,വികസനം
ਬੰਦ ਕਰ ਦਿਓ,വിച്ഛേദിക്കുക
ਪਰੀਕਸ਼ਯ (ਜਣਨ ਸ਼ਕਤੀ),പരീക്ഷയ് (ഫെർട്ടിലിറ്റി)
ਸ਼ੋਸ਼ਣ,ചൂഷണം
1. ਖੋਜ 2. ਖੋਜ,1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം
1. ਐਕਸਟਰਿਊਸ਼ਨ 2. ਨਿਕਾਸ,1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ
ਆਈ,കണ്ണ്
1. ਫੈਕਟਰ 2. ਕੰਪੋਨੈਂਟ 3. ਫੈਕਟਰ 4. ਸਰੋਤ,1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്
ਕਾਰਕ ਉਤਪਾਦਕਤਾ,ഘടകം ഉത്പാദനക്ഷമത
ਵਪਾਰੀ ਦੀ ਛੋਟ,വ്യാപാരിയുടെ കിഴിവ്
ਫੈਕਟੋਰੀਅਲ ਬਲਾਕ ਡਿਜ਼ਾਈਨ,ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ
ਵਿਕਲਪਕ,ബദൽ
1. ਪੱਟੀ 2. ਪਾਲੀਹਾਰ,1. പട്ടി 2. പലിഹാർ
ਕੁੱਲ,മൊത്തത്തിലുള്ള
ਖੇਤਰ ਦਾ ਮੁਲਾਂਕਣ,ഫീൽഡ് മൂല്യനിർണ്ണയം
ਖੇਤੀ ਬਜਟ,കാർഷിക ബജറ്റിംഗ്
ਖੇਤੀਬਾੜੀ ਕਾਰੋਬਾਰ,കാർഷിക ബിസിനസ്സ്
ਖੇਤਰ ਦੀ ਯੋਜਨਾਬੰਦੀ,ഫീൽഡ് ആസൂത്രണം
1. ਕਿਸਾਨ 2. ਕਿਸਾਨ,1. കർഷകൻ 2. കർഷകൻ
1. ਖੇਤੀ 2. ਖੇਤੀ,1. കൃഷി 2. കൃഷി
ਟੱਕਰ,കൂട്ടിയിടി
ਮਲਟੀਪਲ ਪ੍ਰਜਨਨ,ഒന്നിലധികം പ്രജനനം
ਫਰਮੈਂਟੇਸ਼ਨ,അഴുകൽ
ਜਣਨ,ഫെർട്ടിലിറ്റി
ਖਾਦ,വളം
ਖਾਦ ਵਰਤਣ ਦੀ ਕੁਸ਼ਲਤਾ,വളം ഉപയോഗം കാര്യക്ഷമത
ਰੇਸ਼ੇਦਾਰ,നാരുകളുള്ള
1. ਫਾਰਮ 2. ਖੇਤਰ 3. ਸਥਾਨ,1. ഫാം 2. ഏരിയ 3. സ്ഥലം
ਮਿੱਟੀ ਦੇ ਪਾਣੀ ਨੂੰ ਰੱਖਣ,മണ്ണ് വെള്ളം പിടിക്കൽ
ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ,ഫീൽഡ് പ്രദർശനം
1. ਸਥਿਰਤਾ 2. ਫਿਕਸੇਸ਼ਨ 3. ਫਿਕਸੇਸ਼ਨ,1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ
1. ਡੁੱਬਣਾ 2. ਗਰਭਪਾਤ,1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ
ਵਹਾਅ ਚਿੱਤਰ,ഒഴുക്ക് ഡയഗ്രം
ਭੋਜਨ ਮੁੱਲ,ഭക്ഷണ മൂല്യം
ਚਾਰਾ,കാലിത്തീറ്റ
ਪੂਰਵ ਅਨੁਮਾਨ,പ്രവചനം
ਜੰਗਲ,വനം
ਜੰਗਲਾਤ,വനവൽക്കരണം
1. ਤਾਦਪਰਨ 2. ਰੂਪ,1. ടാഡ്പാർൺ 2. ഫോം
ਠੰਡ ਰੋਧਕ,മഞ്ഞ് പ്രതിരോധം
