Tamil,Assamese
இழை கண்ணாடி,ফাইবাৰ গ্লাছ
ஃபைபர் ஆப்டிக் இணைப்பு,ফাইবাৰ অপটিক লিংক
ஃபைபர் ஆப்டிக்ஸ் டிரான்ஸ்மிஷன் சாளரம்,ফাইবাৰ অপটিক্স ট্ৰেন্সমিছন উইণ্ড&#39;
ஃபைபர் லைட் டிடெக்டர்,ফাইবাৰ লাইট ডিটেক্টৰ
நார் பிணைப்பு,ফাইবাৰ বণ্ডিং
ஃபைபோனச்சி எண்கள்,ফিবোনাচি সংখ্যা
மெய்நிகர் இரைச்சல் ஜெனரேட்டர்,ভাৰ্চুৱেল শব্দ উৎপাদক
பெறுநரின் விசுவாசம்,গ্ৰাহকৰ নিষ্ঠা
போலி,জালিয়াতি
பகுதி உதவி,এলেকা সহায়ক
புல விளைவு சாதனம்,ফিল্ড ইফেক্ট ডিভাইচ
புல விளைவு சுவிட்ச்,ফিল্ড ইফেক্ট চুইচ
புல பயனுள்ள டிரான்சிஸ்டர்,ফিল্ড ইফেক্টিভ ট্ৰেঞ্জিষ্টৰ
புல உமிழ்வு,ক্ষেত্ৰ নিৰ্গমন
முன்னணி உடல்,সীহৰ শৰীৰ
புல அதிர்வெண்,ফিল্ড ফ্ৰিকুৱেন্সি
புல தீவிரம்,ক্ষেত্ৰৰ তীব্ৰতা
புல நிரல் தர்க்க வரிசை,ফিল্ড প্ৰগ্ৰেম লজিক এৰে
கள சோதனை,ক্ষেত্ৰ পৰীক্ষা
கள ரத்து,ফিল্ড বাতিল কৰা
FIFO நினைவகம்,FIFO মেমৰি
செயல்திறன் குறியீடு,দক্ষতা সূচকাংক
கோப்பு,ফাইল
கோப்பு நிரப்பு,ফাইল ভৰোৱা
கோப்பு கட்டளை,file কমাণ্ড
கோப்பு சேவையகம்,নথিপত্ৰ চাৰ্ভাৰ
அடுக்கு மின்தேக்கி,স্তৰৰ কেপাচিটৰ
அடுக்கு மின்தடை,স্তৰৰ ৰেজিষ্টৰ
வடிகட்டி,ফিল্টাৰ
வடிகட்டி பண்புகள்,ফিল্টাৰৰ বৈশিষ্ট্যসমূহ
வடிகட்டி சுற்று,ফিল্টাৰ বৰ্তনী
சேகரிப்பு,সংগ্ৰহ
வடிகட்டி வடிவமைப்பு,ফিল্টাৰ ডিজাইন
தொடர்பு தரவு,যোগাযোগ তথ্য
வடிகட்டி முறை,ফিল্টাৰ পদ্ধতি
வடிகட்டி புனரமைப்பு,ফিল্টাৰ পুনৰ্গঠন
இறுதி அசெம்பிளிங்,চূড়ান্ত একত্ৰীকৰণ
கைரேகை,আঙুলিৰ ছাপ
வரையறுக்கப்பட்ட மனக்கிளர்ச்சி அறிக்கை வடிகட்டி,সসীম আৱেগিক প্ৰতিবেদন ফিল্টাৰ
வரையறுக்கப்பட்ட அளவுரு,সসীম প্ৰাচল
வரையறுக்கப்பட்ட நிலை இயந்திரம்,সসীম অৱস্থাৰ যন্ত্ৰ
துப்பாக்கி சூடு கோணம்,ফায়াৰিং এংগেল
நிலைபொருள்,ফাৰ্মৱেৰ
முதல் உருவ வார்த்தை,প্ৰথম চিত্ৰ শব্দ
முதல் வரிசை பிரஷ்,প্ৰথম ক্ৰমৰ প্ৰাচ
பிஷ்ஷர் லூப் சோதனை,ফিচাৰ লুপ পৰীক্ষা
நிலையான,নেৰানেপেৰা
நிலையான அட்டென்யூட்டர்,ফিক্সড এটেনুৱেটৰ
நிலையான நோக்குநிலை,ফিক্সড অৰিয়েণ্টেচন
நிலையான கால்குலேட்டர்,ফিক্সড কেলকুলেটৰ
நிலையான பகுதி,নিৰ্দিষ্ট এলেকা
ஒதுக்கீட்டு இயந்திரம்,এচাইনমেণ্ট মেচিন
நிலையான நேரக் கட்டுப்படுத்தி,নিৰ্দিষ্ট সময় নিয়ন্ত্ৰক
கொடி,পতাকা
விளிம்பு,ফ্লেংগ
மடல் அட்டென்யூட்டர்,ফ্লেপ এটেনুৱেটৰ
ஒளிரும்,flamboyant
பிரகாசம் மாற்றி,উজ্জ্বলতা ৰূপান্তৰক
ஒளிரும்,উজ্জ্বলতা
தட்டையான தரை ஸ்கேனிங்,ফ্লেট ফ্ল&#39;ৰ স্কেনিং
தட்டையான சுருள்,সমতল কুণ্ডলী
பிளாட் கோப்பு,ফ্লেট ফাইল
தட்டையான வடிகட்டி,ফ্লেট ফিল্টাৰ
பிளாட் பேக்,ফ্লেট পেক
தட்டையான ரிப்பன் கேபிள்,সমতল ফিতা কেবল
தட்டையான மேல் மாதிரி,ফ্লেট টপ নমুনা সংগ্ৰহ
F-அடுக்கு,F-স্তৰ
F-அடுக்கு அயனோஸ்பியர்,F-স্তৰীয় আয়নমণ্ডল
ஃப்ளெமிங்,ফ্লেমিং
ஃப்ளெமிங் மற்றும் கிளிண்டன் வேறுபாடு முறை,ফ্লেমিং আৰু ক্লিণ্টন ডাইভাৰ্জেন্স মেথড
படபடப்பு,flutter
படபடப்பு சத்தம்,flutter শব্দ
படபடப்பு போட்டோமீட்டர்,ফ্লাটাৰ ফটোমিটাৰ
புரட்டல்,ফ্লিপ ফ্লপ
ஃபிளிப் ஃப்ளாப் ஒத்திசைவற்ற முதலீடு,ফ্লিপ ফ্লপ এচিনক্ৰ&#39;নাছ বিনিয়োগ
ஃபிளிப் ஃப்ளாப் பண்புகள்,ফ্লিপ ফ্লপৰ বৈশিষ্ট্যসমূহ
ஃபிளிப் ஃப்ளாப் அழைப்பு சமிக்ஞை,ফ্লিপ ফ্লপ কল সংকেত
ஃபிளிப் ஃப்ளாப் காலவரிசை,ফ্লিপ ফ্লপ টাইমলাইন
ஃபிளிப் ஃப்ளாப் கோர்-தூண்டப்பட்டது,ফ্লিপ ফ্লপ কোৰ-ট্ৰিগাৰ কৰা হৈছে
flip flop jK தூண்டுதல்,ফ্লিপ ফ্লপ jK ট্ৰিগাৰ
ஃபிளிப் ஃப்ளாப் தாழ்ப்பாள்,ফ্লিপ ফ্লপ লেচ
புரட்டுதல் மாஸ்டர்-அடிமை,ফ্লিপ ফ্লপ মাষ্টাৰ-স্লেভ
ஃபிளிப் ஃப்ளாப் ஆர்எஸ்,ফ্লিপ ফ্লপ আৰ এছ
Flip Flop Startup Restart Set Reset (SR),ফ্লিপ ফ্লপ আৰম্ভ পুনৰাৰম্ভ সেট পুনৰায় সেট কৰক (SR)
ஃபிளிப் ஃப்ளாப் சின்க்ரோனஸ் முதலீடு,ফ্লিপ ফ্লপ সমকালীন বিনিয়োগ
மிதவை கட்டணம்,ভাসমান চাৰ্জ
மிதவை உருவாக்கம்,ভাসমান গঠন
மிதக்கும் வாயில்,ভাসমান গেট
விலகல்,বিনিয়োগ
இணைக்கப்படாத சுமை,অসংযুক্ত লোড
தொடர்பில்லாத ஆதாரம்,অসম্পৰ্কীয় উৎস
முழு வெளிச்சம்,সম্পূৰ্ণ আলোকসজ্জা
நெகிழ்,ফ্লপি
நெகிழ் வட்டு,ফ্লপি ডিস্ক
ஓட்டம்,প্ৰবাহ
ஓட்ட விளக்கப்படம்,ফ্ল&#39; চাৰ্ট
சாய்வு வரைபடம்,গ্ৰেডিয়েন্ট ডায়াগ্ৰাম
ஓட்டம் திசை,প্ৰবাহৰ দিশ
ஓட்ட வரி,প্ৰবাহ ৰেখা
ஓட்டமானி,ফ্ল&#39;মিটাৰ
FLT U2 வடிகட்டி,FLT U2 ফিল্টাৰ
பன்மை சிதைவு தேற்றம்,বহুবচন ক্ষয় উপপাদ্য
திரவ உராய்வு தணிப்பு,তৰল ঘৰ্ষণ ডেম্পিং
திரவ தளம்,তৰল মজিয়া
ஃப்ளோரசன்ஸ் விளைவு குழாய்,ফ্লু&#39;ৰেচেন্স ইফেক্ট টিউব
ஃப்ளோரசன்ட்,ফ্লু&#39;ৰেচেণ্ট
படபடப்பு,flutter
ஃப்ளக்ஸ் அடர்த்தி,ফ্লাক্স ঘনত্ব
ஃப்ளக்ஸ் கதவு காந்தமானி,ফ্লাক্স দুৱাৰৰ চুম্বকমাপক
ஃப்ளக்ஸ் பிணைப்பு,ফ্লাক্স বাইণ্ডিং
"ஃப்ளக்ஸ் மீட்டர், ஃப்ளக்ஸ் மீட்டர்","ফ্লাক্স মিটাৰ, ফ্লাক্স মিটাৰ"
ஃப்ளக்ஸ் சாலிடர்,ফ্লাক্স ছল্ডাৰ
எதிர் காயம்,কাউণ্টাৰ ইনজুৰি
எதிர்வினை உயர் மின்னழுத்தம்,ৰিয়েক্টেন্স উচ্চ ভল্টেজ
எதிர் மின்மாற்றி,কাউণ্টাৰকাৰেণ্ট ট্ৰেন্সফৰ্মাৰ
குவிப்பு விளைவு,সঞ্চয় প্ৰভাৱ
அதிர்வெண் பண்பேற்றம் டிஜிட்டல் டிடெக்டர்,ফ্ৰিকুৱেন্সি মডুলেচন ডিজিটেল ডিটেক্টৰ
அதிர்வெண் மாடுலேஷன் பீக் டிடெக்டர்,ফ্ৰিকুৱেন্সি মডুলেচন পিক ডিটেক্টৰ
என்வலப் செய்யப்பட்ட மாடுலேஷன் ஆர்ட் சேர்க்கப்பட்ட லூப் டிடெக்டர்,আৱৰণযুক্ত মডুলেচন কলা যোগ কৰা হৈছে লুপ ডিটেক্টৰ
எப்.எம் குரல் அதிர்வெண் தந்தி,এফ এম ভয়েচ ফ্ৰিকুৱেন্সি টেলিগ্ৰাফ
குவிய,focal
கவனம்,ধ্যান কেন্দ্ৰিত
ஃபோகஸ் கேமரா,ফ&#39;কাচ কেমেৰা
கவனம் பிழை பெருக்கி,ফ&#39;কাচ ভুল এম্প্লিফায়াৰ
கவனம் பட குழாய்,ফোকাচ ছবি টিউব
ஃபோகஸ் சர்வோ,ফোকাচ চাৰ্ভো
கவனம் மற்றும் பின்தொடர்தல்,ফোকাচ আৰু ফ’ল’-আপ
கவனம் மற்றும் உடல் பின்பற்ற,ফোকাচ আৰু ফ’ল’ আপ বডি
படலம்-வகை அளவீடு,ফয়েল-টাইপ গেজ
முதல் விரிசல்,প্ৰথম ফাট
மீண்டும் மடி மின்னழுத்த வரம்பு,ভল্টেজ লিমিটাৰক পিছলৈ ভাঁজ কৰক
வெள்ளை வரி மதிப்பு,বগা ৰেখাৰ মান
மின்னோட்ட வரம்பைத் திரும்ப மடக்கு,কাৰেণ্ট লিমিটাৰক পিছলৈ ভাঁজ কৰক
மடிந்த கட்டிடக்கலை,ভাঁজ কৰা স্থাপত্য
மடிந்த இருமுனையம்,ভাঁজ কৰা ডাইপোল
மடிந்த இருமுனையம்,ভাঁজ কৰা ডাইপোল
மடிந்த உறுப்பு,ভাঁজ কৰা উপাদান
பின்தங்கி,ট্ৰেইলিং
எழுத்துரு காட்சி,ফন্ট প্ৰদৰ্শন
உணவு அச்சு,খাদ্যৰ প্ৰিন্ট
தடை இசைக்குழு,নিষিদ্ধ বেণ্ড
தடைசெய்யப்பட்ட ஆற்றல் இடைவெளி,নিষিদ্ধ শক্তিৰ ব্যৱধান
தடை செய்யப்பட்ட மண்டலம்,বাৰ্ড জ&#39;ন
படை,বল
உந்துதல் மாற்றி,প্ৰপালচিভ কনভাৰ্টাৰ
வெளிநாட்டு பொருள்,বিদেশী বস্তু
வடிவம் காரணி,ফৰ্ম ফ্যাক্টৰ
பக்க நிரப்பு,পৃষ্ঠা পূৰণ কৰা
முறையான தர்க்கம்,আনুষ্ঠানিক যুক্তি
வடிவமைப்பு எண்,ফৰ্মেট নম্বৰ
ஃபோர்ட்ரான்,fortran
தற்செயலான சிதைவு,আকস্মিক বিকৃতি
முன்னோக்கி சார்பு,ফৰৱাৰ্ড বায়াছ
முன்னோக்கி சார்பு,ফৰৱাৰ্ড বায়াছ
முன்னோக்கி சார்பு கூட்டு,ফৰৱাৰ্ড বায়াছ জইণ্ট
முன்னோக்கி தடுக்கும் நிலை,ফৰৱাৰ্ড ব্লক কৰা অৱস্থা
முன்னோக்கி முறிவு மின்னழுத்தம்,ফৰৱাৰ্ড ব্ৰেক ভল্টেজ
முன்னோக்கி பிழை திருத்தம்,ফৰৱাৰ্ড ভুল সংশোধন
முன் வளைய ஆதாயம்,ফ্ৰন্ট লুপ গেইন
முன் சாலை ஆதாயம்,ফ্ৰন্ট ৰোড গেইন
முன்னோக்கி துருவமுனைப்பு,আগলৈ মেৰুত্ব
முன்னோக்கி கடத்துத்திறன்,আগলৈ পৰিবাহীতা
முன்னோக்கி போக்குவரத்து நேரம்,ফৰৱাৰ্ড ট্ৰেনজিট সময়
ஃபாஸ்டர் சில்லி விவேகர்,ফষ্টাৰ চিলি বিবেককাৰ
நான்கு மடங்கு குறியாக்கம்,চতুৰ্ভুজ এনকোডিং
நான்குமுனை,চতুৰ্ভুজ
நாற்கர டிஜிட்டல் பரிமாற்றம்,ডিজিটেল ট্ৰেন্সমিছন
நாற்கர வலையமைப்பு,চতুৰ্ভুজ নেটৱৰ্ক
குவாட்டர்னரி நெட்வொர்க்,চতুৰ্থাংশ নেটৱৰ্ক
குவாட் டியூப் கேமரா,কোৱাড টিউব কেমেৰা
ஃபோரியர் குணகம்,ফুৰিয়েৰ সহগ
ஃபோரியர் ஒருங்கிணைப்பு,ফুৰিয়েৰ সংহতি
ஃபோரியர் தலைகீழ்,ফুৰিয়েৰ বিপৰীত
நான்கு தொடர்,fourier শৃংখলা
பரவும் முறை,সংক্ৰমণ
ஃபோரியர் முக்கோணவியல் தொடர்,ফুৰিয়েৰ ত্ৰিকোণমিতিক শৃংখলা
ஃபோரியர் தேற்றம்,ফুৰিয়েৰ উপপাদ্য
நான்கு மடங்கு சாதனம்,চতুৰ্ভুজ ডিভাইচ
குவாட்டர்னரி டையோடு,quaternary ডাইঅ&#39;ড
மொபைல் புள்ளி செயலி,মোবাইল পইণ্ট প্ৰচেছৰ
மிதக்கும் புள்ளி அலகு,ফ্লটিং পইণ্ট ইউনিট
கோப்பு மாற்று,ফাইল সলনি কৰা
பகுதியளவு பிழை,ভগ্নাংশ ভুল
வேறுபட்ட பரிமாற்றம்,ডিফাৰেন্সিয়েল ট্ৰেন্সমিছন
சட்டகம்,ফ্ৰেম
சட்ட இடையக சிப்,ফ্ৰেম বাফাৰ চিপ
சட்ட பிடிப்பு,ফ্ৰেম কেপচাৰ
சட்ட கடவுச்சொல்,ফ্ৰেম পাছৱৰ্ড
சட்ட வடிவம்,ফ্ৰেম ফৰ্মেট
சட்ட அதிர்வெண்,ফ্ৰেম ফ্ৰিকুৱেন্সি
சட்ட நிலம்,ফ্ৰেম লেণ্ড
சட்ட ஒத்திசைவு புள்ளிகள்,ফ্ৰেম সমকালীন বিন্দু
சட்ட ஒத்திசைவு,ফ্ৰেম সমন্বয়
சட்ட ஒத்திசைவான சமிக்ஞை,ফ্ৰেম সমকালীন সংকেত
வெளிப்படையான குறியீடு,ফ্ৰেংক কোড
இலவச எலக்ட்ரான்கள்,মুক্ত ইলেক্ট্ৰন
இலவச மண்டலம்,free Zone
இலவச நகரும் ஆஸிலேட்டர்,মুক্ত গতিশীল দোলক
இலவச இடைவெளி மின்மறுப்பு,মুক্ত ব্যৱধান ইম্পিডেন্স
இலவச இடைவெளி,মুক্ত ব্যৱধান
இலவச நகரும் மல்டிவிபிரேட்டர்,মুক্ত গতিশীল মাল্টিভাইব্ৰেটৰ
அதிர்வெண்,কম্পনাংক
அதிர்வெண்,কম্পনাংক
அதிர்வெண்,কম্পনাংক
அதிர்வெண்,কম্পনাংক
அதிர்வெண் இணைக்கப்பட்ட சேனல்,কম্পাঙ্ক সংযুক্ত চেনেল
அதிர்வெண் ஒதுக்கீடு,কম্পাঙ্ক নিযুক্তি
அலைவரிசை,ফ্ৰিকুৱেন্সি বেণ্ড
அதிர்வெண் மாற்றி,ফ্ৰিকুৱেন্সি কনভাৰ্টাৰ
அதிர்வெண் இழப்பீடு,কম্পাঙ্ক ক্ষতিপূৰণ
அதிர்வெண் இழப்பீடு,কম্পাঙ্ক ক্ষতিপূৰণ
அதிர்வெண் கட்டுப்படுத்தப்பட்ட ஆஸிலேட்டர்,কম্পাঙ্ক নিয়ন্ত্ৰিত দোলক
அதிர்வெண் மாற்றம்,কম্পাঙ্ক ৰূপান্তৰ
அதிர்வெண் பண்பேற்றம்,ফ্ৰিকুৱেন্সি মডুলেচন
அதிர்வெண் கண்டறிதல்,ফ্ৰিকুৱেন্সি ডিটেক্টৰ
அதிர்வெண் விலகல்,কম্পাঙ্ক বিচ্যুতি
அதிர்வெண் விலகல்,কম্পাঙ্ক বিচ্যুতি
அதிர்வெண் வேறுபாடு,কম্পাঙ্ক পাৰ্থক্য
அதிர்வெண் பாகுபடுத்துபவர்,কম্পাঙ্ক বৈষম্যক
அதிர்வெண் சிதைவு,কম্পাঙ্ক বিকৃতি
அதிர்வெண் மாறுபாடு,কম্পাঙ্ক তাৰতম্য
அதிர்வெண் பிரிப்பான்,কম্পাঙ্ক বিভাজক
மல்டிபிளெக்சர் அதிர்வெண் பிரிவு,মাল্টিপ্লেক্সাৰ ফ্ৰিকুৱেন্সি ডিভিজন
அதிர்வெண் இரட்டிப்பாகிறது,কম্পাঙ্ক ডাবলাৰ
அதிர்வெண் மாறுதல்,কম্পাঙ্ক চুইচিং
அதிர்வெண் உருவாக்கம்,কম্পাঙ্ক উৎপাদন
அதிர்வெண் சார்ந்த ஆண்டெனா,কম্পাঙ্ক নিৰ্ভৰশীল এন্টেনা
அதிர்வெண் இடைமுகம்,কম্পাঙ্ক আন্তঃপৃষ্ঠ
அதிர்வெண் குறுக்கீடு,কম্পাঙ্ক হস্তক্ষেপ
அதிர்வெண் தலைகீழ்,কম্পাঙ্ক বিপৰীত
அதிர்வெண் பண்பேற்றம்,ফ্ৰিকুৱেন্সি মডুলেচন
அதிர்வெண் பண்பேற்றம் குறியீடு,ফ্ৰিকুৱেন্সি মডুলেচন সূচকাংক
அதிர்வெண் மாடுலேட்டர்,ফ্ৰিকুৱেন্সি মডুলেটৰ
அதிர்வெண் குறுகிய இசைக்குழு,কম্পাঙ্ক সংকীৰ্ণ বেণ্ড
அதிர்வெண் இரைச்சல்,কম্পাঙ্ক শব্দ
அதிர்வெண் வரம்பு,কম্পাঙ্ক পৰিসৰ
அதிர்வெண் எதிர்வினை மாடுலேட்டர்,ফ্ৰিকুৱেন্সি ৰিয়েক্টেন্স মডুলেটৰ
அதிர்வெண் குறிப்பு,ফ্ৰিকুৱেন্সি ৰেফাৰেন্স
அதிர்வெண் பதில்,কম্পাঙ্ক প্ৰতিক্ৰিয়া
அதிர்வெண் தரப்படுத்தல்,কম্পাঙ্ক গ্ৰেডিং
அதிர்வெண் ஒலி சுற்று,কম্পাঙ্ক শব্দ বৰ্তনী
அதிர்வெண் நிறமாலை,কম্পাঙ্ক বৰ্ণালী
அதிர்வெண் நிலைத்தன்மை,কম্পাঙ্ক স্থিৰতা
அதிர்வெண் தரநிலை,কম্পাঙ্ক মানদণ্ড
அதிர்வெண் தவறு,কম্পাঙ্ক দোষ
அதிர்வெண் தொகுப்பு,কম্পাঙ্ক সংশ্লেষণ
அதிர்வெண் தொகுப்பு,কম্পাঙ্ক সংশ্লেষণ
அதிர்வெண் தொகுக்கப்பட்ட டியூனிங்,ফ্ৰিকুৱেন্সি সংশ্লেষিত টিউনিং
அதிர்வெண் மின்னழுத்த மாற்றம்,কম্পাঙ্ক ভল্টেজ পৰিৱৰ্তন
மின்னழுத்த மாற்றிக்கு அதிர்வெண்,ফ্ৰিকুৱেন্সি টু ভল্টেজ কনভাৰ্টাৰ
அதிர்வெண்-மின்னழுத்த மாற்றி,ফ্ৰিকুৱেন্সি-ভোল্টেজ কনভাৰ্টাৰ
அதிர்வெண்-மின்னழுத்த மாற்றி,ফ্ৰিকুৱেন্সি-ভোল্টেজ কনভাৰ্টাৰ
அதிர்வெண் தாங்கி,ফ্ৰিকুৱেন্সি বেয়াৰিং
அதிர்வெண் பரிமாற்றம்,কম্পাঙ্ক স্থানান্তৰ
அதிர்வெண் பரிமாற்றம்,ফ্ৰিকুৱেন্সি ট্ৰেন্সমিছন
அதிர்வெண் ட்யூனர்,ফ্ৰিকুৱেন্সি টিউনাৰ
எழுத்து மாடுலேட்டர்,চৰিত্ৰ মডুলেটৰ
அதிர்வெண் பரந்த இசைக்குழு,ফ্ৰিকুৱেন্সি ৱাইড বেণ্ড
ஃப்ரெஸ்னல் சிதைவு அதிர்வெண்,ফ্ৰেনেলৰ অৱক্ষয়ৰ কম্পাঙ্ক
உராய்வு பிழை,ঘৰ্ষণ ভুল
வட்ட பாத்திரம்,বৃত্ত আখৰ
முன் பலகை கட்டுப்பாடு,ফ্ৰন্ট বৰ্ড নিয়ন্ত্ৰণ
முன் தாழ்வாரம்,সন্মুখৰ বাৰাণ্ডা
பனி புள்ளி ஹைக்ரோமீட்டர்,ফ্ৰষ্ট পইণ্ট হাইগ্ৰ&#39;মিটাৰ
கோப்பு சேமிப்பு,নথিপত্ৰ সংৰক্ষণ
ஃபூ மஞ்சு வைரஸ்,ফু মাঞ্চু ভাইৰাছ
எரிபொருள் பம்ப் குறுக்கீடு,ইন্ধন পাম্পৰ হস্তক্ষেপ
fuji நெகிழ்வின்மை செயல்பாடு,ফুজি অনমনীয়তা অপাৰেচন
முழு சேர்ப்பான்,সম্পূৰ্ণ এডাৰ
முழு இரட்டை,সম্পূৰ্ণ ডুপ্লেক্স
முழு இரட்டை அமைப்பு,সম্পূৰ্ণ ডুপ্লেক্স ছেটআপ
முழு இரட்டை பரிமாற்றம்,সম্পূৰ্ণ ডুপ্লেক্স ট্ৰেন্সমিছন
முழு சுமை மின்னழுத்தம்,সম্পূৰ্ণ লোড ভল্টেজ
முழு சக்தி,সম্পূৰ্ণ শক্তি
முழு பவர் பேண்ட் நீட்டிப்பு,সম্পূৰ্ণ শক্তি বেণ্ড সম্প্ৰসাৰণ
முழுமையான அளவிலான விலகல்,নিৰপেক্ষ স্কেল বিচ্যুতি
முழு திரை,সম্পূৰ্ণ পৰ্দা
சரியான கலவை,নিখুঁত যৌগ
முழு கசிவு தாங்கல்,সম্পূৰ্ণ লিক বাফাৰিং
முழு அலை,সম্পূৰ্ণ তৰংগ
முழு அலை பாலம் திருத்தி,সম্পূৰ্ণ তৰংগ দলং ৰেক্টিফায়াৰ
முழு அலை திருத்தி,সম্পূৰ্ণ তৰংগ ৰেক্টিফায়াৰ
செயல்பாட்டு குறியீடு,ফাংচন ক&#39;ড
செயல்பாடு ஜெனரேட்டர்,ফাংচন জেনেৰেটৰ
செயல்பாட்டு நூலகம்,ফাংচন লাইব্ৰেৰী
செயல்பாடு சுவிட்ச்,ফাংচন চুইচ
செயல்பாட்டு உருவகப்படுத்துதல்,কাৰ্য্যকৰী অনুকৰণ
அசல்,মূলত
அடிப்படை அதிர்வெண்,মূল কম্পাঙ্ক
அடிப்படை முறை,মূল ধৰণ
அசல் அதிர்வு,মূল অনুনাদ
உருகி,ফিউজ
உருகி விளைவு,ফিউজ ইফেক্ট
உருகி வரைபடம்,ফিউজ মেপ
கரையக்கூடிய இணைப்பு,দ্ৰৱণীয় লিংক
எதிர்கால போக்கு,ভৱিষ্যতৰ ধাৰা
"தெளிவற்ற தர்க்கம், தெளிவற்ற தர்க்கம்","অস্পষ্ট যুক্তি, অস্পষ্ট যুক্তি"
"தெளிவற்ற தர்க்கம், போலி தர்க்கம்","অস্পষ্ট যুক্তি, ভুৱা যুক্তি"
கோப்பு பிரித்தெடுத்தல்,ফাইল নিষ্কাশন
மறு முதலீட்டு உணர்திறன்,পুনৰ বিনিয়োগৰ সংবেদনশীলতা
ஆதாயம்,লাভ কৰা
வழிகாட்டப்பட்ட லேசரைப் பெறுங்கள்,গাইড লেজাৰ লাভ কৰক
இலாப வரம்பு,লাভৰ সীমা
ஆதாய பேண்ட் விரிவாக்க பெருக்கல்,গেইন বেণ্ড সম্প্ৰসাৰণ বহুগুণন
மாறுதல் அதிர்வெண்ணைப் பெறுங்கள்,ট্ৰেঞ্জিচন ফ্ৰিকুৱেন্সি লাভ কৰক
கல்லாகர் குறியீடு,গ্যালাঘৰ কোড
காலியம் ஆர்சனைடு,গেলিয়াম আৰ্চেনাইড
கால்வனிக் செல்,গেলভানিক কোষ
கால்வனோமீட்டர்,গেলভানোমিটাৰ
கால்வனேற்றப்பட்ட ரெக்கார்டர்,গেলভানাইজড ৰেকৰ্ডাৰ
காமா,গামা
காமா கதிர்,গামা-ৰশ্মি
குரல் ட்யூனிங்,কণ্ঠস্বৰযুক্ত টিউনিং
இடைவெளி,ব্যৱধান
எரிவாயு மூழ்கும் விளக்கு,গেছ বিসৰ্জন লেম্প
வாயு லேசர்,গেছ লেজাৰ
"வாயில், வாயில்","গেট, গেট"
வாயில் வரிசை,গেট এৰে
வாயில் வரிசை,গেট এৰে
கேட் கொள்ளளவு / கேட் கேபாசிட்டர்,গেট কেপাচিটেন্স / গেট কেপাচিটৰ
வாயில் இன்சுலேடிங்,গেট ইনচুলেটিং
வாயில் ஆஸிலேட்டர்,গেট দোলক
வாயில் பாதுகாப்பு,গেটৰ নিৰাপত্তা
வாயில் பாதுகாப்பு டையோடு,গেট সুৰক্ষা ডাইঅ&#39;ড
வாயில் பூட்டு சுவிட்ச்,গেট লক চুইচ
வாயில் கட்டுப்படுத்தப்பட்ட சுவிட்ச்,গেট নিয়ন্ত্ৰিত চুইচ
கேட் போஸ்டிங் நெட்வொர்க்,গেটৰ পিছফালৰ নেটৱৰ্ক
கேட் ஆக்சைடு மின்தேக்கி,গেট অক্সাইড কেপাচিটৰ
திறப்பு பிழை,খোলাৰ ভুল
அளவு,জোখ লোৱা
அளவு பெருக்கி,গেজ বহুগুণক
காஸ் மீட்டர்,গাউছ মিটাৰ
காசியன் அடர்த்தி செயல்பாடு,গাউছিয়ান ঘনত্ব ফলন
காஸியன் பரவல்,গাউছিয়ান প্ৰসাৰণ
காஸியன் விநியோகம்,গাউছিয়ান বিতৰণ
காஸியன் விநியோகம்,গাউছিয়ান বিতৰণ
காஸியன் சத்தம்,গাউছিয়ান শব্দ
காஸியன் சத்தம்,গাউছিয়ান শব্দ
காசியன் செயல்முறை,গাউছিয়ান প্ৰক্ৰিয়া
காசியன் துடிப்பு,গাউছিয়ান পালছ
காசியன் சட்டம்,গাউছিয়ান নিয়ম
கிக் ஹெர்ட்ஸ்,গিগা হাৰ্টজ
பொது நோக்க எதிர்ப்பு,সাধাৰণ উদ্দেশ্যৰ প্ৰতিৰোধ ক্ষমতা
உருவாக்கப்பட்ட சத்தம்,সৃষ্টি কৰা শব্দ
ஜெனரேட்டர்,জেনেৰেটৰ
"பெற்றோர், பொதுவான","পিতৃ-মাতৃ, সাধাৰণ"
வடிவியல் சராசரி,জ্যামিতিক গড়
வடிவியல் கதிர் அனுரேஷ்,জ্যামিতিক ৰশ্মি অনুৰেশ
புவிநிலை அறை,ভূ-স্থিৰ কক্ষ
gerber foment,gerber foment
ஜெர்மானியம்,জাৰ্মেনিয়াম
ஜெர்மானியம் டையோடு,জাৰ্মেনিয়াম ডাইঅ&#39;ড
கெட்ரான் சிகிச்சை,getran চিকিৎসা
கீசர் கால்குலேட்டர்,গেইজাৰ কেলকুলেটৰ
போலி நினைவக பிரதிபலிப்பு,ছ্যুডো মেমৰি ৰিফ্লেক্স
கிப்ஸ் நிகழ்வு,গিবছ পৰিঘটনা
கிகா,গিগা
வித்தை,gimmick
கண்ணை கூசும் வடிகட்டி,গ্লেয়াৰ ফিল্টাৰ
கண்ணாடி மின்தேக்கி,গ্লাছ কেপাচিটৰ
தடுமாற்றம்,গ্লিচ
பூமியின் நிலை செயற்கைக்கோள்,পৃথিৱীৰ অৱস্থান উপগ্ৰহ
பிரகாசம் மூழ்குதல்,পোহৰৰ বিসৰ্জন
ஷெல் குறியீடு,শ্বেল ক&#39;ড
தங்க குறியீடு,সোণৰ কোড
