English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Altitude of the apogee,अपभू-तुंगता,અપભૂ-તુંગતા,अपभू-तुंगता,ਅਪਭੂ-ਤੁਂਗਤਾ,অপভূ-তুংগতা,अपभू-तुंगता,ಅಪಭೂ-ತುಂಗತಾ,അപഭൂ-തുംഗതാ,அபபூ-துங்கதா,అపభూ-తుంగతా,اپبھو-تنگتا,অপভূ-তুংগতা,ଅପଭୂ-ତୁଂଗତା,अपभू-तुंगता
Altitude of the perigee,उपभू-तुंगता,ઉપભૂ-તુંગતા,उपभू-तुंगता,ਉਪਭੂ-ਤੁਂਗਤਾ,উপভূ-তুংগতা,उपभू-तुंगता,ಉಪಭೂ-ತುಂಗತಾ,ഉപഭൂ-തുംഗതാ,உபபூ-துங்கதா,ఉపభూ-తుంగతా,اپبھو-تنگتا,উপভূ-তুংগতা,ଉପଭୂ-ତୁଂଗତା,उपभू-तुंगता
Amateur radio communication,अव्यावसायिक रेडियो संचार,અવ્યાવસાયિક રેડિયો સંચાર,अव्यावसायिक रेडियो संचार,ਅਵ੍ਯਾਵਸਾਯਿਕ ਰੇਡਿਯੋ ਸਂਚਾਰ,অব্যাবসাযিক রেডিযো সংচার,अव्यावसायिक रेडियो संचार,ಅವ್ಯಾವಸಾಯಿಕ ರೇಡಿಯೋ ಸಂಚಾರ,അവ്യാവസായിക രേഡിയോ സംചാര,அவ்யாவஸாயிக ரேடியோ ஸங்சார,అవ్యావసాయిక రేడియో సంచార,اویاوسایک ریڈیو سنچار,অ্যাসাযিক রডিয সংচার,ଅବ୍ଯାବସାଯିକ ରେଡିଯୋ ସଂଚାର,अव्यावसायिक रेडियो संचार
Ambience,परिवेश,પરિવેશ,परिवेश,ਪਰਿਵੇਸ਼,পরিবেশ,परिवेश,ಪರಿವೇಶ,പരിവേശ,பரிவேச,పరివేశ,پرویش,পরিশ,ପରିବେଶ,परिवेश
Ambience microphone,परिवेश माइक्रोफोन,પરિવેશ માઇક્રોફોન,परिवेश माइक्रोफोन,ਪਰਿਵੇਸ਼ ਮਾਇਕ੍ਰੋਫੋਨ,পরিবেশ মাইক্রোফোন,परिवेश माइक्रोफोन,ಪರಿವೇಶ ಮಾಇಕ್ರೋಫೋನ,പരിവേശ മാഇക്രോഫോന,பரிவேச மாஇக்ரோபோந,పరివేశ మాఇక్రోఫోన,پرویش مائکروفون,পরিশ মাইক্রফন,ପରିବେଶ ମାଇକ୍ରୋଫୋନ,परिवेश माइक्रोफोन
Ambient condition,परिवेशी दशा,પરિવેશી દશા,परिवेशी दशा,ਪਰਿਵੇਸ਼ੀ ਦਸ਼ਾ,পরিবেশী দশা,परिवेशी दशा,ಪರಿವೇಶೀ ದಶಾ,പരിവേശീ ദശാ,பரிவேசீ தசா,పరివేశీ దశా,پرویشی دشا,পরিশী দশা,ପରିବେଶୀ ଦଶା,परिवेशी दशा
Ambient lighting,परिवेश प्रकाश व्यवस्था,પરિવેશ પ્રકાશ વ્યવસ્થા,परिवेश प्रकाश व्यवस्था,ਪਰਿਵੇਸ਼ ਪ੍ਰਕਾਸ਼ ਵ੍ਯਵਸ੍ਥਾ,পরিবেশ প্রকাশ ব্যবস্থা,परिवेश प्रकाश व्यवस्था,ಪರಿವೇಶ ಪ್ರಕಾಶ ವ್ಯವಸ್ಥಾ,പരിവേശ പ്രകാശ വ്യവസ്ഥാ,பரிவேச ப்ரகாச வ்யவஸ்தா,పరివేశ ప్రకాశ వ్యవస్థా,پرویش پرکاش ویوستھا,পরিশ প্রকাশ ্যস্থা,ପରିବେଶ ପ୍ରକାଶ ବ୍ଯବସ୍ଥା,परिवेश प्रकाश व्यवस्था
Ambient noise,परिवेशी रव,પરિવેશી રવ,परिवेशी रव,ਪਰਿਵੇਸ਼ੀ ਰਵ,পরিবেশী রব,परिवेशी रव,ಪರಿವೇಶೀ ರವ,പരിവേശീ രവ,பரிவேசீ ரவ,పరివేశీ రవ,پرویشی رو,পরিশী র,ପରିବେଶୀ ରବ,परिवेशी रव
Ambient temperature,"परिवेशी ताप, परिवेश ताप","પરિવેશી તાપ, પરિવેશ તાપ","परिवेशी ताप, परिवेश ताप","ਪਰਿਵੇਸ਼ੀ ਤਾਪ, ਪਰਿਵੇਸ਼ ਤਾਪ","পরিবেশী তাপ, পরিবেশ তাপ","परिवेशी ताप, परिवेश ताप","ಪರಿವೇಶೀ ತಾಪ, ಪರಿವೇಶ ತಾಪ","പരിവേശീ താപ, പരിവേശ താപ","பரிவேசீ தாப, பரிவேச தாப","పరివేశీ తాప, పరివేశ తాప",پرویشی تاپ، پرویش تاپ,"পরিশী তাপ, পরিশ তাপ","ପରିବେଶୀ ତାପ, ପରିବେଶ ତାପ","परिवेशी ताप, परिवेश ताप"
American standard code,अमरीकी मानक कोड,અમરીકી માનક કોડ,अमरीकी मानक कोड,ਅਮਰੀਕੀ ਮਾਨਕ ਕੋਡ,অমরীকী মানক কোড,अमरीकी मानक कोड,ಅಮರೀಕೀ ಮಾನಕ ಕೋಡ,അമരീകീ മാനക കോഡ,அமரீகீ மாநக கோட,అమరీకీ మానక కోడ,امریکی مانک کوڈ,অমরীকী মানক কড,ଅମରୀକୀ ମାନକ କୋଡ,अमरीकी मानक कोड
Ampere,ऐम्पियर,ઐમ્પિયર,ऐम्पियर,ਐਮ੍ਪਿਯਰ,ঐম্পিযর,ऐम्पियर,ವಿದ್ಯುತ್ ಪ್ರವಾಹವನ್ನು ಆಳೆಯುವ ಮಾನ (ಆಂಪಿಯರ್),ഐമ്പിയര,ஐம்பியர,ఐమ్పియర,امپیر,ঐম্পিযর,ଐମ୍ପିଯର,ऐम्पियर
Ampere meter,ऐम्पियर मापी,ઐમ્પિયર માપી,ऐम्पियर मापी,ਐਮ੍ਪਿਯਰ ਮਾਪੀ,ঐম্পিযর মাপী,ऐम्पियर मापी,ಐಮ್ಪಿಯರ ಮಾಪೀ,ഐമ്പിയര മാപീ,ஐம்பியர மாபீ,ఐమ్పియర మాపీ,امپیر پیما / امپیرمیٹر,ঐম্পিযর মাপী,ଐମ୍ପିଯର ମାପୀ,ऐम्पियर मापी
Amplification,प्रवर्धन,પ્રવર્ધન,प्रवर्धन,ਪ੍ਰਵਰ੍ਧਨ,প্রবর্ধন,प्रवर्धन,ಪ್ರವರ್ಧನ,പ്രവര്ധന,ப்ரவர்தந,ప్రవర్ధన,افزائش,প্রর্ধন,ପ୍ରବର୍ଦ୍ଧନ,प्रवर्धन
Amplification factor,प्रवर्धन गुणक,પ્રવર્ધન ગુણક,प्रवर्धन गुणक,ਪ੍ਰਵਰ੍ਧਨ ਗੁਣਕ,প্রবর্ধন গুণক,प्रवर्धन गुणक,ಪ್ರವರ್ಧನಾಂಶ,പ്രവര്ധന ഗുണക,ப்ரவர்தந குணக,ప్రవర్ధన గుణక,افزائش ضربیہ,প্রর্ধন গুণক,ପ୍ରବର୍ଧନ ଗୁଣକ,प्रवर्धन गुणक
Amplifier,प्रवर्धक,પ્રવર્ધક,प्रवर्धक,ਪ੍ਰਵਰ੍ਧਕ,প্রবর্ধক,प्रवर्धक,"ವರ್ಧಕ, ಧ್ವನಿವರ್ಧಕ",പ്രവര്ധക,ப்ரவர்தக,ప్రవర్ధక,افزائش کار / ایمپلی فائر,প্রর্ধক,ପ୍ରବର୍ଧକ,प्रवर्धक
Amplifier gain,प्रवर्धक लब्धि,પ્રવર્ધક લબ્ધિ,प्रवर्धक लब्धि,ਪ੍ਰਵਰ੍ਧਕ ਲਬ੍ਧਿ,প্রবর্ধক লব্ধি,प्रवर्धक लब्धि,ಪ್ರವರ್ಧಕ ಲಬ್ಧಿ,പ്രവര്ധക ലബ്ധി,ப்ரவர்தக லப்தி,ప్రవర్ధక లబ్ధి,پروردھک لبدھی,প্রর্ধক লব্ধি,ପ୍ରବର୍ଧକ ଲବ୍ଧି,प्रवर्धक लब्धि
Amplifier noise,प्रवर्धक रव,પ્રવર્ધક રવ,प्रवर्धक रव,ਪ੍ਰਵਰ੍ਧਕ ਰਵ,প্রবর্ধক রব,प्रवर्धक रव,ಪ್ರವರ್ಧಕ ರವ,പ്രവര്ധക രവ,ப்ரவர்தக ரவ,ప్రవర్ధక రవ,پروردھک رو,প্রর্ধক র,ପ୍ରବର୍ଧକ ରବ,प्रवर्धक रव
Amplifying equipment,प्रवर्धन उपस्कर,પ્રવર્ધન ઉપસ્કર,प्रवर्धन उपस्कर,ਪ੍ਰਵਰ੍ਧਨ ਉਪਸ੍ਕਰ,প্রবর্ধন উপস্কর,प्रवर्धन उपस्कर,ಪ್ರವರ್ಧನ ಉಪಸ್ಕರ,പ്രവര്ധന ഉപസ്കര,ப்ரவர்தந உபஸ்கர,ప్రవర్ధన ఉపస్కర,پروردھن اوپسکر,প্রর্ধন উপস্কর,ପ୍ରବର୍ଧନ ଉପସ୍କର,प्रवर्धन उपस्कर
Amplifying klystron,प्रवर्धन क्लाइस्ट्रॉन,પ્રવર્ધન ક્લાઇસ્ટ્રૉન,प्रवर्धन क्लाइस्ट्रॉन,ਪ੍ਰਵਰ੍ਧਨ ਕ੍ਲਾਇਸ੍ਟ੍ਰ੉ਨ,প্রবর্ধন ক্লাইস্ট্রৌন,प्रवर्धन क्लाइस्ट्रॉन,ಪ್ರವರ್ಧನ ಕ್ಲಾಇಸ್ಟ್ರೌನ,പ്രവര്ധന ക്ലാഇസ്ട്രൌന,ப்ரவர்தந க்லாஇஸ்ட்ரௌந,ప్రవర్ధన క్లాఇస్ట్రౌన,پروردھن کلائسٹران,প্রর্ধন ক্লাইস্ট্রন,ପ୍ରବର୍ଧନ କ୍ଲାଇସ୍ଟ୍ରୌନ,प्रवर्धन क्लाइस्ट्रॉन
Amplifying unit,प्रवर्धन एकक,પ્રવર્ધન એકક,प्रवर्धन एकक,ਪ੍ਰਵਰ੍ਧਨ ਏਕਕ,প্রবর্ধন একক,प्रवर्धन एकक,ಪ್ರವರ್ಧನ ಏಕಕ,പ്രവര്ധന ഏകക,ப்ரவர்தந ஏகக,ప్రవర్ధన ఏకక,پروردھن ایکک,প্রর্ধন কক,ପ୍ରବର୍ଧନ ଏକକ,प्रवर्धन एकक
Amplitude," आयाम , कोणांक","આયામ , કોણાંક","आयाम , कोणांक","ਵਿਸਥਾਰ,ਫ਼ੈਲਾਉ,ਅਧਿਕਤਾ,ਬਹੁਲਤਾ","আযাম , কোণাংক","आयाम , कोणांक","ವ್ಯಾಪ್ತಿ, ಪಾರ, ವಿಸ್ತಾರ","ആയാമ , കോണാംക","ஆயாம , கோணாங்க","ఆయామ , కోణాంక",وسعت,"আযাম , কণাংক","ଆଯାମ , କୋଣାଂକ","आयाम , कोणांक"
Amplitude distortion,आयाम विरूपण,આયામ વિરૂપણ,आयाम विरूपण,ਆਯਾਮ ਵਿਰੂਪਣ,আযাম বিরূপণ,आयाम विरूपण,ಆಯಾಮ ವಿರೂಪಣ,ആയാമ വിരൂപണ,ஆயாம விரூபண,ఆయామ విరూపణ,آیام وروپن,আযাম িরূপণ,ଆଯାମ ବିରୂପଣ,आयाम विरूपण
Amplitude excursion,आयाम प्रसार,આયામ પ્રસાર,आयाम प्रसार,ਆਯਾਮ ਪ੍ਰਸਾਰ,আযাম প্রসার,आयाम प्रसार,ಆಯಾಮ ಪ್ರಸಾರ,ആയാമ പ്രസാര,ஆயாம ப்ரஸார,ఆయామ ప్రసార,آیام پرسار,আযাম প্রসার,ଆଯାମ ପ୍ରସାର,आयाम प्रसार
Amplitude factor,आयाम गुणक,આયામ ગુણક,आयाम गुणक,ਆਯਾਮ ਗੁਣਕ,আযাম গুণক,आयाम गुणक,ಆಯಾಮ ಗುಣಕ,ആയാമ ഗുണക,ஆயாம குணக,ఆయామ గుణక,آیام گنک,আযাম গুণক,ଆଯାମ ଗୁଣକ,आयाम गुणक
Amplitude limiter,आयाम सीमक,આયામ સીમક,आयाम सीमक,ਆਯਾਮ ਸੀਮਕ,আযাম সীমক,आयाम सीमक,ಆಯಾಮ ಸೀಮಕ,ആയാമ സീമക,ஆயாம ஸீமக,ఆయామ సీమక,آیام سیمک,আযাম সীমক,ଆଯାମ ସୀମକ,आयाम सीमक
Amplitude modulated,आयाम मॉडुलित,આયામ મૉડુલિત,आयाम मॉडुलित,ਆਯਾਮ ਮ੉ਡੁਲਿਤ,আযাম মৌডুলিত,आयाम मॉडुलित,ಆಯಾಮ ಮೌಡುಲಿತ,ആയാമ മൌഡുലിത,ஆயாம மௌடுலித,ఆయామ మౌడులిత,آیام ماڈلت,আযাম মডুলিত,ଆଯାମ ମୌଡୁଲିତ,आयाम मॉडुलित
Amplitude modulation,आयाम मॉडुलन,આયામ મૉડુલન,आयाम मॉडुलन,ਆਯਾਮ ਮ੉ਡੁਲਨ,আযাম মৌডুলন,आयाम मॉडुलन,ಅಳವಡಿಕೆ ಪಾರ,ആയാമ മൌഡുലന,ஆயாம மௌடுலந,ఆయామ మౌడులన,آیام ماڈلن,আযাম মডুলন,ଆଯାମ ମୌଡୁଲନ,आयाम मॉडुलन
Analog (analogue),"अनुरूप, एनालॉग","અનુરૂપ, એનાલૉગ","अनुरूप, एनालॉग","ਅਨੁਰੂਪ, ਏਨਾਲ੉ਗ","অনুরূপ, এনালৌগ","अनुरूप, एनालॉग","ಅನುರೂಪ, ಏನಾಲೌಗ","അനുരൂപ, ഏനാലൌഗ","அநுரூப, ஏநாலௌக","అనురూప, ఏనాలౌగ",انوروپ، اینالاگ,"অনুরূপ, নালগ","ଅନୁରୂପ, ଏନାଲୌଗ","अनुरूप, एनालॉग"
Analog circuit,अनुरूप परिपथ,અનુરૂપ પરિપથ,अनुरूप परिपथ,ਅਨੁਰੂਪ ਪਰਿਪਥ,অনুরূপ পরিপথ,अनुरूप परिपथ,ಅನುರೂಪ ಪರಿಪಥ,അനുരൂപ പരിപഥ,அநுரூப பரிபத,అనురూప పరిపథ,انوروپ پرپتھ,অনুরূপ পরিপথ,ଅନୁରୂପ ପରିପଥ,अनुरूप परिपथ
Analog computer,अनुरूप कंप्यूटर,અનુરૂપ કંપ્યૂટર,अनुरूप कंप्यूटर,ਅਨੁਰੂਪ ਕਂਪ੍ਯੂਟਰ,অনুরূপ কংপ্যূটর,अनुरूप कंप्यूटर,ಅನುರೂಪ ಕಂಪ್ಯೂಟರ,അനുരൂപ കംപ്യൂടര,அநுரூப கங்ப்யூடர,అనురూప కంప్యూటర,انوروپ کمپیوٹر,অনুরূপ কংপ্যূটর,ଅନୁରୂପ କଂପ୍ଯୂଟର,अनुरूप कंप्यूटर
Analog radio frequency channel,अनुरूप रेडियो आवृत्ति चैनल,અનુરૂપ રેડિયો આવૃત્તિ ચૈનલ,अनुरूप रेडियो आवृत्ति चैनल,ਅਨੁਰੂਪ ਰੇਡਿਯੋ ਆਵ੃ਤ੍ਤਿ ਚੈਨਲ,অনুরূপ রেডিযো আবৃত্তি চৈনল,अनुरूप रेडियो आवृत्ति चैनल,ಅನುರೂಪ ರೇಡಿಯೋ ಆವೃತ್ತಿ ಚೈನಲ,അനുരൂപ രേഡിയോ ആവൃത്തി ചൈനല,அநுரூப ரேடியோ ஆவ்ருத்தி சைநல,అనురూప రేడియో ఆవృత్తి చైనల,انوروپ ریڈیو آورتی چینل,অনুরূপ রডিয আৃত্তি চৈনল,ଅନୁରୂପ ରେଡିଯୋ ଆବୃତ୍ତି ଚୈନଲ,अनुरूप रेडियो आवृत्ति चैनल
Analog representation,अनुरूप निरूपण,અનુરૂપ નિરૂપણ,अनुरूप निरूपण,ਅਨੁਰੂਪ ਨਿਰੂਪਣ,অনুরূপ নিরূপণ,अनुरूप निरूपण,ಅನುರೂಪ ನಿರೂಪಣ,അനുരൂപ നിരൂപണ,அநுரூப நிரூபண,అనురూప నిరూపణ,انوروپ نروپن,অনুরূপ নিরূপণ,ଅନୁରୂପ ନିରୂପଣ,अनुरूप निरूपण
Analog signal,"अनुरूप संकेत, अनुरूप सिगनल","અનુરૂપ સંકેત, અનુરૂપ સિગનલ","अनुरूप संकेत, अनुरूप सिगनल","ਅਨੁਰੂਪ ਸਂਕੇਤ, ਅਨੁਰੂਪ ਸਿਗਨਲ","অনুরূপ সংকেত, অনুরূপ সিগনল","अनुरूप संकेत, अनुरूप सिगनल","ಅನುರೂಪ ಸಂಕೇತ, ಅನುರೂಪ ಸಿಗನಲ","അനുരൂപ സംകേത, അനുരൂപ സിഗനല","அநுரூப ஸங்கேத, அநுரூப ஸிகநல","అనురూప సంకేత, అనురూప సిగనల",انوروپ سنکیت، انوروپ سگنل,"অনুরূপ সংকত, অনুরূপ সিগনল","ଅନୁରୂପ ସଂକେତ, ଅନୁରୂପ ସିଗନଲ","अनुरूप संकेत, अनुरूप सिगनल"
Analog to digital,अनुरूप से अंकीय,અનુરૂપ સે અંકીય,अनुरूप से अंकीय,ਅਨੁਰੂਪ ਸੇ ਅਂਕੀਯ,অনুরূপ সে অংকীয,अनुरूप से अंकीय,ಅನುರೂಪ ಸೇ ಅಂಕೀಯ,അനുരൂപ സേ അംകീയ,அநுரூப ஸே அங்கீய,అనురూప సే అంకీయ,انوروپ سے انکیہ,অনুরূপ স অংকীয,ଅନୁରୂପ ସେ ଅଂକୀଯ,अनुरूप से अंकीय
Analog to digital converter,अनुरूप-अंकीय परिवर्तक,અનુરૂપ-અંકીય પરિવર્તક,अनुरूप-अंकीय परिवर्तक,ਅਨੁਰੂਪ-ਅਂਕੀਯ ਪਰਿਵਰ੍ਤਕ,অনুরূপ-অংকীয পরিবর্তক,अनुरूप-अंकीय परिवर्तक,ಅನುರೂಪ-ಅಂಕೀಯ ಪರಿವರ್ತಕ,അനുരൂപ-അംകീയ പരിവര്തക,அநுரூப-அங்கீய பரிவர்தக,అనురూప-అంకీయ పరివర్తక,انوروپ-انکیہ پرورتک,অনুরূপ-অংকীয পরির্তক,ଅନୁରୂପ-ଅଂକୀଯ ପରିବର୍ତକ,अनुरूप-अंकीय परिवर्तक
Analog video,अनुरूप वीडियो,અનુરૂપ વીડિયો,अनुरूप वीडियो,ਅਨੁਰੂਪ ਵੀਡਿਯੋ,অনুরূপ বীডিয,अनुरूप वीडियो,ಅನುರೂಪ ವೀಡಿಯೋ,അനുരൂപ വീഡിയോ,அநுரூப வீடியோ,అనురూప వీడియో,انوروپ ویڈیو,অনুরূপ ীডিয,ଅନୁରୂପ ବୀଡିଯୋ,अनुरूप वीडियो
Analogous,"अनुरूप, स–श","અનુરૂપ, સ–શ","अनुरूप, स–श","ਅਨੁਰੂਪ, ਸ–ਸ਼","অনুরূপ, স–শ","अनुरूप, स–श",ಸಾದೃಶ್ಯರೂಪ,"അനുരൂപ, സ–ശ","அநுரூப, ஸ–ச","అనురూప, స–శ",مشابہ,"অনুরূপ, স–শ","ଅନୁରୂପ, ସ–ଶ","अनुरूप, स–श"
Analogy,अनुरूपता,અનુરૂપતા,अनुरूपता,ਅਨੁਰੂਪਤਾ,অনুরূপতা,अनुरूपता,ಸಾದೃಶ್ಯ,അനുരൂപതാ,அநுரூபதா,అనురూపతా,مشابہت,অনুরূপতা,"ସମବୃତ୍ତିତା, ଅନୁରୂପତା",अनुरूपता
Analysis,विष्लेषण,વિશ્લેષણ,"पृथक्करण, विश्‍लेषण",ਵਿਸ਼ਲੇਸ਼ਣ,বিশ্লেষণ,विश्‍लेशण,ವಿಶ್ಲೇಷಣೆ,"അപഗ്രഥനം, വിശ്ലേഷണം, വിശകലനം",பகுப்பு,"విశ్లేషణ,వింగడింపు,పరిశీలన",تجزیہ کار,বিশ্লেষণ,ବିଶ୍ଳେଷଣ,विश्‍लेषण
Analysis of data,आंकड़ा विष्लेषण,આંકડ઼ા વિષ્લેષણ,आंकड़ा विष्लेषण,ਆਂਕਡ਼ਾ ਵਿ਷੍ਲੇ਷ਣ,আংকড়া বিষ্লেষণ,आंकड़ा विष्लेषण,ಆಂಕಡ಼ಾ ವಿಷ್ಲೇಷಣ,ആംകഡാ വിഷ്ലേഷണ,ஆங்கடா விஷ்லேஷண,ఆంకడా విష్లేషణ,آنکڑوں کا تجزیہ,আংকড়া িষ্লষণ,ଉପାତ୍ତ ତଥ୍ୟାବଳୀ ବିଶ୍ଳେଷଣ,आंकड़ा विष्लेषण
Analytical density,विष्लेषी घनत्व,વિષ્લેષી ઘનત્વ,विष्लेषी घनत्व,ਵਿ਷੍ਲੇ਷ੀ ਘਨਤ੍ਵ,বিষ্লেষী ঘনত্ব,विष्लेषी घनत्व,ವಿಷ್ಲೇಷೀ ಘನತ್ವ,വിഷ്ലേഷീ ഘനത്വ,விஷ்லேஷீ கநத்வ,విష్లేషీ ఘనత్వ,وشلیشی گھنتو,িষ্লষী ঘনত্,ବିଷ୍ଲେଷୀ ଘନତ୍ବ,विष्लेषी घनत्व
Analyze,विष्लेषण करना,વિષ્લેષણ કરના,विष्लेषण करना,ਵਿ਷੍ਲੇ਷ਣ ਕਰਨਾ,বিষ্লেষণ করনা,विष्लेषण करना,ವಿಷ್ಲೇಷಣ ಕರನಾ,വിഷ്ലേഷണ കരനാ,விஷ்லேஷண கரநா,విష్లేషణ కరనా,وشلیشن کرنا,িষ্লষণ করনা,ବିଷ୍ଲେଷଣ କରନା,विष्लेषण करना
Analyzer,विष्लेषक,વિષ્લેષક,विष्लेषक,ਵਿ਷੍ਲੇ਷ਕ,বিষ্লেষক,विष्लेषक,ವಿಷ್ಲೇಷಕ,വിഷ്ലേഷക,விஷ்லேஷக,విష్లేషక,وشلیشک,িষ্লষক,ବିଷ୍ଲେଷକ,विष्लेषक
Ancilliary equipment,सहायक उपस्कर,સહાયક ઉપસ્કર,सहायक उपस्कर,ਸਹਾਯਕ ਉਪਸ੍ਕਰ,সহাযক উপস্কর,सहायक उपस्कर,ಸಹಾಯಕ ಉಪಸ್ಕರ,സഹായക ഉപസ്കര,ஸஹாயக உபஸ்கர,సహాయక ఉపస్కర,سہایک اوپسکر,সহাযক উপস্কর,ସହାଯକ ଉପସ୍କର,सहायक उपस्कर
AND Gate,"ऐन्ड गेट, तथा द्वार, AND गेट","ઐન્ડ ગેટ, તથા દ્વાર, and ગેટ","ऐन्ड गेट, तथा द्वार, and गेट","ਐਨ੍ਡ ਗੇਟ, ਤਥਾ ਦ੍ਵਾਰ, and ਗੇਟ","ঐন্ড গেট, তথা দ্বার, and গেট","ऐन्ड गेट, तथा द्वार, and गेट","ಐನ್ಡ ಗೇಟ, ತಥಾ ದ್ವಾರ, and ಗೇಟ","ഐന്ഡ ഗേട, തഥാ ദ്വാര, and ഗേട","ஐந்ட கேட, ததா த்வார, and கேட","ఐన్డ గేట, తథా ద్వార, and గేట",اینڈ گیٹ، تتھا دوار، and گیٹ,"ঐন্ড গট, তথা দ্ার, and গট","ଐନ୍ଡ ଗେଟ, ତଥା ଦ୍ବାର, and ଗେଟ","ऐन्ड गेट, तथा द्वार, and गेट"
Angle of collimation,समांतरण कोण,સમાંતરણ કોણ,समांतरण कोण,ਸਮਾਂਤਰਣ ਕੋਣ,সমাংতরণ কোণ,समांतरण कोण,ಸಮಾಂತರಣ ಕೋಣ,സമാംതരണ കോണ,ஸமாங்தரண கோண,సమాంతరణ కోణ,سمانترن کون,সমাংতরণ কণ,ସମାଂତରଣ କୋଣ,समांतरण कोण
Angle of polarization,धुवण कोण,ધુવણ કોણ,धुवण कोण,ਧੁਵਣ ਕੋਣ,ধুবণ কোণ,धुवण कोण,ಧುವಣ ಕೋಣ,ധുവണ കോണ,துவண கோண,ధువణ కోణ,دھون کون,ধুণ কণ,ଧୁବଣ କୋଣ,धुवण कोण
Angle of rotation,घूर्णन कोण,ઘૂર્ણન કોણ,घूर्णन कोण,ਘੂਰ੍ਣਨ ਕੋਣ,ঘূর্ণন কোণ,घूर्णन कोण,ಘೂರ್ಣನ ಕೋಣ,ഘൂര്ണന കോണ,கூர்ணந கோண,ఘూర్ణన కోణ,گروش زاویہ,ঘূর্ণন কণ,ଘୂର୍ଣନ କୋଣ,घूर्णन कोण
Angstrom (Å),ऐंग्स्ट्रम(Å),ઐંગ્સ્ટ્રમ(å),ऐंग्स्ट्रम(å),ਐਂਗ੍ਸ੍ਟ੍ਰਮ(å),ঐংগ্স্ট্রম(å),ऐंग्स्ट्रम(å),ಐಂಗ್ಸ್ಟ್ರಮ(å),ഐംഗ്സ്ട്രമ(å),ஐங்க்ஸ்ட்ரம(å),ఐంగ్స్ట్రమ(å),اینگسٹرم(å),ঐংগ্স্ট্রম(å),ଐଂଗ୍ସ୍ଟ୍ରମ(å),ऐंग्स्ट्रम(å)
Angular,"कोणीय, d¨f.kd","કોણીય, d¨f.kd","कोणीय, d¨f.kd",ਕੋਣ ਵਾਲਾ,"কোণীয, d¨f.kd","कोणीय, d¨f.kd",ಕೋನೀಯ,"കോണീയ, d¨f.kd","கோணீய, d¨f.kd","కోణీయ, d¨f.kd",زاویائی,"কণীয, d¨f.kd","କୋଣୀଯ, d¨f.kd","कोणीय, d¨f.kd"
Angular acceleration,d¨.kh; त्वरण,d¨.kh; ત્વરણ,d¨.kh; त्वरण,d¨.kh; ਤ੍ਵਰਣ,d¨.kh; ত্বরণ,d¨.kh; त्वरण,d¨.kh; ತ್ವರಣ,d¨.kh; ത്വരണ,d¨.kh; த்வரண,d¨.kh; త్వరణ,زوایائی اسراع,d¨.kh; ত্রণ,d¨.kh; ତ୍ବରଣ,d¨.kh; त्वरण
Angular co-ordinates,कोणीय निर्देशांक,કોણીય નિર્દેશાંક,कोणीय निर्देशांक,ਕੋਣੀਯ ਨਿਰ੍ਦੇਸ਼ਾਂਕ,কোণীয নির্দেশাংক,कोणीय निर्देशांक,ಕೋಣೀಯ ನಿರ್ದೇಶಾಂಕ,കോണീയ നിര്ദേശാംക,கோணீய நிர்தேசாங்க,కోణీయ నిర్దేశాంక,کونیہ نردیشانک,কণীয নির্দশাংক,କୋଣୀଯ ନିର୍ଦେଶାଂକ,कोणीय निर्देशांक
Angular deflection,कोणीय विक्षेपण,કોણીય વિક્ષેપણ,कोणीय विक्षेपण,ਕੋਣੀਯ ਵਿਕ੍਷ੇਪਣ,কোণীয বিক্ষেপণ,कोणीय विक्षेपण,ಕೋಣೀಯ ವಿಕ್ಷೇಪಣ,കോണീയ വിക്ഷേപണ,கோணீய விக்ஷேபண,కోణీయ విక్షేపణ,کونیہ وکشیپن,কণীয িক্ষপণ,କୋଣୀଯ ବିକ୍ଷେପଣ,कोणीय विक्षेपण
Angular dispersion,कोणीय परिक्षेपण,કોણીય પરિક્ષેપણ,कोणीय परिक्षेपण,ਕੋਣੀਯ ਪਰਿਕ੍਷ੇਪਣ,কোণীয পরিক্ষেপণ,कोणीय परिक्षेपण,ಕೋಣೀಯ ಪರಿಕ್ಷೇಪಣ,കോണീയ പരിക്ഷേപണ,கோணீய பரிக்ஷேபண,కోణీయ పరిక్షేపణ,کونیہ پرکشیپن,কণীয পরিক্ষপণ,କୋଣୀଯ ପରିକ୍ଷେପଣ,कोणीय परिक्षेपण
Angular displacement,कोणीय विस्थापन,કોણીય વિસ્થાપન,कोणीय विस्थापन,ਕੋਣੀਯ ਵਿਸ੍ਥਾਪਨ,কোণীয বিস্থাপন,कोणीय विस्थापन,ಕೋಣೀಯ ವಿಸ್ಥಾಪನ,കോണീയ വിസ്ഥാപന,கோணீய விஸ்தாபந,కోణీయ విస్థాపన,کونیہ وستھاپن,কণীয িস্থাপন,କୋଣୀଯ ବିସ୍ଥାପନ,कोणीय विस्थापन
