English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
common average,सार्व औसत,સાર્વ ઔસત,सार्व औसत,ਸਾਰ੍ਵ ਔਸਤ,সার্ব ঔসত,सार्व औसत,ಸಾರ್ವ ಔಸತ,സാര്വ ഔസത,ஸார்வ ஔஸத,సార్వ ఔసత,سارو اوسط,সার্ ঔসত,ସାର୍ବ ଔସତ,सार्व औसत
common measure of probability,सार्व प्रायिकता माप,સાર્વ પ્રાયિકતા માપ,सार्व प्रायिकता माप,ਸਾਰ੍ਵ ਪ੍ਰਾਯਿਕਤਾ ਮਾਪ,সার্ব প্রাযিকতা মাপ,सार्व प्रायिकता माप,ಸಾರ್ವ ಪ್ರಾಯಿಕತಾ ಮಾಪ,സാര്വ പ്രായികതാ മാപ,ஸார்வ ப்ராயிகதா மாப,సార్వ ప్రాయికతా మాప,سارو پرایکتا ماپ,সার্ প্রাযিকতা মাপ,ସାର୍ବ ପ୍ରାଯିକତା ମାପ,सार्व प्रायिकता माप
common practice,सामान्य कार्य प्रणाली,સામાન્ય કાર્ય પ્રણાલી,सामान्य कार्य प्रणाली,ਸਾਮਾਨ੍ਯ ਕਾਰ੍ਯ ਪ੍ਰਣਾਲੀ,সামান্য কার্য প্রণালী,सामान्य कार्य प्रणाली,ಸಾಮಾನ್ಯ ಕಾರ್ಯ ಪ್ರಣಾಲೀ,സാമാന്യ കാര്യ പ്രണാലീ,ஸாமாந்ய கார்ய ப்ரணாலீ,సామాన్య కార్య ప్రణాలీ,سامانیہ کاریہ پرنالی,সামান্য কার্য প্রণালী,ସାମାନ୍ଯ କାର୍ଯ ପ୍ରଣାଲୀ,सामान्य कार्य प्रणाली
common variance (math),सार्व प्रसरण,સાર્વ પ્રસરણ,सार्व प्रसरण,ਸਾਰ੍ਵ ਪ੍ਰਸਰਣ,সার্ব প্রসরণ,सार्व प्रसरण,ಸಾರ್ವ ಪ್ರಸರಣ,സാര്വ പ്രസരണ,ஸார்வ ப்ரஸரண,సార్వ ప్రసరణ,سارو پرسرن,সার্ প্রসরণ,ସାର୍ବ ପ୍ରସରଣ,सार्व प्रसरण
companion chart,सहचर संचित्र,સહચર સંચિત્ર,सहचर संचित्र,ਸਹਚਰ ਸਂਚਿਤ੍ਰ,সহচর সংচিত্র,सहचर संचित्र,ಸಹಚರ ಸಂಚಿತ್ರ,സഹചര സംചിത്ര,ஸஹசர ஸங்சித்ர,సహచర సంచిత్ర,سہچر سنچتر,সহচর সংচিত্র,ସହଚର ସଂଚିତ୍ର,सहचर संचित्र
comparative picture,तुलनात्मक चित्र,તુલનાત્મક ચિત્ર,तुलनात्मक चित्र,ਤੁਲਨਾਤ੍ਮਕ ਚਿਤ੍ਰ,তুলনাত্মক চিত্র,तुलनात्मक चित्र,ತುಲನಾತ್ಮಕ ಚಿತ್ರ,തുലനാത്മക ചിത്ര,துலநாத்மக சித்ர,తులనాత్మక చిత్ర,تلناتمک چتر,তুলনাত্মক চিত্র,ତୁଲନାତ୍ମକ ଚିତ୍ର,तुलनात्मक चित्र
comparatively,"अपेक्षतपा, अपेक्षाकृत","અપેક્ષતપા, અપેક્ષાકૃત","अपेक्षतपा, अपेक्षाकृत","ਅਪੇਕ੍਷ਤਪਾ, ਅਪੇਕ੍਷ਾਕ੃ਤ","অপেক্ষতপা, অপেক্ষাকৃত","अपेक्षतपा, अपेक्षाकृत","ಅಪೇಕ್ಷತಪಾ, ಅಪೇಕ್ಷಾಕೃತ","അപേക്ഷതപാ, അപേക്ഷാകൃത","அபேக்ஷதபா, அபேக்ஷாக்ருத","అపేక్షతపా, అపేక్షాకృత",اپیکشتپا، اپیکشاکرت,"অপক্ষতপা, অপক্ষাকৃত","ଅପେକ୍ଷତପା, ଅପେକ୍ଷାକୃତ","अपेक्षतपा, अपेक्षाकृत"
compared,तुलना की गई,તુલના કી ગઈ,तुलना की गई,ਤੁਲਨਾ ਕੀ ਗਈ,তুলনা কী গঈ,तुलना की गई,ತುಲನಾ ಕೀ ಗಈ,തുലനാ കീ ഗഈ,துலநா கீ கஈ,తులనా కీ గఈ,تلنا کی گئی,তুলনা কী গঈ,ତୁଲନା କୀ ଗଈ,तुलना की गई
comparing,"तुलना करना, मिलान करना","તુલના કરના, મિલાન કરના","तुलना करना, मिलान करना","ਤੁਲਨਾ ਕਰਨਾ, ਮਿਲਾਨ ਕਰਨਾ","তুলনা করনা, মিলান করনা","तुलना करना, मिलान करना","ತುಲನಾ ಕರನಾ, ಮಿಲಾನ ಕರನಾ",തുലനം,"துலநா கரநா, மிலாந கரநா","తులనా కరనా, మిలాన కరనా",تلنا کرنا، ملان کرنا,"তুলনা করনা, মিলান করনা","ତୁଲନା କରନା, ମିଲାନ କରନା","तुलना करना, मिलान करना"
comparison,"तुलना, मिलान",તુલના,तुलना,"ਤੁਲਨਾ, ਮਿਲਾਨ",তুলনা,"तुळा,तुलना,सर","ಹೋಲಿಕೆ, ತುಲನೆ",ഉപമ,ஒப்புமை,పోల్చి చూచుట,تقابل۔ مقابلہ,তুলনা,"ତୁଳନା, ମିଳାଣ",तुलना
competent statistician,सक्षम सांख्यिकी विद्,સક્ષમ સાંખ્યિકી વિદ્,सक्षम सांख्यिकी विद्,ਸਕ੍਷ਮ ਸਾਂਖ੍ਯਿਕੀ ਵਿਦ੍,সক্ষম সাংখ্যিকী বিদ্,सक्षम सांख्यिकी विद्,ಸಕ್ಷಮ ಸಾಂಖ್ಯಿಕೀ ವಿದ್,സക്ഷമ സാംഖ്യികീ വിദ്,ஸக்ஷம ஸாங்க்யிகீ வித்,సక్షమ సాంఖ్యికీ విద్,سکشم سانکھیکی ود,সক্ষম সাংখ্যিকী িদ্,ସକ୍ଷମ ସାଂଖ୍ଯିକୀ ବିଦ୍,सक्षम सांख्यिकी विद्
complete picture of protection provided,संरक्षण का उपलब्ध पूर्ण रक्षण चित्र,સંરક્ષણ કા ઉપલબ્ધ પૂર્ણ રક્ષણ ચિત્ર,संरक्षण का उपलब्ध पूर्ण रक्षण चित्र,ਸਂਰਕ੍਷ਣ ਕਾ ਉਪਲਬ੍ਧ ਪੂਰ੍ਣ ਰਕ੍਷ਣ ਚਿਤ੍ਰ,সংরক্ষণ কা উপলব্ধ পূর্ণ রক্ষণ চিত্র,संरक्षण का उपलब्ध पूर्ण रक्षण चित्र,ಸಂರಕ್ಷಣ ಕಾ ಉಪಲಬ್ಧ ಪೂರ್ಣ ರಕ್ಷಣ ಚಿತ್ರ,സംരക്ഷണ കാ ഉപലബ്ധ പൂര്ണ രക്ഷണ ചിത്ര,ஸங்ரக்ஷண கா உபலப்த பூர்ண ரக்ஷண சித்ர,సంరక్షణ కా ఉపలబ్ధ పూర్ణ రక్షణ చిత్ర,سنرکشن کا اپلبدھ پورن رکشن چتر,সংরক্ষণ কা উপলব্ধ পূর্ণ রক্ষণ চিত্র,ସଂରକ୍ଷଣ କା ଉପଲବ୍ଧ ପୂର୍ଣ ରକ୍ଷଣ ଚିତ୍ର,संरक्षण का उपलब्ध पूर्ण रक्षण चित्र
complex system,जटिल पद्‍धति,જટિલ પદ્ધતિ,जटिल पद्धति,ਜਟਿਲ ਪਦ੍ਧਤਿ,জটিল পদ্ধতি,जटिल पद्धति,ಜಟಿಲ ಪದ್ಧತಿ,ജടില പദ്ധതി,ஜடில பத்ததி,జటిల పద్ధతి,جٹل پدھتی,জটিল পদ্ধতি,ଜଟିଲ ପଦ୍ଧତି,जटिल पद्धति
complicated for practical use,व्यावहारिक उपयोग के लिए जटिल,વ્યાવહારિક ઉપયોગ કે લિએ જટિલ,व्यावहारिक उपयोग के लिए जटिल,ਵ੍ਯਾਵਹਾਰਿਕ ਉਪਯੋਗ ਕੇ ਲਿਏ ਜਟਿਲ,ব্যাবহারিক উপযোগ কে লিএ জটিল,व्यावहारिक उपयोग के लिए जटिल,ವ್ಯಾವಹಾರಿಕ ಉಪಯೋಗ ಕೇ ಲಿಏ ಜಟಿಲ,വ്യാവഹാരിക ഉപയോഗ കേ ലിഏ ജടില,வ்யாவஹாரிக உபயோக கே லிஏ ஜடில,వ్యావహారిక ఉపయోగ కే లిఏ జటిల,ویوہارک اپیوگ کے لیے جٹل,্যাহারিক উপযগ ক লি জটিল,ବ୍ଯାବହାରିକ ଉପଯୋଗ କେ ଲିଏ ଜଟିଲ,व्यावहारिक उपयोग के लिए जटिल
component bar chart,घटक दंड संचित्र,ઘટક દંડ સંચિત્ર,घटक दंड संचित्र,ਘਟਕ ਦਂਡ ਸਂਚਿਤ੍ਰ,ঘটক দংড সংচিত্র,घटक दंड संचित्र,ಘಟಕ ದಂಡ ಸಂಚಿತ್ರ,ഘടക ദംഡ സംചിത്ര,கடக தங்ட ஸங்சித்ர,ఘటక దండ సంచిత్ర,گھٹک دنڈ سنچتر,ঘটক দংড সংচিত্র,ଅଂଶକ ଦଣ୍ଡଚିତ୍ର,घटक दंड संचित्र
component trend chart,घटक उपनति संचित्र,ઘટક ઉપનતિ સંચિત્ર,घटक उपनति संचित्र,ਘਟਕ ਉਪਨਤਿ ਸਂਚਿਤ੍ਰ,ঘটক উপনতি সংচিত্র,घटक उपनति संचित्र,ಘಟಕ ಉಪನತಿ ಸಂಚಿತ್ರ,ഘടക ഉപനതി സംചിത്ര,கடக உபநதி ஸங்சித்ர,ఘటక ఉపనతి సంచిత్ర,گھٹک اپنتی سنچتر,ঘটক উপনতি সংচিত্র,ଘଟକ ଉପନତି ସଂଚିତ୍ର,घटक उपनति संचित्र
composite hypothesis,संयुक्त परिकल्पना,સંયુક્ત પરિકલ્પના,संयुक्त परिकल्पना,ਸਂਯੁਕ੍ਤ ਪਰਿਕਲ੍ਪਨਾ,সংযুক্ত পরিকল্পনা,संयुक्त परिकल्पना,ಸಂಯುಕ್ತ ಪರಿಕಲ್ಪನಾ,സംയുക്ത പരികല്പനാ,ஸங்யுக்த பரிகல்பநா,సంయుక్త పరికల్పనా,سنیکت پرکلپنا,সংযুক্ত পরিকল্পনা,ଯୌଗିକ ପରିକଳ୍ପନା,संयुक्त परिकल्पना
composite sample,संयुक्त प्रतिदर्श,સંયુક્ત પ્રતિદર્શ,संयुक्त प्रतिदर्श,ਸਂਯੁਕ੍ਤ ਪ੍ਰਤਿਦਰ੍ਸ਼,সংযুক্ত প্রতিদর্শ,संयुक्त प्रतिदर्श,ಸಂಯುಕ್ತ ಪ್ರತಿದರ್ಶ,സംയുക്ത പ്രതിദര്ശ,ஸங்யுக்த ப்ரதிதர்ச,సంయుక్త ప్రతిదర్శ,سنیکت پرتدرش,সংযুক্ত প্রতিদর্শ,ଯୌଗିକ ନମୁନା,संयुक्त प्रतिदर्श
composition of lot,प्रचय संयोजन,પ્રચય સંયોજન,प्रचय संयोजन,ਪ੍ਰਚਯ ਸਂਯੋਜਨ,প্রচয সংযোজন,प्रचय संयोजन,ಪ್ರಚಯ ಸಂಯೋಜನ,പ്രചയ സംയോജന,ப்ரசய ஸங்யோஜந,ప్రచయ సంయోజన,پرچیہ سنیوجن,প্রচয সংযজন,ପ୍ରଚଯ ସଂଯୋଜନ,प्रचय संयोजन
comprehensive,व्यापक,"વ્યાપક, બૃહદ, સમાવિષ્ટ","व्यापक, बृहत",ਵਿਆਪਕ,সামগ্রিক,"भोवव्यापक,बहुसमावेशक","ವ್ಯಾಪಕ, ವಿಸ್ತಾರ","വ്യാപകമായ, സമഗ്രമായ","விரிவான, பரந்த",సమగ్రమైన,جامع,"ব্যাপক, সর্বাত্মক","ଅବୋଧ୍ୟ, ବ୍ୟାପକ, ବିସ୍କୃତ",1. व्यापक 2. विस्तृत
comprehensive set of sampling plans,व्यापक प्रतिचयन योजना समुच्चय,વ્યાપક પ્રતિચયન યોજના સમુચ્ચય,व्यापक प्रतिचयन योजना समुच्चय,ਵ੍ਯਾਪਕ ਪ੍ਰਤਿਚਯਨ ਯੋਜਨਾ ਸਮੁਚ੍ਚਯ,ব্যাপক প্রতিচযন যোজনা সমুচ্চয,व्यापक प्रतिचयन योजना समुच्चय,ವ್ಯಾಪಕ ಪ್ರತಿಚಯನ ಯೋಜನಾ ಸಮುಚ್ಚಯ,വ്യാപക പ്രതിചയന യോജനാ സമുച്ചയ,வ்யாபக ப்ரதிசயந யோஜநா ஸமுச்சய,వ్యాపక ప్రతిచయన యోజనా సముచ్చయ,ویاپک پرتچین یوجنا سمچیہ,্যাপক প্রতিচযন যজনা সমুচ্চয,ବ୍ଯାପକ ପ୍ରତିଚଯନ ଯୋଜନା ସମୁଚ୍ଚଯ,व्यापक प्रतिचयन योजना समुच्चय
comprising,सम्मिलित,સમ્મિલિત,सम्मिलित,ਸਮ੍ਮਿਲਿਤ,সম্মিলিত,सम्मिलित,ಸಮ್ಮಿಲಿತ,സമ്മിലിത,ஸம்மிலித,సమ్మిలిత,سملت,সম্মিলিত,ସମ୍ମିଲିତ,सम्मिलित
compromise,समझौता,સમાધાન,"तडजोड, तडजोड करणे","ਸਮਝੋਤਾ, ਸਮਝੋਤਾ ਕਰਨਾ","আপস,রফা,মিটমাট",तडजोड,"ರಾಜಿ, ಒಪ್ಪಂದ","ഒത്തുതീരുക, പൊരുത്തപ്പെടുക, രാജിയാവുക","இணக்கத் தீர்வு, ஒத்திசைவு, சமரசம்","రాజీ,సమాధానం,పరిష్కారం,తీర్మానం",سمجھوتہ، سمجھوتہ کرنا,"আপোচ, আপোচ কৰ",ଅପୋଷ ମୀମାଂସା,1. सम्झौता 2. सम्झौता गर्नु
computation,अभिकलन,અભિકલન,अभिकलन,ਅਭਿਕਲਨ,অভিকলন,अभिकलन,ಗಣನೆ/ ಎಣಿಕೆ,അഭികലന,அபிகலந,అభికలన,تحاسب,অভিকলন,ଅଭିକଲନ,अभिकलन
computation of average,औसत का अभिकलन,ઔસત કા અભિકલન,औसत का अभिकलन,ਔਸਤ ਕਾ ਅਭਿਕਲਨ,ঔসত কা অভিকলন,औसत का अभिकलन,ಔಸತ ಕಾ ಅಭಿಕಲನ,ഔസത കാ അഭികലന,ஔஸத கா அபிகலந,ఔసత కా అభికలన,اوسط کا ابھکلن,ঔসত কা অভিকলন,ଔସତ କା ଅଭିକଲନ,औसत का अभिकलन
computation of cost,लागत का अभिकलन,લાગત કા અભિકલન,लागत का अभिकलन,ਲਾਗਤ ਕਾ ਅਭਿਕਲਨ,লাগত কা অভিকলন,लागत का अभिकलन,ಲಾಗತ ಕಾ ಅಭಿಕಲನ,ലാഗത കാ അഭികലന,லாகத கா அபிகலந,లాగత కా అభికలన,لاگت کا ابھکلن,লাগত কা অভিকলন,ଲାଗତ କା ଅଭିକଲନ,लागत का अभिकलन
computation of quantitative measures,मात्रात्मक मापों का अभिकलन,માત્રાત્મક માપોં કા અભિકલન,मात्रात्मक मापों का अभिकलन,ਮਾਤ੍ਰਾਤ੍ਮਕ ਮਾਪੋਂ ਕਾ ਅਭਿਕਲਨ,মাত্রাত্মক মাপোং কা অভিকলন,मात्रात्मक मापों का अभिकलन,ಮಾತ್ರಾತ್ಮಕ ಮಾಪೋಂ ಕಾ ಅಭಿಕಲನ,മാത്രാത്മക മാപോം കാ അഭികലന,மாத்ராத்மக மாபோங் கா அபிகலந,మాత్రాత్మక మాపోం కా అభికలన,ماتراتمک ماپوں کا ابھکلن,মাত্রাত্মক মাপং কা অভিকলন,ମାତ୍ରାତ୍ମକ ମାପୋଂ କା ଅଭିକଲନ,मात्रात्मक मापों का अभिकलन
computational,"अभिकलनात्मक, अभिकलनी","અભિકલનાત્મક, અભિકલની","अभिकलनात्मक, अभिकलनी","ਅਭਿਕਲਨਾਤ੍ਮਕ, ਅਭਿਕਲਨੀ","অভিকলনাত্মক, অভিকলনী","अभिकलनात्मक, अभिकलनी","ಅಭಿಕಲನಾತ್ಮಕ, ಅಭಿಕಲನೀ","അഭികലനാത്മക, അഭികലനീ","அபிகலநாத்மக, அபிகலநீ","అభికలనాత్మక, అభికలనీ",تحاسبی,"অভিকলনাত্মক, অভিকলনী","ଅଭିକଲନାତ୍ମକ, ଅଭିକଲନୀ","अभिकलनात्मक, अभिकलनी"
computational data,अभिकलनी आंकड़े,અભિકલની આંકડ઼ે,अभिकलनी आंकड़े,ਅਭਿਕਲਨੀ ਆਂਕਡ਼ੇ,অভিকলনী আংকড়,अभिकलनी आंकड़े,ಅಭಿಕಲನೀ ಆಂಕಡ಼ೇ,അഭികലനീ ആംകഡേ,அபிகலநீ ஆங்கடே,అభికలనీ ఆంకడే,ابھکلنی آنکڑے,অভিকলনী আংকড়,ଅଭିକଲନୀ ଆଂକଡ଼େ,अभिकलनी आंकड़े
computational point of view,अभिकलनी दृष्टिकोण,અભિકલની દૃષ્ટિકોણ,अभिकलनी दृष्टिकोण,ਅਭਿਕਲਨੀ ਦ੃਷੍ਟਿਕੋਣ,অভিকলনী দৃষ্টিকোণ,अभिकलनी दृष्टिकोण,ಅಭಿಕಲನೀ ದೃಷ್ಟಿಕೋಣ,അഭികലനീ ദൃഷ്ടികോണ,அபிகலநீ த்ருஷ்டிகோண,అభికలనీ దృష్టికోణ,ابھکلنی درشٹیکون,অভিকলনী দৃষ্টিকণ,ଅଭିକଲନୀ ଦୃଷ୍ଟିକୋଣ,अभिकलनी दृष्टिकोण
computational work,अभिकलन कार्य,અભિકલન કાર્ય,अभिकलन कार्य,ਅਭਿਕਲਨ ਕਾਰ੍ਯ,অভিকলন কার্য,अभिकलन कार्य,ಅಭಿಕಲನ ಕಾರ್ಯ,അഭികലന കാര്യ,அபிகலந கார்ய,అభికలన కార్య,ابھکلن کاریہ,অভিকলন কার্য,ଅଭିକଲନ କାର୍ଯ,अभिकलन कार्य
computed,अभिकलित,અભિકલિત,अभिकलित,ਅਭਿਕਲਿਤ,অভিকলিত,अभिकलित,ಅಭಿಕಲಿತ,അഭികലിത,அபிகலித,అభికలిత,محسوبہ,অভিকলিত,ଅଭିକଲିତ,अभिकलित
concept,संकल्पना,"વિભાવના, સંકલ્પના","कल्पना, संकल्पना",ਸੰਕਲਪ,"ধারণা,ভাবনা",संकल्पना,ಪರಿಕಲ್ಪನೆ,സങ്കല്‍പ്പനം,"கோட்பாடு, பொதுக் கருத்து,","భావన,సంకల్పన",تصوّر,"সংকল্পনা, অৱধাৰনা",ଧାରଣା,1. विचार 2. धारणा
conclude,निष्कर्ष निकालना,નિષ્કર્ષ નિકાલના,निष्कर्ष निकालना,ਨਿ਷੍ਕਰ੍਷ ਨਿਕਾਲਨਾ,নিষ্কর্ষ নিকালনা,निष्कर्ष निकालना,ನಿಷ್ಕರ್ಷ ನಿಕಾಲನಾ,ഉപസംഹരിക്ക്,நிஷ்கர்ஷ நிகாலநா,నిష్కర్ష నికాలనా,نشکرش نکالنا,নিষ্কর্ষ নিকালনা,ନିଷ୍କର୍ଷ ନିକାଲନା,निष्कर्ष निकालना
conclusion,"निष्कर्ष, परिणाम","ઉપસંહાર, નિષ્કર્ષ, સમાપ્તિ","1. निष्‍कर्ष 2. समाप्‍ति, शेवट","ਪਰਿਣਾਮ, ਸਮਾਪਤੀ, ਨਿਸਕਰਸ਼","উপসংহার,সিদ্ধান্ত","अखेर,निश्कर्श,अनुमान,निर्णय",ತೀರ್ಮಾನ,ഉപസംഹരണം,"முடிவு, முடிவுரை","ఉపసంహారం,నిష్కర్ష,నిశ్చయించి చెప్పిన",نتیجہ,"সমাপন, সমাপ্তি","ସମାପ୍ତ, ଉପସଂହାର, ନିର୍ଣ୍ଣୟ","1. निष्कर्ष 2. समाप्ति, अन्त"
condensation of data,आँकड़ों का संघनन,આઁકડ઼ોં કા સંઘનન,आँकड़ों का संघनन,ਆੰਕਡ਼ੋਂ ਕਾ ਸਂਘਨਨ,আঁকড়োং কা সংঘনন,आँकड़ों का संघनन,ಆಂಕಡ಼ೋಂ ಕಾ ಸಂಘನನ,ആംകഡോം കാ സംഘനന,ஆங்கடோங் கா ஸங்கநந,ఆంకడోం కా సంఘనన,آنکڑوں کا سنگھنن,আঁকড়ং কা সংঘনন,ଆଁକଡ଼ୋଂ କା ସଂଘନନ,आँकड़ों का संघनन
conditional probabilities,सप्रतिबंध प्रायिकता,સપ્રતિબંધ પ્રાયિકતા,सप्रतिबंध प्रायिकता,ਸਪ੍ਰਤਿਬਂਧ ਪ੍ਰਾਯਿਕਤਾ,সপ্রতিবংধ প্রাযিকতা,सप्रतिबंध प्रायिकता,ಸಪ್ರತಿಬಂಧ ಪ್ರಾಯಿಕತಾ,സപ്രതിബംധ പ്രായികതാ,ஸப்ரதிபங்த ப்ராயிகதா,సప్రతిబంధ ప్రాయికతా,سپرتیبندھ پرایکتا,সপ্রতিবংধ প্রাযিকতা,ସପ୍ରତିବଂଧ ପ୍ରାଯିକତା,सप्रतिबंध प्रायिकता
confidence coefficient,विश्वास्यता गुणांक,વિશ્વાસ્યતા ગુણાંક,विश्वास्यता गुणांक,ਵਿਸ਼੍ਵਾਸ੍ਯਤਾ ਗੁਣਾਂਕ,বিশ্বাস্যতা গুণাংক,विश्वास्यता गुणांक,ವಿಶ್ವಾಸ್ಯತಾ ಗುಣಾಂಕ,വിശ്വാസ്യതാ ഗുണാംക,விச்வாஸ்யதா குணாங்க,విశ్వాస్యతా గుణాంక,وشواسیتا گنانک,িশ্াস্যতা গুণাংক,ବିଶ୍ବାସ୍ଯତା ଗୁଣାଂକ,विश्वास्यता गुणांक
confidence interval,विश्वास्यता अंतराल,વિશ્વાસ્યતા અંતરાલ,विश्वास्यता अंतराल,ਵਿਸ਼੍ਵਾਸ੍ਯਤਾ ਅਂਤਰਾਲ,বিশ্বাস্যতা অংতরাল,विश्वास्यता अंतराल,ವಿಶ್ವಾಸ್ಯತಾ ಅಂತರಾಲ,വിശ്വാസ്യതാ അംതരാല,விச்வாஸ்யதா அங்தரால,విశ్వాస్యతా అంతరాల,وشواسیتا انترال,িশ্াস্যতা অংতরাল,ଆସ୍ଥା ଅନ୍ତରାଳ,विश्वास्यता अंतराल
confidence limits,विश्वास्यता सीमाएँ,વિશ્વાસ્યતા સીમાએઁ,विश्वास्यता सीमाएँ,ਵਿਸ਼੍ਵਾਸ੍ਯਤਾ ਸੀਮਾਏੰ,বিশ্বাস্যতা সীমাএঁ,विश्वास्यता सीमाएँ,ವಿಶ್ವಾಸ್ಯತಾ ಸೀಮಾಏಂ,വിശ്വാസ്യതാ സീമാഏം,விச்வாஸ்யதா ஸீமாஏங்,విశ్వాస్యతా సీమాఏం,وشواسیتا سیمائیں,িশ্াস্যতা সীমাঁ,ଆସ୍ଥାର ସୀମାଦ୍ଵୟ,विश्वास्यता सीमाएँ
conforming,अनुरूप होना,અનુરૂપ હોના,अनुरूप होना,ਅਨੁਰੂਪ ਹੋਨਾ,অনুরূপ হোনা,अनुरूप होना,ಅನುರೂಪ ಹೋನಾ,അനുരൂപ ഹോനാ,அநுரூப ஹோநா,అనురూప హోనా,انوروپ ہونا,অনুরূপ হনা,ଅନୁରୂପ ହୋନା,अनुरूप होना
conformity,अनुरूपता,અનુરૂપતા,"1. अनुरूप असणे, रूपता 2. अभिसंगती, अनुरूपता",ਅਨੁਰੂਪਤਾ,অনুরূপতা,अनुरुपताय,"ಅನುರೂಪತೆ, ಸಮವಿನ್ಯಾಸ","അനുയോജ്യത, അനുരൂപത, അനുപാലനം",ஒத்திருத்தல்,"అనురూపత,కట్టు బాటు,అనుబద్ధం",مطابقت۔ تطابق,অনুৰূপতা,"ଅନୁରୂପତା, ସମ୍ମତି",अनुरूपता
connection,संबंधन,"સંબંધ, જોડાવું, સંયોજન","1. संबंध 2. जोडणी, संबंधन","ਸੰਬੰਧ, ਕਨੇਕਸ਼ਨ, ਜੋੜਨਾ",সংযোগ,जोडणी,"ಸಂಬಂಧ, ಜೋಡಣೆ, ಹೊಂದಿಕೆ","ബന്ധം, സമ്പര്‍ക്കം","1. இணைப்பு 2. தொடர்பு, உறவு",సంబంధం,رابطہ، اتصال,1. সম্বন্ধ 2. সংযোজন,"ସଂଯୋଗ, ସମ୍ବନ୍ଧ, ସଂପର୍କ","1. सम्बन्ध 2. संयोजन 3. सम्बद्ध गर्नु, जोड़नु"
consecutive class intervals,क्रमागत वर्ग अंतराल,ક્રમાગત વર્ગ અંતરાલ,क्रमागत वर्ग अंतराल,ਕ੍ਰਮਾਗਤ ਵਰ੍ਗ ਅਂਤਰਾਲ,ক্রমাগত বর্গ অংতরাল,क्रमागत वर्ग अंतराल,ಕ್ರಮಾಗತ ವರ್ಗ ಅಂತರಾಲ,ക്രമാഗത വര്ഗ അംതരാല,க்ரமாகத வர்க அங்தரால,క్రమాగత వర్గ అంతరాల,کرماگت ورگ انترال,ক্রমাগত র্গ অংতরাল,କ୍ରମାଗତ ବର୍ଗ ଅଂତରାଲ,क्रमागत वर्ग अंतराल
consecutive lots,क्रमागत प्रचय,ક્રમાગત પ્રચય,क्रमागत प्रचय,ਕ੍ਰਮਾਗਤ ਪ੍ਰਚਯ,ক্রমাগত প্রচয,क्रमागत प्रचय,ಕ್ರಮಾಗತ ಪ್ರಚಯ,ക്രമാഗത പ്രചയ,க்ரமாகத ப்ரசய,క్రమాగత ప్రచయ,کرماگت پرچیہ,ক্রমাগত প্রচয,କ୍ରମାଗତ ପ୍ରଚଯ,क्रमागत प्रचय
consecutive numbers,क्रमागत संख्याएँ,ક્રમાગત સંખ્યાએઁ,क्रमागत संख्याएँ,ਕ੍ਰਮਾਗਤ ਸਂਖ੍ਯਾਏੰ,ক্রমাগত সংখ্যাএঁ,क्रमागत संख्याएँ,ಕ್ರಮಾಗತ ಸಂಖ್ಯಾಏಂ,ക്രമാഗത സംഖ്യാഏം,க்ரமாகத ஸங்க்யாஏங்,క్రమాగత సంఖ్యాఏం,کرماگت سنکھیائیں,ক্রমাগত সংখ্যাঁ,କ୍ରମାଗତ ସଂଖ୍ଯାଏଁ,क्रमागत संख्याएँ
consecutive points,क्रमागत बिन्दु,ક્રમાગત બિન્દુ,क्रमागत बिन्दु,ਕ੍ਰਮਾਗਤ ਬਿਨ੍ਦੁ,ক্রমাগত বিন্দু,क्रमागत बिन्दु,ಕ್ರಮಾಗತ ಬಿನ್ದು,ക്രമാഗത ബിന്ദു,க்ரமாகத பிந்து,క్రమాగత బిన్దు,کرماگت بندو,ক্রমাগত বিন্দু,କ୍ରମାଗତ ବିନ୍ଦୁ,क्रमागत बिन्दु
consecutive sets of subgroups,क्रमागत उपवर्ग समुच्चय,ક્રમાગત ઉપવર્ગ સમુચ્ચય,क्रमागत उपवर्ग समुच्चय,ਕ੍ਰਮਾਗਤ ਉਪਵਰ੍ਗ ਸਮੁਚ੍ਚਯ,ক্রমাগত উপবর্গ সমুচ্চয,क्रमागत उपवर्ग समुच्चय,ಕ್ರಮಾಗತ ಉಪವರ್ಗ ಸಮುಚ್ಚಯ,ക്രമാഗത ഉപവര്ഗ സമുച്ചയ,க்ரமாகத உபவர்க ஸமுச்சய,క్రమాగత ఉపవర్గ సముచ్చయ,کرماگت اپورگ سمچیہ,ক্রমাগত উপর্গ সমুচ্চয,କ୍ରମାଗତ ଉପବର୍ଗ ସମୁଚ୍ଚଯ,क्रमागत उपवर्ग समुच्चय
consecutive subgroups,क्रमागत उपवर्ग,ક્રમાગત ઉપવર્ગ,क्रमागत उपवर्ग,ਕ੍ਰਮਾਗਤ ਉਪਵਰ੍ਗ,ক্রমাগত উপবর্গ,क्रमागत उपवर्ग,ಕ್ರಮಾಗತ ಉಪವರ್ಗ,ക്രമാഗത ഉപവര്ഗ,க்ரமாகத உபவர்க,క్రమాగత ఉపవర్గ,کرماگت اپورگ,ক্রমাগত উপর্গ,କ୍ରମାଗତ ଉପବର୍ଗ,क्रमागत उपवर्ग
