Marathi,Gujarati
कॉपीराइट,ક copપિરાઇટ
सौहार्दपूर्ण,ઉત્તેજક
कोरोनर,રાજ્યાભિષેક
कॉर्पोरेट बॉडी,સંસ્થાપિત મંડળ
कॉर्पोरेट नियोजन,ક corporate ક corpate ર્ગેંટ આયોજન
कॉर्पोरेशन,નિગમ
महानगरपालिका कर,નિગમ કર
दुरुस्ती,સુધારણા
सुधारात्मक उपाय (= दुरुस्ती),સુધારાત્મક પગલાં (= સુધારણા)
पत्रव्यवहार,પત્રવ્યવહાર
पत्रव्यवहार कोर्स,પત્રવ્યવહાર અભ્યાસક્રમ
पत्रव्यवहार भाग,પત્રવ્યવહાર ભાગ
संवाददाता,સંવાદદાતા
संबंधित,સમાન
कॉरजेन्डम,ઉશ્કેરાટ
सहकार्य,સમર્થન કરવું
सहकार्य,સમર્થન
भ्रष्ट,ભ્રષ્ટ
भ्रष्टाचार,ભ્રષ્ટાચાર
भ्रष्ट सराव,ભ્રષ્ટ વ્યવહાર
कॉस्मोपॉलिटन सिटी,વિશ્વવ્યાપક શહેર
किंमत,ખર્ચ
खर्च अकाउंटंट,પડતર હિસાબનીસ
खर्च विश्लेषण,પડતર
खर्च कमाल मर्यादा,પડતર ખર્ચ
खर्च प्रभावीपणा,ખર્ચ અસરકારક
जीवनावश्यक खर्च,જીવન ખર્ચ
खर्च ओलांडून,પડછાયા
कॉटेज उद्योग,કુટિર ઉદ્યોગ
परिषद,પરિષદ
मंत्री परिषद,મંત્રી -પરિષદ
राज्ये परिषद,રાજનીતિ પરિષદ
सल्ला,સલાહ
समुपदेशन,સલાહ
काउंटर,કાઉન્ટર
प्रति क्रिया,પ્રતિકૂળ કાર્યવાહી
प्रतिज्ञापत्र,પ્રતિ -સોગંદ
प्रति शुल्क,પ્રતિ -ખર્ચ
काउंटर हक्क,પ્રતિ -દાવા
बनावट चलन,નકલી ચલણ
बनावट,બનાવટી
स्थळप्रत,પ્રતિરો
काउंटर ऑफर,કાઉન્ટર ઓફર
काउंटरसइन,મુકદ્દમા
सत्ता,ફટકો
कूपन,કૂપન
कुरिअर,કુરીય
कुरिअर सेवा,કુરિયર સેવા
कोर्स,અભ્યાસક્રમ
अभ्यासाचे अभ्यासक्रम,અભ્યાસ અભ્યાસક્રમો
न्यायालयीन खटला,કોર્ટનો કેસ
शिष्टाचार,સૌજન્ય
छोट्या कारणास्तव न्यायालय,કોર્ટ
करार,કરારબદ્ધ
कव्हर,આવરણ
कव्हरेज,કવરેજ
कव्हरिंग लेटर,સામેલ પત્ર
मेमो कव्हर करत आहे,આવરણ
कव्हरिंग नोट,Coverાંકવાની નોંધ
क्रॅश प्रोग्राम,પેશ
क्रीमयुक्त थर,ક્રીમી સ્તર
निर्मिती,નિર્માણ
सर्जनशील,સર્જનાત્મક
सर्जनशीलता,રચનાત્મકતા
क्रेच,ક crંગું
क्रेडेन्शियल्स समिती,ઓળખપત્ર સમિતિ
विश्वासार्हता,વિશ્વસનીયતા
पत,જમા
विश्वासार्ह,શાશ્વત
पत सल्ला,જમા સલાહ
क्रेडिट आणि थ्रिफ्ट सोसायटी,ધિરાણ અને કરકસર સમાજ
क्रेडीट कार्ड,ક્રેડીટ કાર્ડ
पत सुविधा,શાખ સુવિધા
क्रेडिट प्रविष्टी,ધિરાણ નોંધ
उधार पत्र,ઉધાર નોધ
लेखादार,લેણદાર
अंत्यसंस्कार,અંતિમ પરિશ્રમ
स्मशानभूमी,પરીક્ષાનું મેદાન
क्रू,ક્રૂર
गुन्हा,અપરાધ
विश्वासाचा गुन्हेगारी उल्लंघन,ગુનાહિત વિશ્વાસનો ભંગ
फौजदारी न्यायालय,ફોજદારી અદાલત
गुन्हेगारी दुर्लक्ष,ફોજદારી બેદરકારી
गुन्हेगारी गुन्हा,ગુનાખોરી
फौजदारी प्रक्रिया कोड,ફોજદારી કાર્યપદ્ધતિ સંહિતા
संकट,સંકટ
संकट व्यवस्थापन,કટોકટી વ્યવસ્થાપન
निकष,માપદંડ
टीका,ટીકા
फुली,આગળના ભાગમાં
क्रॉस ब्रीड,પ્રકૃતિ
क्रॉस चेकिंग,ઉપરથી તપાસ કરવી
क्रॉस चेक,ક્રોસ ચેક
क्रॉस परीक्षा,Crossલટ પરીક્ષા
क्रॉस संदर्भ,Crossલટ સંદર્ભ
क्रॉस मतदान,Crossલટ મતદાન
महत्त्वपूर्ण तारीख,નિર્ણાયક તારીખ
क्रूड,ક્રૂડ
सदोष मनुष्यवध,અપરિચિત હત્યાકાંડ
गुन्हेगार,ગુનેગાર
लागवड,ખેતી
सांस्कृतिक विनिमय कार्यक्रम,સાંસ્કૃતિક વિનિમય કાર્યક્રમ
संचयी,સંચિત
चलन,ચલણ
चलन विनिमय,ચલણ વિનિમય
चलन टीप,ચલણી નોંધ
चालू,વર્તમાન
चालू खाते,ચાલુ ખાતાની
वर्तमान कर्तव्ये,વર્તમાન ફરતે
चालू सत्र,વર્તમાન સત્ર
अभ्यासक्रम vitae,અભ્યાસક્રમ
कर्टेल,ઘટાડવું
संरक्षक,યજમાનુસાર
कोठडी,કસ્ટડીમાં
सानुकूल,રિવાજ
सानुकूल,રિવાજ
नेहमीचा,રૂ custom
नेहमीची प्रक्रिया,રૂ customિવારક કાર્યપદ્ધતિ
सानुकूल कर्तव्य,કસ્ટમ ફરજ
ग्राहक,ગ્રાહક
ग्राहक अनुकूल,ગ્રાહક મૈત્રીપૂર્ણ
सानुकूल परीक्षा,પરાકાષ્ઠા
कट डाउन,કાપવું
कट मोशन,ઘાટા દરખાસ્ત
कट ऑफ तारीख,છેલ્લી તારીખ
चक्र,ચક્ર
दररोज,દૈનિક
दररोज भत्ता,દૈનિક ભથ્થું
दररोज डायरी,રોજિંદી ડાયરી
दररोज नोंदणी,દૈનિક રજિસ્ટર
दैनिक वृत्तान्त,રોજના અહેવાલ
दररोजच्या नियमानुसार,રોજિંદુ કામ
दररोज वेतन,દૈનિક વેતન
डाक स्टेज,ડેક સ્ટેજ
डाक ट्रे,ડેક ટ્રે
नुकसान,નુકસાન
नुकसान,નુકસાન
धोकादायक,જોખમી
धाडसी,હિંમત
डेटा,માહિતી
डेटा बँक,આંકડા -બેંક
डेटा बेस,આંકડાકીય આધાર
माहिती संकलन,માહિતી સંગ્રહ
डेटा फीडिंग,આધાર સામગ્રી
डेटा प्रक्रिया,આંકડા
तारीख,તારીખ
आगमनाची तारीख,આગમનની તારીખ
जन्म तारीख,જન્મ તારીખ
प्रस्थान तारीख,વિદાય થયાની તારીખ
डिस्चार्जची तारीख,વિસારની તારીખ
परिपक्वताची तारीख,પરિપક્વતાની તારીખ
पावतीची तारीख,પહોંચ તારીખ
तारखेचा शिक्का,તારીખનો સિક્કો
दिवसाचा अभ्यासक,દિવસના વિદ્વાન
दिवस पाळी,દિવસ પાળી
कृपेचे दिवस,દિવસ
दररोज काम,રોજિંદા કામ
मृत खाते,મૃત હિસાબ
डेड लाइन,અન્તિમ રેખા
डेडलॉक,મડાગાંઠ
डेड स्टॉक रजिस्टर,ડેડ સ્ટ stockક રજિસ્ટર
मृत वजन,મરણું
करार,વ્યવહાર
डीलिंग सहाय्यक,વ્યવહાર મદદનીશ
व्यवहार,ધન
मृत्यू वर्धापन दिन,વર્ષગાંઠ
प्रियजन भत्ता,અણગમો ભથ્થું
मृत्यू लाभ,મૃત્યુ લાભ
मृत्यू-सह-सेवानिवृत्ती ग्रॅच्युइटी,મૃત્યુ-આપ-નિવૃત્તિ ગ્રેચ્યુઇટી
सेवेत मृत्यू,નોકરીમાં મૃત્યુ
Deauthorizatioin,અધોગતિ
डीबार,મક્કમ
डेबिट,ઉધાર
डेबिट सल्ला,ઉધાર
कर्ज,દેવું
कर्ज व्यवस्थापन,દેવા વ્યવસ્થા
कर्जदार,દેવાદાર
मृत,મૃત
सभ्यता,શિષ્ટતા
विकेंद्रीकरण,વિકેન્દ્રીકરણ
निर्णय घेणारे घटक,નિર્ણાયક પરિબળ
निर्णय,નિર્ણય
निर्णय घेणे,નિર્ણય લેવો
निर्णयप्रक्रिया,નિર્ણય લેવાની પ્રક્રિયા
घोषणा,જાહેરાત
उत्पन्नाची घोषणा,આવકની ઘોષણા
घोषित मूल्य,ઘોષિત મૂલ્ય
शपथ जाहीर करा,શપથ પર જાહેર કરવું
डीकोड,ક decંગ કરવું
Concontrol,અંકુશ
सजावट,શિષ્ટાચાર
घट,ઘટાડો
डिक्री,હુકમનામું
समर्पण,સમર્પણ
वजा करण्यायोग्य,કપાતપાત્ર
कपात,બાદબાકી
स्त्रोत वजावट,મૂળમાં કપાત
पगारापासून कपात,પગારમાંથી કપાત
डीड,Deedણ
गहाणखत डीड,ગીરો -ખત
मानलेले विद्यापीठ,માનવામાં આવતી યુનિવર્સિટી
विकृत,ઠપકો
वास्तविक,વાસ્તવિક
डिफॅलेकेशन,પરાકાષ્ઠા
मानहानी,બદનામી
डीफॉल्ट,ચૂક
डिफॉल्टर,ચુકવણી કરનાર
सदोष,ખામીયુક્ત
संरक्षण,બચાવ
संरक्षण सल्ला,સંરક્ષણ સલાહ
संरक्षण उत्पादन,સંરક્ષણ ઉત્પાદન
प्रतिवादी,પ્રતિવાદી
स्थगिती,વિલંબ કરવો
स्थगित खर्च,વિલંબિત ખર્ચ
अवघ्या,અવજ્ defા
तूट,ક્ષતિ
तूट बजेट,ખાધ બજેટ
परिभाषित,વ્યાખ્યા કરવી
नाकार,બદનામી કરવી
अधोगती,અધોગતિ
पदवी,પ્રમાણ
डीजुरे,નિશ્ચય કરવો
विलंब,વિલંબ
प्रतिनिधी,પ્રતિનિધિ
नियुक्त प्राधिकरण,સોંપાયેલ સત્તાધિકારી
प्रतिनिधी,પ્રતિનિધિમંડળ
शक्तींचे प्रतिनिधी,સત્તાઓનું પ્રતિનિધિમંડર
हटवा,કા delી નાખવું
हटविणे,કા delી નાખવું તે
मुद्दाम,જાણી જોઈને
विचारविनिमय,વિચાર -વિમર્શ
नाजूक,દખલ
मर्यादा,સીમત્તિ
वितरित,પહોંચાડવું
वितरण,ડિલિવરી
मागणी,માંગ
मागणी नोट,માંગ -નોંધ
सीमांकन,સીમાંકન
डेमी-अधिकृत,કમી-સરકારી
लोकशाही,લોકશાહી
प्रात्यक्षिक,નિદર્શન
डेमोरालायझेशन,વિપુલતા
डिमरेज,દુરાગ્રહી
नकार,અસ્વીકાર
संप्रदाय,સંપ્રદાય
डी नोव्हो,નવેસર
नाकार,નામંજૂર કરવું
निघून जा,રવાના થવું
विभाग,વિભાગ
विभागीय,વિભાગ સંબંધી
विभागीय कारवाई,ખાતાકીય કાર્યવાહી
विभागीय चौकशी,ખાતાકીય તપાસ
विभागीय तपासणी,વિભાગીય તપાસ
विभागीय अनियमितता,વિભાગીય અનિયમિતતા
विभागीय ग्रंथालय,વિભાગીય ગ્રંથાલય
विभागीय दुर्लक्ष,ખાતાકીય બેદરકારી
विभागीय परवानगी,ખાતાકીય પરવાનગી
विभागीय पात्रता परीक्षा,વિભાગીય લાયકાત પરીક્ષા
प्रस्थान,વિદાય
अवलंबित्व प्रमाणपत्र,પર આધારીત પ્રમાણપત્ર
अवलंबून,આશ્રિત
अवलंबून मुले,આશ્રિત બાળકોને
तैनात करणे,તંગ
अनुयायी,શાપર
हद्दपारी,દેશવટો
डिपोज,ચોકી કરવી
ठेव,થાપણ
डेपो,ડિપો
घसारा,અવમૂલ્યન
उदास वर्ग,હતાશ વર્ગ
वंचित,વંચિત કરવું
प्रतिनियुक्ती,પ્રતિનિધિમંડળ
प्रतिनियुक्ती भत्ता,પ્રતિનિયુક્તિ ભથ્થું
डेप्युटी,નાયબ
नोंदणीकृत,નિકાલ કરેલું
कर्तव्याचा विकृती,કર્તવ્યન
Dedereservation,વિલંબ
अपमान,અપમાન
अपमानास्पद,અપમાનજનક
अपमानास्पद टीका,અપમાનજનક નોંધ
वंशज,વંશજ
वर्णन,વર્ણન
पात्र,લાયક
डिझाइन,આચાર
नियुक्त करा,હોદ્દો
पदनाम,હોદ્દો
पाठवा,રવાનગી
पाठवा नोट,રવાનગી નોંધ
पाठवा नोंदणी,રવાનગી રજિસ્ટર
गंतव्य,ગંતવ્ય
निराधार,નિરાધાર
तपशील,વિગત
तपशीलवार,વિગતવાર
शोध,શોધી કાectવું
ताब्यात,અટકાયત
डीटेनु,અટકાયત
निर्धार,નિશ્ચય
निरोधक,વિસ્ફોટ
हानिकारक,હાનિ
हानिकारक,હાનિકારક
अवमूल्यन,અવમૂલ્યન
विध्वंस,બરછટ
विकास,વિકાસ
विचलित करा,વિચલિત થવું
साधन,સાધન
भक्ती,ભક્તિ
निदान,નિદાન કરવું
आकृती,ચિત્ર
डायरी,ડાયરી
डिक्टेशन,શરતી
मरणार नाही,મૃત્યુ ન
आहार,આહાર
पचवणे,પટા
प्रतिष्ठित,ગૌરવપૂર્ણ
प्रतिष्ठा,ગૌરવ
डिग्रीशन,ભિન્નતા
सौम्य,પાતળું
कोंडी,મૂંઝવણ
मेहनती,મહેનતુ
परिमाण,પરિમાણ
डिप्लोमा,ડિપ્લોમા
मुत्सद्दीपणा,રાજનીતિ
मुत्सद्दी प्रतिकारशक्ती,રાજનીતિની પ્રતિરક્ષા
थेट,સીધું કરવું
थेट स्पर्धा,સીધી હરીફાઈ
थेट मुलाखत,પ્રત્યક્ષ મુલાકાત
दिशा,દિશા
निर्देशिका,ડિરેક્ટરી
थेट भरती,સીધી ભરતી
परवानगी नाही,નકારી કાallવું
दिव्यांग,અપંગતા
अपंग व्यक्ती,અપંગ વ્યક્તિ
अपंगत्व लाभ,અપંગ લાભ
गैरसोय,ગેરફાયદા
सहमत नाही,અસંમત થવું
परवानगी नाही,અસ્વીકાર
नकार,અસ્વીકાર
आपत्ती,આપત્તિ
आपत्ती व्यवस्थापन,આપત્તિનું સંચાલન
विघटन,વિખેરી નાખવું
वितरण,વિતરણ
टाकून द्या,કા discી નાખવા
डिस्चार्ज,રજા
डिस्चार्ज स्लिप,-નાગરી કાપલી
शिस्तबद्ध कारवाई,શિસ્તબદ્ધ પગલાં
शिस्तबद्ध प्रक्रिया,શિસ્તબદ્ધ કાર્યપદ્ધતિ
शिस्त,શિસ્ત
अस्वीकरण,રાજદ્રોહ
प्रकटीकरण,જાહેર કરવું
असंतोष,અણબનાવ
विघटन,અસંગત
बंद करा,બંધ કરવું
मतभेद,અસંગત
सूट,છૂટ
शोधा,શોધવું
बदनामी,અણીદાર
विसंगती,અસંગતિ
विवेक,વિવેક
विवेकी अनुदान,વિવેકાધીન
विवेकी शक्ती,વિવેકાધિકાર
भेदभाव,ભેદભાવ
चर्चा,ચર્ચા
अप्रामाणिक,અપ્રમાણિક
अनादर,અપરાધ
विघटन,વિઘટન
डिस्क,ઝૂંપડી
विस्थापन,વિઘટન
विश्वासघात,બેભાન
काढून टाकणे,નાબૂદ કરવું
बाद,બરતરફ
डिसमिसल प्रक्रिया,રોકી કાર્યવાહી
आज्ञा पाळ,અનાદર કરવો
डिसऑर्डर,અવ્યવસ્થા
अव्यवस्थित,ગોટાળો
असमानता,તફાવત
पाठवण्याचा विभाग,રવાનગી અનુભાગ
डिस्पेंसेबल,વિઘટનક્ષમ
विखुरले,વિખેરી નાખવું
विस्थापित,અપશુકવિક
प्रदर्शन,પ્રદર્શન
नाराजी,નારાજી
विल्हेवाट,નિકાલ
विल्हेवाट लावणे,નિકાલ
स्वभाव,સ્વભાવ
विल्हेवाट,નિકાલ
वाद,વિવાદ
अपात्रता,ગેરલાયકાત
दुर्लक्ष,ઉપેક્ષા
व्यत्यय,ભંગાણ
असंतोष,અસંતોષ
मतभेद,જુલમ કરવું
डिसव्हिसिस,વિધ્વંસ
पृथक्करण,વિખેરી નાખવું
विघटन,વિચ્છેદ
विरघळ,વિસર્જન કરવું
अंतर शिक्षण,અંતર શિક્ષણ
डिस्टिलरी,નિસ્યંદન
भिन्न,અલગ
वेगळे करा,ભેદ પાડવો
विकृती,વિકૃતિ
त्रास,તક
वितरण,વહેચણી
वितरण,વિતરણ
जिल्हा,જિલ્લો
जिल्हा केंद्र,જિલ્લા કેન્દ્ર
त्रास,ખલેલ
Ditto,બેવકૂફ
विचलन,માર્ગાન્તર
लाभांश,ડિવિડન્ડ
विभागणी,ભાગ
घटस्फोट,છૂટાછેડા
डॉकेट,ડોકેટ
डॉक्टर,ડોક્ટર
दस्तऐवज,દસ્તાવેજ
कागदोपत्री पुरावा,દસ્તાવેજી પુરાવો
दस्तऐवजीकरण,દસ્તાવેજીકરણ
अधिवास,વસાહત
अधिवास प्रमाणपत्र,વસવાટી પ્રમાણપત્ર
प्रबळ,પ્રભુત્વપૂર્ણ
देणगी,દાન
डॉसियर,ડોળ
संशयास्पद,શંકાસ્પદ
कबुतराची टेलिंग,કબૂતર
डाउन ग्रेड,ગાળો
मसुदा,મુસદ્દો
मसुदा प्रत्युत्तर,મુસદ્દો
कठोर उपाय,સખત માપ
काढा,ખેંચાણ
ड्रॉवर,દોરડું
रेखांकन,ચિત્ર
दुष्काळ,દુકાળ
कोरडे जाहिरात,ભાંગી બ promotionતી
ड्युअल शुल्क,બેવડી ખર્ચ
दुहेरी नागरिकत्व,દ્વિ નાગરિકતા
देय,યોગ્ય
देय परिश्रम,કારણે ખંત
थकबाकी,લેણું
योग्यरित्या,યથાર્થ
नक्कल,નકલ કરવી
कालावधी,સમયગાળો
ड्युरेस,બળજબરી
कर्तव्य,ફરજ
कर्तव्य भत्ता,ફરજિયાત ભથ્થું
कर्तव्य चार्ट,ફરજ -ચાર્ટ
कर्तव्य रजा,ફરજની રજા
ड्यूटी रूम,ફરજ -ખંડ
मरणार घोषित,મરણ
गतिशीलता,ગતિશાસ્ત્ર
Sermone,નિર્ધારિત કરવું
कमाईची रजा,મળેલ રજા
कमाई,કમાણી
पर्यावरणास अनुकूल,પર્યાવરણમિત્ર એવી
पर्यावरणशास्त्र,પરિસ્થિતિવિજ્ologyાન
अर्थिक,આર્થિક
आर्थिक शोषण,આર્થિક શોષણ
अर्थव्यवस्था,અર્થતંત્ર
अर्थव्यवस्था वर्ग,ઈકોનોમી વર્ગ
संपादन,સંપાદન
संस्करण,આવૃત્તિ
संपादकीय,સંપાદકીય
शिक्षण,શિક્ષણ
शैक्षणिक कारकीर्द,શૈક્ષણિક કારકિર્દી
शैक्षणिक संस्था,શૈક્ષણિક સંસ્થા
शैक्षणिक पात्रता,શૈક્ષણિક લાયકાત
प्रभाव,અસર
प्रभावी,યોગ્ય
प्रभावी तारीख,અસરકારક તારીખ
परिणाम,અસુપ્રતિરોધ
कार्यक्षमता,કાર્યપ્રધાન
कार्यक्षमता,કાર્યક્ષમતા
कार्यक्षम,કાર્યદક્ષ
इजेक्शन,હદ
विस्तृत,વિસ્તૃત
बाहेर पडला,સમય
निवडलेले प्रतिनिधी,ચૂંટાયેલા પ્રતિનિધિ
निवडणूक,ચૂંટણી
निवडणूक महाविद्यालय,મતદાર કોલેજ
मतदार,મતદાર
विद्युतीकरण,વીજળીકરણ
इलेक्ट्रॉनिक मीडिया,વીજ માધ્યમ
प्राथमिक,પ્રારંભિક
पात्रता,પાત્રતા
पात्रता चाचणी,યોગ્યતા કસોટી
निर्मूलन,દૂર કરવું તે
वक्तृत्व,છટણી
लाजिरवाणे,શરમજનક
भुयारीपणा,ઉચાપત
प्रतीक,મુદ્રા
एम्बॉसिंग सील,એમ્બ os સિંગ સીલ
आणीबाणी,કટોકટી
आपत्कालीन आराम,કટોકટી રાહત
उदय,ઉત્તરાધિકાર
इमिग्रेशन,વિવાદ
Emoluments,મળતકામ
एम्पिनेलमेंट,દાન
सहानुभूती,સહાનુભૂતિ
रोजगार,નોકરીમાં રાખવું
कर्मचारी,કર્મચારી
कर्मचार्‍यांचा सहभाग,કર્મચારીની સહભાગિતા
कर्मचार्‍यांचे योगदान,કર્મચારી ફાળો
कर्मचार्‍यांचा भविष्य निर्वाह निधी,કર્મચારીનું પ્રોવિડન્ટ ફંડ
मालक,નિયોક્તા
रोजगार,રોજગાર
रोजगार विनिमय,રોજગાર
रोजगाराची सूचना,રોજગાર -નોટિસ
रोजगार कार्यालय,રોજગાર કચેરી
सक्षम,સત્તા આપવી
सशक्तीकरण,શક્તિ
कायदे करा,કાયદો ઘડવો
अधिनियम,કાયદા
एन ब्लॉक,Bloc
एन्कॅश,બંધ કરવું
संलग्न,બંધ કરવું
प्रोत्साहन,પ્રોત્સાહન
अतिक्रमण,અતિક્રમણ
अडचण,સસલા
मान्यता,શેરો
देणगी,દેણગી
शेवटचे उत्पादन,અંતનું ઉત્પાદન
ऊर्जा,શક્તિ
अंमलबजावणी,દબાણ
व्यस्त,સંલગ્ન કરવું
वर्धित,વૃદ્ધિ
आग्रह,આદેશ આપવો
एन मॅसे,અહંકાર
चौकशी,તપાસ
नावनोंदणी,નોંધણી કરવી
नावनोंदणी (= नोंदणी),નોંધણી (= નોંધણી)
नावनोंदणी क्रमांक,પ્રવેશ -નંબર
Entre,Enrંચું કરવું
आगामी,આગામી
खात्री करा,ખાતરી કરવી
प्रविष्ट करा,પ્રવેશ
उपक्रम,સાહસ
मनोरंजन,મનોરંજન કરવું
करमणूक,મનોરંજન
हक्क,હકદાર બનાવવું
पात्र,હકદાર
हक्क,હકદાર
प्रवेश,પ્રવેશદ્વાર
प्रवेशद्वार,પ્રવેશદ્વાર
प्रविष्टी,પ્રવેશ
एंट्री लेव्हल जॉब,પ્રવેશ સ્તરનું કામ
गणना,ગણવું તે
वातावरण,વાતાવરણ
राजदूत,દૂત
साथरोग,મહામારી
एपिटोम,સાર
समानता,સમાનતા
समतोल,સંતુલન
उपकरणे,સામાન
इक्विटी,સમાનતા
समतुल्य,સમાન
समतुल्य,સમૃદ્ધ
निर्मूलन,નાબૂદ કરવું
ERRATA,ભંડાર
त्रुटी,ભૂલ
एस्केलेशन,વધારાનું કામ
एस्कॉर्ट,ક escંગર
अत्यावश्यक,આવશ્યક
स्थापना,સ્થાપના
अंदाज,અંદાજ
अंदाजे किंमत,અંદાજિત ખર્ચ
नीतिशास्त्र,શિશ્મિક
शिष्टाचार,શિષ્ટાચાર
निर्वासन,ખાલી કરાવવું તે
टाळता,ટકી રહેવું
मूल्यांकन,મૂલ્યાંકન
सम संख्या,બેકી સંખ્યા
अखेरीस,સંભવિત
बेदखल,હદ
पुरावा,પુરાવો
विकसित,વિકસિત થવું
अचूक,ચોક્કસ
परीक्षा,પરીક્ષા
परीक्षार्थी,પરીક્ષક
परीक्षक,પરીક્ષક
उदाहरण,ઉદાહરણ
उत्खनन,ખોદકામ
उत्कृष्ट,ઉત્તમ
अपवाद,અપવાદ
अपवादात्मक,અસાધારણ
जादा,વધારાની
एक्सचेंज,વિનિમય
Execequer,સરકારી ખજાનો
उत्पादन शुल्क (= उत्पादन शुल्क),આબકારી (= આબકારી ફરજ)
वगळा,બાકાત રાખવું
अनन्य,વિશિષ્ટ
माफ करा,માફી
अंमलबजावणी,અમલમાં મૂકવું
कार्यकारी,કારોબારી
कार्यकारी समिती,કારોબારી સમિતિ
कार्यकारी शक्ती,કારોબારી સત્તા
कार्यकारी,અધિકારીઓ
कार्यकारी कर्मचारी,કારોબારી કર્મચારી
सूट,મુક્તિ
सूट,મુક્તિ
व्यायाम,કસરત
माजी ग्रॅटिया,ભૂતપૂર્વ ગ્રેટિયા
माजी ग्रॅटिया पेमेंट,પૂર્વ-ગ્રેટિયા ચુકવણી
दमट,અઘોષ
परिपूर्ण,નિષ્ઠુર
प्रदर्शन,પ્રદર્શિત કરવું
एक्झीजेंसी,ઉગાડવી
एक्झिम पॉलिसी,એકમંત્રી નીતિ
बाहेर पडा,બહાર નીકળવું
एक्झिट मुलाखत,બહાર નીકળતા મુલાકાત
एक्झिट पॉलिसी,બહાર નીકળો નીતિ
एक्झिट पोल,એક્ઝિટ પોલ
एक्स-ऑफिसिओ,અપરિપક્વ
निर्दोष,નિર્દોષ કહેવું
विस्तार,વિસ્તરણ
माजी भाग,એકપક્ષી
प्रवासी,દેશનિકાલ
फायदेशीर,યોગ્ય
वेगवान,જલદી કરવી
बाहेर काढा,હાંકી કાelવું
खर्च,ખર્ચ
अनुभव,અનુભવ
प्रयोग,પ્રયોગ
तज्ञ,નિષ્ણાત
समाप्ती,સમાપ્તિ
कालबाह्यता तारीख,અંતિમ તારીખ
स्पष्टीकरण,સમજૂતી
स्पष्ट,સ્પષ્ટ
शोषण,શોષણ
अन्वेषण,અન્વેષણ કરવું
स्फोट,વિસ્ફોટ
निर्यात,નિકાસ
माजी पोस्ट फॅक्टो,ભૂતપૂર્વ
व्यक्त,સ્પષ્ટ
अभिव्यक्ती,અભિમાન
हद्दपार,હાંકી કાulsionવું
निर्वासित,કા expી નાખવું
वाढवणे,વધારવું
व्याप्ती,હદ
बाह्य,બાહ્ય
खंडणी,મુકાબલો
अतिरिक्त,વધારે
काढा,અર્ક
विलक्षण,અસાધારણ
विलक्षण,ઉડાઉ
अतिरेकी,ઉગ્રતાવાદી
बहिर्मुख,બહિર્મુખ
डोळा साक्षीदार,ચોખ્ખા સાક્ષી
बनावट,રચના કરવી
दर्शनी मूल्य,ફેસ વેલ્યુ
सुलभ करा,સરળતા કરવી
सुविधा,સગવડ
फॅसिमिले,પ્રેક્ષય
खरं,હકીકત
गटवाद,જૂથબંધી
घटक,પરિબળ
कारखाना,કારખાનું
वास्तविक,વાસ્તવિક
प्राध्यापक,શક્તિ
अपयशी,નિષ્ફળ થવું
योग्य,ન્યાયી
विश्वास,વિશ્વાસ
बनावट,બનાવટી
कुटुंब,કુટુંબ
दुष्काळ,દુકાળ
भाडे,ભાડું
निरोप,વિદાય
शेती,ખેતી
थकवा,થાક
दोष,દોષ
अनुकूलता,તરફેણ
व्यवहार्यता,શક્યતા
फेडरेशन,સંઘ
फी,ફી
परत खायला द्या,ફીડ પાછું ખવડાવવું
भावना,લાગણી
सत्यापित करा,બલિદાન
फेलो,સાથી
फेलोशिप,ધર્મનત્વ
मादी,સ્ત્રી
सुपीक,ફળદ્રુપ
काल्पनिक,બનાવટી
निष्ठा,વફાદારી
फील्ड,ક્ષેત્ર
आकृती,આંકડો
फाईल,ફાઈલ
दाखल,ફાઈલિંગ
चित्रपट,ફિલ્મ
अंतिम,અંતિમ
वित्त,ફાઇનાન્સ
आर्थिक,નાણાકીય
फायनान्सर,નાણાંકીય
निष्कर्ष,તારણ
छान,દંડ
ललित कला,કલાક્ષેત્ર
बोटाचे मुद्रण,આંગળીની છાપ
समाप्त वस्तू,તૈયાર માલ
आग,આગ
गोळीबार,ફાયરિંગ
टणक,મક્કમ
प्रथमोपचार,પ્રાથમિક સારવાર
प्रथम श्रेणी,પ્રથમ વર્ગ
प्रथम विभाग,પ્રથમ વિભાગ
पहिला माहिती अहवाल,પ્રથમ માહિતી અહેવાલ
वित्तीय,નાણાકીય
मत्स्यपालन,મત્સ્યઉદ્યોગ
फिट,યોગ્ય
तंदुरुस्ती,યોગ્યતા
निराकरण,સ્થિર કરવું
निर्धारण,નિર્ધારણ
निश्चित,નિશ્ચિત
झेंडा,ધ્વજ
फडफड,ફફડાટ
फ्लॅट,ફ્લેટ
फ्लीट,કાફલો
लवचिकता,લવચીકતા
उड्डाण,ઉડ્ડયન
पूर आराम,પૂરથી રાહત
मजला,માળા
प्रवाह,પ્રવાહ
चढ - उतार,વધઘટ
भ्रूणक,ગર્ભપાત
फोल्डर,ફોલ્ડર
फोलिओ,ફોલિયો
अनुसरण करा,અનુસરવું
खालील,અનુયાયી
अनुयायी,અનુયાયી
Foment,ઉશ્કેરવું
पाऊल टीप,પગની નોંધ
सक्तीने कामगार,જાડુ મજૂર
अंदाज,આગાહી
अग्रगण्य निष्कर्ष,પૂરેપૂરી નિષ્કર્ષ
परदेशी,વિદેશી
फोरमॅन,ફોરમેન
