Telugu,Odiya
కాపర్ హెడ్స్ (=శాంతి ప్రజాస్వామ్యవాదులు),କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ)
కాపీహోల్డ్,କପିହୋଲ୍ଡ |
కార్డనింగ్,କର୍ଡୋନିଂ |
కరోనా,କରୋନା |
పట్టాభిషేకం,କରୋନେସନ୍ |
పట్టాభిషేక రాయి,କରୋନେସନ୍ ପଥର |
కార్పస్,କର୍ପସ୍
కోర్సెయిర్,କର୍ସାୟର୍ |
కోర్సెయిర్,କର୍ସାୟର୍ |
కార్సెట్ (=కోర్సెలెట్),କର୍ସେଟ୍ (= କର୍ସଲେଟ୍)
కోర్టెస్,କର୍ଟସ୍ |
కోటార్ (=కోటియర్),କୁଟୀର (= କୁଟିଅର୍)
కోటార్ (=కోటియర్),କୁଟୀର (= କୁଟିଅର୍)
కౌంట్ పాలటినేట్,ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |
పూరిల్లు,ଦେଶ ଘର
కౌంటీ,କାଉଣ୍ଟି |
కౌంటీ బరో,କାଉଣ୍ଟି ବୋରୱେଲ |
కౌంటీ కోర్టులు,କାଉଣ୍ଟି କୋର୍ଟ |
కౌంటీ పాలటైన్,କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |
కోర్టు,କୋର୍ଟ
కోర్టు,କୋର୍ଟ
కోర్టు సర్క్యులర్,କୋର୍ଟ ସର୍କୁଲାର୍ |
కోర్టు మర్యాదలు,କୋର୍ଟ ଶ iqu ଳୀ
సభికుడు,କୋର୍ଟ
కోర్ట్ ఆఫ్ కాసేషన్,ଅଦାଲତ
కోర్ట్ ఆఫ్ డైరెక్టర్స్ (EIC),କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC)
యాజమాన్యాల న్యాయస్థానం,ମାଲିକଙ୍କ କୋର୍ଟ
ఆస్థాన కవి,କୋର୍ଟ କବି
ఒప్పందం చేసుకున్న కామెరోనియన్లు,ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |
కిరీటం,ମୁକୁଟ |
కిరీటం,ମୁକୁଟ |
కిరీటం,ମୁକୁଟ |
కిరీటం భూమి,ମୁକୁଟ ଜମି |
కిరీటం భూమి,ମୁକୁଟ ଜମି |
క్రౌన్ ప్రిన్స్,କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |
క్రూసేడ్,କ୍ରୁସେଡ୍ |
క్రూసేడర్,କ୍ରୁସେଡର୍ |
క్రిప్టోగ్రామ్,କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |
క్యూరాస్,କୁଇରାସ୍ |
క్యూరాసియర్,କୁଇରାସିଅର୍ |
కల్ట్ దేవత,ଦେବତା ସଂସ୍କୃତି
క్యూరియా,କୁରିଆ
క్యూరియా,କୁରିଆ
జారిజం,ରାଜା
చీకటి ఖండం,ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |
తీర్పు రోజు,ବିଚାର ଦିନ
తీర్పు రోజు,ବିଚାର ଦିନ
డీన్,ଡିନ୍
దశాబ్దం,ଦଶନ୍ଧି
డెనారియస్,ଡେନାରିୟସ୍ |
పదవీచ్యుతుడైన చక్రవర్తి,ବିତାଡିତ ରାଜତନ୍ତ୍ର |
పాడుచేయు,ଲୁଟ
చెడిపోవడం,ବିଚ୍ଛିନ୍ନତା |
సింహాసనాన్ని తొలగించు,ଡେଥ୍ରୋନ୍ |
డయాడెమ్,ଡାଏଡେମ୍ |
డయాడెమ్,ଡାଏଡେମ୍ |
డయాడెమ్,ଡାଏଡେମ୍ |
డయాసియా,ଡିଆସିଆ
డికాస్టీరియం,ଡିକାଷ୍ଟେରିୟମ୍ |
డైలువియలిస్ట్,ଦିଲୁଭିଆଲିଷ୍ଟ |
డియోసెస్,ଡ଼ିଓସିସ୍
డియోసెస్,ଡ଼ିଓସିସ୍
డైరెక్టరీ (=డైరెక్టరీ),Directoire (= Directry)
డైరెక్టరీ (=డైరెక్టరీ),Directoire (= Directry)
దిర్హమ్,ଦିରହମ୍ |
నమ్మకద్రోహం,ଅବିଶ୍ୱାସୀ |
నమ్మకద్రోహం,ଅବିଶ୍ୱାସୀ |
లోపము యొక్క సిద్ధాంతము,ତ୍ୟାଗ
పత్రం,ଡକ୍ୟୁମେଣ୍ଟ୍
డాక్యుమెంటరీ సాక్ష్యం,ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |
డోమ్స్‌డే బుక్,ଡୋମେସ୍ ବୁକ୍ |
కాన్స్టాంటైన్ విరాళం,କନଷ୍ଟାଣ୍ଟିନର ଦାନ |
డూమ్,ନିପାତ |
వరవరపు రాణి,ଡାଉଜର୍ ରାଣୀ |
డ్రాగన్,ଡ୍ରାଗନ୍ |
డ్రోమెడిరియన్,ଡ୍ରୋମେଡାରିଆନ୍ |
డ్రోమెడరీ,ଡ୍ରୋମେଡାରୀ |
డ్రోమండ్,ଡ୍ରୋମଣ୍ଡ |
ద్వంద్వ,ଡୁଆଲ୍ |
ద్వంద్వ కూటమి,ଦ୍ୱ ual ତ ମିଳିତତା |
ద్వంద్వ ఉద్దేశం,ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |
ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం),ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର)
డ్యూక్,ଡ୍ୟୁକ୍ |
డూమా,ଡୁମା
వామన అవతారం,ବାଘ ଅବତାର |
రాజవంశం,ରାଜବଂଶ
రాజవంశం,ରାଜବଂଶ
డేగ,ଇଗଲ
పెద్ద మనిషి,ଏଲଡର୍ ମ୍ୟାନ୍ |
ఎర్ల్,କର୍ଣ୍ଣ
ఎర్ల్డమ్,Earldom
తొలి గుప్తులు,ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |
ప్రారంభ (చారిత్రక) సైట్లు,ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |
ప్రారంభ వేద కాలం,ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |
ఎక్లేసియా,ଉପଦେଶ
పునరుద్ధరణ శాసనం,ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |
ఎనిమిది రెట్లు మార్గం,ଆଠ ଗୁଣା ପଥ |
పెద్దలు,ପ୍ରାଚୀନମାନେ
పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో),ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ)
ఏనుగు మేడ,ହାତୀ ଛେଳି |
పదకొండు సంవత్సరాల నిరంకుశత్వం,ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |
ఎలిసే (=ఎలీసీ),ଏଲିସା (= ଏଲିସି)
ఎన్‌క్లోజర్ ఉద్యమం,ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |
ఎన్సైక్లికల్,ଏନସାଇକ୍ଲିକ୍ |
ఎన్సైక్లోపెడిస్ట్ ఉద్యమం,ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |
ఎంటెంటే,ଏଣ୍ଟେଣ୍ଟେ |
ఎంటెంటే కార్డియాల్,ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |
సింహాసనం,ଏଣ୍ଟ୍ରୋନ୍ |
పరివారం,ଭ୍ରମଣ
ఎఫోడ్,ଏଫୋଡ୍
ఎఫోర్,ଇଫୋର |
పురాణ యుగం,ଏପିକ୍ ବୟସ |
పురాణ వీరుడు,ଏପିକ୍ ହିରୋ |
ఎపిగ్రాఫ్,ଏପିଗ୍ରାଫ୍ |
ఎపిస్కోపసీ,Episcopacy
ఎపిస్కోపేట్,Episcopate |
ఎపిసోడ్,ଏପିସୋଡ୍
యుగం,ଯୁଗ
యుగాన్ని సృష్టించే సంఘటన,ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |
యుగపురుషుడు,ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |
పేరుపేరు,ଉପନାମ
ఎక్వెరీ,ସମୀକରଣ
ఎక్వెరీ,ସମୀକରଣ
గుర్రపుస్వారీ విగ్రహం,ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |
యుగం,ଯୁଗ
ఎర్గస్టులం,ଏରଗାଷ୍ଟୁଲମ୍ |
యూకారిస్ట్,ଇଉକାରିଷ୍ଟ |
సువార్తవాదం,ସୁସମାଚାର
సువార్త ఉద్యమం,ସୁସମାଚାର ଆନ୍ଦୋଳନ |
మత ప్రచారకుడు,ସୁସମାଚାର ପ୍ରଚାରକ |
Exarch,Exarch
Exilarch,Exilarch
ఫలాంగిస్ట్,ଫାଲାଙ୍ଗିଷ୍ଟ |
తండ్రి భూమి,ପିତା ଭୂମି |
తండ్రి భూమి,ପିତା ଭୂମି |
ఫెరియాయే,ଫେରିଆ |
ఫెటిష్,ଫେଟିଶ୍ |
ఫ్యూడల్ హోల్డింగ్స్,ସାମାଜିକ ହୋଲ୍ଡିଂ |
ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ),ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ)
భూస్వామ్య వ్యవస్థ,ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |
భూస్వామ్య,ବିବାଦୀୟ |
ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్),ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର)
ఫైఫ్,ଫିଫ୍ |
ఫీల్డ్ సిస్టమ్,ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |
పదిహేనవ పన్ను,ପ te ୍ଚଦଶ କର |
ఫిగర్ హెడ్,ଚିତ୍ର ମୁଣ୍ଡ
ఫిన్ డి సైకిల్,ଫିନ୍ ଡି ସାଇକେଲ୍ |
అగ్ని తినేవాడు,ଅଗ୍ନି ଭୋଜନକାରୀ |
ఫైవ్ మైల్ చట్టం,ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |
జెండా,ପତାକା
ఫ్లేమెన్ డయాలిస్,ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |
ఫ్లేమెన్ మార్టియాలిస్,ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |
జ్వలించే జ్యోతి,ଜ୍ୱଳନ୍ତ ମଶାଲ |
పార్శ్వము,ଫାଙ୍କା
పార్శ్వ కదలిక,ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି
వర్ధిల్లుతున్న నాగరికత,ସମୃଦ୍ଧ ସଭ୍ୟତା |
ఫ్లూవియలిస్టిక్ నమ్మకం,ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |
జానపద దేవుడు,ଲୋକ ଭଗବାନ |
జానపద దేవత,ଲୋକ ଦେବୀ
జానపద జ్ఞాపకం,ଲୋକ ସ୍ମୃତି
జానపద పురాణం (=జానపదం),ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ)
మేత వెదకడం,ଚୋରାଚାଲାଣ |
ఫోరే,ଅଗ୍ରଗାମୀ |
ముందరివాడు,ଅଗ୍ରଗାମୀ |
పూర్వీకుడు,ପୂର୍ବଜ
ముందున్నవాడు,ଅଗ୍ରଗାମୀ |
చితికిపోయిన ఆశ,ଭରସା
నిర్మాణ దశ,ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |
కోట,ଦୁର୍ଗ
కోట,ଦୁର୍ଗ
పటిష్టమైన పట్టణం,ଦୁର୍ଗ ସହର
కోట,ଦୁର୍ଗ
ఫార్చ్యూనా,ଫର୍ଚୁନା
ఫోరమ్ రోమనుమ్,ଫୋରମ୍ ରୋମାନମ୍ |
ఫ్రాన్సిస్కాన్,ଫ୍ରାନ୍ସିସ୍କାନ୍ |
ఫ్రాంక్లిన్,ଫ୍ରାଙ୍କଲିନ୍ |
భ్రాతృహత్య యుద్ధం,ଭ୍ରାତୃ ଯୁଦ୍ଧ |
ఉచిత చర్చి,ମୁକ୍ତ ଚର୍ଚ୍ଚ
ఫ్రీహోల్డర్,ମୁକ୍ତଧାରୀ
స్వతంత్ర సైనికుడు,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
స్వతంత్ర సైనికుడు,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
ఫ్రీమాన్,ଫ୍ରିମାନ୍
ఫ్రీమాన్,ଫ୍ରିମାନ୍
ఫ్రీపాస్,ଫ୍ରିପାସ୍ |
ఫ్రెంచ్ విప్లవం,ଫରାସୀ ବିପ୍ଳବ |
సన్యాసి,ଫ୍ରିୟାର୍ |
ఫ్రైసియన్ కిరాయి సైనికులు,ଫ୍ରାସିଆନ୍ ଭିକାରୀ
సరిహద్దు మనిషి,ସୀମାନ୍ତ ମଣିଷ |
గాలియన్,ଗାଲେନ୍ |
గల్లికన్ (=గల్లికనిస్ట్),ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ)
గల్లికానిజం,ଗାଲିକାନିଜିମ୍ |
దండు,ଗ୍ୟାରିସନ୍ |
గౌల్,ଗଲ୍ |
గాంట్లెట్,ଗାଣ୍ଟଲେଟ୍ |
గాంట్లెట్,ଗାଣ୍ଟଲେଟ୍ |
గెజిబో,ଗେଜେବୋ |
గెజిబో,ଗେଜେବୋ |
గెజిబో,ଗେଜେବୋ |
వంశ చరిత్ర,ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |
వంశపారంపర్య రికార్డు,ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |
వంశపారంపర్య పట్టిక,ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |
వంశవృక్షం,ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |
వంశావళి,ବଂଶାନୁକ୍ରମିକ
వంశావళి,ବଂଶାନୁକ୍ରମିକ
తరం,ପି Generation ଼ି
మారణహోమం,ଜାତିସଂଘ
అన్యజనుడు,ଅଣଯିହୂଦୀ
అన్యజనుడు,ଅଣଯିହୂଦୀ
అన్యజనుడు,ଅଣଯିହୂଦୀ
అన్యజనుడు,ଅଣଯିହୂଦୀ
ఘెట్టో,ଘେଟୋ |
ఘెట్టో,ଘେଟୋ |
గిబ్బెట్,ଗିବ୍ବେଟ୍ |
గిల్డ్ (=గిల్డ్),ଗିଲ୍ଡ (= ଗିଲ୍ଡ)
గ్లాడియేటర్,ଗ୍ଲାଡିଏଟର |
అద్భుతమైన విప్లవం,ଗ or ରବମୟ ବିପ୍ଳବ |
గోల్డెన్ హోర్డ్,ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |
మహా కూటమి,ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |
గ్రాండీ,ଗ୍ରାଣ୍ଡି
గ్రాండ్ సిగ్నర్,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
గ్రాండ్ సిగ్నర్,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
గొప్ప అంతర్యుద్ధం,ମହାନ ଗୃହଯୁଦ୍ଧ |
గొప్ప నిష్క్రమణ (బుద్ధుని),ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ)
గ్రేటర్ ఇండియా,ଗ୍ରେଟର ଭାରତ |
గ్రేట్ హెల్లాస్,ମହାନ ହେଲାସ୍ |
గ్రేట్ హోర్డ్,ମହାନ ହୋର୍ଡ
గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ),ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ)
గొప్ప ముద్ర,ମହାନ ସିଲ୍ |
గ్రేట్ ట్రాక్,ଗ୍ରେଟ୍ ଟ୍ରାକ୍ |
గొప్ప వాహనం,ମହାନ ଯାନ
గ్రేట్ వాల్ ఆఫ్ చైనా,ଚାଇନାର ଗ୍ରେଟ୍ ୱାଲ୍ |
గ్రీవ్,ଗ୍ରୀଭ୍ |
గార్డ్-ఛాంబర్,ରାକ୍ଷୀ-ଚାମ୍ବର |
గార్డ్-ఛాంబర్,ରାକ୍ଷୀ-ଚାମ୍ବର |
గార్డ్-ఛాంబర్,ରାକ୍ଷୀ-ଚାମ୍ବର |
గుప్తులు,ଗୁପ୍ତା
హాజియోగ్రఫీ,ହାଗିଓଗ୍ରାଫି |
హాజియోగ్రఫీ,ହାଗିଓଗ୍ରାଫି |
హగియాలజీ,ହାଜିଓଲୋଜି |
హగియాలజీ,ହାଜିଓଲୋଜି |
ప్రైవేట్ ప్రేక్షకుల హాల్,ବ୍ୟକ୍ତିଗତ ଦର୍ଶକଙ୍କ ହଲ୍ |
పబ్లిక్ ప్రేక్షకుల హాల్,ଜନ ଦର୍ଶକଙ୍କ ହଲ୍ |
హాచ్మెంట్,ହ୍ୟାଚ୍
హీతేన్,ହେଥେନ୍ |
హీతేన్,ହେଥେନ୍ |
హీతేనిజం,ହେଥେନିଜିମ୍ |
హెగిరా (హెజెరా),ହେଗିରା (ହେଜେରା)
హెలెనిజం,ହେଲେନିଜିମ୍ |
హెలట్,ହେଲଟ୍ |
హెరాల్డ్రీ,ହେରାଲ୍ଡ୍ରି |
వారసత్వం,ହେରିଟେଜ୍
చిత్రలిపి సరళ అక్షరాలు,ହାଇରୋଗଲିଫିକ୍ ର line ଖ୍ୟ ବର୍ଣ୍ଣଗୁଡିକ |
చిత్రలిపి స్క్రిప్ట్,ହାଇରୋଗଲିଫିକ୍ ସ୍କ୍ରିପ୍ଟ |
హై చర్చి,ହାଇ ଚର୍ଚ୍ଚ
హై ల్యాండర్,ହାଇ ଲ୍ୟାଣ୍ଡର୍ |
హిందూమతం,ହିନ୍ଦୁ ଧର୍ମ
చరిత్రకారుడు,Histor ତିହାସିକ
చరిత్రకారుడు,Histor ତିହାସିକ
చారిత్రక భౌతికవాదం,Histor ତିହାସିକ ବସ୍ତୁବାଦ |
చారిత్రక యుగం,Histor ତିହାସିକ ଯୁଗ |
చారిత్రక సరిహద్దు,Histor ତିହାସିକ ସୀମା
చరిత్రకారుడు,ଇତିହାସକାର
చరిత్రకారుడు,ଇତିହାସକାର
చరిత్ర చరిత్ర,ଇତିହାସ ଲିପି
చరిత్ర చరిత్ర,ଇତିହାସ ଲିପି
చరిత్ర,ଇତିହାସ
హిట్టైట్ సామ్రాజ్యం,ହିତ୍ତୀୟ ସାମ୍ରାଜ୍ୟ |
పవిత్ర కూటమి,ପବିତ୍ର ମିଳିତ ମଞ୍ଚ
పవిత్ర నగరం,ପବିତ୍ର ସହର
పవిత్ర నగరం,ପବିତ୍ର ସହର
పవిత్ర భూమి,ପବିତ୍ର ଭୂମି
పవిత్ర భూమి,ପବିତ୍ର ଭୂମି
హోలీ లీగ్,ହୋଲି ଲିଗ୍ |
హోలీ లీగ్,ହୋଲି ଲିଗ୍ |
పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం),ପବିତ୍ର ରୋମାନ୍ ସାମ୍ରାଜ୍ୟ (= ସାମ୍ରାଜ୍ୟ)
పవిత్ర సముద్రం,ପବିତ୍ର ସମୁଦ୍ର |
పవిత్ర సముద్రం,ପବିତ୍ର ସମୁଦ୍ର |
పవిత్ర యుద్ధం,ପବିତ୍ର ଯୁଦ୍ଧ
పవిత్ర యుద్ధము,ପବିତ୍ର ଯୁଦ୍ଧ
హోం ప్రభుత్వం,ଗୃହ ସରକାର
హోంగార్డు,ହୋମ ଗାର୍ଡ |
జన్మభూమి,ମାତୃଭୂମି |
గృహ నియమం,ଗୃହ ନିୟମ |
హోమ్ రూల్,ଗୃହ ନିୟମ
గుంపు,ହୋର୍ଡେ |
గుంపు,ହୋର୍ଡେ |
శత్రు దేశం,ଶତ୍ରୁ ଦେଶ |
శత్రుభూమి,ଶତ୍ରୁ ଭୂମି |
వేడి ముసుగులో,ଗରମ ଅନୁସରଣ
ఇల్లు,ଘର
ఇల్లు,ଘର
హౌస్ ఆఫ్ కామన్స్,ହାଉସ୍ ଅଫ୍ କମନ୍ସ
హౌస్ ఆఫ్ లార్డ్స్,ହାଉସ୍ ଅଫ୍ ଲର୍ଡସ୍ |
ప్రతినిధుల సభ,ଲୋକସଭା
హ్యూగ్నోట్స్,ହୁଗୁଏନଟ୍ସ |
మానవతావాదం,ମାନବବାଦ |
మానవతావాది,ମାନବବାଦୀ |
హండ్రెడ్ యెస్సర్స్ వార్,ଶହ ଶହ ୟେସର ଯୁଦ୍ଧ |
హంకర్,ହଙ୍କର୍ |
ఇబాదత్ ఖానా (ఆరాధనా గృహం),ଇବାଦତ ଖାନା (ପୂଜା ଘର)
ఐకానోక్లాస్ట్,ଆଇକନୋକ୍ଲାଷ୍ଟ |
విగ్రహారాధకుడు,ପ୍ରତିମା
ఇలాహి యుగం,ଇଲାହି ଯୁଗ |
చట్టవిరుద్ధమైన యుద్ధం,ବେଆଇନ ଯୁଦ୍ଧ |
ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్,ଆଲୋକିତ ପାଣ୍ଡୁଲିପି
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
ఇమామ్ (ఇమ్మామ్),ଇମାମ (ଇମ୍ମାମ୍)
ఇమామత్,ଇମାମେଟ୍ |
ఇమామత్,ଇମାମେଟ୍ |
ఇమాంబరః,ଇମମ୍ବର
ఇంపీరియల్,ସାମ୍ରାଜ୍ୟ
ఇంపీరియల్ నగరం,ସାମ୍ରାଜ୍ୟ ସହର |
సామ్రాజ్యవాదం,ସାମ୍ରାଜ୍ୟବାଦ |
ఇంపీరియల్ ప్రాధాన్యత,ସାମ୍ରାଜ୍ୟ ପସନ୍ଦ |
అసంబద్ధం,ଅପ୍ରାକୃତିକ |
మోసగాడు,ଇମ୍ପୋଷ୍ଟର୍ |
జైలు శిక్ష,କାରାଗାର
జైలు శిక్ష,କାରାଗାର
చొరబాటు,ଆକ୍ରମଣ
చొరబాటుదారుడు,ଅନୁପ୍ରବେଶକାରୀ |
స్వాతంత్ర్యం,ସ୍ୱାଧୀନତା
స్వాతంత్ర్య దినోత్సవం,ସ୍ବାଧୀନତା ଦିବସ
ఇండిపెండెన్స్ హాల్,ସ୍ୱାଧୀନତା ହଲ୍
ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్),ଭାରତୀୟ ଆମେରିଆନ୍ (= ରେଡ୍ ଇଣ୍ଡିଆନ୍ = ଆମେରିକୀୟ ଭାରତୀୟ)
ఇండియన్ హోమ్ రూల్ లీగ్,ଇଣ୍ଡିଆନ୍ ହୋମ୍ ନିୟମ ଲିଗ୍ |
పారిశ్రామిక విప్లవం,ଶିଳ୍ପ ବିପ୍ଳବ |
అవిశ్వాసం,ଅବିଶ୍ୱାସୀ |
అవిశ్వాసం,ଅବିଶ୍ୱାସୀ |
చొరబాటు,ଅନୁପ୍ରବେଶ
చొరబాటుదారుడు,ଅନୁପ୍ରବେଶକାରୀ |
సమాచారం ఇచ్చేవాడు,ସୂଚନାଯୋଗ୍ୟ
సమాచారం ఇచ్చేవాడు,ସୂଚନାଯୋଗ୍ୟ
ఇన్ఫార్మర్,ସୂଚନାଦାତା
ఇన్ఫార్మర్,ସୂଚନାଦାତା
ప్రవేశము,ଅନୁପ୍ରବେଶ
ప్రవేశము,ଅନୁପ୍ରବେଶ
ప్రవేశము,ଅନୁପ୍ରବେଶ
నివాసం,ବାସସ୍ଥାନ
నివాసి,ନିବାସୀ
వారసత్వం,ଉତ୍ତରାଧିକାରୀ |
వారసత్వం,ଉତ୍ତରାଧିକାରୀ |
వారసత్వం,ଉତ୍ତରାଧିକାରୀ |
శాసనం,ଲେଖା
చిహ్నము,ଇନସିନିୟା |
ప్రవేశ పరికరం,ଯୋଗଦାନର ଯନ୍ତ୍ର
ప్రభుత్వ సాధనం,ସରକାରଙ୍କ ଉପକରଣ
తిరుగుబాటు (తిరుగుబాటు),ବିଦ୍ରୋହ (ବିଦ୍ରୋହ)
తిరుగుబాటుదారుడు,ବିଦ୍ରୋହୀ
తిరుగుబాటు,ବିଦ୍ରୋହ
తిరుగుబాటు,ବିଦ୍ରୋହ
అనుసంధానం,ଏକୀକରଣ
రికార్డుల సమగ్రత,ରେକର୍ଡଗୁଡ଼ିକର ଅଖଣ୍ଡତା |
రాష్ట్రాల సమగ్రత,ରାଜ୍ୟଗୁଡ଼ିକର ଅଖଣ୍ଡତା |
మేధావి (ఇంటెలిజెంట్జియా),ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ (ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ)
మధ్యవర్తిత్వం,ମଧ୍ୟସ୍ଥି |
మధ్యవర్తి,ମଧ୍ୟସ୍ଥି |
మధ్యవర్తి,ମଧ୍ୟସ୍ଥି |
అంతర్జాతీయవాదం,ଆନ୍ତର୍ଜାତୀୟତା
అంతర్జాతీయవాదం,ଆନ୍ତର୍ଜାତୀୟତା
అంతర్జాతీయవాది,ଆନ୍ତର୍ଜାତୀୟବାଦୀ |
అంతర్గత యుద్ధం,ଇଣ୍ଟର୍ନେସିନ୍ ଯୁଦ୍ଧ |
ఇంటర్నీ,ଇଣ୍ଟରନେଟ୍
ఇంటర్నీ,ଇଣ୍ଟରନେଟ୍
ఇంటర్నీ క్యాంపు,ଇଣ୍ଟର୍ନି କ୍ୟାମ୍ପ
ఇంటర్న్మెంట్,ଇଣ୍ଟର୍ନେଟ୍
ఇంటర్న్మెంట్,ଇଣ୍ଟର୍ନେଟ୍
ఇంటర్న్మెంట్,ଇଣ୍ଟର୍ନେଟ୍
ఇంటర్నేషనల్,ଇଣ୍ଟର୍ନିସିଓ |
వ్యాఖ్యాత,ଅନୁବାଦକ
వ్యాఖ్యాత,ଅନୁବାଦକ
వ్యాఖ్యాత,ଅନୁବାଦକ
జోక్యం,ହସ୍ତକ୍ଷେପ
ఇంటస్టేసి,ଆନ୍ତରିକତା
పేగు,ଅନ୍ତନଳୀ
చమత్కారం,ଷଡଯନ୍ତ୍ର
చొరబాటుదారుడు,ଅନୁପ୍ରବେଶକାରୀ
చొరబాటుదారుడు,ଅନୁପ୍ରବେଶକାରୀ
చొరబాటు,ଅନୁପ୍ରବେଶ
దండయాత్ర,ଆକ୍ରମଣ
దండయాత్ర,ଆକ୍ରମଣ
పెట్టుబడి,ବିନିଯୋଗ କରନ୍ତୁ |
పెట్టుబడి,ବିନିଯୋଗ କରନ୍ତୁ |
పెట్టుబడి,ବିନିଯୋଗ କରନ୍ତୁ |
పెట్టుబడి,ବିନିଯୋଗ କରନ୍ତୁ |
పెట్టుబడి,ବିନିଯୋଗ
పెట్టుబడి,ବିନିଯୋଗ
పెట్టుబడి,ବିନିଯୋଗ
పెట్టుబడి వేడుక,ବିନିଯୋଗ ସମାରୋହ
జాతీయతతో పెట్టుబడి పెట్టండి,ଜାତୀୟତା ସହିତ ବିନିଯୋଗ କରନ୍ତୁ |
ఇన్విన్సిబుల్ ఆర్మడ,ଅବିସ୍ମରଣୀୟ ଆର୍ମଡା |
ఉల్లంఘన (రాష్ట్రం),ଅହିଂସା (ରାଜ୍ୟ)
ఉల్లంఘించిన స్థితి,ଅବ୍ୟବସ୍ଥା |
అభేద్యమైన కోట,ଅବିସ୍ମରଣୀୟ ଦୁର୍ଗ |
ఇనుప యుగం,ଲ Iron ହ ଯୁଗ |
