Hindi,Kannada
कौडेक्स,ಕಬ್ಬಿಣದ
"रोगकारक, उत्पादन कारक",ಕಾರಣ
सीड्रस देओदार (देवदार),ಸೆಡ್ರಸ್ ಡಿಯೋಡಾರಾ (ಸೀಡರ್)
सिलैस्ट्रेलीज,ಸೆಲ್ಯಾಸ್ಟ್ರೇಲ್ಸ್
कोशिका जीवविज्ञानी,ಕೋಶ ಜೀವಶಾಸ್ತ್ರಜ್ಞ
कोशिका जैविकी,ಜೀವಕೋಶ ಜೀವಶಾಸ್ತ್ರ
कोशिका चक्र,ಕೋಶ ಚಕ್ರ
कोशिका विवर्धन,ಜೀವಕೋಶ ಹಿಗ್ಗುವಿಕೆ
कोशिका आवरण,ಜೀವಕೋಶದ ಹೊದಿಕೆ
कोशिका प्रभंजन,ಜೀವಕೋಶದ ಭಾಗ
कोशिका समसूत्रांश,ಜೀವಕೋಶ ಏಕರೂಪದ
कोशिका-माध्यित प्रतिरक्षा,ಜೀವಕೋಶದ ಮಧ್ಯಸ್ಥಿಕೆಯ ಪ್ರತಿರಕ್ಷೆ
"कोशिका कला, कोशिका झिल्ली",ಜೀವಕೋಶ ಪೊರೆಯು
कोशिका प्रचुरोद्भवन,ಕೋಶ ಪ್ರಸರಣ
कोशिका संरचना,ಕೋಶ ರಚನೆ
कोशिका सिद्धांत,ಜೀವಕೋಶದ ಸಿದ್ಧಾಂತ
कोशिका भित्ति,ಕೋಶ ಗೋಡೆ
सेलोफेन कला,ಒಂದು ಭಾಗದ
लघुकोशिका,ಗುಡಿಸಲು
कोशिकीय प्रतिरक्षा,ಕೋಶಕ ರಕ್ಷಣೆ
कोशिकीय ऊर्जा अंतरण-तंत्र,ಸೆಲ್ಯುಲಾರ್ ಶಕ್ತಿ ವರ್ಗಾವಣೆ-ವ್ಯವಸ್ಥೆ
कोशिकीय एंजाइम,ಸೆಲ್ಯುಲಾರ್ ಕಿಣ್ವ
कोशिकीय स्तर,ಸೆಲ್ಯುಲಾರ್ ಮಟ್ಟ
कोशिकीय ऑक्सीकरण,ಸೆಲ್ಯುಲಾರ್ ಆಕ್ಸಿಡಲ್
कोशिकीय पूल,ಸೆಲ್ಯುಲಾರ್ ಪೂಲ್
सेलुलोस,ಕೋಶ
सेलुलोस सूक्ष्मरेशक,ಸೆಲ್ಯುಲೋಸ್ ಮೈಕ್ರೋಫಿಬ್ರಿಲ್
सीमेन्टम,ಸಿಮೆಂಟಿನ
सेंक्रस,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
नूतनजीवी महाकल्प,ಸೆನೊಜೋಯಿಕ್ ಯುಗ
गणना,ಜನಗಣತಿ
जनगणना,ಜನಗಣತಿ
सेन्टीमॉर्गन,ಶಾಂಟೆಮೋರ್ಗಲ್
सेंटीपीडा ऑर्बिकुलेरिस,ಶತಮಾನದ ಕಕ್ಷೀಯ
केंद्रीय अक्ष,ಮಧ್ಯ ಅಕ್ಷ
केंद्रीय कोशिका,ಮಧ್ಯ ಜೀವಾಣು
केंद्रीय क्रोड,ಕೇಂದ್ರ ಕೇಂದ್ರ ಕೇಂದ್ರ
मूल सिद्धांत,ಕೇಂದ್ರ ಸಿದ್ಧಾಂತ
केंद्रीय औषध अनुसंधान संस्थान,ಕೇಂದ್ರ drug ಷಧ ಸಂಶೋಧನಾ ಸಂಸ್ಥೆ
केंद्रीय क्षेत्र,ಕೇಂದ್ರ ಕ್ಷೇತ್ರ
केंद्रीय स्तन्यवाहिनी,ಮಧ್ಯಪ್ರವೇಶ
केंद्रीय तंत्रिका तंत्र,ಕೇಂದ್ರ ನರಮಂಡಲ
मध्यवर्ती परिखा,ಮಧ್ಯ ಸಲ್ಕಸ್
अपकेंद्रण,ಕೇಂದ್ರೀಕರಣ
तारककेंद्र,ಕೇಂದ್ರ
"सत्रकेंद्र, गुणसूत्रबिंदु",ಮಧ್ಯಪ್ರವೇಶ
तारककाय,ಮಧ್ಯಮ
"परितारक केंद्र, सेंट्रोस्फियर",ಕೇಂದ್ರ
शीर्षरज्जुकी सेफैलोकॉर्डेट,ಶಿರೋನಾಮೆ
सेफैलोकॉर्डेट प्राणी,ಶಿರೋವಸ್ತ್ರ
सेफैलोस्पोरिन,ಶಿರೋನಾಮೆ
शिरोवक्ष,ಶಿರೋನಾಮೆ
सिरैटोफिलेसी,ದನವೇಶ
अनाज-दाना,ಏಕದಳ ಧಾನ್ಯ
अनुमस्तिष्क वृंतक,ಸೆರೆಬೆಲ್ಲಾರ್ ಪೆಡಂಕಲ್
अनुमस्तिष्क,ಸೆರೆಬೆಲ್ಲಂ
प्रमस्तिष्क कुल्या,ಸೆರೆಬ್ರಲ್ ಜಲಚರ
प्रमस्तिष्क वल्कुट,ಸೆರೆಬ್ರಲ್ ಕಾರ್ಟೆಕ್ಸ್
प्रमस्तिष्क गोलार्ध,ಸೆರೆಬ್ರಲ್ ಗೋಳಾರ್ಧ
प्रमस्तिष्क निलय,ಸೆರೆಬ್ರಲ್ ಕುಹರದ
प्रमस्तिष्कमेरु द्रव,ಸೆರೆಬ್ರೊಸ್ಪೈನಲ್ ದ್ರವ (ಸಿಎಸ್ಎಫ್)
प्रमस्तिष्क,ಸ್ರಾವನ
प्रमाणित बीज,ಬೀಜ
संसिक्थ ग्रंथि,ಕದ್ಯರ ಗ್ರಂಥಿ
"ग्रैव, ग्रीवा",ಕಾಂಡದ
(गर्भशय) ग्रीवा आच्छद,ಗರ್ಭಕಂಠದ ಕ್ಯಾಪ್
ग्रीवा कशेरुक,ಗರ್ಭಕಂಠದ ಕಶೇರುಖಂಡ
ग्रीवा,ಕುತ್ತಿಗೆ
सीजियम क्लोराइड,ಸೀಸಿಯಂ ಕ್ಲೋರೈಡ್
मलकुंड,ಕವಚ
सिटेसियाई,ಲಂಗರು
कीटोप्टेरस,ಚಾವಟ
श्वेतकरज्जु,ದನಗಳು
"निभाग, कैलेजा",ದನಗಳು
कैलेजा सिरा,ಚಲಜಲ್ ಅಂತ್ಯ
कैलीना,ಚರಿನ
"कैमीलिऑन, गिरगिट",Me ಸರವಳ್ಳಿ (ಚಮೀಲಿಯನ್)
शैंकराभ,ಚಾನ್ಕ್ರಾಯ್ಡ್
प्रणाल,ಚಾನಲ್
चैनल,ಚಾನಲ್
संरक्षिका,ಚಪಲಾತಿ
कैरा,ಚರ
अभिलक्षणिक वनस्पति,ವಿಶಿಷ್ಟ ಸಸ್ಯವರ್ಗ
"चारकोल, काठ कोयला",ಇದ್ದೀಳಿ
चारगाफ नियम,ಚಾರ್ಗಾಫ್ ನಿಯಮ
आवेश युग्मित युक्ति,ಚಾರ್ಜ್ ಕಪಲ್ಡ್ ಸಾಧನ (ಸಿಸಿಡಿ)
आवेशन,ಚಾರ್ಜಿಂಗ್
उन्मील्यपरागणी,ಚಮತ್ಕಾರದ
कैथेमैलस,ಚಥಮಾಲಸ್
कीलोन,ಚೆಲೋನ್
रासायनिक विश्लेषित्र,ರಾಸಾಯನಿಕ ವಿಶ್ಲೇಷಕ
रासायनिक आबंध,ರಾಸಾಯನಿಕ ಬಂಡಿ
रासायनिक भंजन,ರಾಸಾಯನಿಕ ಸ್ಥಗಿತ
रासायनिक सम्मिश्रता,ರಾಸಾಯನಿಕ ಸಂಕೀರ್ಣತೆ
रासायनिक पर्यावरण,ರಾಸಾಯನಿಕ ಪರಿಸರ
रासायनिक विकास,ರಾಸಾಯನಿಕ ವಿಕಸನ
रासायनिक विधि,ರಾಸಾಯನಿಕ ವಿಧಾನ
रासायनिक उत्परिवर्तजन,ರಾಸಾಯನಿಕ ರೂಪಾಂತರ
रासायनिक उद्भव,ರಾಸಾಯನಿಕ ಮೂಲ
रासायनिक ऑक्सीजन मांग,ರಾಸಾಯನಿಕ ಆಮ್ಲಜನಕ ಬೇಡಿಕೆ
रासायनिक विभव,ರಾಸಾಯನಿಕ ಸಾಮರ್ಥ್ಯ
रासायनिक स्केल्पेल,ರಾಸಾಯನಿಕ ಪಿಕ್ಕಟ್ಟು
रासायनिक संकेत,ರಾಸಾಯನಿಕ ಸಂಕೇತ
रासायनिक अंतर्ग्रथन,ರಾಸಾಯನಿಕ ಸಿನಾಪ್ಸ್
रसायन परासरणी परिकल्पना,ರಾಸಾಯನಿಕ -ಕಲ್ಪನೆ
रसायनज्ञ,ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ
रसायन विज्ञान,ರಸಾಯನಶಾಸ್ತ್ರ
रसोसंश्लेषण,ರಾಸಾಯನಿಕತೆ
रसो-स्वपोषी जीवाणु,ಆಟೊರೊಫಿಕ್ ಬ್ಯಾಕ್ಟೀರಿಯಾ
रसो-अनुकुंचन,ಚೆಮ್ಮಾವಾಗಿ
रसोसंश्लेषण,ರಾಸಾಯನಿಕತೆ
रसोसंश्लेषी स्वपोषित,ಕೀಮೋಸೈಂಥೆಟಿಕ್ ಆಟೋಟ್ರೋಫ್
रसोसंश्लेषी जीवाणु,ರಾಸಾಯನಿಕ ಬ್ಯಾಕ್ಟೀರಿಯ
रसोनुचलन,ರಾಸಾಯನಿಕ
"रसायनवर्गिकी, रसोवर्गिकी",ರಾಸಾಯನಿಕತೆ
रसोचिकित्सा,ರಾಸಾಯನಿಕ ಚಿಕಿತ್ಸೆ
कीनोपोडिएसी,ಚೆನೊಪೊಡಿಯಾಸಿ
किऐज्मेटा,ಚಿರತೆ
किऐज्मा प्रकार परिकल्पना,ಚಿಯಾಸ್ಮ್ನಾ ಪ್ರಕಾರದ ಕಲ್ಪನೆ
चिकनगुनिया,ಚಿಕುಂಗುನಿಯಾ
कासनी,ಚಿಕರಿ
"बालपन, बाल्यावस्था",ಬಾಲ್ಯ
मिर्च मोजेक विषाणु,ಮೆಣಸಿನಕಾಯಿ ವೈರಸ್
सिनकोना ऑफिसिनैलिस,ಸಿಂಚೋನಾ ಅಫೀಟಾಲಿಸ್
जतुपरागण,ಚಿರತೆ
काइटिन,ಚಿರತೆ
काइटिनी,ಚಿಲ್ಲಿಯಂಥ
क्लेमाइडिया ट्रेकोमेटिस,ಕ್ಲಮೈಡಿಯ ಟ್ರಾಕೊಮಾಟಿಸ್
क्लेमाइडीयता,ಕ್ಲಮೈಡಿಯಾಸ್
क्लेमाइडोमोनास,ಕ್ಲಾಮೈಗ್ರಾನಸ್
क्लोरैम्फैनिकॉल,ತಿಕ್ಕಲು
क्लोरेला,ಕ್ಲೋರೆಲ್ಲಾ
हरितऊतक,ಕ್ಲೋರೆಂಚೈಮಾ
क्लोराइड कोशिका,ಕ್ಲೋರೈಡ್ ಕೋಶ
क्लोरीन,ಕ್ಲೋರಿನ್
क्लोरोफ्लुओरोकार्बन,ಕ್ಲೋರೊಫ್ಲೋರೊ ಕಾರ್ಬನ್ (ಸಿಎಫ್‌ಸಿಎಸ್)
क्लोरोफॉर्म,ಕ್ಲೋರೊಫಾರ್ಮ್
क्लोरोफाइसी,ಕ್ಲೋರೊಫೈಸೀ
हरितपादप पूर्वज,ಕ್ಲೋರೊಫೈಟ್ ಪೂರ್ವಜ
हरिमाहीनता,ಕ್ಲೋರೋಸಿಸ್
"हरितरोग, क्लोरोसिस",ಕ್ಲೋರೋಸಿಸ್
"कीपाणु, कीपकोशिका",ಚಾಚು
कोलेसिस्टोकाइनेसिस,ಕೊಲೆಸಿಸ್ಟೊಕಿನಿಸ್
कोलेसिस्टोकाइनिन,ಕೋಲೆಸಿಸ್ಟೊಕಿನಿನ್
कोलेस्टेरॉल,ಕೊಲೆಸ್ಟ್ರಾಲ್
"कोलीन-उत्तेजक, कोलीनर्जिक",ಕೋಲಿನರ್ಜಿನ
कॉन्ड्रिक्थीज,ಕೊಂಡ್ರಿಚ್ಥೈಸ್
"उपास्थिन, कॉन्ड्रिन",ಕೊಳೆತ
उपास्थि-अणु,ಕೊಳೆತ
कंडरा रज्जु,ಹಳ್ಳ
कॉर्डेटा (रज्जुकी संघ),ಒಂದು ಬಗೆಯ ಕಂತು
जरायु-अपरापोषिका अपरा,ಕೋರಿಯೊಅಲಾಂಟೊಯಿಕ್ ಜರಾಯು
जरायु,ಕೋರಿ
जरायु कार्टिकोट्रॉपिन,ಕೋರಿಯಾನಿಕ್ ಕಾರ್ಟಿಕೊಟ್ರೊಪಿನ್
जरायु गोनेडोट्रॉपिन,ಕೋರಿಯಾನಿಕ್ ಗೊನಡೋಟ್ರೋಪಿನ್
जरायु थायरोट्रापिन,ಕೋರಿಯಾನಿಕ್ ಥೈರೋಟ್ರೋಪಿನ್
रक्तक पटल,ವಶತಂತಿರುವ
"अर्धसूत्र, अर्धगुणसूत्र",ವರ್ಣರಂಜಿತ
क्रोमैटिन रेशा,ಕ್ರೊಮಾಟಿನ್ ನಾರು
क्रोमैटिन,ಕ್ರೊಮ್ಯಾಟಿನ್
वर्णलेखी तकनीक,ಕ್ರೊಮ್ಯಾಟೋಗ್ರಾಫಿಕ್ ತಂತ್ರ
"वर्णलेखिकी, क्रोमैटोग्राफी",ವರ್ಣರೇಖನ
वर्णकधर,ಕ್ರೊಮ್ಯಾಟೊಫೋರ್
वर्णजनिक क्रियाधार,ವರ್ಣಭೇದ ಜೀವಿ
"वर्णसूत्र, क्रोमोनीमा",ಚಿತ್ರ
वर्णमूलक,ವರ್ಣಲಿ
"वर्णलवक, क्रोमोप्लास्ट",ವರ್ಣಕಣ
गुणसूत्री विपथन,ವರ್ಣತಂತು ವಿರೂಪಗೊಳಿಸುವಿಕೆ
गुणसूत्री दोष,ವರ್ಣತಂತು ದೋಷ
गुणसूत्र मानचित्रण,ವರ್ಣತಂತು ಮ್ಯಾಪಿಂಗ್
आनुवंशिकता का गुणसूत्र सिद्धांत,ಆನುವಂಶಿಕತೆಯ ವರ್ಣತಂತು ಸಿದ್ಧಾಂತ
वंशागति का गुणसूत्र सिद्धांत,ಆನುವಂಶಿಕತೆಯ ವರ್ಣತಂತು ಸಿದ್ಧಾಂತ
चिरकारी श्वसनीशोथ,ದೀರ್ಘಕಾಲದ ಬ್ರಾಂಕೈಟಿಸ್
चिरकारी पेशिभ श्वेताणुरक्तता,ದೀರ್ಘಕಾಲದ ಮೈಯಾಯ್ಡ್ ಲ್ಯುಕೇಮಿಯಾ
इतिवृत्त,ಕ್ರಾನಿಕರ
"कालानुक्रमिक रूप से, कालानुक्रमतः",ಕಾಲಾನುಕ್ರಮದಲ್ಲಿ
क्राइसेन्थिमम सिनेरेरिफोलियम,ಕ್ರೈಸಾಂಥೆಮಮ್ ಸಿನಾರಿಯಲ್ಫೋಲಿಯಂ
क्राइसेन्थिमम इंडिकम (गुलदाउदी),ಕ್ರೈಸಾಂಥೆಮಮ್ ಸೂಚನೆ
क्राइसेन्थिमम रोसियम,ಕ್ರೈಥೆಮಮ್ ರೋಸಮ್
क्राइसोफाइटा,ಚಿರತೆ
क्राइसोफाइट,ಕ್ರೈಸೊಫೈಟ್
काइलोमाइक्रोन,ಚೈತನ್ಯದ
काइम,ಚೈತನ್ಯ
काइमोट्रिप्सिन,ಚಮಚ
साइकेडा,ಒಂದು ಬಗೆಯ ಕಂತು
साइसर ऐरीटिनम (चना),ಸಿಸರ್ ಏರಿಯೆಟಿನಮ್
"सिकलिड मीन, सिकलिड मछली",ಸಿಚ್ಲಿಡ್ ಮೀನು
सी-संस्तर,ಸಿಹಾರಿಜೋನ್
पक्ष्माभ,ನಾರು
पक्ष्माभ पिंड,ಸಿಲಿಯ
पक्ष्माभ गुच्छिका,ಸಿಲಿಯದ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
पक्ष्माभी गति,ಸಿಲಿಯರಿ ಚಳುವಳಿ
पक्ष्माभी,ಸಿಲಿಯದಾರ್ಧ
पक्ष्माभी प्राणी,ನುಗ್ಗುವ
पक्ष्माभ,ಸಿಲಿಯಂ (ಸಿಲಿಯಾ)
सिनकोना,ಸಿಂಚು
सायोना,ಸಿಯೋನ
सिप्रोफ्लॉक्सैसिन,ಸಿಪ್ರೊಫ್ಲಾಕ್ಸಾಸ್
परिसंचरण,ಪ್ರಸರಣ
परिसंचरण तंत्र,ರಕ್ತಪರಿಚಲನೆ
परिग्रसिका संधायी,ಪರಸ್ಪರ ಕ್ರಿಯಾಶೀಲ ಆಯೋಗ
प्रतानी,ಸಿರೊಹಸ್
सिरोसिस,ಸಿರಹತೆ
शिखी,ಸೈರ್ರಿನ
कुंडिका,ಗುದ್ದು
"कार्येक, सिस्ट्रॉन",ಗೈರು
सिट्रूलीन,ಸಿಟ್ರಾ
सिट्रस फल,ಸಿಟ್ರಸ್ ಹಣ್ಣು
वंशशाखिकी,ವ್ಯಾಪಕವಾದ
पर्णाभ पर्व,ಕ್ಲಾಡೋಡ್
क्लैडोफोरा,ಕ್ಲಾಸೆಫೊರಾ
क्लैरिअस गैरीपिनस,ಕ್ಲಾರಿಯಾಸ್ ಗ್ಯಾರೀಪಿನಸ್
"वर्ग, क्लास",ವರ್ಗ
संवर्ग,ವರ್ಗ
वर्गीकरण,ವರ್ಗೀಕರಣ
क्लैविसेप्स,ಕ್ಲಾವಿಸೆಪ್ಸ್
"जत्रुक, क्लेविकल",ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
नखरहीन अंगुली,ಪಂಜುರಹಿತ ಅಂಕಿಯ
"मृत्तिका, चिकनी मिट्टी",ಮಣ್ಣಿನ
विदलन खाँच,ಸೀಳು ಉಬ್ಬು
अनुन्मील्यपरागणी,ಕ್ಸೂಯಿ
क्लीमैटिस,ಕಾದು
जलवायु,ವಶ
जलवायु क्षेत्र,ಹವಾಮಾನ ವಲಯ
"जलवायवी प्राचल, जलवायु पैरामीटर",ಹವಾಮಾನದ ನಿಯತಾಂಕ
चरम समुदाय,ಪರಾಕಾಷ್ಠೆ ಸಮುದಾಯ
आरोही,ಪರ್ವತಾರೋಹಣ
"अरोहण, (वि.) आरोही",ಹತ್ತುವುದು
रोगलक्षण काल,ಕ್ಲಿನಿಕಲ್ ಅವಧಿ
"पर्याणिक, क्लाइटेलमी",ಚಿರತೆ
"पर्याणिका, क्लाइटेलम",ಕಣ್ಣುಹಣ್ಣು
क्लाइटोरिया,ಕ್ಲೈಟ್ರೀ
भगशेफ,ಚಂದ್ರನಾಡಿ
अवस्कर,ಗಡಿಯಾರದ
क्लोनी मेंढक,ತಾರಯ ಕಪ್ಪೆ
क्लोनी प्रवर्धन,ಕ್ಲೋನಲ್ ಪ್ರಸಾರ
क्लोनी वरण,ಕ್ಲೋನಲ್ ಆಯ್ಕೆ
क्लोन,ತದ್ರೂಪಿ
क्लोनन,ಅಬೀಜ
सगे-संबंधियों में विवाह,ಮದುವೆ ಮುಚ್ಚಿ
संवृत तंत्र,ಮುಚ್ಚಿದ ವ್ಯವಸ್ಥೆ
क्लॉस्ट्रिडियम,ನುಗ್ಗಿ
क्लॉस्ट्रीडियम ब्यूटिलिकम,ಕ್ಲೋಸ್ಟ್ರಿಡಿಯಮ್ ಬ್ಯುಟೈಲಿಸಿಯಮ್
स्कंद विदारक,ಹೆಪ್ಪುಗಟ್ಟಿದ ಬಸ್ಟರ್
रुधिर स्कंदन,ರಕ್ತದ ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ
लौंग फली,ಕ್ಲೋವರ್ ಹುರುಳಿ
"त्रिपर्णी मॉडल, क्लोवर लीफ मॉडल",ಕ್ಲೋವರ್-ಎಲೆ ಮಾದರಿ
क्लाउन मीन,ಕಾಗರ ಮೀನು
नाइडेरिया प्राणी,ಸಿನಿಡೇರಿಯನ್ನರು
दंशकोरक,ಸಿಎನ್‌ಡೋಬ್ಲಾಸ್ಟ್
"सहपुंज, सहपुंजित",ಸ ೦ ಚಿಸು
स्थूल समायोजन घुंडी,ಒರಟಾದ ಹೊಂದಾಣಿಕೆ ಗುಬ್ಬಿ
मोटी रेत,ಒರಟಾದ ಮರಳು
तटीय टिब्बा,ಕರಾವಳಿ ದಿಬ್ಬ
तटीय झींगा संवर्धन फार्म,ಕರಾವಳಿ ಸೀಗಡಿ ಸಂಸ್ಕೃತಿ ಫಾರ್ಮ್
कोबाल्ट,ಚಮಚ
कोकेन,ಕಶೇನು
कॉक्सीडियता,ಕಕ್ಷಿಯಿಸ್
"गोलाणु, कॉकस",ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
अनुत्रिक,ಕಂಡಯಿಗಳು
"कर्णावर्त, कॉक्लिया",ಕೋಕ್ಲಿಯಾ
फली कुंडल,ಕೋಕ್ಲಿಯಾ
"कोया, कोकून",ಕೋಕೂನ್
कोडित जीन कार्यक्रम,ಕೋಡೆಡ್ ಆನುವಂಶಿಕ ಕಾರ್ಯಕ್ರಮ
कोडीन,ಕೋಡಿನ್
संकेतन,ಕೋಡಿಂಗ್
कूटन (कूटलेखन),ಕೋಡಿಂಗ್
कोडन,ಕೋಡಿಂಗ್
"कूटन रज्जुक, कोडन रज्जुक",ಎಳೆಗ
सहप्रभाविता,ಚಾಚು
"प्रकूट, कोडॉन",ಕೋಡಾನ್
सीलेन्टरेट,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
आंतरगुहा,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
"उदर-गुहा, गुच्छिका",ಉದರದ ಮರಳು
"प्रगुही, सीलोमी",ಸಹಕೋನ
"प्रगुहा, सीलोम",ಕೋಲಾಹಲ
प्रगुही उपकला,ಕೋಲಿಕಾ ಎಪಿತೀಲಿಯಂ
प्रगुही तरल,ಕೋಲೋರಿಕ್ ದ್ರವ
प्रगुहा कोश,ಕೊಯೆಲೋಮೊ ಚೀಲ
संकोशिकी,ಕೊಯೆನೊಸೈಟಿಕ್
सीनोपोडिएसी,ಕೊಯೆನೋಪೊಡಿಯಾಸಿ
सहएंजाइम,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
सह-विकास,ಸಹ-ವಿಕಸನ
"सहविलोपन, सह-विलोप",ಸಹ-ವಿಸ್ತರಣೆ
सह-कारक,ಸಹಕಾರ
संसंजन,ಒಗ್ಗಟ್ಟು
संसंजन बल,ಒಗ್ಗಟ್ಟು ಬಲ
संसंजन सिद्धांत,ಒಗ್ಗೂಡಿಸುವಿಕೆ ಸಿದ್ಧಾಂತ
संसंजन-तनाव वाष्पोत्सर्जन,ಒಗ್ಗಟ್ಟು-ತೆಳುವಾದ-ಪ್ರಸರಣ
कोहॉर्ट,ಸಹಕಾರ
सर्पिल या कुंडलित रूप से लिपटी/लपेटी गई,ಸುರುಳಿಯಾಗಿ ಅಥವಾ ಹೀರಿಕೊಳ್ಳುವಿಕೆಯಿಂದ ಸುರುಳಿಯಾಗಿ
"कुंडलित, लपेटा गया",ಸುರುಳಿಯಾಗಿರುವ
मैथुन,ಕಹಳೆ
अंतरित मैथुन (निष्कासन),ಕೋಯಿಟಸ್ ಇಂಟರಪ್ಟಸ್ (ವಾಪಸಾತಿ)
कॉल्चिसिन,ಕೊಂಚುಸಾದ
कोल्चिकम औटम्नेल,ಕೋಲ್ಚಿಕಮ್ ಶರತ್ಕಾಲ
"असमतापी, अनियततापी",ತಣ್ಣನೆಯ ರಕ್ತದ
शीत मरुस्थल,ತೌಡು ಮರುಭೂಮಿ
शीतग्राही,ಶೀತಲ ಗ್ರಾಹಕ
वर्मपंखी,ಕೊಲಿಯಪ್ಟರ
प्रांकुर चोल,ಕೊಲಿಯೊಪ್ಟಿನ
मूलांकुर-चोल,ಕೊಲಿಯರ್ಹಿಜಾ
कोलियस,ಕೊಲಿಯಸ್
कोलैजन,ಕಾಲಜ
कोलैजन रेशा,ಕಾಲಜನ ನಾರು
कॉलर,ಕತ್ತುಪಟ್ಟಿ
संपार्श्विक ग्रंथि,ಮೇಲಾಧಾರ ಗ್ರಂಥಿ
संग्राहक नलिका,ಟ್ಯೂಬುಲ್ ಸಂಗ್ರಹಿಸುವುದು
संग्राहक वाहिनी,ನಾಳವನ್ನು ಸಂಗ್ರಹಿಸುವುದು
कॉलेटोट्राइकम,ಕೊಲೆಟೊಟ್ರಿಚಮ್
श्लेषकोरक कोशिका,ಕೊಲೊಬ್ಲಾಸ್ಟ್ ಕೋಶ
कोलॉइड,ಕೊಲರೆ
कोलॉइडी,ಕೊಲರೆ
अरबी,ಕೊಲೊಕಾಸಿಯಾ
वृहदंत्र,ಪಲಗರು
निवह-जीव,ವಸಾಹತುಶಾಹಿ ರೂಪ
निवही नॉस्टॉक,ವಸಾಹತುಶಾಹಿ ನಾಸ್ಟಾಕ್
निवहभवन,ಸಮರೀಕರಣ
निवह,ವಸಾಹತು
"नवस्तन्य, नवदुग्ध",ಕೊಲೆಗಡುಕ
वर्णांधता,ಬಣ್ಣ ಕುರುಡುತನ
स्तंभ वर्णलेखन,ಕಾಲಮ್ ಕ್ರೊಕ್ಕಳ ನಿರೂಪಣೆ
बर्टिनी स्तंभ,ಬರ್ಟಿನಿಯ ಕಾಲಮ್
स्तंभाकार उपकला,ಸ್ತನಪಭಲ
कंकत पट्टिका,ಬಾಚಣಿಗೆ
संयुक्त प्रतिरक्षा न्यूनता संलक्षण,ಸಂಯೋಜಿತ ರೋಗನಿರೋಧಕ ಕೊರತೆ ಸಿಂಡ್ರೋಮ್
संयुक्त भार,ಸಂಯೋಜಿತ ತೂಕ
"कॉम्ब जेली, कंकत जेली",ಬೆಸುಗದ ಜೆಲ್ಲಿ
दहन,ದಹನ
दहन प्रक्रम,ದಹನ ಪ್ರಕ್ರಿಯೆ
कॉमा (रूप),ಅಲ್ಪವಿರಾಮ
सहभोजिता,ಆರಂಭದ ಆರಂಭ
संधायी वाहिका,ಕಾಗರ ಹಡಗು
साझा पूर्वज,ಸಾಮಾನ್ಯ ಪೂರ್ವಜ
मूल ग्रीवा धमनी,ಸಾಮಾನ್ಯ ಶೀರ್ಷಧಮನಿ ಅಪಧಮನಿ
सामान्य भारतीय भेक,ಸಾಮಾನ್ಯ ಭಾರತೀಯ ಟೋಡ್
समुदाय विविधता,ಸಮುದಾಯ ವೈವಿಧ್ಯತೆ
समुदाय पारस्परिक क्रिया,ಸಮುದಾಯ ಸಂವಹನ
संहनन,ಸಂಕುಚಿತಗೊಳಿಸುವಿಕೆ
सहचर कोशिका,ಒಡನಾಡಿ ಕೋಶ
तुलनात्मक शारीर,ತುಲನಾತ್ಮಕ ಅಂಗರಚನೆ
तुलनात्मक आकारिकी,ತುಲನಾತ್ಮಕ ರೂಪವಿಜ್ಞಾನ
"संसुगति, ससंगता",ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
निषेच्यता,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
प्रतिकारी पुनस्र्द्भवन,ಸರಿದೂಗನೆ ಪುನರುತ್ಪಾದನೆ
सक्षम कोशिका,ಸಮರ್ಥ ಕೋಶ
समर्थ परपोषी,ಸಮರ್ಥ ಹೋಸ್ಟ್
"स्पर्धा, प्रतियोगिता",ಸ್ಪರ್ಧೆ
स्पर्धी संदमन,ಸ್ಪರ್ಧಾತ್ಮಕ ಪ್ರತಿಬಂಧ
स्पर्धी संदमक,ಸ್ಪರ್ಧಾತ್ಮಕ ಪ್ರತಿರೋಧಕ
पूरकता,ಪೂರಕತೆ
पूरक फिल्टर,ಪೂರಕ ಫಿಲ್ಟರ್
पूरक जीन,ಪೂರಕ ಜೀನ್
पूरक युग्म,ಪೂರಕ ಜೋಡಿ
संपूर्ण पाचन पथ,ಸಂಪೂರ್ಣ ಜೀರ್ಣಾಂಗವ್ಯೂಹ
पूर्ण सहलग्नता,ಸಂಪೂರ್ಣ ಸಂಪರ್ಕ
पूर्ण उपचयन,ಸಂಪೂರ್ಣ ಆಕ್ಸಿಡೀಕರಣ
सम्मिश्र,ಸಂಕೀರ್ಣ
जटिल,ಸಂಕೀರ್ಣ
संकुल,ಸಂಕೀರ್ಣ
