Punjabi,Assamese
ਐਂਟਰੌਪੀ ਮੋਡ,এণ্ট্ৰপি ধৰণ
ਐਂਟਰੌਪੀ ਵੈਕਟਰ,এণ্ট্ৰপি ভেক্টৰ
ਦਾਖਲ ਕਰੋ,প্ৰৱেশ কৰা
"ਗਿਣਤੀ, ਗਿਣਤੀ","গণনা, গণনা"
ਗਿਣਤੀ ਦੇ ਅੰਕੜੇ,গণনাৰ পৰিসংখ্যা
"ਲਿਫ਼ਾਫ਼ਾ, ਲਿਫ਼ਾਫ਼ਾ, ਢੱਕਣ (c.) ਤੋਂ ਲਿਫ਼ਾਫ਼ਾ (v.)","envelop, envelop, cover (গ.) আৱৰণ কৰা (v.)"
ਦੇਰੀ ਨੂੰ ਅਨਲੌਕ ਕਰੋ,আনলক বিলম্ব
ਮਿਆਦ ਪੁੱਗਣ ਵਿੱਚ ਦੇਰੀ ਵਿਗਾੜ,মেয়াদ উকলি যোৱাৰ বিলম্ব বিকৃতি
ਲਿਫ਼ਾਫ਼ਾ ਡੀਮੋਡੂਲੇਟਰ,খাম ডিমডুলেটৰ
ਪੰਨਾ ਨੰਬਰ,পৃষ্ঠাকৰণ
ਕਵਰ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,কভাৰ বৈশিষ্ট্যসমূহ
ਵਾਤਾਵਰਣ,পৰিৱেশ বিজ্ঞান
ਡੈਂਟੈਂਟ,ডান্টেন্ট
ਰੋਟੇਸ਼ਨਲ ਚੁੰਬਕੀ ਖੇਤਰ,ঘূৰ্ণনশীল চুম্বকীয় ক্ষেত্ৰ
ਵੱਖ ਕਰਨ ਦੀ ਗਤੀ,পৃথকীকৰণৰ বেগ
ਅਲਮੈਨਕ,আলমানাক
ਕੈਲੰਡਰ ਦਿਨ,কেলেণ্ডাৰৰ দিন
ਅਲੌਕਿਕ ਘੰਟਾ,ক্ষণস্থায়ী ঘন্টা
ਥੋੜ੍ਹੇ ਸਮੇਂ ਲਈ ਮਿੰਟ,ক্ষণস্থায়ী মিনিট
ਥੋੜ੍ਹੇ ਸਮੇਂ ਲਈ ਦੂਜਾ,ক্ষণস্থায়ী দ্বিতীয়
ਕੈਲੰਡਰ ਦਾ ਸਮਾਂ,কেলেণ্ডাৰৰ সময়
ecadmium ਨਿਊਟ੍ਰੋਨ,ইকেডমিয়াম নিউট্ৰন
ਭੂਚਾਲ ਦਾ ਕੇਂਦਰ,উপকেন্দ্ৰ
"ਪੈਰਾਗ੍ਰਾਫੋਸਕੋਪ, ਐਪੀਡੀਆਸਕੋਪ","পেৰাগ্ৰাফস্কোপ, এপিডিয়াস্কোপ"
ਅੰਤ ਖੰਭੇ,শেষৰ খুঁটা
"ਅਪਾਰਦਰਸ਼ੀ, ਐਪੀਸਕੋਪ","অস্বচ্ছ, এপিস্কোপ"
"ਚੜ੍ਹਦਾ ਜੰਕਸ਼ਨ, ਐਪੀਟੈਕਸੀ ਜੰਕਸ਼ਨ","আৰোহী সংযোগস্থল, এপিটেক্সি সংযোগস্থল"
epitaxy ਪਰਤ,এপিটেক্সি স্তৰ
"ਐਪੀਟੈਕਸੀ ਟਰਾਂਜ਼ਿਸਟਰ, ਓਵਰਰਾਈਡ ਟਰਾਂਜ਼ਿਸਟਰ","এপিটেক্সি ট্ৰেঞ্জিষ্টৰ, অভাৰৰাইড ট্ৰেঞ্জিষ্টৰ"
"apitaxi, ascension","apitaxi, আৰোহণ"
"ਹਾਈਪੋਥਰਮਲ, ਐਪੀਥਰਮਲ","হাইপোথাৰ্মেল, এপিথাৰ্মেল"
epithermal ਊਰਜਾ,এপিথাৰ্মেল শক্তি
epithermal neutrons,এপিথাৰ্মেল নিউট্ৰন
epithermal ਪ੍ਰਤੀਕਰਮ,এপিথাৰ্মেল বিক্ৰিয়া
"ਮਾਰਗਦਰਸ਼ਨ, ਮਿਆਦ","গাইডেন্স, সময়কাল"
ਜ਼ੋਰ ਭਟਕਣ ਕੋਣ,থ্ৰাষ্ট বিচ্যুতি কোণ
ਘਟਨਾ ਦਰ ਕੈਲਕੁਲੇਟਰ,ইনচিডেন্স হাৰ কেলকুলেটৰ
ਘਟਨਾ ਟੈਲੀਮੀਟਰ,ইভেন্ট টেলিমিটাৰ
"ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ","সমান, সমান, সম, সমান"
ਸਮਤੋਨੀ ਸੰਸਕਾਰ,সামতোনী সংস্কাৰ
ਊਰਜਾ ਦਾ ਸਰੋਤ,শক্তিৰ উৎস
samorg ਚਿੱਟਾ,samorg বগা
ਬਰਾਬਰ ਫੋਰਸ,সমান বল
ਇੱਥੋਂ ਤੱਕ ਕਿ ਸ਼ਾਂਤਤਾ ਸਮਰੂਪ,আনকি ট্ৰেংকুলিটি কনট্যুৰ
ਸਮਰੂਪ ਚਿੱਟਾ,সমৰূপী বগা
ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ,ইকুৱেলাইজাৰ
ਬਰਾਬਰੀ ਸਰਕਟ,সমতা বৰ্তনী
ਬਰਾਬਰੀ ਮੁੱਲ,সমতা স্থাপন মান
ਬਰਾਬਰੀ ਦੀ ਨਬਜ਼,সমতাকৰণ স্পন্দন
"ਸਮਾਨਤਾ, ਸਮਾਨਤਾ","সমতা, সমতা"
ਚੰਗੀ ਤਰ੍ਹਾਂ ਸੰਸਕ੍ਰਿਤ ਸਵਰਾਗ੍ਰਾਮ,সুসংস্কৃতিৰ স্বৰাগ্ৰাম
"ਸਮੀਕਰਨ, ਸਮੀਕਰਨ","সমীকৰণ, সমীকৰণ"
ਕੇਂਦਰ ਭੂਮੱਧ ਰੇਖਾ,কেন্দ্ৰ বিষুৱৰেখা
ਤਾਲਮੇਲ ਸਮੀਕਰਨ,সংহতি সমীকৰণ
ਨਿਰੰਤਰ ਸਮੀਕਰਨ,ধাৰাবাহিক সমীকৰণ
ਲਚਕੀਲੇ ਸਮੀਕਰਨ,ইলাষ্টিক সমীকৰণ
ਸੰਤੁਲਨ ਸਮੀਕਰਨ,ভাৰসাম্য সমীকৰণ
ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ,দ্বিঘাত সমীকৰণ
ਗਤੀ ਸਮੀਕਰਨ,গতি সমীকৰণ
ਨਿਰਪੱਖ ਸੰਤੁਲਨ ਸਮੀਕਰਨ,নিৰপেক্ষ ভাৰসাম্য সমীকৰণ
ਪਾਈਜ਼ੋਟ੍ਰੋਪੀ ਸਮੀਕਰਨ,পাইজ&#39;ট্ৰপি সমীকৰণ
ਗ੍ਰਹਿ-ਔਰਬਿਟ-ਸਮੀਕਰਨ,গ্ৰহ-কক্ষপথ-সমীকৰণ
ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ,দ্বিঘাত সমীকৰণ
ਸਥਿਤੀ ਸਮੀਕਰਨ,চৰ্ত সমীকৰণ
ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ,দ্বিঘাত সমীকৰণ
ਸਮਾਂ ਪੈਮਾਨਾ,সময় স্কেল
ਪਰਿਵਰਤਨ ਸਮੀਕਰਨ,ৰূপান্তৰ সমীকৰণ
"ਭੂਮੱਧ, ਵਿਚਕਾਰਲਾ, ਭੂਮੱਧ","বিষুৱীয়, মধ্যৱৰ্তী, বিষুৱীয়"
ਧਰਤੀ ਦਾ ਭੂਮੱਧ ਰੇਡੀਅਸ,পৃথিৱীৰ বিষুৱীয় ব্যাসাৰ্ধ
ਭੂਮੱਧ ਸੈਟੇਲਾਈਟ,বিষুৱীয় উপগ্ৰহ
ਭੂਮੱਧ ਪ੍ਰਣਾਲੀ,বিষুৱীয় ব্যৱস্থা
"ਭੂਮੱਧ ਰੇਖਾ, ਭੂਮੱਧ ਰੇਖਾ, ਭੂਮੱਧ ਰੇਖਾ, ਮੱਧ ਰੇਖਾ","বিষুৱৰেখা, বিষুৱৰেখা, বিষুৱৰেখা, মধ্যৰেখা"
ਭੂਮੱਧੀ ਕਰੰਟ,বিষুৱীয় প্ৰবাহ
ਭੂਮੱਧ ਰੇਖਾ,বিষুৱীয় প্যাৰালেক্স
ਪੁਲਾੜ ਜਹਾਜ਼,মহাকাশ সমতল
ਕ੍ਰਮਵਾਰ ਨਮੂਨਾ,ক্ৰমিক নমুনা সংগ্ৰহ কৰা
ਬਰਾਬਰੀ ਵਾਲਾ ਚੂੜੀਦਾਰ,সমকোণীয়া সৰ্পিল
ਕੋਣੀ ਸਪਿਰਲ ਐਂਟੀਨਾ,কৌণিক সৰ্পিল এন্টেনা
ਅਤਰ,অৱতল
ਇਕਾਗਰਤਾ ਵਕਰ,ঘনত্ব বক্ৰ
ਅਤਰ,অৱতল
isometric,সমমিতি
"ਬਰਾਬਰੀ ਵਾਲਾ, ਸਮਾਨਾਂਤਰ","সমদূৰত্বৰ, সমান্তৰাল"
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
ਸੰਤੁਲਨ ਬਾਕਸ,ভাৰসাম্য বাকচ
ਸੰਤੁਲਨ ਸੰਰਚਨਾ,ভাৰসাম্য বিন্যাস
"ਸੰਤੁਲਨ ਸਥਿਰ, ਸੰਤੁਲਨ ਸਥਿਰ","ভাৰসাম্য ধ্ৰুৱক, ভাৰসাম্য ধ্ৰুৱক"
ਸੰਤੁਲਨ ਚਿੱਤਰ,ভাৰসাম্য ডায়েগ্ৰাম
ਸੰਤੁਲਨ ਦੂਰੀ,ভাৰসাম্য দূৰত্ব
ਸੰਤੁਲਨ ਊਰਜਾ,শক্তিৰ ভাৰসাম্য ৰক্ষা কৰা
ਸੰਤੁਲਨ ਲਾਈਨ,ভাৰসাম্য ৰেখা
ਬਲ ਸੰਤੁਲਨ,বল ভাৰসাম্য
ਤਣਾਅ ਸੰਤੁਲਨ,মানসিক চাপৰ ভাৰসাম্যতা
ਸੰਤੁਲਨ ਬਿੰਦੂ,ভাৰসাম্য বিন্দু
"ਸੰਤੁਲਨ ਦਾ ਦਬਾਅ, ਸੰਤੁਲਨ ਦਾ ਦਬਾਅ","ভাৰসাম্য চাপ, ভাৰসাম্য চাপ"
ਸੰਤੁਲਨ ਅਨੁਪਾਤ,ভাৰসাম্য অনুপাত
ਸੰਤੁਲਨ ਦੀ ਮਿਆਦ,ভাৰসাম্য সময়
ਬਰਾਬਰੀ,ইকুইডিভিজন
ਸਮਾਨਤਾ ਨਿਯਮ,সমতুল্যতা নিয়ম
ਊਰਜਾ ਸ਼ੇਅਰਿੰਗ,শক্তি ভাগ-বতৰা কৰা
ਅਲੱਗ ਕਰਨ ਦਾ ਸਮਾਂ,সময়ক পৃথক কৰা
ਸਿੰਚਲਾ ਜ਼ੋਨ,synchla অঞ্চল
ਸਮਕਾਲੀ ਪੰਨਾ,পৃষ্ঠা সমন্বয় কৰা
ਸਮਕਲਾ ਜ਼ੋਨ,সমকলা জ&#39;ন
ਉਪਕਰਨ,সঁজুলি
ਜੰਤਰ ਅਨੁਕੂਲਤਾ,ডিভাইচৰ সামঞ্জস্যতা
ਉਪਕਰਣ ਦੀ ਅਸਫਲਤਾ,সঁজুলিৰ বিকলতা
ਬਿੰਦੂ ਸੁਮੇਲ,বিন্দু সংমিশ্ৰণ
ਸਮਾਨਤਾਪੂਰਣ,সমবিভৱনশীল
ਆਈਸੋਸੀਲਸ ਵਕਰ,সমকোষ বক্ৰ
isopotential ਲਾਈਨ,সমবিভৱ ৰেখা
ਸਮਾਨਤਾ ਵਾਲੀ ਸਥਿਤੀ,সমবিভৱ অৱস্থা
ਸਮਾਨਤਾ ਵਾਲਾ ਪੰਨਾ,সমবিভৱ পৃষ্ঠা
"ਬਰਾਬਰੀ, ਯੋਗਤਾ","সমতুল্যতা, দক্ষতা"
isobars,আইছ&#39;বাৰ
ਸਮਕਾਲੀ ਮਾਰਗ,সমন্বয় কৰা পথ
ਸਿਗਨਲ ਲਾਈਨ,সংকেত ৰেখা
isometric ਸਥਿਤੀਕਾਰ,সমমিতি পজিচনাৰ
ਸੈਮਸਿੰਕ ਰੇਡੀਓ ਰੇਂਜ ਬੀਕਨ,ছামচিংক ৰেডিঅ&#39; ৰেঞ্জ বিকন
ਅੰਦਰਲਾ,hinterland
"ਸਿਗਨਲ ਜ਼ੋਨ, ਦੋ-ਸਿਗਨਲ ਜ਼ੋਨ","সংকেত অঞ্চল, দ্বি-সংকেত অঞ্চল"
ਸਮਾਨਤਾ,সমতুল্যতা
ਵਿਸਥਾਪਨ ਸਮਾਨਤਾ,বিচ্যুতি সমতুল্যতা
ਊਰਜਾ ਅਤੇ ਪੁੰਜ ਦੀ ਸਮਾਨਤਾ,শক্তি আৰু ভৰৰ সমতুল্যতা
ਗਰੈਵਿਟੀ ਅਤੇ ਪ੍ਰਵੇਗ ਦੀ ਸਮਾਨਤਾ,মাধ্যাকৰ্ষণ আৰু ত্বৰণৰ সমতুল্যতা
ਸਮਾਨਤਾ ਬਿੰਦੂ,সমতুল্যতা বিন্দু
ਸਮਾਨਤਾ ਅਨੁਪਾਤ,সমতুল্যতা অনুপাত
ਸਮਾਨਤਾ ਸਬੰਧ,সমতুল্যতা সম্পৰ্ক
ਸਮਾਨਤਾ ਪ੍ਰਮੇਯ,সমতুল্যতা উপপাদ্য
"ਬਰਾਬਰ, ਬਰਾਬਰ (v.), ਬਰਾਬਰ (ed.)","সমতুল্য, সমতুল্য (v.), সমতুল্য (ed.)"
ਬਰਾਬਰ ਸਮਾਈ,সমতুল্য শোষণ
"ਬਰਾਬਰ-ਬੈਂਡ-ਚੌੜਾਈ, ਬਰਾਬਰ ਦੀ ਪੱਟੀ ਦੀ ਲੰਬਾਈ","সমতুল্য-বেণ্ড-প্ৰস্থ, সমতুল্য ষ্ট্ৰিপৰ দৈৰ্ঘ্য"
ਬਰਾਬਰ ਦਬਾਅ ਘਣਤਾ ਮਾਡਲ,সমতুল্য চাপ ঘনত্বৰ আৰ্হি
ਬਰਾਬਰ ਸਰਕਟ,সমতুল্য বৰ্তনী
"ਸਮਾਨ ਸੰਚਾਲਕਤਾ, ਸਮਾਨ ਸੰਚਾਲਨ","সমতুল্য পৰিবাহীতা, সমতুল্য পৰিবাহীতা"
isometric ਚਾਲਕਤਾ,সমমিতি পৰিবাহীতা
ਬਰਾਬਰ ਮੌਜੂਦਾ,সমতুল্য কাৰেণ্ট
ਬਰਾਬਰ ਡਾਇਓਡ,সমতুল্য ডাইঅ&#39;ড
ਬਰਾਬਰ ਡਾਇਡ ਵੋਲਟੇਜ,সমতুল্য ডাইঅ&#39;ড ভোল্টেজ
ਬਰਾਬਰ ਦਾ ਚੱਕਰ,সমতুল্য বৃত্ত
ਬਰਾਬਰ ਮਾਤਰਾ,সমতুল্য পৰিমাণ
ਬਰਾਬਰ ਇਲੈਕਟ੍ਰੀਕਲ ਕੰਡਕਟੀਵਿਟੀ,সমতুল্য বৈদ্যুতিক পৰিবাহীতা
ਬਰਾਬਰ ਇਲੈਕਟ੍ਰੋਨ,সমতুল্য ইলেক্ট্ৰন
ਬਰਾਬਰ ਆਉਟਪੁੱਟ ਵੇਗ,সমতুল্য আউটপুট বেগ
ਆਈਸੋਮੈਟ੍ਰਿਕ ਫੋਕਸ-ਦੂਰੀ,সমমিতি ফ&#39;কাচ-দূৰত্ব
ਬਰਾਬਰ ਮੁਫ਼ਤ ਉਪਜ,সমতুল্য মুক্ত উৎপাদন
ਬਰਾਬਰ ਫੰਕਸ਼ਨ,সমতুল্য ফলন
ਬਰਾਬਰ ਦੀ ਉਚਾਈ,সমতুল্য উচ্চতা
isometric inductance,সমমিতি ইণ্ডাক্টেন্স
ਬਰਾਬਰ ਜਾਲੀ,সমতুল্য জালি
ਬਰਾਬਰ ਦੀ ਲੰਬਾਈ,সমতুল্য দৈৰ্ঘ্য
isometric ਲੈਨਜ,সমমিতি লেন্স
ਬਰਾਬਰ ਸ਼ੋਰ ਪ੍ਰਤੀਰੋਧ,সমতুল্য শব্দ প্ৰতিৰোধ ক্ষমতা
ਬਰਾਬਰ ਸ਼ੋਰ ਪ੍ਰਤੀਰੋਧ,সমতুল্য শব্দ ৰেজিষ্টৰ
ਬਰਾਬਰ ਨਿਰੀਖਕ,সমতুল্য পৰ্যবেক্ষক
ਬਰਾਬਰ ਦੀ ਕਾਰਵਾਈ,সমতুল্য অপাৰেচন
ਬਰਾਬਰ ਮਾਰਗ,সমতুল্য পথ
ਬਰਾਬਰ ਡਾਇਲੈਕਟ੍ਰਿਕ,সমতুল্য ডাইলেক্ট্ৰিক
ਬਰਾਬਰ ਦੀ ਸਥਿਤੀ,সমতুল্য অৱস্থান
isometric ਅਨੁਪਾਤ,সমমিতি অনুপাত
ਬਰਾਬਰ ਸੂਡੋ ਕਾਰਵਾਈ,সমতুল্য ছ্যুডো অপাৰেচন
ਬਰਾਬਰ ਦੇ ਸਖ਼ਤ ਗੋਲੇ ਦਾ ਵਿਆਸ,সমতুল্য কঠিন গোলকৰ ব্যাসৰ
ਸਮਕਾਲੀ ਸਧਾਰਨ ਪੈਂਡੂਲਮ,সমকালীন সৰল পেণ্ডুলাম
ਬਰਾਬਰ ਸਟੋਕਸ ਵਿਆਸ,সমতুল্য ষ্টক ব্যাস
ਬਰਾਬਰ ਸਤਹ ਬਲ,সমতুল্য পৃষ্ঠ বল
ਬਰਾਬਰ ਦਾ ਤਾਪਮਾਨ,সমতুল্য উষ্ণতা
ਬਰਾਬਰ ਸਰੀਰ,সমতুল্য শৰীৰ
ਸਮਾਨਤਾ ਪ੍ਰਮੇਯ,সমতুল্যতা উপপাদ্য
ਬਰਾਬਰ ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ,সমতুল্য সংবহন লাইন
ਸਮਭੁਜ ਤਿਕੋਣ ਮਾਰਗ,সমবাহু ত্ৰিভুজ পথ
ਬਰਾਬਰ ਵਾਲਵ,সমতুল্য ভালভ
ਬਰਾਬਰ ਲੇਸਦਾਰ ਨਮ,সমতুল্য আঠাযুক্ত ডেম্পিং
ਬਰਾਬਰ ਚੌੜਾਈ,সমতুল্য প্ৰস্থ
"ਮਿਟਾਓ, ਲਿਖੋ","মচি পেলাওক, লিখি বন্ধ কৰক"
ਲੇਖਕ ਜਨਰੇਟਰ,লেখক উৎপাদক
ਲੇਖਕ ਔਸਿਲੇਟਰ,লেখক দোলক
ਲਿਖਣ ਦਾ ਸਿਰ,লিখাৰ মূৰ
"ਲੰਬਕਾਰੀ ਚਿੱਤਰ, ਸਿੱਧਾ ਚਿੱਤਰ","উলম্ব ছবি, উলম্ব ছবি"
ਲੰਬਕਾਰੀ ਲੈਂਸ,উলম্ব লেন্স
ਲੰਬਕਾਰੀ,উলম্ব
erg,erg
"ਊਰਜਾ ਪਰਿਕਲਪਨਾ, ਪ੍ਰਵਿਰਤੀ ਅਨੁਮਾਨ","শক্তিৰ অনুমান, প্ৰৱণতা অনুমান"
ਫਾਈਬਰੋਮੀਟਰ,ফাইব্ৰ&#39;মিটাৰ
ਈਰੋਜ਼,eros
ਗਲਤ ਗਲਤੀ,ভুল ভুল
ਭਰਮ ਦੀ ਪਰਤ,মোহময়ী আৱৰণ
"ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ","ভুল, ভুল, ভুল, ভুল"
ਗਲਤੀ ਵਾਢੀ,চপোৱাৰ ভুল
ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,ভুল বিশ্লেষণ
ਗਲਤੀ ਸੀਮਾ,ভুলৰ পৰিসৰ
ਗਲਤੀ ਕੋਡ,ভুল ক&#39;ড
ਗਲਤੀ ਗੁਣਾਂਕ,ভুল সহগ
ਗਲਤੀ ਸੁਧਾਰ ਪ੍ਰੋਂਪਟ,ভুল সংশোধন প্ৰমপ্ট
ਗਲਤੀ ਖੋਜ,ভুল ধৰা পেলোৱা
ਗਲਤੀ ਖੋਜ ਸਿਗਨਲ,ভুল ধৰা পেলোৱা সংকেত
ਗਲਤੀ ਖੋਜ ਰੁਟੀਨ,ভুল ধৰা পেলোৱাৰ ৰুটিন
ਗਲਤੀ ਵੰਡ,ভুল বিতৰণ
ਮੈਮੋਰੀ ਗਲਤੀ,স্মৃতিশক্তিৰ ত্ৰুটি
ਗਲਤੀ ਅਨੁਮਾਨਕ,ভুল অনুমানক
ਗਲਤੀ ਕਾਰਕ,ভুল কাৰক
ਗਲਤੀ ਫੰਕਸ਼ਨ,ভুল কাৰ্য্য
ਗਲਤੀ ਫੰਕਸ਼ਨ ਸੰਭਾਵੀ,ভুল ফাংচন বিভৱ
ਗਲਤੀ ਬਾਰ,ভুল বাৰ
ਗਲਤੀ - ਅਟੁੱਟ,ভুল-অবিচ্ছেদ্য
ਗਲਤੀ ਸੁਨੇਹਾ,ত্ৰুটি বাৰ্তা
ਗਲਤੀ ਗੇਜ,ত্ৰুটি গেজ
ਨਿਰੀਖਣ ਗਲਤੀ,পৰ্যবেক্ষণৰ ভুল
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,প্ৰথম ধৰণৰ ভুল
ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,দ্বিতীয় ধৰণৰ ভুল
ਗਲਤੀ ਸੰਕੇਤ ਗਲਤੀ ਸੰਕੇਤ,ভুল সংকেত ভুল সংকেত
ਗਲਤੀ-ਸਵਿੱਚ,ত্ৰুটি-চুইচ
ਗਲਤੀ ਦੀ ਮਿਆਦ,ভুল শব্দ
ਗਲਤੀ ਪਰਿਵਰਤਨ,ভুল ভ্যাৰিয়েন্স
ਸੁਰੰਗ ਡਾਇਓਡ,সুৰংগ ডাইঅ&#39;ড
"ਬਚਣਾ, ਬਾਹਰ ਨਿਕਲਣਾ (ਐਡਜ.), ਬਚਣਾ, ਬਾਹਰ ਨਿਕਲਣਾ (ਵਰ.)","পলায়ন, প্ৰস্থান (adj.), পলায়ন, প্ৰস্থান (ver.)"
ਨਿਕਾਸ ਸਿਸਟਮ,এক্সজেষ্ট চিষ্টেম
ਬਚਣ ਦੀ ਕੁਸ਼ਲਤਾ,পলায়ন দক্ষতা
ਬਾਹਰ ਜਾਣ ਵਾਲੇ ਇਲੈਕਟ੍ਰੋਨ,বাহিৰলৈ যোৱা ইলেক্ট্ৰন
"ਫਰੈਕਸ਼ਨ ਤੋਂ ਬਚੋ, ਫਰੈਕਸ਼ਨ ਤੋਂ ਬਚੋ","এস্কেপ ফ্ৰেকচন, এস্কেপ ফ্ৰেকচন"
ਬਚਣ ਦੇ ਹੁਨਰ,পলায়নৰ দক্ষতা
ਨਿਪਟਾਰੇ ਦੀ ਵਿਧੀ,নিষ্কাশন পদ্ধতি
ਬਚਣ ਦੀ ਗਤੀ,পলায়নৰ বেগ
ਛੁਟਕਾਰਾ ਪਹੀਆ,ৰিডেম্পচন চকা
ਉੱਕਰੀ ਯੋਗਤਾ,খোদিত ক্ষমতা
ਜ਼ਰੂਰੀ ਹਿੱਸਾ,প্ৰয়োজনীয় উপাদান
ਜ਼ਰੂਰੀ ਤੱਤ ਜ਼ਰੂਰੀ ਤੱਤ,অত্যাৱশ্যকীয় উপাদান অপৰিহাৰ্য উপাদান
ਮੁੱਢਲੀ ਜਾਣਕਾਰੀ,মূল তথ্য
ਲਾਜ਼ਮੀ ਸਵਰ,আৱশ্যকীয় স্বৰবৰ্ণ
asiatron,এছিয়াট্ৰন
etalon,etalon
ਈਥਰ,ইথাৰ
ਈਥਰ ਲਹਿਰ,ইথাৰ তৰংগ
ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟਸ,ইউক্লিডীয় স্থানাংক
ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ,ইউক্লিডিয়ান ডমেইন
ਯੂਕਲੀਡੀਅਨ ਸਿਸਟਮ,ইউক্লিডিয়ান ব্যৱস্থা
ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ,ইউক্লিডীয় জ্যামিতি
"ਯੂਕਲੀਡੀਅਨ ਖੇਤਰ, ਯੂਕਲੀਡੀਅਨ ਖੇਤਰ","ইউক্লিডীয় ক্ষেত্ৰ, ইউক্লিডীয় ক্ষেত্ৰ"
ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼,ইউক্লিডীয় সমতল
ਗੈਸ ਵਾਲੀਅਮਮੀਟਰ,গেছ ভলিউমমিটাৰ
ਗੈਸ ਵਾਲੀਅਮ ਟਿਊਬ,গেছ ভলিউমেট্ৰিক টিউব
ਗੈਸ ਵੋਲਯੂਮੈਟ੍ਰਿਕ ਵਿਧੀ,গেছ ভলিউমেট্ৰিক পদ্ধতি
ਗੈਸ ਵਾਲੀਅਮ,গেছ ভলিউমেট্ৰিক
ਯੂਲਰ-ਕੋਣ,অইলাৰ-কোণ
ਤੇਲਯੁਕਤ ਔਸਿਲੇਟਰ,তেলীয়া দোলক
ਯੂਰੇਕਾ ਰਾਡਾਰ ਸਿਸਟਮ,ইউৰেকা ৰাডাৰ ব্যৱস্থা
"ਯੂਰੇਕਾ ਬਰਨਰ, ਯੂਰੇਕਾ ਬਰਨਰ","ইউৰেকা বাৰ্নাৰ, ইউৰেকা বাৰ্নাৰ"
"eutectic, eutectic","ইউটেকটিক, ইউটেকটিক"
eutectic ਮਿਸ਼ਰਤ,ইউটেকটিক মিশ্ৰণ
eutectic ਮਿਸ਼ਰਣ,ইউটেকটিক মিশ্ৰণ
eutectic ਬਿੰਦੂ,ইউটেকটিক পইণ্ট
eutectic ਅਨੁਪਾਤ,ইউটেকটিক অনুপাত
eutectic ਤਾਪਮਾਨ,ইউটেকটিক উষ্ণতা
ਈ.ਵੀ,ইভি
"ਖਾਲੀ ਕਰਨ ਲਈ, ਖਾਲੀ ਕਰਨ ਲਈ","খালী কৰা, খালী কৰা"
"ਕੱਢਿਆ, ਕੱਢਿਆ","খালী কৰা, খালী কৰা"
ਖਾਲੀ ਛੁੱਟੀ,খালী কৰা হৈছে ছুটী
"ਵੈਕਿਊਮ, ਖਾਲੀ ਕਰਨਾ","ভেকুৱাম, খালী কৰা"
"ਮੁਲਾਂਕਣ, ਮੁਲਾਂਕਣ","মূল্যায়ন, মূল্যায়ন"
ਸ਼ੁੱਧਤਾ ਦਾ ਮੁਲਾਂਕਣ,সঠিকতা মূল্যায়ন
ਐਪਲੀਟਿਊਡ-ਘਟਾਉਣ ਮੋਡ,প্ৰসাৰণ-হ্ৰাস কৰা ধৰণ
ਫੋਟੋ ਪ੍ਰਕਿਰਿਆ,ফটোগ্ৰাফ প্ৰক্ৰিয়া
ਵਾਸ਼ਪੀਕਰਨ,বাষ্পীভৱন হয়
"evaporation, evaporation, evaporation","বাষ্পীভৱন, বাষ্পীভৱন, বাষ্পীভৱন"
ਵਾਸ਼ਪੀਕਰਨ ਮਾਡਲ,বাষ্পীভৱন আৰ্হি
vaporizer,বাষ্পীভৱনকাৰী
ਨਿਕਾਸ ਗੁਣਾਂਕ,নিৰ্গমন সহগ
ਵੀ,যুগ্ম
ਵੀ ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਥਿਤੀ,আনকি ইলেক্ট্ৰনিক অৱস্থাও
ਵੀ ਫੰਕਸ਼ਨ,আনকি কাৰ্য্যও
ਵੀ ਲੋਡ,আনকি লোড
ਸਮ ਸੰਖਿਆ,যুগ্ম সংখ্যা
"ਵੀ ਬਰਾਬਰੀ, ਵੀ ਬਰਾਬਰੀ","আনকি সমতা, আনকি সমতাও"
ਸਮਾਨਤਾ ਦੀ ਜਾਂਚ,সমতা পৰীক্ষা
ਬਰਾਬਰ ਸਮਾਨਤਾ ਸੰਕੇਤ,পাৰ পেৰিটি সংকেত
