Malayalam,English
ധാതു മണ്ണ്,Mineral soil
ചെറിയ തുറമുഖം,Minor port
മിട്രഡ് ക്ലോഷർ,Mitred closure
മൊബൈൽ മണ്ണ് കൊളോയിഡ്,Mobile soil colloid
ഈർപ്പത്തിന്റെ ഉള്ളടക്കം,Moisture content
ഈർപ്പം ഗ്രേഡിയന്റ്,Moisture gradient
മോണോലിത്ത്,Monolith
മോണോറെയിൽ,Monorail
നാഷണൽ ഹാർബർ കൗൺസിൽ,National harbour council
സ്വാഭാവിക കിടക്ക,Natural bed
സ്വാഭാവിക ഫിനിഷ്,Natural finish
സ്വാഭാവിക തുറമുഖം,Natural harbour
സ്വാഭാവിക വെന്റിലേഷൻ,Natural ventilation
നാവിക തുറമുഖം,Naval harbour
ന്യൂട്ടൺ,Newton
ഏകീകൃതമല്ലാത്ത ഒഴുക്ക്,Non uniform flow
ജലനിരക്ക് ഉൾക്കൊള്ളുന്നു,Occupies water rate
ഓയിൽ പെയിന്റ്,Oil paint
എണ്ണ കിണർ സിമന്റ്,Oil well cement
ചാനൽ ഫ്ലോ തുറക്കുക,Open channel flow
ഒപ്റ്റിമൽ ഈർപ്പം,Optimum moisture
ജൈവ മണ്ണ്,Organic soil
ഓറിയന്റേഷൻ,Orientation
ഓർത്തോഗണൽ,Orthogonal
ഒർട്ട്സ്റ്റീൻ,Ortstein
ബാഹ്യ സിഗ്നൽ,Outer signal
ഓക്സിഡേഷൻ,Oxidation
കലവറ,Pantry
പാരപെറ്റ്,Parapet
പാരപെറ്റ് മതിൽ,Parapet wall
പാരന്റ് മെറ്റീരിയൽ,Parent material
പെബിൾ കാസ്റ്റ് പ്ലാസ്റ്റർ,Pebble cast plaster
പെഡൽഫർ,Pedalfer
പെഡോക്കൽ,Pedocal
പെഡോജെനിസിസ്,Pedogenesis
പെഡോളജി,Pedology
പെഡോസ്ഫിയർ,Pedosphere
പെനെട്രോമീറ്റർ,Penetrometer
പെന്റ് മേൽക്കൂര,Pent roof
പെപ്റ്റിസിംഗ് ഏജന്റ്,Peptizing agent
വിശകലന കാലയളവ്,Period of analysis
പെർപെൻഡ്,Perpend
പെർസോർപ്ഷൻ,Persorption
പിയർ,Pier
പിലാസ്റ്റർ,Pilaster
പിച്ച്,Pitch
പിച്ചിട്ട മേൽക്കൂര,Pitched roof
പ്ലെയിൻ കോൺക്രീറ്റ്,Plain concrete
തലം ആംഗിൾ,Plane angle
സമതല മുറ്റം,Plain yard
പ്ലാൻസോൾ,Plansol
പ്ലാസ്റ്റിക് സ്ഥിരത,Plastic consistency
പ്ലാസ്റ്റിറ്റി,Plasticity
പ്ലാസ്റ്റിറ്റി സൂചിക,Plasticity index
പ്ലാസ്റ്റിറ്റി പരിധി,Plasticity limit
പ്ലാസ്റ്റിറ്റി ശ്രേണി,Plasticity range
പ്ലാറ്റി ഘടന,Platy structure
സ്തംഭം,Plinth
ഉഴുതുമണ്ണ്,Plough soil
പ്ലം കല്ല്,Plum stone
പോഡ്സോൾ,Podzole
ചൂണ്ടിക്കാണിക്കുന്നു,Pointing
ബഹുഭുജ മതിൽ,Polygonal wall
പോർ സ്പേസ്,Pore space
തുറമുഖം,Port
പോസിറ്റീവ് വെന്റിലേഷൻ,Positive ventilation
പുൽമേടുള്ള മണ്ണ്,Prairie soil
കൃത്യത,Precision
പ്രാഥമിക കണിക,Primary particle
പ്രിസ്മാറ്റിക് ഘടന,Prismatic structure
ഉൽപ്പാദനപരമായ ജോലി,Productive work
പദ്ധതിയുടെ ന്യായീകരണം,Project justification
സംരക്ഷണ പ്രവർത്തനം,Protective work
കപട-മൈസീലിയം,Pseudo-mycelium
പുഡിൽ,Puddle
പഗ്ഗിംഗ്,Pugging
പ്യൂമിസ്,Pumice
പഞ്ച്യോൺ,Puncheon
പാവ,Puppet
പുട്ട്ലോഗ്,Putlog
പുട്ട്ലോഗ് സ്കാർഫോൾഡ്,Putlog scaffold
അളവ് തൂക്ക നിരീക്ഷകൻ,Quantity surveyor
ക്വാറി സ്രവം,Quarry sap
കടവ,Quay
രാജ്ഞി അടച്ചുപൂട്ടൽ,Queen closure
ക്വോയിൻ,Quoin
റാഫ്റ്റ് അടിത്തറ,Raft foundation
റാക്കർ,Raker
റാക്കിംഗ്,Raking
റാക്കിംഗ് ബോണ്ട്,Raking bond
റാക്കിംഗ് ഫ്ലാഷിംഗ്,Raking flashing
അതിവേഗം മാറിക്കൊണ്ടിരിക്കുന്ന ഒഴുക്ക്,Rapidly varying flow
വീണ്ടെടുക്കാവുന്ന പേയ്മെന്റ്,Recoverable payment
ചുവന്ന ഭൂമി,Red earth
ചുവന്ന പശിമരാശി,Red loam
റെഗുലേറ്റർ,Regulator
റെഗുർ അല്ലെങ്കിൽ കറുത്ത പരുത്തി മണ്ണ്,Regur or black cotton soil
തിരിച്ചടവ് കരാർ,Repayment contract
ശേഷിക്കുന്ന ചുരുങ്ങൽ,Residual shrinkage
ശേഷിക്കുന്ന മണ്ണ്,Residual soil
വെളിപ്പെടുത്തുക,Reveal
പിൻ വെളിപ്പെടുത്തുക,Reveal pin
സമനില വെളിപ്പെടുത്തുക,Reveal tie
റിഡ്ജ്,Ridge
റിഡ്ജ് ക്യാപ്പിംഗ്,Ridge capping
നദി,River
റോഡ് സ്റ്റെഡ്,Road stead
പരുക്കൻ പ്ലാസ്റ്റർ,Rough plaster
അവശിഷ്ടങ്ങൾ,Rubble
അവശിഷ്ടങ്ങൾ,Rubble masonry
അവശിഷ്ടങ്ങൾ ചുവരുകൾ,Rubble walling
റണ്ണിംഗ് മെഷർമെന്റ്,Running measurement
സുരക്ഷിതമായ വഹിക്കാനുള്ള ശേഷി,Safe bearing capacity
ഉപ്പ് ഗ്ലേസ്,Salt glaze
സാമ്പിൾ വലിപ്പം,Sample size
സാമ്പിൾ വിതരണം,Sampling distribution
സാമ്പിൾ പിശക്,Sampling error
മണല്,Sand
സാൻഡ് ഫിനിഷ്,Sand finish
മണൽ കൈ മോൾഡിംഗ്,Sand hand moulding
സാൻഡിംഗ്,Sanding
പൂരിത മണ്ണ്,Saturated soil
പൂരിത മണ്ണ് പേസ്റ്റ്,Saturated soil paste
സാച്ചുറേഷൻ എക്സ്ട്രാക്റ്റ്,Saturation extract
സാച്ചുറേഷൻ ശതമാനം,Saturation percentage
സോസർ ഡോം,Saucer dome
സ്കാർഫോൾഡ്,Scaffold
ഷിസ്റ്റ്,Schist
കടൽ തുറമുഖം,Sea port
രഹസ്യ ഗട്ടർ,Secret gutter
രണ്ടാമത്,Second
സെഡിമെന്റേഷൻ വിശകലനം,Sedimentation analysis
അർദ്ധ കൃത്രിമ തുറമുഖം,Semi-artificial harbour
സെമി ടൈഡൽ ഡോക്ക്,Semi tidal dock
സെനൈൽ,Senile
ഷെയ്ൽ,Shale
ഷീറ്റ് കൂമ്പാരം,Sheet pile
ചുരുങ്ങൽ പരിധി,Shrinkage limit
ഷട്ടറിംഗ്,Shuttering
സിയാലിറ്റിക് മണ്ണ്,Siallitic soil
സീറോസെം,Sierozem
സിൽ,Sill
ചെളി,Silt
ഏക മാംസ രക്തം,Single flemish blood
ഒറ്റ തരി ഘടന,Single grained structure
എല്ലിൻറെ മണ്ണ്,Skeletal soil
സ്കിർട്ടിംഗ്,Skirting
സ്ലീപ്പർ മതിൽ,Sleeper wall
സൈഡ് ഗട്ടർ,Side gutter
സ്ലൈഡ് നിയമം,Slide rule
സ്ലിപ്പ് ഡോക്ക്,Slip dock
സ്മോനിസ,Smoniza
കുതിർക്കുന്നു,Soaking
മണ്ണ് അസോസിയേഷൻ,Soil association
മണ്ണ് ക്ലാസ്,Soil class
മണ്ണിന്റെ സമുച്ചയം,Soil complex
മണ്ണിന്റെ സ്ഥിരത,Soil consistency
മണ്ണിന്റെ കുടുംബം,Soil family
മണ്ണ് ഫ്രെയിം വർക്ക്,Soil frame work
മണ്ണിലെ ഈർപ്പം,Soil moisture
മണ്ണിലെ ഈർപ്പം ശേഖരിക്കൽ,Soil moisture accretion
മണ്ണിന്റെ ഈർപ്പം കുറവ്,Soil moisture deficit
മണ്ണിന്റെ രൂപഘടന,Soil morphology
മണ്ണിന്റെ കണിക,Soil particle
മണ്ണിന്റെ ഘട്ടം,Soil phase
മണ്ണിന്റെ പ്രൊഫൈൽ,Soil profile
മണ്ണിന്റെ പ്രതികരണം,Soil reaction
മണ്ണ് വേർതിരിക്കുന്നു,Soil separates
മണ്ണ് പരമ്പര,Soil series
മണ്ണ് പരിഹാരം,Soil solution
മണ്ണിന്റെ ഘടന,Soil structure
മണ്ണിന്റെ ഘടന,Soil texture
മണ്ണിന്റെ തരം,Soil type
സോലം,Solum
സോർപ്ഷൻ,Sorption
സ്പാൾസ്,Spalls
പ്രത്യേക അയോൺ പ്രഭാവം,Specific ion effect
ചതുരാകൃതിയിലുള്ള പാടശേഖരം,Squared coursed rubble masonry
ചതുരാകൃതിയിലുള്ള പതിവ് കോഴ്‌സ് ചെയ്ത അവശിഷ്ടങ്ങൾ,Squared regular coursed rubble masonry
സ്ഥിരതയുള്ള ഒഴുക്ക്,Steady flow
സ്റ്റെപ്പ് ഫ്ലാഷിംഗ്,Stepped flashing
ഒട്ടിപ്പിടിക്കുക,Stickiness
സ്റ്റിക്കിംഗ് പോയിന്റ്,Sticking point
കല്ല്,Stone
സ്ലോപ്പ് ഹാൻഡ് മോൾഡിംഗ്,Slop hand moulding
സ്ട്രാപ്പ് ഹിഞ്ച്,Strap hinge
വൈക്കോൽ ബോർഡ്,Straw board
ധാര,Stream
സമ്മർദ്ദം,Stress
സ്ട്രെച്ചർ,Stretcher
സ്ട്രെച്ചർ ബോണ്ട്,Stretcher bond
സ്ട്രെച്ചർ കോഴ്സ്,Stretcher course
സ്ട്രിംഗ്,String
സ്ട്രിംഗ് കോഴ്സ്,String course
ഘടന ഘടകം,Structure factor
ഘടനാ സൂചിക,Structure index
സ്റ്റക്കോ,Stucco
സ്റ്റഡ്,Stud
സ്റ്റൈലോബേറ്റ്,Stylobate
ഉപ മണ്ണ്,Sub soil
ഉപ ഘടന,Sub structure
സമ്മേഷൻ വക്രം,Summation curve
സൺ മൈക്ക,Sun mica
സൂപ്പർ ഘടന,Super structure
സർവേയർ,Surveyor
എസ്-മൂല്യം,S-value
കൊള്ളമുതൽ,Swag
സ്വാൻ കഴുത്ത്,Swan neck
കൂടാരം,Tabernacle
ടേബിൾ ഹാൻഡ് മോൾഡിംഗ്,Table hand moulding
ടാങ്കിംഗ്,Tanking
ടെമ്പിയറ്റോ,Tempietto
ടെമ്പറിംഗ്,Tempering
ടെംപ്ലേറ്റ്,Template
ടെംപ്ലേറ്റ്,Template
ടെപ്പിഡാരിയം,Tepidarium
ടെറാക്കോട്ട,Terracotta
ടെറ റോസ,Terra rosa
ടെറാസോ,Terrazzo
ടെട്ര ശൈലി,Tetra style
പരിധി പരിധി മൂല്യം,Threshold limit value
തൊണ്ട,Throat
കല്ലിലൂടെ,Through stone
ടൈഡൽ ബേസിൻ,Tidal basin
ടൈ ബാർ,Tie bar
ബീം കെട്ടുക,Tie beam
വടി കെട്ടുക,Tie rod
ടയർ,Tirs
സഹിഷ്ണുത,Tolerance
പല്ലുവേദന,Toothing
മുകളിലെ മണ്ണ് അല്ലെങ്കിൽ ഉപരിതല മണ്ണ്,Top soil or surface soil
ആകെ പൊറോസിറ്റി,Total porosity
ട്രേസറി,Tracery
ട്രെയിൻ പ്രതിരോധം,Train resistance
ട്രാൻസെപ്റ്റ്,Transept
പരിവർത്തന മണ്ണ്,Transitional soil
ട്രാൻസോം,Transom
മണ്ണ് ഗതാഗതം,Transport soil
പോഷകനദി,Tributary
ട്രിഫോറിയം,Triforium
ട്രൈഗ്ലിഫ്,Triglyph
വെട്ടിച്ചുരുക്കിയ മണ്ണ്,Truncated soil
പ്രക്ഷുബ്ധമായ ഒഴുക്ക്,Turbulent flow
ടററ്റ്,Turret
ടൈംപാർ നമ്പർ,Tympar num
ആത്യന്തികമായി വഹിക്കാനുള്ള ശേഷി,Ultimate bearing capacity
ആത്യന്തിക പിഎച്ച്,Ultimate ph
ക്രമരഹിതമായ റാൻഡം അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ,Uncoursed random rubble masonry
കോഴ്‌സ് ചെയ്യാത്ത ചതുരാകൃതിയിലുള്ള അവശിഷ്ടങ്ങൾ,Uncoursed squared rubble masonry
അണ്ടർക്രോഫ്റ്റ്,Undercroft
നിറയാത്ത സുഷിരം,Unfilled porosity
ഏകീകൃത ഒഴുക്ക്,Uniform flow
യൂണിറ്റ് ഫ്രെയിം തരം സ്കാർഫോൾഡ്,Unit frame type scaffold
ഉൽപ്പാദനക്ഷമമല്ലാത്ത ജോലി,Unproductive work
അപൂരിത മണ്ണ്,Unsaturated soil
അസ്ഥിരമായ ഒഴുക്ക്,Unsteady flow
മുകളിലെ പ്ലാസ്റ്റിക് പരിധി,Upper plastic limit
താഴ്വര ഗട്ടർ,Valley gutter
നിലവറ,Vault
വെറ്റേറിയം,Vetarium
വെന്റിലേഷൻ,Ventilation
വെന്റിലേറ്റർ,Ventilator
വരംദഹ്,Veramdah
വെസ്റ്റിബ്യൂൾ,Vestibule
വില്ല,Villa
