Odiya,English
ବାୟିଆସ୍ ଫ୍ରିକ୍ୱେନ୍ସି,Bias frequency
ପକ୍ଷପାତ ଭୋଲଟେଜ୍ |,Bias voltage
ଅଗ୍ରଗାମୀ ଦିଗରେ ପକ୍ଷପାତିତ |,Biased in the forward direction
ଦ୍ୱି-ଦିଗଦର୍ଶନ ମାଇକ୍ରୋଫୋନ୍ |,Bi-directional microphone
ବିଲବୋର୍ଡ |,Billboard
ବିଲବୋର୍ଡ ଆବେଦନ |,Billboard application
ଦ୍ୱି-ଧାତବ ଉପାଦାନ |,Bi-metallic element
ବାଇନାରୀ,Binary
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,Binary coded decimal
ବାଇନାରୀ ଅଙ୍କ (ବିଟ୍),Binary digit (bit)
ବାଇନାରୀ ନମ୍ବର |,Binary number
ମହଲାରିକାରୀ ଶ୍ରବଣ |,Binaural hearing
ଦ୍ୱିପାକ୍ଷିକ |,Binocular
ବାୟୋମେଟ୍ରିକ୍ |,Biometric
ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନ୍ସସିଗର |,Bipolar transistor
ବିଟ୍ ଆବଣ୍ଟନ,Bit allocation
ବିଟ୍ ହାର |,Bit rate
କଳା ଏବଂ ଧଳା ଟିଭି |,Black & white TV
ଖାଲି,Blank
ଖାଲି ବ୍ୟବଧାନ,Blanking interval
ଖାଲି ସ୍ତର,Blanking level
ରକ୍ତସ୍ରାବ ପ୍ରତିରୋଧ,Bleeder resistance
ବ୍ଲାକ୍ କ୍ୟାମେରା |,Blimped camera
ଅନ୍ଧାର ଚମକ,Blinding glare
Ink ଲକ,Blink
ବ୍ଲିଙ୍କିଂ |,Blinking
ବ୍ଲକ କୋଡ୍,Block code
ଚିତ୍ରକୁ ଅବରୋଧ କରନ୍ତୁ |,Block diagram
ବ୍ଲକ ଇଣ୍ଟରଲେଭ୍ କରନ୍ତୁ |,Block interleave
କ୍ୟାପେସିଟରକୁ ଅବରୋଧ କରିବା |,Blocking capacitor
ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |,Blocking oscillator
ଫୁଲ,Bloom
ଲ୍ୟାମ୍ପ ଉଡ଼ାନ୍ତୁ |,Blow lamp
Blow ଟକା ପାଇପ୍,Blow pipe
ଡ଼ିଆ,Blower
ବ୍ଲୁଟୁଥ୍,Bluetooth
ଶରୀର ଆକ୍ରୀତା |,Body capacitance
ବୁକମାର୍କ,Bookmark
ବୁଲିଅନ୍ ଆଲଜେବ୍ରା |,Boolean algebra
ବ om ାନ୍ତୁ,Boom
ବୃଦ୍ଧି କର |,Boost
ବୁଷ୍ଟର୍,Booster
ବଷ୍ଟର୍ ଆଲୋକ |,Booster light
ବୃଦ୍ଧି କରିବା,Boosting
ବୁଟିଙ୍ଗ,Booting
ବୁଟଷ୍ଟ୍ରାପ,Bootstrap
ତଳ ଆଲୋକ,Bottom light
ବାଉନ୍ସ ଆଲୋକ,Bounce light
ଭାଙ୍ଗନ୍ତୁ,Break down
ଭୋଲଟେଜ୍ ଭାଙ୍ଗନ୍ତୁ |,Break down voltage
ସେଜ୍ ଉପାଦାନ,Bridge element
ବ୍ରିଜ୍ ରେକ୍ଟିଫିରିଟ୍ |,Bridge rectifier
ବ୍ରିଜ୍ 'ଟୋଟେଏଟ୍ସର୍ |,Bridged ‘T’ attenuator
ବ୍ରିଜ୍ ଗଠନ |,Bridged structure
Eriding,Bridging
ଏମ୍ପଲିଫାୟର୍ ବ୍ରିଜ୍ |,Bridging amplifier
କ୍ଷୟକ୍ଷତି,Bridging loss
ଉଜ୍ଜ୍ୱଳତା,Brightness
ଉଜ୍ଜ୍ୱଳତା ନିୟନ୍ତ୍ରଣ |,Brightness control
ଭଗ୍ନ,Brittle
ଭଗ୍ନ ପଦାର୍ଥ |,Brittle substance
ବ୍ରଡବ୍ୟାଣ୍ଡ |,Broadband
ବ୍ରଡବ୍ୟାଣ୍ଡ ଏମ୍ପ୍ଲିଫାୟର୍ |,Broadband amplifier
ବ୍ରଡବ୍ୟାଣ୍ଡ ISDN,Broadband ISDN
ବ୍ରଡବ୍ୟାଣ୍ଡ ସିଷ୍ଟମ |,Broadband system
ପ୍ରସାରଣ ଏବଂ ଯୋଗାଯୋଗ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,Broadcast and communication technology
ପ୍ରସାରଣ କଭରେଜ୍ |,Broadcast coverage
ବ୍ରଡକାଷ୍ଟ ରିସିଭର୍ |,Broadcast receiver
ପ୍ରସାରଣ ସେବା ଯୋଜନା,Broadcast service planning
ବିସ୍ତାରିତ ଟ୍ରାନ୍ସମିଟର |,Broadcast transmitter
ବ୍ରଡ୍ କ୍ୟାଷ୍ଟର |,Broadcaster
ପ୍ରସାରଣ,Broadcasting
ପ୍ରସାରଣ ଷ୍ଟେସନ |,Broadcasting station
ଭଙ୍ଗା,Broken
ବ୍ରାଉଜର୍,Browser
ବ୍ରାଉଜିଂ,Browsing
ବବୁଲ୍ |,Bubble
ବଫର୍,Buffer
ବଫର୍ ଏମ୍ପିଫାୟର୍ |,Buffer amplifier
ବଫର୍ ଟ୍ୟୁବ୍ |,Buffer tube
ତ୍ରୁଟି,Bug
ବିଲ୍ଟ-ଇନ୍ ଆଣ୍ଟେନା |,Built-in antenna
ବର୍ନର୍,Burner
ଜଳିବା,Burning
ବିସ୍ଫୋରଣ ତ୍ରୁଟି |,Burst error
ବିସ୍ଫୋରଣ ସନ୍ନିବେଶ ନାଡ |,Burst insertion pulse
ବିସ୍ଫୋରଣ ପର୍ଯ୍ୟାୟ |,Burst phase
ବସ୍,Bus
ବ୍ୟବସାୟ ବୁଦ୍ଧି,Business intelligence
ବଜର୍,Buzzer
ପାସ୍ ଦ୍ୱାରା,By pass
ପାସ୍ କରି,By passing
ବାଇପାସ୍ କଣ୍ଡେନ୍ସର୍ |,Bypass condenser
ଗ,C
C + ପ୍ରୋଗ୍ରାମିଂ ଭାଷା |,C+programming language
କ୍ୟାବିନେଟ୍,Cabinet
କେବୁଲ୍ |,Cable
କେବୁଲ୍ କମ୍ପାଉଣ୍ଡ |,Cable compound
କେବୁଲ ସମାନତା,Cable equalization
କେବୁଲ୍ ହ୍ରାସ |,Cable loss
କ୍ୟାଚ୍,Cache
କ୍ୟାଚିଂ,Caching
କ୍ୟାଡମିୟମ୍ କକ୍ଷ,Cadmium cell
ଯନ୍ତ୍ର ଗଣନା,Calculating machine
ଗଣନା,Calculation
କାଲକୁଲେଟର,Calculator
କାଲିବ୍ରେଟ୍ କରନ୍ତୁ |,Calibrate
କାଲିପର୍,Calipers
କାଲୋରିମିଟର |,Calorimeter
କ୍ୟାମକାର୍ଡ,Camcorder
କ୍ୟାମେରା,Camera
କ୍ୟାମେରା ଆଲାଇନ୍ମେଣ୍ଟ |,Camera alignment
କ୍ୟାମେରା ଆପେଚର |,Camera aperture
କ୍ୟାମେରା କଭରେଜ୍ |,Camera coverage
କ୍ୟାମେରା ଲାଇନ- ଅପ୍ |,Camera line-up
କ୍ୟାମେରା ଟ୍ୟୁବ୍ |,Camera tube
ଛାତ,Canopy
ସାମର୍ଥ୍ୟ |,Capability
ପତ୍ର,Capacitance
କ୍ୟାପେସିଟିଭ୍ ଭାର |,Capacitive load
କ୍ୟାପେସିଟିଭ୍ ପ୍ରତିକ୍ରିୟା |,Capacitive reactance
କ୍ୟାପେସିଟର |,Capacitor
କ୍ୟାପକେଟର ଇନପୁଟ୍ ଫିଲ୍ଟର୍ |,Capacitor input filter
କ୍ଷମତା,Capacity
Capsule,Capsule
କ୍ୟାପସନ୍,Caption
କ୍ୟାପଚର ପ୍ରଭାବ,Capture effect
କାର୍ଡ,Card
କାର୍ଡିଓଏଡ୍,Cardioid
କାର୍ଡିଓଡ୍ ମାଇକ୍ରୋଫୋନ୍ |,Cardioid microphone
ବାହକ,Carrier
ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି,Carrier frequency
ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି ସିଫ୍ଟ |,Carrier frequency shift
ବାହକ ଶକ୍ତି,Carrier power
ବାହକ ସେନ୍ସ ସଙ୍କେତ |,Carrier sense signal
ବାହକ ସମ୍ବେଦନଶୀଳତା |,Carrier sensitivity
ବାହକ ପୃଥକତା |,Carrier separation
ବାହକ ସିଫ୍ଟ,Carrier shift
ବାହକ ବ୍ୟବଧାନ,Carrier spacing
ବାହକ ଦତନା,Carrier suppression
ବାହକ ତରଙ୍ଗ |,Carrier wave
କାର୍ଟ୍ରିଜ୍,Cartridge
ଖୋଦନ,Carving
କାସ୍କେଡ୍,Cascade
କ୍ୟାସକେଡ୍ ସର୍କିଟ୍ |,Cascaded circuit
କ୍ୟାସେଟ୍,Cassette
ପରିତ୍ୟାଗ କର,Cast iron
କାଷ୍ଟିଂ,Casting
କାଟାଲଗ୍ |,Catalogue
ବିପର୍ଯ୍ୟୟ ବାଧା,Catastrophic interference
କ୍ୟାଥୋଡ୍ |,Cathode
କ୍ୟାଥୋଡ୍ ଅନୁସରଣକାରୀ |,Cathode follower
କ୍ୟାଥୋଡ୍ ପ୍ରତିରୋଧକ |,Cathode resistor
ମୋବାଇଲ୍ ଫୋନ୍,Cellphone
ସେଲୁଲାର୍ |,Cellular
କେନ୍ଦ୍ରୀୟ ନିୟନ୍ତ୍ରଣ,Central control
କେନ୍ଦ୍ରୀୟ ଫ୍ରିକ୍ୱେନ୍ସି |,Central frequency
କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ୟୁନିଟ୍ |,Central processing unit
କେନ୍ଦ୍ରୀୟ ଡାଟାବେସ୍ |,Centralised database
କେନ୍ଦ୍ରୀଭୂତ ପ୍ରଣାଳୀ,Centralised system
ସିରାମିକ୍ |,Ceramic
ଚାମ୍ବର,Chamber
ପରିବର୍ତ୍ତନ କରିବା ସୁଇଚ୍,Changeover switch
ଚ୍ୟାନେଲ୍ |,Channel
ଚ୍ୟାନେଲ ଏନକୋଡର |,Channel encoder
ଚ୍ୟାନେଲ ପୃଥକତା |,Channel separation
ଚ୍ୟାନେଲ ବ୍ୟବଧାନ |,Channel spacing
ଚ୍ୟାନେଲ ସୁଇଚ୍ |,Channel switching
ଚରିତ୍ରଗତ ପ୍ରତିରୋଧ,Characteristic impedance
ବେଶ୍ୟା,Characteristics
ବାହକ ବାହକ |,Charge carrier
ଚାର୍ଜ ଘନତା |,Charge density
ଚାର୍ଜ କରାଯାଇଛି,Charged
ଚାର୍ଜର୍,Charger
ଭୋଲଟେଜ୍ ଚାର୍ଜ କରିବା |,Charging voltage
ଚାର୍ଟ,Chart
ଅଧ୍ୟାୟ,Chasis
ଚାଟ୍ କରନ୍ତୁ |,Chat
ଚିପ୍,Chip
କୋଇଲା କୋଇଲା |,Choke coil
ଚାପି ଇନପୁଟ,Choke input
ଚପ୍ପର ଆମ୍ପଲିଫାୟର୍ |,Chopper amplifier
କ୍ରୋମା,Chroma
କ୍ରୋମୋ ନମୁନା ଗଠନ |,Chroma sampling structure
କ୍ରୋଣ୍ଟାନ୍ସ,Chrominance
ସିନେମାଟୋମ୍ରାଫି,Cinematography
ସର୍କିଟ,Circuit
ସର୍କିଟ ବୋର୍ଡ |,Circuit board
ସର୍କିଟ୍ ବ୍ରେକର୍ |,Circuit breaker
ସର୍କିଟ୍ ଉପାଦାନ |,Circuit element
ସର୍କିଟ୍ ସୁଇଚ୍ |,Circuit switching
ସର୍କିଟ୍ରି |,Circuitry
ବୃତ୍ତାକାର ଗତି,Circular motion
ବୃତ୍ତାକାର ପୋଲାରାଇଜେସନ୍ |,Circular polarization
ବୃତ୍ତାକାର ସାଟେଲାଇଟ୍ କକ୍ଷପଥ |,Circular satellite orbit
ସର୍କୁଲାର୍ ବେଗ |,Circular velocity
ବୃତ୍ତାକାର ପୋଲାରାଇଜଡ୍ ଆଣ୍ଟେନା |,Circularly polarised antenna
ବୃତ୍ତାକାର ପୋଲାରାଇଜଡ୍ ଟ୍ରାନ୍ସମିସନ୍ |,Circularly polarised transmission
ରକ୍ତ ସଞ୍ଚାଳକ |,Circulator
କ୍ଲାଡିଂ,Cladding
କ୍ଲମ୍ପ,Clamp
କ୍ଲେମ୍ପିଂ ସର୍କିଟ୍ |,Clamping circuit
ଶ୍ରେଣୀ ଏକ ଅପରେସନ୍ |,Class A operation
ଶ୍ରେଣୀ c ଟ୍ୟୁନ୍ ଏମ୍ପଲିଫାୟର୍ |,Class C tuned amplifier
ନିର୍ଗମନ ସ୍ଥାନ,Class of emission
ଶାସ୍ତ୍ରୀୟ ପଦାର୍ଥ ବିଜ୍ଞାନ,Classical physics
ବର୍ଗୀକରଣ,Classification
ସଫା କରିବା ଏଜେଣ୍ଟ |,Cleaning agent
ସଫା,Clear
ଚ୍ୟାନେଲ ସଫା କରନ୍ତୁ |,Clear channel
କ୍ଲିକ୍ କରନ୍ତୁ |,Click
କ୍ଲାଏଣ୍ଟ,Client
କ୍ଲାଏଣ୍ଟ ସମ୍ପର୍କ (ସର୍ଭର ସମ୍ପର୍କ),Client relationship  (server relationship)
କ୍ଲିଫ୍ ପ୍ରଭାବ,Cliff effect
କ୍ଲିପ୍ ବୋର୍ଡ |,Clip board
କ୍ଲିପ୍,Clipping
ଘଣ୍ଟା ନାଜ୍ |,Clock pulse
ଘଣ୍ଟା ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |,Clocked flip flop
ଘଣ୍ଟା ପାଇଁ ମାଇକ୍ |,Clockfaced mike
ଘଣ୍ଟା-ଆବୃତ୍ତି,Clock-frequency
ଘଣ୍ଟା ବୁଲାଇ |,Clockwise
ବନ୍ଦ ସର୍କିଟ |,Closed circuit
ବନ୍ଦ ଲୁପ୍ |,Closed loop
କ୍ଲଷ୍ଟର,Cluster
କ୍ଲଷ୍ଟରିଙ୍ଗ,Clustering
କ୍ଲଟର୍,Clutter
କ୍ଲଟର୍ କ୍ଷତି |,Clutter loss
ଆବରଣ,Coating
କୋକ୍ସିଆଲ୍ କେବୁଲ୍ |,Coaxial cable
କୋକ୍ିଆଲ୍ ଲାଇନ୍ |,Coaxial line
କୋଇସିଆଲ୍ ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |,Coaxial transmission line
ସହ-ଚ୍ୟାନେଲ |,Co-channel
ସହ-ଚ୍ୟାନେଲ ହସ୍ତକ୍ଷେପ |,Co-channel interference
କୋଚେଲା,Cochlea
କୋଡ୍,Code
କୋଡ୍ ସଂଖ୍ୟା,Code number
କୋଡ୍ ହାର,Code rate
କୋଡ୍ ଶବ୍ଦ,Code word
କୋଡେକ୍ (କୋଡିଂ ଡିକୋଡିଂ),Codec (coding decoding)
କୋଡ୍ ଅଡିଓ |,Coded audio
Couder,Coder
ସହଯୋଗ,Coding
କୋଡିଂ ଡିକୋଡିଂ କ techni ଶଳ |,Coding decoding technique
କୋଡିଂ ତ୍ରୁଟି |,Coding error
କୋଡିଙ୍ଗ୍ ହାର,Coding rate
କୋଡିଂ କ techni ଶଳ |,Coding technique
ସହଯୋଗୀ,Coefficient
ବାଧ୍ୟତାମୂଳକ,Coercivity
ସମନ୍ୱିତ ମୋଡୁଲେସନ୍ |,Coherent modulation
କୋଇଲା |,Coil
ସହଯୋଗ,Collaboration
ଭୁଶୁଡ଼ିବା,Collapse
କଲେକ୍ଟର |,Collector
ସଂଗୃହକ କରେଣ୍ଟ୍ |,Collector current
କେନିୟରମାନେ ବେସ୍ ଆଚରଣକୁ |,Collector to base conductance
କଲେକ୍ଟର-ବେସ୍ ଜଙ୍କସନ |,Collector-base junction
ରଙ୍ଗ,Colour
ରଙ୍ଗ ଆନାଲିଜର |,Colour analyzer
ରଙ୍ଗ ବାଲାନ୍ସ |,Colour balance
ରଙ୍ଗ ଫାଟିଗଲା,Colour burst
ରଙ୍ଗ ଚାର୍ଟ |,Colour chart
ରଙ୍ଗ ମିଶ୍ରଣ |,Colour combination
ରଙ୍ଗ ସ୍ଥିର |,Colour constant
ରଙ୍ଗ ନିୟନ୍ତ୍ରଣ (କ୍ରୋମ୍ କଣ୍ଟ୍ରୋଲ୍),Colour control      (chrome control)
ରଙ୍ଗ ଗଭୀରତା,Colour depth
ରଙ୍ଗ ଥକ୍କୁମାନେ |,Colour fatigue
ରଙ୍ଗ ଫିଲ୍ଟର୍ |,Colour filter
ରଙ୍ଗ ଘନକାରୀ ସର୍କିଟ୍ |,Colour killer circuit
ରଙ୍ଗ କିନ୍ସୋପେପ୍ |,Colour kinescope
ରଙ୍ଗ ମିକ୍ସର୍ |,Colour mixer
ରଙ୍ଗ pattern ାଞ୍ଚା |,Colour pattern
ରଙ୍ଗ ଧାରଣା,Colour perception
ରଙ୍ଗ ଚିତ୍ର ପରଦା |,Colour picture screen
ରଙ୍ଗ ସ୍ଥାନ |,Colour space
ରଙ୍ଗ ସବ୍କରାରିର୍ |,Colour subcarrier
ରଙ୍ଗ ତାପମାତ୍ରା |,Colour temperature
ରଙ୍ଗ ଟ୍ରାନ୍ସମିସନ୍ |,Colour transmission
ରଙ୍ଗ ଟ୍ୟୁବ୍ |,Colour tube
ରଙ୍ଗ,Colouration
ରଙ୍ଗହୀନ |,Colourless
ମିଶ୍ରଣ,Combination
ମିଶ୍ରଣ,Combiner
ମିଶ୍ରଣ ପ୍ରକ୍ରିୟା,Combining process
ଜଜ୍,Combustion
ନିର୍ଦ୍ଦେଶ,Command
ଆରମ୍ଭ,Commencement
ବାଣିଜ୍ୟିକ ପ୍ରସାରଣକାରୀ |,Commercial broadcasting
ବାଣିଜ୍ୟିକ ଟେଲିଭିଜନ |,Commercial television
ସାଧାରଣ ସଂଗ୍ରହକାରୀ ସର୍କିଟ୍ |,Common collector circuit
ଯୋଗାଯୋଗ |,Communication
ଯୋଗାଯୋଗ ସାଟେଲାଇଟ୍ |,Communication satellite
ସମ୍ପ୍ରଦାୟ ରେଡିଓ ସେଣ୍ଟର |,Community radio centre
ସମ୍ପ୍ରଦାୟ ରେଡିଓ ଷ୍ଟେସନ |,Community radio station
କମ୍ପାକ୍ଟ ଡିସ୍କ (CD),Compact disc (CD)
କମ୍ପାକ୍ଟ ଡିସ୍କ ପ୍ଲେୟାର |,Compact disc player
ତୁଳନା,Compander
ତୁଳନା,Companding
ସୁସଙ୍ଗତତା,Compatibility
ସୁସଙ୍ଗତ,Compatible
ସଙ୍କଳନକାରୀ,Compiler
ସମ୍ପୃକ୍ତ,Complementary
ସଂପନ୍ନ ଟ୍ରାନଜିଷ୍ଟର |,Complementary transistor
ଜଟିଳ ତରଙ୍ଗ |,Complex wave
ଉପାଦାନ,Component
ମିଶ୍ରିତ,Composite
ରଚନା ସର୍କିଟ୍ |,Composite circuit
ମିଶ୍ରିତ ଡିଜିଟାଲ୍ |,Composite digital
କମ୍ପୋଜିଟ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନଙ୍କ ସଙ୍କେତ |,Composite radio frequency signal
ମିଶ୍ରିତ ସଙ୍କେତ |,Composite signal
ମିଶ୍ରିତ ଭିଡିଓ,Composite video
ମିଶ୍ରିତ ଭିଡିଓ ସଙ୍କେତ |,Composite video signal
ରଚନା,Composition
ସଙ୍କଳନ ତଥ୍ୟ,Compressed data
ସଙ୍କୋଚିତ ଡିଜିଟାଇଜଡ୍ ଭିଡିଓ |,Compressed digitized video
ସଙ୍କୋଚିତ ଭିଡିଓ |,Compressed video
ସଙ୍କୋଚନ,Compression
ସଙ୍କୋଚନ କଳାକୃତି |,Compression artifact
ସଙ୍କୋଚନ ବିପଦ |,Compression hazard
ସଙ୍କୋଚନ କ techni ଶଳ |,Compression technique
ସଙ୍କଣଶକ,Compressor
ଗଣଯୋଗୀ,Compute
କମ୍ପ୍ୟୁଟର,Computer
କମ୍ପ୍ୟୁଟର ଆଧାରିତ ମଲ୍ଟିମିଡିଆ |,Computer based multimedia
କମ୍ପ୍ୟୁଟର ପ୍ରୋଗ୍ରାମିଂ |,Computer programming
କମ୍ପ୍ୟୁଟର ଟେକ୍ନୋଲୋଜି |,Computer technology
କନକଭ୍ ଲେନ୍ସ,Concave lens
କନକଭ୍ ଦର୍ପଣ |,Concave mirror
ଲୁଚାନ୍ତୁ,Concealment
ଏକାଗ୍ର,Concentrated
ଏକାଗ୍ରତା,Concentration
ଏକାଗ୍ର ଲେନ୍ସ,Concentric lens
ଘନିଷ୍ଠ ମାଇକ୍ରୋଫୋନ୍ |,Condenser microphone
ସନ୍ତୁଳନର ଅବସ୍ଥା |,Condition of equilibrium
ଧାଜାକରଣ,Conduction
କଣ୍ଡନ୍ସ କରେଣ୍ଟ୍ |,Conduction current
ପରିଚୟ,Conductivity
କଣ୍ଡକ୍ଟର |,Conductor
ବିନ୍ୟାସ,Configuration
ସଂଯୋଗ,Connection
ସଂଯୋଗ,Connectivity
ସଂଯୋଜକ |,Connector
ସ୍ଥିରତା,Consistency
କ୍ରମାଗତ ଭାବରେ |,Consistently
କନସୋଲ୍ |,Console
ସ୍ଥିର,Constant
ନିରନ୍ତର ପ୍ରଶସ୍ତତା |,Constant  amplitude
ମାଇକ୍ରୋଫୋନ୍ ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ |,Contact microphone
ପାତ୍ର ଫର୍ମାଟ୍ |,Container format
ପ୍ରଦୂଷଣ,Contamination
ବିଷୟବସ୍ତୁ,Content
ସଂଲଗ୍ନ,Contiguous
ନିରନ୍ତରତା,Continuity
ନିରନ୍ତରତା ବୁଥ୍ |,Continuity booth
ନିରନ୍ତର ଗଣ୍ଠି |,Continuity knob
ନିରନ୍ତର |,Continuous
କ୍ରମାଗତ ଆର୍କ,Continuous arc
କ୍ରମାଗତ ତରଙ୍ଗ |,Continuous wave
ବିଷୟବସ୍ତୁ ଧାଡ଼ି,Contour line
ବିଷୟବସ୍ତୁ ଯୋଜନା,Contour plan
ଚୁକ୍ତିନାମା,Contract
ସଂକୋଚନ,Contraction
ବିପରୀତ ଅନୁପାତ,Contrast ratio
କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |,Control circuit
ଇଲେକ୍ଟ୍ରୋଡ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |,Control electrode
ନିୟନ୍ତ୍ରଣ ଉପକରଣ |,Control equipment
କଣ୍ଟ୍ରୋଲ୍ ଗ୍ରୀଡ୍,Control grid
ନିୟନ୍ତ୍ରଣ ରେଖା,Control line
କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |,Control panel
ନିୟନ୍ତ୍ରଣ କକ୍ଷ |,Control room
ନିୟନ୍ତ୍ରଣ ଟେବୁଲ୍ |,Control table
ନିୟନ୍ତ୍ରଣ ଟାୱାର |,Control tower
ନିୟନ୍ତ୍ରକ,Controller
ଏକତ୍ରିତତା,Convergence
ଏକତ୍ରିତ ଲେନ୍ସ |,Convergent lens
Contenker,Convertor
କନଭକ୍ସ ଲେନ୍ସ |,Convex lens
ଦୋଷ,Convolution
Convolution cended,Convolution coded
ଦୋଷୀ ଜଣା,Convolutional interleave
ଦୋଷୀ ଅସହଯୋଗୀ |,Convolutional interleaving
କୁକି |,Cookie
କୁକିଅର୍,Cookier
ତମ୍ବାସେସୋର,Coprocessor
କର୍ଡ,Cord
କରୋନା |,Corona
କରୋନା ଡିସଚାର୍ଜ |,Corona discharge
ସମ୍ପର୍କ |,Correlation
କସିନ୍ ଉପାଦାନ |,Cosine component
କସିନ୍ ତରଙ୍ଗ |,Cosine wave
କସମିକ୍ ଶବ୍ଦ,Cosmic noise
କାଉଣ୍ଟର,Counter
ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |,Counter clockwise
କପଟର୍ |,Coupler
ଯୋଡିଙ୍ଗ୍,Coupling
ସହଯୋଗୀ କଣ୍ଡେନ୍ସର୍ |,Coupling condenser
Coupling ନେଟୱାର୍କ,Coupling network
ସହଯୋଗ ପ୍ରତିରୋଧ,Coupling resistance
ସହଯୋଗୀ ବଣ୍ଡ |,Covalent bond
କଭରେଜ୍,Coverage
ଦୁର୍ଘଟଣା,Crash
ଜଟିଳ ବ୍ୟାଣ୍ଡ |,Critical band
ଗୁରୁତର ଅବସ୍ଥା |,Critical condition
ଗୁରୁତର ଚିନ୍ତା |,Critical coupling
ଅହଂକାରୀ ଫ୍ରିକ୍ୱେନ୍ସି |,Critical frequency
ଗୁରୁତର ପାରାମିଟର |,Critical parameter
କୁମ୍ଭୀର କ୍ଲିପ୍ |,Crocodile clip
କ୍ରସ୍ କ୍ଷୀଣ |,Cross fading
କ୍ରସ୍ ମୋଡୁଲେସନ୍ |,Cross modulation
କ୍ରସ୍ ଟକ୍ |,Cross talk
କ୍ରସଫେଡ୍,Crossfade
କ୍ରିପ୍ଟୋଗ୍ରାଫି,Cryptography
ସ୍ଫଟିକ୍,Crystal
ସ୍ଫଟିକ୍ ଫିଲ୍ଟର୍ |,Crystal filter
କ୍ୟୁ,Cue
କ୍ୟୁ ମାର୍କ,Cue marks
କ୍ୟୁରିଂ ଉପକରଣ,Cueing device
ସାମ୍ପ୍ରତିକ ଡ୍ରେନ୍ |,Current drain
ସାମ୍ପ୍ରତିକ ମିଟର,Current meter
ସାମ୍ପ୍ରତିକ ଟ୍ରାନ୍ସଫର୍ମର |,Current transformer
କର୍ସର୍,Cursor
ବକ୍ର,Curve
ଫ୍ରିକ୍ୱେନ୍ସି କାଟନ୍ତୁ |,Cut off frequency
କଟର,Cutter
ସାଇବର କାଫେ |,Cyber cafe
ସାଇବର ସୁରକ୍ଷା |,Cyber security
ସାଇବର ସ୍ଥାନ |,Cyber space
ଚକ୍ର,Cycle
ସାଇକ୍ଲିକ୍ |,Cyclic
D.C. ଉପାଦାନ,D.c. component
D.C. ଥାଳି ଶକ୍ତି,D.c. plate power
D.C. ପୁନରୁଦ୍ଧାର,D.c. restoration
ଡ୍ୟାମ୍ପର୍ ଡିଏଡ୍ |,Damper diode
ବନ୍ଧପ,Damping
ଅନ୍ଧାର,Dark
ତଥ୍ୟ,Data
ଡାଟା ପ୍ରସାରଣ |,Data broadcasting
ତଥ୍ୟ ସଙ୍କୋଚନ |,Data compression
ଡାଟା ଡ୍ରିଲିଂ |,Data drilling
ତଥ୍ୟ ଏନକ୍ରିପସନ୍,Data encryption
ଡାଟା ଫାଇଲ୍ |,Data file
ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ,Data handling
ତଥ୍ୟ ଖଣି,Data mining
ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |,Data processing
ଡାଟା ସଞ୍ଚାଳକ |,Data processor
ଡାଟା ହ୍ରାସ ବିଟ୍ ସିଷ୍ଟମ୍ |,Data reduced bit system
ଡାଟା ସେବା |,Data service
ତଥ୍ୟ ଫର୍ଦ୍ଦ,Data sheet
ତଥ୍ୟ ସଂରକ୍ଷଣ,Data storage
ଡାଟା ଷ୍ଟ୍ରିମ୍ |,Data stream
ତଥ୍ୟ ଟ୍ରାନ୍ସଫର୍ମାେସନ୍,Data transformation
ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |,Data transmission
ଡାଟାବେସ୍ |,Database
ଡେସ୍କାଷ୍ଟିଂ |,Datacasting
ଡାଟାଗ୍ରାମ୍,Datagram
DB ମିଟର,DB meter
ମୃତ ପବନ,Dead air
ମୃତ ସର୍ଟ ସର୍କିଟ୍ |,Dead short circuit
ମୃତ ସ୍ପଟ୍,Dead spot
ଜଳଖିଆ,Deadlock
କିବଗ୍ ପ୍ରୋଗ୍ରାମ୍,Debug programme
ତ୍ରୁଟି ନିବାରଣ କରୁଛି |,Debugging
ଶବ୍ଦର କ୍ଷୟ |,Decay of sound
ଡେକ୍ସିବେଲ୍ (DB),Decibel (dB)
ଦଶମିକ,Decimal
