Hindi,English
"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण",data validation
डाटाबेस,database
डाटाबेस प्रशासन,database adminstration
डाटाबेस अभिकल्प,database design
डाटाबेस प्रबंधन तंत्र,database management system
"1.आँकड़ाग्रेव, 2. डाटाग्रेव",datagrav
"1.डेटम, 2. ऑकड़ा",datum
"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र",dead zone
गतिरोध,deadlock
गतिरोध रोकथाम,deadlock prevention
दोष मार्जन,debug
"1.निर्णय कोष्ठ, 2. निर्णय पेटी",decision box
निर्णय निर्धारण प्रक्रम,decision making process
निर्णय सहायक तंत्र,decision support system
निर्णय वृक्ष,decision tree
"1.कुटवाचक, 2. विकोडक",decoder
विघटन सिद्धांत,decomposition principle
विकोडन,decryption
समर्पित प्रणाल,dedicated channel
समर्पित दवारक,dedicated port
प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),defence data network (DDN)
प्रतिरक्षण सूचना प्रणाली,defence information system
एकीकरण,defragmentation
विलंब,delay
विलंब गणक,delay counter
विलंब काल,delay time
"1.मिटाना, 2. हटाना",delete
विलोपन अभिलेख,deletion record
परिसीमक,delimiter
डेल्टा माँडुलन,delta modulation
माँग पृष्ठन,demand paging
प्रदर्शन,demo
विमाडुलन,demodulation
वि-बहुसंकेतक,demultiplexer
असमान्यीकरण,denormalization
"1.घनत्व, 2. सधनता",density
"1.आश्रिता, 2. निर्भरता",dependency
आश्रित एकक,dependent unit
विपंक्ति,dequeue
"1.अपनिर्देशन, 2. अपसंदर्भन",dereferencing
व्युत्पन्न वृक्ष,derivation tree
व्युत्पन्न क्षेत्र,derived field
अवरोही छंटाई,descending sort
अभिकल्प,design
डेस्क परिकलक,desk calculator
डेस्कटॉप कंप्यूटर,desk top computer
डेस्कटॉप प्रस्तुतिकरण,desktop presentation
डेस्कटॉप प्रकाशन,desktop publishing (DTP)
डेस्कटॉप वीडियो,desktop video
गंतव्य पता,destination address
"1.विनाशक,  2.अपध्वंशक",destructer
निर्धारणात्मक ऑटोमेटा,deterministric automats
विकासक,developer
विकास तन्त्र,development system
युक्ति,device
युक्ति नियंत्रण एकक,device control unit
युक्ति नियंत्रक,device controller
युक्ति प्रबंधन,device management
युक्ति विधा,device mode
निदान,diagnosis
निदानी तंत्र,diagnostic system
"1.निदान, 2. निदानिकी",diagnostics
आरेख,diagram
डायल,dial
डायल लाइन,dial line
डायल टोन,dial tone
डायल अप,dial up
"1.संवाद, 2. वार्तालाप",dialog
वार्तालाप कोष्ठ,dialog box
डायलअप मॉडम,dialup modem
विमा,diamension
शब्दकोश,dictionary
"1. अवकलन ,2. विभेदन",differentiation
अंकीय,digital
अंकीय प्रणाल,digital channel
अंकीय परिपथ,digital circuit
अंकीय कंप्यूटर,digital computer
"1.अंकीय आँकड़ा, 2.अंकीय डाटा",digital data
अंकीय सुविधा,digital facility
अंकीय फिल्टर,digital filter
अंकीय लाइब्रेरी,digital library
अंकीय माडुलन,digital modulation
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर",digital monitor
अंकीय चित्र,digital picture
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक",digital signature
अंकीय स्विच,digital switch
अंकीय अनुरूप रूपांतरक,digital to analog (D/A) converter
अंकरूपण,digitization
अंकीकरण,digitize
अंकरूपक,digitizer
डायोड,diode
प्रत्यक्ष,direct
प्रत्यक्ष पता,direct address
प्रत्यक्ष रुपांतरण,direct conversion
प्रत्यक्ष युग्मन,direct coupling
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)",direct memory access (DMA)
प्रत्यक्ष स्मृति अभिगम (डी एम ए),direct memory acess (DMA)
प्रत्यक्ष विधि,direct method
निदेश,directive
निर्देशिका,directory
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर",directory server
निर्देशिका सेवा,directory service
असमर्थ,disable
असमर्थकारी संकेत,disabling signal
"1.असंबंधन, 2. विसंबंधन",disconnect
"1.असतत , 2. विविक्त",discrete
"1.चक्रिका, 2. डिस्क",disk
"1.चक्रिका पता, 2. डिस्क पता",disk address
"1.चक्रिका सरणी, 2. डिस्क सरणी",disk array
"1.चक्रिका क्षमता, 2. डिस्क क्षमता",disk capacity
"1.चक्रिका चालक, 2.डिस्क ड्रािव",disk drive
चक्रिका संचिका,disk file
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी",disk memory
चक्रिका परिचालन तंत्र (डी ओ एस),disk operating system (DOS)
चक्रिका संकुल,disk pack
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर",disk server
"1.चक्रिका भंडारण, 2. डिस्क भंडारण",disk storage
डिस्केट,diskette
प्रदर्श संचिका,display file
प्रदर्श प्रतिबिंब,display image
निपटान,disposal
दूरी,distance
दूरी फलन,distance function
विरूपण,distortion
वितरित,distributed
वितरित आँकड़ा,distributed data
वितरित परिसेवक,distributed server
"1.वितरित प्रणाली, 2. वितरित तंत्र",distributed system
वितरक,distributive
प्रलेख,document
प्रलेख प्रत्यानयित,document retrieved
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो",document window
प्रलेखन,documentation
"डोमेन, प्रक्षेत्र",domain
डोमेन नाम,domain name
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर",dot matrix printer
"अध:, नीचे",down
"1.अवलिंक , 2.अवकड़ी",down link
अधोभारण,down loading
अधोभारण काल,down time
कर्षण,dragging
डीरैम (गतिक रैम),DRAM (dynamic RAM)
अपवाह,drift
चालक,driver
पात,drop
निपात सूची बॉक्स,drop down list box
ड्रम ड्रािव,drum drive
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर",drum printer
"1.इम एकक, 2. ड्रम इकाई",drum unit
"1.द्वैत,2. द्वि",dual
द्वैत घनत्व,dual density
"1.मूक पता, 2. छद्म पता",dummy address
सन्निक्षेप,dump
दवैध परिपथ,duplex circuit
दवैधीकरण,duplexing
केय्प्रतिकुंजी,duplicate
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन",DVD R/W
डी वी डी रॉम,DVD ROM
गतिक अनुदेश,dynamic instruction
"1.गतिक स्मृति, 2.गतिक मेमोरी",dynamic memory
"1.गति विज्ञान, 2. गतिकी",dynamics
ई बी सी डी आई सी,EBCDIC
ई व्यवसाय,e-business
प्रतिध्वनि,echo
"1.ई-कॉमर्स, 2.ई-वाणिज्य",e-commerce
संपादन,edit
संपादक,editor
शैक्षिक प्रौद्योगिकी,educational technology
ई ई पी रॉम,EEP rom
"1.सार्थक पता , 2.प्रभावी पता",effective address (floating address)
सार्थक संकार्य पता,effective operand address
प्रभावी क्रिया,effective procedure
प्रभावी यू.आई.डी.,effective UID (user identification)
प्रभावी संचरण संकार्य,efffective transmission operand
अष्टबिट बािट,eight-bit byte
"इलेक्ट्रॉनिक अधिगम, ई अधिगम",e-learning
चुनाव एल्गोरिथम,election-algirthm
इलेक्ट्रोनिक डाकसेवा (ई. मेल),electric mailing (e-mail)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर",electric printer
विद्युत लेखा मशीन,electrical accounting machine
इलेक्ट्रोनिकी,electronic
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),electronic clearance system (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),electronic data interchange (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,electronic data processing
इलेक्ट्रॉनिक विवरणिक,electronic filing
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),electronic funds transfer System (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका",electronic journals
इलेक्ट्रॉनिक प्रकाशन,electronic publishing
इलेक्ट्रॉनिक स्विच,electronic switch
"तत्व, अवयव",element
ई-मेल,e-mail
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता",e-mail address
अंत:स्थापित तंत्र,embedded system
अंत:स्थापन,embedding
उत्सर्जक युग्मित तर्क (ई.सी.एल.),emitter couple logic (ECL)
रिक्त चिति,empty stack
"1.रिक्त श्रृंखला, 2. रिक्त माला",empty string
यंत्रानुकरण,emulation
"1.केप्सूलीकरण, 2. केप्सूलन",encapsulation
कूटलेखक,encipher
कूटलेखन,encode
"1.कूटलेखक, 2. कोडक",encoder
गूढ आंकडा,encrepted data
गूढ फािल सिस्टम,encripting file system
"1.गोपन, 2. कोडन, 3. कूटलेखन",encryption
खंडक अंत,end of block
संचिका-अन्त,end of file (EOF)
प्रयोक्ता,end-user
प्रवेश,enter
प्रवेश कुंजी,enter-key
"1.उद्यम सरवर, 2. उद्यम सेवक",enterprise server
उद्यम तंत्र,enterprise system
सत्ता,entity
सत्ता संबंधता,entity-relationship
प्रवेश काल,entry time
प्रविष्ट चर,entry variable
गणनीय,enumerable
परिवेश,environment
"1.ईपोच,2. युग,3. निर्देश क्षण",epoch
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPROM
एपसिलॉन संवरक,epsilon closure
तुल्यकारक,equalizer
उपस्कर,equipment
तुल्यता वर्ग,equivalence class
तुल्य संबंध,equivalence relation
"1.विलोपन, 2.मिटान",erase
त्रुटि संशोधन कूट,error correcting code
त्रुटि संशोधन,error correction
त्रुटि संसूचन,error detection
त्रुटि प्रहस्तन,error handling
त्रुटि संदेश,error message
त्रुटि दर,error rate
त्रुटि पुनर्डद्धार,error recovery
त्रुटि नेमक,error routine
पलायन संप्रतीक,escape character
ईथरनेट,ethernet
घटना,event
घटना श्रृंखला,event chain
घटना नियंत्रण,event control
घटना गणक,event counter
अपवाद प्रहस्तन,exception handling
विनिमय डिस्क भंडारण,exchangeable disk storage
अपवर्जन,exclusion
अनन्य और (एक्स ऑर),exclusive Or (XOR)
निष्पाद्य क्रमादेश,executable program
निष्पादन कथन,executive statement
चयनिक खोज,exhaustive search
विदयमान,exist
निर्गम,exit
विशेषज्ञ तंत्र,expert system
"1. अभिव्यक्ति ,2. व्यंजक",expression
विस्तारित आलेखीय आव्यूह (एक्स जी ए),extended graphic array (XGA)
विस्तारित औदयोगिक मानक (इ.आई.एस.),extended industry standard (EIS)
अतिदेशित मशीन,extended machine
विस्तारित स्मृति,extended memory
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता",extended precision
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण",extended sorting
वाह्य आह्वान,external call
वाह्य त्रुटि,external error
वाह्य फलन,external function
वाह्य अंतरायन,external interrupt
"1.वाह्य स्मृति, 2. वाह्य मेमोरी",external memory
वाह्य स्मृति,external memory
वाह्य मॉडेम,external modem
वाह्य संदर्भ,external reference
वाह्य खोज,external searching
वाह्य भंडारण युक्ति,external storage device
निष्कर्षण,extraction
बहिर्वेशन,extrapolation
फलक संप्रतीक मुद्रक,face-character printer
विफल-सुरक्षा संक्रिया,fail-safe operation
विफलता दर,failure rate
विफलता मुक्ति,failure recovery
मिथ्या कूट,false code
मिथ्या त्रुटि,false error
"1.निवेशाँक, 2. निवेश-अंक",fan-in
"1.निर्गताँक, 2. निर्गत-अंक",fan-out
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम",fascimile I/O device
द्रुत फौरिएर अन्तरण,fast fourier transform (FFT)
घातक त्रुटि,fatal error
दोष संसूचन,fault detection
दोष निदान,fault diagnosis
दोष सहिष्णुता,fault tolerance
फैक्स,fax
फैक्स संदेश,fax message
एफ डी सी,FDC
लक्षण संसूचन,feature detection
भरण चक्र,feed cycle
पुनर्निवेश,feedback
"1.प्रदायक,2.पोषक, 3.फीडर",feeder
आनयन,fetch
फिबोनेकी खोज,fibonacci search
फिबोनेकी अनुक्रम,fibonacci sequence
फिबोनेकी श्रेणी,fibonacci series
तंतु प्रकाशिकी,fibre optics
फिडो जाल,fido net
क्षेत्र,field
पंचम पीढ़ी कम्प्यूटर,fifth generation computers
"1.संचिका,2. फािल",file
संचिका अभिगम विधि,file access method
संचिका नियतन सारणी,file allocation table
संचिका संपीडन,file compression
संचिका प्रतिलिपिकरण,file copying
संचिका विन्यास,file layout
संचिका विलय,file merge
संचिका पुन:प्राप्ति,file recovery
संचिका भंडारण,file storage
संचिका संरचना,file structure
संचिका तंत्र,file system
संचिका अंतरण,file transfer
फाील अंतरण प्रोटोकॉल (एफ टी पी),file transfer protocol (FTP)
फिल्टर,filter
अंतिम स्थिति,final state
खोज,find
परिमित अवस्था यंत्र,finite state machine
फायर वॉल,fire wall
फर्मवेयर,firmware
पहले आो पहले पाो,first come first serve
प्रथम पीढ़ी कंप्यूटर,first generation computer
प्रथम निवेश प्रथम निर्गम (फीफो ),first in first out (FIFO)
प्रथम कोटि तर्क,first order logic
प्रथम कोटि सिद्धांत,first order theory
नियत विभाजन,fixed partition
चिन्ह,flag
नम्य डिस्क,flexible disk
फ्लॉपी डिस्क,floppy disk
फ्लापी डिस्क चालन (एफ डी डी),flopy disk drive (Fdd)
प्रवाह संचित्र,flow chart
नियंत्रण प्रवाह,flow of control
प्रधावन,flush
फोल्डर,folder
फाँट,font
फाँट परिवार,font family
वाह्य कुंजी,foreign key
रूप,form
प्रतीकात्मक भाषा,formal language
प्रतीकात्मक विधि,formal system
"1.फॉरमैट, 2.आरूप",format
आरूपण,formatting
फोरट्रॉन,fortran
"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन",fortran programming
अग्रतिर्यक स्लैश,forward slash
चतुर्थ पीढ़ी कंप्यूटर,fourth generation computer
खंड,fragment
फ्रेम,frame
"1.मुक्त नेट, 2.मुक्त जाल",free net
मुक्त सॉफ्टवेयर न्यास,free software foundation
मुक्त भंडारण,free storage
फ्रीवेयर,freeware
अग्रांत,front end
"1.अग्र पट्टिका, 2.अग्र पैनल",front panel
"1.प्रकार्य,2. फलन",function
प्रकार्य कुंजी,function key
प्रकार्य संदर्भ,function reference
प्रकार्यात्मक निर्भरता,functional dependency
प्रकार्य परीक्षण,functional testing
"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक",fuzzy logic
"1.अस्पष्ट समुच्चय, 2.फज्जी सेट",fuzzy set
लब्धि,gain
खेल तरू,game tree
अंतराल संप्रतीक,gap character
कचरा,garbage
कचरा संग्रहण,garbage collection
कचरा संग्रहण,garbage collection
कचरा अंदर कचरा बाहर (गीगो),garbage in garbage out (GIGO)
द्वार,gate
दवार पथ (नेटवर्क के संदर्भ में),gateway
व्यापक क्रमादेश,general program
व्यापक क्रमादेश,general program
व्यापक उद्देश्य कंप्यूटर,general purpose computer
व्यापकीकृत उद्देश्य कंप्यूटर,general purpose computer
सामान्य पंजी,general register
व्यापकीकरण,generalization
व्यापकीकरण,generalization
व्यापक उद्देशीय भाषा,general-purpose language
व्यापक उद्देश्य संक्रिया प्रणाली,general-purpose operating sysem
व्यापक उद्देश्य पंजी,general-purpose regisgter
जनित त्रुटि,generated error
जनन प्रकार्य,generating function
वर्ग सामान्य,generic class
वर्ग प्रकार्य,generic function
सामान्य वर्गनाम,generic name
गीगो,gigo
"1.सार्वत्रिक, 2.वैश्विक",global
सार्वत्रिक कूट,global code
सार्वत्रिक ताला,global lock
"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क",global network
सार्वत्रिक जालक्रम,global network
"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता",global user
सार्वत्रिक चर,global variable
"1.वैश्वीकरण, 2.भूमण्डलीकरण",globalisation
गोफर (नेटवर्क में एक प्रोटोकॉल),gopher
गोफर ग्राही,gopher client
"1.गोफर परिसेवक, 2.गोफर सर्वर",gopher server
गोफर स्थल,gopher site
गोफर स्पेस,gopher space
आकर्षक निम्नीकरण,graceful degradation
व्याकरण संशोधक,grammar checker
व्याकरण आकर्षक बहिगर्मन,grammar graceful exit
"1.कुल जोड़, 2.महायोग, 3.कुल योग",grand total
"1.ग्राफ, 2.आलेख",graph
"1.ग्राफ अंकन, 2.आलेख अंकन",graph plotting
"1.ग्राफीय संप्रतीक, 2.आलेखीय संप्रतीक",graphic character
"1.ग्राफीय नियंत्रक, 2.आलेखीय नियंत्रक",graphic controller
"1.ग्राफीय आंकड़ा संरचना, 2.आलेखीय आंकड़ा संरचना",graphic data structure
"1.ग्राफीय प्रदर्श क्रमादेश, 2.आलेखीय प्रदर्श क्रमादेश",graphic display program
"1.ग्राफीय प्रदर्श विभेदन, 2.आलेख प्रदर्श",graphic display resolution
"1.ग्राफीय भाषा, 2.आलेखीय भाषा",graphic language
"1.ग्राफीय भाषा, 2.आलेखीय भाषा",graphic language
"1.ग्राफीय पट्टिका, 2.आलेखीय पट्टिका",graphic panel
"1.ग्राफी एनीमेशन, 2.आलेखी एनीमेशन",graphical animation
ग्राफी अन्तरण फारमेट (जीाईेफ),graphical interface format (GIF)
"1.ग्राफी प्रयोक्ता इंटरफेस (जीयूाई), 2.ग्राफीय प्रयोक्ता अंतरापृष्ठ",graphical user interface (GUI)
"1.आलेखी, 2.ग्राफिक्स",graphics
"1.ग्राफिक्स अनुप्रयोग, 2.आलेखीय अनुप्रयोग",graphics application
"1.ग्राफिक्स कर्सर, 2.आलेखी कर्सर",graphics cursor
"1.ग्राफिक्स मोड, 2.आलेखी विधा",graphics mode
"1.ग्राफिक्स पैकेज, 2.आलेखी पैकेज",graphics package
"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर",graphics software
"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर",graphics software
"1.ग्राफिक्स सॉफ्टवेयर पैकेज, 2.आलेखीय सॉफ्टवेयर पैकेज",graphics software package
ग्रे स्केल,gray scale
"1.लालची विधि, 2.ग्रीडी विधि",greedy method
ग्रेप,grep
ग्रिड,grid
ग्रिड संचित्र,grid chart
ग्रिड अभिकलन,grid computing
ग्रिड मॉडुलन,grid modulation
भू-तरंग,ground wave
समूह,group
समूह पता,group address
समूह कूट,group code
समूह संचार,group communication
समूह संचार,group communication
"1.समूह पहचान, 2.समूह अभिज्ञान",group identification
समूह नाम,group name
समूहवेयर,groupware
वृद्धि,growth
"1.रक्षक, 2.गार्ड",guard
निर्देशित माध्यम,guided media
गनजिप,gunzip
कूट विच्छेदन,hack
कूट विच्छेदक,hacker
कूट विच्छेदक शब्द कोश,hacker's dictionary
अर्ध योजक,half adder
अर्ध सेतु,half bridge
अर्ध द्वैध,half duplex
अर्ध द्वैध लाइन,half duplex line
अर्ध द्वैध विधा,half duplex mode
अर्ध तीव्रता,half intensity
अर्ध अनुमार्गक,half router
अर्ध व्यवकलक,half subtracter
अर्ध छविकरण,half toning
अर्ध शब्द,half word
हेमिलटोनी चक्र,hamiltonious cycle
हैमिंग कूट,hamming code
हस्त,hand
मुद्रित प्रति,hand copy
प्रहस्तन,handle
प्रहस्तन,handling
निलंबन,hang
सुखद जाल,happy net
हार्ड कापी युक्ति,hard copy device
"1.हार्ड डिस्क, 2.अनम्य डिस्क",hard disk
अनम्य डिस्क ध्वंस,hard disk crash
कठिन त्रुटि,hard error
हार्डवेयर प्रवाह नियंत्रण,hardware flow control
"1.हरात्मक, 2.हार्मोनिक",harmonic
"1.हरात्मक माध्य,2. हार्मानिक माध्य",harmonic mean
द्रुतान्वेषण,hash
द्रुतान्वेषण आरेख,hash diagram
द्रुतान्वेषण सारणी,hash table
द्रुतान्वेषण तकनीक,hashing technique
"1.हैडर, 2.प्रवेशिका",header
"1.पुंज , 2.ढेर",heap
पुंज छंटाई,heap sort
सहायता,help
सहायता स्क्रीन,help screen
"1.हैल्पजाल, 2.सहायता संजाल",helpnet
हर्टज (फ्रीक्वेंसी/आवृति की यूनिट),hertz
स्वानुभावी,heuristic
स्वानुभावी विधि,heuristic method
षोडश आधारी संख्या,hexadecimal numbers
अप्रत्यक्ष रेखा,hidden line
पदानुक्रमित आँकड़आ संचय,hierarchical data base
पदानुक्रमित संचिका व्यवसाय,hierarchical file system
पदानुक्रमित रूपरेखा,hierarchical topography
उच्च स्तरीय भाषा,high level language
उच्चस्मृति क्षेत्र,high memory area
उच्च निष्पादन,high performance
"1.प्राप्ति, 2.हिट, 3.संभावना",hit
हिट रेट,hit rate
हिट अनुपात,hit ratio
"1. छिद्र, रिक्ती 2. होल",hole
आमुख निर्देशिका,home directory
आमुख पृष्ठ,home page
समांगी निर्देशांक,homogeneous coordinate
हॉप,hop
हॉप काउन्ट (नेट वर्क के संदर्भ में),hop count
हॉर्न,horn
पोषक कंप्यूटर,host computer
पोषक कंप्यूटर,host computer
पोषक भाषा,host language
"1.सक्रिय कुंजी, 2.हॉट कुंजी",hot key
हाइपर पाठ्य चिहिनित भाषा (एच टी एम एल),hyper text markup language (HTML)
परिकल्पना,hypothesis
आई पॉड,I pod
निवेश/निर्गम बफर,I/O buffer
"1.निवेश/निर्गम द्वारक, 2. आई/ओ द्वारक",I/O port
निवेश/निर्गम इकाई,I/O unit
परिज्ञापक,identifier
"1.तत्समक, 2.सर्वसमिका, 3.व्यष्टित्व, 4.पहचान",identity
प्रतिबिंब,image
प्रतिबिंब संवेदक,image sensor
संघट्ट मुद्रक,impact printer
प्रतिबाधा,impedence
आदेशात्मक प्रोग्राम भाषा,imperative programme language
आदेश सूचक कथन,imperative statement
अस्पष्ट पता,implicit address
असंभव घटना,impossible event
निष्क्रिय आसंधि,inactive node
असगंतता,inconsistency
वृद्धि,increment
सूचक,index
सूचक आँकड़ा मद,index data item
सूचकांक संचिका,index file
सूचक पंजी,index register
सूचक अनुक्रमिक,index sequential
सूचकित पताभिगमन,indexed addressing
अनुक्रमित भाषा,indexed language
सूचकांकित अनुक्रम संचिका,indexed sequence file
सूचकांकित अनुक्रमिक अभिगम विधि (आी एस ए एम),indexed sequential sccess method (ISAM)
परोक्ष पताभिगमन,indirect addressing
सूचना विज्ञान,Informatics
सूचना,Information
सूचना बिट,information bit
सूचना प्रबंधन,information management
सूचना प्रबंधन प्रणाली (आी एम एस),information management system (IMS)
सूचना पुन:प्राप्ति,information retrieval
सूचना तंत्र,information system
सूचना प्रौद्योगिकी (आी टी),information technology (IT)
अवसंरचना प्रबंधन,infrastructure management
वंशानुक्रम,Inheritance
निहित त्रुटि,inherited error
प्राथमिक,Initial
प्रारंभिक पता,initial address
आरंभिक अवस्था,initial state
आरंभीकरण,Initialization
स्याही जेट मुद्रक,ink jet printer
असंख्य,Innumerable
अंत: नोड सारणी,i-node table
अप्रचालनीय काल,inoperable time
निवेश बफर पंजी,input buffer register
निवेश निर्गम प्रक्रमक (आई/ओ पक्रमक),input output processor (I/O processor)
निवेश निर्गम पंजी (आई/ओ पंजी),input output register (I/O register)
निवेश निर्गम कथन (आई/ओ कथन),input output statement (I/O statement)
निवेश/निर्गम (आई/ओ),input/output (I/O)
निवेश/निर्गम बफर (आई/ओ बफर),input/output buffer (I/O buffer)
निवेश/निर्गम युक्ति (आई/ओ युक्ति),input/output device (I/O device)
निवेश,Insert
अंतरवेशन छाँट,insertion sort
अधिष्ठापन काल,installation time
दृष्टाँत,Instance
अनुदेश,Instruction
अनुदेश गणक,instruction counter
अनुदेश चक्र,instruction cycle
अनुदेश समुच्चय,instruction set
पूणाँक प्रोग्रामन,integer programming
पूणाँक चर,integer variable
एकीकृत मॉडेम,integrated modem
एकीकृत सेवा अंकीय जालक्रम (आइ एस डी एन),integrated services digital network (ISDN)
अखंडता,Integrity
कुशाग्र नियंत्रक,intelligent controller
कुशाग्र टर्मिनल,intelligent terminal
अंत: खंडक,inter block
अंतरा खंडक अंतराल,inter block gap
परस्पर संचार तंत्र,inter communication system
अन्योन्य क्रिया,Interaction
अन्योन्य क्रिया आलेखी,interactive graphics
"1.परस्पर कुंजीपटल मुद्रक,2.परस्पर कुंजीपटल प्रिटर",interactive keyboard printer
अन्योन्य संचारी सेवा,intercom service
"1.अंतराफलक, 2.अन्तरापृष्ठ",Interface
"1.अंतग्रंथन, 2.अंत: पत्रण",Interleaving
मध्यवर्ती बफर,intermediate buffer
आंतरिक खंड,internal block
आंतरिक संचार,internal communication
आंतरिक खंडन,internal fragmentation
आंतरिक स्मृति,internal memory
आंतरिक छाँटन,internal sort
आंतरिक कालद,internal timer
अंतरराष्ट्रीय मानकीकरण संघ (आई एस ओ),international organization for standardization (ISO)
अंतरराष्ट्रीय तकनीकी सहायता संस्थान,international technical support organization
इंटरनेट,Internet
इंटरनेट अभियांत्रिकी कार्य दल (आई ई टी एफ),internet engineering task force (IETF)
इंटरनेट अन्वेषक,internet explorer
इंटरनेट अन्वेषण,internet hunt
इंटरनेट मासिक प्रतिवेदन,internet monthly report
इंटरनेट पैकेट विनिमय,internet packet exchange
इंटरनेट प्रोटोकॉल (आई पी),internet protocol (IP)
"1.इंटरनेट नियमावली,2.इंटरनेट प्रोटोकॉल",internet protocol remove (IP)
इंटरनेट प्रसारण वार्ता (आई आर सी),internet relay chat (IRC)
इंटरनेट सेवा दायक,internet service provider
इंटरनेट सेवा सूची,internet services list
इंटरनेट समाज,internet society
"1.इंटरनेट यंत्र,2.युक्ति",internet tools
इंटरनेट संचालन,internet working
इंटरनेट संचालन,internet working
अन्तर्वेशन,Interpolation
विवेचन,Interpret
"1.अनुदेशांतरक, 2.विवेचक, 3.स्मरक अंतरक",Interpreter
अंतः प्रक्रम संचार,interprocess communication
अंतरायक,Interrupt
अंतरायन प्रहस्तक,interrupt handler
अंतरायन आच्छद,interrupt mask
अंतरायन संकेत,interrupt signal
अंतरायक सदिश,interrupt vector
अंतरायन,Interruption
प्रतिच्छेद,Intersect
"1.अंत:जाल,2.इंट्रानेट",Intranet
अपरिवर्तनीय,Invariant
इन्वेन्टरी मुख्य संचिका,inventory master file
विलोम मल्टीपलेक्सर,inverse multiplexer
विलोम स्कैनिंग,inverse scanning
विलोम संचिका,inverted file
व्युत्क्रमित सूची संचिका,inverted list file
व्युत्क्रम पृष्ठ सारणी,inverted page table
"1.अंतवर्तक, 2.प्रतीपक",Inverter
इंटरनेट संचालन,internet working
अन्तर्वेशन,Interpolation
विवेचन,Interpret
"1.अनुदेशांतरक, 2.विवेचक, 3.स्मरक अंतरक",Interpreter
अंतः प्रक्रम संचार,interprocess communication
अंतरायक,Interrupt
अंतरायन प्रहस्तक,interrupt handler
अंतरायन आच्छद,interrupt mask
अंतरायन संकेत,interrupt signal
अंतरायक सदिश,interrupt vector
अंतरायन,Interruption
प्रतिच्छेद,Intersect
"1.अंत:जाल,2.इंट्रानेट",Intranet
अपरिवर्तनीय,Invariant
इन्वेन्टरी मुख्य संचिका,inventory master file
विलोम मल्टीपलेक्सर,inverse multiplexer
विलोम स्कैनिंग,inverse scanning
विलोम संचिका,inverted file
व्युत्क्रमित सूची संचिका,inverted list file
व्युत्क्रम पृष्ठ सारणी,inverted page table
"1.अंतवर्तक, 2.प्रतीपक",Inverter
कार्य प्रबंधन,job management
कार्योन्मुख भाषा,job oriented language
कार्य प्राथमिकता,job priority
कार्य अनुसूचन,job scheduling
कार्य अनुक्रमण,job sequencing
कार्य सारणी,job table
सम्मिलन,join (JOIN)
संयुक्त फोटोग्राफी ग्रुप (जे पी जी),joint photographic group (jpg)
पत्रिका,Journal
ज्वॉय स्टिक,joy stick
"1.ऑकलन, 2.निर्णय",Judgement
जंप,Jump
जंप अनुदेश,jump instruction
जंपर,Jumper
"1.संगम, 2.संधि, 3.जोड़",Junction
कबाड़,Junk
औचित्य,Justification
किलो बाईट,k bytes
कार्नोफ प्रतिचित्र,karnaugh map
कार्नोफ चित्र,karnaugh map
के बी (किलो बाईट),KB (Kilo Byte)
