Assamese,Punjabi
ডাৰ্লিংটন চাৰ্কিট,ਡਾਰਲਿੰਗਟਨ ਸਰਕਟ
ডাৰ্লিংটন যোৰ,ਡਾਰਲਿੰਗਟਨ ਜੋੜਾ
dos,dos
"ডাটা, বিশ্বাস","ਡਾਟਾ, ਭਰੋਸਾ"
বিশ্বাস উপাৰ্জনকাৰী শৰীৰ,ਭਰੋਸਾ ਕਮਾਈ ਸਰੀਰ
ডাটা সংৰক্ষণ,ਡਾਟਾ ਸਟੋਰੇਜ਼
ডাটা ক&#39;ড,ਡਾਟਾ ਕੋਡ
ডাটা ৰাইটাৰ,ਡਾਟਾ ਲੇਖਕ
ডাটা মাল্টিপ্লেক্সাৰ,ਡਾਟਾ ਮਲਟੀਪਲੈਕਸਰ
"ডাটা পৰ্ট, ডাটা পৰ্ট","ਡਾਟਾ ਪੋਰਟ, ਡਾਟਾ ਪੋਰਟ"
ডাটা পিকাৰ,ਡਾਟਾ ਚੋਣਕਾਰ
ডাটা শ্বীট,ਡਾਟਾ ਸ਼ੀਟ
dB/অক্টোবৰ,dB/ਅਕਤੂਬਰ
dc এম্প্লিফায়াৰ,ਡੀਸੀ ਐਂਪਲੀਫਾਇਰ
ডিচি মটৰ,ਡੀਸੀ ਮੋਟਰ
dc অফছেট,dc ਆਫਸੈੱਟ
ডি চি। শক্তি যোগান,ਡੀ.ਸੀ. ਬਿਜਲੀ ਦੀ ਸਪਲਾਈ
ডি চি। পুনৰ সংস্থাপন,ਡੀ.ਸੀ. ਪੁਨਰਵਾਸ
ডি চি। পুনৰুদ্ধাৰকাৰী,ਡੀ.ਸੀ. ਬਹਾਲ ਕਰਨ ਵਾਲਾ
dc ৰ পৰা ac লৈ ৰূপান্তৰক,ਡੀਸੀ ਤੋਂ ਏਸੀ ਕਨਵਰਟਰ
ডি চি। উচ্চতা নিয়ন্ত্ৰণ,ਡੀ.ਸੀ. ਉੱਚੀ ਆਵਾਜ਼ ਕੰਟਰੋਲ
Mh-সংযোগকাৰী,Mh-ਕੁਨੈਕਟਰ
ডাইৰেক্ট কাপল্ড ট্ৰেঞ্জিষ্টৰ লজিক গেট/ডিচি টি.এল.,ਡਾਇਰੈਕਟ ਕਪਲਡ ਟਰਾਂਜ਼ਿਸਟਰ ਲਾਜਿਕ ਗੇਟ/ਡੀ.ਸੀ ਟੀ.ਐਲ.
ডি চি। ক্ষতিগ্ৰস্ত অপাৰেচনেল এম্প্লিফায়াৰ,ਡੀ.ਸੀ. ਖਰਾਬ ਆਪ੍ਰੇਸ਼ਨਲ ਐਂਪਲੀਫਾਇਰ
অশক্তিশালীকৰণ,ਗੈਰ-ਮਜਬੂਤੀ
ডিমৰ্গানৰ আইন,ਡੀਮੋਰਗਨ ਦਾ ਕਾਨੂੰਨ
দে সৌতি দলং,de sauti ਪੁਲ
জিৰণিৰ সময়,ਆਰਾਮ ਦਾ ਸਮਾਂ
জিৰণিৰ অঞ্চল,ਆਰਾਮ ਜ਼ੋਨ
দোষ নিষ্কাশন,ਨੁਕਸ ਕਲੀਅਰੈਂਸ
দশক কেলকুলেটৰ,ਦਹਾਕਾ ਕੈਲਕੁਲੇਟਰ
ডেচিবেল,ਡੈਸੀਬਲ
দশমিক কেলকুলেটৰ,ਦਸ਼ਮਲਵ ਕੈਲਕੁਲੇਟਰ
দশমিক-বাইনাৰী ৰূপান্তৰ,ਦਸ਼ਮਲਵ-ਬਾਈਨਰੀ ਪਰਿਵਰਤਨ
ঠিকনা ডিকোডিং,ਪਤਾ ਡੀਕੋਡਿੰਗ
ডিকোডাৰ,ਡੀਕੋਡਰ
এলিল,ਐਲੀਲਜ਼
ডেডিকেটেড এপ্লিকেচন,ਸਮਰਪਿਤ ਐਪਲੀਕੇਸ਼ਨ
নিবেদিত নিয়ন্ত্ৰক,ਸਮਰਪਿਤ ਕੰਟਰੋਲਰ
ডি চি। প্ৰি-ৰিইনফৰ্চমেণ্ট চাৰ্কিট,ਡੀ.ਸੀ. ਪ੍ਰੀ-ਰੀਨਫੋਰਸਮੈਂਟ ਸਰਕਟ
দোষ ঘনত্ব,ਨੁਕਸ ਘਣਤਾ
ডিফ্লেকচন কইল,ਡਿਫਲੈਕਸ਼ਨ ਕੋਇਲ
বিক্ষেপণ প্লেট,ਡਿਫਲੈਕਸ਼ਨ ਪਲੇਟ
বিক্ষেপণ একক,ਡਿਫਲੈਕਸ਼ਨ ਯੂਨਿਟ
বিফল হোৱা,ਅਸਫਲਤਾ
(চুম্বকীয়) বিক্ষিপ্ততা,(ਚੁੰਬਕੀ) ਫੈਲਾਅ
ডি গাউছন ৰাশিফল,ਡੀ ਗੌਸਨ ਦੀ ਕੁੰਡਲੀ
ডি গোছন,de gosson
বিলম্ব বৰ্তনী,ਦੇਰੀ ਸਰਕਟ
বিলম্ব লাইন,ਦੇਰੀ ਲਾਈਨ
বিলম্বৰ সময়,ਦੇਰੀ ਦਾ ਸਮਾਂ
বিলম্বিত স্বয়ংক্ৰিয় লাভ নিয়ন্ত্ৰক,ਦੇਰੀ ਆਟੋਮੈਟਿਕ ਲਾਭ ਕੰਟਰੋਲਰ
বিলম্বিত স্বয়ংক্ৰিয় লাভ নিয়ন্ত্ৰক,ਦੇਰੀ ਆਟੋਮੈਟਿਕ ਲਾਭ ਕੰਟਰੋਲਰ
বিলম্বিত স্বয়ংক্ৰিয় উচ্চতা নিয়ন্ত্ৰক / বিলম্বিত এভিচি,ਦੇਰੀ ਆਟੋਮੈਟਿਕ ਉੱਚੀ ਆਵਾਜ਼ ਕੰਟਰੋਲਰ / ਦੇਰੀ AVC
ডেলন মেকানিকেল ৰেক্টিফায়াৰ,delon ਮਕੈਨੀਕਲ ਸੁਧਾਰਕ
ডেল্টা সংযোগ,ਡੈਲਟਾ ਕੁਨੈਕਸ਼ਨ
ডেল্টা বন্দুক,ਡੈਲਟਾ ਬੰਦੂਕ
ডেল্টা বন্দুকৰ নলী,ਡੈਲਟਾ ਬੰਦੂਕ ਦੀ ਹੋਜ਼
ডেল্টা মডুলেচন,ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ
ডেল্টা-চিগমা এনালগ-ডিজিট ৰূপান্তৰক,ਡੈਲਟਾ-ਸਿਗਮਾ ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ
বিচুম্বকীয়কৰণ,demagnetization
বিচুম্বকীয়কৰণ বক্ৰ,ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਕਰਵ
বিচুম্বকীয়কৰণ বহুগুণক,ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਗੁਣਕ
ডিমডুলেচন,demodulation
ডিমডুলেটৰ,demodulator
ডি মাৰ্গানৰ উপপাদ্য,ਡੀ ਮਾਰਗਨ ਥਿਊਰਮ
মাল্টিপ্লেক্সাৰ,ਮਲਟੀਪਲੈਕਸਰ
ডিনৰ্মালাইজড স্ক&#39;ৰ,ਅਸਧਾਰਨ ਸਕੋਰ
ডিপ্লিচন কেপাচিটৰ,ਕਮੀ ਕੈਪੇਸੀਟਰ
ডিপ্লিচন,ਕਮੀ
ডিপ্লিচন মোড mosfet,ਡਿਪਲੇਸ਼ਨ ਮੋਡ mosfet
"ডিপ্লিচন জ&#39;ন, ডিপ্লিচন জ&#39;ন","ਡਿਪਲੇਸ਼ਨ ਜ਼ੋਨ, ਡਿਪਲੇਸ਼ਨ ਜ਼ੋਨ"
ৰেটিং,ਰੇਟਿੰਗ
ডিচেচুৰেটেড চৰিত্ৰ,ਅਸੰਤੁਲਿਤ ਅੱਖਰ
অসংবেদনশীলতা,ਅਸੰਵੇਦਨਸ਼ੀਲਤਾ
ডিজাইনৰ নিয়ম,ਡਿਜ਼ਾਈਨ ਨਿਯਮ
পৰীক্ষাৰ ডিজাইন,ਟੈਸਟ ਡਿਜ਼ਾਈਨ
ধ্বংসাত্মক অনুনাদ,ਵਿਨਾਸ਼ਕਾਰੀ ਗੂੰਜ
ডিটেক্টৰ,ਖੋਜੀ
বিকল্প বিদ্যুৎ প্ৰবাহৰ দলং ডিটেক্টৰ,ਬਦਲਵੇਂ ਮੌਜੂਦਾ ਬ੍ਰਿਜ ਡਿਟੈਕਟਰ
কম্পাঙ্ক বিচ্যুতি ধ্ৰুৱক,ਬਾਰੰਬਾਰਤਾ ਭਟਕਣਾ ਸਥਿਰ
বিচ্যুতি কম্পাঙ্ক,ਭਟਕਣ ਦੀ ਬਾਰੰਬਾਰਤਾ
ডিভাইচ,ਜੰਤਰ
N বিভাজন,N ਭਾਗ
দ্বিবিভাজন কেলকুলেটৰ,ਵਿਭਾਜਨ ਕੈਲਕੁਲੇਟਰ
বিভাজক,ਵੱਖ ਕਰਨ ਵਾਲਾ
ডি-ফ্লিপ-ফ্লপ,ਡੀ-ਫਲਿਪ-ਫਲਾਪ
d ফ্লিপ ফ্লপ,d ਫਲਿੱਪ ਫਲਾਪ
ডাইলেক্ট্ৰিক ধ্ৰুৱক,ਡਾਇਲੈਕਟ੍ਰਿਕ ਸਥਿਰ
ডাইলেক্ট্ৰিকছ,ਡਾਇਲੈਕਟ੍ਰਿਕਸ
ডাইক,ਡਾਈਕ
ডাইঅ&#39;ড খহনীয়া,diode erosion
ডায়েল কৰক,ਡਾਇਲ
টেপাৰ ডায়েফ্ৰাম,ਟੇਪਰਡ ਡਾਇਆਫ੍ਰਾਮ
ডেইজী চেইন,ਡੇਜ਼ੀ ਚੇਨ
ডাকটিকটৰ আকাৰ,ਮੋਹਰ ਦਾ ਆਕਾਰ
ডাইলেক্ট্ৰিক শোষণ,ਡਾਇਲੈਕਟ੍ਰਿਕ ਸਮਾਈ
ডাইলেক্ট্ৰিক আৱৰণ,ਡਾਇਲੈਕਟ੍ਰਿਕ ਪਰਤ
ডাইলেক্ট্ৰিক পইণ্ট,ਡਾਇਲੈਕਟ੍ਰਿਕ ਸੂਚਕਾਂਕ
"ডাইলেক্ট্ৰিক ক্ষতি, ডাইলেক্ট্ৰিক ক্ষতি","ਡਾਈਇਲੈਕਟ੍ਰਿਕ ਨੁਕਸਾਨ, ਡਾਈਇਲੈਕਟ੍ਰਿਕ ਨੁਕਸਾਨ"
ডিফাৰেন্সিয়েল এম্প্লিফায়াৰ,ਡਿਫਰੈਂਸ਼ੀਅਲ ਐਂਪਲੀਫਾਇਰ
ডিফাৰেন্সিয়েল এম্প্লিফায়াৰ,ਡਿਫਰੈਂਸ਼ੀਅਲ ਐਂਪਲੀਫਾਇਰ
ডিফাৰেন্সিয়েল কেথ’ড ট্ৰেইলিং,ਡਿਫਰੈਂਸ਼ੀਅਲ ਕੈਥੋਡ ਟ੍ਰੇਲਿੰਗ
ডিফাৰেন্সিয়েল অপাৰেটৰ,ਅੰਤਰ ਆਪਰੇਟਰ
ডিফাৰেন্সিয়েল ইনপুট ভল্টেজ,ਫਰਕ ਇੰਪੁੱਟ ਵੋਲਟੇਜ
ডিফাৰেন্সিয়েল মোড,ਅੰਤਰ ਮੋਡ
ডিফাৰেন্সিয়েল মোড ইংগিত,ਵਿਭਾਜਨ ਮੋਡ ਸੰਕੇਤ
ডিফাৰেন্সিয়েল যোৰ,ਵਿਭਿੰਨ ਜੋੜਾ
ডিফাৰেন্সিয়েল পি এছ কে,ਡਿਫਰੈਂਸ਼ੀਅਲ PSK
ডিফাৰেন্সিয়েল চাৰ্কিট,ਵਿਭਿੰਨ ਸਰਕਟ
ডিফাৰেন্সিয়েল,ਅੰਤਰ
ডিফ্য়ুজ জংচন ট্ৰেঞ্জিষ্টৰ,ਫੈਲਿਆ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
বিক্ষিপ্ত ৰেজিষ্টৰ,ਫੈਲਣ ਵਾਲਾ ਰੋਧਕ
প্ৰসাৰণ,ਫੈਲਾ
প্ৰসাৰণ কেপাচিটৰ,ਫੈਲਾਅ ਕੈਪੇਸੀਟਰ
ডিজিটেল ফিল্টাৰ,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
মানংক,ਸਕੋਰ
ডিজিটেল বৰ্তনী,ਡਿਜ਼ੀਟਲ ਸਰਕਟ
ডিজিটেল যোগাযোগ,ਡਿਜ਼ੀਟਲ ਸੰਚਾਰ
ডিজিটেল তুলনাকাৰী,ਡਿਜ਼ੀਟਲ ਤੁਲਨਾਕਾਰ
ডিজিটেল কম্পিউটাৰ,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
ডিজিটেল বিলম্ব,ਡਿਜ਼ੀਟਲ ਦੇਰੀ
ডিজিটেল ডিজাইন মাইক্ৰ&#39;পাৱাৰ,ਡਿਜੀਟਲ ਡਿਜ਼ਾਈਨ ਮਾਈਕ੍ਰੋਪਾਵਰ
ডিজিটেল প্ৰদৰ্শন,ਡਿਜ਼ੀਟਲ ਡਿਸਪਲੇਅ
ডিজিটেল ফিল্টাৰ,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
ডিজিটেল ফিল্টাৰিং,ਡਿਜੀਟਲ ਫਿਲਟਰਿੰਗ
সংখ্যাগত যুক্তি,ਸੰਖਿਆਤਮਕ ਤਰਕ
সংখ্যাগত যুক্তি,ਸੰਖਿਆਤਮਕ ਤਰਕ
ডিজিটেল পলিমিটাৰ,ਡਿਜ਼ੀਟਲ ਪੌਲੀਮੀਟਰ
ডিজিটেল মাল্টিমিটাৰ,ਡਿਜੀਟਲ ਮਲਟੀਮੀਟਰ
ডিজিটেল পালছ,ਡਿਜ਼ੀਟਲ ਪਲਸ
ডিজিটেল সংকেত প্ৰক্ৰিয়াকৰণ,ਡਿਜੀਟਲ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ
ডিজিটেল টেলিভিছন,ਡਿਜੀਟਲ ਟੈਲੀਵਿਜ਼ਨ
ডিজিটেল এনালগ কনভাৰ্টাৰ,ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ
বীমা,ਬੀਮਾ
মাত্ৰিক সমীকৰণ,ਅਯਾਮੀ ਸਮੀਕਰਨ
ডাইঅ&#39;ড,ਡਾਇਓਡ
ডাইঅ&#39;ডৰ বৈশিষ্ট্য,ਡਾਇਡ ਗੁਣ
ডাইঅ&#39;ডৰ বৈশিষ্ট্যপূৰ্ণ বক্ৰ,ਡਾਇਓਡ ਵਿਸ਼ੇਸ਼ਤਾ ਵਕਰ
ডাইঅ&#39;ড ডিটেক্টৰ,ਡਾਇਡ ਡਿਟੈਕਟਰ
ডাইঅ&#39;ড বহুগুণক,ਡਾਇਡ ਗੁਣਕ
ডাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ লজিক/ডিটিএছ,ਡਾਇਡ ਟਰਾਂਜ਼ਿਸਟਰ ਤਰਕ/ਡੀਟੀਐਸ
জীয়েক,ਧੀ
নাতি চুইচ,nati ਸਵਿੱਚ
ডিপ্লয়ড,ਡਿਪਲੋਇਡ
ডাইপোল,dipole
ডাইপোল এন্টেনা,dipole antenna
dirac,dirac
প্ৰত্যক্ষ ঠিকনা,ਸਿੱਧਾ ਪਤਾ
প্ৰত্যক্ষ সংযোজন,ਸਿੱਧੀ ਜੋੜੀ
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
প্ৰত্যক্ষ লিখাৰ দেহ,ਸਿੱਧੀ ਲਿਖਤ ਦਾ ਸਰੀਰ
দিশগত গেমেট,ਦਿਸ਼ਾਤਮਕ ਗੇਮੇਟ
দিশগত লাভ,ਦਿਸ਼ਾਤਮਕ ਲਾਭ
দিশগততা,ਦਿਸ਼ਾ
দিশ এন্টেনা,ਦਿਸ਼ਾ ਐਂਟੀਨਾ
অক্ষম কৰা অনুসন্ধান,ਅਸਮਰੱਥ ਜਾਂਚ
ডিএসেম্বল,ਡੀਸੈਂਬਲ
বিসৰ্জন,ਇਮਰਸ਼ਨ
"ইমাৰ্চন লেম্প, ইমাৰ্চন লেম্প","ਇਮਰਸ਼ਨ ਲੈਂਪ, ਇਮਰਸ਼ਨ ਲੈਂਪ"
কণাযুক্ত পদাৰ্থ,ਖਾਸ ਪਦਾਰਥ
বিতৰণ কৰ,ਵਿਤਰਕ ਟੈਕਸ
অৱতল এন্টেনা,ਕੰਕੇਵ ਐਂਟੀਨਾ
ডিস্ক,ਡਿਸਕ
বিচ্যুতি ধ্ৰুৱক (ধ্ৰুৱক),ਵਿਸਥਾਪਨ ਸਥਿਰ (ਸਥਿਰ)
বিচ্যুতি কাৰেণ্ট,ਵਿਸਥਾਪਨ ਮੌਜੂਦਾ
বিচ্যুতিৰ ভুল,ਵਿਸਥਾਪਨ ਗਲਤੀ
প্ৰদৰ্শন,ਪ੍ਰਦਰਸ਼ਨੀ
পচি যোৱা,ਸੜਨ
বিকৃতি,ਵਿਗਾੜ
বিকৃতিৰ ক্ষতি,deformation ਨੁਕਸਾਨ
বিকৃতি বিদ্যুৎ প্ৰবাহৰ পৰিসৰ,ਡਿਸਟਰਸ਼ਨ ਮੌਜੂਦਾ ਰੇਂਜ
বিকৃতি ধাৰা rot,ਵਿਗਾੜ ਸਟਰੀਮ ਸੜਨ
বিকৃতি সংবেদনশীলতা,ਵਿਗਾੜ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
বিকৃতি লাভৰ মাৰ্জিন,ਵਿਗਾੜ ਲਾਭ ਮਾਰਜਿਨ
বিকৃতি ইনপুট ৰেজিষ্টেন্স,ਵਿਗਾੜ ਇੰਪੁੱਟ ਪ੍ਰਤੀਰੋਧ
বিকৃতি লুপ লাভ,ਵਿਗਾੜ ਲੂਪ ਲਾਭ
বিতৰণ কৰা এম্প্লিফায়াৰ,ਵੰਡਿਆ ਐਂਪਲੀਫਾਇਰ
বিতৰণ বহুগুণক,ਵੰਡ ਗੁਣਕ
ভেৰিয়েচন ৰিচিভাৰ,ਪਰਿਵਰਤਨ ਪ੍ਰਾਪਤਕਰਤਾ
শূন্য বিভাজন পৰীক্ষা,ਜ਼ੀਰੋ ਡਿਵੀਜ਼ਨ ਟੈਸਟ
ডি-স্তৰ,ਡੀ-ਲੇਅਰ
আয়নমণ্ডলৰ D-স্তৰ,ਆਇਨੋਸਫੀਅਰ ਦੀ ਡੀ-ਪਰਤ
ঘ-শৈবাল,d-ਕਾਈ
ডলবি শৰীৰ,ਡੌਲਬੀ ਸਰੀਰ
ফলপ্ৰসূ মেৰু,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੰਭੇ
ফলপ্ৰসূ মেৰু প্ৰতিৰোধ ক্ষমতা,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੰਭੇ ਪ੍ਰਤੀਰੋਧ
দাতাৰ আৱৰ্জনা,ਦਾਨੀ ਦੀ ਰਹਿੰਦ
দাতাৰ সামগ্ৰী,ਦਾਨੀ ਸਮੱਗਰੀ
dontcare ৰ অৱস্থা,ਦੇਖਭਾਲ ਨਾ ਕਰਨ ਦੀ ਸਥਿਤੀ
ব্যভিচাৰ কৰা,ਮਿਲਾਵਟ
ডপলাৰ ইফেক্ট,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
ডপলাৰ ৰাডাৰ,ਡੋਪਲਰ ਰਾਡਾਰ
ডোজিমিটাৰ,dosimeter
বিন্দু মেট্ৰিক্স,ਪੁਆਇੰਟ ਮੈਟਰਿਕਸ
বিন্দু সংকেত,ਬਿੰਦੂ ਸੰਕੇਤ
গৌণ বিষয়,ਸੈਕੰਡਰੀ ਮੁੱਦਾ
দ্বিস্তৰীয় কেপাচিটৰ,bilayer capacitor
বাইন&#39;ৰেল ক্লাইষ্ট্ৰন,binaural klystron
দ্বিপাক্ষিক বাৰ,ਦੁਵੱਲੀ ਪੱਟੀ
দ্বিপাক্ষিক পিচি ব’ৰ্ড,ਦੁਵੱਲੀ ਪੀਸੀ ਬੋਰਡ
ডাবল মাৰ্কিং,ਡਬਲ ਮਾਰਕਿੰਗ
ডাবল ট্ৰেঞ্জিষ্টৰ,ਡਬਲ ਟਰਾਂਜ਼ਿਸਟਰ
ডুৱেল টিউনড এম্প্লিফায়াৰ,ਦੋਹਰਾ ਟਿਊਨਡ ਐਂਪਲੀਫਾਇਰ
ডাবল লেয়াৰ ট্ৰেঞ্জিষ্টৰ এম্প্লিফায়াৰ,ਡਬਲ ਲੇਅਰ ਟਰਾਂਜ਼ਿਸਟਰ ਐਂਪਲੀਫਾਇਰ
doubles,ਡਬਲਜ਼
বাধাৰ সময়,ਰੁਕਾਵਟ ਦਾ ਸਮਾਂ
আউটপুট ইলেক্ট্ৰ&#39;ড,ਆਉਟਪੁੱਟ ਇਲੈਕਟ੍ਰੋਡ
ট্ৰেইলিং আউটপুট ইলেক্ট্ৰ&#39;ড,ਪਿਛਲਾ ਆਉਟਪੁੱਟ ਇਲੈਕਟ੍ਰੋਡ
ঘ ৰাম,d ram
ঘ ৰাম,d ram
ৰানঅফ কোষ,ਰਨਆਫ ਸੈੱਲ
ৰানঅফ ষ্ট্ৰিম,ਰਨਆਫ ਸਟ੍ਰੀਮ
ৰানঅফৰ বেগ,ਰਨਆਫ ਵੇਗ
ছিদ্ৰ কৰা টেপ,perforation ਟੇਪ
অপাৰেটৰ বাছ,ਆਪਰੇਟਰ ਬੱਸ
অপাৰেটিং পৰ্যায়,ਓਪਰੇਟਿੰਗ ਪੜਾਅ
অধৰ্ম,ਬਦੀ
শুকান কোষ,ਸੁੱਕੇ ਸੈੱਲ
শুকান এচিং,ਸੁੱਕੀ ਐਚਿੰਗ
শুকান ফিল্ম,ਸੁੱਕੀ ਫਿਲਮ
শুকান চুইচিং,ਸੁੱਕੀ ਸਵਿਚਿੰਗ
ড্ৰাইষ্টাছ আৰ্ট ডিচপ্লেচাৰ,ਡ੍ਰਾਈਸਟਾਸ ਆਰਟ ਡਿਸਪਲੇਸਰ
ডি.টি.ই.,dte
dtl (ডাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ লজিক),dtl (ਡਾਇਓਡ ਟਰਾਂਜ਼ਿਸਟਰ ਤਰਕ)
"ড্ৱাইগেট ভাগ্য, ড্ৱাইগেট এফ. ই.টি.","ਡਵਿਗੇਟ ਫੇਟ, ਡਵਿਗੇਟ ਐੱਫ. ਈ.ਟੀ."
ডুৱেল মেচিং,ਦੋਹਰਾ ਮਿਲਾਨ
দম্পতী সংক্ৰমণ,ਜੋੜੇ ਸੰਚਾਰ
ডাবল ৰিড সমন্বয়ক,ਡਬਲ ਰੀਡ ਕੋਆਰਡੀਨੇਟਰ
"ডুৱেল-ডিফাৰেন্স এনালগ, ডিজিটেল কনভাৰ্টাৰ","ਦੋਹਰਾ-ਅੰਤਰ ਐਨਾਲਾਗ, ਡਿਜੀਟਲ ਕਨਵਰਟਰ"
ডাইপোল পৰিৱৰ্তন,dipole ਤਬਦੀਲੀ
ডাবল ফ&#39;ল&#39; ভল্টেজ কন্ট্ৰ&#39;লাৰ,ਡਬਲ ਫਾਲੋ ਵੋਲਟੇਜ ਕੰਟਰੋਲਰ
দ্বৈততা,ਦਵੈਤ
ডাবল ৰোড,ਡਬਲ ਕਤਾਰ
নিৰৱ এন্টেনা,ਚੁੱਪ antenna
ডুপ্লেক্স ট্ৰেন্সমিছন,ਡੁਪਲੈਕਸ ਪ੍ਰਸਾਰਣ
উপযোগিতা অনুপাত,ਉਪਯੋਗਤਾ ਅਨੁਪਾਤ
ইউটিলিটি ৰেচিঅ&#39; মডুলেচন,ਉਪਯੋਗਤਾ ਅਨੁਪਾਤ ਮੋਡੂਲੇਸ਼ਨ
dB-25 সংযোগকাৰী,dB-25 ਕਨੈਕਟਰ
ৰেচিডেন্সি,ਰਿਹਾਇਸ਼
গতিশীল বৈশিষ্ট্য,ਗਤੀਸ਼ੀਲ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
গতিশীল বৈশিষ্ট্য,ਗਤੀਸ਼ੀਲ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
ডাইনামিক কাৰেণ্ট,ਗਤੀਸ਼ੀਲ ਮੌਜੂਦਾ
ডাইনামিক ইম্পিডেন্স,ਗਤੀਸ਼ੀਲ ਰੁਕਾਵਟ
"ডাইনামিক লোড লাইন, লোড লাইন","ਡਾਇਨਾਮਿਕ ਲੋਡ ਲਾਈਨ, ਲੋਡ ਲਾਈਨ"
গতিশীল স্মৃতিশক্তি,ਗਤੀਸ਼ੀਲ ਮੈਮੋਰੀ
ভেৰিয়েবল মেমৰি চেল,ਵੇਰੀਏਬਲ ਮੈਮੋਰੀ ਸੈੱਲ
ডাইনামিক মেমৰি ৰিফ্ৰেচাৰ,ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ ਰਿਫਰੈਸ਼ਰ
গতিশীল মাউছ ওলোটা,ਗਤੀਸ਼ੀਲ ਮਾਊਸ ਉਲਟ
গতিশীল ৰেম গতিশীল ৰেম,ਡਾਇਨਾਮਿਕ ਰੈਮ ਡਾਇਨਾਮਿਕ ਰੈਮ
ডাইনামিক ৰেঞ্জ,ਗਤੀਸ਼ੀਲ ਸੀਮਾ
গতিশীল ৰেজিষ্টেন্স,ਗਤੀਸ਼ੀਲ ਪ੍ਰਤੀਰੋਧ
গতিশীল বিচ্যুতি পঞ্জিকা,ਡਾਇਨਾਮਿਕ ਡਿਸਪਲੇਸਮੈਂਟ ਰਜਿਸਟਰ
গতিশীল পৰীক্ষা,ਗਤੀਸ਼ੀਲ ਟੈਸਟ
ডাইনামিক ভিডিঅ&#39; ৰেণ্ডম এক্সেছ মেমৰি (DVRAM),ਡਾਇਨਾਮਿਕ ਵੀਡੀਓ ਰੈਂਡਮ ਐਕਸੈਸ ਮੈਮੋਰੀ (DVRAM)
ডাইনামো,ਡਾਇਨਾਮੋ
ডাইনামোমিটাৰ,ਡਾਇਨਾਮੋਮੀਟਰ
ডাইনিট্ৰন দোলক,dinitron ਔਸਿਲੇਟਰ
"আগতীয়া প্ৰভাৱ, আগতীয়া প্ৰভাৱ","ਸ਼ੁਰੂਆਤੀ ਪ੍ਰਭਾਵ, ਸ਼ੁਰੂਆਤੀ ਪ੍ਰਭਾਵ"
ই এ ৰম,e ਇੱਕ ਰੋਮ
পৃথিৱী সংযোগ,ਧਰਤੀ ਕਨੈਕਟੀਵਿਟੀ
গ্ৰাউণ্ড ষ্টেচন,ਜ਼ਮੀਨੀ ਸਟੇਸ਼ਨ
এবাৰ্ছ-মৌল-সমীকৰণ,ਏਬਰਸ-ਮੌਲ-ਸਮੀਕਰਨ
এবাৰ্ছ-মৌল-মডেল,ਏਬਰਸ-ਮੌਲ-ਮਾਡਲ
প্ৰতিধ্বনি,echo
এন্টি ইকো,ਵਿਰੋਧੀ ਗੂੰਜ
এডি কাৰেণ্ট,ਐਡੀ ਮੌਜੂਦਾ
ষ্ট্ৰেণ্ড সংযোগকাৰী,ਸਟ੍ਰੈਂਡ ਕਨੈਕਟਰ
কোৰ ডিটেক্টৰ,ਕੋਰ ਡਿਟੈਕਟਰ
কোৰ ট্ৰিগাৰ ফ্লিপ ফ্লপ,ਕੋਰ ਟਰਿੱਗਰ ਫਲਿੱਪ ਫਲਾਪ
কোৰ ট্ৰিগাৰ লেচ,ਕੋਰ ਟਰਿੱਗਰ ਲੈਚ
&#39;এডিচন ইফেক্ট&#39;,ਐਡੀਸਨ ਪ੍ਰਭਾਵ
সম্পাদক,ਸੰਪਾਦਕ
ফলপ্ৰসূ এলেকা,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ
ফলপ্ৰসূ কাৰেণ্ট,ਪ੍ਰਭਾਵੀ ਮੌਜੂਦਾ
