English,Bengali
Soil solution,মাটির সমাধান
Soil structure,মাটির গঠন
Soil texture,মাটির গঠন
Soil type,মাটির ধরন
Solum,সোলুম
Sorption,সর্পশন
Spalls,স্পালস
Specific ion effect,নির্দিষ্ট আয়ন প্রভাব
Squared coursed rubble masonry,বর্গাকার কোর্সকৃত ধ্বংসস্তূপের গাঁথনি
Squared regular coursed rubble masonry,বর্গাকার নিয়মিত কোর্সকৃত ধ্বংসস্তুপ গাঁথনি
Steady flow,অটল প্রবাহ
Stepped flashing,ধাপে ধাপে ঝলকানি
Stickiness,আঠালোতা
Sticking point,স্টিকিং পয়েন্ট
Stone,পাথর
Slop hand moulding,স্লপ হাত ছাঁচনির্মাণ
Strap hinge,চাবুক কবজা
Straw board,খড় বোর্ড
Stream,প্রবাহ
Stress,মানসিক চাপ
Stretcher,স্ট্রেচার
Stretcher bond,স্ট্রেচার বন্ড
Stretcher course,স্ট্রেচার কোর্স
String,স্ট্রিং
String course,স্ট্রিং কোর্স
Structure factor,স্ট্রাকচার ফ্যাক্টর
Structure index,গঠন সূচক
Stucco,স্টুকো
Stud,স্টুড
Stylobate,স্টাইলোবেট
Sub soil,সাব মাটি
Sub structure,উপ-কাঠামো
Summation curve,সমষ্টি বক্ররেখা
Sun mica,সূর্য মাইকা
Super structure,সুপার স্ট্রাকচার
Surveyor,সার্ভেয়ার
S-value,এস-মান
Swag,চোরাই মাল
Swan neck,রাজহাঁসের ঘাড়
Tabernacle,তাবারন্যাকল
Table hand moulding,টেবিল হাত ছাঁচনির্মাণ
Tanking,ট্যাঙ্কিং
Tempietto,টেম্পিয়েত্তো
Tempering,টেম্পারিং
Template,টেমপ্লেট
Template,টেমপ্লেট
Tepidarium,টেপিডারিয়াম
Terracotta,পোড়ামাটির
Terra rosa,টেরা রোজা
Terrazzo,টেরাজো
Tetra style,টেট্রা শৈলী
Threshold limit value,থ্রেশহোল্ড সীমা মান
Throat,গলা
Through stone,পাথরের মাধ্যমে
Tidal basin,জোয়ার বেসিন
Tie bar,টাই বার
Tie beam,টাই মরীচি
Tie rod,টাই রড
Tirs,তিরস
Tolerance,সহনশীলতা
Toothing,দাঁত তোলা
Top soil or surface soil,উপরের মাটি বা পৃষ্ঠের মাটি
Total porosity,মোট ছিদ্র
Tracery,ট্রেসরি
Train resistance,ট্রেন প্রতিরোধ
Transept,ট্রান্সেপ্ট
Transitional soil,ক্রান্তিকালীন মাটি
Transom,ট্রান্সম
Transport soil,পরিবহন মাটি
Tributary,উপনদী
Triforium,ট্রাইফোরিয়াম
Triglyph,ট্রাইগ্লিফ
Truncated soil,কাটা মাটি
Turbulent flow,উত্তাল প্রবাহ
Turret,বুরুজ
Tympar num,টাইম্পার সংখ্যা
Ultimate bearing capacity,চূড়ান্ত ভারবহন ক্ষমতা
Ultimate ph,চূড়ান্ত পিএইচ
Uncoursed random rubble masonry,এলোমেলো ধ্বংসস্তূপের গাঁথনি
Uncoursed squared rubble masonry,আনকোর্সড বর্গাকার ধ্বংসস্তূপ রাজমিস্ত্রি
Undercroft,আন্ডারক্রফট
Unfilled porosity,অপূর্ণ ছিদ্র
Uniform flow,অভিন্ন প্রবাহ
Unit frame type scaffold,ইউনিট ফ্রেম টাইপ ভারা
Unproductive work,অনুৎপাদনশীল কাজ
Unsaturated soil,অসম্পৃক্ত মাটি
Unsteady flow,অস্থির প্রবাহ
Upper plastic limit,প্লাস্টিকের উপরের সীমা
Valley gutter,উপত্যকা গটার
Vault,ভল্ট
Vetarium,ভেটেরিয়াম
Ventilation,অবাধে বায়ু - চলাচলের ব্যবস্থা
Ventilator,ভেন্টিলেটর
Veramdah,ভেরামদাহ
Vestibule,ভেস্টিবুল
Villa,ভিলা
