Tamil,English
மெதுவான விலகல் வேறுபாடு,Creep
தவழும் ஜம்ப்,Creep jump
இருபடி முடுக்கம்,Crescelcration
"உச்சம், முகடு",Crest
உச்சம்,Crest factor
கொம்பு-உச்சி,Crest of wave
உச்ச வோல்ட்மீட்டர்,Crest voltmeter
இரட்டை நிலை உயர் அழுத்தம்,Cricondenbar
இரட்டை நிலை அதிகபட்ச வெப்பநிலை,Cricondentherm
கிளட்ச் தொடர்புகள்,Crimp contact
கிரினல்,Crinal
முடக்கப்பட்ட இறகு சோதனை,Crippled leapfrog test
நெருக்கடி,Crispation
"விளிம்பு, கூர்மைப்படுத்து",Crispening (=contour accentuation)
புரட்சிகரமான,Crit
"அளவுகோல், அளவுகோல்",Criterion
முக்கியமான கோணம்,Critical angle
முக்கியமான படுக்கை,Critical band
முக்கியமான பண்புகள்,Critical characteristic
முக்கிய குணகம்,Critical coefficient
முக்கியமான செறிவு,Critical concentration
முக்கியமான நிலை,Critical condition
முக்கியமான மாறிலி,Critical constant
முக்கியமான இணைப்பு,Critical coupling
முக்கியமான வளைவு,Critical curve
தீவிர மன அழுத்தம்,Critical damping
முக்கியமான தவறு,Critical defect
முக்கியமான உருமாற்ற ஆற்றல்,Critical deformation energy
முக்கியமான அடர்த்தி,Critical density
முக்கியமான காப்பீடு,Critical dimension
"முக்கியமான-திருப்பல் அளவு, முக்கியமான-திருப்பல் அளவு",Critical dispersion size
முக்கியமான ஆற்றல்,Critical energy
முக்கியமான சமன்பாடு,Critical equation (=pile equation)
"முக்கியமான சமநிலை, முக்கியமான சமநிலை",Critical equilibrium
முக்கியமான தப்பிக்கும் உயரம்,Critical escape altitude
விமர்சன பரிசோதனை,Critical experiment
முக்கியமான பகுதி,Critical field
முக்கியமான வடிவம்,Critical form
முக்கியமான செயல்பாடு,Critical function
முக்கியமான தூண்டல்,Critical induction
"முக்கியமான சமவெப்ப வளைவு, சிக்கலான சமவெப்பம்",Critical isotherm
முக்கியமான சமவெப்பம்,Critical isothermal
முக்கியமான சுமை,Critical load
முக்கியமான மாக் எண்,Critical Mach number
முக்கியமான நிறை,Critical mass
முக்கியமான அதிகபட்ச வெப்பநிலை,Critical maximum temperature
முக்கியமான பொறிமுறை,Critical mechanism
முக்கியமான குறைந்தபட்ச அளவீடு,Critical minimum temperature
முக்கியமான எண்,Critical number
முக்கியமான இயக்க புள்ளி,Critical operating point
முக்கியமான செயல்பாடு,Critical operation
மார்மாக்,Critical organ
முக்கியமான காலம்,Critical period
முக்கியமான புள்ளி,Critical point
செயல்பாட்டின் முக்கிய புள்ளி,Critical point of function
முக்கியமான திறன்,Critical potential
முக்கியமான அழுத்தம் விகிதம்,Critical pressure ratio
முக்கியமான அழுத்தம்,Critical presure
முக்கியமான தொகை,Critical quantity
"முக்கியமான ஆரம், முக்கியமான ஆரம்",Critical radius
முக்கியமான விகிதம்,Critical ratio
முக்கியமான நடவடிக்கை,Critical reaction
"முக்கியமான மண்டலம், நடுநிலை மண்டலம்",Critical region (=rejection region)
விமர்சன எதிர்ப்பு,Critical resistance
முக்கியமான பிரித்தல்,Critical separation
முக்கியமான உருவம்,Critical shape
"முக்கியமான அளவு, முக்கியமான அளவு",Critical size
முக்கியமான தீப்பொறி நீளம்,Critical spark length
முக்கியமான நகர்வு,Critical speed
முக்கியமான மன அழுத்தம்,Critical stress
முக்கியமான பக்கம்,Critical surface
"முக்கிய வெப்பநிலை, முக்கிய வெப்பநிலை",Critical temperature
முக்கியமான முறுக்கு,Critical torque
முக்கியமான மதிப்பு,Critical value
முக்கியமான வேகம்,Critical velocity
முக்கியமான மின்னழுத்தம்,Critical voltage
முக்கியமான மின்னழுத்த வளைவு,Critical voltage parabole (=cut-off-parabole)
முக்கியமான தொகுதி,Critical volume
விமர்சனம்,Criticality
விமர்சன ரீதியாக உற்சாகப்படுத்தப்பட்டது,Critically energized
மூச்சுத்திணறல் சத்தம்,Croaking
செமிடோன்,Crochet
மகர கிளிப்,Crocodile clop
வஞ்சகர்களின் இருண்ட சாம்ராஜ்யம்,Crookes dark space
க்ரூக்ஸ் கண்ணாடி,Crookes glass
பிறை பகுதி,Crookes layer
க்ரூக்ஸ் ரேடியோமீட்டர்,Crookes radiometer
க்ரூக்ஸ் குழாய்,Crookes tube
crux-vacuum,Crookes vacum
"குறுக்கு, கலப்பு, கலப்பு",Cross
குறுக்கு கை,Cross arm
"குறுக்கு இசைக்குழு, இடைத்தொடர்பு",Cross band
இடைத்தொடர்பு டிரான்ஸ்பாண்டர்,Cross band transponder
குறுக்கு பரிமாற்றம்,Cross banding
குறுக்கு பட்டை சுவிட்ச்,Cross bar switch
"குறுக்கு டெக்மேன், கிராஸ் டெக்மேன்",Cross bearing
பொருத்தமற்ற தன்மை குறுக்கீடு,Cross colour interference
குறுக்கு உறவுகள்,Cross connection
தலைகீழ் உறவு,Cross correlation
தலைகீழ் தொடர்பு செயல்பாடு,Cross correlation function
குறுக்கு தொடர்பு,Cross correlator
குறுக்கு இணைப்பு,Cross coupling
குறுக்கு இணைப்பு மின்தேக்கி,Cross coupling capacitor
குறுக்கு நார்,Cross fibre
பொருத்தமற்ற சமிக்ஞை,Cross fire (=cross talk)
வெவ்வேறு முறை,Cross fire method (X-ray)
குறுக்கு சுடப்பட்ட உலை,Cross fired furnance
குறுக்கு ஓட்டம் பகுதி,Cross flow field
குறுக்கு இடுகை,Cross foot
குறுக்கு கம்பி,Cross hair
குறுக்கே நிற்கும் சித்திரம்,Cross hatch pattern
குறுக்கு மேல்,Cross head
"குறுக்கு வலை, குறுக்கு வலை",Cross linked network
"மீளமுடியாத மாடுலேஷன், கிராஸ் மாடுலேஷன்",Cross modulation
குறுக்கு நடுநிலைப்படுத்தல்,Cross neutralisation
"மாற்றம் கண்ணி, பிரிப்பான் கண்ணி",Cross over network (=dividing network)
மாற்றம் புள்ளி,Cross over point
குறுக்குவெட்டு,Cross plot
உணர்ச்சியற்ற புள்ளி,Cross point (=stationary point)
குறுக்கு துருவமுனைப்பு,Cross polarisation
குறுக்கு துருவப்படுத்தப்பட்ட கூறுகள்,Cross polarised component
குறுக்கு-சக்தி ஸ்பெக்ட்ரம்,Cross power spectrum
குறுக்கு அழுத்தம் தொடர்பு,Cross pressure correlation
"vector-product, vector-product",Cross product
இடி மின்னல் விகிதம்,Cross ratio
"குறுக்கு வெட்டு, குறுக்கு வெட்டு",Cross section
பற்றாக்குறை,Cross slip
குறுக்கு நிறமாலை அடர்த்தி,Cross spectral density
பொருத்தமற்ற சமிக்ஞை,Cross talk
ஒழுங்கற்ற சமிக்ஞை அளவிடப்படுகிறது,Cross talk meter
"பல கால, கலப்பின கால",Cross term
குறுக்கு கம்பி,Cross wire
செங்குத்து சித்திரம் ஜெனரேட்டர்,Cross-batch pattern generator
"குறுக்கு இழை வளையம், குறுக்கு இழை வளையம்",Cross-hair ring
குறுக்கு விசாரணை,Cross-hearing
குறுக்கு டை,Cross-linkage
மாற்றம் மண்டலம்,Cross-over area
கலப்பு நிகழ்வு,Cross-phenomenon
குறுக்கு ஆண்டெனா,Crossed aerials (=crossed antennas)
குறுக்கு சுருள் ஆண்டெனா,Crossed coil aerial (=crossed loop aerial=crossed coil antenna)
குறுக்கு சுருள் சாதனம்,Crossed coil instrument
குறுக்கு சிலிண்டர்கள்,Crossed cylinder
கடக்கும் பகுதி,Crossed field
இடி மின்னல் பகுதி பெருக்கி,Crossed field multipliler
கடந்து ஃப்ளக்ஸ்,Crossed flux
குறைந்தது பிறழ்வு லென்ஸ்,Crossed lens
க்ராசிட் நிகோல்,Crossed nicols
குறுக்கு தயாரிப்பு,Crossed product
மாடிகளின் ஆக்கிரமிப்பு,Crossing of levels
மாறுதல் அதிர்வெண்,Crossover frequencies
பரிமாற்ற மதிப்பு,Crossover value
"ரம்பா, சப்பல், காந்தி, அதிபரக்",Crowbar
விருந்தையன்,Crowdion
"கிரீடம் ஒளியியல் கண்ணாடி, கிரீடம் ஒளியியல் கண்ணாடி",Crown optical glass
ஆற்றல் உற்பத்தி,Crreation of energy
குறுக்கு வடிவம்,Cruciform
விரும்பத்தகாத தயாரிப்பு,Crud
குளிர்விக்கும் கலவை,Cryogen
குறைந்த வெப்பநிலை மின்னணுவியல்,Cryogenic electronics
கிரையோஜெனிக் படம்,Cryogenic film
தாழ்வெப்பநிலை,Cryogenic gyroscope
குறைந்த வெப்பநிலை ஆய்வகம்,Cryogenic laboratory
தாழ்வெப்பநிலை அமைப்பு,Cryogenic system
தாழ்வெப்பநிலை,Cryogenics
குறைந்த வெப்பநிலை காந்த ஒழுங்கின்மை,Cryomagnetic anomalies
ஈரப்பதமானி,Cryometer
பனிப்பாறை,Cryophoric
"கிரையோபோர்ஸ், ஆவியாதல்",Cryophorus
கிரையோசர்,Cryosar
உறைபனி அளவு,Cryoscope
உறைதல் புள்ளி முறை,Cryoscopic method
கிரையோமெட்ரிக் மாறிலி,Cryoscopie constant
"கிரையோமெட்ரிக்ஸ், உறைபனி புள்ளி அளவீடு",Cryoscopy
கிரையோஜெனிக் குறைக்கடத்தி,Cryosistor
"cryotron, cryothermal சுவிட்ச்",Cryotron
குறைந்த வெப்பநிலை மின்னணுவியல்,Cryotronics
குறியாக்கவியல்,Crypt
தெளிவற்ற விதி,Cryptofragment
சைபர்,Cryptogram
"மறைநூல், மறைநூல்",Cryptography
படிக அச்சு,Crystailographic axis
படிகம்,Crystal
படிக மொத்த,Crystal aggretgate
செதுக்கப்பட்ட படிக,Crystal blank
படிக மாற்றி,Crystal cartridge
படிக சதுரம்,Crystal class
படிக கடிகாரம்,Crystal clock
படிக கட்டுப்பாடு,Crystal control
படிகப்படுத்தப்பட்ட கால்குலேட்டர்,Crystal counter
படிக வெட்டு,Crystal cut
படிக கண்டுபிடிப்பான்,Crystal detector
படிக மாறுபாடு,Crystal diffraction
படிக டையோடு,Crystal diode
படிக உந்துதல்,Crystal driven
"படிக கூறுகள், படிக கூறுகள்",Crystal elements
படிகக் கோளம்,Crystal field
படிக புல கோட்பாடு,Crystal field theory
படிக வடிகட்டி,Crystal filter
படிக உருவாக்கும் முறை,Crystal formation method
"கிரிஸ்டல் டோர் ரிசீவர், கிரிஸ்டல் ஃபில்டர் ரிசீவர்",Crystal gate receiver (=crystal filter receiver)
படிக கண்ணாடி,Crystal glass
"படிக வளர்ச்சி, படிக விதைப்பு",Crystal growing
படிக குறைபாடு,Crystal imperfection
படிக லேசர்,Crystal laser
படிக லட்டு,Crystal lattice
படிக லட்டு அளவுரு,Crystal lattice parameter
படிக ஒலிபெருக்கி,Crystal loudspeaker
படிக ஒலிவாங்கி,Crystal microphone
"படிக மாதிரி, படிக மாதிரி",Crystal model
படிக உந்தம்,Crystal momentum
"படிக மோனோக்ரோமேட்டர், கிரிஸ்டல் மோனோக்ரோமேட்டர்",Crystal monochromator
படிக ஒளியியல்,Crystal optics
படிக நோக்குநிலை,Crystal orientation
"அலகு லட்டு கோர், அலகு லட்டு கோர்",Crystal parameter
"கிரிஸ்டல் பிக் அப், கிரிஸ்டல் கலெக்டர்",Crystal pick up
படிகத் தளம்,Crystal plane
படிக இழுவை,Crystal pulling
படிக ரெசனேட்டர்,Crystal resonator
"கிரிஸ்டல் ஸ்பெக்ட்ரோமீட்டர், ப்ரெக் ஸ்பெக்ட்ரோமீட்டர்",Crystal sepectometer (=Bragg spectrometer)
படிக வானொலி,Crystal set
படிக வடிவம்,Crystal shape
படிக வானம்,Crystal space
படிக அமைப்பு,Crystal structure
படிக அமைப்பு பகுப்பாய்வு,Crystal structure analysis
படிக அமைப்பு பெருக்கி,Crystal structure factor
படிக சமச்சீர்,Crystal symmetry
படிக சமூகம்,Crystal system
படிக டெட்ரோட் கலவை,Crystal tetrode mixer
லட்டு பரிமாற்ற செயல்பாடு,Crystal translation operation (=lattice translation operation)
படிக வீடியோ ரெக்டிஃபையர்,Crystal video rectifier
படிக கறை,Crystal whiskers
படிக எல்லை,Crystal-boundaries
படிக-கட்டுப்படுத்தப்பட்ட முனை ஆஸிலேட்டர்,Crystal-controlled tube oscillator
"படிக, நார்ச்சத்து",Crystalline
படிக நிறை,Crystalline aggregate
படிக லென்ஸ்,Crystalline lens (of eye)
"படிக வைரஸ், படிக வைரஸ்",Crystalline virus
"படிகமாக்கல், படிகமாக்கல், படிகமாக்கல்",Crystallisation (=crystallization)
"படிக வரைபடம், படிக வரைபடம்",Crystallogram
"படிகவியல், படிக வரைபடம்",Crystallograph
படிக விஞ்ஞானி,Crystallographer
படிக-கட்டமைப்பு,Crystallographic
படிக கட்டமைப்பு பகுப்பாய்வு,Crystallographic analysis
கிரிஸ்டல் ஸ்ட்ரக்சுரல் ஹெட்டோரோட்ரோபிசம்,Crystallographic anisotropy
படிக திசை,Crystallographic direction
படிக கட்டமைப்பு குறியீடு,Crystallographic notation
படிக நோக்குநிலை,Crystallographic orientation
படிக பாம்பு,Crystallographic slip
படிக-கட்டமைப்பு இடம்,Crystallographic space
படிக சமச்சீர்,Crystallographic symmetry
படிக அமைப்பு,Crystallographical
படிக அச்சு,Crystallographical axis
"படிகவியல், படிக அறிவியல்",Crystallography
கிறிஸ்டோடின்,Crystodyne
டெனாகாந்தஸ் கோஸ்டெலடஸ்,Ctenacanthus costellatus*
"கன சதுரம், கன சதுரம்",Cube
"கனசதுரம், கனசதுரம், கனசதுரம், இருபடி, ட்ரைடெசோல், கனசதுரம்",Cubic
கன சென்டிமீட்டர்,Cubic centimeter
"க்யூபிக் எஃப், டிரைட்ராப்சாய்டு",Cubic F
"கனசதுரம், கனசட்டி",Cubic lattice
"டிரைட்ராப்சாய்டு பி, க்யூபிக்",Cubic P
கன அமைப்பு,Cubic structure
கனசதுர ஆண்டெனா,Cubica antenna
கன பிளவு,Cubical cleavage
"க்யூபிக் கிரிஸ்டல், டிரைட்ராப்சாய்டு கிரிஸ்டல்",Cubical crystal
தொகுதி விரிவாக்கம்,Cubical expanxion
சுற்றுப்பாதை,Cubicle
கன வடிவிலான,Cubiform
முனை சுற்று,Cue circuit
சுட்டி ஒளி,Cue lights
ஒட்டுமொத்த அதிர்வெண்,Cummulative frequency
ஒட்டுமொத்த,Cumulative
ஒட்டுமொத்த விளைவு,Cumulative effect
ஒட்டுமொத்த பிழை ஒட்டுமொத்த பிழை,Cumulative error
ஒட்டுமொத்த காரணி,Cumulative factor
ஒட்டுமொத்த முறிவு ஆதாயம்,Cumulative fission yield
ஒட்டுமொத்த அதிர்வெண் செயல்பாடு,Cumulative frequency function
ஒட்டுமொத்த அலைவரிசை வரைபடம் ஒட்டுமொத்த அலைவரிசை வரைபடம்,Cumulative frequency graph
ஒட்டுமொத்த செயல்பாடு,Cumulative function
ஒட்டுமொத்த கிரிட் ரெக்டிஃபையர்,Cumulative grid rerctifier
ஒட்டுமொத்த அயனியாக்கம்,Cumulative ionization
ஒட்டுமொத்த இயல்பான விநியோகம்,Cumulative normal distribution
ஒட்டுமொத்த நம்பகத்தன்மை,Cumulative reliabililty
ஒட்டுமொத்த நிலைத்தன்மை மாறிலி,Cumulative stability constant
"கப் காற்றழுத்தமானி, கப் காற்றழுத்தமானி",Cup barometer
மாற்று விகிதம்,Curent transfer ratio
கியூரி,Curie (unit)
க்யூரி மாறிலி,Curie constant
கியூரி விளைவு,Curie feect
கியூரியின் காந்த சமநிலை,Curie magnetic balance
கியூரி வரைபடம்,Curie plot
கியூரி வெப்பமாக்கல்,Curie temperature
கியூரி சிகிச்சை,Curie therapy
"கியூரி பாயிண்ட், கியூரி வெப்பநிலை, கியூரி டிமேக்னடைசேஷன்",Curie-point
கியூரி-வைஸ் விதி,Curie-Weiss law
கியூரி விதி,Curie's law
கியூரி படங்கள் (கதிர்வீச்சு படங்கள்),Curiegram (radiograph)
ஓடை,Current
ஸ்ட்ரீம் செயலில் உள்ளது,Current actuated
ஸ்ட்ரீம் துடிப்பு,Current antinode (=current loop)
தற்போதைய சுமந்து செல்லும் திறன்,Current carrying capacity
ஸ்ட்ரீம் கூறு,Current component
நீரோடை அடர்த்தி,Current density
பிரிவு செலவுகள்,Current drain
தற்போதைய மின்சாரம்,Current electricity
தற்போதைய மின்முனை,Current electrode
சிறுபான்மை நீரோடை,Current element
ஸ்ட்ரீம் ஊட்டம்,Current feed
ஸ்ட்ரீம் ரீசார்ஜ்,Current feedback
உட்பிரிவு உச்சரிப்பு,Current fluctuation
ஸ்ட்ரீம் செயல்பாடு,Current function
ஸ்ட்ரீம் குறுக்கீடு,Current interrupter
ஸ்ட்ரீம் கோட்பாடு,Current jet theory
தற்போதைய வரம்பு,Current limiter
ஸ்ட்ரீம் துடிப்பு,Current loop (=current antinode)
கால்வனோமீட்டர்,Current meter
ஸ்ட்ரீம் பண்பேற்றப்பட்டது,Current modulated
தற்போதைய பெருக்கி பெருக்கி,Current multiplilcation factor
ஸ்ட்ரீம் வடிகட்டி,Current node
தற்போதுள்ள மக்கள் தொகை கணக்கெடுப்பு,Current population survey
"தற்போதைய துடிப்பு, மீண்டும் நிகழாத மின்னோட்டம்",Current pulse
தற்போதைய மாற்ற குணகம்,Current reduction factor
தாரா ஊர்மிகா,Current ripple
ஸ்ட்ரீம் உணர்திறன்,Current sensitivity (of a crystal rectifier)
"ஸ்ட்ரீம் ஷீட், ஸ்ட்ரீம் போர்டு",Current sheet
மாறி கால,Current term
"தற்போதைய மின்மாற்றி, தற்போதைய மின்மாற்றி",Current transformer
ஸ்ட்ரீம் திசையன்,Current vector
ஸ்ட்ரீம் வேகம்,Current velocity
சுட்டி,Cursor
விநியோகம்,Curtailment
skirting ஆண்டெனா,Curtain aerial array (=curtain array)
லத்வக்ஷ சக்ரா,Curtate cycloid
வளைவு,Curvature
வளைவு திருத்தம்,Curvature correction
வளைவு விளைவு,Curvature effect
"புல வளைவு, பட வளைவு",Curvature of field
மேற்பரப்பு வளைவு,Curvature of surface
வளைவு திசையன்,Curvature vector
"வளைவு, வளைவு",Curve
மிதக்கும் வளைவு,Curve of buoyance
சமவெப்ப சாத்தியமான வளைவு,Curve of equivelocity potential
வளர்ச்சி வளைவு,Curve of growth
வைத்திருக்கும் வளைவு,Curve of retantion
வளைந்த,Curved
வளைவு பட்டை,Curved beam
வளைந்த படிக நிறமாலை,Curved crystal spectrometer
வளைந்த பக்கம்,Curved surface
வளைந்த வழிகாட்டி அமைப்பு,Curvilinear co-ordinate system
வளைவு ஆயத்தொகுப்புகள்,Curvilinear coordinates
வளைவு பொதுமைப்படுத்தப்பட்ட ஆயத்தொலைவுகள்,Curvilinear generalized coordinates
வளைவு இயக்கம்,Curvilinear motion
வளைவு விமானம்,Curviliner flight
வளைவு மின்மறுப்பு,Curvillinear impedance
அதிர்வு அடக்கி சாக்கெட்,Cushioned socket
கேஸ்ப் இயந்திரம்,Cusp-machine
வெட்டுதல்,Cut (=cutting)
வேறுபட்ட பெருக்க குணகம்,Cut off amplification fector
இறுதி மண்டலம்,Cut off field
இறுதி அதிர்வெண்,Cut off frequency
இறுதி மடிப்பு,Cut off limiting
முக்கியமான மின்னழுத்த வளைவு,Cut off parabole (=critical voltage parabole)
இறுதி புள்ளி,Cut off point
முனைய புள்ளி வேகம்,Cut off velocity
முனைய மின்னழுத்தம்,Cut off voltage
சமச்சீரற்ற பரவளைய பிரதிபலிப்பான்,Cut paraboloid reflector
"துளைப்பான், முடிவு, துளைத்தல்",Cut-off
இறுதி அலை பாதை,Cutt off wave guide
"நிகழ்த்துபவர், நிகழ்த்துபவர்",Cutter
சைபர்நெடிக்ஸ்,Cybernetics
ஸ்டீரியோஸ்கோபிக் தொடர் குழு,Cybotatic group
ஸ்டீரியோஸ்கோபிக் மூலக்கூறு அமைப்பு,Cybotaxis
"சுழற்சி, சுழற்சி, சுழற்சி, இரண்டரை சுழற்சிகள், சுழற்சி சுழற்சி",Cycle
சுழற்சி எண் அளவுகோல்கள்,Cycle criterion
சுழற்சி எண் குறியீடு,Cycle index
காந்தமாக்கல் வட்டம்,Cycle of magnetisation
எதிர்வினை சுழற்சி,Cycle of reaction
வினாடிக்கு சுழற்சிகள்,Cycle per second
சுழற்சி விகிதம் கால்குலேட்டர்,Cycle rate counter
சுழற்சி எண் மீட்டமைப்பு,Cycle reset
சுழற்சி காலம்,Cycle timer
"சுழற்சி, சுழற்சி",Cyclic
சுழற்சி புரோமோனியம் அயனி,Cyclic bromoniumion
வட்ட குறியீடு,Cyclic code
சுழற்சி மாறிலி,Cyclic constant
சுழற்சி ஆயத்தொலைவுகள்,Cyclic coordinates
சுழற்சி வெளிப்பாடு,Cyclic expression
சுழற்சி முறுக்கு,Cyclic irrotational motion
சுழற்சி நேரியல் மாற்றம்,Cyclic linear transformation
சுழற்சி பொறிமுறை,Cyclic mechanism
சுழற்சி இயக்கம்,Cyclic motion
சுழற்சி ஊடுருவல்,Cyclic permeability
சுழற்சி நிகழ்வு,Cyclic phenomenon
சுழற்சி செயல்முறை,Cyclic process
சுழற்சி ஸ்கேனிங்,Cyclic scan
சுழற்சி வரிசை,Cyclic sequence
சுழற்சி சமச்சீர்,Cyclic symmetry
"சுழற்சி லட்டு, சுழற்சி பின்னல்",Cyclilc lattice
சுழல்,Cycling
சக்கர கட்டுப்படுத்தி,Cycling controller
சுழற்சி,Cyclisation
சைக்ளோகிராம்,Cyclogram
சைக்ளோகிராஃப்,Cyclograph
சுழற்சி ஊசல்,Cycloidal pendulum
சுழற்சி அளவி,Cyclometer
சைக்ளோஃபோன்,Cyclophon
சுழலும் காற்று,Cyclostrophic wind
சைக்ளோட்ரான்,Cyclotron
சைக்ளோட்ரான் அதிர்வெண்,Cyclotron frequency
சைக்ளோட்ரான் கதிர்வீச்சு,Cyclotron radiation
"உருளை, உருளை, உருளை, உருளை",Cylilndrical
உருளை பிரதிபலிப்பான்,Cylilndrical reflector
உருளை சூப்பர் கண்டக்டர்,Cylilndrical super conductor
உருளை ஏரோஃபோயில்,Cylindrical aerofoil
"சிலிண்டர் ஆய, உருளை ஆய",Cylindrical coordinates
ரெட்டிகுலேட்டட் உருளை கேத்தோடு,Cylindrical gauze cathode
சிலிண்டர் ஹார்மோனிக்,Cylindrical harmonics
சிலிண்டர் லென்ஸ்,Cylindrical lens
சிலிண்டர் பக்கம்,Cylindrical surface
உருளை உலகம்,Cylindrical world
சிலிண்டர்-சமச்சீர் பிரச்சனை,Cylindrically symmetrical problem
"உருளை, உருளை",Cyllinder
உருளும் அலை,Cyllindrical wave
சங்குகள்,Cymbals
நேரடி இணைக்கப்பட்ட டிரான்சிஸ்டர் லாஜிக்கல் சர்க்யூட்,D C T L (Direct Coupled Transistor Logic)
"டி கேபிள், ஆர்க் கேபிள்",D cable
டி மாறிலி,D constant
எதிர் மின்னணு,D electron
அயனோஸ்பியரின் D அடுக்கு,D-layer of ionosphere
டி பகுதி,D-region
D மதிப்பு,D-value
DASD (நேரடி அணுகல் சேமிப்பு சாதனம்),D.A.S.D. (direct access storage device)
ஈ. தா. (திசையில்),D.c.
"D.C. ஒலி எதிர்ப்பு, D.C. ஓட்ட எதிர்ப்பு",D.c. acoustic resistence (=d.c. flow resistance)
DC. சமநிலை,D.c. balance
DC (சரியான) செறிவு,D.c. centring
DC (தற்போதைய) கூறு,D.c. component (=zero frerquency component)
டி.சி வெளியேறு,D.c. dump
DC (நேரடி மின்னோட்டம்) குறுக்கீடு,D.c. interruption
DC தட்டு வலிமை,D.c. plate power
டி.சி. விபவ்,D.c. potential
DC மறுசீரமைப்பு,D.c. restoration
D.C. மீட்டமைப்பாளர்,D.c. restorer
DC மின்னழுத்தம்,D.c. voltage
டார்சன்வால் கால்வனோமீட்டர்,D' Arsonval galvanometer
ஒலி மாற்றி,Dac
சிதைவு,Dacay
தினசரி உதிர்தல்,Daily aberration (=diurnel aberration)
தாமதமான தொடர்பு பரிமாற்றம்,Dalayed mechanical transmission
deliomyceza philipsai,Daleomyces phillipsii*
டெலிட்ஸ் ஜோடி,Dalitz pair
zelitz வரைபடம்,Dalitz plot
டால்டனின் சட்டம்,Dalton's law
டால்டன் வெப்பநிலை,Dalton's temperature scale
சேத ஆபத்து அளவுகோல்,Damage-risk criterion
சிதறடிக்கும் மன அழுத்தம்,Damaging stress
தணிக்கும் படை ஜோடி,Damaping torque
Damcoiler எண்,Damkohler number
டிகோய்லர் விகிதம்,Damkohler's ratio
ஈரமான மூடுபனி,Damp haze
damped எளிய ஹார்மோனிக் அலைவு,Damped harmonic oscillation
ஈரப்படுத்தப்பட்ட ரெசனேட்டர்,Damped resonator
தணிந்த அதிர்வு,Damped vibration
ஈரமான அலை,Damped wave
ஈரப்படுத்தப்பட்ட ஊசல் அமைப்பு,Damped-pendulum systgem
தணிப்பு டையோடு,Damper diode
தணிக்கும் திறன்,Damping capacity
damping மாறிலி,Damping constant
தணிப்பு கட்டுப்பாடு,Damping control
ஈரமாக்குதல்,Damping decrement
தணிப்பு குணகம்,Damping dfactor
தணிக்கும் சக்தி,Damping forces
தணிப்பு வளையம்,Damping loop
தணிக்கும் காந்தம்,Damping magnet
தணிப்பு விகிதம்,Damping ratio
தணிப்பு வளையம்,Damping ring
மனச்சோர்வு நேரம்,Damping time
தணிப்பு குணகம்,Dampint coefficient
ஆட்சேபனை குணகம்,Danger coefficient
டேனியல் செல்,Daniell cell
டேனியல் ஹைக்ரோமீட்டர்,Daniell hygrometer
மறுப்பு ஹைக்ரோமீட்டர்,Daniell pyrometer
டேனிஷ் அறுகோண துலாம்,Danish steelyard
டெராஃப்,Daraf
டார்சி,Darcy
டார்சி விதி,Darcy law
டார்சி எண்,Darcy number
டார்சி-வெயிஸ்பேக் குணகம்,Darcy Weisbach coefficient
டார்சி வைஸ்பேக் குணகம்,Darcy-Weisbach coeficient number
டார்சி வைஸ்பேக் சமன்பாடு,Darcy-Weisbach equation
இருண்ட மூழ்குதல்,Dard discharge
இருள்,Dark
தனிப்பயனாக்கப்பட்டது,Dark adapted
தழுவல்,Dark adaption
குருட்டு அறை,Dark chamber
இருண்ட கடத்தல்,Dark conduction
இருண்ட மின்னோட்டம்,Dark current
பிரகாசமான நட்சத்திரம்,Dark eclipsing star (=dark star)
குருட்டுப் பகுதி,Dark field
இருண்ட புலம் வெளிச்சம்,Dark field illumination
இருண்ட புல நுண்ணோக்கி,Dark field microscope
மூடுபனி நெபுலா,Dark nebula
இருண்ட நெபுலா,Dark resistance
இருட்டடிப்பு எதிர்ப்பு,Dark space
இருண்ட பகுதி,Dark star (=dark eclipsing star)
பிரகாசமான மின்னோட்டம்,Dark-current pulse
ஒளிரும் மாறி,Dark-eclipsing variables
இருண்ட கோடு நிறமாலை,Dark-line spectrum
ஆழமான சாம்பல்,Darker grays
தொடர்ச்சியான முன்னேற்றம்,Dart leader
டார்வின் வளைவு,Darwin curve
மக்கள்தொகை,Dasymetric
"தத்தா, உபட்டா, தரவு, நம்பிக்கை",Data
தத் அர்ஜன்,Data acquisition
நம்பிக்கை அட்டை,Data address
இலை ஒளியை நம்புங்கள்,Data address light
நம்பிக்கை கிடைக்கும்,Data availability
தரவு மாற்றி,Data converter
அரை வட்டத்தை நம்புங்கள்,Data half cycle
"தரவு மேலாண்மை, துணை மேலாண்மை",Data handing
தரவு கையாளும் திறன்,Data handing capacity
தரவு வரி,Data line
தட் இணைப்பு,Data link
தத் முயற்சி,Data origination
நம்பிக்கை பாதை,Data path
நம்பிக்கை கட்டம்,Data phase
தரவு புள்ளி,Data point
"நன்கொடை வளங்கள், துணை வளங்கள், நம்பிக்கை வளங்கள்",Data processing
தரவு செயலி,Data processor
தத் திருத்தம்,Data purification
நம்பிக்கை விகிதம்,Data rate
தரவு சரிசெய்தல்,Data reduction
தரவுத்தாள்,Data sheet
தத் மூச்சுத்திணறல்,Data smoothing
தரவு நிலைப்படுத்தல்,Data stabilization
தரவு மாற்றம்,Data transcription
