Punjabi,English
ਅੱਗੇ ਦੀ ਦਿਸ਼ਾ ਵਿਚ ਪੱਖਪਾਤ,Biased in the forward direction
ਦੋ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ,Bi-directional microphone
ਬਿਲ ਬੋਰਡ,Billboard
ਬਿਲਬੋਰਡ ਐਪਲੀਕੇਸ਼ਨ,Billboard application
ਦੋ-ਧਾਤੂ ਤੱਤ,Bi-metallic element
ਬਾਈਨਰੀ,Binary
ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ,Binary coded decimal
ਬਾਈਨਰੀ ਅੰਕ (ਬਿੱਟ),Binary digit (bit)
ਬਾਈਨਰੀ ਨੰਬਰ,Binary number
ਹਾਇਨਲ ਸੁਣਵਾਈ,Binaural hearing
ਦੂਰਬੀਨ,Binocular
ਬਾਇਓਮੈਟ੍ਰਿਕ,Biometric
ਬਾਈਪੋਲਰ ਟ੍ਰਾਂਜ਼ਿਸਟਰ,Bipolar transistor
ਬਿੱਟ ਅਲਾਟਮੈਂਟ,Bit allocation
ਬਿੱਟ ਰੇਟ,Bit rate
ਕਾਲੀ ਅਤੇ ਚਿੱਟਾ ਟੀਵੀ,Black & white TV
ਖਾਲੀ,Blank
ਅੰਤਰਾਲ,Blanking interval
ਖਾਲੀ ਪੱਧਰ,Blanking level
ਖੂਨ ਦੇ ਵਿਰੋਧ,Bleeder resistance
ਝੁਲਸਿਆ ਕੈਮਰਾ,Blimped camera
ਅੰਨ੍ਹਾ,Blinding glare
ਝਪਕਣਾ,Blink
ਝਪਕਣਾ,Blinking
ਬਲਾਕ ਕੋਡ,Block code
ਬਲਾਕ ਚਿੱਤਰ,Block diagram
ਬਲਾਕ ਇੰਟਰਲੇਵ,Block interleave
ਰੋਕਣਾ ਕੈਪਸਲੇਟਰ,Blocking capacitor
Cl ਕਲੇਟਰ ਨੂੰ ਰੋਕਣਾ,Blocking oscillator
ਖਿੜ,Bloom
ਵਾਂ ਦੀਵਾ,Blow lamp
ਪਾਈਪ ਉਡਾ,Blow pipe
ਉਡਾਉਣ ਵਾਲੇ,Blower
ਬਲਿ Bluetooth ਟੁੱਥ,Bluetooth
ਬਾਡੀ ਕੈਪੀਟਲ,Body capacitance
ਬੁੱਕਮਾਰਕ,Bookmark
ਬੁਲੀਅਨ ਐਲਜਬਰਾ,Boolean algebra
ਬੂਮ,Boom
ਹੁਲਾਰਾ,Boost
ਬੂਸਟਰ,Booster
ਬੂਸਟਰ ਰੋਸ਼ਨੀ,Booster light
ਹੁਲਾਰਾ,Boosting
ਬੂਟਿੰਗ,Booting
ਬੂਟਸਟਰੈਪ,Bootstrap
ਤਲ ਰੋਸ਼ਨੀ,Bottom light
ਜੰਚਕ ਰੋਸ਼ਨੀ,Bounce light
ਟੁੱਟ ਜਾਣਾ,Break down
ਵੋਲਟੇਜ ਨੂੰ ਤੋੜੋ,Break down voltage
ਬ੍ਰਿਜ ਐਲੀਮੈਂਟ,Bridge element
ਬ੍ਰਿਜ ਰੈਕਟਫਾਇਰ,Bridge rectifier
ਬ੍ਰੀਡਡ 'ਟੀ' ਐਟਣਾਟਰ,Bridged ‘T’ attenuator
ਬਰਧਾਰਿਤ ਬਣਤਰ,Bridged structure
ਬ੍ਰਿਜਿੰਗ,Bridging
ਬ੍ਰਿਜਿੰਗ ਐਂਪਲੀਫਾਇਰ,Bridging amplifier
ਬ੍ਰਿਜਿੰਗ ਦਾ ਨੁਕਸਾਨ,Bridging loss
ਚਮਕ,Brightness
ਚਮਕ ਨਿਯੰਤਰਣ,Brightness control
ਭੁਰਭੁਰਾ,Brittle
ਭੁਰਭੁਰਾ ਪਦਾਰਥ,Brittle substance
ਬ੍ਰਾਡਬੈਂਡ,Broadband
ਬਰਾਡਬੈਂਡ ਐਂਪਲੀਫਾਇਰ,Broadband amplifier
ਬ੍ਰਾਡਬੈਂਡ ਆਈਐਸਡੀਐਨ,Broadband ISDN
ਬ੍ਰਾਡਬੈਂਡ ਸਿਸਟਮ,Broadband system
ਪ੍ਰਸਾਰਣ ਅਤੇ ਸੰਚਾਰ ਟੈਕਨੋਲੋਜੀ,Broadcast and communication technology
ਪ੍ਰਸਾਰਣ ਕਵਰੇਜ,Broadcast coverage
ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,Broadcast receiver
ਪ੍ਰਸਾਰਣ ਸੇਵਾ ਯੋਜਨਾਬੰਦੀ,Broadcast service planning
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,Broadcast transmitter
ਪ੍ਰਸਾਰਕ,Broadcaster
ਪ੍ਰਸਾਰਣ,Broadcasting
ਪ੍ਰਸਾਰਣ ਸਟੇਸ਼ਨ,Broadcasting station
ਟੁੱਟਿਆ,Broken
ਬਰਾ ser ਜ਼ਰ,Browser
ਬ੍ਰਾ ing ਜ਼ਿੰਗ,Browsing
ਬੁਲਬੁਲਾ,Bubble
ਬਫਰ,Buffer
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,Buffer amplifier
ਬਫਰ ਟਿ .ਬ,Buffer tube
ਬੱਗ,Bug
ਅੰਦਰੂਨੀ ਤੌਰ ਤੇ ਐਂਟੀਨਾ,Built-in antenna
ਬਰਨਰ,Burner
ਜਲਣ,Burning
ਬਰਸਟ ਗਲਤੀ,Burst error
ਬਰਸਟ ਇਨਸਰਟ ਪਲਸ,Burst insertion pulse
ਬਰਸਟ ਪੜਾਅ,Burst phase
ਬੱਸ,Bus
ਕਾਰੋਬਾਰੀ ਬੁੱਧੀ,Business intelligence
ਬੁਜ਼ਰ,Buzzer
ਪਾਸ ਦੁਆਰਾ,By pass
ਪਾਸ ਕਰਕੇ,By passing
ਬਾਈਪਾਸ ਕੰਡੈਂਸਰ,Bypass condenser
ਸੀ,C
ਸੀ + ਪ੍ਰੋਗਰਾਮਿੰਗ ਭਾਸ਼ਾ,C+programming language
ਕੈਬਨਿਟ,Cabinet
ਕੇਬਲ,Cable
ਕੇਬਲ ਮਿਸ਼ਰਿਤ,Cable compound
ਕੇਬਲ ਬਰਾਬਰੀ,Cable equalization
ਕੇਬਲ ਦਾ ਨੁਕਸਾਨ,Cable loss
ਕੈਸ਼,Cache
ਕੈਚਿੰਗ,Caching
ਕੈਡਮੀਅਮ ਸੈੱਲ,Cadmium cell
ਹਿਸਾਬ ਮਸ਼ੀਨ,Calculating machine
ਗਣਨਾ,Calculation
ਕੈਲਕੁਲੇਟਰ,Calculator
ਕੈਲੀਬਰੇਟ,Calibrate
ਕੈਲੀਪਰਸ,Calipers
ਕੈਲੋਰੀਮੀਟਰ,Calorimeter
ਕੈਮਕੋਰਡਰ,Camcorder
ਕੈਮਰਾ,Camera
ਕੈਮਰਾ ਅਨੁਕੂਲਤਾ,Camera alignment
ਕੈਮਰਾ ਅਪਰਚਰ,Camera aperture
ਕੈਮਰਾ ਕਵਰੇਜ,Camera coverage
ਕੈਮਰਾ ਲਾਈਨ-ਅਪ,Camera line-up
ਕੈਮਰਾ ਟਿ .ਬ,Camera tube
ਕੈਨੋਪੀ,Canopy
ਸਮਰੱਥਾ,Capability
ਕੈਪਸ-ਐਕਸ਼ਨਸ,Capacitance
ਸਮਰੱਥਾਪੂਰਣ ਭਾਰ,Capacitive load
ਕੈਪੇਸ਼ੀਆ,Capacitive reactance
ਕੈਪਸੀਟਰ,Capacitor
ਕੈਪਸੀਟਰ ਇਨਪੁਟ ਫਿਲਟਰ,Capacitor input filter
ਸਮਰੱਥਾ,Capacity
ਕੈਪਸੂਲ,Capsule
ਸੁਰਖੀ,Caption
ਕੈਪਚਰ ਪ੍ਰਭਾਵ,Capture effect
ਕਾਰਡ,Card
ਕਾਰਡੀਓਡ,Cardioid
ਕਾਰਡੀਓਡ ਮਾਈਕ੍ਰੋਫੋਨ,Cardioid microphone
ਕੈਰੀਅਰ,Carrier
ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ,Carrier frequency
ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ ਸ਼ਿਫਟ,Carrier frequency shift
ਕੈਰੀਅਰ ਪਾਵਰ,Carrier power
ਕੈਰੀਅਰ ਦੀ ਭਾਵਨਾ ਦਾ ਸੰਕੇਤ,Carrier sense signal
ਕੈਰੀਅਰ ਸੰਵੇਦਨਸ਼ੀਲਤਾ,Carrier sensitivity
ਕੈਰੀਅਰ ਵਿਛੋੜਾ,Carrier separation
ਕੈਰੀਅਰ ਸ਼ਿਫਟ,Carrier shift
ਕੈਰੀਅਰ ਸਪੇਸਿੰਗ,Carrier spacing
ਕੈਰੀਅਰ ਦਮਨ,Carrier suppression
ਕੈਰੀਅਰ ਲਹਿਰ,Carrier wave
ਕਾਰਤੂਸ,Cartridge
Carving,Carving
ਕੈਸਕੇਡ,Cascade
ਕੈਸਕੇਡ ਸਰਕਟ,Cascaded circuit
ਕੈਸੇਟ,Cassette
ਕੱਚਾ ਲੋਹਾ,Cast iron
ਕਾਸਟਿੰਗ,Casting
ਕੈਟਾਲਾਗ,Catalogue
ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲ,Catastrophic interference
ਕੈਥੋਡ,Cathode
ਕੈਥੋਡ ਫਾਲੋਅਰ,Cathode follower
ਕੈਥੋਡ ਰੋਧਕ,Cathode resistor
ਮੋਬਾਇਲ ਫੋਨ,Cellphone
ਸੈਲੂਲਰ,Cellular
ਕੇਂਦਰੀ ਨਿਯੰਤਰਣ,Central control
ਕੇਂਦਰੀ ਬਾਰੰਬਾਰਤਾ,Central frequency
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ,Central processing unit
ਕੇਂਦਰੀਕਰਨ ਡਾਟਾਬੇਸ,Centralised database
ਕੇਂਦਰੀਕਰਨ,Centralised system
ਵਸਰਾਵਿਕ,Ceramic
ਚੈਂਬਰ,Chamber
ਬਦਲੋ ਬਦਲੋ,Changeover switch
ਚੈਨਲ,Channel
ਚੈਨਲ ਏਨਕੋਡਰ,Channel encoder
ਚੈਨਲ ਵਿਛੋੜਾ,Channel separation
ਚੈਨਲ ਸਪੇਸਿੰਗ,Channel spacing
ਚੈਨਲ ਸਵਿਚਿੰਗ,Channel switching
ਗੁਣ ਭਰਮਾਉਣ,Characteristic impedance
ਗੁਣ,Characteristics
ਚਾਰਜ ਕੈਰੀਅਰ,Charge carrier
ਚਾਰਜ ਘਣਤਾ,Charge density
ਚਾਰਜ ਕੀਤਾ,Charged
ਚਾਰਜਰ,Charger
ਚਾਰਜਿੰਗ ਵੋਲਟੇਜ,Charging voltage
ਚਾਰਟ,Chart
ਚਸੀਸ,Chasis
ਗੱਲਬਾਤ,Chat
ਚਿੱਪ,Chip
ਕੋਇਲ ਨੂੰ ਘਟਾਓ,Choke coil
ਇੰਪੁੱਟ ਨੂੰ ਦਬਾਉ,Choke input
ਹੈਲੀਕਾਪਟਰ ਐਂਪਲੀਫਾਇਰ,Chopper amplifier
ਕ੍ਰੋਮਾ,Chroma
ਕ੍ਰੋਮਾ ਸੈਂਪਲਿੰਗ structure ਾਂਚਾ,Chroma sampling structure
ਕ੍ਰੋਮਿਨੈਂਸ,Chrominance
ਸਿਨੇਮੇਟੋਗ੍ਰਾਫੀ,Cinematography
ਸਰਕਟ,Circuit
ਸਰਕਟ ਬੋਰਡ,Circuit board
ਸਰਕਟ ਬਰੇਕਰ,Circuit breaker
ਸਰਕਟ ਤੱਤ,Circuit element
ਸਰਕਟ ਸਵਿੱਚਿੰਗ,Circuit switching
ਸਰਕਟਰੀ,Circuitry
ਸਰਕੂਲਰ ਗਤੀ,Circular motion
ਸਰਕੂਲਰ ਧਰੁਵੀਕਰਨ,Circular polarization
ਸਰਕੂਲਰ ਸੈਟੇਲਾਈਟ bit ਰਬਿਟ,Circular satellite orbit
ਸਰਕੂਲਰ ਵੇਗ,Circular velocity
ਸਰਕੂਲਰ ilar ਲਟਾਈਜ਼ਡ ਐਂਟੀਨਾ,Circularly polarised antenna
ਸਰਕੂਲਰਲੀ ਧਰੁਵੀ ਟ੍ਰਾਂਸਮਿਸ਼ਨ,Circularly polarised transmission
ਸਰਕੂਲੇਟਰ,Circulator
ਕਲੇਡਿੰਗ,Cladding
ਕਲੈਪ,Clamp
ਕਲੈਪਿੰਗ ਸਰਕਟ,Clamping circuit
ਕਲਾਸ ਇੱਕ ਓਪਰੇਸ਼ਨ,Class A operation
ਕਲਾਸ ਸੀਯੂਯੂਡ ਐਂਪਲੀਫਾਇਰ,Class C tuned amplifier
ਨਿਕਾਸ ਦੀ ਕਲਾਸ,Class of emission
ਕਲਾਸੀਕਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,Classical physics
ਵਰਗੀਕਰਣ,Classification
ਸਫਾਈ ਏਜੰਟ,Cleaning agent
ਸਾਫ,Clear
ਸਾਫ ਚੈਨਲ,Clear channel
ਕਲਿਕ ਕਰੋ,Click
ਗਾਹਕ,Client
ਕਲਾਇੰਟ ਰਿਲੇਸ਼ਨਸ਼ਿਪ (ਸਰਵਰ ਸੰਬੰਧ),Client relationship  (server relationship)
ਕਲਿਫ ਪ੍ਰਭਾਵ,Cliff effect
ਕਲਿੱਪ ਬੋਰਡ,Clip board
ਕਲਿੱਪਿੰਗ,Clipping
ਘੜੀ ਨਬਜ਼,Clock pulse
ਕਲਿੱਪ ਫਲਿੱਪ,Clocked flip flop
ਘੁਰਕੀਡ ਮਾਈਕ,Clockfaced mike
ਘੜੀ-ਬਾਰੰਬਾਰਤਾ,Clock-frequency
ਘੜੀ ਦੇ ਦੁਆਲੇ,Clockwise
ਬੰਦ ਸਰਕਟ,Closed circuit
ਬੰਦ ਲੂਪ,Closed loop
ਕਲੱਸਟਰ,Cluster
ਕਲੱਸਟਰਿੰਗ,Clustering
ਗੜਬੜ,Clutter
ਗੜਬੜ ਦਾ ਨੁਕਸਾਨ,Clutter loss
ਕੋਟਿੰਗ,Coating
ਕੋਐਕਸਿਅਲ ਕੇਬਲ,Coaxial cable
Coaxial ਲਾਈਨ,Coaxial line
ਕੋਜੀਸੀਅਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ,Coaxial transmission line
ਸਹਿ-ਚੈਨਲ,Co-channel
ਸਹਿ ਚੈਨਲ ਦਖਲ,Co-channel interference
ਕੋਚਲਿਆ,Cochlea
ਕੋਡ,Code
ਕੋਡ ਨੰਬਰ,Code number
ਕੋਡ ਦੀ ਦਰ,Code rate
ਕੋਡ ਸ਼ਬਦ,Code word
ਕੋਡਕ (ਕੋਡਿੰਗ ਡੀਕੋਡਿੰਗ),Codec (coding decoding)
ਕੋਡਡ ਆਡੀਓ,Coded audio
ਕੋਡਰ,Coder
ਕੋਡਿੰਗ,Coding
ਕੋਡਿੰਗ ਡੀਕੋਡਿੰਗ ਤਕਨੀਕ,Coding decoding technique
ਕੋਡਿੰਗ ਗਲਤੀ,Coding error
ਕੋਡਿੰਗ ਰੇਟ,Coding rate
ਕੋਡਿੰਗ ਤਕਨੀਕ,Coding technique
ਕੁਸ਼ਲ,Coefficient
ਿਵਕਾਰ,Coercivity
ਇਕਸਾਰ ਸੰਜੋਗ,Coherent modulation
ਤਾਰ,Coil
ਸਹਿਕਾਰਤਾ,Collaboration
Collapse ਹਿਣ,Collapse
ਕੁਲੈਕਟਰ,Collector
ਕੁਲੈਕਟਰ ਮੌਜੂਦਾ,Collector current
ਅਧਾਰਿਤ ਚਾਲ ਨੂੰ ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,Collector to base conductance
ਕੁਲੈਕਟਰ-ਬੇਸ ਜੰਕਸ਼ਨ,Collector-base junction
ਰੰਗ,Colour
ਰੰਗ ਵਿਸ਼ਲੇਸ਼ਕ,Colour analyzer
ਰੰਗ ਸੰਤੁਲਨ,Colour balance
ਰੰਗ ਬਰਸਟ,Colour burst
ਰੰਗ ਚਾਰਟ,Colour chart
ਰੰਗ ਸੰਜਮ,Colour combination
ਰੰਗ ਸਥਿਰ,Colour constant
ਰੰਗ ਨਿਯੰਤਰਣ (ਕ੍ਰੋਮ ਨਿਯੰਤਰਣ),Colour control      (chrome control)
ਰੰਗ ਡੂੰਘਾਈ,Colour depth
ਰੰਗ ਥਕਾਵਟ,Colour fatigue
ਰੰਗ ਫਿਲਟਰ,Colour filter
ਰੰਗ ਕਿੱਲਰ ਸਰਕਟ,Colour killer circuit
ਰੰਗ ਰਿਸ਼ਤੇਦਾਰ,Colour kinescope
ਰੰਗ ਮਿਕਸਰ,Colour mixer
ਰੰਗ ਪੈਟਰਨ,Colour pattern
ਰੰਗ ਧਾਰਨਾ,Colour perception
ਰੰਗ ਤਸਵੀਰ ਸਕਰੀਨ,Colour picture screen
ਰੰਗ ਸਪੇਸ,Colour space
ਰੰਗ ਉਪ-ਸਮੂਹ,Colour subcarrier
ਰੰਗ ਦਾ ਤਾਪਮਾਨ,Colour temperature
ਰੰਗ ਸੰਚਾਰ,Colour transmission
ਰੰਗ ਟਿ .ਬ,Colour tube
ਰੰਗਤ,Colouration
ਰੰਗਹੀਣ,Colourless
ਸੁਮੇਲ,Combination
ਕੰਫਾਈਨਰ,Combiner
ਸੰਚਾਲਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,Combining process
ਜਲਣ,Combustion
ਕਮਾਂਡ,Command
ਸ਼ੁਰੂ,Commencement
ਵਪਾਰਕ ਪ੍ਰਸਾਰਣ,Commercial broadcasting
ਵਪਾਰਕ ਟੈਲੀਵਿਜ਼ਨ,Commercial television
ਆਮ ਕੁਲੈਕਟਰ ਸਰਕਟ,Common collector circuit
ਸੰਚਾਰ,Communication
ਸੰਚਾਰ ਸੈਟੇਲਾਈਟ,Communication satellite
ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਕੇਂਦਰ,Community radio centre
ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਸਟੇਸ਼ਨ,Community radio station
ਕੌਮਪੈਕਟ ਡਿਸਕ (ਸੀਡੀ),Compact disc (CD)
ਕੌਮਪੈਕਟ ਡਿਸਕ ਪਲੇਅਰ,Compact disc player
ਰਚਨਾ,Compander
ਰਚਨਾ,Companding
ਅਨੁਕੂਲਤਾ,Compatibility
ਅਨੁਕੂਲ,Compatible
ਕੰਪਾਈਲਰ,Compiler
ਪੂਰਕ,Complementary
ਪੂਰਕ ਟ੍ਰਾਂਸਟੋਰ,Complementary transistor
ਗੁੰਝਲਦਾਰ ਵੇਵ,Complex wave
ਭਾਗ,Component
ਕੰਪੋਜ਼ਿਟ,Composite
ਮਿਸ਼ਰਿਤ ਸਰਕਟ,Composite circuit
ਮਿਸ਼ਰਿਤ ਡਿਜੀਟਲ,Composite digital
ਕੰਪੋਜ਼ਿਟ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,Composite radio frequency signal
ਕੰਪੋਜ਼ਿਟ ਸਿਗਨਲ,Composite signal
ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ,Composite video
ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ ਸਿਗਨਲ,Composite video signal
ਰਚਨਾ,Composition
ਸੰਕੁਚਿਤ ਡੇਟਾ,Compressed data
ਸੰਕੁਚਿਤ ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ,Compressed digitized video
ਸੰਕੁਚਿਤ ਵੀਡੀਓ,Compressed video
ਸੰਕੁਚਨ,Compression
ਕੰਪਰੈੱਸ ਆਰਟੀਫੈਕਟ,Compression artifact
ਕੰਪਰੈੱਸ ਖ਼ਤਰੇ,Compression hazard
ਸੰਕੁਚਨ ਤਕਨੀਕ,Compression technique
ਕੰਪ੍ਰੈਸਰ,Compressor
ਗਣਨਾ,Compute
ਕੰਪਿ computer ਟਰ,Computer
ਕੰਪਿ computer ਟਰ ਅਧਾਰਤ ਮਲਟੀਮੀਡੀਆ,Computer based multimedia
ਕੰਪਿ computer ਟਰ ਪ੍ਰੋਗਰਾਮਿੰਗ,Computer programming
ਕੰਪਿ computer ਟਰ ਤਕਨਾਲੋਜੀ,Computer technology
ਕਨਸੈਵ ਲੈਂਜ਼,Concave lens
ਮਾਹੌਲ,Concave mirror
ਛੁਪਾਓ,Concealment
ਕੇਂਦਰਿਤ,Concentrated
ਧਿਆਨ ਟਿਕਾਉਣਾ,Concentration
ਦਿਮਾਗੀ ਲੈਂਜ਼,Concentric lens
ਕੰਡੈਂਸਰ ਮਾਈਕ੍ਰੋਫੋਨ,Condenser microphone
ਸੰਤੁਲਨ ਦੀ ਸਥਿਤੀ,Condition of equilibrium
ਸੰਚਾਲਨ,Conduction
ਚਾਲਾਂ ਦਾ ਮੌਜੂਦਾ,Conduction current
ਚਾਲਕਤਾ,Conductivity
ਕੰਡਕਟਰ,Conductor
ਕੌਨਫਿਗਰੇਸ਼ਨ,Configuration
ਕੁਨੈਕਸ਼ਨ,Connection
ਕਨੈਕਟੀਵਿਟੀ,Connectivity
ਕੁਨੈਕਟਰ,Connector
ਇਕਸਾਰਤਾ,Consistency
ਨਿਰੰਤਰ,Consistently
ਕੰਸੋਲ,Console
ਨਿਰੰਤਰ,Constant
ਨਿਰੰਤਰ ਐਪਲੀਟਿ .ਡ,Constant  amplitude
ਮਾਈਕ੍ਰੋਫੋਨ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,Contact microphone
ਕੰਟੇਨਰ ਫਾਰਮੈਟ,Container format
ਗੰਦਗੀ,Contamination
ਸਮੱਗਰੀ,Content
ਸੰਖੇਪ,Contiguous
ਨਿਰੰਤਰਤਾ,Continuity
ਨਿਰੰਤਰਤਾ ਬੂਥ,Continuity booth
ਨਿਰੰਤਰਤਾ ਨੋਬ,Continuity knob
ਨਿਰੰਤਰ,Continuous
ਨਿਰੰਤਰ ਚਾਪ,Continuous arc
ਨਿਰੰਤਰ ਵੇਵ,Continuous wave
ਕੋਠੇ ਦੀ ਲਾਈਨ,Contour line
ਕੁੱਲ ਯੋਜਨਾ,Contour plan
ਇਕਰਾਰਨਾਮਾ,Contract
ਸੁੰਗੜਨ,Contraction
ਇਸ ਦੇ ਉਲਟ ਅਨੁਪਾਤ,Contrast ratio
ਕੰਟਰੋਲ ਸਰਕਟ,Control circuit
ਇਲੈਕਟ੍ਰੋਡ ਕੰਟਰੋਲ ਕਰੋ,Control electrode
ਕੰਟਰੋਲ ਉਪਕਰਣ,Control equipment
ਕੰਟਰੋਲ ਗਰਿੱਡ,Control grid
ਕੰਟਰੋਲ ਲਾਈਨ,Control line
ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ,Control panel
ਕੰਟਰੋਲ ਰੂਮ,Control room
ਕੰਟਰੋਲ ਟੇਬਲ,Control table
ਕੰਟਰੋਲ ਟਾਵਰ,Control tower
ਕੰਟਰੋਲਰ,Controller
ਪਰਿਵਰਤਨ,Convergence
ਕੰਵਰਜੈਂਟ ਲੈਂਜ਼,Convergent lens
ਕਨਵਰਟਰ,Convertor
ਕਨਵੈਕਸ ਲੈਂਜ਼,Convex lens
ਕਨਵੋਲਕ,Convolution
ਕਨਵੀਸ਼ਨ ਕੋਡਡ,Convolution coded
ਪੱਕਾ ਇੰਟਰਲੇਵ,Convolutional interleave
ਪੱਕਾ ਇੰਟਰਲੇਵਿੰਗ,Convolutional interleaving
ਕੂਕੀ,Cookie
ਕੂਕੀਅਰ,Cookier
ਕੋਪ੍ਰੋਸੈਸਰ,Coprocessor
ਰੱਸੀ,Cord
ਕੋਰੋਨਾ,Corona
ਕੋਰੋਨਾ ਡਿਸਚਾਰਜ,Corona discharge
ਇਕ ਦੂਸਰੇ ਨਾਲ ਸੰਬੰਧ,Correlation
ਕੋਸਾਈਨ ਭਾਗ,Cosine component
ਕੋਸਾਈਨ ਵੇਵ,Cosine wave
ਬ੍ਰਹਿਮੰਡੀ ਸ਼ੋਰ,Cosmic noise
ਕਾ counter ਂਟਰ,Counter
ਕਾਉਂਟਰ ਕਲਾਕਵਾਈਸ,Counter clockwise
ਕਪਲਰ,Coupler
ਜੋੜੀ,Coupling
ਕਪਲਿੰਗ ਕੰਡੇਲੈਨਜ਼ਰ,Coupling condenser
ਜੋੜਣ ਵਾਲਾ ਨੈਟਵਰਕ,Coupling network
ਜੋੜਣ ਦਾ ਵਿਰੋਧ,Coupling resistance
ਸਹਿਕਾਰਤਾ,Covalent bond
ਕਵਰੇਜ,Coverage
ਕਰੈਸ਼,Crash
ਆਲੋਚਨਾਤਮਕ ਬੈਂਡ,Critical band
ਗੰਭੀਰ ਸਥਿਤੀ,Critical condition
ਨਾਜ਼ੁਕ,Critical coupling
ਨਾਜ਼ੁਕ ਬਾਰੰਬਾਰਤਾ,Critical frequency
ਆਲੋਚਨਾਤਮਕ ਪੈਰਾਮੀਟਰ,Critical parameter
ਮਗਰਮੱਛ ਕਲਿੱਪ,Crocodile clip
ਕਰਾਸ ਫੇਡਿੰਗ,Cross fading
ਕਰਾਸ ਮੈਨੂਲੇਸ਼ਨ,Cross modulation
ਕਰਾਸ ਟਾਕ,Cross talk
ਕਰਾਸਫੈਡ,Crossfade
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ,Cryptography
ਕ੍ਰਿਸਟਲ,Crystal
ਕ੍ਰਿਸਟਲ ਫਿਲਟਰ,Crystal filter
Cue,Cue
ਕਿ ue ਦੇ ਨਿਸ਼ਾਨ,Cue marks
ਕਯੂਅਰ ਡਿਵਾਈਸ,Cueing device
ਮੌਜੂਦਾ ਡਰੇਨ,Current drain
ਮੌਜੂਦਾ ਮੀਟਰ,Current meter
ਮੌਜੂਦਾ ਟਰਾਂਸਫਾਰਮਰ,Current transformer
ਕਰਸਰ,Cursor
ਕਰਵ,Curve
ਬਾਰੰਬਾਰਤਾ ਨੂੰ ਕੱਟੋ,Cut off frequency
ਕਟਰ,Cutter
ਸਾਈਬਰ ਕੈਫੇ,Cyber cafe
ਸਾਈਬਰ ਸੁਰੱਖਿਆ,Cyber security
ਸਾਈਬਰ ਸਪੇਸ,Cyber space
ਚੱਕਰ,Cycle
ਚੱਕਰਵਾਤ,Cyclic
D.C. ਭਾਗ,D.c. component
D.C. ਪਲੇਟ ਪਾਵਰ,D.c. plate power
D.C. ਬਹਾਲੀ,D.c. restoration
ਡੈਂਪਰ ਡਾਈਵਰ,Damper diode
ਗਿੱਲੇ,Damping
ਹਨੇਰ,Dark
ਡਾਟਾ,Data
ਡਾਟਾ ਪ੍ਰਸਾਰਣ,Data broadcasting
ਡਾਟਾ ਸੰਕੁਚਨ,Data compression
ਡਾਟਾ ਡ੍ਰਿਲਿੰਗ,Data drilling
ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ,Data encryption
ਡਾਟਾ ਫਾਈਲ,Data file
ਡਾਟਾ ਹੈਂਡਲਿੰਗ,Data handling
ਡਾਟਾ ਮਾਈਨਿੰਗ,Data mining
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,Data processing
ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ,Data processor
ਡਾਟਾ ਘਟੀਆ ਸਿਸਟਮ,Data reduced bit system
ਡਾਟਾ ਸੇਵਾ,Data service
ਡਾਟਾ ਸ਼ੀਟ,Data sheet
ਡਾਟਾ ਸਟੋਰੇਜ,Data storage
ਡਾਟਾ ਸਟ੍ਰੀਮ,Data stream
ਡਾਟਾ ਤਬਦੀਲੀ,Data transformation
ਡਾਟਾ ਸੰਚਾਰ,Data transmission
ਡਾਟਾਬੇਸ,Database
ਡੈਟਾਕਾਸਟਿੰਗ,Datacasting
ਡਾਟਾਗ੍ਰਾਮ,Datagram
ਡੀ ਬੀ ਮੀਟਰ,DB meter
ਮਰੇ ਹਵਾ,Dead air
