Odiya,Bengali
ଜ୍ୟୋତିଷ-ମାନଚିତ୍ର,astro-মানচিত্র
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଅର୍ଥ ସୂର୍ଯ୍ୟ |,জ্যোতির্বিজ্ঞানের গড় সূর্য
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ନିରୀକ୍ଷଣ |,জ্যোতির্বিদ্যা পর্যবেক্ষণ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଫଟୋଗ୍ରାଫି |,জ্যোতির্বিজ্ঞান ফটোগ্রাফি
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ପ୍ରତିଫଳନ |,জ্যোতির্বিজ্ঞানের প্রতিসরণ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ କେନ୍ଦ୍ର |,জ্যোতির্বিদ্যা কেন্দ্র
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଟେଲିସ୍କୋପ |,জ্যোতির্বিদ্যা টেলিস্কোপ
ସ୍ୱର୍ଗୀୟ ଜୁଆର |,স্বর্গীয় জোয়ার
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ସମୟ |,জ্যোতির্বিদ্যার সময়
ସ୍ୱର୍ଗୀୟ ମହିମା |,স্বর্গীয় মহিমা
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଏକକ |,জ্যোতির্বিদ্যা ইউনিট
ସ୍ୱର୍ଗୀୟ ଭର୍ଟେକ୍ସ |,স্বর্গীয় শীর্ষবিন্দু
ସ୍ୱର୍ଗୀୟ ଜୁଆର ଶକ୍ତି |,স্বর্গীয় জোয়ার বল
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,জ্যোতির্বিদ্যা
ଅଣସଂରକ୍ଷିତ,অনিশ্চিত
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ |,জ্যোতির্পদার্থবিদ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,জ্যোতির্পদার্থবিদ্যা
ଅସୀମିତ ବିଘ୍ନ |,অপ্রতিসম বিচ্যুতি
"ଅବଶିଷ୍ଟ ଲାଟେରାଲ୍ ବ୍ୟାଣ୍ଡ, ଭେଷ୍ଟିଗିଆଲ୍ ଲାଟେରାଲ୍ ବ୍ୟାଣ୍ଡ |","অবশিষ্ট পার্শ্বীয় ব্যান্ড, ভেস্টিজিয়াল পার্শ্বীয় ব্যান্ড"
ଅସୀମିତ ପରମାଣୁ |,অপ্রতিসম পরমাণু
ଅସୀମିତ ବଣ୍ଟନ |,অসমমিত বন্টন
ଅସୀମିତ ଭାର |,অপ্রতিসম লোড
ଅସୀମିତ ମଡ୍ୟୁଲେସନ୍ |,অপ্রতিসম মড্যুলেশন
ଅସୀମିତ ପରୀକ୍ଷା |,অপ্রতিসম পরীক্ষা
ଅସ୍ମିତିକ ଶୀର୍ଷ ମଲିକ୍ୟୁଲ |,অসমমিত শীর্ষ অণু
ଅସୀମିତ ପ୍ରଭାବ,অপ্রতিসম প্রভাব
ଅସୀମିତ ଶକ୍ତି |,অপ্রতিসম শক্তি
ଅସୀମିତ ସମ୍ଭାବନା |,অপ্রতিসম সম্ভাবনা
ଅସୀମିତ ମୂଲ୍ୟ,অপ্রতিসম মান
ଜ୍ୟୋତିଷ,অ্যাসিম্পোটিক
ବୃଦ୍ଧି,উত্তেজক
ଉପର ବିସ୍ତାର,ঊর্ধ্বগামী বিস্তার
ଅପଷ୍ଟ୍ରିମ୍ ଫର୍ଣ୍ଣେସ୍ ନୀତି |,আপস্ট্রিম চুল্লি নীতি
ଅସ୍ମିତିକ ଉପାୟ |,অ্যাসিম্পোটিক পদ্ধতি
ଅସନ୍ତୁଳିତ |,অ্যাসিঙ্ক্রোনাস
ଅସନ୍ତୁଳିତ କମ୍ପ୍ୟୁଟର |,অ্যাসিঙ্ক্রোনাস কম্পিউটার
ଅସନ୍ତୁଳିତ ରୂପାନ୍ତରକାରୀ |,অ্যাসিঙ্ক্রোনাস কনভার্টার
ଅସନ୍ତୁଳିତ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ |,অ্যাসিঙ্ক্রোনাস মাল্টিপ্লেক্সিং
ଅସନ୍ତୁଳିତ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ |,অ্যাসিঙ্ক্রোনাস মাল্টিপ্লেক্সিং
ଅସନ୍ତୁଳିତ ନିଷ୍ପାଦନ |,অ্যাসিঙ্ক্রোনাস মৃত্যুদন্ড
ଉତ୍ତାପ ଅଭାବ |,তাপ অপর্যাপ্ততা
ପରମାଣୁ ବ୍ୟାସ,পারমাণবিক ব্যাস
"ପରିବେଶ, ବାତାବରଣ, ପରିବେଶ |","বায়ুমণ্ডল, বায়ুমণ্ডল"
ବାୟୁ ରଙ୍ଗ,বায়ু বিবর্ণতা
ବାୟୁମଣ୍ଡଳ ମାନକ,বায়ুমণ্ডল মান
ବାୟୁମଣ୍ଡଳ,বায়ুমণ্ডলীয়
ବାୟୁମଣ୍ଡଳୀୟ ଅବଶୋଷଣ |,বায়ুমণ্ডলীয় শোষণ
"ବାୟୁମଣ୍ଡଳୀୟ ଜମା, ବାୟୁମଣ୍ଡଳୀୟ ଜମା |","বায়ুমণ্ডলীয় সঞ্চয়, বায়ুমণ্ডলীয় সঞ্চয়"
ବାୟୁମଣ୍ଡଳ ବ୍ରେକ,বায়ুমণ্ডলীয় ব্রেক
ବାୟୁମଣ୍ଡଳ ପ୍ରବାହ,বায়ুমণ্ডলীয় প্রচলন
ବାୟୁମଣ୍ଡଳୀୟ ଘନତା |,বায়ুমণ্ডলীয় ঘনত্ব
"ବାୟୁମଣ୍ଡଳୀୟ ଗଭୀରତା, ବାୟୁମଣ୍ଡଳର ଗମ୍ଭୀରତା |","বায়ুমণ্ডলীয় গভীরতা, বায়ুমণ্ডলীয় তীব্রতা"
ବାୟୁମଣ୍ଡଳୀୟ ପାତ୍ର |,বায়ুমণ্ডলীয় জাহাজ
ବାୟୁମଣ୍ଡଳୀୟ ଧୂଳି,বায়ুমণ্ডলীয় ধুলো
"ପବନ ଶକ୍ତି, ବାୟୁମଣ୍ଡଳୀୟ ବିଦ୍ୟୁତ୍ |","বায়ু শক্তি, বায়ুমণ্ডলীয় বিদ্যুৎ"
ବାୟୁମଣ୍ଡଳୀୟ ସନ୍ତୁଳନ |,বায়ুমণ্ডলীয় ভারসাম্য
ବାୟୁମଣ୍ଡଳୀୟ କାରକ |,বায়ুমণ্ডলীয় ফ্যাক্টর
ବାୟୁମଣ୍ଡଳୀୟ ଆର୍ଦ୍ରତା |,বায়ুমণ্ডলীয় আর্দ্রতা
ବାୟୁମଣ୍ଡଳୀୟ ଅସ୍ଥିରତା |,বায়ুমণ্ডলীয় অস্থিরতা
ବାୟୁମଣ୍ଡଳୀୟ ବିଶୃଙ୍ଖଳା |,বায়ুমণ্ডলীয় গোলযোগ
ବାୟୁମଣ୍ଡଳୀୟ ଉତ୍ତାପ,বায়ুমণ্ডলীয় উষ্ণতা
ବାୟୁମଣ୍ଡଳ ଯାନ୍ତ୍ରିକ,বায়ুমণ্ডলীয় বলবিদ্যা
ବାୟୁମଣ୍ଡଳୀୟ ମଡେଲ୍ |,বায়ুমণ্ডলীয় মডেল
ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |,বায়ুমণ্ডলীয় শব্দ
ବାୟୁମଣ୍ଡଳୀୟ ଅପ୍ଟିକ୍ସ |,বায়ুমণ্ডলীয় অপটিক্স
ବାୟୁମଣ୍ଡଳୀୟ ଦୋହରିବା |,বায়ুমণ্ডলীয় দোলন
ବାୟୁମଣ୍ଡଳୀୟ ଓଜୋନ |,বায়ুমণ্ডলীয় ওজোন
ବାୟୁମଣ୍ଡଳ ପଦାର୍ଥ ବିଜ୍ଞାନ |,বায়ুমণ্ডলীয় পদার্থবিদ্যা
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,বায়ুমণ্ডলীয় চাপ
ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ ତରଙ୍ଗ |,বায়ুমণ্ডলীয় রেডিও তরঙ্গ
ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରତିଫଳନ |,বায়ুমণ্ডলীয় প্রতিসরণ
ବାୟୁମଣ୍ଡଳ ସ୍ଥିରତା |,বায়ুমণ্ডলীয় স্থিতিশীলতা
ବାୟୁମଣ୍ଡଳୀୟ ଜୁଆର |,বায়ুমণ্ডলীয় জোয়ার
ବାୟୁମଣ୍ଡଳୀୟ ବିଶୃଙ୍ଖଳା |,বায়ুমণ্ডলীয় গোলযোগ
ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |,ইলেক্ট্রোফোরেসিস
ପରମାଣୁ,পারমাণবিক
ପରମାଣୁ ମୂଳ,পারমাণবিক কোর
ପରମାଣୁ-ଇଲେକ୍ଟ୍ରନ୍ ଅନୁପାତ |,পরমাণু-ইলেকট্রন অনুপাত
ଆଣବିକ ପୋଲାରାଇଜେସନ୍ |,পারমাণবিক মেরুকরণ
ପରମାଣୁ,পারমাণবিক
ପରମାଣୁ ଶୋଷଣ ଗୁଣବତ୍ତା |,পারমাণবিক শোষণ সহগ
ପରମାଣୁ କୋଣାର୍କ ଗତି |,পারমাণবিক কৌণিক ভরবেগ
ପରମାଣୁ ଆରେ,পারমাণবিক অ্যারে
ପରମାଣୁ ବିମ୍ |,পরমাণু রশ্মি
ପରମାଣୁ ବୋମା,পারমানবিক বোমা
ପରମାଣୁ ବନ୍ଧ ଶକ୍ତି |,পারমাণবিক বন্ধন শক্তি
ପରମାଣୁ କେସନ୍,পারমাণবিক ক্যাটেশন
ପରମାଣୁ ଘଣ୍ଟା,পারমাণবিক ঘড়ি
ପରମାଣୁ ଧକ୍କା |,পারমাণবিক সংঘর্ষ
ପରମାଣୁ ସଂରଚନା,পারমাণবিক কনফিগারেশন
ପରମାଣୁ ସ୍ଥିର |,পারমাণবিক ধ্রুবক
ପରମାଣୁ ସଂଯୋଜନା |,পারমাণবিক স্থানাঙ্ক
ପରମାଣୁ ମୂଳ,পারমাণবিক কোর
ପରମାଣୁ ବକ୍ର,পারমাণবিক বক্ররেখা
ପରମାଣୁ ବିଚ୍ଛିନ୍ନତା |,পারমাণবিক বিভাজন
ପରମାଣୁ ଡୋମେନ୍,পারমাণবিক ডোমেইন
ଆଣବିକ ଶକ୍ତି,পারমাণবিক শক্তি
ପରମାଣୁ ଶକ୍ତି ସ୍ତର,পারমাণবিক শক্তি স্তর
ପରମାଣୁ ଉତ୍ତେଜନା କାର୍ଯ୍ୟ,পারমাণবিক উত্তেজনা ফাংশন
ପରମାଣୁ କ୍ଷେତ୍ର,পারমাণবিক ক্ষেত্র
ପରମାଣୁ ଫ୍ଲୋରୋସେନ୍ସ |,পারমাণবিক ফ্লুরোসেন্স
ପରମାଣୁ ଗଠନ କାରକ |,পারমাণবিক গঠন ফ্যাক্টর
ପରମାଣୁ ଆବୃତ୍ତି,পারমাণবিক ফ্রিকোয়েন্সি
ପରମାଣୁ ଉତ୍ତାପ,পারমাণবিক তাপ
ପରମାଣୁ ସମ୍ଭାବ୍ୟ ଉତ୍ତାପ |,পারমাণবিক সম্ভাব্য তাপ
ପରମାଣୁ ହାଇଡ୍ରୋଜେନ |,পারমাণবিক হাইড্রোজেন
ପରମାଣୁ ହାଇଡ୍ରୋଜେନ୍ ମାସର |,পারমাণবিক হাইড্রোজেন মেসার
ପରମାଣୁ ଅନୁମାନ,পারমাণবিক অনুমান
ପରମାଣୁ,পারমাণবিক ছাই
ପରମାଣୁ ଶକ୍ତି ସ୍ତର,পারমাণবিক শক্তি স্তর
ପରମାଣୁ ରେଖା ଶକ୍ତି |,পারমাণবিক লাইন শক্তি
ଆଣବିକ ମାସ,পারমাণবিক ভর
ପରମାଣୁ ମାସ ରୂପାନ୍ତର ମଲ୍ଟିପ୍ଲାଏର୍ |,পারমাণবিক ভর রূপান্তর গুণক
ପରମାଣୁ ମାସ ଏକକ |,পারমাণবিক ভর একক
"ପରମାଣୁ ମଡେଲ୍, ପରମାଣୁ ମଡେଲ୍ |","পারমাণবিক মডেল, পারমাণবিক মডেল"
ପରମାଣୁ ଅଣୁ,পারমাণবিক অণু
ପରମାଣୁ ମୁହୂର୍ତ୍ତ,পারমাণবিক মুহূর্ত
ଆଣବିକ ନ୍ୟୁକ୍ଲିୟସ୍ |,পারমাণবিক নিউক্লিয়াস
ପରମାଣୁ ସଂଖ୍ୟା,পারমাণবিক সংখ্যা
ପରମାଣୁ କୋଠରୀ,পারমাণবিক চেম্বার
ପରମାଣୁ-କକ୍ଷପଥ |,পারমাণবিক-অরবিটাল
ପରମାଣୁ ଅମ୍ଳଜାନ |,পারমাণবিক অক্সিজেন
ପରମାଣୁ ପାରାମିଟର,পারমাণবিক পরামিতি
ଆଣବିକ ପଦାର୍ଥ ବିଜ୍ଞାନ |,পারমাণবিক পদার্থবিদ্যা
"ଆଣବିକ ଗଦା, ଆଣବିକ ରିଆକ୍ଟର |","নিউক্লিয়ার পাইল, পারমাণবিক চুল্লি"
ପରମାଣୁ ବିମାନ,পারমাণবিক সমতল
ଆଣବିକ ଶକ୍ତି,পারমাণবিক শক্তি
ପରମାଣୁ ପରିସର,পারমাণবিক ব্যাসার্ধ
ପରମାଣୁ ଅନୁପାତ,পারমাণবিক অনুপাত
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |","পারমাণবিক চুল্লি, পারমাণবিক গাদা"
ପରମାଣୁ ପ୍ରତିକ୍ରିୟା,পারমাণবিক প্রতিসরণ
ପରମାଣୁ ରକେଟ୍ |,পারমাণবিক রকেট
ପରମାଣୁ ବିଛାଇବା କାରକ |,পারমাণবিক বিক্ষিপ্ত ফ্যাক্টর
ପରମାଣୁ ଦ race ଡ଼ |,পারমাণবিক জাতি
ପରମାଣୁ ସ୍ପେକ୍ଟ୍ରମ୍ |,পারমাণবিক বর্ণালী
ପରମାଣୁ ସ୍ଥିରତା |,পারমাণবিক স্থিতিশীলতা
ପରମାଣୁ ଅବସ୍ଥା,পারমাণবিক অবস্থা
ଆଣବିକ ନିରାକରଣ କ୍ଷମତା |,পারমাণবিক প্রতিরোধ ক্ষমতা
ପରମାଣୁ ଗଠନ,পারমাণবিক গঠন
ପରମାଣୁ ଗଠନ କାରକ |,পারমাণবিক গঠন ফ্যাক্টর
ଗ୍ରାମ ପରମାଣୁ ଚୁମ୍ବକୀୟ ପ୍ରବୃତ୍ତି |,গ্রাম পারমাণবিক চৌম্বক প্রবণতা
ପରମାଣୁ ନାମକରଣ ପ୍ରତୀକ |,পারমাণবিক উপাধি প্রতীক
ପରମାଣୁ ତତ୍ତ୍। |,পারমাণবিক তত্ত্ব
ପରମାଣୁ ହାଇଡ୍ରୋଜେନ ମଶାଲ |,পারমাণবিক হাইড্রোজেন টর্চ
ପରମାଣୁ ଏକକ,পারমাণবিক একক
ପରମାଣୁ କମ୍ପନ |,পারমাণবিক কম্পন
ପରମାଣୁ ପରିମାଣ,পারমাণবিক আয়তন
ପରମାଣୁ ବର୍ଜ୍ୟବସ୍ତୁ |,পারমাণবিক বর্জ্য
ଆଣବିକ ଅସ୍ତ୍ର,পারমানবিক অস্ত্র
ପରମାଣୁ ମାସ,আণবিক ভর
ପରମାଣୁ ଜନସଂଖ୍ୟା,পারমাণবিক ভর স্কেল
ପରମାଣୁ ମାସ ଏକକ |,পারমাণবিক ভর একক
ପରମାଣୁ,পারমাণবিকতা
ପରମାଣୁ,পরমাণু
କଣିକା ନିଲମ୍ବନ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,কণা সাসপেনশন প্রযুক্তি
ପରମାଣୁ,পারমাণবিক
ପରମାଣୁ,পারমাণবিক
କଣିକା,কণা
ଗ୍ରାନ୍ୟୁଲେଟ୍ |,দানাদার
ଗ୍ରାନ୍ୟୁଲେଟ୍ |,দানাদার
କଣିକା,কণা
କଣିକା,কণা
କଣିକା ପଦାର୍ଥ |,কণা বান্ডিল
atony,atony
atony ବ୍ୟବଧାନ,atony ব্যবধান
ସଂଲଗ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,সংযুক্তি সহগ
"ଦୁର୍ବଳ, ପତଳା |","দুর্বল, পাতলা"
ଖରାପ ସମୁଦାୟ ପ୍ରତିଫଳନ |,কম মোট প্রতিফলন
"ଆଘାତ, ହ୍ରାସ, ସଂକୀର୍ଣ୍ଣ, ସଂକୀର୍ଣ୍ଣ |","attenuation, diminuation, narrowing, narrowing"
ଆଟେଣ୍ଡେସନ୍ ବ୍ୟାଣ୍ଡ |,ক্ষয় ব্যান্ড
ଆଘାତ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,ক্ষরণ সহগ
ଆଘାତପ୍ରାପ୍ତ |,ক্ষয়প্রাপ্ত
ସଂକୀର୍ଣ୍ଣ କ୍ରସ୍ କଟ୍ |,সংকীর্ণ ক্রস কাটা
ଆଘାତ ସମାନତା,ক্ষয় সমীকরণ
ଆଘାତ କାରକ |,টেনশন ফ্যাক্টর
ଆଘାତ ବାରମ୍ବାର ବିକୃତି |,টেনশন ফ্রিকোয়েন্সি বিকৃতি
ଶବ୍ଦ ତରଙ୍ଗର ଆଘାତ,শব্দ তরঙ্গের ক্ষয়
ଆଘାତ,কমানো
ମନୋଭାବ,মনোভাব
ମନୋଭାବ ନିୟନ୍ତ୍ରଣ |,মনোভাব নিয়ন্ত্রণ
ମନୋଭାବ ନିୟନ୍ତ୍ରଣ ଜିରୋ |,মনোভাব নিয়ন্ত্রণ গাইরো
ମନୋଭାବ ନିୟନ୍ତ୍ରଣ ଜେଟ୍ |,মনোভাব নিয়ন্ত্রণ জেট
ମନୋଭାବ ମାର୍କର |,মনোভাব চিহ্নিতকারী
ଇଲେକ୍ଟ୍ରୋମ୍ୟାଗ୍ନେଟୋମିଟର |,ইলেক্ট্রোম্যাগনেটোমিটার
ଚମତ୍କାର |,কবজ
ଆକର୍ଷଣ,আকর্ষণবাদ
ଆକର୍ଷଣର ଶକ୍ତି |,আকর্ষণ শক্তি
ଆକର୍ଷଣୀୟ ଲାଞ୍ଜ |,আকর্ষণীয় লেজ
ଧକ୍କା,সংঘর্ষ
ଗୁଣାତ୍ମକ ପରୀକ୍ଷା,মান পরীক্ষা
ଅଟୋ ସନ୍ତୁଳନ,স্বয়ংক্রিয় ভারসাম্য
atwood ର ମେସିନ୍ |,এটউডের মেশিন
ଶ୍ରବଣତା |,শ্রবণযোগ্যতা
ଅଡିଓମିଟର |,অডিওমিটার
ଶ୍ରବଣତା ସୀମା,শ্রবণযোগ্যতা থ্রেশহোল্ড
ଶ୍ରବଣଯୋଗ୍ୟ |,শ্রবণযোগ্য
ଅଡିଓ ଡୋପ୍ଲର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিও ডপলার পরিবর্ধক
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି |,অডিও ফ্রিকোয়েন্সি
ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍ |,অডিও বর্ণালী
ଶ୍ରୋତା ଅବଶୋଷଣ କୋଏଫିସିଏଣ୍ଟ୍ |,শ্রোতা শোষণ সহগ
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |,শ্রবণযোগ্য ফ্রিকোয়েন্সি
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,শ্রবণযোগ্য ফ্রিকোয়েন্সি পরিবর্ধক
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ହାରମୋନିକ୍ ବିକୃତି |,শ্রবণযোগ্য ফ্রিকোয়েন্সি হারমোনিক বিকৃতি
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସ୍କେଲର୍ |,অডিও ফ্রিকোয়েন্সি স্কেলার
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ସଙ୍କେତ |,শ্রবণযোগ্য ফ্রিকোয়েন্সি সংকেত
ଅଡିଓ ଜେନେରେଟର,অডিও জেনারেটর
ଅଡିଓ ଟପ୍ |,অডিও শীর্ষ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ମିକ୍ସର୍ |,অডিও ফ্রিকোয়েন্সি মিক্সার
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଆଉଟପୁଟ୍,অডিও ফ্রিকোয়েন্সি আউটপুট
ଶବ୍ଦ ସଙ୍କେତ,শব্দ সংকেত
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ବାହକ |,শ্রবণযোগ্য ফ্রিকোয়েন্সি ক্যারিয়ার
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଟେପର |,শ্রবণযোগ্য ফ্রিকোয়েন্সি টেপার
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି-ଟ୍ରାନ୍ସଫର୍ମର |,শ্রবণযোগ্য ফ্রিকোয়েন্সি-ট্রান্সফরমার
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,শ্রবণযোগ্যতা গ্রাফ
ଶ୍ରବଣତା ଗ୍ରାଫ୍ କଭର |,শ্রবণযোগ্যতা গ্রাফ কভার
ଅଡିଓ ଫିଡ୍ |,অডিও ফিড
ବିଜ୍ଞାନ ଶୁଣିବା |,শ্রবণ বিজ্ঞান
ଅଡିଓମିଟର |,অডিওমিটার
audiometry,অডিওমেট্রি
ଅଡିଓମେଟ୍ରିକ୍ କଭରେଜ୍ |,অডিওমেট্রিক কভারেজ
ଅଡିଓ,শ্রুতি
ଅଡିଓ ଗେଜ୍ |,অডিও গেজ
ରାଗି ଶୁଣିବା |,শুনছেন রাগী
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରିତ |,শ্রবণযোগ্য ফ্রিকোয়েন্সি প্রেরিত
ଅଡିଓ ଭିଜୁଆଲ୍ ସହାୟକ,অডিওভিজ্যুয়াল সহকারী
ଅଡିଓ-ଭିଜୁଆଲ୍ ଧ୍ୱନି ପରୀକ୍ଷା |,অডিওভিজ্যুয়াল শব্দ পরীক্ষা
"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |","অডিটোরিয়াম, অডিটোরিয়াম"
ଅଡିଟୋରିୟମ୍ ଆକାଶବାଣୀ |,অডিটোরিয়াম ধ্বনিবিদ্যা
ଅଡିଟୋରିୟମ୍ ଶବ୍ଦ |,অডিটোরিয়ামের আওয়াজ
ଶ୍ରବଣ ସହାୟତା,শুনতে সাহায্য
ଶ୍ରବଣ ଦୃଷ୍ଟିକୋଣ |,শ্রবণযোগ্যতার দৃষ্টিকোণ
ଶ୍ରବଣ ପ୍ରଶିକ୍ଷଣ (ବଧିରମାନଙ୍କ ପାଇଁ),শ্রবণ প্রশিক্ষণ (বধির জন্য)
ନିର୍ମାଣ ନିୟମ,নির্মাণ নিয়ম
ଆଗର୍-ବର୍ମିସ୍ |,auger-বর্মী
ଓଜ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,oz সহগ
ଓଜ୍ ପ୍ରଭାବ,oz প্রভাব
ଓଜ୍ ଇଲେକ୍ଟ୍ରନ୍ |,oz ইলেকট্রন
oze ପ୍ରକ୍ରିୟା,oz প্রক্রিয়া
ବୃଷ୍ଟିପାତ,বর্ষণ
ପଦୋନ୍ନତି,পদোন্নতি
ସମୃଦ୍ଧ ସଂଶୋଧନ |,সমৃদ্ধকরণ সংশোধন
ଅତିରିକ୍ତ ଦୂରତା |,এক্সট্রাপোলেশন দূরত্ব
ପୃଷ୍ଠା ପଦୋନ୍ନତି |,পৃষ্ঠা প্রচার
ଥ୍ରଷ୍ଟ ଅନୁପାତ,বর্ধিত থ্রাস্ট অনুপাত
ବେଗ ବୃଦ୍ଧି,বর্ধিত বেগ
ପଦୋନ୍ନତି କାରକ |,প্রচার ফ্যাক্টর
ଉନ୍ନତିକାରୀ,বর্ধক
ଶ୍ରବଣ କଭର |,শ্রবণ কভার
ଶବ୍ଦ ଶୂନ୍ୟ |,শব্দ শূন্য
ଶବ୍ଦ ଶୂନ୍ୟ ନିର୍ଣ୍ଣୟକାରୀ |,শব্দ শূন্য নির্ধারক
"ଆକାଶବାଣୀ ବିକନ୍, ରେଡିଓ ସାଉଣ୍ଡ ରେଞ୍ଜ |","অ্যাকোস্টিক বীকন, রেডিও সাউন্ড রেঞ্জ"
ଶ୍ରବଣ ଗ୍ରହଣ,শ্রবণ অভ্যর্থনা
"ଅଡିଓ ସିଗନାଲ୍, ସାଉଣ୍ଡ୍ ସିଗ୍ନାଲ୍ |","অডিও সংকেত, শব্দ সংকেত"
ଶବ୍ଦ ପ୍ରସାରିତ |,শব্দ প্রেরিত
କର୍ନାଜା ସନ୍ନାଡି |,karnaja sannadi
ପୋଲାର ଅଗ୍ନି,মেরু শিখা
ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି,দক্ষিণ মেরু শিখা
ଉତ୍ତର ପୋଲାର ଆଲୋକ |,উত্তর মেরু আলো
ପୋଲାର ଫ୍ଲେମ୍ ଆକ୍ଟିଭେସନ୍ |,মেরু শিখা সক্রিয়করণ
ପୋଲାର ଅଗ୍ନି ଉତ୍ତେଜନା |,মেরু শিখা উত্তেজনা
ପୋଲାର ଫ୍ଲେମ୍ ପାରସ୍ପରିକ କ୍ରିୟା |,মেরু শিখা মিথস্ক্রিয়া
ପୋଲାର ଆଲୋକ ରେଖା |,মেরু আলো লাইন
ପୋଲାର ପ୍ରତିଫଳନ |,মেরু প্রতিফলন
"ପୋଲାର ଲାଇଟ୍ ସ୍ପେକ୍ଟ୍ରମ୍, ଅରୋରି ସ୍ପେକ୍ଟ୍ରମ୍ |","পোলার লাইট স্পেকট্রাম, অরোরি স্পেকট্রাম"
ପୋଲାର ଫ୍ଲେମ୍ storm ଡ (ଆୟନୋସ୍ପେରିକ୍ storm ଡ),মেরু শিখা ঝড় (আয়নোস্ফিয়ারিক ঝড়)
ପୋଲାର ଲାଇଟ୍ ଜୋନ୍ |,মেরু আলো অঞ্চল
auscultation,শ্রবণ
ବିଲୁପ୍ତ ହେବା,বিলুপ্তি
ବିନିମୟ ଗୁଣବତ୍ତା,বিনিময় সহগ
ବିନିମୟ ନିୟମ |,বিনিময় নিয়ম
ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |,অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ଶ୍ରବଣ ସନ୍ତୁଳନ |,শ্রবণ ভারসাম্য
ମାନଚିତ୍ର ତୁଳନାକାରୀ,মানচিত্র তুলনাকারী
ଅଟୋ ରେଜିଷ୍ଟର |,স্বয়ংক্রিয় নিবন্ধন
ଅଟୋ ସମାନ୍ତରାଳ ସ୍ପେକ୍ଟ୍ରୋମିଟର |,স্বয়ংক্রিয় সমান্তরাল স্পেকট্রোমিটার
ସେଲଫେରୋଡାଇନ୍ |,selfheterodyne
ଅଟୋ ଆୟନାଇଜେସନ୍ |,স্বয়ংক্রিয় আয়নকরণ
ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |,স্বয়ংক্রিয় সতর্কতা
ସ୍ capac ୟ କ୍ୟାପିଟାନ୍ସ କପଲିଂ |,ক্যাপাসিট্যান্স কাপলিং
"swakoot, swakoot","swakoot, swakoot"
