Hindi,Odiya
प्रत्यक्ष क्रमवीक्षण,ସିଧାସଳଖ ସ୍କାନିଂ |
प्रत्यक्ष क्रमवीक्षण कैमरा,ସିଧାସଳଖ ସ୍କାନିଂ କ୍ୟାମେରା |
सीधी प्राप्त ध्वनि तरंग,ସିଧାସଳଖ ଗ୍ରହଣ କରାଯାଇଥିବା ଧ୍ୱନି ତରଙ୍ଗ |
समक्षदर्शी नलिका,ଭିଜୁଆଲ୍ ଟ୍ୟୁବ୍ |
प्रत्यक्ष दृष्टि,ପ୍ରତ୍ୟକ୍ଷ ଦର୍ଶନ |
समक्षदर्शी प्रिज्म,ପ୍ରିଜିମ୍
समक्ष स्पेक्ट्रमदर्शी,ସାମ୍ନା ସ୍ପେକ୍ଟ୍ରସ୍କୋପ୍ |
समक्ष दूरदर्शक,ସାମ୍ନାରେ ଟେଲିସ୍କୋପ୍ |
साधारण तोलन,ସରଳ ଓଜନ
दिष्ट धारा,ସିଧାସଳଖ କରେଣ୍ଟ୍ |
दिष्ट पाश,ସିଧାସଳଖ ଲୁପ୍ |
दिष्ट क्रमवीक्षण,ସିଧାସଳଖ ସ୍କାନିଂ |
"दिशा, दिक्","ଦିଗ, ଦିଗ"
दिशा-कोण,ଦିଗ କୋଣ |
दिग्गुणांक,ଗୁଣକ
"दिक्कोज्या, दिक्-कोसाइन","ଡିକୋସିନ୍, ଡିକୋ-କୋସାଇନ୍ |"
दिशा निर्धारक,ଗାଇଡ୍
दिशा निर्धारक विचलन,ସ୍ଥିରିକୃତ ବିଚ୍ୟୁତି |
दिशा निर्धारण,ଦିଗ ନିର୍ଣ୍ଣୟ
दिशा निर्धारण विधि,ଦିଗ ପଦ୍ଧତି |
दिशिक फोकसन,ଦିଗଦର୍ଶନ
दिक् संख्याएँ,ସ୍ଥାନ ସଂଖ୍ୟା
सहज चुम्बकन दिशा,ସ୍ ont ତ aneous ସ୍ପୃତ ଚୁମ୍ବକକରଣ ଦିଗ |
उच्चिष्ठ की दिशा,ସର୍ବାଧିକ ଦିଗ
प्रक्षेपण दिशा,ପ୍ରୋଜେକସନ ଦିଗ
दिक्-अनुपात,ଦିଗ ଅନୁପାତ |
दिशा-अभेदी गणित्र,ନିର୍ଦ୍ଦେଶକ କାଲକୁଲେଟର
"दिशात्मक, दिशिक","ଦିଗଦର୍ଶନ, ଦିଗଦର୍ଶନ"
दिशिक ऐन्टेना,ଦିଗନ୍ତ ଆଣ୍ଟେନା |
दिशिक (ऐन्टेना) व्यूह,ଦିଗଦର୍ଶନ (ଆଣ୍ଟେନା) ଆରେ |
दिशिक किरणपुंज,ଦିଗନ୍ତ ବିମ୍ |
दिशिक आबंध,ଦିଗଦର୍ଶନ
दिशात्मक अभिलक्षण,ଦିଗଦର୍ଶନ
दिशिक युग्मक,ଦିଗଦର୍ଶକ
दिक्-अवकलज,ସ୍ପେସ୍ ଡେରିଭେଟିଭ୍ |
दिशात्मक फ़ोकसन,ଦିଗଦର୍ଶନ
दिशिक लब्धि,ଦିଗଦର୍ଶନ ଲାଭ |
दिशीय ग्राफ,ଦିଗଦର୍ଶନ
दिशात्मक जाइरो,ଦିଗଦର୍ଶନ
दिक-विषमता,ଦୃଶ୍ୟ ଅସୀମତା |
दिशिक अभिलक्ष्यन,ଦିଗଦର୍ଶନ
दिक्-समता,ସ୍ପେସ୍ ସମାନତା |
दिशिक तीव्रता,ଦିଗନ୍ତ ତୀବ୍ରତା |
दिशिक माइक्रोफोन,ଦିଗଦର୍ଶନ ମାଇକ୍ରୋଫୋନ୍ |
दिशिक चित्राम,Ish ଷିକ ଚିତ୍ରରାମ |
दिशात्मक गुणधर्म,ଦିଗଦର୍ଶନ
दिशिक अभिग्रहण,ଦିଗଦର୍ଶନ
दिशात्मक परावर्तकता,ଦିଗଦର୍ଶନ
दिशिक सुग्राहिता,ଦିଗ ସମ୍ବେଦନଶୀଳତା |
दिशिय सुग्राहिता चित्राम,ଦିଗ ସମ୍ବେଦନଶୀଳ ଚିତ୍ର |
दिक् स्थायित्व,ସ୍ଥାନ ସ୍ଥିରତା |
"दैशिक, दिशिक, दिशात्मक","ଦିଗଦର୍ଶନ, ଦିଗଦର୍ଶନ, ଦିଗଦର୍ଶନ"
दिशात्मक एरियल,ଦିଗଦର୍ଶନ
दिशिक आरेख,ଦିଗଦର୍ଶନ
"दिशिक लब्धि, दिशात्मक लब्धि","ଦିଗଦର୍ଶନ ଲାଭ, ଦିଗଦର୍ଶନ ଲାଭ |"
दिशिकता,ଦିଗଦର୍ଶନ |
दिशिकता आरेख,ଦିଗ ଚିତ୍ର
दिशिकता गुणांक,ପ୍ରତ୍ୟକ୍ଷତା ଗୁଣବତ୍ତା |
दिशिक लब्धि,ଦିଗଦର୍ଶନ ଲାଭ |
"दिशिकता आरेख, दिशिकता चित्राम","ଦିଗ ଚିତ୍ର, ଦିଗ ଚିତ୍ର |"
"स्वतापित वाल्व, प्रत्यक्ष तप्त वाल्व","ଉତ୍ତାପ ଭଲଭ୍, ସିଧାସଳଖ ଉତ୍ତାପ ଭଲଭ୍ |"
अनुक्रमानुपात,କ୍ରମିକ ଅନୁପାତ |
दिशक,ଦିଗ
दिशक क्रिया,ଦିଗଦର୍ଶନ
नियामक वृत्त,ନିୟାମକ ସର୍କଲ୍ |
नियंत्रण डेस्क,କଣ୍ଟ୍ରୋଲ୍ ଡେସ୍କ |
अस्वच्छ बम,ମଇଳା ବୋମା |
असमर्थकारी स्पन्द,ନାଡକୁ ଅକ୍ଷମ କରିବା |
निरस्त्रीकरण,ନିରସ୍ତ୍ରୀକରଣ
"बिंब, मंडलक, डिस्क, चक्रिका","ବସ୍ତୁ, ବୃତ୍ତ, ଡିସ୍କ, ଡିସ୍କ |"
डिस्क ऐनोड,ଡିସ୍କ ଆନାଡ
"डिस्क ऐन्टेना, मंडलक ऐन्टेना","ଡିସ୍କ ଆଣ୍ଟେନା, ସର୍କଲ୍ ଆଣ୍ଟେନା |"
डिस्क आर्मेचर,ଡିସ୍କ ଆର୍ମାଚ୍ୟୁର୍ |
चक्रिका द्वि-अपवर्तन,ଡିସ୍କ ଡବଲ୍ ରିଫ୍ରାକ୍ସନ୍ |
डिस्क रिकार्ड,ଡିସ୍କ ରେକର୍ଡ |
डिस्क सील नलिका,ଡିସ୍କ ସିଲ୍ ଅଗ୍ରଭାଗ |
डिस्कमय तरंग पथक,ଡିସ୍କ ତରଙ୍ଗ ପଥ
"विसर्जन, आस्राव, विरंजन","ବୁଡ ପକାଇବା, ସୁଗନ୍ଧ, ବ୍ଲିଚିଂ |"
विसर्जन संशोधन गुणांक,ବୁଡ ପକାଇବା ପରିବର୍ତ୍ତନ କୋଏଫିସିଏଣ୍ଟ୍ |
सोपानी विसर्जन,ଜଳ ବୁଡିବା |
"विसर्जन कुंजी, विसर्जन कुंचिका","ବୁଡ ପକାଇବା ଚାବି, ବୁଡ ପକାଇବା ଚାବି |"
विसर्जन लैंप,ବୁଡ ପକାଇବା ପ୍ରଦୀପ |
विसर्जन विभव,ବୁଡ଼ ପକାଇବା ସମ୍ଭାବନା |
विसर्जन नलिका,ବୁଡ ପକାଇବା ଟ୍ୟୁବ୍ |
विसर्जन धारा,ବୁଡ ପକାଇବା ପ୍ରବାହ |
शंकुडिस्क ऐन्टेना,କୋନିକାଲ୍ ଡିସ୍କ ଆଣ୍ଟେନା |
असांतत्य धारिता,ନିରନ୍ତର ଧରିବା |
असांतत्य प्रेरकत्व,ନିରନ୍ତର ପ୍ରେରଣା |
प्रथम प्रकार का असांतत्य,ପ୍ରଥମ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |
असंतत वितरण,ନିରନ୍ତର ବଣ୍ଟନ |
असंतत फलन,ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ
विच्छिन्न प्रकाश,ବିଚ୍ଛିନ୍ନ ଆଲୋକ
असंतत लोड,ବିଚ୍ଛିନ୍ନ ଭାର |
"असंतत प्रावस्था, असंतत कला","ବିଚ୍ଛିନ୍ନ ପର୍ଯ୍ୟାୟ, ବିଚ୍ଛିନ୍ନ ପର୍ଯ୍ୟାୟ |"
असंतत स्पेक्ट्रम,ବିଚ୍ଛିନ୍ନ ସ୍ପେକ୍ଟ୍ରମ |
असंतत वेग,ବିଚ୍ଛିନ୍ନ ବେଗ |
"विसंगति, विस्वरता",ଅସଙ୍ଗତି |
"विसंगति, विस्वरता",ଅସଙ୍ଗତି |
"विसंगत, विस्वर, अननुस्तरी","ଅସଙ୍ଗତ, ଅସଙ୍ଗତ, ଅସଙ୍ଗତ |"
द्वितीय प्रकार का असांतत्य,ଦ୍ୱିତୀୟ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |
"शोध, खोज","ଅନୁସନ୍ଧାନ, ସନ୍ଧାନ |"
"विसंगति, विस्वरता",ଅସଙ୍ଗତି |
विश्वसनीयतांक,ବିଶ୍ୱସନୀୟତା
विसंगत घनत्व,ଅସ୍ୱାଭାବିକ ଘନତା |
विविक्त,କଣିକା
विविक्त प्रणाल,ପୃଥକ ସିଷ୍ଟମ୍ |
विविक्त घटक,କଣିକା ପଦାର୍ଥ |
असंतत बंटन,ନିରନ୍ତର ବଣ୍ଟନ |
विविक्त ऊर्जा अवस्था,ପୃଥକ ଶକ୍ତି ସ୍ଥିତି |
विविक्त जालक,କଣିକା ଲାଟାଇସ୍ |
असंतत संहति,ବିଚ୍ଛିନ୍ନ ଜନତା |
विविक्त कक्षा,ପୃଥକ ଶ୍ରେଣୀ |
उच्चरित शब्द बोधगम्यता,କଥିତ ଶବ୍ଦ ବୁ rehens ାମଣା |
विविक्तीकरण,ବିକେନ୍ଦ୍ରୀକରଣ
विभेदन घातांक,ଭିନ୍ନକ୍ଷମ ଏକ୍ସପୋନ୍ସନ୍ |
विविक्तकर,ବଣ୍ଟନ କର
विविक्तकर अभिलेखी,ବିବେକ ରେକର୍ଡ |
विविक्तकर परिणामित्र,ଭଗ୍ନାଂଶ ଟ୍ରାନ୍ସଫର୍ମର |
विविक्त कण,କଣିକା ପଦାର୍ଥ |
अव्यवहृत लाइन,ଭ୍ରାନ୍ତ ରେଖା |
अवखंडन,ଖଣ୍ଡବିଖଣ୍ଡନ |
अवखंडन ऊर्जा,ବିଭାଜନ ଶକ୍ତି |
अवतल ऐन्टेना,ଅବତଳ ଆଣ୍ଟେନା |
विघटन कारक,ବିଲୋପ କାରକ |
"विघटन, कणीकरण","ବିଚ୍ଛିନ୍ନତା, ଗ୍ରାନୁଲେସନ୍ |"
विघटन-स्थिरांक,ବିଲୋପ ସ୍ଥିର |
विघटन ऊर्जा,ବିସର୍ଜନ ଶକ୍ତି |
विघटन अर्धायु,ଅଧା ଜୀବନ ବିଲୋପ |
विघटन श्रेणी,ବିଲୋପ ପରିସର |
वियुक्त गति,ବିଚ୍ଛିନ୍ନ ଗତି |
तर्कसंगत योगात्मक खोज,ଯୁକ୍ତିଯୁକ୍ତ ଯୋଗୀ ସନ୍ଧାନ |
डिस्क कपाट,ଡିସ୍କ ଭଲଭ୍ |
डिस्क वाल्व,ଡିସ୍କ ଭଲଭ୍ |
"स्थान-भ्रंश, विस्थापन, प्रभ्रंश, संधिच्युति","ସ୍ଥାନାନ୍ତର, ସ୍ଥାନାନ୍ତର, ଭଙ୍ଗା, ସ୍ଥାନାନ୍ତର |"
प्रभ्रंश जाल,ତ୍ରୁଟି ଜାଲ |
प्रभ्रंश शैथिल्य,ଆଫାସିଆ |
"प्रभ्रंश रेखा, प्रभ्रंश कोर","ତ୍ରୁଟି ରେଖା, ତ୍ରୁଟି କୋର |"
प्रभ्रंश पाश,ତ୍ରୁଟି ଲୁପ୍ |
प्रभ्रंश मॉडल,ତ୍ରୁଟି ମଡେଲ୍ |
प्रभ्रंश जाल,ତ୍ରୁଟି ଜାଲ |
प्रभ्रंश नोड,ତ୍ରୁଟି ନୋଡ୍ |
प्रभ्रंश पुंज,ତ୍ରୁଟି ବିମ୍ |
संकोच्य मस्तूल,ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଯୋଗ୍ୟ ମାଷ୍ଟ
"अव्यवस्था, अक्रम, विकार","ବିଶୃଙ୍ଖଳା, ବିଶୃଙ୍ଖଳା, ବିଶୃଙ୍ଖଳା |"
अव्यवस्था दाब,ବିଶୃଙ୍ଖଳା ଚାପ |
अव्यवस्थित विकिरण,ଲୁକ୍କାୟିତ ବିକିରଣ |
अव्यवस्थापन,ବିଶୃଙ୍ଖଳା
अव्यवस्थापन परिघटना,ବିଶୃଙ୍ଖଳା ଘଟଣା |
"अपविन्यास, स्थितिभ्रान्ति","ଦ୍ୱନ୍ଦ୍ୱ, ଦ୍ୱନ୍ଦ୍ୱ |"
संप्रेषक,ଯୋଗାଯୋଗକାରୀ
पोषक कैथोड,କ୍ୟାଥୋଡ୍ ଫିଡ୍ କରନ୍ତୁ |
"परिक्षेप माध्यम, विक्षेपी माध्यम","ବିଛିନ୍ନ ମାଧ୍ୟମ, ବିଛିନ୍ନ ମାଧ୍ୟମ |"
परिक्षिप्त कण,ବିସ୍ତୃତ କଣିକା |
परिक्षिप्त अवस्था,ବିଚ୍ଛିନ୍ନ ରାଜ୍ୟ |
परिक्षेपी तंत्र,ବିଚ୍ଛେଦ ପ୍ରଣାଳୀ |
"परिक्षेपित, परिक्षिप्त","ବିଛିନ୍ନ, ବିଛିନ୍ନ |"
परिक्षेपणता,ବିଚ୍ଛେଦ |
परिक्षेपमापी,ଡିଗ୍ରାଫୋମିଟର
परिक्षेपक,ପ୍ରତିଫଳକ
परिक्षेपी तंत्र,ବିଚ୍ଛେଦ ପ୍ରଣାଳୀ |
"परिक्षेपण, प्रकीर्णन","ବିଚ୍ଛେଦ, ବିଛାଇବା |"
परिक्षेपण संचित्र,ବିଚ୍ଛେଦ ଚାର୍ଟ |
परिक्षेपणांक,ବିଚ୍ଛେଦ ସୂଚକାଙ୍କ |
परिक्षेपण-आरेख,ବିଚ୍ଛେଦ ଚିତ୍ର |
परिक्षेपण प्रभाव,ବିଚ୍ଛେଦ ପ୍ରଭାବ |
परिक्षेपणी इलेक्ट्रान,ବିଛିନ୍ନ ଇଲେକ୍ଟ୍ରନ୍ |
परिक्षेपण कारक,ବିଚ୍ଛେଦ କାରକ |
परिक्षेपण बल,ବିଚ୍ଛେଦ ଶକ୍ତି |
परिक्षेपण परस्पर-क्रिया,ବିଚ୍ଛେଦ ପାରସ୍ପରିକ କାର୍ଯ୍ୟ |
परिक्षेपण सोपान,ବିଛାଇବା ସିଡ଼ି |
परिक्षेपण नियम,ବିଚ୍ଛେଦ ନିୟମ |
परिक्षेपण माध्यम,ବିଚ୍ଛେଦ ମାଧ୍ୟମ |
परिक्षेपण विधि,ବିଚ୍ଛେଦ ପଦ୍ଧତି |
अनुगामी विक्षेपण,ଟ୍ରେଲିଂ ଡିଫ୍ଲେକ୍ସନ୍ |
परिक्षेपण बिंदु,ବିଚ୍ଛେଦ ବିନ୍ଦୁ |
परिक्षेपण परीक्षण,ବିଚ୍ଛେଦ ପରୀକ୍ଷା |
परिक्षेपकता,ପ୍ରତିଫଳନ
परिक्षेप्यता,ପ୍ରୋଜେକ୍ଟଲ୍
परिक्षेपी,ବିସର୍ଜନକାରୀ |
परिक्षेपी प्रभाव,ବିଛିନ୍ନ ପ୍ରଭାବ |
परिक्षेपी माध्यम,ବିଛିନ୍ନ ମାଧ୍ୟମ |
परिक्षेपण क्षमता,ବିଚ୍ଛେଦ କ୍ଷମତା |
विस्थापित पद,ବିସ୍ଥାପିତ ପୋଷ୍ଟ |
विस्थापन,ବିସ୍ଥାପନ
विस्थापन प्रस्पन्द,ବିସ୍ଥାପନ ନାଡ |
विस्थापन प्रतिअनुनाद,ବିସ୍ଥାପନ କାଉଣ୍ଟର ରିଜୋନାନ୍ସ |
विस्थापन धारा,ବିସ୍ଥାପନ କରେଣ୍ଟ |
विस्थापन जाइरोदर्शी,ବିସ୍ଥାପନ ଜିରୋସ୍କୋପ୍ |
विस्थापन नियम,ବିସ୍ଥାପନ ନିୟମ |
विस्थापन निस्पंद,ବିସ୍ଥାପନ ଫିଲ୍ଟର୍ |
प्रतिबिम्ब-विस्थापन,ପ୍ରତିଛବି ବିସ୍ଥାପନ
विस्थापन अनुनाद,ବିସ୍ଥାପନ ରିଜୋନାନ୍ସ |
विस्थापन नियम,ବିସ୍ଥାପନ ନିୟମ |
"विस्थापन स्पाइक, विस्थापन शूक","ବିସ୍ଥାପନ ସ୍ପାଇକ୍, ବିସ୍ଥାପନ ସ୍ପାଇକ୍ |"
विस्थापन-काल ग्राफ,ବିସ୍ଥାପନ-ସମୟ ଗ୍ରାଫ୍ |
विस्थापक सिलिंडर,ବିସ୍ଥାପନ ସିଲିଣ୍ଡର |
प्रदर्श,ପ୍ରଦର୍ଶନ
प्रदर्शन बत्ती,ଆଲୋକ ପ୍ରଦର୍ଶିତ କରନ୍ତୁ |
प्रदर्श मूलवर्ण,ବର୍ଣ୍ଣ ପ୍ରଦର୍ଶନ
प्रदर्शन स्विच,ପ୍ରଦର୍ଶନ ସୁଇଚ୍
कन्सोल,କୋନସୋଲ
द्विबीजाणुकोरकीय,ଡିକୋଟାଇଲଡୋନସ୍ |
विदारण बल,ଛିଣ୍ଡାଇବା ଶକ୍ତି |
विदारी विसर्जन,ବିଦାୟ
विदारी बल,ଅସନ୍ତୁଷ୍ଟ ଶକ୍ତି |
विदारी स्फुलिंग विसर्जन,ବିଦାରି ଚମତ୍କାର ବୁଡ ପକାଇବା |
विदारी प्रवृतत्ति,ପ୍ରତ୍ୟାହାର ପ୍ରବୃତ୍ତି |
विच्छेद्य डायनेमो,ବିଚ୍ଛିନ୍ନ ଡାଇନାମୋ |
विच्छेदन डिश,ଡିସେକସନ ଡିସ୍ |
विच्छेदन सूक्षमदर्शी,ବିଚ୍ଛେଦ ମାଇକ୍ରୋସ୍କୋପ୍ |
प्रकीर्णक कीट,କୀଟନାଶକ
"असमरूप, असमान","ଅସମାନ, ଅସମାନ"
क्षय गुणांक,କ୍ଷୟ କୋଏଫିସିଏଣ୍ଟ୍ |
"क्षयहीन लाइन, ह्रासरहित लाइन","କ୍ଷତିହୀନ ରେଖା, ଅବନତି ରେଖା |"
क्षयकारी बल,ବିଚ୍ଛିନ୍ନ ଶକ୍ତି
ऊर्जा-क्षय,ଶକ୍ତି ବିସ୍ତାର
क्षयिक फलन,କ୍ଷୟ କାର୍ଯ୍ୟ
क्षयी तंत्र,କ୍ଷୟ ପ୍ରଣାଳୀ |
क्षयिक पद,କ୍ଷୟ ସର୍ତ୍ତାବଳୀ |
"वियोजनी, वियोज्य",ପୃଥକ
वियोजित,ଅଲଗା
वियोजित अणु,ବିଚ୍ଛିନ୍ନ ଅଣୁ
वियोजन,ସ୍ୱଭାବ
वियोजन स्थिरांक,ବିଚ୍ଛିନ୍ନତା ସ୍ଥିର |
वियोजन सीमा,ବିଚ୍ଛିନ୍ନତା ସୀମା |
वियोजन-दाब,ବିଚ୍ଛିନ୍ନତା ଚାପ |
वियोजन सिद्धांत,ବିଚ୍ଛିନ୍ନତା ନୀତି |
वियोजनी प्रग्रहण,ପୃଥକ କ୍ୟାପଚର |
वियोजनी विसरण,ବିସ୍ତାର ବିସ୍ତାର |
वियोजनी आयनन,ପୃଥକ ଆୟନାଇଜେସନ୍ |
असंवादिता,ଅସଙ୍ଗତି
असंवादी,ଅସଂଗତବାଦୀ |
विसममित,ଅସୀମିତ |
विसममित परिपथ जाल,ଅସୀମିତ ସର୍କିଟରୀ |
विसममित ट्रांसड्यूसर,ଅସୀମିତ ଟ୍ରାନ୍ସଡ୍ୟୁସର |
विसममिति,ଅସୀମତା |
विसममिति-गुणांक,ଅସୀମତା ଗୁଣବତ୍ତା |
दूरस्थ द्विशाख,ଦୂର ଦ୍ୱି-ଶାଖା |
दूरी,ଦୂରତା
दूरी त्रुटि,ଦୂରତା ତ୍ରୁଟି |
दूरी-फलन,ଦୂରତା କାର୍ଯ୍ୟ
दूरी -सूचक,ଦୂରତା ସୂଚକ
दूरी चिह्न,ଦୂରତା ଚିହ୍ନ
दूरी मापक उपस्कर,ଦୂରତା ମାପ ଉପକରଣ
अधिकेन्द्र दूरी,ଭୂକମ୍ପର ଦୂରତା |
दूरी विभेदन,ଦୂରତା ରେଜୋଲୁସନ
दूरस्थ संघटट,ସୁଦୂର ରଚନା |
"भिन्न, अलग, सुस्पष्ट सुव्यक्त","ପୃଥକ, ଭିନ୍ନ, ପୃଥକ ଭାବରେ ପ୍ରକାଶିତ |"
सुस्पष्ट प्रतिबिम्ब,ତୀକ୍ଷ୍ଣ ପ୍ରତିଛବି |
विभेद,ଭେଦଭାବ
विविक्तकारी गुणधर्म,ପୃଥକ ସମ୍ପତ୍ତି |
सुस्पष्ट दर्शन,ସ୍ୱଚ୍ଛ ଦର୍ଶନ
"विभेदन, भेद करना","ଭିନ୍ନ କର, ଭିନ୍ନ କର |"
विभेद्य वितरण,ଭିନ୍ନକ୍ଷମ ବଣ୍ଟନ |
विविक्तिकर समय,ବିଭିନ୍ନ ସମୟ |
डिस्तोर्सियोनी,ବିଭ୍ରାଟ
विकृत प्रतिबिम्ब,ବିକୃତ ପ୍ରତିଛବି |
"विकृति, विरूपण","ବିକୃତି, ବିକୃତି"
विकृति वक्र,ବିକୃତି ବକ୍ର
विरूपण गुणक,ବିକୃତ କାରକ |
प्रक्षेप-विरूपण,ପ୍ରୋଜେକସନ ବିକୃତି
विरूपण प्रमेय,ବିକୃତ ତତ୍ତ୍। |
विरूपण प्रत्यास्थता,ବିକୃତି ଇଲାସ୍ଟିସିଟି |
विरूपणहीन प्रवर्धन,ବିକୃତ ବିସ୍ତାର
विरूपणहीन मॉडुलन,ବିକୃତ ମୋଡ୍ୟୁଲେସନ |
विरूपणमापी,ଆର୍ଟିଫାକ୍ଟୋମିଟର |
संकट आवृत्ति,ଦୁ distress ଖ ବାରମ୍ବାର
संकट संकेत,ଦୁ distress ଖ ସଙ୍କେତ
"वितरित अभिलाक्षणिक, वितरित स्थिरांक","ବଣ୍ଟିତ ବ acter ଶିଷ୍ଟ୍ୟ, ବଣ୍ଟିତ କନଷ୍ଟାଣ୍ଟ |"
"वितरित प्रवर्धन, योज्य प्रवर्धन","ବଣ୍ଟିତ ବିସ୍ତାର, ଯୋଗୀ ବିସ୍ତାର |"
वितरित प्रवर्धक,ବଣ୍ଟିତ ଏମ୍ପ୍ଲିଫାୟର୍ |
वितरित धारिता,ବଣ୍ଟିତ ହୋଲଡିଂ |
वितरित धारिता,ବଣ୍ଟିତ ହୋଲଡିଂ |
वितरित उत्सर्जन फोटोडायोड,ବଣ୍ଟିତ ନିର୍ଗମନ ଫୋଟୋଡିଏଡ୍ |
"वितरित बोझ, वितरित लोड",ବଣ୍ଟିତ ଭାର ବଣ୍ଟିତ ଭାର |
वितरित परिपथजाल,ବଣ୍ଟିତ ସର୍କିଟରୀ |
वितरित प्राचल तंत्र,ବଣ୍ଟିତ ପାରାମିଟର ସିଷ୍ଟମ୍ |
"वितरण, बंटन","ବଣ୍ଟନ, ବଣ୍ଟନ"
वितरण अनुपात,ବଣ୍ଟନ ଅନୁପାତ
वितरण प्रवर्धक,ବଣ୍ଟନ ଏମ୍ପ୍ଲିଫାୟର୍ |
वितरण गुणांक,ବଣ୍ଟନ ଗୁଣବତ୍ତା
बंटन वक्र,ବଣ୍ଟନ ବକ୍ର
वितरण समीकरण,ବଣ୍ଟନ ସମୀକରଣ
"स्थान-वितरण, स्थानगत वितरण",ସ୍ଥାନୀୟ ବଣ୍ଟନ |
"काल-वितरण, कालगत वितरण","ସମୟ ବଣ୍ଟନ, ସମୟ ବଣ୍ଟନ |"
वितरण हानि,ବିତରଣ କ୍ଷତି |
तीव्रता-वितरण,ତୀବ୍ରତା ବଣ୍ଟନ |
वेग वितरण,ବେଗ ବଣ୍ଟନ |
बंटन प्राचल,ବଣ୍ଟନ ପାରାମିଟର
वितरण सिद्धांत,ବଣ୍ଟନ ନୀତି
बंटनात्मक स्थायित्व,ବଣ୍ଟନ ସ୍ଥିରତା |
बंटनात्मक जालक,ବଣ୍ଟନକାରୀ ଲାଟାଇସ୍ |
"वितरण-नियम, बंटन-नियम","ବଣ୍ଟନ ନିୟମ, ବଣ୍ଟନ ନିୟମ |"
"विक्षुब्ध-संतुलन, विक्षुब्ध साम्यावस्था","ବିଚଳିତ ସନ୍ତୁଳନ, ବିଚଳିତ ସନ୍ତୁଳନ |"
विक्षोभ,ବିଶୃଙ୍ଖଳା
विक्षोभ-तरंग-संख्या,ବିଶୃଙ୍ଖଳା ତରଙ୍ଗ ସଂଖ୍ୟା |
विक्षुब्ध प्रसंवादी प्रक्रम,ବ୍ୟାଘାତ ବାର୍ତ୍ତାଳାପ ପ୍ରକ୍ରିୟା |
विक्षुब्ध क्षैतिज उड़ान,ଭୂସମାନ୍ତର ଉଡ଼ାଣରେ ବିଚଳିତ |
विक्षुब्ध गति,ବିଚଳିତ ଗତି
विक्षुब्ध कक्षा,ବିଚଳିତ ଶ୍ରେଣୀ
विक्षुब्ध दोलन,ବିଚଳିତ ଦୋହରିବା |
विक्षोभी बल,ବିଚଳିତ ଶକ୍ତି
विक्षोभी फलन,ବିଘ୍ନ କାର୍ଯ୍ୟ
विक्षोभी विभव,ବିଶୃଙ୍ଖଳା ସମ୍ଭାବନା |
डिस्क संचय,ଡିସ୍କ ସଂରକ୍ଷଣ
"असांतत्य, असातत्य, भंग","ବିଚ୍ଛିନ୍ନତା, ବନ୍ଦ, ବିରତି |"
अवपात युक्ति,ପତିତ ଉପକରଣ
"अह्निक, दिवा, दिवाचर, दैनिक","ଅହନିକ୍, ଡିଭା, ଡିଭାଚର୍, ଦ Daily ନିକ |"
दैनिक अपेरण,ଦ daily ନିକ ଶେଡିଙ୍ଗ୍ |
दैनिक अपेरण,ଦ daily ନିକ ଶେଡିଙ୍ଗ୍ |
दैनिक परिवर्तन,ଦ daily ନିକ ପରିବର୍ତ୍ତନ |
दैनिक वृत्त,ଦ daily ନିକ ବୃତ୍ତ |
"दैनिक चक्र, दिवाचक्र","ଦ daily ନିକ ଚକ୍ର, ଦିନ ଚକ୍ର |"
दैनिक उच्चावचन,ଦ daily ନିକ ଭାଷଣ |
दैनिक ऊष्मा तरंग,ଦ daily ନିକ ଉତ୍ତାପ ତରଙ୍ଗ |
दैनिक असमता,ଦ daily ନିକ ଅସମାନତା |
दैनिक गति,ଦ daily ନିକ ଗତି
दैनिक लंबन,ଦ daily ନିକ ସମାନ୍ତରାଳ |
"दैनिक ताप, दैनिक तापमान","ଦ daily ନିକ ତାପମାତ୍ରା, ଦ daily ନିକ ତାପମାତ୍ରା |"
"आह्निक परिवर्तन, दैनिक परिवर्तन","ଅଗ୍ନି ପରିବର୍ତ୍ତନ, ଦ daily ନିକ ପରିବର୍ତ୍ତନ |"
दैनिक दृष्टि,ଦ daily ନିକ ଦର୍ଶନ |
द्विरिक्तता,ଡିଚୋଟୋମି
द्विसंयोजक,ସମାନ୍ତରାଳ |
द्विसंयोजक आयन,ବିଭାଜିତ ଆୟନ |
द्विचर तंत्र,ଡବଲ୍ ସିଷ୍ଟମ୍ |
अवरोही पल्ला,ପାଦ ତଳକୁ
"उपसारित करना, अपसारित होना","ଦେହାନ୍ତ ହେବାକୁ, ଦେହାନ୍ତ କରିବାକୁ |"
"अपसरण, अपसारिता, डाइवर्जेन्स","ବିଭେଦ, ବିଭେଦ, ବିଭେଦ |"
अपसरण हानि,ଭିନ୍ନତା କ୍ଷତି |
वेग अपसरण,ବେଗ ବିଭେଦ |
अपसरण दर,ଭିନ୍ନତା ହାର
अपसरण प्रमेय,ଭିନ୍ନତା ଥିଓରେମ୍ |
अपसारी,ବିଭେଦ
