Assamese,English
বৃদ্ধি কৰা প্ৰবন্ধ পঞ্জীয়ক,Enhanced graphics adapter (EGA)
বৃদ্ধি,Enhancement
বৃদ্ধিৰ ধৰণ,Enhancement type
উন্নত Mosfet,Enhancement typeMOSFET
এণ্ট্ৰপি,Entropy
খাম ডিমডুলেটৰ,Envelope demodulator
পৰিৱেশ,Environment
"এপিটেক্সি বৃদ্ধি, আৰোহী বৃদ্ধি",Epitaxial growth
"এপিট্ৰেকিয়াল স্তৰ, আৰোহী স্তৰ",Epitaxial layer
"এপিটাক্সি, অভাৰৰাইডিং",Epitaxy
ইপক্সি-ফাইবাৰ গ্লাছৰ স্তৰ,Epoxy-fiber glass laminate
ইপি-ৰম,EPROM
এপ্সিলন,Epsilon
সমতা স্থাপন,Equalisation
সমতা বৰ্তনী,Equalising circuit
সমতা,Equality
সমীকৰণ,Equalization
ইকুৱেলাইজাৰ ফিল্টাৰ,Equalizer filter
সমীকৰণটো,Equation
বিষুৱীয় সমতল,Equatorial plane
সমবিভৱ ৰেখা,Equipotential line
সমবিভৱ পৃষ্ঠা,Equipotential surface
সমতুল্য বৰ্তনী,Equivalent circuit
সমতুল্য ইনপুট শব্দ জেনেৰেটৰ,Equivalent input noise generator
সমতুল্য ইনপুট শব্দ প্ৰতিৰোধ ক্ষমতা,Equivalent input noise resistance
সমতুল্য সমস্থানিক বিকিৰণ শক্তি,Equivalent isotropic radiated power (ETRP)
বিলোপ,Erase
শক্তি প্ৰক্ৰিয়া,Ergodic process
ত্ৰুটি নিয়ন্ত্ৰণ ক&#39;ডিং,Error control coding
ভুল সংশোধন ক&#39;ড,Error correcting code
ভুল ধৰা পেলোৱা ক&#39;ড,Error detecting code
ভুল নিয়ন্ত্ৰণ,Error handling
ভুলৰ হাৰ,Error rate
ভুল ভল্টেজ,Error voltage
ভুল পৰিবৰ্ধক,Error amplifier
isaki ডাইঅ&#39;ড,ESAKI diode
এচিং,Etching
ইথাৰনেট,Ethernet
অইলাৰৰ উপপাদ্য,Euler's Theorem
প্ৰসাৰণ হ্ৰাস ধৰণ,Evanescent mode
বাষ্পীভৱন প্ৰক্ৰিয়া,Evaporation process
ই-ভেক্টৰ,E-vector
সমতা,Even parity
ব্যতিক্ৰম নিয়ন্ত্ৰণ,Exception handling
অতিৰিক্ত শব্দ অনুপাত,Excess noise ratio (ENR)
ট্ৰিপল ক&#39;ড,Excess-3-code
উদ্দীপনা টেবুল,Excitation table
echo XOR গেট,Exclusive-OR-gate
এক্সিকিউচন চফ্টৱেৰ,Executions software
নিষ্পাদন পদক্ষেপ,Executions speed
নিষ্পাদন সময়,Executions time
একচেটিয়া ন&#39;ৰ গেট,EX-NOR gate (exclusive NOR)
সম্প্ৰচাৰক,Expander
ঘাতীয় ক্ষয়,Exponential decay
ঘাতীয় ডাইঅ&#39;ড,Exponential diode
ঘাতীয় ফুৰিয়েৰ শৃংখলা,Exponential fourier series
ঘাতীয় ফলন,Exponential function
বাহ্যিক কম্পাঙ্ক ৰেজিষ্টেন্স,External frequency compensation
অতি উচ্চ কম্পাঙ্ক,Extremely high frequency (EHF)
উচ্চ সম্ভাৱনা,Extremely high tension (EHT)
অতি কম কম্পাঙ্ক,Extremely low frequency (ELF)
অভেদ্য অৰ্ধপৰিবাহী,Extrinsic semiconductor
ফাইলটো খোলক,F.O. (opening a file)
অৰ্ধপৰিবাহী নিৰ্মাণ,Fabrication of semiconductor
fabri পেরো অনুনাদক,Fabry-pirot resonator
পেনেল,Face
বহুগুণক,Factor
ফেক্টৰিয়েল,Factorial
lacunae,Fade out
ক্ষীণকৰণ,Fading
ক্ষীণকৰণ,Fading
ফাহি একপক্ষীয় পাৰ্যমান্যতা জোখা,FAHY simplex permeability meter
বিফল হোৱা,Failure
বিফল ধৰণ,Failure mode
বিফলতাৰ হাৰ,Failure rate
ফেয়াৰ চাইল্ড অৰ্ধপৰিবাহী,Fair child semiconductors
পতনৰ সময়,Fall time
পাতি কালাদ কোৰ,Falling clock edge
পেট কোৰ,Falling edge
পতন হোৱা,Fallout
মিছা,FALSE
ভাঁজ কৰা কাগজ,Fan fold paper
ইনপুট,Fan-in
ইছ্যু নম্বৰ,Fan-out
ফাৰাড,Farad
ফাৰাডে ইফেক্ট,Faraday effect
ফাৰাডে ঘূৰণ,Faraday rotation
faraday স্ক্ৰীণ,Faraday screen
faraday ধ্ৰুৱক,Faraday's constant
ফেৰাডেৰ আইন,Faraday's law
প্ৰতিৰূপ,Facsimile
প্ৰতিলিপি গ্ৰাহক,Facsimile receiver
প্ৰতিলিপি যোগাযোগকাৰী,Facsimile transmitter
প্ৰতিৰূপ,Facsinite
প্ৰতিলিপি সংকেত,Facsinite signal
চোকা কোৰ,Fast edge
দ্ৰুত fourier ৰূপান্তৰ,Fast fourier transform
জাহাজৰ ৰচিদ দিনকাৰি,Fast recovery rectifier
ফাইল আবণ্টনৰ সময়সূচী,FAT (file allocation table)
মাৰাত্মক ভুল,Fatal error
মূল নথিপত্ৰ,Father file
ইনপুট,Fau-in
"দোষ, দোষ",Fault
দোষ বিশ্লেষণ,Fault analysis
দোষ ৰেটিং,Fault grading
দোষ স্থানীয়কৰণ,Fault localization
দোষ স্থানীয় দলং,Fault localizing bridge
দোষ ফিল্টাৰ টগল কৰক,Fault node toggle
পতন সহনশীলতা,Fault tolerance
ফানোৰ এলগৰিদম,Fauo's alogrithm
ইছ্যু নম্বৰ,Fau-out
ইছ্যু নম্বৰ গছ,Fau-out tree
ফেক্স,Fax
ফাইলৰ সংমিশ্ৰণ,Fc (combining file)
F সংযোগকাৰী,F-connector
কম্পাঙ্ক বিভাজন মাল্টিপ্লেক্সাৰ,FDM (frequency division multiplexer)
এফ ই চি ক&#39;ড,FEC code
ফেডাৰেল কমিউনিকেচন কমিছন,Federal communications commission (FCC)
পুনৰ বিনিয়োগ লুপ লাভ,Feedback loop gain
ক্ষীণ কৰা চুম্বকীয় পদাৰ্থ,Feebly magnetic material
ইনপুট,Feed
পুনৰ বিনিয়োগৰ উৎপাদন,Feed back gain
জীৱিকাৰ ক্ষতি,Feed through loss
পুনৰ বিনিয়োগ,Feedback
পুনৰ বিনিয়োগ এম্প্লিফায়াৰ,Feedback amplifier
পুনৰ প্ৰৱৰ্তন বিকৃতি,Feedback amplifier distortion
পুনৰ বিনিয়োগ ব্লক ডায়াগ্ৰাম,Feedback block diagram
পুনৰ বিনিয়োগৰ ধাৰা ডায়েগ্ৰাম,Feedback current diagram
পুনৰুদ্ধাৰ লুপ,Feedback loop
পুনৰ বিনিয়োগ দোলক,Feedback oscillator
পুনৰ বিনিয়োগৰ দৌৰ,Feedback racing
পুনৰ বিনিয়োগ স্থানচ্যুতি পঞ্জীয়ন,Feedback shift-register
পুনৰ বিনিয়োগ নীতিৰ ডায়েগ্ৰাম,Feedback theory diagram
পুনৰ প্ৰৱৰ্তন ভল্টেজ ডায়াগ্ৰাম,Feedback voltage diagram
ফাৰ্মি স্তৰ,Fermi level
ফেৰিক ইণ্ডাক্টৰ,Ferric induction
ফেৰাইট,Ferrite
ফেৰাইট এন্টেনা,Ferrite antenna
ফেৰাইট অপতৃণ,Ferrite bealt
ফেৰাইট স্পিনাৰ,Ferrite circulator
ফেৰাইট বিভাজক,Ferrite isolator
ফেৰাইট লাইন সম্প্ৰসাৰণ,Ferrite line width
ফেৰাইট-কোৰ ট্ৰেন্সফৰ্মাৰ,Ferrite-core transformer
ferro ক্ৰম টেপ,Ferro-chrome tape
ফেৰ&#39;মেগনেটিজম,Ferromagnetism
ভাগ্য,FET
ফিল্ড ইফেক্ট ট্ৰেঞ্জিষ্টৰ (FET),FET (field-effect transistor)
ফেট বুষ্টাৰ,FET amplifier
fret পৰিপূৰক প্ৰতিসমতা,FET complementary symmetry
চৰ্বি হ্ৰাসৰ ধৰণ,FET depletion mode
"ভাগ্য দ্বৈততা গেট, দ্বৈততা গেট",FET dual gate
চৰ্বি বৃদ্ধিৰ ধৰণ,FET enhancement mode
&#39;ফ্ৰেট ফ্ৰিকুৱেন্সি ৰেচপন্স&#39;,FET frequency response
চৰ্বি গ্ৰাফিক বিশ্লেষণ,FET graphical analysis
FATE বিনিয়োগৰ সুৰক্ষা,FET input protection
চৰ্বি ওলোটা,FET inverter
ভাগ্য চুক্তি,FET junction
চৰ্বিযুক্ত mosfet,FET MOSFET
চৰ্বিৰ পৰিবাহীতা,FET trans conductance
টোপনিৰ সময়,Fetch time
ফাইল আমদানি,FI (importing a file)
আঁহ,Fiber
ফাইবাৰ সংযোগকাৰী,Fiber connector
ফাইবাৰ বিতৰণ কৰা তথ্য আন্তঃপৃষ্ঠ,Fiber distributed data interface (FDDI)
ফাইবাৰ গ্লাছ,Fiber glass
ফাইবাৰ অপটিক লিংক,Fiber optic link
ফাইবাৰ অপটিক্স ট্ৰেন্সমিছন উইণ্ড&#39;,Fiber optics propagation window
ফাইবাৰ লাইট ডিটেক্টৰ,Fiber photo detector
ফাইবাৰ বণ্ডিং,Fiber splicing
ফিবোনাচি সংখ্যা,Fibonocci numbers
ভাৰ্চুৱেল শব্দ উৎপাদক,Fictitious noise generator
গ্ৰাহকৰ নিষ্ঠা,Fidelity of receiver
জালিয়াতি,Fidelity
এলেকা সহায়ক,Field aiding
ফিল্ড ইফেক্ট ডিভাইচ,Field effect device
ফিল্ড ইফেক্ট চুইচ,Field effect switch
ফিল্ড ইফেক্টিভ ট্ৰেঞ্জিষ্টৰ,Field effect transistor
ক্ষেত্ৰ নিৰ্গমন,Field emission
সীহৰ শৰীৰ,Field forward system
ফিল্ড ফ্ৰিকুৱেন্সি,Field frequency
ক্ষেত্ৰৰ তীব্ৰতা,Field intensity
ফিল্ড প্ৰগ্ৰেম লজিক এৰে,Field programmable logic array (FPLA)
ক্ষেত্ৰ পৰীক্ষা,Field test
ফিল্ড বাতিল কৰা,Fields cancelling
FIFO মেমৰি,FIFO memory
দক্ষতা সূচকাংক,Figure of merit
ফাইল,File
ফাইল ভৰোৱা,File backup
file কমাণ্ড,File command
নথিপত্ৰ চাৰ্ভাৰ,File server
স্তৰৰ কেপাচিটৰ,Film capacitor
স্তৰৰ ৰেজিষ্টৰ,Film type register
ফিল্টাৰ,Filter
ফিল্টাৰৰ বৈশিষ্ট্যসমূহ,Filter characteristic
ফিল্টাৰ বৰ্তনী,Filter circuit
সংগ্ৰহ,Filter communication data
ফিল্টাৰ ডিজাইন,Filter design
যোগাযোগ তথ্য,Filter link
ফিল্টাৰ পদ্ধতি,Filter method
ফিল্টাৰ পুনৰ্গঠন,Filter reconstruction
চূড়ান্ত একত্ৰীকৰণ,Final assembly
আঙুলিৰ ছাপ,Finger print
সসীম আৱেগিক প্ৰতিবেদন ফিল্টাৰ,Finite impulse response filter
সসীম প্ৰাচল,Finite parameters
সসীম অৱস্থাৰ যন্ত্ৰ,Finite state machine
ফায়াৰিং এংগেল,Firing angle
ফাৰ্মৱেৰ,Firmware
প্ৰথম চিত্ৰ শব্দ,First data word
প্ৰথম ক্ৰমৰ প্ৰাচ,First order loop
ফিচাৰ লুপ পৰীক্ষা,Fisher loop test
নেৰানেপেৰা,Fixed
ফিক্সড এটেনুৱেটৰ,Fixed attenuator
ফিক্সড অৰিয়েণ্টেচন,Fixed bias
ফিক্সড কেলকুলেটৰ,Fixed counter
নিৰ্দিষ্ট এলেকা,Fixed field
এচাইনমেণ্ট মেচিন,Fixed instruction machine
নিৰ্দিষ্ট সময় নিয়ন্ত্ৰক,Fixed timer
পতাকা,Flag
ফ্লেংগ,Flange
ফ্লেপ এটেনুৱেটৰ,Flap attenuator
flamboyant,Flash
উজ্জ্বলতা ৰূপান্তৰক,Flash converter
উজ্জ্বলতা,Flashing
ফ্লেট ফ্ল&#39;ৰ স্কেনিং,Flat bed scanning
সমতল কুণ্ডলী,Flat coil
ফ্লেট ফাইল,Flat file
ফ্লেট ফিল্টাৰ,Flat filter
ফ্লেট পেক,Flat pack
সমতল ফিতা কেবল,Flat ribbon cable
ফ্লেট টপ নমুনা সংগ্ৰহ,Flat-topped sampling
F-স্তৰ,F-layer
F-স্তৰীয় আয়নমণ্ডল,F-layer ionosphere
ফ্লেমিং,Fleming
ফ্লেমিং আৰু ক্লিণ্টন ডাইভাৰ্জেন্স মেথড,Fleming and Clinton commutator method
flutter,Flicker
flutter শব্দ,Flicker noise
ফ্লাটাৰ ফটোমিটাৰ,Flicker photometer
ফ্লিপ ফ্লপ,Flip flop
ফ্লিপ ফ্লপ এচিনক্ৰ&#39;নাছ বিনিয়োগ,Flip flop asynchronous input
ফ্লিপ ফ্লপৰ বৈশিষ্ট্যসমূহ,Flip flop characteristic
ফ্লিপ ফ্লপ কল সংকেত,Flip flop clock signal
ফ্লিপ ফ্লপ টাইমলাইন,Flip flop clocked
ফ্লিপ ফ্লপ কোৰ-ট্ৰিগাৰ কৰা হৈছে,Flip flop edge-triggered
ফ্লিপ ফ্লপ jK ট্ৰিগাৰ,Flip flop J-K triggered
ফ্লিপ ফ্লপ লেচ,Flip flop latch
ফ্লিপ ফ্লপ মাষ্টাৰ-স্লেভ,Flip flop master-slave
ফ্লিপ ফ্লপ আৰ এছ,Flip flop R-S
ফ্লিপ ফ্লপ আৰম্ভ পুনৰাৰম্ভ সেট পুনৰায় সেট কৰক (SR),Flip flop set reset (SR)
ফ্লিপ ফ্লপ সমকালীন বিনিয়োগ,Flip flop synchronous input
ভাসমান চাৰ্জ,Float charging
ভাসমান গঠন,Floating construction
ভাসমান গেট,Floating gate
বিনিয়োগ,Floating input
অসংযুক্ত লোড,Floating load
অসম্পৰ্কীয় উৎস,Floating supply
সম্পূৰ্ণ আলোকসজ্জা,Flood lightening
ফ্লপি,Floppy
ফ্লপি ডিস্ক,Floppy disk
প্ৰবাহ,Flow
ফ্ল&#39; চাৰ্ট,Flow chart
গ্ৰেডিয়েন্ট ডায়াগ্ৰাম,Flow diagram
প্ৰবাহৰ দিশ,Flow direction
প্ৰবাহ ৰেখা,Flow line
ফ্ল&#39;মিটাৰ,Flow meter
FLT U2 ফিল্টাৰ,FLT-U2 filter
বহুবচন ক্ষয় উপপাদ্য,Fluctuation dissipation theorem
তৰল ঘৰ্ষণ ডেম্পিং,Fluid friction damping
তৰল মজিয়া,Fluid level
ফ্লু&#39;ৰেচেন্স ইফেক্ট টিউব,Fluorescence effect tube
ফ্লু&#39;ৰেচেণ্ট,Fluorescent
flutter,Flutter
ফ্লাক্স ঘনত্ব,Flux density
ফ্লাক্স দুৱাৰৰ চুম্বকমাপক,Flux gate magnetometer
ফ্লাক্স বাইণ্ডিং,Flux linkage
"ফ্লাক্স মিটাৰ, ফ্লাক্স মিটাৰ",Flux meter
ফ্লাক্স ছল্ডাৰ,Flux soldering
কাউণ্টাৰ ইনজুৰি,Flyback
ৰিয়েক্টেন্স উচ্চ ভল্টেজ,Flyback high voltage
কাউণ্টাৰকাৰেণ্ট ট্ৰেন্সফৰ্মাৰ,Flyback transformer
সঞ্চয় প্ৰভাৱ,Flywheel effect
ফ্ৰিকুৱেন্সি মডুলেচন ডিজিটেল ডিটেক্টৰ,FM digital detector
ফ্ৰিকুৱেন্সি মডুলেচন পিক ডিটেক্টৰ,FM peak detector
আৱৰণযুক্ত মডুলেচন কলা যোগ কৰা হৈছে লুপ ডিটেক্টৰ,FM phase locked loop detector
এফ এম ভয়েচ ফ্ৰিকুৱেন্সি টেলিগ্ৰাফ,FMVFT (FM voice frequency telegraph)
focal,Focal
ধ্যান কেন্দ্ৰিত,Focus
ফ&#39;কাচ কেমেৰা,Focus camera
ফ&#39;কাচ ভুল এম্প্লিফায়াৰ,Focus error amplifier
ফোকাচ ছবি টিউব,Focus picture tube
ফোকাচ চাৰ্ভো,Focus servo
ফোকাচ আৰু ফ’ল’-আপ,Focussing and tracking coil
ফোকাচ আৰু ফ’ল’ আপ বডি,Focussing and tracking system
ফয়েল-টাইপ গেজ,Foil type guage
প্ৰথম ফাট,Foistbreakdown
ভল্টেজ লিমিটাৰক পিছলৈ ভাঁজ কৰক,Fold back voltage limiting
বগা ৰেখাৰ মান,Fold over value
কাৰেণ্ট লিমিটাৰক পিছলৈ ভাঁজ কৰক,Fold back current limiting
ভাঁজ কৰা স্থাপত্য,Folded architecture
ভাঁজ কৰা ডাইপোল,Folded dipole
ভাঁজ কৰা ডাইপোল,Folded dipole
ভাঁজ কৰা উপাদান,Folded element
ট্ৰেইলিং,Follower
ফন্ট প্ৰদৰ্শন,Font for display
খাদ্যৰ প্ৰিন্ট,Foot print
নিষিদ্ধ বেণ্ড,Forbidden band
নিষিদ্ধ শক্তিৰ ব্যৱধান,Forbidden gap energy
বাৰ্ড জ&#39;ন,Forbidden region
বল,Force
প্ৰপালচিভ কনভাৰ্টাৰ,Forced commutator
বিদেশী বস্তু,Foreign object
ফৰ্ম ফ্যাক্টৰ,Form factor
পৃষ্ঠা পূৰণ কৰা,Form feed
আনুষ্ঠানিক যুক্তি,Formal logic
ফৰ্মেট নম্বৰ,Format number
fortran,Fortran
আকস্মিক বিকৃতি,Fortuitous distortion
ফৰৱাৰ্ড বায়াছ,Forward bias
ফৰৱাৰ্ড বায়াছ,Forward bias
ফৰৱাৰ্ড বায়াছ জইণ্ট,Forward biased junction
ফৰৱাৰ্ড ব্লক কৰা অৱস্থা,Forward blocking state
ফৰৱাৰ্ড ব্ৰেক ভল্টেজ,Forward breakdown voltage
ফৰৱাৰ্ড ভুল সংশোধন,Forward error correction
ফ্ৰন্ট লুপ গেইন,Forward loop gain
ফ্ৰন্ট ৰোড গেইন,Forward path gain
আগলৈ মেৰুত্ব,Forward polarity
আগলৈ পৰিবাহীতা,Forward trans conductance
ফৰৱাৰ্ড ট্ৰেনজিট সময়,Forward transist time
ফষ্টাৰ চিলি বিবেককাৰ,Foster-Seely discriminator
চতুৰ্ভুজ এনকোডিং,Four bit coding
চতুৰ্ভুজ,Four inputs
ডিজিটেল ট্ৰেন্সমিছন,Four state digital transmission
চতুৰ্ভুজ নেটৱৰ্ক,Four terminal network
চতুৰ্থাংশ নেটৱৰ্ক,Four terminal network
কোৱাড টিউব কেমেৰা,Four tube camera
ফুৰিয়েৰ সহগ,Fourier coefficient
ফুৰিয়েৰ সংহতি,Fourier integral
ফুৰিয়েৰ বিপৰীত,Fourier inverse
fourier শৃংখলা,Fourier series
সংক্ৰমণ,Fourier transmission
ফুৰিয়েৰ ত্ৰিকোণমিতিক শৃংখলা,Fouriertrigonometric series
ফুৰিয়েৰ উপপাদ্য,Fourier's theorem
চতুৰ্ভুজ ডিভাইচ,Four-layer device
quaternary ডাইঅ&#39;ড,Four-layer diode
মোবাইল পইণ্ট প্ৰচেছৰ,FPP (floating point processor)
ফ্লটিং পইণ্ট ইউনিট,FPU/floating point unit
ফাইল সলনি কৰা,FR (retriever a file)
ভগ্নাংশ ভুল,Fractional error
ডিফাৰেন্সিয়েল ট্ৰেন্সমিছন,Fractional transmissibility
ফ্ৰেম,Frame
ফ্ৰেম বাফাৰ চিপ,Frame buffer chip
ফ্ৰেম কেপচাৰ,Frame capture
ফ্ৰেম পাছৱৰ্ড,Frame code word
ফ্ৰেম ফৰ্মেট,Frame format
ফ্ৰেম ফ্ৰিকুৱেন্সি,Frame frequency
ফ্ৰেম লেণ্ড,Frame ground
ফ্ৰেম সমকালীন বিন্দু,Frame synchronising bit
ফ্ৰেম সমন্বয়,Frame synchronization
ফ্ৰেম সমকালীন সংকেত,Frame synchronizing signal
ফ্ৰেংক কোড,Frank code
মুক্ত ইলেক্ট্ৰন,Free electron
free Zone,Free field
মুক্ত গতিশীল দোলক,Free running oscillator
মুক্ত ব্যৱধান ইম্পিডেন্স,Free space impedance
মুক্ত ব্যৱধান,Free space path loss
মুক্ত গতিশীল মাল্টিভাইব্ৰেটৰ,Free-running multivibrator
কম্পনাংক,Frequency
কম্পনাংক,Frequency
কম্পনাংক,Frequency
কম্পনাংক,Frequency
কম্পাঙ্ক সংযুক্ত চেনেল,Frequency adjacent channel
কম্পাঙ্ক নিযুক্তি,Frequency allocation
ফ্ৰিকুৱেন্সি বেণ্ড,Frequency bands
ফ্ৰিকুৱেন্সি কনভাৰ্টাৰ,Frequency changer
কম্পাঙ্ক ক্ষতিপূৰণ,Frequency compensation
কম্পাঙ্ক ক্ষতিপূৰণ,Frequency compensation
কম্পাঙ্ক নিয়ন্ত্ৰিত দোলক,Frequency controlled oscillator
কম্পাঙ্ক ৰূপান্তৰ,Frequency conversion
ফ্ৰিকুৱেন্সি মডুলেচন,Frequency demodulation
ফ্ৰিকুৱেন্সি ডিটেক্টৰ,Frequency detector
কম্পাঙ্ক বিচ্যুতি,Frequency deviation
কম্পাঙ্ক বিচ্যুতি,Frequency deviation
কম্পাঙ্ক পাৰ্থক্য,Frequency discrimination
কম্পাঙ্ক বৈষম্যক,Frequency discriminator
কম্পাঙ্ক বিকৃতি,Frequency distortion
কম্পাঙ্ক তাৰতম্য,Frequency diversity
কম্পাঙ্ক বিভাজক,Frequency divider
মাল্টিপ্লেক্সাৰ ফ্ৰিকুৱেন্সি ডিভিজন,Frequency division multiplexing
কম্পাঙ্ক ডাবলাৰ,Frequency doubler
কম্পাঙ্ক চুইচিং,Frequency frogging
কম্পাঙ্ক উৎপাদন,Frequency generation
কম্পাঙ্ক নিৰ্ভৰশীল এন্টেনা,Frequency independent antenna
কম্পাঙ্ক আন্তঃপৃষ্ঠ,Frequency interface
কম্পাঙ্ক হস্তক্ষেপ,Frequencyinterference
কম্পাঙ্ক বিপৰীত,Frequency inversion
ফ্ৰিকুৱেন্সি মডুলেচন,Frequency modulation
ফ্ৰিকুৱেন্সি মডুলেচন সূচকাংক,Frequency modulation index
ফ্ৰিকুৱেন্সি মডুলেটৰ,Frequency modulator
কম্পাঙ্ক সংকীৰ্ণ বেণ্ড,Frequency narrow band
কম্পাঙ্ক শব্দ,Frequency noise
কম্পাঙ্ক পৰিসৰ,Frequency range
ফ্ৰিকুৱেন্সি ৰিয়েক্টেন্স মডুলেটৰ,Frequency reactance modulator
ফ্ৰিকুৱেন্সি ৰেফাৰেন্স,Frequency reference
কম্পাঙ্ক প্ৰতিক্ৰিয়া,Frequency response
কম্পাঙ্ক গ্ৰেডিং,Frequency scaling
কম্পাঙ্ক শব্দ বৰ্তনী,Frequency sound circuit
কম্পাঙ্ক বৰ্ণালী,Frequency spectrum
কম্পাঙ্ক স্থিৰতা,Frequency stability
কম্পাঙ্ক মানদণ্ড,Frequency standards
কম্পাঙ্ক দোষ,Frequency swing
কম্পাঙ্ক সংশ্লেষণ,Frequency synthesis
কম্পাঙ্ক সংশ্লেষণ,Frequency synthesis
ফ্ৰিকুৱেন্সি সংশ্লেষিত টিউনিং,Frequency synthesized tuning
কম্পাঙ্ক ভল্টেজ পৰিৱৰ্তন,Frequency to voltage conversion
ফ্ৰিকুৱেন্সি টু ভল্টেজ কনভাৰ্টাৰ,Frequency to voltage converter
ফ্ৰিকুৱেন্সি-ভোল্টেজ কনভাৰ্টাৰ,Frequency to voltage converter
ফ্ৰিকুৱেন্সি-ভোল্টেজ কনভাৰ্টাৰ,Frequency to voltage converter
ফ্ৰিকুৱেন্সি বেয়াৰিং,Frequency tolerance
কম্পাঙ্ক স্থানান্তৰ,Frequency translation
ফ্ৰিকুৱেন্সি ট্ৰেন্সমিছন,Frequency transmission
ফ্ৰিকুৱেন্সি টিউনাৰ,Frequency tuner
চৰিত্ৰ মডুলেটৰ,Frequency varactor modulator
ফ্ৰিকুৱেন্সি ৱাইড বেণ্ড,Frequency wide band
ফ্ৰেনেলৰ অৱক্ষয়ৰ কম্পাঙ্ক,Fresnel loss frequency
ঘৰ্ষণ ভুল,Friction error
বৃত্ত আখৰ,Fringing colour
ফ্ৰন্ট বৰ্ড নিয়ন্ত্ৰণ,Front panel control
সন্মুখৰ বাৰাণ্ডা,Front porch
ফ্ৰষ্ট পইণ্ট হাইগ্ৰ&#39;মিটাৰ,Frost-point hygrometer
নথিপত্ৰ সংৰক্ষণ,FS (saving a file)
ফু মাঞ্চু ভাইৰাছ,Fu Manchu virus
ইন্ধন পাম্পৰ হস্তক্ষেপ,Fuel pump interference
ফুজি অনমনীয়তা অপাৰেচন,Fugi hard disk drive
সম্পূৰ্ণ এডাৰ,Full adder
সম্পূৰ্ণ ডুপ্লেক্স,Full duplex
সম্পূৰ্ণ ডুপ্লেক্স ছেটআপ,Full duplex setting
সম্পূৰ্ণ ডুপ্লেক্স ট্ৰেন্সমিছন,Full duplex transmission
সম্পূৰ্ণ লোড ভল্টেজ,Full load voltage
সম্পূৰ্ণ শক্তি,Full power
সম্পূৰ্ণ শক্তি বেণ্ড সম্প্ৰসাৰণ,Full power band width
নিৰপেক্ষ স্কেল বিচ্যুতি,Full scale deflection
সম্পূৰ্ণ পৰ্দা,Full screen
নিখুঁত যৌগ,Full substractor
সম্পূৰ্ণ লিক বাফাৰিং,Full track buffering
সম্পূৰ্ণ তৰংগ,Full wave
সম্পূৰ্ণ তৰংগ দলং ৰেক্টিফায়াৰ,Full wave bridge rectifier
সম্পূৰ্ণ তৰংগ ৰেক্টিফায়াৰ,Function wave rectifier
ফাংচন ক&#39;ড,Function code
ফাংচন জেনেৰেটৰ,Function generator
ফাংচন লাইব্ৰেৰী,Function library
ফাংচন চুইচ,Function switch
কাৰ্য্যকৰী অনুকৰণ,Functional simulator
মূলত,Fundamental
মূল কম্পাঙ্ক,Fundamental frequency
মূল ধৰণ,Fundamental mode
মূল অনুনাদ,Fundamental resonance
ফিউজ,Fuse
ফিউজ ইফেক্ট,Fuse effect
ফিউজ মেপ,Fuse map
দ্ৰৱণীয় লিংক,Fusible link
ভৱিষ্যতৰ ধাৰা,Future trend
"অস্পষ্ট যুক্তি, অস্পষ্ট যুক্তি",Fuzzy logic
"অস্পষ্ট যুক্তি, ভুৱা যুক্তি",Fuzzy logic
ফাইল নিষ্কাশন,Fx (extracting a file)
পুনৰ বিনিয়োগৰ সংবেদনশীলতা,Feedback sensitivity
লাভ কৰা,Gain
গাইড লেজাৰ লাভ কৰক,Gain guided laser
লাভৰ সীমা,Gain margin
গেইন বেণ্ড সম্প্ৰসাৰণ বহুগুণন,Gain-bandwidth product
ট্ৰেঞ্জিচন ফ্ৰিকুৱেন্সি লাভ কৰক,Gain-cross over frequency
গ্যালাঘৰ কোড,Gallagar code
গেলিয়াম আৰ্চেনাইড,Galleium arsenide
গেলভানিক কোষ,Galvanic cell
গেলভানোমিটাৰ,Galvanometer
গেলভানাইজড ৰেকৰ্ডাৰ,Galvanometric recorder
গামা,Gamma
গামা-ৰশ্মি,Gamma ray
কণ্ঠস্বৰযুক্ত টিউনিং,Ganged tuning
ব্যৱধান,Gap
গেছ বিসৰ্জন লেম্প,Gas discharge lamp
গেছ লেজাৰ,Gas laser
"গেট, গেট",Gate
গেট এৰে,Gate array
গেট এৰে,Gate array
গেট কেপাচিটেন্স / গেট কেপাচিটৰ,Gate capacitance
গেট ইনচুলেটিং,Gate insulation
গেট দোলক,Gate oscillator
গেটৰ নিৰাপত্তা,Gate protection
গেট সুৰক্ষা ডাইঅ&#39;ড,Gate protection diode
গেট লক চুইচ,Gate turn-off switch
গেট নিয়ন্ত্ৰিত চুইচ,Gate-controlled switch
গেটৰ পিছফালৰ নেটৱৰ্ক,Gate-lag network
গেট অক্সাইড কেপাচিটৰ,Gate-oxide capacitance
খোলাৰ ভুল,Gating error
জোখ লোৱা,Gauge
গেজ বহুগুণক,Gauge factor
গাউছ মিটাৰ,Gauss meter
গাউছিয়ান ঘনত্ব ফলন,Gaussian density function
গাউছিয়ান প্ৰসাৰণ,Gaussian diffusion
গাউছিয়ান বিতৰণ,Gaussian distribution
গাউছিয়ান বিতৰণ,Gaussian distribution
গাউছিয়ান শব্দ,Gaussian noise
গাউছিয়ান শব্দ,Gaussian noise
